Orthogroup	Cardamine_glauca	Euclidium_syriacum
OG0012587	Cg004G137750	ESY3_g29167_DN3_SP8_c0.t1
OG0012588	Cg006G198590	ESY2_g37317_DN3_SP8_c0.t1
OG0012589	Cg004G137880	ESY3_g29140_DN3_SP3_c0.t1
OG0012590	Cg004G138630	ESY3_g29003_DN3_SP1_c0.t1
OG0012591	Cg001G026820	ESY22_g40935_DN3_SP8_c0.t1
OG0012592	Cg002G050610	ESY3_g28712_DN3_SP0_c0.t1
OG0012593	Cg004G140370	ESY22_g40697_DN3_SP0_c0.t1, ESY3_g28637_DN3_SP0_c0.t1
OG0012594	Cg004G140590	ESY3_g28565_DN3_SP0_c0.t1
OG0012595	Cg004G141110	ESY4_g23949_DN3_SP0_c0.t1
OG0012596	Cg004G141350	ESY3_g28279_DN3_SP0_c0.t1
OG0012597	Cg004G141410	ESY3_g28260_DN3_SP0_c0.t1
OG0012598	Cg004G141510	ESY3_g28191_DN3_SP0_c0.t1
OG0012599	Cg004G141540	ESY3_g28173_DN3_SP0_c0.t1
OG0012600	Cg006G237270	ESY5_g3191_DN3_SP8_c0.t1
OG0012601	Cg004G141620	ESY3_g28161_DN3_SP8_c8.t1
OG0012602	Cg004G142040	ESY1_g11736_DN3_SP0_c0.t1, ESY3_g28059_DN3_SP1_c0.t1
OG0012603	Cg004G146650	ESY11_g52724_DN3_SP7_c0.t1
OG0012604	Cg004G142620	ESY3_g27846_DN3_SP3_c0.t1
OG0012605	Cg004G143490	ESY3_g27318_DN3_SP1_c18.t1
OG0012606	Cg004G143310	ESY3_g27325_DN3_SP8_c0.t1
OG0012607	Cg004G143990	ESY3_g27149_DN2_SP8_c0.t1
OG0012608	Cg004G147310	ESY11_g53062_DN2_SP0_c0.t1
OG0012609	Cg004G154390	ESY11_g54252_DN3_SP0_c0.t1
OG0012610	Cg004G146360	ESY11_g52666_DN3_SP8_c0.t1
OG0012611	Cg004G145950	ESY6_g50342_DN1_SP0_c0.t1
OG0012612	Cg004G145710	ESY2_g36590_DN3_SP8_c0.t1, ESY18_g63339_DN1_SP0_c0.t1
OG0012613	Cg004G145610	ESY11_g52650_DN3_SP7_c0.t1
OG0012614	Cg004G146990, Cg004G146980	ESY9_g43051_DN3_SP0_c0.t1
OG0012615	Cg004G147940	ESY11_g53259_DN3_SP8_c0.t1
OG0012616	Cg006G196120, Cg006G196100	ESY11_g53260_DN3_SP2_c0.t1
OG0012618	Cg004G149400, Cg004G150420	ESY11_g53531_DN3_SP3_c0.t1
OG0012619	Cg004G149830, Cg004G150850	ESY11_g53585_DN3_SP4_c0.t1
OG0012620	Cg004G151640	ESY11_g53734_DN3_SP0_c0.t1
OG0012621	Cg004G151650	ESY11_g53735_DN2_SP2_c0.t1
OG0012622	Cg004G151780	ESY29_g13626_DN3_SP7_c0.t1
OG0012623	Cg004G152260	ESY11_g53836_DN3_SP8_c0.t1
OG0012624	Cg004G152650	ESY11_g53884_DN3_SP0_c11.t1
OG0012625	Cg004G152680	ESY11_g52993_DN1_SP0_c0.t1, ESY11_g53904_DN2_SP0_c0.t1
OG0012626	Cg005G168000	ESY9_g45283_DN3_SP0_c0.t1
OG0012627	Cg004G152750	ESY11_g53920_DN2_SP0_c0.t1
OG0012628	Cg004G153210	ESY11_g53996_DN3_SP8_c0.t1
OG0012629	Cg004G153500	ESY11_g54056_DN3_SP8_c0.t1
OG0012630	Cg004G153510	ESY11_g54057_DN3_SP0_c0.t1
OG0012631	Cg004G153700	ESY11_g54083_DN2_SP0_c0.t1
OG0012632	Cg004G154060	ESY11_g54176_DN3_SP0_c0.t1
OG0012633	Cg004G154150	ESY11_g54188_DN3_SP8_c0.t1
OG0012634	Cg004G154210	ESY11_g54201_DN3_SP0_c0.t1
OG0012635	Cg004G154670	ESY11_g54301_DN3_SP5_c0.t1
OG0012636	Cg004G154420	ESY11_g54254_DN3_SP0_c0.t1
OG0012637	Cg004G155280	ESY11_g54442_DN3_SP0_c0.t1
OG0012638	Cg004G155600	ESY11_g54544_DN3_SP1_c0.t1
OG0012639	Cg004G155770	ESY11_g54621_DN2_SP0_c0.t1
OG0012640	Cg004G155960	ESY11_g54657_DN1_SP0_c0.t1
OG0012641	Cg004G156250	ESY11_g54732_DN3_SP2_c0.t1
OG0012642	Cg004G156520	ESY11_g54829_DN3_SP0_c12.t1
OG0012643	Cg004G156870	ESY11_g54920_DN3_SP0_c0.t1
OG0012644	Cg004G157230	ESY11_g54981_DN3_SP0_c0.t1
OG0012645	Cg006G194130	ESY2_g36425_DN3_SP0_c0.t1
OG0012646	Cg006G194230	ESY2_g36412_DN3_SP4_c0.t1
OG0012647	Cg006G194460	ESY2_g36373_DN3_SP0_c0.t1
OG0012648	Cg006G194470	ESY2_g36372_DN3_SP5_c0.t1
OG0012649	Cg006G194820	ESY2_g36291_DN3_SP0_c0.t1
OG0012651	Cg006G195940	ESY2_g36850_DN3_SP0_c0.t1
OG0012652	Cg006G196170	ESY2_g36873_DN3_SP0_c0.t1
OG0012653	Cg006G196210	ESY8_g60152_DN3_SP0_c0.t1, ESY2_g36880_DN3_SP0_c0.t1
OG0012655	Cg006G196850	ESY2_g36993_DN3_SP6_c0.t1
OG0012656	Cg006G196910	ESY2_g37007_DN2_SP1_c0.t1
OG0012657	Cg006G197380	ESY2_g37076_DN3_SP0_c0.t1
OG0012660	Cg006G198050	ESY2_g37218_DN3_SP7_c0.t1
OG0012661	Cg006G198190	ESY2_g37248_DN3_SP7_c0.t1
OG0012662	Cg006G198780, Cg006G198810	ESY2_g37399_DN3_SP0_c0.t1
OG0012663	Cg006G198700	ESY2_g37343_DN3_SP0_c0.t1
OG0012664	Cg006G199010	ESY2_g37374_DN3_SP0_c0.t1
OG0012665	Cg006G199100	ESY2_g37422_DN3_SP8_c0.t1
OG0012666	Cg006G199110	ESY2_g37423_DN3_SP5_c0.t1
OG0012667	Cg006G199340	ESY2_g37464_DN3_SP8_c0.t1
OG0012668	Cg006G199710	ESY2_g37563_DN3_SP8_c0.t1
OG0012669	Cg006G199760	ESY2_g37571_DN3_SP3_c0.t1
OG0012670	Cg006G199820	ESY2_g37597_DN3_SP0_c0.t1
OG0012671	Cg006G200200	ESY2_g37675_DN3_SP8_c0.t1
OG0012672	Cg006G198670	ESY2_g37341_DN3_SP0_c0.t1
OG0012673	Cg006G200880	ESY2_g37913_DN3_SP2_c0.t1
OG0012674	Cg006G200710	ESY2_g37862_DN3_SP0_c0.t1
OG0012675	Cg006G200800	ESY2_g37879_DN3_SP0_c0.t1
OG0012676	Cg006G201360	ESY2_g37984_DN3_SP0_c0.t1
OG0012677	Cg006G201460	ESY2_g38007_DN3_SP0_c0.t1, ESY2_g38022_DN3_SP8_c0.t1
OG0012678	Cg006G201590	ESY2_g38045_DN3_SP0_c0.t1
OG0012679	Cg006G201600	ESY2_g38067_DN3_SP4_c0.t1
OG0012680	Cg001G025040	ESY2_g38371_DN3_SP8_c0.t1
OG0012681	Cg001G025080	ESY2_g38377_DN3_SP7_c0.t1
OG0012682	Cg001G025260	ESY2_g38447_DN3_SP2_c0.t1
OG0012683	Cg001G025440	ESY2_g38576_DN3_SP4_c0.t1
OG0012684	Cg001G025470	ESY7_g18187_DN3_SP4_c0.t1
OG0012685	Cg001G025500	ESY2_g38586_DN3_SP0_c0.t1
OG0012686	Cg005G171730	ESY1_g5640_DN3_SP4_c0.t1
OG0012687	Cg005G172080	ESY1_g5760_DN3_SP0_c0.t1, ESY1_g5759_DN2_SP0_c0.t1
OG0012689	Cg002G054880	ESY1_g10306_DN3_SP0_c0.t1
OG0012690	Cg002G054850	ESY10_g14417_DN3_SP0_c16.t1, ESY1_g10308_DN3_SP0_c0.t1
OG0012691	Cg002G054680	ESY1_g10327_DN3_SP1_c0.t1
OG0012692	Cg002G054470	ESY1_g10364_DN3_SP6_c0.t1
OG0012693	Cg002G054410	ESY1_g10381_DN3_SP8_c0.t1
OG0012694	Cg002G054320	ESY1_g10397_DN3_SP0_c0.t1
OG0012695	Cg002G054190	ESY1_g10410_DN3_SP2_c0.t1
OG0012696	Cg002G053900	ESY1_g10472_DN3_SP4_c0.t1
OG0012697	Cg002G053650	ESY1_g11184_DN3_SP0_c0.t1
OG0012698	Cg002G053240	ESY1_g11122_DN3_SP0_c0.t1
OG0012699	Cg002G053080	ESY1_g11106_DN3_SP0_c0.t1
OG0012701	Cg002G052650	ESY1_g11029_DN3_SP0_c0.t1
OG0012702	Cg002G052550	ESY1_g11007_DN3_SP5_c0.t1
OG0012703	Cg002G055150	ESY1_g10202_DN3_SP0_c0.t1
OG0012704	Cg002G052290	ESY1_g10977_DN3_SP0_c0.t1
OG0012705	Cg002G052100	ESY1_g10950_DN3_SP5_c0.t1
OG0012706	Cg002G051670	ESY1_g10825_DN3_SP8_c0.t1
OG0012707	Cg002G051570	ESY1_g10811_DN3_SP0_c0.t1
OG0012708	Cg002G050860, Cg002G051070	ESY1_g10758_DN3_SP4_c0.t1
OG0012709	Cg002G050910	ESY1_g10728_DN3_SP8_c0.t1
OG0012710	Cg002G050840	ESY1_g10714_DN3_SP8_c0.t1
OG0012711	Cg002G050740	ESY1_g10691_DN3_SP8_c0.t1
OG0012712	Cg002G050650	ESY1_g10685_DN3_SP1_c0.t1
OG0012713	Cg002G049990	ESY1_g10542_DN3_SP8_c0.t1
OG0012714	Cg002G049970	ESY1_g10539_DN3_SP7_c0.t1
OG0012715	Cg002G049710	ESY1_g11841_DN3_SP0_c0.t1
OG0012716	Cg002G049700	ESY1_g11840_DN3_SP0_c0.t1
OG0012717	Cg002G049680	ESY1_g11836_DN2_SP0_c0.t1
OG0012718	Cg002G049490	ESY1_g11788_DN1_SP0_c0.t1
OG0012719	Cg002G049480	ESY4_g22074_DN3_SP0_c0.t1, ESY1_g11787_DN3_SP2_c6.t1
OG0012720	Cg001G033170	ESY17_g38950_DN3_SP0_c0.t1
OG0012721	Cg002G049140	ESY1_g11744_DN3_SP0_c0.t1
OG0012722	Cg005G181180	ESY1_g11735_DN3_SP0_c0.t1
OG0012723	Cg002G049080	ESY1_g11725_DN3_SP0_c0.t1
OG0012724	Cg002G048980	ESY1_g11711_DN3_SP4_c0.t1
OG0012725	Cg002G048390	ESY1_g11551_DN3_SP0_c0.t1
OG0012726	Cg002G047760	ESY1_g11414_DN3_SP0_c0.t1
OG0012727	Cg002G047750	ESY1_g11413_DN3_SP3_c0.t1
OG0012728	Cg005G163230	ESY12_g51582_DN3_SP7_c0.t1
OG0012729	Cg002G047410	ESY1_g11300_DN3_SP5_c0.t1
OG0012730	Cg002G047390	ESY1_g11298_DN3_SP0_c0.t1
OG0012731	Cg002G046870	ESY1_g11872_DN2_SP0_c0.t1
OG0012732	Cg002G046790	ESY1_g11890_DN2_SP0_c0.t1
OG0012733	Cg002G046120	ESY1_g12092_DN1_SP0_c0.t1
OG0012735	Cg002G045780	ESY1_g12178_DN3_SP0_c0.t1
OG0012736	Cg002G044570	ESY1_g12413_DN2_SP0_c7.t1
OG0012737	Cg002G044300	ESY1_g12444_DN3_SP0_c0.t1
OG0012738	Cg002G044120	ESY1_g12478_DN3_SP8_c0.t1
OG0012739	Cg002G043900	ESY1_g12509_DN3_SP6_c0.t1
OG0012740	Cg002G043540	ESY1_g12557_DN3_SP0_c0.t1
OG0012741	Cg002G043470	ESY1_g12563_DN3_SP7_c0.t1
OG0012743	Cg005G186760	ESY8_g59269_DN3_SP5_c0.t1
OG0012744	Cg006G199910	ESY2_g37615_DN3_SP0_c0.t1, ESY2_g37617_DN3_SP0_c0.t1
OG0012746	Cg002G052280	ESY1_g10976_DN3_SP0_c0.t1
OG0012751	Cg006G243590	ESY5_g5313_DN1_SP0_c0.t1
OG0012752	Cg008G322890	ESY7_g16834_DN3_SP0_c0.t1
OG0012753	Cg005G187170, Cg005G187200, Cg005G187090	ESY8_g59283_DN3_SP0_c0.t1
OG0012755	Cg005G164640	ESY12_g51118_DN3_SP0_c0.t1
OG0012756	Cg007G279430	ESY2_g36149_DN3_SP0_c0.t1, ESY2_g36151_DN3_SP3_c0.t1
OG0012757	Cg007G278030	ESY2_g34598_DN3_SP0_c0.t1, ESY2_g34624_DN3_SP0_c0.t1
OG0012758	Cg007G275360	ESY2_g35952_DN3_SP4_c0.t1
OG0012759	Cg001G011880	ESY4_g24130_DN3_SP0_c14.t1
OG0012760	Cg001G011830	ESY16_g61992_DN3_SP0_c0.t1, ESY4_g24135_DN3_SP0_c0.t1
OG0012764	Cg001G002490	ESY4_g26572_DN3_SP0_c82.t1
OG0012766	Cg006G239800	ESY5_g4676_DN2_SP0_c0.t1, ESY5_g4678_DN3_SP0_c0.t1
OG0012768	Cg006G224000	ESY5_g2370_DN3_SP1_c0.t1
OG0012771	Cg003G076900, Cg014G332700	ESY20_g13023_DN3_SP0_c0.t1
OG0012774	Cg004G154820	ESY11_g54338_DN2_SP0_c0.t1
OG0012776	Cg004G136050	ESY3_g29439_DN2_SP0_c0.t1
OG0012777	Cg004G131750	ESY3_g30563_DN3_SP6_c0.t1
OG0012778	Cg004G128540	ESY3_g30118_DN3_SP0_c0.t1
OG0012779	Cg004G126640	ESY3_g31174_DN2_SP0_c0.t1, ESY3_g31175_DN2_SP0_c0.t1
OG0012780	Cg008G287320	ESY7_g18750_DN3_SP0_c0.t1
OG0012781	Cg001G033560	ESY20_g12794_DN3_SP0_c0.t1
OG0012782	Cg005G193290	ESY8_g59831_DN3_SP0_c0.t1, ESY8_g59829_DN3_SP0_c0.t1
OG0012783	Cg002G057450	ESY1_g9662_DN2_SP0_c0.t1
OG0012784	Cg001G023790	ESY9_g42421_DN3_SP0_c0.t1
OG0012785	Cg006G202740	ESY9_g42853_DN3_SP2_c0.t1, ESY4_g25233_DN3_SP0_c0.t1
OG0012786	Cg007G261240	ESY8_g58950_DN3_SP0_c0.t1, ESY6_g46480_DN3_SP0_c0.t1, ESY5_g4431_DN3_SP0_c2.t1
OG0012787	Cg005G179600	ESY3_g30762_DN3_SP0_c4.t1
OG0012788	Cg008G288550	ESY7_g18588_DN3_SP0_c0.t1
OG0012789	Cg008G293920	ESY7_g17700_DN3_SP0_c12.t1
OG0012790	Cg008G294050	ESY7_g17681_DN3_SP0_c0.t1
OG0012791	Cg008G295540	ESY7_g17472_DN2_SP0_c0.t1
OG0012792	Cg003G091230	ESY7_g17318_DN3_SP0_c0.t1
OG0012794	Cg002G072900	ESY10_g14019_DN2_SP0_c0.t1
OG0012795	Cg003G104350	ESY6_g48327_DN3_SP0_c0.t1
OG0012796	Cg003G105380	ESY6_g48515_DN3_SP0_c0.t1
OG0012798	Cg004G127110	ESY3_g31245_DN1_SP0_c0.t1
OG0012800	Cg008G300750	ESY6_g49230_DN3_SP0_c0.t1
OG0012802	Cg006G210930	ESY4_g25565_DN1_SP0_c0.t1
OG0012804	Cg006G222580	ESY5_g2095_DN3_SP0_c0.t1, ESY7_g17509_DN2_SP0_c0.t1
OG0012810	Cg005G192610, Cg005G192480	ESY8_g59717_DN3_SP5_c0.t1
OG0012813	Cg008G285410, Cg008G285400, Cg008G285390	ESY6_g49487_DN1_SP0_c0.t1
OG0012814	Cg008G292440	ESY7_g18285_DN2_SP0_c0.t1
OG0012816	Cg008G298110	ESY7_g17118_DN2_SP0_c0.t1
OG0012818	Cg008G302660	ESY6_g48975_DN2_SP0_c0.t1, ESY6_g48936_DN3_SP0_c0.t1
OG0012819	Cg001G014260	ESY16_g62561_DN3_SP0_c0.t1
OG0012823	Cg008G310020, Cg008G311800	ESY15_g64531_DN3_SP3_c0.t1
OG0012827	Cg003G076730, Cg014G332840	ESY20_g13003_DN3_SP0_c0.t1
OG0012828	Cg007G280320	ESY2_g36662_DN3_SP1_c0.t1
OG0012836	Cg001G012550	ESY4_g23902_DN3_SP0_c0.t1
OG0012837	Cg001G012370	ESY7_g19030_DN3_SP0_c0.t1, ESY13_g56401_DN2_SP0_c0.t1
OG0012838	Cg001G012250	ESY4_g23953_DN2_SP0_c0.t1
OG0012839	Cg001G011940	ESY4_g24119_DN3_SP0_c0.t1
OG0012840	Cg001G011740	ESY4_g24189_DN3_SP0_c0.t1
OG0012841	Cg001G011400	ESY4_g24240_DN3_SP0_c0.t1
OG0012842	Cg001G011100	ESY34_g45729_DN3_SP0_c0.t1
OG0012843	Cg001G011010	ESY34_g45716_DN3_SP0_c0.t1
OG0012844	Cg005G164970	ESY12_g51035_DN3_SP3_c0.t1
OG0012845	Cg001G010670	ESY4_g24437_DN3_SP2_c0.t1
OG0012846	Cg001G010120	ESY4_g24605_DN3_SP8_c0.t1
OG0012847	Cg001G009960	ESY4_g24643_DN3_SP8_c0.t1
OG0012848	Cg001G009870	ESY4_g24681_DN3_SP3_c0.t1
OG0012849	Cg001G009670	ESY4_g24734_DN3_SP6_c0.t1
OG0012850	Cg001G009640	ESY4_g24750_DN3_SP1_c0.t1
OG0012851	Cg001G009500	ESY4_g24784_DN3_SP0_c0.t1
OG0012852	Cg001G009420	ESY4_g24813_DN3_SP1_c0.t1, ESY1_g11566_DN2_SP4_c0.t1
OG0012853	Cg001G009270	ESY4_g24856_DN3_SP0_c0.t1
OG0012854	Cg001G009090	ESY4_g24895_DN3_SP0_c0.t1
OG0012855	Cg001G008570	ESY4_g25038_DN3_SP0_c0.t1
OG0012856	Cg001G008430	ESY4_g25061_DN3_SP0_c0.t1
OG0012857	Cg001G008220	ESY4_g25293_DN1_SP0_c0.t1
OG0012858	Cg001G008180	ESY4_g25270_DN3_SP1_c0.t1
OG0012859	Cg001G008050, Cg001G008040	ESY4_g25225_DN2_SP0_c18.t1
OG0012860	Cg001G007920	ESY4_g25212_DN3_SP0_c0.t1
OG0012861	Cg001G007800	ESY4_g25194_DN3_SP4_c0.t1
OG0012862	Cg001G007720	ESY4_g25177_DN3_SP8_c0.t1
OG0012863	Cg001G007340	ESY4_g25102_DN3_SP0_c0.t1
OG0012864	Cg001G007400	ESY4_g25117_DN3_SP6_c0.t1
OG0012865	Cg001G007570	ESY4_g25159_DN3_SP6_c0.t1
OG0012866	Cg001G007660	ESY4_g25171_DN3_SP2_c11.t1
OG0012867	Cg001G007230	ESY4_g25987_DN3_SP8_c0.t1
OG0012868	Cg001G006860	ESY4_g25866_DN3_SP0_c0.t1
OG0012869	Cg001G006890	ESY4_g25872_DN3_SP8_c0.t1
OG0012870	Cg001G006920	ESY4_g25878_DN3_SP2_c0.t1
OG0012871	Cg001G006840	ESY4_g25865_DN3_SP0_c0.t1
OG0012872	Cg001G006780	ESY4_g25856_DN2_SP0_c0.t1
OG0012873	Cg001G006700	ESY4_g25834_DN3_SP4_c0.t1
OG0012875	Cg001G006390	ESY4_g25697_DN3_SP5_c0.t1, ESY4_g25774_DN3_SP0_c0.t1
OG0012876	Cg001G005990	ESY4_g25709_DN3_SP6_c0.t1
OG0012877	Cg001G006280	ESY4_g25686_DN3_SP0_c0.t1
OG0012878	Cg001G005950	ESY4_g25672_DN3_SP7_c0.t1
OG0012880	Cg001G005420	ESY4_g25547_DN3_SP2_c0.t1
OG0012881	Cg001G005170	ESY4_g25477_DN3_SP0_c0.t1
OG0012882	Cg001G003960	ESY4_g26143_DN3_SP0_c0.t1
OG0012883	Cg001G005070	ESY4_g25463_DN3_SP0_c0.t1
OG0012884	Cg004G144730	ESY6_g48092_DN2_SP0_c19.t1
OG0012885	Cg006G215270	ESY16_g62018_DN3_SP1_c0.t1
OG0012886	Cg006G215250	ESY16_g62012_DN3_SP1_c0.t1
OG0012887	Cg006G214970	ESY16_g61953_DN3_SP7_c0.t1
OG0012888	Cg006G214770	ESY16_g61920_DN1_SP0_c0.t1
OG0012889	Cg006G213680	ESY16_g61712_DN3_SP4_c0.t1
OG0012890	Cg006G213580	ESY16_g61701_DN3_SP1_c0.t1
OG0012891	Cg006G213310	ESY16_g61655_DN3_SP0_c0.t1
OG0012892	Cg001G024390	ESY16_g61525_DN3_SP8_c8.t1
OG0012893	Cg001G024580	ESY16_g61494_DN3_SP4_c0.t1
OG0012894	Cg001G024610	ESY10_g14948_DN3_SP4_c0.t1
OG0012895	Cg001G024620	ESY16_g61491_DN3_SP0_c0.t1
OG0012896	Cg001G024710	ESY16_g61480_DN3_SP7_c0.t1
OG0012897	Cg001G024790	ESY16_g61471_DN3_SP1_c0.t1
OG0012898	Cg001G024870	ESY16_g61457_DN2_SP8_c0.t1
OG0012899	Cg007G257490	ESY2_g34288_DN3_SP7_c0.t1
OG0012900	Cg007G257250	ESY2_g34277_DN3_SP0_c32.t1
OG0012901	Cg007G256860	ESY2_g34273_DN3_SP8_c0.t1
OG0012902	Cg007G255850	ESY2_g34247_DN3_SP0_c0.t1
OG0012903	Cg007G255490	ESY2_g34241_DN3_SP0_c0.t1
OG0012904	Cg007G255170	ESY2_g34238_DN3_SP2_c0.t1
OG0012906	Cg007G254430	ESY2_g34215_DN3_SP2_c0.t1
OG0012907	Cg007G254300, Cg007G254310	ESY2_g34209_DN3_SP8_c0.t1
OG0012908	Cg007G254200	ESY2_g34205_DN3_SP0_c0.t1
OG0012909	Cg007G252970	ESY2_g34146_DN3_SP8_c0.t1
OG0012910	Cg004G147950	ESY2_g34144_DN3_SP8_c0.t1
OG0012911	Cg007G252110	ESY2_g34105_DN3_SP7_c0.t1
OG0012912	Cg007G252000	ESY2_g34096_DN2_SP5_c0.t1
OG0012913	Cg007G251760	ESY2_g34083_DN3_SP0_c21.t1
OG0012914	Cg007G251600	ESY2_g34076_DN3_SP8_c5.t1
OG0012915	Cg007G251310	ESY2_g34053_DN3_SP8_c0.t1
OG0012916	Cg007G251400	ESY2_g34059_DN3_SP4_c0.t1
OG0012917	Cg007G251200	ESY2_g34044_DN3_SP0_c0.t1
OG0012918	Cg007G251140	ESY2_g34041_DN3_SP8_c0.t1
OG0012919	Cg007G250520	ESY2_g33979_DN3_SP8_c3.t1
OG0012920	Cg007G250400	ESY2_g33973_DN3_SP8_c0.t1
OG0012921	Cg007G250360	ESY2_g33969_DN3_SP2_c0.t1
OG0012922	Cg007G249810	ESY2_g33940_DN3_SP0_c0.t1
OG0012923	Cg007G250310	ESY2_g33958_DN3_SP0_c12.t1
OG0012924	Cg007G249950	ESY2_g33929_DN3_SP0_c0.t1
OG0012925	Cg007G249690	ESY2_g33895_DN3_SP0_c0.t1
OG0012927	Cg007G249670	ESY2_g33894_DN2_SP7_c0.t1
OG0012928	Cg006G234850	ESY5_g3598_DN2_SP0_c0.t1
OG0012929	Cg007G249340	ESY2_g33877_DN3_SP0_c0.t1
OG0012930	Cg007G249300	ESY2_g33870_DN3_SP0_c0.t1
OG0012932	Cg002G075720	ESY10_g14659_DN3_SP8_c0.t1
OG0012933	Cg002G075680	ESY10_g14655_DN3_SP0_c0.t1
OG0012934	Cg002G075660	ESY10_g14653_DN3_SP0_c0.t1
OG0012935	Cg002G075560	ESY10_g14643_DN3_SP8_c0.t1
OG0012936	Cg002G075260	ESY10_g14600_DN3_SP2_c0.t1
OG0012937	Cg002G075200	ESY10_g14593_DN3_SP8_c0.t1
OG0012938	Cg002G075180	ESY10_g14591_DN3_SP2_c0.t1
OG0012939	Cg002G075080	ESY10_g14561_DN3_SP8_c0.t1
OG0012940	Cg002G074930	ESY10_g14526_DN3_SP7_c0.t1
OG0012941	Cg002G074850	ESY10_g14507_DN3_SP0_c0.t1
OG0012942	Cg002G074520	ESY10_g14387_DN3_SP8_c0.t1
OG0012943	Cg002G074440	ESY10_g14371_DN3_SP8_c0.t1
OG0012944	Cg002G074180	ESY10_g14320_DN3_SP0_c0.t1
OG0012945	Cg002G074130	ESY10_g14310_DN1_SP0_c0.t1
OG0012946	Cg006G232000	ESY5_g2731_DN3_SP8_c0.t1
OG0012947	Cg002G073870	ESY10_g14251_DN3_SP0_c0.t1
OG0012948	Cg002G073560	ESY10_g14171_DN3_SP8_c0.t1
OG0012949	Cg002G073350	ESY10_g14117_DN2_SP0_c0.t1
OG0012950	Cg002G073210	ESY10_g14076_DN3_SP8_c16.t1
OG0012951	Cg002G072830	ESY10_g14010_DN3_SP8_c0.t1
OG0012953	Cg002G072590	ESY10_g13971_DN3_SP1_c0.t1
OG0012955	Cg002G072250	ESY10_g13940_DN3_SP3_c0.t1
OG0012957	Cg002G072060	ESY10_g13896_DN3_SP0_c0.t1, ESY7_g16168_DN1_SP0_c0.t1
OG0012958	Cg002G071940	ESY10_g13859_DN3_SP0_c0.t1
OG0012959	Cg002G071910	ESY10_g13861_DN3_SP8_c0.t1
OG0012960	Cg002G071530	ESY10_g13809_DN3_SP0_c0.t1
OG0012961	Cg002G071490	ESY10_g13795_DN3_SP0_c0.t1
OG0012962	Cg002G071360	ESY10_g13768_DN3_SP4_c0.t1
OG0012963	Cg002G071350	ESY10_g13767_DN3_SP0_c0.t1
OG0012964	Cg002G071320	ESY10_g13761_DN3_SP8_c0.t1
OG0012965	Cg002G071090	ESY10_g13717_DN3_SP0_c0.t1
OG0012966	Cg001G041400	ESY8_g60242_DN3_SP0_c0.t1
OG0012967	Cg002G070910	ESY21_g55863_DN2_SP8_c0.t1
OG0012968	Cg002G070590	ESY21_g55754_DN3_SP0_c0.t1
OG0012970	Cg002G068510	ESY21_g55683_DN3_SP8_c0.t1
OG0012971	Cg002G068950	ESY21_g55450_DN3_SP1_c0.t1
OG0012972	Cg002G069370	ESY21_g55399_DN3_SP0_c0.t1
OG0012973	Cg002G069380	ESY21_g55319_DN3_SP0_c0.t1
OG0012974	Cg002G069420	ESY21_g55309_DN3_SP6_c0.t1
OG0012975	Cg002G051330	ESY21_g55190_DN3_SP0_c0.t1
OG0012976	Cg008G313540	ESY2_g34564_DN2_SP6_c0.t1
OG0012977	Cg002G068100	ESY2_g34569_DN3_SP0_c0.t1
OG0012980	Cg001G038230, Cg001G038270	ESY8_g61033_DN3_SP5_c0.t1
OG0012981	Cg007G267050	ESY2_g35180_DN3_SP0_c0.t1
OG0012982	Cg007G267040	ESY2_g35181_DN3_SP0_c0.t1
OG0012983	Cg007G266920	ESY2_g35193_DN3_SP8_c0.t1
OG0012984	Cg007G266880	ESY2_g35194_DN3_SP0_c0.t1
OG0012985	Cg007G266600	ESY2_g35203_DN3_SP0_c0.t1
OG0012986	Cg007G266310	ESY2_g35220_DN3_SP7_c0.t1
OG0012987	Cg007G265460	ESY19_g41749_DN3_SP0_c0.t1, ESY2_g35255_DN3_SP5_c0.t1
OG0012988	Cg007G265260	ESY2_g35263_DN3_SP0_c0.t1
OG0012989	Cg007G265240	ESY2_g35266_DN3_SP8_c0.t1
OG0012991	Cg007G262770	ESY2_g35341_DN3_SP0_c0.t1
OG0012992	Cg007G262600, Cg007G263530	ESY2_g34382_DN3_SP0_c0.t1
OG0012993	Cg007G263540, Cg007G262590	ESY2_g34381_DN3_SP8_c0.t1
OG0012994	Cg007G263840, Cg007G262320	ESY2_g34372_DN2_SP3_c0.t1
OG0012995	Cg007G258340	ESY2_g34298_DN3_SP8_c0.t1
OG0012996	Cg007G258280	ESY2_g34295_DN2_SP0_c0.t1
OG0012997	Cg007G258960	ESY8_g60313_DN3_SP0_c0.t1, ESY2_g34305_DN3_SP2_c0.t1
OG0012998	Cg007G245540	ESY2_g33247_DN3_SP7_c0.t1
OG0012999	Cg007G245720	ESY2_g33266_DN3_SP0_c0.t1, ESY5_g2763_DN3_SP0_c0.t1
OG0013000	Cg007G246000	ESY2_g33304_DN3_SP0_c0.t1
OG0013002	Cg007G246080	ESY2_g33323_DN3_SP0_c0.t1
OG0013003	Cg007G246090	ESY2_g33325_DN3_SP8_c0.t1
OG0013004	Cg007G246170	ESY2_g33336_DN3_SP8_c0.t1
OG0013005	Cg007G246190	ESY2_g33347_DN3_SP0_c0.t1, ESY3_g28625_DN3_SP0_c0.t1
OG0013006	Cg007G246230	ESY2_g33353_DN3_SP8_c0.t1
