Orthogroup	Cardamine_glauca	Arabidopsis_lyrata_Rawat
OG0012664	Cg006G199010	AL1G58460
OG0012665	Cg006G199100	AL1G58340
OG0012666	Cg006G199110	AL1G58330
OG0012667	Cg006G199340	AL1G58090
OG0012668	Cg006G199710	AL1G57520
OG0012669	Cg006G199760	AL1G58430, AL1G57420
OG0012670	Cg006G199820	AL1G57280
OG0012671	Cg006G200200	AL1G56590
OG0012672	Cg006G198670	AL1G58890
OG0012673	Cg006G200880	AL1G55570
OG0012674	Cg006G200710	AL1G55780
OG0012675	Cg006G200800	AL1G55670
OG0012676	Cg006G201360	AL1G55180
OG0012677	Cg006G201460	AL1G55050
OG0012678	Cg006G201590	AL1G54900
OG0012679	Cg006G201600	AL1G54880
OG0012680	Cg001G025040	AL7G38880
OG0012681	Cg001G025080	AL7G38950
OG0012682	Cg001G025260	AL7G39130
OG0012683	Cg001G025440	AL7G39380
OG0012684	Cg001G025470	AL7G39430
OG0012685	Cg001G025500	AL7G39470
OG0012686	Cg005G171730	AL4G30910
OG0012687	Cg005G172080	AL4G30510
OG0012689	Cg002G054880	AL5G32470
OG0012690	Cg002G054850	AL5G32490
OG0012691	Cg002G054680	AL5G32690
OG0012692	Cg002G054470	AL5G32940
OG0012693	Cg002G054410	AL5G33050
OG0012694	Cg002G054320	AL5G33190
OG0012695	Cg002G054190	AL5G33350
OG0012696	Cg002G053900	AL5G33600
OG0012697	Cg002G053650	AL5G33820
OG0012698	Cg002G053240	AL5G34260
OG0012699	Cg002G053080	AL5G34390
OG0012700	Cg008G304480	AL6G36470
OG0012701	Cg002G052650	AL5G34890
OG0012702	Cg002G052550	AL5G35010
OG0012703	Cg002G055150	AL5G32160
OG0012704	Cg002G052290	AL5G35300
OG0012705	Cg002G052100	AL5G35530
OG0012706	Cg002G051670	AL5G35980
OG0012707	Cg002G051570	AL5G36080
OG0012708	Cg002G050860, Cg002G051070	AL5G36550
OG0012709	Cg002G050910	AL5G36690
OG0012710	Cg002G050840	AL5G36770
OG0012711	Cg002G050740	AL5G36890
OG0012712	Cg002G050650	AL5G36990
OG0012713	Cg002G049990	AL5G37640
OG0012714	Cg002G049970	AL5G37660
OG0012715	Cg002G049710	AL5G37940
OG0012716	Cg002G049700	AL5G37950
OG0012717	Cg002G049680	AL5G37970
OG0012718	Cg002G049490	AL5G38210
OG0012719	Cg002G049480	AL5G38220
OG0012721	Cg002G049140	AL5G38600
OG0012722	Cg005G181180	AL5G38660
OG0012723	Cg002G049080	AL5G38680
OG0012724	Cg002G048980	AL5G38840
OG0012725	Cg002G048390	AL5G39570
OG0012726	Cg002G047760	AL5G40350
OG0012727	Cg002G047750	AL5G40360
OG0012728	Cg005G163230	AL4G41270
OG0012729	Cg002G047410	AL5G40920
OG0012730	Cg002G047390	AL5G40940
OG0012731	Cg002G046870	AL5G41750
OG0012732	Cg002G046790	AL5G41820
OG0012733	Cg002G046120	AL5G42750
OG0012734	Cg002G046110	AL5G42760
OG0012735	Cg002G045780	AL5G43160
OG0012736	Cg002G044570	AL5G44750
OG0012737	Cg002G044300	AL5G45080, AL2G23460
OG0012738	Cg002G044120	AL5G45330
OG0012739	Cg002G043900	AL5G45590
OG0012740	Cg002G043540	AL5G46020
OG0012741	Cg002G043470	AL5G46090
OG0012743	Cg005G186760	AL4G17700
OG0012744	Cg006G199910	AL1G57160
OG0012746	Cg002G052280	AL5G35310
OG0012750	Cg002G046170	AL5G42700
OG0012751	Cg006G243590	AL1G12190
OG0012752	Cg008G322890	AL8G12920
OG0012753	Cg005G187170, Cg005G187200, Cg005G187090	AL4G17440
OG0012754	Cg006G221000	AL1G39000, AL1G38990
OG0012755	Cg005G164640	AL4G39320
OG0012756	Cg007G279430	AL2G39170
OG0012757	Cg007G278030	AL2G37590
OG0012758	Cg007G275360	AL2G34770
OG0012759	Cg001G011880	AL7G23920, AL7G23910
OG0012760	Cg001G011830	AL7G23840
OG0012761	Cg004G146300	AL6G15530
OG0012761	Cg008G283370	AL6G14760
OG0012762	Cg008G286340	nbis-gene-1469
OG0012764	Cg001G002490	AL7G12970
OG0012765	Cg006G242100, Cg006G242090	AL1G13980
OG0012766	Cg006G239800	AL1G16430
OG0012767	Cg006G237870	AL1G18590
OG0012768	Cg006G224000	AL1G35420
OG0012771	Cg003G076900, Cg014G332700	nbis-gene-1671
OG0012774	Cg004G154820	AL3G52030
OG0012776	Cg004G136050	AL3G32780
OG0012777	Cg004G131750	AL230U10020
OG0012778	Cg004G128540	AL3G24500
OG0012779	Cg004G126640	AL3G22400
OG0012780	Cg008G287320	AL6G16570
OG0012781	Cg001G033560	AL7G44500
OG0012782	Cg005G193290	AL4G10740
OG0012784	Cg001G023790	AL7G37500
OG0012785	Cg006G202740	AL1G53750
OG0012786	Cg007G261240	AL4G21870
OG0012787	Cg005G179600	AL4G22360
OG0012788	Cg008G288550	AL6G18090
OG0012790	Cg008G294050	AL6G24570
OG0012791	Cg008G295540	AL6G26130
OG0012792	Cg003G091230	AL6G27220
OG0012793	Cg008G297480	AL6G28250
OG0012794	Cg002G072900	AL5G14490
OG0012795	Cg003G104350	AL8G32730
OG0012796	Cg003G105380	AL8G33870
OG0012798	Cg004G127110	nbis-gene-692
OG0012800	Cg008G300750	AL6G31810
OG0012801	Cg003G108990	AL8G37920
OG0012802	Cg006G210930	AL1G60730
OG0012804	Cg006G222580	AL1G37050, AL1G31860
OG0012805	Cg006G219190	AL1G40830
OG0012806	Cg001G033210	AL1G53100
OG0012807	Cg006G205030, Cg006G204990, Cg006G205010	AL1G52190, AL2G26140
OG0012808	Cg007G273270	AL2G32490, AL2G32480
OG0012810	Cg005G192610, Cg005G192480	AL4G11710
OG0012811	Cg021G335490, Cg019G335140, Cg019G334990, Cg021G335530, Cg021G335650	AL3G44370
OG0012814	Cg008G292440	AL6G22780
OG0012816	Cg008G298110	AL6G28900
OG0012817	Cg008G299080	AL6G29990
OG0012818	Cg008G302660	AL6G34050
OG0012819	Cg001G014260	AL7G26510
OG0012820	Cg001G023570	AL7G37280
OG0012822	Cg008G312010	AL8G21350, AL8G21340
OG0012823	Cg008G310020, Cg008G311800	AL8G21540
OG0012824	Cg008G310520, Cg008G308870	AL8G22700
OG0012827	Cg003G076730, Cg014G332840	AL6G52050
OG0012828	Cg007G280320	AL2G40360
OG0012836	Cg001G012550	AL7G24490
OG0012837	Cg001G012370	AL7G24370
OG0012838	Cg001G012250	AL7G24260
OG0012839	Cg001G011940	AL7G23970
OG0012840	Cg001G011740	AL7G23740
OG0012841	Cg001G011400	AL7G23320
OG0012842	Cg001G011100	AL7G22970
OG0012843	Cg001G011010	AL7G22870
OG0012844	Cg005G164970	AL4G39010
OG0012845	Cg001G010670	AL7G22370
OG0012846	Cg001G010120	AL7G21790
OG0012847	Cg001G009960	AL7G21630
OG0012848	Cg001G009870	AL7G21530
OG0012849	Cg001G009670	AL7G21280
OG0012850	Cg001G009640	AL7G21250
OG0012851	Cg001G009500	AL7G21080
OG0012852	Cg001G009420	AL7G20980
OG0012853	Cg001G009270	AL7G20800
OG0012854	Cg001G009090	AL7G20610
OG0012855	Cg001G008570	AL7G19960
OG0012856	Cg001G008430	AL7G19840
OG0012857	Cg001G008220	AL7G19560
OG0012858	Cg001G008180	AL7G19520
OG0012859	Cg001G008050	AL7G19410
OG0012860	Cg001G007920	AL7G23210
OG0012861	Cg001G007800	AL7G19180
OG0012862	Cg001G007720	AL7G19090
OG0012863	Cg001G007340	AL7G18730
OG0012864	Cg001G007400	AL7G18800
OG0012865	Cg001G007570	AL7G18970
OG0012866	Cg001G007660	AL7G19030
OG0012867	Cg001G007230	AL7G18490
OG0012868	Cg001G006860	AL7G18050
OG0012869	Cg001G006890	AL7G18080
OG0012870	Cg001G006920	AL7G18110
OG0012871	Cg001G006840	AL7G18040
OG0012872	Cg001G006780	AL7G17960
OG0012873	Cg001G006700	nbis-gene-1721
OG0012875	Cg001G006390	AL7G17500
OG0012876	Cg001G005990	AL7G17000
OG0012877	Cg001G006280	AL7G17370
OG0012878	Cg001G005950	AL7G16960
OG0012879	Cg001G005430	AL7G16390
OG0012880	Cg001G005420	AL7G16380
OG0012881	Cg001G005170	AL7G16140
OG0012882	Cg001G003960	AL7G14950
OG0012883	Cg001G005070	AL7G16070
OG0012884	Cg004G144730	AL3G42460
OG0012885	Cg006G215270	AL1G45430
OG0012886	Cg006G215250	AL1G45450
OG0012887	Cg006G214970	AL1G49720
OG0012888	Cg006G214770	AL1G49620
OG0012889	Cg006G213680	AL1G46570
OG0012890	Cg006G213580	AL1G46600
OG0012891	Cg006G213310	AL1G46840
OG0012892	Cg001G024390	AL7G37960
OG0012893	Cg001G024580	AL7G38170
OG0012894	Cg001G024610	AL7G38260, AL7G38210
OG0012895	Cg001G024620	AL7G38270
OG0012896	Cg001G024710	AL7G38470
OG0012897	Cg001G024790	AL7G38570
OG0012898	Cg001G024870	AL7G38670
OG0012899	Cg007G257490	AL1G64900
OG0012900	Cg007G257250	AL1G65000
OG0012901	Cg007G256860	AL1G65040
OG0012902	Cg007G255850	AL1G65300
OG0012903	Cg007G255490	AL1G65430
OG0012904	Cg007G255170	AL1G65580
OG0012905	Cg007G255110	AL1G65600
OG0012906	Cg007G254430	AL1G65930
OG0012907	Cg007G254300, Cg007G254310	AL1G65980
OG0012908	Cg007G254200	AL1G66120
OG0012909	Cg007G252970	AL1G67520
OG0012910	Cg004G147950	AL3G45510
OG0012911	Cg007G252110	AL2G18210
OG0012912	Cg007G252000	AL2G17880
OG0012913	Cg007G251760	AL2G17740
OG0012914	Cg007G251600	AL2G17550
OG0012915	Cg007G251310	AL2G17110
OG0012916	Cg007G251400	AL2G17200
OG0012917	Cg007G251200	AL2G16930
OG0012919	Cg007G250520	AL2G16200
OG0012920	Cg007G250400	AL2G16040
OG0012921	Cg007G250360	AL2G16000
OG0012922	Cg007G249810	AL2G15760
OG0012923	Cg007G250310	AL2G15950
OG0012924	Cg007G249950	AL2G15610
OG0012925	Cg007G249690	AL2G15290
OG0012926	Cg007G249680	AL2G15280
OG0012927	Cg007G249670	AL2G15270
OG0012928	Cg006G234850	AL1G22100
OG0012929	Cg007G249340	AL2G15140
OG0012930	Cg007G249300	AL2G15070
OG0012931	Cg007G248660	AL2G14200
OG0012932	Cg002G075720	AL5G10090
OG0012933	Cg002G075680	AL5G10140
OG0012934	Cg002G075660	AL5G10160
OG0012935	Cg002G075560	AL5G10280
OG0012936	Cg002G075260	AL5G10680
OG0012937	Cg002G075200	AL5G10730
OG0012938	Cg002G075180	AL5G10750
OG0012939	Cg002G075080	AL5G10870
OG0012940	Cg002G074930	AL5G11030
OG0012941	Cg002G074850	AL5G11170
OG0012942	Cg002G074520	AL5G11640
OG0012943	Cg002G074440	AL5G11840
OG0012944	Cg002G074180	AL5G12590
OG0012945	Cg002G074130	nbis-gene-1201, AL5G12630
OG0012946	Cg006G232000	AL1G25820
OG0012947	Cg002G073870	AL5G13000
OG0012948	Cg002G073560	AL5G13450
OG0012949	Cg002G073350	AL5G13700
OG0012950	Cg002G073210	AL5G14030
OG0012951	Cg002G072830	AL5G14550
OG0012952	Cg002G072740	AL5G14630
OG0012953	Cg002G072590	AL5G14830
OG0012954	Cg002G072550	nbis-gene-1209
OG0012955	Cg002G072250	AL5G15150
OG0012956	Cg002G072130	AL5G15320
OG0012957	Cg002G072060	AL5G15390
OG0012958	Cg002G071940	AL5G15580
OG0012959	Cg002G071910	AL5G15600
OG0012960	Cg002G071530	AL5G15990
OG0012961	Cg002G071490	AL5G16030
OG0012962	Cg002G071360	AL5G16250
OG0012963	Cg002G071350	AL5G16260
OG0012964	Cg002G071320	AL5G16290
OG0012965	Cg002G071090	AL5G16540
OG0012966	Cg001G041400	AL7G49050
OG0012967	Cg002G070910	AL5G16880
OG0012968	Cg002G070590	AL5G17210
OG0012970	Cg002G068510	AL5G17420
OG0012971	Cg002G068950	AL5G17700
OG0012972	Cg002G069370	AL5G18270
OG0012973	Cg002G069380	AL5G18300
OG0012974	Cg002G069420	AL5G18340
OG0012975	Cg002G051330	AL5G36280
OG0012976	Cg008G313540	AL5G19030
OG0012977	Cg002G068100	AL5G19100
OG0012978	Cg002G065620	AL5G20090
OG0012980	Cg001G038230	AL7G52030
OG0012981	Cg007G267050	AL2G25690
OG0012982	Cg007G267040	AL2G25680
OG0012983	Cg007G266920	AL2G25410
OG0012984	Cg007G266880	AL2G25390
OG0012985	Cg007G266600	AL2G25140
OG0012986	Cg007G266310	AL2G24910
OG0012987	Cg007G265460	AL2G23990
OG0012988	Cg007G265260	AL2G23800
OG0012989	Cg007G265240	AL2G23780
OG0012991	Cg007G262770	AL2G22160
OG0012992	Cg007G262600, Cg007G263530	AL2G22040
OG0012993	Cg007G263540, Cg007G262590	AL2G21140
OG0012994	Cg007G263840, Cg007G262320	AL2G20230
OG0012995	Cg007G258340	AL1G64630
OG0012996	Cg007G258280	AL1G64700
OG0012997	Cg007G258960	AL1G64680
OG0012998	Cg007G245540	AL2G10090, AL1G56690
OG0012999	Cg007G245720	AL2G10210
OG0013000	Cg007G246000	AL2G10620
OG0013001	Cg007G246010	AL2G10630, nbis-gene-740, AL7G13070
OG0013002	Cg007G246080	AL2G10790
OG0013003	Cg007G246090	AL2G10800
OG0013004	Cg007G246170	AL2G10940
OG0013005	Cg007G246190	AL2G10980
OG0013006	Cg007G246230	AL2G11000
OG0013007	Cg007G246240	AL2G11010
OG0013008	Cg007G246250	AL2G11020
OG0013009	Cg007G246300	AL2G11120
OG0013010	Cg007G246490	AL2G11360
OG0013011	Cg007G246590	AL2G11540
OG0013012	Cg007G246810	AL2G11700
OG0013013	Cg007G246900	AL2G11800
OG0013014	Cg007G246950	AL2G11850
OG0013015	Cg006G233160	AL1G24230, AL1G24400
OG0013016	Cg007G247250	nbis-gene-379
OG0013017	Cg007G247390	AL2G12660
OG0013018	Cg007G247650	AL2G13030
OG0013019	Cg007G247680	AL2G13060
OG0013020	Cg007G247920	AL2G13440
OG0013021	Cg006G233840	AL2G13500
OG0013022	Cg007G248040	AL2G13540
OG0013023	Cg007G248050	AL2G13550
OG0013024	Cg001G014920	AL7G27210
OG0013025	Cg001G014750	AL7G27010
OG0013026	Cg001G014710	AL7G26960
OG0013027	Cg001G014670	AL7G26920
OG0013028	Cg001G014550	AL7G26800
OG0013029	Cg001G034760	AL7G45460
OG0013030	Cg005G164710	AL4G39280
OG0013031	Cg005G164860	AL4G39140
OG0013032	Cg005G165000	AL4G38980
OG0013033	Cg005G164980	AL4G39000
OG0013034	Cg005G165130	AL4G38810
OG0013035	Cg005G165420	AL4G38510
OG0013036	Cg005G165560	AL4G38420
OG0013037	Cg004G124680	AL3G20060
OG0013038	Cg004G124840	AL3G20330
OG0013039	Cg004G124900	AL3G20390
OG0013040	Cg004G125250	AL3G20860
OG0013041	Cg004G125260	AL3G20870
OG0013042	Cg004G125530	AL3G21180
OG0013043	Cg004G125620	AL3G21300
OG0013044	Cg001G016560	AL7G28900
OG0013045	Cg004G125690	AL3G21410
OG0013046	Cg004G125750	AL3G21480
OG0013047	Cg004G125770	AL3G21500
OG0013048	Cg004G125780	AL3G21510
OG0013049	Cg004G126030	AL3G21760
OG0013050	Cg004G126050	AL3G21790
OG0013051	Cg008G300030	AL6G31170
OG0013052	Cg004G126300	AL3G22100
OG0013053	Cg004G126320	AL3G22120
OG0013054	Cg004G126360	AL3G22160
OG0013055	Cg004G126580	AL3G22360
OG0013057	Cg004G126950	AL3G22740
OG0013058	Cg004G127290	AL3G23110
OG0013059	Cg004G127360	AL3G23140
OG0013060	Cg004G127790	AL3G23620
OG0013061	Cg004G127800	AL3G23630
OG0013062	Cg004G127850	AL3G23710
OG0013063	Cg004G127890	AL3G23750
OG0013064	Cg008G302160	AL6G33390
OG0013066	Cg001G012640	AL7G24580
OG0013067	Cg005G167860	AL4G35740
OG0013068	Cg003G091420	AL8G23790
OG0013069	Cg003G091310	AL8G23810
OG0013070	Cg003G091300	AL8G23820
OG0013071	Cg003G090910	AL8G23880
OG0013072	Cg003G091070, Cg003G090730	AL8G23940
OG0013074	Cg003G095070, Cg016G333970	AL8G24140
OG0013075	Cg016G334060, Cg003G095190	AL8G24180
OG0013076	Cg003G095390, Cg016G334200	AL8G24320
OG0013077	Cg016G334230, Cg003G095420	AL8G24360
OG0013078	Cg003G107930	AL8G36770
OG0013079	Cg003G096740	AL8G24900
OG0013080	Cg004G143060	AL3G41110
OG0013081	Cg003G097560	AL8G25320
OG0013082	Cg003G097670	AL8G25420
OG0013083	Cg003G097730	AL8G25500
OG0013084	Cg003G098070	AL8G25850
OG0013085	Cg003G098200	AL8G25930
OG0013086	Cg003G098310	AL8G26070
OG0013087	Cg003G098500	AL8G26230
OG0013088	Cg003G098650	nbis-gene-2097
OG0013089	Cg003G098870	AL8G26600
OG0013090	Cg003G099060	AL8G26680, AL271U10020
OG0013092	Cg003G099720	AL8G27460
OG0013093	Cg003G100360	AL8G28180
OG0013094	Cg001G012890	AL7G24900
OG0013095	Cg003G101250	AL8G29210
OG0013096	Cg003G101240	AL8G29200
OG0013097	Cg003G101200	AL8G29160
OG0013098	Cg003G101090	AL8G29110
OG0013099	Cg003G101060	AL8G29040
OG0013100	Cg003G101050	AL8G29030
OG0013101	Cg003G100930	AL8G28980
OG0013102	Cg003G101450	AL8G29540
OG0013103	Cg003G101560	AL8G29620
OG0013104	Cg003G101750	AL8G29890
OG0013105	Cg004G147520	AL3G45150
OG0013106	Cg003G102050	AL8G30220
OG0013107	Cg003G102110	AL8G30290
OG0013108	Cg003G102120	AL8G30300
OG0013109	Cg003G102130	AL8G30310
OG0013110	Cg003G102160	AL8G30340
OG0013111	Cg003G102170	AL8G30350
OG0013112	Cg003G102260	nbis-gene-2138
OG0013113	Cg003G102490	AL8G30770
OG0013114	Cg001G013920	AL7G26080
OG0013115	Cg003G102520	AL8G30800
OG0013116	Cg003G102740	AL8G31030
OG0013117	Cg003G102950	AL8G31220
OG0013118	Cg003G103060	AL8G31320
OG0013119	Cg003G103240	AL8G31510
OG0013121	Cg003G103440	AL8G31790
OG0013122	Cg003G103630	AL8G31950
OG0013123	Cg003G103890	AL8G32180
OG0013124	Cg003G104740	AL8G33070
OG0013125	Cg003G104830	AL8G33200
OG0013126	Cg003G104850	AL8G33220
OG0013127	Cg003G104940	AL8G33310
OG0013128	Cg003G104950	AL8G33320
OG0013129	Cg003G105110	AL8G33510, AL8G33450
OG0013130	Cg003G105330	AL8G33810
OG0013131	Cg003G105430	AL8G33920
OG0013132	Cg003G105680	AL8G34180
OG0013133	Cg003G105700	AL8G34210
OG0013134	Cg003G089180	AL6G41220
OG0013135	Cg008G302900	AL6G34360
OG0013136	Cg008G313850, Cg009G325700	AL8G19850
OG0013137	Cg008G293470	AL6G23930
OG0013138	Cg008G293420	AL6G23880
OG0013139	Cg008G293390	AL6G23850
OG0013140	Cg008G293090	AL6G23560
OG0013141	Cg008G292990	AL6G23410
OG0013142	Cg008G292940	AL6G23360
OG0013143	Cg008G292770	AL6G23120
OG0013144	Cg008G292750	AL6G23100
OG0013145	Cg008G292660	AL6G23010
OG0013146	Cg008G292640	AL6G22990
OG0013147	Cg008G292600	AL6G22930
OG0013148	Cg008G292290	AL6G22590
OG0013149	Cg008G292230	AL6G22530
OG0013150	Cg008G292120	AL6G22400
OG0013151	Cg008G292090	AL6G22360
OG0013152	Cg008G292060	AL6G22330
OG0013153	Cg008G291960	AL6G22190
OG0013154	Cg008G291820	AL6G22030
OG0013155	Cg008G291810	AL6G22020
OG0013156	Cg008G291740	AL6G21910
OG0013157	Cg008G291730	AL6G21900
OG0013158	Cg008G291310	AL6G21430
OG0013159	Cg008G291290	AL6G21410
OG0013160	Cg008G290600	AL6G20680
OG0013161	Cg008G290180	AL6G20230
OG0013162	Cg008G290130	AL6G20190
OG0013163	Cg008G289860	AL6G19870
OG0013164	Cg008G289780	AL6G19790
OG0013165	Cg008G289760	AL6G19770
OG0013166	Cg008G289690	AL6G19690
OG0013167	Cg008G289580	AL6G19490
OG0013168	Cg008G289560	AL6G19470
OG0013169	Cg008G289550	AL6G19440
OG0013170	Cg008G289530	AL6G19380
OG0013171	Cg006G207550	AL6G18910
OG0013172	Cg008G303110	AL6G34650
OG0013173	Cg008G289130	AL6G18720
OG0013174	Cg008G288950	AL6G18490
OG0013175	Cg008G288940	AL6G18480
OG0013176	Cg008G288610	AL6G18150
OG0013177	Cg008G288560	AL6G18100
OG0013178	Cg008G288540	AL6G18080
OG0013179	Cg008G288100	AL6G17530
OG0013180	Cg003G109890	AL8G38870
OG0013181	Cg008G287980	AL6G17370
OG0013182	Cg001G023640	AL7G37340
OG0013183	Cg001G023420	AL7G37080
OG0013184	Cg001G023340	AL7G36960
OG0013185	Cg001G023200	AL7G36840
OG0013186	Cg001G023190	AL7G36830
OG0013187	Cg001G022880	AL7G36540
OG0013188	Cg001G022620	AL7G36170
OG0013189	Cg001G022590	nbis-gene-1819
OG0013190	Cg001G022580	AL7G36120
OG0013191	Cg008G323170	AL8G12560
OG0013192	Cg001G022250	AL7G35740
OG0013193	Cg001G022130	AL7G35620
OG0013194	Cg001G021990	AL7G35510
OG0013195	Cg001G021950	AL7G35470
OG0013196	Cg001G021910	AL7G35420
OG0013197	Cg001G021820	AL7G35250
OG0013198	Cg001G021650	AL7G35120
OG0013199	Cg001G021630	AL7G35050
OG0013200	Cg001G021620	AL7G35040
OG0013201	Cg001G021370	AL7G34790
OG0013202	Cg001G020650	AL7G33760
OG0013203	Cg002G048860	AL5G39000
OG0013204	Cg001G020630	AL7G33710
OG0013205	Cg001G002780	AL7G13400
OG0013206	Cg001G020300	AL7G33390
OG0013207	Cg001G019740	AL7G32820
OG0013208	Cg001G019640	AL7G32700
OG0013210	Cg001G018950	AL7G31690
OG0013211	Cg001G018740	AL7G31440
OG0013212	Cg007G270240	AL2G29120
OG0013213	Cg001G018560	nbis-gene-1797
OG0013214	Cg001G018330	AL7G30930
OG0013215	Cg001G017410	AL7G29960
OG0013216	Cg001G017180	AL7G29630
OG0013217	Cg001G017110	AL7G29560
OG0013218	Cg001G017010	AL7G29450
OG0013219	Cg001G017000	AL7G29440
OG0013220	Cg001G016830	AL7G29180
OG0013221	Cg006G213030	AL1G47150
OG0013222	Cg006G212810	AL1G47370
OG0013223	Cg006G212240	AL1G47740
OG0013224	Cg006G212130	AL1G47790
OG0013225	Cg008G300570	AL6G31630
OG0013226	Cg001G015100, Cg003G086870	AL7G27430
OG0013227	Cg008G287890	AL6G17250
OG0013228	Cg006G211710	AL1G48260
OG0013229	Cg006G210810	AL1G48620
OG0013230	Cg006G210770	AL1G48650
OG0013231	Cg006G210650	nbis-gene-210
OG0013232	Cg006G210470	AL1G48940
OG0013234	Cg006G209800	AL1G49920
OG0013235	Cg006G209640	AL1G50090
OG0013236	Cg006G209310	AL1G50380
OG0013237	Cg006G209180	AL1G50510
OG0013238	Cg006G208090	AL1G51080
OG0013239	Cg006G204020	AL1G52450
OG0013240	Cg004G124700	AL3G20100
OG0013241	Cg006G215430	AL1G45120
OG0013242	Cg006G205350	AL1G51660
OG0013243	Cg006G204270	AL1G52700
OG0013245	Cg006G202380	AL1G54050
OG0013246	Cg006G202700	AL1G53760
OG0013247	Cg006G206720	AL1G51420
OG0013248	Cg006G206810	AL1G51380
OG0013249	Cg006G206840	AL1G51370
OG0013250	Cg006G204430	AL1G52800
OG0013251	Cg006G203400	AL1G53240
OG0013252	Cg006G218830	AL1G41360
OG0013254	Cg006G218540	AL4G33820, AL1G41670
OG0013255	Cg006G218450	AL1G41740
OG0013256	Cg006G218430	AL1G41770
OG0013257	Cg006G218060	AL1G42150
OG0013258	Cg006G217920	AL1G42300
OG0013259	Cg006G217780	AL1G42760
OG0013260	Cg006G217700	AL1G42820
OG0013261	Cg004G142550	AL3G40170
OG0013262	Cg006G217530	AL1G42980
OG0013263	Cg006G217150	AL1G43200
OG0013264	Cg006G216590	AL1G43660
OG0013265	Cg006G216140	AL1G44240
OG0013266	Cg001G004820	AL7G15760
OG0013267	Cg001G004770	AL7G15730
OG0013268	Cg001G004550	AL7G15490
OG0013269	Cg001G004230	AL7G15170
OG0013270	Cg001G004180	AL7G15140
OG0013271	Cg001G004100	AL7G15080
OG0013272	Cg004G153930	AL3G50850
OG0013273	Cg001G003890	AL7G14840
OG0013274	Cg001G003760	AL7G14690
OG0013275	Cg001G003750	AL7G14680
OG0013276	Cg001G003720	AL7G14650
OG0013277	Cg001G003690	AL7G14600
OG0013278	Cg001G003650	AL7G14540
OG0013279	Cg001G003560	AL7G14420
OG0013280	Cg001G003520	AL7G14360
OG0013281	Cg001G003240	AL7G13990
OG0013282	Cg001G003080	AL7G13790
OG0013284	Cg001G003010	AL7G13720
OG0013285	Cg001G002750	AL7G13350
OG0013286	Cg001G002240	AL7G12770
OG0013287	Cg002G053110	AL5G34360
OG0013288	Cg001G001930	AL7G12400
OG0013289	Cg001G001910	AL7G12370
OG0013290	Cg001G001870	AL7G12330
OG0013291	Cg001G001690	AL7G12110
OG0013292	Cg001G001680	AL7G12090
OG0013293	Cg001G001670	AL7G12080
OG0013294	Cg006G218950	AL1G41220
OG0013295	Cg001G001640	AL7G12040
OG0013296	Cg001G001340	AL7G11470
OG0013297	Cg001G001320	AL7G11460
OG0013298	Cg001G001310	AL7G11450
OG0013299	Cg001G001130	AL7G11260
OG0013300	Cg001G001070	AL7G11200
OG0013301	Cg001G000940	AL7G11060
OG0013302	Cg001G000640	AL7G10670
OG0013303	Cg001G000580	AL7G10600
OG0013304	Cg001G000520	AL7G10550
OG0013305	Cg001G000350	AL7G10360
OG0013306	Cg001G000150	AL7G10160
OG0013307	Cg001G000230	AL7G10240
OG0013308	Cg001G000260	AL7G10280
OG0013309	Cg001G000100	AL7G10110
OG0013310	Cg005G193100	AL4G10960
OG0013311	Cg001G034200, Cg001G034250	AL7G44890
OG0013312	Cg001G034480	AL7G45260
OG0013313	Cg001G034660	AL7G45430
OG0013314	Cg001G034990	AL7G45580
OG0013315	Cg001G035650	AL7G45670
OG0013316	Cg001G036170	AL7G46260
OG0013317	Cg001G036370	AL7G46330
OG0013318	Cg001G036400	AL7G46400
OG0013319	Cg001G036660	AL7G46500
OG0013320	Cg001G036680	AL7G46550
OG0013321	Cg001G037010	AL7G46750
OG0013322	Cg001G037970	AL7G52610
OG0013323	Cg001G038070	AL7G52230
OG0013324	Cg001G038110	AL7G52120
OG0013325	Cg001G038320	AL7G51930
OG0013326	Cg001G038340	AL7G51910
OG0013327	Cg001G038350	AL7G51900
OG0013328	Cg001G038680	AL7G51520
OG0013329	Cg001G039180	AL7G51250
OG0013330	Cg001G039930	AL7G50600
OG0013331	Cg001G040080	AL7G50410
OG0013332	Cg001G040090	AL7G50400
OG0013333	Cg008G299180	AL6G30180
OG0013334	Cg006G214450	AL1G45860
OG0013335	Cg002G061340	AL5G24570
OG0013336	Cg003G082530	AL6G45670
OG0013337	Cg008G311240, Cg008G309390	AL8G21880
OG0013338	Cg005G171170, Cg005G171160	AL4G31470
OG0013339	Cg005G171210	AL4G31430
OG0013340	Cg001G029240, Cg005G171410	AL4G31220
OG0013341	Cg003G085130	AL6G43340
OG0013342	Cg003G085300	AL6G43160
OG0013343	Cg003G085630	AL6G42910
OG0013344	Cg003G085640	AL6G42880, nbis-gene-987
OG0013345	Cg003G085650	AL6G42870
OG0013346	Cg003G085800	AL6G41450
OG0013347	Cg003G085820	AL6G41470
OG0013348	Cg008G300320	AL6G31360
OG0013349	Cg003G086810	AL6G42430
OG0013350	Cg004G154010	AL3G50940
OG0013351	Cg006G208330	AL1G51220
OG0013352	Cg003G087750	AL6G41980
OG0013353	Cg003G087770	AL6G42020
OG0013354	Cg003G087810	AL6G42070
