Orthogroup	Cardamine_glauca	Erysimum_linariifolium
OG0012995	Cg007G258340	El004G210900
OG0012996	Cg007G258280	El004G210860
OG0012997	Cg007G258960	El004G210480
OG0012998	Cg007G245540	El004G193840
OG0012999	Cg007G245720	El004G194000
OG0013000	Cg007G246000	El004G194380
OG0013001	Cg007G246010	El004G194390
OG0013002	Cg007G246080	El004G194620
OG0013003	Cg007G246090	El004G194630
OG0013004	Cg007G246170	El004G194760
OG0013005	Cg007G246190	El004G194780
OG0013006	Cg007G246230	El004G194800
OG0013007	Cg007G246240	El004G194810
OG0013008	Cg007G246250	El004G194820
OG0013009	Cg007G246300	El004G195100
OG0013010	Cg007G246490	El004G195520
OG0013011	Cg007G246590	El004G195690
OG0013012	Cg007G246810	El004G195920
OG0013013	Cg007G246900	El004G196040
OG0013014	Cg007G246950	El004G196240
OG0013015	Cg006G233160	El002G096330
OG0013016	Cg007G247250	El004G196930
OG0013017	Cg007G247390	El004G197070
OG0013018	Cg007G247650	El001G030340, El004G197560
OG0013019	Cg007G247680	El004G197590
OG0013020	Cg007G247920	El004G198100
OG0013021	Cg006G233840	El004G198140
OG0013022	Cg007G248040	El004G198180
OG0013023	Cg007G248050	El004G198190
OG0013024	Cg001G014920	El003G158650
OG0013025	Cg001G014750	El003G158480
OG0013026	Cg001G014710	El003G158440
OG0013027	Cg001G014670	El003G158420
OG0013028	Cg001G014550	El003G158300
OG0013029	Cg001G034760	El006G313610, El003G184600
OG0013030	Cg005G164710	El006G288090
OG0013031	Cg005G164860	El006G288220
OG0013032	Cg005G165000	El006G288400
OG0013033	Cg005G164980	El006G288380
OG0013034	Cg005G165130	El006G288600
OG0013035	Cg005G165420	El006G288870
OG0013036	Cg005G165560	El006G288970
OG0013037	Cg004G124680	El005G244190
OG0013038	Cg004G124840	El005G244390
OG0013039	Cg004G124900	El005G244440
OG0013040	Cg004G125250	El005G244810
OG0013041	Cg004G125260	El005G244820
OG0013042	Cg004G125530	El005G245140
OG0013043	Cg004G125620	El005G245250
OG0013044	Cg001G016560	El003G160450
OG0013045	Cg004G125690	El005G245360
OG0013046	Cg004G125750	El005G245470
OG0013047	Cg004G125770	El005G245490
OG0013048	Cg004G125780	El005G245500
OG0013049	Cg004G126030	El005G245750
OG0013050	Cg004G126050	El005G245770
OG0013051	Cg008G300030	El001G060510
OG0013052	Cg004G126300	El005G246020
OG0013053	Cg004G126320	El005G246040
OG0013054	Cg004G126360	El005G246080
OG0013055	Cg004G126580	El005G246230
OG0013056	Cg006G234710	El002G094420
OG0013057	Cg004G126950	El005G246690
OG0013058	Cg004G127290	El005G247130
OG0013059	Cg004G127360	El005G247260
OG0013060	Cg004G127790	El005G247810
OG0013061	Cg004G127800	El005G247820
OG0013062	Cg004G127850	El005G247880
OG0013063	Cg004G127890	El005G247920
OG0013064	Cg008G302160	El001G058140
OG0013065	Cg004G128070	El005G248120
OG0013066	Cg001G012640	El003G155940
OG0013067	Cg005G167860	El006G291730
OG0013068	Cg003G091420	El007G344870
OG0013069	Cg003G091310	El007G344850
OG0013070	Cg003G091300	El007G344840
OG0013071	Cg003G090910	El007G344770
OG0013072	Cg003G091070, Cg003G090730	El007G344680
OG0013074	Cg003G095070, Cg016G333970	El007G344480
OG0013075	Cg016G334060, Cg003G095190	El007G344440
OG0013076	Cg003G095390, Cg016G334200	El007G344200
OG0013077	Cg016G334230, Cg003G095420	El007G344170
OG0013078	Cg003G107930	El007G330760
OG0013079	Cg003G096740	El007G343480
OG0013080	Cg004G143060	El005G268770
OG0013081	Cg003G097560	El007G343050
OG0013082	Cg003G097670	El007G342910
OG0013083	Cg003G097730	El007G342830
OG0013084	Cg003G098070	El007G342500
OG0013085	Cg003G098200	El007G342150
OG0013086	Cg003G098310	El007G342010
OG0013087	Cg003G098500	El007G341770
OG0013088	Cg003G098650	El007G341630
OG0013089	Cg003G098870	El007G341420
OG0013090	Cg003G099060	El007G341340
OG0013091	Cg003G099480	El007G340760
OG0013092	Cg003G099720	El007G340380
OG0013093	Cg003G100360	El007G339630
OG0013094	Cg001G012890	El003G156290
OG0013095	Cg003G101250	El007G338600
OG0013096	Cg003G101240	El007G338610
OG0013097	Cg003G101200	El007G338670
OG0013098	Cg003G101090	El007G338750
OG0013099	Cg003G101060	El007G338780
OG0013100	Cg003G101050	El007G338790
OG0013101	Cg003G100930	El007G338830
OG0013102	Cg003G101450	El007G338330
OG0013103	Cg003G101560	El007G338070
OG0013104	Cg003G101750	El007G337900
OG0013105	Cg004G147520	El005G271660
OG0013106	Cg003G102050	El007G337580
OG0013107	Cg003G102110	El007G337500
OG0013108	Cg003G102120	El007G337490
OG0013109	Cg003G102130	El007G337480
OG0013110	Cg003G102160	El007G337440
OG0013111	Cg003G102170	El007G337430
OG0013112	Cg003G102280	El007G337310
OG0013112	Cg003G102260	El007G337330
OG0013113	Cg003G102490	El007G337010
OG0013114	Cg001G013920	El003G157570
OG0013115	Cg003G102520	El007G336970
OG0013116	Cg003G102740	El007G336650
OG0013117	Cg003G102950	El007G336470
OG0013118	Cg003G103060	El004G207610, El007G336370
OG0013119	Cg003G103240	El007G336190
OG0013121	Cg003G103440	El007G335990
OG0013122	Cg003G103630	El007G335820
OG0013123	Cg003G103890	El007G335500
OG0013124	Cg003G104740	El007G334650
OG0013125	Cg003G104830	El007G334510
OG0013126	Cg003G104850	El007G334460
OG0013127	Cg003G104940	El007G334370
OG0013128	Cg003G104950	El007G334360
OG0013129	Cg003G105110	El007G334170
OG0013130	Cg003G105330	El007G333820
OG0013131	Cg003G105430	El007G333700
OG0013132	Cg003G105680	El007G333470
OG0013133	Cg003G105700	El007G333420
OG0013134	Cg003G089180	El001G011620
OG0013135	Cg008G302900	El001G056930
OG0013136	Cg008G313850, Cg009G325700	El007G351580
OG0013137	Cg008G293470	El001G068390
OG0013138	Cg008G293420	El001G068440
OG0013139	Cg008G293390	El001G068460
OG0013140	Cg008G293090	El001G068770
OG0013141	Cg008G292990	El001G068890
OG0013142	Cg008G292940	El001G068950
OG0013143	Cg008G292770	El001G069190
OG0013144	Cg008G292750	El001G069220
OG0013145	Cg008G292660	El001G069300
OG0013146	Cg008G292640	El001G069320
OG0013147	Cg008G292600	El001G069370
OG0013148	Cg008G292290	El001G069710
OG0013149	Cg008G292230	El001G069770, El001G069790
OG0013150	Cg008G292120	El001G069920
OG0013151	Cg008G292090	El001G069940
OG0013152	Cg008G292060	El001G069970
OG0013153	Cg008G291960	El001G070140
OG0013154	Cg008G291820	El001G070300
OG0013155	Cg008G291810	El001G070310
OG0013156	Cg008G291740	El001G070390
OG0013157	Cg008G291730	El005G241480, El001G070400
OG0013158	Cg008G291310	El001G071050
OG0013159	Cg008G291290	El001G071070
OG0013160	Cg008G290600	El001G071830
OG0013161	Cg008G290180	El001G072240
OG0013162	Cg008G290130	El001G072280
OG0013163	Cg008G289860	El001G072570
OG0013164	Cg008G289780	El001G072670
OG0013165	Cg008G289760	El001G072690
OG0013166	Cg008G289690	El001G072780
OG0013167	Cg008G289580	El001G072920
OG0013168	Cg008G289560	El001G072940
OG0013169	Cg008G289550	El001G072960
OG0013170	Cg008G289530	El001G073000
OG0013171	Cg006G207550, Cg008G289310	El001G073300
OG0013172	Cg008G303110	El001G056670
OG0013173	Cg008G289130	El001G073480
OG0013174	Cg008G288950	El001G073690
OG0013175	Cg008G288940	El001G073700
OG0013176	Cg008G288610	El001G074010
OG0013177	Cg008G288560	El001G074060
OG0013178	Cg008G288540	El001G074080
OG0013179	Cg008G288100	El001G074520
OG0013180	Cg003G109890	El007G328630
OG0013182	Cg001G023640	El003G169740
OG0013183	Cg001G023420	El003G169420
OG0013184	Cg001G023340	El003G169310, El003G169300
OG0013185	Cg001G023200	El003G169170
OG0013186	Cg001G023190	El003G169160
OG0013187	Cg001G022880	El003G168800
OG0013188	Cg001G022620	El003G168470
OG0013189	Cg001G022590	El003G168430
OG0013190	Cg001G022580	El003G168420
OG0013191	Cg008G323170	El007G364280
OG0013192	Cg001G022250	El003G167960
OG0013193	Cg001G022130	El003G167850
OG0013194	Cg001G021990	El003G167620
OG0013195	Cg001G021950	El003G167580
OG0013196	Cg001G021910	El003G167530
OG0013197	Cg001G021820	El003G167370
OG0013198	Cg001G021650	El003G167230
OG0013199	Cg001G021630	El003G167130
OG0013200	Cg001G021620	El003G167120
OG0013201	Cg001G021370	El003G166720
OG0013202	Cg001G020650	El003G165710
OG0013203	Cg002G048860	El001G028870
OG0013204	Cg001G020630	El003G165690
OG0013205	Cg001G002780	El003G144680
OG0013206	Cg001G020300	El003G165340
OG0013207	Cg001G019740	El003G164780
OG0013208	Cg001G019640	El003G164680
OG0013209	Cg001G019390	El003G164330
OG0013210	Cg001G018950	El003G163670
OG0013211	Cg001G018740	El003G163440
OG0013212	Cg007G270240	El004G221110
OG0013213	Cg001G018560	El003G163190
OG0013214	Cg001G018330	El003G162860
OG0013215	Cg001G017410	El003G161630
OG0013216	Cg001G017180	El003G161260
OG0013217	Cg001G017110	El003G161180
OG0013218	Cg001G017010	El003G161060
OG0013219	Cg001G017000	El003G161050
OG0013220	Cg001G016830	El003G160720
OG0013221	Cg006G213030	El002G120360
OG0013222	Cg006G212810	El002G120640
OG0013223	Cg006G212240	El002G121090
OG0013224	Cg006G212130	El002G121170
OG0013225	Cg008G300570	El001G060070
OG0013226	Cg001G015100, Cg003G086870	El003G158860
OG0013227	Cg008G287890	El001G074750
OG0013228	Cg006G211710	El002G121790
OG0013229	Cg006G210810	El002G122310
OG0013230	Cg006G210770	El002G122360
OG0013231	Cg006G210650	El002G122650
OG0013232	Cg006G210470	El005G265820, El002G122990
OG0013233	Cg006G210350	El002G123280
OG0013234	Cg006G209800	El002G124340, El006G321020
OG0013235	Cg006G209640	El002G124200
OG0013236	Cg006G209310	El002G123790
OG0013237	Cg006G209180	El002G123710
OG0013238	Cg006G208090	El002G125400
OG0013239	Cg006G204020	El002G128180
OG0013240	Cg004G124700	El005G244240, El005G243190
OG0013241	Cg006G215430	El002G117610
OG0013242	Cg006G205350	El002G127010
OG0013243	Cg006G204270	El002G128550
OG0013245	Cg006G202380	El002G130550
OG0013246	Cg006G202700	El002G130210
OG0013247	Cg006G206720	El002G126130
OG0013248	Cg006G206810	El002G126010
OG0013249	Cg006G206840	El002G126000
OG0013250	Cg006G204430	El002G128710
OG0013251	Cg006G203400	El002G129110
OG0013252	Cg006G218830	El002G113510
OG0013254	Cg006G218540	El002G113760
OG0013255	Cg006G218450	El002G113840
OG0013256	Cg006G218430	El002G113860
OG0013257	Cg006G218060	El002G114340
OG0013258	Cg006G217920	El002G114510
OG0013259	Cg006G217780	El002G114770
OG0013260	Cg006G217700	El002G114930
OG0013261	Cg004G142550	El005G267920
OG0013262	Cg006G217530	El002G115120
OG0013263	Cg006G217150	El002G115380, El002G115290
OG0013264	Cg006G216590	El002G115860
OG0013265	Cg006G216140	El002G116550
OG0013266	Cg001G004820	El003G146890
OG0013267	Cg001G004770	El003G146860
OG0013268	Cg001G004550	El003G146610
OG0013269	Cg001G004230	El003G146320
OG0013270	Cg001G004180	El003G146280
OG0013271	Cg001G004100	El003G146200
OG0013272	Cg004G153930	El005G275360
OG0013273	Cg001G003890	El003G145960
OG0013274	Cg001G003760	El003G145820
OG0013275	Cg001G003750	El003G145810
OG0013276	Cg001G003720	El003G145780
OG0013277	Cg001G003690	El003G145750
OG0013278	Cg001G003650	El003G145700
OG0013279	Cg001G003560	El003G145580
OG0013280	Cg001G003520	El003G145540
OG0013281	Cg001G003240	El003G145230
OG0013282	Cg001G003080	El003G145090
OG0013283	Cg001G002520	El004G208190
OG0013284	Cg001G003010	El003G144990
OG0013285	Cg001G002750	El003G144430
OG0013286	Cg001G002240	El003G144160
OG0013287	Cg002G053110	El001G024070
OG0013288	Cg001G001930	El003G143730
OG0013289	Cg001G001910	El003G143720
OG0013290	Cg001G001870	El003G143680
OG0013291	Cg001G001690	El003G143500
OG0013292	Cg001G001680	El003G143490
OG0013293	Cg001G001670	El003G143480
OG0013294	Cg006G218950	El002G113320
OG0013295	Cg001G001640	El003G143420
OG0013297	Cg001G001320	El003G142940
OG0013298	Cg001G001310	El003G142930
OG0013299	Cg001G001130	El003G142750
OG0013300	Cg001G001070	El003G142700
OG0013301	Cg001G000940	El003G142600
OG0013302	Cg001G000640	El003G142230
OG0013303	Cg001G000580	El003G142160
OG0013304	Cg001G000520	El003G142110
OG0013305	Cg001G000350	El003G141940
OG0013306	Cg001G000150	El003G141730
OG0013307	Cg001G000230	El003G141820
OG0013309	Cg001G000100	El003G141670
OG0013310	Cg005G193100	El006G320620
OG0013311	Cg001G034200, Cg001G034250	El003G183740
OG0013312	Cg001G034480	El003G184230
OG0013313	Cg001G034660	El003G184550
OG0013314	Cg001G034990	El003G184750
OG0013315	Cg001G035650	El003G185160
OG0013316	Cg001G036170	El003G185560
OG0013317	Cg001G036370	El003G185660
OG0013318	Cg001G036400	El003G185730
OG0013319	Cg001G036660	El003G186010
OG0013320	Cg001G036680	El003G186080
OG0013321	Cg001G037010	El003G186330
OG0013322	Cg001G037970	El003G186870
OG0013323	Cg001G038070	El003G187210
OG0013324	Cg001G038110	El003G187450, El003G187440
OG0013325	Cg001G038320	El003G188270
OG0013326	Cg001G038340	El003G188250
OG0013327	Cg001G038350	El003G188240
OG0013328	Cg001G038680	El003G188500, El003G188490
OG0013329	Cg001G039180	El003G188940
OG0013330	Cg001G039930	El003G189600
OG0013331	Cg001G040080	El003G189750
OG0013332	Cg001G040090	El003G189760
OG0013333	Cg008G299180	El001G045640, El001G061680
OG0013334	Cg006G214450	El002G118960
OG0013335	Cg002G061340	El001G014930
OG0013336	Cg003G082530	El001G007680
OG0013337	Cg008G311240, Cg008G309390	El007G347090
OG0013338	Cg005G171170, Cg005G171160	El006G295680
OG0013339	Cg005G171210	El006G295720
OG0013340	Cg001G029240, Cg005G171410	El006G295870
OG0013341	Cg003G085130	El001G009820
OG0013342	Cg003G085300	El001G010030
OG0013343	Cg003G085630	El001G010230
OG0013344	Cg003G085640	El001G010240
OG0013345	Cg003G085650	El001G010250
OG0013346	Cg003G085800	El001G010400
OG0013347	Cg003G085820	El001G010420
OG0013348	Cg008G300320	El001G060330
OG0013349	Cg003G086810	El001G010860
OG0013350	Cg004G154010	El005G275500
OG0013351	Cg006G208330	El002G125500
OG0013352	Cg003G087750	El001G011370
OG0013353	Cg003G087770	El001G011360
OG0013354	Cg003G087810	El001G011340
OG0013355	Cg005G172380	El006G297150
OG0013357	Cg005G173020	El006G298310
OG0013358	Cg005G173050	El006G298340
OG0013359	Cg005G171140	El006G295650
OG0013360	Cg008G318770	El007G358610
OG0013361	Cg008G318720	El007G358560
OG0013362	Cg008G318600	El007G358510
OG0013363	Cg008G318540	El007G358340
OG0013364	Cg008G318360	El007G358160
OG0013365	Cg008G318180	El007G358020
OG0013366	Cg006G203500	El002G128930
OG0013367	Cg008G314590	El007G357570
OG0013368	Cg008G315320	El007G357320
OG0013369	Cg006G201420	El002G132060
OG0013370	Cg008G315720	El007G357100
OG0013371	Cg008G315990	El007G356930
OG0013372	Cg008G316700	El001G054080
OG0013373	Cg008G316710	El007G356760
OG0013374	Cg008G317520	El007G356590
OG0013375	Cg008G319700	El007G359700
OG0013376	Cg008G317440	El007G356530
OG0013377	Cg005G168360	El006G292240
OG0013378	Cg008G317410	El007G356500
OG0013379	Cg007G246690	El004G195830
OG0013380	Cg008G317050	El007G356140
OG0013381	Cg008G302800	El001G057070
OG0013382	Cg008G297390, Cg005G170840	El006G295290
OG0013383	Cg003G084530	El001G009650
OG0013384	Cg003G084430	El001G009510
OG0013385	Cg003G084320	El001G009380
OG0013386	Cg003G084260	El001G009290
OG0013387	Cg003G084160	El001G009220
OG0013388	Cg006G212090	El002G121200
OG0013389	Cg003G083950	El001G009090
OG0013390	Cg003G083070	El001G008080
OG0013391	Cg003G082720	El001G007920
OG0013392	Cg003G082520	El001G007670
OG0013393	Cg003G082470	El001G007650
OG0013394	Cg003G082420	El001G007580
OG0013395	Cg003G082390	El001G007550
OG0013396	Cg003G082210	El001G007430, El001G007410
OG0013397	Cg003G082040	El001G007310
OG0013398	Cg003G081970	El001G007220
OG0013399	Cg003G081850	El001G007070
OG0013400	Cg003G081720	El001G006890
OG0013401	Cg003G081520	El001G006390
OG0013402	Cg003G080860	El001G005720
OG0013403	Cg003G080740	El001G005650
OG0013404	Cg003G080220, Cg003G093760	El001G005050
OG0013405	Cg003G080190, Cg003G093810	El001G005010
OG0013406	Cg003G093940, Cg003G080050	El001G004870
OG0013407	Cg003G093820, Cg003G080180	El001G004990
OG0013408	Cg008G320540	El007G360420
OG0013409	Cg008G320660	El007G360790
OG0013410	Cg008G321190	El007G361520
OG0013411	Cg008G321300	El007G361590
OG0013412	Cg008G321420	El007G361680
OG0013413	Cg008G321990	El007G362630
OG0013414	Cg008G322330	El007G363180
OG0013415	Cg008G322340	El007G363190
OG0013416	Cg008G322370	El007G363220
OG0013417	Cg008G322640	El007G363650, El007G363640
OG0013418	Cg008G322690	El007G363720
OG0013419	Cg008G322840	El007G363870
OG0013420	Cg008G322870	El007G363920
OG0013421	Cg008G322910	El007G363960
OG0013422	Cg008G322960	El007G364020
OG0013423	Cg008G323280	El007G364420
OG0013424	Cg008G323780	El007G364990
OG0013425	Cg008G300440	El001G060210
OG0013426	Cg008G324930	El007G366490
OG0013427	Cg008G324920	El007G366480
OG0013428	Cg001G033220	El003G182070
OG0013429	Cg004G144750	El005G269960
OG0013430	Cg001G032160	El003G179930
OG0013431	Cg001G031960	El003G179750
OG0013432	Cg004G143280	El005G269130
OG0013433	Cg001G031450	El003G179640
OG0013434	Cg004G142930	El005G268610
OG0013435	Cg001G030100	El003G178160
OG0013436	Cg004G142330	El005G267720
OG0013437	Cg001G029220	El003G176900
OG0013438	Cg001G028800	El003G176680
OG0013439	Cg001G028480	El003G176090
OG0013440	Cg001G028340	El003G175910
OG0013441	Cg001G028130	El003G189960, El003G175680
OG0013442	Cg003G082980	El001G007970
OG0013443	Cg001G027790	El003G175100
OG0013444	Cg001G027480	El003G174950, El003G174930
OG0013445	Cg001G026960	El003G174190, El003G173460
OG0013446	Cg001G026790	El003G174060
OG0013447	Cg001G026720	El003G174010
OG0013448	Cg001G026670	El003G173910
OG0013449	Cg001G026650	El003G173830
OG0013450	Cg001G025940	El003G172800
OG0013451	Cg001G025910	El003G172770
OG0013452	Cg001G040500	El003G190310
OG0013453	Cg001G040780	El003G190690
OG0013454	Cg001G040900	El008G369770, El003G191000
OG0013455	Cg001G041330	El003G191620
OG0013456	Cg001G042040	El003G192340
OG0013457	Cg001G042320	El003G192720
OG0013458	Cg001G042900	El005G247600, El003G193430
OG0013459	Cg001G042980	El003G193570, El003G193520
OG0013460	Cg001G043070	El003G193650
OG0013461	Cg005G157610	El006G279810
OG0013462	Cg005G157800	El006G279980
OG0013463	Cg005G157850	El006G280040
OG0013464	Cg005G157920	El006G280100
OG0013465	Cg005G157940	El006G280120
OG0013466	Cg005G158040	El006G280230
OG0013467	Cg005G158120	El006G280290
OG0013468	Cg005G158360	El006G280520
OG0013469	Cg005G158630	El006G280870
OG0013470	Cg005G158640	El006G280880
OG0013471	Cg005G158740	El006G280950
OG0013472	Cg005G158760	El006G280970
OG0013473	Cg005G159130	El006G281330
OG0013474	Cg005G159290	El006G281640
OG0013475	Cg005G159340	El006G281690
OG0013476	Cg005G159380	El006G281730
OG0013477	Cg005G159400	El006G281750
OG0013478	Cg005G159460	El006G281790
OG0013479	Cg005G159630	El006G282020
OG0013480	Cg005G159730	El006G282120
OG0013481	Cg005G159760	El006G282140
OG0013482	Cg005G159850	El006G282410
OG0013483	Cg005G159870	El006G282440
OG0013484	Cg005G160170	El006G282780
OG0013485	Cg005G160490	El006G283100
OG0013486	Cg005G161100	El006G283960
OG0013487	Cg002G046370	El001G031940
OG0013488	Cg005G161170	El006G284030
OG0013489	Cg005G161220	El006G284090
OG0013490	Cg005G161330	El006G284190
OG0013491	Cg005G161420	El006G284290
OG0013492	Cg005G161440	El006G284310
OG0013493	Cg005G161520	El006G284420
OG0013494	Cg005G161770	El006G284790
OG0013495	Cg005G161910	El006G284940
OG0013496	Cg005G162070	El006G285110, El006G285090
OG0013497	Cg005G162300	El006G285330
OG0013498	Cg005G162470	El006G285460
OG0013499	Cg005G162580	El006G285580
OG0013500	Cg005G162620	El006G285620
OG0013501	Cg005G162860	El006G285850
OG0013502	Cg005G162920	El006G285920
OG0013503	Cg005G162940	El006G285950
OG0013504	Cg005G163240	El006G286300
OG0013505	Cg002G047850	El001G030120
OG0013506	Cg005G163880	El006G287050
OG0013507	Cg005G163790	El006G286930
OG0013508	Cg005G164250	El006G287670
OG0013510	Cg008G282510	El001G081530
OG0013511	Cg008G282570	El001G081470
OG0013512	Cg008G282730	El001G081280
OG0013513	Cg008G282810	El001G081170
OG0013514	Cg008G282840	El001G081120
OG0013515	Cg008G282910	El001G081020
OG0013516	Cg008G282980	El001G080950
OG0013517	Cg008G283030	El001G080870
OG0013518	Cg008G283070	El001G080830
OG0013519	Cg008G283390	El001G080350, El001G080300
OG0013520	Cg008G283580	El001G080070
OG0013521	Cg008G283570	El001G080080
OG0013522	Cg008G284190	El001G079330
OG0013523	Cg008G284210	El001G079310
OG0013524	Cg008G284300	El001G079180
OG0013525	Cg008G284390	El001G079050
OG0013526	Cg008G284400	El001G079040
OG0013527	Cg008G284470	El001G078940
OG0013528	Cg008G284590	El001G078840
OG0013529	Cg008G284760	El001G078650
OG0013530	Cg008G284780	El001G078630, El005G277630
OG0013531	Cg008G284900, Cg005G183560	El001G078470
OG0013532	Cg008G284950	El001G078420
OG0013533	Cg008G284990	El001G078340
OG0013534	Cg008G285000	El001G078320
OG0013535	Cg008G285020	El001G078300
OG0013536	Cg008G285030	El001G078290
OG0013539	Cg008G300140	El001G060550
OG0013540	Cg008G301000	El001G059460, El001G059670
OG0013541	Cg008G301010	El001G059450, El001G059680
OG0013542	Cg008G301460	El001G059000
OG0013543	Cg008G301700	El001G058650
OG0013544	Cg008G301780	El001G058560
OG0013545	Cg008G301800	El001G058540
OG0013546	Cg008G301900	El001G058400
OG0013547	Cg008G302560	El001G057500
OG0013548	Cg008G302570	El001G057490
OG0013549	Cg008G302610	El001G057420
OG0013550	Cg003G108440	El007G330170
OG0013551	Cg003G108420	El007G330190
OG0013552	Cg003G108410	El007G330200
OG0013553	Cg003G108320	El007G330310
OG0013554	Cg003G108230	El007G330410
OG0013555	Cg003G107810	El007G330880
OG0013556	Cg003G107150	El007G331640
OG0013557	Cg003G107090	El007G331710, El004G219670
OG0013559	Cg006G218720	El002G113630
OG0013560	Cg002G059940	El001G016480
OG0013561	Cg003G111040	El007G327370
OG0013562	Cg003G111120	El007G327290
OG0013563	Cg003G111330	El007G327010
OG0013564	Cg003G111450	El007G326920
OG0013565	Cg003G111590	El007G326790
OG0013566	Cg003G111820	El007G326550
OG0013567	Cg003G111890	El007G326470
OG0013568	Cg003G111950	El007G326380
OG0013569	Cg003G112030	El007G326300
OG0013570	Cg003G112130	El007G326230
OG0013571	Cg003G112160	El007G326190
OG0013572	Cg003G112270	El007G326080
OG0013573	Cg003G112330	El007G326010
OG0013574	Cg003G112380	El007G325940
OG0013575	Cg003G112430	El007G325890
OG0013576	Cg003G112500	El007G325830
OG0013577	Cg004G154640	El005G276830
OG0013578	Cg003G112670	El007G325520, El007G325670
OG0013579	Cg003G112720	El007G325600
OG0013580	Cg003G113130	El007G325230
OG0013581	Cg003G112970	El007G325060
OG0013582	Cg003G113450	El007G324670
OG0013583	Cg003G113780	El007G324340
OG0013584	Cg003G113790	El007G324330
OG0013585	Cg003G113820	El007G324300
OG0013586	Cg003G113930	El007G324190
OG0013587	Cg003G114020	El007G324000, El007G324040
OG0013588	Cg003G114150	El007G323880
OG0013589	Cg003G114180	El007G323850
OG0013590	Cg003G114220	El007G323820
OG0013591	Cg003G114370	El007G323670
OG0013592	Cg003G114430	El007G323590, El002G110560
OG0013593	Cg003G114500	El007G323510
OG0013594	Cg003G114560	El007G323450
OG0013596	Cg003G114610	El007G323390
OG0013597	Cg003G114770	El007G323210
OG0013598	Cg003G114960	El007G323040, El007G323010
OG0013599	Cg003G114970	El007G323030
OG0013600	Cg003G115080	El007G322860
OG0013601	Cg003G115180	El007G322740, El007G362230
OG0013602	Cg003G115480	El007G322380
OG0013603	Cg003G115560	El007G322310
OG0013604	Cg003G115640	El007G322220
OG0013605	Cg003G115730	El007G322140
OG0013606	Cg003G115780	El007G322100
OG0013607	Cg003G115850	El007G322020
OG0013608	Cg003G115870	El007G321990, El007G322000
OG0013609	Cg003G076030	El001G000170
OG0013610	Cg003G076050	El001G000190
OG0013611	Cg003G076070	El001G000210
OG0013612	Cg003G076670, Cg014G332900	El001G000850
OG0013613	Cg014G333120, Cg003G076460	El001G000620
OG0013614	Cg014G333330, Cg003G076250	El001G000450
OG0013615	Cg014G333350, Cg003G076230	El001G000430
OG0013616	Cg003G076220, Cg014G333360	El001G000410
OG0013617	Cg014G332650, Cg003G076950	El001G001140
OG0013618	Cg014G332570, Cg003G077060	El001G001220
OG0013619	Cg014G332560, Cg003G077070	El001G001230
OG0013620	Cg003G077160, Cg014G332450	El001G001320
OG0013621	Cg003G077190	El001G001350
OG0013622	Cg003G078060, Cg014G331630	El001G001560
OG0013623	Cg003G077780, Cg014G331860	El001G001880
OG0013624	Cg014G331900, Cg003G077720	El001G001940
OG0013625	Cg003G077670, Cg014G331950	El001G002160
OG0013626	Cg014G331970, Cg003G077650	El001G002140
OG0013627	Cg014G332080, Cg003G077530	El001G002180
OG0013628	Cg003G077460, Cg014G332160	El001G002250
OG0013629	Cg014G332170, Cg003G077450	El001G002260
OG0013630	Cg003G077390, Cg014G332230	El001G002350
OG0013631	Cg006G243660	El002G084430
OG0013632	Cg014G331320, Cg003G078320	El001G002870
OG0013633	Cg003G078730, Cg014G330810	El001G003250
OG0013634	Cg003G095020, Cg003G078930	El001G003490
OG0013636	Cg003G095040, Cg003G078910	El001G003470
OG0013637	Cg003G079010, Cg003G094940	El001G003570
OG0013638	Cg003G079040, Cg003G094900	El001G003600
OG0013639	Cg003G079120, Cg003G094820	El001G003720
OG0013640	Cg003G094700, Cg003G079310	El001G003860
OG0013641	Cg003G094670, Cg003G079330	El001G003880
OG0013642	Cg003G094550, Cg003G079460	El001G004030
OG0013643	Cg003G094450, Cg003G079560	El001G004150
OG0013644	Cg003G079570, Cg003G094440	El001G004160
OG0013645	Cg008G320390	El007G360300
OG0013646	Cg008G320240	El007G360100
OG0013647	Cg008G320210	El007G360040
OG0013648	Cg008G319920	El007G359910
OG0013649	Cg008G319650	El007G359660
OG0013650	Cg008G319430	El007G359230
OG0013651	Cg008G319130	El007G359050
OG0013652	Cg008G319020	El007G358980
OG0013653	Cg005G173540	El006G298890
OG0013654	Cg005G173480	El006G298830
OG0013655	Cg005G173420	El006G298770
OG0013656	Cg005G173400, Cg013G330380	El006G298750
OG0013657	Cg005G174360	El006G299930
OG0013658	Cg005G173740	El006G299120
OG0013659	Cg005G174200	El006G299630
OG0013660	Cg005G174270	El006G299800
OG0013661	Cg005G174500	El006G300100
OG0013662	Cg005G174530	El006G300110
OG0013663	Cg005G174650	El006G300260
OG0013664	Cg005G174710	El006G300300
OG0013665	Cg005G174760	El006G300380
OG0013666	Cg005G174800	El006G300440
OG0013667	Cg005G174960	El006G304250, El006G300620
OG0013668	Cg005G175460	El006G301280
OG0013669	Cg005G175490	El006G301310
OG0013670	Cg005G175640	El006G301460
OG0013671	Cg005G175810	El006G301680
OG0013672	Cg005G175870	El006G301750
OG0013673	Cg005G175940	El006G301850
OG0013674	Cg005G175970	El006G301900
OG0013675	Cg005G176100	El006G302040
