Orthogroup	Cardamine_glauca	Arabidopsis_thaliana
OG0015986	Cg008G305790	AT5G26060.1
OG0015987	Cg008G305770	AT5G26040.2
OG0015988	Cg008G305730	AT5G26010.1
OG0015989	Cg008G305610	AT5G25940.1
OG0015990	Cg008G304920	AT5G25320.1
OG0015991	Cg008G304780	AT5G25210.2
OG0015992	Cg008G304570	AT5G24920.1
OG0015993	Cg008G304520	AT5G24870.1
OG0015994	Cg008G304470	AT5G24820.1
OG0015995	Cg008G304400	AT5G24760.1
OG0015996	Cg008G304030	AT5G24320.2
OG0015997	Cg008G304060	AT5G24350.2
OG0015998	Cg008G304190	AT5G24490.1
OG0015999	Cg008G304200	AT5G24500.1
OG0016000	Cg008G303790	AT5G24140.1
OG0016001	Cg008G303730	AT5G24100.1
OG0016002	Cg008G303530	AT5G23880.1
OG0016003	Cg008G303490	AT5G23850.1
OG0016004	Cg008G303410	AT5G23730.1
OG0016005	Cg004G143650	AT2G04360.2
OG0016006	Cg008G303230	AT5G23520.1
OG0016007	Cg008G303170	AT5G23430.1
OG0016008	Cg008G302850	AT5G23120.2
OG0016009	Cg008G302780	AT5G23060.1
OG0016010	Cg003G108640	AT5G60940.1
OG0016011	Cg003G108660	AT5G60960.1
OG0016012	Cg002G071790	AT3G26850.1
OG0016013	Cg003G108850	AT5G61140.2
OG0016014	Cg003G109090	AT5G61370.1
OG0016015	Cg003G109110	AT5G61390.1
OG0016016	Cg003G109310	AT5G61580.1
OG0016017	Cg003G109400	AT5G61670.1
OG0016018	Cg003G109830	AT5G62030.1
OG0016019	Cg003G109870	AT5G62070.1
OG0016020	Cg003G110020	AT5G62220.1
OG0016021	Cg003G110120	AT5G62310.1
OG0016022	Cg003G110130	AT5G62320.1
OG0016023	Cg003G110350	AT5G62570.1
OG0016024	Cg003G110410	AT5G62630.1
OG0016025	Cg003G110530	AT5G62750.1
OG0016026	Cg003G110730	AT5G62900.1
OG0016027	Cg003G110820	AT5G62990.1
OG0016028	Cg003G110900	AT5G63080.1
OG0016029	Cg003G106360	AT5G58760.1
OG0016030	Cg003G106200	AT5G58610.3
OG0016031	Cg003G106130	AT5G58550.1
OG0016032	Cg003G106120	AT5G58540.1
OG0016033	Cg003G106060	AT5G58480.1
OG0016034	Cg003G106020	AT5G58450.1
OG0016035	Cg003G105820	AT5G58240.1
OG0016036	Cg003G105800	AT5G58220.1
OG0016037	Cg002G055520	AT3G51320.1
OG0016038	Cg002G055590	AT3G51250.1
OG0016039	Cg002G055760	AT3G51050.1
OG0016040	Cg002G056090	AT3G50770.1
OG0016041	Cg002G056400	AT3G50430.1
OG0016042	Cg002G056440	AT3G50400.1
OG0016043	Cg002G056480	AT3G50370.2
OG0016044	Cg002G056680	AT3G50240.1
OG0016045	Cg002G056780	AT3G50110.1
OG0016046	Cg002G056870	AT3G49990.1
OG0016047	Cg002G057140	AT3G49710.1
OG0016048	Cg002G057220	AT3G49640.1
OG0016049	Cg002G057270	AT3G49590.3
OG0016050	Cg008G304210	AT5G24520.1
OG0016051	Cg002G057580	AT3G49320.1
OG0016052	Cg002G057830	AT3G49070.1
OG0016053	Cg002G057920	AT3G48990.1
OG0016054	Cg002G057930	AT3G48980.2
OG0016055	Cg006G216540	AT1G29900.1
OG0016056	Cg002G058510	AT3G48440.1
OG0016057	Cg002G058540	AT3G48425.1
OG0016058	Cg002G058570	AT3G48380.3
OG0016059	Cg002G058650, Cg002G058630	AT3G48330.4
OG0016060	Cg002G058730	AT3G48240.1
OG0016061	Cg002G058780	AT3G48200.1
OG0016062	Cg003G110830	AT5G63000.1
OG0016063	Cg002G058870	AT3G48170.1
OG0016064	Cg002G058910	AT3G48120.1
OG0016065	Cg002G058990	AT3G48010.1
OG0016066	Cg002G059080	AT3G47930.1
OG0016067	Cg002G059140	AT3G47850.1
OG0016068	Cg002G059230	AT3G47800.1
OG0016069	Cg002G059350	AT3G47700.1
OG0016070	Cg002G059420	AT3G47620.1
OG0016071	Cg002G059430	AT3G47610.1
OG0016072	Cg002G059630	AT3G47490.4
OG0016073	Cg002G059670	AT3G47450.1
OG0016074	Cg002G059680	AT3G47440.1
OG0016075	Cg002G059690	AT3G47430.1
OG0016076	Cg002G059740	AT3G47400.1
OG0016077	Cg002G060060	AT3G46970.1
OG0016078	Cg002G060200	AT3G46870.2
OG0016079	Cg002G060260	AT3G46780.1
OG0016080	Cg002G060700	AT3G46580.1
OG0016081	Cg002G061490	AT3G45740.1
OG0016082	Cg002G062030	AT3G45400.1
OG0016083	Cg002G062090	AT3G45280.1
OG0016084	Cg002G063570	AT3G44380.1
OG0016085	Cg002G064580	AT3G43520.1
OG0016086	Cg002G064660	AT3G43300.1
OG0016087	Cg002G064820	AT3G43210.1
OG0016088	Cg002G064850	AT2G03140.12
OG0016089	Cg002G072660	AT3G26060.2
OG0016090	Cg002G066290	AT3G42950.1
OG0016091	Cg006G243780	AT1G02630.1
OG0016092	Cg007G268300	AT1G68185.2
OG0016093	Cg007G267410	AT1G67490.1
OG0016094	Cg007G268080	AT1G68090.1
OG0016095	Cg007G268330	AT1G68220.1
OG0016096	Cg007G267880	AT1G67900.1
OG0016097	Cg007G268840	AT1G68640.1
OG0016098	Cg007G269060	AT1G68820.4
OG0016099	Cg004G128240	AT3G12530.1
OG0016100	Cg007G268920	AT1G68720.1
OG0016101	Cg007G269160	AT1G68875.1
OG0016102	Cg007G269220	AT1G68930.1
OG0016103	Cg007G269230	AT1G68940.2
OG0016104	Cg007G269300	AT1G69020.2
OG0016105	Cg007G269310	AT1G69030.1
OG0016106	Cg007G269750	AT1G69200.1
OG0016107	Cg007G269560	AT1G69350.1
OG0016108	Cg007G269550	AT1G69360.1
OG0016109	Cg007G269850	AT1G69510.1
OG0016110	Cg007G269860	AT1G69520.2
OG0016111	Cg007G269980	AT1G69610.2
OG0016112	Cg007G270280	AT1G69860.1
OG0016113	Cg007G270410	AT1G69980.1
OG0016114	Cg007G270490	AT1G70070.1
OG0016115	Cg007G270610	AT1G70150.1
OG0016116	Cg007G270670	AT1G70200.1
OG0016117	Cg008G305850	AT5G26100.1
OG0016118	Cg007G271080	AT1G70630.3
OG0016119	Cg007G271110	AT1G70650.2
OG0016120	Cg007G271270	AT1G70820.1
OG0016121	Cg007G271370	AT1G70900.1
OG0016122	Cg007G271620	AT1G71100.1
OG0016123	Cg007G271640	AT1G71120.1
OG0016124	Cg007G271760	AT1G71240.1
OG0016125	Cg007G271790	AT1G71260.1
OG0016126	Cg007G271830	AT1G71340.1
OG0016127	Cg007G271920	AT1G71440.1
OG0016128	Cg007G271990	AT1G71500.1
OG0016129	Cg007G272030	AT1G71690.1
OG0016130	Cg007G272070	AT1G71696.2
OG0016131	Cg007G272080	AT1G71697.1
OG0016132	Cg007G272110	AT1G71730.1
OG0016133	Cg007G272120	AT1G71750.2
OG0016134	Cg007G272160	AT1G71790.1
OG0016135	Cg007G272180	AT1G71810.1
OG0016136	Cg007G272490	AT1G72100.1
OG0016137	Cg007G278760	AT1G78130.1
OG0016138	Cg007G278650	AT1G78010.1
OG0016139	Cg007G278620	AT1G77990.1
OG0016140	Cg007G278550	AT1G77890.1
OG0016141	Cg007G278290	AT1G77670.1
OG0016142	Cg007G278260	AT1G77630.1
OG0016143	Cg007G278090	AT1G77450.1
OG0016144	Cg007G278020	AT1G77380.1
OG0016145	Cg007G277890	AT1G77230.1
OG0016146	Cg007G277550	AT1G76920.1
OG0016147	Cg007G277410, Cg007G277420	AT1G76790.1
OG0016148	Cg007G277340	AT1G76710.3
OG0016149	Cg007G277260	AT1G76620.1
OG0016150	Cg007G277210	AT1G76560.1
OG0016151	Cg004G144910	AT2G05120.2
OG0016152	Cg007G277140	AT1G76470.1
OG0016153	Cg007G277120	AT1G76450.1
OG0016154	Cg007G277060	AT1G76400.1
OG0016155	Cg007G277050	AT1G76390.1
OG0016156	Cg007G276880	AT1G76240.1
OG0016157	Cg007G276860	AT1G76220.1
OG0016158	Cg007G276760	AT1G76150.1
OG0016159	Cg007G276710	AT1G76110.1
OG0016160	Cg007G276440	AT1G75850.1
OG0016161	Cg007G276210	AT1G75670.1
OG0016162	Cg007G276190	AT1G75640.1
OG0016163	Cg007G276130	AT1G75560.1
OG0016164	Cg006G203490	AT1G45474.1
OG0016165	Cg007G276010	AT1G75450.1
OG0016166	Cg007G275990	AT1G75430.1
OG0016167	Cg007G275950	AT1G75400.1
OG0016168	Cg007G275750	AT1G75260.1
OG0016169	Cg007G275560	AT1G75090.1
OG0016170	Cg007G275470	AT1G75010.1
OG0016171	Cg007G275390	AT1G74920.1
OG0016172	Cg007G275350	AT1G74880.1
OG0016173	Cg007G275260	AT1G74780.1
OG0016174	Cg007G275160	AT1G74680.1
OG0016175	Cg007G275110	AT1G74640.1
OG0016176	Cg007G275100	AT1G74630.2
OG0016177	Cg007G275040	AT1G74580.1
OG0016178	Cg007G275000	AT1G74530.3
OG0016179	Cg007G274770	AT1G74330.1
OG0016180	Cg007G274760	AT1G74320.1
OG0016181	Cg007G274710	AT1G74250.1
OG0016182	Cg007G274510	AT1G74030.1
OG0016183	Cg007G274430	AT1G73965.1
OG0016185	Cg007G274060	AT1G73655.1
OG0016186	Cg007G273820	AT1G73380.1
OG0016187	Cg007G273780	AT1G73340.1
OG0016188	Cg007G273760	AT1G73320.1
OG0016189	Cg007G273600	AT1G73170.3
OG0016190	Cg007G273580	AT1G73140.1
OG0016191	Cg007G273550	AT1G73110.1
OG0016192	Cg007G273530	AT1G73090.2
OG0016193	Cg007G273500	AT1G73060.1
OG0016194	Cg007G273430	AT1G72990.1
OG0016195	Cg007G273160	AT1G72680.1
OG0016196	Cg007G273010	AT1G72520.1
OG0016197	Cg007G272980	AT1G72500.1
OG0016198	Cg007G272960	AT1G72480.1
OG0016199	Cg007G279460	AT1G78810.1
OG0016200	Cg007G279570	AT1G78910.1
OG0016201	Cg007G279580	AT1G78915.3
OG0016202	Cg007G279610	AT1G78930.1
OG0016203	Cg007G279660	AT1G78980.1
OG0016205	Cg007G280210	AT1G79560.1
OG0016206	Cg007G280360	AT1G79710.1
OG0016207	Cg007G280470	AT1G80870.1
OG0016208	Cg007G281330	AT1G80180.1
OG0016209	Cg007G281340	AT1G80170.1
OG0016210	Cg007G281440	AT1G80100.3
OG0016211	Cg007G281460	AT1G80080.1
OG0016212	Cg007G281510	AT1G80030.1
OG0016213	Cg007G281660	AT1G79900.1
OG0016214	Cg007G281750	AT1G79750.1
OG0016215	Cg007G281800	AT1G79800.1
OG0016216	Cg007G281810	AT3G27750.1
OG0016217	Cg007G281820	AT1G79810.1
OG0016218	Cg004G128530	AT3G12810.1
OG0016219	Cg004G128700	AT3G12950.1
OG0016220	Cg004G128910	AT3G13110.1
OG0016221	Cg004G128960	AT3G13150.1
OG0016222	Cg004G129410	AT3G13550.1
OG0016223	Cg004G147300, Cg004G129550	AT3G13677.1
OG0016224	Cg004G129570	AT3G13682.1
OG0016225	Cg004G129670	AT3G13780.1
OG0016226	Cg004G129970	AT3G14010.5
OG0016228	Cg004G130870	AT3G14760.1
OG0016229	Cg004G130990	AT3G14860.2
OG0016230	Cg004G131220	AT3G15080.1
OG0016231	Cg004G131770	AT3G15410.2
OG0016232	Cg004G131900	AT3G15520.1
OG0016233	Cg004G132110	AT3G15700.1
OG0016234	Cg004G132280	AT3G15900.1
OG0016235	Cg004G132310	AT3G15940.1
OG0016236	Cg004G132570	AT3G16190.1
OG0016237	Cg004G132640	AT3G16260.1
OG0016238	Cg004G132650	AT3G16270.1
OG0016239	Cg004G132660	AT3G16280.2
OG0016240	Cg004G132690	AT3G16310.1
OG0016242	Cg004G132990	AT3G16565.3
OG0016244	Cg004G133360	AT3G16900.1
OG0016245	Cg004G133370	AT3G16910.1
OG0016246	Cg004G133410	AT3G16940.1
OG0016247	Cg004G133450	AT3G17000.1
OG0016248	Cg004G133480	AT3G17030.1
OG0016249	Cg004G133660	AT3G17180.1
OG0016250	Cg004G133900	AT3G17380.1
OG0016251	Cg004G133990	AT3G17450.1
OG0016252	Cg004G134020	AT3G17470.2
OG0016253	Cg004G134110	AT3G17590.2
OG0016254	Cg004G134450	AT3G17880.1
OG0016255	Cg004G134500	AT3G17930.1
OG0016256	Cg004G134570	AT3G18020.1
OG0016257	Cg004G134620	AT3G18060.1
OG0016258	Cg004G134680	AT3G18110.1
OG0016259	Cg004G135030	AT3G18370.1
OG0016260	Cg004G135180	AT3G18524.1
OG0016261	Cg004G135330	AT3G18670.2
OG0016262	Cg004G135560	AT3G18840.2
OG0016264	Cg004G135780	AT3G19120.1
OG0016265	Cg004G135860	AT3G19190.2
OG0016266	Cg004G136370	AT3G19615.1
OG0016267	Cg004G136390	AT3G19630.1
OG0016268	Cg004G136480	AT3G19700.1
OG0016269	Cg004G136570	AT3G19800.1
OG0016270	Cg004G136590, Cg004G136580	AT3G19810.1
OG0016271	Cg004G136690	AT3G19900.1
OG0016272	Cg004G137360	AT3G20480.1
OG0016273	Cg007G248220	AT1G62260.1
OG0016274	Cg004G137590	AT3G20680.1
OG0016275	Cg004G137610	AT3G20720.2
OG0016276	Cg004G137690	AT3G20790.1
OG0016277	Cg004G142660	AT3G24730.1
OG0016278	Cg004G138610	AT3G21570.1
OG0016279	Cg004G138480	AT3G21430.2
OG0016280	Cg004G138390	AT3G21380.1
OG0016281	Cg004G139190	AT3G22060.1
OG0016282	Cg004G139430	AT3G22210.1
OG0016283	Cg004G139670	AT3G22440.1
OG0016284	Cg004G140530	AT3G23160.1
OG0016285	Cg004G140680	AT3G23240.1
OG0016286	Cg004G140950	AT3G23440.1
OG0016287	Cg004G141590	AT3G24220.1
OG0016288	Cg004G141770	AT3G24060.1
OG0016289	Cg004G141790	AT3G24040.1
OG0016290	Cg004G141820	AT3G24010.1
OG0016291	Cg004G142340	AT3G24495.1
OG0016292	Cg004G142470	AT3G24560.2
OG0016293	Cg004G142540	AT3G24590.2
OG0016294	Cg005G187790	AT2G25605.1
OG0016295	Cg004G142850	AT3G25060.1
OG0016296	Cg004G142790	AT3G24860.1
OG0016297	Cg004G142950	AT3G25150.2
OG0016298	Cg004G143370	AT2G04039.3
OG0016299	Cg004G143240	AT3G25430.1
OG0016300	Cg004G144530	AT2G04842.1
OG0016301	Cg004G144030	AT2G04560.1
OG0016302	Cg004G146780	AT2G22650.1
OG0016303	Cg003G099360	AT5G52580.2
OG0016304	Cg004G147930	AT2G13610.1
OG0016305	Cg004G146510	AT2G06850.1
OG0016306	Cg004G145700	AT2G05755.1
OG0016307	Cg004G147900	AT2G13560.1
OG0016308	Cg004G147040	AT2G10970.1
OG0016309	Cg004G148070	AT2G13810.1
OG0016310	Cg004G148170	AT2G13840.1
OG0016311	Cg004G148180	AT2G14045.1
OG0016312	Cg004G148200	AT2G14050.1
OG0016313	Cg004G148250	AT2G14095.1
OG0016314	Cg004G148260	AT2G14110.1
OG0016315	Cg004G148350	AT2G14247.1
OG0016316	Cg004G148380	AT2G14260.1
OG0016317	Cg004G148470	AT2G14530.1
OG0016318	Cg004G148750	AT2G14620.1
OG0016319	Cg001G033080	AT5G34850.1
OG0016320	Cg004G150530, Cg004G149600	AT2G15090.1
OG0016321	Cg004G150920, Cg004G149740	AT2G15230.1
OG0016322	Cg004G149860, Cg004G150840	AT2G15280.1
OG0016323	Cg004G150800, Cg004G149930	AT2G15310.1
OG0016324	Cg004G149940, Cg004G150790	AT2G15320.1
OG0016325	Cg004G151350	AT2G15680.1
OG0016326	Cg004G152240	AT2G16440.1
OG0016327	Cg004G152550	AT2G16700.1
OG0016328	Cg004G152700	AT2G16800.1
OG0016329	Cg004G152740	AT2G16860.1
OG0016330	Cg004G153000	AT2G17110.1
OG0016331	Cg004G153100	AT2G17230.1
OG0016332	Cg004G153710	AT2G17670.1
OG0016333	Cg004G154050	AT2G17970.1
OG0016334	Cg004G154070	AT2G17975.1
OG0016335	Cg004G154220	AT2G18100.1
OG0016336	Cg004G154720	AT2G18540.2
OG0016337	Cg004G154560	AT2G18370.1
OG0016338	Cg004G154500	AT2G18328.1
OG0016339	Cg004G154450	AT2G18290.1
OG0016340	Cg004G154360	AT2G18220.1
OG0016341	Cg004G155100	AT2G18876.1
OG0016342	Cg004G151560, Cg001G035660	AT2G19130.1
OG0016343	Cg004G155650	AT2G19330.1
OG0016344	Cg004G155690	AT2G19385.1
OG0016345	Cg004G156020	AT2G19710.1
OG0016346	Cg004G156190	AT2G19870.1
OG0016347	Cg004G156210	AT2G19900.1
OG0016348	Cg004G156330	AT2G20010.2
OG0016349	Cg004G156470	AT2G20110.2
OG0016350	Cg004G156480	AT2G20120.1, AT2G20130.1
OG0016351	Cg004G156610	AT2G20270.2
OG0016353	Cg004G157140	AT2G20725.1
OG0016354	Cg004G157320	AT2G20870.1
OG0016355	Cg006G194400	AT1G55910.1
OG0016356	Cg006G194430	AT1G55880.1
OG0016357	Cg006G194500	AT1G55830.2
OG0016358	Cg006G194570	AT1G55760.1
OG0016359	Cg006G194690	AT1G55590.1
OG0016360	Cg006G194760	AT1G55540.2
OG0016361	Cg006G194920	AT1G55320.1
OG0016362	Cg006G195060	AT1G55180.1
OG0016363	Cg006G195140	AT1G55120.1
OG0016364	Cg004G129760	AT3G13845.1
OG0016365	Cg006G195430	AT1G54090.1
OG0016366	Cg004G130260	AT3G14170.2
OG0016367	Cg006G195790	AT1G53820.1
OG0016368	Cg006G195920	AT1G53670.1
OG0016369	Cg006G196400	AT1G53270.1
OG0016370	Cg006G196540	AT1G53163.1
OG0016371	Cg006G196700	AT1G53010.1
OG0016372	Cg006G196930	AT1G52780.1
OG0016373	Cg006G196940	AT1G52770.1
OG0016374	Cg006G196970	AT1G52750.1
OG0016375	Cg006G197140	AT1G52640.1
OG0016376	Cg006G197180	AT1G52590.1
OG0016377	Cg006G197280	AT1G52530.1
OG0016378	Cg006G197420	AT1G52320.2
OG0016379	Cg006G197440	AT1G52310.1
OG0016380	Cg006G197500	AT1G52220.1
OG0016381	Cg006G197520	AT1G52190.1
OG0016382	Cg006G197530	AT1G52160.1
OG0016383	Cg006G198850	AT1G50940.1
OG0016384	Cg006G198660	AT1G51100.1
OG0016385	Cg006G198650	AT1G51110.1
OG0016386	Cg006G198490	AT2G22410.1
OG0016387	Cg006G198380	AT1G51380.1
OG0016388	Cg006G198310	AT1G51450.1
OG0016389	Cg006G198300	AT1G51460.1
OG0016390	Cg006G199120	AT1G50650.1
OG0016391	Cg006G199160	AT1G50620.1
OG0016392	Cg006G199210	AT1G50575.1
OG0016393	Cg006G199570	AT1G50140.1
OG0016394	Cg006G199660	AT1G50000.1
OG0016395	Cg006G199690	AT1G49980.1
OG0016396	Cg006G199720	AT1G49960.1
OG0016397	Cg006G199770	AT1G49870.1
OG0016398	Cg006G200140	AT1G49490.2
OG0016399	Cg006G200170	AT1G49475.1
OG0016400	Cg006G200180	AT1G49470.1
OG0016401	Cg006G200190	AT1G49450.1
OG0016402	Cg006G200220	AT1G49410.1
OG0016403	Cg006G200360	AT1G49270.1
OG0016404	Cg006G201330	AT1G48570.1
OG0016405	Cg006G201430	AT1G48450.1
OG0016406	Cg006G201500	AT1G48380.2
OG0016407	Cg006G201580	AT1G48310.2
OG0016408	Cg006G201690	AT1G48170.1
OG0016409	Cg006G201760	AT1G48120.1
OG0016410	Cg006G201780	AT1G48100.1
OG0016411	Cg006G201800	AT1G48050.1
OG0016412	Cg006G201920	AT1G47990.1
OG0016413	Cg001G024960	AT4G16270.1
OG0016414	Cg001G025100	AT4G16150.1
OG0016415	Cg001G025250	AT4G16070.3
OG0016416	Cg001G025560	AT4G15780.1
OG0016417	Cg001G025580	AT4G15765.1
OG0016418	Cg001G025590	AT4G15760.2
OG0016419	Cg005G171850	AT2G34740.1
OG0016420	Cg006G215890	AT1G30540.1
OG0016422	Cg002G054920	AT3G51920.1
OG0016423	Cg002G054800	AT3G52050.3
OG0016424	Cg002G054580	AT3G52200.2
OG0016425	Cg002G054500	AT3G52280.2
OG0016426	Cg002G054280	AT3G52520.1
OG0016427	Cg002G054150	AT3G52610.1
OG0016428	Cg002G054140	AT3G52620.1
OG0016429	Cg002G054120	AT3G52640.2
OG0016430	Cg002G053530	AT3G53090.1
OG0016431	Cg004G123620	AT3G07530.4
OG0016432	Cg006G228220	AT1G17760.1
OG0016433	Cg002G053180	AT3G53380.1
OG0016434	Cg002G052620	AT3G53940.1
OG0016435	Cg002G052610	AT3G53950.1
OG0016436	Cg002G055010	AT3G51830.1
OG0016437	Cg002G054950	AT3G51890.1
OG0016438	Cg002G055050	AT3G51790.1
OG0016439	Cg002G055100	AT3G51740.1
OG0016440	Cg002G055220	AT3G51630.1
OG0016441	Cg006G222380	AT1G23480.1
OG0016442	Cg002G055240	AT3G51610.1
OG0016443	Cg002G055230	AT3G51620.2
OG0016444	Cg002G052080	AT3G54500.3
OG0016445	Cg002G051940	AT3G54640.1
OG0016446	Cg002G051730	AT3G54830.1
OG0016447	Cg002G051680	AT3G54860.2
OG0016448	Cg002G051660	AT3G54880.1
OG0016449	Cg002G051190	AT3G55330.1
OG0016450	Cg002G051150	AT3G55360.1
OG0016451	Cg002G051080	AT3G55390.1
OG0016452	Cg002G050290	AT3G56040.1
OG0016453	Cg002G050190	AT3G56130.1
OG0016454	Cg002G050080	AT3G56230.1
OG0016455	Cg002G050050	AT3G56260.2
OG0016456	Cg002G049910	AT3G56410.2
OG0016457	Cg002G049640	AT3G56650.1
OG0016458	Cg002G049570	AT3G56740.1
OG0016459	Cg002G049390	AT3G56900.1
OG0016460	Cg002G049240	AT3G57030.1
OG0016461	Cg002G049120	AT3G57140.1
OG0016462	Cg002G048770	AT3G57540.1
OG0016463	Cg002G048730	AT3G57570.1
OG0016464	Cg002G048690	AT3G57630.1
OG0016465	Cg002G048520	AT3G57760.1
OG0016466	Cg002G048460	AT3G57810.2
OG0016467	Cg002G048450	AT3G57830.1
OG0016468	Cg002G048300	AT3G58010.1
OG0016469	Cg002G051980	AT3G54600.1
OG0016470	Cg002G047890	AT3G58460.2
OG0016471	Cg002G047880	AT3G58470.1
OG0016472	Cg002G047810	AT3G58530.1
OG0016473	Cg002G047510	AT3G58830.2
OG0016474	Cg002G047110	AT3G59380.1
OG0016475	Cg002G046980	AT3G59520.1
OG0016476	Cg002G046810	AT3G59760.1
OG0016477	Cg004G144870	AT2G04940.1
OG0016478	Cg002G046650	AT3G59940.1
OG0016479	Cg002G046610	AT3G59980.1
OG0016480	Cg002G046440	AT3G60160.1
OG0016481	Cg002G046260	AT3G60340.1
OG0016482	Cg002G046090	AT3G60510.3
OG0016483	Cg002G045770	AT3G60850.1
OG0016484	Cg002G045590	AT3G61170.1
OG0016485	Cg002G045330	AT3G61410.3
OG0016486	Cg002G045240	AT3G61490.4
OG0016487	Cg002G045190	AT3G61550.1
OG0016488	Cg002G045080	AT3G61660.2
OG0016489	Cg002G044900	AT3G61780.1
OG0016490	Cg002G044790	AT3G61870.1
OG0016491	Cg002G044620	AT3G62020.1
OG0016492	Cg002G044410	AT3G62200.1
OG0016493	Cg002G044280	AT3G62360.1
OG0016494	Cg002G044270	AT3G62370.1
OG0016495	Cg002G043890	AT3G62820.1
OG0016496	Cg002G043930	AT3G62780.1
OG0016498	Cg002G043620	AT3G63090.1
OG0016499	Cg002G043590	AT3G63120.1
OG0016500	Cg002G043440	AT3G63270.1
OG0016501	Cg002G043420	AT3G63290.1
OG0016502	Cg002G043410	AT3G63300.1
OG0016503	Cg002G043400	AT3G63310.1
OG0016505	Cg002G043290	AT3G63430.1
OG0016506	Cg002G043250	AT3G63470.1
OG0016507	Cg002G043230	AT3G63490.1
OG0016508	Cg002G043190	AT3G63530.1
OG0016509	Cg002G043180	AT3G63540.1
OG0016510	Cg006G194240	AT1G56080.1
OG0016511	Cg006G197320	AT1G52420.1
OG0016513	Cg001G025480	AT4G15840.1
OG0016515	Cg001G029990	AT3G24535.1
OG0016516	Cg002G055850	AT3G50940.1
OG0016517	Cg002G053620	AT3G53040.1
OG0016518	Cg002G052740	AT3G53800.1
OG0016519	Cg002G048510	AT3G57780.1
OG0016520	Cg002G048350	AT3G57970.1
OG0016522	Cg002G046860	AT3G59690.1
OG0016523	Cg005G191620	AT2G23120.1
OG0016524	Cg002G046300	AT3G60310.1
OG0016525	Cg002G045610	AT3G61150.1
OG0016526	Cg002G044830	AT3G61840.1
OG0016527	Cg001G024890	AT4G16350.1
OG0016528	Cg008G323120	AT5G45910.1
OG0016530	Cg008G325350	AT5G47750.1
OG0016531	Cg008G321370	AT5G44780.1
OG0016533	Cg005G171600	AT2G35010.1
OG0016535	Cg005G168070	AT2G38300.1
OG0016537	Cg005G185160	AT2G47090.1
OG0016538	Cg005G191800	AT2G22941.1
OG0016539	Cg007G278070	AT1G77420.1
OG0016540	Cg001G033880	AT5G35740.1
OG0016541	Cg001G013170	AT4G27520.1
OG0016542	Cg001G007490	AT4G32840.1
OG0016543	Cg003G095400	AT5G50290.1
OG0016545	Cg001G000140	AT4G38230.2
OG0016546	Cg006G244300	AT1G01110.2
OG0016547	Cg006G241880	AT1G04550.2
OG0016548	Cg006G240340	AT1G05880.2
OG0016549	Cg006G238860	AT1G07280.1
OG0016550	Cg006G237160	AT1G08860.1
OG0016552	Cg006G235590	AT1G10450.3
OG0016553	Cg006G234720	AT1G11220.2, AT1G11230.2
OG0016555	Cg006G233890	AT1G11990.2
OG0016557	Cg006G231180	AT1G14688.1
OG0016559	Cg006G228450	AT1G17510.1
OG0016560	Cg006G228160	AT1G17830.1
OG0016561	Cg006G226250	AT1G19790.1
OG0016562	Cg006G225420	AT1G20610.1
OG0016563	Cg007G270540	AT1G70100.3
OG0016564	Cg007G268640	AT1G68480.1
OG0016565	Cg007G267770	AT1G67790.1
OG0016566	Cg007G248900	AT1G61640.1
OG0016568	Cg003G087460	AT5G42540.2
OG0016569	Cg004G141390	AT3G23760.1
OG0016570	Cg004G131540	AT3G15250.1
OG0016571	Cg004G127410	AT3G11640.1
OG0016572	Cg004G126560	AT3G10820.2
OG0016573	Cg004G125470	AT3G09870.1
OG0016575	Cg004G122150	AT3G06230.1
OG0016576	Cg004G116970	AT3G01175.1
OG0016577	Cg008G282760	AT5G01110.2
OG0016578	Cg008G284910	AT5G04150.1
OG0016579	Cg008G286770	AT5G05965.1
OG0016580	Cg008G287340	AT5G06510.1
OG0016581	Cg008G287480	AT5G06670.1
OG0016582	Cg008G288000	AT5G07190.1
OG0016584	Cg006G210460	AT1G34420.1
OG0016585	Cg006G212040	AT1G33475.1
OG0016586	Cg006G212900	AT1G33030.1
OG0016587	Cg001G017370	AT4G23520.1
OG0016588	Cg001G019050	AT4G21930.1
OG0016589	Cg006G204110	AT1G44890.1
OG0016591	Cg001G023850	AT4G17150.1
OG0016592	Cg006G218750	AT1G27960.1
OG0016594	Cg005G174790	AT2G31900.2
OG0016595	Cg005G175800	AT2G30940.2
OG0016596	Cg005G176130	AT2G30575.1
OG0016597	Cg005G180160	AT2G27580.1
OG0016598	Cg008G288730	AT5G07930.3
OG0016599	Cg008G289930	AT5G09540.1
OG0016600	Cg008G290530	AT5G10110.1
OG0016601	Cg008G291630	AT5G11190.1
OG0016602	Cg008G293030	AT5G12890.1
OG0016603	Cg008G293730	AT5G13600.1
OG0016604	Cg008G294010	AT5G13880.2
OG0016605	Cg008G306540	AT5G27030.2
OG0016606	Cg008G311610	AT5G48650.1
OG0016607	Cg008G309910, Cg008G311720	AT5G48590.1
OG0016608	Cg001G038030	AT5G38320.1
OG0016609	Cg002G057960	AT3G48950.1
OG0016610	Cg006G221460	AT1G27080.1
OG0016611	Cg003G105780	AT5G58200.2
OG0016612	Cg003G107120	AT5G59470.1
OG0016613	Cg008G304390	AT5G24750.1
OG0016616	Cg006G220040	AT1G25340.3
