Orthogroup	Cardamine_glauca	Brassica_napus
OG0012661	Cg006G198190	XP_013655553.1, XP_013723679.2
OG0012662	Cg006G198780, Cg006G198810	XP_022576047.1, XP_048636970.1
OG0012663	Cg006G198700	XP_022559198.1, XP_048635516.1, XP_013727172.2
OG0012664	Cg006G199010	XP_048616361.1, XP_048637777.1
OG0012665	Cg006G199100	XP_022561049.1, XP_048637784.1
OG0012666	Cg006G199110	XP_022560315.2, XP_048616357.1
OG0012667	Cg006G199340	XP_048637799.1, XP_013702713.1
OG0012668	Cg006G199710	XP_013735849.1, XP_013681071.1
OG0012669	Cg006G199760	XP_013740904.2, XP_022553549.2
OG0012670	Cg006G199820	XP_048593520.1, XP_048621631.1
OG0012671	Cg006G200200	NP_001302847.1, XP_048635542.1, XP_048615064.1
OG0012672	Cg006G198670	XP_013723625.3, XP_013693126.1
OG0012673	Cg006G200880	XP_048636322.1, XP_048635555.1, XP_013727322.2
OG0012674	Cg006G200710	XP_013655570.2, XP_013719988.1
OG0012675	Cg006G200800	XP_013677495.2, XP_048637953.1
OG0012676	Cg006G201360	XP_013655457.2, XP_022560522.2
OG0012677	Cg006G201460	XP_013702387.1, XP_048637972.1
OG0012678	Cg006G201590	XP_013655610.2, XP_048620475.1
OG0012679	Cg006G201600	XP_013641193.2, XP_013649070.2
OG0012680	Cg001G025040	XP_013738169.1, XP_013706179.2
OG0012681	Cg001G025080	XP_022550604.1
OG0012682	Cg001G025260	XP_013746663.3, XP_013746665.1, XP_013715187.1
OG0012683	Cg001G025440	XP_013742930.2, XP_013715227.2
OG0012684	Cg001G025470	XP_048602128.1, XP_013744021.3
OG0012685	Cg001G025500	XP_013742922.1, XP_013715182.3
OG0012686	Cg005G171730	XP_048636611.1, XP_048629217.1, XP_013738479.2
OG0012687	Cg005G172080	XP_048609515.1, XP_013747387.2
OG0012689	Cg002G054880	XP_022573725.1, XP_013686705.1
OG0012690	Cg002G054850	XP_013698956.2, XP_013663173.2
OG0012691	Cg002G054680	XP_013663158.1, XP_013698845.2
OG0012692	Cg002G054470	XP_013686684.1, XP_013742738.2
OG0012693	Cg002G054410	XP_013686678.1, XP_013742116.1
OG0012694	Cg002G054320	XP_013663140.1, XP_022546808.2
OG0012696	Cg002G053900	XP_013663122.2, XP_013663256.2
OG0012697	Cg002G053650	XP_013681134.1, XP_013663241.1, XP_013663102.2
OG0012698	Cg002G053240	XP_022546564.2, XP_013730232.1
OG0012699	Cg002G053080	XP_013659193.1, XP_013675398.1
OG0012700	Cg008G304480	XP_013643702.2, XP_013676150.1
OG0012701	Cg002G052650	XP_013675845.2, XP_013742568.1
OG0012702	Cg002G052550	XP_013664131.2, XP_013742557.1
OG0012703	Cg002G055150	XP_013745635.2, XP_048618603.1, XP_013741283.2
OG0012704	Cg002G052290	XP_013742478.2, XP_013727619.1
OG0012705	Cg002G052100	XP_048610849.1, XP_013712262.1, XP_013712638.2
OG0012706	Cg002G051670	XP_013698824.1, XP_013708080.1
OG0012707	Cg002G051570	XP_013736862.1, XP_013708568.1
OG0012708	Cg002G050860, Cg002G051070	XP_022569669.2, XP_013710397.2
OG0012709	Cg002G050910	XP_013655897.1, XP_013712075.2
OG0012710	Cg002G050840	XP_013655901.2, XP_013708692.2
OG0012711	Cg002G050740	XP_013655911.2, XP_048597125.1
OG0012712	Cg002G050650	XP_013655918.1, XP_048597128.1
OG0012713	Cg002G049990	XP_013663287.2, XP_013663432.2
OG0012714	Cg002G049970	XP_013663428.2, XP_013663288.2
OG0012715	Cg002G049710	XP_013663409.2, XP_013663306.2
OG0012716	Cg002G049700	XP_013742195.1, XP_013663308.2, XP_013663413.2
OG0012717	Cg002G049680	XP_013663311.2, XP_013663406.2
OG0012718	Cg002G049490	XP_048620687.1, XP_013663386.2
OG0012719	Cg002G049480	XP_048596494.1, XP_048620686.1
OG0012720	Cg001G033170	XP_013748496.1, XP_013642142.2
OG0012721	Cg002G049140	XP_013743022.2
OG0012722	Cg005G181180	XP_013707932.2, XP_048597170.1
OG0012723	Cg002G049080	XP_013663338.2, XP_013708118.1
OG0012724	Cg002G048980	XP_013742170.1, XP_048597173.1, XP_048620703.1
OG0012725	Cg002G048390	XP_013728410.1, XP_048593027.1
OG0012726	Cg002G047760	XP_048634289.1, XP_013728886.2
OG0012727	Cg002G047750	XP_048609681.1, XP_013728925.1
OG0012728	Cg005G163230	XP_013657031.1, XP_013673092.1
OG0012729	Cg002G047410	XP_022564012.1, XP_022546922.2
OG0012730	Cg002G047390	XP_013663691.1, XP_022546923.2
OG0012731	Cg002G046870	XP_013659998.2, XP_048597247.1
OG0012732	Cg002G046790	XP_013648288.2, XP_013701847.2
OG0012733	Cg002G046120	XP_013647824.1, XP_013710011.1
OG0012734	Cg002G046110	XP_048591629.1, XP_013710292.1, XP_013710251.2
OG0012735	Cg002G045780	XP_013699254.2
OG0012736	Cg002G044570	XP_013712566.2, XP_022564652.1
OG0012737	Cg002G044300	XP_013749449.1
OG0012738	Cg002G044120	XP_048597336.1, XP_013749441.1
OG0012739	Cg002G043900	XP_013746305.1, XP_013670036.2
OG0012740	Cg002G043540	XP_013741836.2, XP_022556533.1
OG0012741	Cg002G043470	XP_048620914.1, XP_048597364.1
OG0012743	Cg005G186760	XP_013744050.2, XP_013697257.2
OG0012744	Cg006G199910	XP_048637929.1, XP_048617638.1
OG0012746	Cg002G052280	XP_013727621.1
OG0012750	Cg002G046170	XP_013703006.1, XP_048591523.1, XP_013703004.1, XP_048591627.1, XP_048634268.1, XP_048609617.1
OG0012751	Cg006G243590	XP_013694088.1, XP_013719197.1
OG0012752	Cg008G322890	XP_013661864.2, XP_013703677.1, XP_022543754.2
OG0012753	Cg005G187170, Cg005G187200, Cg005G187090	XP_013664002.2, XP_013709889.1
OG0012755	Cg005G164640	XP_013734482.2, XP_048608621.1, XP_013727335.2, XP_013727340.1
OG0012756	Cg007G279430	XP_013650131.2
OG0012757	Cg007G278030	XP_048592298.1, XP_048617483.1
OG0012758	Cg007G275360	XP_013648880.2, XP_013680610.2
OG0012759	Cg001G011880	XP_013697490.2, XP_022559009.2
OG0012760	Cg001G011830	XP_013668623.1, XP_013668621.1, XP_048599553.1, XP_013651279.2
OG0012761	Cg008G283370	XP_013670848.2
OG0012762	Cg008G286340	XP_013704805.1, XP_013640703.2, XP_048608300.1
OG0012764	Cg001G002490	XP_048607486.1, XP_013655010.2, XP_048633087.1, XP_022562957.2
OG0012765	Cg006G242100, Cg006G242090	XP_013666491.2, XP_013695092.1
OG0012766	Cg006G239800	XP_013716289.1, XP_013723219.2, XP_013696408.1
OG0012767	Cg006G237870	XP_013729506.1, XP_048594248.1, XP_013709919.2, XP_013646466.2
OG0012768	Cg006G224000	XP_048618699.1, XP_013728288.1, XP_048594011.1
OG0012771	Cg003G076900, Cg014G332700	XP_048625472.1, XP_022571036.1
OG0012774	Cg004G154820	XP_022561804.2, XP_048595605.1, XP_013681407.1, XP_022546588.2
OG0012776	Cg004G136050	XP_048630720.1, XP_013724527.2, XP_013714872.1, XP_048600482.1, XP_013641516.2
OG0012777	Cg004G131750	XP_013721564.1, XP_013693769.1, XP_013684836.2, XP_013736307.1
OG0012778	Cg004G128540	XP_013651974.1, XP_022547794.1, XP_013670431.2
OG0012779	Cg004G126640	XP_022575545.2, XP_013640217.1
OG0012780	Cg008G287320	XP_048602653.1, XP_013718947.1, XP_048623187.1, XP_013715400.2
OG0012781	Cg001G033560	XP_048622721.1, XP_022546448.2
OG0012782	Cg005G193290	XP_048631902.1, XP_048608780.1
OG0012783	Cg002G057450	XP_022546811.2
OG0012784	Cg001G023790	XP_013742003.1, XP_013737324.1, XP_048622789.1, XP_013671334.1
OG0012785	Cg006G202740	XP_013666822.2, XP_013660674.1
OG0012786	Cg007G261240	XP_013647640.2, XP_013692160.1, XP_048626800.1
OG0012787	Cg005G179600	XP_013692158.1, XP_013647627.2
OG0012788	Cg008G288550	XP_013702940.2, XP_013745655.2
OG0012789	Cg008G293920	XP_013727349.1, XP_048625999.1, XP_048598291.1
OG0012790	Cg008G294050	XP_013727437.1, XP_022572670.2
OG0012791	Cg008G295540	XP_013740187.1, XP_013740169.1, XP_013720918.1, XP_013666148.1
OG0012792	Cg003G091230	XP_013667829.1, XP_048598226.1
OG0012793	Cg008G297480	XP_013682403.1, XP_013665395.2, XP_048604939.1, XP_013652423.2
OG0012794	Cg002G072900	XP_013720538.1, XP_013647536.1, XP_013675104.2
OG0012795	Cg003G104350	XP_013732890.1, XP_048608238.1, XP_013732233.1
OG0012796	Cg003G105380	XP_022565350.1, XP_048598906.1, XP_013684155.1
OG0012800	Cg008G300750	XP_013730978.2, XP_013680535.2
OG0012801	Cg003G108990	XP_048603206.1, XP_013741510.3, XP_048617984.1, XP_013739582.2
OG0012802	Cg006G210930	XP_048606514.1
OG0012804	Cg006G222580	XP_013694568.1, XP_013739895.1
OG0012805	Cg006G219190	XP_013657163.1, XP_013659836.1, XP_048622034.1
OG0012806	Cg001G033210, Cg001G033200	XP_048628076.1, XP_013643344.1
OG0012807	Cg006G205030, Cg006G204990, Cg006G205010	XP_013708021.2, XP_013695555.1
OG0012808	Cg007G273270	XP_048608270.1
OG0012810	Cg005G192610, Cg005G192480	XP_048597484.1, XP_048633570.1, XP_013671399.2
OG0012811	Cg021G335490, Cg019G335140, Cg019G334990, Cg021G335530, Cg021G335650	XP_048626065.1
OG0012813	Cg008G285410, Cg008G285400, Cg008G285390	XP_013668419.1, XP_048624313.1, XP_048623261.1, XP_048624179.1, XP_013668221.1
OG0012814	Cg008G292440	XP_013651747.2, XP_013669998.1, XP_048603785.1, XP_048602793.1
OG0012816	Cg008G298110	XP_048603786.1, XP_022571528.1, XP_022551135.2, XP_013722336.1, XP_048598176.1
OG0012817	Cg008G299080	XP_013683721.2, XP_048627241.1
OG0012818	Cg008G302660	XP_048628010.1, XP_013713476.1, XP_013666229.1
OG0012819	Cg001G014260	XP_013706090.1, XP_013741551.2
OG0012820	Cg001G023570, Cg001G021900	XP_013739892.1, XP_048620307.1, XP_013741602.1
OG0012822	Cg008G312010	XP_013721360.1, XP_013675192.1
OG0012823	Cg008G310020, Cg008G311800	XP_013721331.2, XP_013677716.1, XP_013644312.2, XP_048591224.1
OG0012824	Cg008G310520, Cg008G308870	XP_013721237.1, XP_013675384.1, XP_048618175.1, XP_013647373.2
OG0012827	Cg003G076730, Cg014G332840	XP_013660340.2, XP_013662629.1, XP_013693673.1
OG0012828	Cg007G280320	XP_048608464.1, XP_013676848.2, XP_013650295.2, XP_013727016.1
OG0012836	Cg001G012550	XP_013671670.2, XP_048600279.1
OG0012837	Cg001G012370	XP_013750396.2, XP_013671677.1
OG0012838	Cg001G012250	XP_022544584.2, XP_013711803.2
OG0012839	Cg001G011940	XP_013685573.2, XP_013706849.2
OG0012840	Cg001G011740	XP_022550286.2, XP_048637714.1
OG0012841	Cg001G011400	XP_022560693.1, XP_013641161.2
OG0012842	Cg001G011100	XP_013681745.2, XP_013693430.1
OG0012843	Cg001G011010	XP_013667622.2, XP_013694183.1
OG0012844	Cg005G164970	XP_022557266.2, XP_013727334.1
OG0012845	Cg001G010670	XP_013703180.2, XP_013738247.1
OG0012846	Cg001G010120	XP_013688788.1, XP_013670810.2
OG0012847	Cg001G009960	XP_013707261.2, XP_022571159.1
OG0012848	Cg001G009870	XP_013738333.2, XP_013705088.2
OG0012849	Cg001G009670	XP_013648038.1, XP_013706519.2
OG0012850	Cg001G009640	XP_013720341.2, XP_013674044.2
OG0012851	Cg001G009500	XP_013678099.2, XP_013730741.2
OG0012852	Cg001G009420	XP_013720293.2, XP_013685861.3
OG0012853	Cg001G009270	XP_013685872.2, XP_013720350.2
OG0012854	Cg001G009090	XP_013707086.1, XP_013716793.1
OG0012855	Cg001G008570	XP_013674268.1, XP_013716596.1
OG0012856	Cg001G008430	XP_048601197.1, XP_013667013.2
OG0012857	Cg001G008220	XP_022553216.2, XP_048601190.1
OG0012858	Cg001G008180	XP_013719516.1, XP_013703395.1
OG0012859	Cg001G008040	XP_022552772.1, XP_013698102.2
OG0012860	Cg001G007920	XP_013670479.2, XP_022546308.1
OG0012861	Cg001G007800	XP_013706632.1, XP_048601171.1
OG0012862	Cg001G007720	XP_013707748.1, XP_013670670.2
OG0012863	Cg001G007340	XP_013703208.1, XP_013719633.1
OG0012864	Cg001G007400	XP_013673305.1, XP_013659924.1
OG0012865	Cg001G007570	XP_013707373.2, XP_013719625.1
OG0012866	Cg001G007660	XP_013670667.2, XP_048635998.1
OG0012867	Cg001G007230	XP_013659033.1, XP_013664250.2
OG0012868	Cg001G006860	XP_013735184.2, XP_013664203.2
OG0012869	Cg001G006890	XP_013664205.2, XP_048635585.1
OG0012870	Cg001G006920	XP_013735179.1, XP_013664208.1
OG0012871	Cg001G006840	XP_013735185.1, XP_013664200.2
OG0012872	Cg001G006780	XP_013700886.2, XP_013654869.1
OG0012873	Cg001G006700	XP_048601142.1, XP_013735199.1
OG0012875	Cg001G006390	XP_013740762.1, XP_013651456.2
OG0012876	Cg001G005990	XP_013697846.1, XP_013651381.2
OG0012877	Cg001G006280	XP_013657429.2, XP_013735220.2
OG0012878	Cg001G005950	XP_013650000.2, XP_013697226.1
OG0012879	Cg001G005430	XP_013731046.1, XP_013670616.2
OG0012880	Cg001G005420	XP_013670611.2, XP_048634901.1
OG0012881	Cg001G005170	XP_013670597.1, XP_013731053.2
OG0012882	Cg001G003960	XP_013644194.1, XP_048634382.1
OG0012883	Cg001G005070	XP_013746833.2, XP_013670591.1
OG0012884	Cg004G144730	XP_022572347.2, XP_048607068.1
OG0012885	Cg006G215270	XP_013661817.1, XP_048595043.1
OG0012886	Cg006G215250	XP_013647464.1, XP_013659422.1
OG0012887	Cg006G214970	XP_048592537.1, XP_013695413.1
OG0012888	Cg006G214770	XP_013661463.1, XP_013693886.2, XP_013708719.1
OG0012889	Cg006G213680	XP_013740367.1, XP_013659575.1
OG0012890	Cg006G213580	XP_013662294.2, XP_013656881.1
OG0012891	Cg006G213310	XP_048614472.1, XP_048635498.1, XP_022559706.2
OG0012892	Cg001G024390	XP_013733789.2, XP_048623984.1
OG0012893	Cg001G024580	XP_013706940.1, XP_013737354.2
OG0012894	Cg001G024610	XP_013688212.1, XP_013743396.1
OG0012895	Cg001G024620	XP_013688211.1, XP_013743401.1
OG0012896	Cg001G024710	XP_013688203.2, XP_013743482.2
OG0012897	Cg001G024790	XP_013743578.1, XP_022550585.1
OG0012898	Cg001G024870	XP_013655741.1, XP_013710943.2
OG0012899	Cg007G257490	XP_013750273.2, XP_022575558.2
OG0012900	Cg007G257250	XP_022575556.2, XP_013750275.2
OG0012901	Cg007G256860	XP_022575554.2, XP_048595906.1
OG0012902	Cg007G255850	XP_013690934.1, XP_013670134.1
OG0012903	Cg007G255490	XP_013706024.2, XP_013713430.2
OG0012904	Cg007G255170	XP_048610067.1, XP_048618448.1
OG0012905	Cg007G255110	XP_013730269.1, XP_022569904.1
OG0012906	Cg007G254430	XP_048633124.1, XP_022550723.1
OG0012907	Cg007G254300, Cg007G254310	XP_048618533.1, XP_048612481.1
OG0012908	Cg007G254200	XP_048595892.1, XP_013687714.1
OG0012909	Cg007G252970	XP_013691930.1, XP_013730545.2
OG0012910	Cg004G147950	XP_013691931.1, XP_013730546.2
OG0012911	Cg007G252110	XP_013746430.2, XP_048601810.1
OG0012912	Cg007G252000	XP_013670162.1, XP_013661678.2, XP_013723548.2
OG0012913	Cg007G251760	XP_013728549.1, XP_022567844.1, XP_013661699.2
OG0012914	Cg007G251600	XP_013672267.1, XP_013748781.2
OG0012915	Cg007G251310	XP_013714791.1, XP_013731016.1
OG0012916	Cg007G251400	XP_013653180.1, XP_013731296.1
OG0012917	Cg007G251200	XP_013672524.1, XP_048601685.1, XP_013747349.2
OG0012918	Cg007G251140	XP_013692336.2, XP_013672327.1, XP_013747304.1
OG0012919	Cg007G250520	XP_013725315.1, NP_001302969.1
OG0012920	Cg007G250400	XP_048601857.1, XP_013747076.2
OG0012921	Cg007G250360	XP_048599210.1, XP_013731330.2
OG0012922	Cg007G249810	XP_048626060.1, XP_013661650.2
OG0012923	Cg007G250310	XP_013747026.2, XP_013687187.2
OG0012924	Cg007G249950	XP_048595817.1, XP_013733213.1
OG0012925	Cg007G249690	XP_013718735.2, XP_013685526.2
OG0012926	Cg007G249680	XP_048626050.1, XP_022547351.2, XP_013680013.2, XP_013656849.1
OG0012927	Cg007G249670	NP_001302916.1, XP_013672290.1
OG0012928	Cg006G234850	XP_048638112.1, XP_013695964.1, XP_013701150.1
OG0012929	Cg007G249340	XP_013688137.2, XP_013708722.1, XP_013652990.2
OG0012930	Cg007G249300	XP_013668775.2, XP_013733270.1
OG0012931	Cg007G248660	XP_013725753.1, XP_013670002.1, XP_048600871.1
OG0012932	Cg002G075720	XP_013677322.2, XP_048626354.1, XP_013752036.1
OG0012933	Cg002G075680	XP_013728359.1, XP_013644862.1, XP_048637308.1
OG0012934	Cg002G075660	XP_013644863.3, XP_048637309.1
OG0012935	Cg002G075560	XP_013734427.2, XP_048614809.1
OG0012936	Cg002G075260	XP_048615137.1, XP_013697174.2, XP_013670179.1
OG0012937	Cg002G075200	XP_013697198.1, XP_013701712.1
OG0012938	Cg002G075180	XP_013707193.2, XP_013684806.2
OG0012939	Cg002G075080	XP_013684684.2, XP_013707425.2
OG0012940	Cg002G074930	XP_013727812.2, XP_013706920.1
OG0012941	Cg002G074850	XP_013714452.2, NP_001303086.1
OG0012942	Cg002G074520	XP_013706698.1, XP_013664952.2
OG0012943	Cg002G074440	XP_013664946.2, XP_013707365.1
OG0012944	Cg002G074180	XP_013664922.2, XP_013707236.1
OG0012945	Cg002G074130	XP_013664921.2, XP_013733186.1
OG0012946	Cg006G232000	XP_013673141.2, XP_013641356.1
OG0012947	Cg002G073870	XP_022570138.1, XP_013714871.1
OG0012948	Cg002G073560	XP_048596684.1, XP_048624522.1
OG0012949	Cg002G073350	XP_022561125.1, XP_013684906.2
OG0012950	Cg002G073210	XP_013644802.1, XP_013750557.2
OG0012951	Cg002G072830	XP_013644825.1, XP_013677403.2
OG0012952	Cg002G072740	XP_013697333.2, XP_022560065.2
OG0012953	Cg002G072590	XP_013705190.2, XP_013644845.2
OG0012954	Cg002G072540, Cg002G072550	XP_013706068.3, XP_013646215.3
OG0012955	Cg002G072250	XP_048600470.1, XP_013677528.1
OG0012956	Cg002G072130	XP_048626129.1, XP_048595232.1, XP_048625569.1, XP_048625559.1
OG0012957	Cg002G072060	XP_048595238.1, XP_013655412.2
OG0012958	Cg002G071940	XP_048600542.1, XP_013698445.2, XP_013662302.2
OG0012959	Cg002G071910	XP_013662974.2, XP_013707094.1
OG0012960	Cg002G071530	XP_013672572.2, XP_013644697.2
OG0012961	Cg002G071490	XP_013644693.1, XP_013672567.2
OG0012962	Cg002G071360	XP_022551770.2, XP_048628345.1, XP_013698208.1
OG0012963	Cg002G071350	XP_013670259.1, XP_013644679.2
OG0012964	Cg002G071320	XP_013644678.2, XP_013672561.1
OG0012965	Cg002G071090	XP_022561238.1, XP_013644660.1
OG0012966	Cg001G041400	XP_013743321.2, XP_013710065.1
OG0012967	Cg002G070910	XP_013725003.2, XP_013693379.1
OG0012968	Cg002G070590	XP_013677561.2, XP_013697698.1
OG0012970	Cg002G068510	XP_022562245.2, XP_013644609.2
OG0012971	Cg002G068950	XP_013711078.2, XP_022543571.2
OG0012972	Cg002G069370	XP_048618111.1, XP_022543549.2
OG0012973	Cg002G069380	XP_048591296.1, XP_013687507.3
OG0012974	Cg002G069420	XP_013687504.1, XP_013644542.2
OG0012975	Cg002G051330	XP_048591290.1, XP_013707065.2
OG0012976	Cg008G313540	XP_013644502.2, XP_013703649.1
OG0012977	Cg002G068100	XP_013707390.1, XP_013644499.3
OG0012978	Cg002G065620	XP_048591269.1, XP_013706223.2, XP_013697649.1
OG0012980	Cg001G038230	XP_048610716.1
OG0012981	Cg007G267050	XP_013649207.2, XP_048617767.1
OG0012982	Cg007G267040	XP_013688130.1, XP_013676367.1
OG0012983	Cg007G266920	XP_013688008.1, XP_013676379.1
OG0012984	Cg007G266880	XP_013676381.1, XP_013687984.1
OG0012985	Cg007G266600	XP_013698523.2, XP_013652258.2
OG0012986	Cg007G266310	XP_048616738.1, XP_013701781.1
OG0012987	Cg007G265460	XP_013688821.2, XP_022554737.1
OG0012988	Cg007G265260	XP_048604193.1, XP_013676696.2
OG0012989	Cg007G265240	XP_022544807.2, XP_022559705.1
OG0012991	Cg007G262770	XP_013703679.2, XP_013722467.1
OG0012992	Cg007G262600, Cg007G263530	XP_013702905.2, XP_022551743.1
OG0012993	Cg007G263540, Cg007G262590	XP_013705160.1, XP_013722453.1
OG0012994	Cg007G263840, Cg007G262320	XP_013706362.1, XP_013701850.2
OG0012995	Cg007G258340	XP_013693053.1, XP_013712761.1
OG0012996	Cg007G258280	XP_013740394.2, XP_013690675.1
OG0012997	Cg007G258960	XP_013750542.1
OG0012998	Cg007G245540	XP_013664526.1, XP_013661502.2
OG0012999	Cg007G245720	XP_048595692.1
OG0013000	Cg007G246000	XP_022547428.2, XP_022568946.1
OG0013001	Cg007G246010	XP_013688315.1, XP_013661532.2
OG0013002	Cg007G246080	XP_013659309.2, XP_013675222.1
OG0013003	Cg007G246090	XP_013661536.1, XP_013677430.1
OG0013004	Cg007G246170	XP_013661541.1, XP_013677420.1
OG0013005	Cg007G246190	XP_013680675.1, XP_013661543.1
OG0013006	Cg007G246230	XP_013680687.1, XP_013661545.1
OG0013007	Cg007G246240	XP_013661547.1, XP_013680700.1
OG0013008	Cg007G246250	XP_013684899.1, XP_013750186.1
OG0013009	Cg007G246300	XP_013747638.2, XP_048625924.1
OG0013010	Cg007G246490	XP_013688453.1, XP_013661564.1
OG0013011	Cg007G246590	XP_013661569.1, XP_013688445.1
OG0013012	Cg007G246810	XP_013673385.1, XP_013690762.1
OG0013013	Cg007G246900	XP_013733386.1, XP_013748108.1
OG0013014	Cg007G246950	XP_013748185.1, XP_013716823.2
OG0013015	Cg006G233160	XP_022576401.2, XP_013729880.1
OG0013016	Cg007G247250	XP_013730815.1, XP_022548206.1
OG0013017	Cg007G247390	XP_013733038.1, XP_013660180.1
OG0013018	Cg007G247650	XP_013661612.1, XP_013693501.1
OG0013019	Cg007G247680	XP_022548167.1, XP_013698132.1
OG0013020	Cg007G247920	XP_048609739.1, XP_013644457.1
OG0013021	Cg006G233840	XP_013747932.2, XP_013671776.2
OG0013022	Cg007G248040	NP_001302988.1, XP_048595741.1
OG0013023	Cg007G248050	XP_013641129.1, XP_013708368.1
OG0013024	Cg001G014920	XP_013698835.2, XP_048600170.1, XP_013739886.1
OG0013025	Cg001G014750	XP_013705259.2, XP_013741539.1, XP_013671573.2, XP_013741528.1
OG0013026	Cg001G014710	XP_013703981.1, XP_013738090.1
OG0013027	Cg001G014670	XP_048593716.1, XP_013725665.1, XP_013706406.1, XP_013741542.1
OG0013028	Cg001G014550	XP_013697991.2, XP_048598266.1, XP_013694970.1
OG0013029	Cg001G034760	XP_013743541.2, XP_013717053.1
OG0013030	Cg005G164710	XP_013651890.1, XP_048631744.1, XP_013747837.2, XP_048610395.1
OG0013031	Cg005G164860	XP_013692149.1, XP_048635449.1
OG0013032	Cg005G165000	XP_013687776.1, XP_048634627.1
OG0013033	Cg005G164980	XP_013687779.2, XP_013727391.2
OG0013034	Cg005G165130	XP_048631739.1, XP_013647849.2
OG0013035	Cg005G165420	XP_013683633.3
OG0013036	Cg005G165560	XP_048611167.1, XP_013744910.2
OG0013037	Cg004G124680	XP_022575606.1, XP_013698404.1
OG0013038	Cg004G124840	XP_048615284.1, XP_022575596.1
OG0013039	Cg004G124900	XP_013724057.2, XP_048612065.1
OG0013040	Cg004G125250	XP_022575576.1, XP_013750385.1
OG0013041	Cg004G125260	XP_022559238.1, XP_013750383.3
OG0013042	Cg004G125530	XP_022575559.2, XP_013750404.1
OG0013044	Cg001G016560	XP_013671541.2, XP_013739115.2
OG0013045	Cg004G125690	XP_013724078.1, XP_013646427.2
OG0013046	Cg004G125750	XP_048615264.1, XP_013703399.2
OG0013047	Cg004G125770	XP_048635966.1, XP_013646425.2, XP_013724077.2
OG0013048	Cg004G125780	XP_022555184.1, XP_022572020.2
OG0013049	Cg004G126030	XP_048632323.1, XP_048606165.1
OG0013050	Cg004G126050	XP_013750301.2, XP_013672791.1
OG0013051	Cg008G300030	XP_048608052.1, XP_013730671.1
OG0013052	Cg004G126300	XP_013676503.1, XP_013730914.2
OG0013053	Cg004G126320	XP_013684725.1, XP_013648154.2
OG0013054	Cg004G126360	XP_048608873.1, XP_022572043.2
OG0013055	Cg004G126580	XP_048615231.1, XP_013750331.1, XP_013750241.2
OG0013056	Cg006G234710	XP_013645421.1, XP_013693475.1
OG0013057	Cg004G126950	XP_048635932.1, XP_022558387.1
OG0013058	Cg004G127290	XP_048615214.1, XP_022575502.1
OG0013059	Cg004G127360	XP_013750082.2, XP_022575499.2
OG0013060	Cg004G127790	XP_013697392.1, XP_048632339.1
OG0013061	Cg004G127800	XP_013750115.1, XP_022575484.1
OG0013062	Cg004G127850	XP_013711745.1, XP_013750117.1
OG0013063	Cg004G127890	NP_001303039.1, XP_013750121.1, XP_013749970.1
OG0013064	Cg008G302160	XP_013748763.2, XP_048636780.1
OG0013065	Cg004G128070	XP_013696603.1, XP_048632345.1, XP_013713789.2
OG0013066	Cg001G012640	XP_013707772.1, XP_013738209.2
OG0013067	Cg005G167860	XP_013643851.1, XP_048609449.1, XP_013748243.1, XP_013746263.2
OG0013068	Cg003G091420	XP_013641945.1, XP_013702911.2
OG0013069	Cg003G091310	XP_022565856.2, XP_013666781.2
OG0013070	Cg003G091300	XP_048598679.1, XP_013712203.1
OG0013071	Cg003G090910	XP_048631918.1, XP_013684026.2
OG0013072	Cg003G091070, Cg003G090730	XP_013684020.1, XP_022571836.1
OG0013074	Cg003G095070, Cg016G333970	XP_013718812.3, XP_022566070.1
OG0013075	Cg016G334060, Cg003G095190	XP_013707803.2, XP_013717776.2
OG0013076	Cg003G095390, Cg016G334200	XP_013684005.1, XP_013683946.2
OG0013077	Cg016G334230, Cg003G095420	XP_048606857.1, XP_013683948.2
OG0013078	Cg003G107930	XP_013683999.1, XP_013683953.1
OG0013079	Cg003G096740	XP_013680896.1, XP_022554969.1
OG0013080	Cg004G143060	XP_013700328.2, XP_013671137.1
OG0013081	Cg003G097560	XP_013671077.1, XP_013683306.1
OG0013082	Cg003G097670	XP_013683317.1, XP_013640537.1
OG0013083	Cg003G097730	XP_013671089.1, XP_013698740.2
OG0013084	Cg003G098070	XP_048608341.1, XP_013640548.1
OG0013085	Cg003G098200	XP_013647341.2, XP_013720113.1
OG0013086	Cg003G098310	XP_013720117.2, XP_048603904.1, XP_013710558.2
OG0013087	Cg003G098500	XP_013710124.2, XP_013676321.2
OG0013088	Cg003G098650	XP_013732622.2, XP_013712166.1
OG0013089	Cg003G098870	XP_013686464.2, XP_013642865.1
OG0013090	Cg003G099060	XP_013683359.1, XP_022554647.1
OG0013091	Cg003G099480	XP_013741659.1, XP_013701183.2, XP_022559684.2
OG0013092	Cg003G099720	XP_013709592.1, XP_013726782.1
OG0013093	Cg003G100360	XP_048624840.1, XP_013666798.3
OG0013094	Cg001G012890	XP_048598943.1, XP_048600254.1
OG0013095	Cg003G101250	XP_013676248.3, XP_013686113.2
OG0013096	Cg003G101240	XP_013686130.2, XP_013676249.2
OG0013097	Cg003G101200	XP_013642727.1, XP_013660653.1, XP_013648817.2
OG0013098	Cg003G101090	XP_048607652.1, XP_048603454.1
OG0013099	Cg003G101060	XP_013676251.2, XP_013686182.2
OG0013100	Cg003G101050	XP_013686193.2, XP_013676252.2
