Orthogroup	Cardamine_glauca	Odontarrhena_muralis
OG0014944	Cg003G104600	Om006G249770
OG0014945	Cg003G105000	Om006G249370
OG0014946	Cg003G105230	Om006G249000
OG0014947	Cg003G105250	Om006G248960
OG0014949	Cg003G105410	Om006G248450
OG0014950	Cg003G105480	Om006G248370
OG0014951	Cg003G105720	Om006G248080
OG0014952	Cg003G105740	Om006G248060
OG0014953	Cg003G085840	Om003G108690
OG0014954	Cg003G085850	Om007G313460
OG0014955	Cg008G293550	Om004G161440
OG0014956	Cg008G293560	Om004G161430
OG0014957	Cg008G293250	Om004G161810
OG0014958	Cg008G293050	Om004G162070
OG0014959	Cg008G292610	Om004G162670
OG0014960	Cg008G292320	Om004G163100
OG0014961	Cg008G292010	Om004G163530
OG0014962	Cg008G291980	Om004G163620
OG0014963	Cg008G291870	Om004G163780
OG0014964	Cg008G291800	Om004G163890
OG0014965	Cg008G291780	Om004G163990
OG0014966	Cg008G291570	Om004G164320
OG0014967	Cg008G291510	Om004G164440
OG0014968	Cg008G291490	Om004G164480
OG0014969	Cg005G168230	Om008G334320
OG0014970	Cg008G291380	Om004G164620
OG0014971	Cg008G291350	Om004G164650
OG0014972	Cg008G291320	Om004G164690
OG0014973	Cg008G291140	Om004G165020
OG0014974	Cg008G291130	Om004G165040
OG0014975	Cg008G290960	Om004G165340
OG0014976	Cg008G290930	Om004G165400
OG0014977	Cg008G290880	Om004G165440
OG0014978	Cg008G290830	Om004G165580
OG0014979	Cg008G290620	Om004G165800
OG0014980	Cg008G290610	Om004G165810
OG0014981	Cg008G290400	Om004G166100
OG0014982	Cg008G290050	Om004G166490
OG0014983	Cg008G290000	Om004G166610
OG0014984	Cg008G289850	Om004G166760
OG0014985	Cg008G289840	Om004G166770
OG0014986	Cg008G289590	Om004G167130
OG0014987	Cg008G289190	Om004G167690
OG0014988	Cg008G289160	Om004G167720
OG0014989	Cg008G288860	Om004G168010
OG0014990	Cg008G288440	Om004G168550
OG0014991	Cg008G288320	Om004G168740
OG0014992	Cg008G288210	Om004G168900
OG0014993	Cg008G288150	Om004G169030
OG0014994	Cg001G023820	Om001G000040
OG0014995	Cg001G023630	Om001G000180
OG0014996	Cg001G023610	Om001G000200
OG0014997	Cg001G023170	Om001G000720
OG0014998	Cg001G023160	Om001G000810
OG0014999	Cg001G022450	Om001G002200
OG0015000	Cg001G022330	Om001G002360
OG0015001	Cg001G022180	Om001G002600
OG0015002	Cg001G022160	Om001G002620
OG0015003	Cg001G022120	Om001G002680
OG0015004	Cg001G021940	Om001G002860
OG0015005	Cg001G021920	Om001G002920
OG0015006	Cg001G021610	Om001G003430
OG0015007	Cg001G021520	Om001G003580
OG0015008	Cg001G021350	Om001G004050
OG0015009	Cg001G021050	Om001G004640
OG0015010	Cg001G021040	Om001G004650
OG0015011	Cg001G020950	Om001G004770
OG0015012	Cg001G020680	Om001G005440
OG0015013	Cg001G020290	Om001G006220
OG0015014	Cg001G020240	Om001G006290
OG0015015	Cg001G020180	Om001G006390
OG0015016	Cg006G227980	Om005G199580
OG0015017	Cg001G019860	Om001G006880
OG0015018	Cg001G019770	Om001G007000
OG0015019	Cg008G294450	Om007G301520
OG0015020	Cg001G019670	Om001G007080
OG0015021	Cg001G019540	Om003G114810, Om001G007280
OG0015022	Cg001G019500	Om001G007430
OG0015023	Cg001G019460	Om001G007470
OG0015024	Cg001G019350	Om001G007610
OG0015025	Cg001G019210	Om001G007940
OG0015026	Cg001G019170	Om001G008010
OG0015027	Cg001G019020	Om001G008340
OG0015028	Cg001G018460	Om001G009150
OG0015029	Cg001G018270	Om001G009420
OG0015030	Cg001G018090	Om001G009720
OG0015031	Cg001G018050	Om001G009760
OG0015032	Cg008G307750	Om003G114060
OG0015032	Cg001G017850	Om001G010040
OG0015033	Cg001G016950	Om001G011290
OG0015034	Cg001G016790	Om001G011650
OG0015035	Cg001G033500	Om001G011690
OG0015036	Cg006G213000	Om001G011730
OG0015037	Cg006G212950	Om001G011770
OG0015038	Cg006G212880	Om001G011860
OG0015039	Cg006G212800	Om001G011920
OG0015040	Cg006G212410	Om001G012070
OG0015041	Cg006G212390	Om001G012090
OG0015042	Cg006G212360	Om001G012120
OG0015043	Cg006G212260	Om001G012170
OG0015044	Cg006G210730	Om001G013180
OG0015046	Cg006G210550	Om001G013320
OG0015047	Cg006G210380	Om001G013440
OG0015048	Cg006G209460	Om001G013800
OG0015049	Cg006G209340	Om001G014040
OG0015050	Cg006G209320	Om001G014050
OG0015051	Cg006G209130	Om001G014210
OG0015052	Cg006G208530	Om001G014400
OG0015053	Cg006G207850	Om001G014650
OG0015054	Cg006G204520, Cg006G207880	Om001G014660
OG0015056	Cg006G208160	Om001G014780
OG0015057	Cg006G204740	Om001G015390
OG0015058	Cg006G205040	Om001G015440
OG0015059	Cg006G205190	Om001G015540
OG0015060	Cg006G206130	Om001G015940
OG0015061	Cg006G206430	Om001G016020
OG0015062	Cg006G206030	Om001G016210
OG0015063	Cg006G205650	Om001G016660
OG0015065	Cg006G204210	Om007G287450
OG0015066	Cg001G024940	Om007G286870
OG0015067	Cg006G202360	Om007G287020
OG0015068	Cg006G202410	Om007G287070
OG0015069	Cg006G202770	Om007G287210
OG0015070	Cg006G203030, Cg006G203070, Cg006G203020	Om007G287320
OG0015071	Cg006G206710	Om001G016750
OG0015072	Cg006G203630, Cg006G203620	Om007G287670
OG0015074	Cg006G203540	Om007G287700
OG0015075	Cg008G315810	Om007G286950
OG0015076	Cg006G201990	Om007G286900
OG0015077	Cg006G218810	Om007G288160
OG0015078	Cg004G139870	Om002G071010
OG0015079	Cg006G218890	Om007G288060
OG0015080	Cg006G218880	Om007G288070
OG0015081	Cg003G109210	Om006G236610
OG0015082	Cg006G218440	Om007G288520
OG0015083	Cg006G218260	Om007G288690
OG0015084	Cg006G217540	Om007G289510
OG0015085	Cg006G216890	Om007G290110
OG0015086	Cg006G216610	Om007G290250
OG0015087	Cg006G216420	Om007G290460
OG0015088	Cg006G216380	Om007G290490
OG0015089	Cg006G216340	Om007G290540
OG0015090	Cg006G216320	Om007G290560
OG0015091	Cg006G215900	Om007G291140
OG0015092	Cg006G215780	Om007G291310
OG0015093	Cg006G215750	Om007G291340
OG0015094	Cg001G004830	Om001G034580
OG0015095	Cg001G004610	Om001G034880
OG0015096	Cg001G004240	Om001G035420
OG0015097	Cg001G004150	Om001G035490
OG0015098	Cg001G004090	Om001G035560
OG0015099	Cg001G004020	Om001G035640
OG0015100	Cg001G004000	Om001G035660
OG0015101	Cg001G003910	Om001G035880
OG0015102	Cg001G003740	Om001G036130
OG0015103	Cg001G003380	Om001G036760
OG0015104	Cg001G003340	Om001G036810
OG0015105	Cg001G003320	Om001G036860
OG0015106	Cg001G003310	Om001G036870
OG0015107	Cg001G004170	Om001G036890
OG0015108	Cg001G003020	Om001G037420
OG0015109	Cg001G002960	Om001G037670
OG0015110	Cg001G002920	Om001G037910
OG0015111	Cg001G002890	Om001G037940
OG0015114	Cg001G002600	Om001G038390
OG0015115	Cg001G002390	Om001G038750
OG0015116	Cg001G002210	Om001G039020
OG0015117	Cg001G002160	Om001G039080
OG0015118	Cg001G002070	Om001G039190
OG0015119	Cg001G002040	Om002G056340, Om001G039230
OG0015120	Cg001G002020	Om001G039250
OG0015121	Cg001G001840	Om001G039540
OG0015122	Cg001G001530	Om001G039890
OG0015123	Cg001G001510	Om001G039920
OG0015124	Cg001G001410	Om001G040080
OG0015126	Cg001G001170	Om001G040500
OG0015127	Cg001G000950	Om001G040800
OG0015128	Cg001G000850	Om001G040900
OG0015129	Cg001G000700	Om001G041170
OG0015130	Cg001G000660	Om001G041220
OG0015131	Cg001G000590	Om001G041330
OG0015132	Cg001G000560	Om001G041360
OG0015133	Cg001G000530	Om001G041390
OG0015134	Cg001G000180	Om001G041810
OG0015135	Cg001G000200	Om001G041780
OG0015136	Cg001G000240	Om001G041740
OG0015137	Cg001G000250	Om001G041730
OG0015138	Cg001G000310	Om001G041670
OG0015139	Cg001G000330	Om001G041650
OG0015140	Cg001G000020	Om001G041970
OG0015141	Cg001G032220	Om004G138160
OG0015142	Cg001G035850	Om007G313910
OG0015143	Cg001G034390	Om004G170310
OG0015144	Cg001G034310	Om004G161290
OG0015145	Cg001G034510	Om007G313580
OG0015146	Cg007G262720	Om005G215150
OG0015147	Cg001G036050	Om007G314000
OG0015148	Cg001G036300	Om007G314020
OG0015149	Cg001G037000	Om007G314390
OG0015150	Cg001G037020	Om007G314420
OG0015151	Cg001G037210	Om007G314510
OG0015152	Cg001G038200	Om007G314850
OG0015153	Cg001G038330	Om007G314930
OG0015154	Cg001G038430	Om007G314980
OG0015155	Cg001G039220	Om007G315330
OG0015156	Cg001G039710	Om007G315650
OG0015157	Cg001G040040	Om007G316090
OG0015158	Cg001G040050	Om007G316100
OG0015159	Cg008G323720	Om008G358640
OG0015160	Cg006G215330	Om007G291680
OG0015161	Cg005G171510	Om008G339190
OG0015163	Cg005G171470	Om008G339140
OG0015164	Cg002G061360	Om006G267360
OG0015165	Cg002G061330	Om006G267330
OG0015166	Cg006G214310	Om007G292670
OG0015167	Cg005G171050	Om008G338560
OG0015168	Cg005G171090	Om008G338620
OG0015169	Cg005G171110	Om008G338640
OG0015170	Cg005G171190	Om008G338860
OG0015171	Cg005G171230	Om008G338910
OG0015172	Cg006G210450	Om001G013400
OG0015173	Cg003G085430	Om008G343500
OG0015174	Cg003G086390	Om008G344400
OG0015175	Cg003G086480	Om008G344440
OG0015176	Cg003G086720	Om008G344450
OG0015178	Cg003G087070	Om008G344750
OG0015179	Cg006G207830	Om001G014620
OG0015180	Cg003G087800	Om008G345380
OG0015181	Cg005G172290	Om008G340290
OG0015182	Cg005G172400	Om008G340450
OG0015183	Cg005G172430	Om008G340470
OG0015184	Cg005G172720	Om006G272560, Om008G340670
OG0015185	Cg005G172770	Om008G340730
OG0015186	Cg005G172900	Om008G340800
OG0015187	Cg005G172910	Om008G340810
OG0015188	Cg005G173030	Om008G340970
OG0015190	Cg008G318670	Om008G352310
OG0015192	Cg008G318580	Om008G341430
OG0015194	Cg008G318250	Om008G341730
OG0015195	Cg008G317990	Om008G341860
OG0015196	Cg008G314600	Om008G342130
OG0015197	Cg008G315030	Om008G342190
OG0015198	Cg008G315980	Om008G342600
OG0015199	Cg008G316730	Om008G342800
OG0015200	Cg008G300330	Om006G241470
OG0015201	Cg008G319710	Om007G277670
OG0015202	Cg008G317430	Om008G343110
OG0015203	Cg008G317400	Om008G343090
OG0015204	Cg003G084280	Om008G346540
OG0015205	Cg003G084170	Om008G347030
OG0015206	Cg003G084040	Om001G028880
OG0015207	Cg003G084030	Om008G347100
OG0015208	Cg003G084020	Om008G347110
OG0015209	Cg003G083900	Om008G347610
OG0015210	Cg003G083780	Om008G347970
OG0015211	Cg003G083480	Om008G349840
OG0015212	Cg003G083340	Om008G349940
OG0015213	Cg003G083210	Om008G350200
OG0015214	Cg003G083130	Om008G350540
OG0015215	Cg003G083110	Om008G350560
OG0015216	Cg003G083090, Cg004G140520	Om008G350580
OG0015217	Cg003G082790	Om008G350890
OG0015218	Cg003G082650	Om008G350990
OG0015219	Cg003G082580	Om008G351220
OG0015220	Cg003G082550	Om008G351260
OG0015221	Cg003G082160	Om008G351740
OG0015222	Cg003G082150	Om008G351700
OG0015223	Cg003G081840	Om008G352760
OG0015225	Cg003G081630	Om008G352110
OG0015226	Cg008G313320	Om007G312920
OG0015227	Cg001G018420	Om001G009170
OG0015229	Cg003G080910	Om008G353690
OG0015230	Cg003G080710	Om008G353790
OG0015231	Cg003G080660	Om008G353850
OG0015232	Cg003G080610	Om008G353920
OG0015233	Cg003G080500, Cg003G093450	Om008G353990
OG0015234	Cg003G093650, Cg003G080330	Om008G354330
OG0015235	Cg003G093860, Cg003G080140	Om008G354780
OG0015236	Cg003G094070, Cg003G079940	Om008G355240
OG0015237	Cg008G320790	Om008G356060
OG0015238	Cg008G321140	Om008G356570
OG0015239	Cg008G321160	Om008G356580
OG0015240	Cg008G321250, Cg008G321340	Om008G356800
OG0015241	Cg008G322350	Om008G358040
OG0015242	Cg008G322730	Om008G358540
OG0015243	Cg008G322930	Om008G358790
OG0015244	Cg008G322980	Om008G358840
OG0015245	Cg008G323040	Om008G358920
OG0015246	Cg007G273990	Om004G140920
OG0015247	Cg008G323150	Om008G359110
OG0015248	Cg008G323160	Om008G359120
OG0015249	Cg006G194840	Om003G090470
OG0015251	Cg008G323680	Om008G359890
OG0015252	Cg008G323790	Om008G360030
OG0015253	Cg006G243020	Om005G189700
OG0015255	Cg008G324570	Om008G361870
OG0015258	Cg008G324970	Om008G362510
OG0015259	Cg008G324950	Om008G362490
OG0015260	Cg001G033580	Om003G106370
OG0015261	Cg004G143980	Om002G076110
OG0015262	Cg001G033820	Om004G173730
OG0015263	Cg004G144770	Om002G076790
OG0015264	Cg001G033910	Om003G105620
OG0015266	Cg004G143220	Om002G075290
OG0015267	Cg001G016730	Om004G170870
OG0015268	Cg001G030940	Om005G190030
OG0015269	Cg004G142760	Om002G074560
OG0015270	Cg004G142750	Om003G104360
OG0015271	Cg001G029790	Om003G104190
OG0015272	Cg001G029280	Om003G103900
OG0015273	Cg001G028980	Om003G103790
OG0015274	Cg001G028490	Om003G103600
OG0015275	Cg001G028420	Om003G103550
OG0015276	Cg001G027920	Om003G103180
OG0015277	Cg001G027550	Om003G102690
OG0015278	Cg001G027540	Om003G102680
OG0015279	Cg004G140510	Om002G071760
OG0015280	Cg001G026940	Om003G102260
OG0015281	Cg001G026070	Om003G101560
OG0015282	Cg004G138580	Om003G101430
OG0015283	Cg001G040370	Om007G316230
OG0015284	Cg001G040550	Om007G316410
OG0015285	Cg001G040860	Om007G316770
OG0015286	Cg001G040870	Om007G316780
OG0015288	Cg001G041560	Om007G317510
OG0015289	Cg001G042230	Om007G318130
OG0015290	Cg004G145020	Om006G253710
OG0015291	Cg005G157560	Om008G318710
OG0015293	Cg005G157650	Om008G318800
OG0015294	Cg005G157700, Cg005G157690	Om008G318840
OG0015295	Cg005G157840	Om008G319000
OG0015296	Cg005G157860	Om008G319020
OG0015297	Cg005G157870	Om008G319030
OG0015298	Cg005G158020	Om008G319200
OG0015299	Cg005G158030	Om008G319210
OG0015300	Cg005G158070	Om008G319270
OG0015301	Cg005G158100	Om008G319290
OG0015302	Cg005G158130	Om008G319340
OG0015303	Cg004G131980	Om002G061160
OG0015304	Cg005G158590	Om008G320010
OG0015305	Cg005G158780	Om008G320200
OG0015306	Cg005G158800	Om008G320220
OG0015307	Cg005G159000	Om008G320490
OG0015308	Cg005G159070	Om008G320550
OG0015309	Cg005G159180	Om008G320700
OG0015310	Cg005G159270	Om008G320830
OG0015311	Cg005G159370	Om008G321000
OG0015312	Cg005G159680	Om008G321300
OG0015313	Cg005G159840	Om008G321490
OG0015314	Cg005G160150	Om008G321850
OG0015315	Cg005G160160	Om008G321860
OG0015316	Cg005G160180	Om008G321880
OG0015317	Cg005G160430	Om008G322240
OG0015318	Cg005G160560	Om008G322340
OG0015319	Cg005G160580	Om008G322360
OG0015320	Cg005G160610	Om008G322480
OG0015321	Cg005G160640	Om008G322510
OG0015322	Cg005G160760	Om008G322680
OG0015323	Cg005G160780	Om008G322700
OG0015324	Cg005G160880	Om008G322830
OG0015325	Cg005G160940	Om008G322890
OG0015326	Cg005G161110	Om008G323070
OG0015327	Cg005G161480	Om008G323590
OG0015328	Cg005G161690	Om008G323960
OG0015329	Cg005G161800	Om008G324110
OG0015330	Cg005G162150	Om008G324810
OG0015331	Cg005G162280	Om008G325030
OG0015332	Cg005G162400	Om008G325170
OG0015333	Cg005G162440	Om008G325200
OG0015334	Cg005G162640	Om008G325470
OG0015335	Cg005G162810	Om008G325690
OG0015336	Cg005G162930	Om008G325870
OG0015337	Cg005G162980	Om008G326020
OG0015338	Cg005G163040	Om008G326100
OG0015339	Cg005G163190	Om008G326210
OG0015340	Cg005G163200	Om008G326220
OG0015341	Cg005G163290	Om008G326310
OG0015342	Cg005G163380	Om008G326380
OG0015343	Cg005G163570	Om008G326660
OG0015344	Cg005G163990	Om008G327220
OG0015345	Cg005G163760	Om008G326910
OG0015346	Cg005G164420	Om008G327880
OG0015347	Cg008G282370	Om004G176820
OG0015348	Cg008G282380	Om004G176810
OG0015349	Cg008G282640	Om004G176480
OG0015350	Cg008G282680	Om004G176430
OG0015351	Cg008G282800	Om004G176230
OG0015352	Cg008G282830	Om004G176180
OG0015353	Cg008G282870	Om004G176120
OG0015354	Cg008G283000	Om004G175860
OG0015355	Cg008G283050	Om004G175960
OG0015356	Cg008G283430	Om004G175480
OG0015357	Cg008G283490	Om004G175310
OG0015358	Cg008G283790	Om004G174820
OG0015359	Cg008G283810	Om004G174770
OG0015360	Cg008G283830	Om004G174750
OG0015361	Cg008G284000	Om004G174530
OG0015362	Cg003G099740	Om005G198550
OG0015364	Cg008G284200	Om004G174310
OG0015365	Cg008G284410	Om004G173950
OG0015366	Cg008G290250	Om004G166300
OG0015367	Cg008G284450	Om004G173890
OG0015368	Cg008G284580	Om004G173740
OG0015369	Cg008G284630	Om004G173670
OG0015370	Cg008G284710	Om004G173600
OG0015371	Cg008G284850	Om004G173360
OG0015372	Cg008G285070	Om004G173090
OG0015373	Cg008G285080	Om004G173080
OG0015374	Cg008G299820	Om006G241090
OG0015375	Cg008G300720	Om006G241940
OG0015376	Cg008G300610	Om006G241830
OG0015377	Cg008G301280	Om006G242610
OG0015378	Cg008G301340	Om006G242700
OG0015379	Cg001G012970	Om001G021200
OG0015380	Cg008G301430	Om006G242820
OG0015381	Cg008G301480	Om006G242890
OG0015382	Cg008G301630	Om006G243080
OG0015383	Cg008G301810	Om006G243360
OG0015384	Cg008G301890	Om006G243440
OG0015385	Cg008G302050	Om006G243700
OG0015386	Cg008G302200	Om006G243800
OG0015387	Cg008G302260	Om006G243890
OG0015388	Cg008G302470	Om006G244200
OG0015389	Cg003G108430	Om006G244570
OG0015390	Cg003G108280	Om006G244760
OG0015391	Cg003G108250	Om006G244800
OG0015393	Cg007G267200	Om005G212550
OG0015394	Cg003G107750	Om006G245400
OG0015395	Cg003G107500	Om006G245670
OG0015396	Cg003G107440	Om006G245730
OG0015397	Cg003G107050	Om006G246250
OG0015398	Cg003G106680	Om006G246770
OG0015399	Cg003G107100	Om006G246160
OG0015400	Cg003G106850	Om006G246560
OG0015401	Cg003G110940	Om006G234590
OG0015402	Cg003G111090	Om006G234390
OG0015403	Cg003G111130	Om006G234350
OG0015404	Cg003G111180	Om006G234290
OG0015405	Cg003G111190	Om006G234280
OG0015406	Cg003G111210	Om006G234260
OG0015407	Cg003G111220	Om006G234220
OG0015408	Cg003G111230	Om006G234210
OG0015409	Cg003G111440	Om006G233990
OG0015410	Cg003G111750	Om006G233630
OG0015411	Cg003G111780	Om006G233600
OG0015412	Cg005G167930	Om008G333870
OG0015413	Cg003G112070	Om006G233260
OG0015414	Cg003G112210	Om006G233170
OG0015415	Cg003G112230	Om006G233150
OG0015416	Cg003G112250	Om006G233120
OG0015417	Cg003G112340	Om006G233030
OG0015418	Cg003G112370	Om006G232980
OG0015419	Cg003G112420	Om006G232900
OG0015420	Cg003G112510	Om006G232820
OG0015421	Cg003G112580	Om006G232750
OG0015422	Cg003G112810	Om006G232530
OG0015423	Cg003G112860	Om006G232460
OG0015424	Cg003G113000	Om006G232110
OG0015425	Cg003G113280	Om006G231970
OG0015426	Cg003G113400	Om006G231790
OG0015427	Cg003G113540	Om006G231640
OG0015428	Cg003G113610	Om006G231570
OG0015429	Cg003G113720	Om006G231450
OG0015430	Cg003G113970	Om006G231190
OG0015431	Cg003G113990	Om006G231170
OG0015432	Cg003G114050	Om006G231070
OG0015433	Cg003G114140	Om006G230970
OG0015434	Cg003G114190	Om006G230910
OG0015435	Cg003G114250	Om006G230860
OG0015436	Cg003G114390	Om006G230720
OG0015437	Cg003G114400	Om006G230700
OG0015438	Cg003G114440	Om006G230610
OG0015439	Cg003G114700	Om006G230300
OG0015440	Cg013G330200	Om006G270980
OG0015441	Cg003G114900	Om006G230090
OG0015442	Cg003G114930	Om006G230060
OG0015443	Cg003G115140	Om006G229830
OG0015444	Cg003G115280	Om006G229670
OG0015445	Cg003G115300	Om006G229630
OG0015446	Cg006G208190	Om006G229490
OG0015447	Cg003G115520	Om006G229330
OG0015448	Cg003G115580	Om006G229270
OG0015449	Cg003G115630	Om006G229230
OG0015450	Cg003G115680	Om006G229180
OG0015451	Cg003G115830	Om006G229070
OG0015452	Cg003G096980, Cg003G115900	Om006G228970
OG0015453	Cg003G075970	Om004G157100
OG0015454	Cg003G076660, Cg014G332910	Om004G157900
OG0015455	Cg003G076430, Cg014G333150	Om004G157640
OG0015456	Cg014G333340, Cg003G076240	Om004G157440
OG0015458	Cg014G332740, Cg003G076860	Om004G158120
OG0015459	Cg003G077000, Cg014G332610	Om004G158270
OG0015460	Cg003G077080, Cg014G332550	Om004G158340
OG0015461	Cg014G332440, Cg003G077170	Om004G158430
OG0015462	Cg003G077760, Cg014G331880	Om004G158910
OG0015463	Cg014G332040, Cg003G077570	Om004G136270
OG0015464	Cg003G077470, Cg014G332150	Om004G159200
OG0015465	Cg003G077380, Cg014G332240	Om004G159300
OG0015466	Cg014G330990, Cg003G078560	Om004G159950
OG0015467	Cg003G078670, Cg014G330880	Om004G160090
OG0015468	Cg014G330860, Cg003G078690	Om004G160110
OG0015469	Cg014G330850, Cg003G078700	Om004G160130
OG0015470	Cg003G113180	Om006G232190
OG0015471	Cg003G079000, Cg003G094950	Om004G160490
OG0015472	Cg008G320450	Om007G293000
OG0015473	Cg008G320350	Om007G292920
OG0015474	Cg008G320330	Om007G292890
OG0015475	Cg008G320320	Om007G292880
OG0015476	Cg008G320020	Om007G277420
OG0015477	Cg008G319890	Om007G277520
OG0015478	Cg008G319830	Om007G277540
OG0015479	Cg008G319730	Om007G277640
OG0015480	Cg008G319690	Om007G277690
OG0015481	Cg008G319660	Om007G277710
OG0015482	Cg008G319050	Om007G278030
OG0015483	Cg005G174430	Om007G279220
OG0015484	Cg005G173730	Om007G278790
OG0015485	Cg005G174050	Om007G279580
OG0015486	Cg005G174570	Om007G279690
OG0015487	Cg005G174610	Om007G279760
OG0015488	Cg005G174620	Om007G279770
OG0015489	Cg005G174750	Om007G279920
OG0015490	Cg005G175190	Om007G280440
OG0015491	Cg005G175310	Om007G280590
OG0015492	Cg005G175330	Om007G280620
OG0015493	Cg005G175860	Om007G281150
OG0015494	Cg005G176500	Om007G281720
OG0015495	Cg005G176690	Om007G281840
OG0015496	Cg005G176980	Om007G282110
OG0015497	Cg005G177860	Om007G282950
OG0015498	Cg005G178270	Om007G283220
OG0015499	Cg005G178470	Om007G283380
OG0015500	Cg005G178580	Om007G283430
OG0015501	Cg005G178630	Om007G283480
OG0015502	Cg005G179000	Om007G283760
OG0015503	Cg005G179180	Om007G283900
OG0015504	Cg005G179210	Om007G283930
OG0015505	Cg005G179240	Om007G283950
OG0015506	Cg005G179290	Om007G283990
OG0015507	Cg005G179330	Om007G284050
OG0015508	Cg005G179620	Om007G284270
OG0015509	Cg005G182150	Om007G285110
OG0015510	Cg005G182110	Om007G285090
OG0015511	Cg005G181860	Om007G285010
OG0015512	Cg005G181590	Om007G284930
OG0015514	Cg005G181090	Om007G284770
OG0015515	Cg005G182570	Om007G285290
OG0015516	Cg005G182620	Om007G285300
OG0015517	Cg005G183020	Om007G285430
OG0015518	Cg005G183200	Om007G285450
OG0015519	Cg005G182690	Om007G285460
OG0015520	Cg005G184470	Om007G285540
OG0015521	Cg004G153380	Om006G234300
OG0015522	Cg006G238370	Om001G028820
OG0015523	Cg003G075990	Om004G157120
OG0015524	Cg005G184710	Om005G199380
OG0015525	Cg005G185220	Om004G149390
OG0015526	Cg005G185600	Om004G151030
OG0015528	Cg005G185780	Om002G062040
OG0015529	Cg005G186060	Om004G150970
OG0015530	Cg005G186160	Om002G059890
OG0015531	Cg005G186250	Om004G150380
OG0015532	Cg005G186720	Om003G125840
OG0015533	Cg005G186990	Om004G150890
OG0015534	Cg001G013290	Om001G020370
OG0015535	Cg004G116550	Om002G042650
OG0015536	Cg004G116460	Om002G042570
OG0015537	Cg004G116210	Om002G042310
OG0015538	Cg004G116170	Om002G042260
OG0015539	Cg006G218570	Om007G288380
OG0015540	Cg004G116080	Om002G042160
OG0015541	Cg004G116040	Om002G042090
OG0015542	Cg004G115990	Om002G042040
OG0015543	Cg004G115980	Om002G042030
OG0015544	Cg004G115950	Om002G042000
OG0015545	Cg008G281900	Om004G177460
OG0015546	Cg004G124210	Om004G177420
OG0015547	Cg008G281930	Om004G177390
OG0015548	Cg008G281960	Om004G177360
OG0015549	Cg008G281970	Om004G177350
OG0015550	Cg005G176540	Om004G177320
OG0015551	Cg008G281990	Om004G177310
OG0015552	Cg008G282040	Om004G177220
OG0015553	Cg008G282060	Om004G177170
OG0015554	Cg008G282070	Om004G177150
OG0015555	Cg001G014140	Om002G065070
OG0015556	Cg001G013880	Om006G233940
OG0015557	Cg004G116930	Om002G043010
OG0015558	Cg004G116980	Om002G043060
OG0015559	Cg004G117230	Om002G043390
OG0015560	Cg004G117240	Om002G043400
OG0015561	Cg004G117260	Om002G043420
OG0015562	Cg004G117340	Om002G043470
OG0015563	Cg004G117430	Om002G043600
OG0015564	Cg004G117440	Om002G043610
OG0015565	Cg004G117570	Om002G043750
OG0015566	Cg004G117780	Om002G043980, Om006G272850
OG0015567	Cg004G117820	Om002G044020
OG0015568	Cg004G117840	Om002G044040
OG0015569	Cg004G117970	Om002G044180
OG0015570	Cg004G118110	Om002G044310
OG0015571	Cg004G118180	Om002G044430
OG0015572	Cg004G118190	Om002G044440
OG0015573	Cg004G118440	Om002G044710
OG0015575	Cg004G119390	Om002G045230
OG0015576	Cg004G119460	Om002G045300
OG0015577	Cg004G119580	Om002G045510
OG0015578	Cg004G119820	Om002G045860
OG0015579	Cg004G119900	Om002G045940
OG0015580	Cg004G119990	Om002G046220
OG0015581	Cg004G120400	Om002G046560
OG0015582	Cg004G120500	Om002G046630
OG0015583	Cg004G120900	Om002G047140
OG0015584	Cg004G121060	Om002G047330
OG0015585	Cg004G121280	Om002G047620
OG0015586	Cg004G121190	Om002G047530
OG0015587	Cg004G121430	Om002G047820
OG0015588	Cg004G121440	Om002G047830
OG0015589	Cg004G121550	Om002G048000
OG0015590	Cg004G121600	Om002G048080
OG0015591	Cg002G046430	Om003G124750
OG0015592	Cg004G122330	Om002G048960
OG0015593	Cg004G122390	Om002G049020
OG0015594	Cg004G122890	Om002G049520
OG0015595	Cg004G123010	Om002G049670
OG0015596	Cg004G128410	Om002G056470, Om001G039140
OG0015597	Cg004G123100	Om002G049740
OG0015598	Cg004G123130	Om002G049770
OG0015599	Cg004G123200	Om002G049840
OG0015600	Cg004G123220	Om002G049860
OG0015601	Cg004G123380	Om002G050020
OG0015602	Cg004G123400	Om002G050050
OG0015603	Cg004G123570	Om002G050210
OG0015604	Cg004G123640	Om002G050300
OG0015605	Cg004G123750	Om002G050420
OG0015606	Cg004G123790	Om002G050450
OG0015607	Cg004G123820	Om002G050480
OG0015608	Cg004G123900	Om002G050580
OG0015609	Cg004G123960	Om002G050650
OG0015610	Cg004G123970	Om002G050660
OG0015611	Cg004G124100	Om002G050830
OG0015612	Cg004G124620	Om002G051410
OG0015613	Cg004G124640	Om002G051450
OG0015614	Cg002G069020, Cg005G165850	Om008G330160
OG0015615	Cg005G165870	Om008G330190
OG0015616	Cg005G166070	Om008G330600
OG0015617	Cg005G166260	Om008G331280
OG0015618	Cg005G166300	Om008G331240
OG0015619	Cg005G166620	Om008G331640
OG0015620	Cg005G166640	Om008G331670
OG0015621	Cg005G167080	Om008G332340
OG0015622	Cg005G166830	Om008G331970
