Orthogroup	Cardamine_glauca	Capsella_rubella
OG0016112	Cg007G270280	XP_006301787.2
OG0016113	Cg007G270410	XP_006302832.1
OG0016114	Cg007G270490	XP_023643703.1
OG0016115	Cg007G270610	XP_006302346.2
OG0016116	Cg007G270670	XP_006300442.1
OG0016117	Cg008G305850	XP_006289474.2
OG0016118	Cg007G271080	XP_023643131.1
OG0016119	Cg007G271110	XP_006302234.1
OG0016120	Cg007G271270	XP_006301021.1
OG0016121	Cg007G271370	XP_006302749.1
OG0016122	Cg007G271620	XP_006302594.2
OG0016123	Cg007G271640	XP_006300353.1
OG0016124	Cg007G271760	XP_006301271.1
OG0016125	Cg007G271790	XP_006302759.1
OG0016126	Cg007G271830	XP_006301286.1
OG0016127	Cg007G271920	XP_006302123.1
OG0016128	Cg007G271990	XP_006301999.1
OG0016129	Cg007G272030	XP_006302624.1
OG0016130	Cg007G272070	XP_006302181.1
OG0016131	Cg007G272080	XP_006301552.1
OG0016132	Cg007G272110	XP_006301758.1
OG0016133	Cg007G272120	XP_006302817.2
OG0016134	Cg007G272160	XP_023643631.1
OG0016135	Cg007G272180	XP_023643004.1
OG0016136	Cg007G272490	XP_006302242.1
OG0016137	Cg007G278760	XP_006301526.1
OG0016138	Cg007G278650	XP_006302085.1
OG0016139	Cg007G278620	XP_006300833.1
OG0016140	Cg007G278550	XP_023643877.1
OG0016141	Cg007G278290	XP_006300478.1
OG0016142	Cg007G278260	XP_006302296.1
OG0016143	Cg007G278090	XP_006302722.1
OG0016144	Cg007G278020	XP_006300985.1
OG0016145	Cg007G277890	XP_006302725.2
OG0016146	Cg007G277550	XP_006302409.1
OG0016147	Cg007G277410, Cg007G277420	XP_006301699.1
OG0016148	Cg007G277340	XP_006302191.1
OG0016149	Cg007G277260	XP_006302126.1
OG0016150	Cg007G277210	XP_006302985.1
OG0016151	Cg004G144910	XP_006296676.1
OG0016152	Cg007G277140	XP_006302504.2
OG0016153	Cg007G277120	XP_006302723.1
OG0016154	Cg007G277060	XP_006301133.1
OG0016155	Cg007G277050	XP_006300748.1
OG0016156	Cg007G276880	XP_006301582.1
OG0016157	Cg007G276860	XP_006301726.1
OG0016158	Cg007G276760	XP_006301774.1
OG0016159	Cg007G276710	XP_006300534.1
OG0016160	Cg007G276440	XP_023643486.1
OG0016161	Cg007G276210	XP_006302682.2
OG0016162	Cg007G276190	XP_006300664.1
OG0016163	Cg007G276130	XP_006302664.2
OG0016164	Cg006G203490	XP_006305539.1
OG0016165	Cg007G276010	XP_006302113.1
OG0016166	Cg007G275990	XP_006301007.1
OG0016167	Cg007G275950	XP_006300472.1
OG0016168	Cg007G275750	XP_006302145.1
OG0016169	Cg007G275560	XP_006303106.2
OG0016170	Cg007G275470	XP_006300780.1
OG0016171	Cg007G275390	XP_006302167.1
OG0016172	Cg007G275350	XP_006302858.2
OG0016173	Cg007G275260	XP_006302127.1
OG0016174	Cg007G275160	XP_006300319.1
OG0016175	Cg007G275110	XP_023643491.1
OG0016176	Cg007G275100	XP_006301886.1
OG0016177	Cg007G275040	XP_006300775.1
OG0016178	Cg007G275000	XP_023644181.1
OG0016179	Cg007G274770	XP_006300809.1
OG0016180	Cg007G274760	XP_006302473.1
OG0016181	Cg007G274710	XP_006300406.1
OG0016182	Cg007G274510	XP_023643967.1
OG0016183	Cg007G274430	XP_006303017.1
OG0016185	Cg007G274060	XP_006301136.1
OG0016186	Cg007G273820	XP_006302279.1
OG0016187	Cg007G273780	XP_006301843.1
OG0016188	Cg007G273760	XP_023643669.1
OG0016189	Cg007G273600	XP_006300819.2
OG0016190	Cg007G273580	XP_006302323.1
OG0016191	Cg007G273550	XP_006302297.1
OG0016192	Cg007G273530	XP_023643041.1
OG0016193	Cg007G273500	XP_023643723.1
OG0016194	Cg007G273430	XP_006301850.1
OG0016195	Cg007G273160	XP_023643248.1
OG0016196	Cg007G273010	XP_006300604.1
OG0016197	Cg007G272980	XP_006301970.1
OG0016198	Cg007G272960	XP_006300448.1
OG0016199	Cg007G279460	XP_006301635.2
OG0016200	Cg007G279570	XP_006300371.1
OG0016201	Cg007G279580	XP_006301680.1
OG0016202	Cg007G279610	XP_006302038.1
OG0016203	Cg007G279660	XP_006301930.1
OG0016205	Cg007G280210	XP_023643482.1
OG0016206	Cg007G280360	XP_006301270.1
OG0016207	Cg007G280470	XP_006301911.1
OG0016208	Cg007G281330	XP_006302990.1
OG0016209	Cg007G281340	XP_006291145.1
OG0016210	Cg007G281440	XP_006301426.1
OG0016211	Cg007G281460	XP_006301858.2
OG0016212	Cg007G281510	XP_023642836.1
OG0016213	Cg007G281660	XP_006301202.1
OG0016214	Cg007G281750	XP_006301745.1
OG0016215	Cg007G281800	XP_006301408.1
OG0016216	Cg007G281810	XP_006301222.1
OG0016217	Cg007G281820	XP_023644166.1
OG0016218	Cg004G128530	XP_023642511.1
OG0016220	Cg004G128910	XP_006299370.1
OG0016221	Cg004G128960	XP_006297464.1
OG0016222	Cg004G129410	XP_006298657.1
OG0016223	Cg004G147300, Cg004G129550	XP_006298908.1
OG0016224	Cg004G129570	XP_006297053.1
OG0016225	Cg004G129670	XP_006298198.2
OG0016226	Cg004G129970	XP_006297276.1
OG0016227	Cg004G130290	XP_023642679.1
OG0016228	Cg004G130870	XP_006298693.1
OG0016229	Cg004G130990	XP_006297516.1
OG0016230	Cg004G131220	XP_006298294.1
OG0016231	Cg004G131770	XP_023642045.1
OG0016232	Cg004G131900	XP_006297621.1
OG0016233	Cg004G132110	XP_023642622.1
OG0016234	Cg004G132280	XP_006298773.1
OG0016235	Cg004G132310	XP_006297092.1
OG0016236	Cg004G132570	XP_023642070.1
OG0016237	Cg004G132640	XP_006299403.2
OG0016238	Cg004G132650	XP_023642791.1
OG0016239	Cg004G132660	XP_006298435.1
OG0016240	Cg004G132690	XP_006298114.1
OG0016242	Cg004G132990	XP_006298642.2
OG0016243	Cg004G133210	XP_006297499.1
OG0016244	Cg004G133360	XP_006298985.2
OG0016245	Cg004G133370	XP_006297320.1
OG0016246	Cg004G133410	XP_006296968.1
OG0016247	Cg004G133450	XP_006298187.1
OG0016248	Cg004G133480	XP_006297126.1
OG0016249	Cg004G133660	XP_006297573.1
OG0016250	Cg004G133900	XP_023641163.1
OG0016251	Cg004G133990	XP_023642752.1
OG0016252	Cg004G134020	XP_023642482.1
OG0016253	Cg004G134110	XP_006298439.1
OG0016254	Cg004G134450	XP_006297912.1
OG0016255	Cg004G134500	XP_006299635.1
OG0016256	Cg004G134570	XP_006299483.1
OG0016257	Cg004G134620	XP_006297248.1
OG0016258	Cg004G134680	XP_006296830.1
OG0016259	Cg004G135030	XP_006296982.1
OG0016260	Cg004G135180	XP_006296923.1
OG0016261	Cg004G135330	XP_023642645.1
OG0016262	Cg004G135560	XP_006297125.1
OG0016264	Cg004G135780	XP_023641762.1
OG0016265	Cg004G135860	XP_006296813.2
OG0016267	Cg004G136390	XP_006297934.1
OG0016268	Cg004G136480	XP_006300009.1
OG0016269	Cg004G136570	XP_006298467.1
OG0016270	Cg004G136590, Cg004G136580	XP_006298144.1
OG0016271	Cg004G136690	XP_006298503.1
OG0016272	Cg004G137360	XP_006297840.1
OG0016273	Cg007G248220	XP_006301825.2
OG0016274	Cg004G137590	XP_023642200.1
OG0016275	Cg004G137610	XP_006300184.1
OG0016276	Cg004G137690	XP_006298014.2
OG0016277	Cg004G142660	XP_006298736.1
OG0016278	Cg004G138610	XP_006298779.1
OG0016279	Cg004G138480	XP_023641610.1
OG0016281	Cg004G139190	XP_006298384.1
OG0016282	Cg004G139430	XP_006300112.1
OG0016283	Cg004G139670	XP_006299103.1
OG0016284	Cg004G140530	XP_006297409.1
OG0016285	Cg004G140680	XP_006298479.1
OG0016286	Cg004G140950	XP_006298839.1
OG0016287	Cg004G141590	XP_006300091.1
OG0016288	Cg004G141770	XP_006299507.1
OG0016289	Cg004G141790	XP_006297731.1
OG0016290	Cg004G141820	XP_006298381.2
OG0016291	Cg004G142340	XP_006296868.1
OG0016292	Cg004G142470	XP_023642742.1
OG0016293	Cg004G142540	XP_006296723.1
OG0016294	Cg005G187790	XP_023640685.1
OG0016295	Cg004G142850	XP_006297261.2
OG0016296	Cg004G142790	XP_006298195.1
OG0016297	Cg004G142950	XP_023642816.1
OG0016298	Cg004G143370	XP_006298576.1
OG0016299	Cg004G143240	XP_006299254.1
OG0016300	Cg004G144530	XP_006297093.2
OG0016301	Cg004G144030	XP_006299911.1
OG0016302	Cg004G146780	XP_006279403.1
OG0016303	Cg003G099360	XP_023637992.1
OG0016304	Cg004G147930	XP_006300140.1
OG0016305	Cg004G146510	XP_006298227.1
OG0016306	Cg004G145700	XP_006297841.1
OG0016307	Cg004G147900	XP_023642147.1
OG0016308	Cg004G147040	XP_006293074.1
OG0016309	Cg004G148070	XP_006297649.1
OG0016310	Cg004G148170	XP_006297717.1
OG0016311	Cg004G148180	XP_006298824.1
OG0016312	Cg004G148200	XP_006297152.1
OG0016313	Cg004G148250	XP_006298449.1
OG0016314	Cg004G148260	XP_023641483.1
OG0016315	Cg004G148350	XP_006298899.1
OG0016316	Cg004G148380	XP_006299976.2
OG0016317	Cg004G148470	XP_006297796.1
OG0016318	Cg004G148750	XP_006298221.1
OG0016319	Cg001G033080	XP_023634062.1
OG0016320	Cg004G150530, Cg004G149600	XP_006299425.1
OG0016321	Cg004G150920, Cg004G149740	XP_006296713.1
OG0016322	Cg004G149860, Cg004G150840	XP_006298447.2
OG0016323	Cg004G150800, Cg004G149930	XP_023642670.1
OG0016324	Cg004G149940, Cg004G150790	XP_006299807.1
OG0016325	Cg004G151350	XP_006299618.2
OG0016326	Cg004G152240	XP_006296975.1
OG0016327	Cg004G152550	XP_006298765.1
OG0016328	Cg004G152700	XP_006297931.1
OG0016329	Cg004G152740	XP_006298098.2
OG0016330	Cg004G153000	XP_006297058.1
OG0016331	Cg004G153100	XP_006297980.1
OG0016332	Cg004G153710	XP_023641828.1
OG0016333	Cg004G154050	XP_006300108.1
OG0016334	Cg004G154070	XP_006298389.1
OG0016335	Cg004G154220	XP_006297155.1
OG0016336	Cg004G154720	XP_023642445.1
OG0016337	Cg004G154560	XP_006298841.1
OG0016338	Cg004G154500	XP_006298896.1
OG0016339	Cg004G154450	XP_006298623.1
OG0016340	Cg004G154360	XP_006300063.2
OG0016341	Cg004G155100	XP_006297899.1
OG0016342	Cg004G151560, Cg001G035660	XP_006296989.1
OG0016343	Cg004G155650	XP_023642770.1
OG0016344	Cg004G155690	XP_006298267.1
OG0016345	Cg004G156020	XP_006296926.1
OG0016346	Cg004G156190	XP_006297289.1
OG0016347	Cg004G156210	XP_006299698.1
OG0016348	Cg004G156330	XP_006296917.1
OG0016349	Cg004G156470	XP_006297342.1
OG0016350	Cg004G156480	XP_006298323.1
OG0016351	Cg004G156610	XP_006298612.2
OG0016353	Cg004G157140	XP_006298194.1
OG0016354	Cg004G157320	XP_006298774.1
OG0016355	Cg006G194400	XP_023632619.1
OG0016356	Cg006G194430	XP_006303771.1
OG0016357	Cg006G194500	XP_006307317.1
OG0016358	Cg006G194570	XP_006305328.1
OG0016359	Cg006G194690	XP_006307030.1
OG0016360	Cg006G194760	XP_006306239.1
OG0016361	Cg006G194920	XP_006304735.1
OG0016362	Cg006G195060	XP_006304389.1
OG0016363	Cg006G195140	XP_023645206.1
OG0016364	Cg004G129760	XP_023642221.1
OG0016365	Cg006G195430	XP_006306998.1
OG0016366	Cg004G130260	XP_023642801.1
OG0016367	Cg006G195790	XP_006305331.1
OG0016368	Cg006G195920	XP_006306086.2
OG0016369	Cg006G196400	XP_006307076.1
OG0016370	Cg006G196540	XP_006305326.2
OG0016371	Cg006G196700	XP_006306180.1
OG0016372	Cg006G196930	XP_006306214.1
OG0016373	Cg006G196940	XP_006307465.1
OG0016374	Cg006G196970	XP_006305856.1
OG0016375	Cg006G197140	XP_006306256.1
OG0016376	Cg006G197180	XP_023646047.1
OG0016377	Cg006G197280	XP_006306295.1
OG0016378	Cg006G197420	XP_006306796.1
OG0016379	Cg006G197440	XP_006307159.1
OG0016380	Cg006G197500	XP_006306206.1
OG0016381	Cg006G197520	XP_006306954.2
OG0016382	Cg006G197530	XP_006306739.1
OG0016383	Cg006G198850	XP_023633069.1
OG0016384	Cg006G198660	XP_006303343.2
OG0016385	Cg006G198650	XP_006307686.1
OG0016386	Cg006G198490	XP_006293787.1
OG0016387	Cg006G198380	XP_006307704.1
OG0016388	Cg006G198310	XP_023645310.1
OG0016389	Cg006G198300	XP_023645309.1
OG0016390	Cg006G199120	XP_006304246.1
OG0016391	Cg006G199160	XP_006306934.1
OG0016392	Cg006G199210	XP_006303250.1
OG0016393	Cg006G199570	XP_023645092.1
OG0016394	Cg006G199660	XP_006279140.1
OG0016395	Cg006G199690	XP_023632986.1
OG0016396	Cg006G199720	XP_006306250.1
OG0016397	Cg006G199770	XP_006306749.1
OG0016398	Cg006G200140	XP_006303848.1
OG0016399	Cg006G200170	XP_023645105.1
OG0016400	Cg006G200180	XP_006305454.1
OG0016401	Cg006G200190	XP_023645296.1
OG0016402	Cg006G200220	XP_023633200.1
OG0016403	Cg006G200360	XP_006304442.1
OG0016404	Cg006G201330	XP_006307518.1
OG0016405	Cg006G201430	XP_006306266.1
OG0016406	Cg006G201500	XP_006305144.2
OG0016407	Cg006G201580	XP_023644802.1
OG0016408	Cg006G201690	XP_006292834.1
OG0016409	Cg006G201760	XP_006306591.1
OG0016410	Cg006G201780	XP_006307365.1
OG0016411	Cg006G201800	XP_006303163.1
OG0016412	Cg006G201920	XP_006304008.1
OG0016413	Cg001G024960	XP_006285779.1
OG0016414	Cg001G025100	XP_006282550.1
OG0016415	Cg001G025250	XP_006283282.1
OG0016416	Cg001G025560	XP_006284495.1
OG0016417	Cg001G025580	XP_006283848.1
OG0016418	Cg001G025590	XP_006283836.2
OG0016419	Cg005G171850	XP_006295921.2
OG0016420	Cg006G215890	XP_006305272.1
OG0016422	Cg002G054920	XP_006292000.1
OG0016423	Cg002G054800	XP_023639233.1
OG0016424	Cg002G054580	XP_006290738.1
OG0016425	Cg002G054500	XP_006291364.1
OG0016426	Cg002G054280	XP_023639037.1
OG0016427	Cg002G054150	XP_006291061.1
OG0016428	Cg002G054140	XP_006293125.1
OG0016429	Cg002G054120	XP_006290686.1
OG0016430	Cg002G053530	XP_023637832.1
OG0016431	Cg004G123620	XP_006297090.1
OG0016432	Cg006G228220	XP_006303637.1
OG0016433	Cg002G053180	XP_006293052.1
OG0016434	Cg002G052620	XP_006291362.1
OG0016435	Cg002G052610	XP_006290869.1
OG0016436	Cg002G055010	XP_023637972.1
OG0016437	Cg002G054950	XP_006291700.1
OG0016438	Cg002G055050	XP_023638388.1
OG0016439	Cg002G055100	XP_006292185.1
OG0016440	Cg002G055220	XP_006290847.1
OG0016441	Cg006G222380	XP_006307154.1
OG0016442	Cg002G055240	XP_006291778.2
OG0016443	Cg002G055230	XP_006290591.1
OG0016444	Cg002G052080	XP_006290711.1
OG0016445	Cg002G051940	XP_006291523.1
OG0016446	Cg002G051730	XP_023639309.1
OG0016447	Cg002G051680	XP_006290797.1
OG0016448	Cg002G051660	XP_023638532.1
OG0016449	Cg002G051190	XP_023638448.1
OG0016450	Cg002G051150	XP_006290373.1
OG0016451	Cg002G051080	XP_006292463.1
OG0016452	Cg002G050290	XP_006292431.1
OG0016453	Cg002G050190	XP_023637955.1
OG0016454	Cg002G050080	XP_006291636.1
OG0016455	Cg002G050050	XP_023637968.1
OG0016456	Cg002G049910	XP_023638744.1
OG0016457	Cg002G049640	XP_023637893.1
OG0016458	Cg002G049570	XP_006291592.1
OG0016459	Cg002G049390	XP_023638676.1
OG0016460	Cg002G049240	XP_006291321.1
OG0016461	Cg002G049120	XP_006292243.1
OG0016462	Cg002G048770	XP_006293304.1
OG0016463	Cg002G048730	XP_023637798.1
OG0016464	Cg002G048690	XP_006290615.1
OG0016465	Cg002G048520	XP_006291346.1
OG0016466	Cg002G048460	XP_006291548.1
OG0016467	Cg002G048450	XP_006290696.1
OG0016468	Cg002G048300	XP_006290370.1
OG0016469	Cg002G051980	XP_006291261.1
OG0016470	Cg002G047890	XP_023638255.1
OG0016471	Cg002G047880	XP_006291642.2
OG0016472	Cg002G047810	XP_023639164.1
OG0016473	Cg002G047510	XP_006291323.2
OG0016474	Cg002G047110	XP_006291459.2
OG0016475	Cg002G046980	XP_023637829.1
OG0016476	Cg002G046810	XP_006290351.1
OG0016477	Cg004G144870	XP_006296789.1
OG0016478	Cg002G046650	XP_006292239.1
OG0016479	Cg002G046610	XP_006293043.1
OG0016480	Cg002G046440	XP_023637883.1
OG0016481	Cg002G046260	XP_006291453.1
OG0016482	Cg002G046090	XP_006291254.1
OG0016483	Cg002G045770	XP_006290712.1
OG0016484	Cg002G045590	XP_023638440.1
OG0016485	Cg002G045330	XP_006293252.2
OG0016486	Cg002G045240	XP_006291035.1
OG0016487	Cg002G045190	XP_006291847.1
OG0016488	Cg002G045080	XP_006293268.1
OG0016489	Cg002G044900	XP_006290523.2
OG0016490	Cg002G044790	XP_006291671.1
OG0016491	Cg002G044620	XP_006290312.1
OG0016492	Cg002G044410	XP_006290678.1
OG0016493	Cg002G044280	XP_006292713.1
OG0016494	Cg002G044270	XP_006291368.1
OG0016495	Cg002G043890	XP_006291882.1
OG0016496	Cg002G043930	XP_006292651.1
OG0016498	Cg002G043620	XP_006291245.1
OG0016499	Cg002G043590	XP_006291814.1
OG0016500	Cg002G043440	XP_023637969.1
OG0016501	Cg002G043420	XP_006293017.1
OG0016502	Cg002G043410	XP_006292218.1
OG0016503	Cg002G043400	XP_006292690.1
OG0016504	Cg002G043320	XP_023638954.1
OG0016505	Cg002G043290	XP_006292577.1
OG0016506	Cg002G043250	XP_006292523.2
OG0016507	Cg002G043230	XP_006291413.1
OG0016508	Cg002G043190	XP_023638370.1
OG0016509	Cg002G043180	XP_006292627.1
OG0016510	Cg006G194240	XP_006304031.1
OG0016511	Cg006G197320	XP_006306942.1
OG0016513	Cg001G025480	XP_006283110.1
OG0016515	Cg001G029990	XP_006284624.1
OG0016516	Cg002G055850	XP_006291089.1
OG0016517	Cg002G053620	XP_006292658.1
OG0016518	Cg002G052740	XP_006291352.1
OG0016519	Cg002G048510	XP_006290682.1
OG0016520	Cg002G048350	XP_023638960.1
OG0016521	Cg008G306470	XP_023633553.1
OG0016522	Cg002G046860	XP_006290936.1
OG0016523	Cg005G191620	XP_006295325.1
OG0016524	Cg002G046300	XP_006292270.1
OG0016525	Cg002G045610	XP_006290613.1
OG0016526	Cg002G044830	XP_006293216.1
OG0016527	Cg001G024890	XP_006284485.1
OG0016528	Cg008G323120	XP_023637445.1
OG0016530	Cg008G325350	XP_006280219.1
OG0016531	Cg008G321370	XP_006280083.1
OG0016533	Cg005G171600	XP_006295027.1
OG0016535	Cg005G168070	XP_006294540.1
OG0016537	Cg005G185160	XP_023640650.1
OG0016538	Cg005G191800	XP_006295712.2
OG0016539	Cg007G278070	XP_006302396.1
OG0016540	Cg001G033880	XP_006285052.1
OG0016541	Cg001G013170	XP_006283946.1
OG0016542	Cg001G007490	XP_023634650.1
OG0016543	Cg003G095400	XP_006280874.1
OG0016545	Cg001G000140	XP_023634482.1
OG0016546	Cg006G244300	XP_006307205.1
OG0016547	Cg006G241880	XP_006304026.1
OG0016548	Cg006G240340	XP_006307349.2
OG0016549	Cg006G238860	XP_006307202.1
OG0016550	Cg006G237160	XP_006307082.1
OG0016552	Cg006G235590	XP_023633197.1
OG0016553	Cg006G234720	XP_006305445.1
OG0016555	Cg006G233890	XP_023646017.1
OG0016557	Cg006G231180	XP_006304046.1
OG0016559	Cg006G228450	XP_006304300.1
OG0016560	Cg006G228160	XP_006305304.1
OG0016561	Cg006G226250	XP_006305185.1
OG0016562	Cg006G225420	XP_006307582.1
OG0016563	Cg007G270540	XP_006301189.1
OG0016564	Cg007G268640	XP_023644029.1
OG0016565	Cg007G267770	XP_023643866.1
OG0016566	Cg007G248900	XP_006302007.1
OG0016568	Cg003G087460	XP_006279471.1
OG0016569	Cg004G141390	XP_006298598.2
OG0016570	Cg004G131540	XP_006299186.1
OG0016571	Cg004G127410	XP_006298637.2
OG0016572	Cg004G126560	XP_023642069.1
OG0016573	Cg004G125470	XP_006300222.1, XP_006299876.1
OG0016575	Cg004G122150	XP_006300040.1
OG0016576	Cg004G116970	XP_006297314.1
OG0016577	Cg008G282760	XP_006287148.1
OG0016578	Cg008G284910	XP_006288475.1
OG0016579	Cg008G286770	XP_023636195.1
OG0016580	Cg008G287340	XP_006288452.1
OG0016581	Cg008G287480	XP_006289885.1
OG0016582	Cg008G288000	XP_023636947.1
OG0016584	Cg006G210460	XP_006304713.1
OG0016585	Cg006G212040	XP_006303292.1
OG0016586	Cg006G212900	XP_006305218.1
OG0016587	Cg001G017370	XP_006285150.1
OG0016588	Cg001G019050	XP_006284630.1
OG0016589	Cg006G204110	XP_006305444.1
OG0016591	Cg001G023850	XP_023634975.1
OG0016592	Cg006G218750	XP_023645261.1
OG0016594	Cg005G174790	XP_023639565.1
OG0016595	Cg005G175800	XP_023640921.1
OG0016596	Cg005G176130	XP_023640920.1
OG0016597	Cg005G180160	XP_006294904.2
OG0016598	Cg008G288730	XP_006289595.2
OG0016599	Cg008G289930	XP_006290041.1
OG0016600	Cg008G290530	XP_006288193.1
OG0016601	Cg008G291630	XP_006289508.1, XP_006289513.1
OG0016602	Cg008G293030	XP_006289756.1
OG0016603	Cg008G293730	XP_006289105.1
OG0016604	Cg008G294010	XP_006289399.1
OG0016606	Cg008G311610	XP_023641017.1
OG0016607	Cg008G309910, Cg008G311720	XP_006280743.1
OG0016608	Cg001G038030	XP_006286039.2, XP_006285570.1
OG0016609	Cg002G057960	XP_006292567.1
OG0016610	Cg006G221460	XP_006304643.1
OG0016612	Cg003G107120	XP_006281016.1
OG0016613	Cg008G304390	XP_006289138.2
OG0016616	Cg006G220040	XP_023644844.1
OG0016617	Cg006G219080	XP_006307064.1
OG0016619	Cg006G199740	XP_023644535.1
OG0016623	Cg001G020140, Cg001G024490	XP_023638086.1
OG0016624	Cg008G321910	XP_006279945.1, XP_006279903.1, XP_006296876.1
OG0016625	Cg004G153900	XP_006298116.1
OG0016626	Cg005G192010	XP_006295910.2
OG0016627	Cg005G189840	XP_006294444.1
OG0016628	Cg005G187920	XP_006295905.1
OG0016630	Cg002G059360	XP_006291614.1
OG0016631	Cg002G056880	XP_023638691.1
OG0016632	Cg002G056820	XP_006293134.1
OG0016635	Cg003G093910, Cg003G080080	XP_006288385.1
OG0016636	Cg014G333080, Cg003G076490	XP_023637105.1
OG0016638	Cg001G017830	XP_023635134.1, XP_023632697.1
OG0016639	Cg004G127450	XP_006306442.2, XP_023641264.1
OG0016643	Cg007G253270	XP_023642861.1
OG0016645	Cg001G027910	XP_023635641.1
OG0016657	Cg001G012380	XP_006285684.1
OG0016658	Cg001G012130	XP_006285035.2
OG0016659	Cg001G012100	XP_023634446.1
OG0016660	Cg001G012080	XP_006283719.1
OG0016661	Cg001G012030	XP_006283069.1
OG0016662	Cg001G011710	XP_006283981.1
OG0016663	Cg001G011420	XP_006284553.1
OG0016664	Cg001G011300	XP_006285234.2
OG0016665	Cg001G010750	XP_006293987.1
OG0016666	Cg001G010510	XP_006285066.1
OG0016667	Cg001G010440	XP_023634820.1
OG0016668	Cg001G010430	XP_006285280.1
OG0016669	Cg001G009240	XP_023634722.1
OG0016670	Cg001G009200	XP_006283940.1
OG0016671	Cg001G008650	XP_006283999.1
OG0016672	Cg001G008000	XP_023634619.1
OG0016673	Cg001G007560	XP_006283800.1
OG0016675	Cg001G006880	XP_023634226.1
OG0016676	Cg001G006810	XP_006283102.1
OG0016677	Cg001G006770	XP_006284126.1
OG0016681	Cg001G005480	XP_006286078.1
OG0016682	Cg006G215130	XP_006304301.1
OG0016683	Cg006G214790	XP_006307144.2
OG0016684	Cg006G214730	XP_006306212.2
OG0016685	Cg006G214710	XP_006303518.1
OG0016686	Cg006G213840	XP_006303861.1
OG0016687	Cg006G213740	XP_006305360.1
OG0016688	Cg001G033240	XP_023635400.1
OG0016690	Cg007G256010	XP_023643109.1
OG0016691	Cg002G049820, Cg007G254490	XP_023643971.1
OG0016692	Cg007G254320	XP_006302538.1
OG0016693	Cg007G253770	XP_006301338.2
OG0016694	Cg007G252220	XP_006302632.1
OG0016695	Cg007G252040	XP_006301622.1
OG0016696	Cg007G251780	XP_006302122.1
OG0016697	Cg007G251590	XP_006301725.1
OG0016698	Cg007G250860	XP_023644346.1
OG0016699	Cg007G250580	XP_006300557.1
OG0016700	Cg007G250570	XP_006300508.1
OG0016701	Cg007G250550	XP_023643480.1
OG0016702	Cg007G249820	XP_006301740.2
OG0016703	Cg007G250260	XP_006302892.1
OG0016704	Cg007G248430	XP_006300876.1
OG0016705	Cg002G075100	XP_023638525.1
OG0016706	Cg002G074950	XP_006292570.2
OG0016707	Cg002G074840	XP_006291752.1
OG0016708	Cg002G074460	XP_006291509.1
OG0016709	Cg002G074030	XP_006292894.2
OG0016710	Cg002G074020	XP_006290835.1
OG0016711	Cg002G073670	XP_023638597.1
OG0016712	Cg002G073220	XP_006291685.1
OG0016713	Cg002G072950	XP_023638248.1
OG0016714	Cg002G072680	XP_006292162.2
OG0016715	Cg002G072170	XP_006290800.1
OG0016716	Cg002G071990	XP_006292214.1
OG0016717	Cg002G070670	XP_006290252.1
OG0016718	Cg002G068590	XP_006291192.1
OG0016720	Cg002G069170	XP_023639147.1
OG0016721	Cg002G067800	XP_006292458.2
OG0016722	Cg004G141600	XP_006297207.1
OG0016723	Cg002G067640	XP_006293075.2
OG0016725	Cg007G266960	XP_006301307.1
OG0016726	Cg007G266850	XP_006301706.1
OG0016727	Cg007G266460	XP_006302553.1
OG0016728	Cg007G265700	XP_006302789.1
OG0016729	Cg007G265490	XP_006300779.1
OG0016730	Cg007G264800	XP_006300666.2
OG0016731	Cg007G263380	XP_006302471.1
OG0016732	Cg007G263070	XP_006301667.1, XP_006300982.1, XP_006301593.2
OG0016733	Cg007G262330, Cg007G263830	XP_006302212.1
OG0016734	Cg007G261480	XP_006302083.1
OG0016736	Cg007G259220	XP_006279431.1
OG0016737	Cg007G253420	XP_023644084.1
OG0016738	Cg007G258310	XP_006303046.1
OG0016739	Cg007G245510	XP_023644024.1
OG0016740	Cg007G245550	XP_006302266.1
OG0016741	Cg007G245850	XP_006301700.1
OG0016742	Cg007G247510	XP_006300766.1
OG0016743	Cg007G247620	XP_023643732.1
OG0016744	Cg007G248020	XP_006301522.1
OG0016745	Cg007G248150	XP_023643401.1
OG0016746	Cg007G248080	XP_006300315.2
OG0016747	Cg004G128250	XP_023642478.1
OG0016748	Cg001G014970	XP_006285079.1
OG0016749	Cg001G014640	XP_023634016.1
OG0016750	Cg001G014600	XP_006284263.1
OG0016751	Cg001G014570	XP_006284496.1
OG0016752	Cg005G165350	XP_006295646.1
OG0016753	Cg004G124770	XP_023641668.1
OG0016754	Cg004G125170	XP_006297249.1
OG0016755	Cg004G125240	XP_006298395.1
OG0016756	Cg004G125380	XP_006299975.1
OG0016758	Cg008G284070	XP_006286872.2
OG0016759	Cg004G125640	XP_006299115.1
OG0016760	Cg004G126010	XP_006299707.2
OG0016761	Cg004G126290	XP_006298497.1
OG0016762	Cg004G126770	XP_006298604.1
OG0016763	Cg008G290340	XP_006286993.1
OG0016764	Cg004G127200	XP_006299290.1
OG0016765	Cg004G147740	XP_006299538.1
OG0016766	Cg003G111740	XP_023640035.1
OG0016767	Cg003G088610	XP_006287192.1
OG0016770	Cg003G090370, Cg003G095850	XP_006280990.1
OG0016771	Cg003G090650, Cg003G096200	XP_006280802.1
OG0016772	Cg003G097350	XP_006280344.1
OG0016773	Cg003G097500	XP_006281426.2
