Orthogroup	Cardamine_glauca	Brassica_oleracea
OG0011328	Cg007G267910	XP_013591862.1, XP_013591847.1
OG0011329	Cg007G268780	XP_013591574.1
OG0011330	Cg007G268860	XP_013589863.1
OG0011331	Cg007G269970	XP_013590213.1, XP_013618595.1
OG0011332	Cg007G270100	XP_013618817.1, XP_013590022.1
OG0011333	Cg007G272430	XP_013589922.1
OG0011334	Cg007G270870	XP_013592384.1, XP_013616273.1
OG0011335	Cg007G270950	XP_013614128.1, XP_013614120.1
OG0011337	Cg007G271220	XP_013621074.1
OG0011338	Cg007G271440	XP_013590357.1
OG0011339	Cg007G272000	XP_013591784.1, XP_013616145.1
OG0011340	Cg007G272060	XP_013592620.1
OG0011341	Cg007G272170	XP_013616293.1, XP_013591358.1
OG0011342	Cg007G272480	XP_013588174.1
OG0011343	Cg007G278880	XP_013591065.1, XP_013588507.1
OG0011344	Cg007G278850	XP_013588645.1
OG0011345	Cg007G278560	XP_013588544.1, XP_013589879.1
OG0011346	Cg007G278050	XP_013621138.1, XP_013638846.1
OG0011347	Cg006G224720	XP_013638853.1, XP_013594145.1
OG0011348	Cg007G277020	XP_013590849.1, XP_013590676.1
OG0011349	Cg007G276270	XP_013590574.1, XP_013619498.1
OG0011350	Cg007G276250	XP_013590758.1
OG0011352	Cg006G203480	XP_013590700.1
OG0011353	Cg008G316930, Cg011G328770	XP_013592916.1
OG0011354	Cg007G275880	XP_013590033.1
OG0011355	Cg007G275640	XP_013590947.1, XP_013620616.1
OG0011356	Cg007G275320	XP_013589728.1
OG0011357	Cg007G274930	XP_013588760.1, XP_013590981.1
OG0011358	Cg007G274830	XP_013591384.1
OG0011359	Cg007G274440	XP_013592183.1
OG0011360	Cg007G274390	XP_013621470.1
OG0011361	Cg007G273190	XP_013621556.1, XP_013591297.1
OG0011362	Cg007G280790	XP_013619899.1
OG0011363	Cg007G280780	XP_013620402.1
OG0011364	Cg007G281110	XP_013620334.1
OG0011365	Cg007G281420	XP_013590216.1, XP_013618545.1
OG0011366	Cg004G128680	XP_013611191.1, XP_013586574.1
OG0011367	Cg004G128740	XP_013626498.1, XP_013584372.1
OG0011368	Cg004G128940	XP_013627176.1, XP_013584435.1
OG0011369	Cg004G129000	XP_013584531.1, XP_013586015.1
OG0011370	Cg004G129020	XP_013587450.1
OG0011371	Cg004G129340	XP_013587715.1
OG0011372	Cg004G129630	XP_013583683.1
OG0011373	Cg004G129710, Cg005G183110	XP_013625393.1
OG0011374	Cg004G129990	XP_013638952.1
OG0011375	Cg004G130100, Cg004G130180	XP_013610672.1
OG0011376	Cg004G130340	XP_013637660.1
OG0011378	Cg006G196130	XP_013587759.1
OG0011379	Cg004G131050	XP_013583738.1
OG0011380	Cg004G131120	XP_013586314.1
OG0011381	Cg004G131250	XP_013586470.1, XP_013608436.1, XP_013624036.1
OG0011382	Cg004G131570	XP_013638089.1
OG0011383	Cg004G131630	XP_013610178.1, XP_013585697.1
OG0011384	Cg004G131710	XP_013586920.1
OG0011385	Cg004G131830	XP_013585740.1
OG0011386	Cg004G132610	XP_013615685.1
OG0011387	Cg004G132700	XP_013584134.1
OG0011388	Cg004G132720	XP_013638117.1
OG0011389	Cg004G132760, Cg004G132770	XP_013637713.1
OG0011390	Cg004G133880	XP_013586859.1
OG0011391	Cg004G134250	XP_013638342.1
OG0011392	Cg004G134490	XP_013586450.1
OG0011393	Cg004G134880	XP_013589481.1
OG0011394	Cg004G135220	XP_013639139.1
OG0011395	Cg004G135410	XP_013630414.1, XP_013608577.1
OG0011396	Cg004G135700	XP_013584091.1, XP_013586559.1
OG0011397	Cg004G135850	XP_013588441.1
OG0011398	Cg004G135980	XP_013586366.1
OG0011399	Cg004G135990	XP_013638373.1
OG0011400	Cg004G136040	XP_013586216.1
OG0011401	Cg004G136510	XP_013583714.1, XP_013626212.1
OG0011402	Cg004G137060	XP_013637861.1
OG0011403	Cg004G137280	XP_013638507.1
OG0011404	Cg004G137350	XP_013584032.1
OG0011405	Cg004G137620	XP_013608169.1
OG0011406	Cg004G138180	XP_013639758.1, XP_013607915.1
OG0011407	Cg004G138820	XP_013583787.1, XP_013635956.1
OG0011408	Cg004G138870	XP_013607623.1
OG0011409	Cg004G139240	XP_013587360.1
OG0011410	Cg004G139410	XP_013629181.1, XP_013587585.1
OG0011411	Cg004G139720	XP_013638463.1, XP_013639718.1
OG0011412	Cg004G139750	XP_013627229.1, XP_013585130.1
OG0011413	Cg004G140400	XP_013614854.1
OG0011414	Cg004G140720	XP_013596047.1
OG0011415	Cg004G141640	XP_013597993.1
OG0011416	Cg004G142100	XP_013629476.1
OG0011417	Cg004G142480	XP_013625496.1, XP_013593656.1
OG0011418	Cg004G142840	XP_013596576.1
OG0011419	Cg004G143050	XP_013626559.1
OG0011420	Cg004G143420	XP_013594169.1
OG0011421	Cg004G144500	XP_013626345.1, XP_013629777.1
OG0011422	Cg004G146730	XP_013622450.1
OG0011423	Cg004G146530	XP_013613487.1
OG0011424	Cg004G146480	XP_013623260.1
OG0011425	Cg004G146310	XP_013628135.1
OG0011426	Cg004G145840	XP_013593307.1
OG0011427	Cg004G145670	XP_013630310.1, XP_013599453.1
OG0011428	Cg007G272710	XP_013623100.1
OG0011429	Cg004G150280, Cg004G151170	XP_013595294.1
OG0011430	Cg004G151790	XP_013593818.1, XP_013622289.1
OG0011431	Cg004G151970	XP_013622287.1, XP_013599063.1
OG0011432	Cg004G153670	XP_013628921.1
OG0011433	Cg004G154110	XP_013596411.1
OG0011434	Cg004G154650	XP_013596177.1, XP_013609823.1
OG0011435	Cg004G154530	XP_013596192.1, XP_013606766.1
OG0011436	Cg004G155190	XP_013595634.1, XP_013607617.1
OG0011437	Cg004G155710	XP_013608840.1, XP_013595535.1
OG0011438	Cg004G155830	XP_013609706.1, XP_013596210.1
OG0011439	Cg004G156130	XP_013607235.1, XP_013594093.1
OG0011441	Cg004G156540	XP_013593993.1
OG0011442	Cg004G156850	XP_013595878.1
OG0011443	Cg004G157270	XP_013602719.1
OG0011444	Cg004G157210	XP_013620311.1, XP_013626354.1
OG0011445	Cg006G195500, Cg006G195480	XP_013591194.1, XP_013625547.1
OG0011447	Cg006G196220	XP_013625719.1
OG0011448	Cg006G196330	XP_013630160.1, XP_013630379.1
OG0011449	Cg006G197800	XP_013624974.1, XP_013589137.1
OG0011450	Cg006G197860	XP_013589035.1, XP_013590854.1
OG0011451	Cg006G197980	XP_013588829.1
OG0011452	Cg004G137200	XP_013599320.1, XP_013638479.1
OG0011453	Cg006G200130	XP_013584701.1
OG0011454	Cg006G201320	XP_013592132.1
OG0011455	Cg006G201810	XP_013591551.1
OG0011456	Cg001G025070	XP_013598368.1, XP_013637092.1
OG0011457	Cg001G025160	XP_013602343.1, XP_013637691.1
OG0011458	Cg005G171860	XP_013628490.1
OG0011459	Cg005G171870	XP_013631164.1
OG0011460	Cg005G172000	XP_013631464.1
OG0011462	Cg002G054690	XP_013632066.1
OG0011463	Cg002G054590	XP_013634625.1, XP_013602145.1
OG0011464	Cg006G216500	XP_013597647.1
OG0011465	Cg002G053880, Cg002G053870, Cg002G053850	XP_013604862.1
OG0011466	Cg002G053820	XP_013592857.1, XP_013605261.1
OG0011467	Cg002G053700	XP_013604352.1
OG0011468	Cg002G053470	XP_013632189.1
OG0011469	Cg001G012630	XP_013601128.1
OG0011470	Cg002G052580	XP_013634045.1
OG0011471	Cg002G051920	XP_013631863.1, XP_013605201.1
OG0011472	Cg002G051700	XP_013602229.1, XP_013634356.1
OG0011473	Cg002G051270	XP_013602793.1, XP_013634809.1
OG0011474	Cg002G050660	XP_013599757.1
OG0011475	Cg002G050480	XP_013631587.1
OG0011476	Cg002G049400	XP_013635516.1, XP_013603545.1
OG0011477	Cg002G049220	XP_013636216.1
OG0011478	Cg002G049190	XP_013599773.1
OG0011479	Cg002G048820	XP_013602808.1, XP_013591875.1
OG0011480	Cg002G048230	XP_013602947.1, XP_013591193.1
OG0011481	Cg002G048120	XP_013590186.1, XP_013602502.1
OG0011482	Cg006G237320	XP_013586194.1
OG0011483	Cg002G047020	XP_013615011.1
OG0011485	Cg002G046160	XP_013633606.1
OG0011486	Cg002G045940	XP_013603360.1
OG0011487	Cg002G045670	XP_013631505.1
OG0011488	Cg005G159860	XP_013635395.1, XP_013635976.1
OG0011489	Cg002G045070	XP_013605244.1
OG0011490	Cg002G044950	XP_013588912.1
OG0011491	Cg002G044940	XP_013588920.1, XP_013600507.1
OG0011492	Cg002G044890	XP_013633664.1, XP_013587881.1
OG0011493	Cg002G044680	XP_013602621.1
OG0011495	Cg002G044240	XP_013600462.1
OG0011496	Cg002G044150	XP_013605881.1
OG0011497	Cg002G043980	XP_013635952.1, XP_013591097.1
OG0011498	Cg002G043680	XP_013635563.1, XP_013601743.1
OG0011499	Cg002G043580	XP_013635707.1, XP_013605383.1
OG0011501	Cg002G043160	XP_013628983.1
OG0011503	Cg002G055730	XP_013595502.1, XP_013619181.1
OG0011504	Cg002G056020	XP_013604035.1
OG0011505	Cg002G055920	XP_013596052.1, XP_013602592.1
OG0011507	Cg002G055120	XP_013599622.1
OG0011508	Cg002G050880	XP_013632997.1, XP_013588087.1
OG0011510	Cg002G044840	XP_013614735.1, XP_013604928.1
OG0011511	Cg008G323190	XP_013619706.1
OG0011514	Cg005G172940	XP_013634770.1, XP_013634567.1
OG0011515	Cg002G064550	XP_013629318.1
OG0011516	Cg007G276550	XP_013619133.1
OG0011517	Cg007G273940	XP_013619953.1, XP_013590951.1
OG0011518	Cg007G273930	XP_013588823.1, XP_013621651.1
OG0011519	Cg001G013400	XP_013596954.1, XP_013591504.1
OG0011521	Cg001G010640	XP_013584819.1
OG0011522	Cg001G009620	XP_013623520.1, XP_013624933.1
OG0011524	Cg006G237930	XP_013614524.1, XP_013603214.1
OG0011525	Cg006G237820	XP_013602685.1
OG0011526	Cg006G234730	XP_013583512.1
OG0011528	Cg006G232380	XP_013584848.1, XP_013603896.1
OG0011532	Cg006G228560	XP_013604730.1, XP_013605806.1
OG0011533	Cg006G225130	XP_013639311.1, XP_013639312.1, XP_013603169.1
OG0011534	Cg006G224310	XP_013586279.1, XP_013594712.1
OG0011535	Cg006G223850	XP_013596446.1, XP_013603511.1
OG0011536	Cg001G034160	XP_013634937.1, XP_013603006.1
OG0011537	Cg007G268600	XP_013590520.1, XP_013618842.1
OG0011539	Cg007G267090	XP_013589566.1, XP_013618893.1
OG0011543	Cg006G213290, Cg006G213300	XP_013601188.1
OG0011544	Cg004G156630	XP_013593410.1, XP_013611114.1
OG0011545	Cg004G157050	XP_013602720.1, XP_013593908.1
OG0011546	Cg004G155700	XP_013598208.1, XP_013598278.1
OG0011547	Cg004G139580	XP_013590570.1
OG0011548	Cg004G129500	XP_013627981.1, XP_013584465.1
OG0011549	Cg004G125560	XP_013627878.1, XP_013583559.1
OG0011550	Cg008G282080	XP_013609923.1, XP_013609774.1, XP_013623804.1, XP_013626455.1
OG0011551	Cg008G284680	XP_013610556.1, XP_013614447.1
OG0011552	Cg008G285100	XP_013608545.1, XP_013612971.1
OG0011554	Cg001G016990	XP_013604612.1
OG0011555	Cg001G017910	XP_013585937.1, XP_013614544.1
OG0011556	Cg006G216060	XP_013596409.1, XP_013584033.1
OG0011557	Cg006G218940	XP_013595342.1, XP_013625815.1
OG0011558	Cg005G175580	XP_013635128.1, XP_013622050.1
OG0011559	Cg008G291460	XP_013610552.1, XP_013619671.1
OG0011561	Cg008G292980	XP_013611273.1, XP_013620959.1
OG0011563	Cg003G100440	XP_013627143.1, XP_013619523.1
OG0011564	Cg003G102430	XP_013627681.1, XP_013616503.1
OG0011565	Cg003G103960	XP_013612108.1
OG0011566	Cg003G105770	XP_013625925.1, XP_013615893.1
OG0011567	Cg008G300540	XP_013615574.1, XP_013626218.1
OG0011568	Cg008G300240	XP_013611246.1, XP_013620387.1
OG0011569	Cg008G300130, Cg005G184200	XP_013611269.1
OG0011570	Cg008G299960	XP_013607350.1
OG0011571	Cg003G111900	XP_013625495.1
OG0011572	Cg006G240570	XP_013605712.1
OG0011573	Cg006G231010	XP_013600599.1, XP_013587142.1
OG0011574	Cg006G217230, Cg006G217320, Cg006G217290, Cg006G230030	XP_013584083.1
OG0011575	Cg006G220510	XP_013625694.1, XP_013597672.1
OG0011578	Cg007G268360	XP_013619092.1
OG0011579	Cg004G140360	XP_013627498.1
OG0011581	Cg005G187340	XP_013600721.1
OG0011583	Cg005G175660	XP_013635727.1
OG0011585	Cg002G053320	XP_013604708.1, XP_013624105.1
OG0011586	Cg001G006160	XP_013622675.1, XP_013603320.1
OG0011588	Cg001G016650	XP_013600626.1, XP_013598548.1
OG0011590	Cg008G310480, Cg008G308820	XP_013593639.1, XP_013606584.1
OG0011591	Cg001G010620	XP_013596380.1, XP_013596370.1, XP_013623747.1, XP_013623741.1
OG0011603	Cg001G011800	XP_013617920.1
OG0011604	Cg001G011790	XP_013596806.1
OG0011605	Cg001G011460	XP_013596647.1
OG0011606	Cg001G011670	XP_013597081.1, XP_013592095.1
OG0011607	Cg001G011660	XP_013589753.1
OG0011608	Cg001G011150	XP_013596932.1
OG0011609	Cg001G010760	XP_013598107.1, XP_013598523.1
OG0011610	Cg004G154840	XP_013596758.1, XP_013610745.1
OG0011611	Cg001G010100	XP_013596543.1
OG0011612	Cg001G009980	XP_013597681.1
OG0011613	Cg001G009950	XP_013597679.1
OG0011614	Cg001G009920	XP_013623346.1
OG0011615	Cg001G009900	XP_013593647.1
OG0011616	Cg001G009770	XP_013599071.1
OG0011617	Cg001G009570	XP_013598180.1
OG0011618	Cg001G009040	XP_013593554.1
OG0011619	Cg006G237260	XP_013585598.1
OG0011620	Cg001G008690	XP_013607611.1
OG0011621	Cg001G007820	XP_013637672.1
OG0011622	Cg001G007780	XP_013595936.1
OG0011623	Cg005G171980	XP_013636447.1
OG0011624	Cg001G007480	XP_013598157.1
OG0011625	Cg008G301680	XP_013611153.1
OG0011626	Cg001G006470	XP_013589535.1
OG0011627	Cg007G271840	XP_013592870.1
OG0011628	Cg008G300580	XP_013621417.1, XP_013626121.1
OG0011629	Cg001G006010	XP_013601224.1
OG0011630	Cg001G005740	XP_013622541.1, XP_013597707.1
OG0011631	Cg001G005010	XP_013636067.1
OG0011632	Cg006G215110	XP_013637677.1, XP_013600380.1
OG0011633	Cg006G215070	XP_013585996.1
OG0011634	Cg006G215060	XP_013584316.1
OG0011635	Cg006G214760	XP_013604031.1
OG0011636	Cg006G214680	XP_013600772.1
OG0011637	Cg006G214120	XP_013586787.1
OG0011638	Cg006G213980	XP_013587569.1
OG0011639	Cg006G213910	XP_013638965.1
OG0011640	Cg006G213510	XP_013586300.1
OG0011641	Cg006G213350	XP_013599764.1
OG0011643	Cg001G024240	XP_013600177.1
OG0011644	Cg001G024450	XP_013596108.1, XP_013601392.1
OG0011645	Cg001G024480	XP_013601408.1
OG0011646	Cg001G024690	XP_013600799.1
OG0011647	Cg005G192510	XP_013604015.1
OG0011648	Cg007G257480	XP_013631708.1
OG0011649	Cg005G185420	XP_013605643.1
OG0011650	Cg007G256360	XP_013638909.1
OG0011651	Cg007G255730	XP_013635817.1
OG0011652	Cg007G255160	XP_013609085.1
OG0011653	Cg007G254020	XP_013611873.1
OG0011654	Cg007G253780	XP_013636922.1
OG0011655	Cg007G253100	XP_013590677.1
OG0011656	Cg006G236190	XP_013584651.1
OG0011657	Cg007G252170	XP_013605043.1
OG0011659	Cg007G250830	XP_013608950.1
OG0011660	Cg007G250730	XP_013605655.1
OG0011661	Cg001G035170	XP_013637066.1
OG0011662	Cg007G250420	XP_013607085.1
OG0011663	Cg008G319620	XP_013616079.1
OG0011664	Cg007G250250	XP_013610545.1, XP_013632805.1
OG0011665	Cg007G248850	XP_013606403.1
OG0011666	Cg006G234200	XP_013585777.1
OG0011667	Cg002G075360	XP_013610642.1
OG0011668	Cg002G075130	XP_013612292.1
OG0011669	Cg002G075070	XP_013595968.1
OG0011671	Cg002G075010	XP_013598332.1
OG0011672	Cg002G074870	XP_013598584.1
OG0011673	Cg002G074660	XP_013607038.1
OG0011674	Cg002G074480	XP_013620908.1
OG0011675	Cg002G074410	XP_013599033.1
OG0011676	Cg002G074070	XP_013611461.1
OG0011677	Cg002G073760	XP_013606036.1, XP_013614359.1
OG0011678	Cg002G073110	XP_013618570.1, XP_013594170.1
OG0011679	Cg002G073070	XP_013597691.1
OG0011680	Cg002G073020	XP_013599418.1
OG0011681	Cg002G072840	XP_013599329.1
OG0011682	Cg002G072160	XP_013613405.1
OG0011683	Cg002G072020	XP_013597642.1
OG0011684	Cg002G071380	XP_013612180.1, XP_013594928.1
OG0011685	Cg002G071260	XP_013594107.1
OG0011686	Cg001G041170	XP_013637187.1
OG0011687	Cg002G069860	XP_013616223.1
OG0011689	Cg007G266930	XP_013616136.1
OG0011690	Cg007G266620	XP_013620171.1
OG0011691	Cg007G266490	XP_013592680.1
OG0011692	Cg007G266170	XP_013588426.1, XP_013588458.1
OG0011693	Cg007G265720	XP_013588269.1
OG0011694	Cg007G265650	XP_013591850.1
OG0011695	Cg007G265530	XP_013615885.1, XP_013591401.1, XP_013589572.1
OG0011696	Cg007G265370	XP_013588658.1, XP_013623919.1
OG0011697	Cg007G264870	XP_013590018.1
OG0011698	Cg006G242180	XP_013584145.1
OG0011699	Cg001G038660	XP_013590269.1
OG0011700	Cg006G217860	XP_013589931.1
OG0011701	Cg007G245610	XP_013608859.1
OG0011702	Cg007G245730	XP_013613118.1
OG0011703	Cg007G245790, Cg006G205370	XP_013612841.1
OG0011704	Cg007G245840	XP_013612139.1
OG0011705	Cg007G246150	XP_013606599.1
OG0011706	Cg007G246420	XP_013606140.1
OG0011707	Cg007G246620	XP_013613232.1
OG0011708	Cg007G247130	XP_013635003.1, XP_013612342.1
OG0011709	Cg007G247370	XP_013635063.1
OG0011710	Cg007G247540	XP_013611985.1
OG0011711	Cg007G247690	XP_013606165.1, XP_013632061.1
OG0011712	Cg004G128310	XP_013611379.1, XP_013624182.1
OG0011713	Cg001G014660	XP_013597947.1
OG0011714	Cg002G049650	XP_013604366.1
OG0011715	Cg005G165030	XP_013634583.1
OG0011716	Cg005G165370	XP_013636899.1
OG0011717	Cg005G165430	XP_013629863.1
OG0011718	Cg004G124730	XP_013630385.1
OG0011719	Cg004G124970	XP_013624156.1
OG0011720	Cg004G125090	XP_013638455.1
OG0011721	Cg004G125150	XP_013583802.1
OG0011722	Cg004G125190	XP_013585720.1
OG0011723	Cg004G125500	XP_013626408.1
OG0011724	Cg003G100110, Cg007G266890	XP_013625532.1
OG0011725	Cg004G125790	XP_013583912.1
OG0011726	Cg004G125910	XP_013637791.1
OG0011727	Cg004G126070	XP_013637327.1
OG0011728	Cg004G126340	XP_013627966.1, XP_013585446.1
OG0011729	Cg004G126400	XP_013587415.1
OG0011730	Cg004G126520	XP_013635480.1
OG0011731	Cg004G126530	XP_013636460.1
OG0011732	Cg004G126590	XP_013585725.1
OG0011733	Cg004G126660	XP_013585009.1
OG0011734	Cg004G126740	XP_013603031.1, XP_013638132.1, XP_013614432.1
OG0011735	Cg004G127440	XP_013586465.1
OG0011736	Cg004G127830	XP_013587465.1
OG0011737	Cg003G090780	XP_013606711.1
OG0011738	Cg016G334090, Cg003G095220	XP_013621816.1
OG0011739	Cg016G334080, Cg003G095210	XP_013627675.1
OG0011740	Cg003G095320, Cg016G334160, Cg005G184220	XP_013625173.1
OG0011741	Cg003G096880	XP_013626506.1
OG0011742	Cg003G097090	XP_013628616.1
OG0011743	Cg003G097580	XP_013629500.1
OG0011744	Cg003G097600, Cg003G097610	XP_013622722.1
OG0011745	Cg003G097680	XP_013613075.1
OG0011746	Cg003G097820	XP_013613654.1
OG0011747	Cg003G098010	XP_013619846.1, XP_013610817.1
OG0011748	Cg003G098040	XP_013623561.1
OG0011749	Cg003G098620	XP_013608925.1
OG0011750	Cg003G099090	XP_013618430.1
OG0011751	Cg003G099140	XP_013627647.1, XP_013619635.1
OG0011752	Cg003G099180	XP_013612389.1
OG0011753	Cg003G097360	XP_013630026.1
OG0011754	Cg001G012900	XP_013610229.1, XP_013599337.1
OG0011755	Cg003G100660	XP_013619260.1
OG0011756	Cg003G101310	XP_013609237.1
OG0011757	Cg003G101130	XP_013619929.1
OG0011758	Cg003G101070	XP_013609346.1
OG0011759	Cg003G101520	XP_013606183.1
OG0011760	Cg003G101760	XP_013608934.1
OG0011761	Cg003G101790	XP_013612042.1
OG0011762	Cg003G102190	XP_013613224.1
OG0011763	Cg001G013790	XP_013585942.1, XP_013631627.1
OG0011764	Cg003G102650	XP_013620641.1
OG0011765	Cg003G102870	XP_013610055.1
OG0011766	Cg003G103040	XP_013619107.1
OG0011767	Cg003G103080	XP_013625576.1
OG0011768	Cg003G103330	XP_013609613.1
OG0011769	Cg003G103410	XP_013606874.1
OG0011770	Cg003G103470	XP_013621490.1, XP_013611263.1
OG0011771	Cg003G104080	XP_013607355.1
OG0011772	Cg003G104680	XP_013615875.1
OG0011773	Cg003G104730	XP_013613814.1, XP_013612522.1
OG0011774	Cg003G104810	XP_013612855.1
OG0011775	Cg003G105190	XP_013629127.1
OG0011776	Cg003G105310	XP_013608941.1, XP_013615208.1
OG0011777	Cg003G105450	XP_013611788.1
OG0011778	Cg003G105470	XP_013629235.1
OG0011779	Cg003G088730	XP_013608837.1
OG0011781	Cg008G293330	XP_013614828.1
OG0011782	Cg008G292310	XP_013623280.1
OG0011783	Cg008G292250	XP_013606611.1, XP_013616257.1
OG0011784	Cg008G291930	XP_013611896.1, XP_013628723.1
OG0011785	Cg008G291360	XP_013610997.1
OG0011786	Cg008G291250	XP_013620147.1
OG0011788	Cg008G290750	XP_013608898.1
OG0011789	Cg008G290220	XP_013613055.1
OG0011790	Cg003G112400	XP_013622882.1
OG0011791	Cg008G289960	XP_013620772.1
OG0011792	Cg008G289800	XP_013607143.1
OG0011793	Cg008G289770	XP_013608940.1, XP_013633761.1
OG0011794	Cg008G289520	XP_013606671.1
OG0011795	Cg008G289440	XP_013611480.1
OG0011796	Cg008G289370	XP_013629565.1
OG0011797	Cg008G289330	XP_013628225.1
OG0011798	Cg008G289250	XP_013629757.1
OG0011799	Cg008G288590	XP_013629899.1
OG0011800	Cg008G288450	XP_013623611.1
OG0011801	Cg008G288180	XP_013612261.1
OG0011802	Cg008G288090	XP_013606438.1
OG0011803	Cg008G288080	XP_013613318.1, XP_013615928.1
OG0011804	Cg001G023360	XP_013606006.1, XP_013621076.1
OG0011805	Cg001G023090	XP_013597531.1, XP_013604435.1
OG0011806	Cg001G022550	XP_013620954.1
OG0011807	Cg006G229490	XP_013600051.1
OG0011808	Cg001G022350	XP_013596977.1
OG0011809	Cg001G022340	XP_013596996.1
OG0011810	Cg001G021690	XP_013597319.1
OG0011811	Cg001G021490	XP_013593289.1, XP_013605233.1
OG0011812	Cg001G021410	XP_013598713.1
OG0011813	Cg001G020850	XP_013597659.1
OG0011814	Cg001G020760	XP_013597884.1
OG0011815	Cg001G020750	XP_013597789.1
OG0011816	Cg001G020690	XP_013597828.1
OG0011817	Cg001G020670	XP_013592933.1
OG0011818	Cg001G020620	XP_013630605.1
OG0011819	Cg001G020470	XP_013598405.1
OG0011820	Cg001G020380	XP_013626335.1
OG0011821	Cg001G020370	XP_013597970.1
OG0011822	Cg001G020360	XP_013597989.1
OG0011823	Cg001G020150	XP_013598365.1
OG0011824	Cg001G020070	XP_013625603.1
OG0011825	Cg001G020050	XP_013628406.1
OG0011826	Cg001G019430	XP_013611500.1
OG0011827	Cg001G019310	XP_013602021.1
OG0011828	Cg001G019250	XP_013596341.1, XP_013594423.1
OG0011829	Cg001G018980	XP_013619483.1
OG0011830	Cg001G018900	XP_013621892.1
OG0011831	Cg001G018810	XP_013617854.1
OG0011832	Cg001G018750	XP_013596018.1
OG0011833	Cg001G018690	XP_013617442.1
OG0011834	Cg001G018480	XP_013596388.1
OG0011835	Cg001G017980	XP_013619773.1
OG0011836	Cg001G017350	XP_013604136.1
OG0011837	Cg001G017150	XP_013602836.1
OG0011838	Cg001G017070	XP_013599451.1
OG0011839	Cg001G017050	XP_013612580.1
OG0011840	Cg001G016960	XP_013599218.1
OG0011841	Cg006G213100	XP_013584203.1
OG0011842	Cg006G213060	XP_013584260.1
OG0011843	Cg006G212910	XP_013638265.1
OG0011844	Cg006G212230	XP_013588282.1
OG0011845	Cg006G212050	XP_013637717.1
OG0011846	Cg006G212030	XP_013590266.1
OG0011847	Cg006G210490, Cg006G210480	XP_013605287.1
OG0011848	Cg006G210010	XP_013591138.1
OG0011849	Cg006G209680	XP_013590059.1
OG0011850	Cg006G209200	XP_013605122.1
OG0011851	Cg004G151450	XP_013631072.1
OG0011852	Cg006G204000	XP_013588259.1
OG0011853	Cg008G282420	XP_013621747.1
OG0011854	Cg006G206040	XP_013585965.1
OG0011855	Cg006G219030	XP_013626446.1, XP_013639444.1
OG0011856	Cg006G204260	XP_013590196.1
OG0011857	Cg006G202240	XP_013600278.1
OG0011858	Cg006G202350	XP_013592513.1
OG0011859	Cg006G206850	XP_013602284.1
OG0011860	Cg006G203640	XP_013599579.1
OG0011861	Cg008G297820	XP_013613227.1
OG0011862	Cg006G218600	XP_013613557.1
OG0011863	Cg006G218190	XP_013623170.1
OG0011864	Cg006G217640	XP_013629763.1
OG0011866	Cg006G216620	XP_013585808.1, XP_013630453.1
OG0011867	Cg006G216310	XP_013584539.1
OG0011868	Cg006G216280	XP_013622212.1
OG0011869	Cg006G215490	XP_013584141.1, XP_013595752.1
OG0011870	Cg001G004650	XP_013605665.1
OG0011871	Cg001G003940	XP_013599885.1
OG0011872	Cg001G003770	XP_013601860.1
OG0011873	Cg001G003270	XP_013625662.1
OG0011874	Cg001G003250	XP_013604880.1
OG0011875	Cg001G003090	XP_013628221.1
OG0011876	Cg001G002730	XP_013601929.1
OG0011877	Cg001G002010	XP_013625758.1
OG0011878	Cg001G002000	XP_013626881.1
OG0011879	Cg001G001810	XP_013623079.1
OG0011880	Cg001G001740	XP_013593217.1
OG0011881	Cg001G001470	XP_013610750.1
OG0011882	Cg001G001230	XP_013625379.1
OG0011883	Cg001G000910	XP_013623222.1
OG0011884	Cg001G000860	XP_013593715.1
OG0011885	Cg001G000790	XP_013623338.1
OG0011886	Cg001G000760	XP_013595199.1, XP_013608140.1
OG0011887	Cg001G000670	XP_013593975.1, XP_013638760.1
OG0011888	Cg001G000610	XP_013597586.1
OG0011889	Cg001G000510	XP_013629614.1
OG0011890	Cg001G000470	XP_013628114.1
OG0011891	Cg001G000170	XP_013595229.1
OG0011892	Cg001G000190	XP_013622870.1
OG0011893	Cg001G000040	XP_013593525.1
OG0011894	Cg001G000030	XP_013603865.1, XP_013595040.1
OG0011895	Cg001G034360	XP_013587993.1
OG0011896	Cg001G035000	XP_013635404.1
OG0011897	Cg001G035530, Cg003G096850	XP_013587766.1
OG0011898	Cg001G035870, Cg006G224620	XP_013605213.1
OG0011899	Cg001G035860	XP_013636450.1
OG0011900	Cg001G037220	XP_013590169.1
OG0011901	Cg001G038610	XP_013637316.1
OG0011902	Cg001G039420	XP_013633139.1, XP_013613712.1
OG0011903	Cg005G171580	XP_013631884.1
OG0011904	Cg005G171480	XP_013636269.1
OG0011905	Cg006G214950	XP_013593718.1, XP_013584841.1
OG0011906	Cg001G015470	XP_013596939.1
OG0011907	Cg005G171100	XP_013637006.1
OG0011908	Cg005G171280	XP_013625454.1
OG0011909	Cg001G042050	XP_013635966.1
OG0011910	Cg005G170940	XP_013631444.1, XP_013621737.1
OG0011911	Cg003G085110	XP_013630030.1
OG0011912	Cg003G085140	XP_013613116.1
OG0011913	Cg003G085450	XP_013608833.1
OG0011914	Cg003G085920	XP_013622996.1
OG0011915	Cg003G085940	XP_013610903.1, XP_013630636.1
