Orthogroup	Cardamine_glauca	Aethionema_saxatile
OG0016657	Cg001G012380	As001G000110
OG0016658	Cg001G012130	As001G000300
OG0016659	Cg001G012100	As001G000320
OG0016660	Cg001G012080	As001G000340
OG0016661	Cg001G012030	As001G000380
OG0016662	Cg001G011710	As001G000710
OG0016663	Cg001G011420	As001G000940
OG0016664	Cg001G011300	As001G001060
OG0016665	Cg001G010750	As001G001690
OG0016666	Cg001G010510	As001G001910
OG0016667	Cg001G010440	As001G002050
OG0016668	Cg001G010430	As001G002060
OG0016669	Cg001G009240	As001G003520
OG0016670	Cg001G009200	As001G003610
OG0016671	Cg001G008650	As001G004170
OG0016672	Cg001G008000	As001G004980
OG0016673	Cg001G007560	As001G006280
OG0016675	Cg001G006880	As001G010140
OG0016676	Cg001G006810	As001G010490
OG0016677	Cg001G006770	As001G010550
OG0016679	Cg001G006060	As001G012920
OG0016681	Cg001G005480	As001G014450
OG0016682	Cg006G215130	As001G015800
OG0016683	Cg006G214790	As001G015940
OG0016684	Cg006G214730	As001G016000
OG0016685	Cg006G214710	As001G016020
OG0016686	Cg006G213840	As001G016760
OG0016687	Cg006G213740	As001G016860
OG0016688	Cg001G033240	As001G018340
OG0016690	Cg007G256010	As001G018650
OG0016691	Cg002G049820	As001G018930
OG0016692	Cg007G254320	As001G019010
OG0016693	Cg007G253770	As001G019130
OG0016694	Cg007G252220	As001G019610
OG0016695	Cg007G252040	As001G019730
OG0016696	Cg007G251780	As001G020000
OG0016697	Cg007G251590	As001G020100
OG0016698	Cg007G250860	As001G020540
OG0016699	Cg007G250580	As001G020810
OG0016700	Cg007G250570	As001G020820
OG0016701	Cg007G250550	As001G020850
OG0016702	Cg007G249820	As001G021010
OG0016703	Cg007G250260	As001G021430
OG0016704	Cg007G248430	As001G022100
OG0016705	Cg002G075100	As001G022870
OG0016706	Cg002G074950	As001G023040
OG0016707	Cg002G074840	As001G023140
OG0016708	Cg002G074460	As001G023560
OG0016709	Cg002G074030	As001G023920
OG0016710	Cg002G074020	As001G023930
OG0016711	Cg002G073670	As001G024160
OG0016712	Cg002G073220	As001G024530
OG0016714	Cg002G072680	As001G025060
OG0016715	Cg002G072170	As001G025390
OG0016716	Cg002G071990	As001G025550
OG0016717	Cg002G070670	As001G026610
OG0016718	Cg002G068590	As001G026800
OG0016719	Cg002G068720	As001G026890
OG0016720	Cg002G069170	As001G027060
OG0016721	Cg002G067800	As001G027790
OG0016722	Cg004G141600	As001G027830, As011G255950
OG0016723	Cg002G067640	As001G027880
OG0016725	Cg007G266960	As001G028380
OG0016726	Cg007G266850	As001G028460
OG0016727	Cg007G266460	As001G028580
OG0016728	Cg007G265700	As001G028770
OG0016729	Cg007G265490	As001G028910
OG0016730	Cg007G264800	As001G029170
OG0016731	Cg007G263380	As001G029380
OG0016732	Cg007G263070	As001G029410
OG0016733	Cg007G262330, Cg007G263830	As001G029550
OG0016734	Cg007G261480	As001G029680
OG0016735	Cg007G261050	As001G029740
OG0016736	Cg007G259220	As001G029860
OG0016737	Cg007G253420	As001G030040
OG0016738	Cg007G258310	As001G030070
OG0016739	Cg007G245510	As001G030190
OG0016740	Cg007G245550	As001G030250
OG0016741	Cg007G245850	As001G030530
OG0016742	Cg007G247510	As001G031810
OG0016743	Cg007G247620	As001G031880
OG0016744	Cg007G248020	As001G032150
OG0016745	Cg007G248150	As001G032200
OG0016746	Cg007G248080	As001G032240
OG0016747	Cg004G128250	As002G032420
OG0016748	Cg001G014970	As002G032490
OG0016749	Cg001G014640	As002G032780
OG0016750	Cg001G014600	As002G032790
OG0016751	Cg001G014570	As002G032820
OG0016752	Cg005G165350	As002G033750
OG0016753	Cg004G124770	As002G033990
OG0016754	Cg004G125170	As002G034370
OG0016755	Cg004G125240	As002G034440
OG0016756	Cg004G125380	As002G034800
OG0016757	Cg006G235470	As002G034880
OG0016758	Cg008G284070	As002G034920
OG0016759	Cg004G125640	As002G035200
OG0016760	Cg004G126010	As002G035620
OG0016761	Cg004G126290	As002G036080
OG0016762	Cg004G126770	As002G036710, As002G036690
OG0016763	Cg008G290340	As002G036790
OG0016764	Cg004G127200	As002G037250
OG0016765	Cg004G147740	As002G038970
OG0016766	Cg003G111740	As002G039210
OG0016767	Cg003G088610	As002G039380
OG0016770	Cg003G090370, Cg003G095850	As002G042210
OG0016771	Cg003G090650, Cg003G096200	As002G042270
OG0016772	Cg003G097350	As002G042760
OG0016773	Cg003G097500	As002G042830
OG0016774	Cg003G098270	As002G043650
OG0016775	Cg003G098290	As002G043660
OG0016776	Cg003G098350	As002G043750
OG0016777	Cg003G098400	As002G043780
OG0016778	Cg003G098800	As002G044000
OG0016779	Cg003G098880	As002G044060
OG0016780	Cg003G099470	As002G044450
OG0016781	Cg003G099490	As002G044480
OG0016782	Cg003G099860	As002G044930
OG0016783	Cg003G100380	As002G045250
OG0016784	Cg003G102470	As002G047030
OG0016785	Cg003G103140	As002G047600
OG0016786	Cg003G103620	As002G048070, As007G157400
OG0016787	Cg003G104070	As002G048290
OG0016788	Cg003G104320	As002G048520
OG0016789	Cg003G104660	As002G048790
OG0016790	Cg003G105030	As002G049120
OG0016791	Cg003G105090	As002G049170
OG0016792	Cg003G105500	As002G049630
OG0016793	Cg008G292810	As002G050900
OG0016794	Cg008G292020	As002G051670
OG0016795	Cg008G291890	As002G051830
OG0016796	Cg008G291760	As002G051940
OG0016797	Cg008G291610	As002G052090
OG0016798	Cg008G291440	As002G052240
OG0016799	Cg008G291340	As002G052320
OG0016800	Cg008G291280	As002G052380
OG0016801	Cg008G291150	As002G052530
OG0016802	Cg008G290920	As002G052810
OG0016803	Cg008G290730	As002G052980
OG0016804	Cg008G290720	As002G052990
OG0016805	Cg008G290490	As002G053240
OG0016806	Cg008G290360	As002G053390
OG0016807	Cg008G289790	As002G053840
OG0016808	Cg008G289710	As002G053950
OG0016809	Cg008G289640	As002G054030
OG0016810	Cg008G289600	As002G054060
OG0016812	Cg008G289120	As002G054590
OG0016813	Cg008G288900	As002G054790
OG0016814	Cg008G288820	As002G054850
OG0016815	Cg008G288790	As002G054870
OG0016816	Cg008G288190	As002G055360
OG0016817	Cg001G022730	As003G056490
OG0016818	Cg001G022680	As003G056540
OG0016819	Cg001G022540	As003G056680
OG0016821	Cg001G021670	As003G057460
OG0016822	Cg001G021450	As003G057650
OG0016823	Cg001G021320	As003G057750
OG0016824	Cg001G021060	As003G057940
OG0016825	Cg001G020610	As004G087100, As003G058350
OG0016826	Cg001G020590	As003G058380
OG0016827	Cg001G020430	As003G058540
OG0016828	Cg001G020340	As003G058620
OG0016829	Cg001G019980	As003G058980
OG0016830	Cg001G019810	As003G059110
OG0016831	Cg001G019520	As003G059510
OG0016832	Cg001G019300	As003G059730
OG0016833	Cg001G019110	As003G059950
OG0016834	Cg001G018600	As003G060410
OG0016835	Cg006G212020	As003G062820
OG0016836	Cg006G210880	As003G063200
OG0016837	Cg006G210760	As003G063260
OG0016838	Cg006G210340	As003G063490
OG0016839	Cg006G210080	As003G063520
OG0016840	Cg006G209040	As003G064010
OG0016842	Cg006G204090	As003G064420
OG0016843	Cg006G205620	As003G065050
OG0016844	Cg006G206590	As003G065100
OG0016845	Cg003G105510	As003G065210
OG0016846	Cg006G202490, Cg006G202580	As003G065490
OG0016847	Cg006G202790	As003G065600
OG0016848	Cg006G202950	As003G065610
OG0016849	Cg006G203000	As003G065640
OG0016850	Cg006G218990	As003G065890
OG0016851	Cg006G219000	As003G065920
OG0016852	Cg006G204410	As003G066400
OG0016853	Cg006G218790	As003G066840
OG0016854	Cg006G218960	As003G067950
OG0016855	Cg006G218290	As003G068940
OG0016856	Cg006G218270	As003G068960
OG0016857	Cg006G218110	As003G069120, As003G069130
OG0016858	Cg006G217840	As003G069240
OG0016859	Cg006G216980	As003G070080
OG0016860	Cg006G216810	As003G070160
OG0016861	Cg005G187910	As003G070180
OG0016862	Cg005G187900	As003G070190
OG0016863	Cg006G216640	As003G070260
OG0016864	Cg006G216600	As003G070310
OG0016865	Cg006G216200	As003G070780
OG0016866	Cg006G215920	As003G071090
OG0016867	Cg006G215820	As003G071180
OG0016868	Cg006G215680	As003G071310
OG0016869	Cg001G004630	As003G071830
OG0016871	Cg001G004320	As003G072140
OG0016872	Cg001G003860	As003G072500
OG0016873	Cg001G003400	As003G072970
OG0016874	Cg001G003220	As003G073180
OG0016875	Cg001G003000	As003G073390
OG0016876	Cg005G192070	As007G180030, As003G074210
OG0016877	Cg001G002120	As003G074360
OG0016878	Cg001G001860	As003G074670
OG0016879	Cg001G001590	As003G074920
OG0016880	Cg001G001520	As003G075010
OG0016881	Cg001G001420	As003G075100
OG0016882	Cg001G001390	As003G075130
OG0016883	Cg001G000990	As003G075680
OG0016884	Cg001G000820	As003G075860
OG0016885	Cg001G000650	As003G076050
OG0016886	Cg001G000570	As003G076130
OG0016887	Cg001G000390	As003G076300
OG0016888	Cg001G000360	As003G076360
OG0016889	Cg001G000210	As003G076450
OG0016890	Cg001G000130	As003G076580
OG0016891	Cg001G000090	As003G076600
OG0016892	Cg001G032890	As004G076760
OG0016893	Cg001G034130, Cg001G029960	As004G076810
OG0016894	Cg001G034960	As004G077030
OG0016895	Cg001G036500	As004G077310
OG0016896	Cg001G036670	As004G077340
OG0016897	Cg001G039350	As004G078250
OG0016898	Cg001G039360	As004G078270
OG0016899	Cg001G039410	As004G078330
OG0016900	Cg001G040070	As004G078580
OG0016901	Cg001G040330	As004G078620
OG0016902	Cg005G171690	As004G078630
OG0016903	Cg006G235810	As004G078930
OG0016904	Cg004G116400	As004G079110
OG0016905	Cg002G061350	As004G079240
OG0016906	Cg006G214370	As004G079290
OG0016907	Cg003G087850	As004G080760
OG0016908	Cg003G087570	As004G080880
OG0016909	Cg002G059830	As004G080930
OG0016910	Cg005G172280	As004G081060
OG0016911	Cg005G172870	As004G081530
OG0016912	Cg005G173000	As004G081630
OG0016913	Cg008G318830	As004G081840
OG0016914	Cg008G318680	As004G081940
OG0016915	Cg008G314300	As004G082290
OG0016916	Cg008G307160	As004G082880
OG0016917	Cg011G328860, Cg008G316820	As004G082900
OG0016918	Cg003G084440	As004G083250
OG0016919	Cg003G084310	As004G083320
OG0016920	Cg003G083120	As004G084090
OG0016921	Cg003G082400	As004G084540
OG0016922	Cg003G081280	As004G085150
OG0016923	Cg003G080960	As004G085430
OG0016925	Cg003G080160, Cg003G093840	As004G086040
OG0016927	Cg003G079850, Cg003G094170	As004G086340
OG0016928	Cg006G237690	As004G086540
OG0016929	Cg008G320900	As004G086730
OG0016930	Cg008G322810	As004G088100
OG0016931	Cg004G130480	As004G089800
OG0016933	Cg008G325170	As004G090220
OG0016934	Cg008G325230	As004G090310
OG0016935	Cg008G324850	As004G090330
OG0016936	Cg001G034340	As004G090560
OG0016938	Cg008G325040	As004G091010
OG0016941	Cg004G143570	As004G091720
OG0016942	Cg004G143590	As004G091820
OG0016944	Cg004G145600	As004G092110
OG0016945	Cg001G033630	As004G092170
OG0016947	Cg001G031040	As004G093420
OG0016948	Cg001G030430	As004G093610
OG0016949	Cg001G029330	As004G094450
OG0016950	Cg006G208430	As004G094570
OG0016951	Cg001G028360	As004G095120
OG0016952	Cg001G028140	As004G095190
OG0016953	Cg001G026950	As004G095990
OG0016954	Cg001G026930	As004G096010
OG0016955	Cg001G026910	As004G096030
OG0016956	Cg001G026830	As004G096060
OG0016957	Cg001G026640	As004G096180
OG0016958	Cg001G026030	As004G096530
OG0016959	Cg001G040360	As004G096750
OG0016960	Cg001G040380	As004G096770
OG0016961	Cg003G115820	As004G097130
OG0016962	Cg001G041140	As004G097300
OG0016963	Cg001G041380	As004G097520
OG0016965	Cg001G042390	As004G098050
OG0016966	Cg001G042450	As004G098090
OG0016967	Cg001G042650	As004G098190
OG0016968	Cg001G042790	As004G098240
OG0016969	Cg001G042800	As004G098250
OG0016970	Cg003G078030	As004G098460
OG0016971	Cg005G157520	As005G098600, As005G103060
OG0016972	Cg005G157540	As005G098630
OG0016973	Cg005G157790	As005G098950
OG0016974	Cg005G158080	As005G099350
OG0016975	Cg005G158250	As005G099500
OG0016976	Cg005G158770	As005G100110
OG0016978	Cg005G159140	As005G100450
OG0016979	Cg005G159490	As005G100850
OG0016980	Cg005G160320	As005G101660
OG0016981	Cg005G160800	As005G102130
OG0016983	Cg005G161710	As005G103120
OG0016984	Cg005G161810	As005G103220
OG0016985	Cg005G161880	As005G103290
OG0016986	Cg002G047070	As012G285470, As005G103980
OG0016987	Cg005G162540	As005G104030
OG0016988	Cg005G162700	As005G104130
OG0016989	Cg005G163030	As005G104480
OG0016990	Cg005G164080	As005G105390
OG0016992	Cg005G164520	As005G106160
OG0016993	Cg008G282150	As005G106290
OG0016994	Cg008G282160	As005G106300
OG0016995	Cg008G282230	As005G106370
OG0016996	Cg008G282400	As005G106560
OG0016997	Cg008G282440	As005G106600
OG0016998	Cg008G282460	As005G106630
OG0016999	Cg008G282490	As005G106660
OG0017000	Cg008G282690	As005G106900
OG0017001	Cg008G282720	As005G106940
OG0017002	Cg008G282890	As005G107150
OG0017003	Cg008G283010	As005G107290
OG0017004	Cg008G283020	As005G107300
OG0017005	Cg008G283150	As005G107450
OG0017006	Cg008G283540	As005G107940
OG0017007	Cg008G284180	As005G108320
OG0017008	Cg008G284820	As005G109050
OG0017009	Cg008G300160	As005G110420
OG0017010	Cg008G300710	As005G110920
OG0017011	Cg008G300840	As005G111080
OG0017012	Cg008G300790	As005G111590
OG0017013	Cg008G301380	As005G112430
OG0017014	Cg008G301500	As005G112590
OG0017015	Cg008G302130	As005G113310
OG0017016	Cg008G302390	As005G113580
OG0017017	Cg008G302550	As005G113680
OG0017018	Cg003G107600	As005G114710
OG0017019	Cg003G107160	As005G115540
OG0017020	Cg003G110920	As005G115990
OG0017021	Cg003G111420	As010G225570, As005G116530
OG0017022	Cg003G111550	As005G116680
OG0017023	Cg003G111850	As005G116960
OG0017024	Cg003G111930	As005G117050
OG0017025	Cg003G112770	As005G117840
OG0017026	Cg003G112930	As005G117980
OG0017027	Cg003G113140	As005G118130
OG0017028	Cg003G113020	As005G118240
OG0017029	Cg003G113010	As005G118250
OG0017031	Cg003G113580	As005G118640
OG0017032	Cg003G113760	As005G118780
OG0017033	Cg003G113880	As005G118880
OG0017034	Cg003G113980	As005G118950
OG0017035	Cg003G114100	As005G119050
OG0017036	Cg003G114130	As005G119080
OG0017037	Cg003G114550	As005G119460
OG0017038	Cg003G114800	As005G119680
OG0017039	Cg003G115050	As005G119930
OG0017040	Cg003G115230	As005G120160
OG0017041	Cg007G278010	As005G120460
OG0017042	Cg003G115750	As005G120750
OG0017043	Cg003G115840	As005G120810
OG0017044	Cg003G075900	As006G121000
OG0017045	Cg003G076260, Cg014G333320	As006G121600
OG0017046	Cg003G076930, Cg014G332670	As006G121950
OG0017047	Cg003G077200, Cg014G332410	As006G122170
OG0017048	Cg003G077220, Cg014G332390	As006G122190
OG0017049	Cg003G077300, Cg014G332320	As006G122270, As008G198440
OG0017050	Cg014G331660, Cg003G078020	As006G122360
OG0017051	Cg006G218980	As006G122510
OG0017053	Cg003G078600, Cg014G330950	As006G123320
OG0017054	Cg008G320460	As006G124300
OG0017055	Cg008G319670	As006G124810
OG0017056	Cg008G319570	As006G124870
OG0017057	Cg008G319540	As006G124880
OG0017059	Cg005G173900	As006G125850
OG0017060	Cg005G174820	As006G126890
OG0017062	Cg005G175170	As006G127170
OG0017063	Cg005G175590	As006G127560
OG0017064	Cg005G175880	As006G127800
OG0017065	Cg005G176150	As006G128000
OG0017066	Cg005G176800	As006G128410
OG0017068	Cg005G178100	As006G129230
OG0017069	Cg005G178430	As006G129540
OG0017070	Cg005G178510	As006G129580
OG0017071	Cg005G178880	As006G129860
OG0017072	Cg005G179220	As006G130050
OG0017073	Cg005G179280	As006G130090
OG0017074	Cg005G179690	As006G130330
OG0017075	Cg005G182080	As006G130620
OG0017076	Cg005G182480	As006G130960
OG0017077	Cg005G183500	As006G131280
OG0017078	Cg005G183540	As006G131290
OG0017079	Cg005G184360	As006G131300
OG0017080	Cg005G184970	As006G131530
OG0017081	Cg005G185040, Cg005G185070	As006G131570
OG0017082	Cg005G185400	As006G131660
OG0017083	Cg005G186040	As006G131760
OG0017084	Cg005G186150	As006G131830
OG0017085	Cg005G186220	As006G131880
OG0017086	Cg001G041040	As006G132150
OG0017087	Cg005G186830	As006G132170
OG0017088	Cg001G013180	As006G132240
OG0017089	Cg001G013210	As006G132270
OG0017090	Cg001G013240	As006G132300
OG0017091	Cg001G013340	As006G132390
OG0017092	Cg001G013350	As006G132400
OG0017093	Cg001G013390	As006G132430
OG0017094	Cg004G116370	As006G132940
OG0017095	Cg004G116390	As006G132960
OG0017096	Cg004G116290	As006G133190
OG0017097	Cg004G116220	As006G133260
OG0017098	Cg004G116060	As006G133440
OG0017099	Cg004G115960	As006G133580
OG0017100	Cg001G014290	As006G134120
OG0017101	Cg001G014200	As006G134220
OG0017102	Cg001G014070	As006G134340
OG0017103	Cg001G013810	As006G134470
OG0017104	Cg001G014000	As006G134650
OG0017105	Cg004G117250	As006G135110
OG0017106	Cg004G117370	As006G135210
OG0017107	Cg004G117930	As006G135790
OG0017108	Cg004G118050	As006G135870
OG0017109	Cg004G118080	As006G135900
OG0017110	Cg004G118360	As006G136210
OG0017111	Cg004G118490	As006G136350
OG0017112	Cg004G118610	As006G136490
OG0017113	Cg004G119350	As006G136710
OG0017114	Cg004G119710	As006G137280
OG0017115	Cg004G120270	As006G137840
OG0017116	Cg004G120440	As006G137980
OG0017117	Cg004G120530	As006G138060
OG0017118	Cg004G121030	As006G138690
OG0017119	Cg004G121250	As006G138820
OG0017120	Cg004G121650	As006G139210
OG0017121	Cg004G121660	As006G139220
OG0017123	Cg004G121930	As006G139530
OG0017124	Cg004G121950	As006G139550
OG0017125	Cg004G122430	As006G140100
OG0017126	Cg004G122480	As006G140150
OG0017127	Cg004G122600	As006G140210
OG0017128	Cg004G122900	As006G140480
OG0017129	Cg004G123020	As006G140590
OG0017130	Cg004G123360	As006G141020
OG0017131	Cg004G123490	As006G141140
OG0017132	Cg004G123670	As006G141270
OG0017133	Cg004G123810	As006G141430
OG0017134	Cg004G124080	As006G141730
OG0017135	Cg004G124110	As006G141780
OG0017136	Cg004G124490	As006G142130
OG0017137	Cg005G165810	As006G142600
OG0017138	Cg005G166290	As006G143060
OG0017139	Cg005G166660	As006G143460
OG0017140	Cg005G166680	As006G143480
OG0017141	Cg005G166740	As006G143530
OG0017142	Cg005G167090	As006G143650
OG0017143	Cg005G167140	As006G143960
OG0017144	Cg005G167360	As006G144180
OG0017145	Cg005G167380	As006G144200
OG0017146	Cg005G170420	As006G144670
OG0017147	Cg005G169810	As006G145290
OG0017148	Cg005G169500	As006G145620
OG0017149	Cg005G168990	As006G146250
OG0017150	Cg005G168780	As006G146750
OG0017151	Cg005G168740	As006G146790
OG0017152	Cg005G167890	As006G148310
OG0017153	Cg006G230540	As007G151960
OG0017154	Cg006G230320	As007G152150
OG0017155	Cg006G229910	As007G152450
OG0017156	Cg006G229450	As007G152990
OG0017157	Cg006G229380	As007G153060
OG0017159	Cg006G228850	As007G153540
OG0017160	Cg006G228720	As007G153660
OG0017161	Cg006G228350	As007G154060
OG0017162	Cg006G227690	As007G154440
OG0017163	Cg006G227890	As007G154650
OG0017164	Cg006G227550	As007G154900
OG0017165	Cg006G227490	As007G154960
OG0017167	Cg006G227320	As007G155150
OG0017168	Cg006G226880	As007G155520
OG0017169	Cg006G226520	As007G155810
OG0017170	Cg006G226440	As007G155880
OG0017171	Cg006G199000	As007G156220
OG0017172	Cg006G225060	As007G156980
OG0017173	Cg006G224510	As007G157450
OG0017174	Cg006G224360	As007G157650
OG0017175	Cg006G224330	As007G157690
OG0017176	Cg006G224290	As007G157730
OG0017177	Cg006G224190	As007G157830
OG0017178	Cg006G223630	As007G158320
OG0017179	Cg006G223400	As007G158570
OG0017180	Cg006G223290	As007G158640
OG0017181	Cg006G213010	As007G158790
OG0017182	Cg006G223200	As007G158810
OG0017183	Cg006G223080	As007G158970
OG0017184	Cg006G222880	As007G159180
OG0017185	Cg006G222770	As007G159240
OG0017186	Cg006G221930	As007G159860
OG0017187	Cg006G221880	As007G159910
OG0017188	Cg006G221430	As007G160220
OG0017189	Cg006G221050	As007G160540
OG0017191	Cg006G220080	As007G161370
OG0017192	Cg006G219760	As007G161690
OG0017193	Cg006G219090	As007G162600
OG0017194	Cg006G219100	As007G162610
OG0017195	Cg006G219110	As007G162620
OG0017196	Cg001G016460	As007G162930
OG0017197	Cg005G164930	As007G164370
OG0017198	Cg001G015530	As007G164650
OG0017199	Cg001G015210	As007G165210
OG0017200	Cg001G012870	As007G166030
OG0017202	Cg005G189110	As007G177070
OG0017203	Cg005G188880, Cg005G188890	As007G177680
OG0017204	Cg005G190340	As007G178110
OG0017205	Cg005G190070	As007G178390
OG0017206	Cg005G191340	As007G179560
OG0017207	Cg005G191710	As007G179810
OG0017208	Cg005G192090	As007G180050
OG0017209	Cg005G192250	As007G180170
OG0017210	Cg005G192740	As007G180550
OG0017211	Cg005G192960	As007G180620
OG0017212	Cg005G193310	As007G180890
OG0017213	Cg005G193370	As007G180940
OG0017214	Cg005G193520	As007G181050
OG0017215	Cg005G193720	As007G181870
OG0017216	Cg005G193740	As007G181890
OG0017217	Cg006G231200	As008G182750
OG0017218	Cg006G231830	As008G183290
OG0017219	Cg006G232350	As008G183810
OG0017220	Cg006G232520	As008G184090
OG0017221	Cg006G233020	As008G184430
OG0017222	Cg006G233050	As008G184450
OG0017223	Cg006G233340	As008G184650
OG0017224	Cg006G234460	As008G185990
OG0017225	Cg006G234590	As008G186100
OG0017226	Cg006G235100	As008G186700
OG0017227	Cg006G235170	As008G186760
OG0017228	Cg006G235210	As008G186800
OG0017229	Cg006G235720	As008G187320
OG0017230	Cg006G236170	As008G187530
OG0017231	Cg006G236100	As008G187610
OG0017232	Cg006G236650	As008G188360
OG0017233	Cg006G236840	As008G188680
OG0017234	Cg007G254220	As008G188690
OG0017235	Cg006G236890	As008G188720
OG0017236	Cg003G091880, Cg004G142880	As008G188860
OG0017237	Cg006G236960	As008G188910
OG0017238	Cg008G287920	As008G189080
OG0017239	Cg006G237500	As008G190440
OG0017240	Cg006G238910	As008G192960
OG0017241	Cg006G239830	As008G193710
OG0017242	Cg006G239970	As008G193920
OG0017243	Cg006G240320	As008G194300
OG0017244	Cg006G240700	As008G194670
OG0017245	Cg006G240910	As008G194900
OG0017246	Cg006G241350	As008G195450
OG0017247	Cg006G241380	As008G195490
OG0017248	Cg006G241790	As008G195960
OG0017249	Cg006G242080	As008G196200
OG0017250	Cg006G242360	As008G196510
OG0017251	Cg006G242410	As008G196570
OG0017252	Cg006G242800	As008G196860
OG0017253	Cg006G242770	As008G196880
OG0017254	Cg006G242760	As008G196890
OG0017255	Cg006G242710	As008G196930
OG0017256	Cg006G242650	As008G196980
OG0017257	Cg006G243080	As008G197170
OG0017258	Cg006G243180	As008G197310
OG0017259	Cg006G243970	As008G197940
OG0017260	Cg006G244030	As008G198140
OG0017261	Cg006G245050	As008G199140
OG0017262	Cg006G245120	As008G199230
OG0017263	Cg006G245360	As008G199590
OG0017264	Cg006G245420	As008G199640
OG0017265	Cg008G294780	As009G199890
OG0017266	Cg008G294740	As009G199920
OG0017267	Cg008G294720	As009G199950
OG0017268	Cg008G294650	As009G199980
OG0017269	Cg008G295210	As009G200720
OG0017270	Cg008G295220	As009G200730
OG0017271	Cg008G295240	As009G200740
OG0017272	Cg008G295670	As009G201210
OG0017273	Cg008G295510	As009G201340
OG0017274	Cg008G296490	As009G202090
OG0017275	Cg008G296690	As009G202380
OG0017276	Cg008G297000	As009G202690
OG0017277	Cg008G297920	As009G203580
OG0017278	Cg008G297960	As009G203620
OG0017279	Cg008G298080	As009G203730
OG0017280	Cg007G268390	As009G203930
OG0017281	Cg008G299290	As009G204720
OG0017282	Cg008G299410	As009G204850
OG0017283	Cg008G299430	As009G204870
OG0017284	Cg008G299740	As009G205140
OG0017285	Cg008G307040	As009G206520
OG0017286	Cg008G307290	As009G206880
OG0017287	Cg008G307680	As009G207120
OG0017288	Cg008G307990	As009G207250
OG0017289	Cg008G308330	As009G207400
OG0017290	Cg008G310500, Cg008G308850	As009G207980
OG0017291	Cg008G312510	As009G209130
OG0017292	Cg008G311920	As009G210070
OG0017293	Cg008G293810	As009G210230
OG0017294	Cg008G293760	As009G210260
OG0017295	Cg008G287660	As009G210700
OG0017296	Cg002G073990	As009G211790
OG0017297	Cg006G194270	As009G211880
OG0017298	Cg008G313460	As009G212130
OG0017299	Cg008G286160	As009G213680
OG0017300	Cg008G286140	As009G213800
OG0017301	Cg008G286100	As009G213840
OG0017302	Cg008G286000	As009G213950
OG0017303	Cg008G285760	As009G214100
OG0017304	Cg008G305240	As009G215040
OG0017305	Cg008G305320	As009G215250
OG0017306	Cg008G305170	As009G215290
OG0017307	Cg006G228080	As009G215540
OG0017308	Cg008G304490	As009G215770
OG0017309	Cg008G304360	As009G215860
OG0017310	Cg008G304020	As009G216090
OG0017311	Cg008G304090	As009G216180
OG0017312	Cg008G303970	As009G216360
OG0017313	Cg008G303710	As009G216550
OG0017314	Cg008G303660	As009G216620
OG0017315	Cg008G303650	As009G216630
OG0017316	Cg008G302890	As009G217330
OG0017317	Cg008G302840	As009G217380
OG0017318	Cg003G109000	As009G217920
OG0017319	Cg003G102090	As009G218100
OG0017320	Cg003G109240	As009G218130
OG0017321	Cg003G109600	As009G218420
OG0017322	Cg003G109680	As009G218470
OG0017323	Cg003G109790	As009G218520
OG0017324	Cg003G109860	As009G218580
OG0017325	Cg003G109970	As009G218650
OG0017326	Cg003G110860	As009G219430
OG0017327	Cg003G106150	As009G219790
OG0017328	Cg003G106100	As009G219850
OG0017329	Cg003G106070	As009G219880
OG0017330	Cg002G055510	As010G220330
OG0017332	Cg002G055930	As010G220660
OG0017333	Cg002G056100	As010G220760
OG0017334	Cg002G056210	As010G220880
OG0017335	Cg002G056690	As010G221220
OG0017336	Cg002G056850	As010G221300
OG0017337	Cg008G300060	As010G221680
OG0017338	Cg002G058000	As010G222310
OG0017339	Cg002G058090	As010G222380
OG0017340	Cg002G058460	As010G222650
OG0017341	Cg002G058690	As010G222870
OG0017342	Cg002G058790	As010G222970
OG0017343	Cg002G059110	As010G223300
OG0017344	Cg002G059240	As010G223390
OG0017345	Cg002G059620	As010G223590
OG0017346	Cg002G060070	As010G224100
OG0017347	Cg002G060250	As010G224250
OG0017348	Cg002G060730	As010G224520
OG0017349	Cg001G028150	As010G224840
OG0017350	Cg002G062160	As010G225360
OG0017351	Cg002G063510	As010G226160
OG0017352	Cg002G063500	As010G226190
OG0017353	Cg002G063730	As010G226300
OG0017354	Cg002G064750	As010G226990
OG0017356	Cg007G267750	As010G227670
OG0017357	Cg007G267670	As010G227870
OG0017358	Cg008G293900	As010G229080
OG0017359	Cg007G267860	As010G229700
OG0017360	Cg007G267810	As010G230590
OG0017361	Cg007G269090	As010G231350
OG0017362	Cg007G269460	As010G232110
OG0017363	Cg007G269740	As010G232210
OG0017364	Cg003G091800	As010G232530
OG0017365	Cg007G269820	As010G232580
OG0017366	Cg007G269840	As010G232600
OG0017367	Cg007G270110	As010G232780
OG0017368	Cg007G271060	As010G233550
OG0017369	Cg007G271070	As010G233560
OG0017370	Cg007G271190	As010G233670
OG0017371	Cg007G271410	As010G233870
OG0017372	Cg007G271580	As010G233990
OG0017373	Cg007G271600	As010G234010
OG0017374	Cg007G271970	As010G234330
OG0017375	Cg007G278610	As010G235480
OG0017376	Cg007G278570	As010G235520
OG0017377	Cg007G278130	As010G235990
OG0017378	Cg007G278100	As010G236020
OG0017379	Cg007G278000	As010G236110
OG0017380	Cg007G277650	As010G236440
