Orthogroup	Arabidopsis_thaliana	Alyssum_gmelinii
OG0013753	AT3G04650.1	Ag005G485220
OG0013754	AT3G04810.1	Ag005G484900
OG0013755	AT3G04870.1	Ag005G484830
OG0013756	AT3G04950.1	Ag005G484670
OG0013757	AT4G08630.1	Ag005G484530
OG0013758	AT3G05210.1	Ag005G484180
OG0013759	AT3G05350.1	Ag005G483990
OG0013760	AT3G05250.1	Ag005G484130
OG0013761	AT3G05675.1	Ag005G483170
OG0013762	AT3G05740.1	Ag005G482960
OG0013763	AT3G05936.1	Ag005G482550
OG0013764	AT3G05940.1	Ag005G482530
OG0013765	AT3G06170.1	Ag005G482070
OG0013766	AT3G06390.1	Ag005G481560
OG0013767	AT3G06480.1	Ag005G481420
OG0013768	AT3G66658.2	Ag005G481160
OG0013769	AT2G04395.1, AT2G05210.1	Ag005G481090
OG0013770	AT3G06770.5	Ag005G480840
OG0013771	AT3G07140.1	Ag005G480390
OG0013772	AT3G07400.1	Ag005G479750
OG0013773	AT4G11120.1	Ag002G146430
OG0013774	AT3G07720.1	Ag005G479300
OG0013775	AT3G07740.4	Ag005G479280
OG0013776	AT3G08000.1	Ag005G478980
OG0013777	AT3G08490.1	Ag005G478870
OG0013778	AT3G08680.1	Ag005G478660
OG0013779	AT3G08920.1	Ag005G478340
OG0013780	AT2G40390.1	Ag002G186510
OG0013781	AT2G40160.2	Ag002G185290, Ag002G185280
OG0013782	AT2G40100.1	Ag002G185060
OG0013783	AT3G55830.1	Ag001G079970
OG0013784	AT2G39930.1	Ag002G184120
OG0013785	AT2G39740.1	Ag002G183140
OG0013786	AT2G39690.5	Ag002G182940
OG0013787	AT2G39580.2	Ag002G182030
OG0013788	AT2G39550.1	Ag002G181900
OG0013789	AT2G39270.1	Ag002G180560
OG0013790	AT2G39170.1	Ag002G180160
OG0013791	AT2G39140.1	Ag002G180140
OG0013792	AT2G39050.1	Ag002G179720
OG0013793	AT2G28290.5	Ag002G179700
OG0013794	AT2G38960.3	Ag002G179080
OG0013795	AT2G38860.2	Ag002G178270
OG0013796	AT2G38720.1	Ag002G177930
OG0013797	AT2G35990.1	Ag002G165520
OG0013798	AT2G36290.1	Ag002G166610
OG0013799	AT2G36570.1	Ag002G167740
OG0013800	AT2G36670.1	Ag002G168060
OG0013801	AT2G36740.1	Ag002G168310
OG0013802	AT2G36840.1	Ag002G168540
OG0013803	AT2G36895.3	Ag002G169580
OG0013804	AT2G36960.3	Ag002G169990
OG0013805	AT2G37020.3	Ag002G170500
OG0013806	AT2G37290.2	Ag002G171660
OG0013807	AT2G37570.1	Ag002G176470
OG0013808	AT2G37585.1	Ag002G172770
OG0013809	AT2G37670.2	Ag002G173330
OG0013810	AT2G38060.2	Ag002G175060
OG0013811	AT2G38050.1	Ag002G175030
OG0013812	AT2G38020.1	Ag001G057960
OG0013813	AT5G34940.2	Ag007G628410
OG0013814	AT2G35770.1	Ag002G164700
OG0013816	AT1G15230.1	Ag004G322740
OG0013817	AT1G16290.2	Ag004G324830
OG0013818	AT1G16520.1	Ag004G325190
OG0013819	AT1G16540.3	Ag004G325210
OG0013820	AT1G16630.1	Ag004G325330
OG0013821	AT1G16730.1	Ag004G325450
OG0013822	AT1G16830.1	Ag004G325550
OG0013823	AT1G13630.4	Ag004G318470
OG0013824	AT1G17160.1	Ag004G326430
OG0013825	AT1G17310.2	Ag004G326920
OG0013826	AT1G17330.1	Ag004G327080
OG0013827	AT1G49260.1	Ag004G327330, Ag004G326210, Ag004G393700
OG0013828	AT1G17410.1	Ag004G327400
OG0013829	AT1G17750.1	Ag004G328180
OG0013830	AT1G17870.1	Ag004G328660
OG0013831	AT1G18270.3	Ag004G329650
OG0013832	AT1G18090.1	Ag004G329330
OG0013833	AT1G18000.1, AT1G18010.1	Ag004G328960
OG0013834	AT1G17970.1	Ag004G328780
OG0013835	AT1G18400.1	Ag004G329870
OG0013836	AT1G18600.1	Ag004G330270, Ag004G330250
OG0013838	AT1G19150.1	Ag004G331810
OG0013839	AT1G19170.1	Ag004G331820
OG0013840	AT1G19240.1	Ag004G332600
OG0013841	AT1G19290.1	Ag004G331990
OG0013842	AT1G19380.1	Ag004G332120
OG0013843	AT1G19600.1	Ag004G332400
OG0013844	AT1G19630.1	Ag004G332440
OG0013845	AT1G19835.1	Ag004G332810
OG0013846	AT1G19880.1	Ag004G332990
OG0013847	AT1G20060.1	Ag004G333480
OG0013848	AT1G20510.1	Ag004G334410
OG0013849	AT1G20810.1	Ag004G335080
OG0013851	AT1G21350.5	Ag004G336710
OG0013852	AT1G21430.1	Ag004G336940
OG0013853	AT1G21440.1	Ag004G336950
OG0013854	AT1G21550.1	Ag004G337390, Ag004G337310
OG0013855	AT1G21600.1	Ag004G337440
OG0013856	AT1G21670.1	Ag004G337690
OG0013857	AT1G21730.1	Ag004G337810
OG0013858	AT1G22060.1	Ag004G338470
OG0013859	AT1G22740.1	Ag004G340380
OG0013860	AT1G22750.4	Ag004G340390
OG0013861	AT1G22770.1	Ag004G340410
OG0013862	AT1G22790.1	Ag004G340610
OG0013863	AT1G23360.1	Ag003G241990
OG0013864	AT1G24100.1	Ag003G242920
OG0013865	AT1G24120.1	Ag003G242960
OG0013866	AT1G27070.1	Ag003G243780
OG0013867	AT1G26820.1	Ag003G244370
OG0013868	AT1G26810.1	Ag006G498100, Ag003G244430
OG0013869	AT1G26790.1	Ag003G244450
OG0013870	AT1G26640.1	Ag003G245050
OG0013871	AT1G26520.1	Ag003G245260
OG0013874	AT1G25570.1	Ag004G312080
OG0013875	AT1G24540.1	Ag007G611200
OG0013876	AT1G67580.1	Ag004G355610
OG0013877	AT1G24310.1	Ag003G246960
OG0013878	AT1G27320.1	Ag006G531440
OG0013879	AT1G44910.1	Ag006G528660
OG0013880	AT4G24430.1	Ag001G014360
OG0013882	AT4G24730.1	Ag007G598370
OG0013883	AT4G24740.1	Ag007G598380
OG0013884	AT4G24900.1	Ag007G598570
OG0013885	AT4G25110.1	Ag007G598800, Ag007G598810
OG0013886	AT4G25160.1	Ag007G586320
OG0013887	AT4G25180.1	Ag007G586290
OG0013888	AT4G32620.2	Ag003G278670
OG0013889	AT2G25260.1	Ag006G524990
OG0013890	AT2G25090.1	Ag007G605510
OG0013891	AT2G25100.1	Ag006G525940
OG0013892	AT3G32410.1, AT2G25050.1	Ag006G526180
OG0013893	AT4G33130.3	Ag003G277070
OG0013894	AT2G24970.1	Ag006G526310
OG0013895	AT2G24960.1	Ag006G526320
OG0013896	AT1G37113.1	Ag003G246740
OG0013897	AT2G24830.1	Ag006G526690
OG0013898	AT2G25140.1	Ag006G575800
OG0013899	AT2G25180.1	Ag006G525380
OG0013900	AT2G23670.1	Ag004G337050
OG0013901	AT2G23030.1	Ag006G523660
OG0013903	AT1G76120.1	Ag003G222470
OG0013904	AT2G22660.2	Ag002G138970
OG0013905	AT2G22460.1	Ag006G522970
OG0013906	AT2G22270.1	Ag006G522610
OG0013907	AT2G22010.2	Ag006G522240
OG0013908	AT2G21990.1	Ag006G522190
OG0013909	AT2G21940.4	Ag006G522150
OG0013910	AT2G21890.1, AT2G21730.1	Ag006G521780
OG0013911	AT2G21500.1	Ag006G521360
OG0013912	AT2G21320.1	Ag006G520920
OG0013915	AT1G15200.3	Ag004G322700
OG0013916	AT1G14690.1	Ag004G321250
OG0013917	AT1G14687.1	Ag004G321220
OG0013918	AT1G14560.1	Ag004G321010
OG0013919	AT1G14345.1	Ag004G320200
OG0013920	AT1G14190.2, AT1G14185.1	Ag004G319840
OG0013921	AT1G13810.1	Ag004G318960
OG0013922	AT1G13770.1	Ag004G318830, Ag001G080090
OG0013923	AT1G13690.1	Ag004G318630
OG0013924	AT1G13635.1	Ag004G318480
OG0013926	AT1G13290.1	Ag004G317850
OG0013927	AT1G13000.1	Ag004G317160
OG0013928	AT1G12770.1	Ag004G316470
OG0013929	AT1G12750.1	Ag004G316450
OG0013930	AT1G12000.1	Ag004G315110
OG0013931	AT1G11905.1	Ag004G314860
OG0013932	AT1G11900.1	Ag004G314850
OG0013933	AT1G11750.2	Ag004G314620
OG0013934	AT1G11700.1	Ag004G314500
OG0013935	AT1G11090.1	Ag004G313090
OG0013936	AT1G11000.1	Ag004G312990
OG0013937	AT1G10780.2	Ag004G312620
OG0013938	AT2G04850.1	Ag005G425830
OG0013939	AT2G04845.1	Ag005G425820
OG0013940	AT5G28530.1	Ag004G327360
OG0013941	AT1G09860.1	Ag004G310780
OG0013942	AT1G09910.1	Ag004G310830
OG0013943	AT1G09610.1	Ag004G310430
OG0013944	AT1G09575.1	Ag004G310380
OG0013945	AT1G09483.1, AT1G09470.1	Ag004G310160
OG0013946	AT1G09430.1	Ag004G310120
OG0013947	AT1G09390.1	Ag004G309940
OG0013948	AT1G09340.2	Ag004G309890
OG0013949	AT1G09280.1	Ag004G309830
OG0013950	AT1G08640.1	Ag004G308770
OG0013951	AT1G08520.1	Ag008G679770, Ag004G308650
OG0013952	AT1G08470.1	Ag006G544590, Ag004G308590
OG0013953	AT1G08410.1	Ag004G308500
OG0013955	AT1G07850.1	Ag004G307600
OG0013956	AT1G07460.2	Ag004G307020
OG0013957	AT1G07380.2	Ag004G306850
OG0013958	AT1G07250.1	Ag004G306660, Ag004G306630
OG0013959	AT1G07120.1	Ag004G306300
OG0013960	AT1G07020.1	Ag004G306160
OG0013961	AT1G07010.3	Ag004G306150
OG0013962	AT1G06730.1	Ag004G305840
OG0013963	AT1G06440.1	Ag002G140460, Ag004G305560
OG0013964	AT1G06270.1	Ag004G305390
OG0013966	AT1G05805.1	Ag004G304800
OG0013967	AT1G05670.1	Ag004G304510
OG0013968	AT1G05600.1	Ag004G304370
OG0013969	AT1G05310.1	Ag004G303900
OG0013970	AT1G05060.1	Ag004G303410
OG0013971	AT1G04940.1	Ag004G303180
OG0013972	AT1G04900.1	Ag004G303130
OG0013973	AT1G04730.1	Ag004G302920
OG0013974	AT1G04530.1	Ag004G302570
OG0013975	AT1G04330.1	Ag004G302310
OG0013976	AT1G04240.2	Ag004G302210
OG0013977	AT1G04200.1	Ag004G302170
OG0013978	AT1G03457.2	Ag004G300870
OG0013979	AT1G03160.1	Ag004G300390
OG0013980	AT1G03055.1	Ag004G300200
OG0013981	AT1G03030.1	Ag004G300150
OG0013982	AT5G61710.1	Ag004G299690
OG0013983	AT2G41610.1	Ag004G299170
OG0013984	AT1G01040.2	Ag004G298850
OG0013985	AT1G01180.1	Ag004G298710
OG0013986	AT1G01200.1	Ag004G298670
OG0013987	AT1G01225.1	Ag004G298640
OG0013988	AT1G01240.1	Ag004G298620
OG0013989	AT1G01300.1	Ag004G298520
OG0013990	AT1G01570.2	Ag004G298200
OG0013991	AT1G01510.1	Ag004G298270
OG0013992	AT1G01660.2	Ag004G297980
OG0013993	AT1G01830.1	Ag004G297660
OG0013994	AT1G01860.4	Ag004G297640, Ag008G698810
OG0013995	AT2G42010.2	Ag006G499310
OG0013996	AT1G01920.1	Ag004G297570
OG0013997	AT3G48110.1	Ag004G297360
OG0013998	AT1G02180.1	Ag004G297290
OG0013999	AT5G13970.1	Ag007G613050
OG0014000	AT5G14590.1	Ag007G614570
OG0014001	AT5G19130.1	Ag007G632530
OG0014002	AT5G14460.1	Ag007G614090
OG0014003	AT5G14430.1	Ag007G614060
OG0014004	AT5G14100.1	Ag007G613280
OG0014005	AT5G14760.1	Ag007G615840
OG0014006	AT5G15480.1	Ag007G618650
OG0014007	AT5G15700.2	Ag007G619390, Ag001G060430
OG0014008	AT5G15710.1	Ag007G619480
OG0014009	AT5G15720.1	Ag007G619490
OG0014010	AT5G15760.1	Ag007G619750
OG0014011	AT5G15790.4	Ag007G619860
OG0014012	AT5G15910.1	Ag007G620200
OG0014013	AT5G15920.1	Ag007G620220
OG0014014	AT5G16080.1	Ag007G621060
OG0014015	AT5G16180.1	Ag007G621280
OG0014016	AT5G16210.1	Ag007G621350
OG0014018	AT5G16715.1	Ag007G623160
OG0014019	AT5G16780.1	Ag007G623700
OG0014020	AT5G17010.1	Ag007G624180
OG0014021	AT5G17170.1	Ag007G624570
OG0014022	AT5G17250.1	Ag007G624700
OG0014023	AT5G17420.1	Ag007G625270
OG0014024	AT5G17410.2	Ag007G625260
OG0014025	AT5G17610.1	Ag007G626460
OG0014026	AT5G18140.1	Ag007G628610
OG0014027	AT1G77140.1	Ag003G218780
OG0014028	AT5G18200.1	Ag007G631470
OG0014029	AT5G18430.1	Ag007G630830
OG0014030	AT5G18490.1	Ag007G630490
OG0014031	AT5G18570.1	Ag007G630270
OG0014032	AT5G18690.1	Ag007G629840
OG0014033	AT5G18940.1	Ag007G629090
OG0014034	AT5G19160.1	Ag007G632640
OG0014035	AT5G19320.1	Ag007G633120
OG0014036	AT5G26680.1	Ag007G634710
OG0014037	AT5G26610.1	Ag007G634900
OG0014038	AT5G26749.2	Ag007G634940
OG0014039	AT5G26760.2	Ag007G634960
OG0014040	AT5G26820.1	Ag007G635140
OG0014041	AT5G26960.1	Ag007G635560
OG0014042	AT5G43670.1	Ag007G587520, Ag002G122220
OG0014043	AT5G27660.2	Ag007G636620
OG0014044	AT5G27290.1	Ag007G637270
OG0014045	AT5G28500.1	Ag007G638540
OG0014046	AT5G48950.1	Ag006G576000
OG0014047	AT5G48910.1	Ag003G227550
OG0014048	AT5G48840.1	Ag004G323550
OG0014049	AT5G48800.1	Ag007G643650
OG0014050	AT5G48360.1	Ag007G642980
OG0014051	AT5G48690.1	Ag003G236700
OG0014052	AT5G13530.1	Ag007G611910
OG0014053	AT5G06900.1	Ag006G505700
OG0014054	AT5G07040.1	Ag006G506090
OG0014055	AT5G06940.1	Ag006G505860
OG0014056	AT5G14850.1	Ag007G615890
OG0014057	AT5G06690.2	Ag006G505110
OG0014058	AT5G06650.1	Ag006G505070, Ag002G118660
OG0014059	AT5G06610.1	Ag006G504990
OG0014060	AT5G06550.1	Ag006G504770
OG0014061	AT5G47940.1	Ag007G644730
OG0014062	AT5G06210.1	Ag006G503420
OG0014063	AT5G06140.1	Ag006G503080
OG0014064	AT5G06050.1	Ag006G502300, Ag008G721910
OG0014065	AT5G05950.1	Ag006G501860
OG0014067	AT5G05840.1	Ag006G501630
OG0014068	AT5G05760.1	Ag006G501340
OG0014069	AT5G05660.1	Ag006G501160
OG0014070	AT5G05510.1	Ag006G500640
OG0014071	AT5G05480.1	Ag006G500610
OG0014072	AT5G05270.1	Ag006G500260
OG0014073	AT5G05220.1	Ag006G500020
OG0014074	AT5G04840.1	Ag006G499110
OG0014075	AT5G04860.1	Ag006G499130
OG0014076	AT5G04910.1	Ag006G499260
OG0014077	AT5G04920.1	Ag006G499270
OG0014078	AT5G04750.1	Ag006G498960
OG0014079	AT5G04710.1	Ag006G498760
OG0014080	AT5G04670.1	Ag006G498700
OG0014081	AT5G04620.2	Ag006G498590
OG0014082	AT5G04560.2	Ag006G498290
OG0014083	AT5G04360.1	Ag006G497990
OG0014084	AT5G26030.1	Ag008G719940
OG0014085	AT5G25560.3	Ag008G720440
OG0014086	AT5G25570.3	Ag008G720430
OG0014087	AT5G25310.1	Ag008G721030
OG0014088	AT5G24314.2	Ag008G722610
OG0014089	AT5G24360.2	Ag008G722480
OG0014090	AT5G24390.1	Ag008G722460
OG0014091	AT5G24300.1	Ag008G722640
OG0014092	AT5G24260.1	Ag008G722730
OG0014093	AT5G23920.1	Ag008G723320
OG0014094	AT5G23720.1	Ag008G723570
OG0014095	AT2G04350.1	Ag005G426420
OG0014096	AT5G23050.1	Ag008G724510
OG0014097	AT5G23030.1	Ag008G724530
OG0014098	AT5G61010.1	Ag008G725070
OG0014099	AT5G61450.1	Ag008G725910
OG0014100	AT5G61490.1	Ag008G726050
OG0014101	AT5G61760.1	Ag008G726460
OG0014102	AT4G28180.1	Ag003G269000
OG0014103	AT5G62040.1	Ag008G726880
OG0014104	AT5G62140.1	Ag008G726990
OG0014105	AT5G62370.1	Ag008G727250
OG0014106	AT5G62650.1	Ag008G728160
OG0014107	AT5G62730.1	Ag008G728280
OG0014108	AT5G62760.1	Ag008G728320
OG0014109	AT5G62840.1	Ag008G728450
OG0014110	AT5G62920.1	Ag008G728630
OG0014111	AT5G63050.1	Ag008G728800
OG0014112	AT5G63060.1	Ag008G728810
OG0014113	AT5G58730.1	Ag008G706440
OG0014114	AT5G58600.1	Ag008G706210
OG0014115	AT5G58370.2	Ag008G705770
OG0014116	AT3G51480.1	Ag001G067030
OG0014117	AT3G51410.1	Ag001G067140
OG0014118	AT3G51360.9	Ag001G067350
OG0014119	AT3G51310.1	Ag001G067400
OG0014120	AT3G51040.1	Ag001G059620, Ag001G059440
OG0014121	AT3G50860.1	Ag001G062880
OG0014123	AT3G50690.1	Ag001G062000
OG0014124	AT3G50520.1	Ag001G061400
OG0014125	AT3G50380.2	Ag001G061110
OG0014126	AT3G49890.2	Ag001G058930
OG0014127	AT3G49800.1	Ag001G058620
OG0014128	AT3G49725.1	Ag001G058070
OG0014129	AT3G49400.1	Ag008G692900
OG0014130	AT3G49350.1	Ag008G692760
OG0014131	AT3G49160.1	Ag008G692040
OG0014132	AT3G49080.1	Ag008G691770
OG0014133	AT3G48710.1	Ag008G690400
OG0014134	AT3G48540.1	Ag001G057030
OG0014135	AT3G48250.1	Ag001G055710
OG0014136	AT3G48190.2	Ag001G054710
OG0014138	AT4G11130.1	Ag001G022140
OG0014139	AT3G47820.1	Ag001G054490
OG0014140	AT3G47730.1	Ag001G054210
OG0014142	AT3G47420.1	Ag002G177150
OG0014143	AT3G47410.1	Ag001G053570
OG0014144	AT3G46990.1	Ag001G052990
OG0014145	AT3G46980.4	Ag001G052970
OG0014146	AT3G46600.1	Ag005G467850
OG0014147	AT3G46450.2	Ag001G051710
OG0014148	AT3G46210.1	Ag001G051580
OG0014149	AT1G73750.2	Ag003G234360
OG0014150	AT3G45830.1	Ag001G050930
OG0014151	AT3G45780.1	Ag001G051040
OG0014152	AT3G45640.1	Ag001G050530, Ag010G740730
OG0014153	AT3G45300.1	Ag010G740530, Ag001G050230
OG0014155	AT3G45090.1	Ag001G050120, Ag010G740340
OG0014156	AT3G45010.1	Ag001G081870
OG0014157	AT3G44820.1	Ag010G739930, Ag001G049700
OG0014158	AT3G44200.1	Ag008G673710
OG0014159	AT3G44160.1, AT3G48620.1	Ag008G672800
OG0014160	AT3G48630.1, AT3G44150.1	Ag008G670010
OG0014161	AT3G44020.1	Ag002G173600
OG0014162	AT2G45700.1	Ag002G202180
OG0014163	AT4G08160.1	Ag001G044190, Ag001G046380
OG0014164	AT3G33530.3	Ag008G703000
OG0014165	AT1G67630.1	Ag004G355460
OG0014166	AT1G67550.1	Ag004G355670
OG0014167	AT1G67830.1	Ag004G354880
OG0014168	AT1G62940.1	Ag004G381590
OG0014169	AT1G67960.1	Ag004G354600
OG0014170	AT1G67940.1	Ag004G354580
OG0014171	AT1G68610.1	Ag004G351790
OG0014172	AT1G68680.1	Ag004G351500
OG0014173	AT1G80550.1	Ag001G010740
OG0014174	AT1G69270.1	Ag004G349810
OG0014175	AT1G69330.1	Ag004G349350
OG0014176	AT1G69380.1	Ag004G349310
OG0014177	AT1G69400.1	Ag004G349260
OG0014178	AT1G69560.2	Ag004G348690
OG0014179	AT1G69910.1	Ag004G347180
OG0014180	AT1G70330.1	Ag004G345330
OG0014181	AT1G70590.1	Ag004G344740
OG0014182	AT1G70640.1	Ag004G344590
OG0014183	AT1G71110.1	Ag004G343400
OG0014184	AT1G71210.1	Ag004G343270
OG0014185	AT1G71310.1	Ag004G343110
OG0014186	AT1G71420.1	Ag004G343020
OG0014187	AT1G71460.1	Ag004G342790
OG0014188	AT1G71720.1	Ag004G342440
OG0014189	AT1G71860.1	Ag004G342070
OG0014190	AT1G71850.1	Ag004G342060, Ag004G342050
OG0014191	AT1G71980.1	Ag003G240910
OG0014192	AT1G71990.1	Ag003G240890
OG0014193	AT1G78180.1	Ag003G214800
OG0014194	AT1G77730.1	Ag003G216340
OG0014195	AT1G77680.1	Ag003G216790
OG0014196	AT1G77580.2	Ag004G364420, Ag003G217070
OG0014197	AT1G77290.1	Ag003G218600
OG0014198	AT1G77260.1	Ag003G218640
OG0014199	AT1G77110.1	Ag003G218850
OG0014200	AT1G77030.1	Ag003G218920
OG0014201	AT1G76952.1	Ag003G219270
OG0014202	AT1G76740.1	Ag003G219610
OG0014203	AT1G76570.1	Ag003G220000
OG0014204	AT1G76350.1	Ag003G221090
OG0014205	AT1G76080.1	Ag003G222670
OG0014206	AT1G76065.1	Ag003G222800
OG0014207	AT1G76040.2	Ag003G222840
OG0014209	AT1G75770.1	Ag003G224150
OG0014210	AT1G75550.2	Ag003G225630
OG0014211	AT1G75330.1	Ag003G226640
OG0014212	AT1G75310.2	Ag003G226650
OG0014213	AT1G75130.1	Ag003G227500
OG0014214	AT1G75100.1	Ag003G227630
OG0014215	AT1G74900.1	Ag003G228690
OG0014216	AT1G74790.1	Ag003G229360
OG0014217	AT1G74690.1	Ag003G229570
OG0014218	AT1G74450.1	Ag003G231050
OG0014219	AT1G74410.1	Ag003G231480
OG0014220	AT1G74340.1	Ag003G231630
OG0014221	AT1G74240.1	Ag003G231780
OG0014222	AT1G74160.1	Ag003G232740
OG0014223	AT1G74120.1	Ag003G232840
OG0014224	AT1G73980.1	Ag003G233580
OG0014225	AT1G73960.1	Ag003G233660
OG0014226	AT1G73875.1	Ag003G233910
OG0014227	AT1G73850.1	Ag003G234040
OG0014229	AT1G73770.1	Ag003G234320
OG0014230	AT1G73710.1	Ag003G234580
OG0014231	AT1G73470.3	Ag003G236310
OG0014232	AT1G73240.1	Ag003G236960
OG0014233	AT1G73180.1	Ag003G237130
OG0014235	AT1G72770.1	Ag003G238660
OG0014236	AT1G72670.1	Ag003G239000
OG0014237	AT1G72640.1	Ag003G239040
OG0014238	AT1G17440.1	Ag004G327460
OG0014239	AT1G72470.1	Ag003G239670
OG0014240	AT1G72460.1	Ag003G239680
OG0014241	AT1G72416.3	Ag003G239790
OG0014242	AT1G72280.1	Ag003G240040
OG0014243	AT1G78922.1	Ag003G212440
OG0014244	AT1G78995.1	Ag003G212230
OG0014245	AT1G79080.1	Ag003G212110
OG0014246	AT1G79150.1	Ag003G211980
OG0014247	AT1G79320.1	Ag003G211750, Ag003G211740
OG0014248	AT1G79350.1	Ag003G211700
OG0014249	AT1G79360.1	Ag003G211680
OG0014250	AT1G79440.1	Ag003G211580
OG0014251	AT1G79460.1	Ag003G211560
OG0014252	AT1G80860.1	Ag003G210380
OG0014253	AT1G80650.1	Ag003G209550
OG0014254	AT1G80400.1	Ag003G208520
OG0014255	AT1G80390.1	Ag003G208470
OG0014256	AT1G80340.1	Ag003G208410
OG0014257	AT1G80330.1	Ag003G208400
OG0014258	AT1G80290.2	Ag003G208350
OG0014259	AT1G80010.1	Ag003G207880, Ag003G207310
OG0014260	AT1G79950.1	Ag003G207420
OG0014261	AT1G79915.1	Ag003G207460
OG0014262	AT1G09995.1, AT1G79890.1	Ag003G207640
OG0014263	AT1G79770.1	Ag003G207790
OG0014264	AT1G79790.2	Ag003G207770
OG0014265	AT3G12680.1	Ag005G470830
OG0014266	AT3G12940.2	Ag003G283210, Ag005G470310
OG0014267	AT3G13220.1	Ag005G469790
OG0014268	AT3G13860.1	Ag005G468060
OG0014269	AT3G13880.1	Ag005G468040
OG0014270	AT5G53180.1	Ag008G683080
OG0014271	AT3G14060.1	Ag005G467540
OG0014272	AT3G14067.1	Ag005G467520
OG0014273	AT3G14090.1	Ag005G467460
OG0014274	AT3G14590.2	Ag005G465420
OG0014275	AT3G14880.1	Ag005G464890
OG0014276	AT3G14900.1	Ag005G464870
OG0014277	AT3G14930.1	Ag005G464800
OG0014278	AT3G15150.1	Ag005G464400
OG0014279	AT3G15290.1	Ag005G464180
OG0014280	AT3G15590.1	Ag005G463060
OG0014281	AT3G15620.1	Ag005G463000
OG0014282	AT3G15920.1	Ag005G462430, Ag006G557280
OG0014283	AT4G07390.1	Ag005G490050
OG0014284	AT3G16070.1	Ag005G461880
OG0014285	AT3G16090.1	Ag005G461860
OG0014287	AT3G16560.1	Ag005G460940
OG0014288	AT3G16810.1	Ag005G459940
OG0014289	AT3G16990.1	Ag005G459330
OG0014290	AT3G17170.1	Ag005G459010
OG0014291	AT3G17250.1	Ag005G458730
OG0014292	AT3G17630.1	Ag005G457500
OG0014293	AT3G17668.1	Ag005G457350
OG0014294	AT3G17830.1	Ag005G456790
OG0014295	AT3G18040.3	Ag005G456250
OG0014296	AT3G18220.1	Ag005G455530
OG0014297	AT2G28420.1	Ag007G595740
OG0014298	AT3G18500.3	Ag005G454670
OG0014299	AT3G18715.1	Ag005G453380
OG0014301	AT3G18870.1	Ag005G452700
OG0014302	AT5G04730.1	Ag006G498890, Ag006G498900
OG0014303	AT3G19200.1	Ag005G450740
OG0014304	AT3G19210.1	Ag005G450600
OG0014305	AT3G19220.1	Ag005G450610
OG0014306	AT1G49780.1	Ag001G017880
OG0014307	AT3G19450.1	Ag005G449700
OG0014308	AT3G19480.1	Ag005G449520
OG0014309	AT1G49950.1	Ag001G017310
OG0014310	AT3G19780.1	Ag005G448480
OG0014311	AT3G19870.2	Ag002G140010, Ag005G448280
OG0014312	AT3G19895.1	Ag005G448220
OG0014313	AT3G20270.1	Ag005G446490
OG0014314	AT3G20280.1	Ag005G446480
OG0014315	AT3G20390.2	Ag005G446130
OG0014316	AT3G20490.1	Ag005G445890
OG0014317	AT3G20500.1	Ag005G445870
OG0014318	AT3G20520.1	Ag005G445850
OG0014319	AT3G20780.1	Ag005G444600
OG0014320	AT3G20830.1	Ag005G443210, Ag005G444450
OG0014321	AT3G20860.1	Ag005G443050, Ag005G444350
OG0014322	AT3G20870.1	Ag005G444340, Ag005G443030
OG0014323	AT3G21510.1	Ag005G441400
OG0014324	AT3G21360.1	Ag005G441840
OG0014325	AT3G21350.2	Ag005G441870
OG0014326	AT3G21295.1	Ag005G441980
OG0014327	AT3G21290.1	Ag005G441990
OG0014328	AT3G21680.1	Ag005G441140
OG0014329	AT3G21870.1	Ag005G440410
OG0014330	AT3G22590.1	Ag005G437780
OG0014331	AT5G19950.1	Ag008G718800
OG0014332	AT3G22850.1	Ag005G437030
OG0014333	AT3G22990.1	Ag005G436400
OG0014334	AT3G23400.1	Ag005G435040
OG0014335	AT3G23570.1	Ag005G434450, Ag005G433660
OG0014336	AT3G23590.1	Ag005G433500, Ag005G434370
OG0014337	AT3G23700.1	Ag005G432700, Ag005G434010
OG0014338	AT4G14000.1	Ag001G037860
OG0014339	AT3G24050.1	Ag005G431280
OG0014340	AT3G24330.1	Ag005G430730, Ag005G430150
OG0014341	AT3G24430.1	Ag005G430360, Ag005G430600
OG0014342	AT3G24440.1	Ag005G430370, Ag005G430590
OG0014343	AT3G24450.1	Ag005G430410, Ag005G430570
OG0014344	AT3G24630.1	Ag005G428720
OG0014345	AT3G24760.1	Ag005G428300
OG0014346	AT3G25220.1	Ag005G427200
OG0014347	AT3G25230.2	Ag005G427100
OG0014348	AT3G25400.1	Ag005G426970
OG0014349	AT2G04780.1	Ag005G425940
OG0014350	AT2G04740.1	Ag005G425990
OG0014351	AT2G04570.1	Ag005G426090
OG0014352	AT2G13540.1	Ag005G421730, Ag008G729590
OG0014353	AT2G18245.1	Ag005G411280
OG0014354	AT2G06990.1	Ag005G424210
OG0014355	AT2G06510.1	Ag005G424370
OG0014356	AT2G06040.1	Ag005G424770
OG0014357	AT2G06025.1	Ag005G424780
OG0014358	AT2G05940.1	Ag005G424930
OG0014359	AT2G05910.1	Ag005G425000
OG0014360	AT2G05790.1	Ag005G442140, Ag001G090080
OG0014361	AT2G05320.1	Ag005G425470
OG0014362	AT2G12550.1	Ag004G372590
OG0014363	AT2G15580.1	Ag005G419240
