Orthogroup	Arabidopsis_thaliana	Erysimum_linariifolium
OG0017921	AT5G01520.1	El001G081730
OG0017922	AT5G01190.1	El001G081310
OG0017923	AT3G60400.1	El001G032120
OG0017924	AT5G03580.1	El001G079140
OG0017925	AT5G19670.1	El001G060500
OG0017926	AT5G20710.1	El001G059310
OG0017928	AT5G59600.1	El007G331470
OG0017929	AT5G58910.2	El007G332420
OG0017930	AT5G64480.2	El007G325930
OG0017931	AT5G64710.1	El007G325690
OG0017932	AT5G66500.1	El007G322550
OG0017933	AT5G66360.2	El007G322400
OG0017934	AT5G66230.2	El007G322270
OG0017935	AT5G66100.1	El007G322110
OG0017936	AT4G00030.1	El001G000070
OG0017937	AT4G00040.1	El001G000080
OG0017938	AT4G00200.1	El001G000260
OG0017940	AT4G01200.1	El001G001070
OG0017941	AT4G01130.1	El001G001130
OG0017944	AT2G33290.1	El006G298720
OG0017945	AT2G31830.2	El006G300510
OG0017946	AT2G29960.1	El006G302950
OG0017947	AT2G29690.1	El006G303130
OG0017949	AT2G27130.1	El006G308090
OG0017950	AT1G52340.1	El002G137130
OG0017951	AT2G26420.2	El006G311860
OG0017952	AT2G25790.1	El006G313720
OG0017953	AT3G01490.1	El005G235560
OG0017954	AT3G01550.1	El005G235460
OG0017955	AT3G06340.1	El005G241510
OG0017956	AT3G01720.1	El005G235290
OG0017957	AT3G01990.5	El005G234970
OG0017958	AT3G02030.2	El005G234910
OG0017959	AT5G01020.1	El001G082320
OG0017960	AT3G08570.1	El005G243610
OG0017961	AT5G01940.3	El001G082250
OG0017962	AT5G01850.2	El001G082150
OG0017963	AT4G26950.1	El003G157400
OG0017964	AT4G26890.1	El003G157440
OG0017965	AT4G26770.1	El003G157550
OG0017966	AT3G02860.2	El005G237120
OG0017967	AT3G03310.1	El005G237630
OG0017968	AT3G03470.1	El005G237800
OG0017969	AT3G03510.1	El005G237830
OG0017970	AT3G03580.1	El005G237910
OG0017971	AT3G03590.1	El005G237980
OG0017972	AT3G04530.1	El005G239130
OG0017974	AT3G04750.1	El005G239510
OG0017975	AT5G48330.1	El007G349300
OG0017976	AT3G05340.1	El005G240240
OG0017977	AT3G05345.1	El005G240230
OG0017978	AT3G05620.1	El005G240580
OG0017979	AT3G05750.1	El005G240750
OG0017980	AT3G06360.1	El005G241530
OG0017981	AT3G07525.2	El005G242830
OG0017983	AT3G07900.1	El005G243360
OG0017984	AT3G08800.1	El005G243900
OG0017985	AT3G08820.1	El005G243910
OG0017986	AT2G39360.1	El006G290600
OG0017987	AT2G36295.1	El006G294560
OG0017988	AT2G36325.1	El006G294470
OG0017989	AT2G36350.1	El006G294440
OG0017990	AT2G37310.1	El006G293160
OG0017991	AT2G38100.3	El006G292160
OG0017993	AT1G15320.1	El002G099370
OG0017994	AT1G15510.1	El002G099600
OG0017995	AT1G15540.3	El002G099630
OG0017996	AT1G16916.2	El002G100950
OG0017997	AT1G17650.1	El002G101790
OG0017998	AT1G18335.2	El002G102470
OG0017999	AT1G18560.1	El002G102740
OG0018000	AT1G19025.1	El002G103260
OG0018001	AT1G20160.1	El002G104510
OG0018002	AT1G20225.1	El002G104560
OG0018003	AT1G20230.1	El002G104570
OG0018004	AT1G20300.1	El002G104600
OG0018005	AT1G21528.1	El002G105980
OG0018006	AT1G22470.1	El002G107540
OG0018007	AT5G48100.1	El007G350200
OG0018008	AT1G22830.1	El002G107990
OG0018009	AT1G23200.1	El002G108500
OG0018010	AT1G23710.1	El002G109090
OG0018011	AT1G27045.4	El002G110000
OG0018012	AT1G26500.1	El002G111170
OG0018013	AT1G25360.1	El002G112150
OG0018014	AT1G24290.1	El002G112820
OG0018015	AT4G24460.1	El003G160280
OG0018016	AT4G24972.1	El003G159720
OG0018017	AT4G25390.1	El003G159150
OG0018018	AT2G25060.1	El006G315830
OG0018019	AT2G25010.1	El006G315900, El006G315890
OG0018020	AT2G24790.1	El006G316090
OG0018021	AT2G24330.1	El006G317070
OG0018022	AT2G24140.2	El006G317550
OG0018023	AT2G23950.1	El006G317830
OG0018025	AT2G23530.1	El006G318390
OG0018026	AT2G23300.1	El006G318670
OG0018027	AT2G22680.1	El006G319520
OG0018028	AT2G22370.1	El006G319940
OG0018030	AT1G13250.1	El002G096900
OG0018031	AT1G11290.1	El002G094520
OG0018032	AT1G10600.1	El002G093640
OG0018033	AT1G09630.1	El002G092440
OG0018034	AT1G08940.1	El002G091690
OG0018035	AT1G07740.1	El002G090380
OG0018036	AT1G07350.1	El002G089850
OG0018037	AT1G06140.1	El002G088520
OG0018038	AT1G06050.1	El002G088430
OG0018039	AT1G05590.1	El002G087820
OG0018040	AT1G05460.1	El002G087670
OG0018041	AT1G04920.1	El002G087010
OG0018043	AT1G04130.1	El002G085990
OG0018044	AT1G04110.1	El002G085970
OG0018045	AT1G03540.1	El002G085380
OG0018046	AT1G02800.1	El002G084480
OG0018047	AT1G01220.1	El002G083650
OG0018048	AT1G01453.2	El002G083380
OG0018049	AT1G01950.3	El002G082710
OG0018050	AT1G01960.1	El002G082700
OG0018051	AT1G02010.4	El002G082640
OG0018052	AT5G14330.1	El001G067180
OG0018053	AT5G14150.1	El001G067400
OG0018054	AT5G14650.1	El001G066830
OG0018055	AT5G14970.1	El001G066510
OG0018056	AT5G15300.1	El001G066150
OG0018058	AT5G18100.1	El001G062560
OG0018059	AT5G18290.1	El001G062370
OG0018060	AT5G18950.1	El001G061570
OG0018061	AT5G26910.1	El001G050790
OG0018062	AT3G04990.1	El005G239810
OG0018064	AT5G28646.1	El001G047790
OG0018065	AT5G49015.1	El007G346570
OG0018066	AT5G13660.2	El001G068000
OG0018067	AT5G48060.1	El007G350640
OG0018068	AT5G06180.1	El001G076000
OG0018069	AT5G05850.1	El001G076380
OG0018070	AT5G05110.1	El001G077190
OG0018071	AT5G04780.1	El001G077770
OG0018072	AT5G24340.2	El001G055520
OG0018073	AT5G24313.1	El001G055590
OG0018074	AT5G61350.1	El007G329480
OG0018075	AT5G61400.1	El007G329430
OG0018076	AT5G61520.1	El007G329280
OG0018077	AT5G61540.1	El007G329260
OG0018078	AT5G61830.1	El007G328890
OG0018079	AT5G58620.1	El007G332810
OG0018080	AT3G49740.1	El001G019660
OG0018081	AT3G49055.1	El001G018770
OG0018082	AT3G48940.1	El001G018590
OG0018083	AT3G46890.1	El001G016190
OG0018084	AT3G43800.1	El001G012110
OG0018085	AT3G43240.1	El001G011800
OG0018086	AT1G23070.1	El002G108330
OG0018087	AT3G42860.1	El001G011660, El005G258490
OG0018089	AT1G67820.1	El004G218280
OG0018090	AT1G68790.1	El004G219650
OG0018091	AT1G68890.1	El004G219840
OG0018092	AT1G69085.1	El004G220150
OG0018093	AT1G69280.1	El004G220320
OG0018094	AT1G71220.3	El004G223130
OG0018095	AT1G71740.1	El004G223530
OG0018096	AT1G77320.3	El004G230380
OG0018097	AT1G77210.1	El004G230230
OG0018098	AT1G77122.1	El004G230150
OG0018099	AT1G76380.2	El004G229260
OG0018100	AT1G75820.1	El004G228470
OG0018102	AT1G75170.1	El004G227710
OG0018103	AT1G75140.1	El004G227670
OG0018104	AT1G74720.1	El004G227270
OG0018105	AT1G74700.1	El004G227250
OG0018106	AT1G74600.1	El004G227140
OG0018107	AT1G74055.1	El004G226600
OG0018108	AT1G73040.1	El004G225150
OG0018109	AT2G48110.1	El006G279690
OG0018110	AT1G72620.1	El004G224710
OG0018111	AT1G79200.1	El004G232660
OG0018112	AT1G79310.1	El004G232790
OG0018113	AT1G79420.1	El004G232920
OG0018114	AT1G79880.1	El004G234670
OG0018115	AT3G12770.1	El005G248580
OG0018116	AT3G12955.1	El005G248770
OG0018117	AT3G13180.1	El005G249110
OG0018118	AT3G13226.1	El005G249190
OG0018119	AT3G13229.1	El005G249200
OG0018120	AT3G44730.2	El001G013190
OG0018121	AT3G13770.1	El005G249760
OG0018122	AT3G15120.2	El005G251550
OG0018123	AT3G15352.4	El005G251880
OG0018124	AT3G18035.1	El005G255080
OG0018125	AT3G18460.1	El005G255750
OG0018126	AT3G22150.1	El005G260950
OG0018127	AT3G22250.1	El005G261080
OG0018128	AT3G22980.1	El005G262790
OG0018129	AT3G23880.1	El005G265940
OG0018130	AT3G24240.1	El005G266720
OG0018131	AT5G35400.2	El003G182740
OG0018132	AT2G04235.1	El005G269330
OG0018133	AT2G04865.1	El005G269950
OG0018134	AT2G13370.1	El005G271730
OG0018135	AT2G11810.1	El005G271530
OG0018136	AT2G06010.1	El005G270870
OG0018137	AT2G06005.1	El005G270850, El005G270830
OG0018138	AT2G12462.1	El005G271600
OG0018139	AT2G13680.1	El005G271920
OG0018140	AT2G14960.1	El005G272580
OG0018141	AT2G15630.1	El005G273000
OG0018142	AT2G15980.1	El005G273330
OG0018143	AT2G16595.1	El005G273800
OG0018144	AT2G17525.1	El005G274970
OG0018145	AT2G18520.1	El005G276920
OG0018146	AT2G19310.1	El005G277750
OG0018147	AT2G20635.1	El005G279160
OG0018148	AT2G20710.1	El005G279230
OG0018149	AT1G53600.1	El002G139070
OG0018150	AT1G52790.1	El002G137710
OG0018151	AT1G52200.1	El002G136880
OG0018152	AT1G51965.1	El002G136600
OG0018153	AT1G48980.1	El002G132850
OG0018154	AT1G49180.1	El002G133120
OG0018155	AT1G48480.1	El002G132100
OG0018156	AT5G48920.1	El002G141560
OG0018157	AT1G04635.1	El002G086680
OG0018158	AT3G52780.1	El001G023300
OG0018159	AT3G53100.1	El001G023700
OG0018160	AT3G53235.1	El001G023850
OG0018161	AT3G54960.1	El001G025840
OG0018162	AT3G56370.1	El001G027700
OG0018163	AT3G56390.1	El001G027720
OG0018164	AT3G56460.1	El001G027790
OG0018165	AT3G56550.1	El001G027870
OG0018166	AT3G57440.1	El001G028880
OG0018168	AT3G58520.1	El001G030150
OG0018169	AT3G59080.1	El001G030670
OG0018170	AT3G60370.2	El001G032080
OG0018172	AT3G62590.1	El001G034790
OG0018173	AT1G54095.1	El002G139720
OG0018174	AT5G64490.1, AT1G01410.1	El005G265430
OG0018175	AT5G35110.1	El003G182110
OG0018176	AT3G50510.1	El001G020570, El001G020580
OG0018177	AT3G51230.1	El001G021470
OG0018178	AT3G53170.1	El001G023770
OG0018180	AT3G53590.1	El001G024210
OG0018181	AT3G55840.1	El001G027080
OG0018183	AT3G57680.1	El001G029130
OG0018184	AT3G60890.2	El001G032870
OG0018185	AT3G62040.1	El001G034310
OG0018186	AT3G62970.1	El001G035260
OG0018187	AT1G60700.1	El004G200580
OG0018188	AT3G53210.1	El001G023810
OG0018190	AT5G46600.1	El007G365450
OG0018191	AT1G27410.1	El002G113040
OG0018192	AT5G42850.1	El007G357930
OG0018193	AT5G43000.1	El007G358130
OG0018194	AT2G35460.1	El006G295640
OG0018195	AT2G38450.1	El006G291750
OG0018196	AT5G16453.1	El001G064570
OG0018198	AT2G41810.1	El006G287420
OG0018199	AT2G46880.1	El006G281030
OG0018202	AT1G78370.1	El004G231700, El004G231710
OG0018203	AT1G75940.1	El004G228740
OG0018204	AT1G73630.1	El004G225990
OG0018205	AT1G72760.2	El004G224860
OG0018206	AT4G27900.1	El003G156140
OG0018207	AT4G29980.1	El003G153170
OG0018208	AT4G28170.1	El003G155790
OG0018209	AT4G36070.2	El003G146070
OG0018210	AT1G02510.1	El002G084200
OG0018211	AT5G48160.1	El007G349860
OG0018212	AT1G05360.1	El002G087580
OG0018213	AT1G06330.1	El002G088710
OG0018214	AT1G06923.1	El002G089300
OG0018215	AT1G07705.2	El002G090330
OG0018216	AT1G07880.2	El002G090530
OG0018217	AT1G08300.1	El002G091020
OG0018218	AT1G11650.2	El002G094950
OG0018219	AT1G14755.1	El002G098810
OG0018220	AT1G15290.1	El002G099350
OG0018221	AT1G19670.1	El002G103960, El037G374490
OG0018222	AT1G22600.1	El002G107710
OG0018223	AT4G24265.2	El003G160510
OG0018224	AT1G70500.1	El004G222070
OG0018226	AT1G68020.2	El004G218590
OG0018227	AT3G43400.1, AT1G67400.1	El004G217550
OG0018228	AT1G58170.1	El004G204680
OG0018230	AT1G62250.1	El004G198410
OG0018231	AT5G39880.1	El003G189860
OG0018232	AT1G64235.1	El004G194590
OG0018234	AT3G25480.1	El005G269080
OG0018236	AT3G16160.1	El005G252890
OG0018238	AT3G12570.1	El005G248360
OG0018239	AT1G68510.1	El004G219280
OG0018240	AT3G08790.1	El005G243890
OG0018241	AT3G66652.1	El005G241910
OG0018243	AT5G02970.1	El001G079940
OG0018244	AT5G05130.1	El001G077170
OG0018246	AT5G06780.1	El001G075110
OG0018247	AT5G07100.1	El001G074730
OG0018248	AT5G07130.1	El001G074700
OG0018249	AT5G07150.2	El001G074660
OG0018251	AT2G42005.1	El003G145550
OG0018253	AT1G44090.1	El002G127680
OG0018254	AT1G28375.1	El002G114130
OG0018255	AT4G25433.1	El003G159090
OG0018257	AT2G32790.1	El006G299290
OG0018258	AT2G28560.1	El006G304990
OG0018259	AT2G27480.1	El006G306700
OG0018260	AT2G27220.2	El006G307460
OG0018261	AT2G26640.1	El006G310990
OG0018262	AT4G25000.1	El003G159690
OG0018263	AT5G08230.1	El001G073570
OG0018264	AT5G11610.1	El001G070030
OG0018265	AT5G12380.1	El001G069120
OG0018266	AT5G13690.1	El001G067970
OG0018268	AT5G37000.1	El003G184790
OG0018269	AT5G18260.1	El001G062400
OG0018270	AT5G18240.1	El001G062420
OG0018271	AT3G27355.1	El001G042270
OG0018273	AT5G57940.1	El007G333620
OG0018274	AT5G59750.2	El007G331220
OG0018275	AT5G22920.1	El001G057310
OG0018277	AT5G20640.1	El001G059400
OG0018278	AT5G20410.1	El001G059610
OG0018279	AT5G25630.2	El001G052500
OG0018280	AT5G23440.1	El001G056590
OG0018281	AT5G61270.1	El007G329570
OG0018282	AT5G61610.1	El007G329170
OG0018283	AT5G63070.1	El007G327520
OG0018285	AT5G65510.1	El007G324600
OG0018286	AT5G66790.1	El007G322950
OG0018287	AT1G08150.1	El002G090860
OG0018289	AT1G15125.1	El002G099190
OG0018291	AT1G22120.1	El002G106620
OG0018294	AT5G43660.1	El002G132460
OG0018297	AT1G56550.1	El004G207060
OG0018298	AT1G68120.1	El004G218750
OG0018299	AT1G68238.1	El004G218890
OG0018301	AT3G23370.1	El005G264810
OG0018302	AT3G25240.1	El005G268800
OG0018303	AT2G24100.1	El006G317620
OG0018305	AT3G15910.1	El001G017800, El001G018360, El005G252610
OG0018306	AT3G53600.1	El001G024230
OG0018309	AT5G26622.1, AT3G44070.1, AT2G04060.1	El002G130600, El003G177970
OG0018310	AT4G09340.1	El001G010160
OG0018311	AT4G28150.1	El003G155810
OG0018312	AT4G27590.2	El003G156580
OG0018313	AT4G25770.2	El003G158710
OG0018315	AT4G22495.1	El003G163030
OG0018315	AT4G22467.1	El003G163100
OG0018317	AT5G36940.1	El003G184740
OG0018318	AT5G38290.2	El003G187010
OG0018319	AT5G41110.1	El003G192250
OG0018320	AT5G44330.1	El007G360730
OG0018321	AT5G50915.1	El007G343270, El007G342430
OG0018322	AT5G51720.1	El007G342090
OG0018323	AT5G57760.1	El007G333840
OG0018324	AT5G65370.1	El007G324770
OG0018337	AT4G16740.1	El003G170560
OG0018338	AT3G24000.1	El005G267180
OG0018339	AT1G54890.1	El004G209640
OG0018340	AT1G54920.3	El004G209670
OG0018341	AT1G56720.1	El004G206390
OG0018342	AT1G59720.1	El004G202200
OG0018344	AT2G03630.1	El001G038740
OG0018345	AT3G25655.1	El001G039560
OG0018346	AT3G29590.1	El001G045730
OG0018347	AT1G66730.1	El004G216210
OG0018348	AT1G66230.1	El004G215370
OG0018349	AT1G65620.1	El004G213860
OG0018350	AT1G65040.2	El004G211690
OG0018352	AT5G01250.1	El001G081380
OG0018353	AT5G03190.2	El001G079710, El001G079720
OG0018354	AT1G56180.1	El002G141460
OG0018355	AT5G05580.1	El001G076720
OG0018356	AT5G50000.1	El007G344660
OG0018357	AT5G50120.1	El007G344510
OG0018358	AT5G50130.1	El007G344490
OG0018360	AT5G50660.1, AT5G50560.1	El007G343570
OG0018361	AT5G51030.1	El007G343110
OG0018362	AT5G51210.1	El007G342840
OG0018363	AT5G51770.1	El007G342020
OG0018364	AT5G51910.1	El007G341780
OG0018365	AT5G52630.1	El007G340880
OG0018368	AT5G47900.1	El003G183150
OG0018369	AT5G13230.1	El001G068470
OG0018370	AT5G08350.1	El001G073430
OG0018372	AT4G18060.1	El003G168660
OG0018374	AT4G19191.1	El003G166910
OG0018375	AT4G19890.1	El003G166010
OG0018376	AT4G21065.1	El003G165010
OG0018377	AT1G65342.1	El003G161500
OG0018379	AT1G43130.1	El002G126600
OG0018380	AT1G29270.1	El002G115160
OG0018381	AT4G37235.1	El003G145290
OG0018384	AT4G21865.1	El003G163980
OG0018385	AT5G38310.1	El003G187070
OG0018386	AT5G39200.1, AT5G39140.1, AT5G39170.1	El003G188890
OG0018387	AT2G34020.2	El006G297780
OG0018388	AT2G34010.1	El006G297790
OG0018389	AT5G42785.1	El007G357670
OG0018390	AT2G03410.1	El001G038490
OG0018391	AT1G33420.1	El002G121190
OG0018393	AT4G11070.1	El001G007960
OG0018394	AT4G04900.1	El001G005090
OG0018395	AT4G04930.1	El001G005060, El001G006620
OG0018396	AT5G44574.1	El007G361240
OG0018397	AT5G45030.1	El007G362040
OG0018398	AT5G45420.1	El007G363390
OG0018399	AT5G47530.1	El007G366690
OG0018400	AT2G04410.1	El005G269440
OG0018401	AT5G35790.1	El003G183550
OG0018403	AT4G13730.1	El003G176690
OG0018404	AT4G14920.3	El003G174100
OG0018405	AT5G40020.1	El003G190480
OG0018406	AT5G40410.1	El003G191180, El003G191230
OG0018407	AT5G40620.1	El003G191610
OG0018408	AT5G40730.1	El003G191770
OG0018409	AT5G40790.1	El003G191830
OG0018410	AT5G41315.2	El003G192520
OG0018411	AT5G41590.1	El003G193070
OG0018412	AT5G41980.1	El003G193480
OG0018413	AT5G07900.1	El001G073910
OG0018414	AT2G47750.1	El006G280070
OG0018415	AT2G46830.1	El006G281080
OG0018416	AT2G44810.2	El006G283850
OG0018417	AT2G44690.1	El006G284000
OG0018418	AT4G13650.1	El003G176880
OG0018420	AT5G01305.1	El001G081480
OG0018421	AT5G02720.2	El001G080210
OG0018423	AT5G40900.1	El003G192040
OG0018424	AT5G60520.1	El007G330430
OG0018425	AT5G63560.1	El007G326990
OG0018426	AT5G66250.4	El007G322300
OG0018427	AT5G66150.1	El007G322160
OG0018428	AT4G00165.1	El001G000200
OG0018429	AT4G02650.1	El001G003220
OG0018430	AT5G43840.1	El007G359730
OG0018432	AT2G29130.1	El006G304060
OG0018433	AT2G29065.1	El006G304160
OG0018434	AT2G28050.1	El006G305900
OG0018435	AT2G26840.2	El006G309300
OG0018436	AT2G26810.1	El006G309430
OG0018437	AT3G01580.1	El005G235430
OG0018438	AT3G01940.1	El005G235030
OG0018439	AT3G02010.1	El005G234950
OG0018440	AT3G02065.2	El005G234850, El004G193760
OG0018441	AT5G37450.2	El003G181220, El003G185440
OG0018442	AT3G01311.1	El005G235810
OG0018443	AT3G02100.1	El005G236240
OG0018444	AT3G02330.1	El005G236490
OG0018445	AT3G02500.3	El005G236670
OG0018446	AT3G03300.1	El005G237610
OG0018447	AT3G04450.1	El005G239010
OG0018449	AT3G06145.1	El005G241310
OG0018450	AT1G26900.1	El002G110230
OG0018451	AT1G26440.2	El002G111100
OG0018452	AT1G25470.1	El002G111990
OG0018453	AT4G24510.1	El003G160210
OG0018454	AT4G24810.2	El003G159870
OG0018455	AT4G25400.2	El003G159140
OG0018456	AT2G24762.1	El006G316150
OG0018457	AT1G54260.1	El002G139950
OG0018458	AT2G23430.1	El006G318520
OG0018459	AT2G21450.2	El006G321160
OG0018460	AT2G21110.1	El006G321590
OG0018461	AT1G11710.1	El002G095030
OG0018464	AT1G09080.1	El002G091820
OG0018465	AT5G44230.1	El007G360330
OG0018466	AT1G07590.1	El002G090190
OG0018467	AT1G05785.6	El002G088050
OG0018468	AT1G04090.1	El002G085950
OG0018469	AT1G03510.1	El002G085780
OG0018470	AT1G02050.1	El002G082590
OG0018471	AT1G02070.1	El002G082560
OG0018472	AT5G13940.1	El001G067680
OG0018473	AT5G14890.1	El001G066620
OG0018474	AT5G15210.1	El001G066270
OG0018476	AT5G16940.1	El001G064010
OG0018477	AT5G18850.1	El001G061650
OG0018479	AT5G27680.1	El001G049740
OG0018480	AT5G49350.1	El007G345530
OG0018481	AT5G48570.1	El007G348300
OG0018483	AT5G25500.1	El001G052660
OG0018484	AT5G24316.1	El001G055570
OG0018485	AT5G61800.1	El007G329020
OG0018486	AT3G50990.1	El001G021250
OG0018487	AT3G50750.1	El001G020850
OG0018488	AT3G49170.1	El001G019050
OG0018489	AT3G48510.1	El001G018160
OG0018490	AT3G48490.1	El001G018140
OG0018491	AT3G48360.1	El001G017990
OG0018492	AT3G48350.1	El001G017960
OG0018493	AT3G48020.1	El001G017530
OG0018494	AT3G47190.1	El001G016570
OG0018495	AT3G45620.2	El001G014580
OG0018497	AT1G08070.1	El002G090760
OG0018498	AT1G67510.1	El004G217750
OG0018499	AT1G68880.1	El004G219830
OG0018502	AT1G76320.1	El004G229160
OG0018503	AT1G73580.1	El004G225850
OG0018504	AT1G72810.1	El004G224910
OG0018505	AT1G72690.1	El004G224790
OG0018507	AT1G79220.1	El004G232680
OG0018509	AT3G13222.1	El005G249150
OG0018511	AT3G14380.1	El005G250690
OG0018512	AT3G24605.1	El005G267940
OG0018514	AT2G13440.1	El005G271820
OG0018515	AT2G16270.1	El005G273480
OG0018517	AT2G18860.1	El005G277290
OG0018518	AT2G20840.1	El005G279530
OG0018519	AT1G52290.1	El002G136950
OG0018520	AT1G51170.1	El002G135470
OG0018521	AT3G58420.1	El001G030000
OG0018522	AT3G60730.1	El001G032590
OG0018523	AT3G62340.1	El001G034620
OG0018524	AT3G62890.1	El001G035170
OG0018525	AT3G63370.1	El001G035740
OG0018526	AT3G63480.1	El001G035880
OG0018528	AT4G14730.1	El003G174440
OG0018529	AT4G14225.1	El003G175630
OG0018530	AT3G50220.1	El001G020300
OG0018531	AT3G52550.1	El001G022960
OG0018533	AT3G56160.1	El001G027460
OG0018534	AT3G61450.2	El001G033460
OG0018536	AT5G45113.1	El007G362460
OG0018539	AT5G46770.1	El007G365720
OG0018540	AT2G37790.1	El006G292470
OG0018541	AT2G38570.1	El006G291610
OG0018544	AT2G41010.1	El006G288390
OG0018545	AT2G42730.1	El006G286270
OG0018545	AT2G42720.1	El006G286280
OG0018546	AT2G44250.1	El006G284510
OG0018549	AT4G27740.1	El003G156310
OG0018550	AT4G28397.1	El003G155510
OG0018552	AT4G35170.1	El003G147210
OG0018553	AT4G38170.1	El003G141630
OG0018554	AT1G05800.1	El002G088080
OG0018555	AT1G06990.1	El002G089420
OG0018556	AT1G07160.1	El002G089640
OG0018557	AT1G08035.1	El002G090700
OG0018558	AT1G09360.1	El002G092140
OG0018559	AT1G11630.1	El002G094930
OG0018560	AT1G13280.1	El002G096940
OG0018561	AT1G13640.1	El002G097290, El002G097690
OG0018562	AT2G17723.1, AT5G43401.1, AT3G45093.1	El005G272270
OG0018563	AT1G14460.1	El002G098410
OG0018564	AT1G15730.1	El002G099760
OG0018565	AT1G22760.1	El002G107930
OG0018566	AT1G68410.1	El004G219160
OG0018567	AT1G62420.1	El004G198110
OG0018568	AT2G04750.1	El005G269750
OG0018570	AT3G20040.1	El005G257730
OG0018572	AT3G12880.1	El005G248670
OG0018573	AT3G11160.1	El005G246630, El005G246510
OG0018574	AT3G09530.1	El005G244690
OG0018576	AT3G06520.1	El005G241770, El002G123460
OG0018578	AT5G02440.1	El001G080700
OG0018579	AT5G03270.1	El001G079610
OG0018581	AT4G22760.1	El003G162730
OG0018582	AT3G28950.1	El001G044460
OG0018583	AT4G17960.1	El003G168820
OG0018585	AT4G24170.1	El003G160630
OG0018586	AT4G25750.1	El003G158740
OG0018587	AT2G32740.1	El006G299360
OG0018588	AT2G30695.1	El006G301930
OG0018589	AT2G29890.3	El006G303010
OG0018590	AT2G27270.1	El006G307350
OG0018593	AT5G09630.1	El001G072410
OG0018595	AT5G17180.1	El001G063810
OG0018597	AT5G26930.1	El001G050750
OG0018598	AT5G39580.1	El003G189430
OG0018599	AT5G40860.1	El003G191920
OG0018600	AT2G02140.1	El001G037590, El001G037200
OG0018601	AT5G52260.1	El007G341380
OG0018602	AT5G57400.2	El007G334280
OG0018603	AT5G57450.1	El007G334230
OG0018604	AT5G57700.3	El007G333880
OG0018605	AT5G59200.1	El007G332110
OG0018606	AT5G19490.1	El001G060800
OG0018607	AT5G25520.6	El001G052640
OG0018609	AT5G23270.1	El001G056800
OG0018610	AT5G65320.1	El007G324840
OG0018611	AT1G06475.1	El002G088850
OG0018612	AT1G20803.1	El002G105150
OG0018613	AT1G25320.1	El002G112190
OG0018617	AT1G68210.1	El004G218860
OG0018620	AT2G04495.1, AT2G04515.1	El005G269510
OG0018621	AT2G14760.3	El005G272440
OG0018622	AT2G21910.1	El006G320420
OG0018623	AT2G22800.1	El006G319340
OG0018624	AT2G22942.1	El006G319170
OG0018626	AT2G34990.2	El006G296100
OG0018629	AT2G42290.1	El006G286860
OG0018631	AT2G02147.1	El001G037220
OG0018633	AT3G26130.2	El001G040400
OG0018634	AT5G05120.1	El001G077180
OG0018635	AT4G01890.1	El001G002120
OG0018636	AT4G00180.1	El001G000220
OG0018637	AT4G26455.1	El003G158010
OG0018638	AT4G25760.1	El003G158720
OG0018639	AT5G48450.1	El007G348750
OG0018640	AT5G43490.1, AT5G48610.3	El007G347820
OG0018641	AT5G03980.1	El001G078660
OG0018645	AT5G20045.1	El001G060110
OG0018673	AT4G32690.1	El003G150060
OG0018675	AT4G33666.1	El003G148990, El003G148970
OG0018676	AT1G31175.1	El002G118230
OG0018677	AT1G32710.1	El002G120210
OG0018678	AT4G16400.1	El003G171260
OG0018679	AT1G56210.1	El004G208830
OG0018680	AT2G01870.1	El001G036840
OG0018681	AT3G26782.1	El001G041280
OG0018683	AT1G64780.1	El004G211000
OG0018685	AT4G25790.1	El003G158690
OG0018686	AT2G40765.1	El006G288730
OG0018687	AT5G49665.1	El007G345130
OG0018689	AT5G50030.1	El007G344610
OG0018690	AT5G50160.1	El007G344470
OG0018691	AT5G52120.1	El007G341530
OG0018692	AT5G52250.1	El007G341390
OG0018693	AT5G52850.1	El007G340690
OG0018694	AT5G55650.1	El004G207640, El007G336460
OG0018695	AT5G55830.1	El007G336290
OG0018696	AT5G47850.1	El007G352070
OG0018697	AT4G17245.1	El003G169850
OG0018701	AT4G25380.1	El003G159160
OG0018702	AT1G44608.1	El002G128080
OG0018705	AT1G30220.1	El002G116440
OG0018706	AT4G36230.1	El003G145940
OG0018707	AT5G37490.1	El003G185550
OG0018708	AT4G09530.1	El001G010110
OG0018709	AT2G34060.1	El006G297710
OG0018710	AT5G43210.1	El007G358590
OG0018711	AT5G43120.2	El007G358350
OG0018713	AT5G42290.1	El007G356440
OG0018714	AT3G62760.1	El001G034960
OG0018717	AT4G12680.1	El003G179960
OG0018718	AT4G12670.2	El003G179950
OG0018719	AT4G14300.1	El003G175240
OG0018720	AT4G14820.1	El003G174210
OG0018721	AT5G40380.1	El003G191050
OG0018722	AT5G41810.1	El003G193320
OG0018723	AT5G41870.1	El003G193370
OG0018724	AT2G46910.1	El006G281000
OG0018726	AT2G44490.1	El006G284210
OG0018729	AT5G01740.1	El001G081990
OG0018730	AT5G01490.1	El001G081700
OG0018731	AT5G02070.1	El001G081040
OG0018732	AT5G04330.1	El001G078220
OG0018733	AT5G67090.1	El007G323350
OG0018734	AT5G66520.1	El007G322570
OG0018735	AT5G66490.1	El007G322540
OG0018737	AT4G02200.3	El001G002730
OG0018738	AT4G02700.1	El001G003280
OG0018739	AT1G05065.1	El002G087210
