Orthogroup	Arabidopsis_thaliana	Cardamine_amara
OG0012643	AT2G20495.3	evm.model.RL_1.3225
OG0012644	AT2G20815.3	evm.model.RL_1.3275
OG0012645	AT1G56160.1	evm.model.RL_5.4004
OG0012646	AT1G56090.2	evm.model.RL_5.3991
OG0012647	AT1G55865.1	evm.model.RL_5.3967
OG0012648	AT1G55860.1, AT1G70320.1	evm.model.RL_5.3966
OG0012649	AT1G55475.1	evm.model.RL_5.3926.2.687c88c6
OG0012650	AT1G53910.1	evm.model.RL_5.3854
OG0012651	AT1G53645.1	evm.model.RL_5.3828
OG0012652	AT1G53520.1	evm.model.RL_5.3807
OG0012653	AT1G53470.1	evm.model.RL_5.3803
OG0012654	AT1G53120.1	evm.model.RL_5.3772
OG0012655	AT1G52870.2	evm.model.RL_5.3748
OG0012656	AT1G52800.1	evm.model.RL_5.3741
OG0012657	AT1G52343.1	evm.model.RL_5.3704
OG0012658	AT1G58160.1	evm.model.RL_5.1873
OG0012659	AT1G51740.1	evm.model.RL_5.1899
OG0012660	AT1G51720.1	evm.model.RL_5.1901
OG0012661	AT1G51580.1	evm.model.RL_5.1916
OG0012662	AT1G50960.1	evm.model.RL_5.1965
OG0012663	AT1G51070.2	evm.model.RL_5.1960
OG0012664	AT1G50730.1	evm.model.RL_5.1977.1.687c88b8
OG0012665	AT1G50670.1	evm.model.RL_5.1979
OG0012666	AT1G50660.1	evm.model.RL_5.1980
OG0012667	AT1G50450.1	evm.model.RL_5.2002, evm.model.RL_5.2001
OG0012668	AT1G49970.1	evm.model.RL_5.2038
OG0012669	AT1G49880.1	evm.model.RL_5.2045
OG0012670	AT1G49800.1	evm.model.RL_5.2051
OG0012671	AT1G49430.1	evm.model.RL_5.2082.2.687c88b9
OG0012672	AT1G51090.1	evm.model.RL_5.1958
OG0012673	AT1G48840.1	evm.model.RL_5.2132
OG0012674	AT1G48950.1	evm.model.RL_5.2122
OG0012676	AT1G48540.1	evm.model.RL_5.2156
OG0012677	AT1G48420.1	evm.model.RL_5.2170
OG0012678	AT1G48300.1	evm.model.RL_5.2183
OG0012679	AT1G48280.1	evm.model.RL_5.2184
OG0012680	AT4G16210.1	evm.model.RL_2.1169
OG0012681	AT4G16160.2	evm.model.RL_2.1163
OG0012682	AT4G16060.1	evm.model.RL_2.1147
OG0012683	AT4G15890.1	evm.model.RL_2.1131
OG0012684	AT4G15850.1	evm.model.RL_2.1128
OG0012685	AT4G15820.1	evm.model.RL_2.1123
OG0012686	AT2G34900.1	evm.model.RL_6.1578
OG0012687	AT2G34540.2	evm.model.RL_6.1542
OG0012688	AT2G34470.2	evm.model.RL_6.1535
OG0012689	AT3G51960.2	evm.model.RL_7.1193
OG0012690	AT3G51980.1	evm.model.RL_7.1190
OG0012691	AT3G52120.3	evm.model.RL_7.1174
OG0012692	AT3G52310.1	evm.model.RL_7.1154
OG0012693	AT3G52390.2	evm.model.RL_7.1148
OG0012694	AT3G52480.1	evm.model.RL_7.1137
OG0012695	AT3G52570.1	evm.model.RL_7.1128
OG0012696	AT3G52820.1	evm.model.RL_7.1104
OG0012697	AT3G53010.1	evm.model.RL_7.1087
OG0012699	AT3G53470.2	evm.model.RL_7.1041
OG0012700	AT5G24830.1	evm.model.RL_4.1243
OG0012701	AT3G53920.1	evm.model.RL_7.990
OG0012702	AT3G54010.1	evm.model.RL_7.981
OG0012703	AT3G51710.1	evm.model.RL_7.1221
OG0012704	AT3G54260.1	evm.model.RL_7.951, evm.model.RL_7.956
OG0012705	AT3G54480.1	evm.model.RL_7.932
OG0012706	AT3G54870.2	evm.model.RL_7.1920, evm.model.RL_7.889, evm.model.RL_7.1918
OG0012707	AT3G54970.1	evm.model.RL_7.875, evm.model.RL_7.879, evm.model.RL_7.877
OG0012708	AT3G55400.1	evm.model.RL_7.823
OG0012709	AT3G55520.1	evm.model.RL_7.808
OG0012710	AT3G55580.1	evm.model.RL_7.804
OG0012711	AT3G55660.1	evm.model.RL_7.792
OG0012712	AT3G55730.1	evm.model.RL_7.785
OG0012713	AT3G56310.1	evm.model.RL_7.748
OG0012714	AT3G56330.1	evm.model.RL_7.750
OG0012715	AT3G56570.2	evm.model.RL_7.714
OG0012716	AT3G56580.1	evm.model.RL_7.713
OG0012717	AT3G56600.1	evm.model.RL_7.711
OG0012718	AT3G56830.1	evm.model.RL_7.683
OG0012719	AT3G56840.1	evm.model.RL_7.682
OG0012720	AT5G35080.1	evm.model.RL_2.647
OG0012721	AT3G57120.1	evm.model.RL_7.654
OG0012722	AT3G57170.1	evm.model.RL_6.818
OG0012723	AT3G57190.1	evm.model.RL_7.647
OG0012724	AT3G57300.2	evm.model.RL_7.637
OG0012725	AT3G57920.1	evm.model.RL_7.563
OG0012726	AT3G58590.1	evm.model.RL_7.503
OG0012727	AT3G58600.1	evm.model.RL_7.502
OG0012728	AT2G42710.1	evm.model.RL_6.2398
OG0012729	AT3G59040.2	evm.model.RL_7.456
OG0012730	AT3G59060.2	evm.model.RL_7.454
OG0012731	AT3G59680.2	evm.model.RL_7.393
OG0012732	AT3G59780.1	evm.model.RL_7.386, evm.model.RL_7.388
OG0012733	AT3G60480.3	evm.model.RL_7.320
OG0012734	AT3G60490.1	evm.model.RL_7.319
OG0012735	AT3G60840.1	evm.model.RL_7.281
OG0012736	AT3G62070.1	evm.model.RL_7.163, evm.model.RL_7.157
OG0012737	AT3G62330.1	evm.model.RL_7.131
OG0012738	AT3G62580.1	evm.model.RL_7.110
OG0012739	AT3G62810.1	evm.model.RL_7.84
OG0012740	AT3G63180.1	evm.model.RL_7.45
OG0012741	AT3G63240.1	evm.model.RL_7.38
OG0012742	AT1G50580.1	evm.model.RL_5.1989
OG0012743	AT2G25870.1	evm.model.RL_6.508
OG0012744	AT1G49720.2	evm.model.RL_5.2059
OG0012746	AT3G54270.1	evm.model.RL_7.955, evm.model.RL_7.950
OG0012747	AT3G62460.1	evm.model.RL_7.241
OG0012749	AT3G57700.1	evm.model.RL_7.591, evm.model.RL_7.589
OG0012751	AT1G02813.1	evm.model.RL_5.135
OG0012752	AT5G45720.1	evm.model.RL_4.256.1.687c86cd
OG0012753	AT2G25770.1	evm.model.RL_6.493
OG0012754	AT1G26710.1, AT1G26720.1	evm.model.RL_5.3307
OG0012755	AT2G41330.1	evm.model.RL_6.2263
OG0012756	AT1G78780.3	evm.model.RL_3.2274
OG0012757	AT1G77390.1	evm.model.RL_3.2143.1.687c84bd
OG0012759	AT4G28620.1, AT4G28630.1	evm.model.RL_2.2379
OG0012760	AT4G28690.1	evm.model.RL_2.2386
OG0012762	AT5G05540.1	evm.model.RL_4.2989.1.687c99a1
OG0012763	AT1G60250.1	evm.model.RL_3.474
OG0012764	AT4G37710.1	evm.model.RL_2.3283
OG0012765	AT1G04380.1	evm.model.RL_5.2425
OG0012766	AT1G06420.1	evm.model.RL_5.498
OG0012767	AT1G08180.1	evm.model.RL_5.672
OG0012768	AT1G22015.1	evm.model.RL_5.3559
OG0012770	AT1G67370.1	evm.model.RL_3.2287
OG0012771	AT4G01190.2	evm.model.RL_8.113
OG0012772	AT1G63960.2	evm.model.RL_3.91
OG0012774	AT2G18650.1	evm.model.RL_1.3045
OG0012775	AT3G20840.1	evm.model.RL_1.2009
OG0012776	AT3G19380.1	evm.model.RL_1.1842
OG0012777	AT3G15395.1	evm.model.RL_1.1466
OG0012778	AT3G12820.1	evm.model.RL_1.1180
OG0012779	AT3G10880.1	evm.model.RL_1.1000
OG0012780	AT5G06480.1	evm.model.RL_4.2895
OG0012781	AT5G35660.1	evm.model.RL_2.613, evm.model.RL_2.610
OG0012782	AT2G21550.1	evm.model.RL_6.63
OG0012783	AT5G24510.1	evm.model.RL_7.1450
OG0012784	AT4G17215.1	evm.model.RL_2.1274
OG0012785	AT1G47510.1	evm.model.RL_5.2255
OG0012786	AT2G28240.1	evm.model.RL_6.926
OG0012787	AT2G27880.1	evm.model.RL_6.885
OG0012788	AT5G07720.1	evm.model.RL_4.2777
OG0012789	AT5G13790.2	evm.model.RL_4.2248
OG0012790	AT5G13920.2	evm.model.RL_4.2234
OG0012791	AT5G15265.1	evm.model.RL_4.2106
OG0012792	AT5G16320.1	evm.model.RL_4.2008
OG0012793	AT5G17200.1	evm.model.RL_4.1926
OG0012794	AT3G25855.1	evm.model.RL_7.2437
OG0012795	AT5G56880.1	evm.model.RL_8.1762
OG0012796	AT5G57820.1	evm.model.RL_8.1856
OG0012798	AT3G11405.1	evm.model.RL_1.1046
OG0012799	AT2G25295.1	evm.model.RL_5.1204
OG0012800	AT5G20260.2	evm.model.RL_4.1620
OG0012801	AT5G61260.1	evm.model.RL_8.2198
OG0012802	AT1G52495.1, AT1G52490.1	evm.model.RL_7.118
OG0012803	AT5G63063.1	evm.model.RL_8.2382, evm.model.RL_8.2383
OG0012804	AT1G23270.1	evm.model.RL_5.3437
OG0012805	AT1G27420.1	evm.model.RL_5.3148
OG0012806	AT1G53790.2	evm.model.RL_4.755
OG0012807	AT1G44130.1	evm.model.RL_5.2344
OG0012810	AT2G22230.1	evm.model.RL_6.123
OG0012813	AT5G04210.1	evm.model.RL_4.3109
OG0012814	AT5G11990.1	evm.model.RL_4.2386
OG0012815	AT5G15500.2	evm.model.RL_4.2086
OG0012816	AT5G17810.1	evm.model.RL_4.1862
OG0012817	AT5G18710.1	evm.model.RL_4.1780
OG0012818	AT5G22910.1	evm.model.RL_4.1432
OG0012819	AT4G26440.1	evm.model.RL_2.2159
OG0012822	AT5G48490.1, AT5G48485.1	evm.model.RL_4.809
OG0012823	AT5G48560.1	evm.model.RL_4.821
OG0012824	AT5G49170.1	evm.model.RL_4.900
OG0012827	AT4G01360.1	evm.model.RL_8.100
OG0012828	AT1G79670.1	evm.model.RL_3.2370
OG0012836	AT4G28100.1	evm.model.RL_2.2323
OG0012837	AT4G28230.1	evm.model.RL_2.2335
OG0012838	AT4G28350.1	evm.model.RL_2.2346
OG0012839	AT4G28570.1	evm.model.RL_2.2375
OG0012840	AT4G28760.1	evm.model.RL_2.2397
OG0012841	AT4G29120.1	evm.model.RL_2.2430
OG0012842	AT4G29420.1	evm.model.RL_2.2464
OG0012843	AT4G29530.1	evm.model.RL_2.2474
OG0012844	AT2G41040.1	evm.model.RL_6.2229
OG0012845	AT4G29880.1	evm.model.RL_2.2508
OG0012846	AT4G30360.1	evm.model.RL_2.2550
OG0012847	AT4G30510.1	evm.model.RL_2.2565
OG0012848	AT4G30610.1	evm.model.RL_2.2573
OG0012849	AT4G30840.1	evm.model.RL_2.2593
OG0012850	AT4G30860.1	evm.model.RL_2.2596.1.687c86e6
OG0012851	AT4G30993.2	evm.model.RL_2.2609.1.687c86e6
OG0012852	AT4G31080.2	evm.model.RL_2.2616
OG0012853	AT4G31270.1	evm.model.RL_2.2634
OG0012854	AT4G31450.1	evm.model.RL_2.2659
OG0012855	AT4G31930.1	evm.model.RL_2.2705
OG0012856	AT4G32050.1	evm.model.RL_2.2716
OG0012858	AT4G32320.1	evm.model.RL_2.2736
OG0012860	AT4G29250.1	evm.model.RL_2.2764
OG0012861	AT4G32590.3	evm.model.RL_2.2772
OG0012862	AT4G32660.1, AT1G36627.1	evm.model.RL_2.2780
OG0012863	AT4G32960.1	evm.model.RL_2.2811
OG0012864	AT4G32910.1	evm.model.RL_2.2805
OG0012865	AT4G32770.1	evm.model.RL_2.2791
OG0012866	AT4G32710.1	evm.model.RL_2.2785
OG0012867	AT4G33080.1	evm.model.RL_2.2824
OG0012868	AT4G33495.1	evm.model.RL_2.2860
OG0012869	AT4G33470.1	evm.model.RL_2.2857
OG0012870	AT4G33460.1	evm.model.RL_2.2855
OG0012871	AT4G33500.1	evm.model.RL_2.2863
OG0012872	AT4G33560.1	evm.model.RL_2.2869
OG0012873	AT4G33640.2	evm.model.RL_2.2879
OG0012875	AT4G33925.1	evm.model.RL_2.2906
OG0012876	AT4G34270.1	evm.model.RL_2.2949
OG0012877	AT4G34020.1	evm.model.RL_2.2917
OG0012878	AT4G34310.1	evm.model.RL_2.2953.1.687c86e7
OG0012879	AT4G34810.1	evm.model.RL_2.3003
OG0012880	AT4G34830.1	evm.model.RL_2.3004
OG0012881	AT4G35080.3	evm.model.RL_2.3031
OG0012883	AT4G35140.2	evm.model.RL_2.3039.1.687c86e8
OG0012884	AT2G04860.1	evm.model.RL_1.2492
OG0012885	AT1G31020.1	evm.model.RL_5.2831
OG0012886	AT1G31050.6	evm.model.RL_5.2829
OG0012887	AT1G31320.1	evm.model.RL_5.2809
OG0012888	AT1G31430.1	evm.model.RL_5.2802
OG0012889	AT1G32370.2	evm.model.RL_5.2722
OG0012890	AT1G32410.1	evm.model.RL_5.2717
OG0012891	AT1G32583.1	evm.model.RL_5.2700
OG0012892	AT4G16745.2	evm.model.RL_2.1234
OG0012893	AT4G16590.1	evm.model.RL_2.1215
OG0012894	AT4G16566.1	evm.model.RL_2.1211
OG0012895	AT4G16563.1	evm.model.RL_2.1210
OG0012896	AT4G16490.1	evm.model.RL_2.1202
OG0012897	AT4G16440.1	evm.model.RL_2.1194
OG0012898	AT4G16370.1	evm.model.RL_2.1186
OG0012899	AT1G54490.1	evm.model.RL_3.770
OG0012900	AT1G54570.1	evm.model.RL_3.761
OG0012901	AT1G54610.1	evm.model.RL_3.755
OG0012902	AT1G54840.1	evm.model.RL_3.738
OG0012903	AT1G54940.1	evm.model.RL_3.730
OG0012904	AT1G55000.1	evm.model.RL_3.725
OG0012905	AT1G55020.1	evm.model.RL_3.724, evm.model.RL_3.720_evm.model.RL_3.727
OG0012906	AT1G56320.1	evm.model.RL_3.699
OG0012907	AT1G56350.1	evm.model.RL_3.689
OG0012908	AT1G56423.1	evm.model.RL_3.676
OG0012909	AT1G57770.1	evm.model.RL_3.616
OG0012910	AT2G13650.1	evm.model.RL_1.2628
OG0012911	AT1G58230.1	evm.model.RL_3.568
OG0012912	AT1G58340.1	evm.model.RL_3.563
OG0012913	AT1G58470.1	evm.model.RL_3.554
OG0012914	AT1G59520.4	evm.model.RL_3.543
OG0012915	AT1G59760.1	evm.model.RL_3.520
OG0012916	AT1G59710.2	evm.model.RL_3.527
OG0012917	AT1G59840.1	evm.model.RL_3.506
OG0012918	AT1G59900.1	evm.model.RL_3.501
OG0012919	AT1G60490.1	evm.model.RL_3.460
OG0012920	AT1G60560.1	evm.model.RL_3.447
OG0012921	AT1G60600.2	evm.model.RL_3.441, evm.model.RL_3.439
OG0012922	AT1G60790.1	evm.model.RL_3.387
OG0012923	AT1G60640.1	evm.model.RL_3.434
OG0012924	AT1G60890.2	evm.model.RL_3.396
OG0012925	AT1G61100.1	evm.model.RL_3.370
OG0012926	AT1G61105.1	evm.model.RL_3.369
OG0012927	AT1G61110.1	evm.model.RL_3.368
OG0012929	AT1G61215.1	evm.model.RL_3.360
OG0012930	AT1G61255.1	evm.model.RL_3.351, evm.model.RL_3.352
OG0012931	AT1G61860.1	evm.model.RL_3.297
OG0012932	AT2G01140.1	evm.model.RL_7.2664
OG0012933	AT2G01190.1	evm.model.RL_7.2668
OG0012934	AT2G01210.1	evm.model.RL_7.2670
OG0012935	AT2G01320.3	evm.model.RL_7.2677
OG0012936	AT2G01590.1	evm.model.RL_7.2701
OG0012937	AT2G01630.1	evm.model.RL_7.2707
OG0012938	AT2G01650.1	evm.model.RL_7.2709
OG0012939	AT2G01750.2	evm.model.RL_7.2720
OG0012940	AT2G01910.1	evm.model.RL_7.2630
OG0012941	AT2G01980.1	evm.model.RL_7.2047, evm.model.RL_7.2620
OG0012942	AT2G02410.6	evm.model.RL_7.2589
OG0012943	AT2G02570.1	evm.model.RL_7.2581
OG0012944	AT2G02970.1	evm.model.RL_7.2558
OG0012945	AT2G03050.2	evm.model.RL_7.2554
OG0012946	AT1G13980.1	evm.model.RL_5.1241.1.687c88b2
OG0012947	AT2G03310.1	evm.model.RL_7.2529
OG0012948	AT2G03670.1	evm.model.RL_7.2503
OG0012949	AT2G03890.1	evm.model.RL_7.2484
OG0012950	AT3G25560.3	evm.model.RL_7.2470
OG0012951	AT3G25900.1	evm.model.RL_7.2430
OG0012952	AT3G25970.1	evm.model.RL_7.2423
OG0012953	AT3G26115.1	evm.model.RL_7.2408
OG0012955	AT3G26380.1	evm.model.RL_7.2383
OG0012957	AT3G26600.1	evm.model.RL_7.2367
OG0012958	AT3G26730.1	evm.model.RL_7.2355
OG0012959	AT3G26744.1	evm.model.RL_7.2353
OG0012960	AT3G26990.1	evm.model.RL_7.2329
OG0012961	AT3G27010.1	evm.model.RL_7.2325
OG0012962	AT3G27120.1	evm.model.RL_7.2313
OG0012964	AT3G27180.1	evm.model.RL_7.2310
OG0012965	AT3G27310.1	evm.model.RL_7.2283
OG0012967	AT3G27475.2, AT3G27470.5	evm.model.RL_7.2263
OG0012968	AT3G27770.1	evm.model.RL_7.2244.1.687c84bc
OG0012969	AT3G27785.1	evm.model.RL_7.2243
OG0012970	AT3G27925.1	evm.model.RL_7.2228
OG0012971	AT3G28210.1	evm.model.RL_7.2209
OG0012972	AT3G28660.1, AT3G28640.1	evm.model.RL_7.2179
OG0012973	AT3G28670.2	evm.model.RL_7.2178
OG0012974	AT3G28700.1	evm.model.RL_7.2176
OG0012975	AT3G55160.1	evm.model.RL_7.854, evm.model.RL_7.703
OG0012976	AT3G29130.2	evm.model.RL_7.2117
OG0012977	AT3G29185.1	evm.model.RL_7.2112
OG0012978	AT3G30380.1	evm.model.RL_7.2039
OG0012979	AT3G30460.2	evm.model.RL_1.2082
OG0012980	AT5G38560.1	evm.model.RL_2.369
OG0012981	AT1G67190.1	evm.model.RL_3.1093
OG0012982	AT1G67180.1	evm.model.RL_3.1092
OG0012983	AT1G67060.1	evm.model.RL_3.1083.2.687c84bb
OG0012984	AT1G67050.1	evm.model.RL_3.1082
OG0012985	AT1G66890.1	evm.model.RL_3.1057
OG0012986	AT1G66750.1	evm.model.RL_3.1042
OG0012987	AT1G66250.1	evm.model.RL_3.1004
OG0012988	AT1G66160.1	evm.model.RL_3.991
OG0012989	AT1G66150.1	evm.model.RL_3.990
OG0012990	AT1G65580.1	evm.model.RL_3.946.1.687c84bb
OG0012991	AT1G65470.1	evm.model.RL_3.928
OG0012992	AT1G65380.1	evm.model.RL_3.919
OG0012993	AT1G65320.1	evm.model.RL_3.916
OG0012994	AT1G65230.1	evm.model.RL_3.901
OG0012995	AT1G54390.2	evm.model.RL_3.774
OG0012996	AT1G54400.1	evm.model.RL_3.780
OG0012997	AT2G26230.1	evm.model.RL_1.2539.2.687c87ef
OG0012998	AT1G64670.2	evm.model.RL_3.11
OG0012999	AT1G64570.1	evm.model.RL_3.23
OG0013000	AT1G64320.1	evm.model.RL_3.53
OG0013001	AT1G64310.1	evm.model.RL_3.54
OG0013002	AT1G64210.1	evm.model.RL_3.63
OG0013003	AT1G64200.1	evm.model.RL_3.64
OG0013004	AT1G64110.2	evm.model.RL_3.71
OG0013005	AT1G64080.1	evm.model.RL_3.78
OG0013006	AT1G64060.1	evm.model.RL_3.81.1.687c84b9
OG0013007	AT1G64050.1	evm.model.RL_3.82
OG0013008	AT1G64040.1	evm.model.RL_3.83
OG0013009	AT1G63990.1	evm.model.RL_3.88
OG0013010	AT1G63780.1	evm.model.RL_3.109
OG0013011	AT1G63690.1	evm.model.RL_3.128
OG0013012	AT1G63520.1	evm.model.RL_3.148
OG0013013	AT1G63430.2	evm.model.RL_3.155
OG0013014	AT1G63300.1	evm.model.RL_3.160
OG0013015	AT1G12790.1	evm.model.RL_5.1135
OG0013016	AT1G63060.1	evm.model.RL_3.182, evm.model.RL_3.195
OG0013017	AT1G62975.1	evm.model.RL_3.193
OG0013018	AT1G62760.1	evm.model.RL_3.220
OG0013019	AT1G62730.1	evm.model.RL_3.223
OG0013020	AT1G62430.1	evm.model.RL_3.247
OG0013021	AT1G62390.1	evm.model.RL_5.1071
OG0013022	AT1G62360.1	evm.model.RL_3.256
OG0013023	AT1G62350.2	evm.model.RL_3.233, evm.model.RL_3.257
OG0013024	AT4G25830.1	evm.model.RL_2.2098
OG0013025	AT4G25990.2	evm.model.RL_2.2117
OG0013026	AT4G26020.2	evm.model.RL_2.2121
OG0013027	AT4G26060.1	evm.model.RL_2.2124.1.687c86e5
OG0013029	AT5G36880.2	evm.model.RL_2.550
OG0013030	AT2G41300.1	evm.model.RL_6.2260
OG0013031	AT2G41170.2	evm.model.RL_6.2242
OG0013032	AT2G41000.2	evm.model.RL_6.2226
OG0013033	AT2G41020.1	evm.model.RL_6.2228
OG0013034	AT2G40860.1	evm.model.RL_6.2214
OG0013035	AT2G40640.1	evm.model.RL_6.2188
OG0013036	AT2G40570.1	evm.model.RL_6.2175
OG0013037	AT3G09030.1	evm.model.RL_1.810
OG0013038	AT3G09220.1	evm.model.RL_1.829
OG0013039	AT3G09270.1	evm.model.RL_1.835
OG0013040	AT3G09650.1	evm.model.RL_1.872
OG0013041	AT3G09660.1	evm.model.RL_1.873
OG0013042	AT3G09920.1	evm.model.RL_1.903
OG0013043	AT3G10010.1	evm.model.RL_1.910
OG0013044	AT4G24320.1	evm.model.RL_2.1947
OG0013045	AT3G10080.2	evm.model.RL_1.917
OG0013046	AT3G10150.2	evm.model.RL_1.921
OG0013047	AT3G10185.1	evm.model.RL_1.923
OG0013048	AT3G10180.1	evm.model.RL_1.924
OG0013049	AT3G10405.1	evm.model.RL_1.948.1.687c87eb
OG0013050	AT3G10420.2	evm.model.RL_1.950
OG0013051	AT5G19660.1	evm.model.RL_4.1681
OG0013052	AT3G10630.1	evm.model.RL_1.975
OG0013053	AT3G10650.1	evm.model.RL_1.977
OG0013054	AT3G10690.1	evm.model.RL_1.981
OG0013055	AT3G10840.1	evm.model.RL_1.996
OG0013056	AT1G11240.1	evm.model.RL_5.987
OG0013057	AT3G11220.1	evm.model.RL_1.1028
OG0013058	AT3G11560.2	evm.model.RL_1.1062
OG0013059	AT3G11590.1	evm.model.RL_1.1065
OG0013060	AT3G12010.1	evm.model.RL_1.1112
OG0013061	AT3G12020.2	evm.model.RL_1.1113
OG0013062	AT3G12080.1	evm.model.RL_1.1118
OG0013064	AT5G22370.1	evm.model.RL_4.1477
OG0013065	AT3G12300.1	evm.model.RL_1.1136
OG0013066	AT4G28030.1	evm.model.RL_2.2315
OG0013067	AT2G38465.1	evm.model.RL_6.1955
OG0013068	AT5G49820.1	evm.model.RL_8.1051
OG0013069	AT5G49840.1	evm.model.RL_8.1055
OG0013070	AT5G49880.1	evm.model.RL_8.1056
OG0013071	AT5G49930.1	evm.model.RL_8.1061
OG0013072	AT5G49970.1	evm.model.RL_8.1080
OG0013073	AT5G50100.1	evm.model.RL_8.1103
OG0013074	AT5G50150.1	evm.model.RL_8.1109
OG0013075	AT5G50170.1	evm.model.RL_8.1114
OG0013076	AT5G50280.1	evm.model.RL_8.1126
OG0013077	AT5G50310.1	evm.model.RL_8.1130
OG0013078	AT5G60160.1	evm.model.RL_8.2093
OG0013079	AT5G50750.1	evm.model.RL_8.1180
OG0013080	AT3G25210.1	evm.model.RL_1.2413
OG0013081	AT5G51070.1	evm.model.RL_8.1212
OG0013082	AT5G51160.1	evm.model.RL_8.1224
OG0013083	AT5G51220.1	evm.model.RL_8.1229
OG0013084	AT5G51545.1	evm.model.RL_8.1254
OG0013085	AT5G51680.1	evm.model.RL_8.1267
OG0013086	AT5G51780.2	evm.model.RL_8.1279.1.687c855a
OG0013087	AT5G51920.1	evm.model.RL_8.1291
OG0013088	AT5G52030.2	evm.model.RL_8.1301
OG0013089	AT5G52220.1	evm.model.RL_8.1317
OG0013090	AT5G52290.1	evm.model.RL_8.1326
OG0013091	AT5G52790.1	evm.model.RL_8.1371
OG0013092	AT5G52960.1	evm.model.RL_8.1387
OG0013093	AT5G53480.1	evm.model.RL_8.1443
OG0013094	AT4G27750.1	evm.model.RL_2.2293
OG0013095	AT5G54090.1	evm.model.RL_8.1499
OG0013096	AT5G54080.1	evm.model.RL_8.1498
OG0013097	AT5G54060.1	evm.model.RL_8.1493
OG0013098	AT5G53970.1	evm.model.RL_8.1486
OG0013099	AT5G53930.1	evm.model.RL_8.1483
OG0013100	AT5G53920.1	evm.model.RL_8.1482
OG0013101	AT5G53900.2	evm.model.RL_8.1478.1.687c855b
OG0013102	AT5G54230.1	evm.model.RL_8.1518
OG0013103	AT5G54290.2	evm.model.RL_8.1524
OG0013104	AT5G54520.1	evm.model.RL_8.1538
OG0013105	AT2G13100.1	evm.model.RL_1.2607
OG0013106	AT5G54790.1	evm.model.RL_8.1568
OG0013107	AT5G54850.1	evm.model.RL_8.1574
OG0013108	AT5G54855.1	evm.model.RL_8.1575
OG0013109	AT5G54860.1	evm.model.RL_8.1576
OG0013110	AT5G54880.1	evm.model.RL_8.1579
OG0013111	AT5G54890.1	evm.model.RL_8.1580
OG0013112	AT5G54990.1	evm.model.RL_8.1589
OG0013113	AT5G55220.1	evm.model.RL_8.1615
OG0013114	AT4G26750.1	evm.model.RL_2.2194
OG0013115	AT5G55250.1	evm.model.RL_8.1618
OG0013116	AT5G55500.1	evm.model.RL_8.1634
OG0013117	AT5G55640.1	evm.model.RL_8.1648
OG0013118	AT5G55740.1	evm.model.RL_8.1658
OG0013119	AT5G55950.1	evm.model.RL_8.1676
OG0013120	AT5G56100.1	evm.model.RL_8.1688
OG0013121	AT5G56160.1	evm.model.RL_8.1692.2.687c855d
OG0013122	AT5G56320.3	evm.model.RL_8.1708
OG0013123	AT5G56450.1	evm.model.RL_8.1717
OG0013124	AT5G57140.1	evm.model.RL_8.1791
OG0013125	AT5G57230.2	evm.model.RL_8.1800
OG0013126	AT5G57250.1	evm.model.RL_8.1802
OG0013127	AT5G57340.2	evm.model.RL_8.1809
OG0013128	AT5G57345.1	evm.model.RL_8.1810
OG0013129	AT5G57510.1	evm.model.RL_8.1827
OG0013130	AT5G57780.1	evm.model.RL_8.1851
OG0013131	AT5G57870.1	evm.model.RL_8.1861
OG0013132	AT5G58080.1	evm.model.RL_8.1883
OG0013133	AT5G58100.1	evm.model.RL_8.1886
OG0013134	AT4G06599.1	evm.model.RL_8.977, evm.model.RL_8.994
OG0013135	AT5G23170.1	evm.model.RL_4.1406
OG0013136	AT5G47860.1	evm.model.RL_4.744
OG0013137	AT5G13310.1	evm.model.RL_4.2294
OG0013138	AT5G13260.1	evm.model.RL_4.2299
OG0013139	AT5G13240.3	evm.model.RL_4.2301
OG0013141	AT5G12860.1	evm.model.RL_4.2334
OG0013142	AT5G12460.1	evm.model.RL_4.2339
OG0013143	AT5G12320.1	evm.model.RL_4.2355
OG0013144	AT5G12300.1	evm.model.RL_4.2356
OG0013145	AT5G12220.1	evm.model.RL_4.2364
OG0013146	AT5G12200.1	evm.model.RL_4.2366
OG0013147	AT5G12150.1	evm.model.RL_4.2371
OG0013148	AT5G11840.1	evm.model.RL_4.2403.1.687c86d9
OG0013149	AT5G11780.1	evm.model.RL_4.2408
OG0013150	AT5G11680.1	evm.model.RL_4.2420
OG0013151	AT5G11650.1	evm.model.RL_4.2423
OG0013152	AT5G11620.1	evm.model.RL_4.2428
OG0013153	AT5G11520.1	evm.model.RL_4.2438
OG0013154	AT5G11390.1	evm.model.RL_4.2451
OG0013155	AT5G11380.1	evm.model.RL_4.2452
OG0013156	AT5G11280.1	evm.model.RL_4.2460
OG0013157	AT5G11270.1	evm.model.RL_4.2461
OG0013158	AT5G10860.1	evm.model.RL_4.2500
OG0013159	AT5G10830.1	evm.model.RL_4.2506, evm.model.RL_4.2502
OG0013160	AT5G10190.1	evm.model.RL_4.2558
OG0013161	AT5G09820.2	evm.model.RL_4.2602
OG0013162	AT5G09790.2	evm.model.RL_4.2610
OG0013163	AT5G09470.1	evm.model.RL_4.2638
OG0013164	AT5G09400.1	evm.model.RL_4.2647
