Orthogroup	Cochlearia_excelsa	Arabidopsis_arenosa
OG0012486	g44902	jg2272
OG0012488	g38395	jg16889
OG0012489	g44866	jg2364
OG0012490	g41765	jg2252
OG0012491	g18034	jg2376
OG0012492	g44802	jg2456
OG0012494	g45756	jg2451
OG0012495	g45776	jg2487
OG0012496	g44763	jg2526
OG0012497	g45797	jg2527
OG0012498	g44762	jg2528
OG0012499	g46029	jg2948
OG0012500	g45834	jg2631
OG0012501	g45856	jg2656
OG0012502	g44695	jg2668
OG0012503	g45897	jg2724
OG0012505	g45943	jg2798
OG0012506	g46436	jg3504
OG0012508	g46393	jg3457, jg3460
OG0012509	g46374	jg3429
OG0012510	g46373	jg3427
OG0012511	g17961	jg3416
OG0012512	g46341	jg3398
OG0012513	g46338	jg3394
OG0012514	g17962	jg3369
OG0012515	g44385	jg3339
OG0012516	g46302, g44388	jg3328
OG0012518	g44407	jg3288
OG0012519	g46247	jg3259
OG0012520	g46187	jg3171
OG0012521	g46184	jg3167
OG0012522	g46182	jg3165
OG0012523	g46170	jg3138
OG0012524	g46169	jg3137
OG0012525	g46152	jg3113
OG0012526	g17989	jg3044
OG0012527	g46103	jg3031
OG0012528	g46095	jg3022
OG0012529	g46083	jg3008
OG0012531	g45997	jg2878
OG0012532	g45951	jg2867
OG0012533	g46460	jg3536
OG0012534	g46465	jg3540
OG0012535	g44352	jg3557
OG0012536	g46498, g44340	jg3593
OG0012537	g46499, g44339	jg3594
OG0012538	g46507	jg3605
OG0012541	g46535	jg3653
OG0012544	g36646, g36648	jg3776
OG0012545	g46607	jg3779
OG0012547	g44264	jg3797
OG0012548	g13829	jg3794
OG0012549	g1633	jg3792
OG0012550	g12269	jg25228
OG0012551	g7255	jg25296
OG0012552	g12246	jg25298
OG0012553	g36683	jg33641
OG0012554	g7185	jg25426
OG0012555	g7165	jg25448
OG0012556	g12177	jg25458
OG0012558	g7112	jg25542
OG0012559	g12144	jg25544
OG0012561	g7059	jg25623
OG0012562	g12103	jg25644
OG0012563	g13262, g7004	jg25706
OG0012564	g6989	jg25761
OG0012565	g12064	jg25767
OG0012566	g6980	jg25782
OG0012567	g6977	jg25788
OG0012568	g13275	jg25790
OG0012570	g12036	jg25873
OG0012571	g6927	jg25874
OG0012572	g12035	jg25875
OG0012573	g6923	jg25883
OG0012574	g12014	jg25949
OG0012575	g12010	jg25963
OG0012576	g6876	jg25973
OG0012577	g12003	jg25984
OG0012578	g11993, g13317	jg26005
OG0012579	g11982	jg26025
OG0012580	g6823	jg26054
OG0012581	g13333	jg26061
OG0012582	g11958	jg26085
OG0012583	g6772	jg26133
OG0012584	g6756	jg26150
OG0012585	g11935, g6754	jg26164
OG0012586	g6731	jg26200
OG0012587	g11894	jg26250
OG0012588	g36488, g28043	jg33258
OG0012590	g11861	jg26357
OG0012591	g47085	jg11244
OG0012592	g6560	jg15532
OG0012593	g11769	jg26549
OG0012594	g6547	jg26565
OG0012595	g6523	jg26606
OG0012596	g6509	jg26637
OG0012597	g13476	jg26642
OG0012598	g11741	jg26663
OG0012599	g6493	jg26664
OG0012600	g31136	jg29236
OG0012601	g6488	jg26675
OG0012602	g11727, g13488, g6464	jg26725
OG0012603	g6337	jg27272
OG0012604	g6444	jg26800
OG0012605	g6368	jg26918
OG0012606	g13526	jg26905
OG0012607	g11654	jg26970
OG0012608	g6305	jg27358
OG0012609	g6021	jg27983
OG0012610	g11578	jg27176
OG0012611	g11603	jg27129
OG0012612	g11615	jg27091
OG0012613	g11631	jg27075
OG0012614	g13659	jg27345
OG0012615	g6222	jg27405
OG0012616	g13668	jg33570, jg33572
OG0012617	g6191	jg27517
OG0012618	g6187	jg27533
OG0012619	g6165	jg27556
OG0012620	g6149	jg27636
OG0012621	g14216, g6148	jg27637
OG0012622	g14215	jg27647
OG0012623	g6140, g14194	jg27702
OG0012624	g14077	jg27770
OG0012625	g13713	jg27775
OG0012626	g37271, g51715	jg19012
OG0012627	g14073	jg27783
OG0012628	g14040	jg27852
OG0012629	g14023	jg27881
OG0012630	g14022	jg27882
OG0012631	g14008	jg27897
OG0012632	g6034	jg27933
OG0012633	g13759	jg27948
OG0012634	g13983	jg27954
OG0012635	g6003	jg28010
OG0012638	g13917	jg28114
OG0012639	g5958	jg28130
OG0012640	g13809	jg28160
OG0012641	g5939	jg28195
OG0012642	g5930	jg28228
OG0012643	g13824	jg28268
OG0012645	g5875, g6176	jg33812
OG0012646	g54377, g54381, g54382	jg33799
OG0012647	g5961, g25047, g25050	jg33766
OG0012650	g36675, g54358	jg33620
OG0012651	g36659	jg33588
OG0012652	g54298	jg33559
OG0012653	g36633, g54296	jg33555
OG0012654	g36604	jg33515
OG0012655	g28009	jg33482
OG0012656	g54275	jg33474
OG0012657	g54262	jg33425
OG0012659	g54230	jg33333
OG0012660	g36520	jg33331
OG0012661	g54216	jg33317
OG0012662	g36482	jg33232
OG0012663	g36485	jg33250
OG0012664	g28049	jg33210
OG0012665	g36460	jg33203
OG0012666	g54199	jg33202
OG0012667	g36446	jg33182
OG0012668	g28064	jg33124
OG0012670	g54152, g36410	jg33107
OG0012671	g54132	jg33057
OG0012672	g54193	jg33252
OG0012673	g54098	jg32968
OG0012674	g54108	jg32979
OG0012675	g28090	jg32972
OG0012676	g54083	jg32934
OG0012677	g36323	jg32923
OG0012678	g54069, g36301	jg32906
OG0012679	g54068	jg32905
OG0012680	g47142	jg11037
OG0012681	g24389	jg11045
OG0012682	g47130	jg11062
OG0012683	g24407	jg11096
OG0012684	g24410	jg11101
OG0012685	g24416	jg11104
OG0012686	g51481	jg18607
OG0012687	g37078	jg18556
OG0012688	g37981	jg18549
OG0012689	g11338	jg15100
OG0012690	g11337	jg15102
OG0012691	g2427	jg15123
OG0012692	g11333	jg15140
OG0012693	g11330	jg15150
OG0012695	g11325	jg15179
OG0012696	g2406	jg15205
OG0012697	g11319	jg15227
OG0012698	g2362, g19202	jg15266
OG0012699	g11311	jg15279
OG0012700	g29124	jg6356
OG0012701	g2325	jg15326
OG0012702	g2318	jg15337
OG0012703	g2461	jg15055
OG0012704	g2301	jg15365
OG0012705	g19150	jg15381
OG0012706	g2244	jg15424
OG0012707	g2257	jg15434
OG0012708	g19094	jg15478
OG0012709	g2193	jg15492
OG0012710	g19074	jg15504, jg15498
OG0012711	g19070	jg15519
OG0012712	g11273, g28268, g2186	jg15524
OG0012713	g6211, g19033	jg15601
OG0012714	g2158	jg15604
OG0012715	g2139	jg15626
OG0012717	g19018	jg15628
OG0012718	g19010	jg15703
OG0012719	g19009	jg15702
OG0012720	g17923	jg11882
OG0012721	g2080	jg23926, jg15670
OG0012722	g18997	jg15661, jg15719
OG0012723	g18995	jg15660, jg15720
OG0012724	g2087	jg15741
OG0012725	g2133	jg15811
OG0012727	g1986	jg15886
OG0012728	g52079, g48947	jg19587
OG0012729	g2004	jg15944, jg15943
OG0012730	g18911	jg15946
OG0012731	g2030	jg16016
OG0012733	g1913	jg16106
OG0012734	g18819	jg16107
OG0012735	g1887	jg16141
OG0012736	g1781	jg16277
OG0012737	g1761	jg16303
OG0012738	g18795	jg16324
OG0012739	g18729	jg16348
OG0012740	g18769	jg16389
OG0012741	g18774	jg16396, jg16412, jg16404
OG0012742	g54179	jg33194
OG0012743	g38307	jg17201
OG0012744	g54148	jg33096
OG0012749	g2122	jg15787
OG0012750	g18822	jg16101
OG0012751	g26900	jg28591
OG0012752	g10972	jg20509
OG0012753	g36841	jg17179
OG0012757	g46351	jg3408
OG0012758	g46172	jg3141
OG0012759	g17031	jg9569
OG0012760	g47678	jg9563
OG0012762	g47779	jg4310
OG0012764	g22816	jg8563
OG0012765	g26933	jg28755
OG0012766	g49545	jg28992
OG0012768	g50224	jg30759
OG0012770	g44905	jg2264
OG0012771	g25393	jg8114
OG0012772	g1737, g43525	jg466
OG0012773	g53124	jg2576, jg2578
OG0012775	g6704	jg26253
OG0012776	g6811	jg26075
OG0012778	g7281	jg25238
OG0012779	g13108	jg25032
OG0012780	g29677	jg4427
OG0012781	g25189	jg11960
OG0012782	g50874	jg16573
OG0012784	g17554	jg10898
OG0012785	g54004	jg32782
OG0012786	g40057	jg17784
OG0012787	g13583	jg17725
OG0012788	g45487	jg4615
OG0012789	g5242	jg5189
OG0012790	g5237, g5231	jg5203
OG0012791	g5125	jg5353
OG0012792	g5052	jg5455
OG0012793	g5001	jg5546
OG0012794	g1579	jg13252
OG0012795	g28574	jg22573
OG0012797	g21382, g48616	jg243
OG0012798	g12323	jg25091
OG0012799	g10231, g5772	jg28218
OG0012800	g28943	jg5891
OG0012801	g9909	jg23071
OG0012802	g45415	jg33439
OG0012803	g18626	jg23275
OG0012805	g32282, g32281	jg31269
OG0012807	g53833	jg32604, jg2286
OG0012809	g25320, g50861	jg17592, jg27109
OG0012811	g30317, g30273, g20260	jg280, jg126
OG0012811	g20227, g20226, g20259	jg13904, jg279, jg125
OG0012814	g45582	jg5039
OG0012815	g5111	jg5375
OG0012816	g4962	jg5618
OG0012817	g4905, g3962, g3964	jg5719
OG0012818	g818, g41341	jg6126
OG0012819	g23701, g17132	jg9811
OG0012822	g1665	jg21387, jg21196, jg21386
OG0012823	g10248	jg21398
OG0012824	g4582	jg21537
OG0012826	g20668, g8101, g48724	jg242
OG0012836	g23578	jg9625
OG0012837	g17053	jg9613
OG0012838	g47663	jg9602
OG0012839	g23541	jg9573
OG0012840	g23529	jg9555
OG0012841	g47691	jg9522
OG0012842	g23471	jg9493
OG0012843	g47699	jg9483
OG0012844	g37378	jg19382
OG0012845	g16996	jg9431
OG0012846	g23410	jg9375
OG0012847	g23391	jg9360
OG0012848	g16977	jg9349
OG0012849	g23375	jg9321
OG0012850	g47759	jg9318
OG0012851	g23359	jg9300
OG0012852	g47766	jg9289
OG0012853	g47776	jg9274
OG0012854	g23325	jg9257
OG0012855	g16941	jg9205
OG0012856	g16938	jg9194
OG0012857	g16928	jg9166
OG0012858	g16925	jg9162
OG0012860	g23264	jg9510
OG0012861	g23255	jg9131
OG0012862	g47819	jg9124
OG0012863	g16907	jg9091
OG0012864	g16908	jg9097
OG0012865	g47824	jg9053
OG0012866	g47821	jg9117
OG0012867	g23207	jg9075
OG0012868	g23176	jg9031
OG0012869	g47841	jg9035
OG0012870	g23179	jg9037
OG0012871	g23175	jg9030
OG0012872	g23168	jg9019
OG0012873	g23163	jg9009
OG0012875	g23146	jg8974
OG0012876	g23108	jg8929
OG0012877	g23138	jg8964
OG0012878	g23104	jg8925
OG0012880	g23044	jg8870
OG0012881	g23031	jg8848
OG0012882	g22953	jg8725
OG0012883	g23024	jg8839
OG0012884	g13566	jg27005
OG0012885	g50572	jg31688
OG0012886	g50573	jg31692
OG0012887	g50589	jg31746
OG0012888	g27746	jg31771
OG0012889	g32612	jg31887
OG0012890	g32616	jg31891
OG0012891	g50654, g50655	jg31910
OG0012892	g24319	jg10945
OG0012894	g47171	jg10971
OG0012895	g47170	jg10972
OG0012896	g47163	jg10995
OG0012897	g17586	jg11004
OG0012898	g17589	jg11014
OG0012899	g43836	jg1544
OG0012900	g41132	jg1532
OG0012901	g1684	jg1527
OG0012902	g41129	jg1501
OG0012903	g43906	jg1476
OG0012904	g41127	jg1463
OG0012905	g41126	jg1460
OG0012906	g43971	jg1427
OG0012907	g41118	jg1422
OG0012908	g41114	jg1411
OG0012909	g44016	jg1281
OG0012910	g44015	jg27407
OG0012911	g41068	jg1181
OG0012912	g44042	jg1155
OG0012913	g38258	jg1133
OG0012914	g41053	jg1107
OG0012915	g41046	jg1048
OG0012916	g44088	jg1062
OG0012917	g41040	jg1017
OG0012918	g44100	jg1011
OG0012919	g41021	jg954
OG0012920	g41016	jg935
OG0012921	g44137	jg929
OG0012922	g41004	jg906
OG0012923	g44138	jg925
OG0012924	g40995	jg892
OG0012925	g44152	jg863
OG0012926	g40979	jg862
OG0012927	g44153	jg861
OG0012929	g40972	jg847
OG0012930	g44166	jg841
OG0012931	g40937	jg758
OG0012932	g10821	jg12906
OG0012933	g10816	jg12910
OG0012934	g10814	jg12912
OG0012935	g10807	jg12922
OG0012936	g10778	jg12959
OG0012937	g10774	jg12964
OG0012938	g10772	jg12966, jg1703
OG0012940	g10743	jg12995
OG0012941	g10739	jg13011
OG0012942	g1522	jg13053
OG0012943	g10706	jg13064
OG0012944	g10683	jg13099
OG0012945	g10680	jg13102
OG0012946	g27253	jg29869
OG0012947	g16680	jg13130
OG0012948	g10658	jg13169
OG0012949	g10643	jg13190
OG0012950	g10628	jg13213
OG0012951	g10601	jg13263
OG0012952	g1581	jg13274
OG0012953	g1585	jg13295
OG0012954	g1587	jg13299
OG0012955	g10572	jg13326
OG0012956	g1593	jg13343
OG0012957	g1595	jg13348
OG0012958	g1597	jg13364
OG0012959	g10551	jg13367
OG0012960	g10530	jg13400
OG0012961	g10527	jg13402
OG0012962	g10518	jg13415
OG0012963	g10517	jg13416
OG0012965	g10500	jg13460
OG0012966	g46662	jg12688
OG0012967	g10480	jg13492
OG0012968	g10460	jg13535
OG0012970	g16570	jg13554
OG0012971	g10432	jg13581
OG0012972	g10407	jg13638
OG0012973	g10406	jg13641
OG0012974	g4296	jg13643
OG0012975	g10396	jg15454
OG0012977	g10366	jg13736
OG0012978	g10320	jg13867
OG0012979	g10318	jg13877
OG0012980	g46738	jg12388
OG0012981	g41791	jg2239
OG0012982	g44919	jg2238
OG0012983	g44930	jg2221
OG0012984	g44931	jg2218
OG0012985	g44953	jg2185
OG0012986	g44972	jg2165
OG0012987	g45006	jg2069
OG0012988	g45019	jg2056
OG0012989	g45020	jg2055
OG0012990	g51957	jg1944
OG0012991	g45082	jg1913
OG0012992	g18059	jg1897
OG0012993	g45090	jg1875
OG0012994	g18060	jg1853
OG0012995	g17927	jg1582
OG0012996	g41131	jg1579
OG0012997	g6527	jg1588
OG0012998	g40736	jg362
OG0012999	g40753	jg373
OG0013001	g41067, g40780	jg405
OG0013002	g40825	jg422
OG0013003	g40824	jg423
OG0013004	g43513	jg432
OG0013005	g40817	jg446
OG0013006	g40814	jg448
OG0013007	g40810	jg449
OG0013008	g40809	jg450
OG0013009	g40807	jg463
OG0013011	g40791	jg501
OG0013012	g44255	jg524
OG0013013	g40842	jg532
OG0013014	g40844	jg540
OG0013015	g31404	jg29736
OG0013016	g40860	jg589
OG0013017	g44242	jg602
OG0013018	g44237	jg634
OG0013019	g40887	jg637
OG0013020	g40905	jg679
OG0013021	g27180	jg685
OG0013022	g40919	jg689
OG0013023	g40920	jg690
OG0013024	g47559	jg9880
OG0013025	g23724	jg9860
OG0013026	g23721	jg9855
OG0013027	g47573	jg9852
OG0013028	g23713	jg9840
OG0013029	g46840	jg12069
OG0013030	g37384	jg19410
OG0013031	g51976	jg19393
OG0013032	g37377	jg19379
OG0013033	g51968	jg19381
OG0013034	g51959	jg19355
OG0013035	g51927, g51942	jg19330
OG0013036	g38143	jg19321
OG0013037	g7517	jg24821
OG0013038	g13023	jg24845
OG0013039	g13028	jg24850
OG0013040	g7480	jg24891
OG0013041	g7479	jg24892
OG0013042	g7458, g12389	jg24920
OG0013043	g13067	jg24932
OG0013044	g47502	jg10046
OG0013045	g13069	jg24939
OG0013046	g12381	jg24950
OG0013048	g7445	jg24952
OG0013049	g13087	jg24977
OG0013050	g13089	jg24980
OG0013051	g28979	jg5828
OG0013052	g13106	jg25003
OG0013053	g12362	jg25005
OG0013054	g7417	jg25009
OG0013055	g7408	jg25027
OG0013056	g49769	jg29539
OG0013057	g12330	jg25069
OG0013058	g7374	jg25108
OG0013059	g7371	jg25111
OG0013060	g13132	jg25154
OG0013061	g7338	jg25155
OG0013062	g7333	jg25163
OG0013063	g12294, g7331	jg25168
OG0013064	g39859	jg6048
OG0013066	g23582	jg9634
OG0013068	g37835	jg21630
OG0013069	g26734	jg21632
OG0013070	g1476	jg21638
OG0013071	g1460	jg21643
OG0013072	g1449	jg21649
OG0013073	g26787	jg21662
OG0013074	g1427	jg21667
OG0013075	g1421	jg21669
OG0013076	g1413	jg21686
OG0013077	g26817	jg21690
OG0013078	g28257, g1401	jg22958
OG0013079	g1383	jg21734
OG0013080	g6410	jg26866
OG0013081	g28311	jg21765
OG0013082	g28322	jg21776
OG0013083	g28326	jg21784
OG0013084	g1328	jg21825
OG0013085	g41174, g41192	jg21844
OG0013086	g1321	jg21856
OG0013087	g28355	jg21874
OG0013088	g1303	jg21887
OG0013089	g871	jg21914
OG0013090	g877	jg21922
OG0013091	g28388, g36025	jg21982
OG0013092	g41250	jg22009
OG0013093	g41289, g41290	jg22067
OG0013094	g17074, g23610	jg9667
OG0013095	g39441	jg22188
OG0013096	g28451	jg22187
OG0013097	g944	jg22182, jg22176
OG0013098	g28449	jg22164
OG0013099	g938	jg22159
OG0013100	g28446, g38451	jg22158
OG0013101	g28444	jg22153
OG0013102	g28466	jg22214
OG0013103	g39427	jg22222
OG0013104	g28483	jg22256
OG0013105	g6255, g6277, g3081	jg27381
OG0013106	g28492	jg22303
OG0013107	g39396	jg22310
OG0013108	g978	jg22311
OG0013109	g28493	jg22312
OG0013110	g980	jg22314
OG0013111	g981	jg22315
OG0013113	g1005	jg22349
OG0013115	g28512	jg22351
OG0013116	g1017	jg22383
OG0013117	g28525	jg22400
OG0013118	g39363	jg22410
OG0013119	g1039	jg22435
OG0013120	g28541	jg22458
OG0013121	g1054	jg22464
OG0013122	g1064	jg22484
OG0013123	g1073	jg22520
OG0013124	g28618	jg22608
OG0013126	g28629	jg22622
OG0013127	g1103, g28636	jg22633
OG0013128	g1104	jg22634
OG0013129	g28644	jg22651
OG0013130	g1135	jg22680
OG0013131	g28665	jg22689
OG0013132	g28684	jg22712
OG0013133	g28686	jg22716
OG0013134	g24287	jg310
OG0013135	g467	jg6162
OG0013136	g10305	jg21272
OG0013137	g29361	jg5145
OG0013138	g45616, g29366	jg5140
OG0013139	g5283	jg5138
OG0013140	g29385	jg5108
OG0013141	g29392	jg5096
OG0013142	g45602	jg5090
OG0013143	g45591, g18351	jg5074
OG0013144	g29399	jg5072
OG0013145	g5319	jg5063
OG0013147	g5324	jg5055
OG0013148	g29425	jg5019
OG0013149	g5351	jg5012
OG0013150	g5364	jg5000
OG0013151	g5366	jg4996, jg6863
OG0013152	g45570	jg4993
OG0013153	g5368	jg4984
OG0013154	g45566	jg4970
OG0013155	g5375	jg4969
OG0013156	g5380	jg4956
OG0013157	g5381	jg4955
OG0013159	g45551	jg4914
OG0013160	g29510	jg4849
OG0013161	g29543	jg4800
OG0013162	g29546	jg4793
OG0013164	g5457	jg4754
OG0013165	g29564	jg4752
OG0013166	g5468	jg4745
OG0013167	g5475	jg4730
OG0013168	g29572	jg4728
OG0013169	g45506	jg4727
OG0013170	g5484	jg4722
OG0013171	g5498	jg4695
OG0013172	g486	jg6187
OG0013174	g29600, g45491	jg4657
OG0013175	g5516	jg4656
OG0013176	g29608	jg4622
OG0013177	g45488, g29611	jg4616
OG0013178	g5534	jg4614
OG0013179	g5556	jg4566
OG0013180	g380	jg23159
OG0013182	g47202	jg10883
OG0013183	g17531	jg10864
OG0013184	g24247	jg10854
OG0013185	g24241	jg10841
OG0013186	g24240	jg10840
OG0013187	g47255	jg10811
OG0013188	g47261	jg10781
OG0013189	g47262	jg10778
OG0013190	g23964, g47263	jg10776
OG0013191	g40590	jg20481
OG0013192	g47276	jg10738
OG0013193	g17466, g24172	jg10723
OG0013194	g47281	jg10714
OG0013195	g47285	jg10710
OG0013196	g47288	jg10706
OG0013197	g24156	jg10697
OG0013198	g17447	jg10683
OG0013201	g24136	jg10648
OG0013202	g24071	jg10558
OG0013204	g47333	jg10555
OG0013205	g18283	jg8594
OG0013206	g47345	jg10500
OG0013207	g24022	jg10438
OG0013208	g47373	jg10427
OG0013209	g47386	jg10401
OG0013210	g23974	jg10338
OG0013211	g23967	jg10313
OG0013212	g45818	jg2580
OG0013213	g23958	jg10294
OG0013214	g17287	jg10263
OG0013217	g23873	jg10111
OG0013218	g17248	jg10099
OG0013219	g47479	jg10098
OG0013220	g23849	jg10072
OG0013221	g27790	jg31937
OG0013223	g32665	jg31986
OG0013224	g32667	jg31991
OG0013225	g702, g28953	jg5872
OG0013226	g23741	jg9902
OG0013228	g27803	jg32040
OG0013229	g27808	jg32089
OG0013230	g50742	jg32092
OG0013231	g32765	jg32104
OG0013232	g27860	jg32118
OG0013233	g27865	jg32140
OG0013235	g32970	jg32191
OG0013236	g37798	jg32223
OG0013237	g46638	jg32233
OG0013238	g35910	jg32327
OG0013239	g53899	jg32644
OG0013240	g13017	jg24825
OG0013241	g50566	jg31658
OG0013242	g28214	jg32517
OG0013243	g28140	jg32680, jg32669
OG0013245	g36261	jg32808
OG0013246	g36244	jg32783
OG0013247	g28239, g28242	jg32480
OG0013248	g53719	jg32471
OG0013249	g53718	jg32470
OG0013250	g28139	jg32694
OG0013251	g36201	jg32732
OG0013252	g32302, g32298	jg31304
OG0013253	g32271, g32296	jg31302
OG0013254	g32319	jg31335
OG0013255	g50451	jg31341
OG0013256	g27651	jg31344
OG0013257	g50487	jg31382
OG0013258	g32363	jg31396
OG0013259	g32374	jg31414
OG0013260	g27673	jg31420
OG0013261	g11705	jg26788
OG0013262	g32390	jg31446
OG0013263	g50508	jg31466
OG0013264	g50519	jg31524
OG0013265	g27697	jg31577
OG0013266	g23005	jg8806
OG0013267	g23003	jg8803
OG0013268	g22981	jg8783
OG0013269	g47941	jg8746
OG0013270	g47944	jg8743
OG0013271	g47948	jg8737
OG0013272	g13997	jg27918
OG0013273	g22943	jg8709
OG0013274	g22931	jg8696
OG0013275	g22930	jg8695
OG0013276	g22927	jg8692
OG0013277	g22925	jg8689
OG0013278	g22921	jg8684
OG0013279	g22914	jg8674
OG0013280	g18255	jg8672
OG0013281	g22885	jg8644
OG0013283	g22872	jg8626
OG0013284	g18269	jg8620
OG0013285	g47989	jg8589
OG0013286	g47999	jg8546
OG0013287	g2351	jg15276
OG0013288	g22774	jg8511
OG0013289	g22773	jg8510
OG0013290	g22770	jg8507
OG0013291	g22746	jg8488
OG0013292	g22745	jg8487
OG0013293	g22744	jg8486
OG0013294	g32293	jg31292
OG0013295	g18142	jg8482
OG0013296	g47842	jg8414
OG0013297	g22712	jg8413
OG0013298	g22711	jg8412
OG0013299	g22700	jg8398
OG0013300	g22695	jg8393
OG0013301	g18308	jg8382
OG0013302	g18330	jg8347
OG0013303	g18335	jg8339
OG0013304	g18340	jg8334
OG0013305	g18356	jg8312
OG0013307	g18370	jg8293
OG0013309	g22661	jg8280, jg12875
OG0013310	g50881	jg16588
OG0013311	g25121	jg12021
OG0013312	g18129, g25096	jg12048
OG0013313	g46842	jg12065
OG0013314	g46838	jg12096, jg12098
OG0013315	g16738	jg12151
OG0013316	g46804, g18124	jg12200
OG0013317	g18121	jg12211
OG0013318	g46787	jg12223
OG0013319	g18120	jg12234
OG0013320	g46780	jg12237
OG0013321	g18116	jg12257
OG0013322	g18114	jg12327
OG0013323	g18098	jg12358
OG0013324	g46744	jg12379
OG0013325	g46737	jg12401
OG0013326	g18089	jg12404
OG0013327	g46735	jg12405
OG0013328	g18084	jg12434
OG0013329	g16906	jg12481
OG0013330	g16886	jg12543
OG0013331	g46688	jg12558
OG0013332	g16882	jg12559
OG0013333	g4903	jg5735
OG0013334	g32535	jg31809
OG0013335	g2916	jg14368
OG0013336	g25722	jg7496
OG0013337	g1636	jg21454
OG0013338	g51520, g25983	jg18665
OG0013339	g38002	jg18661
OG0013340	g37128	jg18641
OG0013341	g25844	jg7286
OG0013342	g25850	jg7267
OG0013343	g40250	jg7241
OG0013345	g40248	jg7232
OG0013346	g25874	jg7222
OG0013347	g25892	jg7220
OG0013348	g670	jg5845
OG0013349	g40226	jg7112, jg7122, jg7111
OG0013350	g6042	jg27927, jg20868
OG0013351	g35895	jg32379
OG0013352	g40206	jg7049
OG0013353	g40207	jg7056
OG0013354	g40209	jg7058
OG0013355	g37973	jg18520
OG0013356	g51372	jg18459
OG0013357	g37961	jg18458
OG0013358	g51369	jg18455
OG0013359	g51521	jg18669
OG0013360	g11125	jg20917
OG0013361	g11128	jg20925
OG0013362	g37059	jg20929
OG0013363	g11137	jg20935
OG0013364	g37043	jg20961
OG0013365	g13632	jg20990
OG0013366	g53970	jg32714
OG0013367	g37029	jg21025
OG0013368	g37019	jg21042
OG0013370	g18442	jg21059
OG0013371	g17172	jg21078
OG0013372	g36970	jg6377
OG0013373	g18449	jg21114
OG0013374	g11142	jg21121
OG0013375	g11098, g11091	jg20825
OG0013376	g18452	jg21130
OG0013377	g38088	jg18970
OG0013378	g36975	jg21132
OG0013379	g18456	jg511
OG0013380	g18463	jg21165
OG0013381	g460	jg6145
OG0013382	g51541	jg18706
OG0013383	g40275	jg7317
OG0013384	g40279	jg7331
OG0013385	g40282	jg7336
OG0013386	g40290	jg7350
OG0013387	g40293	jg7355
OG0013388	g32671	jg31995
OG0013389	g40301	jg7372
OG0013390	g40340	jg7452
OG0013391	g40349	jg7472
OG0013392	g40359	jg7497
OG0013393	g43191	jg7500
OG0013394	g40370	jg7508
OG0013395	g40373	jg7511
OG0013396	g40376	jg7540
OG0013397	g25689	jg7560
OG0013398	g25682	jg7571
OG0013399	g25677	jg7584
OG0013400	g25673	jg7601
OG0013401	g40400	jg7627
OG0013402	g25600	jg7686
OG0013403	g25598	jg7692
OG0013404	g25557	jg7749
OG0013405	g25555	jg7754
OG0013407	g25552	jg7755
OG0013408	g11056	jg20762
OG0013409	g40488	jg20736
OG0013410	g40508, g11037	jg20667
OG0013411	g40513	jg13521, jg20660
OG0013412	g11028	jg20653
OG0013414	g40551	jg20564
OG0013415	g40552	jg20563
OG0013416	g10994	jg20561
OG0013418	g40568	jg20528
OG0013419	g40572	jg20518
OG0013420	g10973	jg20514
OG0013421	g10971	jg20508
OG0013422	g43976	jg20503
OG0013423	g40598	jg20465
OG0013424	g40628	jg20428
OG0013425	g686	jg5856
OG0013426	g10872	jg20306
OG0013427	g10873	jg20307
OG0013428	g17924	jg11899
OG0013429	g6360	jg27009
OG0013430	g4767	jg11707
OG0013431	g45553	jg11685
OG0013432	g13524	jg26902
OG0013433	g25004	jg11662
OG0013434	g6422	jg26851
OG0013435	g24729	jg11565
OG0013436	g6453	jg26758
OG0013437	g24664	jg11455
OG0013438	g47015	jg11437
OG0013439	g47029	jg11398
OG0013440	g24571	jg11382
OG0013441	g24563	jg11367
OG0013442	g40346	jg7466
OG0013443	g36067	jg11335
OG0013444	g24525	jg11315
OG0013445	g17710	jg11256
OG0013446	g24492	jg11242
OG0013447	g47087	jg11236
OG0013448	g17689	jg11224
OG0013449	g17687	jg11221, jg11217
OG0013450	g24446	jg11158
OG0013451	g47109	jg11153
OG0013452	g16863	jg12587
OG0013453	g16853	jg12619
OG0013454	g16845	jg12642
OG0013455	g46665	jg12678
OG0013457	g16783	jg12771
OG0013458	g16768	jg12840
OG0013459	g16760	jg12849
OG0013460	g16757	jg12864
OG0013461	g51578	jg20216
OG0013462	g37761	jg20198
OG0013463	g37133	jg20192
OG0013464	g37749	jg20185
OG0013465	g50835	jg20183
OG0013466	g37735	jg20173
OG0013467	g50830	jg20163
OG0013469	g47693	jg20109
OG0013470	g50809	jg20108
OG0013471	g37703	jg20101
OG0013472	g50806	jg20099
OG0013473	g50787	jg20064
OG0013474	g38249	jg20044
OG0013475	g37660	jg20039
OG0013476	g37657	jg20036
OG0013477	g37655	jg20034
OG0013478	g37653	jg20028
OG0013479	g37644	jg20010
OG0013480	g37638	jg19998
OG0013481	g52290, g37636	jg19996
OG0013482	g52285	jg19984
OG0013483	g37631	jg19982
OG0013484	g52262	jg19954
OG0013485	g52222	jg19925
OG0013486	g38238	jg19831
OG0013487	g1929	jg16080
OG0013488	g52186	jg19824
OG0013489	g52181	jg19817
OG0013490	g38234, g37553	jg19806
