Orthogroup	Cochlearia_excelsa	Cardamine_amara
OG0012684	g24410	evm.model.RL_2.1128
OG0012685	g24416	evm.model.RL_2.1123
OG0012686	g51481	evm.model.RL_6.1578
OG0012687	g37078	evm.model.RL_6.1542
OG0012688	g37981	evm.model.RL_6.1535
OG0012689	g11338	evm.model.RL_7.1193
OG0012690	g11337	evm.model.RL_7.1190
OG0012691	g2427	evm.model.RL_7.1174
OG0012692	g11333	evm.model.RL_7.1154
OG0012693	g11330	evm.model.RL_7.1148
OG0012696	g2406	evm.model.RL_7.1104
OG0012697	g11319	evm.model.RL_7.1087
OG0012698	g2362, g19202	evm.model.RL_7.1055
OG0012699	g11311	evm.model.RL_7.1041
OG0012700	g29124	evm.model.RL_4.1243
OG0012701	g2325	evm.model.RL_7.990
OG0012702	g2318	evm.model.RL_7.981
OG0012703	g2461	evm.model.RL_7.1221
OG0012704	g2301	evm.model.RL_7.951, evm.model.RL_7.956
OG0012705	g19150	evm.model.RL_7.932
OG0012706	g2244	evm.model.RL_7.1920, evm.model.RL_7.889, evm.model.RL_7.1918
OG0012707	g2257	evm.model.RL_7.875, evm.model.RL_7.879, evm.model.RL_7.877
OG0012708	g19094	evm.model.RL_7.823
OG0012709	g2193	evm.model.RL_7.808
OG0012710	g19074	evm.model.RL_7.804
OG0012711	g19070	evm.model.RL_7.792
OG0012712	g11273, g28268, g2186	evm.model.RL_7.785
OG0012713	g6211, g19033	evm.model.RL_7.748
OG0012714	g2158	evm.model.RL_7.750
OG0012715	g2139	evm.model.RL_7.714
OG0012716	g19020	evm.model.RL_7.713
OG0012717	g19018	evm.model.RL_7.711
OG0012718	g19010	evm.model.RL_7.683
OG0012719	g19009	evm.model.RL_7.682
OG0012720	g17923	evm.model.RL_2.647
OG0012721	g2080	evm.model.RL_7.654
OG0012722	g18997	evm.model.RL_6.818
OG0012723	g18995	evm.model.RL_7.647
OG0012724	g2087	evm.model.RL_7.637
OG0012725	g2133	evm.model.RL_7.563
OG0012726	g1985	evm.model.RL_7.503
OG0012727	g1986	evm.model.RL_7.502
OG0012728	g52079, g48947	evm.model.RL_6.2398
OG0012729	g2004	evm.model.RL_7.456
OG0012730	g18911	evm.model.RL_7.454
OG0012731	g2030	evm.model.RL_7.393
OG0012733	g1913	evm.model.RL_7.320
OG0012734	g18819	evm.model.RL_7.319
OG0012735	g1887	evm.model.RL_7.281, evm.model.RL_7.2647
OG0012736	g1781	evm.model.RL_7.163, evm.model.RL_7.157
OG0012737	g1761	evm.model.RL_7.131
OG0012738	g18795	evm.model.RL_7.110
OG0012739	g18729	evm.model.RL_7.84
OG0012740	g18769	evm.model.RL_7.45
OG0012741	g18774	evm.model.RL_7.38
OG0012742	g54179	evm.model.RL_5.1989
OG0012743	g38307	evm.model.RL_6.508
OG0012744	g54148	evm.model.RL_5.2059
OG0012746	g2300	evm.model.RL_7.955, evm.model.RL_7.950
OG0012748	g39973	evm.model.RL_3.1306, evm.model.RL_3.1930
OG0012749	g2122	evm.model.RL_7.591, evm.model.RL_7.589
OG0012751	g26900	evm.model.RL_5.135
OG0012752	g10972	evm.model.RL_4.256.1.687c86cd
OG0012753	g36841	evm.model.RL_6.493
OG0012756	g46475	evm.model.RL_3.2274
OG0012757	g46351	evm.model.RL_3.2143.1.687c84bd
OG0012758	g46172	evm.model.RL_3.1902
OG0012759	g17031	evm.model.RL_2.2379
OG0012760	g47678	evm.model.RL_2.2386
OG0012762	g47779	evm.model.RL_4.2989.1.687c99a1, evm.model.RL_4.903, evm.model.RL_2.2640
OG0012764	g22816	evm.model.RL_2.3283
OG0012765	g26933	evm.model.RL_5.2425
OG0012766	g49545	evm.model.RL_5.498
OG0012767	g31110	evm.model.RL_5.672
OG0012768	g50224	evm.model.RL_5.3559
OG0012770	g44905	evm.model.RL_3.2287
OG0012771	g25393	evm.model.RL_8.113
OG0012772	g1737, g43525	evm.model.RL_3.91
OG0012775	g6704	evm.model.RL_1.2009
OG0012776	g6811	evm.model.RL_1.1842
OG0012778	g7281	evm.model.RL_1.1180
OG0012779	g13108	evm.model.RL_1.1000
OG0012780	g29677	evm.model.RL_4.2895
OG0012781	g25189	evm.model.RL_2.613, evm.model.RL_2.610
OG0012782	g50874	evm.model.RL_6.63
OG0012784	g17554	evm.model.RL_2.1274
OG0012785	g54004	evm.model.RL_5.2255
OG0012786	g40057	evm.model.RL_6.926
OG0012787	g13583	evm.model.RL_6.885
OG0012788	g45487	evm.model.RL_4.2777
OG0012789	g5242	evm.model.RL_4.2248
OG0012790	g5237, g5231	evm.model.RL_4.2234
OG0012791	g5125	evm.model.RL_4.2106
OG0012792	g5052	evm.model.RL_4.2008
OG0012793	g5001	evm.model.RL_4.1926
OG0012794	g1579	evm.model.RL_7.2437
OG0012795	g28574	evm.model.RL_8.1762
OG0012796	g28661	evm.model.RL_8.1856
OG0012798	g12323	evm.model.RL_1.1046
OG0012800	g28943	evm.model.RL_4.1620
OG0012801	g9909	evm.model.RL_8.2198
OG0012802	g45415	evm.model.RL_7.118
OG0012805	g32282, g32281	evm.model.RL_5.3148
OG0012814	g45582	evm.model.RL_4.2386
OG0012815	g5111	evm.model.RL_4.2086
OG0012816	g4962	evm.model.RL_4.1862
OG0012817	g4905, g3962, g3964	evm.model.RL_4.1780
OG0012818	g818, g41341	evm.model.RL_4.1432
OG0012819	g23701, g17132	evm.model.RL_2.2159
OG0012822	g1665	evm.model.RL_4.809
OG0012823	g10248	evm.model.RL_4.821
OG0012824	g4582	evm.model.RL_4.900
OG0012827	g45249	evm.model.RL_8.100
OG0012828	g46538	evm.model.RL_3.2370
OG0012836	g23578	evm.model.RL_2.2323
OG0012837	g17053	evm.model.RL_2.2335
OG0012838	g47663	evm.model.RL_2.2346
OG0012839	g23541	evm.model.RL_2.2375
OG0012840	g23529	evm.model.RL_2.2397
OG0012841	g47691	evm.model.RL_2.2430
OG0012842	g23471	evm.model.RL_2.2464
OG0012843	g47699	evm.model.RL_2.2474
OG0012844	g37378	evm.model.RL_6.2229
OG0012845	g16996	evm.model.RL_2.2508
OG0012846	g23410	evm.model.RL_2.2550
OG0012847	g23391	evm.model.RL_2.2565
OG0012848	g16977	evm.model.RL_2.2573
OG0012849	g23375	evm.model.RL_2.2593
OG0012850	g47759	evm.model.RL_2.2596.1.687c86e6
OG0012851	g23359	evm.model.RL_2.2609.1.687c86e6
OG0012852	g47766	evm.model.RL_2.2616
OG0012853	g47776	evm.model.RL_2.2634
OG0012854	g23325	evm.model.RL_2.2659
OG0012855	g16941	evm.model.RL_2.2705
OG0012856	g16938	evm.model.RL_2.2716
OG0012858	g16925	evm.model.RL_2.2736
OG0012859	g23272	evm.model.RL_2.2749
OG0012860	g23264	evm.model.RL_2.2764
OG0012861	g23255	evm.model.RL_2.2772
OG0012862	g47819	evm.model.RL_2.2780
OG0012863	g16907	evm.model.RL_2.2811
OG0012864	g16908	evm.model.RL_2.2805
OG0012865	g47824	evm.model.RL_2.2791
OG0012866	g47821	evm.model.RL_2.2785
OG0012867	g23207	evm.model.RL_2.2824
OG0012868	g23176	evm.model.RL_2.2860
OG0012869	g47841	evm.model.RL_2.2857
OG0012870	g23179	evm.model.RL_2.2855
OG0012871	g23175	evm.model.RL_2.2863
OG0012872	g23168	evm.model.RL_2.2869
OG0012873	g23163	evm.model.RL_2.2879
OG0012875	g23146	evm.model.RL_2.2906
OG0012876	g23108	evm.model.RL_2.2949
OG0012877	g23138	evm.model.RL_2.2917
OG0012878	g23104	evm.model.RL_2.2953.1.687c86e7
OG0012880	g23044	evm.model.RL_2.3004
OG0012881	g23031	evm.model.RL_2.3031
OG0012883	g23024	evm.model.RL_2.3039.1.687c86e8
OG0012884	g13566	evm.model.RL_1.2492
OG0012885	g50572	evm.model.RL_5.2831
OG0012886	g50573	evm.model.RL_5.2829
OG0012887	g50589	evm.model.RL_5.2809
OG0012888	g27746	evm.model.RL_5.2802
OG0012889	g32612	evm.model.RL_5.2722
OG0012890	g32616	evm.model.RL_5.2717
OG0012891	g50654, g50655	evm.model.RL_5.2700
OG0012892	g24319	evm.model.RL_2.1234
OG0012894	g47171	evm.model.RL_2.1211
OG0012895	g47170	evm.model.RL_2.1210
OG0012896	g47163	evm.model.RL_2.1202
OG0012897	g17586	evm.model.RL_2.1194
OG0012898	g17589	evm.model.RL_2.1186
OG0012899	g43836	evm.model.RL_3.770
OG0012900	g41132	evm.model.RL_3.761
OG0012901	g1684	evm.model.RL_3.755
OG0012902	g41129	evm.model.RL_3.738
OG0012903	g43906	evm.model.RL_3.730
OG0012904	g41127	evm.model.RL_3.725
OG0012905	g41126	evm.model.RL_3.724, evm.model.RL_3.720_evm.model.RL_3.727
OG0012906	g43971	evm.model.RL_3.699
OG0012907	g41118	evm.model.RL_3.689
OG0012908	g41114	evm.model.RL_3.676
OG0012909	g44016	evm.model.RL_3.616
OG0012910	g44015	evm.model.RL_1.2628
OG0012911	g41068	evm.model.RL_3.568
OG0012912	g44042	evm.model.RL_3.563
OG0012913	g38258	evm.model.RL_3.554
OG0012914	g41053	evm.model.RL_3.543
OG0012915	g41046	evm.model.RL_3.520
OG0012916	g44088	evm.model.RL_3.527
OG0012917	g41040	evm.model.RL_3.506
OG0012918	g44100	evm.model.RL_3.501
OG0012919	g41021	evm.model.RL_3.460
OG0012920	g41016	evm.model.RL_3.447
OG0012921	g44137	evm.model.RL_3.441, evm.model.RL_3.439
OG0012922	g41004	evm.model.RL_3.387
OG0012923	g44138	evm.model.RL_3.434
OG0012924	g40995	evm.model.RL_3.396
OG0012925	g44152	evm.model.RL_3.370
OG0012926	g40979	evm.model.RL_3.369
OG0012927	g44153	evm.model.RL_3.368
OG0012929	g40972	evm.model.RL_3.360
OG0012930	g44166	evm.model.RL_3.351, evm.model.RL_3.352
OG0012931	g40937	evm.model.RL_3.297
OG0012932	g10821	evm.model.RL_7.2664
OG0012933	g10816	evm.model.RL_7.2668
OG0012934	g10814	evm.model.RL_7.2670
OG0012935	g10807	evm.model.RL_7.2677
OG0012936	g10778	evm.model.RL_7.2701
OG0012937	g10774	evm.model.RL_7.2707
OG0012938	g10772	evm.model.RL_7.2709
OG0012940	g10743	evm.model.RL_7.2630
OG0012941	g10739	evm.model.RL_7.2047, evm.model.RL_7.2620
OG0012942	g1522	evm.model.RL_7.2589
OG0012943	g10706	evm.model.RL_7.2581
OG0012944	g10683	evm.model.RL_7.2558
OG0012945	g10680	evm.model.RL_7.2554
OG0012946	g27253	evm.model.RL_5.1241.1.687c88b2
OG0012947	g16680	evm.model.RL_7.2529
OG0012948	g10658	evm.model.RL_7.2503
OG0012949	g10643	evm.model.RL_7.2484
OG0012950	g10628	evm.model.RL_7.2470
OG0012951	g10601	evm.model.RL_7.2430
OG0012952	g1581	evm.model.RL_7.2423
OG0012953	g1585	evm.model.RL_7.2408
OG0012954	g1587	evm.model.RL_7.2400, evm.model.RL_7.2404
OG0012955	g10572	evm.model.RL_7.2383
OG0012957	g1595	evm.model.RL_7.2367
OG0012958	g1597	evm.model.RL_7.2355
OG0012959	g10551	evm.model.RL_7.2353
OG0012960	g10530	evm.model.RL_7.2329
OG0012961	g10527	evm.model.RL_7.2325
OG0012962	g10518	evm.model.RL_7.2313
OG0012965	g10500	evm.model.RL_7.2283
OG0012967	g10480	evm.model.RL_7.2263
OG0012968	g10460	evm.model.RL_7.2244.1.687c84bc
OG0012970	g16570	evm.model.RL_7.2228
OG0012971	g10432	evm.model.RL_7.2209
OG0012972	g10407	evm.model.RL_7.2179
OG0012973	g10406	evm.model.RL_7.2178
OG0012974	g4296	evm.model.RL_7.2176
OG0012975	g10396	evm.model.RL_7.854, evm.model.RL_7.703
OG0012977	g10366	evm.model.RL_7.2112
OG0012978	g10320	evm.model.RL_7.2039
OG0012979	g10318	evm.model.RL_1.2082
OG0012980	g46738	evm.model.RL_2.369
OG0012981	g41791	evm.model.RL_3.1093
OG0012982	g44919	evm.model.RL_3.1092
OG0012983	g44930	evm.model.RL_3.1083.2.687c84bb
OG0012984	g44931	evm.model.RL_3.1082
OG0012985	g44953	evm.model.RL_3.1057
OG0012986	g44972	evm.model.RL_3.1042
OG0012987	g45006	evm.model.RL_3.1004
OG0012988	g45019	evm.model.RL_3.991
OG0012989	g45020	evm.model.RL_3.990
OG0012990	g51957	evm.model.RL_3.946.1.687c84bb
OG0012991	g45082	evm.model.RL_3.928
OG0012992	g18059	evm.model.RL_3.919
OG0012993	g45090	evm.model.RL_3.916
OG0012994	g18060	evm.model.RL_3.901
OG0012995	g17927	evm.model.RL_3.774
OG0012996	g41131	evm.model.RL_3.780
OG0012997	g6527	evm.model.RL_1.2539.2.687c87ef
OG0012998	g40736	evm.model.RL_3.11
OG0012999	g40753	evm.model.RL_3.23
OG0013001	g41067, g40780	evm.model.RL_3.54
OG0013002	g40825	evm.model.RL_3.63
OG0013003	g40824	evm.model.RL_3.64
OG0013004	g43513	evm.model.RL_3.71
OG0013005	g40817	evm.model.RL_3.78
OG0013006	g40814	evm.model.RL_3.81.1.687c84b9
OG0013007	g40810	evm.model.RL_3.82
OG0013008	g40809	evm.model.RL_3.83
OG0013009	g40807	evm.model.RL_3.88
OG0013010	g44261	evm.model.RL_3.109
OG0013011	g40791	evm.model.RL_3.128
OG0013012	g44255	evm.model.RL_3.148
OG0013013	g40842	evm.model.RL_3.155
OG0013014	g40844	evm.model.RL_3.160
OG0013015	g31404	evm.model.RL_5.1135
OG0013016	g40860	evm.model.RL_3.182, evm.model.RL_3.195
OG0013017	g44242	evm.model.RL_3.193
OG0013018	g44237	evm.model.RL_3.220
OG0013019	g40887	evm.model.RL_3.223
OG0013020	g40905	evm.model.RL_3.247
OG0013021	g27180	evm.model.RL_5.1071
OG0013022	g40919	evm.model.RL_3.256
OG0013023	g40920	evm.model.RL_3.233, evm.model.RL_3.257
OG0013024	g47559	evm.model.RL_2.2098
OG0013025	g23724	evm.model.RL_2.2117
OG0013026	g23721	evm.model.RL_2.2121
OG0013027	g47573	evm.model.RL_2.2124.1.687c86e5
OG0013029	g46840	evm.model.RL_2.550
OG0013030	g37384	evm.model.RL_6.2260
OG0013031	g51976	evm.model.RL_6.2242
OG0013032	g37377	evm.model.RL_6.2226
OG0013033	g51968	evm.model.RL_6.2228
OG0013034	g51959	evm.model.RL_6.2214
OG0013035	g51927, g51942	evm.model.RL_6.2188
OG0013036	g38143	evm.model.RL_6.2175
OG0013037	g7517	evm.model.RL_1.810
OG0013038	g13023	evm.model.RL_1.829
OG0013039	g13028	evm.model.RL_1.835
OG0013040	g7480	evm.model.RL_1.872
OG0013041	g7479	evm.model.RL_1.873
OG0013042	g7458, g12389	evm.model.RL_1.903
OG0013043	g13067	evm.model.RL_1.910
OG0013044	g47502	evm.model.RL_2.1947
OG0013045	g13069	evm.model.RL_1.917
OG0013046	g12381	evm.model.RL_1.921
OG0013048	g7445	evm.model.RL_1.924
OG0013049	g13087	evm.model.RL_1.948.1.687c87eb
OG0013050	g13089	evm.model.RL_1.950
OG0013051	g28979	evm.model.RL_4.1681
OG0013052	g13106	evm.model.RL_1.975
OG0013053	g12362	evm.model.RL_1.977
OG0013054	g7417	evm.model.RL_1.981
OG0013055	g7408	evm.model.RL_1.996
OG0013056	g49769	evm.model.RL_5.987
OG0013057	g12330	evm.model.RL_1.1028
OG0013058	g7374	evm.model.RL_1.1062
OG0013059	g7371	evm.model.RL_1.1065
OG0013060	g13132	evm.model.RL_1.1112
OG0013061	g7338	evm.model.RL_1.1113
OG0013062	g7333	evm.model.RL_1.1118
OG0013064	g39859	evm.model.RL_4.1477
OG0013065	g12287	evm.model.RL_1.1136
OG0013066	g23582	evm.model.RL_2.2315
OG0013068	g37835	evm.model.RL_8.1051
OG0013069	g26734	evm.model.RL_8.1055
OG0013070	g1476	evm.model.RL_8.1056
OG0013071	g1460	evm.model.RL_8.1061
OG0013072	g1449	evm.model.RL_8.1080
OG0013073	g26787	evm.model.RL_8.1103
OG0013074	g1427	evm.model.RL_8.1109
OG0013075	g1421	evm.model.RL_8.1114
OG0013076	g1413	evm.model.RL_8.1126
OG0013077	g26817	evm.model.RL_8.1130
OG0013078	g28257, g1401	evm.model.RL_8.2093
OG0013079	g1383	evm.model.RL_8.1180
OG0013080	g6410	evm.model.RL_1.2413
OG0013081	g28311	evm.model.RL_8.1212
OG0013082	g28322	evm.model.RL_8.1224
OG0013083	g28326	evm.model.RL_8.1229
OG0013084	g1328	evm.model.RL_8.1254
OG0013085	g41174, g41192	evm.model.RL_8.1267
OG0013086	g1321	evm.model.RL_8.1279.1.687c855a
OG0013087	g28355	evm.model.RL_8.1291
OG0013088	g1303	evm.model.RL_8.1301
OG0013089	g871	evm.model.RL_8.1317
OG0013090	g877	evm.model.RL_8.1326
OG0013091	g28388, g36025	evm.model.RL_8.1371
OG0013092	g41250	evm.model.RL_8.1387
OG0013093	g41289, g41290	evm.model.RL_8.1443
OG0013094	g17074, g23610	evm.model.RL_2.2293
OG0013095	g39441	evm.model.RL_8.1499
OG0013096	g28451	evm.model.RL_8.1498
OG0013097	g944	evm.model.RL_8.1493
OG0013098	g28449	evm.model.RL_8.1486
OG0013099	g938	evm.model.RL_8.1483
OG0013100	g28446, g38451	evm.model.RL_8.1482
OG0013101	g28444	evm.model.RL_8.1478.1.687c855b
OG0013102	g28466	evm.model.RL_8.1518
OG0013103	g39427	evm.model.RL_8.1524
OG0013104	g28483	evm.model.RL_8.1538
OG0013105	g6255, g6277, g3081	evm.model.RL_1.2607
OG0013106	g28492	evm.model.RL_8.1568
OG0013107	g39396	evm.model.RL_8.1574
OG0013108	g978	evm.model.RL_8.1575
OG0013109	g28493	evm.model.RL_8.1576
OG0013110	g980	evm.model.RL_8.1579
OG0013111	g981	evm.model.RL_8.1580
OG0013113	g1005	evm.model.RL_8.1615
OG0013114	g23675	evm.model.RL_2.2194
OG0013115	g28512	evm.model.RL_8.1618
OG0013116	g1017	evm.model.RL_8.1634
OG0013117	g28525	evm.model.RL_8.1648
OG0013118	g39363	evm.model.RL_8.1658
OG0013119	g1039	evm.model.RL_8.1676
OG0013120	g28541	evm.model.RL_8.1688
OG0013121	g1054	evm.model.RL_8.1692.2.687c855d
OG0013122	g1064	evm.model.RL_8.1708
OG0013123	g1073	evm.model.RL_8.1717
OG0013124	g28618	evm.model.RL_8.1791
OG0013125	g39316	evm.model.RL_8.1800
OG0013126	g28629	evm.model.RL_8.1802
OG0013127	g1103, g28636	evm.model.RL_8.1809
OG0013128	g1104	evm.model.RL_8.1810
OG0013129	g28644	evm.model.RL_8.1827
OG0013130	g1135	evm.model.RL_8.1851
OG0013131	g28665	evm.model.RL_8.1861
OG0013132	g28684	evm.model.RL_8.1883
OG0013133	g28686	evm.model.RL_8.1886
OG0013134	g24287	evm.model.RL_8.977, evm.model.RL_8.994
OG0013135	g467	evm.model.RL_4.1406
OG0013136	g10305	evm.model.RL_4.744
OG0013137	g29361	evm.model.RL_4.2294
OG0013138	g45616, g29366	evm.model.RL_4.2299
OG0013139	g5283	evm.model.RL_4.2301
OG0013141	g29392	evm.model.RL_4.2334
OG0013142	g45602	evm.model.RL_4.2339
OG0013143	g45591, g18351	evm.model.RL_4.2355
OG0013144	g29399	evm.model.RL_4.2356
OG0013145	g5319	evm.model.RL_4.2364
OG0013147	g5324	evm.model.RL_4.2371
OG0013148	g29425	evm.model.RL_4.2403.1.687c86d9
OG0013149	g5351	evm.model.RL_4.2408
OG0013150	g5364	evm.model.RL_4.2420
OG0013151	g5366	evm.model.RL_4.2423
OG0013152	g45570	evm.model.RL_4.2428
OG0013153	g5368	evm.model.RL_4.2438
OG0013154	g45566	evm.model.RL_4.2451
OG0013155	g5375	evm.model.RL_4.2452
OG0013156	g5380	evm.model.RL_4.2460
OG0013157	g5381	evm.model.RL_4.2461
OG0013158	g45554	evm.model.RL_4.2500
OG0013159	g45551	evm.model.RL_4.2506, evm.model.RL_4.2502
OG0013160	g29510	evm.model.RL_4.2558
OG0013161	g29543	evm.model.RL_4.2602
OG0013162	g29546	evm.model.RL_4.2610
OG0013163	g29559	evm.model.RL_4.2638
OG0013164	g5457	evm.model.RL_4.2647
OG0013165	g29564	evm.model.RL_4.2649.3.687c86da
OG0013166	g5468	evm.model.RL_4.2657
OG0013167	g5475	evm.model.RL_4.2670
OG0013168	g29572	evm.model.RL_4.2672
OG0013169	g45506	evm.model.RL_4.2673
OG0013170	g5484	evm.model.RL_4.2675
OG0013171	g5498	evm.model.RL_4.2700
OG0013172	g486	evm.model.RL_4.1387
OG0013173	g5507	evm.model.RL_4.2717
OG0013174	g29600, g45491	evm.model.RL_4.2738
OG0013175	g5516	evm.model.RL_4.2739
OG0013176	g29608	evm.model.RL_4.2770
OG0013177	g45488, g29611	evm.model.RL_4.2776
OG0013178	g5534	evm.model.RL_4.2778
OG0013179	g5556	evm.model.RL_4.2820
OG0013180	g380	evm.model.RL_8.2281
OG0013182	g47202	evm.model.RL_2.1289
OG0013183	g17531	evm.model.RL_2.1305
OG0013184	g24247	evm.model.RL_2.1313
OG0013185	g24241	evm.model.RL_2.1325
OG0013186	g24240	evm.model.RL_2.1326
OG0013187	g47255	evm.model.RL_2.1354
OG0013188	g47261	evm.model.RL_2.1377
OG0013189	g47262	evm.model.RL_2.1383
OG0013190	g23964, g47263	evm.model.RL_2.1384
OG0013191	g40590	evm.model.RL_4.232
OG0013192	g47276	evm.model.RL_2.1412
OG0013193	g17466, g24172	evm.model.RL_2.1423
OG0013194	g47281	evm.model.RL_2.1433
OG0013195	g47285	evm.model.RL_2.1437
OG0013196	g47288	evm.model.RL_2.1441
OG0013197	g24156	evm.model.RL_2.1449
OG0013198	g17447	evm.model.RL_2.1462
OG0013201	g24136	evm.model.RL_2.1490
OG0013202	g24071	evm.model.RL_2.1558
OG0013204	g47333	evm.model.RL_2.1561
OG0013205	g18283	evm.model.RL_2.3257.1.687c86e8
OG0013206	g47345	evm.model.RL_2.1589
OG0013207	g24022	evm.model.RL_2.1636
OG0013208	g47373	evm.model.RL_2.1644
OG0013209	g47386	evm.model.RL_2.1665
OG0013210	g23974	evm.model.RL_2.1707
OG0013211	g23967	evm.model.RL_2.1726
OG0013212	g45818	evm.model.RL_3.1375.5.687c84bc
OG0013213	g23958	evm.model.RL_2.1742
OG0013214	g17287	evm.model.RL_2.1767
OG0013217	g23873	evm.model.RL_5.2402, evm.model.RL_2.1892
OG0013218	g17248	evm.model.RL_2.1903
OG0013219	g47479	evm.model.RL_2.1904
OG0013220	g23849	evm.model.RL_2.1925
OG0013221	g27790	evm.model.RL_5.2679
OG0013223	g32665	evm.model.RL_5.2630
OG0013224	g32667	evm.model.RL_5.2625
OG0013225	g702, g28953	evm.model.RL_4.1638.1.687c86d5
OG0013226	g23741	evm.model.RL_2.2081
OG0013228	g27803	evm.model.RL_5.2598
OG0013229	g27808	evm.model.RL_5.2559
OG0013230	g50742	evm.model.RL_5.2555.1.687c88bc
OG0013231	g32765	evm.model.RL_5.2547
OG0013232	g27860	evm.model.RL_5.2537
OG0013233	g27865	evm.model.RL_5.2527, evm.model.RL_5.2529
OG0013234	g32900, g27876	evm.model.RL_5.2508
OG0013235	g32970	evm.model.RL_5.2479
OG0013236	g37798	evm.model.RL_5.2464
OG0013237	g46638	evm.model.RL_5.2460
OG0013238	g35910	evm.model.RL_5.2411
OG0013239	g53899	evm.model.RL_5.2324
OG0013240	g13017	evm.model.RL_1.813
OG0013241	g50566	evm.model.RL_5.2846
OG0013242	g28214	evm.model.RL_5.2362
OG0013243	g28140	evm.model.RL_5.2300
OG0013246	g36244	evm.model.RL_5.2254
OG0013247	g28239, g28242	evm.model.RL_5.2393
OG0013248	g53719	evm.model.RL_5.2396
OG0013249	g53718	evm.model.RL_5.2401
OG0013250	g28139	evm.model.RL_5.2297
OG0013251	g36201	evm.model.RL_5.2281
OG0013252	g32302, g32298	evm.model.RL_5.3109
OG0013253	g32271, g32296	evm.model.RL_5.3111.8.687c88bf
OG0013254	g32319	evm.model.RL_5.3081
OG0013255	g50451	evm.model.RL_5.3076
OG0013256	g27651	evm.model.RL_5.3074
OG0013257	g50487	evm.model.RL_5.3046
OG0013258	g32363	evm.model.RL_5.3037
OG0013259	g32374	evm.model.RL_5.3025
OG0013260	g27673	evm.model.RL_5.3016
OG0013261	g11705	evm.model.RL_1.2362
OG0013262	g32390	evm.model.RL_5.3003
OG0013263	g50508	evm.model.RL_5.2987
OG0013264	g50519	evm.model.RL_5.2914
OG0013265	g27697	evm.model.RL_5.2904
OG0013266	g23005	evm.model.RL_2.3063
OG0013267	g23003	evm.model.RL_2.3066
OG0013268	g22981	evm.model.RL_2.3088
OG0013269	g47941	evm.model.RL_2.3113
OG0013270	g47944	evm.model.RL_2.3117.3.687c86e8
OG0013271	g47948	evm.model.RL_2.3123
OG0013272	g13997	evm.model.RL_1.2965
OG0013273	g22943	evm.model.RL_2.3149
OG0013274	g22931	evm.model.RL_2.3161
OG0013275	g22930	evm.model.RL_2.3162
OG0013276	g22927	evm.model.RL_2.3165
OG0013278	g22921	evm.model.RL_2.3170.1.687c86e8.1.687c99ff
OG0013279	g22914	evm.model.RL_2.3178
OG0013280	g18255	evm.model.RL_2.3180
OG0013281	g22885	evm.model.RL_2.3212
OG0013283	g22872	evm.model.RL_7.1308
OG0013284	g18269	evm.model.RL_2.3235
OG0013285	g47989	evm.model.RL_2.3260
OG0013286	g47999	evm.model.RL_2.3301
OG0013287	g2351	evm.model.RL_7.1044
OG0013288	g22774	evm.model.RL_2.3328
OG0013289	g22773	evm.model.RL_2.3329
OG0013290	g22770	evm.model.RL_2.3333
OG0013291	g22746	evm.model.RL_2.3351
OG0013292	g22745	evm.model.RL_2.3352.1.687c86e9
OG0013293	g22744	evm.model.RL_2.3353
OG0013294	g32293	evm.model.RL_5.3123
OG0013295	g18142	evm.model.RL_2.3356
OG0013296	g47842	evm.model.RL_2.3389
OG0013297	g22712	evm.model.RL_2.3390
OG0013298	g22711	evm.model.RL_2.3391
OG0013299	g22700	evm.model.RL_2.3404
OG0013300	g22695	evm.model.RL_2.3409
OG0013301	g18308	evm.model.RL_2.3420
OG0013302	g18330	evm.model.RL_2.3448
OG0013303	g18335	evm.model.RL_2.3454
OG0013304	g18340	evm.model.RL_2.3459
OG0013305	g18356	evm.model.RL_2.3477
OG0013307	g18370	evm.model.RL_2.3487
OG0013309	g22661	evm.model.RL_2.3499
OG0013310	g50881	evm.model.RL_6.79
OG0013311	g25121	evm.model.RL_2.583
OG0013312	g18129, g25096	evm.model.RL_2.566
OG0013313	g46842	evm.model.RL_2.558
OG0013314	g46838	evm.model.RL_2.543
OG0013315	g16738	evm.model.RL_2.515
OG0013316	g46804, g18124	evm.model.RL_2.479
OG0013317	g18121	evm.model.RL_2.468
OG0013318	g46787	evm.model.RL_2.458
OG0013319	g18120	evm.model.RL_2.450
OG0013320	g46780	evm.model.RL_2.443
OG0013321	g18116	evm.model.RL_2.431
OG0013322	g18114	evm.model.RL_2.400
OG0013323	g18098	evm.model.RL_2.380
OG0013324	g46744	evm.model.RL_2.375
OG0013325	g46737	evm.model.RL_2.367.1.687c86e0
OG0013326	g18089	evm.model.RL_2.365
OG0013327	g46735	evm.model.RL_2.364
OG0013328	g18084	evm.model.RL_2.328
OG0013329	g16906	evm.model.RL_2.301
OG0013330	g16886	evm.model.RL_2.258
OG0013331	g46688	evm.model.RL_2.247
OG0013332	g16882	evm.model.RL_2.246
OG0013333	g4903	evm.model.RL_4.1772
OG0013334	g32535	evm.model.RL_5.2782
OG0013335	g2916	evm.model.RL_7.1776
OG0013336	g25722	evm.model.RL_8.653
OG0013337	g1636	evm.model.RL_4.855
OG0013338	g51520, g25983	evm.model.RL_6.1627
OG0013339	g38002	evm.model.RL_6.1623
OG0013340	g37128	evm.model.RL_6.1606
