Orthogroup	Cochlearia_excelsa	Capsella_rubella
OG0013610	g25345	XP_006287420.1
OG0013612	g25374	XP_006287695.1
OG0013613	g25366	XP_006288872.1
OG0013614	g25355	XP_023636179.1
OG0013615	g25353	XP_006287852.1
OG0013616	g25352	XP_006288322.1
OG0013617	g39473	XP_006288014.1
OG0013618	g39469	XP_023636325.1
OG0013619	g25401	XP_023636324.1
OG0013620	g25403	XP_006288242.2
OG0013621	g25405	XP_006288474.1
OG0013622	g39490	XP_023635969.1
OG0013623	g25424	XP_006288075.1
OG0013624	g25426	XP_006287597.1
OG0013625	g39526	XP_006286570.1
OG0013626	g39524	XP_006290175.2
OG0013627	g25437	XP_023637115.1
OG0013628	g25443	XP_006288488.1
OG0013629	g25444	XP_006287175.1
OG0013630	g25450	XP_006286904.1
OG0013631	g49386	XP_006306607.1
OG0013633	g39600	XP_006287797.2
OG0013634	g39619	XP_006287476.1
OG0013635	g39615	XP_006290238.2
OG0013636	g39613	XP_006288122.1
OG0013637	g39623	XP_006287839.1
OG0013638	g39626, g25492	XP_006287389.1
OG0013639	g39632	XP_006287777.1
OG0013640	g25508	XP_006288741.1
OG0013641	g25509	XP_006286789.1
OG0013642	g39644	XP_006288308.1
OG0013644	g25518	XP_006287679.1
OG0013645	g11064	XP_023636563.1
OG0013646	g39685	XP_006281546.1
OG0013647	g11080, g39687	XP_006282132.1
OG0013648	g39694	XP_006280804.2
OG0013649	g39711	XP_006282303.1
OG0013650	g11103	XP_023635740.1
OG0013651	g39726	XP_006279681.1
OG0013652	g39731	XP_006280791.1
OG0013653	g51332	XP_006293587.1
OG0013654	g39753	XP_023640084.1
OG0013655	g39751	XP_023640680.1
OG0013656	g51338	XP_006295609.1
OG0013657	g39791	XP_023639762.1
OG0013658	g39765	XP_006294195.2
OG0013659	g37928	XP_023640043.1
OG0013660	g39797	XP_023639720.1
OG0013661	g39811	XP_006295927.1
OG0013662	g51293	XP_006293923.1
OG0013663	g51283	XP_006293663.1
OG0013664	g51279	XP_006295998.1
OG0013665	g39823	XP_006295508.1
OG0013666	g51273	XP_006293800.1
OG0013667	g37912	XP_006293721.1
OG0013669	g39860	XP_006293925.1
OG0013670	g39872	XP_006293485.1
OG0013671	g39883	XP_006294949.1
OG0013672	g39888	XP_006294059.1
OG0013673	g37901	XP_023640919.1
OG0013674	g39894	XP_006294180.1
OG0013675	g39901	XP_006293695.1
OG0013676	g37898	XP_006295184.1
OG0013677	g37896	XP_006295069.1
OG0013678	g1305	XP_023640872.1
OG0013680	g51177	XP_006296374.1
OG0013681	g39968	XP_006293729.1
OG0013682	g51121	XP_006294406.1
OG0013683	g51107	XP_023640221.1
OG0013684	g18357	XP_023633979.1
OG0013685	g40039	XP_006293778.1
OG0013686	g40056	XP_006293920.1
OG0013688	g40073	XP_006295262.1
OG0013689	g40077	XP_006293360.1
OG0013690	g53440, g40079	XP_006295521.1
OG0013691	g40092	XP_006294094.1
OG0013692	g40146	XP_023641041.1
OG0013693	g40142	XP_006295066.1, XP_006303765.2
OG0013694	g40124, g36775	XP_023640681.1
OG0013696	g40161	XP_023639453.1
OG0013697	g40162	XP_023639809.1
OG0013698	g40177	XP_006294000.1
OG0013699	g40186	XP_023636694.1
OG0013700	g40199	XP_006294379.1
OG0013701	g40201	XP_006293431.1
OG0013702	g38263	XP_006294073.1
OG0013703	g37176	XP_006307435.1
OG0013704	g38264	XP_006293713.1
OG0013705	g14624, g38271	XP_006295237.1
OG0013706	g36799	XP_023639872.1
OG0013707	g38284	XP_006294416.1
OG0013708	g36813	XP_006295273.1
OG0013709	g7799	XP_023641400.1
OG0013710	g38295	XP_006296521.1
OG0013711	g38302	XP_006294876.1
OG0013712	g38305	XP_006295006.1
OG0013713	g53220	XP_023640627.1
OG0013714	g38318	XP_006293422.1
OG0013715	g23627	XP_006284446.1
OG0013716	g17108	XP_006284048.1
OG0013717	g12734	XP_006296749.1
OG0013719	g7947	XP_006298338.1
OG0013721	g7950	XP_006297134.1
OG0013722	g7953	XP_023641462.1
OG0013723	g1748	XP_006279332.2
OG0013725	g5863	XP_006306935.1
OG0013726	g5859	XP_006288609.1
OG0013727	g39354	XP_006282277.1
OG0013728	g995	XP_023638269.1
OG0013729	g7911	XP_006297602.1
OG0013730	g12742	XP_006297653.1
OG0013731	g7892, g36219	XP_006298466.1
OG0013732	g7883	XP_023642505.1
OG0013733	g7875	XP_006299851.1
OG0013734	g10285	XP_006280626.2
OG0013735	g7861	XP_006298406.1, XP_006302698.1
OG0013737	g12766, g12654	XP_006297951.1
OG0013738	g12650	XP_006299661.1
OG0013739	g7828	XP_006298986.1
OG0013740	g47624	XP_006284022.1
OG0013741	g12624	XP_006298972.1
OG0013742	g12788	XP_006297551.1
OG0013743	g12791	XP_006298626.2
OG0013744	g12793	XP_006296880.1
OG0013745	g7804	XP_006300208.1
OG0013746	g7803	XP_006298545.1
OG0013747	g12797	XP_006298882.2
OG0013748	g12609, g7767, g7776	XP_006297897.1
OG0013749	g7771	XP_006298330.1
OG0013750	g12598	XP_006299269.1
OG0013751	g12597	XP_006297764.1
OG0013752	g12595	XP_006297308.1
OG0013753	g7747	XP_006297533.1
OG0013754	g7741	XP_006296690.1
OG0013755	g7737	XP_006297343.1
OG0013756	g12578	XP_006298480.1
OG0013757	g7723	XP_023642421.1
OG0013758	g12564	XP_023641689.1
OG0013759	g12859	XP_006299176.1
OG0013760	g7712	XP_006298292.1
OG0013761	g12536	XP_006297685.1
OG0013762	g12531	XP_006297250.1
OG0013763	g12515	XP_006299402.1
OG0013764	g7681	XP_006297751.1
OG0013765	g12499	XP_023642283.1
OG0013767	g7645	XP_006296874.1
OG0013768	g7632, g12480	XP_006297269.1
OG0013770	g7627	XP_006297459.2
OG0013771	g12451	XP_023641756.1
OG0013772	g12968	XP_006296894.1
OG0013774	g7571	XP_023642367.1
OG0013775	g7569	XP_006297371.1
OG0013776	g7553	XP_006298743.1
OG0013777	g7550	XP_006298302.1
OG0013778	g7541, g12414	XP_006297193.1
OG0013779	g13007	XP_023641221.1
OG0013780	g37357	XP_006294080.1
OG0013781	g38140	XP_006294274.1
OG0013782	g51856	XP_006294771.1
OG0013783	g19060	XP_006291460.1
OG0013784	g51835	XP_006295820.1
OG0013785	g37329	XP_023639489.1
OG0013786	g51788	XP_006294071.2
OG0013787	g51786	XP_023639396.1
OG0013788	g51780	XP_006296026.1
OG0013789	g38123	XP_023639660.1
OG0013790	g51757, g37310	XP_006294930.1
OG0013791	g37309	XP_006294188.2
OG0013792	g51749	XP_006294584.1
OG0013793	g37829	XP_023639455.1
OG0013794	g37305	XP_006294116.2
OG0013795	g51740	XP_006294278.2
OG0013796	g51736	XP_023639643.1
OG0013797	g51561	XP_006296315.1
OG0013798	g51575	XP_006294483.1
OG0013799	g38042	XP_006293797.1
OG0013800	g51600	XP_023640509.1
OG0013801	g51602	XP_006294477.1
OG0013802	g51607	XP_006294313.1
OG0013803	g38051	XP_006294787.2
OG0013804	g51618	XP_023640301.1
OG0013805	g51621	XP_006294661.1
OG0013806	g37204	XP_006295864.1
OG0013807	g37223	XP_006295492.1
OG0013808	g51650	XP_006294388.1
OG0013809	g38080	XP_006293640.2
OG0013810	g37242	XP_006294026.1
OG0013811	g37241	XP_006295771.1
OG0013813	g25300	XP_006283483.1
OG0013814	g37141	XP_006294164.1
OG0013816	g31584	XP_006304599.1
OG0013817	g31643	XP_006307632.2
OG0013819	g31655	XP_006305925.1
OG0013820	g49978	XP_006303905.1
OG0013821	g31660	XP_006306547.1
OG0013822	g31668	XP_006303936.1
OG0013824	g27365	XP_006305063.1
OG0013825	g49997, g31694	XP_006305901.1
OG0013826	g31695	XP_006304130.2
OG0013828	g31704	XP_006304233.1
OG0013829	g31727	XP_023644771.1
OG0013830	g50018	XP_006303992.1
OG0013831	g50036	XP_006306068.1
OG0013832	g31750	XP_006307108.1
OG0013833	g50027	XP_006307453.1
OG0013834	g31743	XP_006305158.1
OG0013835	g50040	XP_006305468.2
OG0013836	g27413	XP_006305296.1
OG0013837	g50066, g31818	XP_023632879.1
OG0013838	g50068	XP_006306445.1
OG0013839	g50069, g27429	XP_006304975.1
OG0013840	g31830	XP_006303454.1
OG0013841	g50072	XP_006306730.1
OG0013842	g27432	XP_006305739.1
OG0013843	g31865	XP_006305200.1
OG0013844	g50093	XP_006307378.1
OG0013845	g27442	XP_006306683.2
OG0013846	g27443	XP_023645878.1
OG0013847	g31896	XP_023633121.1
OG0013848	g50142	XP_006303947.1
OG0013849	g50153	XP_006305569.1
OG0013850	g27480	XP_006303847.1, XP_006306653.1
OG0013851	g31986	XP_006304824.1
OG0013852	g50190	XP_006304951.1
OG0013853	g50191	XP_006305284.1
OG0013854	g50200	XP_006306114.1
OG0013855	g50203, g31998	XP_006305337.1
OG0013856	g50207	XP_023645775.1
OG0013857	g27494	XP_023644849.1
OG0013858	g27511	XP_006303132.1
OG0013860	g50252	XP_006305542.1
OG0013861	g27533	XP_006306336.1
OG0013862	g50253, g27534	XP_006305604.1
OG0013863	g50294	XP_006303280.1
OG0013864	g32080	XP_006307446.1
OG0013865	g50314	XP_006307557.1
OG0013866	g50334	XP_006304587.1
OG0013867	g32140	XP_023645894.1
OG0013868	g27583	XP_023645027.1
OG0013869	g50345	XP_006305125.1
OG0013870	g32150	XP_006305323.1
OG0013871	g32158	XP_006305149.1
OG0013872	g32181	XP_006305377.2
OG0013873	g32183	XP_023646013.1
OG0013874	g50374	XP_006306989.1
OG0013875	g27617, g32246	XP_006303857.1
OG0013876	g41653	XP_006300623.1
OG0013877	g32259	XP_023644642.1
OG0013878	g50405	XP_006303762.1
OG0013879	g36169	XP_023644835.1
OG0013880	g47508	XP_006286257.1
OG0013881	g23831	XP_023635073.1
OG0013882	g17198, g47517	XP_006284164.1
OG0013883	g47518, g17197	XP_006282618.1
OG0013884	g17189	XP_023634778.1
OG0013885	g23796	XP_006283769.1
OG0013886	g23789	XP_006283114.1
OG0013887	g17179	XP_006284135.1
OG0013888	g23252	XP_023635320.1
OG0013889	g51037	XP_006293492.1
OG0013890	g38342	XP_006294163.1
OG0013891	g38341	XP_006294587.2
OG0013892	g38347	XP_023639804.1
OG0013893	g47836	XP_023634463.1
OG0013894	g51033	XP_006295170.1
OG0013895	g38349	XP_023639963.1
OG0013897	g51029	XP_006296432.1
OG0013898	g36878	XP_006293620.1
OG0013899	g38338	XP_006293853.1
OG0013900	g38424	XP_006295132.1
OG0013901	g36916	XP_023639921.1
OG0013902	g46250	XP_006302322.1
OG0013903	g44412	XP_006302223.1
OG0013904	g38479	XP_006296451.1
OG0013905	g38488	XP_006293410.1
OG0013906	g38504	XP_006294704.1
OG0013907	g36942	XP_006293356.1
OG0013908	g50887, g38511	XP_006296067.1
OG0013909	g38514	XP_023641011.1
OG0013911	g50867	XP_006294286.1
OG0013913	g50850	XP_006296137.1
OG0013915	g31579	XP_006306125.1
OG0013916	g31545	XP_006304780.1
OG0013917	g31544, g49917	XP_006305721.1
OG0013918	g31534	XP_006305322.1
OG0013919	g27265	XP_006304693.2
OG0013920	g31507	XP_006307116.2
OG0013921	g31480	XP_023645652.1
OG0013922	g27248	XP_023645316.1
OG0013923	g27245	XP_006304243.1
OG0013924	g31474	XP_006304034.1
OG0013925	g31460	XP_006303630.1
OG0013926	g31448	XP_006304718.1
OG0013927	g49860	XP_006303581.1
OG0013928	g27194	XP_006307184.1
OG0013929	g31401	XP_006304679.1
OG0013930	g49798, g27181	XP_006307130.1
OG0013932	g49788	XP_006306261.2
OG0013933	g31333	XP_006303268.1
OG0013934	g31330	XP_006305623.1
OG0013935	g31299	XP_006303706.1
OG0013936	g49761	XP_023645563.1
OG0013937	g31277, g27129	XP_023645667.1
OG0013938	g13565	XP_006297821.1
OG0013939	g11647	XP_006298487.2
OG0013940	g4728	XP_023637270.1
OG0013941	g31223	XP_006304482.1
OG0013942	g49709	XP_006306941.1
OG0013943	g31202	XP_006303671.1
OG0013944	g27087	XP_023645680.1
OG0013945	g31183	XP_023632815.1
OG0013946	g27076	XP_006307607.1
OG0013947	g27075	XP_006303656.1
OG0013948	g27072, g49635	XP_006305088.1
OG0013949	g31176	XP_023644726.1
OG0013950	g49664, g27033	XP_006304054.1
OG0013951	g49673	XP_006306844.1
OG0013952	g49678	XP_006305032.1
OG0013953	g31119	XP_006303811.1
OG0013954	g26331, g26323, g26328, g46959	XP_006291458.1
OG0013955	g31083	XP_006303625.1
OG0013956	g31066	XP_006305830.2
OG0013957	g27008	XP_023645338.1
OG0013958	g31052	XP_006307401.1
OG0013959	g26995	XP_006306364.1
OG0013960	g31041	XP_006304886.2
OG0013961	g31040	XP_023645917.1
OG0013962	g31019	XP_023644689.1
OG0013963	g30999	XP_006304785.1
OG0013964	g49541	XP_006305261.1
OG0013965	g30980, g30970	XP_023644653.1
OG0013966	g30953	XP_006305016.2
OG0013967	g30945	XP_006303916.2
OG0013968	g49505	XP_006306345.1
OG0013969	g26956	XP_023645241.1
OG0013970	g49484, g49480	XP_006303288.1
OG0013971	g30894, g26950	XP_023644966.1
OG0013972	g30898	XP_006305960.1
OG0013973	g30855	XP_023632922.1
OG0013974	g49455	XP_006303252.1
OG0013975	g26931	XP_006303192.1
OG0013978	g30826	XP_006307466.2
OG0013979	g49406	XP_006306709.1
OG0013980	g30808	XP_006303275.1
OG0013981	g26902	XP_006305457.1
OG0013982	g49383, g26895	XP_006305967.1
OG0013983	g26881	XP_006303697.1
OG0013984	g26879	XP_006306578.1
OG0013985	g30763	XP_006305435.1
OG0013986	g30760	XP_006305568.1
OG0013987	g30759	XP_006305677.2, XP_006279525.1
OG0013988	g49343	XP_023645242.1
OG0013989	g49333	XP_006307379.1
OG0013990	g30738, g49316	XP_006303976.1
OG0013991	g26872	XP_006304974.1
OG0013992	g30735	XP_023645161.1
OG0013993	g49300	XP_023633250.1
OG0013994	g49299	XP_006305307.1
OG0013996	g26861	XP_006307173.1
OG0013997	g44478	XP_023638013.1
OG0013998	g49274	XP_023644678.1
OG0013999	g5228	XP_006287880.1
OG0014000	g45662	XP_006287601.1
OG0014001	g4883	XP_006287172.1
OG0014002	g29307	XP_006289729.1
OG0014003	g29310	XP_006287310.1
OG0014004	g45636	XP_006289122.1
OG0014005	g5161, g29286	XP_006290180.1
OG0014006	g29243	XP_006289258.1
OG0014007	g5090	XP_023636513.1
OG0014009	g5088	XP_006288000.1
OG0014010	g29222	XP_006286391.1
OG0014011	g29219	XP_006288594.1
OG0014012	g45712	XP_006288450.1
OG0014013	g29214	XP_006289468.1
OG0014014	g5065	XP_006290116.1, XP_006279217.2
OG0014015	g45721	XP_006287146.2
OG0014016	g29199	XP_023637068.1
OG0014017	g29191	XP_023637081.1
OG0014018	g29177	XP_006287003.1
OG0014019	g29169	XP_006287074.1
OG0014020	g5007	XP_023637221.1
OG0014021	g29146	XP_006288445.1
OG0014022	g4997	XP_006289856.1
OG0014023	g29134	XP_006286973.1
OG0014024	g29135	XP_006286784.1
OG0014025	g41498, g4986	XP_006290015.1
OG0014026	g41481	XP_006288137.1
OG0014027	g46326	XP_023643221.1
OG0014028	g29035	XP_023636400.1
OG0014029	g41473	XP_006287983.1
OG0014030	g4915	XP_006287419.1
OG0014031	g29059	XP_006287205.1
OG0014032	g4907	XP_006286401.1
OG0014033	g4899	XP_006288098.1
OG0014034	g29097	XP_006287694.1
OG0014035	g29107	XP_006287435.1
OG0014036	g10109	XP_023637524.1
OG0014037	g4837	XP_006288219.2
OG0014038	g10116	XP_006286854.1
OG0014039	g4832	XP_023636707.1
OG0014040	g4824	XP_006286480.1
OG0014041	g4805	XP_006287857.1
OG0014042	g11101	XP_006280033.1
OG0014043	g18515	XP_006287782.1
OG0014045	g4727	XP_006287784.1
OG0014046	g4452	XP_006281891.1
OG0014047	g10229	XP_006281977.1
OG0014048	g10222	XP_006280795.2
OG0014049	g18499	XP_006281736.1
OG0014050	g10276	XP_006280032.2
OG0014051	g1644	XP_006281015.2
OG0014052	g5264	XP_023636695.1
OG0014053	g45463	XP_006289503.1, XP_006279170.1
OG0014054	g29648	XP_006289981.1
OG0014055	g5578	XP_006287021.2
OG0014056	g29280	XP_006287443.1
OG0014057	g45457	XP_006288737.1
OG0014058	g29665	XP_006290152.1
OG0014059	g45456	XP_023637410.1
OG0014060	g29672	XP_006289834.1
OG0014061	g10299	XP_006280050.1
OG0014062	g5609	XP_006288807.2
OG0014063	g5612	XP_006286510.1
OG0014064	g29698	XP_006287196.1
OG0014065	g29703	XP_006289597.1
OG0014067	g5620, g45437	XP_006286686.1
OG0014068	g29711	XP_006288127.1
OG0014069	g5630	XP_006289514.2
OG0014070	g29723	XP_006287676.1
OG0014071	g5636	XP_006290079.1
OG0014072	g29733	XP_006288659.1
OG0014073	g29736	XP_006288752.1
OG0014074	g29765	XP_006288293.1
OG0014075	g29763	XP_006287110.1
OG0014076	g5659	XP_006288639.1
OG0014078	g25857, g29774	XP_023636908.1
OG0014079	g5676	XP_006287486.1
OG0014080	g29779, g45407	XP_006287109.1
OG0014081	g29783	XP_023636264.1
OG0014082	g29786	XP_006286880.1
OG0014083	g5692	XP_006287006.1
OG0014084	g10093, g624	XP_006287655.1
OG0014085	g606	XP_023637675.1
OG0014086	g10066	XP_006288961.1
OG0014087	g18562	XP_006287596.1
OG0014088	g10005	XP_006288825.1
OG0014089	g542	XP_006287038.1
OG0014090	g10012	XP_006287482.1
OG0014091	g10001	XP_023636686.1
OG0014092	g526	XP_006287125.1
OG0014093	g509	XP_006288580.1
OG0014094	g9988	XP_006287013.1
OG0014095	g13534	XP_023641108.1
OG0014096	g9951	XP_023635729.1
OG0014097	g457	XP_006289382.1
OG0014098	g9927	XP_006280169.1
OG0014099	g9898	XP_006280469.1
OG0014100	g419	XP_006281868.1
OG0014101	g9885	XP_006280873.1
OG0014102	g23572, g47658	XP_006284356.1
OG0014103	g383	XP_006281443.1
OG0014104	g9871	XP_006281008.1
OG0014105	g364	XP_006282365.1
OG0014106	g341	XP_006282111.1
OG0014107	g337	XP_006280210.2
OG0014108	g335	XP_006280167.1
OG0014109	g333	XP_006280891.1
OG0014110	g9835	XP_006281027.1
OG0014111	g322, g9831	XP_006280741.1
OG0014112	g321, g9830	XP_006280971.1
OG0014113	g28716	XP_006280710.1
OG0014114	g1204	XP_006280567.1
OG0014115	g1165	XP_006280420.1, XP_006307548.1
OG0014116	g19309	XP_006292183.1
OG0014117	g2474	XP_006292663.2
OG0014118	g19315	XP_006292525.2
OG0014119	g2485	XP_023639307.1
OG0014120	g2507	XP_006292255.1
OG0014121	g2525	XP_006291952.1
OG0014122	g19351	XP_006291095.1
OG0014123	g18254	XP_023638027.1
OG0014124	g2565	XP_006291791.1
OG0014125	g2581	XP_023639114.1
OG0014126	g19382	XP_006292011.2
OG0014127	g19385	XP_006291017.2
OG0014128	g19391	XP_006292687.2
OG0014129	g2627	XP_006290585.1
OG0014130	g19407	XP_006290862.1
OG0014131	g11386	XP_023638230.1
OG0014132	g2645	XP_006291178.1
OG0014133	g11387	XP_006291042.1
OG0014134	g2705	XP_006292410.1
OG0014135	g2725	XP_006290749.1
OG0014136	g2728	XP_023639170.1
OG0014137	g2763	XP_006291901.2
OG0014138	g25747	XP_006286933.2
OG0014139	g19499	XP_006290871.1
OG0014140	g2736	XP_006290257.1
OG0014141	g2773	XP_006292661.1
OG0014142	g2781	XP_006290898.1
OG0014143	g2782, g2784	XP_006292312.1
OG0014144	g2809	XP_006292660.1
OG0014145	g11410	XP_023639068.1
OG0014146	g11431	XP_006290802.1
OG0014147	g2879	XP_006291002.1
OG0014148	g19566	XP_006291764.1
OG0014149	g46090	XP_023643197.1
OG0014150	g19581	XP_006290504.1
OG0014151	g19582	XP_006292321.1
OG0014152	g2945	XP_006291331.1
OG0014153	g2991	XP_023637957.1
OG0014154	g11444	XP_006291100.1
OG0014155	g3008	XP_006290667.1
OG0014156	g3015	XP_006290935.1
OG0014157	g19600	XP_006290724.1
OG0014158	g11470	XP_006293325.2, XP_023634671.1
OG0014159	g3411	XP_006291366.1
OG0014160	g3412	XP_006291737.1
OG0014162	g52271	XP_006293744.1
OG0014163	g25943	XP_023636941.1
OG0014164	g36740	XP_023633622.1
OG0014165	g41651	XP_006300633.2
OG0014166	g44895	XP_006300904.1
OG0014167	g41616	XP_006302412.1
OG0014168	g40870	XP_006301277.1
OG0014169	g44871	XP_006300889.1
OG0014170	g41588, g41586	XP_006302704.1
OG0014171	g45755, g41504	XP_006301542.1
OG0014172	g44819	XP_006303087.1
OG0014173	g44293	XP_006302258.1
OG0014174	g45784	XP_006301086.1
OG0014175	g45790	XP_006302697.1
OG0014176	g45793	XP_006302411.1
OG0014177	g45795	XP_006301939.1
OG0014178	g44754	XP_006300946.2
OG0014179	g18015	XP_006300627.2
OG0014180	g45848	XP_006302287.1
OG0014181	g45869	XP_006302440.2
OG0014182	g45871	XP_006302894.1
OG0014183	g45905	XP_006302096.1
OG0014184	g44661	XP_006301839.1
OG0014185	g45916	XP_023643288.1
OG0014186	g3816, g45923, g3817	XP_006301205.1
OG0014187	g45928	XP_006301077.1
OG0014188	g44639	XP_006301141.1
OG0014189	g44630	XP_023643670.1
OG0014190	g45992	XP_006301391.1
OG0014191	g45974	XP_006302261.1
OG0014192	g44621	XP_006302340.1
OG0014193	g46428	XP_006300322.1
OG0014194	g17960	XP_006301156.1
OG0014195	g13614	XP_006300671.1
OG0014196	g46372	XP_023643679.1
OG0014197	g46340	XP_006300361.1
OG0014198	g46337	XP_006301565.1
OG0014199	g13618	XP_006302073.1
OG0014200	g46306	XP_006300947.1
OG0014201	g44374	XP_023644012.1
OG0014202	g46319	XP_023644327.1
OG0014203	g46288	XP_006302513.2
OG0014204	g44401	XP_006300747.1
OG0014205	g44415	XP_006302606.1
OG0014207	g46246	XP_006302092.1
OG0014208	g44419, g46239	XP_006300917.1, XP_023644522.1
OG0014209	g46231	XP_023643875.1
OG0014210	g46215	XP_023644068.1
OG0014211	g44468, g46193	XP_006301043.1
OG0014212	g44469	XP_006300584.1
OG0014213	g44480	XP_006302160.1
OG0014215	g46173	XP_023643368.1
OG0014216	g44503	XP_006300805.1
OG0014217	g44511	XP_006300841.2
OG0014218	g44521	XP_023643262.1
OG0014219	g44530	XP_023643704.1
OG0014220	g46136, g44535	XP_006301356.1
OG0014221	g46131	XP_006302425.1
OG0014222	g46128, g44543	XP_006300384.1
OG0014223	g46125	XP_006301424.1
OG0014224	g46110	XP_023643507.1
OG0014225	g46108	XP_023642958.1
OG0014226	g46102	XP_023642899.1
OG0014227	g46100	XP_023643538.1
OG0014228	g46097	XP_006300364.2
OG0014229	g46092	XP_006302836.1
OG0014230	g44560	XP_006300679.1
OG0014231	g44567	XP_006302464.1
OG0014232	g46055	XP_006302144.1
OG0014233	g46049	XP_023642943.1
OG0014235	g46017	XP_023642965.1
OG0014236	g46009	XP_023643612.1
OG0014237	g46007	XP_006301633.1
OG0014238	g27372	XP_006306911.1
OG0014239	g45998	XP_006300828.2
OG0014240	g44604	XP_006301629.1
OG0014241	g44607	XP_023643622.1
OG0014242	g44614	XP_006302221.1
OG0014243	g36056, g46490, g22310	XP_006301306.1
OG0014244	g46494	XP_006302947.1
OG0014245	g44338	XP_023643577.1
OG0014246	g46504	XP_006300395.2
OG0014248	g46519	XP_023644070.1
OG0014249	g46518	XP_006301897.1
OG0014250	g44323	XP_006302130.1
OG0014251	g25757	XP_023643190.1
OG0014252	g44300	XP_006302925.1
OG0014254	g46583	XP_023644378.1
OG0014255	g44285	XP_023643882.1
OG0014256	g46587	XP_006301281.1
OG0014257	g46588	XP_006301563.1
OG0014258	g46591	XP_006299931.2
OG0014259	g46602	XP_006300794.1
OG0014260	g46606	XP_006300386.2
OG0014262	g46609	XP_006301441.1
OG0014263	g44266	XP_006301640.1
OG0014264	g14654, g17996	XP_023644167.1
OG0014265	g7291	XP_023641285.1
OG0014266	g12257	XP_006291014.1
OG0014267	g13161	XP_006300234.1
OG0014268	g13202	XP_006296696.1
OG0014269	g7207	XP_023642612.1
OG0014270	g908	XP_023642597.1
OG0014271	g12204	XP_006298801.1
OG0014272	g12203	XP_006298979.1
OG0014273	g7191	XP_006297223.1
OG0014274	g7150	XP_006296603.2
OG0014275	g7137	XP_006300241.1
OG0014276	g7136	XP_006297254.1
OG0014277	g19161	XP_023642386.1
OG0014278	g12147	XP_006298313.2
OG0014279	g7102	XP_023642145.1
OG0014280	g7066	XP_023642684.1
OG0014281	g7065	XP_006299359.1
OG0014282	g12105	XP_023642716.1
OG0014283	g26001	XP_006288571.1
OG0014284	g13251	XP_006300103.1
OG0014285	g7044	XP_023641599.1
OG0014286	g7016	XP_006297882.1
OG0014287	g13263	XP_006297304.2
OG0014288	g12072	XP_006297187.1
OG0014289	g6983	XP_006298483.1
OG0014290	g13277	XP_006298043.2
OG0014291	g13280	XP_006297734.1
OG0014292	g6929	XP_006297014.1
OG0014293	g13292	XP_006298790.1
OG0014294	g6917	XP_006299054.1
OG0014295	g12021	XP_006297202.1
OG0014296	g6890	XP_006298957.1
OG0014297	g40035	XP_023640869.1
OG0014298	g12006	XP_023642702.1
OG0014300	g11990	XP_006299842.1
OG0014301	g11983	XP_006299375.1
OG0014303	g11970	XP_006298745.1
OG0014304	g6820	XP_006296929.2
OG0014305	g6819	XP_023641830.1
OG0014306	g54151	XP_006306175.1
OG0014307	g11957	XP_006297988.1
OG0014308	g6800	XP_006299232.1
OG0014309	g54154	XP_006303249.1
OG0014310	g11952	XP_006296879.1
OG0014311	g6771	XP_006296869.1
OG0014312	g11946	XP_006297358.1
OG0014313	g11924	XP_023641204.1
OG0014314	g6747	XP_006297113.1
OG0014315	g6740	XP_006296624.1
OG0014316	g11913, g25078	XP_006297622.1
OG0014317	g11912	XP_006297698.1
OG0014318	g11909	XP_006297062.1
OG0014319	g11897	XP_006297133.1
OG0014320	g11893	XP_006299878.1
OG0014321	g11891	XP_006297730.1
OG0014322	g6699	XP_006298296.1
OG0014324	g6674	XP_006298007.2
OG0014325	g13388	XP_006298250.2
OG0014326	g13384	XP_006297135.1
OG0014327	g6678, g13383	XP_023641159.1
OG0014328	g6634	XP_023642664.1
OG0014330	g11807	XP_023642494.1
OG0014331	g41415	XP_023636648.1
OG0014332	g6565	XP_006299940.1
OG0014333	g6558	XP_006297648.1
OG0014334	g11757	XP_006298259.1
OG0014335	g6524	XP_023642508.1
OG0014336	g6521	XP_023641770.1
OG0014337	g11749	XP_006297744.2
OG0014338	g24576	XP_006284234.1
OG0014339	g13484	XP_006298301.1
OG0014340	g11726	XP_006299509.1
OG0014341	g13586	XP_006297413.1
OG0014342	g6456	XP_006297253.1
OG0014343	g6455, g13498	XP_006298632.2
OG0014344	g13515	XP_023641990.1
OG0014345	g13518	XP_006297695.2
OG0014346	g6409	XP_006298734.1
OG0014347	g13522, g6408	XP_023642023.1
OG0014348	g6398	XP_006299062.1
OG0014349	g13562	XP_023641573.1
OG0014350	g6366	XP_006297309.1
OG0014351	g13550	XP_006298032.1
OG0014352	g13666	XP_006296972.1
OG0014353	g6020	XP_006299793.1
OG0014354	g7478	XP_006299399.2
OG0014355	g11579	XP_006297186.1
OG0014356	g13417	XP_006297020.1
OG0014357	g13416	XP_023641737.1
OG0014358	g11596, g13584	XP_006297624.1
OG0014359	g13582	XP_006298511.2
OG0014360	g13579	XP_006297583.1
OG0014361	g13573	XP_006296708.1
OG0014362	g13672	XP_006297328.1
OG0014363	g14242	XP_006298616.1
OG0014364	g13664	XP_006297071.1
OG0014365	g14569	XP_023642288.1
OG0014366	g14450	XP_023642576.1
OG0014367	g13679	XP_023641533.1
OG0014368	g6196	XP_006298726.1
OG0014369	g13684	XP_006297176.2
OG0014370	g23188	XP_023633962.1
OG0014371	g6192	XP_006297197.1
