Orthogroup	Cochlearia_excelsa	Brassica_rapa
OG0016758	g5740	XP_009125498.1
OG0016759	g12386	XP_009146877.1
OG0016760	g13085	XP_009135109.1
OG0016761	g13105	XP_009146819.1
OG0016763	g45524	XP_033148288.1
OG0016764	g13119	XP_009146721.1
OG0016765	g6243	XP_009102853.1
OG0016766	g264	XP_018510656.1
OG0016767	g25982	XP_009134078.1
OG0016768	g26786	XP_009134041.1
OG0016769	g26789	XP_009134042.1
OG0016770	g28258	XP_009134062.1
OG0016771	g28274	XP_009127354.1
OG0016772	g1349	XP_009132680.1
OG0016773	g28305	XP_009140881.1
OG0016774	g1325	XP_009107228.1
OG0016775	g1323	XP_009132588.1
OG0016776	g28352	XP_033137970.1
OG0016777	g1315	XP_009107112.1
OG0016778	g869	XP_009106897.1
OG0016779	g28363	XP_018509946.1
OG0016780	g28387	XP_009127218.1
OG0016781	g28389	XP_009127215.1
OG0016782	g902	XP_009127198.1
OG0016783	g923	XP_009119896.1
OG0016784	g39379	XP_009120043.1
OG0016785	g1034	XP_009120101.1
OG0016786	g1063	XP_009132312.1
OG0016787	g39343	XP_009120175.2
OG0016788	g1085	XP_033144554.1
OG0016789	g28604	XP_009132149.1
OG0016790	g39306	XP_009132130.1
OG0016791	g1110	XP_009132124.1
OG0016792	g39286	XP_009120312.1
OG0016793	g5311	XP_009121856.1
OG0016794	g29436	XP_009125815.1
OG0016795	g29446	XP_009121946.1
OG0016796	g5378	XP_009121967.1
OG0016797	g29456	XP_009121989.2
OG0016798	g45557	XP_009122008.1
OG0016799	g5395	XP_009125265.1
OG0016800	g45550	XP_033140343.1
OG0016801	g29485	XP_009131177.1
OG0016802	g29496	XP_009125297.1
OG0016803	g5420	XP_009122069.1
OG0016805	g29522	XP_009122094.1
OG0016806	g5436	XP_009122106.1
OG0016808	g5466	XP_018511100.1
OG0016809	g45509	XP_033140955.1
OG0016810	g45507	XP_009122499.1
OG0016811	g29570	XP_009122497.1
OG0016812	g29590	XP_009131053.1
OG0016815	g29603	XP_009122411.1
OG0016816	g5548	XP_009122343.1
OG0016817	g24212	XP_009131404.1
OG0016818	g17490	XP_018513409.1
OG0016819	g17481	XP_033129768.1
OG0016820	g17467	XP_033129794.1
OG0016821	g17448	XP_009132447.1
OG0016822	g24140	XP_009132627.1
OG0016823	g24130	XP_009132774.1
OG0016824	g24118	XP_009133108.1
OG0016825	g47334	XP_009133495.1
OG0016826	g17386	XP_009133519.1
OG0016828	g24056	XP_009133843.1
OG0016829	g47360	XP_009134321.1
OG0016830	g24030	XP_009134561.1
OG0016831	g17335	XP_009134823.1
OG0016832	g47395	XP_009137206.1
OG0016835	g27802	XP_009114791.1
OG0016836	g32734	XP_009114760.1
OG0016837	g32743	XP_009114753.1
OG0016838	g27866	XP_009114725.1
OG0016839	g32852	XP_033132367.1
OG0016840	g53615	XP_009145115.1
OG0016841	g27963	XP_009113436.1
OG0016842	g35967, g53929	XP_009124432.1
OG0016843	g28218	XP_033132445.1
OG0016844	g28235	XP_009107646.1
OG0016845	g28671	XP_009126801.1
OG0016846	g36248	XP_009107419.2
OG0016847	g54002	XP_009123159.1
OG0016848	g28121	XP_009145041.2
OG0016849	g28122	XP_009123197.1
OG0016850	g50423	XP_033136517.1
OG0016851	g50422	XP_033133335.1
OG0016852	g36182	XP_009107457.2
OG0016853	g32304	XP_009113727.1
OG0016854	g50429	XP_009109784.2
OG0016855	g27654	XP_009113676.1
OG0016856	g27655	XP_009113675.2
OG0016857	g27657	XP_009102904.1
OG0016858	g50493	XP_009102889.1
OG0016859	g50513	XP_009102847.1
OG0016861	g51048	XP_009117050.1
OG0016862	g51049	XP_009117048.1
OG0016863	g32415	XP_009109641.2
OG0016864	g50518	XP_009115214.1
OG0016866	g50543	XP_009115136.1
OG0016867	g32476	XP_009115124.1
OG0016868	g50557	XP_009115053.1
OG0016869	g22988	XP_009138377.1
OG0016870	g22973	XP_009150416.1
OG0016871	g22967	XP_009149310.1
OG0016873	g22901	XP_009142135.1
OG0016874	g27074	XP_009140477.1
OG0016875	g22867	XP_009138476.1
OG0016876	g38478	XP_009140376.1
OG0016877	g22793	XP_009131626.1
OG0016878	g22769	XP_009129882.1
OG0016880	g22728	XP_009126827.1
OG0016881	g22717	XP_009125746.1
OG0016882	g22715	XP_009125168.1
OG0016883	g22692	XP_009109488.1
OG0016884	g18317, g22675	XP_009145337.2
OG0016886	g18336	XP_009131015.1
OG0016888	g18355	XP_009101941.1
OG0016889	g18372	XP_009109561.1
OG0016890	g18379	XP_009148284.1
OG0016892	g17895	XP_009108075.1
OG0016893	g46855	XP_009108010.1
OG0016894	g25064	XP_033146207.1
OG0016895	g46786	XP_009139736.1
OG0016896	g46784	XP_009139742.1
OG0016897	g16896	XP_009139834.1
OG0016898	g16895	XP_009139833.1
OG0016899	g16894	XP_009139847.1
OG0016901	g16875	XP_009139935.1
OG0016903	g31239	XP_009144468.1
OG0016904	g7937	XP_009147445.1
OG0016905	g19580	XP_009150057.2
OG0016906	g32541	XP_009114953.1
OG0016907	g40203	XP_009134089.1
OG0016908	g40212	XP_009124771.1
OG0016909	g2798	XP_033129993.1
OG0016911	g51390	XP_009141464.1
OG0016912	g37067	XP_009132939.2
OG0016913	g37064	XP_009114004.1
OG0016915	g37038	XP_009114034.1
OG0016918	g25842	XP_009128735.1
OG0016919	g25840	XP_009134177.2
OG0016921	g40372	XP_009128671.3
OG0016923	g40419	XP_009114592.1
OG0016924	g40425	XP_018513643.1
OG0016926	g40465, g25543	XP_009114498.3
OG0016927	g40470	XP_009114485.1
OG0016928	g49692	XP_009148093.1
OG0016929	g11051	XP_009101698.1
OG0016931	g12184	XP_009116979.1
OG0016932	g46903	XP_009108052.1
OG0016933	g5777	XP_009122755.1
OG0016934	g40716	XP_009128985.1
OG0016935	g10885	XP_009101437.1
OG0016936	g40727	XP_009101385.1
OG0016937	g46876	XP_018511537.1
OG0016938	g40705	XP_009128969.1
OG0016939	g25241	XP_009108019.1
OG0016940	g46901, g25283	XP_009108050.1
OG0016941	g6367	XP_009102391.1
OG0016942	g13532	XP_009102388.1
OG0016943	g46879	XP_009124275.1
OG0016944	g11634	XP_033134216.1
OG0016945	g46866	XP_009124262.1
OG0016946	g25296	XP_018509518.1
OG0016947	g24838	XP_009107671.1
OG0016948	g24785	XP_009139648.1
OG0016949	g47003	XP_009139618.2
OG0016950	g24609	XP_009139604.1
OG0016952	g24564	XP_009134221.3
OG0016953	g24497	XP_009144705.2
OG0016954	g24496	XP_009148067.1
OG0016955	g24494	XP_009148035.1
OG0016957	g17685	XP_009147539.1
OG0016958	g24455	XP_009147318.2
OG0016959	g46687	XP_009139937.1
OG0016960	g46685	XP_033145628.1
OG0016961	g11	XP_009112273.1
OG0016962	g46671	XP_009140008.1
OG0016963	g16831	XP_009140032.1
OG0016967	g16773	XP_033130484.1
OG0016971	g31127	XP_009142478.1
OG0016972	g37776	XP_018514650.1
OG0016973	g10050	XP_009111662.1
OG0016975	g37728	XP_033139291.1
OG0016976	g37701	XP_009142581.1
OG0016977	g37699	XP_009133790.1
OG0016978	g38250	XP_033148401.1
OG0016980	g52252	XP_009142342.1
OG0016981	g52244	XP_009142313.1
OG0016984	g37526	XP_009142984.1
OG0016985	g52142	XP_009133646.2
OG0016986	g18894	XP_018510052.1
OG0016987	g38210	XP_009133594.1
OG0016988	g38205	XP_009133578.1
OG0016989	g52087	XP_033148366.1
OG0016990	g52011	XP_033145659.1
OG0016991	g51999, g38165	XP_009141997.1
OG0016992	g51993	XP_033148416.1
OG0016994	g5853	XP_009130629.2
OG0016995	g5847	XP_009130636.1
OG0016996	g45287	XP_009125407.1
OG0016997	g5831	XP_009125417.1
OG0016998	g5829	XP_009125419.2
OG0016999	g5826	XP_009125423.1
OG0017000	g5810	XP_009125429.1
OG0017001	g45299	XP_033137561.1
OG0017002	g45308	XP_033143828.1
OG0017003	g45312	XP_009125439.2
OG0017005	g5791	XP_009122781.1
OG0017006	g5778	XP_009125463.2
OG0017007	g45355	XP_009122697.1
OG0017008	g5705	XP_009122640.1
OG0017009	g28981	XP_009120868.1
OG0017010	g28945	XP_009120831.1
OG0017011	g28939	XP_009131794.1
OG0017013	g742	XP_009131829.1
OG0017014	g749	XP_009124331.1
OG0017015	g792	XP_009131875.1
OG0017016	g806	XP_009120639.1
OG0017017	g813	XP_009126566.1
OG0017019	g39230	XP_009126693.1
OG0017020	g320	XP_009112061.1
OG0017021	g284	XP_009112102.1
OG0017022	g9804	XP_009150423.1
OG0017023	g259	XP_009150467.1
OG0017024	g254	XP_009112116.1
OG0017025	g9744	XP_009150562.1
OG0017026	g199	XP_009150571.1
OG0017027	g192	XP_009150577.1
OG0017028	g171	XP_009130493.1
OG0017029	g170	XP_009150598.1
OG0017030	g9709	XP_009150642.1
OG0017031	g18667	XP_009150647.1
OG0017032	g134	XP_009112195.1
OG0017033	g121	XP_009150671.2
OG0017034	g118	XP_033129489.1
OG0017035	g108	XP_009150689.2
OG0017036	g106	XP_009150700.1
OG0017038	g55	XP_009112346.1
OG0017039	g19650	XP_009103491.1
OG0017041	g9628	XP_018509633.1
OG0017042	g13	XP_009150857.1
OG0017044	g25334	XP_009111523.1
OG0017045	g25356	XP_009111491.1
OG0017046	g39476	XP_009111422.1
OG0017047	g39464	XP_009111394.1
OG0017051	g27637	XP_009113739.1
OG0017052	g25453, g25461	XP_009111318.1
OG0017054	g11060	XP_009113934.1
OG0017055	g39709	XP_033128663.1
OG0017056	g39716	XP_009123899.1
OG0017057	g39717	XP_009113982.2
OG0017058	g11112	XP_033129179.1
OG0017059	g39770	XP_009132879.1
OG0017060	g51271	XP_009141194.1
OG0017061	g37917	XP_009132819.1
OG0017062	g39840	XP_009141162.1
OG0017063	g51234	XP_009141132.1
OG0017064	g51226	XP_009132757.1
OG0017065	g39907	XP_009141072.1
OG0017066	g37891	XP_009141035.1
OG0017068	g40012	XP_009124370.1
OG0017069	g39989	XP_009103707.2
OG0017070	g39983	XP_009140928.1
OG0017071	g40037	XP_009140901.1
OG0017072	g37820	XP_009103649.1
OG0017073	g37818	XP_009133881.1
OG0017074	g40088	XP_009140821.1
OG0017075	g40133	XP_033142353.1
OG0017076	g40151	XP_009103564.1
OG0017077	g40187	XP_009140843.1
OG0017078	g40189	XP_009133937.1
OG0017079	g40190	XP_009133935.1
OG0017080	g38270	XP_033143416.1
OG0017081	g36792, g36789	XP_009133944.1
OG0017082	g38280	XP_009140741.1
OG0017083	g38292	XP_009140731.1
OG0017084	g38294	XP_009140728.2
OG0017085	g38300	XP_009116162.1
OG0017086	g36838	XP_009140698.1
OG0017087	g38308	XP_009140701.1
OG0017088	g47630	XP_033132922.1
OG0017089	g23631	XP_009143519.1
OG0017090	g17084	XP_009143477.1
OG0017091	g23639	XP_009137654.1
OG0017092	g17090	XP_009143377.1
OG0017093	g17093	XP_009143332.1
OG0017094	g12719	XP_009124042.1
OG0017095	g7939	XP_009134599.1
OG0017096	g7944	XP_018513299.1
OG0017097	g7948	XP_009134581.1
OG0017098	g5138	XP_009107011.1
OG0017099	g12726	XP_009124820.1
OG0017100	g17133	XP_009137592.1
OG0017101	g23694	XP_009142392.1
OG0017102	g47592	XP_009142555.1
OG0017103	g23670	XP_009142899.1
OG0017104	g17124	XP_033139369.1
OG0017105	g12690, g7903	XP_009147380.1
OG0017106	g7893	XP_009147371.1
OG0017109	g7843	XP_033137312.1
OG0017110	g12656	XP_009130342.1
OG0017111	g12642	XP_009130356.1
OG0017112	g7823	XP_009130367.1
OG0017113	g7817	XP_009102063.2
OG0017114	g7796	XP_009130411.1
OG0017116	g12821	XP_009124196.1
OG0017117	g12830	XP_009134792.1
OG0017118	g12561	XP_009147262.1
OG0017119	g12555	XP_009147232.1
OG0017120	g12526	XP_009124963.1
OG0017121	g12525	XP_009147203.1
OG0017122	g12514	XP_033147420.1
OG0017123	g12509	XP_009129632.2
OG0017125	g12487	XP_009134897.1
OG0017126	g7643	XP_009147157.1
OG0017127	g7639	XP_009147150.1
OG0017128	g12469	XP_033142938.1
OG0017129	g7617	XP_009134941.1
OG0017130	g7601	XP_033146595.1
OG0017131	g12443	XP_009124351.1
OG0017132	g7581	XP_009147057.1
OG0017133	g7572	XP_009147040.1
OG0017134	g7554	XP_009147009.1
OG0017135	g12993	XP_009123984.1
OG0017136	g7531	XP_009123811.1
OG0017137	g37354	XP_009143225.1
OG0017138	g51834	XP_009143270.2
OG0017139	g37323	XP_033144415.1
OG0017140	g51785	XP_009141822.1
OG0017142	g37311	XP_033143646.1
OG0017143	g51755	XP_009141791.1
OG0017144	g51743	XP_033143676.1
OG0017145	g51742	XP_033143683.1
OG0017146	g51570	XP_009141563.1
OG0017147	g51601	XP_033146811.1
OG0017148	g38054	XP_033143077.1
OG0017151	g38084	XP_033147989.1
OG0017152	g37275	XP_018514675.1
OG0017153	g31590	XP_033129073.1
OG0017154	g49944	XP_009148948.1
OG0017155	g31629	XP_009149041.1
OG0017157	g49976	XP_009117755.1
OG0017159	g49992	XP_009117725.2
OG0017160	g31690	XP_009149170.1
OG0017161	g50011	XP_033130085.1
OG0017162	g31771	XP_009110346.2
OG0017163	g50030	XP_009110363.1
OG0017164	g31784	XP_009149291.1
OG0017165	g50048	XP_009149299.1
OG0017167	g27415	XP_033136616.1
OG0017168	g31820	XP_009110299.1
OG0017169	g31855	XP_009149435.1
OG0017170	g27434	XP_009110271.1
OG0017171	g36465	XP_009147806.1
OG0017174	g32000	XP_009149678.1
OG0017175	g32001	XP_009149686.1
OG0017176	g32005	XP_009149691.1
OG0017177	g27497	XP_009149703.1
OG0017178	g32026	XP_009103245.1
OG0017179	g50248	XP_009115625.1
OG0017181	g27791	XP_009103220.1
OG0017182	g27530	XP_009115603.1
OG0017183	g50258	XP_009115589.1
OG0017184	g27543	XP_009115568.1
OG0017185	g32053	XP_009103196.1
OG0017186	g32084	XP_009115480.1
OG0017187	g32081	XP_009115476.1
OG0017188	g32125	XP_009103120.1
OG0017189	g50348	XP_009115409.3
OG0017190	g32182	XP_009103082.1
OG0017191	g50386	XP_009115306.1
OG0017192	g32238	XP_009103048.1
OG0017194	g27635	XP_009113759.1
OG0017195	g27634	XP_009102970.1
OG0017196	g23837	XP_009138061.1
OG0017197	g37379	XP_009142722.2
OG0017198	g23780	XP_009139068.1
OG0017199	g23751	XP_009137538.1
OG0017200	g23609	XP_009143973.1
OG0017202	g38351	XP_009140603.1
OG0017203	g38339	XP_009117081.1
OG0017204	g50983	XP_009140548.1
OG0017205	g50977	XP_009140525.1
OG0017206	g38435	XP_009117283.2
OG0017207	g38453, g25576	XP_009140445.1
OG0017209	g36929	XP_033134501.1
OG0017210	g38510	XP_009117354.2
OG0017211	g36944	XP_009140314.1
OG0017216	g50855	XP_009117432.1
OG0017217	g31543	XP_009148854.1
OG0017218	g31504	XP_009117933.1
OG0017219	g49879	XP_033129184.1
OG0017220	g31456	XP_018509500.1
OG0017222	g31412	XP_009110615.1
OG0017223	g31393	XP_009110635.1
OG0017224	g31319	XP_033129280.1
OG0017225	g31311	XP_009148466.1
OG0017228	g31273	XP_009118208.1
OG0017230	g49706	XP_009148288.1
OG0017231	g31225	XP_009148302.2
OG0017233	g27063	XP_009148173.1
OG0017234	g41115	XP_009122981.1
OG0017235	g31164	XP_009148171.1
OG0017237	g31160	XP_009148166.1
OG0017238	g5568	XP_009130979.2
OG0017239	g27028	XP_009148108.2
OG0017240	g49562	XP_009118977.1
OG0017241	g49544	XP_009118541.1
OG0017242	g30989	XP_009110998.1
OG0017243	g30961	XP_009111015.1
OG0017244	g30941	XP_009119132.1
OG0017245	g49495	XP_009129770.1
OG0017247	g49479	XP_009111069.1
OG0017248	g30881	XP_009119272.1
OG0017249	g26934	XP_009119304.1
OG0017250	g30852	XP_009119331.1
OG0017251	g30847	XP_009118674.1
OG0017252	g26912	XP_009118700.1
OG0017253	g30836	XP_009118696.2
OG0017255	g30838	XP_009118693.1
OG0017256	g23551	XP_009119360.1
OG0017258	g30810	XP_009111162.1
OG0017259	g26889	XP_009119640.1
OG0017261	g26865	XP_009119730.1
OG0017263	g49286	XP_009118860.1
OG0017264	g19281	XP_009119759.1
OG0017265	g5180	XP_009125986.2
OG0017266	g29305	XP_009125982.1
OG0017267	g5183	XP_009131414.1
OG0017268	g5185	XP_009121660.1
OG0017269	g5147	XP_009126022.2
OG0017270	g5146	XP_009126023.1
OG0017271	g5143	XP_009126025.1
OG0017272	g45691	XP_009121582.1
OG0017273	g5127	XP_009126042.1
OG0017274	g45722	XP_009121506.1
OG0017275	g5046	XP_009131538.1
OG0017277	g28992	XP_009107536.1
OG0017278	g4984	XP_009126201.1
OG0017279	g29011	XP_009121054.1
OG0017280	g18018	XP_009105375.1
OG0017281	g29076	XP_009131705.1
OG0017282	g41448	XP_033138811.1
OG0017283	g41447	XP_009131719.1
OG0017284	g4870	XP_009120901.1
OG0017285	g10151	XP_018508088.1
OG0017286	g4707	XP_009151226.1
OG0017287	g4732	XP_009151262.1
OG0017288	g4757	XP_009129804.2
OG0017289	g10189, g4662	XP_009111883.1
OG0017291	g10275	XP_009111834.1
OG0017292	g10254	XP_009151651.1
OG0017293	g5255	XP_009121739.1
OG0017294	g5259	XP_009131353.1
OG0017295	g29654	XP_009122300.1
OG0017296	g1533	XP_033136392.1
OG0017297	g27978	XP_033147046.1
OG0017298	g10297	XP_009151604.1
OG0017299	g29732	XP_009122141.1
OG0017302	g29743	XP_009130869.1
OG0017303	g5660	XP_033145072.1
OG0017305	g10067	XP_033129853.1
OG0017306	g600	XP_009151072.2
OG0017307	g31740	XP_009149244.1
OG0017308	g10026	XP_009151010.2
OG0017309	g10025	XP_009150998.1
OG0017310	g538	XP_009111627.1
OG0017311	g10011	XP_009150965.1
OG0017312	g533	XP_009150950.1
OG0017314	g512	XP_009150929.1
OG0017315	g9993	XP_009150924.1
OG0017316	g466	XP_009130124.1
OG0017317	g9954	XP_009136390.1
OG0017318	g428	XP_018512959.1
OG0017319	g39397	XP_009127047.1
OG0017320	g418	XP_009112092.1
OG0017321	g393	XP_009150112.1
OG0017322	g9881	XP_009112004.1
OG0017323	g18603	XP_009151320.1
OG0017324	g381	XP_009151329.1
OG0017325	g374, g46967	XP_009151336.1
OG0017327	g28721	XP_009132037.1
OG0017328	g28722	XP_009132046.1
OG0017329	g1189	XP_009120358.1
OG0017330	g52844, g52834	XP_009115812.1
OG0017331	g2511	XP_009115778.1
OG0017333	g2545	XP_009136558.1
OG0017334	g19354	XP_009115729.1
OG0017335	g2589	XP_009124324.3
OG0017336	g2596	XP_033139998.1
OG0017338	g2679	XP_009149785.1
OG0017339	g2684	XP_009150170.1
OG0017340	g2706	XP_009151364.1
OG0017341	g19468	XP_009150200.1
OG0017342	g19481	XP_009150922.1
OG0017343	g19490	XP_009150214.1
OG0017344	g19501	XP_033130008.1
OG0017345	g2770	XP_009149907.1
OG0017346	g19525	XP_009149948.1
OG0017347	g11419	XP_009150502.1
OG0017348	g19552	XP_009149974.2
OG0017349	g24566	XP_033129956.1
OG0017350	g2996	XP_009150086.1
OG0017351	g11462	XP_009150299.1
OG0017352	g19606	XP_033128015.1
OG0017353	g3292	XP_009117877.1
OG0017354	g11512	XP_009150291.1
OG0017355	g10309	XP_009151573.1
OG0017356	g44881	XP_009105328.1
OG0017357	g44882	XP_009105317.2
OG0017358	g5246	XP_009125945.1
OG0017360	g41605	XP_009105092.1
OG0017361	g44792	XP_009105434.1
OG0017362	g45779	XP_009105464.1
OG0017363	g44774	XP_009127708.1
OG0017364	g38487	XP_009140364.2
OG0017365	g43213	XP_009105490.1
OG0017366	g45801	XP_009105494.1
OG0017367	g44737	XP_033140913.1
OG0017368	g44693	XP_009104948.1
OG0017369	g44692	XP_018512283.1
OG0017370	g45878	XP_033130200.1
OG0017371	g45888	XP_009105764.1
OG0017372	g45901	XP_009127843.1
OG0017373	g45902	XP_009105775.1
OG0017374	g44651	XP_018508573.1
OG0017376	g13611	XP_009104595.1
OG0017377	g46365	XP_009106408.1
OG0017378	g46358	XP_018508661.2
OG0017379	g46350	XP_009128224.1
OG0017380	g46307	XP_009104639.1
OG0017381	g46305	XP_009104661.1
OG0017382	g44391	XP_033131987.1
OG0017384	g17972	XP_009106276.1
OG0017385	g46238	XP_033132108.1
OG0017386	g44433	XP_009128132.1
OG0017388	g44487	XP_009106156.2
OG0017390	g46137	XP_033131476.1
OG0017391	g648	XP_009120888.1
OG0017392	g44548	XP_009128024.1
OG0017393	g17926	XP_009112619.2
OG0017394	g44557	XP_009106033.1
OG0017395	g46084	XP_009104800.1
OG0017396	g44570	XP_033131770.1
OG0017398	g46046	XP_009104828.1
OG0017400	g46006	XP_009105916.1
OG0017401	g46459	XP_009106564.1
OG0017402	g44351	XP_009106594.1
OG0017403	g46502	XP_009106632.1
OG0017404	g44320	XP_009104528.1
OG0017407	g46543	XP_009128383.1
OG0017408	g46549	XP_018508812.2
OG0017411	g44271	XP_009104429.2
OG0017412	g44270	XP_009104428.1
OG0017414	g7269	XP_009124692.1
OG0017415	g13156	XP_009124720.2
OG0017416	g7248	XP_009135298.1
OG0017417	g7230	XP_009146477.1
OG0017420	g7152	XP_009146344.1
OG0017421	g7151	XP_009146342.1
OG0017422	g12154	XP_009116509.1
OG0017423	g7115	XP_009146284.1
OG0017424	g7114	XP_009135428.1
OG0017425	g7088	XP_009146257.1
OG0017427	g7021	XP_009146153.1
OG0017429	g6992	XP_009146059.1
OG0017431	g6875	XP_009112721.1
OG0017432	g6873	XP_009145891.1
OG0017433	g11979	XP_009145839.2
OG0017434	g6818	XP_009145818.1
OG0017438	g6777	XP_009111576.1
OG0017439	g11954	XP_009111556.2
OG0017440	g13392	XP_009135757.1
OG0017441	g11872	XP_009145491.1
OG0017443	g6659	XP_009135761.2
OG0017444	g6637	XP_009145467.1
OG0017445	g11819	XP_009108841.1
OG0017446	g28345	XP_018512716.1
OG0017449	g6512	XP_009106378.1
OG0017451	g13501, g11720	XP_009135901.2
OG0017452	g6441	XP_033144185.1
OG0017453	g11686	XP_009102454.1
OG0017454	g38323	XP_033146663.1
OG0017455	g13570	XP_009102372.1
OG0017456	g6332	XP_009130790.1
OG0017458	g13667	XP_033143093.1
OG0017459	g13587	XP_009102352.1
OG0017460	g6221	XP_033130786.1
OG0017461	g13678	XP_009123192.1
OG0017462	g6144	XP_009121236.1
OG0017463	g14201	XP_009136305.1, XP_033132102.1
OG0017464	g6108	XP_033130720.1
OG0017467	g13999	XP_009121078.1
OG0017468	g6004	XP_009150730.1
OG0017469	g13945	XP_009102219.1
OG0017470	g13803	XP_009102156.1
OG0017471	g5934	XP_009117507.1
OG0017472	g5914	XP_033130430.1
OG0017473	g5908	XP_009102038.1
OG0017474	g47666	XP_009109094.1
OG0017475	g47383	XP_009119394.1
OG0017476	g5932	XP_033144662.1
OG0017477	g5889	XP_018508780.1
OG0017478	g13836	XP_009117463.1
OG0017479	g13834	XP_009117460.1
OG0017480	g17980	XP_009143917.2
OG0017481	g54366	XP_018515489.1
OG0017482	g54310	XP_009106830.1
OG0017483	g36722	XP_009147499.1
OG0017484	g54332	XP_009103744.1
OG0017485	g36697	XP_009147524.1
OG0017486	g36695	XP_009106904.1
OG0017489	g36676	XP_009106953.1
OG0017490	g36661	XP_009144760.1
OG0017492	g36602	XP_018514819.2
OG0017493	g36580	XP_009147675.2
OG0017495	g54207	XP_009147821.1
OG0017497	g36432	XP_009107229.1
OG0017498	g28063	XP_009147866.1
OG0017499	g54109	XP_009107325.1
OG0017500	g36366	XP_009107331.1
OG0017501	g54101	XP_009147936.1
OG0017502	g54086	XP_009147952.1
OG0017503	g54085	XP_009147955.1
OG0017504	g28106	XP_009107364.1
OG0017505	g47150	XP_009146104.1
OG0017506	g17592	XP_009146327.1
OG0017508	g17638	XP_009146794.1
OG0017509	g17639	XP_033143186.1
OG0017510	g50539	XP_009109585.2
OG0017512	g51446	XP_009141468.1
OG0017515	g19223	XP_009115968.1
OG0017516	g11323	XP_033146758.1
OG0017517	g2388	XP_009148756.1
OG0017518	g19211	XP_009116001.1
OG0017519	g2335	XP_009139381.1
OG0017520	g19176	XP_033136981.1
OG0017521	g19175	XP_009139295.2
OG0017523	g2316	XP_009139269.1
OG0017524	g19152	XP_009139240.1
OG0017525	g19160	XP_009139254.1
OG0017526	g2299	XP_009116116.1
OG0017527	g2253	XP_009116190.1
OG0017528	g2238	XP_009116202.1
OG0017529	g11282	XP_018510487.1
OG0017530	g2216	XP_009116228.1
OG0017532	g19082	XP_009116243.1
OG0017533	g11276	XP_009116264.1
OG0017534	g2181	XP_009116285.1
OG0017535	g2183	XP_009116279.1
OG0017536	g2170	XP_009139122.1
OG0017537	g19030	XP_009116339.1
OG0017538	g2138	XP_009139090.1
OG0017539	g2088	XP_009104051.1
OG0017541	g18943	XP_009104164.1
OG0017542	g18921	XP_009116564.2
OG0017543	g11202	XP_009104180.1
OG0017544	g1958	XP_009104228.1
OG0017547	g19280	XP_009136648.1
OG0017548	g1891	XP_009116757.1, XP_033135733.1
OG0017549	g1890	XP_009116764.1
OG0017550	g1812	XP_009104351.1
OG0017551	g11155	XP_009116897.1
OG0017553	g1747	XP_009116932.1
OG0017555	g18702	XP_009116997.1
OG0017557	g54371	XP_009106812.1
OG0017558	g36586	XP_009147649.1
OG0017559	g54268	XP_009147671.1
OG0017560	g36502	XP_009147767.1
OG0017562	g24415	XP_009107866.1
OG0017564	g2747	XP_009150717.2
OG0017565	g2603	XP_033132875.1
OG0017566	g2413	XP_009139466.1
OG0017567	g2423	XP_009136659.1
OG0017568	g2468	XP_009115839.2
OG0017572	g11299	XP_009116124.1
OG0017573	g19154	XP_009116128.1
OG0017574	g2286	XP_009139234.1
OG0017575	g11279	XP_009139192.1
OG0017576	g19072	XP_009116266.1
OG0017577	g19052	XP_009116294.1
OG0017579	g18947	XP_009104150.1
OG0017580	g18756	XP_009138686.1
OG0017581	g9621	XP_009112275.1
OG0017582	g11104	XP_009123620.1, XP_009123618.2
OG0017583	g18679	XP_033131768.1
OG0017584	g10837	XP_009101383.1
OG0017586	g40407	XP_009134270.2
OG0017589	g51546	XP_009133044.1
OG0017590	g37270	XP_033147247.1
OG0017592	g51824	XP_009143276.1
OG0017593	g37380	XP_009142727.1
OG0017596	g37423	XP_009142798.1
OG0017597	g38194	XP_009133548.1
OG0017598	g37715	XP_018514804.1
OG0017599	g46503	XP_009106633.2
OG0017600	g46392	XP_009106428.1
OG0017602	g44488	XP_033131378.1
OG0017603	g23606	XP_009137685.1
OG0017604	g44585	XP_009127962.1
OG0017605	g23579	XP_009144161.1
OG0017606	g23577	XP_009144191.1
OG0017607	g16991	XP_009128059.1
OG0017611	g23192	XP_009138178.1
OG0017612	g18214	XP_009138307.1
OG0017613	g28917	XP_033142623.1
OG0017614	g26869	XP_009118827.1
OG0017616	g49438	XP_009118680.1
OG0017617	g30947	XP_009111041.1
OG0017618	g31026	XP_033137784.1
OG0017619	g31033	XP_009118470.1
OG0017620	g49608	XP_009148076.1
OG0017621	g49616	XP_009148085.1
OG0017623	g31502	XP_009117934.1
OG0017624	g31521	XP_009148726.1
OG0017625	g31599	XP_009148934.1
OG0017627	g50098	XP_033128820.1
OG0017628	g50245	XP_018514568.1
OG0017630	g45903	XP_009105777.1
OG0017631	g44696, g45862	XP_009127807.1
OG0017632	g44709	XP_009105671.2
OG0017633	g45803	XP_009104998.1
OG0017634	g44778	XP_009105458.1
OG0017635	g41564	XP_033139609.1
OG0017637	g1709	XP_009113378.2
OG0017638	g41001	XP_009113185.1
OG0017639	g40902	XP_009113074.1
OG0017640	g46954, g41397	XP_033145722.1
OG0017642	g13817	XP_009101571.1
OG0017643	g6138	XP_033143089.1
OG0017644	g24006	XP_009134834.1
