Orthogroup	Cochlearia_excelsa	Odontarrhena_muralis
OG0013479	g37644	Om008G321250
OG0013480	g37638	Om008G321350
OG0013481	g52290, g37636	Om008G321380
OG0013482	g52285	Om008G321500
OG0013483	g37631	Om008G321520
OG0013484	g52262	Om008G321870
OG0013485	g52222	Om008G322300
OG0013486	g38238	Om008G323060
OG0013487	g1929	Om003G124820
OG0013488	g52186	Om008G323150
OG0013489	g37559, g52181	Om008G323200
OG0013490	g38234, g37553	Om008G323320
OG0013491	g52164	Om008G323430
OG0013492	g37545	Om008G323450
OG0013493	g38229	Om008G323630
OG0013494	g52152	Om008G324060
OG0013496	g38221	Om008G324660
OG0013497	g37506	Om008G325050
OG0013498	g38211	Om005G222040, Om008G325220
OG0013499	g37495	Om008G325400
OG0013500	g52113	Om008G325450
OG0013501	g37482	Om008G325770
OG0013502	g38200	Om008G325850
OG0013503	g38198, g37475	Om008G325960
OG0013504	g52078	Om008G326280
OG0013505	g18952	Om003G122220
OG0013506	g52030	Om008G327030
OG0013507	g52041	Om008G326940
OG0013508	g37401	Om008G327330
OG0013510	g5824	Om004G176660, Om003G101720
OG0013511	g45291	Om004G176590
OG0013512	g45300	Om004G176370
OG0013513	g5804	Om004G176220
OG0013514	g5801	Om004G176170
OG0013515	g45309	Om004G175770
OG0013516	g45311	Om004G175830
OG0013517	g5794	Om004G175940
OG0013518	g29858	Om004G175980
OG0013519	g29854	Om004G175510
OG0013520	g45342	Om004G175160
OG0013521	g5775	Om004G175170
OG0013522	g5731	Om004G174320
OG0013524	g5723	Om004G174160
OG0013525	g5719, g29833	Om004G174050
OG0013526	g45365	Om004G174040, Om002G087820
OG0013527	g29826	Om004G173840
OG0013529	g29806, g45378	Om004G173520
OG0013530	g5708	Om004G173500
OG0013531	g5702	Om004G173300
OG0013532	g45391	Om004G173220
OG0013533	g45393	Om004G173200
OG0013534	g5697	Om004G173180
OG0013535	g45394	Om004G173120
OG0013536	g29799	Om004G173110
OG0013537	g688	Om006G241680
OG0013539	g655	Om006G241200
OG0013540	g722	Om006G242300
OG0013541	g723	Om006G242310
OG0013542	g28907	Om006G242870
OG0013543	g28895	Om006G243240
OG0013544	g769	Om006G243330
OG0013545	g41364	Om006G243350
OG0013546	g777	Om001G027900, Om006G243450
OG0013547	g28859	Om006G244280
OG0013548	g28858	Om006G244290
OG0013549	g28855	Om006G244340
OG0013550	g28844, g9693	Om006G244480
OG0013551	g28843	Om006G244580
OG0013552	g28842	Om006G244610
OG0013553	g28830	Om006G244730
OG0013554	g28824	Om006G244840
OG0013555	g41314	Om006G245370
OG0013556	g39232	Om006G246060
OG0013557	g39234	Om006G246190
OG0013558	g1270, g39237	Om006G246230
OG0013559	g27645	Om007G288250
OG0013560	g19521	Om006G266220
OG0013561	g313	Om006G234480
OG0013562	g307	Om006G234360
OG0013563	g9811	Om006G234110
OG0013564	g281, g41951	Om006G233980
OG0013565	g9801	Om006G233810
OG0013566	g9792	Om006G233560
OG0013567	g257	Om006G233500
OG0013568	g9786	Om004G163560
OG0013568	g252	Om006G233380
OG0013569	g9780	Om006G233290
OG0013570	g9777	Om006G233230
OG0013571	g2754	Om006G233200
OG0013572	g9765	Om006G233100
OG0013573	g9764	Om006G233040
OG0013574	g231	Om006G232970
OG0013575	g227	Om006G232890
OG0013576	g218	Om006G232830
OG0013577	g13765	Om002G085750
OG0013578	g207	Om006G232650
OG0013580	g187	Om006G232280
OG0013581	g167	Om006G232070
OG0013582	g9713	Om006G231740
OG0013583	g133	Om006G231420
OG0013585	g130	Om006G231320
OG0013586	g9691	Om006G231230
OG0013587	g116	Om006G231100
OG0013588	g105	Om006G230960
OG0013589	g103	Om006G230920
OG0013590	g100	Om006G230890
OG0013591	g18675, g84	Om006G230730
OG0013592	g9670	Om006G230640
OG0013593	g75	Om006G230540
OG0013594	g9665	Om006G230470
OG0013595	g68	Om006G230440, Om006G230450
OG0013596	g9664	Om006G230420
OG0013597	g60	Om006G230270
OG0013599	g9646	Om006G230030
OG0013600	g9640	Om006G229880
OG0013601	g9637	Om006G229780
OG0013605	g19627	Om006G229150
OG0013606	g12	Om006G229120
OG0013607	g19622	Om006G229050
OG0013609	g25343	Om004G157170
OG0013610	g25345	Om004G157190
OG0013612	g25374	Om004G157910
OG0013613	g25366	Om004G157680
OG0013614	g25355	Om004G157460
OG0013615	g25353, g45276	Om004G157430
OG0013616	g25352	Om004G157420
OG0013617	g39473	Om004G158230
OG0013618	g39469	Om004G158320
OG0013619	g25401	Om004G158330
OG0013620	g25403	Om004G158420
OG0013621	g25405	Om004G158470
OG0013622	g39490	Om004G158590
OG0013623	g25424	Om004G158890
OG0013624	g25426	Om004G158930
OG0013625	g39526	Om004G159090
OG0013626	g39524	Om004G159070
OG0013627	g25437	Om004G159130
OG0013628	g25443	Om004G159210
OG0013629	g25444	Om004G159220
OG0013630	g25450	Om004G159290
OG0013631	g49386	Om005G179510
OG0013633	g39600	Om004G160160
OG0013634	g39619	Om004G160420
OG0013635	g39615	Om004G160410
OG0013636	g39613	Om004G160390
OG0013637	g39623	Om004G160510
OG0013638	g39626, g25492	Om004G160540
OG0013639	g39632	Om004G160630
OG0013640	g25508	Om004G160830
OG0013641	g25509	Om007G302160
OG0013642	g39644	Om007G302300
OG0013644	g25518	Om007G302730
OG0013645	g11064	Om007G292960
OG0013646	g39685	Om007G277360
OG0013647	g11080, g39687	Om007G277380
OG0013648	g39694	Om007G277490
OG0013649	g39711	Om007G277720
OG0013650	g11103	Om007G277870
OG0013651	g39726	Om007G278000
OG0013652	g39731	Om007G278080
OG0013653	g51332	Om007G278600
OG0013654	g39753	Om007G278530
OG0013655	g39751	Om007G278470
OG0013656	g51338	Om007G278450
OG0013657	g39791	Om007G279300, Om001G013670
OG0013658	g39765	Om007G278800
OG0013659	g37928	Om007G279480
OG0013660	g39797	Om007G279380
OG0013661	g39811	Om007G279650
OG0013662	g51293	Om007G279660
OG0013663	g51283	Om007G279830
OG0013664	g51279	Om007G279880
OG0013665	g39823	Om007G279930
OG0013666	g51273	Om007G279970
OG0013667	g37912	Om007G280130
OG0013669	g39860	Om007G280800
OG0013670	g39872	Om007G280940
OG0013671	g39883	Om007G281100
OG0013672	g39888	Om007G281160
OG0013673	g37901	Om007G281220
OG0013674	g39894	Om007G281250
OG0013675	g39901	Om007G281340
OG0013676	g37898	Om007G281710
OG0013677	g37896	Om003G113800, Om007G281750
OG0013678	g1305	Om005G177950, Om007G299360
OG0013680	g51177	Om007G282300
OG0013681	g39968	Om007G282340
OG0013682	g51121	Om007G282990
OG0013683	g51107	Om007G283200
OG0013684	g18357	Om001G041630
OG0013685	g40039	Om007G283710
OG0013686	g40056	Om007G283810
OG0013687	g53400	Om007G284060
OG0013688	g40073	Om007G284110
OG0013689	g40077	Om007G284200
OG0013690	g53440, g40079	Om007G284230
OG0013691	g40092	Om007G284480
OG0013692	g40146	Om007G285210
OG0013693	g40142	Om007G285140
OG0013694	g40124, g36775	Om007G284860
OG0013695	g40117	Om007G284800
OG0013696	g40161	Om007G285360
OG0013697	g40162	Om007G285370
OG0013698	g40177	Om007G285440
OG0013699	g40186	Om007G285480
OG0013700	g40199	Om007G285550
OG0013701	g40201	Om007G285580
OG0013702	g38263	Om004G149280
OG0013703	g37176	Om007G296310
OG0013704	g38264	Om005G190580
OG0013705	g14624, g38271	Om008G327630
OG0013706	g36799	Om006G243410
OG0013707	g38284	Om004G151150
OG0013708	g36813	Om007G282160
OG0013709	g7799	Om002G045650
OG0013710	g38295	Om007G301800
OG0013711	g38302	Om005G190390
OG0013712	g38305	Om004G150330
OG0013713	g53220	Om004G150690
OG0013714	g38318	Om004G150500
OG0013715	g23627	Om001G020740
OG0013716	g17108	Om001G019390
OG0013717	g12734	Om002G042830
OG0013719	g7947	Om002G042330
OG0013721	g7950	Om002G042280, Om002G042290
OG0013722	g7953	Om002G042210
OG0013723	g1748	Om004G177370
OG0013725	g5863	Om004G177210
OG0013726	g5859	Om004G177120
OG0013727	g39354	Om003G118490
OG0013728	g995	Om003G116900
OG0013729	g7911	Om002G043220
OG0013730	g12742	Om002G043240
OG0013731	g7892, g36219	Om002G043510
OG0013732	g7883	Om002G043580
OG0013734	g10285	Om007G307870
OG0013735	g7861	Om002G044030
OG0013737	g12766, g12654	Om002G044670
OG0013738	g12650	Om002G044730
OG0013739	g7828	Om002G044800
OG0013740	g47624	Om001G026140
OG0013741	g12624	Om002G045090
OG0013742	g12788	Om002G045260
OG0013743	g12791	Om002G045340
OG0013744	g12793	Om002G045360
OG0013745	g7804	Om002G045520
OG0013746	g7803	Om002G045540
OG0013747	g12797	Om002G045850, Om003G100000
OG0013748	g12609, g7767, g7776	Om002G046210
OG0013749	g7771	Om002G045990
OG0013750	g12598	Om002G046280
OG0013751	g12597	Om002G046300
OG0013752	g12595	Om002G046370
OG0013753	g7747	Om002G046420
OG0013754	g7741	Om002G046620
OG0013755	g7737	Om002G046700
OG0013756	g12578	Om002G046850
OG0013757	g7723	Om002G046970
OG0013758	g12564	Om002G047260
OG0013759	g12859	Om002G047460
OG0013760	g7712	Om002G047310
OG0013761	g12536	Om002G047910
OG0013762	g12531	Om002G048050
OG0013763	g12515	Om002G048270
OG0013764	g7681	Om002G048290
OG0013765	g12499	Om002G048650
OG0013767	g7645	Om002G049100
OG0013768	g7632	Om002G049330
OG0013770	g7627	Om002G049450
OG0013771	g12451	Om002G049850
OG0013772	g12968	Om002G050110
OG0013774	g7571	Om002G050510
OG0013775	g7569	Om002G050530
OG0013776	g7553	Om002G050820
OG0013777	g7550	Om002G050890
OG0013778	g7541, g12414	Om002G051100
OG0013779	g13007	Om002G051340
OG0013780	g37357	Om008G329950
OG0013782	g51856	Om008G330620
OG0013783	g19060	Om006G251300
OG0013784	g51835	Om008G331260
OG0013785	g37329	Om008G331420
OG0013786	g51788	Om008G331530
OG0013787	g51786	Om008G331720
OG0013788	g51780	Om008G331760
OG0013789	g38123	Om008G332180
OG0013790	g51757, g37310	Om008G332450
OG0013791	g37309	Om008G332460
OG0013793	g37829	Om008G332590
OG0013794	g37305	Om008G332800
OG0013795	g51740	Om008G333010
OG0013796	g51736	Om008G333250
OG0013797	g51561	Om008G337800
OG0013798	g51575	Om008G337410
OG0013799	g38042	Om008G336970
OG0013800	g51600	Om008G336800
OG0013801	g51602	Om008G336660
OG0013802	g51607	Om008G336540
OG0013803	g38051	Om008G336470
OG0013804	g51618	Om008G336370
OG0013805	g51621	Om008G336260
OG0013806	g37204	Om008G335860
OG0013807	g37223	Om008G335390
OG0013808	g51650	Om008G335360
OG0013809	g38080	Om008G335200
OG0013810	g37242	Om008G334570
OG0013811	g37241	Om008G334580
OG0013812	g38087	Om008G334610
OG0013813	g25300	Om003G105810, Om007G296240
OG0013814	g37141	Om008G338130
OG0013816	g31584	Om005G195910
OG0013817	g31643	Om005G197190
OG0013819	g31655	Om005G197510
OG0013820	g49978	Om005G197580
OG0013821	g31660	Om005G197680
OG0013822	g31668	Om005G197780
OG0013824	g27365	Om005G198280
OG0013825	g49997, g31694	Om005G198430
OG0013826	g31695	Om005G198440, Om006G262520
OG0013828	g31704	Om005G198670
OG0013829	g31727	Om005G199170
OG0013830	g50018	Om005G199410
OG0013831	g50036	Om005G199820
OG0013832	g31750	Om005G199610
OG0013833	g50027	Om005G199530
OG0013834	g31743	Om005G199500
OG0013835	g50040	Om005G200000
OG0013836	g27413	Om005G200330
OG0013838	g50068	Om005G201000
OG0013839	g50069, g27429	Om005G201040
OG0013840	g31830	Om005G201180
OG0013841	g50072	Om005G201210
OG0013842	g27432	Om005G201350
OG0013843	g31865	Om005G201550
OG0013844	g50093	Om005G201580
OG0013845	g50099, g27442	Om005G201850
OG0013846	g27443	Om005G201930
OG0013847	g31896	Om005G202160
OG0013848	g50142	Om005G202600
OG0013849	g50153	Om005G202930
OG0013850	g27480	Om005G203140
OG0013851	g31986	Om005G203580
OG0013852	g50190	Om005G203680
OG0013853	g50191	Om005G203690
OG0013854	g50200	Om005G203870, Om005G203880
OG0013855	g50203, g31998	Om005G203920
OG0013856	g50207	Om005G204030
OG0013857	g27494	Om005G204150
OG0013858	g27511	Om005G204500
OG0013860	g50252	Om005G205260
OG0013861	g27533	Om005G205280
OG0013862	g50253, g27534	Om005G205320
OG0013863	g50294	Om004G143740
OG0013864	g32080	Om004G144620
OG0013865	g50314	Om004G144630
OG0013866	g50334	Om004G145070
OG0013867	g32140	Om004G145370
OG0013868	g27583	Om004G145380
OG0013869	g50345	Om004G145400
OG0013870	g32150	Om002G084460
OG0013871	g32158	Om004G146190
OG0013872	g32181	Om004G146690
OG0013873	g32183	Om004G146710
OG0013874	g50374	Om005G189130
OG0013875	g27617, g32246	Om004G147760
OG0013876	g41653	Om005G212230
OG0013877	g32259	Om004G148180
OG0013878	g50405	Om004G148270
OG0013879	g36169	Om004G148520
OG0013880	g47508	Om003G096840
OG0013882	g17198, g47517	Om007G285630
OG0013883	g47518	Om007G285650
OG0013884	g17189	Om007G285780
OG0013886	g23789	Om007G286040
OG0013887	g17179	Om007G286070
OG0013888	g23252	Om001G029570
OG0013889	g51037	Om004G151730
OG0013890	g38342	Om004G151570
OG0013891	g38341	Om004G151580
OG0013892	g38347	Om004G151380
OG0013893	g47836	Om001G030390
OG0013894	g51033	Om004G151450
OG0013895	g38349	Om004G151460
OG0013897	g51029	Om004G152370, Om004G154520
OG0013898	g36878	Om001G001490
OG0013899	g38338	Om004G151640
OG0013900	g38424	Om005G203740
OG0013901	g36916	Om004G154400
OG0013902	g46250	Om004G137020
OG0013903	g44412	Om004G137010
OG0013904	g38479	Om004G154180
OG0013905	g38488	Om004G153830
OG0013906	g38504	Om004G153670
OG0013907	g36942	Om004G153530
OG0013908	g50887, g38511	Om004G153510
OG0013909	g38514	Om004G153470
OG0013913	g50850	Om004G156490
OG0013914	g38556	Om004G156690
OG0013915	g31579	Om005G195860
OG0013916	g31545	Om005G195150
OG0013917	g31544, g49917	Om005G195140
OG0013918	g31534	Om005G194800
OG0013919	g27265	Om005G194460
OG0013920	g31507	Om005G194250
OG0013922	g27248	Om005G194950, Om005G193730
OG0013923	g49884, g27245	Om005G193670
OG0013924	g31474	Om005G193500
OG0013925	g31460	Om005G193350
OG0013926	g31448	Om005G193010
OG0013927	g49860	Om005G192580
OG0013928	g27194	Om005G192240
OG0013929	g31401	Om005G192220
OG0013930	g49798, g27181	Om005G191290
OG0013932	g49788	Om005G191120
OG0013933	g31333	Om005G190920
OG0013934	g31330	Om005G190860
OG0013935	g31299	Om005G189880
OG0013936	g49761	Om005G189790
OG0013937	g31277, g27129	Om005G189490
OG0013938	g13565	Om002G077060
OG0013939	g11647	Om002G077070
OG0013940	g4728	Om002G063450
OG0013941	g31223	Om005G188220
OG0013942	g49709	Om005G188270
OG0013943	g31202	Om005G187850
OG0013944	g27087	Om005G187740
OG0013945	g31183	Om005G187570
OG0013946	g27076	Om005G187530
OG0013947	g27075	Om005G187480, Om006G262950
OG0013948	g27072, g49635	Om005G187430
OG0013949	g31176	Om005G187360
OG0013950	g49664, g27033	Om005G186680, Om006G261420
OG0013951	g49673	Om005G186550
OG0013952	g49678	Om005G186480
OG0013953	g31119	Om005G186390
OG0013954	g26331, g26323, g26328, g46959	Om003G120970
OG0013955	g31083	Om005G185700
OG0013956	g31066	Om005G185200, Om005G185210
OG0013957	g27008	Om005G185110
OG0013958	g31052	Om005G184840, Om005G184830
OG0013959	g26995	Om005G184620
OG0013960	g31041	Om005G184530
OG0013961	g31040	Om005G184520
OG0013962	g31019	Om005G184210
OG0013963	g30999	Om005G183910
OG0013964	g49541	Om005G183730
OG0013965	g30980, g30970	Om006G267640, Om005G183590
OG0013966	g30953	Om005G183200
OG0013967	g30945	Om005G183060
OG0013968	g49505	Om005G182970
OG0013969	g26956	Om005G182640
OG0013970	g49484	Om005G182280
OG0013971	g30894	Om005G182120
OG0013972	g30898	Om005G182050
OG0013973	g30855	Om005G181870
OG0013974	g49455	Om005G181610
OG0013975	g26931	Om005G181370
OG0013978	g30826	Om005G180370
OG0013979	g49406	Om005G180060
OG0013980	g30808	Om005G179910
OG0013981	g26902	Om005G179870
OG0013982	g49383, g26895	Om005G179450
OG0013983	g26881	Om005G179040
OG0013984	g26879	Om005G178900
OG0013985	g30763	Om005G178740
OG0013986	g30760	Om005G178720
OG0013987	g30759	Om005G178690
OG0013988	g49343	Om005G178650, Om005G178660
OG0013989	g49333	Om005G178590
OG0013990	g30738, g49316	Om005G178320
OG0013991	g26872	Om005G178380
OG0013992	g30735	Om005G178190
OG0013993	g49300	Om005G177940
OG0013994	g49299	Om005G177910
OG0013995	g38176	Om004G172260
OG0013996	g26861	Om005G177860
OG0013997	g44478	Om005G177640
OG0013998	g49274	Om005G177560
OG0013999	g5228	Om007G301940
OG0014000	g45662	Om004G156800, Om007G301090
OG0014001	g4883	Om007G294910
OG0014002	g29307	Om007G301300
OG0014003	g29310	Om007G301330
OG0014004	g45636	Om007G301770
OG0014005	g29286	Om007G300820
OG0014006	g29243	Om007G299780
OG0014007	g5090	Om007G299460
OG0014009	g5088	Om007G299430
OG0014010	g29222	Om007G299350
OG0014011	g29219	Om007G299310
OG0014012	g45712	Om007G299130
OG0014013	g29214	Om007G299110, Om007G299080
OG0014014	g5065	Om007G298900
OG0014016	g29199	Om007G298700
OG0014017	g29191	Om002G044170
OG0014018	g29177	Om007G297910
OG0014019	g29169	Om007G297810
OG0014020	g5007	Om007G297500
OG0014021	g29146	Om007G297380
OG0014022	g4997	Om007G297300
OG0014023	g29134	Om007G297100
OG0014024	g29135	Om007G297110
OG0014025	g4986	Om007G296750
OG0014026	g41481	Om007G296110
OG0014027	g46326	Om004G135130
OG0014028	g29035	Om007G296070
OG0014029	g41473	Om007G295850
OG0014030	g4915	Om007G295730
OG0014031	g29059	Om007G295620, Om007G295660
OG0014032	g4907	Om007G295370
OG0014033	g4899	Om007G295030
OG0014034	g29097	Om007G294850
OG0014035	g29107	Om007G294710
OG0014036	g10109	Om007G294400
OG0014037	g4837	Om007G294340
OG0014038	g10116	Om007G294320
OG0014039	g4832	Om007G294300
OG0014040	g4824	Om007G294270
OG0014041	g4805	Om007G294190, Om007G286360
OG0014042	g11101	Om007G277820
OG0014043	g18515	Om007G293760
OG0014045	g4727	Om008G332490
OG0014046	g4452	Om001G001420
OG0014047	g10229	Om007G305610
OG0014048	g10222	Om005G196430
OG0014049	g18499	Om009G363020, Om007G305890
OG0014050	g10276	Om007G308120
OG0014051	g1644	Om007G306230
OG0014052	g5264	Om004G161300
OG0014053	g45463	Om004G169730, Om004G169830
OG0014054	g29648	Om002G079320, Om004G169540
OG0014055	g5578	Om004G169650
OG0014056	g29280	Om007G300770, Om004G129740
OG0014057	g45457	Om004G170010
OG0014058	g29665	Om004G170040
OG0014059	g45456	Om004G170090
OG0014060	g29672	Om004G170160
OG0014061	g10299	Om007G313470, Om007G313510
OG0014062	g5609	Om004G170560
OG0014063	g5612	Om004G170640
OG0014064	g29698	Om004G170810
OG0014065	g29703	Om004G170970
OG0014067	g45437	Om004G171110
OG0014068	g29711	Om004G171190
OG0014069	g5630	Om004G171280
OG0014070	g29723	Om004G171480
OG0014071	g5636	Om004G171510
OG0014072	g29733	Om004G171850
OG0014073	g29736	Om004G171900
OG0014074	g29765	Om004G172460
OG0014075	g29763	Om004G172440
OG0014076	g5659	Om004G172380
OG0014078	g25857, g29774	Om006G230560, Om004G172560
OG0014079	g5676	Om004G172600
OG0014080	g29779, g45407	Om004G172630
OG0014081	g29783	Om004G172670
OG0014082	g29786	Om004G172730
OG0014083	g5692	Om004G173000
OG0014084	g10093, g624	Om006G240700
OG0014085	g606	Om006G240350
OG0014086	g10066	Om006G240360
OG0014087	g18562, g10057	Om006G240040
OG0014088	g10005	Om006G238940
OG0014089	g542	Om006G239020
OG0014090	g10012	Om006G239040
OG0014091	g10001	Om006G238910
OG0014092	g526	Om006G238850
OG0014093	g509	Om006G238510
OG0014094	g9988	Om006G238260
OG0014095	g13534	Om002G075990
OG0014096	g9951	Om006G237490
OG0014097	g457	Om006G237470
OG0014098	g9927	Om006G237170
OG0014099	g9898	Om006G236650
OG0014100	g419	Om006G236590
OG0014101	g9885	Om006G236330
OG0014102	g23572, g47658	Om001G022160
OG0014103	g383	Om006G236000
OG0014104	g9871	Om006G235870
OG0014105	g364	Om006G235610
OG0014106	g341	Om006G235150
OG0014107	g337	Om006G235060
OG0014108	g335	Om006G235030
OG0014109	g333	Om006G234970
OG0014111	g322, g9831	Om006G234720
OG0014112	g321, g9830	Om006G234710
OG0014113	g28716	Om006G247380
OG0014114	g1204	Om006G247530
OG0014115	g1165	Om006G247830
OG0014116	g19309	Om006G257250
OG0014117	g2474	Om006G257310
OG0014118	g19315	Om006G257390
OG0014119	g2485	Om006G257440
OG0014120	g2507	Om006G257730
OG0014121	g2525	Om006G258140
OG0014123	g18254	Om004G146820
OG0014124	g2565	Om006G258600
OG0014125	g2581	Om006G258740
OG0014126	g19382	Om006G259600
OG0014127	g19385, g2605	Om006G259710
OG0014128	g19391	Om006G259960
OG0014129	g2627	Om006G260340
OG0014130	g19407	Om006G260410
OG0014131	g11386	Om006G260830
OG0014132	g2645	Om006G260910
OG0014133	g11387	Om006G261650
OG0014134	g2705	Om006G261880
OG0014135	g2725	Om006G262910, Om006G263040
OG0014136	g2728	Om006G263080
OG0014138	g25747	Om003G098700
OG0014139	g19499	Om003G102000
OG0014140	g2736	Om006G263960
OG0014141	g2773	Om006G265710
OG0014142	g2781	Om008G333460
OG0014143	g2782, g2784	Om006G265790
OG0014144	g2809	Om006G266340
OG0014145	g11410	Om006G266440
OG0014146	g11431	Om006G266880
OG0014147	g2879	Om006G267150
OG0014148	g19566	Om006G267200
OG0014149	g46090	Om004G140570
OG0014150	g19581	Om006G267560
OG0014151	g19582	Om004G166230, Om006G268130
OG0014152	g2945	Om006G268040
OG0014153	g2991	Om006G267800
OG0014155	g3008	Om006G267780
OG0014156	g3015	Om007G278550
OG0014157	g19600	Om006G268850
OG0014158	g11470	Om006G268740
OG0014159	g3411	Om006G268730
OG0014160	g3412	Om006G268720
OG0014161	g19612	Om006G268700
OG0014162	g52271	Om002G080520, Om008G321760
OG0014163	g25943	Om003G107180
OG0014164	g36740	Om006G249270
OG0014165	g41651	Om005G212180
OG0014166	g44895	Om005G212280
OG0014167	g41616	Om005G211870
OG0014168	g40870	Om005G225400
OG0014169	g44871	Om005G211720
OG0014170	g41588, g41586	Om005G211700
OG0014171	g45755, g41504	Om005G210620
OG0014172	g44819	Om005G210510
OG0014173	g44293	Om003G095700
OG0014174	g45784	Om005G209610
OG0014175	g45790	Om005G209520
OG0014176	g45793	Om005G209460
OG0014177	g45795	Om005G209440
OG0014178	g44754	Om005G209240
OG0014179	g18015	Om005G208490
OG0014180	g45848	Om005G207860
OG0014181	g45869	Om005G207410, Om003G110740
OG0014182	g45871	Om005G207350
OG0014183	g45905	Om005G206690
OG0014184	g44661	Om005G206590
OG0014185	g45916	Om005G206500
OG0014186	g3816, g45923, g3817	Om005G206350
OG0014187	g45928	Om005G206300
OG0014188	g44639	Om005G206040
OG0014189	g44630	Om005G205870
OG0014190	g45992	Om005G205860
OG0014191	g45974	Om004G143240
OG0014192	g44621	Om004G143230
OG0014193	g46428	Om004G133630
OG0014194	g17960	Om004G134350
OG0014195	g13614	Om004G134420
OG0014196	g46372	Om004G134570
OG0014197	g46340	Om004G134960
OG0014198	g46337	Om004G135000
OG0014199	g13618	Om004G135200
OG0014200	g46306	Om004G135240
OG0014201	g44374	Om004G135390
OG0014202	g46319	Om004G135650
OG0014203	g46288	Om004G135880
OG0014204	g44401	Om004G136260
OG0014205	g44415	Om004G136970
OG0014207	g46246	Om004G136900
OG0014208	g44419, g46239	Om004G137070
OG0014209	g46231	Om004G137370
OG0014210	g46215	Om004G138320
OG0014211	g46193	Om004G137920
OG0014212	g44469	Om004G137910
OG0014213	g44480	Om004G138460
OG0014215	g46173	Om004G138640
OG0014216	g44503	Om004G138950
OG0014217	g44511	Om004G139080
OG0014218	g44521	Om004G139500
OG0014219	g44530	Om004G139570
OG0014220	g44535	Om004G139660
OG0014221	g46131	Om004G139760
OG0014222	g46128, g44543	Om004G139940
OG0014223	g46125	Om004G139970
OG0014224	g46110	Om006G260560, Om004G140200
OG0014225	g46108	Om004G140240, Om006G260510
OG0014226	g46102	Om004G140350
OG0014227	g46100	Om004G140410
OG0014228	g46097	Om004G140450
OG0014229	g46092	Om004G140550
OG0014230	g44560	Om004G140710
OG0014231	g44567	Om004G141110
OG0014232	g46055	Om004G141680
OG0014233	g46049	Om004G141770
OG0014235	g46017	Om004G142180
OG0014236	g46009	Om004G142360
OG0014237	g46007	Om004G142400
OG0014238	g27372	Om005G198720
OG0014239	g45998	Om004G142530
OG0014240	g44604	Om004G142540
OG0014241	g44607	Om004G142610
OG0014242	g44614	Om004G142820
OG0014243	g36056, g46490, g22310	Om004G132410
OG0014244	g46494	Om004G132290
OG0014245	g44338	Om004G132180
OG0014246	g46504	Om004G132110
OG0014248	g46519	Om004G131870
OG0014249	g46518	Om004G131860
OG0014250	g44323	Om004G131740
OG0014251	g25757	Om004G131720
OG0014252	g44300	Om004G131180
OG0014254	g46583	Om004G130380
OG0014255	g44285	Om004G130350
OG0014256	g46587	Om004G130290
OG0014257	g46588	Om004G130280
OG0014258	g46591	Om004G130230
OG0014259	g46602	Om004G129880
OG0014260	g46606	Om004G129770
OG0014262	g46609	Om004G129680
OG0014263	g44266	Om004G129550
OG0014264	g14654, g17996	Om004G129570
OG0014265	g7291	Om002G056460
OG0014266	g12257	Om002G056830
OG0014267	g13161	Om002G057220
OG0014268	g13202	Om002G058390
OG0014269	g7207	Om002G058410
OG0014270	g908	Om003G114590
OG0014271	g12204	Om002G058690
OG0014272	g12203	Om002G058720
OG0014273	g7191	Om002G058790
OG0014274	g7150	Om002G059590
OG0014275	g7137	Om002G060010
OG0014276	g7136	Om002G060040
OG0014277	g19161	Om002G060090
OG0014278	g12147	Om002G060330
OG0014279	g7102	Om002G060510
OG0014280	g7066	Om002G061170
OG0014281	g7065	Om002G061230
OG0014282	g12105	Om002G061620
OG0014283	g26001	Om002G043330
OG0014284	g13251	Om002G061870
OG0014285	g7044	Om002G061890
OG0014286	g7016	Om002G062390
OG0014287	g13263	Om002G062760
OG0014288	g12072	Om002G063170
OG0014289	g6983	Om002G063490
OG0014290	g13277	Om002G063710
OG0014291	g13280	Om002G063800
OG0014292	g6929	Om002G064240
OG0014293	g13292	Om002G064310
OG0014294	g6917	Om002G064570
OG0014295	g12021	Om002G064790
OG0014296	g6890	Om002G065140
OG0014297	g40035	Om007G283630
OG0014298	g12006	Om002G065530
OG0014300	g11990	Om002G065900
OG0014301	g11983	Om002G066090
OG0014303	g11970	Om002G066550
OG0014304	g6820	Om002G066560
OG0014305	g6819	Om002G066570
OG0014306	g54151	Om003G097830
OG0014307	g11957	Om002G066800
OG0014308	g6800	Om002G066820
OG0014309	g54154	Om003G097670
OG0014310	g11952	Om002G067210
OG0014311	g6771	Om002G067300
OG0014312	g11946	Om002G067340
OG0014313	g11924	Om002G067960
OG0014314	g6747	Om002G067970
OG0014316	g11913, g25078	Om002G068290
OG0014317	g11912	Om002G068300
OG0014318	g11909	Om002G068320
OG0014319	g11897	Om002G068650
OG0014320	g11893	Om002G068750
OG0014321	g11891	Om002G068830
OG0014322	g6699	Om002G068850
OG0014324	g6674	Om002G069450
OG0014325	g13388	Om002G069430
OG0014326	g13384	Om002G069350
OG0014327	g6678, g13383	Om002G069340
OG0014328	g6634	Om002G069800
OG0014330	g11807	Om002G070940
OG0014331	g41415	Om006G241650
OG0014332	g6565	Om002G071240
OG0014333	g6558	Om002G071520
OG0014334	g11757	Om002G072350
