Orthogroup	Cochlearia_excelsa	Erysimum_linariifolium
OG0014630	g18415	El002G130830
OG0014637	g23555	El003G155540
OG0014638	g17034, g44093	El005G277200
OG0014639	g23543	El003G155300
OG0014640	g23540	El003G155270
OG0014641	g23536	El003G155220
OG0014643	g17025	El003G155100
OG0014644	g44366	El004G230190
OG0014645	g23515	El003G154840
OG0014646	g23514	El003G154830
OG0014647	g17015	El003G154650
OG0014648	g23498	El003G154560
OG0014649	g23496	El003G154540
OG0014650	g23484	El003G154360
OG0014651	g23478	El003G154350
OG0014652	g23469	El003G154220
OG0014653	g23466	El003G154160
OG0014654	g23463	El003G153800, El003G153960
OG0014655	g23462	El003G153930, El003G154050
OG0014656	g25217	El004G230630
OG0014657	g47703	El003G153580
OG0014659	g17001	El003G153370
OG0014660	g17000	El003G153360
OG0014661	g23415	El003G152760
OG0014662	g23377	El003G152210
OG0014663	g16969	El003G152180
OG0014665	g23367	El003G152120
OG0014666	g53552	El003G141640
OG0014667	g23351	El003G151840
OG0014668	g23346	El003G151750
OG0014669	g47775	El003G151720
OG0014670	g23330	El003G151570
OG0014671	g23328	El003G151540
OG0014672	g31134	El002G091480
OG0014673	g23315	El003G151340
OG0014674	g23308	El003G151140
OG0014675	g23306	El003G151120
OG0014676	g47793	El003G151110
OG0014677	g23297	El003G151010
OG0014678	g23295	El003G150960
OG0014679	g23289	El003G150800
OG0014680	g16923	El003G150520
OG0014682	g23273	El003G150420
OG0014683	g38325	El006G314080, El006G314090
OG0014684	g23251	El003G150120
OG0014685	g16909	El003G149780
OG0014686	g23240	El003G149890
OG0014687	g23242	El003G149930
OG0014689	g47873	El003G148250
OG0014690	g23177	El003G149190
OG0014691	g23174	El003G149160
OG0014692	g18162	El003G149150
OG0014693	g23170	El003G149130
OG0014694	g20667	El028G373580
OG0014694	g19729, g19781, g19777, g19733	El043G375000
OG0014695	g23158	El003G148900
OG0014696	g23106	El003G148190
OG0014697	g18197	El003G148380
OG0014698	g776	El003G148550, El003G148540
OG0014699	g23143	El003G148680
OG0014700	g18207	El003G148130
OG0014701	g18204	El003G148150
OG0014702	g47882	El003G147900
OG0014703	g23069	El003G147790
OG0014704	g13717	El005G274180
OG0014705	g36245	El005G278850
OG0014706	g23016	El003G147140
OG0014707	g23011	El003G146980
OG0014708	g23008	El003G146940
OG0014709	g50578	El002G118190
OG0014710	g32525	El002G118580, El002G118560
OG0014711	g27743	El002G118720
OG0014712	g50610	El002G118950
OG0014713	g32539	El002G118970
OG0014714	g27724	El002G119120
OG0014715	g27723	El002G119130
OG0014716	g32595	El002G119600
OG0014717	g32600	El002G119650
OG0014718	g32606	El002G119700
OG0014719	g50633	El002G119710
OG0014720	g32611	El002G119750
OG0014721	g32621	El002G119930
OG0014722	g27780	El002G119950
OG0014723	g24305	El003G170100
OG0014724	g47193	El003G170110
OG0014725	g47188	El003G170400
OG0014727	g47184	El003G170450
OG0014728	g47182	El003G170470
OG0014729	g24322	El003G170620
OG0014730	g24333	El003G170810
OG0014731	g24358	El003G171250
OG0014732	g47156	El003G171330
OG0014733	g43822	El004G210740
OG0014734	g43873	El004G202990
OG0014735	g41130	El004G209380
OG0014736	g44899	El004G217740
OG0014737	g41125	El004G208860
OG0014738	g1695	El004G208800
OG0014740	g41104	El004G206900
OG0014742	g1712	El004G204740
OG0014743	g44071	El004G202680
OG0014745	g47704	El003G153570
OG0014746	g44122	El004G201310
OG0014747	g41022	El004G201050
OG0014748	g44143	El004G200320
OG0014749	g40985	El004G200150
OG0014750	g40975	El004G199770
OG0014751	g40934	El004G198890
OG0014752	g40929	El004G198530
OG0014753	g10828	El001G035990
OG0014754	g10805	El001G036230
OG0014755	g10803	El001G036250
OG0014756	g10799	El001G036310
OG0014758	g10773	El001G036580
OG0014759	g10771	El001G036600
OG0014760	g10767	El001G036630
OG0014761	g50606	El001G036670
OG0014763	g10746	El001G036830
OG0014764	g10731	El001G037120
OG0014765	g10697	El001G037880
OG0014766	g10687	El001G037970
OG0014768	g10677	El001G038100
OG0014769	g1544	El001G038510
OG0014770	g10663	El001G038530
OG0014771	g1551	El001G038730
OG0014772	g1557	El001G038800
OG0014773	g10647	El001G039000
OG0014774	g10612	El001G039790
OG0014775	g10597	El001G040100
OG0014776	g10596	El001G040120
OG0014777	g1583	El001G040270
OG0014778	g10589	El001G040310
OG0014779	g10584	El001G040390
OG0014780	g16613	El001G040960
OG0014781	g1596	El001G041190
OG0014782	g10550	El001G041230
OG0014783	g10539	El001G041460
OG0014784	g1604	El001G041590
OG0014785	g10523	El001G041740
OG0014786	g10519	El001G041800
OG0014787	g10504	El001G042070
OG0014788	g16566	El001G042410
OG0014789	g10474	El001G042540
OG0014790	g18228	El001G042700
OG0014791	g4326	El001G042990
OG0014792	g10450	El001G043000
OG0014793	g4305	El001G043670
OG0014794	g10403	El001G044050
OG0014795	g4294	El001G044150
OG0014797	g10351	El001G045620
OG0014798	g10324	El001G046230
OG0014800	g40962	El004G199350
OG0014801	g41782	El004G217270
OG0014802	g44921	El004G217180
OG0014803	g44928, g44927	El004G217150
OG0014804	g41833	El004G216320
OG0014806	g45001	El004G215570
OG0014807	g45016	El004G215330
OG0014808	g45023	El004G215180
OG0014809	g41914	El004G214810
OG0014810	g42007	El004G214560
OG0014811	g45046	El004G214280
OG0014812	g45056	El004G213990
OG0014813	g45071	El004G213680
OG0014814	g45099	El004G212560
OG0014815	g45102	El004G211810
OG0014816	g53640	El004G211740
OG0014817	g49534	El004G211490
OG0014819	g45130	El004G211140
OG0014820	g18065	El004G211090
OG0014821	g45138	El007G326610
OG0014822	g45140	El004G211020
OG0014823	g41232	El002G128590
OG0014824	g45234	El004G210910
OG0014825	g53688	El001G002130
OG0014826	g40731	El004G193780
OG0014827	g19344	El001G020920
OG0014828	g10644	El001G039070
OG0014829	g40757	El004G194050
OG0014830	g40762	El004G194110
OG0014831	g40764	El004G194130
OG0014832	g40770	El004G194260
OG0014833	g44263	El004G195160
OG0014834	g40797	El004G195470
OG0014835	g40786	El004G195700
OG0014836	g1736	El004G195940
OG0014837	g40840	El004G195960
OG0014838	g40841	El004G195980
OG0014839	g37127	El004G196050
OG0014840	g40843	El004G196060
OG0014841	g40851	El004G196540
OG0014842	g40868	El004G197090
OG0014844	g40882	El004G197530
OG0014845	g40884	El004G197550
OG0014846	g40885	El004G197570
OG0014847	g40892	El004G197980
OG0014848	g13141	El005G248340
OG0014849	g23583	El003G155960
OG0014850	g23727	El003G158540
OG0014852	g23712	El003G158290
OG0014853	g17140	El003G158220
OG0014854	g51978	El006G288190
OG0014855	g46852	El003G183960, El003G183880, El003G185400, El003G183900, El003G183750, El003G183810
OG0014856	g38153	El006G288310
OG0014857	g51965	El006G288520
OG0014858	g51970	El006G288360
OG0014859	g37369	El006G288630
OG0014860	g51946	El006G288800
OG0014861	g51944	El006G288850
OG0014862	g7515	El005G244260
OG0014863	g12410	El005G244280
OG0014864	g7511	El005G244380
OG0014865	g7508	El005G244420
OG0014866	g12403	El005G244480
OG0014867	g7491	El005G244630
OG0014868	g7482	El005G244740
OG0014869	g13059	El005G244850
OG0014870	g7475	El005G244910
OG0014871	g7474	El005G244920
OG0014872	g7464	El005G245060
OG0014873	g7463	El005G245070
OG0014874	g7459	El005G245130
OG0014875	g29834	El001G079080
OG0014876	g7447	El005G245340
OG0014877	g7446	El005G245350
OG0014878	g7442	El005G245560
OG0014879	g13082	El005G245660
OG0014880	g7435	El005G245700
OG0014881	g13086	El005G245740
OG0014882	g7416	El005G246090
OG0014883	g1071	El007G335560
OG0014885	g13111	El005G246360
OG0014886	g12337	El005G246550
OG0014887	g12334	El005G246620
OG0014888	g7386	El005G246870
OG0014889	g7336	El005G247850
OG0014891	g12295	El005G247900
OG0014892	g7314	El005G248150
OG0014893	g25946	El001G011480
OG0014894	g1505	El007G345160
OG0014895	g25976	El001G011510
OG0014896	g1482	El007G344880
OG0014897	g13395	El005G259870
OG0014898	g1410	El007G344180
OG0014899	g31111	El002G090910
OG0014900	g1390	El007G343630
OG0014901	g28280	El007G343580
OG0014902	g1388	El007G343500
OG0014903	g1367	El007G343360
OG0014904	g1346	El007G343130
OG0014905	g41161	El007G342790
OG0014907	g28344	El007G342280
OG0014908	g41173	El007G342160
OG0014909	g28348	El007G342140
OG0014910	g44216	El007G342100
OG0014911	g1306	El007G341710
OG0014912	g865	El007G341550
OG0014913	g866	El007G341540
OG0014914	g868	El007G341480
OG0014915	g870	El007G341460
OG0014916	g28362	El007G341450
OG0014917	g28367	El007G341200
OG0014918	g41226	El007G341050
OG0014919	g884	El007G341000
OG0014920	g892	El007G340710
OG0014921	g41279	El007G339840
OG0014922	g28406	El007G340030
OG0014923	g41253	El007G340210
OG0014924	g28423	El007G339670
OG0014925	g28424	El007G339640
OG0014926	g41294	El007G339460
OG0014927	g935	El007G338870
OG0014928	g957	El007G338000
OG0014929	g977	El007G337510
OG0014931	g39376	El007G347980
OG0014932	g39374	El007G336690
OG0014933	g1018	El007G336620
OG0014934	g28517	El007G336530
OG0014935	g28543	El007G336030
OG0014936	g28550	El007G335940
OG0014937	g1062	El007G335840
OG0014939	g28562	El007G335340
OG0014940	g1081	El007G335220
OG0014941	g1082	El007G335210
OG0014942	g1098	El007G334820
OG0014943	g39326	El007G334800
OG0014944	g28600	El007G334790
OG0014945	g1108	El007G334310
OG0014946	g39299	El007G333940
OG0014947	g1120	El007G333920
OG0014949	g1140	El007G333720
OG0014950	g28669	El007G333630
OG0014951	g28687	El007G333400
OG0014952	g1154	El007G333380
OG0014953	g41147	El005G264570
OG0014954	g45666	El001G011600
OG0014955	g29358	El001G068310
OG0014956	g29357	El001G068300
OG0014957	g45614	El001G068610
OG0014958	g5299	El001G068840
OG0014959	g29403	El001G069360
OG0014960	g45581	El001G069660
OG0014962	g29439	El001G070110
OG0014963	g5373	El001G070240
OG0014964	g29447	El001G070330
OG0014965	g45565	El001G070350
OG0014966	g5389	El001G070560
OG0014967	g29465	El001G070840
OG0014968	g29466	El001G070870
OG0014969	g51700	El006G292090
OG0014970	g29471	El001G070980
OG0014971	g5394	El001G071010
OG0014973	g29486	El001G071220
OG0014974	g29487	El001G071230
OG0014975	g45542	El001G071450
OG0014976	g5409	El001G071480
OG0014977	g45538	El001G071550
OG0014979	g5423	El001G071790
OG0014980	g29509	El001G071810
OG0014981	g5432	El001G072040
OG0014982	g45520	El002G125140, El001G072370
OG0014983	g5450	El001G072420
OG0014984	g29560	El001G072580
OG0014985	g29561	El001G072590
OG0014986	g5474	El001G072910
OG0014987	g29588	El001G073440
OG0014988	g5506	El001G073470
OG0014989	g29602	El001G073750
OG0014990	g5537	El001G074170
OG0014991	g5540, g29625	El001G074270
OG0014992	g5546	El001G074370
OG0014993	g5552	El001G074460
OG0014994	g17555	El003G169920
OG0014995	g24267	El003G169730
OG0014996	g47204	El003G169710
OG0014997	g17526	El003G169140
OG0014998	g24236	El003G169130
OG0014999	g47265	El003G168190
OG0015000	g17479	El003G168050
OG0015001	g47278	El003G167910
OG0015002	g24175	El003G167890
OG0015003	g24171	El003G167840
OG0015004	g47286	El003G167570
OG0015005	g17459	El003G167540
OG0015006	g47295	El003G167110
OG0015007	g24150	El003G167000
OG0015008	g47311, g17432	El003G166700
OG0015009	g47318	El003G166260
OG0015010	g24117	El003G166250
OG0015011	g24108	El003G166200
OG0015012	g17387	El003G165750
OG0015013	g47346	El003G165330
OG0015014	g47349	El003G165260
OG0015016	g31747	El002G102150
OG0015017	g47367	El003G164900
OG0015018	g24024	El003G164800
OG0015019	g5200	El001G067230
OG0015020	g24016	El003G164730
OG0015021	g24007	El003G164590
OG0015022	g47378	El003G164530
OG0015023	g47381	El003G164490
OG0015024	g23991	El003G164260
OG0015025	g17321	El003G164120
OG0015026	g23984	El003G164070
OG0015027	g47404, g17313	El003G163720
OG0015029	g47432	El003G162800
OG0015030	g17277	El003G162620
OG0015031	g47446	El003G162580
OG0015034	g17227	El003G160670
OG0015035	g32637	El002G120340
OG0015036	g27793	El002G120400
OG0015037	g50670	El002G120440
OG0015038	g32649	El002G120630
OG0015039	g27796	El002G120650
OG0015040	g27800	El002G120960
OG0015041	g50689	El002G120980
OG0015042	g50692	El002G121020
OG0015043	g32664	El002G121070
OG0015044	g32747	El002G122600
OG0015045	g27812	El002G122640
OG0015046	g50751	El002G122910
OG0015047	g27864	El002G123240
OG0015048	g27884	El002G123940
OG0015049	g33009	El002G123850
OG0015050	g33023	El002G123820
OG0015051	g27910	El002G123580
OG0015052	g27913	El002G125020
OG0015053	g35929, g27923	El002G125220
OG0015054	g27928	El002G125240
OG0015055	g35928	El002G125250
OG0015056	g27955	El002G125410
OG0015057	g53844	El002G128000
OG0015058	g28155	El002G127770
OG0015059	g28173	El002G127610
OG0015060	g28204	El002G127240
OG0015061	g35934	El002G127080
OG0015062	g32290	El002G126910
OG0015063	g28217	El002G126760, El002G126780
OG0015064	g28237	El002G126310
OG0015065	g36175	El002G128450
OG0015066	g47154	El003G171350
OG0015067	g54011	El002G130620
OG0015068	g36259	El002G130480, El002G130440
OG0015069	g28118	El002G130150
OG0015070	g53986	El002G129420
OG0015071	g28240, g28241	El002G126140
OG0015072	g36195	El002G128850
OG0015073	g36196	El002G128860
OG0015074	g28136	El002G128920
OG0015075	g37009	El007G357060
OG0015076	g54023	El002G130960
OG0015077	g27642	El002G113530
OG0015078	g6572	El005G261590
OG0015079	g50436	El002G113390
OG0015080	g32295	El002G113400
OG0015081	g420	El007G329320
OG0015082	g27650	El002G113850
OG0015083	g32339	El002G114000
OG0015084	g50502	El002G115090
OG0015085	g32409	El002G115660
OG0015086	g50517	El002G115840
OG0015087	g32428	El002G116050
OG0015088	g32431	El002G116080
OG0015089	g32436	El002G116180
OG0015090	g27694	El002G116200
OG0015091	g32472	El002G117170
OG0015092	g50551	El002G117300
OG0015093	g32479	El002G117350
OG0015094	g23006, g18227	El003G146900
OG0015095	g22986	El003G146670
OG0015096	g18236	El003G146340
OG0015097	g47943	El003G146250
OG0015098	g47949	El003G146190, El003G146220
OG0015099	g22957	El003G146130
OG0015100	g47951	El003G146090
OG0015101	g47954	El003G145980
OG0015102	g22929	El003G145800
OG0015103	g22899	El003G145400
OG0015105	g47977	El003G145340
OG0015106	g22893	El003G145330
OG0015107	g18259	El003G146270
OG0015108	g22868	El003G145000
OG0015109	g22854	El003G144940
OG0015110	g22850	El003G144890
OG0015111	g22847	El003G144860
OG0015113	g13016	El003G182920
OG0015114	g22823	El003G144590
OG0015115	g18285	El003G144290
OG0015116	g48002	El003G144130
OG0015117	g22796	El003G144090
OG0015118	g22788	El003G143920
OG0015119	g18296	El003G143880
OG0015120	g22783	El003G143860
OG0015121	g22766	El003G143650
OG0015122	g22729	El003G143260
OG0015123	g22725	El003G143230
OG0015124	g18303	El003G143130
OG0015125	g18125	El003G142880
OG0015126	g22702	El003G142790
OG0015128	g18313	El003G142500
OG0015129	g18326	El003G142340
OG0015130	g41010	El003G142270
OG0015131	g18334	El003G142170
OG0015132	g18337	El003G142140
OG0015133	g18339	El003G142120
OG0015134	g18375	El003G141760
OG0015135	g18373	El003G141790
OG0015136	g18369	El003G141830
OG0015137	g18368	El003G141850
OG0015138	g18363	El003G141900
OG0015139	g18358	El003G141920
OG0015140	g18383	El003G141590
OG0015141	g13984	El003G181560
OG0015142	g16742	El003G185250
OG0015143	g46922	El003G184130
OG0015144	g46851	El003G183970
OG0015145	g25094	El003G184350
OG0015146	g45085	El004G213200
OG0015147	g46807	El003G185530
OG0015148	g46802	El003G185600
OG0015149	g46772	El003G186290
OG0015150	g18115	El003G186340
OG0015151	g46762	El003G186700
OG0015152	g46740	El003G187510
OG0015154	g18087	El003G188170
OG0015155	g16901	El003G188990
OG0015157	g16884	El003G189700
OG0015158	g16883	El003G189710
OG0015159	g40573	El007G363890
OG0015160	g32508	El002G117980
OG0015161	g51499	El006G295990
OG0015162	g37991	El006G295970
OG0015163	g51502	El006G295950
OG0015164	g2915	El001G014910
OG0015165	g2917	El001G014940
OG0015166	g50615	El002G119090
OG0015167	g51528	El006G295560
OG0015168	g51525	El006G295600
OG0015169	g38003	El006G295620
OG0015170	g51518	El006G295700
OG0015171	g25858	El006G295740
OG0015172	g27862	El002G123040
OG0015173	g40260	El001G010130
OG0015174	g40231	El001G010640
OG0015175	g40230	El001G010680
OG0015176	g40229	El001G010810
OG0015178	g40225	El001G010920
OG0015179	g27922	El002G125180
OG0015180	g40208	El001G011350
OG0015181	g37086	El006G296990
OG0015182	g51429	El006G297190
OG0015183	g51424	El006G297600
OG0015184	g51403	El006G297910
OG0015185	g51398	El006G297980
OG0015186	g51389	El006G298190
OG0015187	g51388	El006G298200
OG0015188	g51371	El006G298320
OG0015190	g11129	El007G358540
OG0015191	g37058, g11131	El007G358380
OG0015192	g11133	El007G358370
OG0015193	g37049	El007G358040
OG0015194	g18431	El007G358050
OG0015195	g37056	El007G357980
OG0015196	g37028	El007G357560
OG0015197	g37027	El007G357520
OG0015198	g18443	El007G356940
OG0015199	g36971	El007G356630
OG0015200	g28968	El001G060320
OG0015201	g39707	El007G359710
OG0015202	g18453	El007G356520
OG0015203	g18454	El007G356490
OG0015204	g40284	El001G009330
OG0015205	g40292	El001G009230
OG0015206	g40296	El001G009190
OG0015207	g40297	El001G009180
OG0015208	g40298	El001G009170
OG0015209	g40303	El001G009040
OG0015210	g40313	El001G008810
OG0015211	g40326	El001G008330
OG0015212	g40330	El001G008260
OG0015213	g40335	El001G008210
OG0015214	g40338	El001G008130
OG0015215	g40339	El001G008110
OG0015216	g25763	El001G008100
OG0015217	g40348	El001G007940
OG0015218	g40355	El001G007830
OG0015219	g25729	El001G007730
OG0015220	g25724	El001G007700
OG0015221	g25695	El001G007380
OG0015222	g25698	El001G007370
OG0015223	g40385	El001G007060
OG0015224	g40391	El001G006900
OG0015225	g45145	El001G006720
OG0015226	g10291	El007G350000
OG0015227	g17290	El003G162950
OG0015228	g40423	El001G005790
OG0015229	g40426	El001G005760
OG0015231	g40434	El001G005620
OG0015232	g45155	El001G005570
OG0015233	g40443	El001G005400
OG0015234	g40454	El001G005190
OG0015235	g25550	El001G004960
OG0015236	g18512	El001G004710
OG0015237	g40491	El007G360910
OG0015238	g11040	El007G361430
OG0015239	g11039	El007G361480
OG0015240	g11031	El007G361580
OG0015241	g40553	El007G363200
OG0015242	g10976	El007G363760
OG0015243	g40575	El007G363980
OG0015244	g40578, g10968	El007G364050
OG0015246	g17994	El004G225930
OG0015247	g43974	El007G364260
OG0015248	g10961	El007G364270
OG0015249	g27982	El002G140400
OG0015251	g41838	El007G364930
OG0015252	g10945	El007G365020
OG0015253	g10834	El002G085220
OG0015254	g19043	El007G342700
OG0015255	g10904	El007G366020
OG0015256	g17928	El003G182530
OG0015257	g46877	El003G183080
OG0015258	g10869	El007G366530
OG0015259	g10870	El007G366510
OG0015260	g25187	El003G183390
OG0015261	g11655	El005G269530
OG0015262	g46862	El003G183470
OG0015263	g11645	El005G269980
OG0015264	g25132	El003G183540
OG0015265	g46947	El003G179630
OG0015266	g6397	El005G268930
OG0015267	g17223	El003G160620
OG0015268	g24822	El003G179060
OG0015269	g6436	El005G268280
OG0015270	g11693	El005G268270
OG0015271	g46986	El003G177960
OG0015272	g24651	El003G177070
OG0015273	g47007	El003G176800
OG0015274	g17808	El003G176100
OG0015275	g47034	El003G175990
OG0015276	g24537	El003G175210
OG0015277	g24528	El003G175030
OG0015278	g47049	El003G175000
OG0015279	g11764	El005G263980
OG0015280	g17709	El003G174170
OG0015281	g24461	El003G172980
OG0015282	g24451	El005G259790
OG0015283	g16874	El003G189880
OG0015284	g16862	El003G190490
OG0015285	g16847	El003G190830
OG0015286	g46679	El003G190880
OG0015287	g46672	El003G191280
OG0015288	g16817	El003G191840
OG0015289	g46649	El003G192600
OG0015290	g46790	El005G270160
OG0015291	g37775	El006G279740
OG0015293	g37768	El007G348520
OG0015294	g37765	El006G279870
OG0015295	g37756	El006G280030
OG0015296	g37755	El006G280050
OG0015297	g37754	El006G280060
OG0015298	g37742	El006G280210
OG0015299	g37741	El006G280220
OG0015300	g50832	El006G280260
OG0015301	g12729	El006G288500
OG0015302	g50829	El006G280300
OG0015303	g13239	El005G252210
OG0015304	g37711	El006G280830
OG0015305	g50805	El006G280990
OG0015306	g50804	El006G281010
OG0015307	g38252	El006G281200
OG0015308	g37677	El006G281260
OG0015310	g37667	El006G281560
OG0015311	g52300	El006G281720
OG0015312	g52293	El006G282070
OG0015313	g52286	El006G282400
OG0015314	g37617	El006G282760
OG0015315	g52263	El006G282770
OG0015316	g37616	El006G282790
OG0015318	g52226	El006G283170
OG0015319	g37593	El006G283190
OG0015320	g52230	El006G283220
OG0015321	g52231	El006G283300
OG0015322	g38240	El006G283430
OG0015323	g37577	El006G283460
OG0015324	g52203	El006G283580
OG0015325	g52197	El006G283680
OG0015326	g38237	El006G283970
OG0015327	g38230	El006G284380
OG0015329	g52147	El006G284820
OG0015330	g38219	El006G285170
OG0015331	g37508	El006G285310
OG0015332	g52118	El006G285410
OG0015333	g37501	El006G285440
OG0015334	g38207	El006G285640
OG0015335	g37484	El006G285810
OG0015336	g38199	El006G285930
OG0015337	g37470	El006G286000
OG0015338	g37466	El006G286130
OG0015339	g38195	El006G286240
OG0015340	g37461	El006G286250
OG0015342	g52071	El006G286420
OG0015343	g37448	El006G286650
OG0015344	g52021	El006G287210
OG0015345	g52044	El006G286900
OG0015346	g37393	El006G287830
OG0015347	g18090	El001G081720
OG0015348	g45286	El001G081710
OG0015349	g5817	El001G081370
OG0015350	g5813	El001G081330
OG0015351	g5805	El001G081180
OG0015352	g45301	El001G081140
OG0015353	g45306	El001G081070
OG0015354	g5796	El001G080930
OG0015355	g29860	El001G080850
OG0015356	g45333	El001G080260
OG0015357	g45338	El001G080190
OG0015358	g29843	El001G079870
OG0015359	g29841	El001G079840
OG0015360	g5755	El001G079810
OG0015361	g5745	El001G079600
OG0015362	g5739	El007G340360
OG0015363	g5733	El001G079360
OG0015364	g5730	El001G079320
OG0015365	g29832, g45366	El001G079030
OG0015366	g5443	El001G072200
OG0015367	g45367	El001G078980
OG0015368	g29818	El001G078850
OG0015370	g5710	El001G078720
OG0015372	g29798	El001G078260
OG0015373	g5695	El001G078250
OG0015374	g29111	El001G060960
OG0015375	g708	El001G059910
OG0015376	g41408	El001G060030
OG0015377	g28914	El001G059200
OG0015378	g28911	El001G059140
OG0015379	g47640	El003G156380
OG0015380	g744	El001G059030
OG0015381	g747	El001G058970
OG0015382	g41370	El001G058780
OG0015383	g771	El001G058530
OG0015384	g41361	El001G058410
OG0015385	g788	El001G058230
OG0015386	g795	El001G058100
OG0015387	g41359	El001G058030
OG0015388	g809	El001G057590
OG0015389	g41332	El007G330180
OG0015390	g41330	El007G330360
OG0015391	g28826	El007G330390
OG0015393	g44916	El004G217400
OG0015394	g863	El007G330900
OG0015395	g28766	El007G331130
OG0015396	g1631	El007G331200
OG0015397	g28731	El007G331750
OG0015398	g1243	El007G332160
OG0015399	g28739	El007G331700
OG0015400	g39242	El007G331940
OG0015401	g9826	El007G327480
OG0015402	g309	El007G327320
OG0015404	g304	El007G327210
OG0015405	g303	El007G327200
OG0015406	g9816	El007G327180
OG0015407	g300	El007G327160
OG0015408	g299	El007G327150
OG0015409	g282	El007G326930
OG0015410	g263	El007G326630
OG0015411	g261	El007G326590
OG0015412	g37273	El006G291800
OG0015413	g245	El007G326270
OG0015414	g9771	El007G326140
OG0015415	g239, g9769	El007G326120
OG0015416	g9766, g237	El007G326100
OG0015417	g233	El007G325990
OG0015418	g9762	El007G325950
OG0015419	g228	El007G325900
OG0015420	g217	El007G325820
OG0015421	g213	El007G325760
OG0015422	g9742	El007G325480
OG0015423	g9734	El007G325430
OG0015424	g9723	El007G325090
OG0015425	g161	El007G324920
OG0015426	g155	El007G324740
OG0015427	g9707	El007G324590
OG0015429	g138	El007G324390
OG0015430	g9689	El007G324150
OG0015431	g9688	El007G324090
OG0015432	g112	El007G323970
OG0015433	g9682	El007G323890
OG0015434	g102	El007G323840
OG0015435	g97	El007G323790
OG0015436	g83	El007G323660
OG0015437	g82	El007G323650
OG0015438	g78	El007G323570
OG0015439	g62	El007G323310
OG0015440	g36850	El006G314440
OG0015441	g9653	El007G323100
OG0015442	g50	El007G323070
OG0015443	g37	El007G322800
OG0015444	g32	El007G322610
OG0015445	g30	El007G322580
OG0015446	g19	El007G322460
OG0015448	g9627	El007G322290
OG0015449	g19628	El007G322230
OG0015450	g9625	El007G322170
OG0015451	g19623	El007G322050
OG0015452	g9	El007G321920
OG0015453	g25338	El001G000100
OG0015454	g39458	El001G000840
OG0015455	g39456	El001G000590
OG0015456	g25354	El001G000440
OG0015457	g39481	El001G001030
OG0015459	g25398	El001G001180
OG0015460	g45259	El001G001240
OG0015462	g45226	El001G001910
OG0015463	g39519	El001G002040
OG0015465	g25451	El001G002360
OG0015466	g45236	El001G003030
OG0015467	g39595	El001G003180
OG0015468	g39597	El001G003200
OG0015469	g39598	El001G003210
OG0015470	g45210	El007G325300
OG0015471	g45207	El001G003560
OG0015472	g11061	El007G360340
OG0015473	g11065	El007G360250
OG0015475	g39680	El007G360220
OG0015476	g11081	El007G360010
OG0015477	g39697	El007G359870
OG0015478	g11088	El007G359840
OG0015479	g11090	El007G359720
OG0015480	g39708	El007G359690
OG0015481	g39710	El007G359670
OG0015482	g39728	El007G359040
OG0015483	g39787	El006G300000
OG0015484	g51322	El006G299110
OG0015485	g51306	El006G299500
OG0015486	g51290	El006G300130
OG0015487	g51288	El006G300200
OG0015490	g51252	El006G300980
OG0015491	g39848	El006G301110
OG0015492	g51241	El006G301120
OG0015493	g51228	El006G301740
OG0015494	g51198	El006G302370
OG0015495	g39936	El006G302580
OG0015496	g51181	El006G302930
OG0015497	g51122	El006G304150
OG0015498	g40002	El006G304500
OG0015499	g39985	El006G304860
OG0015500	g39977	El006G304930
OG0015501	g37843	El006G304980
OG0015502	g40045	El006G305420
OG0015503	g40062	El006G305610
OG0015504	g37821	El006G305670
OG0015505	g40066	El006G305700
OG0015506	g40068	El006G305780
OG0015507	g40071	El006G305810
OG0015508	g37812, g53449	El006G306140
OG0015509	g40139	El006G308210
OG0015510	g40137	El006G308140
OG0015511	g40128	El006G307970
OG0015512	g43660	El006G307490
OG0015513	g40122	El006G307430
OG0015514	g40114	El006G307180
OG0015515	g40154	El006G309220
OG0015516	g37795	El006G309230
OG0015517	g40176	El006G309910
OG0015518	g40179	El006G309960
OG0015519	g40180	El006G309400
OG0015520	g40191	El006G310960
OG0015521	g315	El006G286980
OG0015522	g17214	El002G090320
OG0015523	g25340	El001G000120
OG0015524	g38267	El006G311360
OG0015525	g36795	El001G077220
OG0015526	g38286	El006G312420
OG0015527	g38287	El006G312500
OG0015528	g38290	El007G364010
OG0015529	g36818	El006G312760
OG0015530	g36822	El006G312810
OG0015531	g38301	El006G313220
OG0015533	g51074	El006G313710
OG0015534	g23635	El003G156790
OG0015535	g32638	El005G235520
OG0015536	g12718	El005G235440
OG0015537	g7949	El005G235140
OG0015538	g7951	El005G235100
OG0015539	g27649	El002G113740
OG0015540	g12723	El005G235010
OG0015541	g7954	El005G234960
OG0015542	g3021	El005G234900, El002G097550
OG0015543	g12724	El005G256850
OG0015545	g17247	El001G082290
OG0015546	g5871	El006G316860
OG0015547	g45283	El001G082260
OG0015548	g45284	El001G082230
OG0015549	g5872	El001G082220
OG0015550	g5869	El006G302400
OG0015551	g5868	El001G082200
OG0015552	g5864	El001G082110
OG0015553	g42871, g5861	El001G082090
OG0015554	g5860	El001G082080
OG0015555	g47587	El003G157870
OG0015556	g23673	El003G157530
OG0015557	g7921	El005G235940
OG0015558	g7919	El005G235990
OG0015559	g7904	El005G236250
OG0015560	g12748	El005G236260
