Orthogroup	Cochlearia_excelsa	Aethionema_saxatile
OG0012366	g49401	As008G197390
OG0012367	g25022	As008G197550
OG0012368	g49391	As008G197630
OG0012369	g49380	As008G197880
OG0012370	g26880	As008G198250
OG0012371	g49337, g30758	As008G198590
OG0012372	g30749	As008G198630
OG0012373	g26873, g30741	As008G198760
OG0012374	g49320	As008G198780
OG0012375	g49321	As008G198790
OG0012376	g49324	As008G198800
OG0012377	g49297	As008G199310
OG0012379	g29330	As009G199750
OG0012380	g45663	As009G199860
OG0012381	g5193	As009G200060
OG0012383	g29276	As009G200760
OG0012384	g45681	As009G200800
OG0012385	g24281	As009G200960
OG0012386	g5115	As009G201170
OG0012387	g5116	As009G201190
OG0012388	g5086	As009G201510, As011G255540
OG0012389	g5084, g29217	As009G201590
OG0012390	g5078	As009G201680
OG0012391	g5077	As009G201690
OG0012392	g45717	As009G201950
OG0012393	g5061	As009G202050
OG0012394	g5054, g45725	As009G202230
OG0012395	g45735	As009G202480
OG0012396	g5032	As009G202560
OG0012397	g29176	As009G202610
OG0012398	g28991	As009G203570
OG0012399	g41466	As009G204280, As009G204390
OG0012400	g29049	As009G204410
OG0012401	g29061	As009G204470
OG0012402	g29069, g4912	As009G204550
OG0012403	g41433	As009G205080
OG0012404	g4878	As009G205090
OG0012405	g5009	As009G205240
OG0012406	g10131	As009G206040
OG0012407	g10134	As009G206100
OG0012408	g10136	As009G206150
OG0012409	g4769	As009G206690, As009G206640
OG0012410	g44735, g44730	As009G207080
OG0012411	g10195	As009G207640
OG0012412	g10214	As009G207920
OG0012413	g10225	As009G208320
OG0012414	g10237	As009G208700
OG0012416	g5576	As009G211370
OG0012417	g5579	As009G211420
OG0012418	g29660	As009G211590
OG0012419	g29667	As009G211850
OG0012420	g29669	As009G211890
OG0012421	g10296	As009G212120
OG0012422	g29353	As009G212170
OG0012423	g5595	As009G212220
OG0012424	g29682	As009G212240
OG0012425	g29690	As009G212440
OG0012426	g29725	As009G213230
OG0012427	g39331	As009G213980
OG0012428	g29766	As009G214260
OG0012429	g45414, g40769	As009G214290
OG0012431	g623, g10086	As009G214950
OG0012432	g10051	As009G215420
OG0012433	g9998	As009G216450
OG0012434	g18573	As009G216490
OG0012435	g513	As009G216610
OG0012436	g18586	As009G217010
OG0012437	g487	As009G217130
OG0012438	g471	As009G217270
OG0012440	g470	As009G217290
OG0012441	g453, g9950	As009G217540
OG0012442	g9925	As009G217740
OG0012444	g388	As009G218460
OG0012445	g354, g9853	As009G218990
OG0012446	g9851	As009G219010
OG0012447	g345	As009G219060
OG0012448	g9834, g328	As009G219360
OG0012449	g28715	As009G219610
OG0012450	g1212	As009G219660
OG0012452	g28695	As009G220120
OG0012453	g19345	As010G220740
OG0012454	g19352	As010G220840
OG0012455	g2548	As010G220890
OG0012456	g11363, g2583	As010G221110
OG0012457	g2585	As010G221150
OG0012458	g19369	As010G221290
OG0012459	g19398	As010G221750
OG0012460	g19409	As010G221900
OG0012461	g2676, g19456, g19444	As010G222280
OG0012462	g19441, g19453	As010G222320
OG0012463	g19438	As010G222390
OG0012464	g2688	As010G222420
OG0012465	g19419	As010G222700
OG0012466	g2723	As010G222830, As010G222820, As010G222840
OG0012467	g2734	As010G223470
OG0012468	g19504	As010G223480
OG0012469	g19513, g2731	As010G223540
OG0012470	g2729	As010G223570
OG0012471	g19527, g2813	As010G224120
OG0012472	g28708	As010G224260
OG0012473	g19545	As010G224400
OG0012474	g19551	As010G224510
OG0012475	g11432	As010G224540
OG0012476	g2914	As010G224900
OG0012477	g3000	As010G225540
OG0012478	g11449	As010G225830
OG0012479	g3130	As010G226060
OG0012480	g3427	As010G226420
OG0012481	g3495	As010G226650
OG0012482	g1612	As010G226840
OG0012483	g11510	As010G226910
OG0012484	g44887	As010G227930
OG0012485	g41652	As010G228110
OG0012486	g44902	As010G228800
OG0012487	g41725, g44907	As010G228920
OG0012488	g38395	As010G229020
OG0012489	g44866	As010G229350
OG0012490	g41765	As010G229460
OG0012491	g18034	As010G230010
OG0012492	g44802	As010G231440
OG0012494	g45756	As010G231530
OG0012495	g45776	As010G232040
OG0012496	g44763	As010G232510
OG0012497	g45797	As010G232540
OG0012498	g44762	As010G232550
OG0012499	g46029	As010G240630, As010G232630
OG0012500	g45834	As010G233190
OG0012501	g45856	As010G233380
OG0012502	g44695	As010G233480
OG0012503	g45897	As010G233970
OG0012504	g45910	As010G234100
OG0012505	g45943	As010G234540
OG0012506	g46436	As010G235170
OG0012508	g46393	As010G235570
OG0012509	g46374	As010G235830
OG0012510	g46373	As010G235840
OG0012511	g17961	As010G236000
OG0012512	g46341	As010G236160
OG0012513	g46338	As010G236190
OG0012514	g17962	As010G236410
OG0012515	g44385	As010G236690
OG0012516	g46302, g44388	As010G236760
OG0012517	g46289	As010G236880
OG0012518	g44407	As010G237230
OG0012519	g46247	As010G237470
OG0012520	g46187	As010G238390
OG0012521	g46184	As010G238440
OG0012522	g46182	As010G238470
OG0012523	g46170	As010G238680
OG0012524	g46169	As010G238690
OG0012525	g46152	As010G238920
OG0012526	g17989	As010G239490
OG0012527	g46103	As010G239660, As010G239630
OG0012528	g46095	As010G239740
OG0012529	g46083	As010G239940
OG0012531	g45997	As010G241330
OG0012532	g45951	As010G241440
OG0012533	g46460	As010G241920, As010G241930
OG0012534	g46465	As010G242000
OG0012535	g44352	As010G242090
OG0012536	g46498, g44340	As010G242440
OG0012537	g46499, g44339	As010G242450
OG0012538	g46507	As010G242550
OG0012539	g46511	As010G242600
OG0012541	g46535	As010G243050
OG0012544	g36648	As010G244330
OG0012545	g46607	As010G244360
OG0012547	g44264	As010G244490
OG0012548	g13829	As010G244510
OG0012549	g1633	As010G244530
OG0012550	g12269	As011G244650
OG0012551	g7255	As011G245080
OG0012552	g12246	As011G245100
OG0012553	g36683	As011G246120
OG0012554	g7185	As012G269240, As011G246250
OG0012555	g7165	As011G246470
OG0012556	g12177	As011G246560
OG0012558	g7112	As011G247290
OG0012559	g12144	As011G247310
OG0012560	g7107	As011G247350
OG0012561	g7059	As011G247990
OG0012562	g12103	As011G248200
OG0012563	g13262, g7004	As011G248770
OG0012564	g6989	As011G249030
OG0012565	g12064	As011G249090
OG0012566	g6980	As011G249200
OG0012567	g6977	As011G249240
OG0012568	g13275	As011G249250
OG0012569	g13281	As011G249440
OG0012570	g12036	As011G249730
OG0012571	g6927	As011G249740
OG0012572	g12035	As011G249750
OG0012573	g6923	As011G249810
OG0012574	g12014	As011G250350
OG0012575	g12010	As011G250420
OG0012576	g6876	As011G250480
OG0012577	g12003	As011G250630
OG0012578	g11993, g13317	As011G250800
OG0012579	g11982	As011G251020
OG0012580	g6823	As011G257310, As011G251260
OG0012581	g13333	As011G251330
OG0012582	g11958	As011G251490
OG0012583	g6772	As011G251950
OG0012584	g6756	As011G252130
OG0012585	g11935, g6754	As011G252350
OG0012586	g6731	As011G252700
OG0012587	g11894	As011G253060
OG0012588	g36488, g28043	As012G271750, As011G253070
OG0012589	g13373	As011G253190
OG0012590	g11861	As011G253720
OG0012591	g47085	As011G254350
OG0012592	g6560	As011G254870
OG0012593	g11769	As011G255000
OG0012594	g6547	As011G255140
OG0012595	g6523	As011G255460
OG0012596	g6509	As011G255690
OG0012597	g13476	As011G255720
OG0012598	g11741	As011G255820
OG0012599	g6493	As011G255850
OG0012600	g31136	As011G255960
OG0012601	g6488	As011G255990
OG0012602	g11727, g13488, g6464	As011G256290
OG0012603	g6337	As011G256350
OG0012604	g6444	As011G256860
OG0012605	g6368	As011G258290
OG0012606	g13526	As011G258460
OG0012607	g11654	As011G259040, As011G258870
OG0012608	g6305	As011G260580
OG0012609	g6021	As011G260770
OG0012610	g11578	As011G261240
OG0012611	g11603	As011G261480
OG0012612	g11615	As011G261570
OG0012613	g11631	As011G261640
OG0012614	g13659	As011G261890
OG0012615	g6222	As011G261960
OG0012616	g13668	As011G261970
OG0012617	g6191	As011G262410
OG0012618	g6187	As011G262520
OG0012619	g6165	As011G262640
OG0012620	g6149	As011G263000
OG0012621	g14216, g6148	As011G263010
OG0012622	g14215	As011G263080
OG0012623	g6140, g14194	As011G263410
OG0012624	g14077	As011G263610
OG0012625	g13713	As011G263660
OG0012626	g37271, g51715	As011G263690
OG0012627	g14073	As011G263720
OG0012628	g14040	As011G264290
OG0012629	g14023	As011G264470
OG0012630	g14022	As011G264480
OG0012631	g14008	As011G264600
OG0012632	g6034	As011G264900
OG0012633	g13759	As011G264970
OG0012634	g13983	As011G265020
OG0012635	g6003	As011G265250, As011G265240
OG0012638	g13917	As011G265970
OG0012639	g5958	As011G266110
OG0012640	g13809	As011G266330
OG0012641	g5939	As011G266550
OG0012642	g5930	As011G266770
OG0012643	g13824	As011G267160
OG0012645	g5875, g6176	As012G267780
OG0012646	g54377, g54381, g54382	As012G267830
OG0012647	g5961, g25047, g25050	As012G268000
OG0012650	g36675, g54358	As012G269350
OG0012651	g36659	As012G269580
OG0012652	g54298	As012G269680
OG0012653	g36633, g54296	As012G269730
OG0012654	g36604	As012G269990
OG0012655	g28009	As012G270220, As012G270210
OG0012656	g54275	As012G270400
OG0012657	g54262	As012G270720
OG0012659	g54230	As012G271330
OG0012660	g36520	As012G271350
OG0012661	g54216	As012G271450
OG0012662	g36482	As012G271640
OG0012663	g36485	As012G271690
OG0012664	g28049	As012G271930
OG0012665	g36460	As012G271970
OG0012666	g54199	As012G271980
OG0012667	g36446	As012G272170, As012G272160
OG0012668	g28064	As012G272500
OG0012669	g36413	As012G272560
OG0012670	g54152, g36410	As012G272620
OG0012671	g54132	As012G272900
OG0012672	g54193	As012G272910
OG0012673	g54098	As012G273180
OG0012674	g54108	As012G273360
OG0012675	g28090	As012G273410
OG0012676	g54083	As012G273660
OG0012677	g36323	As012G273770
OG0012678	g54069, g36301	As012G273890
OG0012679	g54068	As012G273900
OG0012680	g47142	As012G274280
OG0012681	g24389	As012G274330
OG0012682	g47130	As012G274510
OG0012683	g24407	As012G274660
OG0012684	g24410	As012G274690
OG0012685	g24416	As012G274700
OG0012686	g51481	As012G274870
OG0012687	g37078	As012G275300
OG0012688	g37981	As012G275360
OG0012689	g11338	As012G275510
OG0012690	g11337	As012G275520
OG0012691	g2427	As012G275680
OG0012692	g11333	As012G275880
OG0012693	g11330	As012G275930
OG0012695	g11325	As012G276090
OG0012696	g2406	As012G276350, As012G276340, As012G283430
OG0012697	g11319	As012G276580
OG0012698	g2362, g19202	As012G277030
OG0012699	g11311	As012G277210
OG0012700	g29124	As012G277380, As012G277220
OG0012701	g2325	As012G277790
OG0012702	g2318	As012G278050
OG0012703	g2461	As012G279200
OG0012704	g2301	As012G279920
OG0012705	g19150	As012G280160
OG0012706	g2244	As012G280920
OG0012707	g2257	As012G281140
OG0012708	g19094	As012G281800
OG0012709	g2193	As012G282000
OG0012710	g19074	As012G282040
OG0012711	g19070	As012G282140
OG0012712	g11273, g28268, g2186	As012G282210
OG0012713	g6211, g19033	As012G282800
OG0012714	g2158	As012G282820
OG0012715	g2139	As012G283410, As012G283010
OG0012716	g19020	As012G283020
OG0012717	g19018	As012G283050
OG0012718	g19010	As012G283260
OG0012719	g19009	As012G283270
OG0012720	g17923	As012G283400
OG0012721	g2080	As012G283650
OG0012722	g18997	As012G283710
OG0012723	g18995	As012G283740
OG0012724	g2087	As012G283830
OG0012725	g2133	As012G284330
OG0012726	g1985	As012G284850
OG0012727	g1986	As012G284860
OG0012728	g52079, g48947	As012G284970
OG0012729	g2004	As012G285170
OG0012730	g18911	As012G285190
OG0012731	g2030	As012G285700
OG0012732	g1963	As012G285760
OG0012733	g1913	As012G286560, As012G286500
OG0012734	g18819	As012G286590
OG0012735	g1887	As012G286960
OG0012736	g1781	As012G288030
OG0012737	g1761	As012G288270
OG0012738	g18795	As012G288400
OG0012739	g18729	As012G288610
OG0012740	g18769	As012G289060
OG0012741	g18774	As012G289130
OG0012836	g23578	As001G000020
OG0012837	g17053	As001G000120
OG0012838	g47663	As001G000230
OG0012839	g23541	As001G000500
OG0012840	g23529	As001G000690
OG0012841	g47691	As001G000950
OG0012842	g23471	As001G001240
OG0012843	g47699	As001G001380
OG0012844	g37378, g51969	As001G001450
OG0012845	g16996	As001G001760
OG0012846	g23410	As001G002370
OG0012847	g23391	As001G002540
OG0012848	g16977	As001G002650
OG0012849	g23375	As001G002980
OG0012850	g47759	As001G003010
OG0012851	g23359	As001G003230
OG0012852	g47766	As001G003330
OG0012853	g47776	As001G003480
OG0012854	g23325	As001G003750
OG0012855	g16941	As001G004360
OG0012856	g16938	As001G004490
OG0012857	g16928	As001G004740, As006G131340
OG0012858	g16925	As001G004800
OG0012859	g23272	As001G004970
OG0012860	g23264	As001G005080
OG0012862	g47819	As001G005410
OG0012863	g16907	As001G005620
OG0012864	g16908	As001G005790
OG0012865	g47824	As001G006360
OG0012866	g47821	As001G006470
OG0012867	g23207	As001G006730
OG0012868	g23176	As001G010040, As001G015380
OG0012869	g47841	As001G010180
OG0012870	g23179	As001G010240
OG0012871	g23175	As001G010370
OG0012872	g23168	As001G010540
OG0012873	g23163	As001G010710
OG0012874	g19739, g19692, g19723, g19771	As209G297120, As001G011160
OG0012875	g23146	As001G012610
OG0012876	g23108	As001G012780
OG0012877	g23138	As001G013730
OG0012878	g23104	As001G014090
OG0012880	g23044	As001G014540
OG0012881	g23031	As001G014860
OG0012882	g22953	As008G187250, As003G072380, As001G014950
OG0012883	g23024	As001G015090
OG0012884	g13566	As001G015140
OG0012885	g50572	As001G015680
OG0012886	g50573	As004G078740, As001G015700
OG0012887	g50589	As004G078990, As001G015910
OG0012888	g27746	As001G015960
OG0012889	g32612	As001G016910
OG0012890	g32616	As001G016940
OG0012891	g50654, g50655	As001G017100
OG0012892	g24319	As001G017610
OG0012894	g47171	As001G017870
OG0012895	g47170	As001G017880
OG0012896	g47163	As001G018010, As004G083020
OG0012897	g17586	As001G018090
OG0012898	g17589	As001G018230
OG0012899	g43836	As001G018370
OG0012900	g41132	As001G018490
OG0012901	g1684	As001G018520
OG0012902	g41129	As001G018680
OG0012903	g43906	As001G018750
OG0012904	g41127	As001G018780
OG0012905	g41126	As001G018800
OG0012906	g43971	As001G018970
OG0012907	g41118	As001G019020
OG0012908	g41114	As001G019030
OG0012909	g44016	As001G019380
OG0012910	g44015	As001G019390
OG0012911	g41068	As001G019670
OG0012912	g44042	As001G019760
OG0012913	g38258	As001G019920
OG0012914	g41053	As001G020050, As001G019940
OG0012915	g41046	As001G020170
OG0012916	g44088	As001G020240
OG0012917	g41040	As001G020360
OG0012918	g44100	As001G020390
OG0012919	g41021	As001G020880
OG0012920	g41016	As001G020940
OG0012921	g44137	As001G020970
OG0012922	g41004	As001G021020
OG0012923	g44138	As001G021140
OG0012924	g40995	As001G021180
OG0012925	g44152	As001G021450
OG0012926	g40979	As001G021460
OG0012927	g44153	As001G021470
OG0012929	g40972	As001G021570
OG0012930	g44166	As001G021600
OG0012931	g40937	As001G021990
OG0012932	g10821	As001G022280
OG0012933	g10816	As001G022320
OG0012934	g10814	As001G022340
OG0012935	g10807	As001G022430
OG0012936	g10778	As001G022730
OG0012937	g10774	As001G022770
OG0012938	g10772	As001G022790
OG0012940	g10743	As001G023060
OG0012941	g10739	As001G023130
OG0012942	g1522	As001G023500
OG0012943	g10706	As001G023580
OG0012944	g10683	As001G023810
OG0012945	g10680	As001G023840
OG0012946	g27253	As001G023980, As008G183430
OG0012947	g16680	As001G023990
OG0012948	g10658	As001G024290
OG0012949	g10643	As001G024440
OG0012950	g10628	As001G024540
OG0012951	g10601	As001G024920
OG0012952	g1581	As001G025000
OG0012953	g1585	As001G025140
OG0012954	g1587	As001G025180
OG0012955	g10572	As001G025320
OG0012956	g1593	As001G025440
OG0012957	g1595	As001G025490
OG0012958	g1597	As001G025600
OG0012959	g10551	As001G025620, As001G025630
OG0012960	g10530	As001G025860
OG0012961	g10527	As001G025900
OG0012962	g10518	As001G026010
OG0012963	g10517	As001G026020, As005G112790
OG0012965	g10500	As001G026210
OG0012966	g46662	As001G026300
OG0012968	g10460	As001G026690
OG0012970	g16570	As001G026790
OG0012971	g10432	As001G026950
OG0012972	g10407	As001G027170
OG0012973	g10406	As001G027180
OG0012974	g4296	As001G027210
OG0012975	g10396	As001G027410
OG0012977	g10366	As001G027710
OG0012978	g10320	As001G028110
OG0012979	g10318	As001G028130
OG0012980	g46738	As001G028280, As004G077830
OG0012981	g41791	As001G028310
OG0012982	g44919	As001G028320
OG0012983	g44930	As001G028420
OG0012984	g44931	As001G028430, As004G077710
OG0012985	g44953	As001G028490
OG0012986	g44972	As001G028670
OG0012987	g45006	As001G028970
OG0012988	g45019	As001G029050
OG0012989	g45020	As001G029060
OG0012990	g51957	As001G029360
OG0012991	g45082	As001G029440
OG0012992	g18059	As001G029490
OG0012993	g45090	As001G029500
OG0012994	g18060	As001G029580
OG0012995	g17927	As001G029970
OG0012996	g41131	As001G030060
OG0012997	g6527	As001G030140
OG0012998	g40736	As001G030240
OG0012999	g40753	As001G030390
OG0013001	g41067, g40780	As001G030670
OG0013002	g40825	As001G030720
OG0013003	g40824	As001G030730
OG0013004	g43513	As001G030820, As001G030830
OG0013005	g40817	As001G030860
OG0013006	g40814	As001G030890
OG0013007	g40810	As001G030920
OG0013008	g40809	As001G030930
OG0013009	g40807	As001G030960
OG0013010	g44261	As001G031120
OG0013011	g40791	As001G031190
OG0013012	g44255	As001G031260
OG0013013	g40842	As001G031360
OG0013014	g40844	As001G031390
OG0013015	g31404	As001G031500
OG0013016	g40860	As001G031620
OG0013017	g44242	As001G031720
OG0013018	g44237	As001G031900
OG0013019	g40887	As001G031930
OG0013020	g40905	As001G032100
OG0013021	g27180	As001G032130, As008G185320
OG0013022	g40919	As001G032170
OG0013023	g40920	As001G032180
OG0013024	g47559, g23733	As002G032520
OG0013025	g23724	As002G032630
OG0013026	g23721	As002G032660
OG0013027	g47573	As002G032690
OG0013028	g23713	As002G032830
OG0013029	g46840	As002G032870
OG0013030	g37384	As002G033090, As002G038070
OG0013031	g51976	As002G033220
OG0013032	g37377	As002G033470
OG0013033	g51968	As002G033480
OG0013034	g51959	As002G033600
OG0013035	g51927, g51942	As002G033820
OG0013036	g38143	As002G033870
OG0013037	g7517	As002G033910
OG0013038	g13023	As002G034060, As002G034050
OG0013039	g13028	As002G034100
OG0013040	g7480	As002G034450
OG0013041	g7479	As002G034460, As002G034620, As002G034550
OG0013042	g7458, g12389	As002G035000
OG0013043	g13067	As002G035180
OG0013044	g47502	As002G035240
OG0013045	g13069	As002G035270
OG0013046	g12381	As002G035330
OG0013048	g7445	As002G035360
OG0013049	g13087	As002G035640
OG0013050	g13089	As002G035660
OG0013051	g28979	As002G035730
OG0013052	g13106	As002G036090
OG0013053	g12362	As002G036100
OG0013054	g7417	As002G036160
OG0013055	g7408	As002G036430
OG0013056	g31305, g49769	As008G186240, As002G036600
OG0013057	g12330	As002G037040
OG0013058	g7374	As002G037400
OG0013059	g7371	As002G037430
OG0013060	g13132	As002G038180
OG0013061	g7338	As002G038190
OG0013062	g7333	As002G038480
OG0013063	g12294, g7331	As002G038730
OG0013064	g39859	As007G177910, As002G038790
OG0013065	g12287	As002G038880
OG0013066	g23582	As002G039180
OG0013068	g37835	As002G040090
OG0013069	g26734	As002G040170
OG0013070	g1476	As002G040200
OG0013071	g1460	As002G040650
OG0013072	g1449	As002G040860
OG0013073	g26787	As002G041340
OG0013074	g1427	As002G041650
OG0013075	g1421	As002G041750
OG0013076	g1413	As002G041920
OG0013077	g26817	As002G041970
OG0013078	g28257, g1401	As002G042200
OG0013079	g1383	As002G042400
OG0013080	g6410	As002G042410, As011G257720
OG0013081	g28311	As002G042880
OG0013082	g28322	As002G043140
OG0013083	g28326	As002G043260
OG0013084	g1328	As002G043460
OG0013085	g41174, g41192	As002G043590
OG0013086	g1321	As002G043680
OG0013087	g28355	As002G043830
OG0013088	g1303	As002G043890
OG0013089	g871	As002G044050
OG0013090	g877	As002G044140
OG0013091	g28388, g36025	As002G044460
OG0013092	g41250	As002G044690
OG0013093	g41289, g41290	As002G045230
OG0013094	g17074, g23610	As002G045280
OG0013095	g39441	As002G045550
OG0013096	g28451	As002G045560
OG0013097	g944	As002G045580
OG0013098	g28449	As002G045640
OG0013099	g938	As002G045670
OG0013100	g28446, g38451	As002G045680
OG0013101	g28444	As002G045690
OG0013102	g28466	As002G046020
OG0013103	g39427	As002G046080
OG0013104	g28483	As002G046290
OG0013105	g6255, g6277, g3081	As002G046320
OG0013106	g28492	As002G046570
OG0013107	g39396	As002G046610
OG0013108	g978	As002G046620
OG0013109	g28493	As002G046630
OG0013110	g980	As002G046660
OG0013111	g981	As002G046670
OG0013113	g1005	As002G047050
OG0013114	g23675	As002G047080, As006G134560
OG0013115	g28512	As002G047100
OG0013116	g1017	As002G047260
OG0013117	g28525	As002G047420
OG0013118	g39363	As002G047520
OG0013119	g1039	As002G047700
OG0013120	g28541	As002G047850
OG0013121	g1054	As002G047910
OG0013122	g1064	As002G048080
OG0013123	g1073	As002G048180
OG0013124	g28618	As002G048850
OG0013125	g39316	As002G048940
OG0013126	g28629	As002G048960
OG0013127	g1103, g28636	As002G049040
OG0013128	g1104	As002G049050
OG0013129	g28644	As002G049190
OG0013130	g1135	As002G049430
OG0013131	g28665	As002G049550
OG0013132	g28684	As002G049880
OG0013133	g28686	As002G049910
OG0013134	g24287	As002G050020
OG0013135	g467	As002G050090
OG0013136	g10305	As002G050130
OG0013137	g29361	As002G050340
OG0013138	g45616, g29366	As002G050390
OG0013139	g5283	As002G050410
OG0013140	g29385	As002G050690
OG0013141	g29392	As002G050790
OG0013142	g45602	As002G050830
OG0013143	g45591, g18351	As002G050940
OG0013144	g29399	As002G051970, As002G050960
OG0013145	g5319	As002G051050
OG0013146	g45588	As002G051070
OG0013147	g5324	As002G051110
OG0013148	g29425	As002G051390
OG0013149	g5351	As002G051490
OG0013150	g5364	As002G051590
OG0013151	g5366	As002G051610
OG0013152	g45570	As002G051640
OG0013153	g5368	As002G051760
OG0013154	g45566	As002G051880
OG0013155	g5375	As002G051890
OG0013156	g5380	As002G051980
OG0013157	g5381	As002G051990
OG0013158	g45554	As002G052350
OG0013159	g45551	As002G052370
OG0013160	g29510	As002G053120
OG0013161	g29543	As002G053500
OG0013162	g29546	As002G053530
OG0013163	g29559	As002G053770
OG0013164	g5457	As002G053850
OG0013165	g29564	As002G053880
OG0013166	g5468	As002G053970
OG0013167	g5475	As002G054090
OG0013168	g29572	As002G054110
OG0013169	g45506	As002G054120
OG0013170	g5484	As002G054160
OG0013171	g5498	As002G054380
OG0013172	g486	As009G217140, As002G054500
OG0013174	g29600, g45491	As002G054750
OG0013175	g5516	As002G054760
OG0013176	g29608	As002G055010
OG0013177	g45488, g29611	As002G055060
OG0013178	g5534	As002G055070
OG0013179	g29635, g5556	As002G055460
OG0013180	g380	As002G055530
OG0013181	g45474	As002G055570
OG0013182	g47202	As003G055720
OG0013183	g17531	As003G055890
OG0013184	g24247	As003G055980
OG0013185	g24241	As003G056080
OG0013186	g24240	As003G056090
OG0013187	g47255	As003G056370
OG0013188	g47261	As003G056610
OG0013189	g47262	As003G056640
OG0013190	g23964, g47263	As003G056650
OG0013191	g40590	As003G056910
OG0013192	g47276	As003G057010
OG0013193	g17466, g24172	As003G057120
OG0013194	g47281	As003G057200
OG0013195	g47285	As003G057240
OG0013196	g47288	As004G088190, As003G057280
OG0013197	g24156	As003G057360
OG0013198	g17447	As003G057470
OG0013202	g24071	As003G058300
OG0013203	g2103	As003G058310
OG0013204	g47333	As003G058330
OG0013205	g18283	As003G058370
OG0013206	g47345	As003G058700, As003G058660
OG0013207	g24022	As003G059160
OG0013208	g47373	As003G059390
OG0013209	g47386	As003G059650
OG0013210	g23974	As003G060040
OG0013211	g23967	As003G060270
OG0013212	g45818	As003G060300
OG0013213	g23958	As003G060440
OG0013214	g17287	As003G060600
OG0013217	g23873	As003G061880
OG0013218	g17248	As003G061990
OG0013219	g47479	As003G062000
OG0013220	g23849	As003G062190
OG0013221	g27790	As003G062350
OG0013223	g32665	As003G062750
OG0013224	g32667	As003G062780
OG0013225	g702, g28953	As003G062890
OG0013226	g23741	As003G062900
OG0013228	g27803	As003G062990
OG0013229	g27808	As003G063230
OG0013230	g50742	As003G063250
OG0013231	g32765	As003G063320
OG0013232	g27860	As003G063400
OG0013233	g27865	As003G063480
OG0013234	g32900, g27876	As003G063610
OG0013235	g32970	As003G063780
OG0013236	g37798	As003G063860
OG0013237	g46638	As003G063920, As004G080210
OG0013238	g35910	As003G064220
OG0013239	g53899	As003G064460
OG0013240	g13017	As003G064740
OG0013241	g50566	As003G064940
OG0013242	g28214	As003G064950
OG0013243	g28140	As003G065250
OG0013245	g36261	As003G065440
OG0013246	g36244	As003G065510
OG0013247	g28239, g28242	As003G066020
OG0013248	g53719	As003G066040
OG0013249	g53718	As003G066060
OG0013250	g28139	As003G066370, As003G066380
OG0013251	g36201	As003G066640
OG0013252	g32302, g32298	As003G067320
OG0013253	g32271, g32296	As003G067640
OG0013254	g32319	As003G068480
OG0013255	g50451	As003G068580
OG0013256	g27651	As003G068630
OG0013257	g50487	As003G069200
OG0013258	g32363	As003G069290
OG0013259	g32374	As003G069500
OG0013260	g27673	As003G069700
OG0013261	g11705	As003G069710
OG0013262	g32390	As003G069860
OG0013263	g50508	As003G070010
OG0013264	g50519	As003G070280
OG0013265	g27697	As003G070830
OG0013266	g23005	As003G071670
OG0013267	g23003	As005G105870, As003G071700
OG0013268	g22981	As003G071940
OG0013269	g47941	As003G072170
OG0013270	g47944	As003G072210
OG0013271	g47948	As003G072260
OG0013272	g13997	As011G264800, As003G072280
OG0013273	g22943	As003G072470
OG0013274	g22931	As003G072570
OG0013275	g22930	As003G072580
OG0013276	g22927	As003G072610
OG0013277	g22925	As003G072630
OG0013278	g22921	As003G072690
OG0013279	g22914	As003G072820
OG0013280	g18255	As003G072850
OG0013281	g22885	As003G073160
OG0013283	g22872	As003G073320
OG0013284	g18269	As003G073380
OG0013285	g47989	As003G073700
OG0013286	g47999	As003G074200
OG0013287	g2351	As003G074220
OG0013288	g22774	As003G074610
OG0013289	g22773	As003G074620
OG0013290	g22770	As003G074660
OG0013291	g22746	As003G074830
OG0013292	g22745	As003G074840
OG0013293	g22744	As003G074850
OG0013294	g32293	As003G074870
OG0013295	g18142	As003G074880
OG0013296	g47842	As003G075400
OG0013297	g22712	As003G075410
OG0013298	g22711	As003G075420
OG0013299	g22700	As003G075580, As003G075570
OG0013300	g22695	As012G273680, As003G075610
OG0013301	g18308	As003G075730
OG0013302	g18330	As003G076060
OG0013303	g18335	As003G076120
OG0013304	g18340	As003G076170
OG0013305	g18356	As003G076370
OG0013306	g18377	As005G111710
OG0013307	g18370	As003G076470
OG0013309	g22661	As003G076590
OG0013310	g50881	As004G076720
OG0013311	g25121	As004G076830
OG0013312	g18129, g25096	As004G076950
OG0013313	g46842	As004G076990
OG0013314	g46838	As004G077050
OG0013315	g16738	As004G077120
OG0013316	g46804, g18124	As004G077230
OG0013317	g18121	As004G077280
OG0013318	g46787	As004G077300
OG0013319	g18120	As004G077330
OG0013320	g46780	As004G077350
OG0013321	g18116	As004G077460
OG0013322	g18114	As004G077660
OG0013323	g18098	As004G077730
OG0013324	g46744	As004G077770
OG0013325	g46737	As004G077840
OG0013326	g18089	As004G077870
OG0013327	g46735	As004G077880
OG0013328	g18084	As004G078030
OG0013329	g16906	As004G078180
OG0013330	g16886	As004G078510
OG0013331	g46688	As004G078590
OG0013332	g16882	As004G078600
OG0013333	g4903	As004G078850
OG0013334	g32535	As004G079230
OG0013335	g2916	As004G079250
OG0013336	g25722	As004G079330
OG0013337	g1636	As004G079410
OG0013338	g51520, g25983	As004G079530
OG0013339	g38002	As004G079570
