Orthogroup	Cochlearia_excelsa	Eutrema_salsugineum
OG0014367	g13679	XP_006409659.1
OG0014368	g6196	XP_006409645.1
OG0014369	g13684	XP_006409644.1
OG0014370	g23188	XP_006412366.1
OG0014371	g6192	XP_006409633.1
OG0014372	g6188	XP_006409621.1
OG0014373	g13686	XP_006409603.1
OG0014374	g31095	XP_006417748.1
OG0014375	g6151	XP_024016464.1
OG0014376	g14232	XP_024016644.1
OG0014378	g39562, g6137	XP_006409440.1
OG0014379	g28246	XP_024007635.1
OG0014380	g14085	XP_006409406.1
OG0014381	g14059	XP_006409369.1
OG0014382	g14051	XP_006409359.1
OG0014383	g6094	XP_006409321.1
OG0014384	g6081	XP_024016578.1
OG0014385	g6050	XP_024016497.1
OG0014386	g13958	XP_006409156.1
OG0014387	g13782	XP_006409122.1
OG0014388	g5993	XP_006409121.1
OG0014389	g13936	XP_006409106.1
OG0014390	g5987	XP_006409097.1
OG0014391	g5986	XP_006409095.1
OG0014392	g13916	XP_024016406.1
OG0014393	g13910	XP_006409041.2, XP_006409042.1
OG0014394	g13902	XP_006408880.1
OG0014395	g13871	XP_006408914.1, XP_024014296.1
OG0014396	g13869	XP_006408919.1
OG0014397	g5921, g13862	XP_006408939.1
OG0014398	g5903	XP_006408976.1
OG0014399	g13847, g5897	XP_006408990.1
OG0014400	g13844	XP_006409007.1
OG0014401	g5876	XP_006395993.1
OG0014402	g5888	XP_006409012.1
OG0014403	g27972	XP_006392553.1
OG0014404	g39449	XP_006392557.2
OG0014405	g54363	XP_024006095.1
OG0014406	g54362	XP_006392603.1
OG0014407	g54320	XP_006392635.1
OG0014408	g36712	XP_024006304.1
OG0014409	g54322	XP_006392645.1
OG0014410	g10843	XP_024010969.1
OG0014411	g36704	XP_006392666.1
OG0014412	g36664	XP_006392751.1
OG0014413	g54303	XP_006392760.1
OG0014414	g36637	XP_006392778.2
OG0014415	g36618	XP_006392805.1
OG0014417	g54277	XP_006392865.1
OG0014418	g54270	XP_024005951.1
OG0014419	g36574	XP_006392912.1
OG0014420	g36573	XP_006392914.1
OG0014421	g36572	XP_006392913.1
OG0014422	g36562	XP_006392931.1
OG0014423	g36554	XP_006392952.1
OG0014424	g36523	XP_006392994.2
OG0014425	g54229	XP_024005996.1
OG0014426	g54214	XP_006393035.1
OG0014427	g36470	XP_006393100.1
OG0014428	g54194	XP_006393085.1
OG0014429	g28036	XP_006393063.1
OG0014430	g44862	XP_006391187.1
OG0014431	g54181, g36454	XP_024006003.1
OG0014433	g36445	XP_006393150.1
OG0014434	g36430, g54164	XP_024006362.1
OG0014435	g28058	XP_006393176.1
OG0014436	g36411	XP_006393212.1
OG0014437	g43449, g36405	XP_024006019.1
OG0014438	g54139	XP_006393244.1
OG0014439	g6833	XP_024015786.1
OG0014440	g36395	XP_006393260.1
OG0014441	g54124	XP_006393262.1
OG0014442	g36382	XP_006393308.1
OG0014443	g36374	XP_024006007.1
OG0014444	g54106	XP_006393332.1
OG0014445	g54118	XP_006393299.1
OG0014446	g36328	XP_006393395.1
OG0014447	g36321	XP_024006654.1
OG0014448	g28107	XP_006393446.1
OG0014449	g47147	XP_006414372.1
OG0014450	g24393	XP_006414386.2
OG0014451	g2303	XP_006403602.1
OG0014452	g24398	XP_006414390.1
OG0014453	g17610	XP_024005699.1
OG0014454	g47127	XP_006414427.1, XP_024004783.1
OG0014455	g24417	XP_024004697.1
OG0014456	g37100	XP_006410616.1
OG0014457	g51461	XP_024003681.1
OG0014458	g51455	XP_006410605.1
OG0014459	g11339	XP_024013401.1
OG0014460	g11336	XP_006403855.1
OG0014461	g3237	XP_006395288.2
OG0014462	g2420	XP_024013495.1
OG0014463	g2419	XP_006403825.1
OG0014464	g2418	XP_006403824.1
OG0014465	g2414	XP_006403817.1
OG0014466	g19251	XP_006403804.2
OG0014467	g19240	XP_006403796.1
OG0014468	g19226	XP_006403781.1
OG0014469	g19224	XP_006403780.1
OG0014470	g13638	XP_006391192.2
OG0014471	g11314	XP_006403701.1
OG0014472	g19198	XP_006403693.1
OG0014473	g11305	XP_006403644.1
OG0014474	g19168	XP_006403618.1
OG0014475	g2445	XP_006403873.1
OG0014476	g29282	XP_006400000.1
OG0014477	g2458, g19293	XP_006403882.1
OG0014478	g11341	XP_006403884.1
OG0014479	g19304	XP_006403902.1
OG0014480	g2289	XP_006403573.1
OG0014481	g11297	XP_006403564.1
OG0014482	g2242	XP_006403526.1
OG0014483	g2233	XP_006403487.1
OG0014484	g2222	XP_006403480.1
OG0014485	g2221, g19108	XP_006403479.1
OG0014486	g19100	XP_024013535.1
OG0014487	g2192	XP_006403449.1
OG0014488	g2165	XP_006403015.1
OG0014489	g2163	XP_006403011.1
OG0014490	g51920	XP_006411319.1
OG0014492	g19014	XP_006402957.1
OG0014493	g2055	XP_006402950.1
OG0014494	g2058	XP_006402946.1
OG0014495	g18996	XP_006402900.1
OG0014496	g18971	XP_006402826.1
OG0014497	g11222	XP_024012738.1
OG0014499	g18954	XP_024013017.1
OG0014500	g1988	XP_006402767.1
OG0014501	g2005	XP_006402721.1
OG0014502	g2007	XP_006402717.1
OG0014503	g18906	XP_024012987.1
OG0014504	g2020	XP_006402693.1
OG0014505	g18895	XP_024012816.1
OG0014506	g1957	XP_006402643.1
OG0014507	g1952	XP_006402640.1
OG0014508	g18870	XP_024012779.1
OG0014509	g1925	XP_006402597.1
OG0014510	g18825	XP_006402586.1
OG0014511	g19016	XP_006402960.1
OG0014512	g1901	XP_006402564.1
OG0014513	g1897, g18801	XP_006402555.2
OG0014514	g1885	XP_006402534.1
OG0014515	g1880	XP_006402521.1
OG0014516	g1842	XP_006402472.1
OG0014517	g1826	XP_006402456.1
OG0014518	g1813	XP_006402440.1
OG0014520	g11159	XP_006402423.1
OG0014521	g11158	XP_006402422.1
OG0014522	g11157	XP_006402420.1
OG0014523	g1774	XP_006402406.1
OG0014524	g11150	XP_006402373.1
OG0014525	g18740	XP_006402332.1
OG0014526	g18766	XP_006402306.1
OG0014527	g1741	XP_006402304.1
OG0014528	g18780	XP_024012783.1
OG0014529	g18787	XP_006402281.1
OG0014530	g18699	XP_006402277.1
OG0014531	g44659	XP_006391482.1, XP_006405525.1
OG0014532	g44660	XP_006392235.1
OG0014533	g18711	XP_006403739.1
OG0014536	g19591	XP_006419040.1
OG0014537	g19138	XP_024013769.1
OG0014538	g11271	XP_006403025.1
OG0014539	g40521	XP_006398127.2
OG0014541	g46213	XP_006390295.1
OG0014542	g36990	XP_006403391.1
OG0014543	g51530	XP_006410717.1
OG0014544	g51550	XP_024016693.1
OG0014545	g38102	XP_006411086.2
OG0014547	g13598	XP_006389780.1
OG0014549	g46423	XP_006390017.1
OG0014550	g44544	XP_024009334.1
OG0014551	g23383	XP_006412679.1
OG0014552	g13103	XP_006407532.1
OG0014553	g23294	XP_006412536.2
OG0014555	g23195, g42966, g18146	XP_006412375.1
OG0014556	g12557	XP_006408082.1
OG0014557	g49275	XP_006418505.1
OG0014558	g27014	XP_024008622.1
OG0014559	g31413	XP_006417184.1
OG0014561	g31635	XP_006416847.1
OG0014562	g44725	XP_006390970.1
OG0014563	g45805	XP_024011321.1, XP_024010817.1
OG0014564	g41556	XP_006391142.1
OG0014565	g43623, g43614, g35896	XP_024016653.1
OG0014566	g44218	XP_006391901.1
OG0014568	g5920	XP_006408940.1
OG0014569	g6028, g6077	XP_006409202.1
OG0014570	g6432	XP_006418665.1
OG0014571	g6469	XP_006418793.1
OG0014572	g6786	XP_006406480.1
OG0014574	g12382	XP_006407605.1
OG0014575	g29684	XP_006399101.1
OG0014576	g29650	XP_006399177.1
OG0014579	g47393	XP_006413746.1
OG0014580	g47305	XP_024004747.1
OG0014582	g24277	XP_006414248.1
OG0014583	g27774, g50626	XP_006415248.1
OG0014584	g32371	XP_006415622.1
OG0014586	g17171	XP_006413314.1
OG0014587	g51159	XP_006409999.1
OG0014589	g5253	XP_006399866.1
OG0014590	g29311	XP_024012541.1
OG0014591	g29129	XP_024012483.1
OG0014592	g18498	XP_006395158.1
OG0014593	g46634	XP_006405309.1
OG0014594	g28691	XP_006401117.1
OG0014595	g28732, g39236, g1272	XP_006400962.1
OG0014596	g794	XP_006400744.1
OG0014597	g782	XP_024012098.1
OG0014599	g693	XP_006400568.1
OG0014600	g132	XP_006393991.1
OG0014603	g27435	XP_006416487.1
OG0014605	g1701	XP_006392432.1
OG0014607	g19570	XP_006391346.1
OG0014609	g6289	XP_024016638.1
OG0014611	g13989	XP_006409219.1
OG0014616	g19173	XP_006403649.1
OG0014621	g33312	XP_006396545.2
OG0014623	g28591	XP_006401262.2
OG0014637	g23555	XP_006412962.1
OG0014638	g17034, g44093	XP_024016472.1
OG0014639	g23543	XP_006412938.1
OG0014640	g23540	XP_006412934.1
OG0014641	g23536	XP_006412927.2
OG0014643	g17025	XP_006412916.1
OG0014644	g44366	XP_006390118.1
OG0014645	g23515	XP_006412894.1
OG0014646	g23514	XP_006412893.1
OG0014647	g17015	XP_024004660.1
OG0014648	g23498	XP_006412875.1
OG0014649	g23496	XP_006412870.1
OG0014650	g23484	XP_006412853.1
OG0014651	g23478	XP_006412852.1
OG0014652	g23469	XP_024005181.1
OG0014653	g23466	XP_006412835.1
OG0014654	g23463	XP_024004610.1
OG0014655	g23462	XP_006412824.1
OG0014656	g25217	XP_006395965.1
OG0014657	g47703	XP_006412813.1
OG0014659	g17001	XP_006412804.1
OG0014660	g17000	XP_024005350.1
OG0014661	g23415	XP_006412722.1
OG0014662	g23377	XP_006412666.2
OG0014663	g16969	XP_006412660.1
OG0014665	g23367	XP_006412651.1
OG0014666	g53552	XP_006411599.2
OG0014667	g23351	XP_006412631.1
OG0014668	g23346	XP_006412617.1
OG0014669	g47775	XP_024005264.1
OG0014670	g23330	XP_006412598.1
OG0014671	g23328	XP_006412594.1
OG0014672	g31134	XP_006417654.1
OG0014673	g23315	XP_006412577.1
OG0014674	g23308	XP_006412554.1
OG0014675	g23306	XP_006412551.1
OG0014676	g47793	XP_006412552.1
OG0014677	g23297	XP_006412539.1
OG0014678	g23295	XP_006412537.1
OG0014679	g23289	XP_006412519.1
OG0014680	g16923	XP_006412485.1
OG0014682	g23273	XP_024005132.1
OG0014683	g38325	XP_006405226.1
OG0014684	g23251	XP_024005703.1
OG0014685	g16909	XP_006412415.1
OG0014686	g23240	XP_006412429.1
OG0014687	g23242	XP_006412431.1
OG0014689	g47873	XP_006412252.1
OG0014690	g23177	XP_006412352.1
OG0014691	g23174	XP_006412348.1
OG0014692	g18162	XP_024005236.1
OG0014693	g23170	XP_006412345.1
OG0014695	g23158	XP_006412318.1
OG0014696	g23106	XP_006412244.1
OG0014697	g18197	XP_006412269.1
OG0014698	g776	XP_024012412.1
OG0014699	g23143	XP_006412294.1
OG0014700	g18207	XP_006412236.1
OG0014701	g18204	XP_006412238.1
OG0014702	g47882	XP_006412216.1
OG0014703	g23069	XP_006412204.1
OG0014704	g13717	XP_024016428.1
OG0014705	g36245	XP_006405973.1
OG0014706	g23016	XP_006412128.1
OG0014707	g23011	XP_006412119.1
OG0014708	g23008	XP_006412113.1
OG0014709	g50578	XP_006415364.1
OG0014710	g32525	XP_006415334.1
OG0014711	g27743	XP_006415325.1
OG0014712	g50610	XP_006415304.1
OG0014713	g32539	XP_006415302.1
OG0014714	g27724	XP_024008147.1
OG0014715	g27723	XP_006415279.1
OG0014716	g32595	XP_006415237.1
OG0014717	g32600	XP_024008376.1
OG0014718	g32606	XP_006415219.1
OG0014719	g50633	XP_006415217.2
OG0014720	g32611	XP_006415208.1
OG0014721	g32621	XP_024008382.1
OG0014722	g27780	XP_006415182.1
OG0014723	g24305	XP_006414285.1
OG0014724	g47193	XP_006414284.1
OG0014725	g47188	XP_006414294.1
OG0014726	g47185	XP_024005860.1
OG0014727	g47184	XP_024005861.1
OG0014728	g47182	XP_006414304.1
OG0014729	g24322	XP_024004679.1
OG0014730	g24333	XP_006414329.1
OG0014731	g24358	XP_006414354.2
OG0014732	g47156	XP_006414365.1
OG0014733	g43822	XP_006392526.2
OG0014734	g43873	XP_006392509.1
OG0014735	g41130	XP_006392487.1
OG0014736	g44899	XP_024014016.1
OG0014737	g41125	XP_006392464.1
OG0014738	g1695	XP_006392459.1
OG0014740	g41104	XP_006392408.1
OG0014742	g1712	XP_006392342.1
OG0014743	g44071	XP_006392274.1
OG0014744	g37236	XP_006410973.1, XP_006410972.1
OG0014745	g47704	XP_006412812.1
OG0014746	g44122	XP_006392177.1
OG0014747	g41022	XP_006392163.1
OG0014748	g44143	XP_006392105.1
OG0014749	g40985	XP_006392072.1
OG0014750	g40975	XP_024004100.1
OG0014751	g40934	XP_006391948.1
OG0014752	g40929	XP_006391919.1
OG0014753	g10828	XP_006398492.1
OG0014754	g10805	XP_024011022.1
OG0014755	g10803	XP_006398526.2
OG0014756	g10799	XP_024011033.1
OG0014758	g10773	XP_024007534.1
OG0014759	g10771	XP_024007189.1
OG0014760	g10767	XP_006395862.1
OG0014761	g50606	XP_006395858.1
OG0014763	g10746	XP_006395844.1
OG0014764	g10731	XP_006395810.1
OG0014765	g10697	XP_006395759.1
OG0014766	g10687	XP_006395751.1
OG0014767	g10686	XP_006395750.1
OG0014768	g10677	XP_006395740.1
OG0014769	g1544	XP_006395705.1
OG0014770	g10663	XP_006395703.1
OG0014771	g1551	XP_006395688.1
OG0014772	g1557	XP_024007653.1
OG0014773	g10647	XP_006395668.1
OG0014774	g10612	XP_006395626.1
OG0014775	g10597	XP_006395608.1
OG0014776	g10596	XP_006395606.1
OG0014777	g1583	XP_024007497.1
OG0014778	g10589	XP_006395596.1
OG0014779	g10584	XP_006395582.1
OG0014780	g16613	XP_006395544.1
OG0014781	g1596	XP_006395530.1
OG0014782	g10550	XP_006395526.1
OG0014783	g10539	XP_006395507.1
OG0014784	g1604	XP_006395499.1
OG0014785	g10523	XP_006395488.1
OG0014786	g10519	XP_006395480.1
OG0014787	g10504	XP_006395463.1
OG0014788	g16566	XP_006395440.1
OG0014789	g10474	XP_006395417.1
OG0014790	g18228	XP_006397160.2, XP_006395405.1
OG0014791	g4326	XP_006395388.1
OG0014792	g10450	XP_006395386.1
OG0014793	g4305	XP_006395361.1
OG0014794	g10403	XP_024007126.1
OG0014795	g4294	XP_024007657.1
OG0014797	g10351	XP_006395276.1
OG0014798	g10324	XP_006395254.1
OG0014800	g40962	XP_006391989.1
OG0014801	g41782	XP_024010550.1
OG0014802	g44921	XP_006391474.1
OG0014803	g44928, g44927	XP_006391470.1
OG0014804	g41833	XP_006391437.1
OG0014806	g45001	XP_006391386.1
OG0014807	g45016	XP_006391357.1
OG0014808	g45023	XP_006391347.1
OG0014809	g41914	XP_006391324.1
OG0014810	g42007	XP_006391313.1
OG0014811	g45046	XP_006391519.1
OG0014812	g45056	XP_006391528.1
OG0014813	g45071	XP_006391547.1
OG0014814	g45099	XP_006391569.1
OG0014815	g45102	XP_006397407.1
OG0014816	g53640	XP_006397403.1
OG0014817	g49534	XP_024014157.1, XP_006392024.1
OG0014819	g45130	XP_024009504.1
OG0014820	g18065	XP_006404452.2
OG0014821	g45138	XP_006397386.1
OG0014822	g45140	XP_006397390.1
OG0014823	g41232	XP_006415605.1
OG0014824	g45234	XP_006396449.1
OG0014826	g40731	XP_006391589.1
OG0014827	g19344	XP_006404001.1
OG0014828	g10644	XP_006395666.1
OG0014829	g40757	XP_006391609.1
OG0014830	g40762	XP_006391614.1
OG0014831	g40764	XP_006391616.1
OG0014832	g40770	XP_006391622.1
OG0014833	g44263	XP_006391693.1
OG0014834	g40797	XP_006391712.1
OG0014835	g40786	XP_006391729.1
OG0014836	g1736	XP_024015677.1
OG0014837	g40840	XP_006391742.1
OG0014838	g40841	XP_024016420.1
OG0014839	g37127	XP_006391747.1
OG0014840	g40843	XP_006391748.1
OG0014841	g40851	XP_006391776.1
OG0014842	g40868	XP_006391715.1
OG0014844	g40882	XP_006391823.1
OG0014845	g40884	XP_006391825.1
OG0014846	g40885	XP_006391827.1
OG0014847	g40892	XP_006391855.1
OG0014848	g13141	XP_006407322.1
OG0014849	g23583	XP_006413004.1
OG0014850	g23727	XP_006413253.1
OG0014852	g23712	XP_006413218.1
OG0014853	g17140	XP_024004692.1
OG0014854	g51978	XP_006411386.1
OG0014855	g46852	XP_006405735.1
OG0014856	g38153	XP_006411377.1
OG0014857	g51965	XP_024003784.1
OG0014858	g51970	XP_024003860.1
OG0014859	g37369	XP_024016762.1
OG0014860	g51946	XP_006411337.1
OG0014861	g51944	XP_024016724.1
OG0014862	g7515	XP_006407714.1
OG0014863	g12410	XP_024015552.1
OG0014864	g7511	XP_006407704.1
OG0014865	g7508	XP_006407699.1
OG0014866	g12403	XP_006407691.2
OG0014867	g7491	XP_006407674.1
OG0014868	g7482	XP_006418812.1
OG0014869	g13059	XP_006407649.1
OG0014870	g7475	XP_006407645.2
OG0014871	g7474	XP_006407644.1
OG0014872	g7464	XP_006407631.1
OG0014873	g7463	XP_006407629.1
OG0014874	g7459	XP_006407624.1
OG0014875	g29834	XP_006398815.1
OG0014876	g7447	XP_006407610.1
OG0014877	g7446	XP_006407609.1
OG0014878	g7442	XP_006407592.1
OG0014879	g13082, g7438	XP_006407584.1
OG0014880	g7435	XP_006407578.1
OG0014881	g13086	XP_006407573.1
OG0014882	g7416	XP_006407518.1
OG0014883	g1071	XP_006401327.1
OG0014885	g13111	XP_006407487.1
OG0014886	g12337	XP_006407473.1
OG0014887	g12334	XP_006407469.2
OG0014888	g7386	XP_006407455.1
OG0014889	g7336	XP_006407378.1
OG0014891	g12295	XP_006407371.1
OG0014892	g7314	XP_006407340.1
OG0014893	g25946	XP_006397338.1
OG0014894	g1505	XP_006402253.1
OG0014895	g25976	XP_006397340.1
OG0014896	g1482	XP_006396315.1
OG0014897	g13395	XP_006406254.1
OG0014898	g1410	XP_006402144.1
OG0014899	g31111	XP_006417717.1
OG0014901	g28280	XP_006402080.1
OG0014902	g1388	XP_006402070.2
OG0014903	g1367	XP_006402058.1
OG0014904	g1346	XP_006402036.1
OG0014905	g41161	XP_006401992.1
OG0014906	g41170	XP_006401961.1
OG0014907	g28344	XP_024012599.1
OG0014908	g41173	XP_006401928.1
OG0014909	g28348	XP_024011619.1
OG0014910	g44216	XP_006391903.1
OG0014911	g1306	XP_006401880.1
OG0014912	g865	XP_024012063.1
OG0014913	g866	XP_006401865.1
OG0014914	g868	XP_024012643.1
OG0014915	g870	XP_006401856.1
OG0014916	g28362	XP_006401855.1
OG0014917	g28367	XP_006401831.1
OG0014918	g41226	XP_006401815.1
OG0014919	g884	XP_006401812.1
OG0014920	g892	XP_006401776.1
OG0014921	g41279	XP_006401720.1
OG0014922	g28406	XP_006401741.1
OG0014923	g41253	XP_006401755.1
OG0014924	g28423	XP_006401705.1
OG0014925	g28424	XP_006401702.1
OG0014926	g41294	XP_006401687.1
OG0014927	g935	XP_006401652.1
OG0014928	g957	XP_006401575.2
OG0014929	g977	XP_006401524.1
OG0014930	g31808	XP_006416567.1
OG0014931	g39376	XP_006401468.1
OG0014932	g39374	XP_006401454.1
OG0014933	g1018	XP_024011991.1
OG0014934	g28517	XP_006401436.1
OG0014935	g28543	XP_006401375.1
OG0014936	g28550	XP_024012112.1
OG0014937	g1062	XP_006401351.1
OG0014939	g28562	XP_006401304.1
OG0014940	g1081	XP_006401293.1
OG0014941	g1082	XP_024011860.1
OG0014942	g1098	XP_006401251.1
OG0014943	g39326	XP_006401249.1
OG0014944	g28600	XP_006401248.1
OG0014945	g1108	XP_006401210.1
OG0014946	g39299	XP_006401183.1
OG0014947	g1120	XP_006401181.2
OG0014949	g1140	XP_006401162.2
OG0014950	g28669	XP_006401151.1
OG0014951	g28687	XP_006401127.1
OG0014952	g1154	XP_006401125.1
OG0014953	g41147	XP_006397365.1
OG0014954	g45666	XP_006397362.1
OG0014955	g29358	XP_006399831.1
OG0014956	g29357	XP_006399832.2
OG0014957	g45614	XP_006399800.1
OG0014958	g5299	XP_024012211.1
OG0014959	g29403	XP_006399733.1
OG0014960	g45581	XP_006399706.1
OG0014962	g29439	XP_006399661.1
OG0014963	g5373	XP_006399648.1
OG0014964	g29447	XP_024012353.1
OG0014965	g45565	XP_006399635.1
OG0014966	g5389	XP_024012074.1
OG0014967	g29465	XP_024011419.1
OG0014968	g29466	XP_006399600.2
OG0014969	g51700	XP_006411015.1
OG0014970	g29471	XP_006399589.1
OG0014971	g5394	XP_006399586.1
OG0014973	g29486	XP_006399566.1
OG0014974	g29487	XP_006399563.2
OG0014975	g45542	XP_006399548.1
OG0014976	g5409	XP_006399543.1
OG0014977	g45538	XP_006399539.1
OG0014979	g5423	XP_006399514.1
OG0014980	g29509	XP_006399513.1
OG0014981	g5432	XP_006399486.1
OG0014982	g45520	XP_006399450.1
OG0014983	g5450	XP_006399441.1
OG0014984	g29560	XP_006399424.1
OG0014985	g29561	XP_006399423.1
OG0014986	g5474	XP_006399387.1
OG0014987	g29588	XP_006399325.1
OG0014988	g5506	XP_006399322.1
OG0014989	g29602	XP_006399292.1
OG0014990	g5537	XP_006399242.1
OG0014991	g5540, g29625	XP_024012618.1
OG0014992	g5546	XP_024012573.1
OG0014993	g5552	XP_024012413.1
OG0014994	g17555	XP_024004457.1
OG0014995	g24267	XP_006414236.1
OG0014996	g47204	XP_024004717.1
OG0014997	g17526	XP_006414191.1
OG0014998	g24236	XP_006414189.1
OG0014999	g47265	XP_006414107.1
OG0015000	g17479	XP_006414097.1
OG0015001	g47278	XP_024005336.1
OG0015002	g24175	XP_024004344.1
OG0015003	g24171	XP_006414073.1
OG0015004	g47286	XP_006414056.1
OG0015005	g17459	XP_006414054.1
OG0015006	g47295	XP_006414016.2
OG0015007	g43474, g24150	XP_006414003.1
OG0015008	g47311, g17432	XP_006413982.1
OG0015009	g47318	XP_024005651.1
OG0015010	g24117	XP_006413941.1
OG0015011	g24108	XP_006413936.1
OG0015012	g17387	XP_006413905.1
OG0015013	g47346	XP_024004488.1
OG0015014	g47349	XP_006413853.1
OG0015016	g31747	XP_006416644.1
OG0015017	g47367	XP_006413812.1
OG0015018	g24024	XP_006413800.1
OG0015019	g5200	XP_006399938.1
OG0015020	g24016	XP_006413788.1
OG0015021	g24007	XP_006413775.1
OG0015022	g47378	XP_006413771.1
OG0015023	g47381	XP_024005764.1
OG0015024	g23991	XP_006413749.1
OG0015025	g17321	XP_006413733.1
OG0015026	g23984	XP_024005159.1
OG0015027	g47404, g17313	XP_006413703.1
OG0015029	g47432	XP_006413630.1
OG0015030	g17277	XP_006413611.1
OG0015031	g47446	XP_006413603.1
OG0015034	g17227	XP_006413470.1
OG0015035	g32637	XP_006415147.1
OG0015036	g27793	XP_006415141.1
OG0015037	g50670	XP_024008188.1
OG0015038	g32649	XP_024008222.1
OG0015039	g27796	XP_006415127.1
OG0015040	g27800	XP_024009006.1
OG0015041	g50689	XP_006415114.1, XP_006415111.1
OG0015042	g50692	XP_006415109.1
OG0015043	g32664	XP_006415097.2
OG0015044	g32747	XP_006396079.1
OG0015045	g27812	XP_006396075.1
OG0015046	g50751	XP_006396070.1
OG0015047	g27864	XP_006397416.1
OG0015048	g27884	XP_006397442.1
OG0015049	g33009	XP_006397449.1
OG0015050	g33023	XP_006397450.1
OG0015051	g27910	XP_024010627.1
OG0015052	g27913	XP_024013098.1
OG0015053	g35929, g27923	XP_006396020.1
OG0015054	g27928	XP_024008823.1
OG0015055	g35928	XP_006414526.1
OG0015056	g27955	XP_006396015.1
OG0015057	g53844	XP_006393728.2
OG0015058	g28155	XP_006393744.1
OG0015059	g28173	XP_006393751.1
OG0015060	g28204	XP_006393775.1
OG0015061	g35934	XP_024007274.1
OG0015062	g32290	XP_024007634.1
OG0015063	g28217	XP_006395991.1
OG0015064	g28237	XP_006396001.2
OG0015065	g36175	XP_006393684.1
OG0015066	g47154	XP_006414367.1
OG0015067	g54011	XP_006393531.1
OG0015068	g36259	XP_006393556.1
OG0015069	g28118	XP_024005947.1
OG0015070	g53986	XP_006393596.1
OG0015071	g28240, g28241	XP_024006701.1
OG0015072	g36195	XP_006409319.1
OG0015073	g36196	XP_006393646.1
OG0015074	g28136	XP_024006262.1
OG0015075	g37009	XP_006403381.1
OG0015076	g54023	XP_006393509.1
OG0015077	g27642	XP_006415720.1
OG0015078	g6572	XP_006406138.1
OG0015079	g50436	XP_006415732.1
OG0015080	g32295	XP_006415731.1
OG0015081	g420	XP_006394500.1
OG0015082	g27650	XP_006415684.1
OG0015083	g32339	XP_006415667.1
OG0015084	g50502	XP_006415596.1
OG0015085	g32409	XP_006415555.1
OG0015086	g50517	XP_006415544.1
OG0015087	g32428	XP_006415525.1
OG0015088	g32431	XP_024007781.1
OG0015089	g32436	XP_006418917.2, XP_024008559.1
OG0015090	g27694	XP_006415514.1
OG0015091	g32472	XP_006415459.1
OG0015092	g50551	XP_006415440.1
OG0015093	g32479	XP_006415437.1
OG0015094	g23006, g18227	XP_024005241.1
OG0015095	g22986	XP_006412085.1
OG0015096	g18236	XP_006412050.1
OG0015097	g47943	XP_006412041.1
OG0015098	g47949	XP_006412037.1
OG0015099	g22957	XP_006412030.1
OG0015100	g47951	XP_024005770.1
OG0015101	g47954	XP_024005640.1
OG0015102	g22929	XP_006412003.1
OG0015103	g22899	XP_006411961.1
OG0015105	g47977	XP_006411956.1
OG0015106	g22893	XP_006411955.1
OG0015107	g18259	XP_006411953.1
OG0015108	g22868	XP_006411923.1
OG0015109	g22854	XP_006411915.1
OG0015110	g22850	XP_006411910.1
OG0015111	g22847	XP_006411907.1
OG0015113	g13016	XP_006403091.1
OG0015114	g22823	XP_024005383.1
OG0015115	g18285	XP_006411851.1
OG0015116	g48002	XP_006411837.1
OG0015117	g22796	XP_006411831.1
OG0015118	g22788	XP_006411822.1
OG0015119	g18296	XP_006411819.1
OG0015120	g22783	XP_006411817.1
OG0015121	g22766	XP_006411803.1, XP_006404946.2
OG0015122	g22729	XP_006411767.1
OG0015123	g22725	XP_006411763.1
OG0015124	g18303	XP_006411754.1
OG0015125	g18125	XP_006411741.1
OG0015126	g22702	XP_006411735.1
OG0015128	g18313	XP_006411700.1
OG0015129	g18326	XP_006411678.1
OG0015130	g41010	XP_024004525.1
OG0015131	g18334	XP_024004577.1
OG0015132	g18337	XP_006411659.1
OG0015133	g18339	XP_006411657.1
OG0015134	g18375	XP_006411618.2
OG0015135	g18373	XP_006411620.1
OG0015136	g18369	XP_006411624.1
OG0015137	g18368	XP_006411625.1
OG0015138	g18363	XP_006411634.1
OG0015139	g18358	XP_006411638.1
OG0015140	g18383	XP_024005192.1
OG0015141	g13984	XP_006409204.1
OG0015142	g16742	XP_006405887.1
OG0015143	g46922	XP_006395908.1
OG0015144	g46851	XP_006395918.1
OG0015145	g25094	XP_024007124.1
OG0015146	g45085	XP_006391559.1
OG0015147	g46807	XP_006405874.2
OG0015148	g46802	XP_006405865.2
OG0015149	g46772	XP_006405824.1
OG0015150	g18115	XP_006405822.1
OG0015151	g46762	XP_006405810.1
OG0015152	g46740	XP_024014717.1
OG0015154	g18087	XP_006405715.1
OG0015155	g16901	XP_006405652.1
OG0015157	g16884	XP_006405597.2
OG0015158	g16883	XP_024014695.1
OG0015159	g40573	XP_006398250.1
OG0015160	g32508	XP_006415385.1
OG0015161	g51499	XP_006410668.1
OG0015162	g37991	XP_024003831.1
OG0015163	g51502	XP_024003968.1
OG0015164	g2915	XP_006418988.1
OG0015165	g2917	XP_006418985.1
OG0015166	g50615	XP_006415285.1
OG0015167	g51528	XP_006410712.1
OG0015168	g51525	XP_024016803.1
OG0015169	g38003	XP_006410706.1
OG0015170	g51518	XP_006410699.1
OG0015171	g25858	XP_006410694.1
OG0015172	g27862	XP_006396047.1
OG0015173	g40260	XP_006397190.2
OG0015174	g40231	XP_006397254.1
