Orthogroup	Cochlearia_excelsa	Noccaea_praecox
OG0016158	g46252, g44410	Np002G076890
OG0016159	g46249	Np002G076960
OG0016160	g44420	Np002G077270
OG0016161	g46223	Np002G077680
OG0016162	g46221	Np002G077700
OG0016163	g46216	Np002G077820
OG0016164	g53964	Np004G201610
OG0016165	g46204	Np002G077960
OG0016166	g44456	Np002G077980
OG0016167	g44464	Np002G078020
OG0016168	g44471	Np002G078190
OG0016169	g44481	Np002G078470
OG0016170	g46178	Np002G078580
OG0016171	g44495	Np002G078670
OG0016172	g46171	Np002G078740
OG0016173	g46168	Np002G078870
OG0016174	g44512	Np002G078990
OG0016175	g44513	Np002G079050, Np002G080590
OG0016176	g17981	Np002G079060, Np002G080580
OG0016177	g46149	Np002G079080, Np002G080560, Np002G079100
OG0016178	g46146	Np002G079130
OG0016179	g44536	Np002G079370
OG0016180	g46135	Np002G079380
OG0016181	g44539	Np002G079480
OG0016182	g46115	Np002G079840
OG0016183	g44553	Np002G080040
OG0016185	g46082	Np002G080820
OG0016186	g44571	Np002G081150
OG0016187	g46061	Np002G081240
OG0016188	g46060	Np002G081280
OG0016189	g46045	Np002G081420
OG0016190	g46034	Np002G081460
OG0016191	g46031	Np002G081490
OG0016192	g46030	Np002G081560
OG0016193	g46028	Np002G081580
OG0016194	g44584	Np002G081660
OG0016195	g46010	Np002G082090
OG0016196	g46003	Np002G082370, Np002G082270
OG0016197	g46001	Np002G082410
OG0016198	g45999	Np002G082430
OG0016199	g46477	Np002G072980
OG0016201	g46488	Np002G072840
OG0016202	g46491	Np002G072810
OG0016203	g44347	Np002G072770
OG0016204	g46512	Np002G072380
OG0016205	g44316	Np002G072040
OG0016206	g13601	Np002G071640
OG0016207	g46544	Np002G071530
OG0016209	g46594	Np002G070600
OG0016210	g44272	Np002G070510
OG0016211	g46596	Np002G070490
OG0016212	g46601	Np002G070450
OG0016213	g46608	Np002G070280
OG0016214	g44265	Np002G070090
OG0016215	g44267	Np002G070140
OG0016216	g44268	Np002G070150
OG0016217	g45244	Np002G070160
OG0016218	g7282	Np007G408530
OG0016219	g12256	Np007G408370
OG0016220	g13153, g7258	Np007G408070
OG0016221	g12249	Np007G408000
OG0016222	g7231	Np007G407370
OG0016223	g7222	Np007G407030
OG0016224	g7221	Np007G406960
OG0016225	g12216	Np007G406710
OG0016226	g13206	Np007G406300
OG0016227	g7184	Np007G405960
OG0016228	g13223	Np007G405110
OG0016229	g7139	Np007G404980
OG0016230	g12152	Np007G404690
OG0016231	g7082	Np007G403900
OG0016232	g12135	Np007G403540
OG0016233	g12111	Np007G402780
OG0016234	g7050	Np007G390110
OG0016235	g7049	Np007G390140
OG0016236	g7037	Np007G390440
OG0016237	g12093	Np007G390530
OG0016238	g12092	Np007G390540
OG0016239	g7024	Np007G390550
OG0016240	g7019	Np007G390580
OG0016241	g19130	Np001G058050
OG0016242	g12081	Np007G391290
OG0016243	g6995	Np007G391470
OG0016244	g12063	Np007G391680
OG0016245	g6986, g13272	Np007G391690
OG0016246	g12062	Np007G391730
OG0016247	g6982	Np007G391830
OG0016248	g12060	Np007G391860
OG0016250	g6948	Np007G392530
OG0016251	g13286	Np007G392610
OG0016253	g6934	Np007G392770
OG0016255	g12028	Np007G393320
OG0016256	g12023	Np007G393570
OG0016257	g6907	Np007G393690
OG0016258	g6902	Np007G393750
OG0016259	g6881	Np007G394280
OG0016260	g6869	Np007G394530
OG0016262	g6852	Np007G395130
OG0016263	g6848	Np007G395230
OG0016265	g6821	Np007G395900
OG0016266	g6785	Np007G396920
OG0016267	g6784	Np007G396940
OG0016268	g6778	Np007G397090
OG0016269	g11951	Np007G397520
OG0016270	g11950	Np007G397530
OG0016271	g11945	Np007G397660
OG0016272	g11914	Np011G436130
OG0016273	g44208	Np002G119640
OG0016274	g13369	Np007G380360
OG0016275	g6710	Np007G380380
OG0016276	g11896	Np007G380490
OG0016277	g11700	Np007G387420
OG0016278	g6662	Np007G381700
OG0016279	g13389	Np007G381470
OG0016280	g11868	Np007G381430
OG0016282	g11834	Np007G382750
OG0016283	g6583	Np007G383210
OG0016284	g6548	Np007G384230
OG0016285	g6542	Np007G384360
OG0016286	g13468	Np007G384690
OG0016287	g13480	Np007G385800, Np007G385810
OG0016288	g6470	Np007G386100
OG0016289	g11731	Np007G386150
OG0016290	g11729	Np007G386180
OG0016291	g6452	Np007G387030
OG0016292	g11707	Np007G387260
OG0016293	g11706	Np007G387290
OG0016294	g51051	Np006G363680
OG0016295	g6434	Np007G387680
OG0016296	g11685	Np007G387600
OG0016297	g6420	Np007G387820
OG0016298	g6382	Np007G388190
OG0016299	g6396	Np007G388070
OG0016300	g11648	Np007G388870
OG0016301	g13549	Np007G388720
OG0016302	g17495	Np005G292530
OG0016303	g885	Np003G165290
OG0016304	g6226	Np007G379840
OG0016305	g13595	Np007G389840
OG0016306	g11620	Np007G389320
OG0016307	g14690	Np007G379870
OG0016308	g13663	Np007G380180, Np007G380210
OG0016309	g6218	Np007G379720
OG0016310	g13671	Np007G379680
OG0016311	g14487	Np007G379700, Np007G379650
OG0016312	g14464	Np007G379640
OG0016313	g13674	Np007G379600
OG0016314	g13675	Np007G379590
OG0016315	g6201	Np007G379490
OG0016316	g14425	Np007G379450
OG0016317	g13680	Np007G379270
OG0016318	g6197	Np007G379210
OG0016319	g46927	Np005G309570
OG0016320	g6181	Np007G378450
OG0016321	g6172	Np007G378420
OG0016322	g6164	Np007G378330
OG0016323	g13688	Np007G378270
OG0016324	g6163	Np007G378260
OG0016326	g14197	Np007G377300
OG0016327	g14087	Np007G377010
OG0016328	g14074	Np007G376760
OG0016329	g13714	Np007G376660
OG0016330	g14046	Np007G376290
OG0016331	g6109	Np007G376150
OG0016332	g13746	Np007G375600
OG0016333	g13988	Np007G375130, Np001G021540
OG0016334	g6033	Np007G375110, Np001G021520
OG0016335	g13982	Np007G374950
OG0016336	g13952	Np007G374380
OG0016337	g6009	Np007G374600
OG0016339	g6017	Np007G374680
OG0016340	g13974	Np007G374750
OG0016341	g5988	Np007G374030
OG0016343	g13915	Np007G373560
OG0016344	g5964	Np007G373440
OG0016345	g13900	Np007G372980
OG0016346	g5944	Np007G372720
OG0016347	g13875	Np007G372680
OG0016348	g5938	Np007G372540
OG0016349	g5933	Np007G372430
OG0016350	g13864	Np007G372410
OG0016351	g5919	Np007G372260
OG0016353	g5890	Np007G371700
OG0016354	g13837	Np007G371550
OG0016355	g54368	Np004G190510
OG0016356	g54367	Np004G190540
OG0016357	g54364	Np004G190630
OG0016358	g54307	Np004G190700
OG0016359	g54316	Np004G190860
OG0016360	g36720	Np004G190940
OG0016361	g54324	Np004G191230
OG0016362	g36699	Np004G191430
OG0016363	g36694	Np004G191550
OG0016364	g12215	Np007G406580
OG0016365	g54351	Np004G192010
OG0016366	g12198	Np007G405990
OG0016368	g28001	Np004G192590
OG0016369	g36617	Np004G193250
OG0016370	g36606	Np004G193440
OG0016371	g54281	Np004G193690
OG0016372	g36584	Np004G194050
OG0016373	g36583	Np004G194060
OG0016374	g54273	Np004G194080
OG0016375	g54267	Np004G194210
OG0016376	g36578	Np004G194250
OG0016377	g54264	Np004G194340
OG0016379	g36561	Np004G194600
OG0016380	g36558	Np004G194700
OG0016381	g36557	Np004G194740
OG0016382	g54252	Np004G194780
OG0016383	g54197	Np004G196210
OG0016384	g28046	Np004G195980
OG0016385	g36486	Np004G195970
OG0016386	g28041	Np004G195770
OG0016387	g36495	Np004G195690
OG0016388	g3855, g36503	Np004G195610
OG0016389	g36504	Np004G195600
OG0016390	g36456	Np004G196430
OG0016391	g54208	Np004G196510
OG0016392	g54178	Np004G196580
OG0016393	g54162	Np004G196950
OG0016395	g36417	Np004G197140
OG0016396	g36416	Np004G197190
OG0016397	g28066	Np004G197290
OG0016398	g54135	Np004G198160
OG0016400	g54133	Np004G198190
OG0016401	g36396	Np004G198210
OG0016403	g28082	Np004G198400
OG0016404	g36329	Np004G199290
OG0016406	g54075	Np004G199600
OG0016407	g54070	Np004G199680
OG0016408	g54051	Np002G088600
OG0016409	g54044	Np004G199890
OG0016410	g54042	Np004G200030
OG0016411	g54038	Np004G199920
OG0016412	g36276	Np004G200110
OG0016413	g47149	Np005G300350
OG0016414	g24390, g47137	Np005G301070
OG0016415	g24401, g17608	Np005G301370
OG0016416	g17621	Np005G302090
OG0016418	g24423	Np005G302120
OG0016419	g51469	Np006G341620
OG0016420	g32473	Np004G213970
OG0016421	g51448	Np006G342030
OG0016422	g11340	Np001G053810
OG0016423	g2436	Np001G053930
OG0016424	g19276	Np001G054160
OG0016425	g2415	Np001G054310
OG0016426	g11328	Np001G054650
OG0016427	g19230	Np001G054780
OG0016428	g19229	Np001G054790
OG0016429	g19227	Np001G054810
OG0016430	g2384	Np001G055450
OG0016431	g7609	Np007G415350
OG0016432	g31728	Np004G238240
OG0016433	g19200	Np001G056220
OG0016434	g2323	Np001G056840
OG0016436	g2454	Np001G053680
OG0016437	g2444	Np001G053760
OG0016438	g19292	Np001G053640
OG0016439	g11342	Np001G053570
OG0016440	g11344	Np001G053420
OG0016441	g50296	Np004G230160
OG0016442	g19297	Np001G053400
OG0016443	g2465, g19296	Np001G053410
OG0016444	g2285	Np001G057580
OG0016445	g19147	Np001G057760
OG0016446	g2264	Np001G058090
OG0016447	g2243	Np001G058320
OG0016448	g2245	Np001G058340
OG0016449	g2218	Np001G058900
OG0016450	g2215, g19099	Np001G059020
OG0016451	g2211	Np001G059060
OG0016452	g2172	Np001G060030
OG0016453	g2168	Np001G060140
OG0016454	g2162	Np001G060360
OG0016455	g2159	Np001G060390
OG0016456	g2146	Np001G060580
OG0016457	g2135	Np001G060910
OG0016459	g19006	Np001G061370
OG0016460	g11256	Np001G061530
OG0016461	g2082	Np001G061680
OG0016462	g2113	Np001G062290
OG0016463	g2117	Np001G062360
OG0016464	g2120	Np001G062390
OG0016465	g24775	Np001G062560
OG0016466	g18976	Np001G062630
OG0016467	g2130	Np001G062640
OG0016468	g2049	Np001G062810
OG0016469	g2278	Np001G057710
OG0016470	g11210	Np001G063310
OG0016471	g1979	Np001G063320
OG0016472	g18948	Np001G063420
OG0016473	g1999	Np001G064060
OG0016474	g2019	Np005G302770
OG0016475	g18885	Np001G064770
OG0016476	g1966	Np001G065020
OG0016477	g6359	Np007G388990
OG0016478	g18876	Np001G065270
OG0016479	g1947	Np001G065220
OG0016480	g18843	Np001G065610
OG0016481	g18832	Np001G065980
OG0016482	g18817, g1907	Np001G066270
OG0016483	g1886	Np001G066680
OG0016484	g18687	Np001G066930
OG0016485	g1862	Np001G067250
OG0016486	g1857	Np001G067370
OG0016487	g11166	Np001G067420
OG0016488	g1833	Np001G067560, Np003G157270
OG0016489	g11162	Np001G067860
OG0016490	g1808	Np001G067950
OG0016492	g1767	Np001G068450
OG0016493	g18684	Np001G068640
OG0016494	g18685	Np001G068650
OG0016495	g18731	Np001G069220
OG0016496	g1746	Np001G069170
OG0016498	g11147	Np001G069530
OG0016499	g18764	Np001G069570
OG0016500	g18779	Np001G069750
OG0016501	g18781	Np001G069770
OG0016502	g18782	Np001G069790
OG0016503	g18783	Np001G069800
OG0016505	g18701	Np001G069890
OG0016506	g18705	Np001G069950
OG0016507	g18707	Np001G069970
OG0016508	g18709	Np001G070000
OG0016509	g18710	Np001G068270
OG0016510	g27976	Np004G190270
OG0016511	g36571	Np004G194400
OG0016513	g24414	Np005G301900
OG0016515	g24722	Np005G308510
OG0016517	g2385	Np001G055380
OG0016518	g2330	Np001G056650
OG0016519	g11239	Np001G062580
OG0016520	g2050, g11223	Np001G062770
OG0016521	g10292	Np001G018050
OG0016522	g1967	Np001G064950
OG0016523	g38446	Np006G367770
OG0016524	g1924	Np001G065800
OG0016525	g1876	Np001G066910
OG0016527	g24371, g24362	Np005G300270
OG0016529	g10917	Np001G034120
OG0016530	g10839, g40724	Np001G032650
OG0016531	g40515	Np001G039040, Np001G038990
OG0016532	g16687	Np001G024810
OG0016533	g51492	Np006G341010
OG0016535	g37262	Np006G335720
OG0016539	g44363	Np002G074980
OG0016540	g25140	Np005G310530
OG0016541	g23629	Np005G277650
OG0016542	g16914	Np005G262920
OG0016543	g1412	Np003G173170
OG0016544	g40956	Np005G265940
OG0016545	g18378	Np005G260070
OG0016546	g49347	Np004G258510
OG0016548	g49519	Np004G253850
OG0016549	g31054	Np004G252290
OG0016550	g31143, g49653	Np004G250360
OG0016552	g49728	Np004G248300
OG0016553	g31304	Np004G247360
OG0016555	g49797	Np004G245970
OG0016556	g49882	Np004G243240
OG0016559	g31712	Np004G238510
OG0016560	g31733	Np004G238160
OG0016561	g31880	Np004G235720
OG0016562	g27464, g50143	Np004G234900
OG0016565	g44878	Np002G090900
OG0016566	g44181	Np002G118400
OG0016567	g28594	Np003G156650
OG0016568	g36999	Np004G242370
OG0016569	g6506	Np007G385420
OG0016570	g7106	Np007G404480
OG0016571	g13121	Np007G410120
OG0016572	g7409	Np007G411220
OG0016573	g7462	Np007G412780
OG0016575	g12503	Np007G417380
OG0016577	g5809	Np003G125850
OG0016578	g5701	Np003G128630
OG0016580	g5593	Np003G132080
OG0016581	g29664	Np003G132330
OG0016582	g29642	Np003G132970
OG0016584	g27861	Np004G208780
OG0016585	g50708	Np004G206410
OG0016586	g27795	Np004G205960
OG0016587	g47460	Np006G362950
OG0016588	g17316	Np005G286260
OG0016589	g53931	Np004G202260
OG0016591	g24290	Np005G296110
OG0016592	g32306	Np004G210730
OG0016594	g39826	Np006G355710
OG0016595	g51230	Np006G354100, Np006G348890
OG0016596	g51219	Np006G353570, Np006G347210
OG0016597	g40097	Np006G358000
OG0016598	g5529	Np003G134060
OG0016599	g5454	Np003G135750
OG0016600	g29519	Np003G136360
OG0016602	g29390	Np003G139560
OG0016603	g5260	Np003G140420
OG0016605	g10124	Np001G014540
OG0016606	g10244	Np001G017330
OG0016607	g10246	Np001G017430
OG0016609	g19455, g19443	Np001G049650
OG0016610	g32124	Np004G227920
OG0016611	g28690	Np003G154810
OG0016612	g28741	Np003G152830, Np003G153020
OG0016613	g560	Np001G012030
OG0016616	g32206	Np004G209300
OG0016617	g50416	Np004G210350
OG0016618	g38392, g38327	Np005G308250
OG0016619	g28065	Np004G197220
OG0016621	g11845	Np007G382580
OG0016625	g14000	Np007G375390
OG0016626	g43565	Np001G036620
OG0016627	g38370, g38378, g38374	Np006G365580
OG0016630	g2735	Np001G047530
OG0016631	g19375	Np001G051170
OG0016632	g19368	Np001G051260
OG0016635	g25548	Np003G184290
OG0016638	g23915	Np005G284310, Np005G284320
OG0016640	g378	Np005G307720
OG0016641	g49489	Np004G254730
OG0016657	g23569	Np005G276710
OG0016658	g47669	Np005G276470
OG0016659	g17043	Np005G276420
OG0016660	g17042	Np005G276400
OG0016661	g23549	Np004G202020
OG0016662	g23527	Np005G275910
OG0016663	g23506	Np005G275480
OG0016664	g23487	Np005G275350
OG0016665	g47711	Np005G274660
OG0016666	g16993	Np005G274400
OG0016667	g23438	Np005G274230
OG0016668	g23433	Np005G274220
OG0016669	g16957	Np005G272140
OG0016670	g23333	Np005G272080
OG0016671	g23299	Np005G271240
OG0016672	g16920	Np005G270250
OG0016673	g23243	Np005G262840
OG0016677	g18163	Np005G263730
OG0016679	g23118	Np003G153860, Np005G264470
OG0016680	g7142	Np007G405030
OG0016681	g23057	Np005G265380
OG0016682	g50579	Np004G215380
OG0016683	g32526	Np004G215900
OG0016684	g50598	Np004G216000
OG0016685	g27737	Np004G216130, Np004G216080
OG0016687	g32609	Np004G205100
OG0016688	g17925	Np005G309650
OG0016689	g43870	Np005G317560
OG0016690	g43899	Np002G106050
OG0016691	g43954, g43920	Np002G107520
OG0016692	g41119	Np002G107960
OG0016693	g41106	Np002G111290
OG0016694	g1714	Np002G113120
OG0016697	g41052	Np002G114160
OG0016698	g41430, g41033	Np002G115560
OG0016699	g44125	Np002G115970
OG0016700	g44126	Np002G115990
OG0016701	g41023	Np002G116060
OG0016702	g41006	Np002G116660
OG0016704	g44207	Np002G119380
OG0016706	g10745	Np001G026420
OG0016707	g10738	Np001G026260
OG0016708	g10708	Np001G025340
OG0016710	g1531	Np001G024850
OG0016712	g10629	Np001G023740
OG0016714	g10590	Np001G023050
OG0016715	g10569	Np001G022530
OG0016716	g10554	Np001G022260
OG0016717	g10464	Np001G020510
OG0016718	g10451	Np001G020230
OG0016720	g10413	Np001G019850
OG0016721	g10358	Np001G018860
OG0016722	g6489	Np007G385870
OG0016723	g10352	Np001G018750
OG0016724	g10314	Np001G018430
OG0016725	g41799	Np002G093230
OG0016726	g44940	Np002G093490
OG0016727	g44971	Np002G093990
OG0016728	g44978	Np002G094720
OG0016729	g45003	Np002G095380
OG0016730	g45043	Np002G096940
OG0016731	g45069	Np002G097850
OG0016732	g45072	Np002G097910
OG0016734	g18064	Np002G099860
OG0016735	g45115	Np002G100530
OG0016736	g18067	Np002G102630
OG0016737	g41101	Np002G111490
OG0016739	g40734	Np002G124790
OG0016740	g40737	Np002G124770
OG0016741	g40766	Np002G124310
OG0016742	g40874	Np002G121010
OG0016743	g40883	Np002G120810
OG0016744	g40918	Np002G119900
OG0016745	g44215	Np002G119770
OG0016746	g40921	Np002G119850
OG0016747	g7304	Np007G408900
OG0016748	g23736	Np005G280200
OG0016750	g23719	Np005G279700
OG0016751	g23715	Np005G279660
OG0016752	g38145	Np006G331150
OG0016754	g7485	Np007G413300
OG0016756	g7469	Np007G412890
OG0016758	g5740	Np003G127550
OG0016759	g12386	Np007G412570
OG0016760	g13085	Np007G411920
OG0016761	g13105	Np007G411500
OG0016763	g45524	Np006G327010
OG0016764	g13119	Np007G410340
OG0016765	g6243	Np007G379950
OG0016766	g264	Np001G005230
OG0016767	g25982	Np003G175260
OG0016768	g26786	Np003G173920
OG0016769	g26789	Np003G173900
OG0016770	g28258	Np003G172860
OG0016771	g28274	Np003G172670
OG0016772	g1349	Np003G170980
OG0016773	g28305	Np003G170320
OG0016774	g1325	Np003G167750
OG0016775	g1323	Np003G167710
OG0016776	g28352	Np003G167490
OG0016777	g1315	Np003G167440
OG0016778	g869	Np003G166490
OG0016779	g28363	Np003G166430
OG0016780	g28387	Np003G165140
OG0016781	g28389	Np003G165100
OG0016782	g902	Np003G164510
OG0016783	g923	Np003G163800
OG0016784	g39379	Np003G160390
OG0016785	g1034	Np003G158720
OG0016786	g1063	Np003G158050
OG0016787	g39343	Np003G157360
OG0016788	g1085	Np003G156940
OG0016789	g28604	Np003G156450
OG0016790	g39306	Np003G155990
OG0016791	g1110	Np003G155930
OG0016792	g39286	Np003G155120
OG0016794	g29436	Np003G138220
OG0016795	g29446	Np003G138070
OG0016796	g5378	Np003G137880
OG0016797	g29456	Np003G137710
OG0016798	g45557	Np003G137380
OG0016799	g5395	Np003G137260
OG0016800	g45550	Np003G137200
OG0016802	g29496	Np003G136790
OG0016803	g5420	Np003G136590
OG0016805	g29522	Np003G136320
OG0016806	g5436	Np003G136220
OG0016808	g5466	Np003G135420
OG0016809	g45509	Np003G135340
OG0016810	g45507	Np003G135280
OG0016811	g29570	Np003G135270
OG0016812	g29590	Np003G134490
OG0016815	g29603	Np003G134130
OG0016816	g5548	Np003G133320
OG0016817	g24212	Np005G292490
OG0016818	g17490	Np005G292350
OG0016819	g17481	Np005G291960
OG0016820	g17467	Np005G291260
OG0016821	g17448	Np005G290430
OG0016822	g24140	Np005G290170
OG0016823	g24130	Np005G289960
OG0016824	g24118	Np005G289460
OG0016825	g47334	Np005G288620
OG0016826	g17386	Np005G288600
OG0016828	g24056	Np005G288260
OG0016829	g47360	Np005G287350
OG0016830	g24030	Np005G287580
OG0016831	g17335	Np005G286960
OG0016832	g47395	Np005G286720
OG0016835	g27802	Np004G206430
OG0016836	g32734	Np004G208400
OG0016837	g32743	Np004G208540
OG0016838	g27866	Np004G224140
OG0016839	g32852	Np004G204030
OG0016840	g53615	Np004G204670
OG0016841	g27963	Np001G042870
OG0016842	g35967, g53929	Np004G202410
OG0016843	g28218	Np004G203450
OG0016844	g28235	Np004G203640
OG0016845	g28671	Np003G155110
OG0016846	g36248	Np004G200640
OG0016847	g54002	Np004G200800
OG0016848	g28121	Np004G200880
OG0016849	g28122	Np004G200900
OG0016850	g50423	Np004G210460
OG0016851	g50422	Np004G210450
OG0016852	g36182	Np004G201940
OG0016853	g32304	Np004G210680
OG0016854	g50429	Np004G210500
OG0016855	g27654	Np004G211220
OG0016856	g27655	Np004G211230
OG0016858	g50493	Np004G211740
OG0016859	g50513	Np004G212640
OG0016861	g51048	Np006G363760
OG0016862	g51049	Np006G363750
OG0016863	g32415	Np004G213010
OG0016864	g50518	Np004G213050
OG0016866	g50543	Np004G213930
OG0016867	g32476	Np004G214100
OG0016869	g22988	Np005G266720
OG0016870	g22973	Np005G267240
OG0016871	g22967	Np005G267390
OG0016874	g27074	Np003G141340
OG0016875	g22867	Np005G268920
OG0016876	g38478	Np006G368510
OG0016877	g22793	Np005G262630
OG0016878	g22769	Np005G262300
OG0016880	g22728	Np005G261860
OG0016881	g22717	Np005G261770
OG0016882	g22715	Np005G261700
OG0016883	g22692	Np005G261210
OG0016884	g18317, g22675	Np005G260950
OG0016886	g18336	Np005G260560
OG0016888	g18355	Np005G260320
OG0016889	g18372	Np005G260140
OG0016890	g18379	Np005G260060, Np005G318760
OG0016892	g17895	Np005G309450
OG0016893	g46855	Np005G310620
OG0016894	g25064	Np005G311010
OG0016895	g46786	Np005G312390
OG0016896	g46784	Np005G312420
OG0016897	g16896	Np005G315120
OG0016898	g16895	Np005G315130
OG0016901	g16875	Np005G316140
OG0016903	g31239	Np004G248690
OG0016904	g7937	Np007G424950
OG0016905	g19580	Np001G045590
OG0016906	g32541	Np004G217100
OG0016907	g40203	Np003G184620
OG0016908	g40212	Np003G175440
OG0016909	g2798	Np001G046960
OG0016911	g51390	Np006G343590
OG0016912	g37067	Np006G343900
OG0016913	g37064	Np001G041560
OG0016915	g37038	Np001G042220
OG0016916	g36980	Np001G042930
OG0016918	g25842	Np003G177680, Np003G177770
OG0016919	g25840	Np003G177860
OG0016921	g40372	Np003G180550
OG0016923	g40419	Np003G182930
OG0016924	g40425	Np003G183030
OG0016926	g40465, g25543	Np003G184700
OG0016927	g40470	Np003G184870
OG0016928	g49692	Np004G251000
OG0016929	g11051	Np001G039600
OG0016931	g12184	Np007G405700
OG0016932	g46903	Np005G309830
OG0016933	g5777	Np003G126990
OG0016934	g40716	Np001G032100
OG0016935	g10885	Np002G079430
OG0016936	g40727	Np001G032680
OG0016937	g46876	Np005G310090
OG0016938	g40705	Np001G031540
OG0016939	g25241	Np005G310050
OG0016940	g46901, g25283	Np005G309920
OG0016941	g6367	Np007G388530
OG0016942	g13532	Np007G388550
OG0016943	g46879	Np005G310000
OG0016944	g11634	Np007G389190
OG0016945	g46866	Np005G310390
OG0016946	g25296	Np005G309770
OG0016947	g24838	Np005G307860
OG0016948	g24785	Np005G308260
OG0016949	g47003	Np005G309340
OG0016950	g24609	Np005G307070
OG0016952	g24564	Np005G306040
OG0016953	g24497	Np005G304030
OG0016954	g24496	Np005G304010
OG0016955	g24494	Np005G303990
OG0016957	g17685	Np005G303530
OG0016958	g24455	Np005G302920
OG0016959	g46687	Np005G316160
OG0016960	g46685	Np005G316180
OG0016961	g11	Np001G000180
OG0016962	g46671	Np005G317720
OG0016963	g16831	Np005G318100
OG0016966	g46636	Np005G319680, Np005G319700
OG0016967	g16773	Np005G319990
OG0016971	g31127	Np006G320440
OG0016972	g37776	Np006G320510
OG0016973	g10050	Np001G012660
OG0016975	g37728	Np006G321370
OG0016976	g37701	Np006G322180
OG0016977	g37699	Np006G322280
OG0016978	g38250	Np006G322660
OG0016981	g52244	Np006G324900
OG0016984	g37526	Np006G326200
OG0016985	g52142	Np006G326290
OG0016986	g18894	Np001G064680
OG0016987	g38210	Np006G327080
OG0016988	g38205	Np006G327360
OG0016989	g52087	Np005G292200, Np006G327880
OG0016990	g52011	Np006G329340
OG0016991	g51999, g38165	Np006G330030, Np006G329990
OG0016992	g51993	Np006G330140
OG0016995	g5847	Np003G125250
OG0016996	g45287	Np003G125410
OG0016997	g5831	Np003G125450
OG0016998	g5829	Np003G125500
OG0016999	g5826	Np003G125530
OG0017000	g5810	Np003G125780
OG0017001	g45299	Np003G125810
OG0017002	g45308	Np003G126180
OG0017003	g45312	Np003G126390
OG0017005	g5791	Np003G126580
OG0017006	g5778	Np003G126980
OG0017007	g45355	Np003G127660
OG0017008	g5705	Np003G128530
OG0017009	g28981	Np003G147720
OG0017011	g28939	Np003G148620
OG0017013	g742	Np003G149290
OG0017014	g749	Np003G149490
OG0017015	g792	Np003G150380
OG0017016	g806	Np003G150750
OG0017017	g813	Np003G150940
OG0017018	g41310	Np003G152350
OG0017019	g39230	Np003G152900
OG0017020	g320	Np001G006570
OG0017021	g284	Np001G005660
OG0017022	g9804	Np001G005450
OG0017023	g259	Np001G005120
OG0017024	g254	Np001G004950
OG0017025	g9744	Np001G003970
OG0017026	g199	Np001G003740
OG0017027	g192	Np001G003670
OG0017028	g171	Np001G003520
OG0017029	g170	Np001G003510
OG0017030	g9709	Np001G002970
OG0017031	g18667	Np001G002880
OG0017033	g121	Np001G002560
OG0017034	g118	Np001G002470
OG0017035	g108	Np001G002370
OG0017036	g106	Np001G002340
OG0017038	g55	Np001G001530
OG0017039	g19650	Np001G001130
OG0017041	g9628	Np001G000550
OG0017042	g13	Np001G000240
OG0017044	g25334	Np003G189890
OG0017045	g25356	Np003G189440
OG0017046	g39476	Np003G188690
OG0017047	g39464	Np003G188260
OG0017051	g27637	Np004G210470
OG0017052	g25453, g25461	Np003G187100
OG0017054	g11060	Np001G040100
OG0017055	g39709	Np001G040800
OG0017056	g39716	Np001G040970
OG0017057	g39717	Np001G040980
OG0017058	g11112	Np001G041210
OG0017059	g39770	Np006G357300
OG0017060	g51271	Np006G355680
OG0017061	g37917	Np006G355610
OG0017062	g39840	Np006G355220
OG0017063	g51234	Np006G348300, Np006G354620
OG0017065	g39907	Np006G347260
OG0017066	g37891	Np006G351440
OG0017068	g40012	Np006G360040
OG0017069	g39989	Np006G359780
OG0017070	g39983	Np006G359690
OG0017071	g40037	Np006G359210
OG0017072	g37820	Np006G358880
OG0017073	g37818	Np006G358830
OG0017074	g40088	Np006G358250
OG0017075	g40133	Np006G361370
OG0017076	g40151	Np006G361650
OG0017077	g40187	Np006G362210
OG0017078	g40189	Np006G362230
OG0017079	g40190	Np006G362250
OG0017080	g38270	Np006G362440
OG0017081	g36792, g36789	Np006G362510
OG0017083	g38292	Np006G362850
OG0017084	g38294	Np006G362900
OG0017085	g38300	Np006G363020
OG0017086	g36838	Np006G363210
OG0017087	g38308	Np006G363200
OG0017088	g47630	Np005G277670
OG0017089	g23631	Np005G277830
OG0017090	g17084	Np005G277960
OG0017091	g23639	Np005G278040
OG0017092	g17090	Np005G278050
OG0017093	g17093	Np005G278120
OG0017094	g12719	Np007G424980
OG0017095	g7939	Np007G424960
OG0017096	g7944	Np007G425130
OG0017097	g7948	Np007G425190
OG0017098	g5138	Np007G425390
OG0017099	g12726	Np007G425480
OG0017100	g17133	Np005G279260
OG0017101	g23694	Np005G279150
OG0017102	g47592	Np005G278980
OG0017103	g23670	Np005G278690
OG0017104	g17124	Np005G278910
OG0017105	g12690, g7903	Np007G423860
OG0017106	g7893	Np007G423730
OG0017109	g7843	Np007G422900
OG0017110	g12656	Np007G422510
OG0017111	g12642	Np007G422330
OG0017112	g7823	Np007G422120
OG0017113	g7817	Np007G421750
OG0017114	g7796	Np007G421240
OG0017116	g12821	Np007G420090, Np007G420100
OG0017118	g12561	Np007G419180
OG0017119	g12555	Np007G418790
OG0017120	g12526	Np007G418020
OG0017121	g12525	Np007G418010
OG0017123	g12509	Np007G417680
