Orthogroup	Cochlearia_excelsa	Brassica_napus
OG0013893	g47836	XP_013660112.1, XP_013666480.1
OG0013894	g51033	XP_013660042.2, XP_013690794.1
OG0013895	g38349	XP_048612377.1, XP_022573904.2
OG0013897	g51029	XP_013660746.1, XP_048597406.1
OG0013898	g36878	XP_013664033.2, XP_013685568.2
OG0013899	g38338	XP_048612402.1, XP_013743930.2
OG0013900	g38424	XP_048633630.1, XP_013743671.1, XP_013682374.2
OG0013901	g36916	XP_048612295.1, XP_013743648.2
OG0013902	g46250	XP_013701828.1, XP_013717940.1
OG0013903	g44412	XP_013717970.1, XP_013701824.1
OG0013904	g38479	XP_013743605.2, XP_048633590.1
OG0013905	g38488	XP_013746945.2, XP_013746946.2
OG0013906	g38504	XP_013671401.2, XP_048633572.1
OG0013907	g36942	XP_013711130.2, XP_048597488.1
OG0013908	g50887, g38511	XP_013670060.1, XP_013717019.1
OG0013909	g38514	XP_013671381.2, XP_013717073.1
OG0013911	g50867	XP_013660956.2, XP_013712306.1
OG0013913	g50850	XP_048633536.1, XP_013716909.1, XP_013708782.1
OG0013914	g38556	XP_048617272.1, XP_013701600.2
OG0013915	g31579	XP_048621208.1, XP_013641537.2, XP_013737007.1
OG0013916	g31545	XP_013712415.1, XP_013730985.2
OG0013917	g31544, g49917	XP_013710147.1, XP_013730980.2
OG0013918	g31534	XP_013677786.3, XP_022546072.2, XP_013657388.1
OG0013919	g27265	XP_013696862.1, XP_013641271.2
OG0013920	g31507	XP_048597701.1, XP_013712151.1
OG0013921	g31480	XP_013660254.1, XP_013710013.1
OG0013922	g27248	XP_013641367.2, XP_013676298.1
OG0013923	g49884, g27245	XP_022559551.1, XP_013641377.1
OG0013924	g31474	XP_013727838.1, XP_013646547.2
OG0013925	g31460	XP_048638200.1, XP_013747920.1
OG0013926	g31448	XP_013646509.2, XP_013646508.2
OG0013927	g49860	XP_048638172.1, XP_013697448.1
OG0013928	g27194	XP_048594183.1, XP_022563577.1
OG0013929	g31401	XP_048613970.1, XP_013746557.2
OG0013930	g49798	XP_013747940.1, XP_048638208.1
OG0013932	g49788	XP_013747927.1, XP_013671782.2
OG0013933	g31333	XP_013732194.1, XP_013711551.1
OG0013934	g31330	XP_013693151.1, XP_013641200.2
OG0013935	g31299	XP_013657419.2, XP_013749131.1
OG0013936	g49761	XP_013708344.1, XP_013716514.2
OG0013937	g31277, g27129	XP_013716193.2, XP_013708801.2
OG0013938	g13565	XP_013736770.1, XP_022572348.2
OG0013939	g11647	XP_022555411.1, XP_013736771.3
OG0013940	g4728	XP_013677973.1, XP_013663067.2, XP_048628722.1
OG0013941	g31223	XP_013712711.2, XP_013696763.1, XP_013640958.2
OG0013942	g49709	XP_013640950.1, XP_022559315.1
OG0013943	g31202	XP_013750853.1, XP_013657707.1, XP_013695868.1
OG0013944	g27087	XP_013693990.1, XP_013640989.2
OG0013945	g31183	XP_048638045.1, XP_013711983.1
OG0013946	g27076	XP_013750862.1, XP_022546152.1
OG0013947	g27075	XP_013707907.1, XP_013641011.2
OG0013948	g27072, g49635	XP_013641012.1, XP_013711566.1
OG0013949	g31176	XP_013641018.2, XP_048613876.1, XP_048613878.1, XP_013711398.2
OG0013950	g49664, g27033	XP_048638026.1, XP_048613857.1
OG0013951	g49673	XP_013641074.2, XP_013710668.1
OG0013952	g49678	XP_013641079.1, XP_013710947.1
OG0013953	g31119	XP_013657642.1, XP_013678683.1
OG0013954	g26331, g26323, g26328, g46959	XP_013648392.2, XP_013728418.1
OG0013955	g31083	XP_013712276.2, XP_048637992.1
OG0013956	g31066	XP_013716239.3, XP_013657554.3, XP_022564099.2
OG0013957	g27008	XP_022563463.2, XP_013657548.1
OG0013958	g31052	XP_048621412.1, XP_013716503.2
OG0013959	g26995	XP_048621593.1, XP_013657529.2
OG0013960	g31041	XP_048621590.1, XP_013657538.2
OG0013961	g31040	XP_013722043.2, XP_013698116.2
OG0013962	g31019	XP_013695529.2, XP_013723263.2
OG0013963	g30999	XP_013697114.1, XP_048599449.1
OG0013964	g49541	XP_022548860.1, XP_013693819.1
OG0013965	g30980, g30970	XP_048597902.1, XP_013716139.1, XP_013697968.2
OG0013966	g30953	XP_013698403.2, XP_013666654.1
OG0013967	g30945	XP_013697119.2, XP_013666655.1, XP_022569813.2
OG0013968	g49505	XP_013666660.2, XP_013692975.1
OG0013969	g26956	XP_048613748.1, XP_048599408.1, XP_013716302.2
OG0013970	g49484	XP_013662288.1, XP_048615053.1
OG0013971	g30894	XP_013666430.1, XP_013696757.1
OG0013972	g30898	XP_048599384.1, XP_013697386.1
OG0013973	g30855	XP_048613692.1, XP_048599379.1
OG0013974	g49455	XP_013697173.1, XP_013666473.2
OG0013975	g26931	XP_048597932.1, XP_022559502.1, XP_013665633.2
OG0013978	g30826	XP_013719192.2, XP_013693791.2
OG0013979	g49406	XP_013697021.2, XP_013696396.1
OG0013980	g30808	XP_013699007.2, XP_048597953.1
OG0013981	g26902	XP_048599305.1, XP_013697599.1
OG0013982	g49383, g26895	XP_022558357.1, XP_022548698.1
OG0013983	g26881	XP_013693247.2, XP_013666373.1
OG0013984	g26879	XP_048599280.1, XP_048613602.1
OG0013985	g30763	XP_013693784.1, XP_013666339.1
OG0013986	g30760	XP_013665595.1, XP_013695461.1
OG0013987	g30759	XP_013673039.1, XP_048597982.1
OG0013988	g49343	XP_013665594.1, XP_013673034.2
OG0013989	g49333	XP_013697420.1, XP_048599270.1
OG0013990	g30738, g49316	XP_013691279.1, XP_013665000.2, XP_048599265.1
OG0013991	g26872	XP_013666315.2, XP_013691426.2
OG0013992	g30735	XP_013653600.2, XP_013666301.1
OG0013993	g49300	XP_013653623.2, XP_013666267.2
OG0013994	g49299	XP_013730466.2, XP_013722250.1
OG0013995	g38176	XP_048599244.1, XP_013653639.1
OG0013996	g26861	XP_048621429.1, XP_048597995.1
OG0013997	g44478	XP_048591734.1, XP_013701522.1
OG0013998	g49274	XP_013695324.1, XP_013666251.1
OG0013999	g5228	XP_013667874.1, XP_048598283.1
OG0014000	g45662	XP_013714383.1
OG0014001	g4883	XP_013729931.1, XP_022558492.2
OG0014002	g29307	XP_013667678.1, XP_013714534.1
OG0014003	g29310	XP_013727850.2, XP_013714511.1
OG0014004	g45636	XP_013712814.1, XP_048629816.1, XP_013667860.2
OG0014005	g29286	XP_048625127.1, XP_013667704.2
OG0014006	g29243	XP_013738740.1, XP_013738719.1
OG0014007	g5090	XP_048602343.1, XP_013662338.1
OG0014009	g5088	XP_022551073.2, XP_013659598.1, XP_013735296.3
OG0014010	g29222	XP_013720952.1, XP_013667790.2
OG0014011	g29219	XP_013720979.1, XP_013667794.2
OG0014012	g45712	XP_048602348.1, XP_048604607.1
OG0014013	g29214	XP_022554404.2, XP_013729466.3
OG0014014	g5065	XP_013720879.2, XP_048598230.1
OG0014015	g45721	XP_013743389.2, XP_013649851.1
OG0014016	g29199	XP_013743386.2, XP_013649849.1
OG0014017	g29191	XP_013667585.2, XP_013667841.1
OG0014018	g29177	XP_013667564.2, XP_013683041.1
OG0014019	g29169	XP_013683050.1, XP_013667522.2
OG0014020	g5007	XP_048602378.1, XP_048604887.1
OG0014021	g29146	XP_013649808.2, XP_048604929.1
OG0014022	g4997	XP_013667534.2, XP_013683078.1
OG0014023	g29134	XP_048626971.1, NP_001302994.1
OG0014024	g29135	XP_013681646.1, XP_048626992.1
OG0014025	g4986	XP_048605033.1, XP_013728826.1
OG0014026	g41481	XP_013687415.1, XP_013683136.2
OG0014027	g46326	XP_048604041.1, XP_048611660.1
OG0014028	g29035	XP_013683142.2, XP_013687420.2
OG0014029	g41473	XP_022551542.2, XP_013727745.1
OG0014030	g4915	XP_013683168.2, XP_048624998.1
OG0014031	g29059	XP_022551535.2, XP_013727720.2
OG0014032	g4907	XP_013680704.1, XP_013665952.1
OG0014033	g4899	XP_013683500.2, XP_013667403.1
OG0014034	g29097	XP_022558503.2, XP_013729915.2
OG0014035	g29107	XP_013663206.1, XP_013667376.1
OG0014036	g10109	XP_013643973.1, XP_048591109.1
OG0014037	g4837	XP_013737446.2, XP_013660837.2
OG0014038	g10116	XP_013660838.2, XP_013737447.2
OG0014039	g4832	XP_048602078.1, XP_022544320.2, XP_013678033.2
OG0014040	g4824	XP_013746515.1, XP_022561487.1, XP_048629325.1
OG0014041	g4805	XP_013660826.2, XP_013737434.2
OG0014042	g11101	XP_022570424.1, XP_013707260.2
OG0014043	g18515	XP_013703688.2, XP_013643919.1
OG0014045	g4727	XP_048617847.1, XP_048630183.1, XP_013644034.2
OG0014046	g4452	XP_048618170.1, XP_013707530.2
OG0014047	g10229	XP_013644174.2, XP_013707717.2
OG0014048	g10222	XP_013644348.2, XP_013644176.2
OG0014049	g18499	XP_048591215.1, XP_013644340.2
OG0014050	g10276	XP_013644293.2, XP_048591232.1
OG0014051	g1644	XP_013647396.2, XP_013647382.2
OG0014052	g5264	XP_013728211.3, XP_048625944.1
OG0014053	g45463	XP_048602538.1, XP_048603046.1, XP_013718940.1
OG0014054	g29648	XP_013715490.2, XP_013746788.1
OG0014055	g5578	XP_013715204.2, XP_013745644.2
OG0014056	g29280	XP_013662375.2
OG0014057	g45457	XP_048623176.1, XP_013715191.2
OG0014058	g29665	XP_048602657.1, XP_013718941.2
OG0014059	g45456	XP_013723752.1, XP_013722494.1
OG0014060	g29672	XP_013670835.1, XP_013715519.2
OG0014061	g10299	XP_048591250.1, XP_013644259.1
OG0014062	g5609	XP_013718863.1, XP_013733535.2
OG0014063	g5612	XP_013728530.2, XP_048598538.1
OG0014064	g29698	XP_048623203.1, XP_013715176.2
OG0014065	g29703	XP_013728496.1, XP_022549400.1
OG0014067	g5620	XP_013715688.2, XP_013728513.1
OG0014068	g29711	XP_013678522.1, XP_048607769.1, XP_013723998.1
OG0014069	g5630	XP_013715646.2, XP_013736635.2
OG0014070	g29723	XP_013715409.2, XP_013737863.1
OG0014071	g5636	XP_013724111.2
OG0014072	g29733	XP_013715272.2, XP_013737847.1
OG0014073	g29736	XP_013715423.1, XP_013741472.1
OG0014074	g29765	XP_013729394.2, XP_013715234.1
OG0014075	g29763	XP_013715654.1, XP_013737806.1
OG0014076	g5659	XP_048623240.1, XP_013715703.2
OG0014078	g25857, g29774	XP_013653807.1, XP_013724475.2
OG0014079	g5676	XP_022549372.1, XP_022566017.2
OG0014080	g29779, g45407	XP_013724494.2, XP_013653803.2
OG0014081	g29783	XP_022549367.1, XP_013729418.1
OG0014082	g29786	XP_013729421.2, XP_022549366.2
OG0014083	g5692	XP_013668224.2, XP_013668421.1
OG0014084	g10093, g624	XP_048617898.1, XP_048591099.1
OG0014085	g606	XP_013700023.2, XP_013678138.1
OG0014086	g10066	XP_013643756.2, XP_013707006.1
OG0014087	g18562, g10057	XP_013643737.2, XP_013703789.2
OG0014088	g10005	XP_048617933.1, XP_048591063.1
OG0014089	g542	XP_013710959.2, XP_013643426.2
OG0014090	g10012	XP_013710237.2, XP_013643424.2
OG0014091	g10001	XP_048591055.1, XP_013711391.1
OG0014092	g526	XP_013724661.1, XP_013661003.2
OG0014093	g509	XP_013661030.2, XP_013661021.2
OG0014094	g9988	XP_022562886.1, XP_013643483.2
OG0014095	g13534	XP_013686799.1, XP_013657081.2
OG0014096	g9951	XP_013672928.1, XP_013672926.2
OG0014097	g457	XP_013675377.2, XP_013721909.1
OG0014098	g9927	XP_013736966.1, XP_013706803.2
OG0014099	g9898	XP_013736923.2, XP_013724285.1
OG0014100	g419	XP_013697838.1, XP_013736917.1
OG0014101	g9885	XP_013661101.1, XP_013749343.1
OG0014102	g23572	XP_013704694.2, XP_013671672.1, XP_013673958.2
OG0014103	g383	XP_013723459.2, XP_013731368.1
OG0014104	g9871	XP_013678288.1, XP_013678286.2, XP_022576300.1
OG0014105	g364	XP_013671069.2, XP_013742517.2
OG0014106	g341	XP_013642906.2, XP_013721098.1
OG0014107	g337	XP_013721059.3, XP_048637852.1
OG0014108	g335	XP_048637854.1, XP_013721103.3
OG0014109	g333	XP_013642926.2, XP_013721015.3
OG0014110	g9835	XP_013721086.1, XP_013642929.1
OG0014111	g322, g9831	XP_013661203.2, XP_013696512.1
OG0014112	g9830	XP_013661204.2, XP_013696514.1
OG0014113	g28716	XP_013716600.2, XP_013737723.2
OG0014114	g1204	XP_013742961.2, XP_013727129.2
OG0014115	g1165	XP_013716711.2, XP_013731384.1
OG0014116	g19309	XP_013663027.2, XP_022546798.2
OG0014117	g2474	XP_048632708.1, XP_013741287.1, XP_013659784.3
OG0014118	g19315	XP_013659783.2, XP_022547533.2
OG0014119	g2485	XP_022564712.2, XP_013663010.3, XP_048632039.1
OG0014120	g2507	XP_013744669.1, XP_013687089.1
OG0014121	g2525	XP_013721798.2, XP_013741254.1
OG0014122	g19351	XP_048620486.1, XP_013701686.2
OG0014123	g18254	XP_013739562.2, XP_022550151.2
OG0014124	g2565	XP_022573076.1
OG0014125	g2581	XP_022550769.2, XP_048632457.1
OG0014126	g19382	XP_013741236.2, XP_013693723.1
OG0014127	g19385	XP_013745509.1, XP_013732955.2
OG0014128	g19391	XP_013745720.1, XP_013642375.2
OG0014129	g2627	XP_022575007.2, XP_013720277.1
OG0014130	g19407	XP_013749850.1, XP_048632671.1
OG0014131	g11386	XP_013680427.1, XP_013745201.1
OG0014132	g2645	XP_013741799.1, XP_013642425.2
OG0014133	g11387	XP_013702818.2, XP_048607401.1
OG0014134	g2705	XP_013672107.1, XP_013712616.1
OG0014135	g2725	XP_013695394.2, XP_013672148.1
OG0014136	g2728	XP_048608836.1, XP_048590826.1
OG0014137	g2763	XP_013705070.1, XP_013658073.1, XP_048602071.1
OG0014138	g25747	XP_013718620.2, XP_013736622.2
OG0014139	g19499	XP_013703617.2, XP_048606748.1
OG0014140	g2736	XP_048606744.1, XP_048638614.1
OG0014141	g2773	XP_013673493.2, XP_013731602.1, XP_013646971.1
OG0014142	g2781	XP_013731613.1, XP_048638625.1
OG0014143	g2782, g2784	XP_013731607.1, XP_013665773.1
OG0014144	g2809	XP_013642594.2, XP_013647826.1
OG0014145	g11410	XP_013642592.2, XP_013647829.1
OG0014146	g11431	XP_013671999.1, XP_013711631.2
OG0014147	g2879	XP_013672829.2, XP_013642749.1
OG0014148	g19566	XP_013703744.1, XP_013642548.1
OG0014149	g46090	XP_013649664.2, XP_048617360.1
OG0014150	g19581	XP_013642529.2, XP_048606714.1
OG0014151	g19582	XP_013642695.1, XP_013672833.1
OG0014152	g2945	NP_001302660.1, NP_001303218.1
OG0014153	g2991	XP_048606701.1, XP_013642511.2
OG0014154	g11444	XP_013672577.1, XP_048599163.1, XP_048590748.1, XP_013641314.2
OG0014155	g3008	XP_013642490.2, XP_013675795.2
OG0014156	g3015	XP_013642485.2, XP_048628231.1, XP_048608830.1
OG0014157	g19600	XP_013724769.1, XP_022550695.1
OG0014158	g11470	XP_013737182.2, XP_048590766.1
OG0014159	g3411	XP_013642735.1, XP_013714675.1
OG0014160	g3412	XP_013714676.1, XP_013642737.2
OG0014161	g19612	XP_013642744.2, XP_022568547.1
OG0014162	g52271	XP_048611266.1, XP_013749658.1
OG0014163	g25943	XP_048624496.1, XP_048596204.1
OG0014164	g36740	XP_013655514.1
OG0014165	g41651	XP_013687286.1, XP_013688451.1
OG0014166	g44895	XP_013692834.1, XP_013688343.2
OG0014167	g41616	XP_048617074.1, XP_048615877.1, XP_022559658.1
OG0014168	g40870	XP_013664377.1, XP_022570280.1
OG0014169	g44871	XP_013649276.1, XP_048617076.1
OG0014170	g41588, g41586	XP_048591974.1, XP_013702527.2
OG0014171	g45755, g41504	XP_013701086.2, XP_013649324.1
OG0014172	g44819	XP_013649104.1, XP_013705151.1
OG0014173	g44293	XP_013650341.2, XP_013726937.1
OG0014174	g45784	XP_013689721.2, XP_013649883.1
OG0014175	g45790	XP_013649359.2, XP_013701626.1
OG0014176	g45793	XP_013649365.1, XP_013698695.1, XP_048615954.1
OG0014177	g45795	XP_048615961.1, XP_013649873.1
OG0014178	g44754	XP_013694796.3, XP_022545310.2, XP_013652333.3, XP_013699841.2
OG0014179	g18015	XP_013649077.3, XP_013743722.2
OG0014180	g45848	XP_013690716.2, XP_013702701.1
OG0014181	g45869	XP_013701599.2, XP_013703017.2
OG0014182	g45871	XP_013700818.2, XP_048617273.1
OG0014183	g45905	XP_013698724.1, XP_013649450.2
OG0014184	g44661	XP_048615911.1, XP_048617299.1, XP_013649452.2
OG0014185	g45916	XP_048591814.1, XP_013696450.1
OG0014186	g3816, g45923, g3817	XP_013702563.3, XP_013649476.1
OG0014187	g45928	XP_013702836.2, XP_013649477.1
OG0014188	g44639	XP_013649497.1, XP_013676392.2
OG0014189	g44630	XP_013649509.1, XP_013692960.1
OG0014190	g45992	XP_013649511.1, XP_013693731.1
OG0014191	g45974	XP_013649523.1, XP_022560571.2
OG0014192	g44621	XP_013649524.1, XP_013672396.1
OG0014193	g46428	XP_013676335.1, XP_013648659.2
OG0014194	g17960	XP_013710232.2, XP_048631597.1, XP_013708811.2
OG0014195	g13614	XP_013693799.2, XP_048627342.1, XP_013697310.2
OG0014196	g46372	XP_048617488.1, XP_048592300.1
OG0014197	g46340	XP_013688417.1, XP_013650053.2
OG0014198	g46337	XP_013688412.2, XP_013650055.2
OG0014199	g13618	XP_013650068.2, XP_048617472.1
OG0014200	g46306	XP_013681379.2, XP_048591717.1
OG0014201	g44374	XP_022560238.1, XP_048616858.1, XP_048591723.1, XP_048617467.1, XP_048592283.1
OG0014202	g46319	XP_048617453.1, XP_048592274.1
OG0014203	g46288	XP_013693674.1, XP_048605237.1
OG0014204	g44401	XP_048592257.1, XP_013702515.1
OG0014205	g44415	XP_013728813.1, XP_013701907.2
OG0014207	g46246	XP_048592248.1, XP_048592250.1, XP_013702535.1
OG0014208	g44419, g46239	XP_022551172.2, XP_013718674.1
OG0014209	g46231	XP_013702316.1, XP_013717907.2
OG0014210	g46215	XP_048592230.1, XP_013717863.2, XP_048603653.1, XP_048613896.1
OG0014211	g44468	XP_022566054.2
OG0014211	g46193	XP_013648912.3
OG0014212	g44469	XP_013701762.1, XP_013649909.2
OG0014213	g44480	XP_013649929.1, XP_013698834.1
OG0014215	g46173	XP_013700629.2, XP_013649943.2
OG0014216	g44503	XP_013700624.1, XP_013649784.2
OG0014217	g44511	XP_022551903.1, XP_013676739.2
OG0014218	g44521	XP_013702576.2, XP_013649772.2
OG0014219	g44530	XP_013649766.2, XP_048617385.1, XP_013649726.2
OG0014220	g46136, g44535	XP_048592190.1, XP_013649719.2, XP_013676733.1
OG0014221	g46131	XP_013649745.2, XP_013649708.1
OG0014222	g46128, g44543	XP_022558634.1, XP_022551898.2
OG0014223	g46125	XP_022559827.2, XP_013649740.2
OG0014224	g46110	XP_022551894.1, XP_013676717.1
OG0014225	g46108	XP_013649680.2, XP_022560410.1
OG0014226	g46102	XP_022559648.1, XP_048592176.1
OG0014227	g46100	XP_013703658.1, XP_048617365.1, XP_013649671.2
OG0014228	g46097	XP_013649670.2, XP_013703253.1, XP_022559823.1
OG0014229	g46092	XP_013674861.1, XP_048602829.1
OG0014230	g44560	XP_013649659.2, XP_022560613.1
OG0014231	g44567	XP_013676703.1, XP_013676662.1
OG0014232	g46055	XP_022560399.1, XP_013649609.1
OG0014233	g46049	XP_013702551.1, XP_022566214.2
OG0014235	g46017	NP_001302759.1, XP_013702183.1
OG0014236	g46009	XP_013699333.1, XP_013699121.2
OG0014237	g46007	XP_013702816.1, XP_048592154.1
OG0014238	g27372	XP_048597609.1, XP_048638354.1, XP_048614162.1
OG0014239	g45998	XP_013649020.2, XP_013649021.2
OG0014240	g44604	XP_013701464.2, XP_013652192.1
OG0014241	g44607	XP_048617328.1, XP_048592140.1
OG0014242	g44614	XP_022550937.1, XP_013649536.1
OG0014243	g36056, g46490, g22310	XP_013652080.2, XP_013700713.1
OG0014244	g46494	XP_013648637.2, XP_013674765.1
OG0014245	g44338	XP_048626876.1, XP_048617559.1, XP_013650249.1
OG0014246	g46504	XP_048617560.1, XP_013650251.2
OG0014248	g46519	XP_013650268.2, XP_048617570.1
OG0014249	g46518	XP_013650269.3, XP_013673059.3, XP_013676883.1, XP_048628315.1
OG0014250	g44323	XP_013650278.1, XP_013726966.1
OG0014251	g25757	XP_013650280.1, XP_013726965.1
OG0014252	g44300	XP_013725887.1, XP_048628925.1, XP_013674943.1
OG0014254	g46583	XP_048611896.1, XP_048612026.1, XP_013694471.2
OG0014255	g44285	XP_048592431.1, XP_013746708.1
OG0014256	g46587	XP_013733177.2, XP_013694532.2, XP_048603447.1
OG0014257	g46588	XP_048611939.1, XP_013694545.1, XP_013733178.2
OG0014258	g46591	XP_013694560.2, XP_048611950.1, XP_013733180.1
OG0014259	g46602	XP_013648555.1, XP_013678622.1
OG0014260	g46606	XP_013711878.2
OG0014262	g46609	XP_048599824.1, XP_048604504.1
OG0014263	g44266	XP_048591660.1, XP_013680446.1
OG0014264	g14654, g17996	XP_048591659.1, XP_013678636.1
OG0014265	g7291	XP_022554216.1, XP_022568316.2
OG0014266	g12257	XP_013749896.1, XP_022569004.1
OG0014267	g13161	XP_022544433.1, XP_013673223.2
OG0014268	g13202	XP_013684805.1, XP_048602169.1, XP_013686379.1
OG0014269	g7207	XP_013646428.1, XP_013646206.2
OG0014270	g908	XP_013733923.2, XP_013733855.2, XP_048631037.1
OG0014271	g12204	XP_013670456.2, XP_048599993.1
OG0014272	g12203	XP_048595516.1, XP_013673285.1, XP_022575452.2
OG0014273	g7191	XP_022575450.2, XP_013749768.1
OG0014274	g7150	XP_013644515.2, XP_048600911.1
OG0014275	g7137	XP_048628068.1, XP_013719726.1, XP_013695875.1
OG0014276	g7136	XP_013697766.1, XP_013719791.1, XP_048628067.1
OG0014277	g19161	XP_013697331.1, XP_013719769.2
OG0014278	g12147	XP_022575412.2, XP_048612990.1
OG0014279	g7102	XP_013698386.1, XP_048628004.1, XP_013702791.2
OG0014280	g7066	XP_013693747.1, XP_013699376.2
OG0014281	g7065	XP_013645026.1, XP_013682818.1
OG0014282	g12105	XP_013673069.1
OG0014283	g26001	XP_013683958.1, XP_013683991.1
OG0014284	g13251	XP_013695838.1, XP_013640035.2
OG0014285	g7044	XP_013643747.2, XP_013672427.2
OG0014286	g7016	XP_013741035.1, XP_013749613.1
OG0014287	g13263	XP_013749706.1, XP_048635721.1, XP_013749590.1
OG0014288	g12072	XP_048612896.1, XP_013749545.1
OG0014289	g6983	XP_013736349.2, XP_013653361.1
OG0014290	g13277	XP_013733514.1, XP_013697910.1
OG0014291	g13280	XP_013749566.2, XP_048631441.1, XP_022561017.1
OG0014292	g6929	XP_048609099.1, XP_048632445.1
OG0014293	g13292	XP_013675366.1, XP_013728176.1
OG0014294	g6917	XP_013732352.2, XP_048635642.1, XP_022567241.1
OG0014295	g12021	XP_022551634.1, XP_022575334.2
OG0014296	g6890	XP_013732541.2, XP_022576084.1, XP_048630791.1
OG0014297	g40035	XP_013651805.2, XP_048610475.1
OG0014298	g12006	XP_013662741.1, XP_022568315.1
OG0014300	g11990	XP_013747117.1, XP_013639919.1, XP_013675204.1, XP_013690878.1
OG0014301	g11983	XP_013749360.2, XP_048635581.1, XP_013744113.1
OG0014303	g11970	XP_048630740.1, XP_022576074.2, XP_013639911.2
OG0014304	g6820	XP_013749338.2, XP_048637008.1, XP_048612911.1
OG0014305	g6819	XP_048637009.1, XP_022575306.1, XP_013749337.2
OG0014306	g54151	XP_013735869.2, XP_013688123.2
OG0014307	g11957	XP_048634884.1, XP_013724582.1, XP_013672859.1
OG0014308	g6800	XP_013720671.1, XP_022555304.1
OG0014309	g54154	XP_013640856.2, XP_013720569.1
OG0014310	g11952	XP_048635365.1, XP_013706788.2, XP_013667454.1
OG0014311	g6771	XP_013648072.2, XP_048593877.1
OG0014312	g11946	XP_013648080.1, XP_013641069.1
OG0014313	g11924	XP_048635305.1, XP_013652624.1
OG0014314	g6747	XP_048612526.1, XP_048635301.1, XP_013652621.2
OG0014315	g6740	XP_013652614.1, XP_048628479.1, XP_013728656.1
OG0014316	g11913, g25078	XP_013741972.2, XP_022556772.1
OG0014317	g11912	XP_013673312.1, XP_048627858.1, XP_013652607.1
OG0014318	g11909	XP_013673313.1, XP_013652606.1, XP_048629587.1
OG0014319	g11897	XP_048626480.1, XP_013749288.2, XP_013640488.2
OG0014320	g11893	XP_013749297.2, XP_048630335.1, XP_013693758.2
OG0014321	g11891	XP_013697804.2, XP_048635282.1
OG0014322	g6699	XP_013697805.1, XP_013749302.1, XP_048635283.1
OG0014324	g6674	XP_013743124.2, XP_048628225.1, XP_013692578.1
OG0014325	g13388	XP_048630247.1, XP_013743126.2, XP_013686754.1
OG0014326	g13384	XP_013743129.2, XP_048630243.1, XP_013692561.2
OG0014327	g6678, g13383	XP_013743132.2, XP_013692560.2
OG0014328	g6634	XP_022552585.1, XP_013651683.1
OG0014330	g11807	XP_022575257.1, XP_048635205.1, XP_013691329.1
OG0014331	g41415	XP_022549122.2, XP_013736379.1
OG0014332	g6565	XP_013741120.2, XP_022572316.1
OG0014333	g6558	XP_013697855.1, XP_013749213.1
OG0014334	g11757	XP_013714617.1, XP_013653055.1
OG0014335	g6524	XP_013653043.1, XP_013750549.1
OG0014336	g6521	XP_048592518.1, XP_013750550.1
OG0014337	g11749	XP_013677191.2, XP_013653027.1
OG0014338	g24576	XP_013686816.2, XP_013742866.2
OG0014339	g13484	XP_013685440.2, XP_048629172.1, XP_013712235.1
OG0014340	g11726	XP_022562910.1, XP_048592490.1
OG0014341	g13586	XP_013685581.1, XP_048619154.1
OG0014342	g6456	XP_013714889.3, XP_013640627.1
OG0014343	g13498	XP_048607671.1, XP_013670351.2
OG0014344	g13515	XP_013726536.2, XP_013662964.1
OG0014345	g13518	XP_022560875.1, XP_013726520.1
OG0014346	g6409	XP_013657063.1, XP_013732301.1
OG0014347	g13522, g6408	XP_013657064.1, XP_013732314.1
OG0014348	g6398	XP_013701868.1, XP_022570726.1
OG0014349	g13562	XP_022556666.1, XP_022572342.2
OG0014350	g6366	XP_048607065.1, XP_022572341.2
OG0014351	g13550	XP_048607063.1, XP_013657091.2
OG0014352	g13666	XP_013685095.1, XP_013736723.2
OG0014354	g7478	XP_013750386.1, XP_022575571.2
OG0014355	g11579	XP_022544324.2, XP_013652901.2
OG0014356	g13417	XP_013728561.2, XP_013728563.3
OG0014357	g13416	XP_013728564.1, XP_048593163.1
OG0014358	g11596, g13584	XP_013652889.1, XP_013707168.2
OG0014359	g13582	XP_022562741.1, XP_022544329.1
OG0014360	g13579	XP_013652883.1, XP_048619449.1
OG0014361	g13573	XP_013722937.1, XP_048632577.1
OG0014362	g13672	XP_048632588.1, XP_013685100.2
OG0014363	g14242	XP_013656863.1, XP_048618253.1
OG0014364	g13664	XP_013648775.1, XP_013656714.2
OG0014365	g14569	XP_022555422.1, XP_048632602.1
OG0014366	g14450	XP_013706756.1, XP_013661420.1
OG0014367	g13679	XP_013661421.1, XP_013707718.1
OG0014368	g6196	XP_013670034.1, XP_048593210.1, XP_013665840.1, XP_013716144.2
OG0014369	g13684	XP_013667124.2, XP_048618546.1
OG0014370	g23188	XP_022562253.1, XP_013707650.2
OG0014371	g6192	XP_013705690.1, XP_013729260.2
OG0014372	g6188	XP_013656071.1, XP_022562027.1
OG0014373	g13686	XP_048632612.1, XP_013736793.2
OG0014374	g31095	XP_013641132.2, XP_013711961.1
OG0014375	g6151	XP_013742666.1, XP_013707778.2
OG0014376	g14232	XP_048607117.1, XP_013736847.2
OG0014378	g39562, g6137	XP_013736831.2, XP_048607121.1
OG0014379	g28246	XP_013656065.1, XP_022571499.1
OG0014380	g14085	XP_013736822.2, XP_013681926.2
OG0014381	g14059	XP_013642066.2, XP_013724943.2
OG0014382	g14051	XP_013641999.1, XP_048595568.1
