Orthogroup	Brassica_rapa	Odontarrhena_muralis
OG0011925	XP_009141351.1	Om008G340650
OG0011926	XP_009143830.1	Om008G340760
OG0011927	XP_009141341.2	Om008G340770
OG0011928	XP_009141336.1	Om008G340910
OG0011929	XP_009143844.1	Om008G341050
OG0011930	XP_009143847.1	Om008G341080
OG0011932	XP_009118749.1	Om005G179520
OG0011933	XP_009114014.1	Om008G341480
OG0011934	XP_009114035.1	Om008G341970
OG0011935	XP_009101834.1	Om008G342020
OG0011936	XP_009101842.1	Om008G342560
OG0011937	XP_033129191.1	Om008G342590
OG0011938	XP_009106518.1	Om008G342890
OG0011939	XP_033137753.1	Om008G342820
OG0011940	XP_009113598.1	Om008G346950, Om008G348250
OG0011941	XP_009108227.1	Om003G120300
OG0011942	XP_018509542.1	Om008G349970
OG0011944	XP_018508921.1	Om008G351460
OG0011945	XP_009124796.1	Om008G351810
OG0011946	XP_018512705.1	Om008G352740
OG0011947	XP_009114650.1	Om008G352360
OG0011948	XP_009114639.2	Om008G352160
OG0011949	XP_009134261.1	Om008G352900
OG0011950	XP_033136297.1	Om008G353320
OG0011951	XP_009133571.1	Om008G353430
OG0011952	XP_009114591.1	Om008G353630
OG0011953	XP_009114543.1	Om008G354410
OG0011954	XP_009114538.1	Om008G354460
OG0011955	XP_009121635.1	Om008G355500
OG0011956	XP_009121716.1	Om008G355710
OG0011957	XP_009101618.1	Om008G357680
OG0011958	XP_009101600.1	Om008G358190
OG0011959	XP_009101577.1	Om008G358650
OG0011960	XP_033139923.1	Om008G358860
OG0011961	XP_009140757.1	Om008G359010
OG0011962	XP_009114377.1	Om008G359640
OG0011963	NP_001288848.1	Om008G359670
OG0011964	XP_009101508.1	Om008G360930
OG0011965	XP_009101482.1	Om008G361550
OG0011967	XP_009108069.1	Om001G022620
OG0011968	XP_009101432.1	Om008G362430
OG0011969	XP_018512356.1, XP_009132093.1	Om006G248250
OG0011970	XP_009139958.1	Om003G100250
OG0011971	XP_009108067.1	Om003G106540
OG0011972	XP_009139649.1	Om003G104400
OG0011973	XP_009139643.1	Om003G104340
OG0011974	XP_009102472.1	Om002G074460
OG0011975	XP_009102501.1	Om002G074210
OG0011976	XP_009144679.1	Om003G103980
OG0011977	XP_009139619.1	Om003G103970
OG0011978	XP_009139609.1	Om003G103860
OG0011980	XP_009107494.1	Om003G103610
OG0011981	XP_009109567.2	Om003G103310
OG0011982	XP_009144691.2	Om003G103210
OG0011983	XP_009107774.1	Om003G102670
OG0011984	XP_009148506.1	Om003G102590
OG0011985	XP_009148149.1	Om003G102340
OG0011986	XP_033143239.1, XP_009107807.1	Om003G102160
OG0011987	XP_009147934.1	Om003G102090
OG0011988	XP_009136694.1	Om003G101530
OG0011989	XP_009136704.1	Om003G101340
OG0011990	XP_009140226.1	Om007G316500
OG0011991	XP_033145686.1	Om007G316760
OG0011992	XP_009139994.1	Om007G316900
OG0011993	XP_009140002.2	Om007G316950
OG0011994	XP_009140004.1	Om007G316980
OG0011995	XP_009140013.1	Om007G317070
OG0011996	XP_009140017.1	Om007G317100
OG0011997	XP_009140064.1	Om007G317870
OG0011998	XP_009140051.1	Om007G317780
OG0011999	XP_009140084.1	Om007G318120
OG0012001	XP_009140091.1	Om007G318170
OG0012002	XP_009140134.1	Om007G318460
OG0012003	XP_009125222.1	Om007G318550
OG0012004	XP_009142492.1, XP_009118155.1	Om005G217000
OG0012005	XP_009118176.1	Om008G318850
OG0012006	XP_009151299.1	Om008G318910
OG0012007	XP_033142835.1, XP_033142832.1	Om008G319610
OG0012008	XP_033147352.1	Om008G320120
OG0012009	XP_009142434.1, XP_009142616.2	Om008G320530
OG0012010	XP_009142427.1	Om008G320620
OG0012011	XP_009142680.1	Om003G096130
OG0012012	XP_009116812.1	Om003G126600
OG0012013	XP_009143187.1, XP_009142384.1	Om001G029780
OG0012014	XP_009143181.1	Om008G321470
OG0012015	XP_009142344.1	Om008G322080
OG0012016	XP_009143144.1	Om008G322140
OG0012017	XP_009143093.1	Om008G322710
OG0012018	XP_009143088.1, XP_009142311.1	Om008G322750
OG0012019	XP_009143065.1	Om008G323000
OG0012020	XP_009143047.1	Om008G323230
OG0012021	XP_009142269.1	Om008G323300
OG0012022	XP_009151680.1	Om006G241440
OG0012023	XP_009142179.1	Om008G325530
OG0012024	XP_009142920.1	Om008G325550
OG0012025	XP_009142912.1	Om008G325650
OG0012026	XP_009142152.1, XP_018513637.1	Om008G325800
OG0012027	XP_033144308.1	Om008G326180
OG0012028	XP_009142084.1	Om008G326200
OG0012029	XP_009142073.1	Om008G326420
OG0012030	XP_009142803.1	Om008G327010
OG0012031	XP_009142026.2	Om008G327670
OG0012032	XP_009133512.1	Om008G327420
OG0012033	XP_009142766.1	Om008G327290
OG0012034	XP_009130643.1	Om004G176890
OG0012035	XP_009122848.2	Om004G176610
OG0012036	XP_009130663.1, XP_033139510.1	Om004G176510
OG0012037	XP_009122796.1	Om004G175950
OG0012038	XP_009125462.1	Om004G175260
OG0012039	XP_009130727.1	Om004G174760
OG0012040	XP_033138490.1	Om004G173820
OG0012041	XP_009130952.1, XP_009122671.1	Om004G173800
OG0012042	XP_033141625.1	Om006G240920
OG0012043	XP_009126363.1	Om006G240950
OG0012044	XP_009126442.1	Om006G242080
OG0012045	XP_009126443.1	Om006G242100
OG0012046	XP_009126436.1, XP_009120820.1	Om006G241990
OG0012047	XP_009131782.1	Om006G241890
OG0012048	XP_009120817.2	Om006G242040
OG0012049	XP_009126510.1	Om006G243040
OG0012050	XP_033138513.1	Om006G243050
OG0012051	XP_009120712.1, XP_009126511.1	Om006G243070
OG0012052	XP_033138656.1	Om006G243200
OG0012053	XP_009120667.1	Om006G243720
OG0012054	XP_009126543.1	Om006G243830
OG0012055	XP_009126550.1	Om006G244110
OG0012056	XP_009121745.1	Om004G161170
OG0012057	XP_009126613.2	Om006G245020
OG0012058	XP_009126624.1	Om006G245410
OG0012059	XP_009120411.1, XP_033139706.1	Om006G246850
OG0012060	XP_009120406.2	Om006G247040
OG0012061	XP_009120398.1, XP_009132024.1	Om006G247130
OG0012062	XP_009130246.1	Om006G234370
OG0012063	XP_009112080.1	Om006G234190
OG0012064	XP_009150446.1	Om006G233760
OG0012065	XP_009150444.1	Om006G233750
OG0012066	XP_009130424.1	Om006G233620
OG0012067	XP_009150487.1	Om006G233350, Om003G102440
OG0012068	XP_009150517.1	Om006G233090
OG0012069	XP_033134617.1, XP_009150804.1	Om006G232660
OG0012070	XP_009112164.2	Om006G232500
OG0012071	XP_009150574.1	Om006G232330
OG0012072	XP_009150606.1	Om006G232010
OG0012073	XP_033128180.1	Om006G231730
OG0012074	XP_009150637.1	Om006G231690
OG0012075	XP_033135179.1	Om006G231240
OG0012076	XP_009103438.1	Om005G217480, Om006G259720, Om006G230580
OG0012077	XP_009103444.1	Om006G230520
OG0012078	XP_009103445.1	Om006G230510
OG0012079	XP_009103452.1	Om006G230430
OG0012080	XP_009103456.1, XP_009129261.1	Om006G230400
OG0012081	XP_009103477.1	Om006G230080
OG0012082	XP_009130571.1	Om006G229200
OG0012083	XP_009112278.1	Om006G229140
OG0012084	XP_009111516.1	Om004G157180
OG0012085	XP_009134528.1	Om004G157950
OG0012086	XP_033134763.1	Om005G178110
OG0012087	XP_009134546.1	Om004G157650
OG0012088	XP_009119706.1	Om005G178330
OG0012089	XP_009118805.1	Om005G178600
OG0012090	XP_009111385.1	Om004G158580
OG0012091	XP_009128522.1	Om004G158940
OG0012092	XP_033142121.1	Om004G159080
OG0012093	XP_033135308.1	Om004G159060
OG0012094	XP_009111339.1	Om004G158990
OG0012095	XP_009111337.1	Om004G159020
OG0012097	XP_009105319.1	Om004G159120
OG0012098	XP_033135294.1	Om004G159240
OG0012099	XP_009128523.1	Om004G159410
OG0012100	XP_009111316.1	Om004G159430
OG0012101	XP_009111310.1	Om004G159530
OG0012102	XP_009111303.1	Om004G159650
OG0012103	XP_009134435.1, XP_009144575.1	Om004G159800
OG0012104	XP_009111287.1	Om004G159910
OG0012105	XP_009134416.2	Om004G160170
OG0012106	XP_009111244.1	Om004G160590
OG0012107	XP_009122143.1	Om004G160780
OG0012108	XP_009122086.1	Om004G160790
OG0012109	XP_009122105.1	Om004G160800
OG0012110	XP_009121963.1	Om007G302240
OG0012111	XP_009121928.1	Om007G302290
OG0012112	XP_009134348.1, XP_009121870.1	Om007G302720
OG0012113	XP_009121796.1	Om007G293130
OG0012114	XP_009121772.1	Om007G293110
OG0012115	XP_009121761.1	Om007G293100
OG0012116	XP_009113937.1	Om007G292910
OG0012117	XP_009101740.1	Om007G277410
OG0012118	XP_009113956.1	Om007G277440
OG0012119	XP_009101746.1	Om007G277460
OG0012120	XP_009101769.1	Om008G322640, Om007G277810
OG0012121	XP_009123898.1	Om007G277940
OG0012122	XP_009141310.1, XP_009143864.1	Om007G278280
OG0012123	XP_009132882.1	Om007G278930
OG0012124	XP_009143971.1	Om007G279320
OG0012125	XP_009132859.1	Om007G279570
OG0012126	XP_009144010.1	Om007G279700
OG0012127	XP_009144052.1	Om007G280150
OG0012128	XP_033144332.1, XP_009144055.1	Om007G280200
OG0012129	XP_009132796.2	Om007G280330
OG0012130	XP_009141174.1, XP_009144227.1	Om007G280630
OG0012131	XP_009141144.1	Om007G280700
OG0012132	XP_009143638.1	Om007G281140
OG0012133	XP_009144297.2	Om007G281550
OG0012134	XP_009141036.1	Om007G281970
OG0012135	XP_009144334.1	Om007G281990
OG0012136	XP_009141026.1, XP_009133837.2	Om007G282150
OG0012137	XP_009144345.1	Om007G282170
OG0012138	XP_009144369.1	Om007G282430
OG0012139	XP_009144394.1	Om007G282820
OG0012140	XP_009130482.1	Om007G282840
OG0012141	XP_009124395.2	Om007G282920
OG0012142	XP_009144359.2	Om007G282330
OG0012143	XP_009140943.1	Om007G283230
OG0012144	XP_009140908.1	Om007G283540
OG0012145	XP_009103688.1	Om007G283600
OG0012146	XP_009140898.1	Om007G283690
OG0012147	XP_009140897.1	Om007G283700
OG0012148	XP_018508546.1, XP_009140835.1	Om007G284220
OG0012149	XP_009103627.1	Om007G284280
OG0012150	XP_009140820.2	Om007G284360
OG0012151	XP_033130654.1	Om007G284510
OG0012152	XP_033145822.1, XP_033138862.1	Om007G284520
OG0012153	XP_009116119.1	Om006G253500
OG0012154	XP_033145827.1	Om007G284660
OG0012155	XP_009103599.1	Om007G284640
OG0012156	XP_009103566.1	Om007G285240
OG0012157	XP_009114863.1	Om003G098040
OG0012158	XP_009117006.1	Om008G333830
OG0012159	XP_009103034.1	Om005G194530
OG0012160	XP_009117016.1	Om004G151160
OG0012161	XP_009140721.1	Om004G150310
OG0012162	XP_009117039.1	Om004G150920
OG0012163	XP_009140699.1	Om001G010320
OG0012164	XP_009143045.1	Om001G019440
OG0012165	XP_009147424.1	Om002G042840
OG0012166	XP_009147437.1, XP_033141055.1	Om002G042660
OG0012167	XP_033141418.1	Om002G078900
OG0012168	XP_009130613.1, XP_009125386.1	Om004G177490
OG0012169	XP_009131184.1	Om004G177440
OG0012170	XP_009138058.1	Om001G028750
OG0012171	XP_009142404.1	Om004G172370
OG0012172	XP_009147403.1	Om002G043040
OG0012173	XP_009147401.1	Om002G043080
OG0012174	XP_009147328.2	Om002G044070
OG0012175	XP_009119091.1	Om002G044580
OG0012176	XP_009134734.1	Om002G045100
OG0012177	XP_009102062.1	Om002G045160
OG0012178	XP_009102068.1	Om002G045240, Om002G073580
OG0012179	XP_009102069.1	Om002G045250
OG0012180	XP_009130412.1	Om002G045720
OG0012181	XP_009125007.1	Om002G045830
OG0012182	XP_009134754.1	Om002G045880
OG0012183	XP_009123985.1	Om002G046230
OG0012184	XP_009124993.1	Om002G046320
OG0012185	XP_009134780.1	Om002G046480
OG0012186	XP_009134785.1	Om002G046540
OG0012187	XP_033144028.1	Om001G021820, Om001G021810
OG0012188	XP_009124067.1, XP_009147267.1	Om002G047180
OG0012189	XP_009147246.1	Om002G047490
OG0012190	XP_009147218.1	Om002G047780
OG0012191	XP_009104344.1	Om003G127130
OG0012192	XP_009123713.1	Om002G072490, Om006G260780, Om006G260770
OG0012193	XP_009129662.1	Om002G048950
OG0012195	XP_009130941.1, XP_018510921.1	Om004G170280
OG0012196	XP_009147127.1	Om002G049500
OG0012197	XP_009134935.1	Om002G049570
OG0012198	XP_009124609.1	Om002G049620
OG0012199	XP_009124260.1	Om003G106730
OG0012200	XP_009147102.1	Om002G049890
OG0012201	XP_009147096.1	Om002G049940
OG0012202	XP_009146979.1	Om002G051190
OG0012203	XP_009141892.2	Om008G329850
OG0012204	XP_009143216.1	Om008G329860
OG0012205	XP_009141887.1	Om008G330050
OG0012206	XP_009143237.1	Om008G330310
OG0012207	XP_009133402.1	Om008G330760
OG0012208	XP_009141840.1	Om008G331090
OG0012209	XP_009133350.2	Om008G332190
OG0012210	NP_001288941.1	Om008G332560
OG0012211	NP_001288933.1	Om008G332630
OG0012212	XP_009141548.1	Om008G337840
OG0012213	XP_009143595.1	Om006G273500, Om008G337310
OG0012215	XP_009143570.1	Om008G336860
OG0012216	XP_009141605.1	Om008G336700
OG0012218	XP_009143548.1	Om008G336500
OG0012219	XP_009143534.1	Om005G205390, Om008G336230
OG0012220	XP_009133216.1	Om008G334780
OG0012221	XP_033148765.1	Om008G334630
OG0012222	XP_009143392.1	Om008G333860
OG0012224	XP_009115935.2	Om006G256260
OG0012225	XP_009148906.1	Om005G195890
OG0012226	XP_009117824.1	Om005G196260
OG0012227	XP_009148953.1, XP_033132705.1	Om005G196300
OG0012228	XP_009148956.2	Om005G196410
OG0012229	XP_009117813.1	Om005G196460
OG0012230	XP_009110451.1	Om005G197290
OG0012231	XP_009117764.1, XP_018515313.1	Om005G197440
OG0012232	XP_009149110.2	Om005G197670
OG0012233	XP_009110444.1	Om005G197700
OG0012234	XP_009110441.1	Om005G197720
OG0012235	XP_009149123.1	Om005G197860
OG0012236	XP_009149134.1	Om005G198030
OG0012237	XP_009149238.2	Om005G199360
OG0012238	XP_009117624.1	Om005G199680
OG0012239	XP_009149285.1	Om005G200060
OG0012240	XP_009149286.1	Om005G200070
OG0012241	XP_009110304.1	Om005G200880
OG0012242	XP_018510540.1	Om005G200940
OG0012243	XP_009149391.1	Om005G201140, Om011G366070, Om005G218590
OG0012244	XP_009149441.1	Om005G201510
OG0012245	XP_009149452.1	Om005G201640
OG0012246	XP_009103343.1	Om005G202520
OG0012247	XP_009103338.1	Om005G202650
OG0012248	XP_009149564.1	Om005G202960
OG0012249	XP_009149656.1	Om005G203610
OG0012250	XP_009103277.1	Om005G204250
OG0012251	XP_009106423.1	Om004G134230
OG0012252	XP_009110157.1, XP_009145383.1	Om005G204450
OG0012254	XP_009103254.1, XP_009145368.1	Om005G204670
OG0012255	XP_009103250.1	Om005G204730
OG0012256	XP_009115577.1	Om005G205580
OG0012257	XP_009115571.1	Om005G205600
OG0012259	XP_009115531.1	Om004G143770
OG0012260	XP_009115505.1	Om004G144390
OG0012261	XP_009115488.1	Om004G144490
OG0012262	XP_009103150.2, XP_009103140.1	Om004G144530
OG0012263	XP_009110033.1	Om004G145420
OG0012265	XP_009103092.1	Om004G146300
OG0012266	XP_009115354.2	Om004G146540
OG0012267	XP_009103087.1	Om004G146580
OG0012268	XP_009110010.1	Om004G146740
OG0012269	XP_009109898.1	Om004G146770, Om005G221260
OG0012270	XP_009109872.1	Om004G147430
OG0012271	XP_009113825.2	Om004G170830
OG0012272	XP_009118206.2, XP_009148414.2	Om005G189410
OG0012273	XP_009110841.1	Om005G187270
OG0012274	XP_009149744.1	Om006G269130
OG0012275	XP_009138030.1	Om005G184640
OG0012276	XP_009138315.1	Om004G151230
OG0012278	XP_009149963.1	Om006G266890
OG0012279	XP_009137470.1, XP_009138492.1	Om007G285660
OG0012280	XP_009138673.1, XP_009137483.1	Om007G285820
OG0012281	XP_009139345.3, XP_009137540.1	Om007G286620
OG0012282	XP_009139210.2, XP_009137526.2	Om007G286370
OG0012284	XP_009132476.1	Om003G114980
OG0012286	XP_009133956.1	Om004G150340
OG0012287	XP_009149921.1	Om003G123680
OG0012288	XP_009140546.1	Om004G153290, Om018G373970
OG0012289	XP_009106572.1, XP_009140515.1	Om001G034770
OG0012291	XP_009140508.1	Om004G152400, Om004G155230
OG0012292	NP_001289001.1	Om004G152990, Om004G155390
OG0012293	XP_009131745.1	Om006G241160
OG0012294	XP_009140399.1	Om004G154360
OG0012295	XP_033145420.1, XP_033135411.1	Om004G153700
OG0012296	XP_009112533.1, XP_009140343.1	Om004G153690
OG0012298	XP_033145383.1	Om004G153570
OG0012299	XP_009117351.1	Om004G153560
OG0012300	XP_033145253.1	Om004G155880
OG0012301	XP_009117412.1	Om004G156160
OG0012302	XP_009140271.2, XP_009117421.2	Om004G156220
OG0012303	XP_009140267.1	Om004G156230
OG0012304	XP_009101584.1	Om008G358520
OG0012305	XP_009117440.1	Om004G156480
OG0012306	XP_009140248.1	Om004G156500
OG0012307	XP_009117445.1	Om004G156560
OG0012308	XP_009134013.1, XP_033135822.1	Om004G156590
OG0012309	XP_009107386.1	Om003G125800, Om004G156700
OG0012310	XP_009117849.1	Om005G195710
OG0012311	XP_009148713.1	Om005G194400
OG0012312	XP_009117927.1	Om005G194290, Om005G194280
OG0012313	XP_009117928.1	Om005G194200
OG0012314	XP_009123955.1	Om005G193660
OG0012315	XP_033133787.1	Om005G193030
OG0012316	XP_009118043.2	Om005G192500
OG0012317	XP_033130025.1	Om005G192330
OG0012318	XP_009148565.1	Om005G192320
OG0012319	XP_009148608.1	Om005G191570
OG0012321	XP_009110676.1	Om005G191390
OG0012322	XP_009110685.1	Om005G191220
OG0012323	XP_009123348.1	Om005G191170
OG0012324	XP_009148483.3	Om005G190440
OG0012325	XP_009118172.1	Om005G190970
OG0012326	XP_009118229.1	Om005G189820
OG0012327	XP_009148435.1	Om005G189690
OG0012329	XP_009118205.1	Om005G189390, Om003G119100
OG0012330	XP_009148383.1	Om005G189120
OG0012331	XP_009148364.1	Om005G188900
OG0012332	XP_009148283.1	Om005G188120
OG0012333	XP_009118291.1	Om005G188360
OG0012334	XP_009110804.1	Om005G188030
OG0012335	XP_009148273.1	Om005G188000, Om005G187990
OG0012336	XP_009110838.1	Om005G187370
OG0012337	XP_033133458.1	Om005G187180
OG0012339	XP_009116287.1	Om006G251120
OG0012340	XP_009118333.1	Om005G186970
OG0012341	XP_033135421.1	Om005G186880
OG0012342	XP_009148110.2	Om005G186580
OG0012343	XP_009148122.1	Om005G186730
OG0012344	XP_009148104.2	Om005G186520
OG0012345	XP_009148127.1	Om005G186750
OG0012346	XP_009148098.1	Om005G186370
OG0012347	XP_009148086.1	Om005G186290
OG0012348	XP_009148043.1	Om002G082260
OG0012349	XP_009132136.1	Om006G249520
OG0012350	XP_009104377.1	Om003G127870
OG0012351	XP_009140680.1	Om004G150530
OG0012352	XP_009110944.1	Om005G185220
OG0012353	XP_009118978.1	Om005G184810
OG0012354	XP_009119016.1	Om005G184410
OG0012355	XP_009141125.1	Om007G280970
OG0012356	XP_009140691.2	Om005G227410
OG0012357	XP_009119158.1	Om005G182790
OG0012358	XP_009119234.1	Om005G182090
OG0012359	XP_009119266.1, XP_009118624.1	Om005G181800
OG0012360	XP_009111092.1	Om005G181780
OG0012361	XP_009119302.1	Om005G181730
OG0012362	XP_009111121.1	Om005G181230
OG0012363	XP_009119368.2, XP_009118694.1	Om005G180760
OG0012364	XP_009119367.1	Om005G180780
OG0012365	XP_009118685.1	Om005G180890
OG0012366	XP_033138291.1	Om005G179970
OG0012367	XP_033133631.1	Om005G179790
OG0012368	XP_009119605.2	Om005G179660
OG0012369	XP_009111191.1, XP_009119622.1	Om005G179370
OG0012370	XP_009118786.2	Om005G178990, Om005G223760
OG0012371	XP_009119682.1	Om005G178620
OG0012372	XP_033138040.1	Om005G178560
OG0012373	XP_009119701.1	Om005G178390
OG0012374	XP_009119698.1	Om005G178410
OG0012375	XP_009111209.1	Om005G178430
OG0012376	XP_033135951.1	Om005G178460
OG0012377	XP_033134753.1	Om005G177850
OG0012378	XP_033134764.1	Om005G177630
OG0012379	XP_009121717.2, XP_009125950.1	Om007G302090
OG0012380	XP_033137821.1	Om004G156810, Om007G301080
OG0012381	XP_009131399.1	Om007G301450
OG0012382	XP_009125024.1	Om002G042770
OG0012383	XP_009126027.1	Om007G300430
OG0012384	XP_009126029.1, XP_009121614.1	Om007G300360
OG0012385	XP_033137571.1	Om001G000540
OG0012386	XP_009121575.2	Om007G299860
OG0012387	XP_009121578.1	Om007G299890, Om006G267970
OG0012388	XP_009121551.1	Om007G299420
OG0012389	XP_009121544.1	Om007G299270
OG0012390	XP_009121536.1, XP_009131509.1	Om007G299160
OG0012391	XP_009121537.2, XP_033138657.1	Om007G299150
OG0012392	XP_009121519.1	Om007G298920
OG0012393	XP_009126096.1	Om007G298810
OG0012394	XP_009126106.1	Om007G298570
OG0012395	XP_009131546.1	Om007G298200
OG0012396	XP_009121471.1	Om007G298080
OG0012397	XP_009121457.1	Om007G297890
OG0012398	XP_009126197.1, XP_009107532.1	Om007G296740
OG0012399	XP_009120964.2	Om007G295700
OG0012400	XP_033137444.1, XP_009126260.1	Om007G295690
OG0012401	XP_009120961.1	Om007G295600, Om007G295640
OG0012402	XP_009120949.1	Om007G295390
OG0012403	XP_009126308.1	Om007G294820
OG0012404	XP_009126310.1, XP_009120906.2	Om007G294810
OG0012405	XP_009126152.1	Om007G297530
OG0012406	XP_009129877.1	Om007G293890
OG0012407	XP_009129874.2	Om007G293820
OG0012408	XP_009111749.1	Om007G293750
OG0012409	XP_009151218.2	Om007G293490
OG0012410	XP_009105640.1	Om005G208980
OG0012411	XP_033140535.1, XP_009111874.2	Om007G303780
OG0012412	XP_009129759.1	Om008G332470
OG0012413	XP_009129750.1	Om007G305710
OG0012414	XP_009151675.1	Om009G363100, Om009G363180, Om007G305990
OG0012416	XP_009122394.1	Om004G169610
OG0012417	XP_009122310.1	Om004G169660
OG0012418	XP_009122289.1, XP_009125661.1	Om004G169940
OG0012419	XP_033137763.1	Om004G170110
OG0012420	XP_009122270.1	Om004G170120
OG0012421	XP_009151605.1	Om001G039790
OG0012422	XP_018512208.1, XP_009131341.1	Om004G161370
OG0012423	XP_009122248.2	Om004G170300
OG0012424	XP_009130938.1	Om004G170340
OG0012425	XP_009122227.1	Om004G170490
OG0012426	XP_033137768.1	Om004G171500
OG0012428	XP_009130839.1	Om004G172470
OG0012429	XP_009122568.1	Om004G172490
OG0012431	XP_009151110.1	Om006G240620
OG0012432	XP_009151047.1	Om006G239990
OG0012433	XP_009150946.1	Om006G238800
OG0012434	XP_009150943.1	Om006G238740
OG0012435	XP_009150930.1	Om006G238640
OG0012436	XP_009150888.1	Om006G238110
OG0012437	XP_009150871.1	Om006G237920
OG0012438	XP_009136377.1	Om006G237710
OG0012439	XP_009130121.1	Om006G237700
OG0012440	XP_009130122.1	Om006G237670
OG0012441	XP_009136400.2	Om006G237430
OG0012442	XP_009136429.1	Om006G237150
OG0012443	XP_009137070.1	Om006G236620
OG0012444	XP_009151308.1	Om006G236120
OG0012445	XP_009151373.2	Om006G235400
OG0012446	XP_009151375.1	Om006G235360
OG0012447	XP_009112028.1	Om006G235290
OG0012448	XP_009151416.1	Om006G234850
OG0012449	XP_009120389.1	Om006G247360
OG0012450	XP_009120384.1	Om006G247430
OG0012451	XP_009126767.1	Om006G247890
OG0012452	XP_009132071.1	Om006G247940
OG0012453	XP_009115752.2	Om006G258210
OG0012454	XP_009148081.1	Om006G258340, Om006G258320, Om004G146830
OG0012455	XP_033137096.1	Om006G258390
OG0012456	XP_009101784.1	Om006G258770
OG0012457	XP_009101755.1, XP_033137088.1	Om006G258910
OG0012459	XP_009152135.1	Om002G061080
OG0012460	XP_009149743.1	Om006G260430
OG0012461	XP_009149778.1	Om006G261080
OG0012462	XP_018510775.1	Om006G261210
OG0012463	XP_009150171.1	Om006G261310
OG0012464	XP_033128230.1	Om006G261530
OG0012465	XP_009150191.2	Om006G262400, Om005G214250
OG0012466	XP_009149829.1	Om006G262760
OG0012467	XP_009149885.2	Om003G115690
OG0012468	XP_009150226.1	Om006G264080
OG0012469	XP_009149902.1	Om006G264650
OG0012470	XP_009149903.2	Om006G264670
OG0012471	XP_009149952.1	Om006G266580
OG0012472	XP_009120421.1	Om006G246730
OG0012473	XP_018508183.1	Om006G267010
OG0012474	XP_009149972.1	Om004G132280
OG0012475	XP_009149975.1, XP_009150335.1	Om006G267130
OG0012476	XP_009150238.1	Om006G267390
OG0012478	XP_009149752.1	Om004G147030
OG0012479	XP_009150311.1	Om006G268960
OG0012480	XP_009123288.1	Om006G268680
OG0012481	XP_009119333.1	Om006G268580
OG0012482	XP_009123270.1	Om005G227010
OG0012483	XP_009123267.1	Om005G227560
OG0012484	XP_009105106.1, XP_009105310.1	Om005G212080
OG0012485	XP_009105304.1	Om005G212190
OG0012486	XP_009105284.1	Om005G212390
OG0012488	XP_009117240.1	Om004G154890, Om004G152240
OG0012489	XP_009105354.1	Om005G211610
OG0012490	XP_009105269.1	Om005G212580, Om003G108680
OG0012491	XP_009105345.1	Om005G211710
OG0012492	XP_009127671.1	Om005G210320
OG0012494	XP_009127666.1	Om005G210370
OG0012495	XP_009105457.1	Om005G209840
OG0012496	XP_009105492.1	Om006G244770
OG0012497	XP_009105000.1	Om005G209420
OG0012498	XP_009105488.1	Om005G209410
OG0012499	XP_009104832.1	Om004G141890, Om004G141900
OG0012500	XP_009104965.1	Om005G208110
OG0012501	XP_033130253.1	Om005G207730
OG0012502	XP_009105724.1, XP_009127809.1	Om005G207490
OG0012503	XP_009105773.1	Om005G206790
OG0012504	XP_009104924.2	Om005G206610
OG0012505	XP_009105834.1	Om005G206000
OG0012506	XP_009106539.1	Om004G133440
OG0012507	XP_009106451.1	Om004G133970
OG0012508	XP_009106429.1	Om004G134150
OG0012509	XP_009128236.1	Om004G134550
OG0012510	XP_009104618.1	Om004G134560
OG0012511	XP_009106403.1	Om004G134770
OG0012512	XP_018508679.1	Om004G134950
OG0012513	XP_009128215.1	Om002G073600, Om004G135020, Om004G134990
OG0012514	XP_009106370.1	Om004G135250
OG0012515	XP_009106335.2	Om004G135620
OG0012516	XP_009104662.1	Om004G135700
OG0012518	XP_009106285.1	Om004G136500
OG0012519	XP_009106254.1	Om004G136910
OG0012520	XP_009128078.1, XP_018508654.1	Om004G137740
OG0012521	XP_009106170.1	Om007G295740, Om004G137650
OG0012522	XP_018508770.1, XP_018512358.1	Om004G138930
OG0012523	XP_009106144.1	Om004G138570
OG0012524	XP_009106142.1	Om004G138560
OG0012526	XP_009106056.1	Om006G260570, Om004G140180
OG0012527	XP_033131167.1	Om004G140340
OG0012528	XP_009106038.1	Om004G140480
OG0012529	XP_009106024.1	Om004G140800
OG0012530	XP_033131150.1	Om004G141810
OG0012531	XP_009105905.1	Om004G142570
OG0012532	XP_009105893.1	Om002G069050, Om004G142700
OG0012533	XP_009106563.1	Om004G133020
OG0012534	XP_009106573.1	Om004G132970
OG0012535	XP_009106591.1	Om004G132700
OG0012536	XP_009106624.1	Om004G132200
OG0012537	XP_009106625.1	Om004G132190
OG0012538	XP_033140006.1	Om004G132070
OG0012539	XP_009104540.1, XP_009106647.1	Om004G132020
OG0012540	XP_009104520.1, XP_018508683.1	Om004G131550
OG0012541	XP_009128375.1	Om004G131260
OG0012542	XP_009104485.1	Om004G131090
OG0012543	XP_009104443.1, XP_009106769.2	Om004G129920
OG0012544	XP_009104433.1	Om004G129760
OG0012545	XP_009128459.1	Om004G129710
OG0012546	XP_009104427.1	Om004G129620
OG0012547	XP_009122771.1	Om004G129500
OG0012548	XP_009104418.1	Om004G129540
OG0012549	XP_009104421.1	Om004G129560
OG0012550	XP_009124668.1, XP_009146593.1	Om002G056540
