Orthogroup	Brassica_rapa	Cardamine_amara
OG0014749	XP_009104253.1	evm.model.RL_3.409
OG0014750	XP_009104461.1	evm.model.RL_3.361
OG0014751	XP_033135774.1	evm.model.RL_3.290
OG0014753	XP_009101374.1	evm.model.RL_5.8
OG0014754	XP_009129248.1	evm.model.RL_7.2680
OG0014755	XP_009129246.1	evm.model.RL_7.2683
OG0014756	XP_009129234.1	evm.model.RL_7.2689
OG0014757	XP_033135784.1, XP_009101332.1	evm.model.RL_7.2700
OG0014758	XP_009129216.1	evm.model.RL_7.2708
OG0014759	XP_009101325.1	evm.model.RL_7.2710
OG0014760	XP_009101323.1	evm.model.RL_7.2712
OG0014761	XP_009129209.1	evm.model.RL_7.2717
OG0014762	XP_009101317.1, XP_009129196.1	evm.model.RL_7.2640
OG0014763	XP_009101302.2	evm.model.RL_7.2635
OG0014764	XP_009114207.1	evm.model.RL_7.2604
OG0014765	XP_009101241.1	evm.model.RL_7.2571
OG0014766	XP_009129112.1	evm.model.RL_7.2563
OG0014767	XP_009129109.1	evm.model.RL_7.2562
OG0014768	XP_033136469.1	evm.model.RL_2.74
OG0014769	XP_009114155.1	evm.model.RL_7.2520
OG0014771	XP_009152160.1	evm.model.RL_7.2508
OG0014772	XP_009152155.1	evm.model.RL_7.2505
OG0014773	XP_033139872.1	evm.model.RL_7.2488
OG0014774	XP_009114114.1	evm.model.RL_7.2443
OG0014775	XP_009152095.1	evm.model.RL_7.2424
OG0014776	XP_009114102.2	evm.model.RL_7.2422
OG0014777	XP_009129569.1	evm.model.RL_7.2415
OG0014778	XP_009152087.1	evm.model.RL_7.2412
OG0014779	XP_009114095.1	evm.model.RL_7.2406
OG0014780	XP_009152043.1	evm.model.RL_7.2370
OG0014781	XP_009152026.1	evm.model.RL_7.2356
OG0014782	XP_009152023.1	evm.model.RL_7.2352
OG0014783	XP_009152010.1	evm.model.RL_7.2339
OG0014784	XP_009152003.1	evm.model.RL_7.2330
OG0014785	XP_009111553.1	evm.model.RL_7.2320
OG0014786	XP_009151991.1	evm.model.RL_7.2314
OG0014787	XP_009129431.1	evm.model.RL_7.2290
OG0014788	XP_009111573.1	evm.model.RL_7.2266
OG0014789	XP_018515004.1	evm.model.RL_7.2256
OG0014790	XP_009129395.2	evm.model.RL_7.2245
OG0014791	XP_033140781.1	evm.model.RL_7.2223
OG0014792	XP_009151903.1	evm.model.RL_7.2222
OG0014793	XP_009151869.1	evm.model.RL_7.2197
OG0014794	XP_009151854.1	evm.model.RL_7.2166
OG0014795	XP_009151846.2	evm.model.RL_7.2162
OG0014796	XP_009139835.1	evm.model.RL_2.293
OG0014797	XP_033140739.1	evm.model.RL_7.2076
OG0014798	XP_009151756.1	evm.model.RL_7.2049
OG0014799	XP_033145898.1	evm.model.RL_2.346
OG0014800	XP_009124638.2	evm.model.RL_3.333
OG0014801	XP_009127533.1	evm.model.RL_3.1095
OG0014802	XP_009127524.1	evm.model.RL_3.1088
OG0014803	XP_009127521.1	evm.model.RL_3.1085
OG0014804	XP_009105234.1	evm.model.RL_3.1050
OG0014805	XP_009105205.1	evm.model.RL_3.1020
OG0014806	XP_009127483.1	evm.model.RL_3.1008
OG0014807	XP_009127472.1	evm.model.RL_3.997
OG0014808	XP_009105189.1	evm.model.RL_3.988
OG0014809	XP_009105171.1	evm.model.RL_3.968
OG0014810	XP_009127456.1	evm.model.RL_3.966
OG0014811	XP_009105166.1	evm.model.RL_3.961
OG0014812	XP_009105157.1	evm.model.RL_3.954
OG0014813	XP_009105153.1	evm.model.RL_3.930, evm.model.RL_3.942
OG0014814	XP_009127392.1	evm.model.RL_3.906.2.687c84bb
OG0014815	XP_009127386.1	evm.model.RL_3.804
OG0014816	XP_009127382.2	evm.model.RL_3.575
OG0014818	XP_033131185.1	evm.model.RL_3.877
OG0014819	XP_009128472.1	evm.model.RL_3.882
OG0014820	XP_009127724.1	evm.model.RL_3.886
OG0014821	XP_018511963.2	evm.model.RL_3.890
OG0014822	XP_009128462.1	evm.model.RL_3.792
OG0014823	XP_009113433.1	evm.model.RL_8.1131
OG0014824	XP_018510675.1	evm.model.RL_3.773
OG0014825	XP_033129190.1	evm.model.RL_3.789
OG0014826	XP_009114221.1	evm.model.RL_3.6
OG0014827	XP_009115753.1	evm.model.RL_7.1306
OG0014828	XP_009152140.1	evm.model.RL_7.2485
OG0014829	XP_009124666.1	evm.model.RL_3.28
OG0014830	XP_009112872.1	evm.model.RL_3.32
OG0014831	XP_009112837.1	evm.model.RL_3.34
OG0014832	XP_018510635.1	evm.model.RL_3.40
OG0014833	XP_009112911.1	evm.model.RL_3.94
OG0014834	XP_033135369.1	evm.model.RL_3.106
OG0014835	XP_009112928.1	evm.model.RL_3.129
OG0014836	XP_009112942.1	evm.model.RL_3.150.1.687c84b9
OG0014837	XP_009112945.1	evm.model.RL_3.152
OG0014838	XP_009112748.1	evm.model.RL_3.153
OG0014839	XP_033136352.1	evm.model.RL_3.156
OG0014840	XP_009112747.1	evm.model.RL_3.157
OG0014841	XP_009112974.1	evm.model.RL_3.175
OG0014842	XP_009113032.1	evm.model.RL_3.194
OG0014843	XP_009113041.1	evm.model.RL_3.209
OG0014844	XP_009113045.1	evm.model.RL_3.217
OG0014845	XP_009113050.1	evm.model.RL_3.219
OG0014846	XP_009113053.2	evm.model.RL_3.221
OG0014847	XP_033134784.1	evm.model.RL_3.236
OG0014848	XP_009146609.2	evm.model.RL_1.1154
OG0014849	XP_033133052.1	evm.model.RL_2.2313
OG0014850	XP_009139703.1	evm.model.RL_2.2107
OG0014851	XP_018513275.1, XP_018509444.1	evm.model.RL_2.2123
OG0014852	XP_009142049.1	evm.model.RL_2.2136
OG0014853	XP_009137584.1	evm.model.RL_2.2142
OG0014854	XP_009133473.1	evm.model.RL_6.2245
OG0014856	XP_009141963.1	evm.model.RL_6.2235
OG0014857	XP_009141951.1	evm.model.RL_6.2218
OG0014858	XP_009142719.1	evm.model.RL_6.2230
OG0014859	XP_009142714.1	evm.model.RL_6.2212
OG0014860	XP_009142706.1	evm.model.RL_6.2194
OG0014861	XP_009142705.1	evm.model.RL_6.2190
OG0014862	XP_009135069.1	evm.model.RL_1.815
OG0014863	XP_009123475.2	evm.model.RL_1.818
OG0014864	XP_009123446.1	evm.model.RL_1.828
OG0014865	XP_009123421.1	evm.model.RL_1.832
OG0014866	XP_009146939.1	evm.model.RL_1.839
OG0014867	XP_009146927.2	evm.model.RL_1.854
OG0014868	XP_009146921.1	evm.model.RL_1.864
OG0014869	XP_009123262.1	evm.model.RL_1.877
OG0014870	XP_009123226.1	evm.model.RL_1.881
OG0014871	XP_009123211.1	evm.model.RL_1.882
OG0014872	XP_009146893.1	evm.model.RL_1.896
OG0014873	XP_009146891.1	evm.model.RL_1.897
OG0014874	XP_009146886.1	evm.model.RL_1.902
OG0014875	XP_009125514.1	evm.model.RL_4.3169
OG0014876	XP_033147888.1	evm.model.RL_1.915
OG0014877	XP_009146875.1	evm.model.RL_1.916
OG0014878	XP_009146860.1	evm.model.RL_1.929
OG0014879	XP_009146850.1	evm.model.RL_1.938
OG0014880	XP_009135104.1	evm.model.RL_1.942.1.687c87eb
OG0014881	XP_009146844.1	evm.model.RL_1.947
OG0014882	XP_009146811.1	evm.model.RL_1.982
OG0014883	XP_009126941.1	evm.model.RL_8.1716
OG0014884	XP_009146780.1	evm.model.RL_1.1016
OG0014885	XP_009146792.1	evm.model.RL_1.1006.1.687c87ec
OG0014886	XP_009146754.1	evm.model.RL_1.1019
OG0014887	XP_009122356.1	evm.model.RL_1.1023
OG0014888	XP_009146735.1	evm.model.RL_1.1039
OG0014889	XP_033147419.1	evm.model.RL_1.1115
OG0014890	XP_009120892.1	evm.model.RL_1.1124
OG0014891	XP_009146647.1	evm.model.RL_1.1120
OG0014892	XP_009146616.1	evm.model.RL_1.1139
OG0014893	XP_009134081.1	evm.model.RL_8.973
OG0014894	XP_009123552.1	evm.model.RL_8.996
OG0014895	XP_009134079.1	evm.model.RL_8.984.2.687c8559
OG0014896	XP_009127374.1	evm.model.RL_8.1050
OG0014897	XP_009135758.1	evm.model.RL_1.2084
OG0014898	XP_009118892.1	evm.model.RL_8.1128
OG0014899	XP_009148079.1	evm.model.RL_5.673
OG0014900	XP_009127350.1	evm.model.RL_8.1168
OG0014901	XP_009127348.1	evm.model.RL_8.1169
OG0014902	XP_009132696.1	evm.model.RL_8.1177
OG0014903	XP_009140890.1	evm.model.RL_8.1187
OG0014904	XP_009132677.1	evm.model.RL_8.1205
OG0014905	XP_009132613.1	evm.model.RL_8.1232
OG0014906	XP_009107333.1	evm.model.RL_8.1259
OG0014907	XP_009132597.1	evm.model.RL_8.1260
OG0014908	XP_009127281.1	evm.model.RL_8.1266
OG0014909	XP_009127276.1	evm.model.RL_8.1268
OG0014910	XP_009123384.1	evm.model.RL_8.1271
OG0014911	XP_009106970.1	evm.model.RL_8.1296
OG0014912	XP_009132550.1	evm.model.RL_8.1305
OG0014913	XP_009132551.1	evm.model.RL_8.1306.4.687c855b
OG0014914	XP_033138422.1, XP_018513412.1	evm.model.RL_8.1311
OG0014915	XP_009106908.1, XP_033128883.1	evm.model.RL_8.1313
OG0014916	XP_018513411.1	evm.model.RL_8.1314
OG0014917	XP_009127249.1	evm.model.RL_8.1334
OG0014918	XP_009127234.2	evm.model.RL_8.1350
OG0014919	XP_009127231.1	evm.model.RL_8.1354
OG0014920	XP_009127213.1	evm.model.RL_8.1373
OG0014921	XP_009132484.1	evm.model.RL_8.1424
OG0014922	XP_009132500.1	evm.model.RL_8.1409
OG0014923	XP_009119840.1	evm.model.RL_8.1396
OG0014924	XP_009119890.1	evm.model.RL_8.1439
OG0014925	XP_009127165.2	evm.model.RL_8.1441
OG0014926	XP_009119909.1	evm.model.RL_8.1454
OG0014927	XP_009119927.1	evm.model.RL_8.1474
OG0014928	XP_009127090.1	evm.model.RL_8.1531
OG0014929	XP_009120010.1	evm.model.RL_8.1573
OG0014930	XP_033132823.1	evm.model.RL_5.1717
OG0014931	XP_009120049.1	evm.model.RL_8.1623
OG0014932	XP_009120057.1	evm.model.RL_8.1630
OG0014933	XP_033139626.1	evm.model.RL_8.1636
OG0014934	XP_009132370.1	evm.model.RL_8.1642
OG0014936	XP_009120138.1	evm.model.RL_8.1699
OG0014939	XP_009120169.1	evm.model.RL_8.1732
OG0014940	XP_009120184.1	evm.model.RL_8.1744
OG0014941	XP_009120182.1	evm.model.RL_8.1745
OG0014942	XP_009132151.1	evm.model.RL_8.1780.1.687c855d
OG0014943	XP_009120224.1	evm.model.RL_8.1782
OG0014944	XP_018510780.1	evm.model.RL_8.1783.4.687c855d
OG0014945	XP_009126838.1	evm.model.RL_8.1817
OG0014946	XP_009120281.1	evm.model.RL_8.1840.1.687c855e
OG0014947	XP_009120284.1	evm.model.RL_8.1842
OG0014948	XP_009120294.1, XP_009132108.1	evm.model.RL_8.1852
OG0014949	XP_009132102.1	evm.model.RL_8.1859
OG0014950	XP_009126804.1	evm.model.RL_8.1866
OG0014951	XP_009120326.2	evm.model.RL_8.1888
OG0014952	XP_009132081.1	evm.model.RL_8.1890
OG0014953	NP_001288838.1	evm.model.RL_8.857
OG0014954	XP_009141245.1	evm.model.RL_8.858
OG0014955	XP_009125906.1	evm.model.RL_4.2284
OG0014956	XP_009125909.1	evm.model.RL_4.2283
OG0014957	XP_009131319.1	evm.model.RL_4.2312
OG0014958	XP_033142471.1	evm.model.RL_4.2329.8.687c86d9
OG0014959	XP_009125851.1	evm.model.RL_4.2370
OG0014960	XP_009121908.1	evm.model.RL_4.2400
OG0014961	XP_009121934.1	evm.model.RL_4.2434
OG0014962	XP_009125808.1	evm.model.RL_4.2436
OG0014963	XP_009121950.1	evm.model.RL_4.2447
OG0014964	XP_033138548.1	evm.model.RL_4.2453
OG0014965	XP_009121965.1	evm.model.RL_4.2455
OG0014966	XP_009125786.1	evm.model.RL_4.2474
OG0014967	XP_009122001.1	evm.model.RL_4.2482
OG0014968	XP_009122002.1	evm.model.RL_4.2483
OG0014969	XP_009143421.1	evm.model.RL_6.1918
OG0014970	XP_009122011.1	evm.model.RL_4.2493
OG0014971	XP_009122014.1	evm.model.RL_4.2496
OG0014972	XP_009125267.1	evm.model.RL_4.2499
OG0014973	XP_009131173.1	evm.model.RL_4.2515
OG0014974	XP_009125286.1	evm.model.RL_4.2516
OG0014975	XP_009122045.1	evm.model.RL_4.2530
OG0014976	XP_009131160.1	evm.model.RL_4.2533
OG0014977	XP_009122052.1	evm.model.RL_4.2536
OG0014978	XP_018511090.1	evm.model.RL_4.2542
OG0014980	XP_009122078.1	evm.model.RL_4.2557
OG0014981	XP_009122102.1	evm.model.RL_4.2581
OG0014982	XP_009125354.1	evm.model.RL_4.2618
OG0014983	XP_009122527.1	evm.model.RL_4.2620
OG0014984	XP_009122518.1	evm.model.RL_4.2639
OG0014985	XP_009125763.1	evm.model.RL_4.2640
OG0014986	XP_009122494.1	evm.model.RL_4.2669.4.687c86da
OG0014987	XP_009131058.1	evm.model.RL_4.2713
OG0014988	XP_009125725.1	evm.model.RL_4.2716
OG0014989	XP_033144935.1	evm.model.RL_4.2746
OG0014990	XP_009122324.2	evm.model.RL_4.2787
OG0014991	XP_009130996.1	evm.model.RL_4.2797
OG0014992	XP_009125687.1	evm.model.RL_4.2809
OG0014993	XP_009122350.1	evm.model.RL_4.2816
OG0014994	XP_009144687.1	evm.model.RL_2.1270
OG0014995	XP_009108319.1	evm.model.RL_2.1290
OG0014996	XP_009144551.1	evm.model.RL_2.1292
OG0014997	XP_009136869.1	evm.model.RL_2.1328
OG0014998	XP_009136870.1	evm.model.RL_2.1329
OG0014999	XP_009108360.1	evm.model.RL_2.1396
OG0015000	XP_009131789.1	evm.model.RL_2.1405
OG0015001	XP_009132000.1	evm.model.RL_2.1417
OG0015002	XP_018508855.2	evm.model.RL_2.1419
OG0015003	XP_009132069.1	evm.model.RL_2.1424
OG0015004	XP_009136957.1	evm.model.RL_2.1438
OG0015005	NP_001288965.1	evm.model.RL_2.1440
OG0015006	XP_033144513.1	evm.model.RL_2.1467
OG0015007	XP_009132535.1	evm.model.RL_2.1475
OG0015008	XP_009132764.1	evm.model.RL_2.1492
OG0015009	XP_009133120.1	evm.model.RL_2.1524
OG0015011	XP_009133206.1	evm.model.RL_2.1525
OG0015012	XP_033128978.1	evm.model.RL_2.1555
OG0015013	XP_009133906.1	evm.model.RL_2.1590
OG0015014	XP_009134010.1	evm.model.RL_2.1594
OG0015015	XP_009134054.1	evm.model.RL_2.1597
OG0015016	XP_009110367.1	evm.model.RL_5.1633
OG0015017	XP_018508067.1	evm.model.RL_2.1624
OG0015018	XP_009134603.1	evm.model.RL_2.1633
OG0015019	XP_018511204.1	evm.model.RL_4.2198
OG0015020	XP_009134680.1	evm.model.RL_2.1643
OG0015021	XP_009134802.1	evm.model.RL_2.1650
OG0015022	XP_009134846.1	evm.model.RL_2.1654
OG0015023	XP_033133212.1	evm.model.RL_2.1658
OG0015024	XP_009137204.2	evm.model.RL_2.1672.1.687c86e3
OG0015025	XP_009135238.1	evm.model.RL_2.1685
OG0015026	XP_009135289.1	evm.model.RL_2.1689
OG0015028	XP_009135961.1	evm.model.RL_2.1756
OG0015029	XP_009136073.1	evm.model.RL_2.1774
OG0015030	XP_009136244.1	evm.model.RL_2.1793
OG0015031	XP_018513614.1	evm.model.RL_2.1797
OG0015033	XP_009137568.1	evm.model.RL_2.1910
OG0015034	XP_009137727.1	evm.model.RL_2.1928
OG0015035	XP_033132256.1	evm.model.RL_5.2681
OG0015036	XP_009151458.1	evm.model.RL_5.2676.2.687c88bc
OG0015037	XP_009114848.1	evm.model.RL_5.2666.1.687c88bc
OG0015038	XP_009107963.1	evm.model.RL_5.2652
OG0015039	XP_009151462.1	evm.model.RL_5.2651
OG0015040	XP_009123749.1	evm.model.RL_5.2641
OG0015041	XP_033135497.1	evm.model.RL_5.2639
OG0015042	XP_009114808.2	evm.model.RL_5.2636
OG0015043	XP_009114800.2	evm.model.RL_5.2632
OG0015044	XP_009114750.1	evm.model.RL_5.2551
OG0015045	XP_009114748.1	evm.model.RL_5.2548
OG0015046	XP_009114739.1	evm.model.RL_5.2544
OG0015047	XP_009107921.1	evm.model.RL_5.2531
OG0015048	XP_009114716.1	evm.model.RL_5.2476
OG0015049	XP_009107656.1	evm.model.RL_5.2468
OG0015050	XP_033135787.1	evm.model.RL_5.2466
OG0015051	XP_009107913.1	evm.model.RL_5.2456
OG0015052	XP_033148750.1	evm.model.RL_5.2440
OG0015053	XP_009107903.1	evm.model.RL_5.2433
OG0015056	XP_033148751.1	evm.model.RL_5.2412.1.687c88bb
OG0015057	NP_001288853.1	evm.model.RL_5.2333
OG0015058	XP_009145050.1	evm.model.RL_5.2345
OG0015059	XP_009123047.1	evm.model.RL_5.2353
OG0015060	XP_009123033.1	evm.model.RL_5.2367
OG0015061	XP_009107489.1	evm.model.RL_5.2363
OG0015062	XP_009127576.1	evm.model.RL_5.2379
OG0015063	XP_009111402.1	evm.model.RL_5.2381
OG0015064	XP_009107484.1	evm.model.RL_5.2389
OG0015065	XP_009129550.1	evm.model.RL_5.2305
OG0015066	XP_009124513.1	evm.model.RL_2.1179
OG0015067	XP_009118936.1	evm.model.RL_5.2244
OG0015069	XP_009107422.1	evm.model.RL_4.2, evm.model.RL_5.2257
OG0015071	XP_009107645.1	evm.model.RL_5.2392
OG0015072	XP_009123535.1	evm.model.RL_5.2291
OG0015073	XP_009123534.2	evm.model.RL_5.2290
OG0015074	XP_018511404.1	evm.model.RL_5.2287.2.687c88ba
OG0015076	XP_009107400.1	evm.model.RL_5.2224
OG0015077	XP_009109771.1	evm.model.RL_5.3107
OG0015079	XP_009113734.1	evm.model.RL_5.3117
OG0015080	XP_009109776.1	evm.model.RL_5.3114
OG0015081	XP_009136481.1	evm.model.RL_8.2224
OG0015082	XP_009109748.2	evm.model.RL_5.3075
OG0015083	XP_009113673.1	evm.model.RL_5.3063
OG0015084	XP_009109677.1	evm.model.RL_5.3004
OG0015085	XP_009115224.1	evm.model.RL_5.2963
OG0015086	XP_009115213.1	evm.model.RL_5.2948
OG0015087	XP_009115202.1	evm.model.RL_5.2929
OG0015088	XP_009115198.1	evm.model.RL_5.2932
OG0015089	XP_009115195.1	evm.model.RL_5.2936
OG0015090	XP_009115192.1	evm.model.RL_5.2938
OG0015091	XP_009115133.1	evm.model.RL_5.2881
OG0015092	XP_009115114.1	evm.model.RL_5.2869
OG0015093	XP_009115060.1	evm.model.RL_5.2866
OG0015094	XP_009102464.2	evm.model.RL_2.3062
OG0015095	XP_009151519.1	evm.model.RL_2.3079
OG0015096	XP_033132977.1	evm.model.RL_2.3112
OG0015097	XP_033142588.1	evm.model.RL_2.3120
OG0015098	XP_009148401.1	evm.model.RL_2.3124
OG0015099	XP_009138403.1	evm.model.RL_2.3133
OG0015100	XP_009147422.1	evm.model.RL_2.3135
OG0015101	XP_009146238.2	evm.model.RL_2.3147
OG0015102	XP_009138423.1	evm.model.RL_2.3163
OG0015103	XP_009141825.1	evm.model.RL_2.3194
OG0015104	XP_033144271.1	evm.model.RL_2.3198
OG0015105	XP_009141493.1	evm.model.RL_2.3200
OG0015106	XP_018511219.1	evm.model.RL_2.3201
OG0015107	XP_009141323.1	evm.model.RL_2.3118
OG0015108	XP_009138470.1	evm.model.RL_2.3234
OG0015109	XP_009138482.1	evm.model.RL_2.3240
OG0015110	XP_009137739.1	evm.model.RL_2.3244
OG0015111	XP_009137560.1	evm.model.RL_2.3247
OG0015112	XP_009136438.1, XP_009136332.1	evm.model.RL_2.3258
OG0015113	XP_009124274.2	evm.model.RL_2.627
OG0015114	XP_009138512.1	evm.model.RL_2.3275
OG0015115	XP_009138533.2	evm.model.RL_2.3291
OG0015116	XP_009132152.1	evm.model.RL_2.3305
OG0015117	XP_009131836.1	evm.model.RL_2.3308
OG0015118	XP_009131305.1	evm.model.RL_2.3316
OG0015119	XP_033133127.1	evm.model.RL_2.3319
OG0015120	XP_009139691.1	evm.model.RL_2.3321
OG0015121	XP_009129775.1	evm.model.RL_2.3337.1.687c86e8
OG0015122	XP_009126909.1	evm.model.RL_2.3370
OG0015123	XP_009109453.1	evm.model.RL_2.3372
OG0015124	XP_009109460.1	evm.model.RL_2.3380
OG0015125	XP_009109472.1	evm.model.RL_2.3395
OG0015126	XP_009101881.2	evm.model.RL_2.3400
OG0015127	XP_009102260.1	evm.model.RL_2.3419
OG0015128	XP_033141620.1	evm.model.RL_2.3429
OG0015129	XP_009136626.1	evm.model.RL_2.3443
OG0015130	XP_009101926.2	evm.model.RL_2.3446
OG0015131	XP_009109532.1	evm.model.RL_2.3453
OG0015132	XP_009109534.1	evm.model.RL_2.3456
OG0015133	XP_009119419.2	evm.model.RL_2.3458
OG0015134	XP_009101951.1	evm.model.RL_2.3492
OG0015135	XP_009101950.1	evm.model.RL_2.3490
OG0015136	XP_009109555.1	evm.model.RL_2.3486
OG0015137	XP_009101946.1	evm.model.RL_2.3485
OG0015139	XP_009109553.1	evm.model.RL_2.3479
OG0015140	XP_009124989.1	evm.model.RL_2.3507.2.687c86e9
OG0015141	XP_009102283.1	evm.model.RL_2.663
OG0015142	XP_033145793.1	evm.model.RL_2.501
OG0015143	XP_009144655.1	evm.model.RL_2.571
OG0015144	XP_009144649.1	evm.model.RL_2.579
OG0015145	XP_009124221.2	evm.model.RL_2.561
OG0015146	XP_009127400.1	evm.model.RL_3.923
OG0015147	XP_009139725.1	evm.model.RL_2.482
OG0015149	XP_033131571.1	evm.model.RL_2.432
OG0015150	XP_009139755.1	evm.model.RL_2.430
OG0015151	XP_009125056.1	evm.model.RL_2.420
OG0015152	XP_009125078.1	evm.model.RL_2.371
OG0015153	XP_009125091.1	evm.model.RL_2.366
OG0015154	XP_009139802.1	evm.model.RL_2.355
OG0015155	XP_009139826.2	evm.model.RL_2.299
OG0015156	XP_009139907.1	evm.model.RL_2.271
OG0015157	XP_033145966.1	evm.model.RL_2.251
OG0015158	XP_009139925.1	evm.model.RL_2.250
OG0015159	XP_009114397.1	evm.model.RL_4.260
OG0015160	XP_009107751.1	evm.model.RL_5.2837
OG0015161	XP_009143703.1	evm.model.RL_6.1595
OG0015162	XP_009143701.1	evm.model.RL_6.1597
OG0015163	XP_009143700.1	evm.model.RL_6.1599
OG0015164	XP_009150055.1	evm.model.RL_7.1778
OG0015165	XP_009150051.1	evm.model.RL_7.1775
OG0015166	XP_009145225.1	evm.model.RL_5.2769
OG0015167	XP_009141497.1, XP_009144134.1	evm.model.RL_6.1639
OG0015168	XP_009141487.1	evm.model.RL_6.1635
OG0015169	XP_009143665.1	evm.model.RL_6.1633
OG0015170	XP_009141485.1	evm.model.RL_6.1625
OG0015171	XP_009143679.1	evm.model.RL_6.1621
OG0015172	XP_009114734.1	evm.model.RL_5.2534
OG0015173	XP_009134143.1	evm.model.RL_8.837
OG0015174	XP_033144996.1	evm.model.RL_8.874
OG0015175	XP_009113502.1	evm.model.RL_8.881
OG0015176	XP_009134106.1	evm.model.RL_8.886
OG0015177	XP_009134103.1	evm.model.RL_8.891
OG0015178	XP_009113492.1	evm.model.RL_8.892
OG0015179	XP_009123838.1	evm.model.RL_5.2434
OG0015180	XP_009151422.1	evm.model.RL_8.904
OG0015181	XP_009132982.1, XP_009141467.1	evm.model.RL_6.1519
OG0015182	XP_033147643.1	evm.model.RL_6.1506
OG0015183	XP_009143805.1	evm.model.RL_6.1503
OG0015184	XP_009143825.1	evm.model.RL_6.1479
OG0015185	XP_033146305.1	evm.model.RL_6.1475
OG0015186	XP_009143831.1	evm.model.RL_6.1462
OG0015187	XP_009143834.1	evm.model.RL_6.1461
OG0015188	XP_009141331.1	evm.model.RL_6.1448
OG0015189	XP_009143857.1, XP_009141320.1	evm.model.RL_6.1434
OG0015190	XP_009101801.2	evm.model.RL_4.564
OG0015191	XP_009101807.1	evm.model.RL_4.570
OG0015192	XP_009101808.1	evm.model.RL_4.571
OG0015193	XP_009101822.1	evm.model.RL_4.601
OG0015194	XP_009114017.1	evm.model.RL_4.596
OG0015195	XP_009101831.1	evm.model.RL_4.615
OG0015196	XP_009101838.2	evm.model.RL_4.639
OG0015197	XP_009123697.1	evm.model.RL_4.641
OG0015198	XP_033141270.1	evm.model.RL_4.673
OG0015199	XP_009113445.1	evm.model.RL_4.684
OG0015200	XP_009120855.1	evm.model.RL_4.1664
OG0015201	XP_009101759.1	evm.model.RL_4.494
OG0015202	XP_009131728.1	evm.model.RL_4.692
OG0015203	XP_009138557.1	evm.model.RL_4.695
OG0015204	XP_009134180.1	evm.model.RL_8.777
OG0015205	XP_033140683.1	evm.model.RL_8.768
OG0015206	XP_009134181.1	evm.model.RL_8.763
OG0015207	XP_009134182.1	evm.model.RL_8.762
OG0015208	XP_033135208.1	evm.model.RL_8.761
OG0015209	XP_009128718.1	evm.model.RL_8.750
OG0015210	XP_009113615.1	evm.model.RL_8.736
OG0015211	XP_009134200.1	evm.model.RL_8.716
OG0015212	XP_009128702.1	evm.model.RL_8.708.2.687c8558
OG0015213	XP_009108220.1	evm.model.RL_8.702.1.687c8558
OG0015214	NP_001288923.1	evm.model.RL_8.694
OG0015215	XP_033142019.1	evm.model.RL_8.692
OG0015216	XP_009108209.1	evm.model.RL_3.850, evm.model.RL_8.690
OG0015217	XP_009108199.1	evm.model.RL_8.676
OG0015218	XP_009108192.1	evm.model.RL_8.664
OG0015219	XP_033140686.1	evm.model.RL_8.660
OG0015220	XP_009108183.1	evm.model.RL_8.655
OG0015221	XP_009108158.1	evm.model.RL_8.616
OG0015222	XP_009128669.1	evm.model.RL_8.615.5.687c8557
OG0015223	XP_009114655.1	evm.model.RL_8.594
OG0015224	XP_033134824.1	evm.model.RL_8.579
OG0015225	XP_033141523.1	evm.model.RL_8.564
OG0015226	XP_009129703.1	evm.model.RL_8.897
OG0015227	XP_033142726.1	evm.model.RL_2.1759
OG0015228	XP_033142099.1	evm.model.RL_8.508
OG0015229	XP_009114586.1	evm.model.RL_8.505.1.687c8557
OG0015231	XP_009134299.1	evm.model.RL_8.483
OG0015232	XP_009114574.1	evm.model.RL_8.478
OG0015233	XP_009114558.2	evm.model.RL_8.469
OG0015234	XP_033136381.1	evm.model.RL_8.454
OG0015235	XP_009114519.2	evm.model.RL_8.430
OG0015236	XP_009114493.1	evm.model.RL_8.412
OG0015237	XP_009113913.1	evm.model.RL_4.419
OG0015238	XP_009101689.1	evm.model.RL_4.394
OG0015239	XP_009101687.1	evm.model.RL_4.392
OG0015240	XP_009101643.1	evm.model.RL_4.379.1.687c86ce
OG0015241	XP_009128781.2	evm.model.RL_4.307
OG0015242	XP_009101583.1	evm.model.RL_4.274
OG0015243	XP_009114390.2	evm.model.RL_4.253
OG0015244	XP_009101565.2	evm.model.RL_4.248
OG0015245	XP_009128819.1	evm.model.RL_4.243
OG0015246	XP_009104804.2	evm.model.RL_3.1766
OG0015247	XP_009128827.1	evm.model.RL_4.234
OG0015248	XP_009128830.1	evm.model.RL_4.233
OG0015249	XP_009103727.1	evm.model.RL_5.3924.2.687c88c6
OG0015250	XP_033128337.1, XP_009128854.1, XP_033136898.1	evm.model.RL_4.195
OG0015251	XP_009114361.1	evm.model.RL_4.192
OG0015252	XP_009101518.2	evm.model.RL_4.181
OG0015253	XP_009101380.1	evm.model.RL_5.201
OG0015254	XP_009116312.1	evm.model.RL_4.866
OG0015255	XP_009101454.1	evm.model.RL_4.95
OG0015256	XP_009144640.1	evm.model.RL_2.636
OG0015257	XP_009124271.1	evm.model.RL_2.622
OG0015258	XP_009114280.1	evm.model.RL_4.51.1.687c86cc
OG0015259	XP_033128240.1	evm.model.RL_4.53
OG0015260	XP_033132277.1	evm.model.RL_2.609.2.687c86e1
