Orthogroup	Brassica_rapa	Aethionema_saxatile
OG0012554	XP_009117169.1	As011G246250
OG0012555	XP_009146376.1	As011G246470
OG0012556	XP_009146349.1, XP_009135385.1	As011G246560
OG0012557	XP_009146328.1, XP_033148701.1	As011G246870
OG0012558	XP_009146281.1	As011G247290
OG0012559	XP_009146280.1	As011G247310
OG0012560	XP_009146275.1	As011G247350
OG0012562	XP_009135469.1	As011G248200
OG0012563	XP_009135491.1	As011G248770
OG0012564	XP_009114193.1	As011G249030
OG0012565	XP_009114223.1	As011G249090
OG0012566	XP_009146046.1	As011G249200
OG0012567	XP_009146041.1	As011G249240
OG0012568	XP_009114322.1	As011G249250
OG0012569	XP_018514669.1	As011G249440
OG0012570	XP_033148002.1	As011G249730
OG0012571	XP_009145993.1	As011G249740
OG0012572	XP_033147999.1	As011G249750
OG0012573	XP_033147252.1	As011G249810
OG0012574	XP_009145910.1	As011G250350
OG0012575	XP_033137540.1	As011G250420
OG0012576	XP_009145892.1	As011G250480
OG0012577	XP_009145883.2	As011G250630
OG0012578	XP_009145865.1	As011G250800
OG0012579	XP_009145844.1	As011G251020
OG0012580	XP_009145823.1	As011G257310, As011G251260
OG0012581	XP_009145816.1	As011G251330
OG0012582	XP_009145786.1	As011G251490
OG0012583	XP_009111465.1	As011G251950
OG0012584	XP_009145693.1	As011G252130
OG0012585	XP_009135666.1	As011G252350
OG0012586	XP_009145631.1	As011G252700
OG0012587	XP_009145582.1	As011G253060
OG0012588	XP_009147780.1	As012G271750, As011G253070
OG0012589	XP_009145528.1	As011G253190
OG0012590	XP_009145471.1	As011G253720
OG0012591	XP_009107812.1	As011G254350
OG0012592	XP_009108499.1	As011G254870
OG0012593	XP_018514772.1, XP_033144165.1	As011G255000
OG0012594	XP_009102656.1	As011G255140
OG0012595	XP_009102605.1	As011G255460
OG0012596	XP_009102586.1	As011G255690
OG0012597	XP_009135863.1	As011G255720
OG0012598	XP_009102571.1	As011G255820
OG0012599	XP_009102564.1	As011G255850
OG0012600	XP_009148129.1	As011G255960
OG0012601	XP_009102553.2, XP_009106233.1	As011G255990
OG0012602	XP_018508253.1	As011G256290
OG0012603	XP_009132589.1	As011G256350
OG0012604	XP_009136082.1	As011G256860
OG0012605	XP_009136129.2	As011G258290
OG0012606	XP_009102475.1	As011G258460
OG0012607	XP_009136140.1	As011G259040, As011G258870
OG0012608	XP_009136198.1	As011G260580
OG0012609	XP_009102257.1	As011G260770
OG0012610	XP_009136188.1	As011G261240
OG0012611	XP_009102354.1	As011G261480
OG0012612	XP_009136180.1	As011G261570
OG0012613	XP_009136175.1	As011G261640
OG0012614	XP_009112260.2	As011G261890
OG0012615	XP_009124800.1, XP_009112379.1	As011G261960
OG0012616	XP_009136221.1	As011G261970
OG0012617	XP_009123216.1	As011G262410
OG0012618	XP_009123228.1	As011G262520
OG0012619	XP_009123151.1	As011G262640
OG0012620	XP_009119382.1	As011G263000
OG0012621	XP_009136289.1	As011G263010
OG0012622	XP_009121235.1	As011G263080
OG0012623	XP_009112388.1	As011G263410
OG0012624	XP_018509776.2, XP_009121184.1	As011G263610
OG0012625	XP_009112405.1	As011G263660
OG0012626	XP_009133249.2	As011G263690
OG0012627	XP_009121190.2	As011G263720
OG0012628	XP_009150846.1	As011G264290
OG0012629	XP_009112436.1	As011G264470
OG0012630	XP_009150789.1	As011G264480
OG0012631	XP_009121097.1	As011G264600
OG0012632	XP_009102294.1	As011G264900
OG0012633	XP_009112464.1	As011G264970
OG0012634	XP_009112466.1	As011G265020
OG0012635	XP_009112494.1	As011G265250, As011G265240
OG0012636	XP_009102256.1	As011G265470
OG0012637	XP_009112573.1, XP_009102234.1	As011G265740
OG0012638	XP_009102186.1	As011G265970
OG0012639	XP_009124308.1	As011G266110
OG0012640	XP_009112620.1	As011G266330
OG0012641	XP_009112638.1	As011G266550
OG0012642	XP_033130578.1	As011G266770
OG0012643	XP_009102020.1	As011G267160
OG0012644	XP_033131217.1	As011G267460
OG0012645	XP_009106799.1	As012G267780
OG0012646	XP_009106805.1	As012G267830
OG0012647	XP_009144735.1	As012G268000
OG0012648	XP_009147471.2	As012G268010
OG0012649	XP_009106877.1	As012G268450
OG0012650	XP_009106954.1	As012G269350
OG0012651	XP_009123972.2	As012G269580
OG0012652	XP_018514985.1	As012G269680
OG0012654	XP_033146885.1	As012G269990
OG0012655	XP_009147654.1	As012G270220, As012G270210
OG0012656	XP_009147660.1	As012G270400
OG0012657	XP_009147689.1	As012G270720
OG0012658	XP_009147710.1, XP_009147711.1	As012G270990
OG0012659	XP_009147733.1, XP_018514408.2	As012G271330
OG0012660	XP_009147737.1, XP_033132385.1	As012G271350
OG0012661	XP_009107177.1	As012G271450
OG0012662	XP_009144930.1	As012G271640
OG0012663	XP_009144925.1	As012G271690
OG0012664	XP_009147807.1	As012G271930
OG0012665	XP_009147813.1	As012G271970
OG0012666	XP_009147817.1	As012G271980
OG0012667	XP_009147839.1	As012G272170, As012G272160
OG0012668	XP_009107248.1	As012G272500
OG0012669	XP_009107254.1	As012G272560
OG0012670	XP_033133484.1	As012G272620
OG0012671	XP_009144978.1	As012G272900
OG0012672	XP_009107183.1	As012G272910
OG0012673	XP_009144997.1	As012G273180
OG0012674	XP_009107327.1	As012G273360
OG0012675	XP_009147935.1	As012G273410
OG0012676	XP_009147965.2	As012G273660
OG0012677	XP_009147970.1	As012G273770
OG0012678	XP_009107367.2	As012G273890
OG0012679	XP_018514990.2	As012G273900
OG0012680	XP_009136753.1	As012G274280
OG0012681	XP_009146383.1, XP_009107889.1	As012G274330
OG0012682	XP_009136733.2	As012G274510
OG0012683	XP_009136728.1	As012G274660
OG0012684	XP_009146645.1	As012G274690
OG0012685	XP_009136717.3	As012G274700
OG0012686	XP_009143727.1	As012G274870
OG0012688	XP_009141383.1	As012G275360
OG0012689	XP_018513653.1, XP_033134389.1	As012G275510
OG0012690	XP_009115901.1	As012G275520
OG0012691	XP_009115918.1	As012G275680
OG0012692	XP_009139468.1	As012G275880
OG0012693	XP_009139462.1	As012G275930
OG0012694	XP_009115948.1	As012G276010
OG0012695	XP_009115955.1	As012G276090
OG0012696	XP_009115982.1	As012G276350, As012G276340, As012G283430
OG0012697	XP_009148758.1, XP_009115999.1	As012G276580
OG0012698	XP_033137050.1	As012G277030
OG0012699	XP_009116039.1, XP_033131734.1	As012G277210
OG0012700	XP_009151008.1	As012G277380, As012G277220
OG0012701	XP_009139282.2	As012G277790
OG0012702	XP_009103897.1, XP_009139272.1	As012G278050
OG0012703	XP_009136630.1	As012G279200
OG0012704	XP_009139251.1	As012G279920
OG0012705	XP_009116131.1	As012G280160
OG0012706	XP_009116178.1	As012G280920
OG0012707	XP_009116194.1	As012G281140
OG0012708	XP_009116232.1	As012G281800
OG0012709	XP_009116251.1	As012G282000
OG0012710	XP_009116260.1	As012G282040
OG0012711	XP_009116271.1	As012G282140
OG0012712	XP_009116273.1	As012G282210
OG0012713	XP_009116327.1	As012G282800
OG0012714	XP_009116337.1	As012G282820
OG0012715	XP_009116353.1	As012G283410, As012G283010
OG0012716	XP_018510024.1	As012G283020
OG0012717	XP_009116362.1	As012G283050
OG0012718	XP_033137131.1	As012G283260
OG0012720	XP_009143842.1	As012G283400
OG0012721	XP_009116420.2	As012G283650
OG0012722	XP_009116422.1	As012G283710
OG0012723	XP_009116426.1	As012G283740
OG0012724	XP_009139040.2, XP_009116434.3	As012G283830
OG0012725	XP_009104082.1	As012G284330
OG0012726	XP_009138949.1	As012G284850
OG0012727	XP_009138948.1	As012G284860
OG0012728	XP_009142879.1	As012G284970
OG0012729	XP_009116575.1	As012G285170
OG0012730	XP_033135987.1	As012G285190
OG0012731	XP_009116636.1	As012G285700
OG0012732	XP_009104223.1	As012G285760
OG0012733	XP_009116729.1	As012G286560, As012G286500
OG0012734	XP_033131203.1, XP_033134891.1	As012G286590
OG0012735	XP_009138809.1	As012G286960
OG0012736	XP_009116881.1	As012G288030
OG0012737	XP_009116906.2	As012G288270
OG0012738	XP_009116920.1	As012G288400
OG0012739	XP_009138715.1	As012G288610
OG0012740	XP_009138639.1	As012G289060
OG0012741	XP_033136331.1	As012G289130
OG0012836	XP_009144190.1	As001G000020
OG0012837	XP_009144261.1	As001G000120
OG0012838	XP_009109098.1	As001G000230
OG0012839	XP_009137800.1	As001G000500
OG0012840	XP_009129280.1	As001G000690
OG0012841	XP_009148011.1	As001G000950
OG0012842	XP_009128750.1	As001G001240
OG0012843	XP_009128612.1	As001G001380
OG0012844	XP_009141962.1	As001G001450
OG0012845	XP_009137871.1	As001G001760
OG0012846	XP_009127879.2	As001G002370
OG0012847	XP_009137928.1	As001G002540
OG0012848	XP_009137947.1	As001G002650
OG0012849	XP_009137972.1	As001G002980
OG0012850	XP_009108962.1	As001G003010
OG0012851	XP_009127355.1	As001G003230
OG0012852	XP_009108951.1	As001G003330
OG0012853	XP_033132370.1	As001G003480
OG0012854	XP_009138009.1	As001G003750
OG0012855	XP_009138055.1	As001G004360
OG0012856	XP_009126418.2	As001G004490
OG0012857	XP_009126233.1	As001G004740, As006G131340
OG0012858	XP_009138077.1	As001G004800
OG0012859	XP_009125997.2	As001G004970
OG0012860	XP_009125885.1	As001G005080
OG0012861	XP_009125813.1	As001G005290
OG0012862	XP_009125656.1	As001G005410
OG0012863	XP_009138154.1	As001G005620
OG0012864	XP_009125264.1	As001G005790
OG0012865	XP_009138143.1	As001G006360
OG0012866	XP_009125584.1	As001G006470
OG0012867	XP_009125048.1	As001G006730
OG0012868	XP_009121901.1	As001G010040, As001G015380
OG0012869	XP_009122119.1	As001G010180
OG0012870	XP_009122349.1	As001G010240
OG0012871	XP_009121595.2	As001G010370
OG0012872	XP_009108788.1	As001G010540
OG0012873	XP_009120730.1	As001G010710
OG0012875	XP_009118740.1	As001G012610
OG0012876	XP_009114462.1	As001G012780
OG0012877	XP_009117488.1	As001G013730
OG0012878	XP_009114053.1	As001G014090
OG0012879	XP_009108669.1	As001G014530
OG0012880	XP_033139720.1	As001G014540
OG0012881	XP_009106209.2	As001G014860
OG0012882	XP_009147305.1	As008G187250, As003G072380, As001G014950
OG0012883	XP_009105253.1	As001G015090
OG0012884	XP_009136155.1	As001G015140
OG0012885	XP_009115022.1	As001G015680
OG0012886	XP_009115018.1	As004G078740, As001G015700
OG0012887	XP_009102666.1	As004G078990, As001G015910
OG0012888	XP_009108118.1	As001G015960
OG0012889	XP_009114892.1	As001G016910
OG0012890	XP_009114886.1	As001G016940
OG0012891	XP_033146824.1	As001G017100
OG0012892	XP_009145556.1	As001G017610
OG0012893	XP_009136796.1	As001G017840
OG0012894	XP_009145719.1	As001G017870
OG0012895	XP_009145725.1	As001G017880
OG0012896	XP_009145837.1	As001G018010, As004G083020
OG0012897	XP_009146012.1	As001G018090
OG0012898	XP_009124517.1	As001G018230
OG0012899	XP_009113432.1	As001G018370
OG0012900	XP_009113427.1	As001G018490
OG0012901	XP_009113426.1	As001G018520
OG0012902	XP_009119531.1	As001G018680
OG0012903	XP_009113408.1	As001G018750
OG0012904	XP_009123461.1	As001G018780
OG0012905	XP_009119596.1	As001G018800
OG0012906	XP_009122983.1	As001G018970
OG0012907	XP_009124456.1	As001G019020
OG0012908	XP_009113388.1	As001G019030
OG0012909	XP_009113353.1	As001G019380
OG0012910	XP_009113351.1	As001G019390
OG0012911	XP_009102748.1	As001G019670
OG0012912	XP_009113320.1	As001G019760
OG0012913	XP_009113307.1	As001G019920
OG0012914	XP_009102905.1	As001G020050, As001G019940
OG0012915	XP_009103109.1, XP_009113279.2	As001G020170
OG0012916	XP_009113285.1	As001G020240
OG0012917	XP_009103213.1	As001G020360
OG0012918	NP_001288895.1	As001G020390
OG0012919	XP_009113204.1	As001G020880
OG0012920	XP_009103823.1	As001G020940
OG0012921	XP_018510951.1	As001G020970
OG0012922	XP_009113182.1	As001G021020
OG0012923	XP_009103885.1	As001G021140
OG0012924	XP_009113176.1	As001G021180
OG0012925	XP_009104349.1	As001G021450
OG0012926	XP_009104359.1, XP_009113236.1	As001G021460
OG0012927	XP_009113148.1	As001G021470
OG0012928	XP_033128857.1	As001G021520
OG0012929	XP_009104481.1	As001G021570
OG0012930	XP_033134522.1	As001G021600
OG0012931	XP_009113360.1, XP_009105767.1	As001G021990
OG0012932	XP_009107101.1	As001G022280
OG0012933	XP_009114247.1, XP_009101363.2	As001G022320
OG0012934	XP_033128858.1	As001G022340
OG0012935	XP_009107133.1	As001G022430
OG0012936	XP_009129223.1	As001G022730
OG0012937	XP_009129217.1	As001G022770
OG0012938	XP_009101328.1	As001G022790
OG0012939	XP_009101310.1	As001G022890
OG0012940	XP_009101289.1	As001G023060
OG0012941	XP_009114217.2	As001G023130
OG0012942	XP_009101259.1	As001G023500
OG0012943	XP_009129130.1, XP_009101250.1	As001G023580
OG0012944	XP_033129891.1	As001G023810
OG0012945	XP_009152221.1	As001G023840
OG0012946	XP_009148679.1	As001G023980, As008G183430
OG0012947	XP_009114160.1	As001G023990
OG0012948	XP_009114145.1	As001G024290
OG0012949	XP_009152139.1	As001G024440
OG0012950	XP_009152132.2	As001G024540
OG0012951	XP_009152100.1	As001G024920
OG0012952	XP_033139832.1, XP_009129575.1, XP_033139831.1	As001G025000
OG0012953	XP_018515462.1	As001G025140
OG0012954	XP_009152075.1	As001G025180
OG0012955	XP_009129509.1	As001G025320
OG0012956	XP_009121513.1	As001G025440
OG0012957	XP_033135835.1	As001G025490
OG0012958	XP_033141871.1	As001G025600
OG0012959	XP_009152022.2	As001G025620, As001G025630
OG0012960	XP_009152002.1	As001G025860
OG0012961	XP_009151998.1	As001G025900
OG0012962	XP_009129449.1	As001G026010
OG0012963	XP_009151990.1	As001G026020, As005G112790
OG0012964	XP_009151989.1	As001G026050
OG0012965	XP_009151974.1	As001G026210
OG0012966	XP_009140034.2	As001G026300, As004G097540
OG0012967	XP_009111574.1	As001G026440
OG0012968	XP_009129393.1	As001G026690
OG0012969	XP_009129392.1, XP_033129883.1	As001G026700
OG0012970	XP_009151909.1	As001G026790
OG0012971	XP_009151891.1	As001G026950
OG0012972	XP_009151860.2	As001G027170
OG0012973	XP_009151857.1	As001G027180
OG0012974	XP_009151856.2	As001G027210
OG0012975	XP_009151835.1	As001G027410
OG0012976	XP_009151800.1	As001G027660
OG0012977	XP_009151795.2	As001G027710
OG0012978	XP_009151750.1, XP_009129681.1	As001G028110
OG0012979	XP_009111809.2, XP_009151749.1	As001G028130
OG0012980	XP_009139796.1	As001G028280, As004G077830
OG0012981	XP_009105257.2	As001G028310
OG0012982	XP_009127529.2	As001G028320
OG0012983	XP_009127516.1	As001G028420
OG0012984	XP_009127515.1	As001G028430, As004G077710
OG0012985	XP_009105242.1	As001G028490
OG0012986	XP_009105226.1	As001G028670
OG0012987	XP_009127476.1	As001G028970
OG0012988	XP_033140105.1	As001G029050
OG0012989	XP_009105191.1	As001G029060
OG0012990	XP_009105155.1	As001G029360
OG0012991	XP_009105151.1	As001G029440
OG0012992	XP_018512423.1	As001G029490
OG0012993	XP_009105147.1	As001G029500
OG0012994	XP_009127391.1	As001G029580
OG0012995	XP_018511561.1	As001G029970
OG0012996	XP_009132510.1	As001G030060
OG0012997	XP_009102612.1	As001G030140
OG0012998	XP_009112861.1	As001G030240
OG0012999	XP_009112841.1	As001G030390
OG0013000	XP_009112821.1	As001G030650
OG0013001	XP_009112820.1	As001G030670
OG0013002	XP_009112815.1	As001G030720
OG0013003	XP_009112814.1	As001G030730
OG0013004	XP_009112803.1	As001G030820, As001G030830
OG0013005	XP_009112801.1	As001G030860
OG0013006	XP_009112796.1	As001G030890
OG0013007	XP_009112795.1	As001G030920
OG0013008	XP_009112902.1	As001G030930
OG0013009	XP_033134086.1	As001G030960
OG0013010	XP_009112766.1	As001G031120
OG0013011	XP_009112759.1	As001G031190
OG0013012	XP_009112940.1	As001G031260
OG0013013	XP_009112947.1	As001G031360
OG0013015	XP_009148566.1	As001G031500
OG0013016	XP_009112985.1	As001G031620
OG0013017	XP_009112713.1	As001G031720
OG0013018	XP_009113052.1	As001G031900
OG0013019	XP_009113055.1	As001G031930
OG0013020	XP_009113080.1	As001G032100
OG0013021	XP_009148634.1	As001G032130, As008G185320
OG0013022	NP_001288949.1	As001G032170
OG0013023	XP_009148044.1	As001G032180
OG0013024	XP_009139582.1	As002G032520
OG0013025	XP_009137564.1, XP_009139739.1	As002G032630
OG0013026	XP_009137570.1	As002G032660
OG0013027	XP_009109187.1, XP_033143026.1	As002G032690
OG0013028	XP_009144808.2	As002G032830
OG0013029	XP_033145361.1	As002G032870
OG0013030	XP_009133479.1, XP_009142737.1	As002G033090, As002G038070
OG0013031	XP_009142728.1	As002G033220
OG0013032	XP_009141959.1	As002G033470
OG0013034	XP_009133461.2	As002G033600
OG0013035	XP_009133445.2	As002G033820
OG0013036	XP_009141920.1	As002G033870
OG0013037	XP_009146958.1	As002G033910
OG0013038	XP_009146941.1	As002G034060, As002G034050
OG0013039	XP_009123411.1	As002G034100
OG0013040	XP_009146909.1	As002G034450
OG0013041	XP_009146911.1	As002G034460, As002G034620, As002G034550
OG0013042	XP_009146887.1	As002G035000
OG0013044	XP_009137963.1	As002G035240
OG0013045	XP_009123126.1	As002G035270
OG0013046	XP_009146867.1	As002G035330
OG0013047	XP_009146866.1, XP_009123090.1	As002G035350
OG0013048	XP_009135026.1	As002G035360
OG0013049	XP_009135108.1	As002G035640
OG0013050	XP_009146840.2	As002G035660
OG0013051	XP_009131746.1	As002G035730
OG0013052	XP_009122708.1	As002G036090
OG0013053	XP_009135121.1	As002G036100
OG0013054	XP_009135125.1	As002G036160
OG0013055	XP_009146802.1	As002G036430
OG0013056	XP_009148452.1	As008G186240, As002G036600
OG0013057	XP_009146745.1	As002G037040
OG0013058	XP_009146704.2	As002G037400
OG0013059	XP_009146702.1	As002G037430
OG0013060	XP_018513465.1	As002G038180
OG0013061	XP_009146653.1	As002G038190
OG0013062	XP_009146648.1	As002G038480
OG0013063	XP_009146642.2	As002G038730
OG0013064	XP_009144235.1	As007G177910, As002G038790
OG0013065	XP_009135225.1	As002G038880
OG0013066	XP_009137754.1	As002G039180
OG0013067	XP_009143389.1, XP_009142120.1	As002G039600
OG0013068	XP_009127373.1	As002G040090
OG0013069	XP_009119913.1	As002G040170
OG0013070	XP_009118907.1	As002G040200
OG0013071	XP_009134033.1	As002G040650
OG0013072	XP_009134036.1	As002G040860
OG0013073	XP_009118900.1	As002G041340
OG0013074	XP_009118897.1	As002G041650
OG0013075	XP_009118896.1	As002G041750
OG0013076	XP_009134052.1	As002G041920
OG0013077	XP_009134055.1	As002G041970
OG0013078	XP_009134060.1	As002G042200
OG0013079	XP_009134066.1	As002G042400
OG0013080	XP_009102420.1	As002G042410, As011G257720
OG0013081	XP_009132633.1	As002G042880
OG0013082	XP_009132618.2	As002G043140
OG0013083	XP_009140869.1	As002G043260
OG0013084	XP_009132600.1	As002G043460
OG0013085	XP_033138035.1	As002G043590
OG0013086	XP_033138276.1, XP_033141681.1	As002G043680
OG0013087	XP_033140658.1	As002G043830
OG0013088	XP_009127260.1	As002G043890
OG0013089	XP_009106852.1	As002G044050
OG0013090	XP_009132541.2	As002G044140
OG0013091	XP_009119813.1	As002G044460
OG0013092	XP_009119834.1	As002G044690
OG0013093	XP_009119891.3	As002G045230
OG0013094	XP_009143951.1	As002G045280
OG0013095	XP_009127120.1	As002G045550
OG0013096	XP_009127119.1	As002G045560
OG0013097	XP_033129021.1, XP_033138476.1	As002G045580
OG0013098	XP_033140817.1	As002G045640
OG0013099	XP_009127130.1	As002G045670
OG0013100	XP_009127129.1	As002G045680
OG0013101	XP_009127132.1	As002G045690
OG0013102	XP_009132444.1	As002G046020
OG0013103	XP_009127099.1	As002G046080
OG0013104	XP_009132437.1	As002G046290
OG0013105	XP_009121162.2	As002G046320
OG0013106	XP_009120007.1, XP_009127066.1	As002G046570
OG0013107	XP_009120012.1	As002G046610
OG0013108	XP_009120013.1	As002G046620
OG0013109	XP_009120014.1	As002G046630
OG0013110	XP_009127044.1	As002G046660
OG0013111	XP_009127043.1	As002G046670
OG0013112	XP_009127061.1	As002G046960, As004G086310, As002G046940, As002G046750
OG0013113	XP_009127017.1	As002G047050
OG0013114	XP_009142743.1	As002G047080, As006G134560
OG0013115	XP_009120046.2	As002G047100
OG0013116	XP_009132382.1	As002G047260
OG0013117	XP_033138721.1	As002G047420
OG0013118	XP_009120096.1	As002G047520
OG0013119	XP_009120107.1	As002G047700
OG0013121	XP_009120130.1	As002G047910
OG0013122	NP_001288870.1	As002G048080
OG0013123	XP_009120158.1	As002G048180
OG0013124	XP_009120232.2	As002G048850
OG0013125	XP_009120247.1	As002G048940
OG0013126	XP_009120249.1	As002G048960
OG0013127	XP_009126844.2	As002G049040
OG0013128	XP_009126845.1	As002G049050
OG0013129	XP_033140792.1	As002G049190
OG0013130	XP_009120293.1	As002G049430
OG0013131	XP_009126808.1	As002G049550
OG0013132	XP_009126790.1	As002G049880
OG0013133	XP_009120324.1	As002G049910
OG0013134	XP_033145759.1	As002G050020
OG0013135	XP_009136384.1	As002G050090
OG0013136	XP_009151584.1	As002G050130
OG0013137	XP_009121774.1	As002G050340
OG0013138	XP_009121778.1	As002G050390
OG0013139	XP_009121785.1	As002G050410
OG0013140	XP_009131306.1, XP_009121819.1	As002G050690
OG0013141	XP_009121830.1	As002G050790
OG0013142	XP_009121837.1	As002G050830
OG0013143	XP_009121859.1	As002G050940
OG0013144	XP_009121862.1	As002G051970, As002G050960
OG0013145	XP_009131263.1	As002G051050
OG0013146	XP_009121872.1	As002G051070
OG0013147	XP_009121875.1	As002G051110
OG0013148	XP_009131235.1	As002G051390
OG0013149	XP_009121915.1	As002G051490
OG0013150	XP_009131216.1	As002G051590
OG0013151	XP_009121924.1	As002G051610
OG0013152	XP_009121929.1	As002G051640
OG0013153	XP_009131210.1	As002G051760
OG0013154	XP_009121953.2	As002G051880
OG0013155	XP_009121959.1	As002G051890
OG0013156	XP_009121969.1	As002G051980
OG0013157	XP_009121970.1	As002G051990
OG0013158	XP_009122018.1, XP_009125268.1	As002G052350
OG0013159	XP_009125271.2	As002G052370
OG0013160	XP_009125318.1	As002G053120
OG0013161	XP_009131126.1	As002G053500
OG0013162	XP_009122539.2	As002G053530
OG0013163	XP_009131111.2	As002G053770
OG0013164	XP_009131109.1	As002G053850
OG0013165	XP_009122511.1	As002G053880
OG0013166	XP_009131106.2	As002G053970
OG0013167	XP_009122496.2	As002G054090
OG0013168	XP_009122491.1	As002G054110
OG0013169	XP_009125743.1	As002G054120
OG0013170	XP_009125739.1	As002G054160
OG0013171	XP_009122449.1	As002G054380
OG0013172	XP_009150870.2	As009G217140, As002G054500
OG0013174	XP_009122421.2	As002G054750
OG0013175	XP_009122919.1	As002G054760
OG0013176	XP_009131013.2	As002G055010
OG0013177	XP_009131007.1	As002G055060
OG0013178	XP_009122316.1	As002G055070
OG0013179	XP_009122354.2	As002G055460
OG0013180	XP_009130191.1	As002G055530
OG0013181	XP_033144621.1	As002G055570
OG0013182	XP_033144039.1	As003G055720
OG0013183	XP_009130748.1	As003G055890
OG0013184	XP_009136857.1	As003G055980
OG0013185	XP_009130922.1	As003G056080
OG0013186	XP_009136866.1	As003G056090
OG0013187	XP_009136887.2	As003G056370
OG0013188	XP_009108356.1	As003G056610
OG0013189	XP_018513622.1	As003G056640
OG0013190	XP_033144284.1	As003G056650
OG0013191	XP_009128831.3	As003G056910
OG0013192	XP_009131932.1	As003G057010
OG0013193	XP_009132057.1	As003G057120
OG0013194	XP_009132165.1	As003G057200
OG0013195	XP_009136956.1	As003G057240
OG0013196	XP_009132253.2	As004G088190, As003G057280
OG0013197	XP_033129631.1	As003G057360
OG0013198	XP_009132470.1	As003G057470
OG0013199	XP_009132501.1	As003G057500
OG0013200	XP_009132513.1	As003G057510
OG0013202	XP_009133470.1	As003G058300
OG0013203	XP_009116445.1	As003G058310
OG0013204	XP_009133482.1	As003G058330
OG0013205	XP_033132101.1	As003G058370
OG0013206	XP_009133917.1	As003G058700, As003G058660
OG0013207	XP_009134643.1	As003G059160
OG0013208	XP_009134704.1	As003G059390
OG0013209	XP_009108490.1	As003G059650
OG0013210	XP_018508079.1	As003G060040
OG0013211	XP_009135705.1	As003G060270
OG0013212	XP_009105650.1	As003G060300
OG0013213	XP_009135880.1	As003G060440
OG0013214	XP_009108577.1	As003G060600
OG0013215	XP_033144704.1, XP_009108605.1	As003G061510
OG0013216	XP_033142593.1	As003G061820
OG0013217	XP_009137391.1	As003G061880
OG0013218	XP_009137397.1, XP_009137479.1	As003G061990
OG0013219	XP_009137399.1	As003G062000
OG0013220	XP_033144466.1	As003G062190
OG0013221	XP_009114852.1	As003G062350
OG0013222	XP_033136207.1, XP_009151461.1	As003G062450
OG0013223	XP_009114797.1	As003G062750
OG0013224	XP_009151466.1	As003G062780
OG0013225	XP_033144631.1	As003G062890
OG0013226	XP_009139380.1	As003G062900
OG0013227	XP_009122378.1	As003G062920
OG0013228	XP_009114782.1	As003G062990
OG0013229	XP_009145154.1	As003G063230
OG0013230	XP_033137153.1	As003G063250
OG0013231	XP_009114746.1	As003G063320
OG0013232	XP_009114735.1	As003G063400
OG0013233	XP_018514308.1	As003G063480
OG0013234	XP_009145135.1	As003G063610
OG0013235	XP_033135794.1	As003G063780
OG0013236	XP_018514874.2	As003G063860
OG0013237	XP_009145121.1	As003G063920, As004G080210
OG0013238	XP_018511593.1	As003G064220
OG0013239	XP_009123067.1	As003G064460
OG0013240	XP_009135071.1	As003G064740
OG0013241	XP_009115033.1	As003G064940
OG0013242	XP_033137948.1	As003G064950
OG0013243	XP_009107462.1, XP_009129554.1	As003G065250
OG0013244	XP_033133973.1	As003G065350
OG0013245	XP_009118935.1	As003G065440
OG0013246	XP_009118930.1	As003G065510
OG0013247	XP_009107643.1	As003G066020
OG0013248	XP_009107642.1	As003G066040
OG0013249	XP_009107640.2	As003G066060
OG0013250	XP_009107455.2	As003G066370, As003G066380
OG0013251	XP_009107441.2	As003G066640
OG0013252	XP_009102943.1	As003G067320
OG0013253	XP_033137138.1	As003G067640
OG0013254	XP_033135133.1	As003G068480
OG0013255	XP_009109751.1	As003G068580
OG0013256	XP_033131617.1	As003G068630
OG0013257	XP_009109709.2	As003G069200
OG0013258	XP_009113637.1	As003G069290
OG0013259	XP_009102885.1	As003G069500
OG0013260	XP_009102880.1	As003G069700
OG0013261	XP_018508892.1	As003G069710
OG0013262	XP_009115261.1	As003G069860
OG0013263	XP_009115240.1	As003G070010
OG0013264	XP_009109637.1	As003G070280
OG0013265	XP_009115169.2	As003G070830
OG0013266	XP_009102369.1	As003G071670
OG0013267	XP_009101983.1	As005G105870, As003G071700
OG0013268	XP_033133048.1	As003G071940
OG0013269	XP_009149096.1	As003G072170
OG0013270	XP_009138394.1	As003G072210
OG0013271	XP_009148286.3	As003G072260
OG0013272	XP_009121074.1	As011G264800, As003G072280
OG0013273	XP_009146060.1	As003G072470
OG0013274	XP_009138420.1	As003G072570
OG0013275	XP_009144816.1	As003G072580
OG0013276	XP_009144678.1	As003G072610
OG0013277	XP_009144397.2, XP_009138427.1	As003G072630
OG0013278	XP_009143937.1	As003G072690
OG0013279	XP_009138434.1	As003G072820
OG0013280	XP_009138438.1	As003G072850
OG0013281	XP_009138460.2	As003G073160
OG0013282	XP_009109357.1	As003G073310
OG0013283	XP_009138989.1	As003G073320
OG0013284	XP_009138381.1	As003G073380
OG0013285	XP_009135730.2	As003G073700
OG0013286	XP_009138536.1	As003G074200
OG0013287	XP_033137000.1	As003G074220
OG0013288	XP_033140662.1, XP_033140670.1	As003G074610
OG0013289	XP_009130259.1, XP_033140715.1	As003G074620
OG0013290	XP_009129984.1	As003G074660
OG0013291	XP_033143637.1	As003G074830
