Orthogroup	Brassica_rapa	Alyssum_gmelinii
OG0016760	XP_009135109.1	Ag005G475690
OG0016761	XP_009146819.1	Ag005G474830
OG0016762	XP_009135142.1	Ag005G474150
OG0016763	XP_033148288.1	Ag007G603710
OG0016764	XP_009146721.1	Ag005G473030
OG0016765	XP_009102853.1	Ag005G464580
OG0016766	XP_018510656.1	Ag008G730450
OG0016767	XP_009134078.1	Ag001G040260
OG0016769	XP_009134042.1	Ag001G032000
OG0016773	XP_009140881.1	Ag008G677140
OG0016774	XP_009107228.1	Ag008G680530
OG0016776	XP_033137970.1	Ag008G680920
OG0016779	XP_018509946.1	Ag008G681620
OG0016780	XP_009127218.1	Ag002G187740
OG0016781	XP_009127215.1	Ag008G683760
OG0016782	XP_009127198.1	Ag008G684900
OG0016783	XP_009119896.1	Ag008G686600
OG0016784	XP_009120043.1	Ag008G694930
OG0016785	XP_009120101.1	Ag008G696540
OG0016786	XP_009132312.1	Ag008G698420
OG0016787	XP_009120175.2	Ag008G699790
OG0016788	XP_033144554.1	Ag008G700410
OG0016789	XP_009132149.1	Ag008G701460
OG0016790	XP_009132130.1	Ag008G702670
OG0016791	XP_009132124.1	Ag008G703010
OG0016792	XP_009120312.1	Ag008G704990
OG0016793	XP_009121856.1	Ag007G609440
OG0016794	XP_009125815.1	Ag007G607640
OG0016795	XP_009121946.1	Ag007G607430
OG0016797	XP_009121989.2	Ag007G606590
OG0016798	XP_009122008.1	Ag007G606110
OG0016799	XP_009125265.1	Ag007G605930
OG0016800	XP_033140343.1	Ag007G605840
OG0016801	XP_009131177.1	Ag007G605590
OG0016802	XP_009125297.1	Ag007G604930, Ag006G493770
OG0016804	XP_009125307.1	Ag007G604480
OG0016805	XP_009122094.1	Ag007G604100
OG0016806	XP_009122106.1	Ag007G603740
OG0016807	XP_009122514.2	Ag007G602250
OG0016808	XP_018511100.1	Ag007G602150
OG0016809	XP_033140955.1	Ag007G602060
OG0016810	XP_009122499.1	Ag008G680420, Ag007G602020
OG0016811	XP_009122497.1	Ag007G602010
OG0016813	XP_009131031.1	Ag007G600690
OG0016814	XP_009122412.1	Ag005G430260, Ag007G600610
OG0016815	XP_009122411.1	Ag007G600590
OG0016816	XP_009122343.1	Ag006G508170
OG0016817	XP_009131404.1	Ag006G575770
OG0016819	XP_033129768.1	Ag006G575260
OG0016820	XP_033129794.1	Ag006G574220
OG0016821	XP_009132447.1	Ag006G572980
OG0016822	XP_009132627.1	Ag006G571820
OG0016823	XP_009132774.1	Ag006G571240
OG0016824	XP_009133108.1	Ag006G569890
OG0016825	XP_009133495.1	Ag006G559730
OG0016826	XP_009133519.1	Ag006G559820
OG0016827	XP_009133712.1	Ag006G561160
OG0016828	XP_009133843.1	Ag006G561380
OG0016829	XP_009134321.1	Ag006G563480
OG0016830	XP_009134561.1	Ag006G564120
OG0016831	XP_009134823.1	Ag006G565690
OG0016833	XP_009135338.1	Ag006G567580
OG0016834	XP_033131035.1	Ag006G553000, Ag002G118640
OG0016835	XP_009114791.1	Ag006G539920, Ag006G537430
OG0016836	XP_009114760.1	Ag006G536640, Ag006G539230
OG0016837	XP_009114753.1	Ag006G536460, Ag006G538980
OG0016838	XP_009114725.1	Ag006G535740
OG0016839	XP_033132367.1	Ag006G535670
OG0016840	XP_009145115.1	Ag006G534870
OG0016841	XP_009113436.1	Ag001G005970
OG0016843	XP_033132445.1	Ag006G531040
OG0016844	XP_009107646.1	Ag001G027380
OG0016845	XP_009126801.1	Ag008G705000
OG0016846	XP_009107419.2	Ag007G585130
OG0016847	XP_009123159.1	Ag007G584990
OG0016848	XP_009145041.2	Ag007G584890
OG0016849	XP_009123197.1	Ag007G584860
OG0016850	XP_033136517.1	Ag007G584780
OG0016851	XP_033133335.1	Ag007G584770
OG0016852	XP_009107457.2	Ag007G584550
OG0016853	XP_009113727.1	Ag007G583940
OG0016854	XP_009109784.2	Ag007G584130
OG0016855	XP_009113676.1	Ag007G583320
OG0016856	XP_009113675.2	Ag007G583270
OG0016858	XP_009102889.1	Ag007G582710
OG0016859	XP_009102847.1	Ag007G581930
OG0016860	XP_033132854.1	Ag007G581740
OG0016861	XP_009117050.1	Ag003G246510
OG0016863	XP_009109641.2	Ag007G581600
OG0016864	XP_009115214.1	Ag007G581560
OG0016866	XP_009115136.1	Ag007G580510
OG0016867	XP_009115124.1	Ag007G580390
OG0016868	XP_009115053.1	Ag007G580150
OG0016869	XP_009138377.1	Ag003G285840
OG0016870	XP_009150416.1	Ag003G286580
OG0016871	XP_009149310.1	Ag003G286840
OG0016872	XP_009145707.1	Ag003G288410
OG0016873	XP_009142135.1	Ag003G289330
OG0016874	XP_009140477.1	Ag003G289710
OG0016875	XP_009138476.1	Ag003G290610
OG0016877	XP_009131626.1	Ag003G292520
OG0016878	XP_009129882.1	Ag003G293080
OG0016879	XP_009127547.1	Ag003G293620
OG0016880	XP_009126827.1	Ag003G294000
OG0016881	XP_009125746.1	Ag003G294270
OG0016882	XP_009125168.1	Ag003G294490
OG0016883	XP_009109488.1	Ag003G295290
OG0016884	XP_009145337.2	Ag003G295780
OG0016885	XP_009101929.1	Ag003G296360
OG0016886	XP_009131015.1	Ag003G296560
OG0016887	XP_009101938.2	Ag003G296790
OG0016888	XP_009101941.1	Ag003G296830
OG0016889	XP_009109561.1	Ag003G296980
OG0016890	XP_009148284.1	Ag003G297060
OG0016891	XP_009101960.1	Ag003G297100
OG0016892	XP_009108075.1	Ag005G412660
OG0016893	XP_009108010.1	Ag002G158090
OG0016895	XP_009139736.1	Ag007G645740
OG0016896	XP_009139742.1	Ag007G645880
OG0016899	XP_009139847.1	Ag007G648340
OG0016900	XP_009125115.1	Ag007G649390
OG0016901	XP_009139935.1	Ag007G649670
OG0016902	XP_033146335.1, XP_018514527.1	Ag002G161960
OG0016903	XP_009144468.1	Ag004G311300
OG0016904	XP_009147445.1	Ag001G100540
OG0016905	XP_009150057.2	Ag007G598120
OG0016906	XP_009114953.1	Ag007G578770
OG0016909	XP_033129993.1	Ag001G053040
OG0016911	XP_009141464.1	Ag002G159050
OG0016912	XP_009132939.2	Ag002G158770
OG0016913	XP_009114004.1	Ag002G158370
OG0016915	XP_009114034.1	Ag002G157530
OG0016917	XP_009123248.1	Ag008G713530
OG0016920	XP_009108211.2	Ag002G146950
OG0016921	XP_009128671.3	Ag002G145640
OG0016922	XP_009144494.1	Ag002G142660
OG0016923	XP_009114592.1	Ag002G140960
OG0016924	XP_018513643.1	Ag002G140750
OG0016925	XP_009114521.1	Ag002G132960
OG0016926	XP_009114498.3	Ag002G130930, Ag002G130690
OG0016927	XP_009114485.1	Ag002G129980
OG0016928	XP_009148093.1	Ag004G308410
OG0016929	XP_009101698.1	Ag002G126830
OG0016930	XP_033136891.1	Ag002G104850
OG0016931	XP_009116979.1	Ag005G465910
OG0016932	XP_009108052.1	Ag001G042250
OG0016933	XP_009122755.1	Ag006G493860
OG0016934	XP_009128985.1	Ag002G123550
OG0016935	XP_009101437.1	Ag002G114300
OG0016936	XP_009101385.1	Ag002G123700
OG0016937	XP_018511537.1	Ag001G042480
OG0016939	XP_009108019.1	Ag001G042820
OG0016940	XP_009108050.1	Ag001G042360
OG0016941	XP_009102391.1	Ag005G426490
OG0016942	XP_009102388.1	Ag005G426470
OG0016943	XP_009124275.1	Ag001G042520
OG0016944	XP_033134216.1	Ag005G477670
OG0016945	XP_009124262.1	Ag004G333950
OG0016946	XP_018509518.1	Ag005G448240
OG0016947	XP_009107671.1	Ag001G043490
OG0016948	XP_009139648.1	Ag001G045860, Ag001G043680
OG0016949	XP_009139618.2	Ag001G038690
OG0016950	XP_009139604.1	Ag001G038290
OG0016951	XP_009144684.1	Ag001G037800
OG0016952	XP_009134221.3	Ag001G037470
OG0016953	XP_009144705.2	Ag001G035010
OG0016954	XP_009148067.1	Ag001G034980
OG0016955	XP_009148035.1	Ag001G034960
OG0016956	XP_009147983.2	Ag001G034680
OG0016957	XP_009147539.1	Ag001G034390
OG0016958	XP_009147318.2	Ag001G033720
OG0016959	XP_009139937.1	Ag007G649720
OG0016960	XP_033145628.1	Ag007G614540
OG0016961	XP_009112273.1	Ag001G099230
OG0016962	XP_009140008.1	Ag007G652560
OG0016963	XP_009140032.1	Ag007G654130
OG0016964	XP_009125186.1	Ag007G656330
OG0016965	XP_009140096.1	Ag007G656410
OG0016968	XP_033130482.1	Ag003G255250
OG0016969	XP_009125203.1	Ag007G657260
OG0016970	XP_009120807.1	Ag008G717920, Ag008G717970
OG0016971	XP_009142478.1	Ag002G206740
OG0016972	XP_018514650.1	Ag002G206670
OG0016973	XP_009111662.1	Ag008G721100
OG0016974	XP_009118719.1	Ag002G206030
OG0016975	XP_033139291.1	Ag002G205810
OG0016976	XP_009142581.1	Ag002G204410
OG0016977	XP_009133790.1	Ag002G204310
OG0016978	XP_033148401.1	Ag002G203710
OG0016979	XP_033148402.1	Ag002G203120
OG0016980	XP_009142342.1	Ag002G201740
OG0016981	XP_009142313.1	Ag002G200930
OG0016982	XP_033147580.1, XP_033148376.1	Ag002G200080, Ag002G200090
OG0016983	XP_009142990.2	Ag002G198670
OG0016984	XP_009142984.1	Ag002G198550
OG0016985	XP_009133646.2	Ag002G198470
OG0016986	XP_018510052.1	Ag001G090660
OG0016987	XP_009133594.1	Ag002G196860
OG0016988	XP_009133578.1	Ag002G196590
OG0016989	XP_033148366.1	Ag002G195610
OG0016990	XP_033145659.1	Ag002G191770
OG0016991	XP_009141997.1	Ag002G191130
OG0016992	XP_033148416.1	Ag002G190810
OG0016993	XP_009112707.1	Ag006G491230
OG0016994	XP_009130629.2	Ag006G491240
OG0016996	XP_009125407.1	Ag006G491560
OG0016997	XP_009125417.1	Ag006G491600
OG0016998	XP_009125419.2	Ag006G491620
OG0016999	XP_009125423.1	Ag006G491660
OG0017000	XP_009125429.1	Ag006G492030
OG0017001	XP_033137561.1	Ag006G492160
OG0017002	XP_033143828.1	Ag006G492690
OG0017003	XP_009125439.2	Ag006G492890
OG0017004	XP_009122799.1	Ag006G492900
OG0017005	XP_009122781.1	Ag006G493230
OG0017006	XP_009125463.2	Ag006G493850
OG0017007	XP_009122697.1	Ag006G495590
OG0017008	XP_009122640.1	Ag006G497180
OG0017009	XP_009120868.1	Ag008G719390
OG0017010	XP_009120831.1	Ag008G718210
OG0017011	XP_009131794.1	Ag008G718000
OG0017012	XP_009120818.1	Ag008G718090
OG0017013	XP_009131829.1	Ag008G716700, Ag008G716720
OG0017014	XP_009124331.1	Ag008G716520
OG0017015	XP_009131875.1	Ag008G715120
OG0017016	XP_009120639.1	Ag008G714390
OG0017017	XP_009126566.1	Ag008G714030
OG0017018	XP_009120512.1	Ag008G710240
OG0017019	XP_009126693.1	Ag008G709120
OG0017020	XP_009112061.1	Ag008G728990
OG0017021	XP_009112102.1	Ag008G729740
OG0017022	XP_009150423.1	Ag008G730170
OG0017023	XP_009150467.1	Ag008G730590
OG0017024	XP_009112116.1	Ag008G730750
OG0017025	XP_009150562.1	Ag008G731860
OG0017026	XP_009150571.1	Ag008G732080
OG0017027	XP_009150577.1	Ag008G732250
OG0017028	XP_009130493.1	Ag008G732510
OG0017029	XP_009150598.1	Ag008G732520
OG0017030	XP_009150642.1	Ag008G733070
OG0017031	XP_009150647.1	Ag008G733180
OG0017032	XP_009112195.1	Ag008G733450
OG0017033	XP_009150671.2	Ag008G733620
OG0017034	XP_033129489.1	Ag008G733730
OG0017035	XP_009150689.2	Ag008G733910
OG0017036	XP_009150700.1	Ag008G734000
OG0017037	XP_009103447.1	Ag008G734500
OG0017038	XP_009112346.1	Ag008G734750
OG0017039	XP_009103491.1	Ag005G486940
OG0017040	XP_009112312.1	Ag001G100010
OG0017041	XP_018509633.1	Ag001G099590
OG0017042	XP_009150857.1	Ag001G099290
OG0017044	XP_009111523.1	Ag007G626370, Ag006G518870
OG0017045	XP_009111491.1	Ag006G520060
OG0017046	XP_009111422.1	Ag006G515930
OG0017047	XP_009111394.1	Ag006G515180
OG0017048	XP_009128509.2	Ag006G515160
OG0017049	XP_009134490.1	Ag006G514950
OG0017051	XP_009113739.1	Ag007G584800
OG0017052	XP_009111318.1	Ag006G512530
OG0017053	XP_009111276.1	Ag006G510090
OG0017054	XP_009113934.1	Ag007G586640
OG0017056	XP_009123899.1	Ag007G587430
OG0017057	XP_009113982.2	Ag007G587440
OG0017058	XP_033129179.1	Ag007G587710
OG0017059	XP_009132879.1	Ag007G588930
OG0017060	XP_009141194.1	Ag007G590450
OG0017062	XP_009141162.1	Ag007G591030, Ag007G591020, Ag001G070250
OG0017063	XP_009141132.1	Ag007G591590
OG0017064	XP_009132757.1	Ag007G591970
OG0017065	XP_009141072.1	Ag007G592270
OG0017067	XP_009144382.1	Ag007G594110
OG0017068	XP_009124370.1	Ag007G594930
OG0017069	XP_009103707.2	Ag007G595250
OG0017070	XP_009140928.1	Ag007G595330
OG0017071	XP_009140901.1	Ag007G595770
OG0017072	XP_009103649.1	Ag007G596110
OG0017073	XP_009133881.1	Ag007G596150
OG0017074	XP_009140821.1	Ag007G596610
OG0017075	XP_033142353.1	Ag007G597630
OG0017076	XP_009103564.1	Ag007G597800
OG0017077	XP_009140843.1	Ag007G598130
OG0017078	XP_009133937.1	Ag007G598230
OG0017079	XP_009133935.1	Ag007G598240
OG0017080	XP_033143416.1	Ag006G527430
OG0017081	XP_009133944.1	Ag007G623940
OG0017082	XP_009140741.1	Ag003G293010
OG0017083	XP_009140731.1	Ag006G526500
OG0017085	XP_009116162.1	Ag003G212190
OG0017086	XP_009140698.1	Ag004G400000
OG0017087	XP_009140701.1	Ag006G525450
OG0017088	XP_033132922.1	Ag003G251880
OG0017089	XP_009143519.1	Ag003G251820
OG0017091	XP_009137654.1	Ag003G251390
OG0017092	XP_009143377.1	Ag003G251400
OG0017093	XP_009143332.1	Ag003G251450
OG0017094	XP_009124042.1	Ag001G100590
OG0017095	XP_009134599.1	Ag001G100550
OG0017096	XP_018513299.1	Ag001G100730
OG0017097	XP_009134581.1	Ag001G100780
OG0017098	XP_009107011.1	Ag001G100970
OG0017099	XP_009124820.1	Ag001G101060
OG0017102	XP_009142555.1	Ag003G250030
OG0017105	XP_009147380.1	Ag005G489970
OG0017106	XP_009147371.1	Ag005G489850
OG0017107	XP_033146785.1	Ag005G488590
OG0017108	XP_009147310.1	Ag005G488460
OG0017109	XP_033137312.1	Ag005G488410
OG0017110	XP_009130342.1	Ag005G487990
OG0017111	XP_009130356.1	Ag005G487840
OG0017112	XP_009130367.1	Ag005G487580
OG0017113	XP_009102063.2	Ag005G486990
OG0017114	XP_009130411.1	Ag005G486230
OG0017115	XP_009125015.1	Ag005G485270
OG0017116	XP_009124196.1	Ag005G484950
OG0017117	XP_009134792.1	Ag005G484860
OG0017118	XP_009147262.1	Ag005G484140
OG0017119	XP_009147232.1	Ag005G483530
OG0017120	XP_009124963.1	Ag005G482840
OG0017121	XP_009147203.1	Ag005G482810
OG0017122	XP_033147420.1	Ag005G482520
OG0017123	XP_009129632.2	Ag005G482360
OG0017124	XP_009129634.1	Ag005G482340
OG0017125	XP_009134897.1	Ag005G481440
OG0017126	XP_009147157.1	Ag005G481370
OG0017127	XP_009147150.1	Ag005G481300
OG0017128	XP_033142938.1	Ag005G480750
OG0017129	XP_009134941.1	Ag005G480640
OG0017130	XP_033146595.1	Ag005G480220
OG0017131	XP_009124351.1	Ag005G479740
OG0017132	XP_009147057.1	Ag005G479480
OG0017133	XP_009147040.1	Ag005G479340
OG0017134	XP_009147009.1	Ag005G478990
OG0017135	XP_009123984.1	Ag005G478960
OG0017136	XP_009123811.1	Ag005G478390
OG0017137	XP_009143225.1	Ag002G186280
OG0017139	XP_033144415.1	Ag002G182040
OG0017140	XP_009141822.1	Ag002G181930
OG0017141	XP_009143307.1	Ag002G181820
OG0017142	XP_033143646.1	Ag002G180220
OG0017144	XP_033143676.1	Ag002G178910
OG0017145	XP_033143683.1	Ag002G178760
OG0017146	XP_009141563.1	Ag002G166060
OG0017147	XP_033146811.1	Ag002G168300
OG0017148	XP_033143077.1	Ag002G170520
OG0017150	XP_009141682.1	Ag002G173650
OG0017151	XP_033147989.1	Ag002G173810
OG0017152	XP_018514675.1	Ag002G176670
OG0017153	XP_033129073.1	Ag004G322860
OG0017154	XP_009148948.1	Ag004G323100
OG0017155	XP_009149041.1	Ag004G324340
OG0017157	XP_009117755.1	Ag004G325270
OG0017158	XP_009149140.1	Ag004G326170
OG0017159	XP_009117725.2	Ag004G326350
OG0017160	XP_009149170.1	Ag004G326510
OG0017161	XP_033130085.1	Ag004G327960
OG0017162	XP_009110346.2	Ag004G329760
OG0017163	XP_009110363.1	Ag004G329360
OG0017164	XP_009149291.1	Ag004G330030
OG0017165	XP_009149299.1	Ag004G330210
OG0017166	XP_009149333.2	Ag004G330260
OG0017167	XP_033136616.1	Ag004G330460
OG0017168	XP_009110299.1	Ag004G331790
OG0017169	XP_009149435.1	Ag004G332260
OG0017170	XP_009110271.1	Ag004G332390
OG0017171	XP_009147806.1	Ag001G012900
OG0017172	XP_033129829.1	Ag004G335570
OG0017173	XP_033128799.1	Ag004G337090
OG0017174	XP_009149678.1	Ag004G337490
OG0017175	XP_009149686.1	Ag004G337700
OG0017176	XP_009149691.1	Ag004G337750
OG0017177	XP_009149703.1	Ag004G337920
OG0017179	XP_009115625.1	Ag004G339730
OG0017180	XP_009110130.1	Ag004G339890
OG0017181	XP_009103220.1	Ag004G340370
OG0017182	XP_009115603.1	Ag004G339950
OG0017183	XP_009115589.1	Ag004G340760
OG0017184	XP_009115568.1	Ag004G341150
OG0017186	XP_009115480.1	Ag003G242810
OG0017187	XP_009115476.1	Ag003G242910
OG0017190	XP_009103082.1	Ag003G245770
OG0017191	XP_009115306.1	Ag002G142570
OG0017192	XP_009103048.1	Ag005G482330
OG0017195	XP_009102970.1	Ag006G552850
OG0017198	XP_009139068.1	Ag007G586190
OG0017200	XP_009143973.1	Ag003G252680
OG0017202	XP_009140603.1	Ag004G318170
OG0017204	XP_009140548.1	Ag001G006530
OG0017206	XP_009117283.2	Ag006G523950
OG0017209	XP_033134501.1	Ag006G523080
OG0017210	XP_009117354.2	Ag006G522270
OG0017211	XP_009140314.1	Ag006G522160
OG0017212	XP_009117389.1	Ag006G521460
OG0017213	XP_009117401.1	Ag006G521350
OG0017214	XP_009117410.1	Ag006G521080
OG0017215	XP_009140259.2	Ag006G520620
OG0017216	XP_009117432.1	Ag006G520580
OG0017217	XP_009148854.1	Ag004G321210
OG0017218	XP_009117933.1	Ag004G319730
OG0017219	XP_033129184.1	Ag004G318440
OG0017220	XP_018509500.1	Ag004G318050, Ag004G318040
OG0017221	XP_009118047.1	Ag001G038190, Ag004G316960
OG0017222	XP_009110615.1	Ag004G316830
OG0017224	XP_033129280.1	Ag004G313970
OG0017225	XP_009148466.1	Ag004G313650
OG0017226	XP_009118216.1	Ag004G312760
OG0017227	XP_009148424.1	Ag004G312630
OG0017228	XP_009118208.1	Ag004G312590
OG0017229	XP_009144454.2	Ag004G311730
OG0017230	XP_009148288.1	Ag004G310720
OG0017231	XP_009148302.2	Ag004G310810
OG0017232	XP_009110832.1	Ag004G310110
OG0017233	XP_009148173.1	Ag004G309600
OG0017234	XP_009122981.1	Ag004G366420
OG0017235	XP_009148171.1	Ag004G309450
OG0017237	XP_009148166.1	Ag004G309330
OG0017238	XP_009130979.2	Ag006G506290
OG0017239	XP_009148108.2	Ag004G308660
OG0017240	XP_009118977.1	Ag004G306620
OG0017241	XP_009118541.1	Ag004G305510
OG0017242	XP_009110998.1	Ag004G305360
OG0017243	XP_009111015.1	Ag004G304930
OG0017244	XP_009119132.1	Ag004G304380
OG0017245	XP_009129770.1	Ag004G303990
OG0017246	XP_009119214.1	Ag004G303270
OG0017247	XP_009111069.1	Ag004G303240
OG0017248	XP_009119272.1	Ag004G302680
OG0017249	XP_009119304.1	Ag004G302420
OG0017250	XP_009119331.1	Ag004G302050
OG0017251	XP_009118674.1	Ag004G302000
OG0017252	XP_009118700.1	Ag004G301240
OG0017253	XP_009118696.2	Ag004G301360
OG0017254	XP_009119375.2	Ag004G301380
OG0017255	XP_009118693.1	Ag004G301500
OG0017256	XP_009119360.1	Ag007G586680
OG0017257	XP_033138357.1	Ag004G300660
OG0017258	XP_009111162.1	Ag004G300490
OG0017259	XP_009119640.1	Ag004G299280
OG0017260	XP_018511169.1	Ag004G299240
OG0017261	XP_009119730.1	Ag004G297770
OG0017262	XP_033137723.1	Ag004G297650
OG0017263	XP_009118860.1	Ag004G297390
OG0017264	XP_009119759.1	Ag004G297320
OG0017265	XP_009125986.2	Ag007G614550
OG0017266	XP_009125982.1	Ag007G614340
OG0017267	XP_009131414.1	Ag007G614240
OG0017268	XP_009121660.1	Ag007G614080
OG0017269	XP_009126022.2	Ag007G616920
OG0017270	XP_009126023.1	Ag007G616930
OG0017271	XP_009126025.1	Ag007G616980
OG0017272	XP_009121582.1	Ag007G618160
OG0017273	XP_009126042.1	Ag007G617760
OG0017274	XP_009121506.1	Ag007G621340
OG0017275	XP_009131538.1	Ag007G622260
OG0017276	XP_009126337.1	Ag007G623400
OG0017277	XP_009107536.1	Ag007G626480
OG0017278	XP_009126201.1	Ag007G626540
OG0017279	XP_009121054.1	Ag007G627620
OG0017280	XP_009105375.1	Ag004G353750, Ag004G353740
OG0017281	XP_009131705.1	Ag007G629270
OG0017283	XP_009131719.1	Ag007G631880
OG0017284	XP_009120901.1	Ag007G633090
OG0017285	XP_018508088.1	Ag007G637090
OG0017286	XP_009151226.1	Ag007G637550
OG0017287	XP_009151262.1	Ag007G641490
OG0017288	XP_009129804.2	Ag007G641140
OG0017289	XP_009111883.1	Ag007G641010
OG0017291	XP_009111834.1	Ag005G404920
OG0017292	XP_009151651.1	Ag006G555470
OG0017293	XP_009121739.1	Ag007G612220
OG0017294	XP_009131353.1	Ag007G612120
OG0017295	XP_009122300.1	Ag006G505590
OG0017296	XP_033136392.1	Ag008G662170
OG0017297	XP_033147046.1	Ag001G000360
OG0017299	XP_009122141.1	Ag006G500310
OG0017300	XP_009122137.1	Ag006G500270
OG0017301	XP_009122134.1	Ag006G500090
OG0017302	XP_009130869.1	Ag006G499940
OG0017303	XP_033145072.1	Ag006G499250
OG0017304	XP_009151075.1	Ag008G720530
OG0017305	XP_033129853.1	Ag008G720450
OG0017306	XP_009151072.2	Ag008G720670
OG0017307	XP_009149244.1	Ag004G328720
OG0017308	XP_009151010.2	Ag008G721790
OG0017309	XP_009150998.1	Ag008G721940
OG0017310	XP_009111627.1	Ag008G722580
OG0017311	XP_009150965.1	Ag008G722470
OG0017312	XP_009150950.1	Ag008G722650
OG0017313	XP_009150934.1	Ag008G722990
OG0017314	XP_009150929.1	Ag008G723100
OG0017315	XP_009150924.1	Ag008G723110
OG0017316	XP_009130124.1	Ag008G724360, Ag008G724350
OG0017317	XP_009136390.1	Ag008G724430
OG0017318	XP_018512959.1	Ag008G725660
OG0017319	XP_009127047.1	Ag008G693890
OG0017320	XP_009112092.1	Ag008G726070
OG0017321	XP_009150112.1	Ag003G259860
OG0017323	XP_009151320.1	Ag008G726820
OG0017324	XP_009151329.1	Ag008G726910
OG0017325	XP_009151336.1	Ag008G727050
OG0017326	XP_009112051.1	Ag008G728790
OG0017327	XP_009132037.1	Ag008G706130
OG0017328	XP_009132046.1	Ag008G706040
OG0017329	XP_009120358.1	Ag008G705970
OG0017331	XP_009115778.1	Ag001G059830, Ag001G063390
OG0017332	XP_009115765.1	Ag001G062980
OG0017333	XP_009136558.1	Ag001G062370
OG0017334	XP_009115729.1	Ag001G061780
OG0017335	XP_009124324.3	Ag001G060470
OG0017337	XP_009126372.1	Ag008G719470
OG0017338	XP_009149785.1	Ag008G691330
OG0017340	XP_009151364.1	Ag001G056390
OG0017341	XP_009150200.1	Ag001G055830
OG0017342	XP_009150922.1	Ag001G055580
OG0017343	XP_009150214.1	Ag001G054650
OG0017344	XP_033130008.1	Ag001G054180
OG0017345	XP_009149907.1	Ag001G053660
OG0017346	XP_009149948.1	Ag001G052910
OG0017347	XP_009150502.1	Ag006G575750
OG0017348	XP_009149974.2	Ag001G052020
OG0017349	XP_033129956.1	Ag001G037480
OG0017353	XP_009117877.1	Ag008G673380
OG0017354	XP_009150291.1	Ag008G674580
OG0017355	XP_009151573.1	Ag005G479320
OG0017356	XP_009105328.1	Ag004G355070, Ag002G194700
OG0017357	XP_009105317.2	Ag004G355260
OG0017358	XP_009125945.1	Ag007G612490
OG0017359	XP_009105085.1	Ag004G354750
OG0017360	XP_009105092.1	Ag004G354850
OG0017361	XP_009105434.1	Ag004G350740
OG0017362	XP_009105464.1	Ag004G350030
OG0017363	XP_009127708.1	Ag004G349890
OG0017364	XP_009140364.2	Ag004G298220
OG0017365	XP_009105490.1	Ag004G348960
OG0017366	XP_009105494.1	Ag004G348900
OG0017367	XP_033140913.1	Ag004G348160
OG0017368	XP_009104948.1	Ag004G344650
OG0017369	XP_018512283.1	Ag004G344640
OG0017370	XP_033130200.1	Ag004G344340
OG0017371	XP_009105764.1	Ag004G343900
OG0017373	XP_009105775.1	Ag004G343470
OG0017374	XP_018508573.1	Ag004G342690
OG0017376	XP_009104595.1	Ag003G215330
OG0017377	XP_009106408.1	Ag003G218030
OG0017378	XP_018508661.2	Ag003G218070
OG0017379	XP_009128224.1	Ag003G218190
OG0017380	XP_009104639.1	Ag003G219010, Ag004G373300
OG0017381	XP_009104661.1	Ag003G219620
OG0017382	XP_033131987.1	Ag003G219750
OG0017383	XP_009104664.2	Ag003G219870
OG0017384	XP_009106276.1	Ag003G222150
OG0017385	XP_033132108.1	Ag003G223480
OG0017386	XP_009128132.1	Ag003G224130
OG0017387	XP_009149459.1	Ag004G332570
OG0017388	XP_009106156.2	Ag003G228210
OG0017389	XP_009128056.1	Ag003G229590, Ag003G229600
OG0017390	XP_033131476.1	Ag003G231620
OG0017391	XP_009120888.1	Ag008G719540
OG0017392	XP_009128024.1	Ag003G233040
OG0017393	XP_009112619.2	Ag001G042080
OG0017394	XP_009106033.1	Ag003G234420
OG0017395	XP_009104800.1	Ag003G235000
OG0017396	XP_033131770.1	Ag003G236420
OG0017397	XP_009105993.1	Ag003G236680
OG0017398	XP_009104828.1	Ag003G237140
OG0017399	XP_009127963.1	Ag003G238030
OG0017400	XP_009105916.1	Ag003G239200
OG0017401	XP_009106564.1	Ag003G213630
OG0017402	XP_009106594.1	Ag003G212720
OG0017404	XP_009104528.1	Ag003G211520
OG0017405	XP_009128367.1	Ag003G211270
OG0017406	XP_009106692.1	Ag003G210660
OG0017407	XP_009128383.1	Ag003G210520
OG0017408	XP_018508812.2	Ag003G210230
OG0017409	XP_033141111.1	Ag003G208150
OG0017410	XP_033131445.1	Ag003G207350
OG0017411	XP_009104429.2	Ag003G207670
OG0017412	XP_009104428.1	Ag003G207690
OG0017413	XP_018508578.1	Ag003G207730
OG0017415	XP_009124720.2	Ag005G469860
OG0017416	XP_009135298.1	Ag005G469630
OG0017417	XP_009146477.1	Ag005G468990
OG0017418	XP_009146460.2	Ag005G468440
OG0017419	XP_033147819.1	Ag005G468300
OG0017420	XP_009146344.1	Ag005G465450
OG0017421	XP_009146342.1	Ag005G465430
OG0017422	XP_009116509.1	Ag005G464540
OG0017424	XP_009135428.1	Ag005G464390
OG0017425	XP_009146257.1	Ag005G463870
OG0017426	XP_009135449.1	Ag005G462990
OG0017427	XP_009146153.1	Ag005G461460
OG0017428	XP_009146084.1	Ag005G461090
OG0017429	XP_009146059.1	Ag005G459970
OG0017430	XP_009145962.2	Ag005G456560
OG0017431	XP_009112721.1	Ag005G454770
OG0017432	XP_009145891.1	Ag005G454750
OG0017434	XP_009145818.1	Ag005G450620
OG0017435	XP_009145766.1	Ag005G448850
