Orthogroup	Brassica_rapa	Erysimum_linariifolium
OG0016302	XP_009136903.1	El005G271450
OG0016303	XP_009127224.1	El007G340910
OG0016304	XP_018513596.2	El005G271860
OG0016305	XP_009136186.1	El005G271120
OG0016306	XP_009136178.1	El005G270580, El005G270790
OG0016307	XP_009112238.1	El005G271890
OG0016308	XP_033130777.1	El005G271500
OG0016309	XP_018513457.2	El005G271950
OG0016310	XP_009136233.1	El005G271980
OG0016311	XP_009136234.1	El005G271990
OG0016312	XP_009136237.1	El005G272000
OG0016313	XP_009136239.1	El005G272020
OG0016314	XP_009112685.1	El005G272040
OG0016315	XP_009105117.1	El005G272200
OG0016316	XP_009136243.1	El005G272220
OG0016317	XP_009136245.1	El005G272310
OG0016318	XP_009123190.1	El005G272350
OG0016319	XP_009108063.1	El003G181930
OG0016320	XP_009102329.2	El005G272650
OG0016321	XP_009102330.1	El005G272690
OG0016322	XP_009123150.1	El005G272720
OG0016323	XP_009102333.1	El005G272760
OG0016324	XP_009123233.1	El005G272770
OG0016325	XP_009123241.1	El005G273090
OG0016326	XP_009136309.1	El005G273680
OG0016327	XP_009136320.1	El005G273880
OG0016328	XP_009112408.1	El005G274040
OG0016329	XP_009121187.1	El005G274120
OG0016330	XP_033129505.1	El005G274710
OG0016331	XP_009121146.1	El005G274580
OG0016332	XP_009112443.2	El005G275200
OG0016333	XP_009119420.1	El005G275540
OG0016334	XP_009102295.1	El005G275560
OG0016335	XP_009112467.1	El005G275720
OG0016336	XP_009150727.1	El005G276930
OG0016337	XP_009112488.1	El005G276700
OG0016338	XP_009102249.1	El005G276650
OG0016339	XP_009150740.1	El005G276630
OG0016340	XP_009102259.1	El005G276450
OG0016341	XP_018510677.1	El005G277310
OG0016342	XP_009112581.1	El005G277540
OG0016343	XP_009102178.1	El005G277770
OG0016344	XP_009102162.1	El005G277830
OG0016345	XP_009102144.1	El005G278140
OG0016346	XP_009102131.1	El005G278340
OG0016347	XP_009102128.1	El005G278360
OG0016348	XP_009102123.1	El005G278460
OG0016349	XP_033130577.1	El005G278560
OG0016350	XP_009123550.1	El005G278570
OG0016351	XP_018508311.1	El005G278690
OG0016352	XP_033136501.1, XP_009101988.1	El005G279520
OG0016353	XP_009101996.1	El005G279260
OG0016354	XP_009117464.1	El005G279560
OG0016355	XP_009106819.1	El002G141050
OG0016356	XP_009147468.2	El002G141020
OG0016357	XP_009147479.2	El002G140950
OG0016358	XP_009106829.1	El002G140830
OG0016359	XP_009147498.1	El002G140660
OG0016360	XP_009106863.2	El002G140590
OG0016361	XP_009147512.1	El002G140320
OG0016362	XP_009147523.2	El002G140130
OG0016363	XP_009147526.1	El002G140510, El002G140040
OG0016364	XP_033147818.1	El005G249900
OG0016365	XP_009106941.1	El005G262580, El002G139710
OG0016366	XP_009146406.1	El005G250320
OG0016367	XP_009123649.1	El002G139380
OG0016368	XP_009147587.1	El002G139240
OG0016369	XP_009106985.1	El002G138370
OG0016370	XP_009147621.2	El002G138530
OG0016371	XP_033128386.1	El002G138020
OG0016372	XP_009147663.1	El002G137700
OG0016373	XP_009147664.1	El002G137690
OG0016374	XP_009147668.1	El002G137660
OG0016375	XP_009147672.2	El002G137490
OG0016376	XP_009123822.1	El002G137450
OG0016377	XP_009144833.1	El002G137350
OG0016378	XP_009147692.2	El002G137070
OG0016379	XP_009107137.1	El002G137040
OG0016380	XP_009147703.1	El002G136890
OG0016381	XP_009147706.1	El002G136830
OG0016382	XP_009147707.1	El002G136790
OG0016383	XP_009107213.1	El002G135200
OG0016384	XP_009147785.1	El002G135400
OG0016385	XP_009147783.1	El002G135410
OG0016386	XP_009144915.1	El006G319860
OG0016387	XP_009107205.1	El002G135700
OG0016388	XP_009147765.2	El002G135780
OG0016389	XP_009147764.1	El002G135790
OG0016390	XP_033129067.1	El002G134860
OG0016391	XP_009144947.1	El002G134830
OG0016392	XP_009147824.1	El002G134770
OG0016393	XP_009107236.1	El002G134430
OG0016394	XP_009147861.1	El002G134230
OG0016395	XP_009147862.1	El002G134180
OG0016396	XP_033133260.1	El002G134150
OG0016397	XP_009107256.1	El002G134060
OG0016398	XP_009107296.1	El002G133520
OG0016399	XP_033132906.1	El002G133480
OG0016400	XP_009107300.1	El002G133470
OG0016401	XP_009107301.1	El002G133460
OG0016402	XP_009107302.1	El002G133390
OG0016403	XP_009147910.2	El002G133250
OG0016404	XP_009147961.1	El002G132220
OG0016405	XP_009145005.1	El002G132020
OG0016406	XP_009107361.1	El002G131880
OG0016407	XP_009145015.1	El002G131790
OG0016409	XP_009147994.1	El002G131490
OG0016410	XP_009147998.1	El002G131470
OG0016411	XP_009107395.1	El002G131430
OG0016412	XP_033147967.1	El002G131370
OG0016413	XP_009146264.1	El003G171380
OG0016414	XP_009107886.2	El003G171530
OG0016415	XP_009136738.1	El003G171860
OG0016416	XP_009146719.1	El003G172270
OG0016417	XP_009107859.1	El007G343600
OG0016418	XP_009136712.1	El007G343590
OG0016419	XP_009133001.1	El006G296440
OG0016420	XP_009115132.1	El002G117180
OG0016421	XP_009141385.1	El006G296830
OG0016422	XP_009139494.1	El001G022270
OG0016423	XP_009115905.1	El001G022380
OG0016424	XP_033145326.1	El001G022570
OG0016425	XP_009136670.2	El001G022650
OG0016426	XP_033145742.1	El001G022930
OG0016427	XP_009115959.1	El001G023030
OG0016428	XP_009115960.1	El001G023040
OG0016429	XP_009139441.2	El001G023060
OG0016430	XP_009139433.1	El001G023690
OG0016431	XP_009147064.1	El005G242840
OG0016432	XP_009110388.1	El002G101900
OG0016433	XP_009139420.2	El001G023980
OG0016434	XP_009139281.1	El001G024580
OG0016435	XP_009103886.2	El001G024610, El001G024620
OG0016436	XP_009123757.1	El001G022150
OG0016437	XP_009139501.1	El001G022220
OG0016438	XP_009115881.1	El001G022060
OG0016439	XP_009148816.2	El001G022010
OG0016440	XP_009115849.1	El001G021900
OG0016441	XP_033134620.1	El002G108800
OG0016442	XP_009148853.1	El001G021880
OG0016443	XP_009148826.1	El001G021890
OG0016444	XP_009103922.1	El001G025270
OG0016445	XP_009116140.1	El001G025430
OG0016446	XP_009116163.1	El001G025640
OG0016447	XP_033135506.1	El001G025700
OG0016448	XP_033134605.1	El001G025730
OG0016449	XP_009139174.1	El001G026220
OG0016450	XP_009116229.2	El001G026290
OG0016451	XP_009116233.1	El001G026320
OG0016452	XP_009116297.2	El001G027310
OG0016453	XP_009116310.1	El001G027430
OG0016454	XP_009116321.1	El001G027530
OG0016455	XP_009116323.1	El001G027560
OG0016456	XP_033130659.1	El001G027740
OG0016457	XP_009139086.1	El001G028000
OG0016458	XP_009116375.1	El001G028100
OG0016459	XP_009116392.1	El001G028260
OG0016460	XP_009116408.1	El001G028420
OG0016461	XP_009104045.1	El001G028560
OG0016462	XP_009116456.1	El001G029000
OG0016463	XP_009116463.1	El001G029040
OG0016464	XP_033135972.1	El001G029080
OG0016465	XP_009104075.1	El001G029290
OG0016466	XP_009116482.1	El001G029340
OG0016468	XP_009138992.1	El001G029510
OG0016469	XP_009103927.1	El001G025390
OG0016470	XP_033136000.1	El001G030080
OG0016471	XP_009116526.1	El001G030090
OG0016472	XP_009116533.1	El001G030160
OG0016473	XP_009104174.1	El001G030460
OG0016474	XP_009147222.1	El003G187780
OG0016475	XP_009116616.1	El001G031100
OG0016476	XP_009138900.1	El001G031340
OG0016477	XP_009136159.1	El005G270030
OG0016478	XP_009116673.1	El001G031590
OG0016479	XP_009116675.1	El001G031630
OG0016480	XP_009104243.1	El001G031850
OG0016481	XP_009104259.1	El001G032050
OG0016482	XP_009104265.1	El001G032240
OG0016483	XP_009116766.1	El001G032790
OG0016484	XP_009116777.1	El001G033040
OG0016485	XP_018510462.1	El001G033380
OG0016486	XP_009116814.1	El001G033500
OG0016487	XP_033135857.1	El001G033550
OG0016488	XP_033136374.1	El001G033710
OG0016489	XP_009104346.1	El001G033950
OG0016490	XP_033137305.1	El001G034090
OG0016491	XP_009116872.1	El001G034290
OG0016492	XP_033136086.1	El001G034480
OG0016493	XP_009116907.1	El001G034630
OG0016494	XP_009104381.1	El001G034640
OG0016495	XP_009116944.1	El001G035110
OG0016496	XP_009138716.1	El001G034990
OG0016497	XP_009143681.1	El001G035370
OG0016498	XP_009116976.1	El001G035410
OG0016499	XP_009116978.1	El001G035450
OG0016500	XP_009138652.1	El001G035640
OG0016501	XP_009138659.2	El001G035660
OG0016502	XP_009138662.1	El001G035670
OG0016503	XP_009138661.2	El001G035680
OG0016504	XP_009138664.1	El001G035780
OG0016505	XP_033134863.1	El001G035810
OG0016506	XP_009104963.2	El001G035870
OG0016507	XP_009138668.1	El001G035890
OG0016508	XP_009138674.1	El001G035930
OG0016509	XP_009133983.1	El001G035940
OG0016510	XP_033128176.1	El005G271060, El002G141320
OG0016511	XP_009144840.1	El002G137220
OG0016513	XP_009136716.1	El003G172190
OG0016515	XP_033148739.1	El007G348180
OG0016516	XP_009115773.1	El001G021190
OG0016517	XP_009148762.1	El001G023610
OG0016518	XP_009116077.1	El001G024460
OG0016519	XP_009139010.2	El001G029300
OG0016520	XP_033136022.1	El001G029470
OG0016521	XP_018508190.2	El007G350400
OG0016522	XP_009116637.1	El001G031310
OG0016523	XP_009117308.1	El006G318920
OG0016524	XP_009138844.1	El001G032020
OG0016525	XP_009104292.1	El001G033020
OG0016526	XP_009104353.2, XP_009116846.1	El003G153510, El001G034030
OG0016527	XP_033136686.1	El003G171320
OG0016528	XP_009140758.1	El007G364190
OG0016529	XP_009114323.2, XP_033136834.1	El007G365810
OG0016530	XP_009101388.1	El007G366940
OG0016531	XP_009101640.1	El007G361620
OG0016533	XP_033146320.1	El006G296080
OG0016535	XP_009143403.1	El006G291930
OG0016536	XP_009133584.2	El006G285680
OG0016537	XP_009142567.1	El006G280810
OG0016539	XP_009128226.1	El004G230500
OG0016540	XP_009124256.1	El003G183510
OG0016541	XP_009143549.2	El003G156660
OG0016542	XP_009125389.1	El003G149860
OG0016543	XP_009134053.1	El007G344190
OG0016544	XP_033141886.1, XP_033141889.1, XP_033141898.1	El003G189950
OG0016545	XP_033129124.1	El003G141720
OG0016546	XP_009119671.1	El002G083770
OG0016547	XP_009119283.1, XP_009118634.1	El002G086560
OG0016548	XP_033138237.1	El002G088230
OG0016549	XP_009118974.1	El002G089770
OG0016550	XP_009118339.1	El006G311330
OG0016551	XP_033136769.1	El002G091830
OG0016552	XP_009148371.1	El002G093410
OG0016553	XP_033128721.1	El002G094410
OG0016555	XP_009148624.2	El002G095390
OG0016556	XP_009123957.1	El002G097680, El002G097300
OG0016558	XP_009110486.1, XP_033135647.1	El002G099450
OG0016559	XP_009149202.1	El002G101640
OG0016560	XP_009110384.1, XP_009149236.1	El002G101970
OG0016562	XP_009110222.1	El002G104960
OG0016563	XP_009105685.1	El004G221540
OG0016565	XP_009105329.1	El004G218230
OG0016566	XP_033130431.1	El004G199270
OG0016568	XP_009101845.1	El007G357000
OG0016569	XP_009102584.1	El005G265670
OG0016570	XP_009146274.2	El005G251710
OG0016571	XP_009121272.1	El005G247320
OG0016572	XP_009146801.1, XP_033142274.1	El005G246220
OG0016573	XP_009146892.1	El005G245080
OG0016574	XP_033148266.1, XP_009134967.2	El005G242740
OG0016575	XP_009129649.1	El005G241400, El003G169390
OG0016576	XP_009117697.2	El005G235980
OG0016577	XP_033139512.1, XP_009130669.2	El001G081250
OG0016578	XP_009130802.1	El001G078460
OG0016579	XP_009125620.1, XP_033138675.1	El001G076250
OG0016580	XP_009122255.1	El001G075390
OG0016581	XP_018512421.1	El001G075250
OG0016582	XP_009122364.2	El001G074610
OG0016583	XP_009140260.1	El006G321440
OG0016584	XP_009107926.1	El002G123030
OG0016585	XP_033136131.1	El002G121260
OG0016587	XP_009137125.1	El003G161570
OG0016588	XP_009135451.1	El003G163820
OG0016589	XP_009124430.1	El002G128290
OG0016591	XP_009108297.1	El003G169960
OG0016592	XP_009109764.1	El002G113600
OG0016593	XP_009121833.1	El001G004220
OG0016594	XP_033143735.1	El006G300420
OG0016596	XP_009141079.1	El006G302080
OG0016597	XP_009133889.1	El006G306570
OG0016598	XP_009125709.3	El001G073870
OG0016599	XP_009122522.1	El001G072490, El001G072500
OG0016600	XP_009131142.1	El001G071920
OG0016601	XP_009121987.1	El001G070490
OG0016602	XP_009121827.1	El001G068860
OG0016603	XP_009121746.1	El001G068060
OG0016604	XP_009121719.1	El001G067750
OG0016606	XP_009151662.2	El007G347720
OG0016607	XP_009151658.1	El007G347900
OG0016608	XP_009139775.1	El003G187120
OG0016609	XP_009149779.1	El001G018610
OG0016610	XP_009103122.2, XP_033131955.1	El002G109840
OG0016611	XP_033140256.1	El007G333340
OG0016613	XP_009130003.1	El001G054740
OG0016615	XP_033141826.1	El002G138410, El006G320500
OG0016616	XP_009103061.1, XP_009115302.1	El002G112170
OG0016617	XP_009113757.1	El002G113160
OG0016618	XP_009129034.2, XP_009140526.1	El002G114240
OG0016619	XP_018508001.1	El002G134120
OG0016621	XP_009145435.2	El005G260890
OG0016625	XP_009112458.1, XP_009121079.1	El005G275330
OG0016626	XP_033145425.1, XP_009117336.1	El006G319460
OG0016627	XP_009117120.1	El006G316800
OG0016628	XP_033145842.1, XP_033145270.1, XP_009117223.1, XP_009140856.1, XP_033146660.1	El006G314330
OG0016629	XP_018510181.1, XP_009151910.1	El001G042950, El001G042930
OG0016630	XP_009149882.1	El001G017200
OG0016631	XP_009115683.1	El001G020050
OG0016632	XP_009136534.1, XP_009115687.2	El001G020130
OG0016635	XP_009114514.1	El001G004900
OG0016636	XP_018512217.1, XP_009128621.2	El001G000650
OG0016639	XP_009125801.1	El005G247360
OG0016641	XP_009119169.1	El002G087490, El001G041260
OG0016645	XP_033132245.1, XP_033146656.1	El003G175200
OG0016646	XP_009132147.1, XP_033138484.1	El007G334690
OG0016648	XP_009141435.1, XP_009102273.1, XP_009113226.1	El006G309140
OG0016657	XP_009137770.1	El003G155730
OG0016658	XP_009130593.2	El003G155490
OG0016659	XP_009129621.1	El003G155460
OG0016660	XP_009137785.1	El003G155440
OG0016661	XP_009129583.2	El003G155390
OG0016662	XP_009129278.1	El003G155050
OG0016663	XP_009137828.1	El003G154610
OG0016664	XP_009128951.1	El003G154460
OG0016665	XP_009128483.2	El003G153380
OG0016666	XP_009128167.1	El003G153120
OG0016667	XP_009128101.1	El003G153050
OG0016668	XP_009137889.1	El003G153040
OG0016669	XP_009138003.1	El003G151670
OG0016670	XP_009127065.1	El003G151610
OG0016671	XP_009138044.1	El003G151050
OG0016672	XP_009125963.1	El003G150320
OG0016673	XP_009125447.1	El003G149940
OG0016675	XP_009122015.1	El003G149200
OG0016676	XP_009121325.1	El003G149140
OG0016677	XP_033134034.1	El003G149100
OG0016679	XP_009115453.1	El003G148290
OG0016680	XP_033128189.1	El005G251170
OG0016681	XP_033142429.1	El003G147670
OG0016682	XP_009108132.1	El002G118200
OG0016683	XP_009102662.1	El002G118670
OG0016684	XP_009114985.1	El002G118730
OG0016685	XP_033135666.1	El002G118770
OG0016686	XP_033148170.1	El002G119640
OG0016687	XP_009151424.1	El002G119730
OG0016688	XP_009108060.1	El003G182080
OG0016689	XP_009113430.1	El004G210540
OG0016690	XP_009123458.1	El004G209390
OG0016692	XP_009124455.1	El004G208330
OG0016693	XP_009113379.1	El004G206930
OG0016694	XP_009102642.2	El004G204660
OG0016695	XP_009113322.1	El004G203390
OG0016696	XP_009113311.1	El004G203050
OG0016697	XP_033136552.1	El004G202780
OG0016698	XP_009113257.1	El004G201460
OG0016699	XP_009113213.1	El004G201100
OG0016700	XP_009113211.1	El004G201090
OG0016701	XP_009103780.1	El004G201060
OG0016702	XP_009104018.1	El004G200470
OG0016703	XP_009104307.1	El004G200080
OG0016704	XP_009123355.1	El004G198650
OG0016705	XP_009101309.1	El001G036680
OG0016706	XP_033139718.1	El001G036870
OG0016707	XP_009129181.1	El001G036990
OG0016708	XP_009129138.1	El001G037720
OG0016709	XP_033134229.1, XP_009152210.1	El001G038200
OG0016710	XP_009152208.1	El001G038210
OG0016711	XP_009114151.1	El001G038610
OG0016712	XP_009129046.1	El001G039190
OG0016714	XP_009114100.1	El001G040260
OG0016715	XP_009152052.1	El001G040860
OG0016716	XP_033128595.1	El001G041140
OG0016717	XP_009151936.1	El001G042650
OG0016718	XP_009151908.1	El001G042970
OG0016719	XP_009151897.1	El001G043060
OG0016720	XP_009151871.1	El001G043660
OG0016721	XP_009151784.1	El001G045210
OG0016722	XP_009102556.1	El005G266770
OG0016723	XP_009111791.1	El001G045570
OG0016724	XP_033140513.1, XP_033129758.1	El001G046520
OG0016726	XP_033131651.1	El004G217010
OG0016727	XP_009105232.1	El004G216300
OG0016728	XP_009105209.1	El004G215780
OG0016729	XP_009105200.1	El004G215560
OG0016730	XP_009124152.1	El004G214850
OG0016731	XP_009127410.1	El004G213690
OG0016732	XP_009127406.1	El004G213610
OG0016733	XP_009123332.1	El004G212170
OG0016734	XP_009105144.1	El004G211710
OG0016735	XP_009105141.1	El004G211610
OG0016736	XP_009123333.1	El004G211050
OG0016737	XP_033135244.1	El004G206570
OG0016738	XP_009136136.1	El004G210850
OG0016739	XP_009132886.1	El004G193800
OG0016740	XP_009112857.2	El004G193850
OG0016741	XP_009112835.1	El004G194150
OG0016742	XP_009113040.1	El004G197340
OG0016743	XP_009113048.1	El004G197540
OG0016744	XP_009123390.1	El004G198170
OG0016745	XP_009123372.1	El004G198300
OG0016746	XP_009113085.1	El004G198250
OG0016747	XP_009136005.1	El005G248320
OG0016748	XP_009109192.1	El003G158700
OG0016749	XP_009139872.1	El003G158390
OG0016750	XP_009139926.1	El003G158350
OG0016751	XP_009142024.2	El003G158310
OG0016752	XP_009133451.1	El006G288790
OG0016753	XP_009146947.1	El005G244310
OG0016754	XP_009135049.2	El005G244710
OG0016755	XP_009123280.2	El005G244800
OG0016756	XP_009146898.1	El005G244990
OG0016758	XP_009125498.1	El001G079520
OG0016759	XP_009146877.1	El005G245310
OG0016760	XP_009135109.1	El005G245730
OG0016761	XP_009146819.1	El005G246010
OG0016762	XP_009135142.1	El005G246430
OG0016763	XP_033148288.1	El001G072090
OG0016764	XP_009146721.1	El005G247000
OG0016765	XP_009102853.1	El005G271810
OG0016766	XP_018510656.1	El007G326640
OG0016767	XP_009134078.1	El001G011520
OG0016768	XP_009134041.1	El007G344550
OG0016769	XP_009134042.1	El007G344520
OG0016770	XP_009134062.1	El007G344040
OG0016771	XP_009127354.1	El007G343800
OG0016772	XP_009132680.1	El007G343150
OG0016773	XP_009140881.1	El007G343090
OG0016774	XP_009107228.1	El007G342060
OG0016775	XP_009132588.1	El007G342030
OG0016776	XP_033137970.1	El007G341970
OG0016777	XP_009107112.1	El007G341900, El007G341860
OG0016778	XP_009106897.1	El007G341470
OG0016779	XP_018509946.1	El007G341410
OG0016780	XP_009127218.1	El007G340770
OG0016781	XP_009127215.1	El007G340740
OG0016782	XP_009127198.1	El007G340110
OG0016783	XP_009119896.1	El007G339610
OG0016784	XP_009120043.1	El007G337030
OG0016786	XP_009132312.1	El007G335830
OG0016787	XP_009120175.2	El007G335320
OG0016788	XP_033144554.1	El007G335080
OG0016789	XP_009132149.1	El007G334720
OG0016790	XP_009132130.1	El007G334270
OG0016791	XP_009132124.1	El007G334190
OG0016793	XP_009121856.1	El001G069140
OG0016794	XP_009125815.1	El001G070060
OG0016795	XP_009121946.1	El001G070220
OG0016796	XP_009121967.1	El001G070370
OG0016797	XP_009121989.2	El001G070510
OG0016798	XP_009122008.1	El001G070930
OG0016799	XP_009125265.1	El001G071020
OG0016800	XP_033140343.1	El001G071080
OG0016801	XP_009131177.1	El001G071210
OG0016802	XP_009125297.1	El001G071490
OG0016803	XP_009122069.1	El001G071680
OG0016804	XP_009125307.1	El001G071690
OG0016805	XP_009122094.1	El001G071960
OG0016806	XP_009122106.1	El001G072070
OG0016807	XP_009122514.2	El001G072660
OG0016808	XP_018511100.1	El001G072760
OG0016809	XP_033140955.1	El001G072840
OG0016810	XP_009122499.1	El001G072880
OG0016811	XP_009122497.1	El001G072890
OG0016812	XP_009131053.1	El001G073490
OG0016813	XP_009131031.1	El001G073730
OG0016814	XP_009122412.1	El001G073790
OG0016815	XP_009122411.1	El001G073830
OG0016816	XP_009122343.1	El001G074400
OG0016817	XP_009131404.1	El003G168600
OG0016818	XP_018513409.1	El003G168550
OG0016819	XP_033129768.1	El003G168330
OG0016820	XP_033129794.1	El003G167870
OG0016821	XP_009132447.1	El003G167240
OG0016822	XP_009132627.1	El003G166920
OG0016823	XP_009132774.1	El003G166670
OG0016824	XP_009133108.1	El003G166280
OG0016825	XP_009133495.1	El003G165660
OG0016826	XP_009133519.1	El003G165640
OG0016827	XP_009133712.1	El003G165480
OG0016828	XP_009133843.1	El003G165380
OG0016829	XP_009134321.1	El003G165020
OG0016830	XP_009134561.1	El003G164840
OG0016831	XP_009134823.1	El003G164560
OG0016832	XP_009137206.1	El003G164210
OG0016833	XP_009135338.1	El003G163940
OG0016834	XP_033131035.1	El003G163230
OG0016835	XP_009114791.1	El002G121280
OG0016836	XP_009114760.1	El002G122270
OG0016837	XP_009114753.1	El002G122560
OG0016838	XP_009114725.1	El002G123340
OG0016839	XP_033132367.1	El002G123440
OG0016840	XP_009145115.1	El002G124920
OG0016841	XP_009113436.1	El003G182710
OG0016842	XP_009124432.1	El002G128240
OG0016843	XP_033132445.1	El002G126750
OG0016844	XP_009107646.1	El002G126270
OG0016845	XP_009126801.1	El007G333600
OG0016846	XP_009107419.2	El002G130280
OG0016847	XP_009123159.1	El002G130130
OG0016848	XP_009145041.2	El002G129680
OG0016849	XP_009123197.1	El002G129440
OG0016850	XP_033136517.1	El002G113270
OG0016851	XP_033133335.1	El002G113260
OG0016852	XP_009107457.2	El002G128700
OG0016853	XP_009113727.1	El002G113550
OG0016854	XP_009109784.2	El002G113310
OG0016855	XP_009113676.1	El002G113970
OG0016856	XP_009113675.2	El002G113990
OG0016857	XP_009123349.1, XP_009102904.1	El002G114290
OG0016858	XP_009102889.1	El002G114620
OG0016859	XP_009102847.1	El002G115590
OG0016860	XP_033132854.1	El002G115680
OG0016861	XP_009117050.1	El006G314260
OG0016862	XP_009117048.1	El006G314250
OG0016863	XP_009109641.2	El002G115810
OG0016864	XP_009115214.1	El002G115850
OG0016865	XP_009109603.1	El002G116500
OG0016866	XP_009115136.1	El002G117150
OG0016867	XP_009115124.1	El002G117250
OG0016868	XP_009115053.1	El002G117410
OG0016869	XP_009138377.1	El003G146710
OG0016870	XP_009150416.1	El003G146450
OG0016871	XP_009149310.1	El003G146360
OG0016872	XP_009145707.1	El003G145930
OG0016873	XP_009142135.1	El003G145420
OG0016874	XP_009140477.1	El003G145210
OG0016875	XP_009138476.1	El003G144980
OG0016876	XP_009140376.1	El006G319530
OG0016877	XP_009131626.1	El003G144010
OG0016878	XP_009129882.1	El003G143670
OG0016880	XP_009126827.1	El003G143250
OG0016881	XP_009125746.1	El003G143140
OG0016882	XP_009125168.1	El003G143030
OG0016883	XP_009109488.1	El003G142650
OG0016884	XP_009145337.2	El003G142460
OG0016885	XP_009101929.1	El003G142240
OG0016886	XP_009131015.1	El003G142150
OG0016887	XP_009101938.2	El003G141980
OG0016888	XP_009101941.1	El003G141950
OG0016889	XP_009109561.1	El003G141800
OG0016890	XP_009148284.1	El003G141710
OG0016891	XP_009101960.1	El003G141660
OG0016892	XP_009108075.1	El003G181620
OG0016893	XP_009108010.1	El003G183650
OG0016894	XP_033146207.1	El003G184630, El003G180790, El003G180770
OG0016895	XP_009139736.1	El003G185930
OG0016896	XP_009139742.1	El003G186070
OG0016897	XP_009139834.1	El003G189130
OG0016898	XP_009139833.1	El003G189140
OG0016899	XP_009139847.1	El003G189210
OG0016900	XP_009125115.1	El003G189730
OG0016901	XP_009139935.1	El003G189850
OG0016902	XP_033146335.1, XP_018514527.1	El006G296180
OG0016903	XP_009144468.1	El002G093150
OG0016904	XP_009147445.1	El005G235380
OG0016905	XP_009150057.2	El001G014920
OG0016906	XP_009114953.1	El002G119040
OG0016907	XP_009134089.1	El001G011410
OG0016908	XP_009124771.1	El001G011310
OG0016909	XP_033129993.1	El001G016540
OG0016910	XP_009141374.2, XP_009143784.1	El006G296980
OG0016911	XP_009141464.1	El006G298170
OG0016912	XP_009132939.2	El006G298300
OG0016913	XP_009114004.1	El007G358660
OG0016914	XP_033140637.1, XP_033128677.1	El007G358550
OG0016915	XP_009114034.1	El007G357710
OG0016917	XP_009123248.1	El007G355390
OG0016918	XP_009128735.1	El001G009520
OG0016919	XP_009134177.2	El001G009370
OG0016920	XP_009108211.2	El001G008120
OG0016921	XP_009128671.3	El001G007560
OG0016922	XP_009144494.1	El001G006200
OG0016923	XP_009114592.1	El001G005820
OG0016924	XP_018513643.1	El001G005770
OG0016925	XP_009114521.1	El001G004980
OG0016926	XP_009114498.3	El001G004760
OG0016927	XP_009114485.1	El001G004560
OG0016928	XP_009148093.1	El002G091080
OG0016929	XP_009101698.1	El007G361060
OG0016930	XP_033136891.1	El007G363830
OG0016931	XP_009116979.1	El005G250640
OG0016932	XP_009108052.1	El003G182520
OG0016933	XP_009122755.1	El007G366740
OG0016934	XP_009128985.1	El007G366800
OG0016935	XP_009101437.1	El007G366410
OG0016936	XP_009101385.1	El001G082350
OG0016937	XP_018511537.1	El003G183100
OG0016938	XP_009128969.1	El007G366580
OG0016939	XP_009108019.1	El003G183070
OG0016940	XP_009108050.1	El003G182560
OG0016941	XP_009102391.1	El005G269370
OG0016942	XP_009102388.1	El005G269400
OG0016943	XP_009124275.1	El003G182850
OG0016944	XP_033134216.1	El005G270400
OG0016945	XP_009124262.1	El003G183410
OG0016946	XP_018509518.1	El003G182420
OG0016947	XP_009107671.1	El003G179100
OG0016948	XP_009139648.1	El003G178440
OG0016949	XP_009139618.2	El003G177290
OG0016951	XP_009144684.1	El003G175920
OG0016952	XP_009134221.3	El003G175690
OG0016953	XP_009144705.2	El003G174180
OG0016954	XP_009148067.1	El003G174160
OG0016955	XP_009148035.1	El003G174140
OG0016956	XP_009147983.2	El003G174080
OG0016957	XP_009147539.1	El003G173820
OG0016958	XP_009147318.2	El003G172900
OG0016959	XP_009139937.1	El003G189870
OG0016960	XP_033145628.1	El003G189890
OG0016961	XP_009112273.1	El007G322060
OG0016962	XP_009140008.1	El003G191350
OG0016963	XP_009140032.1	El003G191700
OG0016964	XP_009125186.1	El003G192730
OG0016965	XP_009140096.1	El003G193020
OG0016967	XP_033130484.1	El003G193270
OG0016968	XP_033130482.1	El003G193350
OG0016969	XP_009125203.1	El003G193360
OG0016970	XP_009120807.1	El001G001590
OG0016971	XP_009142478.1	El006G279700
OG0016972	XP_018514650.1	El006G279720
OG0016973	XP_009111662.1	El006G279970
OG0016974	XP_009118719.1	El006G280270
OG0016975	XP_033139291.1	El006G280420
OG0016976	XP_009142581.1	El006G280980
OG0016977	XP_009133790.1	El006G281060
OG0016978	XP_033148401.1	El006G281350
OG0016979	XP_033148402.1	El006G281860
OG0016980	XP_009142342.1	El001G039640, El005G247480, El006G282940
OG0016981	XP_009142313.1	El006G283490
OG0016982	XP_033148376.1	El006G315460
OG0016983	XP_009142990.2	El006G284730
OG0016984	XP_009142984.1	El006G284830
OG0016985	XP_009133646.2	El006G284910
OG0016986	XP_018510052.1	El001G031010
OG0016987	XP_009133594.1	El006G285540
OG0016988	XP_009133578.1	El006G285700
OG0016990	XP_033145659.1	El006G287330
OG0016992	XP_033148416.1	El006G287930
OG0016993	XP_009112707.1	El001G081960
OG0016994	XP_009130629.2	El001G081950
OG0016996	XP_009125407.1	El001G081680
OG0016997	XP_009125417.1	El001G081620
OG0016998	XP_009125419.2	El001G081600
OG0016999	XP_009125423.1	El001G081560
OG0017000	XP_009125429.1	El001G081320
