Orthogroup	Brassica_rapa	Brassica_napus
OG0011048	XP_009130442.1	XP_013701015.1, XP_013643055.2
OG0011049	XP_009150544.1	XP_013643127.2
OG0011050	XP_033136959.1	XP_013677891.2, XP_013701648.2
OG0011051	XP_009103492.1	XP_013675464.2, XP_013653550.1, XP_013686270.2
OG0011052	XP_009112327.1	XP_013661328.2, XP_022568833.1
OG0011053	XP_009103523.1	XP_048618474.1, XP_013653749.1
OG0011054	XP_009103544.1	XP_013653730.1
OG0011054	XP_009112284.1	XP_013661390.2
OG0011055	XP_009150858.1	XP_048591006.1, XP_013673348.2
OG0011055	XP_009112274.1	XP_013688504.2, XP_013661380.1
OG0011056	XP_033141399.1	XP_048630025.1, XP_013677209.2
OG0011056	XP_009112261.1	XP_048623868.1, XP_013661365.2
OG0011057	XP_009128490.1	XP_013648861.1, XP_048631299.1, XP_013683694.2
OG0011058	XP_009111475.1	XP_048625451.1, XP_048595115.1
OG0011059	XP_009134564.1	XP_013735257.2, XP_048605979.1
OG0011060	XP_009128479.1	XP_048630973.1, XP_048612200.1, XP_013683674.1
OG0011061	XP_009128508.1	XP_048612330.1, XP_013718510.2
OG0011062	XP_009111381.1	XP_048625506.1, XP_013722825.1
OG0011063	XP_033135577.1	XP_013722766.1, XP_048595152.1
OG0011064	XP_009111354.1	XP_013722853.1, XP_013726317.2
OG0011065	XP_009111353.1	XP_048595156.1
OG0011066	XP_009111348.1	XP_013726358.2, XP_013722842.1
OG0011067	XP_009119642.1	XP_013666368.2, XP_013696856.1
OG0011068	XP_009134471.1	XP_048605935.1, XP_013684385.1, XP_048605938.1, XP_048632078.1
OG0011069	XP_009134474.1	XP_048632082.1, XP_013684383.1
OG0011070	XP_009111325.1	XP_013731959.2, XP_013722835.2
OG0011071	XP_009144586.1	XP_013676987.1, XP_048612408.1
OG0011072	XP_009144568.1	XP_013677005.1, XP_048612469.1, XP_013695672.2
OG0011073	XP_009144561.1	XP_048604125.1, XP_048612475.1, XP_013695711.2
OG0011074	XP_033141054.1	XP_048604499.1, XP_013697378.2, XP_048627479.1
OG0011075	XP_009144539.1	XP_013696144.2
OG0011075	XP_033142103.1	XP_013740794.2
OG0011076	XP_009134400.2	XP_013684146.2, XP_013735418.2
OG0011077	XP_009136292.1	XP_013741202.2
OG0011077	XP_009121894.2	XP_013696897.2, XP_048595219.1
OG0011078	XP_033134809.1	XP_022562955.1, XP_013661749.2, XP_048623504.1
OG0011079	XP_009143907.2	XP_022574993.2, XP_013692796.2
OG0011080	XP_018509605.1	XP_048624310.1, XP_013731272.2
OG0011081	XP_009141278.2	XP_013648864.1, XP_013744417.2
OG0011082	XP_033143065.1	XP_048608416.1, XP_013734203.1
OG0011083	XP_033145297.1	XP_048634370.1
OG0011083	XP_009143915.1	XP_013692134.3, NP_001302788.1
OG0011084	XP_033147699.1	XP_013748702.2, XP_013686321.1
OG0011085	XP_009141139.1	XP_013744336.2
OG0011086	XP_009144267.1	XP_048634911.1, XP_013748742.2
OG0011087	XP_009132743.1	XP_013733943.1, XP_013733941.2
OG0011088	XP_009144348.2	XP_048626776.1, XP_013692541.1, XP_048630230.1, XP_013730403.2, XP_048636832.1
OG0011089	XP_009144364.1	XP_013748910.2, XP_048636841.1, XP_013748898.1
OG0011090	XP_009140999.1	XP_013744222.2, XP_013744261.2
OG0011091	XP_009124363.1	XP_013643846.1, XP_013647700.1
OG0011092	XP_009106885.1	XP_013740654.2, XP_013729888.2
OG0011093	XP_009103674.2	XP_013687084.2
OG0011094	XP_009103668.1	XP_022568976.2, XP_022556313.1, XP_048610482.1, XP_022556314.2
OG0011095	XP_009103643.1	XP_013651801.2, XP_013690873.1
OG0011096	XP_009140812.2	XP_013743986.2
OG0011097	XP_009111251.1	XP_013688529.1, XP_013722889.2
OG0011098	XP_009140791.1	XP_048633749.1
OG0011099	XP_009140751.2	XP_013742453.1, XP_013744019.2
OG0011100	XP_009143363.1	XP_013748257.2, XP_013707374.1
OG0011100	XP_009141764.1	XP_013701977.1, XP_048634567.1
OG0011101	XP_033129657.1	XP_048591234.1, XP_013644291.1
OG0011102	XP_009104219.1	XP_013749170.1, XP_022560731.1
OG0011103	XP_009109880.1	XP_013655193.1, XP_013655159.1, XP_048626652.1
OG0011104	XP_009132798.1	XP_013740461.1, XP_013742755.2
OG0011105	XP_009109156.1	XP_013725706.1, XP_013710583.2
OG0011106	XP_009147426.1	XP_013730605.1, XP_048614334.1
OG0011107	XP_009147436.2	XP_048636265.1, XP_048614349.1
OG0011108	XP_009134591.2	XP_013684261.1, XP_048632131.1, XP_048632946.1, XP_048593162.1
OG0011109	XP_009144328.1	XP_048630286.1, XP_048630288.1, XP_022575059.2, XP_013732834.1
OG0011110	XP_033141083.1	XP_048629965.1, XP_048631587.1
OG0011110	XP_033146685.1	XP_048634833.1
OG0011111	XP_009141988.2	XP_013727343.1, XP_013687805.1
OG0011112	XP_009141987.2	XP_013690372.1, XP_013727347.1
OG0011112	XP_009142739.2	XP_013691750.1, XP_013752085.2
OG0011113	XP_009109169.2	XP_048593704.1
OG0011113	XP_009137618.1	XP_048619859.1, XP_022562914.1
OG0011113	XP_009142773.1	XP_013741998.1
OG0011114	XP_009142734.1	NP_001302550.1, NP_001302964.1
OG0011115	XP_009137610.2	XP_013741556.2
OG0011115	XP_033130467.1	XP_013705200.2
OG0011116	XP_009121291.1	XP_013673314.1, XP_048608175.1
OG0011117	XP_009147331.2	XP_048614256.1, XP_013750936.2
OG0011118	XP_009147324.1	XP_048614249.1, XP_013750927.2
OG0011119	XP_009118932.2	XP_013732182.2, XP_048601965.1
OG0011119	XP_009130319.1	XP_013732330.2
OG0011120	XP_009126376.1	XP_013721852.2, XP_013676032.1
OG0011121	XP_009102075.1	XP_013729389.2, XP_013746444.1
OG0011122	XP_009134765.1	XP_013735769.2, XP_013745058.1
OG0011123	XP_009147281.1	XP_013750687.1, XP_013750744.1
OG0011124	XP_009147294.1	XP_013750755.2, XP_048615427.1
OG0011125	XP_033147741.1	XP_048620266.1, XP_013740206.2
OG0011125	XP_033147787.1	XP_048615419.1
OG0011126	XP_033147541.1	XP_013674281.2, XP_048619285.1
OG0011127	XP_009124960.1	XP_013725417.2
OG0011127	XP_033148207.1	XP_048615382.1, XP_013695986.2
OG0011128	XP_009129636.1	XP_022571822.2, XP_013696379.1
OG0011129	XP_009129640.1	XP_013696038.2, XP_022571817.2
OG0011130	XP_009102361.1	XP_048614813.1, XP_048619453.1, XP_013640517.2
OG0011131	XP_009134896.1	XP_013728026.1, XP_013740921.2
OG0011132	XP_009151649.1	XP_048591229.1, XP_013644306.2
OG0011133	XP_009135014.1	XP_022555181.1
OG0011133	XP_009147011.1	XP_013750495.1, XP_013695615.1
OG0011134	XP_009147000.1	XP_022570590.1, XP_013750487.2
OG0011134	XP_009123922.1	XP_048616078.1, XP_013724150.2
OG0011135	XP_009146968.1	XP_013693356.2, XP_022559250.1
OG0011135	XP_009135077.1	XP_048632310.1
OG0011136	XP_033144011.1	XP_048632309.1, XP_048606152.1
OG0011136	XP_009146967.2	XP_022575619.1, XP_013697463.2
OG0011137	XP_009141910.2	XP_048611163.1, XP_013744916.2
OG0011138	XP_009141857.1	XP_013744819.2, XP_013687706.1
OG0011138	XP_009133396.1	XP_013717077.2, XP_013734556.2
OG0011139	XP_009141831.1	XP_013677145.1, XP_013744836.1, XP_048634589.1
OG0011140	XP_009143343.2	XP_013748277.2, XP_048609422.1, XP_048636464.1
OG0011141	XP_009133295.1	XP_048631695.1, XP_013734650.2
OG0011142	XP_009141551.1	XP_022557796.2, XP_013687540.2
OG0011143	XP_009143604.2	XP_048636531.1, XP_048631416.1, XP_048628915.1, XP_013686576.2
OG0011144	XP_009141622.2	XP_048611045.1, XP_013687619.2
OG0011145	XP_009141647.1	XP_013744754.1, XP_013680627.1
OG0011145	XP_009143507.2	XP_013719284.2, XP_013692182.1
OG0011146	XP_009141656.2	XP_048629493.1, XP_013682651.1, XP_048634523.1
OG0011147	XP_009133198.1	XP_048608484.1, XP_048631658.1, XP_048629518.1
OG0011148	XP_009143451.1	XP_048636505.1
OG0011149	XP_009143441.1	XP_048636502.1, XP_048636498.1, XP_013680828.2
OG0011150	XP_009133241.1	XP_048631671.1, XP_013723930.1
OG0011151	XP_033146378.1	XP_013747465.2
OG0011151	XP_033146789.1	XP_013752212.2
OG0011152	XP_009133263.1	XP_013740608.2, XP_013705540.1
OG0011152	XP_009143381.1	XP_048636477.1, XP_013706997.2
OG0011153	XP_009149037.1	XP_013641685.1
OG0011154	XP_033134680.1	XP_013712423.1, XP_022547151.2
OG0011154	XP_009149045.1	XP_013646629.1, XP_013691286.2
OG0011155	XP_009149048.1	XP_013688699.1, XP_013641679.1
OG0011156	XP_009149072.1	XP_048614137.1, XP_013646626.3
OG0011156	XP_009110453.1	XP_013682360.2, XP_013701481.1
OG0011157	XP_009149165.1	XP_013646604.2, XP_022559395.1
OG0011157	XP_009110423.1	XP_013711740.1, XP_013682962.1, XP_048594103.1
OG0011158	XP_033132690.1	XP_048594097.1, XP_013682963.2
OG0011158	XP_033128970.1	XP_013744566.2, XP_013641568.2
OG0011159	XP_009149218.1	XP_013641755.2, XP_048614168.1
OG0011160	XP_009117647.1	XP_048621131.1, XP_013664588.1
OG0011160	XP_009149225.1	XP_013646646.1, XP_013723302.2
OG0011161	XP_009149243.1	XP_013641731.2, XP_022558059.2
OG0011161	XP_009110376.1	XP_013690958.1, XP_013682996.1
OG0011162	XP_009110268.1	XP_048622426.1, XP_048593488.1
OG0011162	XP_009149617.1	XP_013694538.1, XP_013645322.2
OG0011163	XP_009149466.1	XP_013641853.1, XP_013707831.1
OG0011163	XP_009110257.1	XP_013729473.1
OG0011164	XP_009149500.1	XP_013642018.1, XP_013671273.1
OG0011165	XP_009149520.1	XP_013729992.2, XP_013735583.1
OG0011166	XP_009103296.1	XP_013651624.2, XP_048618250.1
OG0011166	XP_033128612.1	XP_048638520.1, XP_013670076.1
OG0011167	XP_009103278.1	XP_013651609.2, XP_048618706.1, XP_013721793.1
OG0011168	XP_009115586.1	XP_013726011.1, XP_013697429.2
OG0011169	XP_009115502.1	XP_013696651.1, XP_048626847.1, XP_013695888.1
OG0011169	XP_009103158.1	XP_013665638.1, XP_013653311.2
OG0011170	XP_009110068.1	XP_048593976.1
OG0011170	XP_009115466.1	XP_048614967.1, XP_013662858.1
OG0011171	XP_009115441.2	XP_048596873.1, XP_022569312.2
OG0011172	XP_033134029.1	XP_048593964.1, XP_022545981.1
OG0011172	XP_009103111.1	XP_013653290.2, XP_048618632.1
OG0011173	XP_009110016.1	XP_013657204.1
OG0011173	XP_009115370.1	XP_013692996.1, XP_013646768.1
OG0011174	XP_009135250.1	XP_013650977.1, XP_013696542.1
OG0011174	XP_009146586.1	XP_013751746.2, XP_013680065.3
OG0011175	XP_033130125.1	XP_013659748.1, XP_013659746.1, XP_013710101.3
OG0011175	XP_033136304.1	XP_013646782.1, XP_013695541.1
OG0011176	XP_009103063.1	XP_013662821.1, XP_013708894.2
OG0011176	XP_009115308.1	XP_022574987.2, XP_048596109.1
OG0011177	XP_009109869.1	XP_013657196.1
OG0011178	XP_009103047.1	XP_013723578.2
OG0011178	XP_009109855.1	XP_013655165.1, XP_013697978.2
OG0011179	XP_033132014.1	XP_013652850.2, XP_013726908.1
OG0011179	XP_009109850.1	XP_013655168.2, XP_048606809.1
OG0011180	XP_009103006.1	XP_013721636.1, XP_013653270.2
OG0011181	XP_009113764.1	XP_048596096.1, XP_013698368.2
OG0011182	XP_009127549.1	XP_013688227.2, XP_013671043.1
OG0011182	XP_009105122.1	XP_013706897.2, XP_048591892.1
OG0011183	XP_009119714.1	XP_048599262.1, XP_048614575.1
OG0011184	XP_009109799.1	XP_013685351.1, XP_013663223.1
OG0011184	XP_009113760.1	XP_013662511.1, XP_048615014.1
OG0011185	XP_009108066.1	XP_013711859.2, XP_013686914.2
OG0011186	XP_009138932.1	XP_013739727.1, XP_013641395.1
OG0011187	XP_009139362.2	XP_013740040.1, XP_048600162.1
OG0011187	XP_009137543.1	XP_013707698.1, XP_013738078.1
OG0011190	XP_009150457.1	XP_013709409.2
OG0011191	XP_009117245.1	XP_048620982.1, XP_013711814.2
OG0011192	XP_009140492.1	XP_048612327.1, XP_013749164.1
OG0011192	XP_018510616.2	XP_048597442.1, XP_013711622.2
OG0011193	XP_009140487.1	XP_013743674.2, XP_013743819.2
OG0011194	XP_033145394.1	XP_013670528.2
OG0011195	XP_009117350.2	XP_013712488.1, XP_013664186.2
OG0011195	XP_009140322.2	XP_013671392.2, XP_013716919.2
OG0011196	XP_009140310.1	XP_013669909.1, XP_013716973.1
OG0011197	XP_009117382.1	XP_013660943.2, XP_022563962.2
OG0011198	XP_033145798.1	XP_013717026.1, XP_048633539.1
OG0011198	XP_009117436.1	XP_013711841.1, XP_013664313.2
OG0011199	XP_009148719.1	XP_022558964.2
OG0011199	XP_009110546.1	XP_013657380.1, XP_013677791.2
OG0011200	XP_009148711.1	XP_013641285.2, XP_013727236.1
OG0011200	XP_009117914.1	XP_013660261.1, XP_048621230.1
OG0011201	XP_009148697.1	XP_013697718.2, XP_048614012.1
OG0011201	XP_018509645.1	XP_013664687.1, XP_013676202.2
OG0011202	XP_009110569.3	XP_048594170.1, XP_013655243.1
OG0011203	XP_009117979.1	XP_048597715.1, XP_048621254.1
OG0011204	XP_009110611.1	XP_013677836.2, XP_013657329.2
OG0011205	XP_009148788.1	XP_048638181.1, XP_013695653.1
OG0011205	XP_009110616.1	XP_013677842.2, XP_013657317.1
OG0011206	XP_009118075.1	XP_048621291.1
OG0011206	XP_009148582.1	XP_022559613.1, XP_048613978.1, XP_013746565.2
OG0011207	XP_009110682.1	XP_022569095.2, XP_048594197.1
OG0011208	XP_009118171.1	XP_013732199.1
OG0011209	XP_009118186.1	XP_013709948.2, XP_013708438.1
OG0011210	XP_009148430.1	XP_013645529.2
OG0011211	XP_033132796.1	XP_022563983.1
OG0011212	XP_009144452.1	XP_013657757.1, XP_013750795.3
OG0011213	XP_009144480.1	XP_013657743.1, XP_048622266.1
OG0011214	XP_009110857.1	XP_022546157.1, XP_013750883.1
OG0011215	XP_009145579.1	XP_022573830.1, XP_013733799.2
OG0011216	XP_009148139.1	XP_013646459.2
OG0011216	XP_009118340.1	XP_013716293.1, XP_048621378.1
OG0011217	XP_009134293.1	XP_013672625.2, XP_013716546.2
OG0011218	XP_009107404.1	XP_013666538.3, XP_022560923.1
OG0011218	XP_009118945.2	XP_022548828.2, XP_013746890.2
OG0011219	XP_009148069.1	XP_013711773.1, XP_013641112.2
OG0011220	XP_009110953.1	XP_013657547.1
OG0011220	XP_009118968.1	XP_013691541.1, XP_013696201.2
OG0011221	XP_009118976.1	XP_013696974.1, XP_013687147.1
OG0011222	XP_009118471.1	XP_013716136.1, XP_048597881.1
OG0011223	XP_009118542.1	XP_013748782.1
OG0011224	XP_009111008.1	XP_013737652.1, XP_013660629.1
OG0011225	XP_009111013.1	XP_048621564.1, XP_048594273.1
OG0011225	XP_009118562.1	XP_013716487.1
OG0011226	NP_001288994.1	XP_013666645.1, XP_013697928.1
OG0011227	XP_033138239.1	XP_013696665.2, XP_048599426.1
OG0011227	XP_009118567.2	XP_013716433.1
OG0011228	XP_009118584.2	XP_013716392.1
OG0011228	XP_033138188.1	XP_013666225.2
OG0011229	XP_009119150.1	XP_048599416.1, XP_022559092.2
OG0011230	XP_033135620.1	XP_013716332.2
OG0011230	XP_033138494.1	XP_048599411.1, XP_022559576.2
OG0011231	XP_009119261.1	XP_013666451.1, XP_048613690.1
OG0011232	XP_009119278.1	XP_013698324.1, XP_013666466.2
OG0011233	XP_009119347.1	XP_013693013.2, XP_013666409.1
OG0011234	XP_009119534.1	XP_013719350.2, XP_013696259.1
OG0011235	XP_009119528.1	XP_022548916.2, XP_013697943.2
OG0011235	XP_009111149.1	XP_013698069.2
OG0011236	XP_009118689.2	XP_013664849.1
OG0011236	XP_009119365.1	XP_048599347.1, XP_013693368.2
OG0011237	XP_009119549.1	XP_013719181.1, XP_013697388.1
OG0011238	XP_009119558.1	XP_048599326.1, XP_048599311.1, XP_013697612.2
OG0011239	XP_009111161.1	XP_013697459.1, XP_013698306.2
OG0011240	XP_009111167.1	XP_013697023.2
OG0011240	XP_009119570.1	XP_013693516.1, XP_013719178.1
OG0011241	XP_009111177.1	XP_013697729.1, XP_048620462.1
OG0011242	XP_009118748.1	XP_013707817.2, XP_048621818.1
OG0011242	XP_009119614.1	XP_013719162.1, XP_013693137.1
OG0011243	XP_009118752.1	XP_013664889.2, XP_013711744.2
OG0011244	XP_009111195.1	XP_013697206.2
OG0011244	XP_009119624.1	XP_048599294.1, XP_013697497.1
OG0011245	XP_009118800.1	XP_013673040.1, XP_013647601.1
OG0011245	XP_009119680.1	XP_013666332.2
OG0011246	XP_009147834.2	XP_048616348.1, XP_048637795.1
OG0011247	XP_009131373.1	XP_048626010.1, XP_022554353.1
OG0011248	XP_009121677.1	XP_022559108.1, XP_013667648.2
OG0011248	XP_009131396.1	XP_013727778.2, XP_013714551.1
OG0011249	XP_009121689.3	XP_022549264.1, XP_048625150.1
OG0011250	XP_009121703.2	XP_048625158.1, XP_048598276.1
OG0011251	XP_009125995.1	XP_013662385.1
OG0011251	XP_009121639.1	XP_013713111.1, XP_013667699.2
OG0011252	XP_009131457.1	XP_013740170.2, XP_013740186.1
OG0011252	XP_033137548.1	XP_013666024.2
OG0011253	XP_009131536.1	XP_022567559.1, XP_022554426.2
OG0011254	XP_009121488.1	XP_013667832.1
OG0011254	XP_033141686.1	XP_048602365.1, XP_013652433.2
OG0011255	XP_009121462.1	XP_013728458.2, XP_048598207.1
OG0011256	XP_009107510.2	XP_013743092.2, XP_022549172.2
OG0011256	XP_009126182.1	XP_013649796.2
OG0011257	XP_009126181.1	XP_013649795.1, XP_048602392.1
OG0011258	XP_009131613.1	XP_013729841.1
OG0011259	XP_009105374.1	XP_013649302.2, XP_013701771.2
OG0011260	XP_009131659.1	XP_013681865.1, XP_013730134.1
OG0011261	XP_009126254.1	XP_013727739.2, XP_022551536.2
OG0011262	XP_009120958.1	XP_013683178.1, XP_013667494.1
OG0011262	XP_009131681.1	XP_013681884.2, XP_013730237.2
OG0011263	XP_009120921.1	XP_013683479.1, XP_013667391.2, XP_013683482.2
OG0011264	XP_033129760.1	XP_013647306.1
OG0011265	XP_009151158.1	XP_013643958.1, XP_013643796.2
OG0011265	XP_009111719.1	XP_013660835.2
OG0011266	XP_009111772.1	XP_022569936.2, XP_013657938.2
OG0011266	XP_009151170.2	XP_013688701.1, XP_013643945.2
OG0011267	XP_009151168.1	XP_013643949.1, XP_013686084.2
OG0011268	XP_009151178.1	XP_013643943.1, XP_013703435.2
OG0011269	XP_033136594.1	XP_022548034.2, XP_048595321.1
OG0011270	XP_009111900.1	XP_048595297.1, XP_022568444.1
OG0011271	XP_009129806.1	XP_013659796.1
OG0011272	XP_009151288.1	XP_022550664.1, XP_013644066.2
OG0011273	XP_009129790.1	XP_013675282.1, XP_013721199.1
OG0011274	XP_009151712.1	XP_013646067.2, XP_013705735.1
OG0011274	XP_009111865.1	XP_022558827.2, XP_022570382.2
OG0011275	XP_009111871.1	XP_048625621.1, XP_013660819.2
OG0011276	XP_033129730.1	XP_048637632.1
OG0011276	XP_009111842.1	XP_013724294.1, XP_048595290.1
OG0011277	XP_009125918.1	XP_013679698.1
OG0011277	XP_009121758.1	XP_048625182.1, XP_013667923.2
OG0011278	XP_033143565.1	XP_013691082.2
OG0011278	XP_009130974.2	XP_013710508.2
OG0011279	XP_009130925.1	XP_013723874.1
OG0011279	XP_009122223.2	XP_013715627.2, XP_022569297.2
OG0011280	XP_009122196.1	XP_013715226.2
OG0011281	XP_009125609.1	XP_013718999.1, XP_048604519.1
OG0011282	XP_009122155.1	XP_013737864.1, XP_013715477.2
OG0011282	XP_009125602.1	XP_013718959.1
OG0011283	XP_009130884.1	XP_013678531.2, XP_013724101.2
OG0011284	XP_009122148.1	XP_013737856.1, XP_013715393.2
OG0011285	XP_009146632.1	XP_013731737.1, XP_013749960.1
OG0011286	XP_009122596.1	XP_013668187.1, XP_013729433.1
OG0011287	XP_009130041.1	XP_013674404.2, XP_013674470.1, XP_048629365.1
OG0011287	XP_033136509.1	XP_013739703.1, XP_048595350.1
OG0011288	XP_009151088.1	XP_013643755.2, XP_013707005.3
OG0011289	XP_009151092.1	XP_013737476.2, XP_013643754.2, XP_013707004.1
OG0011290	XP_009151068.1	XP_048591088.1, XP_013682322.2
OG0011290	XP_009111666.1	XP_048625697.1, XP_013660867.2
OG0011291	XP_033136213.1	XP_013659134.1, XP_013659135.1
OG0011291	XP_033140499.1	XP_022561666.1, XP_013675345.2
OG0011292	XP_009111643.1	XP_048595367.1
OG0011292	XP_009151011.2	XP_013643704.2, XP_013676415.1
OG0011293	XP_009150995.1	XP_013643626.2, XP_013643696.1
OG0011294	XP_033134105.1	XP_013661007.2, XP_013724673.1
OG0011294	XP_009137529.1	XP_013711676.2, XP_013643440.2
OG0011295	XP_009150936.1	XP_048617942.1, XP_048591049.1
OG0011295	XP_009141891.1	XP_013659173.2, XP_013724640.2
OG0011296	XP_033129560.1	XP_013647159.1
OG0011297	XP_009150905.1	XP_013643482.2, XP_022543369.2
OG0011297	XP_009141747.2	XP_013661037.1, XP_013700857.1
OG0011298	XP_033142388.1	XP_013741223.1, XP_022562826.2
OG0011299	XP_009130167.1	NP_001302857.1, XP_013678254.2
OG0011299	XP_009136498.1	XP_022572408.1, XP_013693230.2
OG0011300	XP_033128164.1	XP_048606693.1
OG0011300	XP_009112031.1	XP_013661181.1, XP_048595438.1
OG0011301	XP_009126734.1	XP_013683424.1, XP_013682660.2
OG0011302	XP_009120390.1	XP_013739779.2, XP_013716735.2
OG0011303	XP_009132058.1	XP_013682430.2
OG0011303	XP_009120347.1	XP_013731388.1, XP_013716719.1
OG0011304	XP_009126889.3	XP_048606542.1
OG0011304	XP_009120344.1	XP_013731383.1, XP_048598927.1
OG0011305	XP_009120335.1	XP_013722220.1, XP_013716825.1
OG0011306	XP_009136585.1	XP_013737052.1, XP_013737171.2
OG0011307	XP_009136551.1	XP_013741249.1, XP_013721820.1
OG0011307	XP_009115726.1	XP_013722233.2
OG0011308	XP_009102047.1	XP_013694502.1, XP_048601916.1
OG0011308	XP_033137083.1	XP_013675235.2, XP_013722224.2
OG0011309	XP_009115723.1	XP_048620481.1, XP_013711849.2
OG0011310	XP_018512631.2	XP_013721828.1, XP_013737026.1
OG0011311	XP_009136543.1	XP_013737024.1, XP_013721826.2
OG0011312	XP_009101476.1	XP_013672345.1
OG0011312	XP_009115669.1	XP_013752320.1, XP_022547522.1
OG0011313	XP_009149774.1	XP_013741795.1, XP_048638561.1
OG0011314	XP_009151440.1	XP_022574848.1
OG0011314	XP_009150185.1	XP_048590835.1
OG0011315	XP_009151430.1	XP_013648962.1, XP_013648961.2
OG0011316	XP_009149839.1	XP_022566013.1, XP_048638598.1
OG0011317	XP_033133826.1	XP_013655245.1
OG0011317	XP_009110568.1	XP_013677805.2
OG0011318	XP_009149981.1	XP_013703845.1, XP_022543175.2
OG0011319	XP_033128541.1	XP_048590734.1, XP_013703659.1
OG0011321	XP_009149896.1	XP_013723969.2, XP_013677305.1
OG0011322	XP_009150307.1	XP_048590757.1, XP_013692864.2
OG0011323	XP_009123259.1	XP_022543115.2, XP_013671839.2
OG0011324	XP_009106806.2	XP_013649425.2, XP_013725282.2
OG0011325	XP_009140045.1	XP_013668432.2, XP_022570571.2
OG0011326	XP_009105053.1	XP_013649125.1, XP_013731634.1
OG0011327	XP_033139576.1	XP_048611361.1, XP_022564134.1, XP_048603774.1
OG0011328	XP_009105341.1	XP_013733046.1, XP_013649274.1, XP_013702232.2
OG0011329	XP_009105409.1	XP_013689415.2, XP_013702734.2
OG0011329	XP_009105033.1	XP_022561007.1, XP_013649107.1
OG0011330	XP_009105027.1	XP_013649105.1, XP_013707624.2
OG0011330	XP_009127660.1	XP_013689458.1
OG0011331	XP_009127747.1	XP_013666218.1, XP_013716994.2
OG0011332	XP_009127756.1	XP_013717385.1
OG0011332	XP_009105524.1	XP_048616746.1, XP_013699209.2
OG0011333	XP_009104879.1	XP_013649003.2
OG0011334	XP_009105708.1	XP_013713078.1
OG0011334	XP_009104953.2	XP_022551838.1, XP_048616037.1
OG0011335	XP_033130216.1	XP_013702698.1, XP_022569962.1
OG0011335	XP_009105722.1	XP_022569963.1, XP_013702699.1
OG0011336	XP_009127810.1	XP_013691225.2, XP_013649028.1
OG0011337	XP_009127826.1	XP_048612966.1, XP_048604367.1
OG0011337	XP_009105744.1	XP_013701930.1, XP_048592091.1
OG0011338	XP_009127837.1	XP_048613010.1
OG0011338	XP_009105766.1	XP_048592109.1, XP_013699071.2
OG0011339	XP_033130278.1	XP_022551127.1, XP_022544890.1
OG0011339	XP_009127864.1	XP_048613050.1
OG0011340	XP_009104899.1	XP_013648988.1
OG0011340	XP_009105826.1	XP_013676399.2, XP_013649494.1
OG0011341	XP_018511731.1	XP_048604393.1, XP_048613086.1
OG0011341	XP_009104895.1	XP_013728590.1, XP_013648991.2
OG0011342	XP_009105870.1	XP_013672408.1, XP_013649527.1
OG0011343	XP_009104580.1	XP_013648656.1, XP_048616313.1
OG0011343	XP_033131257.1	XP_013649984.1, XP_013650165.1
OG0011344	XP_009106526.1	XP_013650167.2, XP_048617516.1, XP_013649987.1, XP_048627432.1
OG0011345	XP_009104596.1	XP_013648665.1, XP_013648678.1
OG0011345	XP_009106436.1	XP_013650012.1, XP_013696054.2
OG0011346	XP_009143644.2	XP_013743172.2
OG0011346	XP_018512906.1	XP_048615343.1
OG0011347	XP_033128965.1	XP_048612729.1, XP_013642304.2
OG0011348	XP_009106297.2	XP_013717894.3, XP_013701452.2
OG0011348	XP_033130732.1	XP_048591730.1, XP_013721163.1
OG0011349	XP_033131626.1	XP_013700808.1, XP_048592240.1
OG0011350	XP_009128126.2	XP_013708552.1
OG0011350	XP_009106218.1	XP_013717869.2, XP_013701034.1
OG0011351	XP_009128403.1	XP_013684140.2, XP_013714272.1
OG0011352	XP_009107446.1	XP_013675879.2, XP_048593590.1
OG0011353	XP_009151985.1	XP_048591348.1, XP_013646175.2
OG0011354	XP_009106188.1	XP_013649907.2, XP_013701764.1
OG0011355	XP_009104721.2	XP_013651136.2, XP_022568927.1
OG0011355	XP_009128075.2	XP_048603641.1
OG0011356	XP_009106140.1	XP_013649956.2, XP_013700620.1
OG0011357	XP_009104761.1	XP_013726372.1, XP_013682502.1
OG0011357	XP_033130148.1	XP_048592203.1, XP_013701125.2
OG0011358	XP_009106102.1	XP_013649722.2, XP_048617381.1, XP_013649763.2
OG0011359	XP_009106054.1	XP_048592179.1, XP_048617368.1
OG0011360	XP_033139018.1	XP_013676720.2, XP_048613554.1, XP_013676561.1
OG0011361	XP_009127947.2	XP_013676638.1
OG0011361	XP_009105935.1	XP_013649576.1, XP_013701643.1
OG0011362	XP_033141763.1	XP_013708991.2, XP_022553817.2
OG0011363	XP_009128414.1	XP_022559304.2, XP_048611846.1, XP_022554795.2
OG0011364	XP_009128423.1	XP_048611903.1, XP_048612029.1, XP_048603439.1
OG0011365	XP_009128453.2	XP_013683653.1, XP_013686407.1
OG0011366	XP_009124689.1	XP_022567378.1
OG0011366	XP_009146565.1	XP_013685631.2, XP_022569005.1
OG0011367	XP_009135268.1	XP_013695753.2, XP_013691173.1
OG0011367	XP_009146562.1	XP_022568201.2, XP_022569003.1
OG0011368	XP_033142343.1	XP_048632361.1, XP_013681358.1
OG0011368	XP_009146548.1	XP_013640069.2
OG0011369	XP_009146547.1	XP_013640068.2, XP_013666152.1
OG0011370	XP_009146545.1	XP_048635870.1, XP_013668249.1
