Orthogroup	Noccaea_praecox	Eutrema_salsugineum
OG0013273	Np005G3012600	XP_006414390.1
OG0013274	Np005G2822400	XP_006413423.2
OG0013275	Np005G3014000	XP_006414397.1
OG0013276	Np007G3873700	XP_024009222.1
OG0013277	Np007G3874700	XP_006418696.1
OG0013278	Np007G3879100	XP_006418643.1
OG0013279	Np007G3880300	XP_006418633.1
OG0013280	Np007G3880400	XP_006418632.1
OG0013281	Np007G3881500	XP_006418616.1
OG0013282	Np007G3886800	XP_006418567.1
OG0013283	Np007G3889000	XP_006418541.1
OG0013284	Np007G3888900	XP_006418542.1
OG0013285	Np007G3889600	XP_006418534.1
OG0013286	Np007G3892300	XP_006396146.1
OG0013287	Np007G3895500	XP_006396126.1
OG0013288	Np007G3896600	XP_006418586.1
OG0013289	Np007G3896700	XP_006418587.1
OG0013290	Np007G3897400	XP_006408983.1
OG0013291	Np007G3868700	XP_006418767.2
OG0013292	Np007G3895600	XP_006396125.1
OG0013293	Np007G3869700	XP_006418748.1
OG0013294	Np007G3869800	XP_006418747.1
OG0013295	Np002G0942700	XP_006391427.1
OG0013296	Np002G0937700, Np005G3131300	XP_006391449.1
OG0013297	Np001G0256000	XP_024013274.1
OG0013298	Np002G0934200	XP_006391466.1
OG0013299	Np002G0932500	XP_006391470.1
OG0013300	Np003G1509200	XP_006391481.1
OG0013301	Np002G0927300	XP_006391485.1
OG0013302	Np002G0925400	XP_006391510.1
OG0013303	Np002G0916100	XP_006391259.1
OG0013304	Np002G0913200	XP_006391253.1
OG0013305	Np002G0912400	XP_006391243.1
OG0013306	Np002G0909000	XP_024012358.1
OG0013307	Np002G0903800	XP_006391200.1
OG0013308	Np002G0899400	XP_006391185.1
OG0013309	Np002G0895500	XP_006391148.1
OG0013311	Np005G3107500, Np005G3107700, Np005G3108100	XP_006395914.1
OG0013312	Np001G0215300, Np007G3751300	XP_006409214.1
OG0013313	Np007G3747000	XP_006409171.1
OG0013314	Np007G3746600	XP_024016149.1
OG0013315	Np005G3185800	XP_006405412.1
OG0013316	Np007G3744700	XP_006409145.1
OG0013317	Np007G3742300	XP_006409126.2
OG0013318	Np007G3741500	XP_006409122.1
OG0013319	Np007G3741400	XP_006409121.1
OG0013320	Np007G3739800	XP_006409097.1
OG0013321	Np007G3739700	XP_006409095.1
OG0013323	Np007G3736300	XP_006409076.1
OG0013324	Np007G3734400	XP_006409060.2
OG0013325	Np007G3732500	XP_006409036.1
OG0013326	Np007G3731200	XP_006408880.1
OG0013327	Np007G3729900	XP_006408888.1
OG0013328	Np006G3306000	XP_006411383.1
OG0013329	Np006G3306100	XP_006411382.1
OG0013330	Np006G3307100	XP_006411367.1
OG0013331	Np006G3307200	XP_006418712.1
OG0013332	Np006G3307400	XP_024003775.1
OG0013333	Np006G3307600	XP_006411363.1
OG0013334	Np006G3309400	XP_006411353.1
OG0013335	Np006G3310000	XP_006411348.1
OG0013336	Np006G3312800	XP_006411330.1
OG0013337	Np006G3314200	XP_024004224.1
OG0013338	Np006G3314400	XP_006411319.1
OG0013339	Np006G3316900	XP_006411298.1
OG0013340	Np006G3321100	XP_006411269.1
OG0013341	Np006G3324900	XP_006411250.1
OG0013342	Np006G3328100	XP_006411237.1
OG0013343	Np006G3332000	XP_024004208.1
OG0013344	Np006G3333500	XP_006411197.2
OG0013345	Np006G3335500, Np003G1760800	XP_024003852.1
OG0013346	Np006G3340800	XP_006411152.1
OG0013347	Np006G3342100	XP_006411140.1
OG0013348	Np006G3342200	XP_006411139.1
OG0013349	Np006G3344400	XP_024003864.1
OG0013350	Np006G3345000	XP_006411124.1
OG0013351	Np006G3345100	XP_006411122.1
OG0013352	Np006G3350800	XP_006411086.2
OG0013353	Np001G0471300	XP_006404381.1
OG0013354	Np006G3657700	XP_006404970.1
OG0013355	Np006G3353300	XP_006411065.1
OG0013356	Np001G0435600	XP_024009466.1
OG0013357	Np006G3370100	XP_006410946.2
OG0013358	Np006G3357300	XP_006411030.1
OG0013359	Np006G3361200	XP_024003934.1
OG0013360	Np006G3361600	XP_024003948.1
OG0013361	Np006G3364500	XP_006410990.1
OG0013362	Np001G0275000	XP_024011033.1
OG0013363	Np006G3368700	XP_006410958.1
OG0013364	Np006G3369900	XP_006410948.1
OG0013365	Np006G3372200	XP_006410927.1
OG0013366	Np006G3390000, Np006G3375500	XP_006410915.1
OG0013367	Np006G3375800	XP_024003920.1
OG0013369	Np006G3379700	XP_024004196.1
OG0013370	Np006G3380000	XP_006410879.1
OG0013371	Np006G3380900	XP_006409895.1
OG0013372	Np011G4361400	XP_024015478.1
OG0013373	Np006G3382100	XP_006410865.1
OG0013374	Np005G2799600	XP_006413253.1
OG0013375	Np003G1830100	XP_006396723.1
OG0013376	Np003G1831300	XP_006396713.1
OG0013377	Np004G2533100	XP_006417919.1
OG0013378	Np007G3976400	XP_006406448.1
OG0013379	Np007G3976500	XP_006406446.1
OG0013380	Np006G3685300	XP_006404727.1
OG0013381	Np003G1837400	XP_024010036.1
OG0013383	Np003G1816800	XP_024010523.1
OG0013384	Np003G1815100	XP_006396840.1
OG0013385	Np003G1820900	XP_006396787.1
OG0013386	Np003G1825700	XP_006396756.1
OG0013387	Np006G3710900	XP_006404553.1
OG0013388	Np006G3705900	XP_006391860.2
OG0013390	Np006G3701300	XP_006404627.1
OG0013391	Np006G3701600	XP_006404630.1
OG0013392	Np006G3695400	XP_006404646.1
OG0013393	Np006G3694900	XP_006404651.1
OG0013394	Np006G3694600	XP_024013885.1
OG0013395	Np006G3693400	XP_006404662.1
OG0013396	Np010G4334100, Np006G3691300	XP_006404684.1
OG0013397	Np006G3690800	XP_024014330.1
OG0013398	Np006G3689100	XP_006404702.1
OG0013399	Np006G3687300	XP_006404719.1
OG0013400	Np006G3685500	XP_024014244.1
OG0013401	Np006G3680000	XP_006404768.1
OG0013402	Np006G3667200	XP_006404861.1
OG0013403	Np006G3667500	XP_024013874.1
OG0013404	Np006G3641900	XP_006405141.1
OG0013405	Np006G3639600	XP_006405198.2
OG0013406	Np006G3643800	XP_006405115.2
OG0013407	Np006G3631800	XP_006408825.1, XP_024006321.1
OG0013408	Np006G3631400	XP_006408832.1
OG0013409	Np006G3629300	XP_006408858.1
OG0013410	Np006G3624700	XP_024010906.1
OG0013411	Np006G3644400	XP_024014211.1
OG0013412	Np006G3646000	XP_024014141.1
OG0013413	Np006G3647300	XP_006405067.1
OG0013414	Np006G3627000	XP_024016039.1
OG0013415	Np006G3634200, Np006G3634800	XP_006405246.2
OG0013416	Np006G3633300	XP_006408871.1
OG0013417	Np004G2022200	XP_006393693.1
OG0013418	Np004G2102900	XP_006415757.1
OG0013419	Np004G2033000	XP_024006850.1
OG0013420	Np004G2101000	XP_006415778.1
OG0013421	Np004G2032000	XP_006393776.1
OG0013422	Np004G2030300	XP_006393760.1
OG0013423	Np004G2025200	XP_024006166.1, XP_024006479.1
OG0013424	Np004G2025000	XP_006393711.1
OG0013425	Np004G2050100	XP_024006902.1
OG0013426	Np004G2045800	XP_006403585.1
OG0013427	Np004G2045300	XP_024010633.1, XP_024009524.1
OG0013428	Np004G2039400, Np004G2042500	XP_024010653.1
OG0013429	Np004G2039500, Np004G2201800, Np004G2042400	XP_024010642.1
OG0013430	Np004G2042100, Np004G2040000	XP_024010639.1
OG0013431	Np004G2087600	XP_006396064.1
OG0013432	Np004G2086800	XP_006396071.1
OG0013433	Np004G2085200	XP_006415028.1
OG0013434	Np004G2084800	XP_024009164.1
OG0013435	Np007G3847300	XP_006406024.1
OG0013436	Np004G2069200	XP_006415057.1
OG0013437	Np004G2064600	XP_024008971.1
OG0013438	Np004G2064200	XP_006415083.1
OG0013439	Np004G2064100	XP_006415084.2
OG0013440	Np004G2063200	XP_006415095.1
OG0013441	Np004G2063000	XP_006415097.2
OG0013442	Np003G1773900	XP_006397152.1
OG0013443	Np003G1762800	XP_006397219.1
OG0013444	Np003G1778600	XP_024009994.1
OG0013445	Np003G1779700	XP_006397101.1
OG0013446	Np003G1780100	XP_006397096.1
OG0013447	Np003G1783800	XP_006397069.1
OG0013448	Np003G1794500	XP_006397006.1
OG0013449	Np003G1798500	XP_006396970.1
OG0013450	Np003G1799000	XP_006396966.1
OG0013451	Np003G1799400	XP_006396958.1
OG0013453	Np003G1803500	XP_006396924.1
OG0013454	Np003G1803800	XP_006396920.1
OG0013455	Np003G1470200	XP_006400470.1
OG0013456	Np003G1470500	XP_006400474.1
OG0013457	Np003G1471500	XP_006400480.1
OG0013458	Np001G0141100	XP_024006926.1
OG0013459	Np001G0142400	XP_006394902.1
OG0013460	Np001G0142600	XP_006394904.1
OG0013461	Np001G0142900	XP_006394906.1
OG0013462	Np006G3432600, Np001G0088900, Np001G0146500	XP_024007134.1
OG0013463	Np001G0147500	XP_024007669.1
OG0013464	Np001G0148000	XP_006394948.1
OG0013465	Np001G0148400	XP_006394951.1
OG0013467	Np005G2925400	XP_006414149.1
OG0013469	Np007G3723200, Np007G3723400	XP_006408939.1
OG0013470	Np007G3718800	XP_006408990.1
OG0013471	Np007G3716300	XP_024016009.1
OG0013472	Np001G0461600	XP_006418895.1
OG0013473	Np001G0455600	XP_006418991.1
OG0013474	Np006G3207200	XP_006397987.1
OG0013475	Np001G0483600	XP_006404279.1
OG0013476	Np006G3208400	XP_006397975.1
OG0013477	Np006G3208700	XP_006397974.1
OG0013478	Np006G3209700	XP_006397966.1
OG0013479	Np006G3210900	XP_006397953.1
OG0013480	Np006G3211000	XP_006397952.1
OG0013481	Np006G3211500	XP_006397947.1
OG0013482	Np006G3212100, Np006G3212200	XP_006397944.1
OG0013483	Np006G3214700	XP_006397925.1
OG0013484	Np006G3214800	XP_006397926.1
OG0013485	Np006G3214900	XP_006397924.1
OG0013486	Np006G3219600	XP_006397893.1
OG0013487	Np006G3220200	XP_006397892.1
OG0013488	Np006G3221400, Np006G3221700	XP_024010774.1
OG0013489	Np006G3224400	XP_006397863.1
OG0013490	Np006G3225500	XP_006397858.1
OG0013491	Np006G3226500	XP_006397851.2
OG0013492	Np006G3226600	XP_006397850.1
OG0013493	Np006G3226700, Np006G3490500	XP_024010866.1
OG0013494	Np006G3228600	XP_006397838.1
OG0013495	Np006G3229800	XP_006397826.1
OG0013496	Np006G3230200	XP_006397820.2
OG0013497	Np006G3230400	XP_006397818.1
OG0013498	Np006G3230700	XP_006397815.2
OG0013499	Np006G3231400	XP_006397805.1
OG0013500	Np006G3234000	XP_006397785.1
OG0013501	Np006G3234200	XP_006397782.1
OG0013502	Np006G3235900	XP_006397764.1
OG0013503	Np006G3236100	XP_024010748.1
OG0013504	Np006G3240600, Np004G2187600	XP_024010890.1
OG0013505	Np006G3242000	XP_006397733.1
OG0013506	Np006G3245100	XP_006397711.1
OG0013507	Np006G3246000	XP_006397706.1, XP_024010900.1
OG0013508	Np006G3249000	XP_006397681.1
OG0013509	Np006G3250100	XP_006397673.2
OG0013510	Np006G3254200	XP_006397647.1
OG0013511	Np006G3254700	XP_006397641.1
OG0013512	Np006G3255000	XP_024010811.1
OG0013513	Np006G3256200	XP_006397629.1
OG0013514	Np006G3257300	XP_024010732.1
OG0013515	Np006G3257500	XP_006397616.1
OG0013516	Np006G3299400, Np006G3258000	XP_006397608.1
OG0013517	Np006G3258800, Np006G3245700	XP_006397602.1
OG0013518	Np006G3260900	XP_006397575.1
OG0013519	Np006G3266300	XP_024010872.1
OG0013520	Np001G0456000	XP_006418986.1
OG0013521	Np006G3268100	XP_006397524.1
OG0013522	Np006G3270000	XP_006397510.1
OG0013523	Np006G3272500	XP_006397491.1, XP_006397490.1
OG0013524	Np006G3616900	XP_006397484.2
OG0013525	Np006G3276000	XP_006411578.1
OG0013526	Np006G3276200	XP_006411574.1
OG0013527	Np006G3276700	XP_006411571.1
OG0013528	Np006G3279900	XP_006411547.1
OG0013529	Np006G3281200	XP_006411540.1
OG0013530	Np006G3282000	XP_006411537.1
OG0013531	Np006G3286100, Np006G3292300	XP_006411502.1
OG0013532	Np001G0170600	XP_006395129.1
OG0013533	Np006G3288200, Np004G2270900	XP_006411487.1
OG0013534	Np006G3288600	XP_006411484.1
OG0013535	Np006G3289800	XP_006411475.1
OG0013536	Np006G3298400	XP_006411430.1
OG0013537	Np006G3298300	XP_006411431.1
OG0013538	Np006G3298200	XP_006411432.1
OG0013539	Np006G3298100	XP_006411433.1
OG0013540	Np006G3298000	XP_006411437.1
OG0013541	Np006G3302400	XP_006411403.1
OG0013542	Np006G3304000	XP_006411398.1
OG0013543	Np007G4246500	XP_006408495.1
OG0013544	Np007G4246400	XP_006408494.1
OG0013545	Np007G4245600	XP_024014876.1
OG0013546	Np007G4244000, Np007G4243800	XP_006408469.2
OG0013547	Np003G1751400	XP_006397354.1
OG0013548	Np007G4237200	XP_024015397.1
OG0013550	Np007G4231700	XP_006408396.1
OG0013551	Np007G4230800	XP_006408387.1
OG0013552	Np007G4228200	XP_006408360.1
OG0013553	Np007G4222900, Np007G4223800	XP_006408320.1
OG0013554	Np007G4223100	XP_006408314.1
OG0013555	Np007G4219700	XP_006408291.2
OG0013556	Np007G4217600	XP_006408284.1
OG0013557	Np007G4216900	XP_006408277.1
OG0013558	Np007G4216800	XP_006408276.1
OG0013559	Np007G4216700	XP_006408275.1
OG0013560	Np007G4215500	XP_006408260.1
OG0013562	Np007G4214100	XP_006408246.1
OG0013563	Np007G4207600	XP_006408198.1
OG0013564	Np007G4207200	XP_006408192.1
OG0013565	Np007G4204700	XP_006408180.1
OG0013566	Np007G4204600	XP_006408179.1
OG0013567	Np005G3184100, Np007G4203300	XP_024015740.1
OG0013568	Np007G4202900	XP_006408169.1
OG0013569	Np007G4201900	XP_006408160.1
OG0013570	Np007G4200600	XP_006408149.1
OG0013571	Np007G4199500	XP_006408139.1
OG0013572	Np007G4198300, Np007G4196900	XP_006408138.1
OG0013573	Np007G4195500	XP_006408129.1
OG0013574	Np007G4194500	XP_024015453.1
OG0013575	Np007G4191700, Np007G4191400	XP_006408097.1
OG0013576	Np007G4189700	XP_006408085.1
OG0013577	Np007G4189000	XP_006408082.1
OG0013578	Np007G4185200	XP_006408047.1
OG0013579	Np007G4183600	XP_006408036.1
OG0013580	Np007G4179100	XP_006408013.1
OG0013581	Np007G4178700	XP_006408010.1
OG0013582	Np007G4178500	XP_006408008.1
OG0013583	Np007G4175500	XP_006407983.1
OG0013584	Np007G4174200	XP_006407970.1
OG0013585	Np007G4172000	XP_006407952.1
OG0013586	Np007G4169600	XP_006407941.1
OG0013587	Np007G4169000	XP_024015007.1
OG0013588	Np007G4168000	XP_006407930.1
OG0013589	Np007G4166800	XP_006407919.1
OG0013590	Np007G4165100	XP_006407904.1
OG0013591	Np007G4160100	XP_006407872.1
OG0013592	Np007G4159600	XP_006407866.1
OG0013593	Np007G4159200	XP_024015470.1
OG0013594	Np007G4158800	XP_006407861.1
OG0013595	Np007G4155000	XP_006407841.1
OG0013596	Np007G4154500	XP_006407836.2
OG0013597	Np007G4151000	XP_006407805.1
OG0013598	Np007G4150700	XP_006407803.2
OG0013599	Np007G4145200	XP_006407768.1
OG0013600	Np007G4144500	XP_006407763.1
OG0013601	Np007G4143300	XP_006407752.1
OG0013602	Np007G4140400	XP_006407733.1
OG0013603	Np007G4139600	XP_006407725.1
OG0013604	Np005G2825800	XP_006413452.1
OG0013606	Np007G4138400, Np007G4123000, Np007G4138700	XP_006407718.1
OG0013607	Np007G4137200	XP_006407709.1
OG0013609	Np007G4133100	XP_006407667.1
OG0013610	Np007G4131600, Np007G4132000	XP_006407654.1
OG0013611	Np007G4127200	XP_006407623.1
OG0013612	Np007G4126900	XP_006407621.2
OG0013613	Np007G4124900, Np006G3313000	XP_006407608.1
OG0013614	Np007G4122000	XP_024015769.1
OG0013615	Np007G4121600	XP_006407599.1
OG0013616	Np007G4118800	XP_006407569.1
OG0013617	Np007G4115300	XP_006407532.1
OG0013618	Np007G4114900	XP_006407526.1
OG0013619	Np007G4112500	XP_006407504.1
OG0013620	Np007G4112400	XP_006407502.2
OG0013621	Np007G4112300	XP_006407501.1
OG0013622	Np007G4111700, Np007G4109900	XP_006407499.1
OG0013623	Np007G4111100	XP_006407493.1
OG0013625	Np007G4108800	XP_006407473.1
OG0013626	Np007G4106900, Np007G4107300	XP_006407467.1
OG0013627	Np007G4106400	XP_006407464.1
OG0013628	Np007G4102300	XP_006407434.1
OG0013629	Np007G4101200	XP_024015701.1
OG0013630	Np007G4094400	XP_006407381.2
OG0013631	Np007G4093700	XP_006407372.1
OG0013632	Np007G4093300	XP_006407366.1
OG0013633	Np007G4092500	XP_006407357.1
OG0013634	Np007G4090400	XP_006407338.1
OG0013635	Np007G4090100	XP_006407335.1
OG0013636	Np007G4088800	XP_006407322.1
OG0013637	Np007G4087100	XP_024015631.1
OG0013638	Np007G4085600	XP_006407294.1
OG0013639	Np007G4083800	XP_024015181.1
OG0013640	Np007G4080400	XP_006407259.1
OG0013641	Np004G1906300, Np007G4079100	XP_006407250.1
OG0013642	Np007G4071700	XP_006407191.1
OG0013643	Np007G4065300	XP_006407155.2
OG0013644	Np001G0463500	XP_006418880.1
OG0013645	Np007G4061000	XP_006407133.1
OG0013646	Np007G4056000	XP_006407086.1
OG0013647	Np007G4053200	XP_006407065.1
OG0013648	Np007G4051500	XP_006407048.1
OG0013649	Np007G4049700	XP_006407036.1
OG0013650	Np007G4049100	XP_024015570.1
OG0013651	Np007G4045800	XP_006407007.1
OG0013652	Np007G4045300	XP_006407002.1
OG0013653	Np007G4045000	XP_006406998.1
OG0013654	Np007G4044400	XP_006406994.1
OG0013655	Np007G4042400	XP_006406987.1
OG0013656	Np007G4040100	XP_006406977.1
OG0013657	Np007G4029800	XP_006406949.1
OG0013658	Np007G4029200	XP_006406944.1
OG0013659	Np005G3160200	XP_006405590.1
OG0013660	Np007G4027800	XP_006406930.2
OG0013662	Np007G3902200	XP_024015520.1
OG0013663	Np007G3902700	XP_024014840.1
OG0013664	Np007G3903600	XP_006406879.2
OG0013666	Np007G3907000	XP_006406843.1
OG0013667	Np007G3907100	XP_006406842.1
OG0013668	Np007G3915300	XP_006406805.1
OG0013669	Np007G3915400	XP_006406804.1
OG0013670	Np007G3916900	XP_006406793.1
OG0013671	Np007G3917400	XP_006406788.1
OG0013672	Np007G3918300	XP_006406781.1
OG0013673	Np007G3918800	XP_006406776.1
OG0013674	Np007G3919400	XP_006406772.1
OG0013675	Np007G3919500	XP_006406770.1
OG0013676	Np007G3921700	XP_006406758.1
OG0013677	Np007G3924500	XP_006406742.1
OG0013678	Np007G3924900	XP_024015438.1
OG0013679	Np007G3925100	XP_006406740.1
OG0013680	Np007G3925400	XP_024015797.1
OG0013681	Np007G3927900	XP_006406713.1
OG0013682	Np007G3928200	XP_006406710.1
OG0013683	Np007G3928400	XP_006406709.1
OG0013684	Np007G3928700	XP_006406706.1
OG0013685	Np007G3928800	XP_024015674.1
OG0013686	Np007G3928900	XP_006406703.1
OG0013687	Np007G3929600	XP_006406699.1
OG0013688	Np007G3929700	XP_006406697.2
OG0013689	Np007G3933000	XP_006406674.1
OG0013690	Np007G3933200	XP_006406672.1
OG0013691	Np007G3945100	XP_006406597.1
OG0013692	Np007G3949300	XP_006406570.1
OG0013693	Np007G3959700	XP_006406522.1
OG0013694	Np007G3961400	XP_006406507.1
OG0013695	Np007G3961500	XP_006406505.1
OG0013696	Np007G3964300	XP_006406498.1
OG0013698	Np007G3975800	XP_006406451.2
OG0013699	Np007G3976600	XP_006406445.1
OG0013700	Np007G3987600	XP_024015225.1
OG0013703	Np007G4001900	XP_006406384.1
OG0013704	Np007G4002000	XP_006406383.1
OG0013705	Np007G4002100	XP_006406382.1
OG0013706	Np011G4354900	XP_006406381.1
OG0013709	Np002G1156300	XP_006392186.1
OG0013710	Np007G3804000	XP_006406355.1
OG0013711	Np007G3805200	XP_024015431.1
OG0013712	Np007G3805800	XP_006406339.1
OG0013713	Np007G3806800	XP_006406331.1
OG0013714	Np005G3154000	XP_006405635.1
OG0013715	Np005G3149000	XP_006405656.1
OG0013716	Np005G2820200	XP_006413410.1
OG0013717	Np005G3141000	XP_006405706.2
OG0013718	Np005G3138500	XP_006405734.1
OG0013719	Np005G3137600	XP_006405746.1
OG0013720	Np005G3134400	XP_024014352.1
OG0013721	Np005G3132200	XP_006405788.1
OG0013722	Np005G3128200	XP_006405809.1
OG0013723	Np005G3126100	XP_006405823.1
OG0013724	Np005G3124400	XP_006405841.1
OG0013725	Np005G3124200	XP_006405844.1
OG0013726	Np005G3098600	XP_006403067.1
OG0013727	Np005G3123400	XP_006405850.1
OG0013729	Np005G3115400	XP_006405887.1
OG0013730	Np005G3111200	XP_006405960.1
OG0013731	Np005G3108900	XP_006395896.1
OG0013732	Np001G0182400	XP_006395236.1
OG0013733	Np007G3854500	XP_006418838.1
OG0013734	Np007G3852600	XP_006418850.1
OG0013735	Np007G3849100	XP_006406016.1
OG0013736	Np007G3846600	XP_006406031.1
OG0013737	Np007G3844700	XP_006406051.1
OG0013738	Np007G3877100	XP_024015455.1, XP_024015428.1
OG0013739	Np007G3840300	XP_024014947.1, XP_006415278.1
OG0013740	Np007G3839600	XP_006406105.1
OG0013741	Np007G3835300	XP_006406138.1
OG0013743	Np007G3823000, Np007G3832100	XP_006406165.1
OG0013744	Np003G1770800	XP_006397180.1
OG0013746	Np007G3823700	XP_006406231.1
OG0013747	Np007G3821600	XP_006406236.1
OG0013748	Np007G3819800	XP_006406245.1
OG0013749	Np007G3818800	XP_006406250.1
OG0013750	Np007G3816100, Np007G3815600	XP_006406261.1
OG0013751	Np007G3812400	XP_006406290.1
OG0013752	Np005G2734000	XP_006412715.1
OG0013753	Np002G1062600, Np005G2649500	XP_006392481.1
OG0013754	Np002G0957800	XP_006391369.1
OG0013755	Np002G0960300	XP_006391349.1
OG0013756	Np002G0985000	XP_006391554.1
OG0013757	Np002G0995500	XP_006391575.1
OG0013758	Np002G0988100	XP_006391564.1
OG0013759	Np002G0986900	XP_006391563.1
OG0013760	Np004G1969900	XP_006392543.2
OG0013761	Np006G3485500, Np006G3545400	XP_006392513.1
OG0013762	Np002G1041400	XP_006392507.1
OG0013763	Np003G1467900	XP_006400448.1
OG0013764	Np003G1464200	XP_006400408.1
OG0013765	Np003G1463700	XP_006400403.1
OG0013766	Np003G1463300	XP_006400398.1
OG0013767	Np003G1459900	XP_006400391.1
OG0013768	Np003G1459700	XP_006400387.1
OG0013769	Np006G3630600	XP_006408845.1
OG0013770	Np006G3665900	XP_006404887.1
OG0013771	Np003G1457100	XP_006400367.1
OG0013772	Np001G0164800	XP_006395071.1
OG0013773	Np001G0164000	XP_006395063.1
OG0013774	Np001G0178000	XP_006395193.1
OG0013775	Np001G0178100	XP_024007072.1
OG0013776	Np001G0546100	XP_006403800.1
OG0013777	Np001G0543300	XP_006403817.1
OG0013778	Np001G0542600	XP_006403821.1
OG0013779	Np001G0542500	XP_006403822.1
OG0013780	Np003G1705800, Np001G0542400	XP_006403824.1
OG0013781	Np001G0542300	XP_006403825.1
OG0013782	Np001G0542200	XP_024013495.1
OG0013783	Np001G0538800	XP_006403855.1
OG0013784	Np001G0538700	XP_006403859.1
OG0013785	Np001G0538300	XP_024013401.1
OG0013786	Np001G0537400	XP_006403873.1
OG0013787	Np001G0536800	XP_024013419.1
OG0013788	Np001G0536100	XP_006403884.1
OG0013789	Np001G0534100	XP_024013512.1
OG0013790	Np001G0532800	XP_006403911.1
OG0013791	Np001G0531200	XP_024013743.1
OG0013792	Np001G0278900	XP_006398520.1
OG0013793	Np004G2599300	XP_006418507.1
OG0013794	Np002G0783000	XP_006390342.1
OG0013795	Np004G2596100	XP_006418470.1
OG0013796	Np004G2594700, Np004G2595000	XP_024007820.1
OG0013797	Np004G2593700	XP_006418451.1
OG0013799	Np004G2590800	XP_006418433.1
OG0013800	Np004G2586500	XP_006418402.1
OG0013801	Np004G2586400	XP_006418401.1
OG0013802	Np004G2585800	XP_006418396.1
OG0013803	Np004G2585200	XP_006418384.1
OG0013804	Np004G2584200	XP_006418369.1
OG0013805	Np004G2583100	XP_006418363.1
OG0013806	Np007G4035400	XP_006406959.1
OG0013807	Np004G2579400	XP_006418335.1
OG0013808	Np004G2578700	XP_024008278.1
OG0013809	Np004G2578300	XP_006418324.1
OG0013810	Np004G2577800	XP_024008582.1
OG0013811	Np004G2575600	XP_006418295.1
OG0013812	Np004G2575000	XP_006418287.1
OG0013813	Np004G2573900	XP_006418275.1
OG0013814	Np004G2573600	XP_006418271.1
OG0013815	Np004G2572200	XP_006418260.1
OG0013816	Np004G2569800	XP_006418232.1
OG0013817	Np004G2566500	XP_024008825.1
OG0013818	Np004G2563600	XP_006418182.2
OG0013819	Np004G2563100	XP_024008493.1
OG0013820	Np004G2557600	XP_006418120.1
OG0013821	Np004G2557000	XP_024008643.1
OG0013822	Np004G2554800	XP_006418098.1
OG0013823	Np004G2552700	XP_006418080.2
OG0013824	Np004G2552600	XP_024008314.1
OG0013825	Np004G2537800	XP_006417970.1
OG0013826	Np004G2537600	XP_006417968.1
OG0013827	Np004G2534800	XP_006417939.2
OG0013828	Np004G2532100	XP_006417910.1
OG0013829	Np004G2527400	XP_006417867.2
OG0013830	Np004G2527300	XP_006417865.1
OG0013831	Np004G2526300	XP_006417854.1
OG0013832	Np004G2525300	XP_006417842.1
OG0013833	Np004G2523000	XP_006417819.1
OG0013834	Np004G2521900	XP_006417808.2
OG0013835	Np005G3120500	XP_006405871.1
OG0013836	Np004G2514700	XP_006417748.1
OG0013837	Np004G2511600	XP_006417718.1
OG0013838	Np004G2510400	XP_006417706.1
OG0013839	Np004G2509600	XP_006417695.1
OG0013840	Np007G3857900	XP_006418818.1
OG0013841	Np004G2509400	XP_006417692.1
OG0013842	Np004G2503700	XP_006417636.1
OG0013844	Np004G2501200	XP_006417613.2
OG0013845	Np004G2500400	XP_024008199.1
OG0013846	Np004G2499000	XP_006417590.1
OG0013847	Np004G2498600	XP_006417587.1
OG0013848	Np004G2498100	XP_006417582.1
OG0013849	Np004G2497400	XP_006417573.1
OG0013850	Np004G2497000	XP_024008900.1
OG0013851	Np004G2495900	XP_006417560.1
OG0013852	Np004G2493700	XP_006417546.1
OG0013853	Np004G2492600	XP_006417534.1
OG0013854	Np004G2491700	XP_006417525.1
OG0013855	Np004G2487400, Np004G2487300	XP_006417492.1
OG0013856	Np004G2484600	XP_006417473.1
OG0013857	Np004G2483100	XP_024008302.1
OG0013858	Np004G2482900	XP_006417462.1
OG0013859	Np004G2482300	XP_006417457.1
OG0013860	Np004G2089900	XP_006415887.1
OG0013861	Np004G2479500	XP_024009136.1
OG0013862	Np004G2478400	XP_006417417.1
OG0013863	Np004G2477100	XP_006417404.1
OG0013864	Np004G2476100	XP_006417398.1
OG0013865	Np004G2475800	XP_006417395.2
OG0013866	Np004G2475200	XP_024009124.1
OG0013867	Np004G2475000	XP_006417389.1
OG0013868	Np004G2473700	XP_006417377.1
OG0013869	Np004G2473600	XP_006417376.1
OG0013870	Np004G2476200, Np004G2469200	XP_006417354.1
OG0013871	Np006G3680900	XP_006404757.1
OG0013872	Np004G2465400	XP_006417325.1
OG0013873	Np004G2464400	XP_006417321.1
OG0013874	Np004G2464000	XP_006417317.1
OG0013875	Np004G2463400	XP_006417311.1
OG0013876	Np004G2462000	XP_006417295.1
OG0013877	Np002G1196600, Np004G2461900	XP_006417293.1
OG0013878	Np004G2460400	XP_006417283.1
OG0013879	Np004G2459800	XP_006417280.1
OG0013880	Np004G2459700	XP_006417279.1
OG0013881	Np004G2448800	XP_006417202.1
OG0013882	Np004G2448400	XP_006417195.1
OG0013883	Np004G2446500	XP_006417187.1
OG0013884	Np004G2446300	XP_006417184.1
OG0013885	Np004G2445600	XP_006417173.1
OG0013886	Np004G2445000	XP_006417167.1
