Orthogroup	Noccaea_praecox	Arabidopsis_arenosa
OG0018264	Np003G1450900	jg5606
OG0018265	Np003G1448400	jg5583
OG0018266	Np006G3625200	jg17362
OG0018267	Np003G1422300	jg5357
OG0018268	Np003G1421100	jg5347
OG0018269	Np003G1256100, Np003G1256200, Np003G1263700	jg3891
OG0018270	Np003G1415800	jg5287
OG0018271	Np005G3063500	jg11385
OG0018274	Np003G1408200	jg5205
OG0018275	Np003G1400100	jg5141
OG0018276	Np003G1397200	jg5115
OG0018278	Np003G1596500	jg5089
OG0018279	Np004G2050600	jg31876, jg31875, jg31873
OG0018282	Np003G1361400	jg4807
OG0018283	Np003G1361200	jg4805
OG0018284	Np003G1358800	jg4779
OG0018285	Np003G1354700	jg4750
OG0018286	Np003G1352900	jg4733
OG0018287	Np003G1349000	jg4704
OG0018288	Np003G1344600	jg4672
OG0018289	Np003G1334600	jg4593
OG0018290	Np005G2814000	jg9976
OG0018292	Np006G3611600	jg17617
OG0018293	Np006G3611200	jg17619
OG0018294	Np006G3610600	jg17629
OG0018295	Np006G3586900	jg17750
OG0018296	Np006G3602300	jg17902
OG0018297	Np006G3603600	jg17908
OG0018298	Np006G3605700	jg17944
OG0018300	Np006G3522700	jg18028
OG0018303	Np006G3556100	jg18246
OG0018304	Np006G3579100	jg18426
OG0018305	Np001G0407400	jg20819
OG0018306	Np005G2822600	jg10031
OG0018307	Np005G2810000	jg9940
OG0018308	Np005G2808500	jg9928
OG0018309	Np005G2802500	jg9890
OG0018310	Np004G2003600	jg32812
OG0018311	Np004G2012500	jg32738
OG0018312	Np004G2130200	jg31519
OG0018313	Np004G2139500	jg31607
OG0018314	Np004G2140500	jg31615
OG0018316	Np004G2174900	jg31824
OG0018317	Np004G2050400	jg31871
OG0018318	Np004G2052400	jg31892
OG0018319	Np001G0249100	jg13106
OG0018320	Np001G0246700	jg13138
OG0018322	Np001G0035900	jg23518
OG0018323	Np001G0044100	jg23451
OG0018324	Np001G0056600	jg23334
OG0018325	Np001G0074300	jg23193
OG0018326	Np001G0076700	jg23172
OG0018327	Np001G0079000	jg23156
OG0018328	Np001G0084700	jg23147
OG0018329	Np001G0086500	jg23130
OG0018330	Np001G0092700	jg23084
OG0018331	Np001G0093200	jg23079
OG0018333	Np001G0105600	jg6194
OG0018334	Np001G0112100	jg6260
OG0018335	Np001G0115900	jg6291
OG0018336	Np001G0116700	jg6294
OG0018337	Np001G0131100	jg6435
OG0018338	Np001G0131300	jg6437
OG0018339	Np001G0133100	jg6449
OG0018340	Np003G1475100	jg5810
OG0018341	Np003G1477600	jg5829
OG0018342	Np003G1490300	jg5936
OG0018343	Np003G1528100	jg22895
OG0018344	Np003G1535300	jg22839
OG0018345	Np003G1535400	jg22838
OG0018346	Np003G1538400	jg22808
OG0018347	Np003G1542200	jg22776
OG0018348	Np003G1551400	jg22697
OG0018349	Np003G1555300	jg22672
OG0018351	Np003G1560100	jg22642
OG0018352	Np003G1580600	jg22482
OG0018354	Np001G0503500	jg14778
OG0018355	Np003G1863400	jg7947
OG0018356	Np003G1330400	jg4555
OG0018357	Np003G1329000	jg4541
OG0018358	Np003G1302900	jg4285
OG0018359	Np003G1294300	jg4226
OG0018360	Np003G1253100	jg3805
OG0018362	Np003G1262000	jg3937
OG0018363	Np003G1258100	jg3910
OG0018364	Np003G1256700	jg3896
OG0018365	Np003G1254100	jg3866
OG0018366	Np003G1253800	jg3863
OG0018367	Np003G1252200	jg3846
OG0018369	Np003G1249300	jg24771
OG0018370	Np005G3192500	jg12756
OG0018372	Np002G0702500	jg3778
OG0018373	Np002G0703000	jg3782
OG0018374	Np002G0716400	jg3662
OG0018375	Np002G0721900	jg3631
OG0018376	Np002G0723500	jg3618
OG0018377	Np002G0723800	jg3614
OG0018378	Np002G0737300	jg3493
OG0018379	Np002G0746400	jg3433
OG0018380	Np002G0750400	jg3406
OG0018381	Np001G0484800	jg30868
OG0018382	Np002G0752600	jg3387
OG0018383	Np002G0753700	jg3379
OG0018384	Np007G3780900	jg27589
OG0018386	Np002G0766400	jg3292
OG0018387	Np002G0782800	jg3169
OG0018389	Np007G3757900	jg27883
OG0018391	Np004G1901500	jg33814
OG0018392	Np002G0977100	jg1948
OG0018393	Np004G1920200	jg33639
OG0018394	Np004G1921000	jg33630
OG0018395	Np004G1923900	jg33606
OG0018396	Np006G3393600	jg18761
OG0018397	Np006G3392900	jg18766
OG0018398	Np006G3384900	jg18814
OG0018399	Np001G0465600	jg19852, jg14463
OG0018400	Np005G3097100	jg11906
OG0018401	Np005G3100100	jg11936
OG0018402	Np005G3073300	jg11709
OG0018403	Np005G3073600	jg11706
OG0018404	Np005G3077600	jg11816
OG0018405	Np005G3072400	jg11461
OG0018406	Np005G3063000	jg11383
OG0018407	Np005G3059400	jg11361
OG0018408	Np005G3057300	jg11348
OG0018409	Np005G3044100	jg11282
OG0018410	Np005G3040400	jg11255
OG0018411	Np002G0812700	jg2973
OG0018412	Np002G0809800	jg2997
OG0018415	Np002G0791200	jg3107
OG0018416	Np002G0789700	jg3122
OG0018417	Np002G0789500	jg3124
OG0018419	Np002G0883500	jg2454
OG0018422	Np005G2765000	jg9596
OG0018423	Np005G2764800	jg9594
OG0018424	Np005G2760500	jg9561
OG0018427	Np001G0439500	jg14143
OG0018428	Np001G0203200	jg13545
OG0018430	Np001G0201200, Np001G0201400	jg13567
OG0018431	Np001G0361900	jg20499
OG0018432	Np001G0469800	jg14516
OG0018433	Np001G0382400	jg20602
OG0018434	Np001G0382500	jg20603
OG0018435	Np001G0197200	jg13636
OG0018437	Np004G1959100	jg33261
OG0018438	Np004G1949600	jg33372
OG0018440	Np004G1946400	jg33412, jg33346
OG0018441	Np004G1945000	jg33423
OG0018442	Np004G1940500	jg33473
OG0018443	Np001G0419400	jg20964
OG0018444	Np006G3430100	jg18505
OG0018445	Np006G3410000	jg18620
OG0018446	Np006G3408200	jg18639
OG0018447	Np006G3405900	jg18670
OG0018448	Np006G3403800	jg18679
OG0018449	Np005G2913800	jg10730
OG0018450	Np005G2925800	jg10799
OG0018451	Np005G2926400	jg10802
OG0018453	Np005G3157300	jg12534
OG0018455	Np005G2938800	jg10850
OG0018457	Np001G0355600	jg20434
OG0018458	Np001G0524700	jg14960
OG0018459	Np001G0520200	jg14920
OG0018461	Np001G0515100	jg14886
OG0018462	Np003G1662100	jg21919
OG0018463	Np007G3799700	jg27393
OG0018464	Np007G3899400	jg27217
OG0018465	Np007G3798100	jg27408
OG0018468	Np005G2850800	jg10274
OG0018469	Np001G0193200	jg13693
OG0018470	Np005G2890400, Np005G2889800	jg10590
OG0018471	Np007G4249000	jg23937
OG0018472	Np005G2886300	jg10553
OG0018473	Np005G2884100	jg10534
OG0018474	Np003G1763300	jg7226
OG0018475	Np005G2876900	jg10436
OG0018476	Np005G2894700	jg10614
OG0018477	Np005G2974000	jg10929
OG0018478	Np005G2961300	jg10907
OG0018479	Np007G4254400	jg23886
OG0018480	Np007G4254100	jg23890
OG0018481	Np007G4253800	jg23892
OG0018482	Np007G4253500	jg23896
OG0018483	Np007G4251300	jg23919
OG0018484	Np007G4250700	jg23922
OG0018486	Np007G4248400	jg23942
OG0018487	Np007G4247800	jg23947
OG0018488	Np001G0005200	jg23758
OG0018489	Np001G0004200	jg23769
OG0018490	Np001G0003800	jg23772
OG0018491	Np001G0002900	jg23780
OG0018492	Np001G0699600	jg16444
OG0018493	Np001G0698400	jg16433
OG0018494	Np001G0698300	jg16432
OG0018495	Np001G0689000	jg16325
OG0018496	Np001G0682100	jg16275
OG0018497	Np003G1898500	jg8242
OG0018498	Np001G0673800	jg16206
OG0018500	Np001G0646800	jg15987
OG0018501	Np001G0643500	jg15949
OG0018502	Np001G0634100	jg15879
OG0018503	Np001G0626100	jg15802
OG0018504	Np001G0611100	jg15794
OG0018505	Np001G0606200	jg15618
OG0018507	Np001G0584600	jg15433
OG0018508	Np001G0566000	jg15313
OG0018509	Np001G0565400	jg15305
OG0018510	Np001G0554600	jg15241
OG0018511	Np001G0550100	jg15201
OG0018512	Np001G0547600	jg15182
OG0018513	Np007G3885100	jg26923
OG0018515	Np002G0943200	jg2163
OG0018517	Np002G0909300	jg2320
OG0018518	Np002G0884200, Np002G0907000, Np002G0907200	jg2327
OG0018519	Np002G1144600	jg28060
OG0018520	Np007G3735900	jg28116
OG0018521	Np006G3307300	jg19380
OG0018522	Np006G3312100	jg11930
OG0018524	Np006G3360600	jg18978
OG0018526	Np003G1816000	jg7596
OG0018528	Np006G3689900	jg16665
OG0018529	Np003G1583700	jg13984
OG0018530	Np004G2029500	jg32592
OG0018531	Np004G2049100	jg32314
OG0018532	Np004G2125400	jg32178
OG0018533	Np004G2041000	jg32167
OG0018535	Np003G1781200	jg7367
OG0018536	Np003G1804100	jg7502
OG0018537	Np001G0144200	jg6585
OG0018539	Np001G0148100	jg6635
OG0018542	Np007G3722000	jg28248
OG0018543	Np007G3718400	jg28287
OG0018544	Np007G4114600	jg21366
OG0018545	Np006G3204200	jg20226
OG0018546	Np006G3222400	jg20094
OG0018547	Np006G3244700	jg19928, jg19918
OG0018548	Np001G0424600	jg21047
OG0018549	Np006G3204600	jg24378
OG0018550	Np005G3071300	jg11454
OG0018552	Np006G3276600	jg19622
OG0018553	Np006G3277900	jg19616
OG0018554	Np006G3279700	jg19599
OG0018557	Np006G3304800	jg19410
OG0018558	Np006G3579500	jg24014
OG0018559	Np007G4235700	jg24047
OG0018560	Np007G4233600	jg24068
OG0018561	Np007G4231900, Np003G1879900	jg24083
OG0018562	Np007G4230300	jg24101
OG0018563	Np007G4229400	jg24108
OG0018564	Np007G4223400	jg24163
OG0018565	Np007G4221000	jg24189
OG0018566	Np007G4220600	jg24195
OG0018567	Np007G4219200	jg24203
OG0018568	Np007G4205600	jg24318
OG0018569	Np007G4204800	jg24332
OG0018570	Np007G4203600	jg24342
OG0018571	Np007G4200900, Np007G4201000	jg24363
OG0018572	Np007G4189900	jg24436
OG0018573	Np007G4189800	jg24437
OG0018574	Np007G4185300	jg24475
OG0018575	Np007G4182400	jg24497
OG0018576	Np007G4162600	jg24643
OG0018577	Np007G4157600	jg24682
OG0018579	Np007G4142100	jg24793
OG0018580	Np005G3083200	jg11578
OG0018581	Np007G4132800	jg24883
OG0018582	Np007G4126600	jg24925
OG0018583	Np007G4110100	jg25047
OG0018584	Np005G3156400	jg12530
OG0018585	Np007G4099300	jg25130
OG0018586	Np007G4087000	jg25224
OG0018587	Np007G4085700	jg25233
OG0018588	Np007G4083700	jg25254
OG0018589	Np007G4079400	jg25289
OG0018590	Np007G4078600	jg25300
OG0018591	Np007G4078500	jg25302
OG0018593	Np007G4056200	jg25450
OG0018594	Np007G4046400	jg25534
OG0018597	Np004G2377400	jg25702
OG0018598	Np007G3920300	jg25798
OG0018599	Np007G3943600	jg25975
OG0018600	Np001G0278300	jg12928
OG0018601	Np007G3959100	jg26056
OG0018602	Np007G3959500	jg26060
OG0018603	Np040G4408100, Np037G4406400, Np038G4407100	jg213
OG0018605	Np007G3969400	jg26108
OG0018608	Np007G3807000	jg26268
OG0018609	Np003G1652700	jg21966
OG0018610	Np005G3157200	jg12533
OG0018612	Np001G0181900	jg21277
OG0018613	Np007G3821800	jg26381
OG0018614	Np007G3814400	jg26330
OG0018615	Np002G0957600	jg13000
OG0018616	Np002G0976500	jg1953
OG0018617	Np002G1026400	jg1726
OG0018619	Np003G1468000	jg5746
OG0018621	Np001G0545200	jg15152
OG0018623	Np004G2597200	jg28420
OG0018624	Np004G2596500	jg28427
OG0018625	Np004G2596400	jg28428
OG0018626	Np004G2582900	jg28535
OG0018627	Np004G2568600	jg28669
OG0018628	Np004G2564500	jg28711
OG0018630	Np004G2562200	jg28729
OG0018631	Np004G2559200	jg28757
OG0018632	Np004G2552800	jg28815
OG0018633	Np004G2550900	jg28832
OG0018635	Np004G2544800	jg28884
OG0018636	Np004G2539600	jg28927
OG0018637	Np004G2529200	jg29028
OG0018638	Np004G2526800	jg29052
OG0018639	Np004G2524600	jg29067
OG0018641	Np004G2519100	jg29113
OG0018642	Np004G2517200	jg29130
OG0018643	Np004G2513900	jg29163
OG0018644	Np004G2513400	jg29169
OG0018645	Np004G2503000	jg29254
OG0018646	Np004G2500300	jg29277
OG0018650	Np004G2481200	jg29458
OG0018652	Np004G2473000	jg29552
OG0018653	Np004G2466700	jg29603
OG0018654	Np004G2458000	jg29653
OG0018655	Np004G2440900	jg29787
OG0018656	Np004G2432500	jg29831
OG0018657	Np004G2422500	jg29924
OG0018658	Np004G2413600	jg29992
OG0018659	Np004G2410500	jg30018
OG0018660	Np004G2407800	jg30038
OG0018661	Np004G2407700	jg30039
OG0018662	Np004G2406400	jg30059
OG0018665	Np004G1943200	jg17955, jg17951, jg17957, jg17953
OG0018666	Np004G2390600	jg30234
OG0018667	Np004G2383500	jg30291
OG0018670	Np004G2353300	jg30545
OG0018672	Np004G2352500	jg30550
OG0018673	Np004G2352200	jg30555
OG0018674	Np001G0426800	jg21104
OG0018675	Np004G2313500	jg30844
OG0018678	Np005G2825900	jg10054
OG0018680	Np001G0676700	jg33236
OG0018682	Np002G1213600	jg593
OG0018684	Np002G1210200	jg621
OG0018685	Np002G1207200	jg640
OG0018686	Np002G1197400	jg698
OG0018687	Np002G1168600	jg897
OG0018688	Np002G1163500	jg932
OG0018691	Np002G1113000	jg1364
OG0018692	Np002G1084100	jg1410
OG0018694	Np002G1241400	jg398
OG0018695	Np001G0342900	jg20385
OG0018696	Np001G0326900	jg20343
OG0018698	Np005G2746700	jg9439
OG0018701	Np004G1991800	jg32945
OG0018702	Np004G1986600	jg32986, jg7306
OG0018703	Np002G0961700	jg33008
OG0018704	Np004G1985700	jg33009
OG0018705	Np004G1985100	jg33016
OG0018706	Np005G2600100	jg8275
OG0018707	Np005G2600600	jg8281
OG0018709	Np005G2616900	jg8420
OG0018712	Np005G2697000	jg8562
OG0018714	Np005G2694400	jg8585
OG0018717	Np005G2688900	jg8623
OG0018718	Np005G2675500	jg8736
OG0018719	Np005G2674000	jg8753
OG0018722	Np005G2659100	jg8840
OG0018723	Np005G2654700	jg8869
OG0018724	Np005G2654500	jg8871
OG0018725	Np005G2643600	jg26715
OG0018726	Np005G2712600	jg9215
OG0018729	Np007G3848900	jg27390
OG0018730	Np007G3856400	jg26656
OG0018731	Np002G0820800	jg2903
OG0018732	Np002G0822000	jg2894
OG0018733	Np004G2306700	jg30882
OG0018734	Np004G2264300	jg31086
OG0018735	Np003G1885900	jg8118
OG0018736	Np003G1898600	jg8243
OG0018738	Np004G2550600	jg28836
OG0018739	Np004G2536200	jg28963
OG0018740	Np004G2532600	jg28998
OG0018741	Np004G2465100	jg29611
OG0018743	Np004G2326900	jg30772
OG0018744	Np004G2298900	jg30940
OG0018745	Np004G2294800	jg30957
OG0018746	Np004G2278200, Np004G2278700	jg31031
OG0018747	Np004G2274900	jg31044
OG0018748	Np004G2256400	jg31116
OG0018749	Np004G2251200	jg31127
OG0018750	Np004G2088800	jg31144
OG0018751	Np004G2091400	jg31166
OG0018752	Np004G2093400	jg31186
OG0018753	Np004G2116600	jg31397
OG0018754	Np006G3455800	jg32056, jg13307, jg14321, jg13971
OG0018755	Np002G1199300, Np004G2035700	jg32497
OG0018757	Np004G2025900	jg32619
OG0018758	Np004G1947400	jg33402
OG0018760	Np002G1240100	jg407, jg409
OG0018762	Np002G1163700	jg928
OG0018763	Np002G1138400	jg1134
OG0018764	Np002G1115500	jg1345
OG0018767	Np002G0974300	jg1982
OG0018770	Np002G0798200	jg3056
OG0018773	Np002G0733100	jg3532
OG0018774	Np002G0724900	jg3606
OG0018775	Np002G0724600	jg3608
OG0018776	Np002G0706100	jg3751
OG0018778	Np007G4160200	jg24658
OG0018779	Np007G4083600	jg25255
OG0018780	Np007G4079000	jg25295
OG0018781	Np007G4069400	jg25363
OG0018782	Np007G3912700	jg25712
OG0018783	Np007G3951400	jg26020
OG0018785	Np006G3256300	jg26803
OG0018786	Np007G3897100	jg27175
OG0018788	Np007G3798500	jg27404
OG0018790	Np007G3775400	jg27670
OG0018792	Np007G3740300	jg28065
OG0018793	Np007G3716200	jg28313
OG0018794	Np007G3715500	jg28321
OG0018795	Np006G3675300	jg16786
OG0018796	Np006G3672400	jg16803
OG0018797	Np006G3670800	jg16808
OG0018798	Np006G3663900	jg16877
OG0018799	Np006G3655700	jg16951
OG0018801	Np006G3649100	jg17007
OG0018804	Np006G3618400	jg17512
OG0018805	Np006G3395900, Np006G3396000	jg18319, jg18743
OG0018806	Np006G3430200	jg18504
OG0018807	Np006G3425400	jg18533
OG0018808	Np006G3388500	jg18790
OG0018809	Np006G3371100	jg18908
OG0018810	Np006G3329600	jg19216
OG0018811	Np006G3272100	jg19659
OG0018812	Np006G3218700	jg20121
OG0018813	Np001G0279500	jg12917
OG0018814	Np001G0253400	jg13062
OG0018815	Np001G0229300	jg13298
OG0018817	Np001G0431600	jg13993
OG0018818	Np001G0446900	jg14248
OG0018819	Np001G0454500	jg14349
OG0018820	Np001G0566400	jg14442, jg15315
OG0018822	Np001G0508400	jg14831
OG0018823	Np001G0523200	jg14944
OG0018824	Np001G0530800	jg15016
OG0018825	Np001G0564400	jg15294
OG0018827	Np001G0607400	jg15624
OG0018829	Np001G0686300	jg16306
OG0018830	Np003G1315200	jg4380
OG0018831	Np003G1423900	jg5371
OG0018832	Np001G0103500	jg6176
OG0018833	Np001G0115400	jg6286
OG0018834	Np001G0157600	jg6801
OG0018835	Np003G1752900	jg7022
OG0018836	Np003G1846300	jg7046
OG0018837	Np003G1778500	jg7334
OG0018838	Np003G1781300	jg7368
OG0018840	Np003G1840200	jg7758
OG0018842	Np005G2622200	jg8498
OG0018843	Np005G2688300	jg8626
OG0018844	Np005G2666400	jg8795
OG0018845	Np005G2654300	jg8872
OG0018846	Np005G2743300, Np005G2744000	jg9412, jg9411, jg9317, jg9314
OG0018847	Np005G2765400	jg9600
OG0018849	Np005G2787900	jg9773
OG0018850	Np005G2790600	jg9792
OG0018851	Np005G2792200	jg9809
OG0018852	Np005G2802000	jg9886
OG0018853	Np005G2822100	jg10026
OG0018855	Np005G3040700	jg11259
OG0018856	Np005G3070400	jg11438
OG0018858	Np005G3078600	jg11627
OG0018859	Np005G3105900	jg11982
OG0018860	Np005G3122000	jg12210
OG0018861	Np005G3176200	jg12653
OG0018862	Np001G0114400	jg21093
OG0018863	Np001G0427700	jg21118
OG0018864	Np001G0429100	jg21137
OG0018866	Np001G0168000	jg21505
OG0018867	Np003G1741900	jg21652
OG0018868	Np003G1737500	jg21668
OG0018869	Np003G1730200	jg21696
OG0018870	Np003G1724200	jg21732
OG0018871	Np003G1709800	jg21756
OG0018872	Np003G1844400	jg21783
OG0018874	Np003G1681100	jg21829
OG0018876	Np003G1672600	jg21873
OG0018878	Np003G1650500	jg21992
OG0018879	Np003G1616100	jg22141, jg22139, jg22138
OG0018880	Np003G1623700	jg22199, jg22201
OG0018881	Np001G0049300	jg23402
OG0018882	Np001G0007400	jg23744
OG0018883	Np001G0002300	jg23784
OG0018912	Np001G0488000	jg14666
OG0018915	Np001G0260500	jg13029
OG0018916	Np005G3175300	jg12647
OG0018918	Np003G1441400	jg5523
OG0018919	Np003G1428000	jg5412
OG0018920	Np003G1423000	jg5361
OG0018922	Np003G1399700	jg5137
OG0018924	Np003G1382200	jg4989
OG0018925	Np003G1372100	jg4913
OG0018926	Np003G1365900	jg4859
OG0018929	Np003G1854500	jg7919
OG0018930	Np005G2816100	jg9990
OG0018931	Np006G3618300	jg17519
OG0018932	Np006G3616700	jg17540
OG0018936	Np005G2808400	jg9927
OG0018937	Np005G2827500	jg10066
OG0018938	Np004G2113100	jg31364
OG0018940	Np004G2050700	jg31874, jg31877
OG0018941	Np004G2053300	jg31903
OG0018944	Np001G0242600	jg13166
OG0018945	Np001G0019400	jg23654
OG0018947	Np001G0041100	jg23478
OG0018948	Np001G0057800	jg23329
OG0018949	Np001G0076800	jg23171
OG0018953	Np003G1519800	jg22972
OG0018954	Np003G1542100	jg22777
OG0018955	Np003G1542900	jg22773
OG0018956	Np003G1658200	jg21941
OG0018957	Np003G1587400	jg22421
OG0018958	Np001G0501300	jg14756
OG0018959	Np003G1326700	jg4521
OG0018961	Np003G1310300	jg4343
OG0018962	Np003G1305900	jg4315
OG0018963	Np003G1299000	jg4264
OG0018965	Np003G1288900	jg4183
OG0018966	Np007G3815200	jg26341
OG0018967	Np003G1270100	jg4013
OG0018968	Np003G1265300	jg3968
OG0018969	Np003G1257300	jg3902
OG0018970	Np003G1251900	jg3841
OG0018971	Np005G3182800	jg12700
OG0018972	Np005G3184800	jg12710
OG0018974	Np002G0780000	jg3199
OG0018978	Np004G1900500	jg33826
OG0018979	Np004G1917300	jg33655
OG0018980	Np006G3392500	jg18769
OG0018981	Np001G0448100	jg14280
OG0018982	Np001G0631700	jg15855
OG0018983	Np003G1741300	jg21655
OG0018984	Np005G3085300	jg11551
OG0018985	Np005G3039800	jg11247
OG0018986	Np005G3033800	jg11197
OG0018987	Np003G1738000	jg21665
OG0018988	Np003G1739000	jg21664
OG0018991	Np002G0802200	jg3024
OG0018992	Np002G0793600	jg3087
OG0018993	Np002G0787800	jg3133
OG0018997	Np003G1704700	jg21761
OG0018998	Np002G0860800	jg2596
OG0019001	Np001G0386600	jg20643
OG0019003	Np001G0422700	jg21022
OG0019005	Np006G3423900	jg18540
OG0019006	Np006G3419800	jg18552
OG0019008	Np005G2907900	jg10704
OG0019009	Np005G2910500	jg10713
OG0019010	Np005G2921400	jg10779
OG0019011	Np005G3201200	jg12837
OG0019012	Np005G2873800	jg10464
OG0019013	Np005G2877100	jg10434
OG0019014	Np005G2988900	jg10953
OG0019017	Np004G2056500	jg31928
OG0019019	Np004G1950400	jg23882
OG0019020	Np007G4253000	jg23900
OG0019023	Np001G0613900	jg15691
OG0019026	Np007G3825200	jg15232
OG0019027	Np003G1613500	jg22130
OG0019028	Np007G3873200	jg26789
OG0019029	Np007G3886200	jg26945
OG0019030	Np007G3889500	jg27006
OG0019031	Np002G0916900	jg2283
OG0019035	Np007G4070500	jg25356
OG0019038	Np003G1799200	jg7467
OG0019039	Np007G3719600	jg28273
OG0019040	Np007G3715900	jg28317
OG0019043	Np006G3223000	jg20089
OG0019045	Np006G3243300	jg19937
OG0019047	Np006G3253400	jg19833
OG0019048	Np006G3253800	jg19829
OG0019049	Np006G3276400	jg19623
OG0019051	Np007G4245500	jg23971
OG0019052	Np007G4235600	jg24048
OG0019054	Np001G0164700	jg21568
OG0019055	Np007G4203800	jg24340
OG0019058	Np007G4174800	jg24546
OG0019060	Np007G4131000	jg24896
OG0019061	Np007G4107500	jg25063
OG0019062	Np007G4093100	jg25169
OG0019063	Np007G3913600	jg25730
OG0019064	Np007G3917100	jg25772
OG0019065	Np007G3930300	jg25884
OG0019067	Np001G0183700	jg13893
OG0019068	Np005G3134100	jg12349
OG0019069	Np007G3845600	jg26586
OG0019070	Np007G3841400	jg26559
OG0019071	Np007G3835700	jg26510
OG0019072	Np007G3835500	jg26500
OG0019076	Np003G1466700	jg5734
OG0019077	Np004G2597500	jg28415
OG0019078	Np004G2586300	jg28505
OG0019079	Np004G2569900	jg28659
OG0019080	Np004G2569200	jg28665
OG0019082	Np004G2562800	jg28725
OG0019084	Np004G2539800	jg28925
OG0019085	Np004G2518400	jg29117
OG0019087	Np004G2494900	jg29330
OG0019089	Np004G2590600	jg28468, jg2104
OG0019090	Np004G2441100	jg29786
OG0019091	Np004G2325700	jg30782
OG0019092	Np004G2310900	jg30862
OG0019093	Np002G0839700	jg2738
OG0019095	Np004G2063100	jg31985
OG0019096	Np002G1199700	jg681
OG0019097	Np002G1164500	jg924
OG0019099	Np006G3431400	jg18466
OG0019100	Np002G1241100	jg402
OG0019101	Np004G1935500	jg33510
OG0019102	Np001G0345100	jg20396
OG0019105	Np001G0318000	jg20285
OG0019111	Np005G2609900	jg8371
OG0019115	Np005G2638700	jg9006
OG0019116	Np005G2639200	jg9003
OG0019117	Np005G2723000	jg9284
OG0019118	Np003G1869400	jg7997
OG0019119	Np003G1897100	jg8226
OG0019120	Np003G1897500	jg8230
OG0019121	Np006G3711500	jg16529, jg16514
OG0019123	Np001G0240300	jg13180
OG0019125	Np004G2574800	jg28608
OG0019126	Np004G2524700	jg29066
OG0019127	Np004G2522300	jg29087
OG0019129	Np004G2422400	jg29925
OG0019130	Np004G2165100, Np004G2346800, Np009G4325600, Np012G4370500, Np003G1678500	jg30625
OG0019131	Np002G1132400	jg30715
OG0019132	Np001G0552000	jg31051
OG0019133	Np004G2014000	jg31167
OG0019134	Np004G2092900	jg31180
OG0019135	Np004G2094900	jg31200
OG0019138	Np004G2172700, Np004G2171700	jg31816
OG0019139	Np004G1915600	jg32111, jg33669
OG0019140	Np004G2048100	jg32273
OG0019142	Np004G2049800	jg32375
OG0019143	Np004G2033400	jg32512
OG0019144	Np004G2025500	jg32627
OG0019145	Np002G0862900	jg33139
OG0019146	Np004G1908100	jg33738, jg33735, jg33730
OG0019151	Np002G1068100	jg1449
OG0019152	Np002G1061400	jg1504
OG0019153	Np006G3642600	jg17080, jg1644
OG0019158	Np002G0958200	jg2064
OG0019159	Np002G0891800	jg2409
OG0019160	Np002G0881000	jg2470
OG0019162	Np002G0822200	jg2892
OG0019163	Np002G0819000	jg2916
OG0019166	Np007G4228000	jg24122
OG0019167	Np007G4201400	jg24361
OG0019168	Np007G4162200	jg24647
OG0019170	Np007G3812700	jg26318
OG0019171	Np007G3817300	jg26356
OG0019172	Np007G3857800	jg26671
OG0019174	Np007G3896400	jg27141
OG0019175	Np007G3899000	jg27216
OG0019177	Np007G3801500	jg27357
OG0019178	Np007G3799200	jg27396
OG0019179	Np007G4160700	jg27451
OG0019180	Np007G3735800	jg28117
OG0019181	Np007G3715400	jg28322
OG0019182	Np006G3684700	jg16700
OG0019183	Np001G0424800	jg16865
OG0019184	Np006G3657400	jg16923
OG0019185	Np006G3643100	jg17069
OG0019186	Np007G4142500, Np003G1672100	jg17173
OG0019187	Np006G3631900	jg17200
OG0019188	Np006G3631500	jg17216
OG0019189	Np006G3619000	jg17507
OG0019191	Np006G3306700	jg19386
OG0019192	Np001G0266300	jg12980
OG0019193	Np001G0249800	jg13100
OG0019195	Np001G0242500	jg13167
OG0019196	Np001G0223700	jg13349
OG0019197	Np001G0196500	jg13645, jg13644
OG0019198	Np001G0442000	jg14176
OG0019199	Np001G0448000	jg14279
OG0019200	Np001G0453200	jg14335
OG0019201	Np001G0507500	jg14825
OG0019205	Np006G3208000	jg4630
OG0019206	Np003G1395600	jg5098
OG0019211	Np001G0115800	jg6290, jg6288
OG0019212	Np003G1758300	jg7109, jg7124
OG0019213	Np003G1769500, Np003G1768700	jg7260
OG0019218	Np005G2626300	jg8531
OG0019219	Np007G3842500	jg9313
OG0019219	Np005G2743500	jg9413
OG0019221	Np005G2787400	jg9768
OG0019222	Np005G2790000	jg9789
OG0019223	Np005G2792600	jg9813
OG0019224	Np005G2802300	jg9889
OG0019225	Np005G2807800	jg9924
OG0019226	Np005G2820500	jg10020
OG0019227	Np005G3023400	jg11129
OG0019228	Np005G3057900	jg11350
OG0019229	Np005G3063600	jg11389
OG0019230	Np005G3079300	jg11620
OG0019231	Np005G3073500	jg11708
OG0019232	Np005G3119400	jg12199
OG0019234	Np005G3196500	jg12781
OG0019235	Np005G3200700	jg12825
OG0019236	Np005G3194500	jg12835
OG0019237	Np006G3413900	jg20489
OG0019238	Np004G2272200, Np001G0417300	jg20928
OG0019239	Np001G0418000	jg20933
OG0019240	Np001G0421700	jg21006
OG0019241	Np001G0182500	jg21271
OG0019243	Np001G0166800	jg21540
OG0019244	Np003G1743400	jg21606
OG0019245	Np003G1749800	jg21609
