Orthogroup	Noccaea_praecox	Arabidopsis_lyrata_NCBI
OG0013631	Np007G4093700	XP_002882766.1
OG0013632	Np007G4093300	XP_020888274.1
OG0013633	Np007G4092500	XP_002882769.1
OG0013634	Np007G4090400	XP_002884899.1
OG0013635	Np007G4090100	XP_002884901.1
OG0013636	Np007G4088800	XP_002882779.1
OG0013637	Np007G4087100	XP_020886407.1
OG0013638	Np007G4085600	XP_020886586.1
OG0013639	Np007G4083800	XP_002884933.2
OG0013640	Np007G4080400	XP_002882806.2
OG0013641	Np004G1906300, Np007G4079100	XP_002884953.1
OG0013642	Np007G4071700	XP_020888179.1
OG0013643	Np007G4065300	XP_002882856.1
OG0013644	Np001G0463500	XP_002875794.1
OG0013645	Np007G4061000	XP_002885007.1
OG0013646	Np007G4056000	XP_002882878.2
OG0013647	Np007G4053200	XP_020886816.1
OG0013648	Np007G4051500	XP_020886337.1
OG0013649	Np007G4049700	XP_020888813.1
OG0013650	Np007G4049100	XP_020888816.1
OG0013651	Np007G4045800	XP_002885073.1
OG0013652	Np007G4045300	XP_002885074.1
OG0013653	Np007G4045000	XP_002882922.1
OG0013654	Np007G4044400	XP_002885077.1
OG0013655	Np007G4042400	XP_020886011.1
OG0013656	Np007G4040100	XP_002882937.1
OG0013657	Np007G4029800	XP_020888063.1
OG0013658	Np007G4029200	XP_020887646.1
OG0013659	Np005G3160200	XP_002870752.1
OG0013660	Np007G4027800	XP_002885104.2
OG0013661	Np007G3900200	XP_002882963.1
OG0013662	Np007G3902200	XP_020886235.1
OG0013663	Np007G3902700	XP_020886109.1
OG0013664	Np007G3903600	XP_002882977.1
OG0013666	Np007G3907000	XP_002883000.1
OG0013667	Np007G3907100	XP_020889168.1
OG0013668	Np007G3915300	XP_020889185.1
OG0013669	Np007G3915400	XP_002885165.1
OG0013670	Np007G3916900	XP_002883033.1
OG0013671	Np007G3917400	XP_002883035.1
OG0013672	Np007G3918300	XP_020889214.1
OG0013673	Np007G3918800	XP_020889124.1
OG0013674	Np007G3919400	XP_002883040.1
OG0013675	Np007G3919500	XP_020889172.1
OG0013676	Np007G3921700	XP_002885189.1
OG0013677	Np007G3924500	XP_020889112.1
OG0013678	Np007G3924900	XP_002885203.2
OG0013679	Np007G3925100	XP_002883056.1
OG0013680	Np007G3925400	XP_002883058.1
OG0013681	Np007G3927900	XP_002885218.1
OG0013682	Np007G3928200	XP_002883073.1
OG0013683	Np007G3928400	XP_020889165.1
OG0013684	Np007G3928700	XP_002883077.1
OG0013685	Np007G3928800	XP_020889212.1
OG0013686	Np007G3928900	XP_002885222.2
OG0013687	Np007G3929600	XP_002883083.1
OG0013688	Np007G3929700	XP_020889086.1
OG0013689	Np007G3933000	XP_002883096.1
OG0013690	Np007G3933200	XP_002883097.1
OG0013691	Np007G3945100	XP_020889437.1
OG0013692	Np007G3949300	XP_020886258.1
OG0013693	Np007G3959700	XP_020886273.1
OG0013694	Np007G3961400	XP_002883176.2
OG0013695	Np007G3961500	XP_020888444.1
OG0013696	Np007G3964300	XP_002883185.1
OG0013698	Np007G3975800	XP_002883208.1
OG0013699	Np007G3976600	XP_002885344.1
OG0013700	Np007G3987600	XP_020886761.1
OG0013701	Np007G3989700	XP_002885358.1
OG0013703	Np007G4001900	XP_002885372.1
OG0013704	Np007G4002000	XP_020887514.1
OG0013705	Np007G4002100	XP_020887511.1
OG0013706	Np011G4354900	XP_002885374.1
OG0013709	Np002G1156300	XP_002886636.1
OG0013710	Np007G3804000	XP_002883266.1
OG0013711	Np007G3805200	XP_020887200.1
OG0013712	Np007G3805800	XP_002883275.1
OG0013713	Np007G3806800	XP_020888431.1
OG0013714	Np005G3154000	XP_020872938.1
OG0013715	Np005G3149000	XP_002870799.1
OG0013716	Np005G2820200	XP_020873236.1
OG0013717	Np005G3141000	XP_020872190.1
OG0013718	Np005G3138500	XP_002870832.1
OG0013719	Np005G3137600	XP_020874728.1
OG0013720	Np005G3134400	XP_020875523.1
OG0013721	Np005G3132200	XP_020875065.1
OG0013722	Np005G3128200	XP_002870874.1
OG0013723	Np005G3126100	XP_020872348.1
OG0013724	Np005G3124400	XP_020873885.1
OG0013725	Np005G3124200	XP_002870553.1
OG0013726	Np005G3098600	XP_020869920.1
OG0013727	Np005G3123400	XP_020875109.1
OG0013729	Np005G3115400	XP_020875005.1
OG0013730	Np005G3111200	XP_020875446.1
OG0013731	Np005G3108900	XP_020872553.1
OG0013732	Np001G0182400	XP_020889964.1
OG0013733	Np007G3854500	XP_002885598.1
OG0013734	Np007G3852600	XP_020887228.1
OG0013735	Np007G3849100	XP_020888993.1
OG0013736	Np007G3846600	XP_002885564.1
OG0013737	Np007G3844700	XP_002883418.1
OG0013738	Np007G3877100	XP_020889512.1
OG0013739	Np007G3840300	XP_002883397.1
OG0013740	Np007G3839600	XP_020886678.1
OG0013741	Np007G3835300	XP_020886699.1
OG0013743	Np007G3823000, Np007G3832100	XP_002883366.2
OG0013744	Np003G1770800	XP_020890901.1
OG0013746	Np007G3823700	XP_002885474.1
OG0013747	Np007G3821600	XP_002883319.1
OG0013748	Np007G3819800	XP_002885460.1
OG0013749	Np007G3818800	XP_002885454.1
OG0013750	Np007G3816100, Np007G3815600	XP_002885445.1
OG0013751	Np007G3812400	XP_020889383.1
OG0013752	Np005G2734000	XP_020874370.1
OG0013753	Np002G1062600, Np005G2649500	XP_020869485.1
OG0013754	Np002G0957800	XP_002887020.1
OG0013755	Np002G0960300	XP_020890509.1
OG0013756	Np002G0985000	XP_002888410.1
OG0013757	Np002G0995500	XP_002886829.1
OG0013758	Np002G0988100	XP_020891134.1
OG0013759	Np002G0986900	XP_002886911.1
OG0013760	Np004G1969900	XP_002891891.1
OG0013761	Np006G3485500, Np006G3545400	XP_002894592.1
OG0013762	Np002G1041400	XP_020867358.1
OG0013763	Np003G1467900	XP_002871851.1
OG0013764	Np003G1464200	XP_020876128.1
OG0013765	Np003G1463700	XP_020879063.1
OG0013766	Np003G1463300	XP_002873898.1
OG0013767	Np003G1459900	XP_002873894.2
OG0013768	Np003G1459700	XP_020876826.1
OG0013769	Np006G3630600	XP_002880740.1
OG0013770	Np006G3665900	XP_002880533.2
OG0013771	Np003G1457100	XP_020879008.1
OG0013772	Np001G0164800	XP_002865730.1
OG0013773	Np001G0164000	XP_020885698.1
OG0013774	Np001G0178000	XP_020871697.1
OG0013775	Np001G0178100	XP_002863889.1
OG0013776	Np001G0546100	XP_020879641.1
OG0013777	Np001G0543300	XP_020881208.1
OG0013778	Np001G0542600	XP_002876132.1
OG0013779	Np001G0542500	XP_002877850.1
OG0013780	Np003G1705800, Np001G0542400	XP_002876131.1
OG0013781	Np001G0542300	XP_002877849.1
OG0013782	Np001G0542200	XP_020879660.1
OG0013783	Np001G0538800	XP_002876113.1
OG0013784	Np001G0538700	XP_002877838.1
OG0013785	Np001G0538300	XP_020882148.1
OG0013786	Np001G0537400	XP_002876109.1
OG0013787	Np001G0536800	XP_020882616.1
OG0013788	Np001G0536100	XP_002877821.1
OG0013789	Np001G0534100	XP_020880403.1
OG0013790	Np001G0532800	XP_020880071.1
OG0013791	Np001G0531200	XP_020879901.1
OG0013792	Np001G0278900	XP_020881288.1
OG0013793	Np004G2599300	XP_020869577.1
OG0013794	Np002G0783000	XP_020880353.1
OG0013795	Np004G2596100	XP_020867966.1
OG0013796	Np004G2594700, Np004G2595000	XP_020868405.1
OG0013797	Np004G2593700	XP_020870074.1
OG0013798	Np001G0197600	XP_020879696.1
OG0013799	Np004G2590800	XP_020868349.1
OG0013800	Np004G2586500	XP_020870527.1
OG0013801	Np004G2586400	XP_002892081.1
OG0013802	Np004G2585800	XP_020870618.1
OG0013803	Np004G2585200	XP_002892087.1
OG0013804	Np004G2584200	XP_020866655.1
OG0013805	Np004G2583100	XP_020885524.1
OG0013806	Np007G4035400	XP_002885091.1
OG0013807	Np004G2579400	XP_020869937.1
OG0013808	Np004G2578700	XP_002889406.1
OG0013809	Np004G2578300	XP_002892113.1
OG0013810	Np004G2577800	XP_002892116.1
OG0013811	Np004G2575600	XP_020868247.1
OG0013812	Np004G2575000	XP_002892135.1
OG0013813	Np004G2573900	XP_020867759.1
OG0013814	Np004G2573600	XP_020867760.1
OG0013815	Np004G2572200	XP_002889440.1
OG0013816	Np004G2569800	XP_020867705.1
OG0013817	Np004G2566500	XP_020866087.1
OG0013818	Np004G2563600	XP_020869465.1
OG0013819	Np004G2563100	XP_020868861.1
OG0013820	Np004G2557600	XP_020868053.1
OG0013821	Np004G2557000	XP_020868535.1
OG0013822	Np004G2554800	XP_020867119.1
OG0013823	Np004G2552700	XP_002892253.2
OG0013824	Np004G2552600	XP_002889528.1
OG0013825	Np004G2537800	XP_020869098.1
OG0013826	Np004G2537600	XP_020870588.1
OG0013827	Np004G2534800	XP_002892331.1
OG0013828	Np004G2532100	XP_002889607.1
OG0013829	Np004G2527400	XP_002889624.1
OG0013830	Np004G2527300	XP_020870138.1
OG0013831	Np004G2526300	XP_002892373.1
OG0013832	Np004G2525300	XP_002892381.1
OG0013833	Np004G2523000	XP_020867664.1
OG0013834	Np004G2521900	XP_002892397.2
OG0013835	Np005G3120500	XP_020874754.1
OG0013836	Np004G2514700	XP_002892426.1
OG0013837	Np004G2511600	XP_002892445.1
OG0013838	Np004G2510400	XP_020867925.1
OG0013839	Np004G2509600	XP_020870332.1
OG0013840	Np007G3857900	XP_020890002.1
OG0013841	Np004G2509400	XP_002889691.1
OG0013842	Np004G2503700	XP_002889718.1
OG0013844	Np004G2501200	XP_020866924.1
OG0013845	Np004G2500400	XP_020867889.1
OG0013846	Np004G2499000	XP_020867929.1
OG0013847	Np004G2498600	XP_002892498.1
OG0013848	Np004G2498100	XP_020866914.1
OG0013849	Np004G2497400	XP_020867581.1
OG0013850	Np004G2497000	XP_002892507.1
OG0013851	Np004G2495900	XP_002892511.1
OG0013852	Np004G2493700	XP_002892519.1
OG0013853	Np004G2492600	XP_002892526.1
OG0013854	Np004G2491700	XP_002892531.1
OG0013855	Np004G2487400, Np004G2487300	XP_020868764.1
OG0013856	Np004G2484600	XP_020870697.1
OG0013857	Np004G2483100	XP_020867882.1
OG0013858	Np004G2482900	XP_020869426.1
OG0013859	Np004G2482300	XP_002889814.1
OG0013860	Np004G2089900	XP_020868983.1
OG0013862	Np004G2478400	XP_020866024.1
OG0013863	Np004G2477100	XP_002889841.1
OG0013864	Np004G2476100	XP_002892614.1
OG0013865	Np004G2475800	XP_020869392.1
OG0013866	Np004G2475200	XP_002889847.1
OG0013867	Np004G2475000	XP_020869608.1
OG0013868	Np004G2473700	XP_020870715.1
OG0013869	Np004G2473600	XP_002892627.1
OG0013870	Np004G2476200, Np004G2469200	XP_020868020.1
OG0013871	Np006G3680900	XP_020883855.1
OG0013872	Np004G2465400	XP_020870591.1
OG0013873	Np004G2464400	XP_020866625.1
OG0013874	Np004G2464000	XP_020868949.1
OG0013875	Np004G2463400	XP_020870135.1
OG0013876	Np004G2462000	XP_002892660.1
OG0013877	Np002G1196600, Np004G2461900	XP_002889902.2
OG0013878	Np004G2460400	XP_020869852.1
OG0013879	Np004G2459800	XP_020868930.1
OG0013880	Np004G2459700	XP_002892669.1
OG0013881	Np004G2448800	XP_020869520.1
OG0013882	Np004G2448400	XP_020869537.1, XP_020869527.1
OG0013883	Np004G2446500	XP_020870525.1
OG0013884	Np004G2446300	XP_002889974.1
OG0013885	Np004G2445600	XP_020867856.1
OG0013886	Np004G2445000	XP_002892723.1
OG0013887	Np004G2095600	XP_020870813.1
OG0013888	Np004G2441800	XP_020869897.1
OG0013889	Np004G2440200	XP_020870727.1
OG0013890	Np003G1664800	XP_002865900.2
OG0013891	Np004G2436900	XP_020870946.1
OG0013892	Np004G2431800	XP_002890017.1
OG0013893	Np004G2431500	XP_020870537.1
OG0013894	Np004G2426700	XP_002890040.1
OG0013895	Np004G2425800	XP_020868360.1
OG0013896	Np004G2424900	XP_020867071.1
OG0013897	Np004G2424600	XP_002892798.1
OG0013898	Np004G2423900	XP_020869026.1
OG0013899	Np004G2423700	XP_020869028.1
OG0013900	Np004G2422700	XP_002892806.1
OG0013901	Np004G2418000	XP_002890071.1
OG0013902	Np004G2417900	XP_020869885.1
OG0013903	Np004G2413400	XP_002890086.1
OG0013904	Np004G2411400	XP_002892855.1
OG0013905	Np001G0170900	XP_020865638.1
OG0013906	Np004G2406500	XP_002890121.1
OG0013907	Np004G2403200	XP_020867474.1
OG0013908	Np004G2401600	XP_020867229.1
OG0013910	Np004G2400000	XP_020868650.1
OG0013911	Np004G2399000	XP_002892905.1
OG0013912	Np004G2397100	XP_002892910.1
OG0013913	Np004G2396600	XP_020870492.1
OG0013914	Np004G2396400	XP_020870426.1
OG0013916	Np004G2394500	XP_020866530.1
OG0013917	Np004G2393800	XP_020868121.1
OG0013918	Np004G2390000	XP_002892938.2
OG0013920	Np003G1275800	XP_020871055.1
OG0013921	Np004G2386700	XP_020866369.1
OG0013922	Np004G2386400	XP_002890224.1
OG0013923	Np004G2386300	XP_020867525.1
OG0013924	Np004G2385200	XP_020867798.1
OG0013925	Np004G2384700	XP_020868338.1
OG0013926	Np004G2380900	XP_002892971.1
OG0013927	Np004G2379100	XP_020869040.1
OG0013928	Np004G2378900	XP_020869038.1
OG0013929	Np004G2377900	XP_002892983.1
OG0013930	Np004G2376600	XP_002892990.1
OG0013931	Np004G2376300	XP_020869933.1
OG0013932	Np004G2375000	XP_020867438.1
OG0013933	Np004G2371900	XP_020867223.1
OG0013934	Np004G2366700	XP_002890309.1
OG0013935	Np004G2366200	XP_020869414.1
OG0013936	Np004G2365500	XP_020867019.1
OG0013937	Np004G2365400	XP_020869815.1
OG0013938	Np004G2365200, Np004G2365000	XP_002890324.1
OG0013939	Np004G2362000	XP_020870644.1
OG0013940	Np004G2361300	XP_002893051.1
OG0013941	Np004G2359700	XP_002890345.1
OG0013942	Np004G2359000	XP_020869333.1
OG0013943	Np004G2358200	XP_002893061.1
OG0013944	Np004G2358000	XP_002890351.1
OG0013945	Np004G2364400	XP_002893035.1
OG0013946	Np004G2357300	XP_020867750.1
OG0013947	Np004G2356200	XP_002893078.1
OG0013948	Np001G0247500	XP_002876875.2
OG0013949	Np004G2354000	XP_020870469.1
OG0013950	Np004G2353700	XP_020869860.1
OG0013951	Np005G3160100	XP_002870753.1
OG0013952	Np004G2351700	XP_020867038.1
OG0013953	Np004G2351100	XP_002890385.1
OG0013954	Np004G2350000	XP_020866802.1
OG0013955	Np004G2346700	XP_002890409.1
OG0013956	Np004G2340300, Np004G2341100	XP_002893159.1
OG0013957	Np004G2341000	XP_002890438.1
OG0013958	Np004G2340800	XP_020868043.1
OG0013959	Np002G1136900, Np004G2340000	XP_002890443.1
OG0013960	Np004G2339900	XP_020869384.1
OG0013961	Np004G2336200	XP_002890451.1
OG0013962	Np004G2332900	XP_002893187.2
OG0013963	Np004G2327700	XP_002893209.1
OG0013964	Np004G2326800	XP_002893213.1
OG0013965	Np004G2325400	XP_020869716.1
OG0013966	Np001G0180700	XP_020871800.1
OG0013967	Np004G2317100	XP_020866410.1
OG0013968	Np004G2313300	XP_020867329.1
OG0013969	Np004G2312100	XP_002890545.1
OG0013970	Np004G2311900	XP_020869160.1
OG0013971	Np004G2311800	XP_020869678.1
OG0013973	Np002G0833200	XP_002887394.1
OG0013974	Np002G0834300	XP_020865882.1
OG0013975	Np002G0834700	XP_020889975.1
OG0013976	Np002G0835100	XP_002887384.1
OG0013977	Np002G0835400	XP_002887382.1
OG0013978	Np002G0835700	XP_020891536.1
OG0013979	Np002G0836900	XP_002888836.1
OG0013980	Np002G0837700	XP_002888832.1
OG0013981	Np002G0838200	XP_020889866.1
OG0013982	Np002G0840300	XP_002887346.1
OG0013983	Np002G0846300	XP_002887327.1
OG0013984	Np002G0846800	XP_020890254.1
OG0013985	Np002G0849500	XP_002887319.1
OG0013986	Np002G0851200	XP_020865840.1
OG0013987	Np002G0851900	XP_002888786.1
OG0013988	Np002G0852000	XP_002888785.1
OG0013989	Np002G0853600	XP_020891129.1
OG0013990	Np002G0857200	XP_002887284.1
OG0013991	Np005G2828200	XP_002867680.1
OG0013992	Np005G2827800	XP_002867679.1
OG0013993	Np004G2057800	XP_002893744.1
OG0013994	Np002G1237000	XP_020890876.1
OG0013995	Np002G1236900	XP_020891201.1
OG0013996	Np002G1236800	XP_020891398.1
OG0013997	Np002G1226700	XP_020889828.1
OG0013998	Np002G1224600	XP_020891336.1
OG0013999	Np005G2786800	XP_020873396.1
OG0014001	Np002G1217100	XP_002886430.1
OG0014002	Np001G0281600	XP_020880177.1
OG0014003	Np002G1212500	XP_020889682.1
OG0014004	Np002G1211900	XP_020889868.1
OG0014005	Np003G1437300	XP_020877323.1
OG0014006	Np002G1207600	XP_020890777.1
OG0014007	Np002G1199900	XP_020891446.1
OG0014008	Np002G1199000	XP_020889680.1
OG0014009	Np002G1196000	XP_020891028.1
OG0014010	Np002G1186100	XP_020890028.1
OG0014011	Np002G1184100	XP_020890065.1
OG0014012	Np002G1174000	XP_002888109.1
OG0014013	Np002G1173100	XP_002888110.2
OG0014014	Np002G1173000	XP_020890060.1
OG0014015	Np002G1169600	XP_020890056.1
OG0014016	Np002G1166500	XP_020890070.1
OG0014017	Np007G3800600	XP_002883782.1
OG0014018	Np002G1164600	XP_002886602.1
OG0014019	Np002G1161000	XP_020890587.1
OG0014020	Np002G1157200	XP_002886633.1
OG0014021	Np002G1155200	XP_002886640.1
OG0014022	Np002G1147400	XP_002886661.1
OG0014023	Np002G1141400	XP_020890310.1
OG0014024	Np002G1132000	XP_002886711.2
OG0014026	Np002G1129100	XP_020891093.1
OG0014027	Np002G1112600	XP_020869222.1
OG0014028	Np002G1082800	XP_020868300.1
OG0014029	Np002G1079800	XP_002891951.1
OG0014030	Np002G1070800	XP_020868149.1
OG0014031	Np002G1237400	XP_020865644.1
OG0014032	Np002G1238900	XP_020865911.1
OG0014033	Np002G1241300	XP_002887895.1
OG0014034	Np002G1243100	XP_002887889.2
OG0014035	Np002G1243200	XP_020890676.1
OG0014036	Np002G1243500	XP_002886343.1
OG0014037	Np002G1243600	XP_020891390.1
OG0014038	Np002G1247900	XP_002894187.2
OG0014039	Np002G1232500	XP_002887867.1
OG0014040	Np003G1758400	XP_002872409.1
OG0014041	Np001G0340800	XP_020866327.1
OG0014042	Np001G0315500	XP_020871923.1
OG0014043	Np001G0317300	XP_020871939.1
OG0014044	Np001G0326500	XP_020871666.1
OG0014045	Np001G0389900, Np001G0390400	XP_002865325.1
OG0014046	Np001G0392000	XP_002863551.1
OG0014047	Np001G0393000	XP_002863555.1
OG0014048	Np001G0397300	XP_002865366.1
OG0014049	Np001G0397700	XP_020871091.1
OG0014050	Np003G1846500	XP_002872736.1
OG0014051	Np003G1840100	XP_020876344.1
OG0014052	Np003G1839900	XP_002872722.1
OG0014053	Np003G1839300	XP_020876359.1
OG0014054	Np005G2751300	XP_002867409.1
OG0014055	Np005G2750400	XP_002869430.1
OG0014056	Np005G2750100	XP_020873131.1
OG0014057	Np005G2746900	XP_020873162.1
OG0014058	Np005G2746100	XP_020872505.1
OG0014059	Np005G2745900	XP_002867383.1
OG0014060	Np005G3010800	XP_002870178.1
OG0014061	Np005G3007200	XP_002868146.2
OG0014062	Np004G2001400	XP_020870235.1
OG0014063	Np004G2000500	XP_002894092.1, XP_020880654.1
OG0014064	Np004G1999300	XP_002891405.1
OG0014065	Np004G1993000	XP_002894118.1
OG0014066	Np004G1997200	XP_002894104.1
OG0014067	Np004G1997100	XP_002891421.1
OG0014068	Np004G1993200	XP_020870766.1
OG0014069	Np004G1994500	XP_020868742.1
OG0014070	Np004G1992800	XP_020870686.1
OG0014071	Np004G1989400	XP_020869729.1
OG0014072	Np004G1987900	XP_002891459.1
OG0014073	Np004G1987400	XP_002891461.1
OG0014074	Np004G1987000	XP_002891464.2
OG0014075	Np004G1986000	XP_020867923.1, XP_002885674.1
OG0014076	Np004G1985900	XP_002891474.1
OG0014077	Np004G1983000	XP_002891495.1
OG0014078	Np004G1982600	XP_002894179.1, XP_002894171.1
OG0014079	Np004G1982500	XP_002894180.1
OG0014080	Np004G1982300	XP_020869208.1
OG0014081	Np002G0786900	XP_020890022.1
OG0014082	Np002G0787400	XP_020865802.1
OG0014083	Np005G2600300	XP_002868836.1
OG0014084	Np005G2600500	XP_002868837.1
OG0014085	Np005G2600800	XP_002868839.1
OG0014086	Np005G2602200	XP_020872873.1
OG0014087	Np005G2602800	XP_002866799.2
OG0014088	Np005G2603200	XP_020873877.1
OG0014089	Np005G2604400	XP_020875570.1
OG0014090	Np005G2605800	XP_020874400.1
OG0014091	Np005G2606500	XP_002868864.1
OG0014092	Np005G2607000	XP_002866818.1
OG0014093	Np004G2156300, Np005G2609000	XP_020875044.1
OG0014094	Np005G2609400	XP_020875229.1
OG0014095	Np005G2610700	XP_020875535.1
OG0014096	Np005G2611300	XP_020872667.1
OG0014097	Np005G2611600	XP_002868887.1
OG0014099	Np005G2616100	XP_020874477.1
OG0014100	Np005G2616300	XP_020874480.1
OG0014101	Np005G2618300	XP_020874263.1
OG0014102	Np001G0181000	XP_002865589.2
OG0014103	Np005G2622600	XP_002868937.1
OG0014104	Np005G2623200	XP_002868940.1
OG0014105	Np005G2623600	XP_020875246.1
OG0014106	Np005G2624900	XP_002868944.1
OG0014107	Np005G2625200	XP_002866912.1
OG0014108	Np007G3889100	XP_002885776.2
OG0014109	Np005G2627300	XP_020873025.1
OG0014110	Np005G2627500	XP_020875324.1
OG0014111	Np005G2698400	XP_002866929.1
OG0014112	Np005G2696900	XP_020872398.1
OG0014113	Np005G2693600	XP_002866948.1
OG0014114	Np005G2693300	XP_002868989.1
OG0014115	Np005G2689200	XP_020875546.1
OG0014116	Np005G2688000	XP_020872135.1
OG0014117	Np003G1413300, Np007G3907900	XP_002866980.1
OG0014119	Np005G2683400	XP_002867001.1
OG0014120	Np005G2683000	XP_020872763.1
OG0014121	Np005G2681900	XP_020875013.1
OG0014122	Np005G2680800	XP_002867016.1
OG0014123	Np005G2680400	XP_020872803.1
OG0014124	Np005G2680300	XP_020872802.1
OG0014125	Np005G2678700	XP_002869040.2
OG0014126	Np005G2676700	XP_020874034.1
OG0014127	Np005G2674600	XP_002869053.1
OG0014128	Np005G2670900	XP_002869072.1
OG0014129	Np005G2667100, Np005G2666600	XP_002869081.1
OG0014130	Np005G3106600	XP_020873100.1
OG0014131	Np005G2664000	XP_020872215.1
OG0014132	Np005G2660000	XP_020874360.1
OG0014133	Np005G2657700	XP_002869109.1
OG0014134	Np005G2654600	XP_002867102.1
OG0014135	Np005G2648500	XP_020875517.1
OG0014136	Np005G2647300	XP_020875119.1
OG0014137	Np005G2646100	XP_002869156.1
OG0014138	Np005G2644600	XP_002867130.1
OG0014139	Np005G2705400	XP_020873156.1
OG0014140	Np005G2703000	XP_020873911.1
OG0014141	Np005G2701700	XP_002869444.1
OG0014142	Np005G2700500	XP_020875749.1
OG0014143	Np005G2700100	XP_002869260.1
OG0014144	Np005G2699700	XP_020874493.1
OG0014145	Np005G2628400	XP_020874882.1
OG0014146	Np005G2629000	XP_002869241.1
OG0014147	Np005G2629300	XP_020875465.1
OG0014148	Np005G2630600	XP_002867220.1
OG0014149	Np005G2631000	XP_002867217.1
OG0014150	Np005G2632500	XP_020874874.1
OG0014151	Np005G2633100	XP_002867196.1
OG0014152	Np005G2633300	XP_020875429.1
OG0014153	Np005G2634700	XP_002867184.1
OG0014154	Np005G2635800	XP_020875438.1
OG0014155	Np005G2637300	XP_002869207.1
OG0014156	Np005G2638400	XP_002867166.1
OG0014157	Np005G2641400	XP_002869185.1
OG0014158	Np005G2642500	XP_002867138.1
OG0014159	Np001G0252000	XP_002876827.1
OG0014160	Np005G2717600	XP_002867301.1
OG0014161	Np005G2717700	XP_002867302.1
OG0014162	Np005G2718400	XP_020873154.1
OG0014163	Np005G2721800	XP_002867306.1
OG0014164	Np003G1844000	XP_002865845.2
OG0014165	Np005G2724800	XP_020872519.1
OG0014166	Np005G2726200	XP_020873955.1
OG0014167	Np005G2727000	XP_002869358.1
OG0014168	Np005G2727300	XP_020872119.1
OG0014169	Np001G0475200	XP_002877571.1
OG0014170	Np006G3412000	XP_020885145.1
OG0014171	Np007G3859100	XP_020887630.1
OG0014172	Np007G3861700	XP_020887699.1
OG0014173	Np002G0821300, Np002G0821700	XP_020891264.1
OG0014174	Np002G0823700, Np002G0822700	XP_020890236.1
OG0014175	Np002G0824500	XP_002887434.1
OG0014176	Np002G0825400	XP_020891738.1
OG0014177	Np002G0826100	XP_020889684.1
OG0014178	Np002G0826900	XP_020891210.1
OG0014179	Np002G0831400	XP_002887405.1
OG0014180	Np002G0831500	XP_002887404.1
OG0014181	Np004G2307500	XP_002890566.1
OG0014182	Np004G2304000	XP_020870942.1
OG0014183	Np002G0967400	XP_020872990.1
OG0014184	Np004G2295000	XP_020866452.1
OG0014185	Np004G2289800	XP_002893325.1
OG0014186	Np004G2289000	XP_020868045.1
OG0014187	Np004G2268800	XP_002893381.1
OG0014188	Np004G2261400	XP_020870505.1
OG0014189	Np004G2258600	XP_020867875.1
OG0014190	Np004G2247800	XP_020886573.1, XP_020870355.1
OG0014191	Np004G2247700	XP_020866001.1
OG0014192	Np004G2246600	XP_002893413.1
OG0014193	Np006G3623000	XP_020884299.1
OG0014195	Np003G1870300	XP_002872854.1
OG0014196	Np003G1870500	XP_020877034.1
OG0014197	Np003G1871100	XP_020878972.1
OG0014198	Np003G1871500	XP_002874942.1
OG0014199	Np003G1872200	XP_002874947.1
OG0014200	Np003G1872300	XP_020879472.1
OG0014201	Np003G1873300	XP_020878415.1
OG0014202	Np003G1874200	XP_002874952.2
OG0014203	Np003G1874300	XP_020879249.1
OG0014204	Np003G1876000	XP_002874962.1
OG0014205	Np003G1876100	XP_020879345.1
OG0014206	Np003G1876800	XP_020879491.1
OG0014207	Np003G1877500	XP_002874969.1
OG0014208	Np003G1878100	XP_002874971.1
OG0014210	Np003G1882800	XP_020879253.1
OG0014211	Np005G2796600	XP_002869624.1
OG0014212	Np003G1885800	XP_020878997.1
OG0014213	Np003G1889600	XP_002872931.1
OG0014214	Np003G1890700	XP_020879297.1
OG0014215	Np003G1892000	XP_002872941.1
OG0014216	Np003G1892500	XP_020879542.1
OG0014218	Np006G3488500, Np003G1895100	XP_020877992.1
OG0014219	Np003G1895300	XP_002872958.1
OG0014220	Np003G1895400	XP_020878570.1
OG0014221	Np003G1897400	XP_020878793.1
OG0014222	Np003G1897600	XP_020878418.1
OG0014223	Np006G3714000	XP_002879963.1
OG0014225	Np004G2099800	XP_020868732.1
OG0014226	Np004G2089400	XP_002890679.1
OG0014227	Np004G2037800	XP_002891241.1
OG0014228	Np004G2037700	XP_002891242.1
OG0014229	Np004G2037500	XP_020866941.1
OG0014230	Np005G2788500	XP_002867544.1
OG0014231	Np005G2780100	XP_020872806.1
OG0014232	Np005G2776500	XP_020874022.1
OG0014233	Np005G2776400	XP_020874021.1
OG0014234	Np005G2773000	XP_020874225.1
OG0014235	Np005G2772900	XP_020874224.1
OG0014236	Np005G2771600	XP_020872752.1
OG0014237	Np001G0239200	XP_002875235.2
OG0014238	Np005G2768400	XP_002867466.1
OG0014239	Np005G2768300	XP_002867465.1
OG0014240	Np005G2767100	XP_020874851.1
OG0014241	Np001G0239100	XP_020880700.1
OG0014242	Np001G0237300	XP_020881958.1
OG0014243	Np004G2437000	XP_020870943.1
OG0014244	Np004G2434900	XP_020866456.1, XP_020866965.1
OG0014245	Np004G2431900	XP_002890016.1
OG0014246	Np004G2359100	XP_020869137.1
OG0014247	Np004G2344300	XP_020868897.1
OG0014248	Np004G2288300, Np004G2288400	XP_002893327.1
OG0014249	Np004G2090200	XP_002890683.1
