Orthogroup	Noccaea_praecox	Rorippa_islandica
OG0016608	Np003G1521200	Roisl.0115s0748.1.p
OG0016609	Np005G2605100	Roisl.0115s0733.1.p
OG0016610	Np005G2605200	Roisl.0115s0732.1.p
OG0016611	Np005G2605300	Roisl.0115s0731.1.p
OG0016612	Np005G2605400	Roisl.0115s0730.1.p
OG0016613	Np005G2608100	Roisl.0115s0713.1.p
OG0016614	Np005G2609600	Roisl.0115s0700.1.p
OG0016615	Np005G2613000	Roisl.0115s0673.1.p
OG0016616	Np005G2613700	Roisl.0115s0667.1.p
OG0016617	Np005G2614300	Roisl.0115s0661.1.p
OG0016618	Np005G2615700	Roisl.0115s0655.1.p
OG0016619	Np005G2617700	Roisl.0001s0509.1.p
OG0016620	Np005G2618600	Roisl.0001s0500.1.p
OG0016621	Np005G2618900	Roisl.0001s0498.1.p
OG0016622	Np005G2620100	Roisl.0001s0489.1.p
OG0016623	Np005G2620500	Roisl.0001s0485.1.p
OG0016624	Np005G2620700	Roisl.0001s0480.1.p
OG0016625	Np005G2620800	Roisl.0001s0479.1.p
OG0016626	Np005G2621300	Roisl.0001s0476.1.p
OG0016627	Np005G2622300	Roisl.0001s0466.1.p
OG0016628	Np005G2623700	Roisl.0001s0453.1.p
OG0016629	Np005G2625300	Roisl.0001s0442.1.p
OG0016630	Np005G2626600	Roisl.0001s0429.1.p
OG0016631	Np005G2627200	Roisl.0001s0424.1.p
OG0016632	Np005G2697800	Roisl.0001s0409.1.p
OG0016633	Np005G2695800	Roisl.0001s0392.1.p
OG0016634	Np005G2691200	Roisl.0001s0355.1.p
OG0016635	Np005G2690900	Roisl.0001s0352.1.p
OG0016636	Np005G2689100	Roisl.0001s0342.1.p
OG0016637	Np002G1122000	Roisl.0001s0514.1.p
OG0016639	Np005G2686000	Roisl.0001s0216.1.p
OG0016640	Np005G2685700	Roisl.0001s0305.1.p
OG0016641	Np005G2685600	Roisl.0001s0304.1.p
OG0016642	Np005G2685300	Roisl.0001s0303.1.p
OG0016643	Np005G2684900	Roisl.0001s0299.1.p
OG0016644	Np002G0907400	Roisl.0001s0267.1.p
OG0016645	Np005G2680600	Roisl.0001s0262.1.p
OG0016646	Np005G2680500	Roisl.0001s0261.1.p
OG0016647	Np005G2678500	Roisl.0001s0246.1.p
OG0016648	Np005G2677100	Roisl.0001s0234.1.p
OG0016649	Np005G2676800, Np005G2666200	Roisl.0001s0232.1.p
OG0016650	Np005G2676600	Roisl.0001s0230.1.p
OG0016651	Np005G2676300	Roisl.0001s0228.1.p
OG0016652	Np005G2675400	Roisl.0001s0221.1.p
OG0016653	Np005G2675100	Roisl.0001s0218.1.p
OG0016654	Np005G2674900	Roisl.0001s0215.1.p
OG0016655	Np005G2674500	Roisl.0001s0210.1.p
OG0016656	Np005G2704300	Roisl.0003s0251.1.p
OG0016657	Np005G2672500	Roisl.0001s0198.1.p
OG0016658	Np005G2670700	Roisl.0001s0183.1.p
OG0016659	Np005G2670300	Roisl.0001s0180.1.p
OG0016660	Np005G2670000	Roisl.0001s0177.1.p
OG0016661	Np005G2664700	Roisl.0001s0155.1.p
OG0016662	Np005G2664600, Np005G2669700	Roisl.0001s0154.1.p
OG0016663	Np005G2663700	Roisl.0001s0151.1.p
OG0016664	Np005G2660800	Roisl.0001s0138.1.p
OG0016666	Np005G2661800	Roisl.0001s0144.1.p
OG0016667	Np005G2663200	Roisl.0001s0148.1.p
OG0016668	Np005G2660400	Roisl.0001s0134.1.p
OG0016669	Np005G2651800	Roisl.0001s0068.1.p
OG0016670	Np005G2651700	Roisl.0001s0067.1.p
OG0016671	Np005G2649000	Roisl.0001s0057.1.p
OG0016672	Np005G2646400	Roisl.0001s0032.1.p
OG0016673	Np005G2645800	Roisl.0001s0027.1.p
OG0016674	Np005G2645200	Roisl.0001s0021.1.p
OG0016675	Np005G2704700	Roisl.0003s0249.1.p
OG0016676	Np005G2703100	Roisl.0003s0260.1.p
OG0016677	Np003G1731900	Roisl.0214s0143.1.p
OG0016678	Np003G1731800	Roisl.0214s0142.1.p
OG0016679	Np005G2700000	Roisl.0003s0283.1.p
OG0016680	Np005G2628600	Roisl.0003s0309.1.p
OG0016681	Np005G2630300	Roisl.0003s0324.1.p
OG0016682	Np005G2630400	Roisl.0003s0325.1.p
OG0016683	Np005G2634200	Roisl.0008s0270.1.p
OG0016684	Np001G0012900	Roisl.0024s0591.1.p
OG0016685	Np005G2636000	Roisl.0008s0288.1.p
OG0016686	Np005G2636100	Roisl.0008s0289.1.p
OG0016687	Np005G2636200	Roisl.0008s0290.1.p
OG0016688	Np005G2636400	Roisl.0008s0291.1.p
OG0016689	Np002G0875900	Roisl.0019s0639.1.p
OG0016690	Np005G2636600	Roisl.0008s0293.1.p
OG0016691	Np001G0202200	Roisl.0025s0025.1.p
OG0016692	Np005G2637000	Roisl.0008s0297.1.p
OG0016694	Np005G2641600	Roisl.0008s0343.1.p
OG0016696	Np006G3623400	Roisl.0091s1046.1.p
OG0016697	Np005G2709800	Roisl.0003s0220.1.p
OG0016698	Np005G2711000	Roisl.0003s0210.1.p
OG0016699	Np005G2711200	Roisl.0003s0208.1.p
OG0016700	Np005G2711800	Roisl.0003s0206.1.p
OG0016701	Np005G2713200	Roisl.0003s0197.1.p
OG0016702	Np005G2713300	Roisl.0003s0196.1.p
OG0016703	Np005G2715700	Roisl.0003s0181.1.p
OG0016704	Np005G2767600	Roisl.0022s0491.1.p
OG0016705	Np005G2718000	Roisl.0003s0155.1.p
OG0016706	Np005G2722000	Roisl.0003s0138.1.p
OG0016707	Np005G2722400	Roisl.0003s0137.1.p
OG0016708	Np005G2722600	Roisl.0003s0135.1.p
OG0016709	Np005G2723900	Roisl.0003s0125.1.p
OG0016710	Np005G2725000	Roisl.0003s0113.1.p
OG0016711	Np005G2727200	Roisl.0003s0095.1.p
OG0016712	Np005G2727400	Roisl.0003s0093.1.p
OG0016713	Np005G2727600	Roisl.0003s0092.1.p
OG0016714	Np001G0475600	Roisl.0046s0677.1.p
OG0016715	Np001G0475400	Roisl.0209s0485.1.p
OG0016716	Np007G3856500	Roisl.0053s0291.1.p
OG0016717	Np007G3859000	Roisl.0053s0282.1.p
OG0016718	Np007G3861600	Roisl.0053s0267.1.p
OG0016719	Np007G3861900	Roisl.0053s0264.1.p
OG0016720	Np002G0820900	Roisl.0019s0227.1.p
OG0016721	Np002G0824300	Roisl.0019s0248.1.p
OG0016722	Np002G0824400	Roisl.0019s0249.1.p
OG0016723	Np002G0830200	Roisl.0019s0307.1.p
OG0016724	Np004G2306900	Roisl.0191s0157.1.p
OG0016725	Np004G2301700	Roisl.0191s0186.1.p
OG0016726	Np004G2298400, Np006G3646400	Roisl.0191s0207.1.p
OG0016727	Np004G2292100	Roisl.0191s0232.1.p
OG0016728	Np004G2291100	Roisl.0191s0254.1.p, Roisl.0191s0237.1.p
OG0016729	Np004G2269900	Roisl.0191s0323.1.p
OG0016730	Np004G2269100	Roisl.0191s0333.1.p
OG0016731	Np004G2266300	Roisl.0191s0338.1.p
OG0016732	Np004G2262400	Roisl.0191s0349.1.p
OG0016733	Np004G2258200	Roisl.0191s0369.1.p
OG0016734	Np004G2251900	Roisl.0191s0380.1.p
OG0016735	Np003G1872400	Roisl.0191s0594.1.p
OG0016736	Np003G1875800	Roisl.0191s0602.1.p
OG0016737	Np003G1880900	Roisl.0191s0652.1.p
OG0016738	Np003G1883000	Roisl.0191s0568.1.p
OG0016739	Np003G1884000	Roisl.0191s0560.1.p
OG0016740	Np003G1884600	Roisl.0191s0544.1.p
OG0016741	Np003G1887900	Roisl.0191s0531.1.p
OG0016742	Np003G1888000	Roisl.0191s0530.1.p
OG0016743	Np003G1892800	Roisl.0191s0484.1.p
OG0016744	Np003G1895200	Roisl.0015s0048.1.p
OG0016745	Np006G3487900, Np003G1896800	Roisl.0015s0033.1.p
OG0016746	Np002G0795900	Roisl.0211s0011.1.p
OG0016747	Np002G0745400	Roisl.0015s0020.1.p
OG0016748	Np003G1898200	Roisl.0015s0018.1.p
OG0016749	Np006G3714200	Roisl.0001s0284.1.p
OG0016750	Np006G3713900	Roisl.0067s0073.1.p
OG0016751	Np006G3713800	Roisl.0007s0514.1.p
OG0016752	Np006G3713000, Np005G2604100	Roisl.0063s0014.1.p
OG0016753	Np006G3712800	Roisl.0063s0016.1.p
OG0016754	Np007G3759500	Roisl.0063s0018.1.p
OG0016755	Np004G2097000	Roisl.0015s0064.1.p
OG0016756	Np004G2089500	Roisl.0191s0406.1.p
OG0016757	Np005G2795200	Roisl.0022s0284.1.p
OG0016758	Np005G2789900	Roisl.0022s0323.1.p
OG0016759	Np005G2788100	Roisl.0022s0340.1.p
OG0016760	Np005G2780500	Roisl.0022s0399.1.p
OG0016761	Np005G2773400	Roisl.0022s0441.1.p
OG0016762	Np005G2772700	Roisl.0022s0448.1.p
OG0016763	Np005G2772600	Roisl.0022s0449.1.p
OG0016764	Np005G2772400	Roisl.0022s0451.1.p
OG0016765	Np005G2771200	Roisl.0022s0459.1.p
OG0016766	Np005G2769600	Roisl.0022s0470.1.p
OG0016767	Np005G2768800	Roisl.0022s0476.1.p
OG0016768	Np005G2767200	Roisl.0022s0495.1.p
OG0016770	Np001G0237400	Roisl.0011s0310.1.p
OG0016771	Np004G2538600	Roisl.0091s0852.1.p
OG0016775	Np004G2324800	Roisl.0191s0064.1.p
OG0016777	Np004G2302600	Roisl.0191s0179.1.p
OG0016778	Np004G2298200	Roisl.0191s0209.1.p
OG0016779	Np004G2284000	Roisl.0191s0281.1.p, Roisl.0191s0279.1.p
OG0016780	Np004G2278500, Np004G2278900, Np004G2266500	Roisl.0191s0294.1.p
OG0016781	Np004G2269400	Roisl.0191s0330.1.p
OG0016782	Np004G2088500	Roisl.0191s0399.1.p
OG0016783	Np004G2093100	Roisl.0191s0438.1.p
OG0016784	Np004G2103400	Roisl.0015s0117.1.p
OG0016785	Np004G2103500	Roisl.0015s0118.1.p
OG0016786	Np004G2103600	Roisl.0015s0119.1.p
OG0016788	Np004G2145800	Roisl.0061s0010.1.p, Roisl.0213s0347.1.p
OG0016789	Np004G2155100	Roisl.0213s0400.1.p
OG0016790	Np004G2054900	Roisl.0209s0161.1.p
OG0016792	Np004G1972300	Roisl.0006s0056.1.p
OG0016793	Np005G2659500	Roisl.0075s0189.1.p
OG0016795	Np004G1905400	Roisl.0021s0501.1.p
OG0016797	Np002G0961900	Roisl.0209s0085.1.p
OG0016798	Np002G0961600	Roisl.0209s0086.1.p
OG0016801	Np002G0770300	Roisl.0004s0289.1.p
OG0016802	Np002G0769400	Roisl.0004s0280.1.p
OG0016803	Np002G0751500	Roisl.0004s0167.1.p
OG0016805	Np007G4113600	Roisl.0074s0940.1.p
OG0016806	Np007G4080000	Roisl.0074s0682.1.p
OG0016807	Np007G4191100, Np007G3934000	Roisl.0074s0269.1.p
OG0016808	Np007G3988600	Roisl.0115s0333.1.p
OG0016809	Np007G3846200	Roisl.0053s0351.1.p
OG0016810	Np007G3858100	Roisl.0053s0286.1.p
OG0016811	Np007G3893300	Roisl.0213s0674.1.p
OG0016812	Np007G3898500	Roisl.0038s0021.1.p
OG0016814	Np007G3797100, Np007G3796600	Roisl.0066s0448.1.p
OG0016815	Np007G3784600	Roisl.0047s0010.1.p
OG0016816	Np005G2896700	Roisl.0045s0025.1.p
OG0016817	Np007G3754000	Roisl.0066s0145.1.p
OG0016818	Np007G3751200, Np001G0215200	Roisl.0066s0122.1.p
OG0016819	Np007G3722500	Roisl.0214s0432.1.p
OG0016820	Np006G3711800	Roisl.0063s0023.1.p
OG0016821	Np006G3696200	Roisl.0046s0650.1.p
OG0016822	Np001G0366200	Roisl.0046s0559.1.p
OG0016823	Np006G3661400	Roisl.0004s0003.1.p
OG0016824	Np006G3659400	Roisl.0004s0017.1.p
OG0016826	Np006G3637600	Roisl.0023s0105.1.p
OG0016827	Np006G3629100	Roisl.0082s0463.1.p
OG0016828	Np006G3514500	Roisl.0033s0024.1.p
OG0016829	Np006G3486300, Np006G3544900	Roisl.0033s0143.1.p
OG0016830	Np006G3557200	Roisl.0017s0464.1.p
OG0016832	Np006G3399100	Roisl.0028s1010.1.p
OG0016833	Np006G3396200	Roisl.0028s1038.1.p
OG0016835	Np006G3343400	Roisl.0017s0284.1.p
OG0016836	Np006G3259100	Roisl.0028s0169.1.p
OG0016837	Np001G0474700	Roisl.0209s0478.1.p
OG0016838	Np006G3233300	Roisl.0035s0144.1.p
OG0016840	Np001G0266700	Roisl.0011s0074.1.p
OG0016841	Np001G0239400	Roisl.0011s0286.1.p
OG0016842	Np001G0236400	Roisl.0011s0324.1.p
OG0016844	Np001G0196000	Roisl.0188s0118.1.p
OG0016845	Np001G0185700	Roisl.0111s0026.1.p
OG0016846	Np001G0185100	Roisl.0185s0063.1.p
OG0016847	Np003G1498400	Roisl.0210s1851.1.p
OG0016849	Np001G0440200	Roisl.0037s0015.1.p
OG0016850	Np001G0440800	Roisl.0037s0005.1.p
OG0016851	Np001G0449600	Roisl.0019s0077.1.p
OG0016852	Np001G0462900	Roisl.0209s0358.1.p, Roisl.0058s0033.1.p
OG0016853	Np001G0466500	Roisl.0209s0392.1.p
OG0016854	Np001G0468800	Roisl.0209s0416.1.p
OG0016855	Np001G0472000	Roisl.0209s0455.1.p
OG0016856	Np001G0511800	Roisl.0046s0942.1.p
OG0016857	Np001G0522000	Roisl.0046s1011.1.p
OG0016858	Np001G0545400	Roisl.0046s1212.1.p
OG0016859	Np001G0562200	Roisl.0046s1313.1.p
OG0016862	Np003G1485300	Roisl.0210s1754.1.p
OG0016863	Np001G0120700	Roisl.0046s0157.1.p
OG0016864	Np003G1769300, Np003G1768500	Roisl.0060s0023.1.p
OG0016865	Np003G1776900, Np003G1777800	Roisl.0020s0057.1.p
OG0016866	Np003G1788400	Roisl.0057s0031.1.p
OG0016867	Np003G1803400	Roisl.0213s0600.1.p
OG0016868	Np003G1816600, Np003G1816400	Roisl.0213s0523.1.p
OG0016869	Np003G1860200	Roisl.0082s0390.1.p
OG0016870	Np003G1852500	Roisl.0082s0329.1.p
OG0016871	Np005G2607100	Roisl.0115s0716.1.p
OG0016872	Np005G2683800	Roisl.0001s0288.1.p
OG0016874	Np004G2461600	Roisl.0022s0469.1.p
OG0016875	Np005G2779700	Roisl.0022s0407.1.p
OG0016876	Np005G2786400	Roisl.0022s0362.1.p
OG0016877	Np005G2787800	Roisl.0022s0344.1.p
OG0016878	Np005G2792700	Roisl.0022s0297.1.p
OG0016879	Np005G2796500	Roisl.0022s0278.1.p
OG0016880	Np005G2796700	Roisl.0022s0275.1.p
OG0016881	Np005G2797100	Roisl.0022s0272.1.p
OG0016882	Np005G2797500	Roisl.0022s0269.1.p
OG0016883	Np005G2797800	Roisl.0022s0264.1.p
OG0016884	Np005G2798900	Roisl.0022s0254.1.p
OG0016885	Np005G2799500	Roisl.0022s0249.1.p
OG0016886	Np005G2802200	Roisl.0022s0228.1.p
OG0016887	Np005G2820800	Roisl.0022s0100.1.p
OG0016888	Np005G2836100	Roisl.0008s0153.1.p
OG0016890	Np005G2875500	Roisl.0091s0213.1.p
OG0016891	Np005G2900700	Roisl.0091s0375.1.p
OG0016892	Np005G2903900	Roisl.0091s0402.1.p
OG0016893	Np005G2910600	Roisl.0091s0438.1.p
OG0016894	Np005G3107000	Roisl.0053s0110.1.p, Roisl.0053s0108.1.p
OG0016895	Np005G3110200	Roisl.0008s0102.1.p
OG0016896	Np005G3110800	Roisl.0008s0107.1.p
OG0016897	Np005G3133600	Roisl.0046s0024.1.p
OG0016898	Np006G3417200, Np005G3138300	Roisl.0213s0799.1.p
OG0016899	Np005G3187900	Roisl.0009s0121.1.p
OG0016900	Np001G0371200	Roisl.0005s0296.1.p
OG0016901	Np001G0399400	Roisl.0012s0262.1.p
OG0016902	Np001G0178400	Roisl.0014s0026.1.p
OG0016903	Np001G0172000	Roisl.0014s0091.1.p, Roisl.0014s0144.1.p
OG0016904	Np003G1731200	Roisl.0214s0139.1.p
OG0016905	Np003G1726100	Roisl.0214s0242.1.p
OG0016906	Np003G1718500	Roisl.0012s0039.1.p
OG0016908	Np003G1680300	Roisl.0189s0207.1.p
OG0016909	Np003G1530000	Roisl.0189s0175.1.p
OG0016910	Np003G1654800	Roisl.0031s0013.1.p
OG0016911	Np003G1651400, Np003G1640700	Roisl.0031s0038.1.p
OG0016915	Np001G0009600	Roisl.0024s0609.1.p
OG0016919	Np005G2788000	Roisl.0022s0341.1.p
OG0016938	Np001G0462200	Roisl.0209s0355.1.p
OG0016939	Np001G0467400	Roisl.0209s0403.1.p
OG0016940	Np001G0489300	Roisl.0046s0773.1.p
OG0016941	Np001G0483000	Roisl.0046s0745.1.p
OG0016942	Np001G0480700	Roisl.0046s0723.1.p
OG0016943	Np001G0481100	Roisl.0046s0727.1.p
OG0016944	Np001G0478100	Roisl.0046s0700.1.p
OG0016945	Np001G0278800	Roisl.0011s0026.1.p
OG0016947	Np005G3111500	Roisl.0008s0121.1.p
OG0016948	Np003G1455800	Roisl.0210s1515.1.p
OG0016949	Np003G1453800	Roisl.0210s1500.1.p
OG0016950	Np003G1451600	Roisl.0210s1478.1.p
OG0016951	Np003G1450300	Roisl.0210s1466.1.p
OG0016952	Np003G1449900	Roisl.0210s1462.1.p
OG0016953	Np003G1899000	Roisl.0015s0011.1.p
OG0016954	Np003G1447000	Roisl.0210s1435.1.p
OG0016956	Np003G1436100	Roisl.0210s1349.1.p
OG0016957	Np003G1434900	Roisl.0210s1340.1.p
OG0016958	Np003G1433000	Roisl.0210s1324.1.p
OG0016959	Np003G1432500	Roisl.0210s1318.1.p
OG0016960	Np003G1420600	Roisl.0210s1220.1.p
OG0016961	Np003G1418700	Roisl.0210s1200.1.p
OG0016962	Np007G3800400	Roisl.0188s0023.1.p
OG0016963	Np005G3161900	Roisl.0009s0274.1.p
OG0016964	Np003G1413900	Roisl.0210s1146.1.p
OG0016965	Np004G2031100	Roisl.0185s0005.1.p
OG0016966	Np003G1407300	Roisl.0210s1084.1.p
OG0016967	Np003G1407100	Roisl.0210s1081.1.p
OG0016968	Np003G1405300	Roisl.0210s1065.1.p
OG0016969	Np003G1405200	Roisl.0210s1064.1.p
OG0016970	Np003G1404600	Roisl.0210s1059.1.p
OG0016971	Np003G1404300	Roisl.0210s1055.1.p
OG0016972	Np005G3107100	Roisl.0053s0111.1.p
OG0016974	Np003G1392500	Roisl.0210s0961.1.p
OG0016975	Np003G1390100	Roisl.0210s0939.1.p
OG0016977	Np003G1385600	Roisl.0210s0911.1.p
OG0016978	Np003G1382300	Roisl.0210s0876.1.p
OG0016979	Np003G1381800	Roisl.0210s0871.1.p
OG0016980	Np003G1380800	Roisl.0210s0862.1.p
OG0016981	Np003G1377200	Roisl.0210s0832.1.p
OG0016982	Np003G1373900	Roisl.0210s0811.1.p
OG0016983	Np003G1372600	Roisl.0210s0803.1.p
OG0016984	Np003G1372200	Roisl.0210s0798.1.p
OG0016986	Np003G1364900	Roisl.0210s0736.1.p
OG0016987	Np003G1364800	Roisl.0210s0734.1.p
OG0016988	Np003G1363300	Roisl.0210s0722.1.p
OG0016990	Np003G1362300	Roisl.0210s0709.1.p
OG0016991	Np006G3270200	Roisl.0210s0707.1.p
OG0016992	Np003G1359200	Roisl.0210s0679.1.p
OG0016993	Np007G4050300	Roisl.0074s0485.1.p
OG0016994	Np003G1358300	Roisl.0210s0668.1.p
OG0016995	Np003G1357600	Roisl.0210s0662.1.p
OG0016996	Np003G1355200	Roisl.0210s0647.1.p
OG0016997	Np003G1354300	Roisl.0210s0635.1.p
OG0016998	Np003G1354000	Roisl.0210s0638.1.p
OG0016999	Np003G1353500	Roisl.0210s0630.1.p
OG0017000	Np003G1352800	Roisl.0210s0625.1.p
OG0017001	Np003G1348500	Roisl.0210s0596.1.p
OG0017002	Np003G1345500, Np003G1345200, Np003G1345000	Roisl.0210s0574.1.p
OG0017003	Np003G1344000	Roisl.0210s0564.1.p
OG0017004	Np003G1342400	Roisl.0210s0549.1.p
OG0017005	Np003G1341800	Roisl.0210s0543.1.p
OG0017006	Np003G1341400	Roisl.0210s0540.1.p
OG0017007	Np003G1336900	Roisl.0210s0509.1.p
OG0017008	Np005G2813400	Roisl.0022s0143.1.p
OG0017009	Np003G1295800	Roisl.0029s0074.1.p
OG0017010	Np004G1910900	Roisl.0215s0014.1.p
OG0017011	Np006G3622600	Roisl.0215s0011.1.p
OG0017012	Np006G3622400	Roisl.0029s0068.1.p
OG0017013	Np006G3622200	Roisl.0029s0066.1.p
OG0017014	Np006G3616600	Roisl.0029s0012.1.p
OG0017015	Np006G3613800	Roisl.0209s0490.1.p
OG0017016	Np006G3613600	Roisl.0046s0671.1.p
OG0017017	Np006G3607100	Roisl.0204s0067.1.p
OG0017018	Np006G3582600	Roisl.0204s0024.1.p
OG0017019	Np006G3588400	Roisl.0082s0557.1.p
OG0017020	Np006G3588900	Roisl.0082s0562.1.p
OG0017021	Np006G3592200	Roisl.0082s0599.1.p
OG0017023	Np006G3595500	Roisl.0082s0619.1.p
OG0017024	Np006G3597000	Roisl.0082s0634.1.p
OG0017025	Np006G3597900	Roisl.0082s0641.1.p
OG0017026	Np006G3600500	Roisl.0082s0670.1.p
OG0017028	Np002G1247800	Roisl.0050s0010.1.p
OG0017029	Np006G3472700	Roisl.0033s0076.1.p
OG0017031	Np006G3546300, Np006G3483100	Roisl.0033s0134.1.p
OG0017032	Np006G3357200, Np006G3357000, Np005G2625500	Roisl.0001s0440.1.p
OG0017033	Np006G3553700	Roisl.0017s0497.1.p
OG0017034	Np006G3555400	Roisl.0017s0482.1.p
OG0017035	Np006G3560300	Roisl.0017s0445.1.p
OG0017036	Np006G3572700	Roisl.0028s0658.1.p
OG0017037	Np001G0413500	Roisl.0012s0109.1.p
OG0017038	Np001G0412100	Roisl.0012s0124.1.p
OG0017039	Np001G0409700	Roisl.0012s0146.1.p
OG0017040	Np004G2565700	Roisl.0210s0315.1.p
OG0017041	Np001G0401000	Roisl.0012s0248.1.p
OG0017043	Np005G2807300	Roisl.0022s0194.1.p
OG0017044	Np003G1593100	Roisl.0080s0764.1.p
OG0017045	Np001G0425500	Roisl.0055s0032.1.p
OG0017046	Np004G2008100	Roisl.0013s0210.1.p
OG0017047	Np004G2009100	Roisl.0013s0228.1.p
OG0017048	Np004G2104800	Roisl.0213s0031.1.p
OG0017049	Np004G2104700	Roisl.0213s0030.1.p
OG0017050	Np004G2104600	Roisl.0213s0029.1.p
OG0017051	Np004G2020400	Roisl.0179s0014.1.p
OG0017052	Np004G2019500	Roisl.0066s0393.1.p
OG0017053	Np004G2018400	Roisl.0066s0376.1.p
OG0017054	Np001G0266600	Roisl.0011s0075.1.p
OG0017055	Np004G2105100	Roisl.0213s0032.1.p
OG0017056	Np004G2106200	Roisl.0213s0042.1.p
OG0017057	Np004G2106900	Roisl.0213s0049.1.p
OG0017058	Np004G2112300	Roisl.0213s0093.1.p
OG0017059	Np004G2117400	Roisl.0213s0136.1.p
OG0017060	Np004G2117500	Roisl.0213s0141.1.p
OG0017061	Np004G2122500	Roisl.0213s0176.1.p
OG0017062	Np004G2128800	Roisl.0213s0225.1.p
OG0017063	Np004G2130600	Roisl.0213s0244.1.p
OG0017064	Np004G2132100	Roisl.0213s0263.1.p
OG0017066	Np004G2134300	Roisl.0213s0281.1.p
OG0017067	Np004G2138600	Roisl.0213s0305.1.p
OG0017068	Np005G3096600	Roisl.0015s0149.1.p
OG0017069	Np004G2139400	Roisl.0213s0312.1.p
OG0017070	Np004G2141100	Roisl.0213s0323.1.p
OG0017071	Np004G2149200	Roisl.0213s0372.1.p
OG0017072	Np004G2159100	Roisl.0213s0425.1.p
OG0017073	Np004G2160100	Roisl.0213s0431.1.p
OG0017074	Np004G2171100	Roisl.0213s0462.1.p
OG0017075	Np004G2050800	Roisl.0209s0196.1.p
OG0017076	Np004G2051100	Roisl.0209s0190.1.p
OG0017077	Np004G2051500	Roisl.0209s0188.1.p
OG0017078	Np004G2053200	Roisl.0209s0172.1.p
OG0017079	Np001G0250700	Roisl.0011s0183.1.p
OG0017080	Np001G0248000	Roisl.0011s0213.1.p
OG0017081	Np001G0246500	Roisl.0011s0246.1.p
OG0017082	Np001G0246000	Roisl.0011s0251.1.p
OG0017084	Np001G0011900	Roisl.0024s0594.1.p
OG0017085	Np001G0015300	Roisl.0024s0572.1.p
OG0017086	Np001G0017700	Roisl.0024s0551.1.p
OG0017087	Np001G0018100	Roisl.0024s0548.1.p
OG0017088	Np001G0023400	Roisl.0024s0506.1.p
OG0017089	Np001G0023700	Roisl.0024s0502.1.p
OG0017090	Np001G0024400	Roisl.0024s0493.1.p
OG0017092	Np001G0025600	Roisl.0024s0481.1.p
OG0017094	Np001G0028800	Roisl.0024s0452.1.p
OG0017096	Np001G0029700	Roisl.0024s0440.1.p
OG0017097	Np001G0031000	Roisl.0024s0433.1.p
OG0017099	Np001G0033200	Roisl.0024s0415.1.p
OG0017100	Np001G0035100	Roisl.0024s0405.1.p
OG0017101	Np001G0035200	Roisl.0024s0404.1.p
OG0017102	Np001G0036700	Roisl.0024s0394.1.p
OG0017103	Np001G0037400	Roisl.0024s0384.1.p
OG0017104	Np001G0039700	Roisl.0024s0370.1.p
OG0017105	Np001G0043600	Roisl.0024s0334.1.p
OG0017106	Np001G0046600	Roisl.0024s0312.1.p
OG0017107	Np001G0049500	Roisl.0024s0289.1.p
OG0017108	Np001G0051200	Roisl.0024s0281.1.p
OG0017109	Np001G0052100	Roisl.0024s0272.1.p
OG0017110	Np001G0052300	Roisl.0024s0269.1.p
OG0017111	Np001G0054500	Roisl.0024s0251.1.p
OG0017112	Np001G0061100	Roisl.0024s0206.1.p
OG0017114	Np001G0066300	Roisl.0024s0175.1.p
OG0017115	Np001G0068100	Roisl.0024s0161.1.p
OG0017116	Np001G0071100	Roisl.0024s0134.1.p
OG0017118	Np001G0089000	Roisl.0080s0089.1.p
OG0017119	Np001G0090100	Roisl.0080s0098.1.p
OG0017120	Np001G0091200	Roisl.0080s0105.1.p
OG0017121	Np001G0100400	Roisl.0210s1971.1.p
OG0017122	Np001G0101200	Roisl.0210s1976.1.p
OG0017123	Np001G0102100	Roisl.0210s1981.1.p
OG0017124	Np001G0105000	Roisl.0210s2005.1.p
OG0017125	Np001G0108300	Roisl.0210s2034.1.p
OG0017126	Np001G0109700	Roisl.0210s2051.1.p
OG0017127	Np001G0111400	Roisl.0046s0071.1.p
OG0017128	Np001G0111700	Roisl.0046s0072.1.p
OG0017129	Np001G0117300	Roisl.0046s0116.1.p
OG0017130	Np001G0118700	Roisl.0046s0136.1.p
OG0017131	Np001G0120200	Roisl.0046s0149.1.p
OG0017132	Np001G0121300	Roisl.0046s0163.1.p
OG0017133	Np001G0126600	Roisl.0067s0034.1.p
OG0017134	Np001G0130900	Roisl.0046s0231.1.p
OG0017135	Np001G0131600	Roisl.0046s0239.1.p
OG0017138	Np003G1473700	Roisl.0210s1658.1.p
OG0017139	Np003G1475800	Roisl.0210s1673.1.p
OG0017140	Np003G1477300	Roisl.0210s1683.1.p
OG0017141	Np003G1479200	Roisl.0210s1704.1.p
OG0017142	Np003G1481900	Roisl.0210s1718.1.p
OG0017144	Np003G1485800	Roisl.0210s1758.1.p
OG0017145	Np003G1486300	Roisl.0210s1763.1.p
OG0017146	Np003G1493000	Roisl.0210s1819.1.p
OG0017147	Np003G1493800	Roisl.0210s1824.1.p
OG0017148	Np003G1495000	Roisl.0210s1833.1.p
OG0017149	Np003G1503900	Roisl.0210s1896.1.p
OG0017150	Np003G1507600	Roisl.0210s1925.1.p
OG0017151	Np003G1509500	Roisl.0210s1940.1.p
OG0017152	Np003G1511500	Roisl.0210s1954.1.p
