Orthogroup	Noccaea_praecox	Arabidopsis_lyrata_Rawat
OG0016130	Np002G0953100	AL2G24070
OG0016131	Np002G0959300	AL2G23880
OG0016132	Np002G0959900	AL2G23800
OG0016133	Np002G0960900	AL2G23740
OG0016134	Np002G0972900	AL2G22860
OG0016135	Np002G0971700	AL2G23210
OG0016136	Np002G0969900	AL2G23270
OG0016137	Np002G0969500	AL2G23290
OG0016138	Np002G0977800	AL2G22530
OG0016139	Np002G0998100	AL2G19710
OG0016140	Np002G1012900, Np007G4104900	nbis-gene-447
OG0016141	Np002G1024600	AL8G41170
OG0016142	Np002G1137100	AL2G19270
OG0016143	Np002G0997700	AL2G19830
OG0016144	Np004G2120100	AL1G64670
OG0016145	Np002G1031700	AL1G64860
OG0016146	Np003G1467000	AL6G30200
OG0016147	Np003G1466800	AL6G30180
OG0016148	Np003G1466400	AL6G30100
OG0016149	Np003G1466300	AL6G30080
OG0016150	Np003G1465300	AL6G29970
OG0016151	Np003G1464900	AL6G29930
OG0016152	Np003G1463600	AL6G29800
OG0016153	Np003G1459500	AL6G29620
OG0016154	Np003G1458100	AL6G29480
OG0016155	Np003G1457400	AL6G29430
OG0016156	Np003G1457300	AL6G29420
OG0016157	Np001G0156800	AL6G40560
OG0016158	Np001G0162200	AL8G23370
OG0016159	Np001G0163500	AL8G23240
OG0016160	Np001G0162100	AL8G23400
OG0016161	Np001G0167300	AL8G22620
OG0016162	Np007G3727300	AL3G48350
OG0016163	Np001G0543600	AL5G32980
OG0016164	Np001G0543500	AL5G32940
OG0016165	Np001G0543100	AL5G32870
OG0016166	Np001G0541600	AL5G32790
OG0016167	Np001G0541200	AL5G33290, AL5G32740
OG0016168	Np001G0539300	AL5G32590
OG0016169	Np001G0538100	AL5G32410
OG0016170	Np005G3201500	AL7G47290
OG0016171	Np001G0537600	AL5G32380
OG0016172	Np001G0536400	AL5G32250
OG0016173	Np001G0536300	AL5G32240
OG0016174	Np001G0535700	AL5G32200
OG0016175	Np001G0534200	AL5G32070
OG0016176	Np001G0534000	nbis-gene-1350
OG0016177	Np001G0533700	AL5G32020
OG0016178	Np001G0533300	AL5G31980
OG0016179	Np001G0531800	AL5G31860
OG0016180	Np001G0530700	AL5G31740
OG0016181	Np001G0530600	AL5G31730
OG0016182	Np001G0529900	AL5G31650
OG0016183	Np004G2599200	AL1G10050
OG0016184	Np004G2598500	AL1G10110
OG0016185	Np004G2598300	AL1G10130
OG0016186	Np004G2596900	AL1G10330
OG0016187	Np004G2596700	AL1G10350
OG0016188	Np004G2596300	AL1G10380
OG0016189	Np004G2595900	AL1G10420
OG0016190	Np004G2595700	AL1G10430
OG0016191	Np004G2595500	AL1G10450
OG0016192	Np004G2595400	AL1G10470
OG0016193	Np004G2594100	AL1G10570
OG0016194	Np004G2593400	AL1G10650
OG0016195	Np004G2593000	AL1G10670
OG0016196	Np004G2592600	AL1G10710
OG0016197	Np004G2590900	nbis-gene-20
OG0016198	Np004G2589100	AL1G10940
OG0016199	Np004G2588700	AL1G11020
OG0016200	Np004G2587300	AL1G11160
OG0016201	Np004G2587000	AL1G11180
OG0016202	Np004G2586600	AL1G11220
OG0016203	Np004G2583400	AL1G11590
OG0016204	Np007G3802200, Np007G3801900	AL3G44770
OG0016205	Np004G2582700	AL1G11650
OG0016206	Np004G2582500	AL1G11660
OG0016207	Np004G2580800	AL1G11740
OG0016210	Np004G2577900, Np004G2578000	AL1G11980
OG0016211	Np004G2577300	AL1G12070
OG0016212	Np004G2576200	AL1G12210
OG0016213	Np004G2573200	AL1G12550
OG0016214	Np004G2571600	AL1G12740
OG0016215	Np004G2570400	AL1G12910
OG0016216	Np004G2570300	AL1G12920
OG0016217	Np004G2570200	AL1G12930
OG0016218	Np004G2568400	AL1G13070
OG0016219	Np004G2567800	AL1G13150
OG0016220	Np004G2567400	AL1G13180
OG0016221	Np004G2566600	AL1G13300
OG0016222	Np004G2565500, Np004G2443700	AL1G13390
OG0016223	Np004G2563000	AL1G13640
OG0016224	Np004G2561100	AL1G13780
OG0016225	Np004G2559700	AL1G13930
OG0016226	Np004G2557400	AL1G14220
OG0016227	Np004G2557100	AL1G14250
OG0016228	Np004G2556400	AL1G14320
OG0016229	Np004G2553100	AL1G14610
OG0016230	Np004G2553000	AL1G14620
OG0016231	Np004G2552300	AL1G14690
OG0016232	Np004G2552200	AL1G14700
OG0016233	Np004G2551600	AL1G14720
OG0016234	Np004G2550500	AL1G14810
OG0016235	Np004G2550100	AL1G14870
OG0016236	Np004G2549600, Np007G4098300	AL1G14900
OG0016237	Np004G2546700	AL1G15110
OG0016238	Np004G2546100	AL1G15140
OG0016239	Np004G2545800	AL1G15180
OG0016240	Np004G2545600	nbis-gene-37
OG0016241	Np004G2545000	AL1G15280
OG0016242	Np004G2543100	AL1G15510
OG0016243	Np004G2542400	AL1G15570
OG0016244	Np004G2539300	AL1G15750
OG0016245	Np004G2539200	AL1G15760
OG0016246	Np004G2539000	AL1G15780
OG0016247	Np004G2538300	AL1G15840
OG0016248	Np002G1060500	AL1G65240
OG0016249	Np004G2533500	AL1G16410
OG0016250	Np004G2532900	AL1G16460
OG0016251	Np004G2531900	AL1G16540
OG0016252	Np004G2531800	AL1G16550
OG0016253	Np004G2531400	AL1G16580
OG0016254	Np004G2530500	AL1G16700
OG0016255	Np004G2530300	AL1G16720
OG0016256	Np004G2530100	AL1G16740
OG0016257	Np004G2528800	AL1G16820
OG0016258	Np004G2528100	AL1G16850
OG0016259	Np004G2527500	AL1G16940
OG0016260	Np004G2527000	AL1G17010
OG0016261	Np004G2526600	AL1G17040
OG0016262	Np004G2526000	AL1G17150
OG0016263	Np004G2525800	AL1G17180
OG0016264	Np004G2523200	AL1G17400
OG0016266	Np005G2823600	AL7G28850
OG0016267	Np004G2521000	AL1G17610
OG0016268	Np004G2519800	AL1G17710
OG0016269	Np004G2519700	AL1G17720
OG0016270	Np004G2517600	AL1G17920
OG0016271	Np004G2517400	AL1G17940
OG0016272	Np004G2515400	AL1G18130
OG0016273	Np004G2514500	AL1G14800
OG0016274	Np004G2512600	AL1G18500
OG0016275	Np004G2511700	AL1G18580
OG0016276	Np004G2511500	AL1G18600
OG0016277	Np004G2510800	AL1G18680
OG0016278	Np004G2508800	AL1G18900
OG0016279	Np004G2507800	AL1G18950
OG0016280	Np004G2506900	AL1G19020
OG0016281	Np004G2506700	AL1G19040
OG0016282	Np004G2506300	AL1G19070
OG0016283	Np004G2505800	AL1G19120
OG0016284	Np004G2505400	AL1G19160
OG0016285	Np004G2504900	AL1G19190
OG0016286	Np004G2504800	AL1G19200
OG0016287	Np004G2501900	AL1G19470
OG0016288	Np004G2500700	AL1G19620
OG0016290	Np004G2499200	AL1G19730
OG0016292	Np004G2497300	AL1G19960
OG0016293	Np004G2497200	AL1G19970
OG0016294	Np004G2495500	AL1G20140
OG0016295	Np004G2494500, Np004G2494100	AL1G20230
OG0016296	Np004G2492500	AL1G20390
OG0016297	Np004G2492400	AL1G20400
OG0016298	Np004G2492300	AL1G20410
OG0016299	Np004G2491800	AL1G20450
OG0016300	Np004G2491100	AL1G20510
OG0016301	Np004G2486400	AL1G20950
OG0016302	Np004G2485400	nbis-gene-62
OG0016303	Np004G2482100	AL1G21340
OG0016304	Np004G2481900	AL1G21360
OG0016305	Np004G2478200	nbis-gene-67
OG0016306	Np004G2477600	AL1G21810
OG0016308	Np003G1753900	AL6G42020
OG0016309	Np004G2473900	AL1G22230
OG0016310	Np005G3079000	AL9U11310
OG0016311	Np004G2468300	AL1G22650
OG0016312	Np004G2466000	AL1G22800
OG0016313	Np004G2465600	AL1G22830
OG0016314	Np004G2463800	AL1G22940
OG0016315	Np004G2459300	AL2G13500
OG0016316	Np004G2458600	AL1G23300
OG0016317	Np004G2456800	AL1G23530
OG0016318	Np004G2456700	AL1G23540
OG0016319	Np004G2455200	AL1G23690
OG0016320	Np004G2454300	AL1G23770
OG0016321	Np004G2453200	AL1G23840
OG0016322	Np004G2452300	AL1G23890
OG0016323	Np004G2451700	AL1G23920
OG0016324	Np004G2450200, Np004G2450700	AL1G24110
OG0016325	Np004G2448100	AL1G24430
OG0016326	Np004G2445300	AL1G24620
OG0016327	Np004G2442500	AL1G24800
OG0016328	Np004G2442100	AL1G24850
OG0016329	Np004G2441200	AL1G24910
OG0016330	Np004G2441000	AL1G24940
OG0016331	Np004G2434300	AL1G25310
OG0016332	Np004G2432700	AL1G25420
OG0016333	Np004G2432000	AL1G25450
OG0016334	Np004G2431700	AL1G25490
OG0016335	Np004G2430300	AL1G25620
OG0016336	Np004G2025600, Np004G2429900	AL1G25720
OG0016337	Np004G2428500	AL1G25830
OG0016338	Np004G2428600	AL1G25820
OG0016339	Np004G2426900	AL1G26010
OG0016340	Np004G2426400	AL1G26040
OG0016341	Np004G2426100	AL1G26070
OG0016342	Np004G2424700	AL1G26160
OG0016343	Np004G2424500	AL1G26180
OG0016344	Np004G2424300	AL1G26190
OG0016345	Np004G2423600	AL1G26240
OG0016346	Np004G2421400	AL1G26490
OG0016347	Np004G2421000	AL1G26530
OG0016348	Np004G2412100	AL1G27280
OG0016349	Np004G2410400	AL1G27420
OG0016350	Np004G2409500	AL1G27490
OG0016351	Np004G2409100	AL1G27520
OG0016352	Np004G2408400	AL1G27590
OG0016353	Np004G2406600	AL1G27810
OG0016354	Np004G2406300	AL1G27850
OG0016355	Np005G3101100	AL2G37770
OG0016356	Np004G2402000	AL1G28200
OG0016357	Np004G2401700	AL1G28230
OG0016358	Np004G2399400	AL1G28470
OG0016359	Np004G2397600	nbis-gene-94
OG0016360	Np004G2397300	AL1G28630
OG0016361	Np004G2396100	AL1G28750
OG0016363	Np004G2395800	AL1G28820
OG0016364	Np004G2395300	AL1G28840
OG0016365	Np004G2392500	AL1G29140
OG0016366	Np004G2391000	AL1G29250
OG0016369	Np004G2389600	AL1G29450
OG0016370	Np003G1739200	AL8G24090
OG0016371	Np004G2389100	AL1G29500
OG0016372	Np004G2388600	AL1G29580
OG0016373	Np001G0156900	AL6G40570
OG0016374	Np004G2386200	AL1G29720
OG0016375	Np004G2385900	AL1G29750
OG0016376	Np004G2385700	AL1G29770
OG0016377	Np004G2385600	AL1G29780
OG0016378	Np004G2384900	AL1G29840
OG0016379	Np004G2384600	AL1G29890
OG0016380	Np004G2382700	AL1G30090
OG0016381	Np004G2382600	AL1G30100
OG0016382	Np004G2382500	nbis-gene-99
OG0016383	Np006G3624200	AL4G19390
OG0016384	Np004G2378800	AL1G30380
OG0016385	Np004G2378600	nbis-gene-100
OG0016386	Np004G2378000	AL1G30470
OG0016387	Np004G2377800	AL1G30510
OG0016388	Np004G2377500	AL1G30530
OG0016389	Np004G2377200	AL1G30550
OG0016390	Np004G2376400	AL1G30640
OG0016391	Np003G1750300	AL6G41200
OG0016392	Np003G1665300	AL8G26550
OG0016393	Np004G2370500	AL1G31130
OG0016394	Np004G2369100	AL1G31300
OG0016395	Np004G2368900	AL1G31320
OG0016396	Np004G2367100	AL1G31520
OG0016397	Np004G2366300	AL1G31660
OG0016398	Np004G2365900	AL1G31700
OG0016399	Np004G2364900	AL1G31780
OG0016400	Np004G2363700	AL1G31880
OG0016401	Np004G2363500	AL1G31900
OG0016402	Np004G2362500	AL1G31930
OG0016403	Np004G2362200	AL1G31960
OG0016404	Np004G2360700	AL1G32240
OG0016405	Np004G2358700	AL1G32370
OG0016406	Np004G2357100	AL1G32530
OG0016407	Np007G3882000	AL3G41710
OG0016408	Np004G2354700	AL1G32850
OG0016409	Np004G2354800	AL1G32860
OG0016410	Np004G2353800	AL1G32940
OG0016411	Np004G2349800	AL1G33460
OG0016412	Np004G2349500	AL1G33490
OG0016413	Np004G2345800	AL1G33890
OG0016414	Np004G2343200	AL1G34100
OG0016415	Np004G2341500	AL1G34420
OG0016416	Np006G3668200	AL4G13660
OG0016417	Np004G2338100	AL1G34700
OG0016418	Np004G2338000	AL1G34710
OG0016419	Np004G2337700	AL1G34740
OG0016420	Np004G2337400	AL1G34780
OG0016421	Np004G2337000	AL1G34790
OG0016422	Np004G2336900	AL1G34800
OG0016423	Np004G2334800	AL1G34920
OG0016424	Np004G2334700	AL1G34940, AL3G43350
OG0016425	Np004G2333900	AL1G34960
OG0016426	Np004G2333700	AL1G34980
OG0016427	Np004G2326400	AL1G35610
OG0016428	Np004G2326200	AL1G35630
OG0016429	Np004G2325900	AL1G35640
OG0016430	Np004G2322300	AL1G35980
OG0016431	Np004G2321700	AL1G36000
OG0016432	Np004G2320700	AL1G36070
OG0016433	Np004G2320500	AL1G36080
OG0016434	Np004G2319800	AL1G36140
OG0016435	Np004G2318600	AL1G36230
OG0016436	Np004G2315700	AL1G36320
OG0016438	Np004G2314000	AL1G36350
OG0016439	Np004G2311000	AL1G36570
OG0016440	Np004G2310300, Np004G2310400	AL1G36630
OG0016441	Np002G0833100	AL2G31430
OG0016442	Np002G0834100	AL2G31380
OG0016443	Np002G0834800	AL2G31320
OG0016444	Np002G0835000	AL2G31300
OG0016445	Np002G0835800	AL2G31200
OG0016446	Np002G0836200	AL2G31160
OG0016447	Np002G0836300	AL6G46970, AL2G31150
OG0016448	Np002G0836500	AL2G31120
OG0016449	Np002G0836700	AL2G31100
OG0016450	Np002G0838500	AL2G30870
OG0016451	Np002G0838800	AL2G30850
OG0016452	Np002G0839100	AL2G30820
OG0016453	Np004G2020700	AL1G52610
OG0016454	Np002G0840200	AL2G30700
OG0016455	Np002G0840400	AL2G30680
OG0016456	Np002G0840500	AL2G30670
OG0016457	Np002G0979100	AL2G22440, AL2G22410
OG0016458	Np002G0844100	nbis-gene-588
OG0016459	Np002G0848400	AL2G30080
OG0016460	Np002G0850800	AL2G30010
OG0016461	Np002G0851800	AL2G29930
OG0016462	Np002G0854600	AL2G29640
OG0016463	Np002G0856600	AL2G29500
OG0016464	Np002G0857400	AL2G29430
OG0016465	Np002G0858100	AL2G29350
OG0016466	Np002G0858600	AL2G29320
OG0016467	Np004G2057200	AL1G47100
OG0016468	Np004G2057600	AL1G47110
OG0016469	Np004G2058200	AL1G47220
OG0016470	Np004G2059900	AL1G47360
OG0016471	Np004G2061000	AL1G47510
OG0016472	Np004G2061400	AL1G47630
OG0016473	Np004G2061700	AL1G47660
OG0016474	Np004G2062400	AL1G47690
OG0016476	Np002G1226000	AL2G11730
OG0016477	Np002G1224500	AL2G11810
OG0016478	Np002G1224300	AL2G11820
OG0016479	Np003G1728800	AL8G36770
OG0016480	Np002G1214300	nbis-gene-379
OG0016481	Np002G1212400	AL2G12680
OG0016482	Np002G1210100	AL2G12910
OG0016484	Np002G1208400	AL2G13000
OG0016485	Np002G1208200	AL2G13010
OG0016486	Np002G1208100	AL2G13020
OG0016487	Np002G1207900	AL2G13030
OG0016488	Np002G1207800	AL2G13040
OG0016489	Np002G1202500	AL2G13350
OG0016490	Np002G1200800	AL2G13400
OG0016491	Np003G1754100	AL6G42030
OG0016492	Np002G1189200	AL2G14140
OG0016493	Np002G1188600	AL2G14200
OG0016494	Np002G1187300	AL2G14330
OG0016495	Np002G1182600	AL2G14640
OG0016496	Np002G1179100	AL2G14980
OG0016497	Np003G1778000	AL6G43680
OG0016498	Np002G1177800	AL2G15070
OG0016499	Np002G1177100	AL2G15140
OG0016500	Np002G1176700	AL2G15150
OG0016501	Np002G1173700	AL2G15290
OG0016502	Np002G1168700	AL2G15640
OG0016503	Np002G1165600	AL2G15820
OG0016504	Np002G1163600	AL2G16000
OG0016505	Np002G1162300	AL2G16040
OG0016506	Np002G1160800	AL2G16220
OG0016507	Np002G1159800	AL2G16270
OG0016508	Np002G1157800	AL2G16430
OG0016509	Np005G2704600	AL3G53380
OG0016510	Np002G1156200	AL2G16620
OG0016511	Np002G1155700	AL2G16640
OG0016513	Np002G1149600	AL2G16930
OG0016514	Np003G1595000, Np002G1146500	AL2G17200
OG0016516	Np002G1141500	AL2G17550
OG0016517	Np005G2773700	AL7G24990
OG0016518	Np002G1138500	AL2G17740
OG0016519	Np002G1135400	AL2G17870
OG0016520	Np002G1134800	AL2G17880
OG0016521	Np002G1131500	AL2G18140
OG0016522	Np002G1131200	AL2G18110
OG0016523	Np002G1130600	AL2G18050
OG0016524	Np002G1121900	AL3G45510
OG0016525	Np002G1122300	AL1G67520
OG0016526	Np002G1011800	AL2G19510
OG0016527	Np002G1117400	AL1G67180
OG0016528	Np002G1115300	AL1G66670
OG0016529	Np002G1113200	AL1G66480
OG0016530	Np002G1082500	AL1G66100
OG0016531	Np002G1077200	AL1G65930
OG0016532	Np002G1077100	AL1G65920
OG0016533	Np002G1075000	AL1G65880
OG0016534	Np002G1067800	AL1G65780
OG0016535	Np002G1068200, Np001G0377900	AL1G65720
OG0016536	Np002G1070700	AL1G65690
OG0016537	Np002G1238200	AL2G10940
OG0016538	Np002G1239000	AL2G10790
OG0016539	Np003G1726300	AL8G24790
OG0016540	Np001G0165200	AL8G22960
OG0016541	Np002G1240900	AL2G10620
OG0016542	Np002G1242600	AL2G10470
OG0016543	Np002G1243300	AL2G10410
OG0016544	Np002G1243400	AL2G10400
OG0016545	Np002G1244300	AL2G10270
OG0016547	Np002G1247100	AL2G10140
OG0016548	Np002G1248300	AL2G10030
OG0016549	Np001G0353700	AL8G12020
OG0016550	Np001G0353400	AL8G12010
OG0016551	Np001G0269100	AL5G10760
OG0016552	Np001G0341200	AL8G11500
OG0016553	Np001G0340500	AL8G11450
OG0016554	Np005G2856600	AL8G10600
OG0016555	Np001G0326800	AL8G11090
OG0016556	Np001G0327000	AL1G55010
OG0016557	Np001G0388200	AL8G14720
OG0016558	Np001G0390800	AL8G14780
OG0016559	Np001G0390900	AL8G14790
OG0016560	Np005G2790800	AL7G26340
OG0016561	Np001G0392900	AL8G14900
OG0016562	Np001G0398800	AL8G15520
OG0016563	Np001G0248100	AL5G12900
OG0016564	Np003G1847800	AL6G48820
OG0016565	Np003G1840400	AL6G48570
OG0016566	Np003G1839700	AL6G48490
OG0016567	Np005G2752600	AL7G23100
OG0016568	Np005G2750000	AL7G22860
OG0016569	Np005G2749400	AL7G22790
OG0016570	Np005G2747700	AL7G22560
OG0016571	Np005G2747200	AL7G22550
OG0016572	Np001G0466400	AL5G25890
OG0016573	Np001G0177600	AL8G21200
OG0016574	Np005G3003600	AL7G38760
OG0016575	Np004G2001200	AL1G54500
OG0016576	Np004G2000400	AL1G54670
OG0016577	Np004G1999100	AL1G54680
OG0016578	Np004G1999000	AL1G54690
OG0016579	Np004G1996900	AL1G54910
OG0016580	Np004G1996300	AL1G54960
OG0016581	Np004G1996100	AL1G54980
OG0016582	Np004G1992300	AL6G50210
OG0016583	Np004G1988000	AL1G55660
OG0016584	Np004G1986400	AL1G55870
OG0016585	Np004G1985800	AL1G55990
OG0016586	Np003G1800200, Np003G1800100	AL6G45300
OG0016587	Np004G1985200	AL1G56040
OG0016588	Np004G1984100	AL1G56140
OG0016589	Np004G1982400	AL1G56580
OG0016590	Np004G1982200	AL1G56610
OG0016591	Np004G1982000	AL1G56790
OG0016592	Np004G1981900	AL1G56810
OG0016593	Np004G1981700	AL5G22400
OG0016594	Np004G1981600	AL5G22390
OG0016595	Np002G0785800	AL2G34890
OG0016596	Np002G0786000	AL2G34870
OG0016597	Np002G0786700	AL2G34800
OG0016598	Np005G2599800	AL7G10020
OG0016600	Np005G2599900	AL7G10050
OG0016601	Np005G2600200	AL7G10080
OG0016602	Np005G2601200	AL7G10190
OG0016603	Np005G2601400	AL7G10210
OG0016604	Np005G2601700	AL7G10240
OG0016605	Np005G2601800	AL7G10250
OG0016606	Np005G2602000	AL7G10260
OG0016607	Np005G2603000	AL7G10340
OG0016608	Np003G1521200	AL7G10350
OG0016609	Np005G2605100	AL7G10530, AL7G44960
OG0016610	Np005G2605200	AL7G10540
OG0016611	Np005G2605300	AL7G10550
OG0016612	Np005G2605400	AL7G10560
OG0016613	Np005G2608100	AL7G10770
OG0016614	Np005G2609600	AL7G10920
OG0016615	Np005G2613000	AL7G11200
OG0016616	Np005G2613700	AL7G11260
OG0016617	Np005G2614300	AL7G11310
OG0016618	Np005G2615700	AL7G11400
OG0016619	Np005G2617700	AL7G11750
OG0016620	Np005G2618600	AL7G11890
OG0016621	Np005G2618900	AL7G11910
OG0016622	Np005G2620100	AL7G12000
OG0016623	Np005G2620500	AL7G12040
OG0016624	Np005G2620700	AL7G12080
OG0016625	Np005G2620800	AL7G12090
OG0016626	Np005G2621300	AL7G12130
OG0016627	Np005G2622300	AL7G12240
OG0016628	Np005G2623700	AL7G12400
OG0016629	Np005G2625300	AL7G12530
OG0016630	Np005G2626600	AL7G12680
OG0016631	Np005G2627200	AL7G12730
OG0016632	Np005G2697800	AL7G12870
OG0016633	Np005G2695800	AL7G13140
OG0016634	Np005G2691200	AL7G13560
OG0016635	Np005G2690900	AL7G13590
OG0016636	Np005G2689100	AL7G13730
OG0016638	Np005G2686400	AL7G14020
OG0016639	Np005G2686000	AL7G15130
OG0016640	Np005G2685700	AL7G14120
OG0016641	Np005G2685600	AL7G14130
OG0016642	Np005G2685300	AL7G14160
OG0016643	Np005G2684900	AL7G14210
OG0016644	Np002G0907400	AL7G14600
OG0016645	Np005G2680600	AL7G14670
OG0016646	Np005G2680500	AL7G14680
OG0016647	Np005G2678500	AL7G14870
OG0016648	Np005G2677100	AL7G14950
OG0016649	Np005G2676800, Np005G2666200	AL7G14970
OG0016650	Np005G2676600	AL7G15000
OG0016651	Np005G2676300	AL7G15020
OG0016652	Np005G2675400	AL7G15080
OG0016653	Np005G2675100	AL7G15110
OG0016654	Np005G2674900	AL7G15140
OG0016655	Np005G2674500	AL7G15180
OG0016656	Np005G2704300	AL7G19490
OG0016657	Np005G2672500	AL7G15330
OG0016658	Np005G2670700	AL7G15490
OG0016659	Np005G2670300	AL7G15530
OG0016660	Np005G2670000	AL7G15560
OG0016661	Np005G2664700	AL7G15730
OG0016662	Np005G2664600, Np005G2669700	AL7G15740
OG0016663	Np005G2663700	AL7G15780
OG0016664	Np005G2660800	AL7G15930
OG0016665	Np004G2043400	nbis-gene-220
OG0016666	Np005G2661800	AL7G15850
OG0016667	Np005G2663200	AL7G15810
OG0016668	Np005G2660400	AL7G15960
OG0016669	Np005G2651800	AL7G16580
OG0016670	Np005G2651700	AL7G16590
OG0016671	Np005G2649000	AL7G16680
OG0016672	Np005G2646400	AL7G16930
OG0016673	Np005G2645800	AL7G16990
OG0016674	Np005G2645200	AL7G17050
OG0016675	Np005G2704700	AL7G19500
OG0016676	Np005G2703100	AL7G19420
OG0016677	Np003G1731900	AL8G24320
OG0016678	Np003G1731800	AL8G24330
OG0016679	Np005G2700000	AL7G19130
OG0016680	Np005G2628600	AL7G18940
OG0016681	Np005G2630300	AL7G18810
OG0016682	Np005G2630400	AL7G18800
OG0016683	Np005G2634200	AL7G18270
OG0016684	Np001G0012900	AL8G44640
OG0016685	Np005G2636000	AL7G18080
OG0016686	Np005G2636100	AL7G18070
OG0016687	Np005G2636200	AL7G18060
OG0016688	Np005G2636400	AL7G18050
OG0016689	Np002G0875900	AL2G28120
OG0016690	Np005G2636600	AL7G18030
OG0016691	Np001G0202200	nbis-gene-1234
OG0016692	Np005G2637000	AL7G17980
OG0016694	Np005G2641600	AL7G17470
OG0016696	Np006G3623400	AL1G17900
OG0016697	Np005G2709800	AL7G19840
OG0016698	Np005G2711000	AL7G19960
OG0016699	Np005G2711200	AL7G19980
OG0016700	Np005G2711800	AL7G20050
OG0016701	Np005G2713200	AL7G20170
OG0016702	Np005G2713300	AL7G20200
OG0016703	Np005G2715700	AL7G20380
OG0016704	Np005G2767600	AL7G24420
OG0016705	Np005G2718000	AL7G20640
OG0016706	Np005G2722000	nbis-gene-1740
OG0016707	Np005G2722400	AL7G20860
OG0016708	Np005G2722600	AL7G20880
OG0016709	Np005G2723900	AL7G20980
OG0016710	Np005G2725000	AL7G21100
OG0016711	Np005G2727200	AL7G21270
OG0016712	Np005G2727400	AL7G21290
OG0016713	Np005G2727600	AL7G21300
OG0016714	Np001G0475600	AL5G27000
OG0016715	Np001G0475400	AL5G26980
OG0016716	Np007G3856500	AL3G38900
OG0016717	Np007G3859000	AL3G39050
OG0016718	Np007G3861600	AL3G39340
OG0016719	Np007G3861900	nbis-gene-778
OG0016720	Np002G0820900	AL2G32360
OG0016721	Np002G0824300	AL2G32170
OG0016722	Np002G0824400	AL2G32160
OG0016723	Np002G0830200	AL2G31720
OG0016724	Np004G2306900	AL1G36850
OG0016725	Np004G2301700	AL1G37250
OG0016726	Np006G3646400	AL1G37480
OG0016727	Np004G2292100	AL1G37790
OG0016728	Np004G2291100	AL1G37900
OG0016729	Np004G2269900	AL1G38770
OG0016730	Np004G2269100	AL1G38900
OG0016731	Np004G2266300	AL1G38950
OG0016732	Np004G2262400	AL1G39080
OG0016733	Np004G2258200	AL1G39280
OG0016734	Np004G2251900	AL1G39410
OG0016735	Np003G1872400	AL6G51260
OG0016736	Np003G1875800	AL6G51500
OG0016737	Np003G1880900	AL6G52010
OG0016738	Np003G1883000	AL6G52450
OG0016739	Np003G1884000	AL6G52360
OG0016740	Np003G1884600	AL6G52280
OG0016741	Np003G1887900	AL7G39210, AL6G52150
OG0016742	Np003G1888000	AL6G52140
OG0016743	Np003G1892800	AL6G52980
OG0016744	Np003G1895200	AL6G53150
OG0016745	Np006G3487900, Np003G1896800	AL6G53290
OG0016746	Np002G0795900	AL2G19130
OG0016747	Np002G0745400	AL6G53420
OG0016748	Np003G1898200	AL6G53450
OG0016749	Np006G3714200	AL4G40370
OG0016750	Np006G3713900	AL4G47010
OG0016751	Np006G3713800	AL1G28330
OG0016752	Np006G3713000, Np005G2604100	AL4G10090
OG0016753	Np006G3712800	AL4G10110
OG0016754	Np007G3759500	AL4G10130
OG0016755	Np004G2097000	AL1G40370
OG0016756	Np004G2089500	AL1G39690
OG0016757	Np005G2795200	AL7G26720
OG0016758	Np005G2789900	AL7G26270
OG0016759	Np005G2788100	AL7G26080
OG0016760	Np005G2780500	AL7G25410
OG0016761	Np005G2773400	AL7G24960
OG0016762	Np005G2772700	AL7G24870
OG0016763	Np005G2772600	AL7G24860
OG0016764	Np005G2772400	AL7G24840
OG0016765	Np005G2771200	AL7G24730
OG0016766	Np005G2769600	AL7G24610
OG0016767	Np005G2768800	AL7G24540
OG0016768	Np005G2767200	AL7G24380
OG0016770	Np001G0237400	AL5G14010
OG0016771	Np004G2538600	AL1G15820
OG0016773	Np004G2412600	AL1G27190
OG0016775	Np004G2324800	AL1G35760
OG0016777	Np004G2302600	AL1G37180
OG0016778	Np004G2298200	AL1G37500
OG0016779	Np004G2284000	AL1G38280
OG0016780	Np004G2278500, Np004G2278900, Np004G2266500	AL1G38440
OG0016781	Np004G2269400	AL1G38880
OG0016782	Np004G2088500	AL1G39590
OG0016783	Np004G2093100	AL1G39990
OG0016784	Np004G2103400	AL1G40930
OG0016785	Np004G2103500	AL1G40980, AL1G40940
OG0016786	Np004G2103600	AL1G40950
OG0016787	Np005G3082600	AL1G42060
OG0016788	Np004G2145800	AL1G44990
OG0016789	Np004G2155100	AL1G49250
OG0016790	Np004G2054900	AL1G46840
OG0016792	Np004G1972300	AL1G57450, AL1G57440
OG0016793	Np005G2659500	AL7G15990
OG0016795	Np004G1905400	AL1G64030
OG0016797	Np002G0961900	AL2G23710
OG0016798	Np002G0961600	AL2G23730
OG0016801	Np002G0770300	AL2G36070
OG0016802	Np002G0769400	AL2G36170
OG0016803	Np002G0751500	AL2G37500
OG0016804	Np007G4122500	AL3G21440
OG0016805	Np007G4113600	AL3G22190
OG0016806	Np007G4080000	AL3G24890
OG0016808	Np007G3988600	AL3G33870
OG0016809	Np007G3846200	AL3G38030
OG0016810	Np007G3858100	AL8G18970, AL3G39000
OG0016811	Np007G3893300	AL3G43270
