Orthogroup	Noccaea_praecox	Arabidopsis_thaliana
OG0017049	Np004G2104700	AT1G27670.1
OG0017050	Np004G2104600	AT1G27660.1
OG0017051	Np004G2020400	AT1G45010.1
OG0017052	Np004G2019500	AT1G45150.1
OG0017053	Np004G2018400	AT1G45233.2
OG0017054	Np001G0266600	AT2G01740.1
OG0017055	Np004G2105100	AT1G27690.1
OG0017056	Np004G2106200	AT1G27770.1
OG0017057	Np004G2106900	AT1G27920.1
OG0017058	Np004G2112300	AT1G28320.1
OG0017059	Np004G2117400	AT1G28960.1
OG0017060	Np004G2117500	AT1G29000.1
OG0017061	Np004G2122500	AT1G29270.1
OG0017062	Np004G2128800	AT1G29700.1
OG0017063	Np004G2130600	AT1G29810.1
OG0017065	Np004G2132600	AT1G30010.1
OG0017066	Np004G2134300	AT1G30200.1
OG0017067	Np004G2138600	AT1G30460.1
OG0017068	Np005G3096600	AT5G35100.1
OG0017069	Np004G2139400	AT1G30510.2
OG0017070	Np004G2141100	AT1G30600.1
OG0017071	Np004G2149200	AT1G30950.1
OG0017072	Np004G2159100	AT1G31410.1
OG0017073	Np004G2160100	AT1G31470.1
OG0017074	Np004G2171100	AT1G31830.1
OG0017075	Np004G2050800	AT1G32310.1
OG0017076	Np004G2051100	AT1G32350.1
OG0017077	Np004G2051500	AT1G32361.1
OG0017078	Np004G2053200	AT1G32500.1
OG0017079	Np001G0250700	AT2G02880.1
OG0017080	Np001G0248000	AT2G03270.1
OG0017081	Np001G0246500	AT2G03410.1
OG0017082	Np001G0246000	AT2G03470.1
OG0017084	Np001G0011900	AT5G66790.1
OG0017085	Np001G0015300	AT5G66960.1
OG0017086	Np001G0017700	AT5G67150.1
OG0017087	Np001G0018100	AT5G67180.1
OG0017088	Np001G0023400	AT5G67540.3
OG0017089	Np001G0023700	AT5G67570.1
OG0017090	Np001G0024400	AT5G67640.1
OG0017092	Np001G0025600	AT5G65820.1
OG0017094	Np001G0028800	AT5G65570.1
OG0017096	Np001G0029700	AT5G65495.1
OG0017097	Np001G0031000	AT5G65400.2
OG0017099	Np001G0033200	AT5G65230.1
OG0017100	Np001G0035100	AT5G65160.1
OG0017101	Np001G0035200	AT5G65158.1
OG0017102	Np001G0036700	AT5G65030.1
OG0017103	Np001G0037400	AT5G64940.1
OG0017104	Np001G0039700	AT5G64816.1
OG0017105	Np001G0043600	AT5G64510.1
OG0017106	Np001G0046600	AT5G64320.1
OG0017107	Np001G0049500	AT5G64090.1
OG0017108	Np001G0051200	AT5G64010.1
OG0017109	Np001G0052100	AT5G63920.1
OG0017110	Np001G0052300	AT5G63905.2
OG0017111	Np001G0054500	AT5G63710.3
OG0017112	Np001G0061100	AT5G63300.2
OG0017114	Np001G0066300	AT5G63040.1
OG0017115	Np001G0068100	AT5G62900.1
OG0017116	Np001G0071100	AT5G62630.1
OG0017118	Np001G0089000	AT5G61610.1
OG0017119	Np001G0090100	AT5G61540.1
OG0017120	Np001G0091200	AT5G61480.1
OG0017121	Np001G0100400	AT5G23060.1
OG0017122	Np001G0101200	AT5G23110.1
OG0017123	Np001G0102100	AT5G23160.1
OG0017124	Np001G0105000	AT5G23390.1
OG0017125	Np001G0108300	AT5G23690.1
OG0017126	Np001G0109700	AT5G23850.1
OG0017127	Np001G0111400	AT5G24000.1
OG0017128	Np001G0111700	AT5G24010.1
OG0017129	Np001G0117300	AT5G24380.1
OG0017130	Np001G0118700	AT5G24560.1
OG0017131	Np001G0120200	AT5G24740.3
OG0017132	Np001G0121300	AT5G24840.1
OG0017133	Np001G0126600	AT2G47840.1
OG0017134	Np001G0130900	AT5G25480.1
OG0017135	Np001G0131600	AT5G25550.1
OG0017138	Np003G1473700	AT5G19410.2
OG0017139	Np003G1475800	AT5G19540.1
OG0017140	Np003G1477300	AT5G19640.1
OG0017141	Np003G1479200	AT5G19840.2
OG0017142	Np003G1481900	AT5G19950.1
OG0017144	Np003G1485800	AT5G20300.1
OG0017145	Np003G1486300	AT5G20360.1
OG0017146	Np003G1493000	AT5G20940.1
OG0017147	Np003G1493800	AT5G20990.1
OG0017148	Np003G1495000	AT5G21080.1
OG0017149	Np003G1503900	AT5G22340.2
OG0017150	Np003G1507600	AT5G22640.1
OG0017151	Np003G1509500	AT5G22810.1
OG0017152	Np003G1511500	AT5G22920.1
OG0017154	Np003G1523600	AT5G59900.1
OG0017155	Np003G1526100	AT5G59750.2
OG0017156	Np003G1538600	AT5G58900.1
OG0017157	Np001G0440600	AT3G44380.1
OG0017158	Np003G1543300	AT5G58575.1
OG0017159	Np003G1543900	AT5G58520.1
OG0017161	Np003G1544700	AT5G58480.1
OG0017162	Np003G1548000	AT5G58210.1
OG0017163	Np003G1551200	AT5G57960.1
OG0017164	Np003G1552300	AT5G57850.1
OG0017165	Np003G1553400	AT5G57785.1
OG0017166	Np003G1559400	AT5G57490.1
OG0017167	Np003G1562500	AT5G57230.2
OG0017168	Np005G2797900	AT4G26055.1
OG0017169	Np003G1564600	AT5G57100.1
OG0017170	Np004G2417100	AT1G14755.1
OG0017171	Np003G1568600	AT5G56900.2
OG0017172	Np003G1569500	AT5G56850.1
OG0017173	Np003G1573700	AT5G56610.1
OG0017174	Np003G1577200	AT5G56420.1
OG0017175	Np003G1603000	AT5G55310.1
OG0017176	Np003G1604000	AT5G55200.1
OG0017177	Np003G1607800	AT5G54960.1
OG0017178	Np003G1609500	AT5G54890.1
OG0017179	Np003G1609600	AT5G54880.1
OG0017180	Np003G1610900	AT5G54830.1
OG0017181	Np001G0499300	AT3G49070.1
OG0017182	Np001G0499100	AT3G49055.1
OG0017183	Np001G0496400	AT3G48940.1
OG0017184	Np001G0496200	AT3G48920.1
OG0017185	Np003G1333300	AT5G07380.3
OG0017186	Np003G1329100	AT5G07150.2
OG0017187	Np003G1328900	AT5G07130.1
OG0017188	Np003G1328700	AT5G07110.1
OG0017189	Np007G4121500, Np003G1328600	AT5G07100.1
OG0017191	Np003G1327600	AT5G07050.1
OG0017192	Np003G1325500	AT5G06830.1
OG0017193	Np003G1324700	AT5G06780.1
OG0017194	Np003G1320300	AT5G06460.1
OG0017195	Np005G3108200	AT5G36220.1
OG0017197	Np003G1310200	AT5G05850.1
OG0017198	Np003G1307400	AT5G05740.1
OG0017199	Np003G1303000	AT5G05310.3
OG0017200	Np003G1302700	AT5G05280.1
OG0017201	Np003G1301000	AT5G05250.1
OG0017202	Np003G1299500	AT5G05150.1
OG0017203	Np003G1299200	AT5G05130.1
OG0017204	Np003G1295700	AT5G04900.1
OG0017205	Np003G1285400	AT5G04050.2
OG0017206	Np003G1280100	AT5G03580.1
OG0017207	Np003G1276700	AT5G03440.1
OG0017209	Np003G1271500	AT5G02970.1
OG0017210	Np003G1271400	AT5G02950.1
OG0017211	Np003G1270600	AT5G02850.1
OG0017212	Np003G1270000	AT5G47580.1
OG0017213	Np003G1269400	AT5G02740.1
OG0017214	Np003G1268700	AT5G02620.2
OG0017215	Np003G1268400	AT5G02590.1
OG0017216	Np003G1264100	AT5G02200.2
OG0017217	Np003G1260900	AT5G01060.1
OG0017218	Np003G1258000	AT5G01190.1
OG0017219	Np003G1254200	AT5G01470.6
OG0017220	Np003G1252600	AT5G01650.2
OG0017221	Np003G1252400	AT5G01670.2
OG0017224	Np003G1250600	AT5G01850.2
OG0017225	Np003G1250400	AT5G01880.1
OG0017226	Np005G3181100	AT5G40660.1
OG0017227	Np005G3188000	AT5G41070.1
OG0017228	Np005G3196400	AT5G41560.1
OG0017229	Np005G3194400	AT5G41860.1
OG0017230	Np002G0702200	AT1G79860.1
OG0017231	Np002G0702000	AT1G79840.2
OG0017232	Np002G0701700	AT1G79820.1
OG0017233	Np002G0704900	AT1G80080.1
OG0017234	Np002G0705600	AT1G80140.1
OG0017235	Np002G0707600, Np005G3117500	AT1G80330.1
OG0017236	Np002G0708700	AT1G80440.1
OG0017237	Np002G0713900	AT1G80810.3
OG0017238	Np002G0715300	AT1G80870.1
OG0017239	Np002G0715400	AT1G80880.1
OG0017240	Np002G0716700	AT1G79700.2
OG0017241	Np002G0719900	AT1G79570.1
OG0017242	Np002G0720600	AT1G79540.1
OG0017243	Np002G0721100	AT1G79490.1
OG0017245	Np002G0729900	AT1G78800.1
OG0017246	Np002G0732900	AT1G78550.1
OG0017247	Np002G0737800	AT1G78130.1
OG0017248	Np002G0742200	AT1G77980.1
OG0017249	Np002G0742400	AT1G77930.1
OG0017250	Np002G0743300	AT1G77855.1
OG0017251	Np002G0747000	AT1G77630.1
OG0017252	Np002G0749200	AT1G77490.1
OG0017253	Np002G0749500	AT1G77460.1
OG0017254	Np002G0749900	AT1G77410.3
OG0017255	Np002G0750500	AT1G77360.1
OG0017256	Np002G0755200	AT1G77010.1
OG0017257	Np002G0756600	AT1G76920.1
OG0017259	Np002G0761100	AT1G76610.1
OG0017260	Np001G0210200	AT3G27290.1
OG0017261	Np002G0771500	AT1G75940.1
OG0017262	Np002G0772600	AT1G75860.2
OG0017263	Np002G0773900	AT1G75820.1
OG0017264	Np002G0774300	AT1G75790.1
OG0017265	Np002G0778300	AT1G75550.2
OG0017266	Np002G1115000	AT1G56660.1
OG0017267	Np007G3759300	AT2G17430.1
OG0017268	Np007G3753900	AT2G17790.1
OG0017269	Np001G0471600	AT3G47450.1
OG0017270	Np001G0470900	AT3G47400.1
OG0017271	Np004G1901400	AT1G56200.1
OG0017272	Np004G1903000	AT1G56050.1
OG0017273	Np004G1903800	AT1G56020.1
OG0017274	Np004G1905700	AT1G55870.1
OG0017275	Np007G3717500	AT2G20710.1
OG0017276	Np004G1907400	AT1G55740.1
OG0017277	Np004G1908900	AT1G55580.1
OG0017278	Np004G1911400	AT1G55450.2
OG0017279	Np004G1911100	AT1G55480.1
OG0017280	Np004G1913100	AT1G55265.1
OG0017281	Np004G1914200	AT1G55200.1
OG0017282	Np004G1914500	AT1G55170.1
OG0017283	Np004G1915100	AT1G55140.1
OG0017285	Np004G1920100	AT1G54095.1
OG0017286	Np004G1922700	AT1G53920.1
OG0017287	Np004G1925900	AT1G53680.1
OG0017288	Np004G1927800	AT1G53600.1
OG0017289	Np001G0428700	AT5G35370.1
OG0017290	Np006G3657500	AT2G24395.1
OG0017291	Np004G1935100	AT1G53110.1
OG0017292	Np006G3395500	AT2G36145.1
OG0017294	Np006G3384000	AT2G36810.1
OG0017295	Np003G1645200	AT5G53080.1
OG0017296	Np003G1752700	AT4G07960.1
OG0017297	Np003G1883500	AT5G49810.1
OG0017298	Np005G3097700	AT5G35160.2
OG0017299	Np005G3098100	AT5G35180.4
OG0017300	Np005G3098400	AT5G35200.1
OG0017301	Np005G3099000	AT5G35220.1
OG0017302	Np005G3101000	AT5G35570.1
OG0017303	Np005G3100900	AT5G35560.1
OG0017304	Np005G3100600	AT5G35550.2
OG0017305	Np005G3075700	AT4G12840.1
OG0017306	Np005G3082700	AT4G13110.1
OG0017307	Np005G3084800	AT4G13235.1
OG0017308	Np005G3093500	AT4G13550.2
OG0017309	Np004G2446000	AT1G12890.1
OG0017310	Np005G3070200	AT4G13750.1
OG0017311	Np005G3060600	AT4G14170.1
OG0017312	Np005G3060500	AT4G14180.1
OG0017313	Np005G3050900	AT4G14510.1
OG0017314	Np005G3040500	AT4G14840.1
OG0017315	Np005G3040200	AT4G14870.1
OG0017316	Np005G3040000	AT4G14890.1
OG0017317	Np005G3038600	AT4G14940.1
OG0017318	Np005G3025100	AT4G15563.7
OG0017319	Np005G3023300	AT4G15730.1
OG0017321	Np003G1739100	AT5G50110.1
OG0017323	Np002G0816500	AT1G73000.1
OG0017324	Np002G0816000	AT1G73040.1
OG0017325	Np002G0815800	AT1G73060.1
OG0017326	Np002G0814900	AT1G73110.1
OG0017327	Np006G3653100	AT2G24690.2
OG0017328	Np002G0811500	AT1G73380.1
OG0017329	Np002G0811300	AT1G73400.1
OG0017331	Np002G0808500	AT1G73630.1
OG0017332	Np002G0808000	AT1G73670.1
OG0017333	Np002G0803200	AT1G73740.1
OG0017334	Np002G0798000	AT1G74070.1
OG0017335	Np002G0790000	AT1G74670.1
OG0017336	Np002G0882500	AT1G68830.1
OG0017337	Np002G0882300	AT1G68840.1
OG0017338	Np002G0880600	AT1G68890.1
OG0017339	Np002G0876300	AT1G69030.1
OG0017340	Np002G0874100	AT1G69210.1
OG0017341	Np005G2764300	AT4G28430.1
OG0017342	Np005G2762500	AT4G28560.1
OG0017344	Np004G2395000	AT1G16705.2
OG0017345	Np005G3161700	AT5G39890.1
OG0017346	Np005G3165400	AT5G40020.1
OG0017347	Np001G0432600	AT3G43230.1
OG0017348	Np001G0432700	AT3G43240.1
OG0017349	Np001G0198500	AT3G28460.1
OG0017350	Np001G0195700	AT3G28770.1
OG0017351	Np001G0202300	AT3G27930.1
OG0017352	Np001G0205100	AT3G27670.1
OG0017353	Np001G0220200	AT3G26780.1
OG0017354	Np001G0222600	AT3G26680.1
OG0017355	Np001G0225300	AT3G26490.1
OG0017356	Np001G0235800	AT3G25670.1
OG0017357	Np002G0864700	AT1G69710.1
OG0017358	Np002G0867400	AT1G69610.2
OG0017360	Np002G0868800	AT1G69526.2
OG0017361	Np002G0869600	AT1G69500.1
OG0017362	Np002G0872700	AT1G69320.1
OG0017363	Np001G0369300	AT5G45680.1
OG0017364	Np001G0369800	AT5G45630.1
OG0017365	Np001G0371000	AT5G45540.1
OG0017366	Np001G0384400	AT5G45030.1
OG0017367	Np004G1965500	AT1G50590.1
OG0017369	Np004G1957000	AT1G51380.1
OG0017370	Np004G1955400	AT1G51520.2
OG0017371	Np005G3123100	AT1G52120.1
OG0017372	Np004G1947500	AT1G52190.1
OG0017373	Np004G1943700	AT1G52520.1
OG0017374	Np004G1943500	AT1G52530.1
OG0017375	Np004G1943000	AT1G52560.1
OG0017376	Np004G1942100	AT1G52660.1
OG0017377	Np004G1940900	AT1G52750.1
OG0017378	Np001G0422200	AT5G42810.1
OG0017379	Np001G0421800	AT5G42850.1
OG0017380	Np005G3106300	AT5G35930.4
OG0017381	Np001G0415600	AT5G43280.1
OG0017382	Np006G3439200	AT2G33620.1
OG0017383	Np006G3439100	AT2G33630.1
OG0017385	Np006G3436000	AT2G33760.1
OG0017386	Np006G3432900	AT2G33847.1
OG0017387	Np006G3420600	AT2G34440.1
OG0017388	Np003G1841800	AT2G34870.1
OG0017389	Np006G3410700	AT2G34960.1
OG0017390	Np006G3408900	AT2G35150.1
OG0017391	Np006G3406800	AT2G35360.1
OG0017392	Np006G3404900, Np006G3405200	AT2G35480.1
OG0017393	Np006G3399800	AT2G35795.1
OG0017394	Np005G2899700	AT4G19400.1
OG0017395	Np005G2901800	AT4G19190.1
OG0017396	Np005G2904400	AT4G19010.1
OG0017397	Np005G2903800	AT4G19070.1
OG0017398	Np005G2910100	AT4G18790.1
OG0017399	Np005G2912700	AT4G18620.1
OG0017400	Np005G2919700	AT4G18335.1
OG0017401	Np001G0466000	AT3G46790.1
OG0017402	Np006G3680700	AT2G22942.1
OG0017403	Np004G2056700	AT2G26550.1
OG0017404	Np001G0525100	AT3G50880.1
OG0017405	Np001G0523500	AT3G50760.1
OG0017406	Np001G0521500	AT3G50640.1
OG0017407	Np003G1659600	AT5G52400.1
OG0017408	Np003G1677600	AT5G51750.1
OG0017409	Np005G2925300	AT2G07680.3
OG0017410	Np005G2944900	AT2G07170.1
OG0017411	Np007G3798000	AT2G13690.1
OG0017412	Np007G3779200	AT2G15790.1
OG0017413	Np007G3777000	AT2G16050.1
OG0017414	Np007G3771200	AT2G16595.1
OG0017415	Np007G3770200	AT2G16700.1
OG0017416	Np007G3763000	AT2G17110.1
OG0017417	Np005G2847700	AT4G22760.1
OG0017418	Np005G2851800	AT4G22550.1
OG0017419	Np004G2103300	AT1G27480.1
OG0017420	Np005G2855000	AT4G22340.3
OG0017421	Np001G0175800	AT5G48540.1
OG0017422	Np005G2886100	AT4G20160.2
OG0017423	Np005G2882700	AT4G20430.1
OG0017424	Np007G3801000	AT2G12462.1
OG0017425	Np001G0188600	AT3G29300.2
OG0017426	Np005G2873600	AT4G21060.1
OG0017427	Np005G2880800	AT4G21470.1
OG0017428	Np005G2869700	AT4G21500.1
OG0017429	Np005G2866400	AT4G21745.1
OG0017430	Np005G2863700	AT4G21890.1
OG0017431	Np005G2893400	AT4G19710.2
OG0017432	Np005G2895000, Np005G2895900	AT4G19620.1
OG0017434	Np007G4254800	AT3G02050.1
OG0017435	Np007G4254500	AT3G02040.1
OG0017436	Np007G4253900	AT3G01980.3
OG0017437	Np007G4252100	AT3G01830.1
OG0017438	Np007G4251900	AT3G01810.1
OG0017439	Np007G4249800	AT3G01660.1
OG0017440	Np007G4249600	AT3G01640.2
OG0017441	Np007G4249500	AT3G01630.2
OG0017442	Np001G0005300	AT3G53210.1
OG0017444	Np001G0004300	AT5G66260.1
OG0017445	Np001G0004000	AT5G66240.2
OG0017446	Np001G0003400	AT5G66200.1
OG0017447	Np001G0002400	AT5G66110.1
OG0017448	Np001G0001900	AT5G66060.1
OG0017449	Np001G0001800	AT5G66055.1
OG0017450	Np001G0001200, Np001G0001100	AT5G66010.1
OG0017451	Np001G0699000	AT3G63440.1
OG0017452	Np001G0698200	AT3G63360.1
OG0017453	Np001G0698100	AT3G63350.1
OG0017454	Np001G0697500	AT3G63270.1
OG0017456	Np001G0694700	AT3G63050.1
OG0017457	Np001G0689500	AT3G62640.1
OG0017458	Np001G0684400	AT3G62190.1
OG0017459	Np001G0678900	AT3G61810.1
OG0017460	Np001G0678600	AT3G61780.1
OG0017461	Np001G0667700	AT3G60910.1
OG0017463	Np001G0666400	AT3G60810.1
OG0017464	Np001G0666000	AT3G60780.1
OG0017465	Np001G0661600	AT3G60410.1
OG0017466	Np001G0661200	AT3G60370.2
OG0017467	Np001G0656300	AT3G60180.1
OG0017468	Np001G0651100	AT3G59850.2
OG0017469	Np005G2907800	AT3G59840.1
OG0017470	Np001G0642700	AT3G59030.1
OG0017471	Np001G0637600	AT3G58800.1
OG0017472	Np001G0624700	AT3G57680.1
OG0017473	Np001G0622600	AT3G57520.1
OG0017477	Np001G0612200	AT3G56740.1
OG0017478	Np001G0605500	AT3G56370.1
OG0017479	Np001G0605300	AT3G56350.1
OG0017480	Np001G0600900	AT3G56080.1
OG0017481	Np001G0597600	AT3G55820.1
OG0017482	Np001G0594700	AT3G55630.3
OG0017483	Np001G0592300	AT3G55480.2
OG0017484	Np001G0592000	AT3G55460.1
OG0017485	Np001G0590100	AT3G55350.1
OG0017486	Np001G0585700	AT3G55040.1
OG0017487	Np001G0584100	AT3G54940.2
OG0017488	Np001G0575200	AT3G54440.3
OG0017489	Np001G0573700	AT3G54280.2
OG0017490	Np001G0570700	AT3G54030.1
OG0017491	Np001G0568500	AT3G53950.1
OG0017492	Np001G0566600	AT3G53810.1
OG0017493	Np001G0565900	AT3G53760.1
OG0017494	Np001G0564200	AT3G53590.1
OG0017495	Np004G1973900, Np001G0560200	AT3G53235.1
OG0017496	Np001G0559500	AT3G53170.1
OG0017498	Np001G0553400	AT3G53000.1
OG0017499	Np001G0550500	AT3G52810.1
OG0017500	Np001G0550200	AT3G52790.1
OG0017501	Np001G0549300	AT3G52720.1
OG0017502	Np001G0547900	AT3G52620.1
OG0017503	Np003G1617700	AT5G53880.1
OG0017504	Np003G1638100	AT5G53490.4
OG0017506	Np007G3870600	AT3G24503.1
OG0017507	Np007G3874200	AT3G24715.1
OG0017508	Np007G3876100	AT3G24860.1
OG0017509	Np007G3876000	AT3G24840.3
OG0017510	Np007G3877800	AT3G25120.1
OG0017511	Np007G3881400	AT3G25480.1
OG0017512	Np007G3885400	AT2G04270.5
OG0017513	Np007G3885600	AT2G04305.1
OG0017514	Np007G3890600	AT2G05170.1
OG0017515	Np007G3896100	AT2G06000.1
OG0017516	Np002G0939900	AT1G66810.1
OG0017517	Np002G0934900	AT1G67030.1
OG0017518	Np002G0932300	AT1G67100.1
OG0017519	Np002G0911600	AT1G67720.1
OG0017520	Np002G0907700	AT1G67840.1
OG0017521	Np002G0906700	AT1G67880.1
OG0017522	Np002G0900900	AT1G68020.2
OG0017523	Np002G0900600	AT1G68040.1
OG0017524	Np002G0896300	AT1G68290.1
OG0017525	Np002G0892600, Np002G0892800	AT1G68410.1
OG0017526	Np007G4194200, Np007G3747200	AT2G18250.1
OG0017527	Np007G3745400	AT2G18460.1
OG0017528	Np007G3737400	AT2G18850.1
OG0017529	Np001G0601700	AT5G51350.1
OG0017530	Np001G0271300	AT2G01580.1
OG0017531	Np001G0177900	AT5G48370.1
OG0017533	Np006G3309900	AT2G40815.1
OG0017534	Np006G3311600	AT2G40720.1
OG0017535	Np003G1651500	AT5G52780.1
OG0017536	Np006G3316400	AT2G40435.1
OG0017538	Np006G3318200	AT2G40316.1
OG0017540	Np006G3323900	AT2G40100.1
OG0017541	Np006G3324500	AT2G40085.1
OG0017542	Np006G3335000, Np006G3335400	AT2G39620.1
OG0017543	Np006G3335700	AT2G39570.1
OG0017544	Np006G3339000	AT2G39360.1
OG0017545	Np006G3341700	AT2G39180.1
OG0017547	Np006G3346300	AT2G38910.1
OG0017548	Np006G3352000	AT2G38570.1
OG0017549	Np006G3354000	AT2G38465.1
OG0017550	Np006G3354300	AT2G38450.1
OG0017551	Np006G3354400	AT2G38440.1
OG0017553	Np006G3367900	AT2G37730.1
OG0017554	Np006G3368500	AT2G37680.2
OG0017555	Np006G3370900	AT2G37530.1
OG0017556	Np003G1826900	AT4G12560.1
OG0017558	Np003G1828700	AT4G05590.2
OG0017559	Np003G1829400	AT4G05520.1
OG0017560	Np003G1830400	AT4G04025.1
OG0017561	Np003G1830500	AT4G04040.1
OG0017562	Np003G1823600, Np007G4001100	AT4G12400.2
OG0017563	Np004G2092600	AT1G25375.1
OG0017564	Np006G3710300	AT2G21180.1
OG0017565	Np006G3567400	AT2G21195.4
OG0017566	Np006G3707200	AT2G21320.1
OG0017567	Np006G3706600	AT2G21380.1
OG0017568	Np006G3705500	AT2G21490.1
OG0017569	Np006G3699100	AT2G21530.1
OG0017570	Np006G3695300	AT2G21950.1
OG0017571	Np006G3693900	AT2G22070.1
OG0017572	Np006G3687600	AT2G22530.1
OG0017573	Np006G3685400	AT2G22640.1
OG0017574	Np006G3641800	AT2G25270.1
OG0017575	Np006G3632100	AT2G25830.1
OG0017576	Np006G3629200	AT2G26170.1
OG0017577	Np006G3624500	AT2G26510.1
OG0017578	Np006G3636300	AT2G25660.1
OG0017579	Np004G2032900	AT1G43630.1
OG0017580	Np004G2046800	AT1G35780.1
OG0017581	Np004G2040400	AT1G34770.4
OG0017582	Np004G2241500	AT1G34670.1
OG0017583	Np004G2085500	AT1G34160.1
OG0017584	Np004G2084100	AT1G34065.1
OG0017585	Np004G2064400	AT1G33490.1
OG0017586	Np004G2063700	AT1G33420.1
OG0017587	Np004G2063500	AT1G33410.2
OG0017588	Np003G1788200	AT4G10710.1
OG0017590	Np003G1796800	AT4G10925.1
OG0017591	Np003G1797100	AT4G10955.1
OG0017592	Np003G1809100	AT4G11640.1
OG0017593	Np003G1809300	AT4G11610.1
OG0017594	Np003G1472500	AT5G19300.1
OG0017595	Np001G0144700	AT5G26960.1
OG0017596	Np001G0150900	AT5G27400.1
OG0017597	Np001G0152300	AT5G27290.1
OG0017598	Np001G0154300	AT5G27950.1
OG0017599	Np007G3724500	AT2G20100.3
OG0017600	Np007G3721300	AT2G20390.1
OG0017601	Np007G3718300	AT2G20650.1
OG0017602	Np007G3716500	AT2G20810.1
OG0017603	Np007G3715300	AT2G20890.1
OG0017604	Np006G3204500	AT2G48100.1
OG0017605	Np006G3205200	AT2G48080.1
OG0017607	Np006G3211400	AT2G47530.1
OG0017609	Np006G3213800	AT2G47410.5
OG0017610	Np006G3221900	AT2G46920.1
OG0017611	Np006G3222900	AT2G46850.1
OG0017612	Np006G3227500	AT2G46530.3
OG0017613	Np006G3231000	AT2G46240.1
OG0017614	Np006G3241900	AT2G45540.2
OG0017615	Np006G3244500	AT2G45380.1
OG0017616	Np006G3249100	AT2G44990.2
OG0017617	Np005G2761100	AT4G28670.1
OG0017618	Np006G3259700	AT2G44140.1
OG0017619	Np006G3260000	AT2G44110.2
OG0017620	Np006G3260200	AT2G44090.1
OG0017621	Np006G3262100	AT2G43980.1
OG0017622	Np006G3263000	AT2G43900.2
OG0017623	Np003G1440700	AT2G20790.1
OG0017624	Np006G3270900	AT2G43350.1
OG0017625	Np006G3272800	AT2G43230.2
OG0017626	Np006G3273700	AT2G43180.1
OG0017627	Np006G3288400	AT2G42240.4
OG0017628	Np006G3290500	AT2G42060.1
OG0017629	Np006G3290900	AT2G42030.1
OG0017631	Np002G0794300	AT5G47240.2
OG0017632	Np007G4238500	AT3G02130.1
OG0017633	Np007G4237300	AT3G02210.1
OG0017634	Np007G4231800	AT3G02645.1
OG0017635	Np007G4229200	AT3G02875.1
OG0017636	Np007G4229000	AT3G02890.1
OG0017637	Np004G2575400	AT5G47170.1, AT1G01130.1
OG0017638	Np007G4223300	AT3G03305.1
OG0017639	Np007G4223200	AT3G03310.1
OG0017640	Np007G4221200	AT3G03450.1
OG0017642	Np007G4217500	AT3G03640.1
OG0017643	Np001G0011300	AT5G65650.1
OG0017644	Np005G3187300, Np007G4204300	AT3G04590.2
OG0017645	Np007G4201500	AT3G04740.1
OG0017646	Np006G3668300	AT2G23660.1
OG0017647	Np007G4192800	AT3G05150.2
OG0017648	Np007G4191800	AT3G05240.1
OG0017649	Np007G4187900	AT3G05480.3
OG0017650	Np007G4176800	AT3G06030.1
OG0017651	Np007G4176600	AT3G06040.1
OG0017652	Np004G2095400	AT1G24650.1
OG0017653	Np007G4172400	AT3G06360.1
OG0017654	Np007G4170100	AT3G06450.1
OG0017655	Np007G4169300	AT3G06500.1
OG0017657	Np007G4167100	AT3G66652.1
OG0017659	Np007G4162500	AT3G06950.1
OG0017660	Np007G4159100	AT3G07150.1
OG0017662	Np007G4154900	AT3G07410.1
OG0017663	Np007G4151300	AT3G07690.1
OG0017664	Np001G0183200	AT5G20140.2
OG0017665	Np007G4147900	AT3G07900.1
OG0017666	Np007G4146200	AT3G07990.1
OG0017667	Np007G4145900	AT3G08020.1
OG0017668	Np007G4142200	AT3G08790.1
OG0017669	Np007G4141900	AT3G08820.1
OG0017670	Np007G4140900	AT3G08870.2
OG0017671	Np007G3892000	AT2G05580.1
OG0017672	Np007G4133000	AT3G09550.2
OG0017673	Np007G4131500	AT3G09660.1
OG0017674	Np007G4130600	AT3G09735.1
OG0017675	Np007G4128900	AT3G09780.1
OG0017676	Np007G4125700	AT3G10030.1
OG0017678	Np007G4121000	AT3G10210.1
OG0017679	Np007G4120800	AT3G10230.1
OG0017680	Np007G4119200	AT3G10390.3
OG0017681	Np007G4115000	AT3G10620.1
OG0017682	Np007G4112200	AT3G10820.2
OG0017683	Np007G4103400	AT3G11460.1
OG0017684	Np007G4089000	AT3G12540.1
OG0017685	Np007G4088600	AT3G12570.1
OG0017686	Np007G4085300	AT3G12810.1
OG0017687	Np007G4079800	AT3G13170.1
OG0017688	Np007G4077700	AT3G13330.1
OG0017689	Np007G4073600	AT3G13560.1
OG0017690	Np007G4069600	AT3G13682.1
OG0017691	Np007G4067300	AT3G13770.1
OG0017692	Np007G4067000	AT3G13782.1
OG0017693	Np007G4060900	AT3G14067.1
OG0017694	Np007G4060400	AT3G14090.1
OG0017695	Np007G4057000	AT3G14330.1
OG0017699	Np007G4047400	AT3G15050.1
OG0017700	Np007G4046000	AT3G15130.1
OG0017701	Np007G4045900	AT3G15140.1
OG0017702	Np007G4045700	AT3G15160.1
OG0017704	Np007G4040300	AT3G15357.1
OG0017705	Np007G4029700	AT3G15605.4
OG0017708	Np007G3905700	AT3G16290.1
OG0017709	Np007G3914800	AT3G16760.1
OG0017710	Np007G3915200	AT3G16785.4
