Orthogroup	Arabidopsis_arenosa	Cardamine_hirsuta
OG0013354	jg16920	CARHR117670, CARHR151900
OG0013355	jg19035	CARHR133200
OG0013357	jg6867, jg18914	CARHR132040
OG0013358	jg19006	CARHR132880
OG0013359	jg18974	CARHR132640
OG0013360	jg18970	CARHR132600
OG0013361	jg18956	CARHR132470
OG0013363	jg18928	CARHR131880
OG0013364	jg18916	CARHR132010, CARHR131990
OG0013365	jg18891	CARHR132170
OG0013366	jg18881	CARHR132270
OG0013367	jg18878	CARHR132300
OG0013368	jg16776	CARHR131650
OG0013370	jg18846	CARHR131500
OG0013371	jg18840	CARHR131450
OG0013372	jg26206	CARHR096240
OG0013373	jg18830	CARHR131360
OG0013374	jg9869	CARHR233380
OG0013375	jg7682	CARHR253430
OG0013376	jg7686	CARHR253340
OG0013377	jg28994	CARHR006050
OG0013378	jg26133	CARHR095380
OG0013379	jg26134	CARHR095390
OG0013380	jg16692	CARHR113920
OG0013381	jg7733	CARHR252740
OG0013382	jg7604	CARHR254200
OG0013383	jg7601	CARHR254280
OG0013384	jg7584	CARHR254440
OG0013385	jg7627	CARHR254020
OG0013386	jg7649	CARHR253750
OG0013387	jg16518	CARHR112000
OG0013388	jg16561	CARHR112350
OG0013389	jg16577, jg16578	CARHR112560
OG0013390	jg16586	CARHR112700
OG0013392	jg16620	CARHR113020
OG0013393	jg16625	CARHR113070
OG0013394	jg16627	CARHR113090
OG0013395	jg16637	CARHR113240
OG0013396	jg16657	CARHR113500
OG0013397	jg16659	CARHR113530
OG0013398	jg16672	CARHR113650
OG0013399	jg16683	CARHR113750
OG0013400	jg16690	CARHR113860
OG0013401	jg16747	CARHR114520
OG0013402	jg16840	CARHR184810
OG0013403	jg16835	CARHR114600
OG0013404	jg17081	CARHR116280
OG0013405	jg17117	CARHR115990
OG0013406	jg17063	CARHR116480
OG0013407	jg17201	CARHR115360
OG0013408	jg17221	CARHR115280
OG0013409	jg17262	CARHR114930
OG0013410	jg17371	CARHR118500
OG0013411	jg17050	CARHR116600
OG0013412	jg17041	CARHR116660
OG0013413	jg17030	CARHR116750
OG0013414	jg17324	CARHR115240
OG0013415	jg17169	CARHR115530
OG0013416	jg17178	CARHR115480
OG0013417	jg32657	CARHR036140
OG0013418	jg31274	CARHR027060
OG0013419	jg32517	CARHR035650
OG0013420	jg31259	CARHR026900
OG0013421	jg32533	CARHR035610
OG0013422	jg32571	CARHR035400
OG0013423	jg32641	CARHR036020
OG0013424	jg32644	CARHR036050
OG0013425	jg32379	CARHR034690
OG0013426	jg32233, jg24784	CARHR034420
OG0013427	jg32223	CARHR034280
OG0013428	jg32194	CARHR034170
OG0013429	jg32191	CARHR034130
OG0013431	jg32117	CARHR033830
OG0013432	jg32106	CARHR033770
OG0013433	jg32092	CARHR033660
OG0013434	jg32089	CARHR033620
OG0013435	jg1588	CARHR103400
OG0013436	jg32040	CARHR033210
OG0013437	jg32401	CARHR032940
OG0013438	jg32398	CARHR032910
OG0013439	jg32397	CARHR032900
OG0013440	jg31986	CARHR032770
OG0013441	jg31984	CARHR032750
OG0013442	jg7286	CARHR260650
OG0013443	jg7220	CARHR260080
OG0013444	jg7336	CARHR260970
OG0013445	jg7353, jg28033	CARHR261150
OG0013446	jg7355	CARHR261220
OG0013447	jg7383	CARHR256270
OG0013448	jg7431	CARHR255800
OG0013449	jg7462	CARHR255580
OG0013450	jg7466	CARHR255550
OG0013451	jg7469	CARHR255510
OG0013452	jg7494	CARHR255320
OG0013453	jg7497	CARHR255280
OG0013454	jg7500	CARHR255250
OG0013455	jg5766	CARHR193820
OG0013456	jg5769	CARHR193790
OG0013457	jg5782	CARHR193740
OG0013458	jg6555	CARHR186910
OG0013459	jg6569	CARHR186850
OG0013460	jg6571	CARHR186830
OG0013461	jg6573	CARHR186810
OG0013462	jg6609	CARHR186340
OG0013463	jg6622	CARHR186250
OG0013464	jg6631	CARHR186210
OG0013465	jg6638	CARHR186180
OG0013466	jg6645	CARHR186130
OG0013467	jg27290	CARHR104080
OG0013469	jg28235	CARHR110730
OG0013470	jg28281	CARHR111170
OG0013471	jg28312	CARHR111520
OG0013472	jg14427	CARHR155380
OG0013473	jg14363	CARHR154140
OG0013474	jg20207	CARHR143300
OG0013475	jg20201	CARHR143260
OG0013476	jg20196	CARHR143190
OG0013477	jg20192	CARHR143170
OG0013478	jg20185	CARHR143090
OG0013479	jg20174	CARHR142990
OG0013480	jg20173	CARHR142980
OG0013481	jg19370	CARHR142920
OG0013482	jg20162	CARHR142890
OG0013483	jg20144	CARHR142720
OG0013484	jg20143	CARHR142710
OG0013485	jg20142	CARHR142700
OG0013486	jg20109	CARHR142390
OG0013487	jg20108	CARHR142380
OG0013488	jg20099	CARHR142280
OG0013489	jg20078	CARHR142090
OG0013490	jg20072	CARHR141990
OG0013491	jg20065	CARHR141930
OG0013492	jg20064	CARHR141920
OG0013493	jg20063	CARHR141900
OG0013494	jg20047	CARHR141770
OG0013495	jg20039	CARHR141660
OG0013496	jg20036	CARHR141620
OG0013497	jg20034	CARHR141600
OG0013498	jg20028	CARHR141540
OG0013499	jg20020	CARHR141480
OG0013500	jg19998	CARHR141260
OG0013501	jg19996	CARHR141240
OG0013502	jg19983	CARHR141130
OG0013503	jg19982	CARHR141120
OG0013504	jg19954	CARHR140820
OG0013505	jg19945	CARHR140710
OG0013506	jg19925	CARHR140520
OG0013507	jg19920	CARHR140490
OG0013508	jg19866	CARHR140260
OG0013509	jg19857	CARHR224150
OG0013510	jg19824	CARHR139870
OG0013511	jg19817	CARHR139820
OG0013512	jg19815	CARHR139800
OG0013513	jg19806	CARHR139680
OG0013514	jg19797	CARHR139590
OG0013515	jg19795, jg19793	CARHR139570
OG0013516	jg19781	CARHR139480
OG0013517	jg19774	CARHR139390
OG0013518	jg19749	CARHR139180
OG0013519	jg19706	CARHR138830
OG0013520	jg14368	CARHR154550, CARHR154220
OG0013521	jg19690	CARHR138660
OG0013522	jg19676	CARHR138510
OG0013523	jg19653	CARHR138340
OG0013524	jg9175, jg19644	CARHR138250
OG0013525	jg19627	CARHR138100, CARHR283820
OG0013526	jg19625	CARHR138070
OG0013527	jg19621	CARHR138030
OG0013528	jg19596	CARHR137860
OG0013529	jg19586	CARHR137800
OG0013530	jg19584	CARHR057610
OG0013531	jg19549	CARHR137490
OG0013532	jg21462	CARHR182840
OG0013533	jg19527	CARHR137300
OG0013534	jg19523	CARHR137260
OG0013535	jg19510	CARHR137170
OG0013536	jg19455	CARHR136750
OG0013537	jg19456	CARHR136760
OG0013538	jg19457	CARHR136770
OG0013539	jg19458	CARHR136790
OG0013540	jg19459	CARHR136800
OG0013541	jg19420	CARHR136490
OG0013542	jg19412	CARHR136430
OG0013543	jg23960	CARHR075610
OG0013544	jg23961	CARHR075620
OG0013545	jg23969	CARHR075690
OG0013546	jg23987	CARHR075870
OG0013547	jg6963	CARHR288440
OG0013548	jg24027	CARHR076190
OG0013549	jg24058	CARHR076400
OG0013550	jg24085	CARHR076670
OG0013551	jg24096	CARHR076750
OG0013552	jg24120	CARHR076970
OG0013553	jg24161	CARHR077310
OG0013554	jg24166	CARHR077360
OG0013555	jg24201	CARHR077570
OG0013556	jg24210	CARHR077680
OG0013557	jg24216	CARHR077740
OG0013558	jg24217	CARHR077750
OG0013559	jg24218	CARHR077760
OG0013560	jg24287, jg24229	CARHR077860
OG0013561	jg24243	CARHR077990
OG0013562	jg24245, jg25578	CARHR078010
OG0013563	jg24310	CARHR078490
OG0013564	jg24315	CARHR078540
OG0013565	jg24334	CARHR078740
OG0013566	jg24335	CARHR078730
OG0013568	jg24345	CARHR078850
OG0013569	jg24358	CARHR078970
OG0013570	jg24366	CARHR079030
OG0013571	jg24375	CARHR079140
OG0013572	jg24377	CARHR079160
OG0013573	jg24386	CARHR079260
OG0013574	jg24393	CARHR079320
OG0013575	jg24425	CARHR079590
OG0013576	jg24438	CARHR079710
OG0013577	jg24443	CARHR079740
OG0013578	jg24476	CARHR080070
OG0013579	jg24491	CARHR080180
OG0013580	jg24516	CARHR080370
OG0013581	jg24520	CARHR080410
OG0013582	jg24522	CARHR080430
OG0013583	jg24541	CARHR080610
OG0013584	jg24549	CARHR080690
OG0013585	jg24574	CARHR080920
OG0013587	jg24596	CARHR081070
OG0013588	jg24603	CARHR081120
OG0013589	jg24614	CARHR081220
OG0013590	jg24626	CARHR081390
OG0013591	jg24659	CARHR081670
OG0013592	jg24665	CARHR081730
OG0013593	jg24666	CARHR081740
OG0013594	jg24670	CARHR081820
OG0013595	jg24693	CARHR082040
OG0013597	jg24730	CARHR082430
OG0013598	jg24732	CARHR082450
OG0013599	jg24764	CARHR082790
OG0013600	jg24769	CARHR082850
OG0013601	jg24781	CARHR082980
OG0013602	jg24806	CARHR083250
OG0013603	jg24812	CARHR083300
OG0013604	jg10053	CARHR231700
OG0013605	jg24819	CARHR083350
OG0013606	jg24821	CARHR083370
OG0013607	jg24832	CARHR083480
OG0013609	jg24880	CARHR083950
OG0013610	jg24891	CARHR084060
OG0013611	jg24920	CARHR084430
OG0013612	jg24922	CARHR084460
OG0013613	jg24939	CARHR084580
OG0013614	jg24950	CARHR084630
OG0013615	jg24952	CARHR084660
OG0013616	jg24980	CARHR084910
OG0013618	jg25003	CARHR085210
OG0013619	jg25022	CARHR085360
OG0013620	jg25023	CARHR085370
OG0013621	jg25024	CARHR085390
OG0013622	jg25028	CARHR085420
OG0013623	jg25036	CARHR085480
OG0013625	jg25057	CARHR085670
OG0013626	jg25066	CARHR085750
OG0013627	jg25069	CARHR085780
OG0013628	jg25108	CARHR086110
OG0013629	jg25115	CARHR086190
OG0013630	jg25154	CARHR086570
OG0013631	jg25163	CARHR086640
OG0013632	jg25168	CARHR086680
OG0013634	jg25193	CARHR086910
OG0013635	jg25196	CARHR086930
OG0013636	jg25210	CARHR087050
OG0013637	jg25223	CARHR087190
OG0013638	jg25234	CARHR087310
OG0013639	jg25253	CARHR087460
OG0013640	jg25283	CARHR087720
OG0013641	jg25294	CARHR087810
OG0013642	jg25351	CARHR088330
OG0013643	jg25390	CARHR088670
OG0013644	jg14443	CARHR155210
OG0013645	jg25412	CARHR088900
OG0013646	jg25452	CARHR089390
OG0013647	jg25474	CARHR089550
OG0013648	jg25492	CARHR089690
OG0013649	jg25504	CARHR089810
OG0013650	jg25510	CARHR089870
OG0013651	jg25538	CARHR090130
OG0013652	jg25544	CARHR090190
OG0013653	jg25547	CARHR090220
OG0013654	jg25551	CARHR090260
OG0013655	jg25565	CARHR090320
OG0013656	jg25574	CARHR090400
OG0013657	jg25603	CARHR091030, CARHR090670
OG0013658	jg25607	CARHR090710, CARHR292070
OG0013659	jg12559	CARHR262390
OG0013660	jg25616	CARHR090800
OG0013661	jg25623	CARHR090880
OG0013662	jg25638	CARHR091100
OG0013663	jg25644	CARHR091140
OG0013664	jg25653	CARHR091250
OG0013666	jg25685	CARHR091550
OG0013667	jg25686	CARHR091560
OG0013668	jg25751	CARHR092050
OG0013669	jg25752	CARHR092060
OG0013670	jg25769	CARHR092180
OG0013671	jg25773	CARHR092210
OG0013672	jg25777	CARHR092240
OG0013673	jg25782	CARHR092290
OG0013674	jg25788	CARHR092320
OG0013675	jg25790	CARHR092340
OG0013676	jg25805	CARHR092440
OG0013677	jg25829	CARHR092610
OG0013678	jg25832	CARHR092660
OG0013679	jg25839	CARHR092670
OG0013680	jg25843	CARHR092700
OG0013682	jg25865	CARHR092960
OG0013683	jg25868	CARHR092970
OG0013684	jg25872	CARHR093000
OG0013685	jg25873	CARHR093010
OG0013686	jg25874	CARHR093020
OG0013687	jg25881	CARHR093060
OG0013688	jg25883	CARHR093080
OG0013689	jg25911	CARHR093240
OG0013690	jg25912	CARHR093250
OG0013691	jg25981	CARHR093870
OG0013692	jg26007	CARHR094140
OG0013693	jg26061	CARHR094650
OG0013694	jg26074	CARHR094770
OG0013695	jg26075	CARHR094780
OG0013696	jg26088	CARHR094900
OG0013697	jg26119	CARHR095210
OG0013698	jg26131	CARHR095360
OG0013699	jg26137	CARHR095420
OG0013700	jg26164	CARHR095700
OG0013701	jg26175	CARHR095840
OG0013702	jg26180	CARHR095880
OG0013703	jg26199	CARHR096130
OG0013704	jg26200	CARHR096140
OG0013705	jg26201	CARHR096150, CARHR096170
OG0013706	jg26202	CARHR096190
OG0013707	jg26207	CARHR096250
OG0013708	jg26214	CARHR096340
OG0013709	jg992	CARHR052860
OG0013710	jg26242	CARHR096550
OG0013711	jg26250	CARHR096650
OG0013712	jg26255	CARHR096730
OG0013714	jg12502	CARHR263020
OG0013715	jg12481	CARHR263200
OG0013716	jg10017	CARHR232000
OG0013717	jg12417	CARHR283670, CARHR264050, CARHR288770
OG0013718	jg12404	CARHR214070
OG0013719	jg12401	CARHR214050
OG0013720	jg12358	CARHR214220
OG0013721	jg12327	CARHR214440
OG0013722	jg12303	CARHR214670
OG0013723	jg12257	CARHR214890
OG0013724	jg12237	CARHR215130
OG0013725	jg12234	CARHR215150
OG0013726	jg1582	CARHR055500
OG0013727	jg12223	CARHR215230
OG0013728	jg12211	CARHR215300
OG0013729	jg12168	CARHR215730
OG0013730	jg12098, jg12096	CARHR216140
OG0013731	jg12048	CARHR216450
OG0013732	jg21272	CARHR184430
OG0013733	jg26642	CARHR099770
OG0013734	jg26633	CARHR099680
OG0013735	jg26606	CARHR099500
OG0013736	jg26593	CARHR099370
OG0013737	jg26580	CARHR099240
OG0013738	jg26575	CARHR099210
OG0013739	jg26549	CARHR098980
OG0013740	jg26537	CARHR098930
OG0013741	jg26498	CARHR098550
OG0013742	jg26485	CARHR098430
OG0013743	jg26474	CARHR098340
OG0013744	jg1865	CARHR056930
OG0013746	jg26392	CARHR097830
OG0013747	jg26380	CARHR097720
OG0013748	jg26365	CARHR097620
OG0013749	jg26359	CARHR097590
OG0013750	jg26347	CARHR097440
OG0013751	jg26316	CARHR097190
OG0013752	jg9375	CARHR238260
OG0013753	jg1501	CARHR056020
OG0013754	jg2069	CARHR058190
OG0013755	jg2055	CARHR292320
OG0013756	jg1913	CARHR153910, CARHR057120
OG0013757	jg1853	CARHR056840
OG0013758	jg1875	CARHR056990
OG0013759	jg1897	CARHR057050
OG0013760	jg1579	CARHR055530
OG0013761	jg1532	CARHR055640
OG0013762	jg1527	CARHR055670
OG0013763	jg5745	CARHR194050
OG0013764	jg5705	CARHR194430
OG0013765	jg5700	CARHR194480
OG0013766	jg5694	CARHR194520
OG0013767	jg5687	CARHR194590
OG0013768	jg5685	CARHR194610
OG0013769	jg17240	CARHR114790
OG0013770	jg16854	CARHR184620
OG0013771	jg5661	CARHR194860
OG0013772	jg21567	CARHR182220
OG0013773	jg21573	CARHR182110
OG0013774	jg21369	CARHR183850
OG0013775	jg21368	CARHR183890
OG0013776	jg15160	CARHR162250
OG0013777	jg15138	CARHR162050
OG0013778	jg15133	CARHR162010
OG0013779	jg15132	CARHR161990
OG0013780	jg15131	CARHR162000
OG0013781	jg15130	CARHR161980
OG0013782	jg15129	CARHR161970
OG0013783	jg15103	CARHR161650
OG0013784	jg15102	CARHR161640
OG0013785	jg15098	CARHR161570
OG0013786	jg15091	CARHR161500
OG0013787	jg15082	CARHR161460
OG0013788	jg15075	CARHR161390
OG0013789	jg15048	CARHR161210
OG0013790	jg15034	CARHR161060
OG0013791	jg15021	CARHR160950
OG0013792	jg12922	CARHR143840
OG0013793	jg28397	CARHR000140
OG0013794	jg14617	CARHR156840
OG0013795	jg28431	CARHR000440
OG0013796	jg28437	CARHR000500
OG0013797	jg28447	CARHR000610, CARHR000590
OG0013798	jg13631	CARHR286740
OG0013799	jg28465	CARHR000810
OG0013801	jg28504	CARHR001240
OG0013802	jg28509	CARHR001290
OG0013803	jg28516	CARHR001350
OG0013804	jg28524	CARHR001460
OG0013805	jg19444	CARHR001570
OG0013806	jg25598	CARHR090580
OG0013807	jg28556	CARHR001800
OG0013808	jg28563	CARHR001870
OG0013809	jg28567	CARHR001900
OG0013810	jg28573	CARHR001940
OG0013811	jg28599	CARHR002210
OG0013812	jg28605	CARHR002260
OG0013813	jg28617	CARHR002370
OG0013814	jg28620	CARHR002400
OG0013815	jg28633	CARHR002500
OG0013816	jg28660	CARHR002830
OG0013817	jg28691	CARHR003090
OG0013818	jg28717	CARHR003310
OG0013819	jg28722	CARHR003370
OG0013820	jg28771	CARHR003870
OG0013821	jg28778	CARHR003930
OG0013822	jg28795	CARHR004120
OG0013823	jg28816	CARHR004330
OG0013824	jg28817	CARHR004340
OG0013825	jg28944	CARHR005480
OG0013826	jg28946	CARHR005500, CARHR038440
OG0013827	jg28980	CARHR005830
OG0013828	jg29000	CARHR006110
OG0013829	jg29042	CARHR006600
OG0013830	jg29045	CARHR006610
OG0013831	jg29036	CARHR006710
OG0013832	jg29063	CARHR006810
OG0013833	jg29082	CARHR007000
OG0013834	jg29092	CARHR007090
OG0013835	jg12200	CARHR215430
OG0013836	jg29157	CARHR007750
OG0013838	jg29194	CARHR008200
OG0013839	jg29201	CARHR008260
OG0013840	jg1736, jg1727	CARHR056230
OG0013841	jg29203	CARHR008290
OG0013842	jg29247	CARHR008780
OG0013843	jg29257	CARHR008890
OG0013844	jg29267	CARHR008980
OG0013845	jg29278	CARHR009150
OG0013846	jg29286	CARHR009230
OG0013847	jg29291	CARHR009260
OG0013848	jg29296	CARHR009310
OG0013849	jg29308	CARHR009400
OG0013850	jg29312	CARHR009430
OG0013851	jg29323	CARHR009550
OG0013852	jg29342	CARHR009690
OG0013853	jg29352	CARHR009790
OG0013854	jg29361	CARHR009890
OG0013855	jg29392	CARHR010250
OG0013856	jg29422	CARHR010510
OG0013857	jg29432	CARHR010590
OG0013858	jg29438	CARHR010620
OG0013859	jg29443	CARHR010660
OG0013860	jg31155	CARHR025880
OG0013861	jg29472	CARHR010880
OG0013862	jg29482	CARHR011000
OG0013863	jg29501	CARHR011130
OG0013864	jg29510	CARHR011210
OG0013865	jg29513	CARHR011240
OG0013866	jg29518	CARHR011280
OG0013867	jg29521	CARHR011310
OG0013868	jg29538	CARHR011450
OG0013869	jg29539	CARHR011470
OG0013870	jg29508	CARHR011730
OG0013871	jg16729	CARHR114210, CARHR246080
OG0013872	jg29610	CARHR012010
OG0013874	jg29614	CARHR012060
OG0013875	jg29619	CARHR012120
OG0013876	jg29629	CARHR012220
OG0013877	jg29630	CARHR012230
OG0013878	jg29638	CARHR012300
OG0013879	jg29641	CARHR012320
OG0013880	jg29642	CARHR012330
OG0013881	jg29730	CARHR013040
OG0013882	jg29736	CARHR013100
OG0013883	jg29744	CARHR013170
OG0013884	jg29747	CARHR013190
OG0013885	jg29751	CARHR013280
OG0013886	jg29758	CARHR013340
OG0013887	jg31210	CARHR026420
OG0013888	jg29779	CARHR013550
OG0013889	jg29792	CARHR013670
OG0013890	jg21911	CARHR265110
OG0013891	jg29804	CARHR013780
OG0013892	jg29835	CARHR014090
OG0013893	jg29838	CARHR014120
OG0013894	jg29887	CARHR014540
OG0013895	jg29894	CARHR014630
OG0013897	jg29901	CARHR014710
OG0013898	jg29907	CARHR014770
OG0013899	jg29908	CARHR014780
OG0013900	jg29919	CARHR014890
OG0013901	jg29951	CARHR015210
OG0013902	jg29953	CARHR015220
OG0013903	jg29994	CARHR015610
OG0013904	jg30010	CARHR015760
OG0013905	jg21459	CARHR182880
OG0013906	jg30057	CARHR016200
OG0013907	jg30086	CARHR016460
OG0013908	jg30098	CARHR016590
OG0013910	jg30115	CARHR016760
OG0013911	jg30124	CARHR016840
OG0013912	jg30134	CARHR016960
OG0013913	jg30137	CARHR017000
OG0013914	jg30139	CARHR017020
OG0013915	jg30178, jg30166, jg30155	CARHR017190
OG0013916	jg30180, jg30168, jg30157	CARHR017210
OG0013917	jg30189, jg30202	CARHR017300
OG0013918	jg30240	CARHR017740
OG0013919	jg30256	CARHR017900
OG0013920	jg22011	CARHR265950
OG0013921	jg30265	CARHR018000
OG0013922	jg30266	CARHR018010
OG0013923	jg30267	CARHR018020
OG0013924	jg30276	CARHR018110
OG0013925	jg30282	CARHR018170
OG0013926	jg30312	CARHR018470
OG0013927	jg30323	CARHR018580
OG0013928	jg30325	CARHR018600
OG0013929	jg30333	CARHR018690
OG0013930	jg30346	CARHR018800
OG0013931	jg30349	CARHR018830
OG0013932	jg30362	CARHR019000
OG0013933	jg30383	CARHR019220
OG0013934	jg30427	CARHR019630
OG0013935	jg30434	CARHR019690
OG0013936	jg30440	CARHR019750
OG0013937	jg30443	CARHR019770
OG0013938	jg30446	CARHR019790
OG0013939	jg30464	CARHR019970
OG0013940	jg30471	CARHR020010
OG0013941	jg30481	CARHR020100
OG0013942	jg30488	CARHR020150
OG0013943	jg30494	CARHR020210
OG0013944	jg30496	CARHR020230
OG0013945	jg30451	CARHR019840
OG0013946	jg30503	CARHR020300
OG0013947	jg30514	CARHR020380
OG0013948	jg13130	CARHR145660
OG0013949	jg30538	CARHR020580
OG0013950	jg30542	CARHR020620
OG0013951	jg12558	CARHR262400
OG0013952	jg30560	CARHR020820
OG0013953	jg30564	CARHR199460
OG0013954	jg30588	CARHR020980
OG0013955	jg30626	CARHR021230
OG0013956	jg30681	CARHR021740
OG0013957	jg30682	CARHR021750
OG0013958	jg30683	CARHR021760
OG0013959	jg30689	CARHR021810
OG0013960	jg30691	CARHR021820
OG0013961	jg30717	CARHR022020
OG0013962	jg30740	CARHR022240
OG0013963	jg30765	CARHR022410
OG0013964	jg30773	CARHR022480
OG0013965	jg30784	CARHR022580
OG0013966	jg21307	CARHR184230, CARHR226100
OG0013967	jg30838	CARHR023110
OG0013968	jg30846	CARHR023190
OG0013969	jg30852	CARHR023310
OG0013970	jg30854	CARHR023330
OG0013971	jg30855	CARHR023340
OG0013972	jg17481	CARHR152020
OG0013973	jg2809	CARHR289070
OG0013974	jg2802	CARHR290980
OG0013975	jg2798	CARHR291030
OG0013976	jg2794	CARHR291070
OG0013977	jg2791	CARHR291100
OG0013978	jg2787	CARHR291130
OG0013979	jg2774	CARHR291260
OG0013980	jg2766	CARHR064630
OG0013981	jg2754	CARHR064600
OG0013982	jg2732	CARHR064400
OG0013983	jg2690	CARHR064020
OG0013984	jg2686	CARHR063980
OG0013985	jg2678	CARHR063870
OG0013986	jg2668	CARHR063770
OG0013987	jg2665	CARHR063740
OG0013988	jg2664	CARHR063730
OG0013989	jg2655	CARHR063630
OG0013991	jg10072	CARHR231510
OG0013992	jg10069	CARHR231540
OG0013993	jg31937	CARHR032200
OG0013994	jg448	CARHR046890
OG0013995	jg449	CARHR046900
OG0013996	jg450	CARHR046910
OG0013997	jg524	CARHR047860
OG0013998	jg532	CARHR047920
OG0013999	jg9761	CARHR234510
OG0014001	jg569	CARHR048340
OG0014002	jg12912	CARHR143740
OG0014003	jg602	CARHR048680
OG0014004	jg607	CARHR048740
OG0014005	jg5488	CARHR196610
OG0014006	jg637	CARHR049110
OG0014007	jg679	CARHR049460
OG0014008	jg689	CARHR049560
OG0014009	jg718	CARHR049950
OG0014010	jg779	CARHR050640
OG0014011	jg789	CARHR050720
OG0014012	jg861	CARHR051650
OG0014013	jg871	CARHR052200
OG0014014	jg872	CARHR052180
OG0014015	jg892	CARHR051930
OG0014016	jg906	CARHR051800
OG0014017	jg27370	CARHR105080
OG0014018	jg923	CARHR052270
OG0014019	jg954	CARHR052540
OG0014020	jg981	CARHR052750
OG0014021	jg998	CARHR052970
OG0014022	jg1048	CARHR053350
OG0014023	jg1109	CARHR283880
OG0014024	jg1181	CARHR053750, CARHR053760
OG0014026	jg1207	CARHR053990
OG0014027	jg1365	CARHR055010
OG0014028	jg1411	CARHR055200
OG0014029	jg1422	CARHR055350
OG0014030	jg1460	CARHR287510, CARHR287530
OG0014031	jg446	CARHR046860
OG0014032	jg423	CARHR046730
OG0014033	jg399	CARHR046620
OG0014034	jg391	CARHR046510
OG0014036	jg388	CARHR046470
OG0014037	jg387	CARHR046460
OG0014038	jg362	CARHR046240
OG0014039	jg360	CARHR046220
OG0014040	jg7122, jg7111, jg7112	CARHR259640
OG0014041	jg20377	CARHR174610
OG0014042	jg20292	CARHR173890
OG0014043	jg20289	CARHR173850
OG0014044	jg20261	CARHR173570
OG0014045	jg20656	CARHR178100
OG0014046	jg20667	CARHR178210
OG0014047	jg20672	CARHR178260
OG0014048	jg20720	CARHR178620
OG0014049	jg20729	CARHR178650
OG0014050	jg7773	CARHR252460
OG0014051	jg7755	CARHR252300
OG0014052	jg7754	CARHR252560
OG0014053	jg7749	CARHR252600
OG0014054	jg9493	CARHR237240
OG0014055	jg9486	CARHR237320
OG0014056	jg9483	CARHR237360
OG0014057	jg9441	CARHR237680
OG0014058	jg9433	CARHR292020, CARHR237760
OG0014059	jg9431	CARHR237770
OG0014060	jg11047	CARHR222510
OG0014061	jg11026	CARHR222640
OG0014062	jg32851, jg32870	CARHR037590
OG0014063	jg32879	CARHR037680
OG0014064	jg32880	CARHR037700
OG0014065	jg32937	CARHR038170
OG0014066	jg32904	CARHR037890
OG0014067	jg32905	CARHR037900
OG0014068	jg32935	CARHR038160
OG0014070	jg32938	CARHR038180
OG0014071	jg32968	CARHR038840
OG0014072	jg32972	CARHR038870
OG0014073	jg32975	CARHR038900
OG0014074	jg32979	CARHR038960, CARHR038950
OG0014075	jg32997	CARHR039080
OG0014076	jg32998	CARHR039090
OG0014077	jg33042, jg6885	CARHR039390
OG0014078	jg33055	CARHR039410
OG0014080	jg33057	CARHR039440
OG0014081	jg3142	CARHR068220
OG0014082	jg3140	CARHR068200
OG0014083	jg8277	CARHR149670
OG0014084	jg12875, jg8280	CARHR293980
OG0014085	jg8284	CARHR294020
OG0014086	jg8297, jg8304	CARHR294140
OG0014087	jg8301, jg8308	CARHR294180
OG0014088	jg8312	CARHR294230
OG0014089	jg8322	CARHR294310
OG0014090	jg8339	CARHR294420
OG0014091	jg8347	CARHR247930
OG0014092	jg8350	CARHR247910
OG0014093	jg8363	CARHR247820
OG0014094	jg8366	CARHR247790, CARHR247780
OG0014095	jg8373, jg32607	CARHR247720
OG0014096	jg8379	CARHR247650
OG0014097	jg8382	CARHR247630
OG0014098	jg8405	CARHR247350
OG0014099	jg8412	CARHR247290
OG0014100	jg8413	CARHR247280
OG0014101	jg8436	CARHR247070
OG0014102	jg21296	CARHR184290
OG0014103	jg8502	CARHR246710
OG0014104	jg8507	CARHR246650
OG0014105	jg8510	CARHR246610
OG0014106	jg8518	CARHR246510
OG0014107	jg8519	CARHR246500
OG0014108	jg27005	CARHR102870, CARHR102880
OG0014109	jg8542	CARHR246320
OG0014110	jg8546	CARHR246280
OG0014111	jg8550	CARHR246230
OG0014112	jg8563	CARHR246100
OG0014113	jg8589	CARHR245840
OG0014114	jg8594	CARHR245800
OG0014115	jg8620	CARHR245550, CARHR258580
OG0014116	jg8627	CARHR245490
OG0014117	jg8644	CARHR245320
OG0014118	jg8671	CARHR245010
OG0014119	jg8672	CARHR244990
OG0014120	jg8674	CARHR244970
OG0014121	jg8684	CARHR244840
OG0014122	jg8692	CARHR244770
OG0014123	jg8696	CARHR244730
OG0014124	jg8697	CARHR244720
OG0014125	jg8709	CARHR244610, CARHR292030, CARHR292040
OG0014126	jg8728	CARHR244460
OG0014127	jg8746	CARHR244270
OG0014128	jg8781	CARHR244010
OG0014129	jg8793	CARHR243880
OG0014130	jg12021	CARHR216680
OG0014131	jg8806	CARHR243720
OG0014132	jg8839	CARHR243450
OG0014133	jg8848	CARHR243360
OG0014134	jg8870	CARHR243120
OG0014135	jg8903	CARHR242920
OG0014136	jg8913	CARHR242350
OG0014137	jg8925	CARHR242470
OG0014138	jg8942, jg21666	CARHR242610
OG0014139	jg9166	CARHR240180
OG0014140	jg9150	CARHR240350
OG0014141	jg9510	CARHR240470
OG0014142	jg9131	CARHR240560
OG0014143	jg9128	CARHR240590
