Orthogroup	Arabidopsis_arenosa	Arabis_alpina
OG0015511	jg15769	Aa_G114820.h1.t1
OG0015512	jg15766	Aa_G114860.h1.t1
OG0015513	jg15752	Aa_G461150.h1.t1
OG0015515	jg17185	Aa_G35720.h1.t1
OG0015517	jg15642	Aa_G174930.h1.t1
OG0015518	jg15632	Aa_G728360.h1.t1
OG0015520	jg14253	Aa_G208400.h1.t1
OG0015521	jg15615	Aa_G373070.h1.t1
OG0015522	jg15612	Aa_G373090.h1.t1
OG0015523	jg15593	Aa_G224880.h1.t1
OG0015524	jg15585	Aa_G268620.h1.t1
OG0015525	jg15582	Aa_G287160.h1.t1
OG0015526	jg15572	Aa_G287280.h1.t1
OG0015527	jg15568	Aa_G287310.h1.t1
OG0015528	jg15554	Aa_G302290.h1.t1
OG0015529	jg15539	Aa_G591510.h1.t1
OG0015530	jg15538	Aa_G591500.h1.t1
OG0015531	jg15515	Aa_G492390.h1.t1, Aa_G213670.h1.t1
OG0015533	jg15477	Aa_G306790.h1.t1
OG0015534	jg15474	Aa_G718090.h1.t1
OG0015535	jg15470	Aa_G99110.h1.t1
OG0015536	jg15464	Aa_G99050.h1.t1
OG0015537	jg15461	Aa_G601480.h1.t1
OG0015538	jg15454	Aa_G507210.h1.t1
OG0015539	jg15452	Aa_G507190.h1.t1
OG0015540	jg15444	Aa_G501180.h1.t1
OG0015541	jg15434	Aa_G287660.h1.t1
OG0015542	jg15430	Aa_G301480.h1.t1
OG0015543	jg15425	Aa_G381390.h1.t1
OG0015544	jg15424	Aa_G381380.h1.t1
OG0015545	jg15420	Aa_G381340.h1.t1
OG0015546	jg2361	Aa_G131720.h1.t1
OG0015547	jg15399	Aa_G511040.h1.t1
OG0015548	jg15394	Aa_G600790.h1.t1
OG0015549	jg15383	Aa_G319020.h1.t1
OG0015550	jg15379	Aa_G416690.h1.t1
OG0015551	jg15376	Aa_G416650.h1.t1
OG0015552	jg15374	Aa_G300550.h1.t1
OG0015553	jg15373	Aa_G300540.h1.t1
OG0015555	jg32455, jg32443	Aa_G265980.h1.t1
OG0015556	jg27039	Aa_G512940.h1.t1
OG0015558	jg15328	Aa_G582250.h1.t1
OG0015559	jg15324	Aa_G393790.h1.t1
OG0015560	jg15320	Aa_G393840.h1.t1
OG0015561	jg15289	Aa_G402300.h1.t1
OG0015562	jg28296	Aa_G440890.h1.t1
OG0015563	jg15240	Aa_G211570.h1.t1
OG0015564	jg15229	Aa_G212760.h1.t1
OG0015566	jg15205	Aa_G111460.h1.t1
OG0015567	jg15193	Aa_G555630.h1.t1
OG0015568	jg15186	Aa_G153560.h1.t1
OG0015569	jg15183	Aa_G153530.h1.t1
OG0015571	jg22148	Aa_G231650.h1.t1
OG0015572	jg22134	Aa_G82300.h1.t1
OG0015574	jg22065	Aa_G198260.h1.t1
OG0015575	jg22053	Aa_G134080.h1.t1
OG0015576	jg22051	Aa_G134070.h1.t1
OG0015577	jg11061	Aa_G507540.h1.t1
OG0015578	jg26758	Aa_G306440.h1.t1
OG0015579	jg26759	Aa_G306430.h1.t1
OG0015580	jg26769	Aa_G571720.h1.t1
OG0015581	jg26778	Aa_G400010.h1.t1
OG0015582	jg26787	Aa_G399990.h1.t1
OG0015583	jg26808	Aa_G284680.h1.t1
OG0015584	jg26810	Aa_G284660.h1.t1
OG0015585	jg26823	Aa_G380090.h1.t1
OG0015586	jg26851	Aa_G76990.h1.t1
OG0015587	jg26853	Aa_G77010.h1.t1
OG0015588	jg26866	Aa_G86390.h1.t1
OG0015589	jg26867	Aa_G86400.h1.t1
OG0015590	jg26881	Aa_G680660.h1.t1
OG0015591	jg26882	Aa_G680680.h1.t1
OG0015592	jg26942	Aa_G140.h1.t1
OG0015593	jg26943	Aa_G150.h1.t1
OG0015594	jg26969	Aa_G210.h1.t1
OG0015595	jg26972	Aa_G240.h1.t1
OG0015596	jg26974	Aa_G270.h1.t1
OG0015597	jg26996	Aa_G320.h1.t1
OG0015598	jg27002	Aa_G390.h1.t1
OG0015599	jg27024	Aa_G53670.h1.t1
OG0015600	jg27029	Aa_G211290.h1.t1
OG0015601	jg27045	Aa_G221070.h1.t1
OG0015602	jg27091	Aa_G341090.h1.t1
OG0015603	jg14029	Aa_G337520.h1.t1
OG0015604	jg27123	Aa_G579510.h1.t1
OG0015605	jg26739	Aa_G26880.h1.t1
OG0015606	jg2175	Aa_G3660.h1.t1
OG0015607	jg2218	Aa_G510250.h1.t1
OG0015608	jg2230	Aa_G419250.h1.t1
OG0015609	jg2241	Aa_G303700.h1.t1
OG0015610	jg2254	Aa_G260.h1.t1, Aa_G304750.h1.t1
OG0015611	jg2267	Aa_G586440.h1.t1
OG0015612	jg2280	Aa_G449650.h1.t1
OG0015613	jg2282	Aa_G449670.h1.t1
OG0015614	jg2328	Aa_G55930.h1.t1
OG0015615	jg2349	Aa_G479380.h1.t1
OG0015616	jg2365	Aa_G28760.h1.t1
OG0015617	jg2360	Aa_G131730.h1.t1
OG0015619	jg2384	Aa_G609160.h1.t1
OG0015620	jg6955	Aa_G790510.h1.t1
OG0015621	jg21353	Aa_G102240.h1.t1
OG0015622	jg21455	Aa_G139000.h1.t1
OG0015623	jg21454	Aa_G139030.h1.t1
OG0015624	jg21427	Aa_G627290.h1.t1
OG0015625	jg21405	Aa_G28470.h1.t1
OG0015626	jg27955	Aa_G235660.h1.t1
OG0015627	jg11856	Aa_G611580.h1.t1
OG0015628	jg27983	Aa_G99940.h1.t1
OG0015629	jg27987	Aa_G99890.h1.t1
OG0015630	jg27998	Aa_G415500.h1.t1
OG0015631	jg28004	Aa_G415460.h1.t1
OG0015632	jg28008	Aa_G325960.h1.t1
OG0015633	jg28019	Aa_G483720.h1.t1
OG0015634	jg28064	Aa_G185840.h1.t1
OG0015635	jg28067	Aa_G255500.h1.t1
OG0015636	jg28079	Aa_G190140.h1.t1
OG0015637	jg28118	Aa_G244910.h1.t1
OG0015638	jg28122	Aa_G244960.h1.t1
OG0015639	jg28127	Aa_G143430.h1.t1
OG0015640	jg19396	Aa_G88440.h1.t1
OG0015641	jg19388	Aa_G88520.h1.t1
OG0015642	jg19383	Aa_G684900.h1.t1, Aa_G30080.h1.t1
OG0015643	jg19373	Aa_G144270.h1.t1
OG0015644	jg19368	Aa_G144210.h1.t1
OG0015645	jg13109	Aa_G252730.h1.t1
OG0015646	jg19353	Aa_G281370.h1.t1
OG0015647	jg19335	Aa_G401780.h1.t1
OG0015648	jg19332	Aa_G401750.h1.t1
OG0015649	jg19298	Aa_G560390.h1.t1
OG0015650	jg12849	Aa_G184920.h1.t1
OG0015651	jg19280	Aa_G340380.h1.t1
OG0015652	jg19277	Aa_G340390.h1.t1
OG0015653	jg19249	Aa_G224190.h1.t1
OG0015654	jg19227	Aa_G38330.h1.t1
OG0015655	jg19224	Aa_G38300.h1.t1
OG0015656	jg19222	Aa_G38290.h1.t1
OG0015657	jg19219	Aa_G38250.h1.t1
OG0015658	jg19187	Aa_G599840.h1.t1
OG0015659	jg19185	Aa_G599860.h1.t1
OG0015660	jg19177	Aa_G461890.h1.t1
OG0015661	jg19161	Aa_G357500.h1.t1
OG0015662	jg19093	Aa_G202400.h1.t1
OG0015663	jg19079	Aa_G216870.h1.t1, Aa_G216880.h1.t1
OG0015664	jg19072	Aa_G486490.h1.t1
OG0015665	jg25191	Aa_G507380.h1.t1
OG0015666	jg19069	Aa_G269530.h1.t1
OG0015668	jg19056	Aa_G594440.h1.t1
OG0015671	jg12965	Aa_G692190.h1.t1
OG0015674	jg19011	Aa_G542810.h1.t1
OG0015675	jg18986	Aa_G172160.h1.t1
OG0015676	jg18982	Aa_G172210.h1.t1
OG0015677	jg18981	Aa_G172220.h1.t1
OG0015678	jg7176	Aa_G97520.h1.t1
OG0015679	jg18973	Aa_G150780.h1.t1
OG0015681	jg18939	Aa_G619750.h1.t1
OG0015682	jg14096	Aa_G17940.h1.t1
OG0015683	jg18924	Aa_G487720.h1.t1
OG0015684	jg18922	Aa_G576760.h1.t1
OG0015685	jg18883	Aa_G30110.h1.t1
OG0015686	jg18873	Aa_G29980.h1.t1
OG0015687	jg18871	Aa_G29970.h1.t1
OG0015688	jg18865	Aa_G457190.h1.t1
OG0015689	jg18856	Aa_G548150.h1.t1
OG0015690	jg18855	Aa_G548140.h1.t1
OG0015691	jg18847	Aa_G570370.h1.t1
OG0015692	jg18843	Aa_G135660.h1.t1
OG0015693	jg18839	Aa_G135760.h1.t1
OG0015694	jg18828	Aa_G159780.h1.t1
OG0015695	jg7660	Aa_G300110.h1.t1
OG0015696	jg7692	Aa_G320520.h1.t1
OG0015697	jg7693	Aa_G320530.h1.t1
OG0015698	jg7695	Aa_G320550.h1.t1
OG0015699	jg7700	Aa_G320610.h1.t1
OG0015701	jg20937	Aa_G263160.h1.t1, Aa_G263150.h1.t1
OG0015702	jg9353	Aa_G607120.h1.t1
OG0015703	jg7610	Aa_G35100.h1.t1
OG0015704	jg20926	Aa_G32610.h1.t1
OG0015707	jg16541	Aa_G314700.h1.t1
OG0015708	jg16549	Aa_G185120.h1.t1
OG0015709	jg16554	Aa_G157630.h1.t1
OG0015710	jg16570	Aa_G287840.h1.t1
OG0015711	jg16579	Aa_G77600.h1.t1
OG0015712	jg16581	Aa_G77580.h1.t1, Aa_G95500.h1.t1
OG0015713	jg16623	Aa_G100360.h1.t1
OG0015714	jg16624	Aa_G100350.h1.t1
OG0015715	jg16634	Aa_G100260.h1.t1
OG0015716	jg16655	Aa_G91710.h1.t1
OG0015717	jg16671	Aa_G313870.h1.t1
OG0015718	jg16684	Aa_G311510.h1.t1
OG0015719	jg16717	Aa_G389580.h1.t1
OG0015720	jg16756	Aa_G418330.h1.t1
OG0015721	jg16790	Aa_G204720.h1.t1
OG0015722	jg16797	Aa_G253070.h1.t1
OG0015723	jg16798	Aa_G253080.h1.t1
OG0015725	jg16848	Aa_G217930.h1.t1
OG0015726	jg17132	Aa_G494170.h1.t1
OG0015727	jg17128	Aa_G87230.h1.t1
OG0015728	jg17230	Aa_G480890.h1.t1
OG0015729	jg17242	Aa_G495970.h1.t1
OG0015730	jg17023	Aa_G393130.h1.t1
OG0015731	jg17307	Aa_G709550.h1.t1
OG0015732	jg17323	Aa_G506520.h1.t1
OG0015733	jg17302	Aa_G290480.h1.t1
OG0015734	jg17016	Aa_G155640.h1.t1
OG0015735	jg17312	Aa_G506480.h1.t1
OG0015736	jg17358	Aa_G363320.h1.t1
OG0015737	jg16916	Aa_G310090.h1.t1
OG0015738	jg17145	Aa_G35840.h1.t1
OG0015739	jg32514	Aa_G571970.h1.t1
OG0015740	jg32500	Aa_G169590.h1.t1
OG0015741	jg32534	Aa_G54770.h1.t1
OG0015742	jg32595	Aa_G369240.h1.t1
OG0015743	jg32603	Aa_G382670.h1.t1
OG0015744	jg32614	Aa_G27720.h1.t1
OG0015745	jg32329	Aa_G239570.h1.t1
OG0015746	jg32297	Aa_G471220.h1.t1
OG0015747	jg32291	Aa_G471210.h1.t1
OG0015748	jg32271	Aa_G225740.h1.t1
OG0015749	jg32241	Aa_G260080.h1.t1
OG0015750	jg32219	Aa_G294040.h1.t1
OG0015751	jg32218	Aa_G322390.h1.t1
OG0015752	jg32211	Aa_G689850.h1.t1
OG0015753	jg32140	Aa_G372590.h1.t1
OG0015754	jg32138	Aa_G463200.h1.t1
OG0015755	jg32122	Aa_G554670.h1.t1
OG0015756	jg32121	Aa_G554660.h1.t1
OG0015757	jg32118	Aa_G276620.h1.t1
OG0015758	jg32107	Aa_G60540.h1.t1
OG0015760	jg32098	Aa_G377030.h1.t1
OG0015761	jg31995	Aa_G610230.h1.t1
OG0015762	jg7119	Aa_G97490.h1.t1
OG0015763	jg7102, jg7137	Aa_G547730.h1.t1
OG0015764	jg7181	Aa_G97540.h1.t1
OG0015765	jg7341	Aa_G294810.h1.t1
OG0015766	jg7350	Aa_G660740.h1.t1
OG0015767	jg7354	Aa_G453790.h1.t1
OG0015768	jg7356	Aa_G453810.h1.t1
OG0015769	jg7363	Aa_G154350.h1.t1
OG0015770	jg7364	Aa_G154340.h1.t1
OG0015771	jg7366	Aa_G154330.h1.t1
OG0015772	jg7372	Aa_G224020.h1.t1
OG0015773	jg7379	Aa_G425080.h1.t1
OG0015775	jg7414	Aa_G558800.h1.t1
OG0015776	jg7447	Aa_G36130.h1.t1
OG0015777	jg7450	Aa_G36170.h1.t1
OG0015778	jg7452	Aa_G275310.h1.t1
OG0015779	jg7474	Aa_G573280.h1.t1
OG0015780	jg7483	Aa_G289270.h1.t1
OG0015781	jg7489	Aa_G477180.h1.t1
OG0015782	jg7495	Aa_G211170.h1.t1
OG0015783	jg7510	Aa_G39300.h1.t1
OG0015784	jg7511	Aa_G39290.h1.t1
OG0015786	jg7557	Aa_G452360.h1.t1
OG0015787	jg7559	Aa_G452380.h1.t1
OG0015788	jg7560	Aa_G452390.h1.t1
OG0015789	jg5770	Aa_G128830.h1.t1
OG0015790	jg6535	Aa_G141020.h1.t1
OG0015791	jg17381	Aa_G597970.h1.t1
OG0015792	jg21381	Aa_G28580.h1.t1
OG0015793	jg6570	Aa_G189780.h1.t1
OG0015794	jg6580	Aa_G691090.h1.t1
OG0015795	jg6581	Aa_G691100.h1.t1
OG0015796	jg6588	Aa_G146640.h1.t1
OG0015797	jg6624	Aa_G26050.h1.t1
OG0015798	jg6662	Aa_G430240.h1.t1
OG0015799	jg6663	Aa_G430250.h1.t1
OG0015800	jg6751	Aa_G761910.h1.t1
OG0015801	jg28207	Aa_G596990.h1.t1
OG0015802	jg28209	Aa_G596970.h1.t1
OG0015803	jg28211	Aa_G513460.h1.t1
OG0015804	jg28221	Aa_G166630.h1.t1
OG0015805	jg28222	Aa_G166620.h1.t1
OG0015806	jg28238	Aa_G166510.h1.t1
OG0015807	jg28301	Aa_G440840.h1.t1
OG0015808	jg28268	Aa_G194800.h1.t1
OG0015809	jg14900	Aa_G177170.h1.t1
OG0015810	jg9297	Aa_G163900.h1.t1
OG0015811	jg14369	Aa_G424490.h1.t1
OG0015812	jg14365	Aa_G424450.h1.t1
OG0015813	jg14354	Aa_G597830.h1.t1
OG0015814	jg20221	Aa_G13130.h1.t1
OG0015815	jg20216	Aa_G13080.h1.t1
OG0015816	jg20211	Aa_G13030.h1.t1
OG0015817	jg20198	Aa_G12890.h1.t1
OG0015818	jg20193	Aa_G12860.h1.t1
OG0015819	jg20191	Aa_G12840.h1.t1
OG0015820	jg20190	Aa_G12830.h1.t1
OG0015821	jg20183	Aa_G206150.h1.t1
OG0015822	jg20175	Aa_G206070.h1.t1
OG0015823	jg20167	Aa_G241260.h1.t1
OG0015824	jg20119	Aa_G453120.h1.t1
OG0015825	jg20114	Aa_G593410.h1.t1
OG0015826	jg20101	Aa_G494570.h1.t1, Aa_G177950.h1.t1
OG0015827	jg20097	Aa_G177910.h1.t1
OG0015828	jg20095	Aa_G177900.h1.t1
OG0015829	jg20093	Aa_G177880.h1.t1
OG0015830	jg20076	Aa_G469430.h1.t1
OG0015831	jg20071	Aa_G332680.h1.t1
OG0015832	jg20037	Aa_G536040.h1.t1
OG0015833	jg20010	Aa_G16870.h1.t1
OG0015834	jg19985	Aa_G17100.h1.t1
OG0015835	jg19965	Aa_G15920.h1.t1
OG0015836	jg19956	Aa_G16000.h1.t1
OG0015837	jg19955	Aa_G16010.h1.t1
OG0015838	jg27438, jg19953	Aa_G16030.h1.t1
OG0015839	jg19911	Aa_G705910.h1.t1
OG0015840	jg19909	Aa_G443460.h1.t1
OG0015841	jg19906	Aa_G443500.h1.t1
OG0015842	jg19902	Aa_G443530.h1.t1
OG0015843	jg27932	Aa_G197450.h1.t1
OG0015844	jg19871	Aa_G175200.h1.t1
OG0015845	jg19868	Aa_G175220.h1.t1
OG0015846	jg19863	Aa_G175260.h1.t1
OG0015847	jg19856	Aa_G175320.h1.t1
OG0015848	jg19848	Aa_G467060.h1.t1
OG0015849	jg7836	Aa_G132950.h1.t1
OG0015850	jg19836	Aa_G252330.h1.t1
OG0015851	jg19830	Aa_G252380.h1.t1
OG0015852	jg19786	Aa_G479530.h1.t1
OG0015853	jg19747	Aa_G360540.h1.t1
OG0015854	jg19734	Aa_G552010.h1.t1
OG0015855	jg19715	Aa_G445360.h1.t1
OG0015856	jg19692	Aa_G581360.h1.t1
OG0015857	jg19680	Aa_G125300.h1.t1
OG0015858	jg19674	Aa_G125350.h1.t1
OG0015859	jg19661	Aa_G125450.h1.t1
OG0015860	jg19651	Aa_G125570.h1.t1
OG0015861	jg19631	Aa_G280630.h1.t1
OG0015862	jg19620	Aa_G454750.h1.t1
OG0015863	jg19614	Aa_G488910.h1.t1
OG0015865	jg19606	Aa_G200000.h1.t1
OG0015866	jg19593	Aa_G374590.h1.t1
OG0015867	jg19582	Aa_G374670.h1.t1
OG0015868	jg19581	Aa_G374680.h1.t1
OG0015869	jg19575	Aa_G415320.h1.t1
OG0015870	jg19526	Aa_G230810.h1.t1
OG0015871	jg19492	Aa_G67250.h1.t1
OG0015872	jg19463	Aa_G145790.h1.t1
OG0015873	jg16994, jg19481	Aa_G67160.h1.t1
OG0015875	jg19485	Aa_G67200.h1.t1
OG0015876	jg19441	Aa_G188370.h1.t1
OG0015877	jg19438	Aa_G188400.h1.t1
OG0015878	jg19429	Aa_G188470.h1.t1
OG0015879	jg20303	Aa_G162920.h1.t1
OG0015880	jg20358	Aa_G41340.h1.t1
OG0015881	jg23981	Aa_G14740.h1.t1
OG0015882	jg23982	Aa_G14730.h1.t1
OG0015883	jg23986	Aa_G14700.h1.t1
OG0015884	jg23988	Aa_G14680.h1.t1
OG0015885	jg23999	Aa_G14590.h1.t1
OG0015886	jg24001	Aa_G14570.h1.t1
OG0015887	jg24016	Aa_G71710.h1.t1
OG0015888	jg24017	Aa_G71700.h1.t1
OG0015890	jg24024	Aa_G71630.h1.t1
OG0015891	jg24044	Aa_G934960.h1.t1
OG0015892	jg24045	Aa_G743970.h1.t1
OG0015893	jg24060	Aa_G42510.h1.t1
OG0015894	jg24072	Aa_G42400.h1.t1
OG0015895	jg24090	Aa_G42210.h1.t1
OG0015896	jg24091	Aa_G42200.h1.t1
OG0015897	jg24092	Aa_G42190.h1.t1
OG0015898	jg24093	Aa_G654030.h1.t1, Aa_G42180.h1.t1
OG0015900	jg24104	Aa_G250330.h1.t1
OG0015901	jg24118	Aa_G111930.h1.t1
OG0015903	jg24129	Aa_G111860.h1.t1
OG0015904	jg24150	Aa_G111620.h1.t1, Aa_G111610.h1.t1, Aa_G111630.h1.t1
OG0015905	jg24159	Aa_G267890.h1.t1
OG0015906	jg24196	Aa_G47540.h1.t1
OG0015908	jg24223	Aa_G45070.h1.t1
OG0015909	jg24226	Aa_G438120.h1.t1
OG0015910	jg24244	Aa_G185530.h1.t1
OG0015911	jg24247	Aa_G185560.h1.t1
OG0015912	jg24259	Aa_G185660.h1.t1
OG0015913	jg24263	Aa_G618730.h1.t1
OG0015914	jg24277	Aa_G217210.h1.t1
OG0015915	jg24280	Aa_G217220.h1.t1
OG0015916	jg24306	Aa_G526020.h1.t1
OG0015917	jg24314	Aa_G304970.h1.t1
OG0015918	jg24327	Aa_G4160.h1.t1
OG0015919	jg24369	Aa_G4500.h1.t1
OG0015920	jg24373	Aa_G4540.h1.t1
OG0015921	jg24416	Aa_G4960.h1.t1
OG0015922	jg24420	Aa_G5020.h1.t1
OG0015923	jg24427	Aa_G5090.h1.t1
OG0015925	jg11879	Aa_G679790.h1.t1
OG0015926	jg24456	Aa_G75780.h1.t1
OG0015927	jg24477	Aa_G51080.h1.t1
OG0015928	jg24490	Aa_G51170.h1.t1
OG0015929	jg24493	Aa_G51210.h1.t1
OG0015930	jg24498	Aa_G51230.h1.t1
OG0015931	jg24506	Aa_G269300.h1.t1
OG0015932	jg24507	Aa_G269310.h1.t1
OG0015933	jg12198	Aa_G455970.h1.t1
OG0015934	jg24545	Aa_G163070.h1.t1
OG0015936	jg24572	Aa_G47800.h1.t1
OG0015937	jg24578	Aa_G49800.h1.t1
OG0015939	jg27037	Aa_G47250.h1.t1
OG0015940	jg24634	Aa_G47050.h1.t1
OG0015941	jg24645	Aa_G47850.h1.t1
OG0015942	jg24654	Aa_G78920.h1.t1
OG0015943	jg24656	Aa_G78880.h1.t1
OG0015944	jg24703	Aa_G174550.h1.t1
OG0015945	jg24710	Aa_G174430.h1.t1
OG0015946	jg24713	Aa_G174400.h1.t1
OG0015947	jg24720	Aa_G174330.h1.t1
OG0015948	jg24722	Aa_G174310.h1.t1
OG0015949	jg24725	Aa_G174280.h1.t1
OG0015950	jg24728	Aa_G174250.h1.t1
OG0015952	jg24743	Aa_G767410.h1.t1
OG0015953	jg24744	Aa_G765540.h1.t1
OG0015954	jg24758	Aa_G301990.h1.t1
OG0015955	jg24779	Aa_G24400.h1.t1
OG0015956	jg24813	Aa_G24130.h1.t1
OG0015957	jg24817	Aa_G24100.h1.t1
OG0015958	jg24825	Aa_G101460.h1.t1
OG0015959	jg24827	Aa_G101440.h1.t1
OG0015960	jg24829	Aa_G101420.h1.t1
OG0015961	jg24844	Aa_G101350.h1.t1
OG0015962	jg24845	Aa_G101340.h1.t1
OG0015963	jg24848	Aa_G101310.h1.t1
OG0015964	jg24854	Aa_G403700.h1.t1
OG0015965	jg24872	Aa_G403540.h1.t1
OG0015966	jg24879	Aa_G34870.h1.t1, Aa_G34870.h2.t1
OG0015967	jg24884	Aa_G34790.h1.t1
OG0015968	jg24890	Aa_G34750.h1.t1
OG0015969	jg24895	Aa_G34700.h1.t1
OG0015970	jg24898	Aa_G34670.h1.t1
OG0015971	jg24899	Aa_G34660.h1.t1
OG0015972	jg24912	Aa_G34490.h1.t1
OG0015973	jg24913	Aa_G34480.h1.t1
OG0015974	jg24917	Aa_G324490.h1.t1
OG0015975	jg24937	Aa_G569370.h1.t1
OG0015976	jg24938	Aa_G569380.h1.t1
OG0015977	jg2415	Aa_G169780.h1.t1
OG0015978	jg24957	Aa_G322200.h1.t1
OG0015979	jg24966	Aa_G419510.h1.t1
OG0015980	jg24970	Aa_G338700.h1.t1
OG0015981	jg24974	Aa_G338740.h1.t1
OG0015982	jg24977	Aa_G338750.h1.t1
OG0015983	jg24988	Aa_G302850.h1.t1
OG0015984	jg25007	Aa_G137070.h1.t1
OG0015985	jg25009	Aa_G137050.h1.t1
OG0015986	jg25010	Aa_G137040.h1.t1
OG0015987	jg25027	Aa_G136910.h1.t1
OG0015988	jg25040	Aa_G136790.h1.t1
OG0015989	jg25054	Aa_G333290.h1.t1
OG0015990	jg25062	Aa_G333160.h1.t1
OG0015991	jg25073	Aa_G195490.h1.t1
OG0015992	jg25081	Aa_G285220.h1.t1
OG0015993	jg25089	Aa_G285170.h1.t1
OG0015994	jg26874	Aa_G86430.h1.t1
OG0015995	jg25111	Aa_G397630.h1.t1
OG0015996	jg25155	Aa_G5380.h1.t1
OG0015997	jg25157	Aa_G5360.h1.t1
OG0015998	jg25165	Aa_G5300.h1.t1
OG0015999	jg25187	Aa_G40550.h1.t1
OG0016000	jg25190	Aa_G40510.h1.t1
OG0016001	jg25207	Aa_G40350.h1.t1
OG0016002	jg25214	Aa_G40270.h1.t1
OG0016003	jg25231	Aa_G40090.h1.t1
OG0016005	jg12959	Aa_G640100.h1.t1
OG0016006	jg25281	Aa_G378960.h1.t1
OG0016007	jg25338	Aa_G463650.h1.t1
OG0016008	jg25358	Aa_G546600.h1.t1
OG0016009	jg25372	Aa_G327430.h1.t1
OG0016010	jg25374	Aa_G327410.h1.t1
OG0016011	jg25385	Aa_G243370.h1.t1
OG0016012	jg25388	Aa_G243340.h1.t1
OG0016013	jg25406	Aa_G237670.h1.t1
OG0016014	jg25424	Aa_G458820.h1.t1
OG0016015	jg25449	Aa_G56260.h1.t1
OG0016016	jg25458	Aa_G317700.h1.t1
OG0016017	jg25494	Aa_G140320.h1.t1
OG0016018	jg25502	Aa_G1480.h1.t1
OG0016019	jg25505	Aa_G1460.h1.t1
OG0016020	jg25507	Aa_G1440.h1.t1
OG0016021	jg25529	Aa_G1230.h1.t1
OG0016023	jg25552	Aa_G1020.h1.t1
OG0016024	jg25583	Aa_G235030.h1.t1
OG0016026	jg9823	Aa_G32090.h1.t1
OG0016027	jg25634	Aa_G233750.h1.t1
OG0016028	jg25636	Aa_G233780.h1.t1
OG0016029	jg25665	Aa_G223380.h1.t1, Aa_G223390.h1.t1
OG0016030	jg25677	Aa_G223470.h1.t1
OG0016031	jg25678	Aa_G223480.h1.t1
OG0016032	jg25679	Aa_G223490.h1.t1
OG0016033	jg25682	Aa_G223520.h1.t1
OG0016034	jg25719	Aa_G317040.h1.t1
OG0016035	jg25720	Aa_G317050.h1.t1
OG0016036	jg25740	Aa_G97130.h1.t1
OG0016037	jg25771	Aa_G20480.h1.t1
OG0016038	jg25778	Aa_G20380.h1.t1
OG0016039	jg25781	Aa_G20350.h1.t1
OG0016040	jg25807	Aa_G753450.h1.t1
OG0016041	jg25820	Aa_G107740.h1.t1
OG0016042	jg25849	Aa_G53550.h1.t1
OG0016043	jg25852	Aa_G53520.h1.t1
OG0016044	jg25875	Aa_G683050.h1.t1
OG0016045	jg25899	Aa_G310230.h1.t1
OG0016046	jg25909, jg25907	Aa_G176890.h1.t1
OG0016047	jg25913	Aa_G176940.h1.t1
OG0016048	jg25920	Aa_G176990.h1.t1
OG0016049	jg25925	Aa_G63030.h1.t1
OG0016050	jg25927	Aa_G63010.h1.t1
OG0016051	jg25932	Aa_G62970.h1.t1
OG0016052	jg20996, jg20991	Aa_G595770.h1.t1
OG0016053	jg25944	Aa_G549450.h1.t1
OG0016054	jg25968	Aa_G82030.h1.t1
OG0016055	jg25985	Aa_G104740.h1.t1
OG0016056	jg25995	Aa_G104640.h1.t1
OG0016059	jg26014	Aa_G429490.h1.t1
OG0016060	jg26023	Aa_G342870.h1.t1
OG0016061	jg26026	Aa_G342900.h1.t1
OG0016062	jg26045	Aa_G250150.h1.t1
OG0016063	jg26049	Aa_G382270.h1.t1
OG0016064	jg26054	Aa_G240030.h1.t1
OG0016065	jg26057	Aa_G240060.h1.t1
OG0016066	jg26059	Aa_G240090.h1.t1
OG0016067	jg26058	Aa_G240080.h1.t1
OG0016068	jg26068	Aa_G371380.h1.t1
OG0016069	jg26085	Aa_G20140.h1.t1
OG0016070	jg26086	Aa_G20150.h1.t1
OG0016071	jg26107	Aa_G164440.h1.t1
OG0016072	jg26110	Aa_G164460.h1.t1
OG0016073	jg26118	Aa_G164570.h1.t1
OG0016074	jg26124	Aa_G164640.h1.t1
OG0016075	jg26126	Aa_G164650.h1.t1
OG0016076	jg26138	Aa_G50760.h1.t1
OG0016077	jg26150	Aa_G550490.h1.t1
OG0016078	jg26170	Aa_G152580.h1.t1
OG0016079	jg26177	Aa_G152520.h1.t1
OG0016080	jg26183	Aa_G152470.h1.t1
OG0016081	jg26205	Aa_G250550.h1.t1
OG0016082	jg26208	Aa_G250580.h1.t1
OG0016083	jg26231	Aa_G133340.h1.t1
OG0016084	jg26241	Aa_G133330.h1.t1
OG0016085	jg26247	Aa_G133270.h1.t1
OG0016086	jg26252	Aa_G221720.h1.t1
OG0016087	jg26257	Aa_G636450.h1.t1
OG0016088	jg21990	Aa_G116580.h1.t1
OG0016089	jg21989	Aa_G116590.h1.t1
OG0016090	jg21983	Aa_G116610.h1.t1
OG0016091	jg21957	Aa_G238050.h1.t1
OG0016092	jg27399	Aa_G105330.h1.t1
OG0016093	jg12554	Aa_G308840.h1.t1
OG0016094	jg12553	Aa_G308830.h1.t1
OG0016095	jg12485	Aa_G245650.h1.t1
OG0016096	jg12434	Aa_G365260.h1.t1
OG0016097	jg12415	Aa_G421540.h1.t1
OG0016098	jg12388	Aa_G110090.h1.t1
OG0016099	jg22588, jg11130	Aa_G428430.h1.t1
