Orthogroup	Arabidopsis_arenosa	Capsella_rubella
OG0016715	jg14574	XP_006290614.1
OG0016716	jg26664	XP_006297761.1
OG0016717	jg26675	XP_006297015.1
OG0016718	jg26710	XP_006297731.1
OG0016719	jg26713	XP_006298381.2
OG0016720	jg2902	XP_023643248.1
OG0016721	jg2882	XP_006300448.1
OG0016722	jg2881	XP_006300828.2
OG0016723	jg2838	XP_006302242.1
OG0016724	jg30880	XP_006306762.1
OG0016725	jg30920	XP_006307154.1
OG0016727	jg30969	XP_023645818.1
OG0016729	jg31061, jg31069	XP_023645894.1
OG0016730	jg31075	XP_006305125.1
OG0016731	jg31079	XP_006303626.1
OG0016733	jg31111	XP_006303169.1
OG0016734	jg31125	XP_006304208.2
OG0016735	jg8035	XP_006287578.1
OG0016736	jg8058	XP_023635908.1
OG0016737	jg8099	XP_023635969.1
OG0016738	jg8141	XP_006288361.1
OG0016739	jg8131	XP_023636323.1
OG0016740	jg8125	XP_006287774.1
OG0016742	jg8111	XP_023636887.1
OG0016743	jg8194	XP_006287426.1
OG0016744	jg8213	XP_006288720.1
OG0016745	jg8225	XP_006289084.1
OG0016746	jg1717	XP_006302352.2
OG0016747	jg8237	XP_006287817.1
OG0016748	jg8239	XP_006286684.1
OG0016749	jg19499	XP_006294299.1
OG0016750	jg20157	XP_006300913.1
OG0016751	jg30109	XP_006303332.1
OG0016753	jg16504	XP_006294350.1
OG0016754	jg16507	XP_006296348.1
OG0016755	jg31220	XP_023633285.1
OG0016756	jg31151	XP_006303703.1
OG0016757	jg9830	XP_006284557.1
OG0016758	jg9788	XP_006283742.1
OG0016760	jg9715	XP_023635496.1
OG0016761	jg9673	XP_006284487.1
OG0016762	jg9665	XP_006284016.1
OG0016763	jg9664	XP_006285134.1
OG0016764	jg9662	XP_006283888.1
OG0016765	jg9650	XP_006284241.2
OG0016766	jg9636	XP_023634583.1
OG0016767	jg9630	XP_023634903.1
OG0016768	jg9614	XP_006285684.1
OG0016769	jg9602	XP_006283251.1
OG0016770	jg13210	XP_006291685.1
OG0016771	jg28937	XP_006307349.2
OG0016772	jg29178	XP_006304747.1
OG0016773	jg29998	XP_006305223.1
OG0016774	jg30436	XP_023632879.1
OG0016775	jg30794	XP_006307203.1
OG0016777	jg30912	XP_006306339.1
OG0016778	jg30944	XP_006303405.1
OG0016779	jg31017	XP_023632835.1
OG0016780	jg31030	XP_006305616.1
OG0016781	jg31073, jg31065	XP_006305588.1
OG0016782	jg31142	XP_023646013.1
OG0016783	jg31182	XP_023644844.1
OG0016784	jg31279	XP_006303924.1
OG0016785	jg31280	XP_006304413.1
OG0016786	jg31281	XP_006307064.1
OG0016787	jg31372	XP_006306066.1
OG0016788	jg31653	XP_023632964.1
OG0016789	jg31734	XP_006306724.1
OG0016790	jg31910	XP_006305696.1
OG0016792	jg33118, jg33117	XP_023644535.1
OG0016794	jg33262	XP_023646034.1
OG0016795	jg33770	XP_006307708.1
OG0016796	jg1162	XP_023644061.1
OG0016797	jg2047	XP_023644272.1
OG0016798	jg2049	XP_006300520.1
OG0016799	jg2397	XP_023634286.1
OG0016799	jg21518	XP_006288307.2, XP_023645762.1
OG0016800	jg2697	XP_006303098.2
OG0016800	jg2701	XP_006303112.2
OG0016801	jg3259	XP_006302277.1
OG0016802	jg3268	XP_006302322.1
OG0016803	jg3398	XP_023643951.1
OG0016804	jg24946, jg24944	XP_006300218.2
OG0016805	jg25012	XP_006297260.1
OG0016806	jg25285	XP_006297464.1
OG0016808	jg26169	XP_006297576.1
OG0016809	jg26590	XP_023641862.1
OG0016810	jg26672	XP_006300091.1
OG0016811	jg27090	XP_006297841.1
OG0016812	jg27195	XP_006298227.1
OG0016814	jg27420	XP_006298824.1
OG0016815	jg27546	XP_006299425.1
OG0016816	jg27617	XP_006298926.2
OG0016817	jg27915	XP_006298116.1
OG0016818	jg27934	XP_006298389.1
OG0016819	jg28240	XP_006296827.1
OG0016820	jg16512	XP_006296137.1
OG0016821	jg16610	XP_006294050.1
OG0016822	jg16703	XP_006295910.2
OG0016823	jg16895	XP_006295855.1
OG0016824	jg16910	XP_006294301.1
OG0016825	jg17137	XP_006295905.1
OG0016826	jg17139	XP_023639893.1
OG0016827	jg17294	XP_006296365.1
OG0016828	jg18044	XP_006293981.1
OG0016829	jg18158	XP_006296387.2
OG0016830	jg18255	XP_023639565.1
OG0016831	jg18468	XP_006294424.1
OG0016832	jg18718	XP_006295315.1
OG0016833	jg18741	XP_006296048.1
OG0016834	jg13036	XP_023638792.1, XP_023638790.1
OG0016835	jg19096	XP_006294345.1
OG0016836	jg19771	XP_006293377.1
OG0016837	jg14566, jg19896	XP_006290929.1
OG0016838	jg20003	XP_006295485.2
OG0016840	jg12975	XP_023638525.1
OG0016841	jg13186	XP_006293157.1
OG0016842	jg13223	XP_006290691.1
OG0016843	jg13296	XP_006292727.1
OG0016844	jg13655	XP_006290401.1
OG0016845	jg13851	XP_006292319.1
OG0016846	jg13865	XP_023638849.1
OG0016847	jg5989	XP_006286700.1
OG0016849	jg14150	XP_006291704.2
OG0016850	jg14157	XP_006292966.1
OG0016851	jg14294	XP_006291100.1
OG0016852	jg14439	XP_006291907.1
OG0016853	jg14477	XP_023638666.1
OG0016854	jg14506	XP_006290855.1
OG0016855	jg14536	XP_006292661.1
OG0016856	jg14862	XP_006290947.1
OG0016857	jg14939	XP_006291095.1
OG0016858	jg15154	XP_006293263.1
OG0016859	jg15269	XP_006293052.1
OG0016860	jg3939	XP_023637217.1
OG0016861	jg5046	XP_006289342.1
OG0016862	jg5891	XP_006286824.2
OG0016863	jg6348	XP_006290115.1
OG0016864	jg7253	XP_006288570.1
OG0016865	jg7330	XP_006288465.1
OG0016866	jg7425	XP_006287163.1
OG0016867	jg7496	XP_006288205.1
OG0016868	jg7600	XP_006287616.1
OG0016869	jg7864	XP_006288122.1
OG0016870	jg7937	XP_023636398.1
OG0016871	jg8351	XP_006285108.1
OG0016872	jg8669	XP_006282615.2
OG0016873	jg11649	XP_006285177.1
OG0016873	jg9539	XP_023633762.1, XP_006286195.2
OG0016874	jg9638	XP_006285775.1
OG0016875	jg9704	XP_006283883.1
OG0016876	jg9756	XP_006284539.1
OG0016877	jg9772	XP_023635133.1
OG0016878	jg9814	XP_006284935.2
OG0016879	jg9839	XP_006284081.1
OG0016880	jg9841	XP_006284496.1
OG0016881	jg9845	XP_006284263.1
OG0016882	jg9848	XP_006286042.1
OG0016883	jg9852	XP_006284742.1
OG0016884	jg9860	XP_006283882.1
OG0016885	jg9865	XP_006283381.1
OG0016886	jg9888	XP_023633621.1
OG0016887	jg10023	XP_023635073.1
OG0016888	jg10148	XP_023634389.1
OG0016889	jg10152	XP_006284828.1
OG0016890	jg10449	XP_006284192.1
OG0016891	jg10648	XP_006284507.1
OG0016892	jg10676	XP_006282927.2
OG0016893	jg10714	XP_023633950.1
OG0016894	jg12027	XP_006283658.1
OG0016895	jg12074	XP_006282482.1
OG0016896	jg12095	XP_006283314.1
OG0016897	jg12342	XP_006291735.1
OG0016898	jg12402	XP_006285672.1
OG0016899	jg12726	XP_006283837.1
OG0016900	jg20533, jg20534	XP_006282341.1
OG0016901	jg20750	XP_006281823.1
OG0016902	jg21364	XP_006281739.1
OG0016903	jg21445	XP_006279873.2
OG0016904	jg21688	XP_006279783.1
OG0016905	jg21725	XP_006282310.1
OG0016906	jg21741	XP_006281147.1
OG0016907	jg21822	XP_006281970.1
OG0016908	jg21843	XP_023640629.1
OG0016909	jg21874	XP_006279823.1
OG0016910	jg21952	XP_023644022.1
OG0016911	jg21982	XP_006281705.1
OG0016912	jg22584	XP_023633474.1
OG0016913	jg22587	XP_023645829.1
OG0016914	jg23331	XP_006280846.1
OG0016915	jg23723	XP_006280557.1
OG0016938	jg14435	XP_006291528.1
OG0016939	jg14492	XP_006293159.1
OG0016940	jg14668	XP_006292304.1
OG0016942	jg14618	XP_006291484.1
OG0016943	jg14624	XP_006290943.1
OG0016944	jg14591	XP_006291354.1
OG0016945	jg12923	XP_006290756.1
OG0016946	jg12994	XP_006292767.1
OG0016947	jg12106	XP_006282582.1
OG0016948	jg5650	XP_006288775.2
OG0016949	jg5631	XP_006286355.1
OG0016950	jg5615	XP_006286507.2
OG0016951	jg5601	XP_006286620.1
OG0016952	jg5597	XP_006289865.1
OG0016954	jg5571	XP_006286488.1
OG0016955	jg5544	XP_006286806.2, XP_006279768.1
OG0016957	jg5467	XP_006287468.1
OG0016959	jg5443	XP_006288813.1
OG0016960	jg5342	XP_006290125.2
OG0016961	jg5319	XP_006288051.1
OG0016962	jg27389	XP_006297991.1
OG0016963	jg12570	XP_023634351.1
OG0016964	jg5266	XP_006289899.1
OG0016965	jg32553	XP_006307408.2
OG0016966	jg5197	XP_006289334.1
OG0016967	jg5195	XP_006287632.1
OG0016968	jg5179	XP_006287089.1
OG0016969	jg5178	XP_006286905.1
OG0016970	jg5174	XP_006286900.1
OG0016971	jg5171	XP_006289105.1
OG0016972	jg12028	XP_006282723.2
OG0016974	jg5079	XP_006289187.1
OG0016975	jg5055	XP_023636280.1
OG0016977	jg5024	XP_006288309.1
OG0016978	jg4990	XP_023636542.1
OG0016979	jg4986	XP_006287247.2
OG0016980	jg4977	XP_006288354.2
OG0016981	jg4944	XP_006286562.1
OG0016982	jg4926	XP_006289750.1
OG0016983	jg4918	XP_023637226.1
OG0016984	jg4914	XP_006289611.1
OG0016985	jg4900	XP_006288295.1
OG0016986	jg4849	XP_006287606.1
OG0016987	jg4848	XP_006287209.1
OG0016988	jg4831	XP_006288455.1
OG0016989	jg4822	XP_006288985.1
OG0016990	jg4819	XP_006287462.1
OG0016991	jg4815	XP_006286993.1
OG0016993	jg25498	XP_023642680.1
OG0016994	jg4774	XP_023642258.1
OG0016995	jg4770	XP_006290041.1
OG0016996	jg4755	XP_006286969.1
OG0016997	jg4747	XP_023635904.1
OG0016998	jg4744	XP_006288067.1
OG0016999	jg4738	XP_023637530.1
OG0017000	jg4732	XP_006289496.1
OG0017001	jg4699	XP_006289976.2
OG0017002	jg4676	XP_006290148.1
OG0017003	jg4668	XP_023636912.1
OG0017004	jg4653	XP_006288467.1
OG0017005	jg4641	XP_006289619.1
OG0017006	jg4638	XP_006287545.1
OG0017007	jg4611	XP_006288140.1
OG0017008	jg9974	XP_006282624.1
OG0017009	jg17435	XP_006293527.1
OG0017010	jg17426	XP_023640826.1
OG0017011	jg17432	XP_006295133.1
OG0017014	jg17541	XP_006294319.2
OG0017015	jg17578	XP_006293662.1
OG0017016	jg17585	XP_023641040.1
OG0017017	jg17660	XP_006294962.1
OG0017018	jg17707	XP_006294571.1
OG0017019	jg17762	XP_006295501.1
OG0017020	jg17766	XP_006294973.1
OG0017021	jg17803	XP_006295161.1
OG0017022	jg1524	XP_006301849.1
OG0017023	jg17828	XP_006294373.2
OG0017024	jg17836	XP_006293428.1
OG0017025	jg17846	XP_006294916.1
OG0017026	jg17873	XP_006294171.1
OG0017027	jg17997, jg17996	XP_006294115.1
OG0017028	jg363	XP_006302266.1
OG0017029	jg18096	XP_006293988.1
OG0017030	jg18137	XP_006294907.2
OG0017032	jg8523	XP_023633709.1
OG0017033	jg18226	XP_023639574.1
OG0017034	jg18238	XP_006293721.1
OG0017035	jg18275	XP_006295070.1
OG0017036	jg18350	XP_006296172.1
OG0017037	jg20884	XP_006280791.1
OG0017038	jg20856	XP_023633488.1
OG0017039	jg20842	XP_006282375.1
OG0017040	jg28697	XP_006305753.1
OG0017041	jg20768	XP_023635433.1
OG0017043	jg9920	XP_006286259.1
OG0017044	jg22405	XP_006281480.1
OG0017045	jg21064	XP_006281077.1
OG0017046	jg32775	XP_006304802.1
OG0017047	jg32757	XP_006303838.1
OG0017048	jg31290	XP_006303972.1
OG0017049	jg31289	XP_006306060.1
OG0017050	jg31288	XP_006307469.1
OG0017051	jg32664	XP_006304172.1
OG0017052	jg32693	XP_006306977.1
OG0017053	jg32707	XP_006307420.2
OG0017054	jg12976	XP_023638523.1
OG0017055	jg31291	XP_006304878.2
OG0017056	jg31301	XP_006306641.2
OG0017057	jg31308	XP_006304021.1
OG0017058	jg31356	XP_023645844.1
OG0017060	jg31405	XP_006306451.1
OG0017061	jg31451	XP_006306398.2
OG0017062	jg31506	XP_006305242.1
OG0017063	jg31523	XP_006306190.1
OG0017065	jg31545	XP_023633048.1
OG0017066	jg31565	XP_023645853.1
OG0017067	jg31590	XP_006306994.1
OG0017068	jg11900	XP_023635400.1
OG0017069	jg31606	XP_006305070.1
OG0017070	jg31618	XP_006306773.1
OG0017071	jg31683	XP_006304686.1
OG0017072	jg31769	XP_006307144.2
OG0017073	jg31775	XP_006306212.2
OG0017075	jg31879	XP_023644440.1
OG0017076	jg31883	XP_006305360.1
OG0017077	jg31885	XP_006304723.2
OG0017079	jg13086	XP_006291507.2
OG0017080	jg13125	XP_023638381.1
OG0017081	jg13140	XP_006290315.1
OG0017082	jg13148	XP_006292862.1
OG0017084	jg23711	XP_006280180.1
OG0017085	jg23692	XP_023635568.1
OG0017086	jg23667	XP_006280460.1, XP_006307509.1
OG0017087	jg23663	XP_006280704.1
OG0017088	jg23624	XP_006281728.2
OG0017089	jg23622	XP_006279544.1
OG0017090	jg23615	XP_023639600.1
OG0017091	jg977	XP_006301438.2
OG0017092	jg23603	XP_006281497.1
OG0017093	jg23591	XP_006279946.1
OG0017094	jg23570	XP_006280086.1
OG0017095	jg23564	XP_023636767.1
OG0017096	jg23562	XP_006281979.1
OG0017097	jg23553	XP_006280974.2
OG0017098	jg23540	XP_023643254.1
OG0017099	jg23534	XP_006279657.1
OG0017100	jg23524	XP_006279728.1
OG0017101	jg23523	XP_006281930.1
OG0017102	jg23510	XP_006281610.1
OG0017103	jg23502	XP_006281672.1
OG0017104	jg23489	XP_006281261.2
OG0017105	jg23455	XP_006280506.1
OG0017106	jg23423	XP_006279545.1
OG0017107	jg23400	XP_006280465.1
OG0017108	jg23392	XP_006281019.1
OG0017109	jg23379	XP_006279975.1
OG0017110	jg23376	XP_023640035.1
OG0017111	jg23348	XP_006281427.2
OG0017113	jg23272	XP_006281235.1
OG0017114	jg23267	XP_023639591.1
OG0017115	jg23249	XP_006281155.2
OG0017116	jg23217	XP_006279581.1
OG0017117	jg23167	XP_006280092.1
OG0017118	jg23109	XP_006282179.2
OG0017119	jg23101	XP_023639112.1
OG0017120	jg23095	XP_006279936.1
OG0017121	jg6144	XP_006287921.1
OG0017122	jg6156	XP_023635962.1
OG0017123	jg6161	XP_006289314.1
OG0017124	jg6187	XP_006287149.1
OG0017125	jg6216	XP_006287492.1
OG0017126	jg6234	XP_006287442.1
OG0017127	jg6249	XP_023636974.1
OG0017128	jg6250	XP_006289708.2
OG0017129	jg6302	XP_006287225.1
OG0017130	jg6322	XP_006289125.1
OG0017131	jg6340	XP_006286876.1
OG0017134	jg6433	XP_006289476.1
OG0017135	jg6440	XP_006289956.1
OG0017136	jg6502	XP_023637650.1
OG0017137	jg6508	XP_006289474.2
OG0017138	jg5800	XP_006287271.1
OG0017139	jg5816	XP_006286435.1
OG0017140	jg5826	XP_006286439.1
OG0017141	jg5845	XP_023635767.1
OG0017142	jg5858	XP_023636648.1
OG0017143	jg5887	XP_006286787.2
OG0017144	jg5895	XP_006287101.1
OG0017145	jg5902	XP_006287153.1
OG0017146	jg5960	XP_023636169.1
OG0017147	jg5966	XP_006286370.2
OG0017148	jg5973	XP_006286974.1
OG0017149	jg6042	XP_006288210.1
OG0017150	jg6086	XP_006287106.2
OG0017151	jg6113	XP_006289497.2
OG0017152	jg6127	XP_006288362.1
OG0017153	jg22949	XP_023642631.1
OG0017154	jg22930	XP_006279474.1
OG0017155	jg22911	XP_006280341.1
OG0017156	jg22807	XP_006280910.1
OG0017157	jg14152	XP_006293067.1
OG0017158	jg22770	XP_006281182.1
OG0017159	jg22764	XP_006280208.1
OG0017160	jg22761	XP_006281734.1
OG0017161	jg22760	XP_023643469.1
OG0017162	jg22727	XP_006281465.2
OG0017163	jg22699	XP_006280275.1
OG0017164	jg22687	XP_006280624.1
OG0017166	jg22649	XP_006280944.1
OG0017169	jg22604	XP_006280603.1
OG0017170	jg29961	XP_006304452.1
OG0017171	jg22575	XP_023645490.1
OG0017172	jg22570	XP_023633570.1
OG0017173	jg22543	XP_006281042.1
OG0017174	jg22514	XP_006280528.1
OG0017175	jg22357	XP_006279978.1
OG0017176	jg22347	XP_006280869.1
OG0017177	jg22321	XP_006281555.1
OG0017178	jg22315	XP_023633324.1
OG0017179	jg22314	XP_006280576.1
OG0017180	jg22308	XP_006279473.1
OG0017181	jg14740	XP_006291302.1
OG0017183	jg14719	XP_023639064.1
OG0017184	jg14717	XP_006292379.1
OG0017185	jg4579	XP_023635932.1
OG0017186	jg4542	XP_023637317.1
OG0017187	jg4540	XP_006289181.1
OG0017188	jg4538	XP_006289108.1
OG0017189	jg4537	XP_006288236.1
OG0017190	jg4533	XP_006287977.2
OG0017191	jg4531	XP_023637458.1
OG0017192	jg4505	XP_006289734.1
OG0017193	jg4499	XP_023636566.1
OG0017194	jg4425	XP_006286939.1
OG0017195	jg12038	XP_006283579.1
OG0017196	jg4393	XP_006288953.1
OG0017197	jg4341	XP_006287428.2
OG0017198	jg4332	XP_006287504.1
OG0017199	jg4286	XP_023637205.1
OG0017200	jg4283	XP_006289653.1
OG0017201	jg4280	XP_006289769.1
OG0017202	jg4270	XP_023637673.1
OG0017203	jg4266	XP_006287065.1
OG0017205	jg4154	XP_023637523.1
OG0017206	jg4102	XP_023635720.1
OG0017208	jg4058	XP_006288686.2
OG0017209	jg4030	XP_006287521.1
OG0017210	jg4028	XP_023636399.1
OG0017211	jg4018	XP_006287800.1
OG0017212	jg20280	XP_023637127.1
OG0017213	jg4006	XP_006288593.1
OG0017214	jg3999	XP_006287501.1
OG0017215	jg3995	XP_006288190.1
OG0017216	jg3950	XP_006288692.1
OG0017217	jg3927	XP_006289577.1
OG0017218	jg3909	XP_006287399.1
OG0017219	jg3869	XP_006288448.1
OG0017220	jg3850	XP_023635984.1
OG0017221	jg3848	XP_006290105.1
OG0017222	jg3843	XP_006287224.1
OG0017223	jg3842	XP_023636160.1
OG0017225	jg3821	XP_006279330.1
OG0017226	jg12685	XP_006284132.1
OG0017227	jg12727	XP_006283874.1
OG0017228	jg12780	XP_006284823.1
OG0017229	jg12834	XP_006286074.1
OG0017230	jg3784	XP_006301534.1
OG0017231	jg3786	XP_023642973.1
OG0017232	jg3788	XP_023644162.1
OG0017233	jg3762	XP_006301858.2
OG0017234	jg3756	XP_023643980.1
OG0017235	jg3737	XP_006301563.1
OG0017236	jg3726	XP_006302489.1
OG0017237	jg3679	XP_023644062.1
OG0017238	jg3672	XP_006301911.1
OG0017239	jg3671	XP_023642905.1
OG0017240	jg3661	XP_023642912.1
OG0017241	jg3645	XP_006300655.1
OG0017242	jg3642	XP_006301385.2
OG0017243	jg3637	XP_006300415.1
OG0017244	jg3619	XP_023643993.1
OG0017245	jg3560	XP_023642968.1
OG0017246	jg3534	XP_023643483.1
OG0017247	jg3487	XP_006301526.1
OG0017248	jg3471	XP_006301191.1
OG0017249	jg3465	XP_006302665.2
OG0017250	jg3456	XP_006302561.1
OG0017251	jg3432	XP_006302296.1
OG0017252	jg3417	XP_006302284.1
OG0017253	jg3414	XP_006300581.1
OG0017254	jg3411	XP_006301847.1
OG0017255	jg3404	XP_006301167.2
OG0017256	jg3368	XP_006301154.1
OG0017257	jg3354	XP_006302409.1
OG0017258	jg3336	XP_006302476.1
OG0017259	jg3322	XP_023643988.1
OG0017260	jg13458	XP_006291048.1
OG0017261	jg3250	XP_006300580.2
OG0017262	jg3244	XP_006302588.1
OG0017263	jg3239	XP_006300675.1
OG0017264	jg3236	XP_006301090.1
OG0017265	jg3212	XP_023644068.1
OG0017266	jg1352	XP_023644084.1
OG0017267	jg27868	XP_006299666.1
OG0017268	jg27916	XP_006299706.1
OG0017269	jg14533	XP_006290796.2
OG0017270	jg14527	XP_006290793.1
OG0017271	jg33816	XP_006303374.1
OG0017272	jg33792, jg33795	XP_006304636.1
OG0017273	jg33784	XP_006305096.1
OG0017274	jg33767	XP_006304676.1
OG0017275	jg28294	XP_006299518.1
OG0017276	jg33747	XP_006303547.1
OG0017277	jg33720	XP_023645937.1
OG0017279	jg33705	XP_006304933.1
OG0017281	jg33679	XP_023645523.1
OG0017282	jg33675	XP_006303264.1
OG0017283	jg33671	XP_006305563.1
OG0017284	jg33658	XP_023644563.1
OG0017285	jg33640	XP_006304272.2
OG0017286	jg33621	XP_006305033.1
OG0017287	jg33595	XP_006306082.1
OG0017288	jg33575	XP_023645646.1
OG0017289	jg11927	XP_006285864.1
OG0017290	jg16922	XP_006295632.1
OG0017291	jg33514	XP_006307450.1
OG0017292	jg18746	XP_006295527.1
OG0017293	jg18798	XP_006295077.1
OG0017294	jg18820	XP_023639673.1
OG0017296	jg6969	XP_006287192.1
OG0017297	jg21629	XP_006281941.1
OG0017298	jg11909	XP_006283250.2
OG0017299	jg11912	XP_023634137.1
OG0017300	jg11914	XP_006286251.1
OG0017301	jg11915	XP_023634238.1
OG0017302	jg11944	XP_006283281.1
OG0017303	jg11943	XP_023634304.1
OG0017304	jg11942	XP_006282833.1
OG0017305	jg11661	XP_023634966.1
OG0017306	jg11590	XP_023635077.1
OG0017307	jg11564	XP_006285088.1
OG0017308	jg11482	XP_006283081.2
OG0017309	jg29748	XP_006303870.1
OG0017310	jg11437	XP_006282983.1
OG0017311	jg11369	XP_006283664.1
OG0017312	jg11368	XP_023634931.1
OG0017313	jg11316	XP_006285700.1
OG0017314	jg11256	XP_006283437.1
OG0017315	jg11253	XP_006285282.1
OG0017316	jg11251	XP_006282519.1
OG0017317	jg11245	XP_006283295.1
OG0017318	jg11148	XP_006284374.1
OG0017319	jg11128	XP_006283023.1
OG0017320	jg11117	XP_006283848.1
OG0017321	jg21663	XP_006280930.2
OG0017323	jg2940	XP_006301604.1
OG0017324	jg2944	XP_006301377.2
OG0017325	jg2946	XP_023643723.1
OG0017326	jg2951	XP_006302297.1
OG0017327	jg16972	XP_023639408.1
OG0017328	jg2979	XP_006302279.1
OG0017329	jg2981	XP_023643404.1
OG0017330	jg2999	XP_006302164.1
OG0017331	jg3004	XP_006302928.1
OG0017332	jg3009	XP_006301238.1
OG0017333	jg3016	XP_023643198.1
OG0017334	jg3058	XP_006302366.2
OG0017336	jg2461	XP_006301727.1
OG0017337	jg2462	XP_006302450.1
OG0017338	jg2471	XP_006301060.1
OG0017339	jg2484	XP_006301179.1
OG0017340	jg2500	XP_006300934.1
OG0017341	jg9590	XP_023634446.1
OG0017342	jg9575	XP_006285432.1
OG0017343	jg12833	XP_006284475.1
OG0017344	jg30151, jg30175, jg30152	XP_006303431.1
OG0017345	jg12568	XP_006284264.1
OG0017346	jg12605	XP_006284382.1
OG0017347	jg14008	XP_023638686.1
OG0017348	jg14009	XP_006290637.1
OG0017349	jg13616	XP_023639147.1
OG0017350	jg13658	XP_023638077.1
OG0017351	jg13555	XP_006291192.1
OG0017352	jg13523	XP_006290252.1
OG0017353	jg13374	XP_006291255.1
OG0017354	jg13357	XP_006292214.1
OG0017355	jg13338	XP_006290800.1
OG0017356	jg13229	XP_006291040.1
OG0017358	jg2549	XP_023644188.1
OG0017359	jg2543	XP_006300946.2
OG0017360	jg2538	XP_006301111.2
OG0017361	jg2534	XP_023643279.1
OG0017362	jg2511	XP_023644175.1
OG0017363	jg20516	XP_006281103.1
OG0017364	jg20521	XP_006281352.1
OG0017365	jg20531	XP_006280036.1
OG0017366	jg20616	XP_006280203.1
OG0017367	jg33195	XP_006305418.1
OG0017368	jg33199	XP_006307478.1
OG0017369	jg33281	XP_006307704.1
OG0017370	jg33310	XP_006307201.1
OG0017372	jg33398	XP_006306954.2
OG0017373	jg33442	XP_006306897.1
OG0017375	jg33445	XP_006303334.1
OG0017376	jg33456	XP_006304576.1
OG0017377	jg33469	XP_006305856.1
OG0017378	jg21017	XP_006280454.1
OG0017379	jg21008	XP_006281304.1
OG0017380	jg12002	XP_006283033.1
OG0017381	jg20909	XP_006280847.2
OG0017382	jg18459	XP_006294517.1
OG0017383	jg18460	XP_006296231.1
OG0017384	jg18461	XP_006295766.1
OG0017385	jg18477	XP_006296191.2
OG0017386	jg18493	XP_006295320.1
OG0017387	jg18546	XP_006296471.1
OG0017388	jg18604	XP_006295947.1
OG0017389	jg18613	XP_006295596.1
OG0017390	jg18631	XP_006295668.1
OG0017391	jg18659	XP_006294954.1
OG0017392	jg18672	XP_006295041.1
OG0017393	jg18713	XP_006295269.1
OG0017394	jg10645	XP_006282954.1
OG0017396	jg10685	XP_006283429.1
OG0017397	jg10675	XP_023634804.1
OG0017399	jg10726	XP_006285406.1
OG0017400	jg10763	XP_023633851.1
OG0017401	jg14466	XP_006290707.1
OG0017402	jg16735	XP_006293397.2, XP_023640704.1
OG0017403	jg17378	XP_006294713.1
OG0017404	jg14964	XP_023638356.1
OG0017405	jg14950	XP_006292628.1
OG0017406	jg14933	XP_023639084.1
OG0017407	jg21933	XP_006280307.1
OG0017408	jg21852	XP_006280041.1
OG0017409	jg27289	XP_023634188.1
OG0017410	jg27270	XP_023634126.1
OG0017411	jg27409	XP_006297356.1
OG0017412	jg27614	XP_006297983.1
OG0017413	jg27646	XP_006298412.1
OG0017414	jg27750	XP_023642118.1
OG0017415	jg27758	XP_006298765.1
OG0017416	jg27828	XP_006297058.1
OG0017417	jg10251	XP_006290334.1
OG0017418	jg10277	XP_006284873.2
OG0017419	jg31277	XP_006307463.1
OG0017420	jg10297	XP_006283802.1
OG0017421	jg21396	XP_006280966.1
OG0017422	jg10551	XP_023634862.1
OG0017423	jg10509	XP_006283103.1
OG0017424	jg27365	XP_006298396.1
OG0017425	jg13758	XP_006292458.2
OG0017426	jg10465	XP_023635467.1
OG0017427	jg10418	XP_006282648.1
OG0017428	jg10415	XP_023635457.1
OG0017429	jg10384	XP_006284658.1
OG0017430	jg10365	XP_006285470.2
OG0017431	jg10604	XP_006282552.1
OG0017433	jg25947	XP_006298970.1
OG0017434	jg23884	XP_006300086.1
OG0017435	jg23885	XP_006297990.1
OG0017436	jg23891	XP_006298324.1
OG0017437	jg23911	XP_006299725.1
OG0017438	jg23913	XP_006299859.1
OG0017439	jg23929	XP_006298295.1
OG0017440	jg23931	XP_006297903.2
OG0017441	jg23932	XP_006299925.2
OG0017442	jg15252	XP_006291322.1
OG0017443	jg917	XP_023643705.1
OG0017444	jg23767	XP_006282125.1
OG0017445	jg23770	XP_023638362.1
OG0017446	jg23775	XP_006280157.1
OG0017447	jg23783	XP_006281271.1
OG0017448	jg23788	XP_006280909.1
OG0017449	jg23789	XP_006280520.1
OG0017450	jg23795	XP_006280929.2
OG0017451	jg16439	XP_006292397.1
OG0017452	jg16431	XP_006281375.2
OG0017453	jg16430	XP_006293175.1
OG0017454	jg16416	XP_023637969.1
OG0017455	jg16376	XP_006293072.2
OG0017456	jg16374	XP_006292483.1
OG0017457	jg16330	XP_006293045.1
OG0017458	jg16290	XP_023638049.1
OG0017459	jg16245	XP_006291316.1
OG0017460	jg16242	XP_006290523.2
OG0017461	jg16149	XP_006291733.1
OG0017462	jg16147	XP_006292082.1
OG0017463	jg16138	XP_023638033.1
OG0017464	jg16135	XP_006292786.1
OG0017468	jg16035	XP_006290356.1
OG0017470	jg15942	XP_006292391.1
OG0017471	jg15909	XP_023638505.1
OG0017472	jg15786	XP_006292175.1
OG0017473	jg15763	XP_006290623.1
OG0017474	jg15749	XP_006291001.1
OG0017475	jg15743	XP_006292101.1
OG0017477	jg15643, jg15717	XP_006291592.1
OG0017478	jg15608	XP_006290556.1
OG0017479	jg15606	XP_023637956.1
OG0017480	jg15577	XP_006292224.1
OG0017481	jg15537	XP_006291866.1
