Orthogroup	Arabidopsis_arenosa	Noccaea_praecox
OG0017923	jg960	Np002G1160000
OG0017925	jg1106	Np002G1141700
OG0017926	jg1137	Np002G1138200
OG0017927	jg1194	Np002G1131300
OG0017928	jg1349	Np002G1115200
OG0017929	jg1938	Np002G0978500
OG0017930	jg1407	Np002G1110400
OG0017931	jg1423	Np002G1079700
OG0017932	jg428	Np002G1238500
OG0017933	jg13743	Np001G0189500
OG0017934	jg27488	Np007G3792000
OG0017935	jg358	Np002G1248000
OG0017936	jg20400	Np001G0345900
OG0017937	jg20399	Np001G0345600
OG0017938	jg20390	Np001G0344000
OG0017939	jg20369	Np001G0337400
OG0017940	jg20274	Np001G0321000
OG0017941	jg31268	Np007G3720200
OG0017942	jg20705	Np001G0396000
OG0017943	jg20762	Np001G0400100
OG0017944	jg7803	Np003G1848800
OG0017945	jg7781	Np003G1847100
OG0017946	jg9504	Np005G2752700
OG0017947	jg9491	Np005G2751100
OG0017948	jg9438	Np005G2746600
OG0017949	jg9437	Np005G2746500
OG0017950	jg11027	Np005G3007600
OG0017952	jg32483	Np004G2036500
OG0017954	jg32910	Np004G1996400
OG0017955	jg32928	Np004G1994100
OG0017956	jg32926	Np004G1994600
OG0017957	jg32946	Np004G1991700
OG0017958	jg32973	Np004G1987700
OG0017959	jg32981	Np004G1986800
OG0017960	jg3151	Np002G0785900
OG0017961	jg8279	Np005G2600400
OG0017962	jg8283	Np005G2600700, Np005G3187700
OG0017963	jg8291	Np005G2601500
OG0017964	jg8313	Np005G2603300
OG0017965	jg8316	Np005G2603800
OG0017966	jg8337	Np005G2605600
OG0017967	jg8338	Np005G2605700
OG0017968	jg8340	Np005G2605900
OG0017969	jg8348	Np005G2606600
OG0017971	jg8387	Np005G2612200
OG0017972	jg8421	Np005G2617100
OG0017973	jg14295	Np005G3072800
OG0017974	jg8432	Np005G2617800
OG0017976	jg8505	Np005G2622900
OG0017977	jg8506	Np005G2623100
OG0017979	jg8532	Np005G2626400
OG0017980	jg8593	Np005G2693400
OG0017981	jg8615	Np005G2689700
OG0017982	jg8619	Np005G2689300
OG0017983	jg8642	Np003G1413500
OG0017985	jg8706	Np005G2679100
OG0017986	jg8791	Np005G2667300
OG0017988	jg8876	Np005G2653900
OG0017989	jg8919	Np005G2646700
OG0017990	jg8940	Np003G1538700, Np005G2644800
OG0017991	jg9147	Np005G2702600
OG0017993	jg9111	Np005G2628500
OG0017994	jg9085	Np005G2631500
OG0017995	jg9026	Np005G2636900
OG0017996	jg9018	Np005G2637400
OG0017997	jg8996	Np005G2639600
OG0017998	jg8983	Np005G2640800
OG0017999	jg8966	Np005G2642200
OG0018000	jg9214	Np005G2712500
OG0018002	jg9242	Np005G2716100
OG0018003	jg9256	Np005G2717500
OG0018004	jg9619	Np005G2767700
OG0018005	jg9267	Np005G2720900
OG0018007	jg9288	Np005G2723500
OG0018008	jg9309	Np005G2726500
OG0018009	jg26668	Np007G3857600
OG0018010	jg26694	Np007G3858800
OG0018011	jg26709	Np007G3861200
OG0018012	jg2901	Np002G0821000
OG0018013	jg2890	Np002G0822400
OG0018014	jg2884	Np002G0824100
OG0018015	jg30968	Np004G2292200
OG0018016	jg30983	Np004G2288500
OG0018017	jg31087	Np004G2263900
OG0018019	jg9887	Np005G2802100
OG0018020	jg17350	Np006G3625800
OG0018021	jg17138	Np006G3637700
OG0018022	jg8026	Np003G1871300
OG0018024	jg8148	Np003G1882500
OG0018025	jg8144	Np003G1882700
OG0018026	jg8117	Np003G1887000
OG0018027	jg8211	Np003G1894500
OG0018028	jg16501	Np006G3713100
OG0018029	jg16517	Np006G3711000
OG0018030	jg31163	Np004G2091000
OG0018031	jg32481	Np004G2037400
OG0018032	jg9771	Np005G2787700
OG0018033	jg9741	Np005G2784700
OG0018034	jg9716	Np005G2780600
OG0018035	jg9720	Np005G2781300
OG0018036	jg9701	Np005G2778400
OG0018037	jg9699	Np005G2776800
OG0018038	jg9683	Np005G2774900
OG0018039	jg9654	Np005G2771800
OG0018040	jg9642	Np005G2769900
OG0018042	jg6255, jg1244, jg25833, jg27128, jg25837	Np007G3925700
OG0018043	jg28649	Np004G2570800
OG0018044	jg29202	Np004G2509500
OG0018045	jg29364	Np004G2491200
OG0018046	jg29473	Np004G2479400
OG0018047	jg29702	Np004G2451500
OG0018051	jg30872	Np004G2309600
OG0018052	jg31028	Np004G2279100
OG0018053	jg31078	Np004G2268500
OG0018054	jg31108	Np004G2258500
OG0018055	jg31569	Np004G2135300
OG0018056	jg31908	Np004G2054400
OG0018057	jg32492	Np004G2036200
OG0018058	jg32503, jg32511	Np004G2033200
OG0018059	jg32530	Np004G2032500
OG0018060	jg32650	Np004G2024200
OG0018061	jg32706	Np004G2018700
OG0018065	jg27683, jg1699, jg14745, jg14541, jg7532	Np004G2271300
OG0018067	jg1805	Np002G0998600
OG0018068	jg1934	Np002G0978700
OG0018069	jg2021	Np002G0969400
OG0018070	jg2088	Np002G0952800
OG0018071	jg2357	Np002G0899200
OG0018072	jg2386	Np002G0896900
OG0018073	jg2452	Np002G0883700
OG0018074	jg2518	Np001G0074100, Np002G0872100
OG0018075	jg2727	Np002G0840800
OG0018076	jg2835	Np002G0830400
OG0018077	jg3041	Np002G0800400
OG0018078	jg3059	Np002G0797200
OG0018079	jg3094	Np002G0792900
OG0018080	jg3112	Np002G0805700, Np002G0790700
OG0018081	jg3282	Np002G0767900
OG0018082	jg3361	Np002G0755800
OG0018083	jg3497	Np002G0736900
OG0018084	jg3599	Np002G0725500
OG0018087	jg24696	Np007G4154700
OG0018088	jg24708	Np007G4153500
OG0018089	jg25256	Np007G4083200
OG0018090	jg25924	Np007G3936400
OG0018091	jg25977	Np003G1631500
OG0018092	jg26025	Np007G3952200
OG0018093	jg26035	Np007G3953900
OG0018094	jg26589	Np007G3845900
OG0018095	jg26598	Np007G3847000
OG0018096	jg26871	Np007G3879200
OG0018097	jg26964, jg26967	Np007G3886500
OG0018098	jg27403	Np007G3798600
OG0018099	jg27506	Np007G3790400
OG0018100	jg27508	Np005G3179100
OG0018101	jg27535	Np007G3785100
OG0018102	jg27696	Np007G3773900
OG0018103	jg27844	Np007G3761900
OG0018104	jg28015	Np007G3744100
OG0018105	jg28297	Np007G3717000
OG0018106	jg28316	Np006G3232500
OG0018108	jg16695	Np006G3685200
OG0018109	jg16696	Np006G3685000
OG0018110	jg16711	Np006G3683400
OG0018111	jg16749	Np006G3679700
OG0018112	jg16787	Np006G3675200
OG0018114	jg16813	Np006G3670600
OG0018116	jg16831	Np006G3668100
OG0018117	jg16855	Np006G3665800
OG0018118	jg16881	Np006G3663400
OG0018119	jg16907	Np006G3659700
OG0018120	jg17010	Np006G3648900
OG0018121	jg17042	Np006G3645900
OG0018122	jg17055	Np006G3644200
OG0018123	jg17184	Np006G3632800
OG0018124	jg18446	Np006G3451600, Np009G4320500
OG0018126	jg18880	Np006G3375600
OG0018127	jg18960	Np006G3373300, Np006G3390400
OG0018128	jg19530	Np006G3287900
OG0018129	jg20050	Np006G3228500
OG0018130	jg12911	Np001G0281700
OG0018131	jg12926	Np001G0278500
OG0018132	jg12930	Np001G0277700
OG0018133	jg12941	Np001G0273400
OG0018134	jg12993	Np001G0264200
OG0018135	jg13012	Np001G0262600
OG0018136	jg13053	Np001G0255100
OG0018137	jg13093	Np001G0250600
OG0018138	jg13273	Np001G0231200
OG0018139	jg13343	Np001G0224600
OG0018140	jg13461	Np001G0209800
OG0018141	jg13510	Np001G0206500
OG0018142	jg13543	Np001G0203600
OG0018143	jg13877	Np001G0184800
OG0018144	jg13889	Np001G0184300
OG0018145	jg13949	Np002G1083700
OG0018146	jg14159	Np001G0441300
OG0018147	jg14203	Np001G0443600
OG0018148	jg14205	Np001G0443900
OG0018149	jg14206	Np001G0444100
OG0018150	jg14290	Np001G0449200
OG0018151	jg14651	Np001G0484200
OG0018153	jg14709	Np001G0495100
OG0018154	jg14867, jg14869	Np001G0512300
OG0018155	jg15693, jg15161	Np001G0613700
OG0018156	jg15178	Np001G0547200
OG0018157	jg15457	Np001G0588000
OG0018158	jg4127	Np003G1282800
OG0018159	jg4571	Np003G1332800
OG0018160	jg4643	Np003G1342000
OG0018161	jg4860	Np003G1366000
OG0018162	jg4894	Np003G1392200
OG0018163	jg4960	Np003G1378900
OG0018164	jg5251	Np003G1412200
OG0018165	jg5276	Np003G1414800
OG0018166	jg5753	Np003G1468800
OG0018167	jg5842, jg5841	Np003G1478900
OG0018169	jg7061	Np003G1754500
OG0018170	jg7214	Np003G1761800
OG0018171	jg7247	Np003G1768300, Np003G1769100
OG0018172	jg7337	Np003G1778700
OG0018173	jg7446	Np003G1796600
OG0018175	jg8228	Np003G1897300
OG0018176	jg8383	Np005G2611700
OG0018177	jg8920	Np005G2646600
OG0018178	jg9027	Np005G2636800
OG0018179	jg9240	Np004G2039300, Np004G2042800
OG0018180	jg9440	Np005G2746800
OG0018181	jg9523	Np005G2754900
OG0018182	jg9552	Np005G2759200
OG0018183	jg9583	Np004G2020300
OG0018184	jg9598	Np005G2765200
OG0018185	jg9621	Np005G2768000
OG0018187	jg9689	Np005G2775600
OG0018188	jg9764	Np005G2787000
OG0018189	jg9781	Np005G2789200
OG0018190	jg9802	Np005G2791600
OG0018191	jg9808	Np005G2792000
OG0018192	jg9842	Np005G2796800
OG0018193	jg9908	Np005G2805600
OG0018194	jg10032	Np005G2822700
OG0018196	jg10391	Np005G2867300
OG0018197	jg10499	Np005G2881300, Np001G0323300
OG0018198	jg10753	Np005G2917500
OG0018199	jg10884	Np005G2955200
OG0018200	jg11353	Np005G3058500
OG0018201	jg11945	Np005G3101200
OG0018202	jg11988	Np005G3106000
OG0018203	jg12151	Np005G3113400
OG0018204	jg12419	Np005G3141500
OG0018205	jg12496	Np005G3151300
OG0018206	jg12497	Np005G3151400
OG0018207	jg12543	Np005G3158900
OG0018208	jg12731	Np005G3188400
OG0018209	jg12786	Np005G3197200
OG0018210	jg12819	Np005G3200000
OG0018211	jg23099, jg12874	Np001G0090800
OG0018212	jg20293	Np001G0315400
OG0018213	jg20830	Np001G0408000
OG0018214	jg20925	Np001G0416800
OG0018215	jg21293	Np001G0181100
OG0018216	jg21328	Np001G0180400
OG0018217	jg21382	Np001G0177000
OG0018218	jg21603	Np001G0162000
OG0018219	jg21683	Np003G1734700
OG0018220	jg21702	Np003G1728700
OG0018221	jg21749	Np003G1712900
OG0018222	jg21755	Np003G1709900
OG0018223	jg21848	Np003G1678300
OG0018224	jg21854	Np003G1677200
OG0018225	jg21866	Np003G1674500
OG0018226	jg21993	Np003G1650300
OG0018227	jg23081	Np001G0093000
OG0018228	jg23139	Np001G0085100
OG0018229	jg23548	Np001G0031400
OG0018230	jg23729	Np001G0009100
OG0018262	jg14478	Np001G0466700
OG0018263	jg12663	Np005G3178100
OG0018264	jg5606	Np003G1450900
OG0018265	jg5583	Np003G1448400
OG0018266	jg17362	Np006G3625200
OG0018267	jg5357	Np003G1422300
OG0018268	jg5347	Np003G1421100
OG0018269	jg3891	Np003G1256100, Np003G1256200, Np003G1263700
OG0018270	jg5287	Np003G1415800
OG0018271	jg11385	Np005G3063500
OG0018274	jg5205	Np003G1408200
OG0018275	jg5141	Np003G1400100
OG0018276	jg5115	Np003G1397200
OG0018278	jg5089	Np003G1596500
OG0018279	jg31876, jg31875, jg31873	Np004G2050600
OG0018282	jg4807	Np003G1361400
OG0018283	jg4805	Np003G1361200
OG0018284	jg4779	Np003G1358800
OG0018285	jg4750	Np003G1354700
OG0018286	jg4733	Np003G1352900
OG0018287	jg4704	Np003G1349000
OG0018288	jg4672	Np003G1344600
OG0018289	jg4593	Np003G1334600
OG0018290	jg9976	Np005G2814000
OG0018292	jg17617	Np006G3611600
OG0018293	jg17619	Np006G3611200
OG0018294	jg17629	Np006G3610600
OG0018295	jg17750	Np006G3586900
OG0018296	jg17902	Np006G3602300
OG0018297	jg17908	Np006G3603600
OG0018298	jg17944	Np006G3605700
OG0018300	jg18028	Np006G3522700
OG0018303	jg18246	Np006G3556100
OG0018304	jg18426	Np006G3579100
OG0018305	jg20819	Np001G0407400
OG0018306	jg10031	Np005G2822600
OG0018307	jg9940	Np005G2810000
OG0018308	jg9928	Np005G2808500
OG0018309	jg9890	Np005G2802500
OG0018310	jg32812	Np004G2003600
OG0018311	jg32738	Np004G2012500
OG0018312	jg31519	Np004G2130200
OG0018313	jg31607	Np004G2139500
OG0018314	jg31615	Np004G2140500
OG0018316	jg31824	Np004G2174900
OG0018317	jg31871	Np004G2050400
OG0018318	jg31892	Np004G2052400
OG0018319	jg13106	Np001G0249100
OG0018320	jg13138	Np001G0246700
OG0018322	jg23518	Np001G0035900
OG0018323	jg23451	Np001G0044100
OG0018324	jg23334	Np001G0056600
OG0018325	jg23193	Np001G0074300
OG0018326	jg23172	Np001G0076700
OG0018327	jg23156	Np001G0079000
OG0018328	jg23147	Np001G0084700
OG0018329	jg23130	Np001G0086500
OG0018330	jg23084	Np001G0092700
OG0018331	jg23079	Np001G0093200
OG0018333	jg6194	Np001G0105600
OG0018334	jg6260	Np001G0112100
OG0018335	jg6291	Np001G0115900
OG0018336	jg6294	Np001G0116700
OG0018337	jg6435	Np001G0131100
OG0018338	jg6437	Np001G0131300
OG0018339	jg6449	Np001G0133100
OG0018340	jg5810	Np003G1475100
OG0018341	jg5829	Np003G1477600
OG0018342	jg5936	Np003G1490300
OG0018343	jg22895	Np003G1528100
OG0018344	jg22839	Np003G1535300
OG0018345	jg22838	Np003G1535400
OG0018346	jg22808	Np003G1538400
OG0018347	jg22776	Np003G1542200
OG0018348	jg22697	Np003G1551400
OG0018349	jg22672	Np003G1555300
OG0018351	jg22642	Np003G1560100
OG0018352	jg22482	Np003G1580600
OG0018354	jg14778	Np001G0503500
OG0018355	jg7947	Np003G1863400
OG0018356	jg4555	Np003G1330400
OG0018357	jg4541	Np003G1329000
OG0018358	jg4285	Np003G1302900
OG0018359	jg4226	Np003G1294300
OG0018360	jg3805	Np003G1253100
OG0018362	jg3937	Np003G1262000
OG0018363	jg3910	Np003G1258100
OG0018364	jg3896	Np003G1256700
OG0018365	jg3866	Np003G1254100
OG0018366	jg3863	Np003G1253800
OG0018367	jg3846	Np003G1252200
OG0018369	jg24771	Np003G1249300
OG0018370	jg12756	Np005G3192500
OG0018372	jg3778	Np002G0702500
OG0018373	jg3782	Np002G0703000
OG0018374	jg3662	Np002G0716400
OG0018375	jg3631	Np002G0721900
OG0018376	jg3618	Np002G0723500
OG0018377	jg3614	Np002G0723800
OG0018378	jg3493	Np002G0737300
OG0018379	jg3433	Np002G0746400
OG0018380	jg3406	Np002G0750400
OG0018381	jg30868	Np001G0484800
OG0018382	jg3387	Np002G0752600
OG0018383	jg3379	Np002G0753700
OG0018384	jg27589	Np007G3780900
OG0018386	jg3292	Np002G0766400
OG0018387	jg3169	Np002G0782800
OG0018389	jg27883	Np007G3757900
OG0018391	jg33814	Np004G1901500
OG0018392	jg1948	Np002G0977100
OG0018393	jg33639	Np004G1920200
OG0018394	jg33630	Np004G1921000
OG0018395	jg33606	Np004G1923900
OG0018396	jg18761	Np006G3393600
OG0018397	jg18766	Np006G3392900
OG0018398	jg18814	Np006G3384900
OG0018399	jg19852, jg14463	Np001G0465600
OG0018400	jg11906	Np005G3097100
OG0018401	jg11936	Np005G3100100
OG0018402	jg11709	Np005G3073300
OG0018403	jg11706	Np005G3073600
OG0018404	jg11816	Np005G3077600
OG0018405	jg11461	Np005G3072400
OG0018406	jg11383	Np005G3063000
OG0018407	jg11361	Np005G3059400
OG0018408	jg11348	Np005G3057300
OG0018409	jg11282	Np005G3044100
OG0018410	jg11255	Np005G3040400
OG0018411	jg2973	Np002G0812700
OG0018412	jg2997	Np002G0809800
OG0018415	jg3107	Np002G0791200
OG0018416	jg3122	Np002G0789700
OG0018417	jg3124	Np002G0789500
OG0018419	jg2454	Np002G0883500
OG0018422	jg9596	Np005G2765000
OG0018423	jg9594	Np005G2764800
OG0018424	jg9561	Np005G2760500
OG0018427	jg14143	Np001G0439500
OG0018428	jg13545	Np001G0203200
OG0018430	jg13567	Np001G0201200, Np001G0201400
OG0018431	jg20499	Np001G0361900
OG0018432	jg14516	Np001G0469800
OG0018433	jg20602	Np001G0382400
OG0018434	jg20603	Np001G0382500
OG0018435	jg13636	Np001G0197200
OG0018437	jg33261	Np004G1959100
OG0018438	jg33372	Np004G1949600
OG0018440	jg33412, jg33346	Np004G1946400
OG0018441	jg33423	Np004G1945000
OG0018442	jg33473	Np004G1940500
OG0018443	jg20964	Np001G0419400
OG0018444	jg18505	Np006G3430100
OG0018445	jg18620	Np006G3410000
OG0018446	jg18639	Np006G3408200
OG0018447	jg18670	Np006G3405900
OG0018448	jg18679	Np006G3403800
OG0018449	jg10730	Np005G2913800
OG0018450	jg10799	Np005G2925800
OG0018451	jg10802	Np005G2926400
OG0018453	jg12534	Np005G3157300
OG0018455	jg10850	Np005G2938800
OG0018457	jg20434	Np001G0355600
OG0018458	jg14960	Np001G0524700
OG0018459	jg14920	Np001G0520200
OG0018461	jg14886	Np001G0515100
OG0018462	jg21919	Np003G1662100
OG0018463	jg27393	Np007G3799700
OG0018464	jg27217	Np007G3899400
OG0018465	jg27408	Np007G3798100
OG0018468	jg10274	Np005G2850800
OG0018469	jg13693	Np001G0193200
OG0018470	jg10590	Np005G2890400, Np005G2889800
OG0018471	jg23937	Np007G4249000
OG0018472	jg10553	Np005G2886300
OG0018473	jg10534	Np005G2884100
OG0018474	jg7226	Np003G1763300
OG0018475	jg10436	Np005G2876900
OG0018476	jg10614	Np005G2894700
OG0018477	jg10929	Np005G2974000
OG0018478	jg10907	Np005G2961300
OG0018479	jg23886	Np007G4254400
OG0018480	jg23890	Np007G4254100
OG0018481	jg23892	Np007G4253800
OG0018482	jg23896	Np007G4253500
OG0018483	jg23919	Np007G4251300
OG0018484	jg23922	Np007G4250700
OG0018486	jg23942	Np007G4248400
OG0018487	jg23947	Np007G4247800
OG0018488	jg23758	Np001G0005200
OG0018489	jg23769	Np001G0004200
OG0018490	jg23772	Np001G0003800
OG0018491	jg23780	Np001G0002900
OG0018492	jg16444	Np001G0699600
OG0018493	jg16433	Np001G0698400
OG0018494	jg16432	Np001G0698300
OG0018495	jg16325	Np001G0689000
OG0018496	jg16275	Np001G0682100
OG0018497	jg8242	Np003G1898500
OG0018498	jg16206	Np001G0673800
OG0018500	jg15987	Np001G0646800
OG0018501	jg15949	Np001G0643500
OG0018502	jg15879	Np001G0634100
OG0018503	jg15802	Np001G0626100
OG0018504	jg15794	Np001G0611100
OG0018505	jg15618	Np001G0606200
OG0018507	jg15433	Np001G0584600
OG0018508	jg15313	Np001G0566000
OG0018509	jg15305	Np001G0565400
OG0018510	jg15241	Np001G0554600
OG0018511	jg15201	Np001G0550100
OG0018512	jg15182	Np001G0547600
OG0018513	jg26923	Np007G3885100
OG0018515	jg2163	Np002G0943200
OG0018517	jg2320	Np002G0909300
OG0018518	jg2327	Np002G0884200, Np002G0907000, Np002G0907200
OG0018519	jg28060	Np002G1144600
OG0018520	jg28116	Np007G3735900
OG0018521	jg19380	Np006G3307300
OG0018522	jg11930	Np006G3312100
OG0018524	jg18978	Np006G3360600
OG0018526	jg7596	Np003G1816000
OG0018528	jg16665	Np006G3689900
OG0018529	jg13984	Np003G1583700
OG0018530	jg32592	Np004G2029500
OG0018531	jg32314	Np004G2049100
OG0018532	jg32178	Np004G2125400
OG0018533	jg32167	Np004G2041000
OG0018535	jg7367	Np003G1781200
OG0018536	jg7502	Np003G1804100
OG0018537	jg6585	Np001G0144200
OG0018539	jg6635	Np001G0148100
OG0018542	jg28248	Np007G3722000
OG0018543	jg28287	Np007G3718400
OG0018544	jg21366	Np007G4114600
OG0018545	jg20226	Np006G3204200
OG0018546	jg20094	Np006G3222400
OG0018547	jg19928, jg19918	Np006G3244700
OG0018548	jg21047	Np001G0424600
OG0018549	jg24378	Np006G3204600
OG0018550	jg11454	Np005G3071300
OG0018552	jg19622	Np006G3276600
OG0018553	jg19616	Np006G3277900
OG0018554	jg19599	Np006G3279700
OG0018557	jg19410	Np006G3304800
OG0018558	jg24014	Np006G3579500
OG0018559	jg24047	Np007G4235700
OG0018560	jg24068	Np007G4233600
OG0018561	jg24083	Np007G4231900, Np003G1879900
OG0018562	jg24101	Np007G4230300
OG0018563	jg24108	Np007G4229400
OG0018564	jg24163	Np007G4223400
OG0018565	jg24189	Np007G4221000
OG0018566	jg24195	Np007G4220600
OG0018567	jg24203	Np007G4219200
OG0018568	jg24318	Np007G4205600
OG0018569	jg24332	Np007G4204800
OG0018570	jg24342	Np007G4203600
OG0018571	jg24363	Np007G4200900, Np007G4201000
OG0018572	jg24436	Np007G4189900
OG0018573	jg24437	Np007G4189800
OG0018574	jg24475	Np007G4185300
OG0018575	jg24497	Np007G4182400
OG0018576	jg24643	Np007G4162600
OG0018577	jg24682	Np007G4157600
OG0018579	jg24793	Np007G4142100
OG0018580	jg11578	Np005G3083200
OG0018581	jg24883	Np007G4132800
OG0018582	jg24925	Np007G4126600
OG0018583	jg25047	Np007G4110100
OG0018584	jg12530	Np005G3156400
OG0018585	jg25130	Np007G4099300
OG0018586	jg25224	Np007G4087000
OG0018587	jg25233	Np007G4085700
OG0018588	jg25254	Np007G4083700
OG0018589	jg25289	Np007G4079400
OG0018590	jg25300	Np007G4078600
OG0018591	jg25302	Np007G4078500
OG0018593	jg25450	Np007G4056200
OG0018594	jg25534	Np007G4046400
OG0018597	jg25702	Np004G2377400
OG0018598	jg25798	Np007G3920300
OG0018599	jg25975	Np007G3943600
OG0018600	jg12928	Np001G0278300
OG0018601	jg26056	Np007G3959100
OG0018602	jg26060	Np007G3959500
OG0018603	jg213	Np040G4408100, Np037G4406400, Np038G4407100
OG0018605	jg26108	Np007G3969400
OG0018608	jg26268	Np007G3807000
OG0018609	jg21966	Np003G1652700
OG0018610	jg12533	Np005G3157200
OG0018612	jg21277	Np001G0181900
OG0018613	jg26381	Np007G3821800
OG0018614	jg26330	Np007G3814400
OG0018615	jg13000	Np002G0957600
OG0018616	jg1953	Np002G0976500
OG0018617	jg1726	Np002G1026400
OG0018619	jg5746	Np003G1468000
OG0018621	jg15152	Np001G0545200
OG0018623	jg28420	Np004G2597200
OG0018624	jg28427	Np004G2596500
OG0018625	jg28428	Np004G2596400
OG0018626	jg28535	Np004G2582900
OG0018627	jg28669	Np004G2568600
OG0018628	jg28711	Np004G2564500
OG0018630	jg28729	Np004G2562200
OG0018631	jg28757	Np004G2559200
OG0018632	jg28815	Np004G2552800
OG0018633	jg28832	Np004G2550900
OG0018635	jg28884	Np004G2544800
OG0018636	jg28927	Np004G2539600
OG0018637	jg29028	Np004G2529200
OG0018638	jg29052	Np004G2526800
OG0018639	jg29067	Np004G2524600
OG0018641	jg29113	Np004G2519100
OG0018642	jg29130	Np004G2517200
OG0018643	jg29163	Np004G2513900
OG0018644	jg29169	Np004G2513400
OG0018645	jg29254	Np004G2503000
OG0018646	jg29277	Np004G2500300
OG0018650	jg29458	Np004G2481200
OG0018652	jg29552	Np004G2473000
OG0018653	jg29603	Np004G2466700
OG0018654	jg29653	Np004G2458000
OG0018655	jg29787	Np004G2440900
OG0018656	jg29831	Np004G2432500
OG0018657	jg29924	Np004G2422500
OG0018658	jg29992	Np004G2413600
OG0018659	jg30018	Np004G2410500
OG0018660	jg30038	Np004G2407800
OG0018661	jg30039	Np004G2407700
OG0018662	jg30059	Np004G2406400
OG0018665	jg17955, jg17951, jg17957, jg17953	Np004G1943200
OG0018666	jg30234	Np004G2390600
OG0018667	jg30291	Np004G2383500
OG0018670	jg30545	Np004G2353300
OG0018672	jg30550	Np004G2352500
OG0018673	jg30555	Np004G2352200
OG0018674	jg21104	Np001G0426800
OG0018675	jg30844	Np004G2313500
OG0018678	jg10054	Np005G2825900
OG0018680	jg33236	Np001G0676700
OG0018682	jg593	Np002G1213600
OG0018684	jg621	Np002G1210200
OG0018685	jg640	Np002G1207200
OG0018686	jg698	Np002G1197400
OG0018687	jg897	Np002G1168600
OG0018688	jg932	Np002G1163500
OG0018691	jg1364	Np002G1113000
OG0018692	jg1410	Np002G1084100
OG0018694	jg398	Np002G1241400
OG0018695	jg20385	Np001G0342900
OG0018696	jg20343	Np001G0326900
OG0018698	jg9439	Np005G2746700
OG0018701	jg32945	Np004G1991800
OG0018702	jg32986, jg7306	Np004G1986600
OG0018703	jg33008	Np002G0961700
OG0018704	jg33009	Np004G1985700
OG0018705	jg33016	Np004G1985100
OG0018706	jg8275	Np005G2600100
OG0018707	jg8281	Np005G2600600
OG0018709	jg8420	Np005G2616900
OG0018712	jg8562	Np005G2697000
OG0018714	jg8585	Np005G2694400
OG0018717	jg8623	Np005G2688900
OG0018718	jg8736	Np005G2675500
OG0018719	jg8753	Np005G2674000
OG0018722	jg8840	Np005G2659100
OG0018723	jg8869	Np005G2654700
OG0018724	jg8871	Np005G2654500
OG0018725	jg26715	Np005G2643600
OG0018726	jg9215	Np005G2712600
OG0018729	jg27390	Np007G3848900
OG0018730	jg26656	Np007G3856400
OG0018731	jg2903	Np002G0820800
OG0018732	jg2894	Np002G0822000
OG0018733	jg30882	Np004G2306700
OG0018734	jg31086	Np004G2264300
OG0018735	jg8118	Np003G1885900
OG0018736	jg8243	Np003G1898600
OG0018738	jg28836	Np004G2550600
OG0018739	jg28963	Np004G2536200
OG0018740	jg28998	Np004G2532600
OG0018741	jg29611	Np004G2465100
OG0018743	jg30772	Np004G2326900
OG0018744	jg30940	Np004G2298900
OG0018745	jg30957	Np004G2294800
OG0018746	jg31031	Np004G2278200, Np004G2278700
OG0018747	jg31044	Np004G2274900
OG0018748	jg31116	Np004G2256400
OG0018749	jg31127	Np004G2251200
OG0018750	jg31144	Np004G2088800
OG0018751	jg31166	Np004G2091400
OG0018752	jg31186	Np004G2093400
OG0018753	jg31397	Np004G2116600
OG0018754	jg32056, jg13307, jg14321, jg13971	Np006G3455800
OG0018755	jg32497	Np002G1199300, Np004G2035700
OG0018757	jg32619	Np004G2025900
OG0018758	jg33402	Np004G1947400
OG0018760	jg407, jg409	Np002G1240100
OG0018762	jg928	Np002G1163700
OG0018763	jg1134	Np002G1138400
OG0018764	jg1345	Np002G1115500
OG0018767	jg1982	Np002G0974300
OG0018770	jg3056	Np002G0798200
OG0018773	jg3532	Np002G0733100
OG0018774	jg3606	Np002G0724900
OG0018775	jg3608	Np002G0724600
OG0018776	jg3751	Np002G0706100
OG0018778	jg24658	Np007G4160200
OG0018779	jg25255	Np007G4083600
OG0018780	jg25295	Np007G4079000
OG0018781	jg25363	Np007G4069400
OG0018782	jg25712	Np007G3912700
OG0018783	jg26020	Np007G3951400
OG0018785	jg26803	Np006G3256300
OG0018786	jg27175	Np007G3897100
OG0018788	jg27404	Np007G3798500
OG0018790	jg27670	Np007G3775400
OG0018792	jg28065	Np007G3740300
OG0018793	jg28313	Np007G3716200
OG0018794	jg28321	Np007G3715500
OG0018795	jg16786	Np006G3675300
OG0018796	jg16803	Np006G3672400
OG0018797	jg16808	Np006G3670800
OG0018798	jg16877	Np006G3663900
OG0018799	jg16951	Np006G3655700
OG0018801	jg17007	Np006G3649100
OG0018804	jg17512	Np006G3618400
OG0018805	jg18319, jg18743	Np006G3395900, Np006G3396000
OG0018806	jg18504	Np006G3430200
OG0018807	jg18533	Np006G3425400
OG0018808	jg18790	Np006G3388500
OG0018809	jg18908	Np006G3371100
OG0018810	jg19216	Np006G3329600
OG0018811	jg19659	Np006G3272100
OG0018812	jg20121	Np006G3218700
OG0018813	jg12917	Np001G0279500
OG0018814	jg13062	Np001G0253400
OG0018815	jg13298	Np001G0229300
OG0018817	jg13993	Np001G0431600
OG0018818	jg14248	Np001G0446900
OG0018819	jg14349	Np001G0454500
