Orthogroup	Arabidopsis_arenosa	Arabidopsis_lyrata_Rawat
OG0014111	jg8550	AL7G12830
OG0014112	jg8563	AL7G12970
OG0014113	jg8589	AL7G13350
OG0014114	jg8594	AL7G13400
OG0014115	jg8620	AL7G13720
OG0014116	jg8627	AL7G13790
OG0014117	jg8644	AL7G13990
OG0014118	jg8671	AL7G14350
OG0014119	jg8672	AL7G14360
OG0014120	jg8674	AL7G14420
OG0014121	jg8684	AL7G14540
OG0014122	jg8692	AL7G14650
OG0014123	jg8696	AL7G14690
OG0014125	jg8709	AL7G14840
OG0014126	jg8728	AL7G14990
OG0014127	jg8746	AL7G15170
OG0014128	jg8781	AL7G15470
OG0014129	jg8793	AL7G15620
OG0014130	jg12021	AL7G44890
OG0014131	jg8806	AL7G15760
OG0014132	jg8839	AL7G16070
OG0014133	jg8848	AL7G16140
OG0014134	jg8870	AL7G16380
OG0014135	jg8903	AL7G16730
OG0014136	jg8913	AL7G16840
OG0014137	jg8925	AL7G16960
OG0014138	jg8942, jg21666	AL7G17120
OG0014139	jg9166	AL7G19560
OG0014140	jg9150	AL7G19410
OG0014141	jg9510	AL7G23210
OG0014142	jg9131	AL7G19180
OG0014143	jg9128	AL7G19140
OG0014144	jg9124	AL7G19090
OG0014145	jg9112	AL7G18970
OG0014146	jg9108	AL7G18920
OG0014147	jg9104	AL7G18880
OG0014148	jg9095	AL7G18770
OG0014149	jg9091	AL7G18730
OG0014150	jg9070	AL7G18440
OG0014151	jg9066	AL7G18380
OG0014152	jg9064	AL7G18360
OG0014153	jg9047	AL7G18200
OG0014154	jg9037	AL7G18110
OG0014155	jg9019	AL7G17960
OG0014156	jg9009	nbis-gene-1721
OG0014157	jg8974	AL7G17500
OG0014158	jg8964	AL7G17370
OG0014159	jg13073	AL5G11950
OG0014161	jg9257	AL7G20610
OG0014162	jg9263	AL7G20670
OG0014163	jg9274	AL7G20800
OG0014164	jg21777	AL8G25430
OG0014165	jg9300	AL7G21080
OG0014166	jg9306	AL7G21150
OG0014167	jg9318	AL7G21250
OG0014168	jg9321	AL7G21280
OG0014169	jg14571	AL5G26960
OG0014170	jg18607	AL4G30910
OG0014171	jg26676	AL3G39080
OG0014172	jg26711	AL3G39350
OG0014173	jg2897	AL2G32310
OG0014174	jg2886	AL2G32210
OG0014175	jg2880	AL2G32150
OG0014176	jg2875	AL2G32080
OG0014177	jg2867	AL2G32000
OG0014179	jg2828	AL2G31600
OG0014180	jg2827	AL2G31590
OG0014181	jg30877	AL1G36820
OG0014182	jg30908	AL1G37160
OG0014183	jg12432	AL7G51540
OG0014184	jg30955	AL1G37610
OG0014185	jg30980	AL1G37910
OG0014186	jg30982	AL1G37930
OG0014187	jg31076	AL1G38910
OG0014188	jg31092	AL1G39090
OG0014189	jg31103	AL1G39210
OG0014190	jg31134	AL1G39500
OG0014191	jg31135	AL1G39510
OG0014192	jg31140	AL1G39570
OG0014193	jg18080	AL4G25250
OG0014194	jg26911	AL3G41790
OG0014194	jg26912	AL3G41800
OG0014195	jg8008	AL6G51030
OG0014197	jg8017	AL6G51140
OG0014198	jg8027	AL6G51170
OG0014199	jg8033	AL6G51240
OG0014200	jg8034	AL6G51250
OG0014201	jg8044	AL6G51350
OG0014202	jg8048	AL6G51390
OG0014204	jg8066	AL6G51610
OG0014205	jg8067	AL6G51620
OG0014206	jg8070	AL6G51660
OG0014207	jg8077	AL6G51730
OG0014208	jg8082	AL6G51770
OG0014209	jg8098	AL6G52000
OG0014210	jg8143	AL6G52480
OG0014211	jg9840	AL7G26800
OG0014212	jg8119	AL6G52240
OG0014213	jg8166	AL6G52710
OG0014214	jg8167	AL6G52720
OG0014215	jg8184	AL6G52870
OG0014216	jg8192	AL6G52960
OG0014218	jg8212	AL6G53140
OG0014219	jg8214	AL6G53160
OG0014220	jg8215	AL6G53170
OG0014221	jg8229	AL6G53330
OG0014222	jg8231	AL6G53350
OG0014223	jg19497	AL4G40350
OG0014224	jg13226	AL7G48900
OG0014225	jg31246	AL1G40610
OG0014226	jg31150	AL1G39680
OG0014227	jg32470	AL1G51370
OG0014228	jg32471	AL1G51380
OG0014229	jg32480	AL1G51420
OG0014230	jg9775	AL7G26090
OG0014231	jg9708	AL7G25350
OG0014232	jg9697	AL7G25240
OG0014233	jg9696	AL7G25230
OG0014234	jg9668	AL7G24910
OG0014235	jg9667	AL7G24900
OG0014236	jg9653	AL7G24770
OG0014237	jg13189	AL5G13690
OG0014238	jg9625	AL7G24490
OG0014239	jg9624	AL7G24480
OG0014240	jg9613	AL7G24370
OG0014241	jg13190	AL5G13700
OG0014242	jg13213	AL5G14030
OG0014243	jg29803	AL1G25160
OG0014244	jg29815	AL1G25280
OG0014245	jg29833	AL1G25460
OG0014246	jg30487	AL1G32340
OG0014247	jg30643	AL1G34050
OG0014248	jg30984	AL1G37950
OG0014249	jg31156	AL1G39740
OG0014250	jg31171	AL1G39880
OG0014251	jg31176	AL1G39930
OG0014252	jg31183	AL1G40000
OG0014253	jg31216	AL1G40320
OG0014254	jg31275	AL1G40890
OG0014255	jg31931	AL1G47080
OG0014256	jg32884	AL65U10010, AL8G19210, AL1G64830, AL5G21980
OG0014256	jg32332, jg16544	AL6G41140
OG0014256	jg11625	AL3G46590
OG0014257	jg33012	AL1G56020
OG0014258	jg405	AL2G10630
OG0014260	jg2925	AL2G32560
OG0014261	jg3245	AL2G35880
OG0014262	jg3341	AL2G36930
OG0014263	jg3639	AL891U10010, AL2G40130
OG0014264	jg24089	AL3G12070
OG0014265	jg25260	AL3G24670
OG0014266	jg25286	AL3G24900
OG0014267	jg26454	AL3G36540
OG0014268	jg21320	AL8G20530
OG0014268	jg26708	AL3G39310
OG0014269	jg21331, jg27035	AL7G48730
OG0014270	jg27080	AL8G16700
OG0014271	jg27582	nbis-gene-856
OG0014272	jg27839	AL3G50020
OG0014272	jg27838	AL3G50010
OG0014273	jg28115	AL3G49010
OG0014274	jg16542	nbis-gene-930
OG0014275	jg16763	AL4G13010
OG0014276	jg16832	AL4G13680
OG0014277	jg16871	AL4G14120
OG0014278	jg17316	AL4G18890
OG0014279	jg17817	AL1G36740, AL4G22910, AL4G22890, AL4G22940
OG0014280	jg18154	AL4G26060, AL4G26140
OG0014281	jg18492	AL4G29630
OG0014282	jg18642	AL4G31240
OG0014283	jg18665	AL4G31470
OG0014284	jg18678	AL4G31580
OG0014285	jg19341	AL4G34420
OG0014285	jg19322	AL4G38430
OG0014286	jg19329	AL4G38500
OG0014287	jg12910	AL5G10140
OG0014288	jg12940	AL5G10500
OG0014289	jg13154, jg13156	AL5G13310
OG0014290	jg13369	AL5G15630
OG0014291	jg13789	AL5G19570, AL5G19490
OG0014291	jg13787	AL5G19520
OG0014292	jg13804	nbis-gene-1257
OG0014293	jg13867	AL5G20090
OG0014295	jg14573	AL5G26970
OG0014296	jg14859	AL5G30000
OG0014297	jg14871	AL5G30170
OG0014298	jg15318	AL5G34810
OG0014299	jg15888	AL5G40380
OG0014300	jg4151	nbis-gene-1453
OG0014301	jg4265	AL6G14950
OG0014302	jg4415	AL6G16470
OG0014303	jg5065	AL6G23030
OG0014304	jg5356	AL6G26160
OG0014305	jg20357	AL1G43810
OG0014305	jg6658	AL8G15800
OG0014306	jg7058	AL6G42070
OG0014307	jg7209	AL6G41580
OG0014308	jg7234	AL6G42880
OG0014309	jg7417	AL6G44730
OG0014310	jg7769	AL6G48660, AL6G48920
OG0014312	jg8189	nbis-gene-1676
OG0014313	jg8952	AL7G17240
OG0014314	jg9339	AL7G21420
OG0014315	jg9816	AL7G26560
OG0014316	jg9855	AL7G26960
OG0014317	jg10746	AL7G35820, AL3G37840
OG0014318	jg10948	AL7G38000
OG0014319	jg11509	AL9U10120
OG0014320	jg11928	AL7G44180
OG0014321	jg11994	AL7G44750
OG0014322	jg12351	AL7G52450
OG0014323	jg20508	AL8G12910
OG0014324	jg20906, jg20905	AL8G17090
OG0014325	jg20915	AL8G17210
OG0014326	jg20987	AL8G17910
OG0014327	jg21519	AL8G22490
OG0014328	jg21661	AL363U10010, AL8G24080
OG0014329	jg21715	AL8G24700, AL631U10010
OG0014330	jg21733	AL63U10060, AL8G24890
OG0014331	jg21734	AL8G24900
OG0014332	jg21739	AL8G24960, AL91U10010
OG0014333	jg21856	AL8G26070
OG0014334	jg22257	AL8G29900
OG0014335	jg22303	AL8G30220
OG0014336	jg23198	AL8G39350
OG0014337	jg133, jg287	AL3G44420
OG0014373	jg14005	AL5G21280
OG0014374	jg14464	AL5G25790
OG0014375	jg14489	AL5G26150
OG0014376	jg14493	AL5G26190
OG0014377	jg14494	AL5G26200
OG0014378	jg14495	AL5G26210
OG0014379	jg14515	AL5G26450
OG0014380	jg22235	AL8G29740
OG0014381	jg14667	AL5G27930
OG0014382	jg14660	AL5G27850
OG0014383	jg14657	AL5G27820
OG0014384	jg14652	AL5G27780
OG0014385	jg14648	AL5G27750
OG0014386	jg14638	AL5G27630
OG0014387	jg14630	AL5G27540
OG0014388	jg14595	AL5G27240
OG0014389	jg14602	AL5G27330
OG0014390	jg31236	AL1G40520
OG0014391	jg14589	AL5G27170
OG0014392	jg14585	AL5G27110
OG0014393	jg14583	AL5G27090
OG0014394	jg12898	AL5G10020
OG0014395	jg12906	AL5G10090
OG0014396	jg13025	AL5G11350
OG0014397	jg12660	AL7G49360
OG0014398	jg12658	AL7G49380
OG0014399	jg12652	AL7G49460
OG0014400	jg9342	AL7G21450
OG0014401	jg11880	AL7G43860
OG0014402	jg32788	AL1G53850
OG0014403	jg5629	AL6G29030
OG0014404	jg5620	AL6G28920
OG0014405	jg5600	AL6G28750
OG0014406	jg5598	AL6G28730
OG0014407	jg5590	AL6G28660
OG0014408	jg5579	AL6G28530
OG0014409	jg5574	AL6G28480
OG0014410	jg5569	AL6G28430
OG0014411	jg5551	AL6G28290
OG0014412	jg5517	AL6G27880
OG0014414	jg5511	AL6G27830
OG0014415	jg5504	AL6G27750
OG0014416	jg5490	AL6G27600
OG0014418	jg5438	AL6G27020
OG0014419	jg21384	AL8G21320
OG0014420	jg5395	AL6G26550
OG0014421	jg9599	AL7G24210
OG0014422	jg5376	AL6G26360
OG0014423	jg5369	AL6G26290
OG0014424	jg5360	AL6G26210
OG0014425	jg5350	AL6G26100
OG0014426	jg5325	AL6G25830
OG0014427	jg5321	AL6G25790
OG0014428	jg5320	AL6G25780
OG0014429	jg5301	AL6G25570
OG0014430	jg5291	AL6G25450
OG0014431	jg5288	AL6G25430
OG0014432	jg5278	AL6G25330
OG0014433	jg11391	AL7G42410
OG0014434	jg5277	AL6G25300
OG0014435	jg5275	AL6G25280
OG0014436	jg5273	AL6G25260
OG0014437	jg5260	AL6G25130
OG0014438	jg5245	AL6G24970
OG0014439	jg5238	AL6G24890
OG0014440	jg5229	AL6G24810
OG0014441	jg5224	AL6G24760
OG0014442	jg5222	AL6G24740
OG0014443	jg5200	AL6G24530
OG0014444	jg5199	AL6G24520
OG0014445	jg5194	AL6G24460
OG0014446	jg5187	AL6G24390
OG0014447	jg5154	AL6G24030
OG0014448	jg5153	AL6G24020
OG0014449	jg5126	AL6G23720
OG0014450	jg5102	AL6G23480
OG0014451	jg452	AL2G11050
OG0014451	jg10797	nbis-gene-1821
OG0014452	jg5076	AL6G23140
OG0014453	jg5072	AL6G23100
OG0014454	jg5061	AL6G22990
OG0014455	jg5056	AL6G22940
OG0014456	jg5012	AL6G22530
OG0014457	jg5004	AL6G22450
OG0014458	jg9573	AL7G23970
OG0014459	jg4992	AL6G22300
OG0014460	jg13657	AL5G18490
OG0014461	jg4966	AL6G22000
OG0014462	jg4955	AL6G21900
OG0014463	jg4940	AL6G21730
OG0014464	jg4934	AL6G21660
OG0014465	jg4933	AL6G21650
OG0014466	jg4932	AL6G21630
OG0014467	jg4923	AL6G21500
OG0014468	jg4920	AL6G21470
OG0014470	jg4899	AL6G21240
OG0014471	jg4898	AL6G21210
OG0014472	jg4893	AL6G21140
OG0014473	jg4885	AL6G21090
OG0014474	jg4884	AL6G21080
OG0014475	jg4879	AL6G21020
OG0014476	jg4869	AL6G20880
OG0014477	jg4850	AL6G20690
OG0014478	jg4836	AL6G20590
OG0014479	jg4835	AL6G20570
OG0014480	jg4823	AL6G20440
OG0014481	jg11939	AL7G44320
OG0014482	jg4778	AL6G20040
OG0014483	jg4762	AL6G19860
OG0014484	jg4761	AL6G19850
OG0014485	jg4731	AL6G19500
OG0014486	jg4718	nbis-gene-1493
OG0014487	jg4711	AL6G19260
OG0014488	jg4695	AL6G18910
OG0014489	jg26844	nbis-gene-786
OG0014490	jg4682	AL6G18780
OG0014491	jg4680	AL6G18750
OG0014493	jg4644	AL6G18400
OG0014494	jg4633	nbis-gene-1484
OG0014495	jg4603	AL6G17900
OG0014496	jg4592	AL6G17790
OG0014497	jg7877	AL6G50020
OG0014498	jg9958	AL7G28030
OG0014499	jg9967	AL7G28080
OG0014500	jg9979	AL7G28240
OG0014501	jg9980	AL7G28250
OG0014502	jg9992	AL7G28390
OG0014503	jg9998	AL7G28440
OG0014505	jg17436	AL4G19630
OG0014506	jg14367	AL5G24560
OG0014507	jg21781	AL8G25470
OG0014508	jg17515	AL4G20030
OG0014509	jg17444	AL4G19730
OG0014510	jg17451	AL4G19800
OG0014511	jg17504	AL4G19960
OG0014512	jg17506	AL4G19970
OG0014513	jg17525	AL4G20090
OG0014514	jg17534	AL4G20110
OG0014515	jg17591	AL4G20900
OG0014516	jg17613	AL4G21100
OG0014517	jg17637	AL4G21280
OG0014518	jg17645	AL4G21330
OG0014519	jg17646	AL4G21340
OG0014520	jg17681	AL4G22790
OG0014521	jg17721	AL4G22390
OG0014522	jg17731	AL4G22270
OG0014523	jg17758	AL4G22090
OG0014524	jg17761	AL4G22060
OG0014525	jg17768	AL4G22000
OG0014526	jg17773	AL4G21940
OG0014527	jg17785	AL4G21860
OG0014528	jg17793	AL4G21760
OG0014529	jg17797	AL4G21730
OG0014530	jg17814	AL4G22870
OG0014531	jg17829	AL4G23060
OG0014532	jg17833	AL4G23120
OG0014533	jg17841	AL4G23180, AL228U10010
OG0014534	jg17842	nbis-gene-1030
OG0014535	jg17860	AL4G23340
OG0014536	jg17900	AL4G23610
OG0014537	jg17903	AL4G23640
OG0014538	jg17968	AL4G24210
OG0014539	jg17984	AL4G24380
OG0014540	jg17986	AL4G24410
OG0014541	jg18031	AL4G24720
OG0014542	jg18042	AL4G24850
OG0014543	jg18050	AL59U10010, AL4G24930
OG0014544	jg18059	AL4G25000
OG0014545	jg18068	AL4G25120
OG0014546	jg18073	AL4G25180
OG0014547	jg18139	nbis-gene-364
OG0014548	jg6048	AL6G33390
OG0014549	jg15796	AL5G39390
OG0014550	jg18192	AL4G26540
OG0014551	jg18193	AL4G26550
OG0014552	jg18194	AL4G26570
OG0014553	jg18205	AL4G26710
OG0014554	jg18212	AL4G26740
OG0014555	jg10060	AL7G29060
OG0014556	jg18252	AL4G27160
OG0014557	jg18259	AL4G27240, AL80U10020
OG0014558	jg18269	AL4G27370
OG0014559	jg18276	AL4G27420
OG0014560	jg18282	AL103U10040
OG0014561	jg18335	AL4G28030
OG0014562	jg18318	AL4G27860
OG0014563	jg18300	AL4G27690
OG0014564	jg18295	AL4G27620
OG0014565	jg18354	AL4G28220
OG0014566	jg18357	AL4G28260
OG0014567	jg18375	AL4G28440
OG0014568	jg18376	AL4G28450
OG0014569	jg18439	AL4G29070
OG0014570	jg20867	AL8G16880
OG0014571	jg20844	AL8G16570
OG0014572	jg20831	AL8G16390
OG0014573	jg20826	AL8G16370
OG0014574	jg20824	AL8G16350
OG0014575	jg20820	AL8G16320
OG0014576	jg20807	AL8G16210
OG0014577	jg20800	AL8G16130
OG0014578	jg20778	AL8G15870
OG0014579	jg20777	AL8G15860
OG0014580	jg20775	AL8G15840
OG0014581	jg20769	AL8G15780
OG0014582	jg9942	AL7G27870
OG0014583	jg9934	AL7G27800
OG0014584	jg9930	AL7G27760
OG0014585	jg9923	AL7G27680
OG0014586	jg9922	AL7G27670
OG0014587	jg9912	AL7G27560
OG0014588	jg9910	AL7G27540
OG0014589	jg32811	AL1G54070
OG0014590	jg32799	AL1G53970
OG0014591	jg32790	AL1G53880
OG0014592	jg32766, jg32268	AL1G53530
OG0014593	jg32755	AL1G53420
OG0014594	jg31286	AL1G41150
OG0014595	jg32660	AL1G52620
OG0014596	jg3325	AL2G36770
OG0014597	jg32669, jg32680	AL1G52700
OG0014598	jg32694	AL1G52800
OG0014599	jg32713	AL1G53020
OG0014600	jg32715	AL1G53040
OG0014601	jg31298	AL1G41280
OG0014602	jg31299	AL1G41290
OG0014603	jg31306	AL1G41380
OG0014604	jg31313	AL1G41450
OG0014605	jg31332	AL1G41640
OG0014606	jg31343	AL1G41760
OG0014607	jg31359	AL1G41920
OG0014609	jg31370	AL1G42040
OG0014610	jg31414	AL1G42760
OG0014611	jg31445	AL1G42970
OG0014612	jg31466	AL1G43200
OG0014613	jg31483	AL1G43380
OG0014614	jg31500	AL1G43500
OG0014615	jg31522	AL1G43640
OG0014616	jg31531	AL1G43750
OG0014617	jg31542	AL1G43870
OG0014618	jg31549	AL1G43960
OG0014619	jg31551	AL1G43990
OG0014620	jg31605	AL1G44530
OG0014621	jg31609	AL1G44560
OG0014622	jg31611	AL1G44580
OG0014623	jg10024	AL7G28690
OG0014624	jg31619	AL1G44660
OG0014625	jg31622	AL1G44700
OG0014626	jg31626	AL1G44740
OG0014627	jg31655	AL1G45080
OG0014628	jg31658	AL1G45120
OG0014629	jg31663	AL1G45190
OG0014630	jg31692	AL1G45450
OG0014631	jg31722	AL1G49390
OG0014632	jg31728	AL1G49340
OG0014633	jg31746	AL1G49720
OG0014634	jg31755	AL1G49670
OG0014635	jg31771	AL1G49620
OG0014636	jg31774	AL1G49590
OG0014637	jg31777	AL1G49560
OG0014638	jg31808	AL1G45850
OG0014639	jg31809	AL1G45860
OG0014640	jg31810	AL1G45870
OG0014641	jg31823	AL1G46000
OG0014642	jg31852	AL1G46230
OG0014643	jg31853	AL1G46240
OG0014644	jg31863	AL1G46350
OG0014645	jg31872	AL1G46410
OG0014646	jg31881	AL1G46470
OG0014647	jg31904	AL1G46770
OG0014648	jg13069	AL5G11900
OG0014649	jg13076	AL5G11990
OG0014650	jg13102	AL5G12630
OG0014651	jg13119	AL5G12870
OG0014652	jg13143	AL5G13180
OG0014654	jg13146	AL5G13210
OG0014655	jg13165	AL5G13400
OG0014656	jg13168	AL5G13440
OG0014657	jg23706	AL8G44580
OG0014658	jg23702	AL8G44540
OG0014659	jg23679	AL8G44320
OG0014660	jg23655	AL8G44080
OG0014661	jg23652	AL8G44050
OG0014662	jg23651	AL8G44040
OG0014663	jg23648	AL8G44010
OG0014664	jg23647	AL8G44000
OG0014665	jg23635	AL8G43880
OG0014666	jg23632	AL8G43840
OG0014667	jg23630	AL8G43820
OG0014668	jg23618	AL8G43690
OG0014669	jg23612	AL8G43620
OG0014670	jg23611	AL8G43610
OG0014671	jg23607	AL8G43570
OG0014672	jg23593	AL8G43450
OG0014673	jg23574	nbis-gene-2212, nbis-gene-6
OG0014674	jg23565	AL8G43110
OG0014675	jg23529	AL8G42730
OG0014676	jg23525	AL455U10030, AL8G42670
OG0014677	jg23506	AL8G42480
OG0014678	jg23495	AL8G42370
OG0014679	jg23490	AL8G42310
OG0014680	jg23480	AL8G42180
OG0014681	jg23470	AL8G42070
OG0014682	jg23464	AL8G42010
OG0014683	jg23449	AL8G41830
OG0014684	jg23445	AL8G41790
OG0014685	jg23443	AL8G41780
OG0014686	jg23439	AL8G41740
OG0014687	jg23419	AL8G41640
OG0014688	jg23412	AL8G41510
OG0014689	jg23406	AL8G41430
OG0014690	jg23390	AL8G41250
OG0014691	jg23385	AL8G41210
OG0014692	jg23377	AL8G41150
OG0014693	jg23336	AL8G40750
OG0014694	jg23315	AL8G40500
OG0014695	jg23314	AL8G40490
OG0014696	jg23311	AL8G40470
OG0014697	jg23309	AL8G40450
OG0014698	jg23308	AL8G40440
OG0014699	jg19517	AL4G40530
OG0014700	jg23300	AL8G40340
OG0014701	jg23281	AL8G40180
OG0014702	jg23279	AL8G40160
OG0014703	jg23274	AL8G40110
OG0014704	jg23263	AL8G40030
OG0014705	jg23262	AL8G40020
OG0014706	jg23229	AL8G39720
OG0014707	jg23209	AL8G39460
OG0014708	jg23185	AL8G39150
OG0014709	jg23184	AL8G39140
OG0014710	jg23163	AL8G38920
OG0014711	jg23159	AL8G38870
OG0014712	jg23157	AL8G38850
OG0014713	jg23149	AL8G38790
OG0014714	jg23138	AL8G38680
OG0014715	jg23136	AL8G38660
OG0014716	jg23116	AL8G38400
OG0014717	jg23115	AL8G38390
OG0014718	jg23106	AL8G38310
OG0014719	jg23094	AL8G38160
OG0014720	jg23083	AL8G38060
OG0014721	jg23072	AL8G37930
OG0014722	jg23056	AL8G37790
OG0014723	jg13383	AL5G15820
OG0014724	jg23038	AL8G37580
OG0014725	jg23036	AL8G37560
OG0014726	jg23027	AL8G37490
OG0014727	jg6157	AL6G34310
OG0014728	jg6197	AL6G34760
OG0014729	jg6200	AL6G34790
OG0014730	jg6220	AL6G34990
OG0014731	jg6223	AL6G35010
OG0014732	jg6237	AL6G35190
OG0014733	jg32658	AL1G52590
OG0014734	jg6262	AL6G35450
OG0014735	jg14366	AL5G24550
OG0014736	jg6281	AL6G35710
OG0014737	jg6282	AL6G35730
OG0014738	jg6283	AL6G35740
OG0014739	jg6287	AL6G35810
OG0014740	jg6292	AL6G35840
OG0014741	jg6296	AL6G35880
OG0014742	jg6313	AL6G36080
OG0014743	jg6314	AL6G36090
OG0014745	jg6316	AL6G36110
OG0014746	jg6326	AL6G36190
OG0014747	jg6342	AL6G36350
OG0014748	jg6352	AL6G36460
OG0014749	jg6356	AL6G36470
OG0014750	jg6359	AL6G36540
OG0014751	jg6366	AL6G36590
OG0014752	jg6409	AL6G37050
OG0014753	jg6487	AL6G37880
OG0014754	jg6494	AL6G38000
OG0014755	jg6496	AL6G38030
OG0014756	jg6498	AL6G38050
OG0014757	jg6515	AL6G38150
OG0014758	jg5797	AL6G30870
OG0014759	jg5828	AL6G31170
OG0014760	jg5846	AL6G31370
OG0014761	jg5867	AL6G31570
OG0014763	jg5888	AL6G31780
OG0014764	jg5904	AL6G31940
OG0014765	jg5906	AL6G31970
OG0014766	jg5907	AL6G31990
OG0014767	jg5923	AL6G32120
OG0014768	jg5924	AL6G32130
OG0014769	jg5929	AL6G32190
OG0014770	jg5956	AL6G32470
OG0014771	jg5971	AL6G32610
OG0014772	jg5986	AL6G32850
OG0014773	jg6007	AL6G33020
OG0014774	jg6014	AL6G33100
OG0014775	jg6015	AL6G33110
OG0014776	jg30853	AL1G36500
OG0014777	jg6038	AL6G33310
OG0014778	jg6051	AL6G33420
OG0014779	jg6052	AL6G33430
OG0014780	jg6057	AL6G33490
OG0014781	jg6096	AL6G33750
OG0014782	jg6117	AL6G33950
OG0014783	jg26788	AL3G40170
OG0014784	jg6120	AL6G33990
OG0014785	jg6122	AL6G34010
OG0014786	jg21187	nbis-gene-2053, nbis-gene-2052
OG0014787	jg22081	AL8G28310
OG0014788	jg23014	AL8G37330
OG0014789	jg23000	AL8G37200
OG0014790	jg22998	AL8G37190
OG0014791	jg22995	AL8G37160
OG0014792	jg22993	AL8G37130
OG0014793	jg22957	AL8G36760
OG0014794	jg243	AL5G20250
OG0014795	jg22920	AL8G36380
OG0014796	jg22913	AL8G36290
OG0014797	jg22878	AL8G35920
OG0014798	jg12385	AL7G52050
OG0014799	jg22873	AL8G35870
OG0014800	jg22869	AL8G35800
OG0014801	jg22855	AL8G35670
OG0014802	jg22853	AL8G35640
OG0014803	jg22835	AL8G35460
OG0014804	jg22833	AL8G35440
OG0014805	jg22784	nbis-gene-2170
OG0014806	jg22774	AL8G34870
OG0014807	jg22767	AL8G34790
OG0014808	jg22766	AL8G34780
OG0014809	jg22757	AL8G34640
OG0014810	jg22736	AL8G34410
OG0014811	jg22730	AL8G34340
OG0014812	jg22728	AL8G34320
OG0014813	jg22720	AL8G34250
OG0014814	jg22718	AL8G34230
OG0014815	jg22663	AL8G33630
OG0014816	jg22716	AL8G34210
OG0014817	jg22712	AL8G34180
OG0014818	jg22698	AL8G34030
OG0014819	jg22695	nbis-gene-2167
OG0014821	jg22676	AL8G33780
OG0014822	jg22673	AL8G33730
OG0014823	jg22670	AL8G33700
OG0014824	jg22668	AL8G33680
OG0014825	jg22643	AL8G33390
OG0014826	jg22641	AL8G33370
OG0014827	jg12974	AL5G10820
OG0014828	jg27981	AL3G51460
OG0014829	jg27557	AL3G47000
OG0014830	jg22598	AL8G32960
OG0014831	jg22599	AL8G32970
OG0014832	jg22612	AL8G33090
OG0014833	jg22556	AL8G32560
OG0014834	jg22555	AL8G32550
OG0014835	jg22541	AL8G32410
OG0014836	jg22470	AL8G31840
OG0014837	jg22458	AL8G31680, AL8G31730, AL2G23000
OG0014838	jg22456	AL8G31660
OG0014839	jg22410	AL8G31320
OG0014840	jg22435	AL8G31510
OG0014841	jg22433	AL8G31490
OG0014842	jg22430	AL8G31460
OG0014844	jg22422	AL8G31410
OG0014845	jg22411	AL8G31330
OG0014846	jg22394	AL8G31150
OG0014847	jg22386	AL8G31070
OG0014848	jg22378	AL8G31000
OG0014849	jg22309	AL8G30280
OG0014850	jg14814	AL5G29430
OG0014851	jg14781, jg21514	AL5G29170
OG0014852	jg14772	AL5G29070
OG0014853	jg14754	AL5G28870
OG0014854	jg14726	AL5G28500
OG0014855	jg14725	AL5G28490
OG0014856	jg14705	AL5G28320
OG0014857	jg1584	AL1G64640
OG0014858	jg7963	AL6G50510
OG0014859	jg4590	AL6G17780
OG0014860	jg4581	AL6G17700
OG0014861	jg19135	AL4G36490
OG0014862	jg4544	AL6G17360
OG0014863	jg4530	AL6G17190
OG0014864	jg4513	AL6G17030
OG0014865	jg4507	AL6G16970
OG0014866	jg4500	AL6G16900
OG0014867	jg4495	AL6G16860
OG0014868	jg4457, jg4433	AL6G16630
OG0014869	jg4409	AL6G16400
OG0014870	jg1744	AL2G19260
OG0014871	jg4370	AL6G16040
OG0014872	jg4368	AL6G16030
OG0014873	jg10065	AL7G29110
OG0014874	jg4352	AL6G15900
OG0014875	jg4351	AL6G15890
OG0014876	jg4350	AL6G15880
OG0014877	jg4348	AL6G15850
OG0014879	jg4337	AL6G15710
OG0014880	jg4335	AL6G15680
OG0014881	jg4333	AL6G15650
OG0014882	jg4328	AL6G15600
OG0014883	jg4326	AL6G15570
OG0014884	jg4292	AL6G15260
OG0014885	jg4278	AL6G15070
OG0014886	jg4277	AL6G15060
OG0014887	jg4271	AL6G15000
OG0014888	jg4263	AL6G14910
OG0014889	jg4242	AL6G14620
OG0014890	jg4238	AL6G14580
OG0014891	jg4223	AL6G14410
OG0014892	jg4207	AL6G14210
OG0014894	jg4203	AL6G14160
OG0014895	jg4191	AL6G14040
OG0014896	jg4187	AL6G14000
OG0014897	jg4179	AL6G13920
OG0014898	jg4178	AL6G13910
OG0014899	jg4170	AL6G13840
OG0014900	jg4161	AL6G13760
OG0014902	jg4143	AL6G13560
OG0014903	jg4137	AL6G13500
OG0014904	jg4131	AL6G13430
OG0014905	jg11970	AL7G44590
OG0014906	jg4114	AL6G13210
OG0014907	jg4110	AL6G13170
OG0014908	jg4109	AL6G13160
OG0014909	jg4106	AL6G13130
OG0014910	jg4083	AL6G12830
OG0014911	jg4066	AL6G12680
OG0014912	jg4059	AL6G12590
OG0014913	jg4044	AL6G12420
OG0014914	jg4016	AL6G12100
OG0014915	jg4015	AL6G12090
OG0014916	jg4011	AL6G12040
OG0014917	jg4001	AL6G11940
OG0014918	jg3974	AL6G11630
OG0014919	jg3960	AL6G11510
OG0014920	jg3949	AL6G11420
