Orthogroup	Arabidopsis_arenosa	Arabidopsis_lyrata_NCBI
OG0013073	jg21844	XP_002864122.1
OG0013074	jg21827	XP_002862982.1
OG0013075	jg21811	XP_020883629.1
OG0013076	jg21790	XP_020882918.1
OG0013077	jg21765	XP_020871808.1
OG0013078	jg21776	XP_020877571.1
OG0013079	jg27405	XP_002883804.1
OG0013080	jg27351	XP_020888109.1
OG0013081	jg27448	XP_002883831.2
OG0013082	jg4019	XP_002870994.1
OG0013083	jg27539	XP_002885950.1
OG0013084	jg27556	XP_002883886.1
OG0013085	jg27580	XP_020889292.1
OG0013086	jg27581	XP_020888827.1
OG0013087	jg27599	XP_020887388.1
OG0013088	jg27615	XP_002885984.1
OG0013089	jg27623	XP_020877127.1
OG0013090	jg27636	XP_002883930.1
OG0013092	jg27762	XP_002886068.1
OG0013093	jg27783	XP_020888452.1
OG0013094	jg32116	XP_020868641.1
OG0013095	jg10099	XP_002867685.1
OG0013096	jg10098	XP_020873846.1
OG0013097	jg10104	XP_020873471.1
OG0013098	jg10105	XP_020873365.1
OG0013099	jg10118	XP_002869768.1
OG0013100	jg10146	XP_002867702.1
OG0013101	jg8495	XP_002866894.1
OG0013102	jg10239	XP_020873634.1
OG0013103	jg10241	XP_002867746.1
OG0013104	jg10257	XP_020873339.1
OG0013105	jg10263	XP_020873785.1, XP_020873784.1
OG0013106	jg10284	XP_002867767.1
OG0013107	jg10294	XP_002867773.2
OG0013108	jg10313	XP_020873279.1
OG0013109	jg10325	XP_020873643.1
OG0013110	jg16264	XP_020880834.1
OG0013111	jg10338	XP_002869849.1
OG0013112	jg10345	XP_020873610.1
OG0013113	jg10355	XP_002869857.1
OG0013114	jg10570	XP_020872708.1
OG0013115	jg10560	XP_002869950.1
OG0013116	jg10558	XP_002867892.1
OG0013117	jg10555	XP_020875551.1
OG0013118	jg10554	XP_020875216.1
OG0013119	jg32653	XP_002891300.1
OG0013120	jg10497	XP_002867875.1
OG0013121	jg10484	XP_002867870.1
OG0013122	jg21679	XP_020885302.1
OG0013123	jg10441	XP_020872905.1
OG0013124	jg10437	XP_020872911.1
OG0013125	jg32457, jg32448	XP_020868206.1
OG0013126	jg10407	XP_020873325.1
OG0013127	jg10393	XP_002869872.2
OG0013128	jg10392	XP_020873259.1
OG0013129	jg10379	XP_020873558.1
OG0013130	jg10610	XP_020874508.1
OG0013131	jg7317	XP_002872475.1
OG0013132	jg7222	XP_020877496.1
OG0013133	jg7232	XP_020878568.1
OG0013134	jg7241	XP_002872438.1
OG0013135	jg21165	XP_020891189.1
OG0013136	jg21132	XP_020891353.1
OG0013137	jg21130	XP_002863798.1
OG0013138	jg6377	XP_002874238.1
OG0013139	jg21107	XP_002865527.1
OG0013140	jg21078	XP_020883836.1
OG0013141	jg21077	XP_020883847.1
OG0013142	jg21059	XP_002863758.1
OG0013143	jg21046	XP_020871542.1
OG0013144	jg21042	XP_002865496.1
OG0013145	jg11016	XP_020873984.1
OG0013146	jg11011	XP_002870161.1
OG0013147	jg11008	XP_002868136.2
OG0013148	jg10992	XP_002870154.1
OG0013149	jg10972	XP_002868119.1
OG0013150	jg10971	XP_002868118.1, XP_020873991.1
OG0013151	jg10945	XP_020875761.1
OG0013152	jg10923	XP_020875364.1
OG0013153	jg10919	XP_020874003.1
OG0013155	jg23881	XP_002884244.1
OG0013156	jg23883	XP_020886378.1
OG0013157	jg26071	XP_020888073.1
OG0013158	jg23889	XP_020886565.1
OG0013159	jg23898	XP_020885933.1
OG0013160	jg23914	XP_020887819.1
OG0013161	jg23916	XP_002884260.1
OG0013162	jg23935	XP_002884273.2
OG0013163	jg23946	XP_002882178.1
OG0013164	jg23738	XP_020889334.1
OG0013165	jg21596	XP_020890143.1
OG0013166	jg23743	XP_020890776.1
OG0013167	jg23746	XP_002865065.1
OG0013168	jg23755	XP_020880015.1
OG0013169	jg23759	XP_002865074.2
OG0013170	jg5556	XP_020879305.1
OG0013171	jg23776	XP_002865083.1
OG0013172	jg28271	XP_020887326.1
OG0013173	jg23787	XP_020871742.1
OG0013174	jg23791	XP_020889867.1, XP_020871743.1
OG0013175	jg23801	XP_020871571.1
OG0013176	jg23803	XP_020881287.1
OG0013177	jg16452	XP_002878523.1
OG0013178	jg16447	XP_020881765.1
OG0013179	jg16446	XP_002878520.1
OG0013180	jg16438	XP_020880302.1
OG0013181	jg16435	XP_002878515.1
OG0013182	jg16429	XP_020882095.1
OG0013183	jg16418	XP_020882119.1
OG0013184	jg16417	XP_020882111.1
OG0013185	jg16387	XP_020882171.1
OG0013186	jg16386	XP_020882168.1
OG0013187	jg16371	XP_020881171.1
OG0013188	jg16348	XP_020881118.1
OG0013189	jg16339	XP_002876686.1
OG0013190	jg16338	XP_002878473.1
OG0013191	jg16283	XP_002878436.1
OG0013192	jg16277	XP_020882094.1
OG0013193	jg16244	XP_002878414.1
OG0013194	jg16243	XP_020880830.1
OG0013195	jg16230	XP_020880814.1
OG0013196	jg16209	XP_020880014.1
OG0013197	jg21825	XP_020889381.1
OG0013198	jg16156	XP_020880324.1
OG0013199	jg16107	XP_002876560.1
OG0013200	jg16096	XP_020882296.1
OG0013201	jg16088	XP_020880057.1
OG0013202	jg16760	XP_020885447.1
OG0013203	jg16073	XP_020880777.1
OG0013204	jg16064	XP_002876533.1
OG0013206	jg16021	XP_002878288.1
OG0013207	jg16017	XP_020880119.1
OG0013208	jg21327	XP_002863862.2
OG0013210	jg1463	XP_020867982.1
OG0013211	jg15945	XP_020880523.1
OG0013212	jg2045	XP_020891502.1
OG0013213	jg9801	XP_020873569.1
OG0013215	jg15874	XP_020880502.1
OG0013216	jg14526	XP_020882277.1
OG0013217	jg15837	XP_020880166.1
OG0013218	jg15835	XP_002878191.1
OG0013219	jg15830	XP_020880154.1
OG0013220	jg15811	XP_002878178.1
OG0013221	jg15810	XP_020879838.1
OG0013222	jg15800	XP_002878171.2
OG0013223	jg15759	XP_020881486.1
OG0013224	jg15754	XP_002878152.1
OG0013225	jg15741	XP_002876410.1
OG0013226	jg15681	XP_002878128.1
OG0013227	jg15694	XP_002878117.1
OG0013228	jg15704	XP_002878111.1
OG0013229	jg15714, jg15646	XP_002878108.1
OG0013230	jg15637	XP_020880685.1
OG0013231	jg15626	XP_002876372.1
OG0013232	jg15622	XP_020881353.1
OG0013233	jg15597	XP_002876357.1
OG0013234	jg15596	XP_020881984.1
OG0013235	jg15591	XP_020881121.1
OG0013236	jg21444	XP_020889236.1
OG0013237	jg15575	XP_002878060.1
OG0013238	jg15563	XP_002878053.1
OG0013239	jg15493	XP_020881438.1
OG0013240	jg15492	XP_002876308.1
OG0013241	jg15478	XP_002878032.1
OG0013242	jg15472	XP_020882068.1
OG0013243	jg15436	XP_002878010.1
OG0013244	jg15423	XP_020880473.1
OG0013245	jg15422	XP_002876275.1
OG0013246	jg15411	XP_020879815.1
OG0013247	jg15406	XP_020881253.1
OG0013248	jg15384	XP_020881274.1
OG0013249	jg15365	XP_002877964.1
OG0013250	jg15363	XP_020880887.1
OG0013251	jg2062	XP_020865919.1
OG0013252	jg15345	XP_020880253.1
OG0013253	jg11004	XP_002868134.1
OG0013254	jg15316	XP_020881035.1
OG0013256	jg15276	XP_002876205.1
OG0013257	jg15271	XP_002876204.1
OG0013258	jg15267	XP_002876202.2
OG0013259	jg15266	XP_020882398.1
OG0013260	jg15230	XP_020881380.1
OG0013261	jg15215	XP_020881388.1
OG0013262	jg15211	XP_020881382.1
OG0013263	jg15208	XP_002876170.1
OG0013264	jg15175	XP_002877871.1
OG0013265	jg22160	XP_002866007.1
OG0013266	jg22159	XP_002866006.1
OG0013267	jg22158	XP_002864292.1
OG0013268	jg22153	XP_002866002.1
OG0013269	jg22067	XP_020884757.1
OG0013270	jg22058	XP_002865971.1
OG0013271	jg22042	XP_020880859.1
OG0013272	jg11050	XP_020872640.1
OG0013273	jg11053	XP_002870181.1
OG0013274	jg10029	XP_020873262.1
OG0013275	jg11062	XP_020874311.1
OG0013276	jg26798	XP_002883539.1
OG0013277	jg26811	XP_020886068.1
OG0013278	jg26870	XP_020887985.1
OG0013279	jg26878	XP_020887676.1
OG0013280	jg26879	XP_002885704.2
OG0013281	jg26902	XP_002885725.1
OG0013282	jg26970	XP_020888031.1
OG0013283	jg27004	XP_020887967.1
OG0013284	jg27003	XP_002885775.2
OG0013285	jg27009	XP_020886221.1
OG0013286	jg27075	XP_020886864.1
OG0013287	jg27136	XP_002885808.1
OG0013288	jg27152	XP_020887541.1
OG0013289	jg27153	XP_020887540.1
OG0013290	jg27181	XP_002883738.1
OG0013291	jg26741	XP_002883518.2
OG0013292	jg26749	XP_002885645.1
OG0013293	jg26750	XP_020886495.1
OG0013294	jg26752	XP_020886500.1
OG0013295	jg2165	XP_020891405.1
OG0013296	jg2185	XP_002887085.1
OG0013297	jg14121	XP_020880737.1
OG0013298	jg2221	XP_020865794.1
OG0013299	jg2226	XP_002888575.1
OG0013300	jg2238	XP_002887108.1
OG0013301	jg2239	XP_020891723.1
OG0013302	jg2252	XP_020891117.1
OG0013303	jg2291	XP_002887129.1
OG0013304	jg2295	XP_002888609.1
OG0013305	jg2300	XP_020891598.1
OG0013306	jg2323	XP_020889984.1
OG0013307	jg2377	XP_002888648.1
OG0013308	jg2359	XP_002888639.2
OG0013309	jg2398	XP_002887178.1
OG0013310	jg2412	XP_020889915.1
OG0013312	jg27933	XP_002884092.1
OG0013313	jg27986	XP_020887199.1
OG0013314	jg27992	XP_002884127.1
OG0013315	jg12713	XP_020875400.1
OG0013316	jg28010	XP_002886176.2
OG0013317	jg28040	XP_002886188.1
OG0013318	jg28048	XP_002884153.1
OG0013319	jg28049	XP_002886190.1
OG0013320	jg28070	XP_020887085.1
OG0013321	jg28071	XP_002886253.1
OG0013322	jg28096	XP_020887455.1
OG0013323	jg28114	XP_002883998.1
OG0013324	jg28125	XP_002883994.1
OG0013325	jg28145	XP_020886454.1
OG0013326	jg28158	XP_020886861.1
OG0013327	jg28166	XP_020886244.1
OG0013328	jg19393	XP_002881759.1
OG0013329	jg19392	XP_020883488.1
OG0013330	jg19382	XP_002879904.2
OG0013331	jg19381	XP_020883990.1
OG0013332	jg19379	XP_020884344.1
OG0013333	jg19374	XP_002879899.1
OG0013334	jg19355	XP_020883145.1
OG0013335	jg19350	XP_020884093.1
OG0013335	jg19348	XP_002879892.1
OG0013336	jg19328	XP_002881732.1
OG0013337	jg19321	XP_020885503.1
OG0013338	jg19319	XP_020883498.1
OG0013339	jg19300	XP_020885192.1
OG0013340	jg19261	XP_020884497.1
OG0013341	jg19239	XP_020884618.1
OG0013342	jg19225	XP_002879833.1
OG0013343	jg19196	XP_002879814.1
OG0013344	jg19188	XP_020884842.1
OG0013345	jg19180	XP_020884592.1
OG0013346	jg19127	XP_020881852.1, XP_002879789.1
OG0013347	jg19137	XP_020885334.1
OG0013348	jg19140, jg19098	XP_002879786.1
OG0013349	jg17789	XP_020883666.1
OG0013350	jg19084	XP_020883994.1
OG0013351	jg19083	XP_002881626.2
OG0013352	jg19051	XP_020885845.1
OG0013353	jg14530	XP_002877561.1
OG0013354	jg16920	XP_002878750.1
OG0013355	jg19035	XP_002881602.1
OG0013356	jg14033	XP_020881676.1
OG0013357	jg6867, jg18914	XP_020883173.1
OG0013358	jg19006	XP_020885831.1
OG0013359	jg18974	XP_002881562.1
OG0013360	jg18970	XP_020884803.1
OG0013361	jg18956	XP_020884804.1
OG0013362	jg12934	XP_020880770.1
OG0013363	jg18928	XP_002881542.1
OG0013364	jg18916	XP_020883174.1
OG0013365	jg18891	XP_020885578.1
OG0013366	jg18881	XP_020883376.1
OG0013367	jg18878	XP_020885176.1
OG0013368	jg16776	XP_020883140.1
OG0013369	jg18848	XP_020883837.1
OG0013370	jg18846	XP_002879644.2
OG0013371	jg18840	XP_002879637.1
OG0013372	jg26206	XP_002885378.1
OG0013373	jg18830	XP_020884742.1
OG0013374	jg9869	XP_020873705.1
OG0013375	jg7682	XP_020877725.1
OG0013376	jg7686	XP_020877654.1
OG0013377	jg28994	XP_002892342.1
OG0013378	jg26133	XP_020889026.1
OG0013379	jg26134	XP_002883209.1
OG0013380	jg16692	XP_020883984.1
OG0013381	jg7733	XP_020876621.1
OG0013382	jg7604	XP_020877695.1
OG0013383	jg7601	XP_020877708.1
OG0013384	jg7584	XP_020878620.1
OG0013385	jg7627	XP_002872646.1
OG0013386	jg7649	XP_020877713.1
OG0013387	jg16518	XP_020883928.1
OG0013388	jg16561	XP_020884067.1
OG0013389	jg16578	XP_002880391.2
OG0013390	jg16586	XP_002878567.1
OG0013391	jg16589, jg27665	XP_002878570.1
OG0013392	jg16620	XP_020883044.1
OG0013393	jg16625	XP_020884635.1
OG0013394	jg16627	XP_020883229.1
OG0013395	jg16637	XP_020885785.1
OG0013396	jg16657	XP_020885699.1
OG0013397	jg16659	XP_020883250.1
OG0013398	jg16672	XP_002880444.1
OG0013399	jg16683	XP_020884197.1
OG0013400	jg16690	XP_002878626.1
OG0013401	jg16747	XP_020883072.1, XP_020883071.1
OG0013402	jg16840	XP_020884510.1
OG0013403	jg16835	XP_002880522.1
OG0013404	jg17081	XP_002880668.1
OG0013405	jg17117	XP_020885126.1
OG0013406	jg17063	XP_002880659.1
OG0013407	jg17201	XP_002878897.1
OG0013408	jg17221	XP_002880724.1
OG0013409	jg17262	XP_020885033.1
OG0013410	jg17371	XP_020884514.1
OG0013411	jg17050	XP_002880652.1
OG0013412	jg17041	XP_020884222.1
OG0013413	jg17030	XP_020885419.1
OG0013414	jg17324	XP_020884447.1
OG0013415	jg17169	XP_020883025.1
OG0013416	jg17178	XP_020883366.1
OG0013417	jg32657	XP_020869156.1
OG0013418	jg31274	XP_002890729.1
OG0013419	jg32517	XP_020869123.1
OG0013420	jg31259	XP_020868420.1
OG0013421	jg32533	XP_002891265.1
OG0013422	jg32571	XP_020866953.1
OG0013423	jg32641	XP_020870057.1
OG0013424	jg32644	XP_002893994.1
OG0013425	jg32379	XP_002893927.1
OG0013426	jg32233, jg24784	XP_020868918.1
OG0013427	jg32223	XP_020868751.1
OG0013428	jg32194	XP_002891173.1
OG0013429	jg32191	XP_020868802.1
OG0013431	jg32117	XP_020867314.1
OG0013432	jg32106	XP_020867095.1
OG0013433	jg32092	XP_020868497.1
OG0013434	jg32089	XP_020868484.1
OG0013435	jg1588	XP_002894571.1
OG0013436	jg32040	XP_002891064.1
OG0013437	jg32401	XP_020866351.1
OG0013438	jg32398	XP_020866350.1
OG0013439	jg32397	XP_020866355.1
OG0013440	jg31986	XP_020866636.1
OG0013441	jg31984	XP_020866635.1
OG0013442	jg7286	XP_002872458.1
OG0013443	jg7220	XP_020877453.1
OG0013444	jg7336	XP_002874601.2
OG0013445	jg7353, jg28033	XP_020878754.1
OG0013446	jg7355	XP_002874611.2
OG0013447	jg7383	XP_002874623.1
OG0013448	jg7431	XP_020875857.1
OG0013449	jg7462	XP_002872543.1
OG0013450	jg7466	XP_002874672.1
OG0013451	jg7469	XP_002874675.1
OG0013452	jg7494	XP_002872569.1
OG0013453	jg7497	XP_020879076.1
OG0013454	jg7500	XP_002872577.1
OG0013455	jg5766	XP_002873933.1
OG0013456	jg5769	XP_020879417.1
OG0013457	jg5782	XP_002873938.1
OG0013458	jg6555	XP_020876537.1
OG0013459	jg6569	XP_002872231.1
OG0013460	jg6571	XP_002874322.1
OG0013461	jg6573	XP_020878238.1
OG0013462	jg6609	XP_020876974.1
OG0013463	jg6622	XP_020876922.1
OG0013464	jg6631	XP_020876946.1
OG0013465	jg6638	XP_020876927.1
OG0013466	jg6645	XP_020876891.1
OG0013467	jg27290	XP_020887123.1
OG0013468	jg28224	XP_002885997.2
OG0013469	jg28235	XP_002883937.1
OG0013470	jg28281	XP_020888561.1
OG0013471	jg28312	XP_002884227.1
OG0013472	jg14427	XP_020879916.1
OG0013473	jg14363	XP_020880627.1
OG0013474	jg20207	XP_020884408.1
OG0013475	jg20201	XP_020885691.1, XP_020874910.1
OG0013476	jg20196	XP_020882692.1
OG0013477	jg20192	XP_002880323.1
OG0013478	jg20185	XP_020883853.1
OG0013479	jg20174	XP_020883001.1
OG0013480	jg20173	XP_002880313.1
OG0013481	jg19370	XP_002881750.1
OG0013482	jg20162	XP_020885532.1
OG0013483	jg20144	XP_020885514.1
OG0013484	jg20143	XP_002880294.1
OG0013485	jg20142	XP_020885515.1
OG0013486	jg20109	XP_002882101.1
OG0013487	jg20108	XP_002880277.2
OG0013488	jg20099	XP_020883380.1
OG0013489	jg20078	XP_002880261.2
OG0013490	jg20072	XP_020885324.1
OG0013491	jg20065	XP_020882714.1
OG0013492	jg20064	XP_002880252.1
OG0013493	jg20063	XP_020882699.1
OG0013494	jg20047	XP_020885062.1
OG0013495	jg20039	XP_020883465.1
OG0013496	jg20036	XP_020883280.1
OG0013497	jg20034	XP_020884376.1
OG0013498	jg20028	XP_002880229.1
OG0013499	jg20020	XP_020884502.1
OG0013500	jg19998	XP_002880212.1
OG0013501	jg19996	XP_002882043.1
OG0013502	jg19983	XP_020883212.1
OG0013503	jg19982	XP_020883211.1
OG0013504	jg19954	XP_002880186.1
OG0013505	jg19945	XP_002882018.1
OG0013506	jg19925	XP_002882004.1
OG0013507	jg19920	XP_020885615.1
OG0013508	jg19866	XP_020883852.1
OG0013509	jg19857	XP_020884581.1
OG0013510	jg19824	XP_002881973.1
OG0013511	jg19817	XP_020884935.1
OG0013512	jg19815	XP_020885805.1
OG0013513	jg19806	XP_020883954.1
OG0013514	jg19797	XP_020884818.1
OG0013515	jg19795, jg19793	XP_002880109.1
OG0013516	jg19781	XP_002880102.1
OG0013517	jg19774	XP_002880097.1
OG0013518	jg19749	XP_002881945.1
OG0013519	jg19706	XP_002880057.1
OG0013520	jg14368	XP_002875756.1
OG0013521	jg19690	XP_002880053.1
OG0013522	jg19676	XP_020884587.1
OG0013523	jg19653	XP_020884990.1
OG0013524	jg9175, jg19644	XP_002880029.1
OG0013525	jg19627	XP_020884150.1
OG0013526	jg19625	XP_020884937.1
OG0013527	jg19621	XP_002880014.1
OG0013528	jg19596	XP_020882995.1
OG0013529	jg19586	XP_020883571.1
OG0013530	jg19584	XP_020884015.1
OG0013531	jg19549	XP_002881846.1
OG0013532	jg21462	XP_002865685.1
OG0013533	jg19527	XP_002881829.1
OG0013534	jg19523	XP_020884228.1
OG0013535	jg19510	XP_020884529.1
OG0013536	jg19455	XP_002879947.1
OG0013537	jg19456	XP_020884178.1
OG0013538	jg19457	XP_002879948.1
OG0013539	jg19458	XP_020883061.1
OG0013540	jg19459	XP_020884198.1
OG0013541	jg19420	XP_002881770.1
OG0013542	jg19412	XP_002879921.1
OG0013543	jg23960	XP_020886961.1
OG0013544	jg23961	XP_020886967.1
OG0013545	jg23969	XP_020886518.1
OG0013546	jg23987	XP_020888144.1
OG0013547	jg6963	XP_002872353.1
OG0013548	jg24027	XP_020886915.1
OG0013549	jg24058	XP_002882229.2
OG0013550	jg24085	XP_020887111.1
OG0013551	jg24096	XP_020889329.1
OG0013552	jg24120	XP_020888489.1
OG0013553	jg24161	XP_002882281.1
OG0013554	jg24166	XP_020888667.1
OG0013555	jg24201	XP_020888719.1
OG0013556	jg24210	XP_002884400.1
OG0013557	jg24216	XP_002882301.1
OG0013558	jg24217	XP_002884405.1
OG0013559	jg24218	XP_002882302.1
OG0013560	jg24287, jg24229	XP_020887000.1
OG0013561	jg24243	XP_002882316.1
OG0013562	jg24245, jg25578	XP_020887021.1
OG0013563	jg24310	XP_002884440.1
OG0013564	jg24315	XP_020889022.1
OG0013565	jg24334	XP_002882362.1
OG0013566	jg24335	XP_020887167.1
OG0013567	jg24344	XP_020888475.1
OG0013568	jg24345	XP_020888429.1
OG0013569	jg24358	XP_020886532.1
OG0013570	jg24366	XP_002884470.1
OG0013571	jg24375	XP_020886923.1
OG0013572	jg24377	XP_002882379.1
OG0013573	jg24386	XP_002882386.1
OG0013574	jg24393	XP_020886359.1
OG0013575	jg24425	XP_020886784.1
OG0013576	jg24438	XP_002884508.2
OG0013577	jg24443	XP_020889080.1
OG0013578	jg24476	XP_002882428.1
OG0013579	jg24491	XP_020886152.1
OG0013580	jg24516	XP_002884540.1
OG0013581	jg24520	XP_002884543.1
OG0013582	jg24522	XP_002884545.1
OG0013583	jg24541	XP_020885890.1
OG0013584	jg24549	XP_002882452.1
OG0013585	jg24574	XP_002862189.2, XP_020887552.1
OG0013586	jg24589	XP_020887521.1
OG0013587	jg24596	XP_002882477.1
OG0013588	jg24603	XP_002884593.1
OG0013589	jg24614	XP_020888786.1
OG0013590	jg24626	XP_020887599.1
OG0013591	jg24659	XP_020887530.1
OG0013592	jg24665	XP_002884628.1
OG0013593	jg24666	XP_002882514.1
OG0013594	jg24670	XP_020868838.1, XP_002884631.1
OG0013595	jg24693	XP_020889423.1
OG0013597	jg24730	XP_002882545.1
OG0013598	jg24732	XP_020886955.1
OG0013599	jg24764	XP_020886574.1
OG0013600	jg24769	XP_020887908.1
OG0013601	jg24781	XP_020887902.1
OG0013602	jg24806	XP_020886663.1
OG0013603	jg24812	XP_002884706.1
OG0013604	jg10053	XP_020873275.1
OG0013605	jg24819	XP_002882598.1
OG0013606	jg24821	XP_020887081.1
OG0013607	jg24832	XP_020889485.1
OG0013608	jg24876	XP_020887257.1
OG0013609	jg24880	XP_020887445.1
OG0013610	jg24891	XP_002882632.1
OG0013611	jg24920	XP_020887300.1
OG0013612	jg24922	XP_020885987.1
OG0013613	jg24939	XP_020889510.1
OG0013614	jg24950	XP_020887299.1
OG0013615	jg24952	XP_020887946.1
OG0013616	jg24980	XP_002882667.1
OG0013617	jg24999, jg27437	XP_002884801.1
OG0013618	jg25003	XP_002884802.1
OG0013619	jg25022	XP_002882698.1
OG0013620	jg25023	XP_020885972.1
OG0013621	jg25024	XP_020885975.1
OG0013622	jg25028	XP_002884816.1
OG0013623	jg25036	XP_020886080.1
OG0013625	jg25057	XP_002882715.1
OG0013626	jg25066	XP_002882718.1
OG0013627	jg25069	XP_020888279.1
OG0013628	jg25108	XP_020888214.1
OG0013629	jg25115	XP_020888317.1
OG0013630	jg25154	XP_020888222.1
OG0013631	jg25163	XP_002882766.1
OG0013632	jg25168	XP_020888274.1
OG0013634	jg25193	XP_002884899.1
OG0013635	jg25196	XP_002884901.1
OG0013636	jg25210	XP_002882779.1
OG0013637	jg25223	XP_020886407.1
OG0013638	jg25234	XP_020886586.1
OG0013639	jg25253	XP_002884933.2
OG0013640	jg25283	XP_002882806.2
OG0013641	jg25294	XP_002884953.1
OG0013642	jg25351	XP_020888179.1
OG0013643	jg25390	XP_002882856.1
OG0013644	jg14443	XP_002875794.1
OG0013645	jg25412	XP_002885007.1
OG0013646	jg25452	XP_002882878.2
OG0013647	jg25474	XP_020886816.1
OG0013648	jg25492	XP_020886337.1
OG0013649	jg25504	XP_020888813.1
OG0013650	jg25510	XP_020888816.1
OG0013651	jg25538	XP_002885073.1
OG0013652	jg25544	XP_002885074.1
OG0013653	jg25547	XP_002882922.1
OG0013654	jg25551	XP_002885077.1
OG0013655	jg25565	XP_020886011.1
OG0013656	jg25574	XP_002882937.1
OG0013657	jg25603	XP_020888063.1
OG0013658	jg25607	XP_020887646.1
OG0013659	jg12559	XP_002870752.1
OG0013660	jg25616	XP_002885104.2
OG0013661	jg25623	XP_002882963.1
OG0013662	jg25638	XP_020886235.1
OG0013663	jg25644	XP_020886109.1
OG0013664	jg25653	XP_002882977.1
OG0013666	jg25685	XP_002883000.1
OG0013667	jg25686	XP_020889168.1
OG0013668	jg25751	XP_020889185.1
OG0013669	jg25752	XP_002885165.1
OG0013670	jg25769	XP_002883033.1
OG0013671	jg25773	XP_002883035.1
OG0013672	jg25777	XP_020889214.1
OG0013673	jg25782	XP_020889124.1
OG0013674	jg25788	XP_002883040.1
OG0013675	jg25790	XP_020889172.1
OG0013676	jg25805	XP_002885189.1
OG0013677	jg25829	XP_020889112.1
OG0013678	jg25832	XP_002885203.2
OG0013679	jg25839	XP_002883056.1
OG0013680	jg25843	XP_002883058.1
OG0013682	jg25865	XP_002883073.1
OG0013683	jg25868	XP_020889165.1
OG0013684	jg25872	XP_002883077.1
OG0013685	jg25873	XP_020889212.1
OG0013686	jg25874	XP_002885222.2
OG0013687	jg25881	XP_002883083.1
OG0013688	jg25883	XP_020889086.1
OG0013689	jg25911	XP_002883096.1
OG0013690	jg25912	XP_002883097.1
OG0013691	jg25981	XP_020889437.1
OG0013692	jg26007	XP_020886258.1
OG0013693	jg26061	XP_020886273.1
OG0013694	jg26074	XP_002883176.2
OG0013695	jg26075	XP_020888444.1
OG0013696	jg26088	XP_002883185.1
OG0013697	jg26119	XP_002885325.1
OG0013698	jg26131	XP_002883208.1
OG0013699	jg26137	XP_002885344.1
OG0013700	jg26164	XP_020886761.1
OG0013701	jg26175	XP_002885358.1
OG0013702	jg26180	XP_020888383.1
OG0013703	jg26199	XP_002885372.1
OG0013704	jg26200	XP_020887514.1
OG0013705	jg26201	XP_020887511.1
OG0013706	jg26202	XP_002885374.1
OG0013707	jg26207	XP_020888560.1
OG0013708	jg26214	XP_002883257.1
OG0013709	jg992	XP_002886636.1
OG0013710	jg26242	XP_002883266.1
OG0013711	jg26250	XP_020887200.1
OG0013712	jg26255	XP_002883275.1
OG0013714	jg12502	XP_020872938.1
OG0013715	jg12481	XP_002870799.1
OG0013716	jg10017	XP_020873236.1
OG0013717	jg12417	XP_020872190.1
OG0013718	jg12404	XP_002870832.1
OG0013719	jg12401	XP_020874728.1
OG0013720	jg12358	XP_020875523.1
OG0013721	jg12327	XP_020875065.1
OG0013722	jg12303	XP_002870874.1
OG0013723	jg12257	XP_020872348.1
OG0013724	jg12237	XP_020873885.1
OG0013725	jg12234	XP_002870553.1
OG0013726	jg1582	XP_020869920.1
OG0013727	jg12223	XP_020875109.1
OG0013728	jg12211	XP_020875331.1
OG0013729	jg12168	XP_020875005.1
OG0013730	jg12098, jg12096	XP_020875446.1
OG0013731	jg12048	XP_020872553.1
OG0013732	jg21272	XP_020889964.1
OG0013733	jg26642	XP_002885598.1
OG0013734	jg26633	XP_020887228.1
OG0013735	jg26606	XP_020888993.1
OG0013736	jg26593	XP_002885564.1
OG0013737	jg26580	XP_002883418.1
OG0013738	jg26575	XP_020889512.1
OG0013739	jg26549	XP_002883397.1
OG0013740	jg26537	XP_020886678.1
OG0013741	jg26498	XP_020886699.1
OG0013742	jg26485	XP_002885509.1
OG0013743	jg26474	XP_002883366.2
OG0013744	jg1865	XP_020890901.1
OG0013745	jg26451	XP_020882282.1, XP_002883349.1
OG0013746	jg26392	XP_002885474.1
OG0013747	jg26380	XP_002883319.1
OG0013748	jg26365	XP_002885460.1
OG0013749	jg26359	XP_002885454.1
OG0013750	jg26347	XP_002885445.1
OG0013751	jg26316	XP_020889383.1
OG0013752	jg9375	XP_020874370.1
OG0013753	jg1501	XP_020869485.1
OG0013754	jg2069	XP_002887020.1
OG0013755	jg2055	XP_020890509.1
OG0013756	jg1913	XP_002888410.1
OG0013757	jg1853	XP_002886829.1
OG0013758	jg1875	XP_020891134.1
OG0013759	jg1897	XP_002886911.1
OG0013760	jg1579	XP_002891891.1
OG0013761	jg1532	XP_002894592.1
OG0013762	jg1527	XP_020867358.1
OG0013763	jg5745	XP_002871851.1
OG0013764	jg5705	XP_020876128.1
OG0013765	jg5700	XP_020879063.1
OG0013766	jg5694	XP_002873898.1
OG0013767	jg5687	XP_002873894.2
OG0013768	jg5685	XP_020876826.1
OG0013769	jg17240	XP_002880740.1
OG0013770	jg16854	XP_002880533.2
OG0013771	jg5661	XP_020879008.1
OG0013772	jg21567	XP_002865730.1
OG0013773	jg21573	XP_020885698.1
OG0013774	jg21369	XP_020871697.1
OG0013775	jg21368	XP_002863889.1
