Orthogroup	Arabidopsis_arenosa	Conringia_planisiliqua
OG0018728	jg14582	CP3_g14616_DN3_SP2_c.t1
OG0018730	jg26656	CP12_g30769_DN2_SP0_c.t1
OG0018731	jg2903	CP9_g28908_DN2_SP1_c.t1
OG0018732	jg2894	CP9_g28900_DN3_SP2_c.t1
OG0018734	jg31086	CP7_g45306_DN3_SP7_c.t1
OG0018735	jg8118	CP8_g54588_DN3_SP1_c.t1
OG0018736	jg8243	CP26_g51137_DN2_SP1_c.t1
OG0018737	jg28479	CP1_g36473_DN2_SP0_c.t1
OG0018738	jg28836	CP1_g36570_DN1_SP0_c.t1
OG0018739	jg28963	CP1_g36905_DN2_SP0_c.t1
OG0018740	jg28998	CP1_g36933_DN3_SP0_c.t1
OG0018741	jg29611	CP1_g37468_DN3_SP0_c.t1
OG0018743	jg30772	CP7_g45574_DN3_SP0_c.t1
OG0018744	jg30940	CP7_g45416_DN3_SP0_c.t1
OG0018745	jg30957	CP7_g45397_DN3_SP1_c.t1
OG0018746	jg31031	CP7_g45340_DN3_SP1_c.t1
OG0018747	jg31044	CP7_g45333_DN3_SP5_c.t1
OG0018748	jg31116	CP7_g45282_DN3_SP2_c.t1
OG0018749	jg31127	CP7_g45275_DN3_SP4_c.t1
OG0018750	jg31144	CP7_g45258_DN2_SP0_c.t1
OG0018751	jg31166	CP7_g45235_DN2_SP0_c.t1
OG0018752	jg31186	CP7_g45219_DN3_SP3_c.t1
OG0018755	jg32497	CP1_g40244_DN3_SP5_c.t1
OG0018757	jg32619	CP1_g38939_DN2_SP0_c.t1
OG0018758	jg33402	CP1_g37901_DN3_SP2_c.t1
OG0018760	jg407, jg409	CP13_g19092_DN2_SP0_c.t1
OG0018762	jg928	CP2_g49244_DN3_SP1_c.t1
OG0018763	jg1134	CP2_g49412_DN2_SP1_c.t1
OG0018764	jg1345	CP2_g49772_DN3_SP8_c.t1
OG0018765	jg1358	CP2_g49817_DN3_SP0_c.t1
OG0018766	jg1804	CP31_g46733_DN3_SP6_c.t1
OG0018767	jg1982	CP9_g28066_DN2_SP0_c.t1, CP9_g28069_DN2_SP0_c.t1
OG0018768	jg2388	CP9_g28401_DN3_SP0_c.t1
OG0018769	jg2442	CP9_g28457_DN1_SP0_c.t1
OG0018770	jg3056	CP9_g29048_DN2_SP0_c.t1
OG0018771	jg3358	CP9_g29339_DN2_SP0_c.t1
OG0018772	jg3400	CP9_g29375_DN3_SP0_c.t1
OG0018774	jg3606	CP9_g29558_DN2_SP1_c.t1
OG0018775	jg3608	CP9_g29560_DN1_SP0_c.t1
OG0018776	jg3751	CP9_g29700_DN2_SP0_c.t1
OG0018777	jg3761	CP9_g29710_DN3_SP1_c.t1
OG0018778	jg24658	CP9_g28648_DN1_SP0_c.t1
OG0018779	jg25255	CP10_g43252_DN1_SP0_c.t1
OG0018780	jg25295	CP10_g43280_DN3_SP0_c.t1
OG0018781	jg25363	CP10_g43331_DN3_SP5_c.t1
OG0018782	jg25712	CP7_g44451_DN3_SP0_c.t1
OG0018783	jg26020	CP12_g30225_DN3_SP0_c.t1
OG0018785	jg26803	CP11_g31828_DN3_SP0_c.t1
OG0018786	jg27175	CP17_g5291_DN3_SP0_c.t1
OG0018788	jg27404	CP15_g35279_DN3_SP0_c.t1
OG0018790	jg27670	CP10_g43991_DN3_SP0_c.t1
OG0018792	jg28065	CP10_g43631_DN3_SP0_c.t1
OG0018793	jg28313	CP12_g29814_DN3_SP4_c.t1
OG0018794	jg28321	CP12_g29806_DN3_SP1_c.t1
OG0018795	jg16786	CP16_g54979_DN3_SP0_c.t1
OG0018796	jg16803	CP16_g54994_DN3_SP0_c.t1
OG0018797	jg16808	CP16_g55003_DN3_SP2_c.t1
OG0018798	jg16877	CP16_g55064_DN3_SP2_c.t1
OG0018799	jg16951	CP16_g55135_DN3_SP2_c.t1
OG0018800	jg16979	CP16_g55153_DN3_SP0_c.t1, CP25_g55828_DN3_SP0_c.t1
OG0018801	jg17007	CP16_g55170_DN2_SP0_c.t1
OG0018802	jg17477	CP1_g39331_DN3_SP0_c.t1, CP34_g51622_DN2_SP0_c.t1, CP13_g20297_DN1_SP0_c.t1, CP2_g50510_DN2_SP0_c.t1, CP15_g34783_DN1_SP0_c.t1, CP15_g35809_DN2_SP0_c.t1, CP2_g50206_DN2_SP0_c.t1, CP39_g21116_DN1_SP0_c.t1
OG0018803	jg17496	CP1_g40652_DN1_SP0_c.t1
OG0018804	jg17512	CP4_g26673_DN3_SP6_c.t1
OG0018806	jg18504	CP4_g25341_DN3_SP0_c.t1
OG0018807	jg18533	CP4_g25311_DN3_SP0_c.t1
OG0018808	jg18790	CP4_g25086_DN3_SP0_c.t1
OG0018809	jg18908	CP4_g24983_DN3_SP5_c.t1
OG0018811	jg19659	CP4_g24401_DN3_SP5_c.t1
OG0018812	jg20121	CP4_g24009_DN3_SP0_c.t1
OG0018815	jg13298	CP13_g19394_DN3_SP0_c.t1
OG0018816	jg13550	CP13_g19221_DN3_SP3_c.t1
OG0018817	jg13993	CP3_g15931_DN3_SP0_c.t1
OG0018818	jg14248	CP3_g14952_DN3_SP0_c.t1
OG0018819	jg14349	CP3_g14860_DN2_SP0_c.t1
OG0018820	jg14442, jg15315	CP3_g13979_DN3_SP0_c.t1
OG0018822	jg14831	CP3_g14401_DN3_SP0_c.t1
OG0018823	jg14944	CP3_g14303_DN3_SP4_c.t1
OG0018824	jg15016	CP3_g14234_DN2_SP0_c.t1
OG0018825	jg15294	CP3_g13994_DN1_SP0_c.t1
OG0018826	jg15446	CP3_g13840_DN3_SP2_c.t1
OG0018828	jg16099	CP3_g13349_DN2_SP0_c.t1
OG0018829	jg16306	CP3_g13155_DN3_SP0_c.t1
OG0018831	jg5371	CP11_g32425_DN3_SP0_c.t1
OG0018833	jg6286	CP2_g48352_DN3_SP0_c.t1
OG0018834	jg6801	CP2_g48657_DN3_SP3_c.t1
OG0018835	jg7022	CP14_g23840_DN3_SP8_c.t1
OG0018836	jg7046	CP14_g23701_DN3_SP0_c.t1
OG0018837	jg7334	CP20_g4148_DN3_SP7_c.t1
OG0018838	jg7368	CP20_g4198_DN3_SP8_c.t1
OG0018840	jg7758	CP11_g31892_DN3_SP0_c.t1
OG0018843	jg8626	CP5_g301_DN3_SP1_c.t1
OG0018844	jg8795	CP5_g458_DN3_SP0_c.t1
OG0018845	jg8872	CP5_g529_DN3_SP0_c.t1
OG0018847	jg9600	CP5_g1164_DN3_SP8_c.t1
OG0018848	jg9763	CP19_g17947_DN3_SP0_c.t1
OG0018849	jg9773	CP19_g17956_DN3_SP6_c.t1
OG0018850	jg9792	CP19_g17980_DN3_SP4_c.t1
OG0018851	jg9809	CP19_g17995_DN3_SP0_c.t1
OG0018852	jg9886	CP19_g18063_DN3_SP1_c.t1
OG0018853	jg10026	CP19_g18200_DN3_SP0_c.t1
OG0018854	jg10848	CP6_g7062_DN3_SP0_c.t1
OG0018856	jg11438	CP6_g7667_DN3_SP8_c.t1
OG0018857	jg11453	CP8_g53084_DN3_SP0_c.t1, CP8_g53070_DN2_SP0_c.t1, CP8_g53074_DN3_SP0_c.t1, CP8_g53086_DN3_SP0_c.t1, CP8_g53064_DN3_SP0_c.t1, CP8_g53068_DN3_SP0_c.t1, CP8_g53066_DN3_SP0_c.t1, CP8_g53085_DN3_SP0_c.t1, CP8_g53069_DN1_SP0_c.t1, CP8_g53067_DN3_SP0_c.t1, CP8_g53065_DN3_SP0_c.t1
OG0018858	jg11627	CP10_g43634_DN3_SP6_c.t1
OG0018859	jg11982	CP5_g2088_DN3_SP8_c.t1
OG0018860	jg12210	CP5_g1786_DN3_SP0_c.t1
OG0018861	jg12653	CP5_g1376_DN1_SP0_c.t1
OG0018862	jg21093	CP22_g17286_DN3_SP0_c.t1
OG0018863	jg21118	CP22_g17343_DN3_SP0_c.t1
OG0018864	jg21137	CP22_g17652_DN3_SP0_c.t1
OG0018865	jg21407	CP2_g48769_DN3_SP0_c.t1
OG0018866	jg21505	CP2_g48730_DN1_SP0_c.t1
OG0018867	jg21652	CP8_g52359_DN3_SP8_c.t1
OG0018868	jg21668	CP8_g52573_DN3_SP0_c.t1
OG0018869	jg21696	CP8_g52812_DN1_SP0_c.t1
OG0018870	jg21732	CP8_g52923_DN3_SP7_c.t1
OG0018871	jg21756	CP8_g52976_DN3_SP4_c.t1
OG0018873	jg21826	CP8_g53060_DN2_SP0_c.t1
OG0018874	jg21829	CP8_g53088_DN1_SP0_c.t1, CP16_g54862_DN2_SP0_c.t1
OG0018875	jg21855	CP8_g53114_DN3_SP0_c.t1
OG0018876	jg21873	CP8_g53129_DN3_SP0_c.t1
OG0018877	jg21917	CP8_g53178_DN3_SP0_c.t1
OG0018878	jg21992	CP8_g53233_DN3_SP0_c.t1
OG0018880	jg22199, jg22201	CP8_g53392_DN1_SP0_c.t1
OG0018881	jg23402	CP2_g47892_DN3_SP3_c.t1
OG0018882	jg23744	CP2_g47571_DN3_SP0_c.t1
OG0018883	jg23784	CP2_g47529_DN3_SP0_c.t1
OG0018912	jg14666	CP3_g14534_DN3_SP0_c.t1
OG0018913	jg14650	CP3_g14550_DN3_SP3_c.t1
OG0018914	jg14604	CP3_g14585_DN2_SP0_c.t1
OG0018918	jg5523	CP11_g32269_DN3_SP0_c.t1
OG0018919	jg5412	CP11_g32385_DN3_SP7_c.t1
OG0018921	jg5268	CP11_g32520_DN3_SP6_c.t1
OG0018930	jg9990	CP19_g18167_DN3_SP4_c.t1
OG0018932	jg17540	CP4_g26801_DN3_SP0_c.t1
OG0018933	jg4576	CP11_g33161_DN3_SP5_c.t1
OG0018936	jg9927	CP19_g18105_DN3_SP0_c.t1
OG0018937	jg10066	CP19_g18236_DN3_SP0_c.t1
OG0018938	jg31364	CP7_g45053_DN2_SP0_c.t1
OG0018940	jg31874, jg31877	CP7_g44671_DN3_SP3_c.t1
OG0018941	jg31903	CP7_g44640_DN3_SP0_c.t1
OG0018943	jg13118	CP13_g19526_DN3_SP3_c.t1
OG0018944	jg13166	CP13_g19491_DN3_SP0_c.t1
OG0018945	jg23654	CP2_g47656_DN2_SP0_c.t1
OG0018946	jg23545	CP2_g47764_DN3_SP0_c.t1
OG0018948	jg23329	CP2_g47952_DN3_SP6_c.t1
OG0018949	jg23171	CP2_g48083_DN3_SP0_c.t1
OG0018950	jg5849	CP8_g54339_DN2_SP0_c.t1
OG0018952	jg22991	CP8_g54073_DN3_SP7_c.t1
OG0018954	jg22777	CP8_g53865_DN3_SP0_c.t1
OG0018955	jg22773	CP8_g53860_DN3_SP2_c.t1
OG0018962	jg4315	CP11_g33343_DN3_SP8_c.t1
OG0018963	jg4264	CP11_g33386_DN3_SP0_c.t1
OG0018965	jg4183	CP11_g33459_DN3_SP0_c.t1
OG0018966	jg26341	CP12_g30510_DN3_SP0_c.t1
OG0018968	jg3968	CP11_g33643_DN3_SP1_c.t1
OG0018970	jg3841	CP11_g33744_DN3_SP0_c.t1
OG0018971	jg12700	CP5_g1332_DN3_SP0_c.t1
OG0018972	jg12710	CP19_g17944_DN3_SP0_c.t1
OG0018974	jg3199	CP9_g29179_DN3_SP7_c.t1
OG0018978	jg33826	CP7_g46480_DN2_SP0_c.t1
OG0018979	jg33655	CP7_g46343_DN2_SP0_c.t1
OG0018980	jg18769	CP4_g25107_DN3_SP2_c.t1
OG0018981	jg14280	CP3_g14920_DN3_SP0_c.t1
OG0018983	jg21655	CP8_g52379_DN3_SP0_c.t1
OG0018984	jg11551	CP6_g8169_DN3_SP3_c.t1
OG0018985	jg11247	CP6_g7422_DN3_SP1_c.t1
OG0018986	jg11197	CP6_g7377_DN3_SP0_c.t1
OG0018987	jg21665	CP8_g52536_DN3_SP8_c.t1
OG0018988	jg21664	CP8_g52498_DN1_SP0_c.t1
OG0018989	jg21736	CP8_g52927_DN3_SP0_c.t1
OG0018992	jg3087	CP9_g29074_DN1_SP0_c.t1
OG0018993	jg3133	CP9_g29119_DN3_SP0_c.t1
OG0018995	jg9564	CP5_g1128_DN3_SP1_c.t1
OG0018998	jg2596	CP9_g28604_DN2_SP0_c.t1
OG0019002	jg33480	CP1_g37842_DN3_SP0_c.t1
OG0019003	jg21022	CP13_g20583_DN3_SP0_c.t1
OG0019005	jg18540	CP4_g25304_DN3_SP0_c.t1
OG0019006	jg18552	CP4_g25291_DN2_SP5_c.t1
OG0019009	jg10713	CP6_g6935_DN1_SP0_c.t1
OG0019010	jg10779	CP6_g6988_DN3_SP1_c.t1
OG0019011	jg12837	CP19_g17837_DN3_SP7_c.t1
OG0019014	jg10953	CP6_g7170_DN2_SP0_c.t1
OG0019015	jg10946	CP6_g7163_DN2_SP0_c.t1
OG0019016	jg10922	CP6_g7143_DN1_SP0_c.t1
OG0019017	jg31928	CP7_g44622_DN3_SP0_c.t1
OG0019018	jg31925	CP7_g44624_DN2_SP1_c.t1
OG0019019	jg23882	CP10_g42090_DN3_SP0_c.t1
OG0019020	jg23900	CP10_g42109_DN3_SP0_c.t1
OG0019021	jg23745	CP2_g47570_DN3_SP0_c.t1
OG0019022	jg15166, jg15730, jg15651	CP3_g13621_DN3_SP0_c.t1, CP3_g13622_DN3_SP0_c.t1
OG0019023	jg15691	CP3_g13659_DN3_SP0_c.t1
OG0019026	jg15232	CP3_g14055_DN2_SP0_c.t1, CP3_g14056_DN3_SP0_c.t1
OG0019027	jg22130	CP8_g53340_DN3_SP0_c.t1
OG0019029	jg26945	CP12_g31013_DN2_SP5_c.t1
OG0019038	jg7467	CP20_g4308_DN3_SP0_c.t1
OG0019040	jg28317	CP12_g29810_DN3_SP8_c.t1
OG0019041	jg14372	CP3_g14840_DN3_SP2_c.t1
OG0019043	jg20089	CP4_g24036_DN3_SP0_c.t1
OG0019045	jg19937	CP4_g24185_DN2_SP1_c.t1
OG0019046	jg19842	CP4_g24245_DN3_SP0_c.t1
OG0019047	jg19833	CP4_g24254_DN3_SP1_c.t1
OG0019048	jg19829	CP4_g24260_DN3_SP6_c.t1
OG0019051	jg23971	CP10_g42167_DN2_SP1_c.t1
OG0019058	jg24546	CP10_g42617_DN3_SP0_c.t1
OG0019064	jg25772	CP12_g30036_DN3_SP6_c.t1
OG0019065	jg25884	CP12_g30109_DN3_SP3_c.t1
OG0019070	jg26559	CP12_g30671_DN3_SP0_c.t1
OG0019071	jg26510	CP12_g30633_DN3_SP8_c.t1
OG0019075	jg5738	CP8_g54455_DN1_SP1_c.t1
OG0019076	jg5734	CP8_g54462_DN3_SP1_c.t1
OG0019077	jg28415	CP1_g36413_DN3_SP7_c.t1
OG0019078	jg28505	CP1_g36495_DN3_SP8_c.t1
OG0019079	jg28659	CP4_g25986_DN3_SP0_c.t1, CP20_g4384_DN3_SP0_c.t1
OG0019081	jg28705	CP1_g36689_DN3_SP4_c.t1
OG0019082	jg28725	CP1_g36671_DN3_SP0_c.t1
OG0019083	jg28767	CP1_g36628_DN3_SP0_c.t1
OG0019084	jg28925	CP1_g36870_DN3_SP7_c.t1
OG0019086	jg29192	CP6_g7666_DN3_SP0_c.t1
OG0019087	jg29330	CP1_g37245_DN3_SP8_c.t1
OG0019089	jg28468, jg2104	CP1_g36465_DN3_SP0_c.t1, CP2_g49343_DN3_SP0_c.t1, CP2_g49344_DN3_SP0_c.t1, CP2_g49342_DN2_SP0_c.t1, CP2_g49341_DN3_SP0_c.t1
OG0019091	jg30782	CP7_g45564_DN3_SP0_c.t1
OG0019092	jg30862	CP7_g45482_DN3_SP3_c.t1
OG0019093	jg2738	CP13_g20219_DN2_SP0_c.t1, CP9_g28742_DN3_SP0_c.t1
OG0019096	jg681	CP2_g49038_DN3_SP0_c.t1
OG0019097	jg924	CP2_g49239_DN3_SP0_c.t1
OG0019098	jg1061	CP2_g49368_DN2_SP0_c.t1
OG0019100	jg402	CP13_g19085_DN3_SP0_c.t1
OG0019104	jg20288	CP13_g19741_DN3_SP3_c.t1
OG0019105	jg20285	CP13_g19739_DN3_SP3_c.t1
OG0019106	jg20722, jg20727	CP13_g20156_DN3_SP0_c.t1
OG0019107	jg23187, jg23186	CP2_g48071_DN2_SP0_c.t1
OG0019111	jg8371	CP5_g84_DN3_SP6_c.t1
OG0019118	jg7997	CP11_g32088_DN3_SP0_c.t1
OG0019123	jg13180	CP13_g19475_DN3_SP0_c.t1
OG0019124	jg28411	CP1_g36410_DN3_SP0_c.t1
OG0019125	jg28608	CP1_g36774_DN3_SP0_c.t1
OG0019126	jg29066	CP1_g37000_DN2_SP0_c.t1
OG0019128	jg7456	CP12_g31277_DN2_SP0_c.t1
OG0019129	jg29925	CP1_g37755_DN2_SP0_c.t1
OG0019133	jg31167	CP7_g45234_DN3_SP1_c.t1
OG0019135	jg31200	CP7_g45203_DN3_SP1_c.t1
OG0019136	jg31228	CP7_g45178_DN3_SP0_c.t1
OG0019138	jg31816	CP7_g44722_DN3_SP0_c.t1
OG0019139	jg32111, jg33669	CP7_g46357_DN3_SP2_c.t1
OG0019140	jg32273	CP21_g11034_DN3_SP0_c.t1
OG0019142	jg32375	CP1_g41326_DN3_SP0_c.t1, CP1_g41325_DN3_SP0_c.t1
OG0019143	jg32512	CP1_g39953_DN3_SP2_c.t1
OG0019144	jg32627	CP1_g38992_DN1_SP0_c.t1, CP1_g38991_DN1_SP0_c.t1
OG0019145	jg33139	CP1_g38099_DN3_SP0_c.t1
OG0019146	jg33738, jg33735, jg33730	CP7_g46413_DN3_SP0_c.t1
OG0019147	jg864, jg866	CP16_g55073_DN2_SP0_c.t1
OG0019149	jg1341	CP2_g49757_DN3_SP2_c.t1
OG0019150	jg1371	CP2_g49372_DN3_SP0_c.t1, CP2_g49284_DN3_SP0_c.t1
OG0019151	jg1449	CP2_g50039_DN3_SP0_c.t1
OG0019152	jg1504	CP2_g50355_DN3_SP0_c.t1
OG0019153	jg17080, jg1644	CP16_g55274_DN3_SP0_c.t1
OG0019158	jg2064	CP9_g28168_DN3_SP6_c.t1
OG0019159	jg2409	CP9_g28422_DN1_SP0_c.t1
OG0019161	jg2891	CP9_g28897_DN3_SP2_c.t1
OG0019162	jg2892	CP9_g28898_DN3_SP0_c.t1
OG0019163	jg2916	CP9_g28918_DN3_SP0_c.t1
OG0019166	jg24122	CP10_g42291_DN3_SP0_c.t1
OG0019170	jg26318	CP12_g30485_DN3_SP0_c.t1
OG0019171	jg26356	CP12_g30521_DN3_SP0_c.t1
OG0019172	jg26671	CP12_g30802_DN1_SP0_c.t1
OG0019174	jg27141	CP14_g22983_DN3_SP8_c.t1
OG0019175	jg27216	CP17_g5783_DN3_SP1_c.t1
OG0019177	jg27357	CP15_g35830_DN3_SP7_c.t1
OG0019178	jg27396	CP15_g35520_DN3_SP8_c.t1
OG0019180	jg28117	CP10_g43592_DN2_SP0_c.t1
OG0019182	jg16700	CP16_g54902_DN3_SP8_c.t1
OG0019183	jg16865	CP16_g55054_DN3_SP0_c.t1
OG0019184	jg16923	CP16_g55116_DN2_SP0_c.t1
OG0019185	jg17069	CP16_g55261_DN3_SP0_c.t1
OG0019188	jg17216	CP18_g12594_DN3_SP0_c.t1
OG0019192	jg12980	CP13_g19634_DN3_SP0_c.t1
OG0019194	jg13122	CP13_g19521_DN1_SP0_c.t1
OG0019195	jg13167	CP13_g19490_DN3_SP0_c.t1
OG0019196	jg13349	CP13_g19352_DN3_SP3_c.t1
OG0019198	jg14176	CP3_g15152_DN3_SP0_c.t1
OG0019199	jg14279	CP3_g14923_DN1_SP0_c.t1
OG0019201	jg14825	CP3_g14407_DN3_SP2_c.t1
OG0019203	jg15176	CP3_g14104_DN2_SP0_c.t1
OG0019206	jg5098	CP11_g32677_DN2_SP0_c.t1
OG0019207	jg5494, jg5492	CP12_g30941_DN3_SP0_c.t1, CP12_g30958_DN2_SP0_c.t1
OG0019208	jg5646	CP11_g32165_DN3_SP0_c.t1, CP11_g32171_DN3_SP0_c.t1
OG0019209	jg6242	CP2_g48315_DN3_SP0_c.t1
OG0019212	jg7109, jg7124	CP34_g51541_DN3_SP7_c.t1
OG0019213	jg7260	CP20_g4040_DN3_SP0_c.t1
OG0019214	jg7290	CP20_g4117_DN3_SP6_c.t1
OG0019215	jg7464	CP20_g4306_DN3_SP6_c.t1
OG0019216	jg8217	CP8_g54653_DN3_SP2_c.t1
OG0019220	jg9762	CP5_g1320_DN2_SP0_c.t1
OG0019221	jg9768	CP19_g17951_DN1_SP0_c.t1
OG0019222	jg9789	CP19_g17976_DN3_SP8_c.t1
OG0019223	jg9813	CP19_g18000_DN3_SP3_c.t1
OG0019224	jg9889	CP19_g18066_DN2_SP0_c.t1
OG0019225	jg9924	CP19_g18102_DN3_SP0_c.t1
OG0019226	jg10020	CP19_g18192_DN3_SP0_c.t1
OG0019228	jg11350	CP6_g7527_DN3_SP3_c.t1
OG0019230	jg11620	CP6_g8529_DN3_SP7_c.t1
OG0019231	jg11708	CP6_g9684_DN3_SP0_c.t1
OG0019232	jg12199	CP5_g1796_DN2_SP0_c.t1
OG0019233	jg12677	CP5_g1352_DN3_SP0_c.t1
OG0019234	jg12781	CP19_g17869_DN2_SP2_c.t1
OG0019235	jg12825	CP19_g17842_DN3_SP0_c.t1
OG0019236	jg12835	CP19_g17839_DN3_SP1_c.t1
OG0019238	jg20928	CP13_g20352_DN2_SP0_c.t1
OG0019239	jg20933	CP13_g20363_DN3_SP0_c.t1
OG0019240	jg21006	CP13_g20542_DN3_SP7_c.t1
OG0019241	jg21271	CP2_g48834_DN3_SP0_c.t1
OG0019243	jg21540	CP2_g48716_DN3_SP6_c.t1
OG0019244	jg21606	CP9_g27931_DN2_SP7_c.t1
OG0019245	jg21609	CP27_g41813_DN3_SP0_c.t1
OG0019246	jg21660	CP8_g52475_DN3_SP0_c.t1
OG0019248	jg21977	CP8_g53221_DN3_SP0_c.t1, CP8_g53222_DN3_SP0_c.t1
OG0019252	jg184	CP547_g22393_DN1_SP0_c.t1, CP510_g51849_DN1_SP0_c.t1, CP156_g16817_DN1_SP0_c.t1, CP20_g4082_DN1_SP0_c.t1
OG0019300	jg5351	CP11_g32445_DN3_SP2_c.t1
OG0019302	jg5230	CP11_g32552_DN3_SP6_c.t1
OG0019303	jg4821	CP11_g32932_DN2_SP0_c.t1
OG0019304	jg4691	CP11_g33048_DN2_SP0_c.t1
OG0019307	jg17969	CP4_g25796_DN3_SP7_c.t1
OG0019310	jg31546	CP7_g44894_DN2_SP0_c.t1
OG0019311	jg20805	CP2_g47947_DN3_SP0_c.t1
OG0019313	jg23123	CP2_g48129_DN1_SP0_c.t1
OG0019314	jg5006	CP11_g32758_DN3_SP0_c.t1
OG0019315	jg8096	CP8_g54281_DN3_SP1_c.t1
OG0019318	jg22874	CP8_g53952_DN3_SP7_c.t1
OG0019320	jg22327	CP8_g53474_DN3_SP0_c.t1
OG0019321	jg4591	CP11_g33146_DN3_SP0_c.t1
OG0019324	jg3847	CP11_g33739_DN3_SP0_c.t1
OG0019326	jg3809	CP11_g33768_DN3_SP4_c.t1
OG0019327	jg12692	CP5_g1337_DN2_SP0_c.t1
OG0019328	jg12846	CP19_g17830_DN3_SP2_c.t1
OG0019331	jg3371	CP9_g29350_DN3_SP7_c.t1
OG0019333	jg3279	CP9_g29263_DN2_SP0_c.t1
OG0019334	jg3283	CP7_g45106_DN3_SP0_c.t1
OG0019335	jg33825	CP7_g46479_DN2_SP7_c.t1
OG0019336	jg33659	CP7_g46347_DN2_SP0_c.t1
OG0019339	jg11250, jg11249	CP6_g7430_DN3_SP5_c.t1
OG0019342	jg499	CP2_g48908_DN3_SP0_c.t1
OG0019343	jg20129	CP4_g24000_DN2_SP0_c.t1
OG0019346	jg20605	CP13_g20051_DN3_SP7_c.t1
OG0019348	jg33102	CP1_g38129_DN3_SP7_c.t1
OG0019351	jg33173	CP1_g38079_DN3_SP0_c.t1
OG0019352	jg14058	CP3_g15627_DN3_SP6_c.t1
OG0019353	jg33321	CP1_g37965_DN3_SP0_c.t1
OG0019354	jg14898	CP3_g14345_DN2_SP4_c.t1
OG0019358	jg10289	CP19_g18435_DN3_SP0_c.t1
OG0019359	jg21063	CP22_g17070_DN3_SP0_c.t1
OG0019360	jg23917	CP10_g42120_DN3_SP0_c.t1
OG0019361	jg23939	CP10_g42139_DN3_SP0_c.t1
OG0019362	jg23944	CP10_g42144_DN3_SP0_c.t1
OG0019363	jg23733	CP2_g47584_DN3_SP0_c.t1
OG0019367	jg16327	CP3_g13140_DN3_SP0_c.t1
OG0019368	jg16257	CP3_g13196_DN3_SP0_c.t1
OG0019370	jg16079	CP3_g13368_DN2_SP2_c.t1
OG0019375	jg15348	CP3_g13950_DN3_SP3_c.t1
OG0019376	jg15272	CP3_g14019_DN3_SP0_c.t1
OG0019378	jg26960	CP12_g31057_DN3_SP0_c.t1
OG0019379	jg27010	CP12_g31145_DN1_SP0_c.t1
OG0019380	jg2402	CP9_g28414_DN3_SP0_c.t1
OG0019381	jg27959	CP10_g43704_DN3_SP0_c.t1
OG0019384	jg18926	CP4_g24964_DN3_SP1_c.t1
OG0019385	jg7611	CP20_g4416_DN3_SP0_c.t1
OG0019386	jg17035	CP16_g55217_DN3_SP8_c.t1
OG0019387	jg32269	CP21_g11094_DN3_SP2_c.t1
OG0019388	jg32265	CP21_g11129_DN3_SP0_c.t1
OG0019390	jg28269	CP12_g29848_DN3_SP0_c.t1
OG0019394	jg19851	CP4_g24237_DN3_SP0_c.t1
OG0019395	jg19832	CP4_g24255_DN3_SP0_c.t1, CP4_g24256_DN2_SP0_c.t1, CP4_g24257_DN2_SP0_c.t1
OG0019396	jg19782	CP4_g24297_DN3_SP0_c.t1
OG0019397	jg19775	CP4_g24303_DN3_SP0_c.t1
OG0019398	jg19585	CP4_g24457_DN2_SP6_c.t1
OG0019400	jg24283	CP10_g43841_DN2_SP0_c.t1, CP10_g43810_DN2_SP0_c.t1, CP10_g43840_DN3_SP0_c.t1
OG0019403	jg24799	CP10_g42846_DN3_SP6_c.t1
OG0019404	jg25333	CP10_g43314_DN1_SP0_c.t1
OG0019408	jg26174	CP12_g30372_DN2_SP0_c.t1
OG0019409	jg26190	CP12_g30387_DN3_SP0_c.t1
OG0019410	jg26195	CP12_g30393_DN3_SP0_c.t1
OG0019411	jg26328	CP12_g30496_DN3_SP4_c.t1
OG0019413	jg28416	CP1_g36414_DN3_SP0_c.t1
OG0019415	jg28825	CP1_g36577_DN3_SP8_c.t1
OG0019416	jg28905	CP1_g36856_DN3_SP3_c.t1
OG0019418	jg29435	CP1_g37336_DN3_SP0_c.t1
OG0019419	jg29451	CP1_g37347_DN3_SP0_c.t1
OG0019420	jg29589	CP1_g37450_DN3_SP1_c.t1
OG0019421	jg29592	CP1_g37453_DN2_SP5_c.t1
OG0019422	jg29613	CP1_g37473_DN2_SP0_c.t1
OG0019423	jg29816	CP1_g37652_DN3_SP0_c.t1
OG0019425	jg30046	CP7_g46170_DN3_SP1_c.t1
OG0019427	jg30150	CP7_g46079_DN3_SP4_c.t1
OG0019428	jg30418	CP7_g45863_DN3_SP0_c.t1
OG0019429	jg30420	CP7_g45861_DN3_SP3_c.t1
OG0019431	jg30531	CP7_g45762_DN3_SP2_c.t1
OG0019434	jg30902	CP7_g45452_DN3_SP0_c.t1
OG0019434	jg2674	CP9_g28679_DN3_SP0_c.t1
OG0019435	jg2645	CP9_g28646_DN3_SP0_c.t1, CP9_g28649_DN3_SP0_c.t1
OG0019437	jg31979	CP7_g44565_DN3_SP0_c.t1
OG0019441	jg420	CP13_g19097_DN3_SP0_c.t1
OG0019444	jg20737	CP13_g20166_DN3_SP0_c.t1
OG0019447	jg8898	CP5_g552_DN2_SP0_c.t1
OG0019451	jg9290	CP5_g888_DN3_SP0_c.t1
OG0019454	jg8221	CP8_g54657_DN3_SP6_c.t1
