Orthogroup	Arabidopsis_arenosa	Arabidopsis_thaliana
OG0013854	jg29361	AT1G09860.1
OG0013855	jg29392	AT1G10150.1
OG0013856	jg29422	AT1G10380.1
OG0013857	jg29432	AT1G10450.3
OG0013858	jg29438	AT1G10480.1
OG0013859	jg29443	AT1G10520.1
OG0013860	jg31155	AT1G25570.1
OG0013861	jg29472	AT1G10700.1
OG0013862	jg29482	AT1G10780.2
OG0013863	jg29501	AT1G10910.1
OG0013864	jg29510	AT1G11000.1
OG0013865	jg29513	AT1G11050.1
OG0013866	jg29518	AT1G11090.1
OG0013867	jg29521	AT1G11112.1
OG0013868	jg29538	AT1G11220.2
OG0013869	jg29539	AT1G11240.1
OG0013870	jg29508	AT1G10980.1
OG0013871	jg16729	AT2G22900.1
OG0013872	jg29610	AT1G11700.1
OG0013874	jg29614	AT1G11750.2
OG0013875	jg29619	AT1G11780.1
OG0013876	jg29629	AT1G11900.1
OG0013877	jg29630	AT1G11905.1
OG0013878	jg29638	AT1G11950.1
OG0013879	jg29641	AT1G11990.2
OG0013880	jg29642	AT1G12000.1
OG0013881	jg29730	AT1G12750.1
OG0013882	jg29736	AT1G12790.1
OG0013883	jg29744	AT1G12845.1
OG0013884	jg29747	AT1G12860.1
OG0013885	jg29751	AT1G12930.1
OG0013886	jg29758	AT1G13000.1
OG0013887	jg31210	AT1G24706.2
OG0013888	jg29779	AT1G13180.1
OG0013889	jg29792	AT1G13290.1
OG0013890	jg21911	AT5G52190.1
OG0013891	jg29804	AT1G13410.1
OG0013892	jg29835	AT1G13690.1
OG0013893	jg29838	AT1G13730.1
OG0013894	jg29887	AT1G14150.1
OG0013895	jg29894	AT1G14210.1
OG0013897	jg29901	AT1G14290.1
OG0013898	jg29907	AT1G14340.1
OG0013899	jg29908	AT1G14345.1
OG0013900	jg29919	AT1G14440.1
OG0013901	jg29951	AT1G14687.1
OG0013902	jg29953	AT1G14690.1
OG0013903	jg29994	AT1G15080.1
OG0013904	jg30010	AT1G15230.1
OG0013905	jg21459	AT5G48840.1
OG0013906	jg30057	AT1G15710.1
OG0013907	jg30086	AT1G15950.1
OG0013908	jg30098	AT1G16080.1
OG0013910	jg30115	AT1G16290.2
OG0013911	jg30124	AT1G16380.1
OG0013912	jg30134	AT1G16490.1
OG0013913	jg30137	AT1G16520.1
OG0013914	jg30139	AT1G16540.3
OG0013915	jg30178, jg30166, jg30155	AT1G16730.1
OG0013916	jg30180, jg30168, jg30157	AT1G16750.1
OG0013917	jg30189, jg30202	AT1G16830.1
OG0013918	jg30240	AT1G17160.1
OG0013919	jg30256	AT1G17310.2
OG0013920	jg22011	AT5G52970.1
OG0013921	jg30265	AT1G17410.1
OG0013922	jg30266	AT1G17420.1
OG0013923	jg30267	AT1G17430.1
OG0013924	jg30276	AT1G17510.1
OG0013925	jg30282	AT1G17560.1
OG0013926	jg30312	AT1G17870.1
OG0013927	jg30323	AT1G17970.1
OG0013928	jg30325	AT1G18010.1, AT1G18000.1
OG0013929	jg30333	AT1G18100.1
OG0013930	jg30346	AT1G18250.2
OG0013931	jg30349	AT1G18270.3
OG0013932	jg30362	AT1G18400.1
OG0013933	jg30383	AT1G18600.1
OG0013934	jg30427	AT1G19010.1
OG0013935	jg30434	AT1G19100.1
OG0013936	jg30440	AT1G19150.1
OG0013937	jg30443	AT1G19170.1
OG0013938	jg30446	AT1G19190.1
OG0013939	jg30464	AT1G19380.1
OG0013940	jg30471	AT1G19430.1
OG0013941	jg30481	AT1G19530.1
OG0013942	jg30488	AT1G19630.1
OG0013943	jg30494	AT1G19690.1
OG0013944	jg30496	AT1G19710.1
OG0013945	jg30451	AT1G19240.1
OG0013946	jg30503	AT1G19790.1
OG0013947	jg30514	AT1G19880.1
OG0013948	jg13130	AT2G03310.1
OG0013949	jg30538	AT1G20100.1
OG0013950	jg30542	AT1G20130.1
OG0013951	jg12558	AT5G39830.1
OG0013952	jg30560	AT1G20350.1
OG0013953	jg30574	AT1G20380.1
OG0013954	jg30588	AT1G20510.1
OG0013955	jg30626	AT1G20810.1
OG0013956	jg30681	AT1G21350.5
OG0013957	jg30682	AT1G21360.1
OG0013958	jg30683	AT1G21370.1
OG0013959	jg30689	AT1G21430.1
OG0013960	jg30691	AT1G21440.1
OG0013961	jg30717	AT1G21670.1
OG0013962	jg30740	AT1G21890.1
OG0013963	jg30765	AT1G22060.1
OG0013964	jg30773	AT1G22130.1
OG0013965	jg30784	AT1G22230.1
OG0013966	jg21307	AT5G48060.1
OG0013967	jg30838	AT1G22750.4
OG0013968	jg30846	AT1G22850.1
OG0013969	jg30852	AT1G22930.1
OG0013970	jg30854	AT1G22950.1
OG0013971	jg30855	AT1G22960.1
OG0013973	jg2809	AT1G71860.1
OG0013974	jg2802	AT1G71800.1
OG0013975	jg2798	AT1G71760.2
OG0013976	jg2794	AT1G71720.1
OG0013977	jg2791	AT1G71696.2
OG0013978	jg2787	AT1G71691.2
OG0013979	jg2774	AT1G71420.1
OG0013980	jg2766	AT1G71350.1
OG0013981	jg2754	AT1G71310.1
OG0013982	jg2732	AT1G71110.1
OG0013983	jg2690	AT1G70760.1
OG0013984	jg2686	AT1G70720.2
OG0013985	jg2678	AT1G70640.1
OG0013986	jg2668	AT1G70560.1
OG0013987	jg2665	AT1G70530.1
OG0013988	jg2664	AT1G70520.1
OG0013989	jg2655	AT1G70470.1
OG0013990	jg2628	AT1G70170.1
OG0013991	jg10072	AT4G24110.1
OG0013992	jg10069	AT4G24140.1
OG0013993	jg31937	AT1G32860.1
OG0013994	jg448	AT1G64060.1
OG0013995	jg449	AT1G64050.1
OG0013996	jg450	AT1G64040.1
OG0013997	jg524	AT1G63520.1
OG0013998	jg532	AT1G63430.2
OG0013999	jg9761	AT4G26900.1
OG0014001	jg569	AT1G63160.1
OG0014002	jg12912	AT2G01210.1
OG0014003	jg602	AT1G62975.1
OG0014004	jg607	AT1G62940.1
OG0014005	jg5488	AT5G16610.2
OG0014006	jg637	AT1G62730.1
OG0014007	jg679	AT1G62430.1
OG0014008	jg689	AT1G62360.1
OG0014009	jg718	AT1G62180.1
OG0014010	jg779	AT1G61690.1
OG0014011	jg789	AT1G61640.1
OG0014012	jg861	AT1G61110.1
OG0014013	jg871	AT1G61050.2
OG0014014	jg872	AT1G61040.1
OG0014015	jg892	AT1G60890.2
OG0014016	jg906	AT1G60790.1
OG0014017	jg27370	AT2G12550.1
OG0014018	jg923	AT1G60660.1
OG0014019	jg954	AT1G60490.1
OG0014020	jg981	AT1G60200.1
OG0014021	jg998	AT1G60010.1
OG0014022	jg1048	AT1G59760.1
OG0014023	jg1109	AT1G59510.1
OG0014024	jg1181	AT1G58230.1
OG0014026	jg1207	AT1G58070.1
OG0014027	jg1365	AT1G56560.1
OG0014028	jg1411	AT1G56423.1
OG0014029	jg1422	AT1G56350.1
OG0014030	jg1460	AT1G55020.1
OG0014031	jg446	AT1G64080.1
OG0014032	jg423	AT1G64200.1
OG0014033	jg399	AT1G64350.1
OG0014034	jg391	AT1G64405.1
OG0014037	jg387	AT1G64480.1
OG0014038	jg362	AT1G64670.2
OG0014039	jg360	AT1G64690.3
OG0014040	jg7122, jg7111, jg7112	AT4G08620.1
OG0014041	jg20377	AT5G46840.1
OG0014042	jg20292	AT5G47470.2
OG0014043	jg20289	AT5G47500.1
OG0014044	jg20261	AT5G47750.1
OG0014045	jg20656	AT5G44780.1
OG0014046	jg20667	AT5G44680.1
OG0014047	jg20672	AT5G44635.2
OG0014048	jg20720	AT5G44460.1
OG0014049	jg20729	AT5G44410.1
OG0014050	jg7773	AT4G05100.1
OG0014051	jg7755	AT4G04970.1
OG0014052	jg7754	AT4G04960.1
OG0014053	jg7749	AT4G04940.1
OG0014054	jg9493	AT4G29420.1
OG0014055	jg9486	AT4G29490.1
OG0014056	jg9483	AT4G29530.1
OG0014057	jg9441	AT4G29780.1
OG0014058	jg9433	AT4G29860.1
OG0014059	jg9431	AT4G29880.1
OG0014060	jg11047	AT4G16150.1
OG0014061	jg11026	AT4G16260.1
OG0014062	jg32851, jg32870	AT1G47970.1
OG0014063	jg32879	AT1G48040.1
OG0014064	jg32880	AT1G48050.1
OG0014065	jg32937	AT1G48570.1
OG0014066	jg32904	AT1G48270.1
OG0014067	jg32905	AT1G48280.1
OG0014068	jg32935	AT1G48550.1
OG0014070	jg32938	AT1G48580.2
OG0014071	jg32968	AT1G48840.1
OG0014073	jg32975	AT1G48910.1
OG0014074	jg32979	AT1G48950.1
OG0014075	jg32997	AT1G49040.1
OG0014076	jg32998	AT1G49050.1
OG0014077	jg33042	AT1G49380.1
OG0014078	jg33055	AT1G49405.1
OG0014080	jg33057	AT1G49430.1
OG0014081	jg3142	AT1G74900.1
OG0014082	jg3140	AT1G74880.1
OG0014083	jg8277	AT4G38190.1
OG0014084	jg8280	AT4G38210.1
OG0014085	jg8284	AT4G38230.2
OG0014086	jg8297, jg8304	AT4G38410.1
OG0014087	jg8301, jg8308	AT4G38460.1
OG0014088	jg8312	AT4G38495.1
OG0014089	jg8322	AT4G38580.1
OG0014090	jg8339	AT4G38710.2
OG0014091	jg8347	AT4G38800.1
OG0014092	jg8350	AT4G38830.1
OG0014093	jg8363	AT4G38950.1
OG0014094	jg8366	AT4G38980.1
OG0014095	jg8373, jg32607	AT4G39030.1
OG0014096	jg8379	AT4G39100.1
OG0014097	jg8382	AT4G39120.2
OG0014098	jg8405	AT4G39360.1
OG0014099	jg8412	AT4G39420.2
OG0014100	jg8413	AT4G39460.1
OG0014101	jg8436	AT4G39660.1
OG0014102	jg21296	AT5G48020.1
OG0014103	jg8502	AT4G39970.1
OG0014104	jg8507	AT4G40020.1
OG0014105	jg8510	AT4G40045.1
OG0014106	jg8518	AT1G26290.1
OG0014107	jg8519	AT4G38100.1
OG0014108	jg27005	AT2G04860.1
OG0014109	jg8542	AT4G37910.1
OG0014110	jg8546	AT4G37890.1
OG0014111	jg8550	AT4G37840.1
OG0014112	jg8563	AT4G37710.1
OG0014113	jg8589	AT4G37445.1
OG0014114	jg8594	AT4G37420.1
OG0014115	jg8620	AT4G36950.1
OG0014116	jg8627	AT4G37020.2
OG0014117	jg8644	AT4G37190.1
OG0014118	jg8671	AT4G36660.1
OG0014119	jg8672	AT4G36650.1
OG0014120	jg8674	AT4G36630.1
OG0014121	jg8684	AT4G36530.2
OG0014122	jg8692	AT4G36440.1
OG0014123	jg8696	AT4G36400.1
OG0014124	jg8697	AT4G36390.1
OG0014125	jg8709	AT4G36210.3
OG0014126	jg8728	AT4G36060.3
OG0014127	jg8746	AT4G35880.1
OG0014128	jg8781	AT4G35660.1
OG0014129	jg8793	AT4G35540.1
OG0014130	jg12021	AT5G35970.1
OG0014131	jg8806	AT4G35390.1
OG0014132	jg8839	AT4G35140.2
OG0014133	jg8848	AT4G35080.3
OG0014134	jg8870	AT4G34830.1
OG0014135	jg8903	AT4G34500.1
OG0014136	jg8913	AT4G34412.1
OG0014137	jg8925	AT4G34310.1
OG0014138	jg8942, jg21666	AT4G34190.1
OG0014139	jg9166	AT4G32285.1
OG0014140	jg9150	AT4G32430.1
OG0014141	jg9510	AT4G29250.1
OG0014142	jg9131	AT4G32590.3
OG0014143	jg9128	AT4G32620.2
OG0014144	jg9124	AT4G32660.1, AT1G36627.1
OG0014145	jg9112	AT4G32770.1
OG0014146	jg9108	AT4G32810.2
OG0014147	jg9104	AT4G32840.1
OG0014148	jg9095	AT4G32920.1
OG0014149	jg9091	AT4G32960.1
OG0014150	jg9070	AT4G33130.3
OG0014151	jg9066	AT4G33170.1
OG0014152	jg9064	AT4G33200.4
OG0014153	jg9047	AT4G33360.1
OG0014154	jg9037	AT4G33460.1
OG0014155	jg9019	AT4G33560.1
OG0014156	jg9009	AT4G33640.2
OG0014157	jg8974	AT4G33925.1
OG0014158	jg8964	AT4G34020.1
OG0014159	jg13073	AT2G02750.1
OG0014161	jg9257	AT4G31450.1
OG0014162	jg9263	AT4G31390.1
OG0014163	jg9274	AT4G31270.1
OG0014164	jg21777	AT5G51170.1
OG0014165	jg9300	AT4G30993.2
OG0014166	jg9306	AT4G30935.1
OG0014167	jg9318	AT4G30860.1
OG0014168	jg9321	AT4G30840.1
OG0014169	jg14571	AT3G47670.1
OG0014170	jg18607	AT2G34900.1
OG0014171	jg26676	AT3G24180.1
OG0014172	jg26711	AT3G24030.1
OG0014173	jg2897	AT1G72640.1
OG0014174	jg2886	AT1G72520.1
OG0014175	jg2880	AT1G72460.1
OG0014176	jg2875	AT1G72416.3
OG0014177	jg2867	AT1G72320.1
OG0014179	jg2828	AT1G71990.1
OG0014180	jg2827	AT1G71980.1
OG0014181	jg30877	AT1G23150.1
OG0014182	jg30908	AT1G23360.1
OG0014183	jg12432	AT5G38890.1
OG0014184	jg30955	AT1G23860.1
OG0014185	jg30980	AT1G24100.1
OG0014186	jg30982	AT1G24120.1
OG0014187	jg31076	AT1G26780.2
OG0014188	jg31092	AT1G26640.1
OG0014189	jg31103	AT1G26520.1
OG0014190	jg31134	AT1G26230.1
OG0014191	jg31135	AT1G26220.1
OG0014192	jg31140	AT1G26180.1
OG0014193	jg18080	AT2G30390.2
OG0014194	jg26911	AT2G04090.1
OG0014194	jg26912	AT2G04100.1
OG0014195	jg8008	AT4G02140.1
OG0014196	jg8010	AT4G02120.2
OG0014197	jg8017	AT4G02090.1
OG0014198	jg8027	AT4G02070.1
OG0014199	jg8033	AT4G02010.1
OG0014200	jg8034	AT4G01995.1
OG0014201	jg8044	AT4G01940.1
OG0014202	jg8048	AT4G01895.1
OG0014203	jg8050	AT4G01883.1
OG0014204	jg8066	AT4G01730.1
OG0014205	jg8067	AT4G01720.1
OG0014206	jg8070	AT4G01680.2
OG0014207	jg8077	AT4G01610.1
OG0014208	jg8082	AT4G01570.1
OG0014209	jg8098	AT4G01400.1
OG0014210	jg8143	AT4G00905.1
OG0014211	jg9840	AT4G26170.1
OG0014212	jg8119	AT4G01120.1
OG0014213	jg8166	AT4G00752.1
OG0014214	jg8167	AT4G00750.1
OG0014215	jg8184	AT4G00560.4
OG0014216	jg8192	AT4G00520.2
OG0014217	jg8196	AT4G00467.1
OG0014218	jg8212	AT4G00340.1
OG0014219	jg8214	AT4G00330.1
OG0014220	jg8215	AT4G00310.1
OG0014221	jg8229	AT4G00170.1
OG0014222	jg8231	AT4G00150.1
OG0014223	jg19497	AT2G41990.1
OG0014224	jg13226	AT5G40820.2
OG0014225	jg31246	AT1G24310.1
OG0014226	jg31150	AT1G26100.1
OG0014227	jg32470	AT1G42540.1
OG0014228	jg32471	AT1G42550.1
OG0014229	jg32480	AT1G42960.1
OG0014230	jg9775	AT4G26740.1
OG0014231	jg9708	AT4G27430.1
OG0014232	jg9697	AT4G27530.1
OG0014233	jg9696	AT4G27540.1
OG0014234	jg9668	AT4G27745.1
OG0014235	jg9667	AT4G27750.1
OG0014236	jg9653	AT4G27870.2
OG0014237	jg13189	AT2G03880.1
OG0014238	jg9625	AT4G28100.1
OG0014239	jg9624	AT4G28110.1
OG0014240	jg9613	AT4G28230.1
OG0014241	jg13190	AT2G03890.1
OG0014242	jg13213	AT3G25560.3
OG0014243	jg29803	AT1G13400.1
OG0014244	jg29815	AT1G13530.1
OG0014245	jg29833	AT1G13680.1
OG0014246	jg30487	AT1G19620.1
OG0014247	jg30643	AT1G20980.1
OG0014248	jg30984	AT1G24140.1
OG0014249	jg31156	AT1G25560.1
OG0014250	jg31171	AT1G25425.1
OG0014251	jg31176	AT1G25390.1
OG0014252	jg31183	AT1G25330.1
OG0014253	jg31216	AT1G24590.1
OG0014254	jg31275	AT1G27461.1
OG0014255	jg31931	AT1G32770.1
OG0014257	jg33013, jg33012	AT1G49150.1
OG0014258	jg405	AT1G64310.1
OG0014259	jg1192	AT1G58190.2
OG0014260	jg2925	AT4G09420.1, AT1G72850.1
OG0014261	jg3245	AT1G75870.1
OG0014262	jg3341	AT1G76790.1
OG0014263	jg3639	AT1G79510.1
OG0014264	jg24089	AT3G02680.1
OG0014265	jg25260	AT3G12977.1
OG0014266	jg25286	AT3G13160.1
OG0014267	jg26454	AT3G22275.1
OG0014268	jg26708	AT3G24060.1
OG0014270	jg27080	AT5G52547.1, AT4G08270.1
OG0014271	jg27582	AT2G15590.2
OG0014272	jg27840	AT2G17170.1
OG0014273	jg28115	AT2G19280.1
OG0014274	jg16542	AT2G21290.1
OG0014275	jg16763	AT2G23150.1
OG0014276	jg16832	AT2G23690.1
OG0014277	jg16871	AT2G24070.1
OG0014278	jg17316	AT2G26290.1
OG0014280	jg18154	AT2G31035.1
OG0014281	jg18492	AT2G33845.1
OG0014282	jg18642	AT2G35215.1
OG0014283	jg18665	AT2G35430.1
OG0014284	jg18678	AT2G35530.1
OG0014285	jg19322	AT2G40580.1
OG0014286	jg19329	AT2G40630.1
OG0014287	jg12910	AT2G01190.1
OG0014288	jg12940	AT2G01505.1
OG0014289	jg13154, jg13156	AT2G03550.1
OG0014290	jg13369	AT3G26760.1
OG0014291	jg13787	AT3G29385.1
OG0014292	jg13804	AT3G29390.1
OG0014293	jg13867	AT3G30380.1
OG0014294	jg14272	AT3G45093.1
OG0014295	jg14573	AT3G47690.1
OG0014296	jg14859	AT3G49970.1
OG0014297	jg14871	AT3G50050.1
OG0014298	jg15318	AT3G53820.1
OG0014299	jg15888	AT3G58620.1
OG0014300	jg4152, jg4151	AT5G04045.1
OG0014301	jg4265	AT5G05120.1
OG0014302	jg4415	AT5G06380.1
OG0014303	jg5065	AT5G12235.1
OG0014304	jg5356	AT5G15290.1
OG0014305	jg6658	AT3G44070.1
OG0014306	jg7058	AT4G08300.1
OG0014307	jg7209	AT4G08950.1
OG0014308	jg7234	AT4G09150.2
OG0014309	jg7417	AT4G10650.1
OG0014310	jg7769	AT4G05060.1
OG0014311	jg8045	AT4G01935.1
OG0014312	jg8189	AT4G00540.1
OG0014313	jg8952	AT4G34138.1
OG0014314	jg9339	AT4G30700.1
OG0014315	jg9816	AT4G26400.1
OG0014316	jg9855	AT4G26020.2
OG0014317	jg10746	AT4G18460.1
OG0014318	jg10948	AT4G16730.1
OG0014319	jg11509	AT4G13440.2
OG0014320	jg11928	AT5G35380.1
OG0014321	jg11994	AT5G35870.1
OG0014322	jg12351	AT5G38320.1
OG0014323	jg20508	AT5G45740.1
OG0014324	jg20906, jg20905	AT5G43300.1
OG0014325	jg20915	AT5G43270.1
OG0014326	jg20987	AT5G42940.1
OG0014327	jg21519	AT5G49060.1
OG0014328	jg21661	AT5G50090.1
OG0014329	jg21715	AT5G50450.1
OG0014330	jg21733	AT5G50740.3
OG0014331	jg21734	AT5G50750.1
OG0014332	jg21739	AT5G50800.1
OG0014333	jg21856	AT5G51780.2
OG0014334	jg22257	AT5G54530.1
OG0014335	jg22303	AT5G54790.1
OG0014336	jg23198	AT5G62460.3
OG0014337	jg133, jg287	AT2G07674.2
OG0014373	jg14005	AT3G43210.1
OG0014374	jg14464	AT3G46780.1
OG0014375	jg14489	AT3G46930.2
OG0014376	jg14493	AT3G46970.1
OG0014377	jg14494	AT3G46980.4
OG0014378	jg14495	AT3G46990.1
OG0014379	jg14515	AT3G47180.1
OG0014380	jg22235	AT5G54400.1
OG0014381	jg14667	AT3G48500.2
OG0014382	jg14660	AT3G48440.1
OG0014383	jg14657	AT3G48425.1
OG0014384	jg14652	AT3G48380.3
OG0014385	jg14648	AT3G48340.1
OG0014386	jg14638	AT3G48240.1
OG0014387	jg14630	AT3G48195.1
OG0014388	jg14595	AT3G47930.1
OG0014389	jg14602	AT3G48010.1
OG0014390	jg31236	AT1G24420.1
OG0014391	jg14589	AT3G47850.1
OG0014392	jg14585	AT3G47820.1
OG0014393	jg14583	AT3G47800.1
OG0014394	jg12898	AT2G01070.1
OG0014395	jg12906	AT2G01140.1
OG0014396	jg13025	AT2G02090.1
OG0014397	jg12660	AT5G40470.1
OG0014398	jg12658	AT5G40450.1
OG0014399	jg12652	AT5G40400.2
OG0014400	jg9342	AT4G30670.1
OG0014401	jg11880	AT5G34940.2
OG0014402	jg32788	AT1G47570.1
OG0014403	jg5629	AT5G17930.1
OG0014404	jg5620	AT5G17830.1
OG0014405	jg5600	AT5G17660.1
OG0014406	jg5598	AT5G17640.1
OG0014407	jg5590	AT5G17570.1
OG0014408	jg5579	AT5G17460.1
OG0014409	jg5574	AT5G17410.2
OG0014410	jg5569	AT5G17360.1
OG0014411	jg5551	AT5G17240.1
OG0014412	jg5517	AT5G16870.1
OG0014413	jg5515	AT5G16850.1
OG0014414	jg5511	AT5G16810.1
OG0014415	jg5504	AT5G16740.1
OG0014416	jg5490	AT5G16630.1
OG0014418	jg5438	AT5G16140.1
OG0014419	jg21384	AT5G48470.1
OG0014420	jg5395	AT5G15720.1
OG0014421	jg9599	AT4G28380.1
OG0014422	jg5376	AT5G15510.2
OG0014423	jg5369	AT5G15440.1
OG0014424	jg5360	AT5G15330.2
OG0014425	jg5350	AT5G15240.1
OG0014426	jg5325	AT5G15010.1
OG0014427	jg5321	AT5G14990.1
OG0014428	jg5320	AT5G14980.1
OG0014429	jg5301	AT5G14770.1
OG0014430	jg5291	AT5G14680.1
OG0014431	jg5288	AT5G14660.1
OG0014432	jg5278	AT5G14570.1
OG0014433	jg11391	AT4G14020.1
OG0014434	jg5277	AT5G14550.1
OG0014435	jg5275	AT5G14530.1
OG0014436	jg5273	AT5G14510.1
OG0014437	jg5260	AT5G14410.2
OG0014438	jg5245	AT5G14285.1
OG0014439	jg5238	AT5G14220.4
OG0014440	jg5229	AT5G14140.1
OG0014441	jg5224	AT5G14100.1
OG0014442	jg5222	AT5G14080.1
OG0014443	jg5200	AT5G13890.1
OG0014444	jg5199	AT5G13880.2
OG0014445	jg5194	AT5G13830.1
OG0014446	jg5187	AT5G13770.1
OG0014447	jg5154	AT5G13410.1
OG0014448	jg5153	AT5G13400.1
OG0014449	jg5126	AT5G13120.1
OG0014450	jg5102	AT5G12920.2
OG0014451	jg10797	AT4G18110.1
OG0014452	jg5076	AT5G12340.2
OG0014453	jg5072	AT5G12300.1
OG0014454	jg5061	AT5G12200.1
OG0014455	jg5056	AT5G12170.2
OG0014456	jg5012	AT5G11780.1
OG0014457	jg5004	AT5G11720.1
OG0014458	jg9573	AT4G28570.1
OG0014459	jg4992	AT5G11610.1
OG0014460	jg13657	AT3G28760.2
OG0014461	jg4966	AT5G11350.4
OG0014462	jg4955	AT5G11270.1
OG0014464	jg4934	AT5G11040.1
OG0014465	jg4933	AT5G11030.2
OG0014466	jg4932	AT5G11020.1
OG0014467	jg4923	AT5G10940.1
OG0014468	jg4920	AT5G10910.1
OG0014470	jg4899	AT5G10700.1
OG0014471	jg4898	AT5G10690.1
OG0014472	jg4893	AT5G10620.1
OG0014473	jg4885	AT5G10560.1
OG0014474	jg4884	AT5G10550.1
OG0014475	jg4879	AT5G10500.1
OG0014476	jg4869	AT5G10380.1
OG0014477	jg4850	AT5G10200.1
OG0014478	jg4836	AT5G10120.1
OG0014479	jg4835	AT5G10110.1
OG0014480	jg4823	AT5G09995.2
OG0014481	jg11939	AT5G35520.1
OG0014482	jg4778	AT5G09620.1
OG0014483	jg4762	AT5G09460.1
OG0014484	jg4761	AT5G09450.1
OG0014485	jg4731	AT5G08750.10
OG0014486	jg4718	AT5G08610.1
OG0014487	jg4711	AT5G08550.1
OG0014488	jg4695	AT5G08440.3
OG0014489	jg26844	AT3G25060.1
OG0014490	jg4682	AT5G08340.1
OG0014491	jg4680	AT5G08320.1
OG0014493	jg4644	AT5G08050.1
OG0014494	jg4633	AT5G07930.3
OG0014495	jg4603	AT5G07590.1
OG0014496	jg4592	AT5G07490.1
OG0014497	jg7877	AT4G02900.1
OG0014498	jg9958	AT4G25120.1
OG0014499	jg9967	AT4G25070.2
OG0014500	jg9979	AT4G24960.1
OG0014501	jg9980	AT4G24950.1
OG0014502	jg9992	AT4G24800.1
OG0014503	jg9998	AT4G24750.1
OG0014504	jg10004, jg10002	AT4G24710.3
OG0014505	jg17436	AT2G26650.1
OG0014506	jg14367	AT3G45880.1
OG0014507	jg21781	AT5G51200.2
OG0014508	jg17515	AT2G26830.1
OG0014509	jg17444	AT2G26695.1
OG0014510	jg17451	AT2G26710.1
OG0014511	jg17504	AT2G26770.1
OG0014512	jg17506	AT2G26780.1
OG0014513	jg17525	AT2G26870.1
OG0014514	jg17534	AT2G26890.1
OG0014515	jg17591	AT2G27150.1
OG0014516	jg17613	AT2G27200.1
OG0014517	jg17637	AT2G27330.1
OG0014518	jg17645	AT2G27380.1
OG0014519	jg17646	AT2G27385.1
OG0014520	jg17681	AT2G27610.1
OG0014521	jg17721	AT2G27840.3
OG0014522	jg17731	AT2G27950.1
OG0014523	jg17758	AT2G28080.1
OG0014524	jg17761	AT2G28100.1
OG0014525	jg17768	AT2G28150.1
OG0014526	jg17773	AT2G28190.1
OG0014527	jg17785	AT2G28250.1
OG0014528	jg17793	AT2G28320.1
OG0014529	jg17797	AT2G28350.1
OG0014530	jg17814	AT2G28490.1
OG0014531	jg17829	AT2G28570.1
OG0014532	jg17833	AT2G28620.1
OG0014533	jg17841	AT2G28650.1
OG0014534	jg17842	AT2G28660.1
OG0014535	jg17860	AT2G28810.1
OG0014536	jg17900	AT2G29050.1
OG0014537	jg17903	AT2G29070.2
OG0014538	jg17968	AT2G29510.1
OG0014539	jg17984	AT2G29630.1
OG0014540	jg17986	AT2G29650.1
OG0014541	jg18031	AT2G29970.1
OG0014542	jg18042	AT2G30080.1
OG0014543	jg18050	AT2G30120.5
OG0014544	jg18059	AT2G30170.1
OG0014545	jg18068	AT2G30270.1
OG0014546	jg18073	AT2G30320.1
OG0014547	jg18139	AT2G30890.1
OG0014548	jg6048	AT5G22370.1
OG0014549	jg15796	AT3G57740.2
OG0014550	jg18192	AT2G31310.1
OG0014551	jg18193	AT2G31320.1
OG0014552	jg18194	AT2G31340.1
OG0014553	jg18205	AT2G31440.1
OG0014554	jg18212	AT2G31480.1
OG0014555	jg10060	AT4G24210.1
OG0014556	jg18252	AT2G31870.1
OG0014557	jg18259	AT2G31940.1
OG0014558	jg18269	AT2G32010.1
OG0014559	jg18276	AT2G32040.1
OG0014560	jg18282	AT2G32090.1
OG0014561	jg18335	AT2G32630.1
OG0014562	jg18318	AT2G32480.1
OG0014563	jg18300	AT2G32295.1
OG0014564	jg18295	AT2G32250.1
OG0014565	jg18354	AT2G32770.3
OG0014566	jg18357	AT2G32790.1
OG0014567	jg18375	AT2G32920.1
OG0014568	jg18376	AT2G32930.2
OG0014569	jg18439	AT2G33400.1
OG0014570	jg20867	AT5G43420.1
OG0014571	jg20844	AT5G43680.1
OG0014572	jg20831	AT5G43780.1
OG0014573	jg20826	AT5G43810.1
OG0014574	jg20824	AT5G43822.1
OG0014575	jg20820	AT5G43830.1
OG0014576	jg20807	AT5G43920.1
OG0014577	jg20800	AT5G43980.1
OG0014578	jg20778	AT5G44150.1
OG0014579	jg20777	AT5G44160.1
OG0014580	jg20775	AT5G44180.1
OG0014581	jg20769	AT5G44240.1
OG0014582	jg9942	AT4G25270.1
OG0014583	jg9934	AT4G25330.1
OG0014584	jg9930	AT4G25370.1
OG0014585	jg9923	AT4G25433.1
OG0014586	jg9922	AT4G25434.8
OG0014587	jg9912	AT4G25540.1
OG0014588	jg9910	AT4G25560.1
OG0014589	jg32811	AT1G47310.1
OG0014590	jg32799	AT1G47610.1
OG0014591	jg32790	AT1G47580.1
OG0014592	jg32766, jg32268	AT1G47330.1
OG0014593	jg32755	AT1G47271.1
OG0014594	jg31286	AT1G27620.1
OG0014595	jg32660	AT1G44970.1
OG0014596	jg3325	AT1G76630.2
OG0014597	jg32669, jg32680	AT1G45130.1
OG0014598	jg32694	AT1G45160.2
OG0014599	jg32713	AT1G45249.6
OG0014600	jg32715	AT1G45474.1
