Orthogroup	Arabidopsis_arenosa	Alyssum_gmelinii
OG0015721	jg16790	Ag015G2198800
OG0015722	jg16797	Ag015G2199400
OG0015723	jg16798	Ag015G2199500
OG0015724	jg16807	Ag015G2199900
OG0015725	jg16848	Ag015G2200800
OG0015726	jg17132	Ag015G2206700
OG0015727	jg17128	Ag015G2206800
OG0015728	jg17230	Ag015G2209500
OG0015729	jg17242	Ag015G2209600
OG0015730	jg17023	Ag015G2214100
OG0015731	jg17307	Ag015G2215100
OG0015732	jg17323	Ag015G2215600
OG0015733	jg17302	Ag015G2216000
OG0015734	jg17016	Ag015G2216200
OG0015735	jg17312	Ag015G2218300
OG0015736	jg17358	Ag015G2219600
OG0015737	jg16916	Ag015G2222000
OG0015738	jg17145	Ag015G2234900
OG0015739	jg32514	Ag015G2235600
OG0015740	jg32500	Ag015G2236300
OG0015741	jg32534	Ag015G2238800
OG0015742	jg32595	Ag015G2241300
OG0015743	jg32603	Ag015G2241800
OG0015744	jg32614	Ag015G2242900
OG0015745	jg32329	Ag015G2249600
OG0015746	jg32297	Ag015G2252500
OG0015747	jg32291	Ag015G2252600
OG0015748	jg32271	Ag015G2254400
OG0015749	jg32241	Ag015G2257600
OG0015750	jg32219	Ag015G2258600
OG0015751	jg32218	Ag015G2258700
OG0015752	jg32211	Ag015G2259800
OG0015753	jg32140	Ag015G2262800
OG0015754	jg32138	Ag015G2263100
OG0015755	jg32122	Ag015G2264100
OG0015756	jg32121	Ag015G2264200
OG0015757	jg32118	Ag015G2264600
OG0015758	jg32107	Ag015G2265400
OG0015760	jg32098	Ag052G4868100, Ag015G2266600
OG0015761	jg31995	Ag052G4859500, Ag015G2277700
OG0015762	jg7119	Ag021G2584700, Ag026G2998300
OG0015763	jg7102, jg7137	Ag021G2586300, Ag026G2996400
OG0015764	jg7181	Ag021G2594600, Ag026G2987900
OG0015765	jg7341	Ag021G2597900
OG0015766	jg7350	Ag021G2599500
OG0015767	jg7354	Ag021G2599800
OG0015768	jg7356	Ag021G2600000
OG0015769	jg7363	Ag021G2600900
OG0015770	jg7364	Ag021G2601400
OG0015771	jg7366	Ag021G2601500
OG0015772	jg7372	Ag021G2602500
OG0015773	jg7379	Ag021G2602900
OG0015774	jg7393	Ag021G2603900
OG0015775	jg7414	Ag021G2606100
OG0015776	jg7447	Ag021G2609900
OG0015777	jg7450	Ag021G2610200
OG0015778	jg7452	Ag021G2610700
OG0015779	jg7474	Ag021G2613800
OG0015780	jg7483	Ag021G2614600
OG0015781	jg7489	Ag021G2615300
OG0015782	jg7495	Ag021G2616000
OG0015783	jg7510	Ag021G2618700
OG0015784	jg7511	Ag021G2618800
OG0015785	jg7540	Ag021G2621300
OG0015786	jg7557	Ag021G2623100
OG0015787	jg7559	Ag021G2623700
OG0015788	jg7560	Ag021G2623800
OG0015789	jg5770	Ag038G4147000
OG0015790	jg6535	Ag038G4153300
OG0015791	jg17381	Ag038G4155400
OG0015792	jg21381	Ag038G4158600
OG0015793	jg6570	Ag038G4159100
OG0015794	jg6580	Ag038G4159900
OG0015795	jg6581	Ag038G4160800
OG0015796	jg6588	Ag038G4162900
OG0015797	jg6624	Ag038G4168700
OG0015798	jg6662	Ag038G4172600
OG0015799	jg6663	Ag038G4172700
OG0015800	jg6751	Ag038G4178000
OG0015801	jg28207	Ag088G5427200
OG0015802	jg28209	Ag088G5427500
OG0015803	jg28211	Ag088G5429200
OG0015804	jg28221	Ag088G5431800
OG0015805	jg28222	Ag088G5431900
OG0015806	jg28238	Ag088G5433800
OG0015807	jg28301	Ag088G5438100
OG0015808	jg28268	Ag088G5438200
OG0015809	jg14900	Ag088G5442500
OG0015810	jg9297	Ag011G1266200, Ag089G5448600
OG0015811	jg14369	Ag089G5451300
OG0015812	jg14365	Ag089G5451900
OG0015813	jg14354	Ag089G5452600
OG0015814	jg20221	Ag003G0279000
OG0015815	jg20216	Ag003G0279500
OG0015816	jg20211	Ag003G0279900
OG0015817	jg20198	Ag003G0281200
OG0015818	jg20193	Ag003G0281800
OG0015819	jg20191	Ag003G0282000
OG0015820	jg20190	Ag003G0282100
OG0015821	jg20183	Ag003G0283000
OG0015822	jg20175	Ag003G0284000
OG0015823	jg20167	Ag003G0284600
OG0015824	jg20119	Ag003G0296000
OG0015825	jg20114	Ag003G0296300
OG0015826	jg20101	Ag003G0297900
OG0015827	jg20097	Ag003G0298300
OG0015828	jg20095	Ag003G0298500
OG0015829	jg20093	Ag003G0298800
OG0015830	jg20076	Ag003G0301600
OG0015831	jg20071	Ag003G0303100
OG0015832	jg20037	Ag003G0307300
OG0015833	jg20010	Ag003G0311200
OG0015834	jg19985	Ag003G0313300
OG0015835	jg19965	Ag003G0317400
OG0015836	jg19956	Ag003G0318800
OG0015837	jg19955	Ag003G0318900
OG0015838	jg27438, jg19953	Ag003G0319100
OG0015839	jg19911	Ag003G0324500
OG0015840	jg19909	Ag003G0325100
OG0015841	jg19906	Ag003G0326000
OG0015842	jg19902	Ag003G0326300
OG0015843	jg27932	Ag003G0326800
OG0015844	jg19871	Ag003G0328700
OG0015845	jg19868	Ag003G0328900
OG0015846	jg19863	Ag003G0329300
OG0015847	jg19856	Ag003G0331100
OG0015848	jg19848	Ag003G0332100
OG0015849	jg7836	Ag014G2057600, Ag003G0333400
OG0015850	jg19836	Ag003G0334700
OG0015851	jg19830	Ag003G0336500
OG0015852	jg19786	Ag003G0344800
OG0015853	jg19747	Ag003G0349900
OG0015854	jg19734	Ag003G0351500
OG0015855	jg19715	Ag003G0355600
OG0015856	jg19692	Ag003G0361200
OG0015857	jg19680	Ag003G0363200
OG0015858	jg19674	Ag003G0363900
OG0015859	jg19661	Ag003G0366400
OG0015860	jg19651	Ag003G0367200
OG0015861	jg19631	Ag003G0370600
OG0015862	jg19620	Ag003G0372600
OG0015863	jg19614	Ag003G0374000, Ag003G0373000, Ag003G0373200
OG0015864	jg19607	Ag003G0375100
OG0015865	jg19606	Ag003G0375300
OG0015866	jg19593	Ag003G0377200
OG0015867	jg19582	Ag003G0380800
OG0015868	jg19581	Ag003G0380900
OG0015869	jg19575	Ag003G0381800
OG0015870	jg19526	Ag003G0394100
OG0015871	jg19492	Ag003G0397900
OG0015872	jg19463	Ag003G0401500
OG0015873	jg16994, jg19481	Ag003G0404900
OG0015874	jg19483	Ag003G0405100
OG0015875	jg19485	Ag003G0405200
OG0015876	jg19441	Ag003G0407800
OG0015877	jg19438	Ag003G0408400
OG0015878	jg19429	Ag003G0411100
OG0015879	jg20303	Ag037G4125700, Ag016G2329100
OG0015880	jg20358	Ag037G4137900, Ag016G2316500
OG0015881	jg23981	Ag014G1773000
OG0015882	jg23982	Ag014G1773100
OG0015883	jg23986	Ag014G1773600
OG0015884	jg23988	Ag014G1773800
OG0015885	jg23999	Ag014G1775000
OG0015886	jg24001	Ag014G1775300
OG0015887	jg24016	Ag014G1776800
OG0015888	jg24017	Ag014G1776900
OG0015889	jg24018	Ag014G1777000
OG0015890	jg24024	Ag014G1777700
OG0015891	jg24044	Ag014G1778800
OG0015892	jg24045	Ag014G1778900
OG0015893	jg24060	Ag014G1783200
OG0015894	jg24072	Ag014G1785000
OG0015895	jg24090	Ag014G1788500, Ag014G1786900
OG0015896	jg24091	Ag014G1789200
OG0015897	jg24092	Ag014G1790000
OG0015898	jg24093	Ag014G1790100
OG0015899	jg25577	Ag014G1790300
OG0015900	jg24104	Ag014G1791600
OG0015901	jg24118	Ag014G1793200
OG0015902	jg24126	Ag014G1794700
OG0015903	jg24129	Ag014G1794900
OG0015904	jg24150	Ag014G1797100
OG0015905	jg24159	Ag014G1798000
OG0015906	jg24196	Ag014G1803400
OG0015907	jg24215	Ag014G1806500
OG0015908	jg24223	Ag014G1807400
OG0015909	jg24226	Ag014G1808000
OG0015910	jg24244	Ag014G1810900
OG0015911	jg24247	Ag014G1811100
OG0015912	jg24259	Ag014G1812000
OG0015913	jg24263	Ag014G1812700
OG0015914	jg24277	Ag014G1814500
OG0015915	jg24280	Ag014G1814600
OG0015916	jg24306	Ag014G1816100
OG0015917	jg24314	Ag014G1817600
OG0015918	jg24327	Ag014G1819200
OG0015919	jg24369	Ag014G1824500
OG0015920	jg24373	Ag014G1824900
OG0015921	jg24416	Ag014G1830500
OG0015922	jg24420	Ag014G1831000
OG0015923	jg24427	Ag014G1831700
OG0015925	jg11879	Ag014G1834000
OG0015926	jg24456	Ag014G1837300
OG0015927	jg24477	Ag014G1839500
OG0015928	jg24490	Ag014G1841700
OG0015929	jg24493	Ag014G1842300
OG0015930	jg24498	Ag014G1842500
OG0015931	jg24506	Ag014G1843300
OG0015932	jg24507	Ag014G1843600
OG0015933	jg12198	Ag014G1844400, Ag014G1844100
OG0015934	jg24545	Ag014G1850300
OG0015936	jg24572	Ag014G1855000
OG0015937	jg24578	Ag014G1855700
OG0015938	jg24584	Ag014G1856000
OG0015939	jg27037	Ag014G1859400
OG0015940	jg24634	Ag014G1862100
OG0015941	jg24645	Ag014G1863500
OG0015942	jg24654	Ag014G1864700
OG0015943	jg24656	Ag014G1865000
OG0015944	jg24703	Ag014G1873300
OG0015945	jg24710	Ag014G1874300
OG0015946	jg24713	Ag014G1874600
OG0015947	jg24720	Ag014G1875200
OG0015948	jg24722	Ag014G1875400
OG0015949	jg24725	Ag014G1875800
OG0015950	jg24728	Ag014G1876400
OG0015952	jg24743	Ag014G1878100
OG0015953	jg24744	Ag014G1878200
OG0015954	jg24758	Ag014G1880000
OG0015955	jg24779	Ag014G1882700
OG0015956	jg24813	Ag014G1886800
OG0015957	jg24817	Ag014G1887100
OG0015958	jg24825	Ag014G1888300
OG0015959	jg24827	Ag014G1888500
OG0015960	jg24829	Ag014G1888700
OG0015961	jg24844	Ag014G1891300
OG0015962	jg24845	Ag014G1891500
OG0015963	jg24848	Ag014G1891800
OG0015964	jg24854	Ag014G1893400
OG0015965	jg24872	Ag014G1897700
OG0015966	jg24879	Ag014G1898700
OG0015967	jg24884	Ag014G1899200
OG0015968	jg24890	Ag014G1900200
OG0015969	jg24895	Ag014G1900700
OG0015970	jg24898	Ag014G1901400
OG0015971	jg24899	Ag014G1901600
OG0015972	jg24912	Ag014G1903500
OG0015973	jg24913	Ag014G1903600
OG0015974	jg24917	Ag014G1904600
OG0015975	jg24937	Ag014G1907200
OG0015976	jg24938	Ag014G1907300
OG0015977	jg2415	Ag014G1907800
OG0015978	jg24957	Ag014G1908900
OG0015979	jg24966	Ag014G1909700
OG0015980	jg24970	Ag014G1910200
OG0015981	jg24974	Ag014G1910700
OG0015982	jg24977	Ag014G1910800
OG0015983	jg24988	Ag014G1912900
OG0015984	jg25007	Ag014G1919800
OG0015985	jg25009	Ag014G1920000
OG0015986	jg25010	Ag014G1920100
OG0015987	jg25027	Ag014G1922200
OG0015988	jg25040	Ag014G1924600
OG0015989	jg25054	Ag014G1925800
OG0015990	jg25062	Ag014G1929200
OG0015991	jg25073	Ag014G1931000
OG0015992	jg25081	Ag014G1932200
OG0015993	jg25089	Ag014G1933300
OG0015994	jg26874	Ag014G1935700
OG0015995	jg25111	Ag014G1937200
OG0015996	jg25155	Ag014G1943500
OG0015997	jg25157	Ag014G1943800
OG0015998	jg25165	Ag014G1944600
OG0015999	jg25187	Ag014G1947900
OG0016000	jg25190	Ag014G1948500
OG0016001	jg25207	Ag014G1950400
OG0016002	jg25214	Ag014G1951800
OG0016003	jg25231	Ag014G1954600
OG0016004	jg25242	Ag014G1956600
OG0016005	jg12959	Ag014G1960300
OG0016006	jg25281	Ag014G1960700
OG0016007	jg25338	Ag014G1968400
OG0016008	jg25358	Ag014G1972100
OG0016009	jg25372	Ag014G1973800
OG0016010	jg25374	Ag014G1974000
OG0016011	jg25385	Ag014G1975500
OG0016012	jg25388	Ag014G1976000
OG0016013	jg25406	Ag014G1978700
OG0016014	jg25424	Ag014G1987300
OG0016015	jg25449	Ag014G1992800
OG0016016	jg25458	Ag014G1994000
OG0016017	jg25494	Ag014G1999300
OG0016018	jg25502	Ag014G2001100
OG0016019	jg25505	Ag014G2001400
OG0016020	jg25507	Ag014G2001600
OG0016021	jg25529	Ag014G2004900
OG0016022	jg25548	Ag014G2006900
OG0016023	jg25552	Ag014G2008000
OG0016024	jg25583	Ag014G2011200
OG0016026	jg9823	Ag014G2019600
OG0016027	jg25634	Ag014G2022500
OG0016028	jg25636	Ag014G2022800
OG0016029	jg25665	Ag014G2027800
OG0016030	jg25677	Ag014G2029300
OG0016031	jg25678	Ag014G2029400
OG0016032	jg25679	Ag014G2029500
OG0016033	jg25682	Ag014G2029800
OG0016034	jg25719	Ag014G2033500
OG0016035	jg25720	Ag014G2033600
OG0016036	jg25740	Ag014G2039900
OG0016038	jg25778	Ag014G2047000
OG0016039	jg25781	Ag014G2047300
OG0016040	jg25807	Ag014G2087100, Ag014G2050200
OG0016041	jg25820	Ag014G2051900
OG0016042	jg25849	Ag014G2058400
OG0016043	jg25852	Ag014G2058700
OG0016044	jg25875	Ag014G2063500
OG0016045	jg25899	Ag014G2067400
OG0016046	jg25909, jg25907	Ag014G2069400
OG0016047	jg25913	Ag014G2069800
OG0016048	jg25920	Ag014G2070800
OG0016049	jg25925	Ag014G2071300
OG0016050	jg25927	Ag014G2071500
OG0016051	jg25932	Ag014G2072100, Ag014G2088300
OG0016052	jg20996, jg20991	Ag014G2074200
OG0016053	jg25944	Ag014G2077700
OG0016054	jg25968	Ag014G2083600
OG0016055	jg25985	Ag014G2090700, Ag014G2086600
OG0016056	jg25995	Ag014G2092200
OG0016057	jg25999	Ag011G1214800, Ag014G2092600
OG0016058	jg26011	Ag014G2094500
OG0016059	jg26014	Ag014G2095500
OG0016060	jg26023	Ag014G2098900
OG0016061	jg26026	Ag014G2099200
OG0016062	jg26045	Ag014G2110700
OG0016063	jg26049	Ag014G2112500
OG0016064	jg26054	Ag014G2114300
OG0016065	jg26057	Ag014G2115100
OG0016066	jg26059	Ag014G2116600
OG0016067	jg26058	Ag014G2116700
OG0016068	jg26068	Ag014G2117300
OG0016069	jg26085	Ag014G2124500
OG0016070	jg26086	Ag014G2124600
OG0016071	jg26107	Ag014G2130500
OG0016072	jg26110	Ag014G2131100
OG0016073	jg26118	Ag014G2132800
OG0016074	jg26124	Ag014G2134000
OG0016075	jg26126	Ag014G2134100
OG0016076	jg26138	Ag014G2137200
OG0016077	jg26150	Ag014G2143400
OG0016078	jg26170	Ag024G2894200, Ag014G2150900, Ag014G2151000
OG0016079	jg26177	Ag014G2151700
OG0016080	jg26183	Ag014G2152100
OG0016081	jg26205	Ag014G2157100
OG0016082	jg26208	Ag014G2157700
OG0016083	jg26231	Ag014G2166200
OG0016084	jg26241	Ag014G2166300
OG0016085	jg26247	Ag014G2167300
OG0016086	jg26252	Ag014G2168900, Ag027G3072100
OG0016087	jg26257	Ag014G2169600, Ag027G3071100
OG0016088	jg21990	Ag073G5260600
OG0016089	jg21989	Ag073G5260800
OG0016090	jg21983	Ag073G5261000
OG0016091	jg21957	Ag073G5262000
OG0016092	jg27399	Ag061G5018500
OG0016093	jg12554	Ag061G5019200
OG0016094	jg12553	Ag061G5019300
OG0016095	jg12485	Ag061G5025300
OG0016096	jg12434	Ag061G5027600
OG0016097	jg12415	Ag061G5030100
OG0016098	jg12388	Ag061G5030700
OG0016099	jg22588, jg11130	Ag061G5035200
OG0016100	jg12302	Ag061G5035500
OG0016101	jg12258	Ag061G5036900
OG0016102	jg12254	Ag061G5037100
OG0016103	jg12204	Ag061G5041600
OG0016104	jg12069	Ag061G5046400
OG0016105	jg21338	Ag061G5047000
OG0016106	jg21298	Ag061G5047200
OG0016107	jg21291	Ag061G5047300
OG0016108	jg21285	Ag061G5047700
OG0016109	jg26639	Ag064G5101300, Ag027G3005600
OG0016110	jg26587	Ag027G3014300
OG0016111	jg26573	Ag027G3017300
OG0016112	jg26562	Ag027G3019100
OG0016113	jg28320	Ag027G3026900
OG0016114	jg26521	Ag027G3028300
OG0016115	jg26490	Ag027G3033600
OG0016116	jg26475	Ag027G3037000
OG0016117	jg26360	Ag027G3057200
OG0016118	jg26354	Ag027G3057800
OG0016119	jg26353	Ag027G3057900
OG0016120	jg26349	Ag027G3058400
OG0016121	jg26327	Ag027G3061500
OG0016122	jg26324	Ag027G3061700
OG0016123	jg26317	Ag027G3062800
OG0016124	jg26253	Ag027G3071900
OG0016125	jg9381	Ag068G5215900
OG0016126	jg9424	Ag068G5231200
OG0016127	jg20920	Ag069G5232900
OG0016128	jg2109	Ag036G4084400
OG0016129	jg2105	Ag036G4085600
OG0016130	jg2087	Ag036G4088000
OG0016131	jg2059	Ag036G4091200
OG0016132	jg2056	Ag036G4092100
OG0016133	jg2052	Ag036G4094700
OG0016134	jg1985	Ag036G4098900
OG0016135	jg2008	Ag036G4099400
OG0016136	jg2019	Ag036G4100000
OG0016137	jg2020	Ag036G4100100
OG0016138	jg1944	Ag036G4108100
OG0016139	jg1808	Ag036G4112500
OG0016140	jg1753	Ag036G4113900
OG0016141	jg23380	Ag036G4114900
OG0016142	jg1747	Ag036G4115000
OG0016143	jg1818	Ag036G4115400
OG0016144	jg1587	Ag036G4118500
OG0016145	jg1558	Ag036G4119500
OG0016146	jg5737	Ag060G5001700
OG0016147	jg5735	Ag060G5002300
OG0016148	jg5729	Ag060G5002700
OG0016149	jg5728	Ag060G5002900
OG0016150	jg5717	Ag060G5004800
OG0016151	jg5713	Ag060G5005800
OG0016152	jg5699	Ag060G5008100
OG0016153	jg5683	Ag060G5013300
OG0016154	jg5670	Ag060G5015000
OG0016155	jg5664	Ag060G5015700
OG0016156	jg5663	Ag060G5015800
OG0016157	jg6782	Ag043G4433100
OG0016158	jg21598	Ag043G4447500
OG0016159	jg21582	Ag043G4447700
OG0016160	jg21602	Ag043G4447800
OG0016161	jg22019, jg21528	Ag043G4456300
OG0016162	jg28186	Ag096G5474200
OG0016163	jg15144	Ag017G2411800
OG0016164	jg15140	Ag017G2412500
OG0016165	jg15136	Ag017G2413100
OG0016166	jg15128	Ag017G2414400
OG0016168	jg15113	Ag017G2416600
OG0016169	jg15096	Ag017G2419000
OG0016170	jg12840	Ag017G2419800
OG0016171	jg15093	Ag017G2421000
OG0016172	jg15078	Ag017G2424100
OG0016173	jg15077	Ag017G2424200
OG0016174	jg15073	Ag017G2424700
OG0016175	jg15049	Ag017G2427000
OG0016176	jg15047	Ag017G2427200
OG0016177	jg15044	Ag017G2429200
OG0016178	jg15040	Ag017G2429600
OG0016179	jg15027	Ag017G2431300
OG0016180	jg15015	Ag017G2433200
OG0016181	jg15014	Ag017G2433400
OG0016182	jg15008	Ag017G2434100
OG0016183	jg28398	Ag034G3650400
OG0016184	jg28405	Ag034G3651200
OG0016185	jg28407	Ag034G3651400
OG0016186	jg28422	Ag034G3652500
OG0016187	jg28426	Ag034G3652600
OG0016188	jg28429	Ag034G3652900
OG0016189	jg28432	Ag034G3653400
OG0016190	jg28433	Ag034G3653500
OG0016191	jg28434	Ag034G3653600
OG0016192	jg28435	Ag034G3653700
OG0016193	jg28443	Ag034G3654700
OG0016194	jg28449	Ag034G3655400
OG0016195	jg28451	Ag034G3655800
OG0016196	jg28454	Ag034G3656700
OG0016197	jg28463	Ag034G3658100
OG0016198	jg28475	Ag034G3659400
OG0016199	jg28482	Ag034G3660100
OG0016200	jg28498	Ag034G3661400
OG0016201	jg28500	Ag034G3661600
OG0016202	jg28503	Ag034G3662200
OG0016203	jg28532	Ag034G3666800
OG0016204	jg27350	Ag034G3666900
OG0016205	jg28538	Ag034G3667500
OG0016206	jg28539	Ag034G3667700
OG0016207	jg28547	Ag034G3668400
OG0016208	jg28559	Ag034G3670600, Ag034G3670500
OG0016209	jg28570	Ag034G3671400
OG0016210	jg28571	Ag034G3671500
OG0016211	jg28580	Ag034G3672400
OG0016212	jg28593	Ag034G3673700
OG0016213	jg28624	Ag034G3678200
OG0016214	jg28640	Ag034G3681500
OG0016215	jg28655	Ag034G3682700
OG0016216	jg28656	Ag034G3682800
OG0016217	jg28657	Ag034G3683500
OG0016218	jg28671	Ag034G3686300
OG0016219	jg28677	Ag034G3687100
OG0016220	jg28682	Ag034G3688300
OG0016221	jg28690	Ag034G3689600
OG0016222	jg28699	Ag034G3690600
OG0016223	jg28723	Ag034G3694000
OG0016224	jg28735	Ag034G3695300
OG0016225	jg28749	Ag034G3696900
OG0016226	jg28773	Ag034G3699700
OG0016227	jg28776	Ag034G3700000
OG0016229	jg28812	Ag034G3704500
OG0016230	jg28813	Ag034G3704900
OG0016231	jg28820	Ag034G3705700
OG0016232	jg28824	Ag034G3705800
OG0016233	jg28827	Ag034G3706000
OG0016234	jg28838	Ag034G3707500
OG0016235	jg28845	Ag034G3708200
OG0016236	jg28848	Ag034G3708800
OG0016237	jg28867	Ag034G3711900
OG0016238	jg28870	Ag034G3712200
OG0016239	jg28874	Ag034G3712600
OG0016240	jg28876	Ag034G3712800
OG0016241	jg28882	Ag034G3713900
OG0016242	jg28901	Ag034G3716600
OG0016243	jg28909	Ag034G3717900
OG0016244	jg28930	Ag034G3720400
OG0016245	jg28931	Ag034G3720500
OG0016246	jg28933	Ag034G3720700
OG0016247	jg28939	Ag034G3721500
OG0016248	jg1507	Ag034G3724400
OG0016249	jg28990	Ag034G3727300
OG0016250	jg28995	Ag034G3727900
OG0016251	jg29002	Ag034G3728500
OG0016252	jg29003	Ag034G3728600
OG0016253	jg29006	Ag034G3728900
OG0016254	jg29017	Ag034G3730000
OG0016255	jg29019	Ag034G3730300
OG0016256	jg29021	Ag034G3730500
OG0016257	jg29029	Ag034G3731700
OG0016258	jg29031	Ag034G3731900
OG0016259	jg29041	Ag034G3732500
OG0016260	jg29049	Ag034G3733100
OG0016261	jg29053	Ag034G3733400
OG0016262	jg29056	Ag034G3733900
OG0016263	jg29058	Ag034G3734400
OG0016264	jg29078	Ag034G3738500, Ag034G3738200
OG0016266	jg10042	Ag034G3741000
OG0016267	jg29099	Ag034G3742200
OG0016268	jg29108	Ag034G3743300
OG0016269	jg29109	Ag034G3743400
OG0016270	jg29126	Ag034G3745500
OG0016271	jg29128	Ag034G3745700
OG0016272	jg29142	Ag034G3747100
OG0016273	jg28837	Ag034G3748800
OG0016274	jg29175	Ag034G3751900
OG0016275	jg29180	Ag034G3752900
OG0016276	jg29181	Ag034G3753100
OG0016277	jg29190	Ag034G3754100
OG0016278	jg29210	Ag034G3756800
OG0016279	jg29215	Ag034G3757400
OG0016280	jg29222	Ag034G3758100
OG0016281	jg29224	Ag034G3758300
OG0016282	jg29227	Ag034G3758600
OG0016283	jg29230	Ag034G3759000
OG0016284	jg29234	Ag034G3759900
OG0016285	jg29237	Ag034G3760300
OG0016286	jg29238	Ag034G3760400
OG0016287	jg29261	Ag034G3763400
OG0016288	jg29274	Ag034G3764800
OG0016289	jg29275	Ag034G3765000
OG0016290	jg29284	Ag034G3767200
OG0016291	jg33380	Ag034G3767900
OG0016292	jg29309	Ag034G3771400
OG0016293	jg29310	Ag034G3771500
OG0016294	jg29327	Ag034G3774900
OG0016295	jg29338	Ag034G3775600
OG0016296	jg29353	Ag034G3777200
OG0016297	jg29354	Ag034G3777400
OG0016298	jg29355	Ag034G3777500
OG0016299	jg29360	Ag034G3778100
OG0016300	jg29365	Ag034G3778700
OG0016301	jg29404, jg29407	Ag034G3784400
OG0016302	jg29416	Ag034G3786500
OG0016303	jg29445	Ag034G3789900
OG0016304	jg29449	Ag034G3790200
OG0016305	jg29484	Ag034G3795000
OG0016306	jg29493	Ag034G3796300
OG0016307	jg29496	Ag034G3796800
OG0016308	jg7056	Ag034G3800300
OG0016309	jg29536	Ag034G3801700
OG0016310	jg11623	Ag034G3801800
OG0016311	jg29590	Ag034G3808200
OG0016312	jg29606	Ag034G3811500
OG0016313	jg29609	Ag034G3811900
OG0016314	jg29616	Ag034G3813500
OG0016315	jg685	Ag034G3818100
OG0016316	jg29647	Ag034G3818800
OG0016317	jg29667	Ag034G3821000
OG0016318	jg29668	Ag034G3821100
OG0016319	jg29682	Ag034G3822800
OG0016321	jg29692	Ag034G3824800
OG0016322	jg29697	Ag034G3825500
OG0016323	jg29700	Ag034G3826600
OG0016325	jg29738	Ag034G3831500
OG0016326	jg29755	Ag034G3834700
OG0016328	jg29778	Ag034G3838000
OG0016329	jg29785	Ag034G3840100
OG0016331	jg29818	Ag034G3844800
OG0016332	jg29829	Ag034G3845900
OG0016333	jg29832	Ag034G3847200
OG0016334	jg29836	Ag034G3847400
OG0016335	jg29849	Ag034G3850700
OG0016336	jg29858	Ag034G3851200
OG0016337	jg29870	Ag034G3853100
OG0016338	jg29869	Ag034G3853200
OG0016339	jg29886	Ag034G3855400
OG0016340	jg29889	Ag034G3855700
OG0016341	jg29891	Ag034G3856500
OG0016342	jg29900	Ag034G3859300
OG0016343	jg29902	Ag034G3859600
OG0016344	jg29903	Ag034G3859700
OG0016345	jg29910	Ag034G3860500
OG0016346	jg29933	Ag034G3865600
OG0016348	jg30006	Ag034G3880700
OG0016349	jg30019	Ag034G3882200
OG0016351	jg30029	Ag034G3883400
OG0016353	jg30056	Ag034G3888400
OG0016354	jg30062	Ag034G3888800
OG0016355	jg3424	Ag034G3889400
OG0016356	jg30094	Ag034G3897300
OG0016357	jg30097	Ag034G3897600
OG0016358	jg30121	Ag034G3901000
OG0016359	jg30130	Ag034G3902200
OG0016360	jg30133	Ag034G3902700
OG0016361	jg30142	Ag034G3904000
OG0016362	jg30146	Ag034G3904500
OG0016363	jg30147	Ag034G3904800
OG0016364	jg30149	Ag034G3905000
OG0016365	jg30219	Ag034G3911200
OG0016366	jg30229	Ag034G3913200
OG0016368	jg30243	Ag034G3915500
OG0016369	jg30245	Ag034G3915700
OG0016370	jg21662	Ag034G3917600
OG0016371	jg30249	Ag034G3917900
OG0016372	jg30257	Ag034G3919900
OG0016373	jg6783	Ag034G3922800
OG0016374	jg30268	Ag034G3923900
OG0016375	jg30271	Ag034G3924200
OG0016376	jg30273	Ag034G3924400
OG0016377	jg30274	Ag034G3924500
OG0016379	jg30283	Ag034G3925500
OG0016380	jg30299	Ag034G3930300
OG0016381	jg30300	Ag034G3930400
OG0016382	jg30301	Ag034G3930600
OG0016383	jg17375	Ag034G3933900
OG0016384	jg30326	Ag034G3937900
OG0016385	jg30329	Ag034G3938100
OG0016386	jg30332	Ag034G3938600
OG0016387	jg30336	Ag034G3938900
OG0016388	jg30338	Ag034G3939200
OG0016389	jg30340	Ag034G3939700
OG0016390	jg30348	Ag034G3941600
OG0016391	jg312	Ag034G3944900
OG0016392	jg21908	Ag034G3945300
OG0016393	jg30391	Ag034G3949300
OG0016394	jg30406, jg30404	Ag034G3953100
OG0016395	jg30408	Ag034G3953700
OG0016396	jg30422	Ag034G3957500
OG0016397	jg30433	Ag034G3958800
OG0016398	jg30437	Ag034G3959500
OG0016399	jg30447	Ag034G3960700
OG0016400	jg30455	Ag034G3961500
OG0016401	jg30457	Ag034G3961800
OG0016402	jg30460	Ag034G3962300
OG0016403	jg30463	Ag034G3962600
OG0016404	jg30477	Ag034G3963900
OG0016405	jg30490	Ag034G3965800
OG0016406	jg30505	Ag034G3968700
OG0016407	jg26906	Ag034G3968900
OG0016408	jg30532	Ag034G3974100
OG0016409	jg30533	Ag034G3974300
OG0016410	jg30541	Ag034G3975300
OG0016411	jg30590, jg30593	Ag034G3983100
OG0016412	jg30596	Ag034G3983400
OG0016413	jg30632	Ag034G3990000
OG0016414	jg30648	Ag034G3995600
OG0016415	jg30678	Ag034G4000800
OG0016416	jg16830	Ag034G4003900
OG0016417	jg30703	Ag034G4006600, Ag034G4005900
OG0016418	jg30704	Ag034G4006700
OG0016419	jg30707	Ag034G4007000
OG0016420	jg30712	Ag034G4007300
OG0016421	jg30713	Ag034G4007400
OG0016422	jg30714	Ag034G4007500
