Orthogroup	Arabidopsis_arenosa	Rorippa_islandica
OG0016633	jg8572	Roisl.0001s0392.1.p
OG0016634	jg8607	Roisl.0001s0355.1.p
OG0016635	jg8610	Roisl.0001s0352.1.p
OG0016636	jg8621	Roisl.0001s0342.1.p
OG0016637	jg24794	Roisl.0001s0514.1.p
OG0016639	jg8742	Roisl.0001s0216.1.p
OG0016640	jg8651	Roisl.0001s0305.1.p
OG0016641	jg8652	Roisl.0001s0304.1.p
OG0016642	jg8654	Roisl.0001s0303.1.p
OG0016643	jg8658	Roisl.0001s0299.1.p
OG0016644	jg8689	Roisl.0001s0267.1.p
OG0016645	jg8694	Roisl.0001s0262.1.p
OG0016646	jg8695	Roisl.0001s0261.1.p
OG0016647	jg8712	Roisl.0001s0246.1.p
OG0016648	jg8725	Roisl.0001s0234.1.p
OG0016649	jg8727	Roisl.0001s0232.1.p
OG0016650	jg8729	Roisl.0001s0230.1.p
OG0016651	jg8731	Roisl.0001s0228.1.p
OG0016652	jg8737	Roisl.0001s0221.1.p
OG0016653	jg8740	Roisl.0001s0218.1.p
OG0016654	jg8743	Roisl.0001s0215.1.p
OG0016655	jg8747	Roisl.0001s0210.1.p
OG0016657	jg8762	Roisl.0001s0198.1.p
OG0016658	jg8783	Roisl.0001s0183.1.p
OG0016659	jg8786	Roisl.0001s0180.1.p
OG0016660	jg8789	Roisl.0001s0177.1.p
OG0016661	jg8803	Roisl.0001s0155.1.p
OG0016662	jg8804	Roisl.0001s0154.1.p
OG0016663	jg8807	Roisl.0001s0151.1.p
OG0016664	jg8825	Roisl.0001s0138.1.p
OG0016666	jg8816	Roisl.0001s0144.1.p
OG0016667	jg8811	Roisl.0001s0148.1.p
OG0016668	jg8828	Roisl.0001s0134.1.p
OG0016669	jg8888	Roisl.0001s0068.1.p
OG0016670	jg8889	Roisl.0001s0067.1.p
OG0016671	jg8899	Roisl.0001s0057.1.p
OG0016672	jg8922	Roisl.0001s0032.1.p
OG0016673	jg8928	Roisl.0001s0027.1.p
OG0016674	jg8934	Roisl.0001s0021.1.p
OG0016675	jg9160	Roisl.0003s0249.1.p
OG0016676	jg9151	Roisl.0003s0260.1.p
OG0016677	jg21686	Roisl.0214s0143.1.p
OG0016678	jg21687	Roisl.0214s0142.1.p
OG0016679	jg9127	Roisl.0003s0283.1.p
OG0016680	jg9110	Roisl.0003s0309.1.p
OG0016681	jg9098	Roisl.0003s0324.1.p
OG0016682	jg9097	Roisl.0003s0325.1.p
OG0016683	jg9055	Roisl.0008s0270.1.p
OG0016684	jg23709	Roisl.0024s0591.1.p
OG0016685	jg9035	Roisl.0008s0288.1.p
OG0016686	jg9033	Roisl.0008s0289.1.p
OG0016687	jg9032	Roisl.0008s0290.1.p
OG0016688	jg9031	Roisl.0008s0291.1.p
OG0016689	jg2488	Roisl.0019s0639.1.p
OG0016690	jg9029	Roisl.0008s0293.1.p
OG0016691	jg13557	Roisl.0025s0025.1.p
OG0016692	jg9021	Roisl.0008s0297.1.p
OG0016693	jg9620	Roisl.0022s0489.1.p
OG0016694	jg8971	Roisl.0008s0343.1.p
OG0016695	jg9193	Roisl.0003s0221.1.p
OG0016696	jg29124	Roisl.0091s1046.1.p
OG0016697	jg9194	Roisl.0003s0220.1.p
OG0016698	jg9205	Roisl.0003s0210.1.p
OG0016699	jg9207	Roisl.0003s0208.1.p
OG0016700	jg9210	Roisl.0003s0206.1.p
OG0016701	jg9219	Roisl.0003s0197.1.p
OG0016702	jg9220	Roisl.0003s0196.1.p
OG0016703	jg9233	Roisl.0003s0181.1.p
OG0016704	jg9618	Roisl.0022s0491.1.p
OG0016705	jg9260	Roisl.0003s0155.1.p
OG0016706	jg9277	Roisl.0003s0138.1.p
OG0016707	jg9278	Roisl.0003s0137.1.p
OG0016708	jg9280	Roisl.0003s0135.1.p
OG0016709	jg9289	Roisl.0003s0125.1.p
OG0016710	jg9302	Roisl.0003s0113.1.p
OG0016711	jg9320	Roisl.0003s0095.1.p
OG0016712	jg9322	Roisl.0003s0093.1.p
OG0016713	jg9324	Roisl.0003s0092.1.p
OG0016714	jg14577, jg19883	Roisl.0046s0677.1.p
OG0016715	jg14574	Roisl.0209s0485.1.p
OG0016716	jg26664	Roisl.0053s0291.1.p
OG0016717	jg26675	Roisl.0053s0282.1.p
OG0016718	jg26710	Roisl.0053s0267.1.p
OG0016719	jg26713	Roisl.0053s0264.1.p
OG0016720	jg2902	Roisl.0019s0227.1.p
OG0016721	jg2882	Roisl.0019s0248.1.p
OG0016722	jg2881	Roisl.0019s0249.1.p
OG0016723	jg2838	Roisl.0019s0307.1.p
OG0016724	jg30880	Roisl.0191s0157.1.p
OG0016725	jg30920	Roisl.0191s0186.1.p
OG0016726	jg30942	Roisl.0191s0207.1.p
OG0016727	jg30969	Roisl.0191s0232.1.p
OG0016728	jg30979	Roisl.0191s0254.1.p, Roisl.0191s0237.1.p
OG0016729	jg31061, jg31069	Roisl.0191s0323.1.p
OG0016730	jg31075	Roisl.0191s0333.1.p
OG0016731	jg31079	Roisl.0191s0338.1.p
OG0016733	jg31111	Roisl.0191s0369.1.p
OG0016734	jg31125	Roisl.0191s0380.1.p
OG0016735	jg8035	Roisl.0191s0594.1.p
OG0016736	jg8058	Roisl.0191s0602.1.p
OG0016737	jg8099	Roisl.0191s0652.1.p
OG0016738	jg8141	Roisl.0191s0568.1.p
OG0016739	jg8131	Roisl.0191s0560.1.p
OG0016740	jg8125	Roisl.0191s0544.1.p
OG0016742	jg8111	Roisl.0191s0530.1.p
OG0016743	jg8194	Roisl.0191s0484.1.p
OG0016744	jg8213	Roisl.0015s0048.1.p
OG0016745	jg8225	Roisl.0015s0033.1.p
OG0016746	jg1717	Roisl.0211s0011.1.p
OG0016747	jg8237	Roisl.0015s0020.1.p
OG0016748	jg8239	Roisl.0015s0018.1.p
OG0016749	jg19499	Roisl.0001s0284.1.p
OG0016750	jg20157	Roisl.0067s0073.1.p
OG0016751	jg30109	Roisl.0007s0514.1.p
OG0016752	jg16502	Roisl.0063s0014.1.p
OG0016753	jg16504	Roisl.0063s0016.1.p
OG0016754	jg16507	Roisl.0063s0018.1.p
OG0016755	jg31220	Roisl.0015s0064.1.p
OG0016756	jg31151	Roisl.0191s0406.1.p
OG0016757	jg9830	Roisl.0022s0284.1.p
OG0016758	jg9788	Roisl.0022s0323.1.p
OG0016760	jg9715	Roisl.0022s0399.1.p
OG0016761	jg9673	Roisl.0022s0441.1.p
OG0016762	jg9665	Roisl.0022s0448.1.p
OG0016763	jg9664	Roisl.0022s0449.1.p
OG0016764	jg9662	Roisl.0022s0451.1.p
OG0016765	jg9650	Roisl.0022s0459.1.p
OG0016766	jg9636	Roisl.0022s0470.1.p
OG0016767	jg9630	Roisl.0022s0476.1.p
OG0016768	jg9614	Roisl.0022s0495.1.p
OG0016769	jg9602	Roisl.0022s0509.1.p
OG0016770	jg13210	Roisl.0011s0310.1.p
OG0016771	jg28937	Roisl.0091s0852.1.p
OG0016772	jg29178	Roisl.0091s1098.1.p
OG0016773	jg29998	Roisl.0007s0620.1.p
OG0016774	jg30436	Roisl.0007s0217.1.p
OG0016775	jg30794	Roisl.0191s0064.1.p
OG0016777	jg30912	Roisl.0191s0179.1.p
OG0016778	jg30944	Roisl.0191s0209.1.p
OG0016779	jg31017	Roisl.0191s0281.1.p
OG0016779	jg31015	Roisl.0191s0279.1.p
OG0016780	jg31030	Roisl.0191s0294.1.p
OG0016781	jg31073, jg31065	Roisl.0191s0330.1.p
OG0016782	jg31142	Roisl.0191s0399.1.p
OG0016783	jg31182	Roisl.0191s0438.1.p
OG0016784	jg31279	Roisl.0015s0117.1.p
OG0016785	jg31280	Roisl.0015s0118.1.p
OG0016786	jg31281	Roisl.0015s0119.1.p
OG0016788	jg31653	Roisl.0061s0010.1.p, Roisl.0213s0347.1.p
OG0016789	jg31734	Roisl.0213s0400.1.p
OG0016790	jg31910	Roisl.0209s0161.1.p
OG0016791	jg14555, jg14549, jg31922, jg17219, jg31924, jg17217, jg32446, jg32615, jg33831, jg32617, jg27294	Roisl.0027s0114.1.p
OG0016792	jg33118, jg33117	Roisl.0006s0056.1.p
OG0016793	jg33161, jg8824	Roisl.0001s0132.1.p
OG0016794	jg33262	Roisl.0006s0181.1.p
OG0016795	jg33770	Roisl.0021s0501.1.p
OG0016797	jg2047	Roisl.0209s0085.1.p
OG0016798	jg2049	Roisl.0209s0086.1.p
OG0016801	jg3259	Roisl.0004s0289.1.p
OG0016802	jg3268	Roisl.0004s0280.1.p
OG0016803	jg3398	Roisl.0004s0167.1.p
OG0016805	jg25012	Roisl.0074s0940.1.p
OG0016806	jg25285	Roisl.0074s0682.1.p
OG0016807	jg25745	Roisl.0074s0269.1.p
OG0016808	jg26169	Roisl.0115s0333.1.p
OG0016809	jg26590	Roisl.0053s0351.1.p
OG0016810	jg26672	Roisl.0053s0286.1.p
OG0016811	jg27090	Roisl.0213s0674.1.p
OG0016812	jg27195	Roisl.0038s0021.1.p
OG0016814	jg27420	Roisl.0066s0448.1.p
OG0016815	jg27546	Roisl.0047s0010.1.p
OG0016816	jg27617	Roisl.0045s0025.1.p
OG0016817	jg27915	Roisl.0066s0145.1.p
OG0016818	jg27934	Roisl.0066s0122.1.p
OG0016819	jg28240	Roisl.0214s0432.1.p
OG0016820	jg16512	Roisl.0063s0023.1.p
OG0016821	jg16610	Roisl.0046s0650.1.p
OG0016822	jg16703	Roisl.0046s0559.1.p
OG0016823	jg16895	Roisl.0004s0003.1.p
OG0016824	jg16910	Roisl.0004s0017.1.p
OG0016826	jg17139	Roisl.0023s0105.1.p
OG0016827	jg17294	Roisl.0082s0463.1.p
OG0016828	jg18044	Roisl.0033s0024.1.p
OG0016829	jg18158	Roisl.0033s0143.1.p
OG0016830	jg18255	Roisl.0017s0464.1.p
OG0016832	jg18718	Roisl.0028s1010.1.p
OG0016833	jg18741	Roisl.0028s1038.1.p
OG0016835	jg19096	Roisl.0017s0284.1.p
OG0016836	jg19771	Roisl.0028s0169.1.p
OG0016837	jg14566, jg19896	Roisl.0209s0478.1.p
OG0016838	jg20003	Roisl.0035s0144.1.p
OG0016839	jg20208	Roisl.0067s0024.1.p
OG0016840	jg12975	Roisl.0011s0074.1.p
OG0016841	jg13186	Roisl.0011s0286.1.p
OG0016842	jg13223	Roisl.0011s0324.1.p
OG0016843	jg13296	Roisl.0011s0385.1.p
OG0016844	jg13655	Roisl.0188s0118.1.p
OG0016845	jg13851	Roisl.0111s0026.1.p
OG0016846	jg13865	Roisl.0185s0063.1.p
OG0016847	jg5989	Roisl.0210s1851.1.p
OG0016849	jg14150	Roisl.0037s0015.1.p
OG0016850	jg14157	Roisl.0037s0005.1.p
OG0016851	jg14294	Roisl.0019s0077.1.p
OG0016852	jg14439	Roisl.0209s0358.1.p, Roisl.0058s0033.1.p
OG0016853	jg14477	Roisl.0209s0392.1.p
OG0016854	jg14506	Roisl.0209s0416.1.p
OG0016855	jg14536	Roisl.0209s0455.1.p
OG0016856	jg14862	Roisl.0046s0942.1.p
OG0016857	jg14939	Roisl.0046s1011.1.p
OG0016858	jg15154	Roisl.0046s1212.1.p
OG0016859	jg15269	Roisl.0046s1313.1.p
OG0016860	jg3939	Roisl.0034s0115.1.p
OG0016861	jg5046	Roisl.0210s0931.1.p
OG0016862	jg5891	Roisl.0210s1754.1.p
OG0016863	jg6348	Roisl.0046s0157.1.p
OG0016864	jg7253	Roisl.0060s0023.1.p
OG0016865	jg7330	Roisl.0020s0057.1.p
OG0016866	jg7425	Roisl.0057s0031.1.p
OG0016867	jg7496	Roisl.0213s0600.1.p
OG0016868	jg7600	Roisl.0213s0523.1.p
OG0016869	jg7864	Roisl.0082s0390.1.p
OG0016870	jg7937	Roisl.0082s0329.1.p
OG0016871	jg8351	Roisl.0115s0716.1.p
OG0016872	jg8669	Roisl.0001s0288.1.p
OG0016873	jg9539	Roisl.0044s0040.1.p
OG0016874	jg9638	Roisl.0022s0469.1.p
OG0016875	jg9704	Roisl.0022s0407.1.p
OG0016876	jg9756	Roisl.0022s0362.1.p
OG0016877	jg9772	Roisl.0022s0344.1.p
OG0016878	jg9814	Roisl.0022s0297.1.p
OG0016879	jg9839	Roisl.0022s0278.1.p
OG0016880	jg9841	Roisl.0022s0275.1.p
OG0016881	jg9845	Roisl.0022s0272.1.p
OG0016882	jg9848	Roisl.0022s0269.1.p
OG0016883	jg9852	Roisl.0022s0264.1.p
OG0016884	jg9860	Roisl.0022s0254.1.p
OG0016885	jg9865	Roisl.0022s0249.1.p
OG0016886	jg9888	Roisl.0022s0228.1.p
OG0016887	jg10023	Roisl.0022s0100.1.p
OG0016888	jg10148	Roisl.0008s0153.1.p
OG0016889	jg10152	Roisl.0008s0149.1.p
OG0016890	jg10449	Roisl.0091s0213.1.p
OG0016891	jg10648	Roisl.0091s0375.1.p
OG0016892	jg10676	Roisl.0091s0402.1.p
OG0016893	jg10714	Roisl.0091s0438.1.p
OG0016895	jg12074	Roisl.0008s0104.1.p
OG0016895	jg12077	Roisl.0008s0102.1.p
OG0016896	jg12095	Roisl.0008s0107.1.p
OG0016897	jg12342	Roisl.0046s0024.1.p
OG0016898	jg12402	Roisl.0213s0799.1.p
OG0016899	jg12726	Roisl.0009s0121.1.p
OG0016900	jg20533, jg20534	Roisl.0005s0296.1.p
OG0016901	jg20750	Roisl.0012s0262.1.p
OG0016902	jg21364	Roisl.0014s0026.1.p
OG0016903	jg21445	Roisl.0014s0091.1.p, Roisl.0014s0144.1.p
OG0016904	jg21688	Roisl.0214s0139.1.p
OG0016905	jg21725	Roisl.0214s0242.1.p
OG0016906	jg21741	Roisl.0012s0039.1.p
OG0016907	jg21822	Roisl.0189s0224.1.p
OG0016908	jg21843	Roisl.0189s0207.1.p
OG0016909	jg21874	Roisl.0189s0175.1.p
OG0016910	jg21952	Roisl.0031s0013.1.p
OG0016911	jg21982	Roisl.0031s0038.1.p
OG0016912	jg22584	Roisl.0080s0612.1.p
OG0016915	jg23723	Roisl.0024s0609.1.p
OG0016938	jg14435	Roisl.0209s0355.1.p
OG0016939	jg14492	Roisl.0209s0403.1.p
OG0016940	jg14668	Roisl.0046s0773.1.p
OG0016942	jg14618	Roisl.0046s0723.1.p
OG0016943	jg14624	Roisl.0046s0727.1.p
OG0016944	jg14591	Roisl.0046s0700.1.p
OG0016945	jg12923	Roisl.0011s0026.1.p
OG0016946	jg12994	Roisl.0011s0096.1.p
OG0016947	jg12106	Roisl.0008s0121.1.p
OG0016948	jg5650	Roisl.0210s1515.1.p
OG0016949	jg5631	Roisl.0210s1500.1.p
OG0016950	jg5615	Roisl.0210s1478.1.p
OG0016951	jg5601	Roisl.0210s1466.1.p
OG0016952	jg5597	Roisl.0210s1462.1.p
OG0016954	jg5571	Roisl.0210s1435.1.p
OG0016955	jg5544	Roisl.0210s1415.1.p
OG0016957	jg5467	Roisl.0210s1340.1.p
OG0016959	jg5443	Roisl.0210s1318.1.p
OG0016960	jg5342	Roisl.0210s1220.1.p
OG0016961	jg5319	Roisl.0210s1200.1.p
OG0016962	jg27389	Roisl.0188s0023.1.p
OG0016963	jg12570	Roisl.0009s0274.1.p
OG0016964	jg5266	Roisl.0210s1146.1.p
OG0016965	jg32553	Roisl.0185s0005.1.p
OG0016966	jg5197	Roisl.0210s1084.1.p
OG0016967	jg5195	Roisl.0210s1081.1.p
OG0016968	jg5179	Roisl.0210s1065.1.p
OG0016969	jg5178	Roisl.0210s1064.1.p
OG0016970	jg5174	Roisl.0210s1059.1.p
OG0016971	jg5171	Roisl.0210s1055.1.p
OG0016972	jg12028	Roisl.0053s0111.1.p
OG0016974	jg5079	Roisl.0210s0961.1.p
OG0016975	jg5055	Roisl.0210s0939.1.p
OG0016977	jg5024	Roisl.0210s0911.1.p
OG0016978	jg4990	Roisl.0210s0876.1.p
OG0016979	jg4986	Roisl.0210s0871.1.p
OG0016980	jg4977	Roisl.0210s0862.1.p
OG0016981	jg4944	Roisl.0210s0832.1.p
OG0016982	jg4926	Roisl.0210s0811.1.p
OG0016983	jg4918	Roisl.0210s0803.1.p
OG0016984	jg4914	Roisl.0210s0798.1.p
OG0016985	jg4900	Roisl.0210s0786.1.p
OG0016986	jg4849	Roisl.0210s0736.1.p
OG0016987	jg4848	Roisl.0210s0734.1.p
OG0016988	jg4831	Roisl.0210s0722.1.p
OG0016989	jg4822	Roisl.0210s0712.1.p
OG0016990	jg4819	Roisl.0210s0709.1.p
OG0016991	jg4815	Roisl.0210s0707.1.p
OG0016992	jg4783	Roisl.0210s0679.1.p
OG0016993	jg25498	Roisl.0074s0485.1.p
OG0016994	jg4774	Roisl.0210s0668.1.p
OG0016995	jg4770	Roisl.0210s0662.1.p
OG0016996	jg4755	Roisl.0210s0647.1.p
OG0016997	jg4747	Roisl.0210s0635.1.p
OG0016998	jg4744	Roisl.0210s0638.1.p
OG0016999	jg4738	Roisl.0210s0630.1.p
OG0017000	jg4732	Roisl.0210s0625.1.p
OG0017001	jg4699	Roisl.0210s0596.1.p
OG0017002	jg4676	Roisl.0210s0574.1.p
OG0017003	jg4668	Roisl.0210s0564.1.p
OG0017004	jg4653	Roisl.0210s0549.1.p
OG0017005	jg4641	Roisl.0210s0543.1.p
OG0017006	jg4638	Roisl.0210s0540.1.p
OG0017007	jg4611	Roisl.0210s0509.1.p
OG0017008	jg9974	Roisl.0022s0143.1.p
OG0017009	jg17435	Roisl.0029s0074.1.p
OG0017010	jg17426	Roisl.0215s0014.1.p
OG0017011	jg17432	Roisl.0215s0011.1.p
OG0017012	jg17437	Roisl.0029s0068.1.p
OG0017014	jg17541	Roisl.0029s0012.1.p
OG0017015	jg17578	Roisl.0209s0490.1.p
OG0017016	jg17585	Roisl.0046s0671.1.p
OG0017017	jg17660	Roisl.0204s0067.1.p
OG0017018	jg17707	Roisl.0204s0024.1.p
OG0017019	jg17762	Roisl.0082s0557.1.p
OG0017020	jg17766	Roisl.0082s0562.1.p
OG0017021	jg17803	Roisl.0082s0599.1.p
OG0017023	jg17828	Roisl.0082s0619.1.p
OG0017024	jg17836	Roisl.0082s0634.1.p
OG0017025	jg17846	Roisl.0082s0641.1.p
OG0017026	jg17873	Roisl.0082s0670.1.p
OG0017027	jg17997, jg17996	Roisl.0082s0768.1.p
OG0017028	jg363	Roisl.0050s0010.1.p
OG0017029	jg18096	Roisl.0033s0076.1.p
OG0017030	jg18137	Roisl.0033s0103.1.p
OG0017032	jg8523	Roisl.0001s0440.1.p
OG0017033	jg18226	Roisl.0017s0497.1.p
OG0017034	jg18238	Roisl.0017s0482.1.p
OG0017035	jg18275	Roisl.0017s0445.1.p
OG0017036	jg18350	Roisl.0028s0658.1.p
OG0017037	jg20884	Roisl.0012s0109.1.p
OG0017038	jg20856	Roisl.0012s0124.1.p
OG0017039	jg20842	Roisl.0012s0146.1.p
OG0017040	jg28697	Roisl.0210s0315.1.p
OG0017041	jg20768	Roisl.0012s0248.1.p
OG0017043	jg9920	Roisl.0022s0194.1.p
OG0017044	jg22405	Roisl.0080s0764.1.p
OG0017045	jg21064	Roisl.0055s0032.1.p
OG0017046	jg32775	Roisl.0013s0210.1.p
OG0017047	jg32757	Roisl.0013s0228.1.p
OG0017048	jg31290	Roisl.0213s0031.1.p
OG0017049	jg31289	Roisl.0213s0030.1.p
OG0017050	jg31288	Roisl.0213s0029.1.p
OG0017051	jg32664	Roisl.0179s0014.1.p
OG0017052	jg32693	Roisl.0066s0393.1.p
OG0017053	jg32707	Roisl.0066s0376.1.p
OG0017054	jg12976	Roisl.0011s0075.1.p
OG0017055	jg31291	Roisl.0213s0032.1.p
OG0017056	jg31301	Roisl.0213s0042.1.p
OG0017057	jg31308	Roisl.0213s0049.1.p
OG0017058	jg31356	Roisl.0213s0093.1.p
OG0017060	jg31405	Roisl.0213s0141.1.p
OG0017061	jg31451	Roisl.0213s0176.1.p
OG0017062	jg31506	Roisl.0213s0225.1.p
OG0017063	jg31523	Roisl.0213s0244.1.p
OG0017066	jg31565	Roisl.0213s0281.1.p
OG0017067	jg31590	Roisl.0213s0305.1.p
OG0017068	jg11900	Roisl.0015s0149.1.p
OG0017069	jg31606	Roisl.0213s0312.1.p
OG0017070	jg31618	Roisl.0213s0323.1.p
OG0017071	jg31683	Roisl.0213s0372.1.p
OG0017072	jg31769	Roisl.0213s0425.1.p
OG0017073	jg31775	Roisl.0213s0431.1.p
OG0017075	jg31879	Roisl.0209s0196.1.p
OG0017076	jg31883	Roisl.0209s0190.1.p
OG0017077	jg31885	Roisl.0209s0188.1.p
OG0017079	jg13086	Roisl.0011s0183.1.p
OG0017080	jg13125	Roisl.0011s0213.1.p
OG0017081	jg13140	Roisl.0011s0246.1.p
OG0017082	jg13148	Roisl.0011s0251.1.p
OG0017084	jg23711	Roisl.0024s0594.1.p
OG0017085	jg23692	Roisl.0024s0572.1.p
OG0017086	jg23667	Roisl.0024s0551.1.p
OG0017087	jg23663	Roisl.0024s0548.1.p
OG0017088	jg23624	Roisl.0024s0506.1.p
OG0017089	jg23622	Roisl.0024s0502.1.p
OG0017090	jg23615	Roisl.0024s0493.1.p
OG0017091	jg977	Roisl.0021s0400.1.p
OG0017092	jg23603	Roisl.0024s0481.1.p
OG0017093	jg23591	Roisl.0024s0470.1.p
OG0017094	jg23570	Roisl.0024s0452.1.p
OG0017095	jg23564	Roisl.0024s0447.1.p
OG0017096	jg23562	Roisl.0024s0440.1.p
OG0017097	jg23553	Roisl.0024s0433.1.p
OG0017098	jg23540	Roisl.0024s0421.1.p
OG0017099	jg23534	Roisl.0024s0415.1.p
OG0017100	jg23524	Roisl.0024s0405.1.p
OG0017101	jg23523	Roisl.0024s0404.1.p
OG0017102	jg23510	Roisl.0024s0394.1.p
OG0017103	jg23502	Roisl.0024s0384.1.p
OG0017104	jg23489	Roisl.0024s0370.1.p
OG0017105	jg23455	Roisl.0024s0334.1.p
OG0017106	jg23423	Roisl.0024s0312.1.p
OG0017107	jg23400	Roisl.0024s0289.1.p
OG0017108	jg23392	Roisl.0024s0281.1.p
OG0017109	jg23379	Roisl.0024s0272.1.p
OG0017110	jg23376	Roisl.0024s0269.1.p
OG0017111	jg23348	Roisl.0024s0251.1.p
OG0017113	jg23272	Roisl.0024s0180.1.p
OG0017114	jg23267	Roisl.0024s0175.1.p
OG0017115	jg23249	Roisl.0024s0161.1.p
OG0017116	jg23217	Roisl.0024s0134.1.p
OG0017117	jg23167	Roisl.0080s0031.1.p
OG0017118	jg23109	Roisl.0080s0089.1.p
OG0017119	jg23101	Roisl.0080s0098.1.p
OG0017120	jg23095	Roisl.0080s0105.1.p
OG0017121	jg6144	Roisl.0210s1971.1.p
OG0017122	jg6156	Roisl.0210s1976.1.p
OG0017123	jg6161	Roisl.0210s1981.1.p
OG0017124	jg6187	Roisl.0210s2005.1.p
OG0017125	jg6216	Roisl.0210s2034.1.p
OG0017126	jg6234	Roisl.0210s2051.1.p
OG0017127	jg6249	Roisl.0046s0071.1.p
OG0017128	jg6250	Roisl.0046s0072.1.p
OG0017129	jg6302	Roisl.0046s0116.1.p
OG0017130	jg6322	Roisl.0046s0136.1.p
OG0017131	jg6340	Roisl.0046s0149.1.p
OG0017133	jg20199	Roisl.0067s0034.1.p
OG0017134	jg6433	Roisl.0046s0231.1.p
OG0017135	jg6440	Roisl.0046s0239.1.p
OG0017136	jg6502	Roisl.0046s0287.1.p
OG0017137	jg6508	Roisl.0046s0288.1.p, Roisl.0014s0038.1.p
OG0017138	jg5800	Roisl.0210s1658.1.p
OG0017139	jg5816	Roisl.0210s1673.1.p
OG0017140	jg5826	Roisl.0210s1683.1.p
OG0017141	jg5845	Roisl.0210s1704.1.p
OG0017142	jg5858	Roisl.0210s1718.1.p
OG0017143	jg5887	Roisl.0210s1749.1.p
OG0017144	jg5895	Roisl.0210s1758.1.p
OG0017145	jg5902	Roisl.0210s1763.1.p
OG0017146	jg5960	Roisl.0210s1819.1.p
OG0017147	jg5966	Roisl.0210s1824.1.p
OG0017148	jg5973	Roisl.0210s1833.1.p
OG0017149	jg6042	Roisl.0210s1896.1.p
OG0017150	jg6086	Roisl.0210s1925.1.p
OG0017151	jg6113	Roisl.0210s1940.1.p
OG0017152	jg6127	Roisl.0210s1954.1.p
OG0017153	jg22949	Roisl.0080s0260.1.p
OG0017154	jg22930	Roisl.0080s0277.1.p
OG0017155	jg22911	Roisl.0080s0299.1.p
OG0017156	jg22807	Roisl.0080s0399.1.p
OG0017157	jg14152	Roisl.0037s0010.1.p
OG0017158	jg22770	Roisl.0080s0435.1.p
OG0017159	jg22764	Roisl.0080s0441.1.p
OG0017160	jg22761	Roisl.0080s0444.1.p
OG0017161	jg22760	Roisl.0080s0445.1.p
OG0017162	jg22727	Roisl.0080s0474.1.p
OG0017163	jg22699	Roisl.0080s0500.1.p
OG0017164	jg22687	Roisl.0080s0511.1.p
OG0017166	jg22649	Roisl.0080s0552.1.p
OG0017169	jg22604	Roisl.0080s0595.1.p
OG0017170	jg29961	Roisl.0007s0655.1.p, Roisl.0007s0660.1.p
OG0017171	jg22575	Roisl.0080s0619.1.p
OG0017172	jg22570	Roisl.0080s0624.1.p
OG0017173	jg22543	Roisl.0080s0655.1.p
OG0017174	jg22514	Roisl.0080s0679.1.p
OG0017176	jg22347	Roisl.0080s0812.1.p
OG0017177	jg22321	Roisl.0080s0842.1.p
OG0017178	jg22315	Roisl.0080s0848.1.p
OG0017179	jg22314	Roisl.0080s0849.1.p
OG0017180	jg22308	Roisl.0080s0856.1.p
OG0017181	jg14740	Roisl.0046s0829.1.p
OG0017183	jg14719	Roisl.0046s0816.1.p
OG0017184	jg14717	Roisl.0046s0814.1.p
OG0017185	jg4579	Roisl.0210s0477.1.p
OG0017186	jg4542	Roisl.0210s0450.1.p
OG0017187	jg4540	Roisl.0210s0448.1.p
OG0017188	jg4538	Roisl.0210s0446.1.p
OG0017189	jg4537	Roisl.0210s0445.1.p
OG0017190	jg4533	Roisl.0210s0441.1.p
OG0017191	jg4531	Roisl.0210s0440.1.p
OG0017192	jg4505	Roisl.0210s0416.1.p
OG0017193	jg4499	Roisl.0210s0411.1.p
OG0017194	jg4425	Roisl.0042s0014.1.p
OG0017195	jg12038	Roisl.0053s0126.1.p
OG0017196	jg4393	Roisl.0042s0036.1.p
OG0017197	jg4341	Roisl.0042s0082.1.p
OG0017198	jg4332	Roisl.0042s0094.1.p
OG0017199	jg4286	Roisl.0042s0133.1.p
OG0017200	jg4283	Roisl.0042s0136.1.p, Roisl.0018s0049.1.p
OG0017201	jg4280	Roisl.0042s0140.1.p
OG0017202	jg4270	Roisl.0042s0151.1.p
OG0017203	jg4266	Roisl.0056s0024.1.p
OG0017205	jg4154	Roisl.0030s0134.1.p
OG0017206	jg4102	Roisl.0030s0083.1.p
OG0017208	jg4058	Roisl.0030s0052.1.p
OG0017209	jg4030	Roisl.0030s0015.1.p
OG0017210	jg4028	Roisl.0030s0013.1.p
OG0017211	jg4018	Roisl.0030s0002.1.p
OG0017212	jg20280	Roisl.0005s0023.1.p
OG0017216	jg3950	Roisl.0034s0126.1.p
OG0017217	jg3927	Roisl.0034s0104.1.p
OG0017218	jg3909	Roisl.0034s0090.1.p
OG0017219	jg3869	Roisl.0034s0058.1.p
OG0017220	jg3850	Roisl.0034s0041.1.p
OG0017221	jg3848	Roisl.0034s0039.1.p
OG0017222	jg3843	Roisl.0034s0033.1.p
OG0017223	jg3842	Roisl.0034s0032.1.p
OG0017224	jg3824	Roisl.0034s0021.1.p
OG0017225	jg3821	Roisl.0034s0018.1.p
OG0017226	jg12685	Roisl.0009s0165.1.p
OG0017227	jg12727	Roisl.0009s0120.1.p
OG0017228	jg12780	Roisl.0009s0070.1.p
OG0017229	jg12834	Roisl.0009s0023.1.p
