Orthogroup	Arabidopsis_arenosa	Raphanus_sativus
OG0014441	jg5224	XP_018446055.1
OG0014442	jg5222	XP_018446052.1
OG0014443	jg5200	XP_018443157.1, XP_018442770.1
OG0014444	jg5199	XP_018444267.1, XP_018444100.1
OG0014445	jg5194	XP_018444066.1, XP_018444623.1
OG0014446	jg5187	XP_018471645.1
OG0014447	jg5154	XP_018468140.1
OG0014448	jg5153	XP_018470451.1
OG0014449	jg5126	XP_018475389.1
OG0014450	jg5102	XP_018474646.1
OG0014451	jg452, jg10797	XP_018450093.1, XP_018450719.1, XP_018458142.1, XP_018458693.1
OG0014452	jg5076	XP_018468328.1
OG0014453	jg5072	XP_018445633.1
OG0014454	jg5061	XP_018445828.1
OG0014455	jg5056	XP_018470896.1
OG0014456	jg5012	XP_018444991.1
OG0014457	jg5004	XP_018476209.1
OG0014458	jg9573	XP_018485337.1
OG0014459	jg4992	XP_018442932.1, XP_018442920.1
OG0014460	jg13657	XP_018480441.1
OG0014461	jg4966	XP_018445936.1
OG0014462	jg4955	XP_018445808.1
OG0014463	jg4940	XP_018467538.1
OG0014464	jg4934	XP_018445719.1
OG0014465	jg4933	XP_018442668.1
OG0014466	jg4932	XP_018446547.1
OG0014467	jg4923	XP_018445274.1
OG0014468	jg4920	XP_018445277.1
OG0014470	jg4899	XP_018476884.1
OG0014471	jg4898	XP_018454474.1
OG0014472	jg4893	XP_018446684.1
OG0014473	jg4885	XP_018445688.1
OG0014474	jg4884	XP_018475962.1
OG0014475	jg4879	XP_018444820.1
OG0014476	jg4869	XP_018445233.1
OG0014477	jg4850	XP_018446174.1
OG0014478	jg4836	XP_018469634.1, XP_018475587.1, XP_018473590.1
OG0014479	jg4835	XP_018473215.1
OG0014480	jg4823	XP_018442780.1
OG0014481	jg11939	XP_018453220.1
OG0014482	jg4778	XP_018446383.1
OG0014483	jg4762	XP_018445990.1
OG0014484	jg4761	XP_018450094.1
OG0014485	jg4731	XP_018442225.1
OG0014486	jg4718	XP_018446585.1
OG0014487	jg4711	XP_018445278.1
OG0014488	jg4695	XP_018446179.1
OG0014489	jg26844	XP_018488202.1
OG0014490	jg4682	XP_018476153.1
OG0014491	jg4680	XP_018468401.1
OG0014493	jg4644	XP_018473254.1
OG0014494	jg4633	XP_018467392.1, XP_018467402.1
OG0014495	jg4603	XP_018446032.1
OG0014496	jg4592	XP_018475204.1
OG0014497	jg7877	XP_018475055.1
OG0014498	jg9958	XP_018484619.1, XP_018484599.1
OG0014499	jg9967	XP_018470851.1
OG0014500	jg9979	XP_018480527.1, XP_018471125.1
OG0014501	jg9980	XP_018467745.1, XP_018482305.1
OG0014502	jg9992	XP_018470786.1
OG0014503	jg9998	XP_018467949.1
OG0014504	jg10004, jg10002	XP_018467940.1
OG0014505	jg17436	XP_018483937.1
OG0014506	jg14367	XP_018436503.1
OG0014507	jg21781	XP_018436251.1, XP_018439961.1
OG0014508	jg17515	XP_018434917.1
OG0014509	jg17444	XP_018465546.1
OG0014510	jg17451	XP_018436869.1
OG0014511	jg17504	XP_018436622.1
OG0014512	jg17506	XP_018450918.1, XP_018460827.1
OG0014513	jg17525	XP_018478818.1
OG0014514	jg17534	XP_018436625.1
OG0014515	jg17591	XP_018483492.1
OG0014516	jg17613	XP_018485198.1
OG0014517	jg17637	XP_018435166.1
OG0014518	jg17645	XP_018479800.1
OG0014519	jg17646	XP_018464186.1
OG0014520	jg17681	XP_018480327.1
OG0014521	jg17721	XP_018484464.1
OG0014522	jg17731	XP_018439176.1
OG0014523	jg17758	XP_018484920.1
OG0014524	jg17761	XP_018485128.1
OG0014525	jg17768	XP_018442021.1
OG0014526	jg17773	XP_018437443.1
OG0014527	jg17785	XP_018439983.1
OG0014528	jg17793	XP_018440860.1
OG0014529	jg17797	XP_018440901.1
OG0014530	jg17814	XP_018436279.1
OG0014531	jg17829	XP_018480511.1
OG0014532	jg17833	XP_018484805.1
OG0014533	jg17841	XP_018434675.1
OG0014534	jg17842	XP_018480520.1
OG0014535	jg17860	XP_018478155.1
OG0014536	jg17900	XP_018434642.1
OG0014537	jg17903	XP_018478628.1
OG0014538	jg17968	XP_018440203.1
OG0014539	jg17984	XP_018440942.1
OG0014540	jg17986	XP_018441049.1
OG0014541	jg18031	XP_018439090.1
OG0014542	jg18042	XP_018440852.1
OG0014543	jg18050	XP_018434713.1
OG0014544	jg18059	XP_018433291.1
OG0014545	jg18068	XP_018473423.1
OG0014546	jg18073	XP_018472858.1
OG0014547	jg18139	XP_018474640.1
OG0014548	jg6048	XP_018440796.1
OG0014549	jg15796	XP_018489657.1
OG0014550	jg18192	XP_018482384.1, XP_018438632.1
OG0014551	jg18193	XP_018441794.1
OG0014552	jg18194	XP_018434183.1
OG0014553	jg18205	XP_018473415.1
OG0014554	jg18212	XP_018482092.1
OG0014555	jg10060	XP_018452938.1
OG0014556	jg18252	XP_018484660.1
OG0014557	jg18259	XP_018437329.1
OG0014558	jg18269	XP_018477264.1
OG0014559	jg18276	XP_018440998.1
OG0014561	jg18335	XP_018475853.1, XP_018472801.1
OG0014562	jg18318	XP_018441880.1
OG0014563	jg18300	XP_018473174.1
OG0014564	jg18295	XP_018441037.1
OG0014565	jg18354	XP_018472667.1
OG0014566	jg18357	XP_018472668.1, XP_018475131.1
OG0014567	jg18375	XP_018439259.1
OG0014568	jg18376	XP_018433239.1
OG0014569	jg18439	XP_018477162.1, XP_018433659.1
OG0014570	jg20867	XP_018477749.1
OG0014571	jg20844	XP_018480419.1
OG0014572	jg20831	XP_018483462.1
OG0014573	jg20826	XP_018484243.1
OG0014574	jg20824	XP_018477175.1
OG0014575	jg20820	XP_018452053.1
OG0014576	jg20807	XP_018455526.1
OG0014577	jg20800	XP_018478278.1
OG0014578	jg20778	XP_018478699.1
OG0014579	jg20777	XP_018478946.1
OG0014580	jg20775	XP_018483496.1
OG0014581	jg20769	XP_018478054.1
OG0014582	jg9942	XP_018472398.1, XP_018459285.1
OG0014583	jg9934	XP_018481737.1
OG0014584	jg9930	XP_018478523.1
OG0014585	jg9923	XP_018467751.1, XP_018466617.1
OG0014586	jg9922	XP_018463682.1, XP_018458374.1
OG0014587	jg9912	XP_018480422.1
OG0014588	jg9910	XP_018481933.1, XP_018463683.1
OG0014589	jg32811	XP_018482026.1
OG0014590	jg32799	XP_018484681.1
OG0014591	jg32790	XP_018486471.1
OG0014592	jg32766, jg32268	XP_018432798.1
OG0014593	jg32755	XP_018481326.1
OG0014594	jg31286	XP_018450542.1
OG0014595	jg32660	XP_018470214.1
OG0014596	jg3325	XP_018445854.1
OG0014597	jg32669, jg32680	XP_018440709.1
OG0014598	jg32694	XP_018451603.1
OG0014599	jg32713	XP_018433972.1
OG0014601	jg31298	XP_018438359.1
OG0014602	jg31299	XP_018451268.1
OG0014603	jg31306	XP_018447479.1
OG0014604	jg31313	XP_018451375.1, XP_018449235.1
OG0014605	jg31332	XP_018447619.1
OG0014606	jg31343	XP_018448318.1
OG0014607	jg31359	XP_018442981.1
OG0014609	jg31370	XP_018479905.1
OG0014610	jg31414	XP_018460111.1
OG0014611	jg31445	XP_018448330.1, XP_018450370.1
OG0014612	jg31466	XP_018491234.1
OG0014613	jg31483	XP_018489754.1
OG0014614	jg31500	XP_018489424.1
OG0014615	jg31522	XP_018439211.1
OG0014616	jg31531	XP_018435447.1
OG0014617	jg31542	XP_018464291.1
OG0014618	jg31549	XP_018468646.1
OG0014619	jg31551	XP_018490616.1
OG0014620	jg31605	XP_018470276.1
OG0014621	jg31609	XP_018479848.1
OG0014622	jg31611	XP_018467677.1
OG0014623	jg10024	XP_018449546.1
OG0014624	jg31619	XP_018464873.1
OG0014625	jg31622	XP_018442991.1
OG0014626	jg31626	XP_018484466.1
OG0014627	jg31655	XP_018487020.1
OG0014628	jg31658	XP_018459620.1
OG0014629	jg31663	XP_018458969.1
OG0014630	jg31692	XP_018458974.1
OG0014631	jg31722	XP_018487223.1
OG0014632	jg31728	XP_018449289.1
OG0014633	jg31746	XP_018486923.1
OG0014634	jg31755	XP_018451754.1
OG0014635	jg31771	XP_018463702.1, XP_018451755.1
OG0014636	jg31774	XP_018459276.1
OG0014637	jg31777	XP_018481289.1
OG0014638	jg31808	XP_018492053.1
OG0014639	jg31809	XP_018490694.1
OG0014640	jg31810	XP_018451288.1
OG0014641	jg31823	XP_018447060.1
OG0014642	jg31852	XP_018447676.1
OG0014643	jg31853	XP_018485768.1
OG0014644	jg31863	XP_018459157.1
OG0014645	jg31872	XP_018473340.1
OG0014646	jg31881	XP_018440991.1
OG0014647	jg31904	XP_018435837.1
OG0014648	jg13069	XP_018485100.1
OG0014649	jg13076	XP_018483249.1
OG0014650	jg13102	XP_018481147.1, XP_018481141.1
OG0014651	jg13119	XP_018483805.1
OG0014652	jg13143	XP_018454390.1
OG0014654	jg13146	XP_018434919.1
OG0014655	jg13165	XP_018478110.1
OG0014656	jg13168	XP_018478323.1
OG0014657	jg23706	XP_018433442.1
OG0014658	jg23702	XP_018433742.1
OG0014659	jg23679	XP_018457366.1
OG0014660	jg23655	XP_018434865.1, XP_018434867.1
OG0014661	jg23652	XP_018440390.1
OG0014662	jg23651	XP_018447746.1
OG0014663	jg23648	XP_018456165.1
OG0014664	jg23647	XP_018441347.1
OG0014665	jg23635	XP_018462525.1
OG0014666	jg23632	XP_018434885.1
OG0014667	jg23630	XP_018491146.1
OG0014668	jg23618	XP_018486408.1
OG0014669	jg23612	XP_018492367.1
OG0014670	jg23611	XP_018492366.1
OG0014671	jg23607	XP_018486653.1, XP_018491202.1
OG0014672	jg23593	XP_018487207.1, XP_018487205.1
OG0014673	jg23574	XP_018486820.1
OG0014674	jg23565	XP_018457511.1
OG0014675	jg23529	XP_018486102.1, XP_018436518.1
OG0014676	jg23525	XP_018438382.1
OG0014677	jg23506	XP_018493414.1
OG0014678	jg23495	XP_018488183.1
OG0014679	jg23490	XP_018491639.1
OG0014680	jg23480	XP_018488637.1
OG0014681	jg23470	XP_018432643.1
OG0014682	jg23464	XP_018452628.1
OG0014683	jg23449	XP_018490683.1
OG0014684	jg23445	XP_018491982.1
OG0014685	jg23443	XP_018433165.1
OG0014686	jg23439	XP_018492655.1
OG0014687	jg23419	XP_018459904.1, XP_018441828.1
OG0014688	jg23412	XP_018456913.1
OG0014689	jg23406	XP_018492570.1
OG0014690	jg23390	XP_018487145.1
OG0014691	jg23385	XP_018485544.1
OG0014692	jg23377	XP_018485408.1
OG0014693	jg23336	XP_018493039.1, XP_018463382.1
OG0014694	jg23315	XP_018486899.1
OG0014695	jg23314	XP_018432808.1
OG0014696	jg23311	XP_018457642.1
OG0014697	jg23309, jg27631	XP_018491070.1
OG0014698	jg23308	XP_018441958.1
OG0014699	jg19517	XP_018492383.1
OG0014700	jg23300	XP_018432864.1
OG0014701	jg23281	XP_018457977.1
OG0014702	jg23279	XP_018466011.1, XP_018457672.1
OG0014703	jg23274	XP_018452863.1
OG0014704	jg23263	XP_018492665.1
OG0014705	jg23262	XP_018457584.1
OG0014706	jg23229	XP_018492633.1, XP_018492593.1
OG0014707	jg23209	XP_018492802.1
OG0014708	jg23185	XP_018489804.1
OG0014709	jg23184	XP_018489216.1
OG0014711	jg23159	XP_018440525.1
OG0014712	jg23157	XP_018491728.1
OG0014713	jg23149	XP_018432799.1
OG0014714	jg23138	XP_018487157.1
OG0014715	jg23136	XP_018489875.1
OG0014717	jg23115	XP_018463144.1, XP_018452754.1
OG0014718	jg23106	XP_018483294.1
OG0014719	jg23094	XP_018435585.1, XP_018479278.1
OG0014720	jg23083	XP_018456830.1
OG0014721	jg23072	XP_018490745.1
OG0014722	jg23056	XP_018439873.1
OG0014723	jg13383	XP_018486628.1
OG0014724	jg23038	XP_018490900.1
OG0014725	jg23036	XP_018490901.1
OG0014726	jg23027	XP_018477341.1
OG0014727	jg6157	XP_018483775.1
OG0014728	jg6197	XP_018434254.1
OG0014729	jg6200	XP_018483912.1
OG0014730	jg6220	XP_018483278.1
OG0014731	jg6223	XP_018454486.1
OG0014732	jg6237	XP_018477111.1
OG0014733	jg32658	XP_018456112.1
OG0014734	jg6262	XP_018462230.1
OG0014735	jg14366	XP_018436496.1
OG0014736	jg6281	XP_018482940.1
OG0014737	jg6282	XP_018480206.1
OG0014738	jg6283	XP_018485254.1
OG0014739	jg6289, jg6287	XP_018480544.1
OG0014740	jg6292	XP_018484505.1
OG0014741	jg6296	XP_018482703.1
OG0014742	jg6313	XP_018452403.1
OG0014743	jg6314	XP_018433525.1
OG0014745	jg6316	XP_018484504.1
OG0014746	jg6326	XP_018457292.1
OG0014747	jg6342	XP_018439023.1
OG0014748	jg6352	XP_018481739.1
OG0014749	jg6356	XP_018485088.1
OG0014750	jg6359	XP_018484934.1
OG0014751	jg6366	XP_018481097.1
OG0014752	jg6409	XP_018477051.1
OG0014753	jg6487	XP_018439882.1
OG0014754	jg6494	XP_018481046.1
OG0014755	jg6496	XP_018484015.1
OG0014756	jg6498	XP_018481886.1
OG0014757	jg6515	XP_018483372.1
OG0014758	jg5797	XP_018446438.1
OG0014759	jg5828	XP_018476460.1
OG0014760	jg5846	XP_018443169.1
OG0014761	jg5867	XP_018471828.1, XP_018475605.1
OG0014763	jg5888	XP_018444985.1
OG0014764	jg5904	XP_018450790.1
OG0014765	jg5906	XP_018470506.1
OG0014766	jg5907	XP_018444602.1
OG0014767	jg5923	XP_018474891.1
OG0014768	jg5924	XP_018446544.1
OG0014769	jg5929	XP_018468755.1
OG0014770	jg5956	XP_018473024.1
OG0014771	jg5971	XP_018442472.1
OG0014772	jg5986	XP_018444116.1
OG0014773	jg6007	XP_018476225.1
OG0014774	jg6014	XP_018473402.1
OG0014775	jg6015	XP_018451931.1
OG0014776	jg30853	XP_018439770.1
OG0014777	jg6038	XP_018471785.1
OG0014778	jg6051	XP_018448238.1, XP_018448191.1
OG0014779	jg6052	XP_018465620.1, XP_018465614.1
OG0014780	jg6057	XP_018444774.1
OG0014781	jg6096	XP_018476029.1, XP_018476050.1
OG0014782	jg6117	XP_018471495.1
OG0014783	jg26788	XP_018486455.1
OG0014784	jg6120	XP_018464046.1
OG0014785	jg6122	XP_018464381.1
OG0014786	jg21187	XP_018455920.1
OG0014787	jg22081	XP_018452373.1
OG0014788	jg23014	XP_018475823.1
OG0014789	jg23000	XP_018446519.1, XP_018444878.1
OG0014790	jg22998	XP_018446518.1
OG0014791	jg22995	XP_018442615.1
OG0014792	jg22993	XP_018442299.1
OG0014793	jg22957	XP_018452215.1
OG0014794	jg145	YP_006665985.1
OG0014795	jg22920	XP_018471566.1
OG0014796	jg22913	XP_018458624.1
OG0014797	jg22878	XP_018456195.1
OG0014798	jg12385	XP_018445948.1
OG0014799	jg22873	XP_018454515.1
OG0014800	jg22869	XP_018455080.1
OG0014801	jg22855	XP_018475172.1, XP_018439072.1
OG0014802	jg22853	XP_018454921.1
OG0014803	jg22835	XP_018456069.1
OG0014804	jg22833	XP_018452743.1
OG0014805	jg22784	XP_018453024.1
OG0014806	jg22774	XP_018465513.1, XP_018453302.1
OG0014807	jg22767	XP_018456376.1
OG0014808	jg22766	XP_018456377.1
OG0014809	jg22757	XP_018457208.1
OG0014810	jg22736	XP_018470322.1
OG0014811	jg22730	XP_018452523.1
OG0014812	jg22728	XP_018471832.1
OG0014813	jg22720	XP_018476151.1
OG0014814	jg22718	XP_018456373.1
OG0014815	jg22663	XP_018476211.1
OG0014816	jg22716	XP_018456375.1
OG0014817	jg22712	XP_018468076.1
OG0014818	jg22698	XP_018456354.1
OG0014819	jg22695	XP_018447101.1
OG0014820	jg22678	XP_018454470.1, XP_018474219.1
OG0014821	jg22676	XP_018452493.1
OG0014822	jg22673	XP_018474406.1
OG0014823	jg22670	XP_018454828.1
OG0014824	jg22668	XP_018457607.1
OG0014825	jg22643	XP_018472610.1
OG0014826	jg22641	XP_018470271.1
OG0014827	jg12974	XP_018439006.1, XP_018439007.1
OG0014828	jg27981	XP_018441413.1
OG0014829	jg27557	XP_018436692.1
OG0014830	jg22598	XP_018452092.1
OG0014831	jg22599	XP_018455766.1
OG0014832	jg22612	XP_018456999.1
OG0014833	jg22556	XP_018457286.1
OG0014834	jg22555	XP_018457288.1
OG0014835	jg22541	XP_018456808.1
OG0014836	jg22470	XP_018456059.1, XP_018465967.1
OG0014837	jg22458	XP_018469351.1
OG0014838	jg22456	XP_018468771.1
OG0014839	jg22410	XP_018464630.1
OG0014840	jg22435	XP_018456124.1
OG0014841	jg22433	XP_018453760.1
OG0014842	jg22430	XP_018456125.1, XP_018456292.1
OG0014843	jg22424	XP_018453576.1
OG0014844	jg22422	XP_018452115.1
OG0014845	jg22411	XP_018453579.1, XP_018466380.1
OG0014846	jg22394	XP_018476163.1
OG0014847	jg22386	XP_018472092.1
OG0014848	jg22378	XP_018454884.1
OG0014849	jg22309	XP_018455876.1
OG0014850	jg14814	XP_018493488.1
OG0014851	jg14781, jg21514	XP_018472419.1
OG0014852	jg14772	XP_018489084.1, XP_018463093.1
OG0014853	jg14754	XP_018465254.1, XP_018463950.1
OG0014854	jg14726	XP_018441235.1
OG0014855	jg14725	XP_018436533.1
OG0014856	jg14705	XP_018452244.1
OG0014857	jg1584	XP_018451985.1
OG0014858	jg7963	XP_018453107.1
OG0014859	jg4590	XP_018445206.1, XP_018475004.1
OG0014860	jg4581	XP_018445272.1
OG0014861	jg19135	XP_018476677.1
OG0014862	jg4544	XP_018475493.1, XP_018474333.1
OG0014863	jg4530	XP_018444665.1
OG0014864	jg4513	XP_018469825.1
OG0014865	jg4507	XP_018476872.1
OG0014866	jg4500	XP_018444026.1
OG0014867	jg4495	XP_018472376.1, XP_018443370.1
OG0014868	jg4458	XP_018446738.1
OG0014869	jg4409	XP_018442935.1
OG0014870	jg1744	XP_018461482.1, XP_018467913.1
OG0014871	jg4370	XP_018444140.1
OG0014872	jg4368	XP_018444637.1
OG0014873	jg10065	XP_018470584.1
OG0014874	jg4352	XP_018442198.1
OG0014875	jg4351	XP_018442200.1
OG0014876	jg4350	XP_018442196.1
OG0014877	jg4348	XP_018445985.1
OG0014879	jg4337	XP_018445010.1
OG0014880	jg4335	XP_018445577.1, XP_018445578.1
OG0014881	jg4333	XP_018476358.1
OG0014882	jg4328	XP_018442245.1
OG0014883	jg4326	XP_018445047.1
OG0014884	jg4292	XP_018446089.1, XP_018446076.1
OG0014885	jg4278	XP_018446753.1
OG0014886	jg4277	XP_018469153.1, XP_018446754.1
OG0014887	jg4271	XP_018446197.1
OG0014889	jg4242	XP_018443904.1
OG0014890	jg4238	XP_018443899.1
OG0014891	jg4223	XP_018472567.1
OG0014892	jg4207	XP_018456441.1
OG0014894	jg4203	XP_018475781.1
OG0014895	jg4191	XP_018476114.1
OG0014896	jg4187	XP_018446967.1, XP_018444183.1
OG0014897	jg4179	XP_018445685.1
OG0014898	jg4178	XP_018476730.1
OG0014899	jg4170	XP_018442440.1
OG0014900	jg4161	XP_018445970.1
OG0014902	jg4143	XP_018442572.1
OG0014903	jg4137	XP_018445901.1
OG0014904	jg4131	XP_018468682.1
OG0014905	jg11970	XP_018458119.1
OG0014906	jg4114	XP_018443079.1
OG0014907	jg4110	XP_018445512.1
OG0014908	jg4109	XP_018445510.1
OG0014909	jg4106	XP_018468623.1
OG0014910	jg4083	XP_018473404.1
OG0014911	jg4066	XP_018450082.1
OG0014912	jg4059	XP_018445239.1
OG0014913	jg4044	XP_018476783.1
OG0014914	jg4016	XP_018445956.1
OG0014915	jg4015	XP_018445957.1
OG0014916	jg4011	XP_018456405.1
OG0014917	jg4001	XP_018443948.1
OG0014918	jg3974	XP_018443124.1
OG0014919	jg3960	XP_018446078.1
OG0014920	jg3949	XP_018469822.1
OG0014921	jg3948	XP_018442959.1
OG0014922	jg3936	XP_018474711.1
OG0014923	jg3934	XP_018472880.1
OG0014924	jg3930	XP_018472512.1
OG0014925	jg3925	XP_018444495.1, XP_018469129.1
OG0014926	jg3921	XP_018462428.1, XP_018475231.1
OG0014927	jg3911	XP_018446449.1
OG0014928	jg3899	XP_018470290.1, XP_018463964.1
OG0014930	jg3889	XP_018455747.1
OG0014931	jg3886	XP_018470944.1
OG0014932	jg3884	XP_018472190.1
OG0014933	jg3871	XP_018475906.1
OG0014934	jg3865	XP_018470015.1
OG0014935	jg3864	XP_018474414.1
OG0014937	jg3855	XP_018474417.1
OG0014938	jg3849	XP_018442101.1
OG0014939	jg3819	XP_018471337.1
OG0014940	jg3817	XP_018474747.1
OG0014941	jg3816	XP_018475809.1
OG0014942	jg3811	XP_018475814.1
OG0014943	jg24770	XP_018459410.1
OG0014944	jg3808	XP_018447373.1
OG0014945	jg12701	XP_018482742.1
OG0014946	jg12745	XP_018442380.1
OG0014947	jg12758	XP_018483580.1
OG0014948	jg12785	XP_018478140.1
OG0014949	jg3770	XP_018445353.1
OG0014950	jg3775	XP_018446974.1
OG0014951	jg3780	XP_018457493.1
OG0014952	jg3789	XP_018445248.1
OG0014953	jg3790	XP_018442362.1
OG0014954	jg3791	XP_018442361.1
OG0014955	jg3795	XP_018446439.1
OG0014956	jg3767	XP_018457913.1
OG0014957	jg3760	XP_018444886.1
OG0014958	jg3752	XP_018442915.1
OG0014959	jg3742	XP_018448719.1
OG0014960	jg3736	XP_018475730.1, XP_018468278.1
OG0014961	jg3729	XP_018461736.1
OG0014962	jg3698	XP_018470250.1, XP_018471667.1
OG0014963	jg3674	XP_018472248.1
OG0014964	jg3668	XP_018446483.1
OG0014965	jg6646	XP_018454391.1
OG0014966	jg3644	XP_018443792.1
OG0014967	jg3635	XP_018452311.1
OG0014968	jg3633	XP_018457178.1
OG0014969	jg31232	XP_018449637.1
OG0014970	jg3602	XP_018457537.1
OG0014971	jg3601	XP_018455154.1
OG0014972	jg3595	XP_018456493.1
OG0014973	jg17249	XP_018486025.1
OG0014974	jg3585	XP_018456242.1
OG0014975	jg3580	XP_018456241.1
OG0014976	jg3576	XP_018445803.1
OG0014977	jg3575	XP_018453410.1, XP_018456180.1
OG0014978	jg3561	XP_018472202.1, XP_018472121.1
OG0014979	jg3557	XP_018456707.1, XP_018456708.1
OG0014980	jg3540	XP_018455865.1, XP_018455864.1
OG0014981	jg3474	XP_018452846.1
OG0014982	jg3472	XP_018452148.1
OG0014983	jg3463	XP_018454780.1, XP_018456398.1
OG0014984	jg3444	XP_018469466.1
OG0014985	jg3437	XP_018470803.1
OG0014986	jg3435	XP_018446610.1
OG0014987	jg3426	XP_018455743.1
OG0014988	jg3418	XP_018452065.1
OG0014989	jg3413	XP_018454666.1
OG0014990	jg11972	XP_018458117.1
OG0014991	jg3394	XP_018471758.1
OG0014992	jg3389	XP_018462115.1
OG0014993	jg3384	XP_018456549.1
OG0014994	jg3334	XP_018446320.1
OG0014995	jg3328	XP_018442325.1
OG0014996	jg3324	XP_018442329.1
OG0014997	jg3318	XP_018443923.1
OG0014998	jg3314	XP_018446874.1
OG0014999	jg3310	XP_018444224.1
OG0015000	jg3308	XP_018446759.1
OG0015001	jg3301	XP_018445516.1
OG0015002	jg3300	XP_018445514.1
OG0015003	jg3294	XP_018445394.1
OG0015005	jg3284	XP_018444317.1
OG0015006	jg3274	XP_018445997.1
OG0015007	jg3267	XP_018442599.1
OG0015008	jg3266	XP_018444323.1
OG0015009	jg3258	XP_018445879.1
OG0015010	jg3243	XP_018471245.1, XP_018445114.1
OG0015011	jg3234	XP_018463481.1, XP_018446240.1
OG0015013	jg3223	XP_018443080.1
OG0015014	jg3213	XP_018442328.1
OG0015015	jg3210	XP_018444698.1, XP_018443430.1
OG0015016	jg3203	XP_018446198.1
OG0015017	jg3201	XP_018444383.1
OG0015018	jg3197	XP_018446799.1
OG0015019	jg3193	XP_018442165.1
OG0015020	jg3179	XP_018443150.1
OG0015021	jg3171	XP_018446591.1
OG0015022	jg3167	XP_018445971.1
OG0015023	jg3161	XP_018446464.1
OG0015024	jg27855	XP_018434774.1, XP_018458047.1, XP_018437060.1
OG0015025	jg27887	XP_018441163.1
OG0015026	jg27899	XP_018452404.1
OG0015027	jg27918	XP_018440745.1
OG0015028	jg27929	XP_018437961.1, XP_018437947.1
OG0015029	jg14841	XP_018469511.1
OG0015030	jg15774	XP_018454914.1
OG0015031	jg14827, jg14828	XP_018440292.1
OG0015032	jg14829	XP_018436124.1
OG0015033	jg14537	XP_018434641.1
OG0015034	jg14532	XP_018433434.1
OG0015035	jg14531	XP_018438803.1
OG0015036	jg14538	XP_018441626.1
OG0015037	jg14565	XP_018441616.1
OG0015038	jg33818	XP_018492376.1
OG0015039	jg33783	XP_018450146.1
OG0015040	jg33772	XP_018450691.1
OG0015041	jg33769	XP_018432931.1
OG0015042	jg33762	XP_018467886.1
OG0015043	jg33754	XP_018450839.1, XP_018447532.1
OG0015044	jg33721	XP_018441948.1
OG0015045	jg33697	XP_018450209.1, XP_018481279.1
OG0015046	jg33691	XP_018447537.1
OG0015047	jg33677	XP_018433129.1
OG0015048	jg33672	XP_018447291.1
OG0015049	jg33668	XP_018451546.1
OG0015050	jg33657	XP_018481040.1
OG0015051	jg33597	XP_018447324.1
OG0015052	jg33594	XP_018489969.1
OG0015053	jg33574	XP_018493578.1
OG0015054	jg33541	XP_018492217.1
OG0015055	jg33531	XP_018449480.1
OG0015056	jg33519	XP_018484402.1
OG0015057	jg33515	XP_018491612.1
OG0015058	jg33513	XP_018448871.1, XP_018488179.1
OG0015059	jg18760	XP_018434002.1
OG0015060	jg18763	XP_018466899.1
OG0015061	jg18767	XP_018434942.1
OG0015062	jg18772	XP_018484330.1
OG0015063	jg18802	XP_018467259.1, XP_018433393.1
OG0015064	jg18815	XP_018433709.1
OG0015065	jg18824	XP_018477941.1
OG0015066	jg14350	XP_018436501.1
OG0015067	jg14302	XP_018433041.1
OG0015068	jg14297	XP_018439586.1
OG0015069	jg22025	XP_018455775.1
OG0015070	jg22038	XP_018448329.1, XP_018476821.1
OG0015071	jg15854	XP_018484521.1, XP_018484519.1
OG0015072	jg16799	XP_018472812.1
OG0015073	jg310	XP_018471511.1
OG0015074	jg7026	XP_018475926.1
OG0015075	jg6970	XP_018473015.1
OG0015076	jg21649	XP_018472863.1
OG0015077	jg21608	XP_018456828.1
OG0015078	jg11873	XP_018450752.1
OG0015079	jg11922	XP_018447892.1
OG0015080	jg11929	XP_018447757.1
OG0015081	jg11961	XP_018447380.1
OG0015082	jg11707	XP_018483650.1
OG0015083	jg11662	XP_018477858.1
OG0015084	jg11626	XP_018447948.1
OG0015085	jg7034	XP_018463115.1, XP_018459302.1
OG0015086	jg11560	XP_018458701.1
OG0015087	jg11546	XP_018447620.1
OG0015088	jg11463	XP_018447142.1
OG0015089	jg11447	XP_018477130.1
OG0015090	jg11444	XP_018477135.1, XP_018477133.1
OG0015091	jg11403	XP_018485252.1
OG0015092	jg11397	XP_018480060.1
OG0015093	jg11347	XP_018451471.1
OG0015094	jg11322	XP_018449200.1
OG0015095	jg11321	XP_018484172.1
OG0015096	jg11319	XP_018449458.1
OG0015097	jg11236	XP_018457905.1
OG0015098	jg11224	XP_018446306.1
OG0015099	jg11216	XP_018468483.1
OG0015100	jg11214	XP_018449312.1
OG0015101	jg11172	XP_018451627.1
OG0015102	jg11169	XP_018449561.1
OG0015103	jg26350	XP_018471616.1
OG0015104	jg11158	XP_018471240.1
OG0015105	jg13011	XP_018456545.1
OG0015106	jg27447	XP_018444067.1
OG0015107	jg11118	XP_018477474.1
OG0015108	jg11109	XP_018470819.1
OG0015109	jg11108	XP_018449223.1, XP_018462777.1
OG0015110	jg11105	XP_018471155.1
OG0015111	jg11103	XP_018449268.1, XP_018462775.1
OG0015112	jg2911	XP_018460541.1, XP_018462569.1
OG0015113	jg2912	XP_018457314.1
OG0015114	jg2938	XP_018469529.1
OG0015115	jg2939	XP_018436732.1
