Orthogroup	Arabidopsis_arenosa	Brassica_oleracea
OG0014172	jg26711	XP_013593900.1
OG0014173	jg2897	XP_013589950.1
OG0014174	jg2886	XP_013621469.1
OG0014175	jg2880	XP_013590928.1
OG0014176	jg2875	XP_013590047.1
OG0014177	jg2867	XP_013592767.1
OG0014179	jg2828	XP_013589996.1
OG0014180	jg2827	XP_013592354.1
OG0014181	jg30877	XP_013602879.1, XP_013638942.1
OG0014182	jg30908	XP_013602468.1
OG0014183	jg12432	XP_013590269.1
OG0014184	jg30955	XP_013637729.1
OG0014185	jg30980	XP_013585978.1
OG0014186	jg30982	XP_013637844.1
OG0014187	jg31076	XP_013585128.1, XP_013603558.1
OG0014188	jg31092	XP_013637686.1
OG0014189	jg31103	XP_013585709.1
OG0014190	jg31134	XP_013597670.1
OG0014191	jg31135	XP_013622544.1
OG0014192	jg31140	XP_013630473.1
OG0014193	jg18080	XP_013605317.1
OG0014194	jg26911, jg26912	XP_013594169.1
OG0014195	jg8008	XP_013610740.1
OG0014196	jg8010	XP_013615215.1
OG0014197	jg8017	XP_013606141.1
OG0014198	jg8027	XP_013629820.1
OG0014199	jg8033	XP_013629889.1
OG0014200	jg8034	XP_013625716.1
OG0014201	jg8044	XP_013623016.1
OG0014202	jg8048	XP_013625597.1
OG0014203	jg8050	XP_013612701.1, XP_013612697.1
OG0014204	jg8066	XP_013618478.1
OG0014205	jg8067	XP_013609023.1
OG0014206	jg8070	XP_013609055.1
OG0014207	jg8077	XP_013606248.1
OG0014208	jg8082	XP_013613293.1
OG0014209	jg8098	XP_013603920.1
OG0014210	jg8143	XP_013609075.1
OG0014211	jg9840	XP_013625967.1
OG0014212	jg8119	XP_013611851.1
OG0014213	jg8166	XP_013625185.1
OG0014214	jg8167	XP_013621451.1
OG0014215	jg8184	XP_013620834.1
OG0014216	jg8192	XP_013622259.1
OG0014217	jg8196	XP_013607441.1, XP_013624107.1
OG0014218	jg8212	XP_013611830.1
OG0014219	jg8214	XP_013607011.1
OG0014220	jg8215	XP_013609227.1
OG0014221	jg8229	XP_013625427.1
OG0014222	jg8231	XP_013612495.1
OG0014223	jg19497	XP_013622916.1
OG0014224	jg13226	XP_013637306.1
OG0014225	jg31246	XP_013628731.1
OG0014226	jg31150	XP_013621995.1
OG0014227	jg32470	XP_013605091.1
OG0014228	jg32471, jg32472	XP_013604563.1
OG0014229	jg32480	XP_013604510.1
OG0014230	jg9775	XP_013600555.1, XP_013603377.1
OG0014231	jg9708	XP_013600782.1, XP_013626220.1
OG0014232	jg9697	XP_013601381.1
OG0014233	jg9696	XP_013637903.1
OG0014234	jg9668	XP_013599337.1, XP_013610229.1
OG0014235	jg9667	XP_013610212.1
OG0014236	jg9653	XP_013601070.1
OG0014237	jg13189	XP_013593394.1
OG0014238	jg9625	XP_013617156.1
OG0014239	jg9624	XP_013595141.1, XP_013594303.1
OG0014240	jg9613	XP_013621708.1
OG0014241	jg13190	XP_013597926.1
OG0014242	jg13213	XP_013593383.1
OG0014243	jg29803	XP_013603876.1, XP_013585232.1
OG0014244	jg29815	XP_013585951.1
OG0014245	jg29833	XP_013585183.1
OG0014246	jg30487	XP_013602466.1, XP_013639294.1
OG0014247	jg30643	XP_013585827.1
OG0014248	jg30984	XP_013584292.1
OG0014249	jg31156	XP_013622296.1, XP_013637910.1
OG0014250	jg31171	XP_013584653.1, XP_013596313.1, XP_013596592.1
OG0014251	jg31176	XP_013593063.1, XP_013586048.1
OG0014252	jg31183, jg31185	XP_013627373.1
OG0014253	jg31216	XP_013597406.1, XP_013627892.1
OG0014254	jg31275	XP_013585214.1
OG0014255	jg31931	XP_013584744.1
OG0014257	jg33013, jg33012	XP_013597234.1, XP_013624349.1
OG0014258	jg405	XP_013607200.1
OG0014259	jg1192, jg1190, jg1187, jg1191, jg1193	XP_013595006.1
OG0014260	jg2925	XP_013588775.1
OG0014261	jg3245	XP_013619629.1
OG0014262	jg3341	XP_013588772.1, XP_013592878.1
OG0014263	jg3639	XP_013592572.1
OG0014264	jg24089	XP_013638486.1
OG0014265	jg25260	XP_013626498.1, XP_013584372.1
OG0014266	jg25286	XP_013623244.1, XP_013611002.1
OG0014267	jg26454	XP_013627696.1, XP_013585194.1
OG0014268	jg21320, jg26708	XP_013594610.1
OG0014269	jg21331, jg27035	XP_013605753.1
OG0014271	jg27582	XP_013610653.1
OG0014273	jg28115	XP_013598500.1
OG0014274	jg16542	XP_013634465.1, XP_013602789.1
OG0014275	jg16763	XP_013600080.1, XP_013621976.1
OG0014276	jg16832	XP_013603251.1, XP_013634429.1
OG0014277	jg16871	XP_013632266.1, XP_013600696.1
OG0014278	jg17316	XP_013634614.1
OG0014279	jg17817	XP_013594201.1, XP_013585042.1
OG0014281	jg18492	XP_013631853.1, XP_013633569.1
OG0014282	jg18642	XP_013635638.1, XP_013635808.1, XP_013635694.1
OG0014283	jg18665	XP_013634611.1, XP_013637293.1
OG0014284	jg18678	XP_013629836.1
OG0014286	jg19329	XP_013629863.1
OG0014287	jg12910	XP_013612413.1, XP_013598092.1
OG0014288	jg12940	XP_013610642.1
OG0014289	jg13154, jg13156	XP_013593693.1
OG0014290	jg13369	XP_013613406.1, XP_013597308.1
OG0014291	jg13789, jg13787	XP_013607485.1
OG0014292	jg13804	XP_013620371.1, XP_013613315.1
OG0014293	jg13867	XP_013598014.1, XP_013620766.1
OG0014295	jg14573	XP_013625443.1
OG0014296	jg14859	XP_013602696.1
OG0014297	jg14871	XP_013603659.1, XP_013585330.1
OG0014298	jg15318	XP_013635637.1, XP_013603924.1
OG0014299	jg15888	XP_013605202.1
OG0014300	jg4152, jg4151	XP_013614449.1
OG0014301	jg4265	XP_013623752.1, XP_013608524.1, XP_013608533.1
OG0014302	jg4415	XP_013619597.1, XP_013608512.1
OG0014303	jg5065	XP_013629157.1, XP_013610561.1
OG0014304	jg5356	XP_013608437.1, XP_013627984.1
OG0014306	jg7058	XP_013607276.1
OG0014307	jg7209	XP_013621856.1
OG0014308	jg7234	XP_013611458.1
OG0014309	jg7417	XP_013612049.1
OG0014310	jg7769	XP_013612146.1
OG0014311	jg8045	XP_013590263.1
OG0014313	jg8952	XP_013603320.1, XP_013622675.1
OG0014314	jg9339	XP_013599280.1, XP_013604991.1
OG0014315	jg9816	XP_013608161.1, XP_013593367.1
OG0014316	jg9855	XP_013595813.1
OG0014317	jg10746	XP_013596996.1
OG0014318	jg10948	XP_013593123.1
OG0014319	jg11509	XP_013607793.1
OG0014320	jg11928	XP_013633087.1, XP_013601209.1
OG0014321	jg11994	XP_013635827.1, XP_013608578.1
OG0014322	jg12351	XP_013635097.1
OG0014323	jg20508	XP_013610948.1
OG0014324	jg20906, jg20905	XP_013618736.1, XP_013610239.1
OG0014325	jg20915	XP_013593075.1, XP_013607390.1
OG0014326	jg20987	XP_013636598.1
OG0014327	jg21519	XP_013614996.1
OG0014328	jg21661	XP_013626747.1
OG0014329	jg21715	XP_013615678.1
OG0014330	jg21733	XP_013622542.1
OG0014331	jg21734	XP_013626366.1
OG0014332	jg21739	XP_013609324.1
OG0014333	jg21856	XP_013619554.1, XP_013609939.1
OG0014334	jg22257	XP_013608934.1
OG0014335	jg22303	XP_013617011.1, XP_013610707.1
OG0014336	jg23198	XP_013616114.1, XP_013622803.1
OG0014373	jg14005	XP_013630164.1
OG0014374	jg14464	XP_013603209.1
OG0014375	jg14489	XP_013628194.1
OG0014376	jg14493	XP_013628322.1
OG0014377	jg14494	XP_013628324.1
OG0014378	jg14495	XP_013623585.1
OG0014379	jg14515	XP_013626745.1
OG0014380	jg22235	XP_013618703.1
OG0014381	jg14667	XP_013603700.1
OG0014382	jg14660	XP_013599555.1
OG0014383	jg14657	XP_013602358.1
OG0014384	jg14652	XP_013605180.1
OG0014385	jg14648	XP_013602486.1
OG0014386	jg14638	XP_013602976.1
OG0014387	jg14630	XP_013603421.1
OG0014388	jg14595	XP_013629960.1
OG0014389	jg14602	XP_013604321.1
OG0014390	jg31236	XP_013585279.1
OG0014391	jg14589	XP_013625548.1
OG0014392	jg14585	XP_013622416.1
OG0014393	jg14583	XP_013628696.1
OG0014394	jg12898	XP_013598483.1
OG0014395	jg12906	XP_013620531.1
OG0014396	jg13025	XP_013612745.1
OG0014397	jg12660	XP_013631382.1
OG0014398	jg12658	XP_013589794.1
OG0014399	jg12652	XP_013631622.1
OG0014400	jg9342	XP_013597133.1
OG0014401	jg11880	XP_013604546.1
OG0014402	jg32788	XP_013631952.1
OG0014403	jg5629	XP_013619509.1
OG0014404	jg5620	XP_013608399.1
OG0014405	jg5600	XP_013613095.1
OG0014406	jg5598	XP_013611613.1
OG0014407	jg5590	XP_013609488.1
OG0014408	jg5579	XP_013618368.1
OG0014409	jg5574	XP_013608412.1, XP_013628881.1
OG0014410	jg5569	XP_013607368.1
OG0014411	jg5551	XP_013618498.1
OG0014412	jg5517	XP_013611201.1
OG0014413	jg5515	XP_013611192.1
OG0014414	jg5511	XP_013618222.1
OG0014415	jg5504	XP_013616811.1
OG0014416	jg5490	XP_013621676.1
OG0014418	jg5438	XP_013611216.1
OG0014419	jg21384, jg2718	XP_013606661.1
OG0014420	jg5395	XP_013619553.1
OG0014421	jg9599	XP_013587956.1
OG0014422	jg5376	XP_013618364.1
OG0014423	jg5369	XP_013630512.1
OG0014424	jg5360	XP_013613097.1
OG0014425	jg5350	XP_013618062.1
OG0014426	jg5325	XP_013620399.1
OG0014427	jg5321	XP_013620398.1
OG0014428	jg5320	XP_013620400.1
OG0014429	jg5301	XP_013611507.1
OG0014430	jg5291	XP_013608763.1
OG0014431	jg5288	XP_013606175.1
OG0014432	jg5278	XP_013616035.1
OG0014433	jg11391	XP_013602302.1
OG0014434	jg5277	XP_013612196.1
OG0014435	jg5275	XP_013618294.1
OG0014436	jg5273	XP_013625921.1
OG0014437	jg5260	XP_013609725.1
OG0014438	jg5245	XP_013608450.1
OG0014439	jg5238	XP_013611514.1
OG0014440	jg5229	XP_013629217.1
OG0014441	jg5224	XP_013607031.1
OG0014442	jg5222	XP_013606358.1
OG0014443	jg5200	XP_013606867.1
OG0014444	jg5199	XP_013625551.1, XP_013609618.1
OG0014445	jg5194	XP_013610136.1
OG0014446	jg5187	XP_013620706.1
OG0014447	jg5154	XP_013620241.1
OG0014448	jg5153	XP_013620239.1
OG0014449	jg5126	XP_013628828.1
OG0014450	jg5102	XP_013626765.1
OG0014451	jg452, jg10797	XP_013619858.1
OG0014452	jg5076	XP_013611564.1, XP_013620557.1
OG0014453	jg5072	XP_013611523.1
OG0014454	jg5061	XP_013606352.1
OG0014455	jg5056	XP_013621526.1
OG0014456	jg5012	XP_013609318.1
OG0014457	jg5004	XP_013628604.1
OG0014458	jg9573	XP_013598489.1
OG0014459	jg4992	XP_013609682.1
OG0014460	jg13657	XP_013595472.1
OG0014461	jg4966	XP_013611735.1
OG0014462	jg4955	XP_013608670.1
OG0014463	jg4940	XP_013620100.1
OG0014464	jg4934	XP_013611693.1
OG0014465	jg4933	XP_013608839.1
OG0014466	jg4932	XP_013606681.1
OG0014467	jg4923	XP_013610996.1
OG0014468	jg4920	XP_013610998.1
OG0014470	jg4899	XP_013630801.1
OG0014471	jg4898	XP_013620806.1
OG0014472	jg4893	XP_013611910.1
OG0014473	jg4885	XP_013612430.1
OG0014474	jg4884	XP_013628578.1
OG0014475	jg4879	XP_013610221.1
OG0014476	jg4869	XP_013609191.1
OG0014477	jg4850	XP_013612374.1
OG0014478	jg4836	XP_013616535.1
OG0014479	jg4835	XP_013628480.1
OG0014480	jg4823	XP_013606702.1
OG0014481	jg11939	XP_013633758.1
OG0014482	jg4778	XP_013611530.1
OG0014483	jg4762	XP_013611503.1
OG0014484	jg4761	XP_013613255.1
OG0014485	jg4731	XP_013606042.1
OG0014486	jg4718	XP_013611207.1
OG0014487	jg4711	XP_013611480.1
OG0014488	jg4695	XP_013612316.1
OG0014489	jg26844	XP_013627742.1
OG0014490	jg4682	XP_013625771.1
OG0014491	jg4680	XP_013618774.1
OG0014493	jg4644	XP_013621707.1
OG0014494	jg4633	XP_013616763.1
OG0014495	jg4603	XP_013606946.1
OG0014496	jg4592	XP_013627727.1
OG0014497	jg7877	XP_013625916.1
OG0014498	jg9958	XP_013598539.1
OG0014499	jg9967	XP_013599575.1
OG0014500	jg9979	XP_013595979.1, XP_013637481.1
OG0014501	jg9980	XP_013594407.1, XP_013597463.1
OG0014502	jg9992	XP_013584627.1, XP_013599525.1
OG0014503	jg9998	XP_013601827.1
OG0014504	jg10004, jg10002	XP_013585587.1
OG0014505	jg17436	XP_013636752.1
OG0014506	jg14367	XP_013628941.1
OG0014507	jg21781	XP_013597854.1
OG0014508	jg17515	XP_013632063.1
OG0014509	jg17444	XP_013634453.1
OG0014510	jg17451	XP_013632065.1
OG0014511	jg17504	XP_013630899.1
OG0014512	jg17506	XP_013628725.1
OG0014513	jg17525	XP_013631495.1
OG0014514	jg17534	XP_013635030.1
OG0014515	jg17591	XP_013636205.1
OG0014516	jg17613	XP_013631067.1
OG0014517	jg17637	XP_013626234.1
OG0014518	jg17645	XP_013632340.1
OG0014519	jg17646	XP_013632003.1
OG0014520	jg17681	XP_013637544.1
OG0014521	jg17721	XP_013634758.1
OG0014522	jg17731	XP_013636767.1
OG0014523	jg17758	XP_013637432.1
OG0014524	jg17761	XP_013636872.1
OG0014525	jg17768	XP_013637484.1
OG0014526	jg17773	XP_013631348.1
OG0014527	jg17785	XP_013637620.1
OG0014528	jg17793	XP_013637150.1
OG0014529	jg17797	XP_013637173.1
OG0014530	jg17814	XP_013627195.1
OG0014531	jg17829	XP_013633949.1
OG0014532	jg17833	XP_013637307.1
OG0014533	jg17841	XP_013614572.1
OG0014534	jg17842	XP_013633992.1
OG0014535	jg17860	XP_013631774.1
OG0014536	jg17900	XP_013633714.1
OG0014537	jg17903	XP_013634137.1
OG0014538	jg17968	XP_013636134.1
OG0014539	jg17984	XP_013636351.1
OG0014540	jg17986	XP_013636876.1
OG0014541	jg18031	XP_013636893.1
OG0014542	jg18042	XP_013637361.1
OG0014543	jg18050	XP_013631911.1
OG0014544	jg18059	XP_013636423.1
OG0014545	jg18068	XP_013626079.1
OG0014546	jg18073	XP_013622038.1
OG0014547	jg18139	XP_013625914.1
OG0014548	jg6048	XP_013634062.1
OG0014549	jg15796	XP_013602694.1
OG0014550	jg18192	XP_013637274.1
OG0014551	jg18193	XP_013637272.1
OG0014552	jg18194	XP_013631734.1
OG0014553	jg18205	XP_013625133.1
OG0014554	jg18212	XP_013633499.1
OG0014555	jg10060	XP_013636114.1
OG0014556	jg18252	XP_013636043.1
OG0014557	jg18259	XP_013634941.1
OG0014558	jg18269	XP_013637139.1
OG0014559	jg18276	XP_013631125.1
OG0014560	jg18282	XP_013633924.1
OG0014561	jg18335	XP_013629502.1
OG0014562	jg18318	XP_013637119.1
OG0014563	jg18300	XP_013623020.1
OG0014564	jg18295	XP_013621581.1, XP_013637168.1
OG0014565	jg18354	XP_013626133.1
OG0014566	jg18357	XP_013627269.1
OG0014567	jg18375	XP_013631149.1
OG0014568	jg18376	XP_013631061.1
OG0014569	jg18439	XP_013631466.1, XP_013631761.1
OG0014570	jg20867	XP_013595522.1
OG0014571	jg20844	XP_013595637.1
OG0014572	jg20831	XP_013593534.1
OG0014573	jg20826	XP_013614278.1
OG0014574	jg20824	XP_013614284.1
OG0014575	jg20820	XP_013606315.1
OG0014576	jg20807	XP_013608572.1
OG0014577	jg20800	XP_013594072.1
OG0014578	jg20778	XP_013612988.1
OG0014579	jg20777	XP_013594212.1
OG0014580	jg20775	XP_013597849.1
OG0014581	jg20769	XP_013598730.1
OG0014582	jg9942	XP_013599657.1
OG0014583	jg9934	XP_013596939.1
OG0014584	jg9930	XP_013593743.1
OG0014585	jg9923	XP_013592028.1
OG0014586	jg9922	XP_013621002.1
OG0014587	jg9912	XP_013594053.1
OG0014588	jg9910	XP_013597083.1, XP_013625714.1
OG0014589	jg32811	XP_013588074.1
OG0014590	jg32799	XP_013590541.1
OG0014591	jg32790	XP_013600817.1
OG0014592	jg32766, jg32268	XP_013637972.1
OG0014593	jg32755	XP_013587948.1
OG0014594	jg31286	XP_013626446.1, XP_013639444.1
OG0014595	jg32660	XP_013590382.1
OG0014596	jg3325	XP_013592392.1
OG0014597	jg32669, jg32680	XP_013592042.1
OG0014598	jg32694	XP_013604817.1
OG0014599	jg32713	XP_013592175.1
OG0014600	jg32715	XP_013600008.1
OG0014601	jg31298	XP_013586449.1
OG0014602	jg31299	XP_013629273.1
OG0014603	jg31306	XP_013622674.1
OG0014604	jg31313	XP_013629591.1
OG0014605	jg31332	XP_013625411.1
OG0014606	jg31343	XP_013623588.1
OG0014607	jg31359	XP_013637920.1
OG0014609	jg31370	XP_013585502.1
OG0014610	jg31414	XP_013596777.1
OG0014611	jg31445	XP_013623630.1
OG0014612	jg31466	XP_013586393.1
OG0014613	jg31483	XP_013597294.1
OG0014614	jg31500	XP_013585323.1
OG0014615	jg31522	XP_013585807.1
OG0014616	jg31531	XP_013585371.1
OG0014617	jg31542	XP_013587523.1
OG0014618	jg31549	XP_013638529.1
OG0014619	jg31551	XP_013638208.1
OG0014620	jg31605	XP_013584490.1
OG0014621	jg31609	XP_013586249.1
OG0014622	jg31611	XP_013586251.1
OG0014623	jg10024	XP_013607759.1
OG0014624	jg31619	XP_013587029.1
OG0014625	jg31622	XP_013587640.1
OG0014626	jg31626	XP_013637692.1
OG0014627	jg31655	XP_013584141.1, XP_013595752.1
OG0014628	jg31658	XP_013584588.1
OG0014629	jg31663	XP_013638079.1
OG0014630	jg31692	XP_013584174.1
OG0014631	jg31722	XP_013595553.1
OG0014632	jg31728	XP_013618613.1
OG0014633	jg31746	XP_013595802.1
OG0014634	jg31755	XP_013604029.1
OG0014635	jg31771	XP_013584604.1, XP_013604030.1
OG0014636	jg31774	XP_013587412.1
OG0014637	jg31777	XP_013586718.1
OG0014638	jg31808	XP_013587089.1
OG0014639	jg31809	XP_013584106.1
OG0014640	jg31810	XP_013604776.1
OG0014641	jg31823	XP_013599782.1
OG0014642	jg31852	XP_013637770.1
OG0014643	jg31853	XP_013587569.1
OG0014644	jg31863	XP_013585476.1
OG0014645	jg31872	XP_013584254.1
OG0014646	jg31881	XP_013586097.1
OG0014647	jg31904	XP_013586302.1
OG0014648	jg13069	XP_013599033.1
OG0014649	jg13076	XP_013598174.1
OG0014650	jg13102	XP_013593571.1
OG0014651	jg13119	XP_013597729.1
OG0014652	jg13143	XP_013606037.1
OG0014654	jg13146	XP_013614485.1
OG0014655	jg13165	XP_013593604.1
OG0014656	jg13168	XP_013593842.1
OG0014657	jg23706	XP_013593073.1
OG0014658	jg23702	XP_013593934.1
OG0014659	jg23679	XP_013609918.1
OG0014660	jg23655	XP_013597940.1
OG0014661	jg23652	XP_013597939.1
OG0014662	jg23651	XP_013637938.1
OG0014663	jg23648	XP_013611969.1
OG0014664	jg23647	XP_013598745.1
OG0014665	jg23635	XP_013596682.1
OG0014666	jg23632	XP_013616609.1
OG0014667	jg23630	XP_013628303.1
OG0014668	jg23618	XP_013625376.1
OG0014669	jg23612	XP_013629196.1
OG0014670	jg23611	XP_013629195.1
OG0014671	jg23607	XP_013622849.1
OG0014672	jg23593	XP_013622781.1
OG0014674	jg23565	XP_013606219.1
OG0014675	jg23529	XP_013613611.1
OG0014676	jg23525	XP_013613632.1
OG0014677	jg23506	XP_013625672.1
OG0014678	jg23495	XP_013622600.1
OG0014679	jg23490	XP_013630826.1
OG0014680	jg23480	XP_013625876.1
OG0014681	jg23470	XP_013622159.1
OG0014682	jg23464	XP_013612920.1
OG0014683	jg23449	XP_013628513.1
OG0014684	jg23445	XP_013628907.1
OG0014685	jg23443	XP_013620997.1
OG0014686	jg23439	XP_013629402.1
OG0014687	jg23419	XP_013616072.1
OG0014688	jg23412	XP_013611035.1
OG0014689	jg23406	XP_013628333.1
OG0014690	jg23390	XP_013625366.1
OG0014691	jg23385	XP_013630818.1
OG0014692	jg23377	XP_013630549.1
OG0014693	jg23336	XP_013622532.1
OG0014694	jg23315	XP_013625562.1
OG0014695	jg23314	XP_013629533.1
OG0014696	jg23311	XP_013612984.1
OG0014697	jg23309, jg27631	XP_013621809.1
OG0014698	jg23308	XP_013612301.1
OG0014699	jg19517	XP_013629038.1
OG0014700	jg23300	XP_013628435.1
OG0014701	jg23281	XP_013606672.1
OG0014702	jg23279	XP_013612553.1
OG0014703	jg23274	XP_013608993.1
OG0014704	jg23263	XP_013626184.1
OG0014705	jg23262	XP_013611845.1
OG0014706	jg23229	XP_013627693.1
OG0014707	jg23209	XP_013629618.1
OG0014708	jg23185	XP_013627224.1
OG0014709	jg23184	XP_013623687.1
OG0014710	jg23163	XP_013616090.1
OG0014711	jg23159	XP_013621071.1
OG0014712	jg23157	XP_013630352.1
OG0014713	jg23149	XP_013630682.1
OG0014714	jg23138	XP_013630228.1
OG0014715	jg23136	XP_013620660.1, XP_013630232.1
OG0014717	jg23115	XP_013607043.1
OG0014718	jg23106	XP_013597616.1
OG0014719	jg23094	XP_013617951.1, XP_013595028.1
OG0014720	jg23083	XP_013606856.1
OG0014721	jg23072	XP_013594159.1
OG0014722	jg23056	XP_013620466.1
OG0014723	jg13383	XP_013597474.1
OG0014724	jg23038	XP_013597473.1
OG0014725	jg23036	XP_013597476.1
OG0014726	jg23027	XP_013593744.1
OG0014727	jg6157	XP_013595209.1
OG0014728	jg6197	XP_013620721.1
OG0014729	jg6200	XP_013598327.1
OG0014730	jg6220	XP_013597850.1
OG0014731	jg6223	XP_013609040.1
OG0014732	jg6237	XP_013599219.1
OG0014733	jg32658	XP_013588016.1
OG0014734	jg6262	XP_013609769.1
OG0014735	jg14366	XP_013628938.1
OG0014736	jg6281	XP_013598155.1
OG0014737	jg6282	XP_013593669.1
OG0014738	jg6283	XP_013599012.1
OG0014739	jg6289, jg6287	XP_013598626.1
OG0014740	jg6292	XP_013598624.1
OG0014741	jg6296	XP_013597551.1
OG0014742	jg6313	XP_013606276.1
OG0014743	jg6314	XP_013618329.1
OG0014745	jg6316	XP_013599438.1
OG0014746	jg6326	XP_013612936.1
OG0014747	jg6342	XP_013618372.1
OG0014748	jg6352	XP_013596902.1
OG0014749	jg6356	XP_013597941.1
OG0014750	jg6359	XP_013593305.1
OG0014751	jg6366	XP_013596400.1
OG0014752	jg6409	XP_013593501.1
OG0014753	jg6487	XP_013614297.1
OG0014754	jg6494	XP_013596354.1
OG0014755	jg6496	XP_013598375.1
OG0014756	jg6498	XP_013597101.1
OG0014757	jg6515	XP_013593191.1
OG0014758	jg5797	XP_013616199.1
OG0014759	jg5828	XP_013611113.1, XP_013629424.1
OG0014760	jg5846	XP_013608745.1
OG0014761	jg5867	XP_013620665.1, XP_013630281.1
OG0014763	jg5888	XP_013607183.1
OG0014764	jg5904	XP_013613021.1
OG0014765	jg5906	XP_013618912.1
OG0014766	jg5907	XP_013609829.1
OG0014767	jg5923	XP_013625245.1
OG0014768	jg5924	XP_013611902.1
OG0014769	jg5929	XP_013616438.1
OG0014770	jg5956	XP_013625337.1
OG0014771	jg5971	XP_013611689.1
OG0014772	jg5986	XP_013608872.1
OG0014773	jg6007	XP_013629719.1
OG0014774	jg6014	XP_013625356.1
OG0014775	jg6015	XP_013616530.1
OG0014776	jg30853	XP_013586922.1
OG0014777	jg6038	XP_013621189.1
OG0014778	jg6051	XP_013621283.1
OG0014779	jg6052	XP_013619680.1
OG0014780	jg6057	XP_013610307.1
OG0014781	jg6096	XP_013630749.1
OG0014782	jg6117	XP_013611642.1, XP_013616296.1
OG0014783	jg26788	XP_013615070.1
OG0014784	jg6120	XP_013619098.1
OG0014785	jg6122	XP_013606603.1
OG0014786	jg21187	XP_013614896.1
OG0014787	jg22081	XP_013606651.1
OG0014788	jg23014	XP_013628869.1, XP_013629978.1
OG0014790	jg22998	XP_013611931.1
OG0014791	jg22995	XP_013606091.1
OG0014792	jg22993	XP_013606764.1
OG0014793	jg22957	XP_013606311.1
OG0014794	jg145	YP_004927492.1
OG0014795	jg22920	XP_013621368.1
OG0014796	jg22913	XP_013618592.1
OG0014797	jg22878	XP_013611820.1
OG0014798	jg12385	XP_013614378.1
OG0014799	jg22873	XP_013609045.1
OG0014800	jg22869	XP_013609947.1
OG0014801	jg22855	XP_013615645.1
OG0014802	jg22853	XP_013616233.1
OG0014803	jg22835	XP_013610408.1
OG0014804	jg22833	XP_013613107.1
OG0014805	jg22784	XP_013609006.1
OG0014806	jg22774	XP_013606990.1
OG0014807	jg22767	XP_013611405.1
OG0014808	jg22766	XP_013611407.1
OG0014809	jg22757	XP_013612468.1
OG0014810	jg22736	XP_013620761.1
OG0014811	jg22730	XP_013612026.1
OG0014812	jg22728	XP_013616398.1
OG0014813	jg22720	XP_013628479.1
OG0014814	jg22718	XP_013608706.1
OG0014815	jg22663	XP_013629127.1
OG0014816	jg22716	XP_013608702.1
OG0014817	jg22712	XP_013619374.1
OG0014818	jg22698	XP_013611387.1
OG0014819	jg22695	XP_013621612.1
OG0014820	jg22678	XP_013607066.1, XP_013626910.1
OG0014821	jg22676	XP_013615208.1, XP_013608941.1
OG0014822	jg22673	XP_013623491.1
OG0014823	jg22670	XP_013609784.1
OG0014824	jg22668	XP_013611797.1
OG0014825	jg22643	XP_013625219.1
OG0014826	jg22641	XP_013616066.1
OG0014827	jg12974	XP_013616682.1
OG0014828	jg27981	XP_013599083.1
OG0014829	jg27557	XP_013596102.1
OG0014830	jg22598	XP_013606283.1
OG0014831	jg22599	XP_013609388.1
OG0014832	jg22612	XP_013612558.1
OG0014833	jg22556	XP_013612304.1
OG0014834	jg22555	XP_013612305.1
OG0014835	jg22541	XP_013612140.1
OG0014836	jg22470	XP_013609144.1
OG0014837	jg22458	XP_013621607.1
OG0014838	jg22456	XP_013609337.1, XP_013619108.1
OG0014839	jg22410	XP_013612604.1
OG0014840	jg22435	XP_013607181.1
OG0014841	jg22433	XP_013621082.1
OG0014842	jg22430	XP_013611778.1
OG0014844	jg22422	XP_013612948.1
OG0014845	jg22411	XP_013608207.1
OG0014846	jg22394	XP_013628603.1
OG0014847	jg22386	XP_013608201.1, XP_013614107.1
OG0014848	jg22378	XP_013609990.1
OG0014849	jg22309	XP_013609290.1
OG0014850	jg14814	XP_013630266.1
OG0014851	jg14781, jg21514	XP_013617237.1
OG0014852	jg14772	XP_013625986.1
OG0014853	jg14754	XP_013613849.1
OG0014854	jg14726	XP_013605140.1
OG0014855	jg14725	XP_013602380.1
OG0014856	jg14705	XP_013608987.1
OG0014857	jg1584	XP_013606538.1
OG0014858	jg7963	XP_013607159.1
OG0014859	jg4590	XP_013629282.1
OG0014860	jg4581	XP_013612945.1
OG0014861	jg19135	XP_013628419.1
OG0014863	jg4530	XP_013610867.1
OG0014864	jg4513	XP_013619669.1
OG0014865	jg4507	XP_013630136.1
OG0014866	jg4500	XP_013609638.1
OG0014867	jg4495	XP_013616348.1, XP_013609712.1
OG0014868	jg4458	XP_013612622.1
OG0014869	jg4409	XP_013609015.1
OG0014870	jg1744	XP_013618363.1
OG0014871	jg4370	XP_013610058.1
OG0014872	jg4368	XP_013610034.1
OG0014873	jg10065	XP_013599395.1
OG0014874	jg4352	XP_013618928.1, XP_013609776.1
OG0014875	jg4351	XP_013609778.1
OG0014876	jg4350	XP_013609891.1
OG0014877	jg4348	XP_013608920.1
OG0014879	jg4337	XP_013611870.1
OG0014880	jg4335	XP_013608729.1
OG0014881	jg4333	XP_013625527.1
OG0014882	jg4328	XP_013606203.1
OG0014883	jg4326	XP_013611520.1
OG0014884	jg4292	XP_013605961.1
OG0014885	jg4278	XP_013613332.1
OG0014886	jg4277	XP_013610582.1
OG0014887	jg4271	XP_013612575.1
OG0014889	jg4242	XP_013611014.1
