Orthogroup	Cardamine_amara	Brassica_oleracea
OG0018085	evm.model.RL_7.1962	XP_013629581.1
OG0018086	evm.model.RL_5.3456	XP_013605759.1
OG0018087	evm.model.RL_7.1950	XP_013607174.1
OG0018088	evm.model.RL_7.2011	XP_013600133.1
OG0018090	evm.model.RL_3.1266	XP_013620628.1
OG0018091	evm.model.RL_3.1280	XP_013620724.1
OG0018092	evm.model.RL_3.1295	XP_013591062.1
OG0018093	evm.model.RL_3.1310	XP_013590404.1
OG0018094	evm.model.RL_3.1530	XP_013591505.1
OG0018095	evm.model.RL_3.1566	XP_013591770.1
OG0018097	evm.model.RL_3.2125	XP_013589747.1
OG0018098	evm.model.RL_3.2116	XP_013592366.1
OG0018099	evm.model.RL_3.2048	XP_013592745.1
OG0018100	evm.model.RL_3.1994	XP_013591703.1
OG0018101	evm.model.RL_3.1940	XP_013616317.1, XP_013588184.1
OG0018102	evm.model.RL_3.1931	XP_013591957.1
OG0018103	evm.model.RL_3.1927	XP_013587761.1
OG0018104	evm.model.RL_3.1885	XP_013592233.1
OG0018105	evm.model.RL_3.1883.5.687c84bd	XP_013621052.1
OG0018106	evm.model.RL_3.1873	XP_013591986.1
OG0018107	evm.model.RL_3.1823	XP_013588560.1
OG0018108	evm.model.RL_3.1706	XP_013621412.1
OG0018109	evm.model.RL_6.2961	XP_013635853.1
OG0018110	evm.model.RL_3.1653	XP_013590807.1
OG0018111	evm.model.RL_3.2323	XP_013590195.1
OG0018112	evm.model.RL_3.2332	XP_013591160.1
OG0018113	evm.model.RL_3.2343	XP_013588488.1
OG0018114	evm.model.RL_3.2493	XP_013589769.1
OG0018115	evm.model.RL_1.1175	XP_013587323.1
OG0018116	evm.model.RL_1.1194	XP_013611204.1
OG0018117	evm.model.RL_1.1223	XP_013618623.1
OG0018118	evm.model.RL_1.1233	XP_013637504.1
OG0018119	evm.model.RL_1.1234	XP_013624185.1
OG0018120	evm.model.RL_7.1884	XP_013602680.1
OG0018122	evm.model.RL_1.1430	XP_013628427.1
OG0018123	evm.model.RL_1.1458	XP_013610165.1
OG0018124	evm.model.RL_1.1715	XP_013609051.1
OG0018125	evm.model.RL_1.1756	XP_013614985.1
OG0018126	evm.model.RL_1.2122	XP_013587121.1
OG0018127	evm.model.RL_1.2135	XP_013614947.1, XP_013614657.1
OG0018128	evm.model.RL_1.2193	XP_013586439.1
OG0018129	evm.model.RL_1.2291	XP_013599429.1
OG0018130	evm.model.RL_1.2294	XP_013593924.1
OG0018131	evm.model.RL_2.630	XP_013600390.1
OG0018132	evm.model.RL_1.2449	XP_013598045.1
OG0018133	evm.model.RL_1.2493	XP_013630541.1
OG0018134	evm.model.RL_1.2616	XP_013611270.1
OG0018135	evm.model.RL_1.2592	XP_013609453.1
OG0018136	evm.model.RL_1.2551	XP_013596183.1
OG0018137	evm.model.RL_1.2550	XP_013599210.1
OG0018139	evm.model.RL_1.2664	XP_013606428.1
OG0018140	evm.model.RL_1.2725	XP_013608568.1
OG0018141	evm.model.RL_1.2770	XP_013592963.1
OG0018142	evm.model.RL_1.2792	XP_013598743.1
OG0018143	evm.model.RL_1.2833.2.687c87f0	XP_013595543.1
OG0018144	evm.model.RL_1.2936	XP_013598779.1
OG0018145	evm.model.RL_1.3034	XP_013611337.1
OG0018146	evm.model.RL_1.3111	XP_013595357.1
OG0018147	evm.model.RL_1.3255	XP_013602715.1
OG0018148	evm.model.RL_1.3261	XP_013612915.1
OG0018149	evm.model.RL_5.3815	XP_013588462.1
OG0018150	evm.model.RL_5.3740	XP_013591009.1
OG0018151	evm.model.RL_5.1867	XP_013590855.1
OG0018152	evm.model.RL_5.1880	XP_013592041.1
OG0018153	evm.model.RL_5.2119	XP_013590955.1
OG0018154	evm.model.RL_5.2101	XP_013613705.1
OG0018155	evm.model.RL_5.2160	XP_013605521.1
OG0018156	evm.model.RL_5.2	XP_013598308.1
OG0018157	evm.model.RL_5.316	XP_013586137.1, XP_013637823.1
OG0018158	evm.model.RL_7.1108	XP_013603170.1
OG0018159	evm.model.RL_7.1082	XP_013636553.1
OG0018160	evm.model.RL_7.1067	XP_013603516.1
OG0018161	evm.model.RL_7.880	XP_013605851.1
OG0018164	evm.model.RL_7.723	XP_013588189.1
OG0018165	evm.model.RL_7.715	XP_013601968.1
OG0018166	evm.model.RL_7.623	XP_013604114.1
OG0018167	evm.model.RL_7.581	XP_013603103.1
OG0018168	evm.model.RL_7.509	XP_013600746.1
OG0018169	evm.model.RL_7.452	XP_013587857.1
OG0018170	evm.model.RL_7.327	XP_013633881.1
OG0018171	evm.model.RL_7.221	XP_013603603.1
OG0018172	evm.model.RL_7.109	XP_013605284.1
OG0018173	evm.model.RL_5.3869	XP_013588476.1
OG0018175	evm.model.RL_2.644	XP_013603667.1
OG0018176	evm.model.RL_7.1334	XP_013594297.1
OG0018177	evm.model.RL_7.1265, evm.model.RL_7.1262	XP_013583668.1
OG0018178	evm.model.RL_7.1072.1.687c84b7	XP_013599761.1
OG0018180	evm.model.RL_7.1025	XP_013602880.1
OG0018183	evm.model.RL_7.594	XP_013600694.1, XP_013603816.1
OG0018185	evm.model.RL_7.158, evm.model.RL_7.165	XP_013605926.1
OG0018187	evm.model.RL_3.377.2.687c84ba	XP_013616998.1
OG0018188	evm.model.RL_7.1070	XP_013599402.1
OG0018190	evm.model.RL_4.167	XP_013621442.1
OG0018191	evm.model.RL_5.3149	XP_013594078.1
OG0018192	evm.model.RL_4.622	XP_013632085.1
OG0018193	evm.model.RL_4.586	XP_013614691.1
OG0018194	evm.model.RL_6.1631	XP_013635509.1
OG0018195	evm.model.RL_6.1953	XP_013625075.1
OG0018197	evm.model.RL_1.2366	XP_013633355.1, XP_013633353.1, XP_013633214.1
OG0018198	evm.model.RL_6.2307	XP_013635098.1
OG0018199	evm.model.RL_6.2830	XP_013635033.1
OG0018201	evm.model.RL_3.2278	XP_013589649.1, XP_013617362.1
OG0018202	evm.model.RL_3.2234	XP_013592747.1
OG0018203	evm.model.RL_3.2005	XP_013618679.1
OG0018204	evm.model.RL_3.1769	XP_013590093.1
OG0018205	evm.model.RL_3.1668	XP_013589665.1, XP_013617233.1
OG0018207	evm.model.RL_2.2520	XP_013597200.1
OG0018208	evm.model.RL_2.2329	XP_013626510.1
OG0018209	evm.model.RL_2.3137	XP_013596882.1
OG0018211	evm.model.RL_4.771	XP_013612187.1
OG0018212	evm.model.RL_5.400	XP_013602054.1
OG0018213	evm.model.RL_5.490	XP_013605602.1
OG0018215	evm.model.RL_5.620	XP_013586761.1
OG0018216	evm.model.RL_5.639	XP_013602318.1
OG0018217	evm.model.RL_5.687, evm.model.RL_2.312	XP_013638059.1
OG0018218	evm.model.RL_5.1030	XP_013605549.1
OG0018219	evm.model.RL_5.1328	XP_013639224.1
OG0018220	evm.model.RL_5.1381	XP_013585087.1
OG0018221	evm.model.RL_5.1798	XP_013638855.1
OG0018222	evm.model.RL_5.3505	XP_013596118.1
OG0018223	evm.model.RL_2.1942	XP_013599448.1, XP_013589540.1
OG0018224	evm.model.RL_3.1440	XP_013590651.1
OG0018225	evm.model.RL_3.1391	XP_013591795.1
OG0018226	evm.model.RL_3.1177	XP_013591661.1
OG0018227	evm.model.RL_3.1116	XP_013616671.1
OG0018228	evm.model.RL_3.578	XP_013633721.1
OG0018229	evm.model.RL_4.810	XP_013633039.1, XP_013623640.1
OG0018230	evm.model.RL_3.271	XP_013630955.1
OG0018231	evm.model.RL_2.240	XP_013633170.1
OG0018232	evm.model.RL_3.59	XP_013606345.1
OG0018234	evm.model.RL_1.2432	XP_013630758.1
OG0018236	evm.model.RL_1.1538	XP_013619527.1
OG0018237	evm.model.RL_1.1451	XP_013633505.1
OG0018238	evm.model.RL_1.1156	XP_013611409.1
OG0018239	evm.model.RL_3.1235	XP_013591058.1
OG0018240	evm.model.RL_1.787	XP_013616992.1
OG0018241	evm.model.RL_1.601	XP_013629748.1
OG0018242	evm.model.RL_1.335, evm.model.RL_1.2372, evm.model.RL_4.548	XP_013626532.1
OG0018243	evm.model.RL_4.3243	XP_013611293.1
OG0018244	evm.model.RL_4.3027	XP_013613028.1
OG0018246	evm.model.RL_4.2868	XP_013608964.1
OG0018247	evm.model.RL_4.2840	XP_013618454.1
OG0018248	evm.model.RL_4.2837	XP_013610504.1
OG0018249	evm.model.RL_4.2835	XP_013606632.1
OG0018252	evm.model.RL_2.1639	XP_013595902.1
OG0018253	evm.model.RL_5.2352	XP_013591229.1
OG0018254	evm.model.RL_5.3059	XP_013627612.1
OG0018255	evm.model.RL_2.2057	XP_013592028.1
OG0018256	evm.model.RL_2.2048	XP_013595946.1, XP_013599538.1
OG0018258	evm.model.RL_6.961	XP_013636568.1
OG0018259	evm.model.RL_6.833	XP_013622448.1
OG0018260	evm.model.RL_6.801	XP_013634538.1
OG0018261	evm.model.RL_6.723	XP_013611009.1
OG0018262	evm.model.RL_2.2013	XP_013637639.1
OG0018263	evm.model.RL_4.2728	XP_013610954.1
OG0018264	evm.model.RL_4.2429	XP_013609682.1
OG0018265	evm.model.RL_4.2347	XP_013607376.1
OG0018266	evm.model.RL_4.2258	XP_013615467.1
OG0018267	evm.model.RL_4.1875	XP_013620284.1
OG0018268	evm.model.RL_2.538	XP_013637405.1
OG0018269	evm.model.RL_4.1823	XP_013608394.1
OG0018270	evm.model.RL_4.1825	XP_013606984.1
OG0018272	evm.model.RL_5.1008	XP_013634511.1
OG0018273	evm.model.RL_8.1867	XP_013620060.1
OG0018274	evm.model.RL_8.2052	XP_013615761.1
OG0018275	evm.model.RL_4.1431	XP_013623140.1
OG0018277	evm.model.RL_4.1589	XP_013616438.1
OG0018278	evm.model.RL_4.1605	XP_013618912.1
OG0018280	evm.model.RL_4.1380	XP_013620455.1
OG0018281	evm.model.RL_8.2199	XP_013594159.1
OG0018282	evm.model.RL_8.2238	XP_013596465.1
OG0018283	evm.model.RL_8.2384	XP_013610652.1
OG0018285	evm.model.RL_8.2638	XP_013628400.1
OG0018286	evm.model.RL_8.2778	XP_013599123.1
OG0018287	evm.model.RL_5.669	XP_013601864.1
OG0018288	evm.model.RL_5.906	XP_013639018.1
OG0018291	evm.model.RL_5.3551	XP_013596919.1, XP_013639340.1
OG0018292	evm.model.RL_5.3039	XP_013639463.1, XP_013594188.1
OG0018298	evm.model.RL_3.1191	XP_013620127.1
OG0018299	evm.model.RL_3.1205	XP_013619094.1
OG0018300	evm.model.RL_1.685	XP_013585269.1, XP_013627723.1
OG0018301	evm.model.RL_1.2237	XP_013594139.1
OG0018302	evm.model.RL_1.2418	XP_013627448.1
OG0018303	evm.model.RL_6.295	XP_013604176.1
OG0018305	evm.model.RL_1.1515, evm.model.RL_7.1512, evm.model.RL_7.1531	XP_013615998.1
OG0018306	evm.model.RL_7.1024	XP_013588473.1
OG0018308	evm.model.RL_4.1668, evm.model.RL_4.1669	XP_013619614.1
OG0018310	evm.model.RL_8.839	XP_013626152.1
OG0018311	evm.model.RL_2.2327	XP_013596141.1
OG0018312	evm.model.RL_2.2272	XP_013589157.1
OG0018313	evm.model.RL_2.2092.4.687c86e4	XP_013609441.1
OG0018317	evm.model.RL_2.544	XP_013637028.1
OG0018318	evm.model.RL_2.385	XP_013592723.1
OG0018319	evm.model.RL_2.105	XP_013632227.1
OG0018320	evm.model.RL_4.429	XP_013598245.1
OG0018321	evm.model.RL_8.1195	XP_013625365.1, XP_013625360.1
OG0018322	evm.model.RL_8.1273	XP_013609310.1
OG0018323	evm.model.RL_8.1849	XP_013607066.1, XP_013626910.1
OG0018336	evm.model.RL_4.1423	XP_013624927.1, XP_013629303.1, XP_013624551.1, XP_013588878.1, XP_013594374.1
OG0018337	evm.model.RL_2.1232	XP_013604140.1
OG0018340	evm.model.RL_3.735	XP_013611917.1
OG0018341	evm.model.RL_3.642.2.687c84ba	XP_013613211.1
OG0018342	evm.model.RL_3.526	XP_013631183.1
OG0018344	evm.model.RL_7.2507	XP_013610459.1
OG0018347	evm.model.RL_3.1040	XP_013588650.1
OG0018348	evm.model.RL_3.1003	XP_013588661.1
OG0018349	evm.model.RL_3.950	XP_013616629.1
OG0018350	evm.model.RL_3.799	XP_013613534.1
OG0018351	evm.model.RL_3.202, evm.model.RL_3.683	XP_013610803.1
OG0018352	evm.model.RL_4.3358	XP_013609889.1
OG0018354	evm.model.RL_5.4007	XP_013625035.1
OG0018356	evm.model.RL_8.1083	XP_013621711.1
OG0018357	evm.model.RL_8.1105	XP_013626968.1
OG0018358	evm.model.RL_8.1106	XP_013609585.1
OG0018359	evm.model.RL_8.1138	XP_013610322.1
OG0018361	evm.model.RL_8.1208	XP_013627425.1
OG0018362	evm.model.RL_8.1228	XP_013610727.1
OG0018363	evm.model.RL_8.1278	XP_013614336.1
OG0018364	evm.model.RL_8.1290	XP_013614476.1
OG0018368	evm.model.RL_4.748	XP_013596312.1
OG0018369	evm.model.RL_4.2302	XP_013613279.1
OG0018370	evm.model.RL_4.2712	XP_013626843.1
OG0018371	evm.model.RL_4.2813	XP_013608914.1
OG0018372	evm.model.RL_2.1361	XP_013595295.1
OG0018374	evm.model.RL_2.1481	XP_013621964.1
OG0018375	evm.model.RL_2.1538	XP_013597808.1
OG0018376	evm.model.RL_2.1614	XP_013601792.1
OG0018378	evm.model.RL_5.2631	XP_013591973.1
OG0018379	evm.model.RL_5.2386	XP_013600557.1
OG0018380	evm.model.RL_5.2999	XP_013596769.1
OG0018381	evm.model.RL_2.3206	XP_013593835.1, XP_013635572.1
OG0018383	evm.model.RL_2.3431	XP_013593150.1
OG0018384	evm.model.RL_2.1691	XP_013627114.1
OG0018385	evm.model.RL_2.383	XP_013635277.1
OG0018387	evm.model.RL_6.1491	XP_013627575.1
OG0018388	evm.model.RL_6.1490	XP_013627660.1
OG0018389	evm.model.RL_4.633	XP_013610826.1
OG0018392	evm.model.RL_8.697	XP_013608844.1
OG0018393	evm.model.RL_8.678	XP_013616531.1
OG0018398	evm.model.RL_4.290	XP_013598051.1
OG0018399	evm.model.RL_4.40	XP_013621618.1
OG0018401	evm.model.RL_2.592.1.687c86e1	XP_013605420.1
OG0018402	evm.model.RL_2.849	XP_013607793.1
OG0018403	evm.model.RL_2.877	XP_013631546.1
OG0018404	evm.model.RL_2.1018	XP_013599455.1
OG0018406	evm.model.RL_2.27	XP_013588848.1
OG0018408	evm.model.RL_2.64	XP_013635409.1
OG0018409	evm.model.RL_2.69	XP_013635542.1
OG0018410	evm.model.RL_2.131.2.687c86e0	XP_013632341.1
OG0018411	evm.model.RL_2.154	XP_013635115.1
OG0018412	evm.model.RL_2.189	XP_013631349.1
OG0018413	evm.model.RL_4.2763	XP_013629683.1
OG0018414	evm.model.RL_6.2925	XP_013632208.1
OG0018415	evm.model.RL_6.2825	XP_013637506.1
OG0018416	evm.model.RL_6.2608	XP_013635581.1
OG0018417	evm.model.RL_6.2597	XP_013635471.1
OG0018418	evm.model.RL_2.868	XP_013631316.1
OG0018419	evm.model.RL_6.2310	XP_013636585.1
OG0018421	evm.model.RL_4.3269	XP_013609654.1
OG0018423	evm.model.RL_2.82	XP_013591165.1
OG0018424	evm.model.RL_8.2120	XP_013610436.1
OG0018425	evm.model.RL_8.2423	XP_013626144.1
OG0018426	evm.model.RL_8.2827	XP_013608669.1
OG0018427	evm.model.RL_8.2845	XP_013611040.1
OG0018428	evm.model.RL_8.26	XP_013614765.1
OG0018429	evm.model.RL_8.287	XP_013611164.1
OG0018431	evm.model.RL_6.1157	XP_013633533.1
OG0018432	evm.model.RL_6.1021	XP_013635167.1
OG0018433	evm.model.RL_6.1011	XP_013636979.1
OG0018434	evm.model.RL_6.897	XP_013632719.1
OG0018435	evm.model.RL_6.742	XP_013626095.1
OG0018436	evm.model.RL_6.740	XP_013626017.1
OG0018437	evm.model.RL_1.57	XP_013622759.1
OG0018440	evm.model.RL_1.11	XP_013614026.1
OG0018441	evm.model.RL_2.488	XP_013625113.1
OG0018442	evm.model.RL_1.90	XP_013587719.1
OG0018443	evm.model.RL_1.123	XP_013585034.1
OG0018444	evm.model.RL_1.144	XP_013635130.1
OG0018445	evm.model.RL_1.165.1.687c87e9	XP_013630334.1
OG0018446	evm.model.RL_1.251	XP_013583616.1
OG0018448	evm.model.RL_4.1038	XP_013597107.1
OG0018449	evm.model.RL_1.549	XP_013638315.1
OG0018450	evm.model.RL_5.3328	XP_013614711.1
OG0018451	evm.model.RL_5.3278	XP_013638944.1
OG0018452	evm.model.RL_5.3233	XP_013586951.1
OG0018453	evm.model.RL_2.1962	XP_013599738.1
OG0018454	evm.model.RL_2.1996	XP_013600578.1
OG0018455	evm.model.RL_2.2053	XP_013596574.1
OG0018456	evm.model.RL_6.377	XP_013603630.1
OG0018458	evm.model.RL_6.236	XP_013602376.1
OG0018459	evm.model.RL_6.51	XP_013634249.1
OG0018460	evm.model.RL_6.20	XP_013603698.1
OG0018461	evm.model.RL_5.1037	XP_013585776.1
OG0018463	evm.model.RL_5.775	XP_013600871.1
OG0018464	evm.model.RL_5.767	XP_013604646.1
OG0018465	evm.model.RL_4.443	XP_013612386.1
OG0018466	evm.model.RL_5.612	XP_013600550.1
OG0018467	evm.model.RL_5.435.2.687c88ac	XP_013638324.1
OG0018469	evm.model.RL_5.209	XP_013599852.1
OG0018470	evm.model.RL_8.2910	XP_013634932.1
OG0018471	evm.model.RL_8.2913	XP_013601044.1
OG0018472	evm.model.RL_4.2232	XP_013621433.1
OG0018473	evm.model.RL_4.2144	XP_013620688.1
OG0018474	evm.model.RL_4.2111	XP_013614396.1
OG0018476	evm.model.RL_4.1946	XP_013629878.1
OG0018477	evm.model.RL_4.1769	XP_013626610.1
OG0018478	evm.model.RL_4.1096	XP_013596690.1
OG0018479	evm.model.RL_4.1055	XP_013594987.1
OG0018480	evm.model.RL_4.920	XP_013596873.1
OG0018481	evm.model.RL_4.827	XP_013593935.1
OG0018482	evm.model.RL_4.2915	XP_013607414.1
OG0018483	evm.model.RL_4.1188	XP_013598472.1
OG0018485	evm.model.RL_8.2254	XP_013629530.1
OG0018487	evm.model.RL_7.1313	XP_013593769.1
OG0018488	evm.model.RL_7.1472	XP_013605510.1
OG0018491	evm.model.RL_7.1544	XP_013600804.1
OG0018492	evm.model.RL_7.1545	XP_013600665.1
OG0018493	evm.model.RL_7.1579	XP_013604324.1
OG0018495	evm.model.RL_7.1800	XP_013627825.1
OG0018497	evm.model.RL_5.656	XP_013587605.1
OG0018498	evm.model.RL_3.1130	XP_013592602.1
OG0018499	evm.model.RL_3.1277	XP_013619983.1
OG0018500	evm.model.RL_3.1494	XP_013590638.1
OG0018503	evm.model.RL_3.1764	XP_013619789.1
OG0018505	evm.model.RL_3.1661	XP_013589664.1
OG0018506	evm.model.RL_3.2248	XP_013590694.1
OG0018507	evm.model.RL_3.2324	XP_013592867.1
OG0018508	evm.model.RL_3.2434	XP_013592159.1
OG0018509	evm.model.RL_1.1229	XP_013609166.1
OG0018511	evm.model.RL_1.1366	XP_013584774.1
OG0018513	evm.model.RL_1.2586	XP_013593111.1
OG0018514	evm.model.RL_1.2618	XP_013630134.1
OG0018515	evm.model.RL_1.2808	XP_013595603.1
OG0018516	evm.model.RL_1.3059	XP_013596369.1
OG0018517	evm.model.RL_1.3063.2.687c87f1	XP_013593753.1
OG0018518	evm.model.RL_1.3284	XP_013614196.1
OG0018519	evm.model.RL_5.1861.2.687c88b7	XP_013621960.1
OG0018520	evm.model.RL_5.1949	XP_013589862.1
OG0018521	evm.model.RL_7.530	XP_013611655.1
OG0018522	evm.model.RL_7.292, evm.model.RL_7.272	XP_013603977.1
OG0018523	evm.model.RL_7.128	XP_013603970.1
OG0018524	evm.model.RL_7.76, evm.model.RL_7.77	XP_013588732.1
OG0018525	evm.model.RL_7.25	XP_013635875.1
OG0018527	evm.model.RL_8.1811.2.687c855d	XP_013615776.1, XP_013587575.1, XP_013587653.1, XP_013604585.1, XP_013604583.1
OG0018528	evm.model.RL_2.1000	XP_013587430.1
OG0018529	evm.model.RL_2.932	XP_013627685.1
OG0018530	evm.model.RL_7.1367	XP_013602538.1
OG0018531	evm.model.RL_7.1130	XP_013603945.1
OG0018532	evm.model.RL_7.1105	XP_013590935.1
OG0018533	evm.model.RL_7.736	XP_013604006.1
OG0018534	evm.model.RL_7.227	XP_013604596.1
OG0018535	evm.model.RL_7.106	XP_013602231.1
OG0018536	evm.model.RL_4.338	XP_013598349.1
OG0018539	evm.model.RL_4.134	XP_013619889.1
OG0018540	evm.model.RL_6.1881	XP_013635927.1
OG0018541	evm.model.RL_6.1965	XP_013625088.1
OG0018543	evm.model.RL_6.2162	XP_013633433.1
OG0018544	evm.model.RL_6.2227	XP_013631056.1
OG0018546	evm.model.RL_6.2551	XP_013639837.1
OG0018548	evm.model.RL_3.1856	XP_013591552.1
OG0018549	evm.model.RL_2.2291	XP_013584826.1, XP_013601382.1
OG0018550	evm.model.RL_2.2355	XP_013594288.1
OG0018551	evm.model.RL_2.2440	XP_013595151.1
OG0018552	evm.model.RL_2.3042	XP_013597197.1
OG0018553	evm.model.RL_2.3503	XP_013630051.1
OG0018554	evm.model.RL_5.437	XP_013585186.1
OG0018555	evm.model.RL_5.547	XP_013603540.1
OG0018556	evm.model.RL_5.567	XP_013584522.1
OG0018557	evm.model.RL_5.650	XP_013600002.1
OG0018558	evm.model.RL_4.404	XP_013639144.1
OG0018559	evm.model.RL_5.1029	XP_013638554.1
OG0018563	evm.model.RL_5.1290	XP_013587391.1
OG0018564	evm.model.RL_5.1422	XP_013585660.1
OG0018565	evm.model.RL_5.3490	XP_013602834.1
OG0018566	evm.model.RL_3.1224	XP_013613009.1
OG0018567	evm.model.RL_3.248	XP_013632850.1
OG0018568	evm.model.RL_1.2485	XP_013610164.1
OG0018569	evm.model.RL_1.2376	XP_013596486.1
OG0018570	evm.model.RL_1.1923	XP_013586858.1
OG0018571	evm.model.RL_4.612, evm.model.RL_4.604	XP_013635513.1
OG0018572	evm.model.RL_1.1185	XP_013585221.1
OG0018574	evm.model.RL_1.859	XP_013627074.1
OG0018577	evm.model.RL_8.382	XP_013623945.1
OG0018578	evm.model.RL_4.3297, evm.model.RL_4.3295	XP_013619606.1
OG0018579	evm.model.RL_4.3210	XP_013612956.1
OG0018580	evm.model.RL_4.2844	XP_013612429.1
OG0018581	evm.model.RL_2.1782	XP_013603900.1
OG0018582	evm.model.RL_7.2142	XP_013595749.1
OG0018583	evm.model.RL_2.1353	XP_013583271.1
OG0018584	evm.model.RL_2.1295	XP_013595285.1, XP_013623070.1
OG0018585	evm.model.RL_2.1931	XP_013599371.1
OG0018586	evm.model.RL_2.2090	XP_013585543.1
OG0018588	evm.model.RL_6.1163	XP_013632072.1
OG0018589	evm.model.RL_6.1082	XP_013637517.1
OG0018590	evm.model.RL_6.811	XP_013633283.1
OG0018591	evm.model.RL_6.552	XP_013603528.1, XP_013600953.1
OG0018594	evm.model.RL_4.2191	XP_013610814.1, XP_013620014.1
OG0018595	evm.model.RL_4.1928	XP_013610770.1
OG0018596	evm.model.RL_4.1860	XP_013608399.1
OG0018597	evm.model.RL_4.1083	XP_013597259.1, XP_013610592.1
OG0018598	evm.model.RL_2.273	XP_013590604.1
OG0018599	evm.model.RL_2.76	XP_013635763.1
OG0018601	evm.model.RL_8.1323	XP_013627952.1
OG0018603	evm.model.RL_8.1822	XP_013627292.1
OG0018604	evm.model.RL_8.1845	XP_013623491.1
OG0018605	evm.model.RL_8.1991	XP_013612930.1
OG0018606	evm.model.RL_4.1702	XP_013619290.1
OG0018607	evm.model.RL_4.1186	XP_013597990.1
OG0018610	evm.model.RL_8.2620	XP_013613626.1
OG0018611	evm.model.RL_5.504	XP_013587601.1
OG0018613	evm.model.RL_5.3218	XP_013587527.1
OG0018618	evm.model.RL_3.1601	XP_013591047.1
OG0018620	evm.model.RL_1.2465	XP_013625152.1
OG0018621	evm.model.RL_1.2707	XP_013610777.1
OG0018623	evm.model.RL_6.187	XP_013633686.1
OG0018624	evm.model.RL_6.201	XP_013603910.1
OG0018626	evm.model.RL_6.1586	XP_013635330.1
OG0018629	evm.model.RL_6.2349	XP_013632146.1
OG0018633	evm.model.RL_7.2405	XP_013593507.1, XP_013607475.1
OG0018636	evm.model.RL_8.28	XP_013607047.1
OG0018637	evm.model.RL_2.2161	XP_013591154.1
OG0018638	evm.model.RL_2.2091	XP_013609434.1
OG0018639	evm.model.RL_4.805	XP_013614714.1
OG0018640	evm.model.RL_4.831	XP_013598426.1
OG0018641	evm.model.RL_4.3131, evm.model.RL_4.3130	XP_013608548.1
OG0018673	evm.model.RL_2.2783	XP_013638088.1
OG0018675	evm.model.RL_2.2882	XP_013587389.1
OG0018676	evm.model.RL_5.2820	XP_013615883.1
OG0018678	evm.model.RL_2.1190	XP_013595050.1
OG0018679	evm.model.RL_3.711	XP_013608919.1
OG0018680	evm.model.RL_7.2634	XP_013597700.1
OG0018681	evm.model.RL_7.2348	XP_013606830.1
OG0018682	evm.model.RL_2.651	XP_013605068.1
OG0018683	evm.model.RL_3.790	XP_013611707.1
OG0018684	evm.model.RL_3.225	XP_013609845.1
OG0018685	evm.model.RL_2.2094	XP_013599999.1
OG0018686	evm.model.RL_6.2203	XP_013625951.1
OG0018687	evm.model.RL_8.1030	XP_013613191.1
OG0018688	evm.model.RL_7.2042, evm.model.RL_6.728, evm.model.RL_6.1683	XP_013589577.1
OG0018690	evm.model.RL_8.1112	XP_013637763.1
OG0018691	evm.model.RL_8.1307	XP_013622091.1
OG0018692	evm.model.RL_8.1322	XP_013627951.1
OG0018693	evm.model.RL_8.1375	XP_013613159.1
OG0018694	evm.model.RL_8.1649	XP_013606286.1, XP_013619928.1
OG0018695	evm.model.RL_8.1664	XP_013610071.1
OG0018696	evm.model.RL_4.743	XP_013609858.1
OG0018697	evm.model.RL_2.1278	XP_013600783.1
OG0018698	evm.model.RL_2.1640	XP_013596172.1
OG0018699	evm.model.RL_2.1645	XP_013607788.1
OG0018700	evm.model.RL_2.1748	XP_013630516.1
OG0018701	evm.model.RL_2.2051	XP_013591279.1, XP_013596980.1
OG0018703	evm.model.RL_5.2380	XP_013613893.1
OG0018706	evm.model.RL_2.3151	XP_013622765.1
OG0018707	evm.model.RL_2.480	XP_013632285.1
OG0018708	evm.model.RL_8.833	XP_013627956.1
OG0018709	evm.model.RL_6.1495	XP_013634714.1
OG0018711	evm.model.RL_4.574	XP_013634659.1
OG0018713	evm.model.RL_4.697	XP_013627852.1
OG0018714	evm.model.RL_7.89	XP_013637419.1
OG0018716	evm.model.RL_4.304	XP_013615763.1, XP_013596135.1
OG0018718	evm.model.RL_2.753	XP_013638517.1
OG0018719	evm.model.RL_2.947	XP_013629871.1
OG0018720	evm.model.RL_2.1014	XP_013617427.1
OG0018721	evm.model.RL_2.20	XP_013588044.1
OG0018722	evm.model.RL_2.173	XP_013592432.1
OG0018723	evm.model.RL_2.179	XP_013592014.1
OG0018724	evm.model.RL_6.2833	XP_013637625.1
OG0018725	evm.model.RL_6.2632	XP_013631643.1
OG0018726	evm.model.RL_6.2575	XP_013637525.1
OG0018727	evm.model.RL_6.2453	XP_013634181.1
OG0018728	evm.model.RL_6.2424	XP_013634430.1
OG0018729	evm.model.RL_4.3411	XP_013618788.1
OG0018730	evm.model.RL_4.3387	XP_013606940.1
OG0018731	evm.model.RL_4.3328	XP_013609788.1
OG0018732	evm.model.RL_4.3099	XP_013607401.1
OG0018733	evm.model.RL_8.2742	XP_013616490.1
OG0018734	evm.model.RL_8.2806	XP_013598924.1
OG0018738	evm.model.RL_8.293	XP_013611608.1
OG0018740	evm.model.RL_6.738	XP_013637144.1
OG0018742	evm.model.RL_2.2248	XP_013619314.1
OG0018744	evm.model.RL_1.22	XP_013583917.1
OG0018745	evm.model.RL_1.120	XP_013622610.1
