Orthogroup	Cardamine_amara	Arabidopsis_thaliana
OG0013045	evm.model.RL_1.917	AT3G10080.2
OG0013046	evm.model.RL_1.921	AT3G10150.2
OG0013047	evm.model.RL_1.923	AT3G10185.1
OG0013048	evm.model.RL_1.924	AT3G10180.1
OG0013049	evm.model.RL_1.948.1.687c87eb	AT3G10405.1
OG0013050	evm.model.RL_1.950	AT3G10420.2
OG0013051	evm.model.RL_4.1681	AT5G19660.1
OG0013052	evm.model.RL_1.975	AT3G10630.1
OG0013053	evm.model.RL_1.977	AT3G10650.1
OG0013054	evm.model.RL_1.981	AT3G10690.1
OG0013055	evm.model.RL_1.996	AT3G10840.1
OG0013056	evm.model.RL_5.987	AT1G11240.1
OG0013057	evm.model.RL_1.1028	AT3G11220.1
OG0013058	evm.model.RL_1.1062	AT3G11560.2
OG0013059	evm.model.RL_1.1065	AT3G11590.1
OG0013060	evm.model.RL_1.1112	AT3G12010.1
OG0013061	evm.model.RL_1.1113	AT3G12020.2
OG0013062	evm.model.RL_1.1118	AT3G12080.1
OG0013064	evm.model.RL_4.1477	AT5G22370.1
OG0013065	evm.model.RL_1.1136	AT3G12300.1
OG0013066	evm.model.RL_2.2315	AT4G28030.1
OG0013067	evm.model.RL_6.1955	AT2G38465.1
OG0013068	evm.model.RL_8.1051	AT5G49820.1
OG0013069	evm.model.RL_8.1055	AT5G49840.1
OG0013070	evm.model.RL_8.1056	AT5G49880.1
OG0013071	evm.model.RL_8.1061	AT5G49930.1
OG0013072	evm.model.RL_8.1080	AT5G49970.1
OG0013073	evm.model.RL_8.1103	AT5G50100.1
OG0013074	evm.model.RL_8.1109	AT5G50150.1
OG0013075	evm.model.RL_8.1114	AT5G50170.1
OG0013076	evm.model.RL_8.1126	AT5G50280.1
OG0013077	evm.model.RL_8.1130	AT5G50310.1
OG0013078	evm.model.RL_8.2093	AT5G60160.1
OG0013079	evm.model.RL_8.1180	AT5G50750.1
OG0013080	evm.model.RL_1.2413	AT3G25210.1
OG0013081	evm.model.RL_8.1212	AT5G51070.1
OG0013082	evm.model.RL_8.1224	AT5G51160.1
OG0013083	evm.model.RL_8.1229	AT5G51220.1
OG0013084	evm.model.RL_8.1254	AT5G51545.1
OG0013085	evm.model.RL_8.1267	AT5G51680.1
OG0013086	evm.model.RL_8.1279.1.687c855a	AT5G51780.2
OG0013087	evm.model.RL_8.1291	AT5G51920.1
OG0013088	evm.model.RL_8.1301	AT5G52030.2
OG0013089	evm.model.RL_8.1317	AT5G52220.1
OG0013090	evm.model.RL_8.1326	AT5G52290.1
OG0013091	evm.model.RL_8.1371	AT5G52790.1
OG0013092	evm.model.RL_8.1387	AT5G52960.1
OG0013093	evm.model.RL_8.1443	AT5G53480.1
OG0013094	evm.model.RL_2.2293	AT4G27750.1
OG0013095	evm.model.RL_8.1499	AT5G54090.1
OG0013096	evm.model.RL_8.1498	AT5G54080.1
OG0013097	evm.model.RL_8.1493	AT5G54060.1
OG0013098	evm.model.RL_8.1486	AT5G53970.1
OG0013099	evm.model.RL_8.1483	AT5G53930.1
OG0013100	evm.model.RL_8.1482	AT5G53920.1
OG0013101	evm.model.RL_8.1478.1.687c855b	AT5G53900.2
OG0013102	evm.model.RL_8.1518	AT5G54230.1
OG0013103	evm.model.RL_8.1524	AT5G54290.2
OG0013104	evm.model.RL_8.1538	AT5G54520.1
OG0013105	evm.model.RL_1.2607	AT2G13100.1
OG0013106	evm.model.RL_8.1568	AT5G54790.1
OG0013107	evm.model.RL_8.1574	AT5G54850.1
OG0013108	evm.model.RL_8.1575	AT5G54855.1
OG0013109	evm.model.RL_8.1576	AT5G54860.1
OG0013110	evm.model.RL_8.1579	AT5G54880.1
OG0013111	evm.model.RL_8.1580	AT5G54890.1
OG0013112	evm.model.RL_8.1589	AT5G54990.1
OG0013113	evm.model.RL_8.1615	AT5G55220.1
OG0013114	evm.model.RL_2.2194	AT4G26750.1
OG0013115	evm.model.RL_8.1618	AT5G55250.1
OG0013116	evm.model.RL_8.1634	AT5G55500.1
OG0013117	evm.model.RL_8.1648	AT5G55640.1
OG0013118	evm.model.RL_8.1658	AT5G55740.1
OG0013119	evm.model.RL_8.1676	AT5G55950.1
OG0013120	evm.model.RL_8.1688	AT5G56100.1
OG0013121	evm.model.RL_8.1692.2.687c855d	AT5G56160.1
OG0013122	evm.model.RL_8.1708	AT5G56320.3
OG0013123	evm.model.RL_8.1717	AT5G56450.1
OG0013124	evm.model.RL_8.1791	AT5G57140.1
OG0013125	evm.model.RL_8.1800	AT5G57230.2
OG0013126	evm.model.RL_8.1802	AT5G57250.1
OG0013127	evm.model.RL_8.1809	AT5G57340.2
OG0013128	evm.model.RL_8.1810	AT5G57345.1
OG0013129	evm.model.RL_8.1827	AT5G57510.1
OG0013130	evm.model.RL_8.1851	AT5G57780.1
OG0013131	evm.model.RL_8.1861	AT5G57870.1
OG0013132	evm.model.RL_8.1883	AT5G58080.1
OG0013133	evm.model.RL_8.1886	AT5G58100.1
OG0013134	evm.model.RL_8.977, evm.model.RL_8.994	AT4G06599.1
OG0013135	evm.model.RL_4.1406	AT5G23170.1
OG0013136	evm.model.RL_4.744	AT5G47860.1
OG0013137	evm.model.RL_4.2294	AT5G13310.1
OG0013138	evm.model.RL_4.2299	AT5G13260.1
OG0013139	evm.model.RL_4.2301	AT5G13240.3
OG0013141	evm.model.RL_4.2334	AT5G12860.1
OG0013142	evm.model.RL_4.2339	AT5G12460.1
OG0013143	evm.model.RL_4.2355	AT5G12320.1
OG0013144	evm.model.RL_4.2356	AT5G12300.1
OG0013145	evm.model.RL_4.2364	AT5G12220.1
OG0013146	evm.model.RL_4.2366	AT5G12200.1
OG0013147	evm.model.RL_4.2371	AT5G12150.1
OG0013148	evm.model.RL_4.2403.1.687c86d9	AT5G11840.1
OG0013149	evm.model.RL_4.2408	AT5G11780.1
OG0013150	evm.model.RL_4.2420	AT5G11680.1
OG0013151	evm.model.RL_4.2423	AT5G11650.1
OG0013152	evm.model.RL_4.2428	AT5G11620.1
OG0013153	evm.model.RL_4.2438	AT5G11520.1
OG0013154	evm.model.RL_4.2451	AT5G11390.1
OG0013155	evm.model.RL_4.2452	AT5G11380.1
OG0013156	evm.model.RL_4.2460	AT5G11280.1
OG0013157	evm.model.RL_4.2461	AT5G11270.1
OG0013158	evm.model.RL_4.2500	AT5G10860.1
OG0013159	evm.model.RL_4.2506, evm.model.RL_4.2502	AT5G10830.1
OG0013160	evm.model.RL_4.2558	AT5G10190.1
OG0013161	evm.model.RL_4.2602	AT5G09820.2
OG0013162	evm.model.RL_4.2610	AT5G09790.2
OG0013163	evm.model.RL_4.2638	AT5G09470.1
OG0013164	evm.model.RL_4.2647	AT5G09400.1
OG0013165	evm.model.RL_4.2649.3.687c86da	AT5G09380.2
OG0013166	evm.model.RL_4.2657	AT5G09300.1
OG0013167	evm.model.RL_4.2670	AT5G08740.1
OG0013168	evm.model.RL_4.2672	AT5G08720.1
OG0013169	evm.model.RL_4.2673	AT5G08710.1
OG0013170	evm.model.RL_4.2675	AT5G08650.1
OG0013171	evm.model.RL_4.2700	AT5G08440.3
OG0013172	evm.model.RL_4.1387	AT5G23390.1
OG0013174	evm.model.RL_4.2738	AT5G08120.1
OG0013175	evm.model.RL_4.2739	AT5G08110.3
OG0013176	evm.model.RL_4.2770	AT5G07810.1
OG0013177	evm.model.RL_4.2776	AT5G07730.1
OG0013178	evm.model.RL_4.2778	AT5G07710.1
OG0013179	evm.model.RL_4.2820	AT5G07290.1
OG0013180	evm.model.RL_8.2281	AT5G62090.1
OG0013181	evm.model.RL_4.2832	AT5G07170.1
OG0013182	evm.model.RL_2.1289	AT4G17370.1
OG0013183	evm.model.RL_2.1305	AT4G17540.1
OG0013184	evm.model.RL_2.1313	AT4G17616.1
OG0013185	evm.model.RL_2.1325	AT4G17730.2
OG0013186	evm.model.RL_2.1326	AT4G17740.1
OG0013187	evm.model.RL_2.1354	AT4G17970.1
OG0013188	evm.model.RL_2.1377	AT4G18240.1
OG0013189	evm.model.RL_2.1383	AT4G18260.1
OG0013190	evm.model.RL_2.1384	AT4G18270.1
OG0013191	evm.model.RL_4.232	AT5G45960.1
OG0013192	evm.model.RL_2.1412	AT4G18540.1
OG0013193	evm.model.RL_2.1423	AT4G18640.1
OG0013194	evm.model.RL_2.1433	AT4G18740.1
OG0013195	evm.model.RL_2.1437	AT4G18780.1
OG0013196	evm.model.RL_2.1441	AT4G18820.1
OG0013197	evm.model.RL_2.1449	AT4G18920.1
OG0013198	evm.model.RL_2.1462	AT4G19020.1
OG0013199	evm.model.RL_2.1464	AT4G19050.1
OG0013200	evm.model.RL_2.1466, evm.model.RL_2.1465.1.687c86e3	AT4G19060.1
OG0013201	evm.model.RL_2.1490	AT4G19370.1
OG0013202	evm.model.RL_2.1558	AT4G20090.1
OG0013203	evm.model.RL_7.624	AT3G57430.1
OG0013204	evm.model.RL_2.1561	AT4G20110.2
OG0013205	evm.model.RL_2.3257.1.687c86e8	AT4G37420.1
OG0013206	evm.model.RL_2.1589	AT4G20760.2
OG0013207	evm.model.RL_2.1636	AT4G21300.1
OG0013208	evm.model.RL_2.1644	AT4G21390.1
OG0013209	evm.model.RL_2.1665	AT4G21610.1
OG0013210	evm.model.RL_2.1707	AT4G22010.1
OG0013211	evm.model.RL_2.1726	AT4G22200.1
OG0013212	evm.model.RL_3.1375.5.687c84bc	AT1G69830.1
OG0013213	evm.model.RL_2.1742	AT4G22370.2
OG0013214	evm.model.RL_2.1767	AT4G22666.1
OG0013215	evm.model.RL_2.1864	AT4G23496.1
OG0013216	evm.model.RL_2.1885	AT4G23720.1
OG0013217	evm.model.RL_5.2402, evm.model.RL_2.1892	AT4G23790.1
OG0013218	evm.model.RL_2.1903	AT4G23890.1
OG0013219	evm.model.RL_2.1904	AT4G23895.3
OG0013220	evm.model.RL_2.1925	AT4G24110.1
OG0013221	evm.model.RL_5.2679	AT1G32860.1
OG0013223	evm.model.RL_5.2630	AT1G33340.1
OG0013224	evm.model.RL_5.2625	AT1G33410.2
OG0013225	evm.model.RL_4.1638.1.687c86d5	AT5G20080.1
OG0013226	evm.model.RL_2.2081	AT4G25650.2
OG0013227	evm.model.RL_4.2842	AT5G07080.1
OG0013228	evm.model.RL_5.2598	AT1G33810.1
OG0013229	evm.model.RL_5.2559	AT1G34120.2
OG0013230	evm.model.RL_5.2555.1.687c88bc	AT1G34150.1
OG0013231	evm.model.RL_5.2547	AT1G34260.1
OG0013232	evm.model.RL_5.2537	AT1G34380.2
OG0013233	evm.model.RL_5.2527, evm.model.RL_5.2529	AT1G34640.1
OG0013234	evm.model.RL_5.2508	AT1G35210.1
OG0013235	evm.model.RL_5.2479	AT1G35330.1
OG0013236	evm.model.RL_5.2464	AT1G35530.2
OG0013237	evm.model.RL_5.2460	AT1G35620.1
OG0013238	evm.model.RL_5.2411	AT1G36940.2
OG0013239	evm.model.RL_5.2324	AT1G44790.1
OG0013240	evm.model.RL_1.813	AT3G09040.2
OG0013241	evm.model.RL_5.2846	AT1G30845.1
OG0013242	evm.model.RL_5.2362	AT1G43620.1
OG0013243	evm.model.RL_5.2300	AT1G45130.1
OG0013246	evm.model.RL_5.2254	AT1G47530.1
OG0013247	evm.model.RL_5.2393	AT1G42960.1
OG0013248	evm.model.RL_5.2396	AT1G42550.1
OG0013249	evm.model.RL_5.2401	AT1G42540.1
OG0013250	evm.model.RL_5.2297	AT1G45160.2
OG0013251	evm.model.RL_5.2281	AT1G46480.1
OG0013252	evm.model.RL_5.3109	AT1G27880.1
OG0013253	evm.model.RL_5.3111.8.687c88bf	AT1G27840.3, AT1G19750.1
OG0013254	evm.model.RL_5.3081	AT1G28140.1
OG0013255	evm.model.RL_5.3076	AT1G28200.1
OG0013256	evm.model.RL_5.3074	AT1G28220.1
OG0013257	evm.model.RL_5.3046	AT1G28530.1
OG0013258	evm.model.RL_5.3037	AT1G28680.1
OG0013259	evm.model.RL_5.3025	AT1G29041.1
OG0013260	evm.model.RL_5.3016	AT1G29100.2
OG0013261	evm.model.RL_1.2362	AT3G24600.1
OG0013262	evm.model.RL_5.3003	AT1G29220.2
OG0013263	evm.model.RL_5.2987	AT1G29400.1
OG0013264	evm.model.RL_5.2914	AT1G29830.3, AT1G29820.1
OG0013265	evm.model.RL_5.2904	AT1G30290.2
OG0013266	evm.model.RL_2.3063	AT4G35390.1
OG0013267	evm.model.RL_2.3066	AT4G35440.2
OG0013268	evm.model.RL_2.3088	AT4G35650.1
OG0013269	evm.model.RL_2.3113	AT4G35880.1
OG0013270	evm.model.RL_2.3117.3.687c86e8	AT4G35905.1
OG0013271	evm.model.RL_2.3123	AT4G35970.1
OG0013272	evm.model.RL_1.2965	AT2G17820.1
OG0013273	evm.model.RL_2.3149	AT4G36210.3
OG0013274	evm.model.RL_2.3161	AT4G36400.1
OG0013275	evm.model.RL_2.3162	AT4G36410.1
OG0013276	evm.model.RL_2.3165	AT4G36440.1
OG0013278	evm.model.RL_2.3170.1.687c86e8.1.687c99ff	AT4G36530.2
OG0013279	evm.model.RL_2.3178	AT4G36630.1
OG0013280	evm.model.RL_2.3180	AT4G36650.1
OG0013281	evm.model.RL_2.3212	AT4G37190.1
OG0013282	evm.model.RL_2.3229	AT4G37020.2
OG0013283	evm.model.RL_7.1308	AT4G37010.2
OG0013284	evm.model.RL_2.3235	AT4G36950.1
OG0013285	evm.model.RL_2.3260	AT4G37445.1
OG0013286	evm.model.RL_2.3301	AT4G37890.1
OG0013287	evm.model.RL_7.1044	AT3G53440.1
OG0013288	evm.model.RL_2.3328	AT4G40050.1
OG0013289	evm.model.RL_2.3329	AT4G40045.1
OG0013290	evm.model.RL_2.3333	AT4G40020.1
OG0013291	evm.model.RL_2.3351	AT4G39870.1
OG0013292	evm.model.RL_2.3352.1.687c86e9	AT4G39860.1
OG0013293	evm.model.RL_2.3353	AT4G39850.3
OG0013294	evm.model.RL_5.3123	AT1G27695.1
OG0013295	evm.model.RL_2.3356	AT4G39820.2
OG0013296	evm.model.RL_2.3389	AT4G39470.1
OG0013297	evm.model.RL_2.3390	AT4G39460.1
OG0013298	evm.model.RL_2.3391	AT4G39420.2
OG0013299	evm.model.RL_2.3404	AT4G39270.1
OG0013300	evm.model.RL_2.3409	AT4G39230.1
OG0013301	evm.model.RL_2.3420	AT4G39120.2
OG0013302	evm.model.RL_2.3448	AT4G38800.1
OG0013303	evm.model.RL_2.3454	AT4G38710.2
OG0013304	evm.model.RL_2.3459	AT4G38660.1
OG0013305	evm.model.RL_2.3477	AT4G38495.1
OG0013307	evm.model.RL_2.3487	AT4G38370.1
OG0013308	evm.model.RL_2.3484	AT4G38410.1
OG0013309	evm.model.RL_2.3499	AT4G38210.1
OG0013310	evm.model.RL_6.79	AT2G21720.2
OG0013311	evm.model.RL_2.583	AT5G35970.1
OG0013312	evm.model.RL_2.566	AT5G36290.1
OG0013313	evm.model.RL_2.558	AT5G36800.2, AT5G36710.2
OG0013314	evm.model.RL_2.543	AT5G36950.1
OG0013315	evm.model.RL_2.515	AT5G37260.1
OG0013316	evm.model.RL_2.479	AT5G37500.2
OG0013317	evm.model.RL_2.468	AT5G37590.1
OG0013318	evm.model.RL_2.458	AT5G37630.1
OG0013319	evm.model.RL_2.450	AT5G37680.1
OG0013320	evm.model.RL_2.443	AT5G37710.1
OG0013321	evm.model.RL_2.431	AT5G37850.1
OG0013322	evm.model.RL_2.400	AT5G38220.1
OG0013323	evm.model.RL_2.380	AT5G38380.1
OG0013324	evm.model.RL_2.375	AT5G38460.1
OG0013325	evm.model.RL_2.367.1.687c86e0	AT5G38600.1
OG0013326	evm.model.RL_2.365	AT5G38630.1
OG0013327	evm.model.RL_2.364	AT5G38640.1
OG0013328	evm.model.RL_2.328	AT5G38900.2
OG0013329	evm.model.RL_2.301	AT5G39210.1
OG0013330	evm.model.RL_2.258	AT5G39710.1
OG0013331	evm.model.RL_2.247	AT5G39830.1
OG0013332	evm.model.RL_2.246	AT5G39840.1
OG0013333	evm.model.RL_4.1772	AT5G18820.1
OG0013334	evm.model.RL_5.2782	AT1G31790.1
OG0013335	evm.model.RL_7.1776	AT3G45890.1
OG0013336	evm.model.RL_8.653	AT4G11290.1
OG0013337	evm.model.RL_4.855	AT5G48790.1
OG0013338	evm.model.RL_6.1627	AT2G35430.1
OG0013339	evm.model.RL_6.1623	AT2G35380.1
OG0013340	evm.model.RL_6.1606	AT2G35210.1
OG0013341	evm.model.RL_8.813	AT4G09720.3
OG0013342	evm.model.RL_8.828	AT4G09580.1
OG0013343	evm.model.RL_8.846	AT4G09160.1
OG0013344	evm.model.RL_8.847	AT4G09150.2
OG0013345	evm.model.RL_8.849	AT4G09140.1
OG0013346	evm.model.RL_8.854	AT4G09040.1
OG0013347	evm.model.RL_8.856	AT4G09020.1
OG0013348	evm.model.RL_4.1665	AT5G19840.2, AT3G26135.1
OG0013349	evm.model.RL_8.889	AT4G08620.1
OG0013350	evm.model.RL_1.2973	AT2G17900.1
OG0013351	evm.model.RL_5.2426.1.687c88bb	AT1G38131.1
OG0013352	evm.model.RL_8.902	AT4G08250.1
OG0013353	evm.model.RL_8.903	AT4G08280.2
OG0013354	evm.model.RL_8.905	AT4G08300.1
OG0013355	evm.model.RL_6.1508	AT2G34190.1
OG0013357	evm.model.RL_6.1449	AT2G33610.1
OG0013358	evm.model.RL_6.1446	AT2G33580.1
OG0013359	evm.model.RL_6.1630	AT2G35450.1
OG0013360	evm.model.RL_4.558	AT5G43250.1
OG0013361	evm.model.RL_4.562	AT5G43190.1
OG0013362	evm.model.RL_4.569	AT5G43155.1
OG0013363	evm.model.RL_4.575	AT5G43100.1
OG0013364	evm.model.RL_4.582	AT5G43020.1
OG0013365	evm.model.RL_4.603	AT5G42920.2
OG0013366	evm.model.RL_5.2286.1.687c9b56	AT1G45230.1
OG0013367	evm.model.RL_4.638	AT5G42765.1
OG0013368	evm.model.RL_4.651	AT5G42680.1
OG0013369	evm.model.RL_5.2165	AT1G48460.1
OG0013370	evm.model.RL_4.657	AT5G42630.1
OG0013371	evm.model.RL_4.674	AT5G42480.1
OG0013372	evm.model.RL_4.682	AT5G25070.1
OG0013373	evm.model.RL_4.683.1.687c86d0	AT5G42400.1
OG0013374	evm.model.RL_4.687	AT5G42370.2
OG0013375	evm.model.RL_4.495	AT5G43820.1
OG0013376	evm.model.RL_4.691	AT5G42340.1
OG0013377	evm.model.RL_6.1906	AT2G38025.1
OG0013378	evm.model.RL_4.694	AT5G42320.2
OG0013379	evm.model.RL_3.137	AT1G63610.1
OG0013380	evm.model.RL_4.702	AT5G42220.1
OG0013381	evm.model.RL_4.1416	AT5G23070.1
OG0013382	evm.model.RL_6.1663	AT2G35720.1
OG0013383	evm.model.RL_8.798	AT4G09890.1
OG0013384	evm.model.RL_8.787	AT4G09980.1
OG0013385	evm.model.RL_8.786	AT4G10010.2
OG0013386	evm.model.RL_8.772	AT4G10090.1
OG0013387	evm.model.RL_8.767	AT4G10130.1
OG0013388	evm.model.RL_5.2622	AT1G33430.2
OG0013389	evm.model.RL_8.754	AT4G10300.1
OG0013390	evm.model.RL_8.688, evm.model.RL_3.848	AT4G10970.6
OG0013391	evm.model.RL_8.672	AT4G11110.1
OG0013392	evm.model.RL_8.652	AT4G11300.1
OG0013393	evm.model.RL_8.650	AT4G11330.1
OG0013394	evm.model.RL_8.640.4.687c8557	AT4G11410.1
OG0013395	evm.model.RL_8.637	AT4G11450.1
OG0013396	evm.model.RL_8.620	AT4G11570.1
OG0013397	evm.model.RL_8.609	AT4G11680.2
OG0013398	evm.model.RL_8.604	AT4G11740.1
OG0013399	evm.model.RL_8.595	AT4G11860.1
OG0013400	evm.model.RL_8.578	AT4G12000.1
OG0013401	evm.model.RL_8.557	AT4G12230.1
OG0013402	evm.model.RL_8.498	AT4G04180.1
OG0013403	evm.model.RL_8.489, evm.model.RL_8.486	AT4G04320.1
OG0013404	evm.model.RL_8.440	AT4G04940.1
OG0013405	evm.model.RL_8.436	AT4G04960.1
OG0013406	evm.model.RL_8.422	AT4G05100.1
OG0013407	evm.model.RL_8.435	AT4G04970.1
OG0013408	evm.model.RL_4.434	AT5G44300.1
OG0013409	evm.model.RL_4.426	AT5G44370.1
OG0013410	evm.model.RL_4.388	AT5G44680.1
OG0013411	evm.model.RL_4.380.3.687c86ce	AT5G44750.2
OG0013412	evm.model.RL_4.373	AT5G44800.1
OG0013414	evm.model.RL_4.309	AT5G45280.2
OG0013415	evm.model.RL_4.308	AT5G45290.2
OG0013416	evm.model.RL_4.306	AT5G45310.1
OG0013417	evm.model.RL_4.283	AT5G45520.1
OG0013418	evm.model.RL_4.278	AT5G45580.2
OG0013419	evm.model.RL_4.262	AT5G45660.1
OG0013420	evm.model.RL_4.258	AT5G45700.1
OG0013421	evm.model.RL_4.255	AT5G45740.1
OG0013422	evm.model.RL_4.250	AT5G45780.1
OG0013424	evm.model.RL_4.182	AT5G46390.2
OG0013425	evm.model.RL_4.1654	AT5G19930.1
OG0013426	evm.model.RL_5.2746.1.687c88bd, evm.model.RL_4.55	AT5G47380.1
OG0013427	evm.model.RL_4.56	AT5G47370.1
OG0013428	evm.model.RL_2.646.1.687c86e1	AT5G35090.1
OG0013429	evm.model.RL_1.2494	AT2G04880.1
OG0013430	evm.model.RL_2.756	AT4G12650.1
OG0013431	evm.model.RL_2.764	AT4G12760.1
OG0013432	evm.model.RL_1.2433	AT3G25500.1
OG0013433	evm.model.RL_2.770	AT4G12830.1
OG0013434	evm.model.RL_1.2401	AT3G25130.1
OG0013435	evm.model.RL_2.824	AT4G13230.1
OG0013436	evm.model.RL_1.2342	AT3G24490.1
OG0013437	evm.model.RL_2.866	AT4G13630.1
OG0013438	evm.model.RL_2.878	AT4G13750.1
OG0013439	evm.model.RL_2.902	AT4G13990.1
OG0013440	evm.model.RL_2.915	AT4G14090.1
OG0013441	evm.model.RL_2.928	AT4G14190.1
OG0013442	evm.model.RL_8.679	AT4G11060.1
OG0013443	evm.model.RL_2.959	AT4G14385.1
OG0013444	evm.model.RL_2.971	AT4G14520.1
OG0013445	evm.model.RL_2.1016	AT4G14840.1
OG0013446	evm.model.RL_2.1029	AT4G14965.1
OG0013447	evm.model.RL_2.1035	AT4G15030.2
OG0013448	evm.model.RL_2.1038	AT4G15090.1
OG0013449	evm.model.RL_2.1040	AT4G15110.1
OG0013450	evm.model.RL_2.1077	AT4G15520.1
OG0013451	evm.model.RL_2.1080	AT4G15545.1
OG0013452	evm.model.RL_2.227	AT5G39980.1
OG0013453	evm.model.RL_2.205	AT5G40160.1
OG0013454	evm.model.RL_2.17	AT5G40340.1
OG0013455	evm.model.RL_2.54	AT5G40630.1
OG0013456	evm.model.RL_2.109	AT5G41140.1
OG0013457	evm.model.RL_2.145	AT5G41460.1
OG0013458	evm.model.RL_2.184	AT5G41920.1
OG0013459	evm.model.RL_2.192	AT5G42010.1
OG0013460	evm.model.RL_2.203	AT5G42100.1
OG0013461	evm.model.RL_6.2951, evm.model.RL_5.2966	AT2G48010.1
OG0013462	evm.model.RL_6.2933	AT2G47830.1
OG0013463	evm.model.RL_6.2928	AT2G47780.1
OG0013464	evm.model.RL_6.2921	AT2G47700.1
OG0013465	evm.model.RL_6.2919	AT2G47680.1
OG0013466	evm.model.RL_6.2910	AT2G47580.1
OG0013468	evm.model.RL_6.2885	AT2G47320.1
OG0013469	evm.model.RL_6.2850	AT2G47020.3
OG0013470	evm.model.RL_6.2849, evm.model.RL_5.3973	AT2G47010.1
OG0013472	evm.model.RL_6.2836	AT2G46930.1
OG0013473	evm.model.RL_6.2802	AT2G46570.1
OG0013474	evm.model.RL_6.2787	AT2G46430.1
OG0013475	evm.model.RL_6.2781	AT2G46380.1
OG0013476	evm.model.RL_6.2777	AT2G46340.1
OG0013477	evm.model.RL_6.2775	AT2G46320.1
OG0013478	evm.model.RL_6.2771	AT2G46270.1
OG0013479	evm.model.RL_6.2754	AT2G46100.1
OG0013480	evm.model.RL_6.2744	AT2G45990.1
OG0013481	evm.model.RL_6.2742	AT2G45970.1
OG0013482	evm.model.RL_6.2733	AT2G45870.1
OG0013483	evm.model.RL_6.2731	AT2G45850.1
OG0013484	evm.model.RL_6.2696	AT2G45600.1
OG0013485	evm.model.RL_6.2663	AT2G45320.1
OG0013486	evm.model.RL_1.3231, evm.model.RL_6.2600	AT2G44730.1
OG0013487	evm.model.RL_7.342	AT3G60240.4
OG0013488	evm.model.RL_6.2595	AT2G44660.1
OG0013489	evm.model.RL_6.2590	AT2G44600.1
OG0013490	evm.model.RL_6.2578	AT2G44500.1
OG0013491	evm.model.RL_6.2567	AT2G44430.1
OG0013492	evm.model.RL_6.2565	AT2G44410.1
OG0013493	evm.model.RL_6.2556	AT2G44310.1
OG0013494	evm.model.RL_6.2527	AT2G44020.1
OG0013495	evm.model.RL_6.2511	AT2G43870.1
OG0013496	evm.model.RL_6.2497	AT2G43720.1
OG0013497	evm.model.RL_6.2475	AT2G43540.1
OG0013498	evm.model.RL_6.2464	AT2G43400.1
OG0013499	evm.model.RL_6.2455	AT2G43310.1
OG0013500	evm.model.RL_6.2450	AT2G43250.1
OG0013501	evm.model.RL_6.2428	AT2G43030.1
OG0013502	evm.model.RL_6.2422	AT2G42975.1
OG0013504	evm.model.RL_6.2397	AT2G42700.2
OG0013505	evm.model.RL_7.512	AT3G58490.1
OG0013506	evm.model.RL_6.2334	AT2G42110.1
OG0013507	evm.model.RL_6.2343	AT2G42220.1
OG0013508	evm.model.RL_6.2298	AT2G41705.1
OG0013509	evm.model.RL_6.2297	AT2G41700.1
OG0013510	evm.model.RL_4.3375.1.687c86de	AT5G01350.1
OG0013511	evm.model.RL_4.3368	AT5G01300.1
OG0013512	evm.model.RL_4.3348	AT5G01160.1
OG0013513	evm.model.RL_4.3338	AT5G01070.1
OG0013515	evm.model.RL_4.3326	AT5G02090.1
OG0013516	evm.model.RL_4.3319	AT5G02160.1
OG0013517	evm.model.RL_4.3313	AT5G02230.3
OG0013518	evm.model.RL_4.3309	AT5G02270.2
OG0013519	evm.model.RL_4.3279	AT5G02590.1
OG0013520	evm.model.RL_4.3257	AT5G02830.1
OG0013521	evm.model.RL_4.3258	AT5G02820.1
OG0013522	evm.model.RL_4.3188	AT5G03450.1
OG0013523	evm.model.RL_4.3186	AT5G03460.1
OG0013524	evm.model.RL_4.3176	AT5G03555.1
OG0013525	evm.model.RL_4.3167	AT5G03640.1
OG0013526	evm.model.RL_4.3166	AT5G03650.1
OG0013527	evm.model.RL_4.3159	AT5G03720.1
OG0013528	evm.model.RL_4.3145	AT5G03820.2, AT5G03810.1
OG0013529	evm.model.RL_4.3129	AT5G03990.1
OG0013530	evm.model.RL_4.3128.1.687c86dd	AT5G04000.2
OG0013531	evm.model.RL_4.3116	AT5G04140.2
OG0013532	evm.model.RL_4.3111	AT5G04190.1
OG0013533	evm.model.RL_4.3108	AT5G04220.2
OG0013534	evm.model.RL_4.3107	AT5G04240.1
OG0013535	evm.model.RL_4.3105	AT5G04260.1
OG0013536	evm.model.RL_4.3104	AT5G04270.1
OG0013537	evm.model.RL_4.1650	AT5G19970.1
OG0013539	evm.model.RL_4.1685	AT5G19620.1
OG0013540	evm.model.RL_4.1595	AT5G20580.1
OG0013541	evm.model.RL_4.1594	AT5G20590.1
OG0013542	evm.model.RL_4.1554	AT5G21040.1
OG0013543	evm.model.RL_4.1528	AT5G21950.6
OG0013544	evm.model.RL_4.1521	AT5G22020.1
OG0013545	evm.model.RL_4.1519	AT5G22040.1
OG0013546	evm.model.RL_4.1510	AT5G22130.2
OG0013547	evm.model.RL_4.1444	AT5G22820.2
OG0013548	evm.model.RL_4.1443	AT5G22830.1
OG0013549	evm.model.RL_4.1437	AT5G22870.1
