Orthogroup	Cardamine_amara	Euclidium_syriacum
OG0016222	evm.model.RL_1.1264	ESY3_g30232_DN3_SP5_c0.t1
OG0016223	evm.model.RL_1.1280	ESY3_g30250_DN3_SP2_c0.t1
OG0016224	evm.model.RL_1.1284	ESY3_g30255_DN3_SP0_c0.t1
OG0016225	evm.model.RL_1.1292	ESY3_g30271_DN3_SP0_c0.t1
OG0016226	evm.model.RL_1.1320.1.687c87ec	ESY3_g30313_DN3_SP0_c0.t1
OG0016227	evm.model.RL_1.1340	ESY3_g30349_DN1_SP0_c0.t1
OG0016228	evm.model.RL_1.1394	ESY3_g30454_DN3_SP0_c0.t1
OG0016229	evm.model.RL_1.1405.3.687c87ed	ESY3_g30497_DN3_SP2_c0.t1
OG0016230	evm.model.RL_1.1425	ESY3_g30523_DN3_SP7_c0.t1
OG0016231	evm.model.RL_1.1468	ESY3_g30561_DN3_SP7_c0.t1
OG0016232	evm.model.RL_1.1479	ESY2_g36477_DN2_SP0_c0.t1
OG0016233	evm.model.RL_1.1497	ESY3_g30614_DN3_SP4_c0.t1
OG0016234	evm.model.RL_1.1514	ESY3_g30645_DN3_SP0_c0.t1
OG0016235	evm.model.RL_1.1518	ESY3_g30648_DN3_SP7_c0.t1
OG0016236	evm.model.RL_1.1542	ESY3_g29994_DN3_SP0_c0.t1
OG0016237	evm.model.RL_1.1558	ESY3_g29985_DN3_SP0_c0.t1
OG0016238	evm.model.RL_1.1559	ESY3_g29984_DN3_SP6_c0.t1
OG0016239	evm.model.RL_1.1560	ESY3_g29983_DN3_SP0_c21.t1
OG0016240	evm.model.RL_1.1563	ESY3_g29980_DN3_SP7_c0.t1
OG0016242	evm.model.RL_1.1586.1.687c87ed	ESY3_g29929_DN3_SP1_c0.t1
OG0016243	evm.model.RL_1.1601, evm.model.RL_1.1602	ESY3_g29900_DN3_SP4_c15.t1
OG0016244	evm.model.RL_1.1615	ESY3_g29880_DN3_SP1_c0.t1
OG0016245	evm.model.RL_1.1616	ESY3_g29879_DN3_SP8_c0.t1
OG0016246	evm.model.RL_1.1619.1.687c87ed	ESY3_g29877_DN3_SP0_c0.t1
OG0016247	evm.model.RL_1.1624	ESY3_g29871_DN3_SP2_c0.t1
OG0016248	evm.model.RL_1.1628	ESY3_g29868_DN3_SP1_c0.t1
OG0016249	evm.model.RL_1.1642	ESY3_g29831_DN3_SP8_c0.t1
OG0016251	evm.model.RL_1.1667	ESY3_g29799_DN3_SP1_c0.t1
OG0016252	evm.model.RL_1.1670	ESY3_g29796_DN3_SP8_c0.t1
OG0016253	evm.model.RL_1.1676	ESY3_g29789_DN3_SP8_c0.t1
OG0016254	evm.model.RL_1.1703	ESY3_g29741_DN3_SP2_c0.t1
OG0016256	evm.model.RL_1.1713	ESY3_g29726_DN3_SP0_c0.t1
OG0016257	evm.model.RL_1.1718	ESY3_g29721_DN3_SP8_c0.t1
OG0016258	evm.model.RL_1.1724	ESY3_g29716_DN3_SP8_c0.t1
OG0016259	evm.model.RL_1.1748	ESY3_g29681_DN3_SP6_c0.t1
OG0016260	evm.model.RL_1.1766	ESY3_g29663_DN3_SP8_c0.t1
OG0016261	evm.model.RL_1.1779	ESY3_g29634_DN3_SP1_c0.t1
OG0016263	evm.model.RL_1.1802	ESY3_g29558_DN3_SP0_c0.t1
OG0016264	evm.model.RL_1.1818	ESY3_g29495_DN2_SP0_c0.t1
OG0016265	evm.model.RL_1.1825	ESY3_g29479_DN3_SP0_c0.t1
OG0016266	evm.model.RL_1.1865	ESY3_g29390_DN2_SP0_c0.t1
OG0016267	evm.model.RL_1.1868	ESY3_g29388_DN3_SP8_c0.t1
OG0016268	evm.model.RL_1.1877	ESY3_g29379_DN3_SP3_c9.t1
OG0016269	evm.model.RL_1.1889	ESY3_g29358_DN3_SP7_c0.t1
OG0016270	evm.model.RL_1.1890	ESY3_g29357_DN3_SP0_c0.t1
OG0016271	evm.model.RL_1.1907	ESY3_g29328_DN3_SP6_c0.t1
OG0016272	evm.model.RL_1.1969	ESY3_g29219_DN3_SP0_c0.t1
OG0016274	evm.model.RL_1.1991	ESY3_g29180_DN3_SP0_c0.t1
OG0016275	evm.model.RL_1.1992	ESY3_g29179_DN3_SP6_c0.t1
OG0016276	evm.model.RL_1.2000	ESY3_g29171_DN3_SP8_c0.t1
OG0016277	evm.model.RL_1.2374	ESY3_g27801_DN3_SP0_c0.t1
OG0016278	evm.model.RL_1.2081	ESY3_g29005_DN2_SP0_c0.t1
OG0016279	evm.model.RL_1.2064	ESY3_g29064_DN3_SP0_c0.t1
OG0016280	evm.model.RL_1.2059	ESY3_g29073_DN3_SP0_c0.t1
OG0016281	evm.model.RL_1.2116, evm.model.RL_1.3065	ESY3_g28941_DN3_SP0_c0.t1
OG0016283	evm.model.RL_1.2153	ESY3_g28791_DN3_SP8_c0.t1
OG0016284	evm.model.RL_1.2212	ESY3_g28573_DN3_SP0_c0.t1
OG0016285	evm.model.RL_1.2223	ESY3_g28531_DN2_SP0_c0.t1
OG0016286	evm.model.RL_1.2243	ESY3_g28396_DN3_SP0_c0.t1
OG0016288	evm.model.RL_1.2313	ESY3_g28095_DN2_SP0_c0.t1
OG0016289	evm.model.RL_1.2316	ESY3_g28092_DN3_SP8_c0.t1
OG0016290	evm.model.RL_1.2319	ESY3_g28089_DN3_SP5_c0.t1
OG0016291	evm.model.RL_1.2343	ESY3_g27945_DN3_SP5_c0.t1
OG0016292	evm.model.RL_1.2356	ESY3_g27916_DN3_SP0_c0.t1
OG0016293	evm.model.RL_1.2361	ESY3_g27911_DN3_SP0_c0.t1
OG0016294	evm.model.RL_6.474	ESY8_g59305_DN3_SP8_c0.t1
OG0016295	evm.model.RL_1.2391	ESY3_g28045_DN3_SP0_c0.t1
OG0016296	evm.model.RL_1.2385	ESY3_g27572_DN3_SP0_c0.t1
OG0016297	evm.model.RL_1.2405	ESY3_g27519_DN3_SP0_c0.t1
OG0016298	evm.model.RL_1.2439	ESY12_g51248_DN3_SP0_c0.t1
OG0016299	evm.model.RL_1.2430	ESY3_g27435_DN3_SP0_c0.t1
OG0016300	evm.model.RL_1.2489	ESY3_g27006_DN3_SP8_c0.t1
OG0016301	evm.model.RL_1.2472	ESY3_g27026_DN3_SP0_c0.t1
OG0016302	evm.model.RL_1.2585	ESY11_g52711_DN3_SP0_c0.t1
OG0016303	evm.model.RL_8.1357	ESY6_g46884_DN3_SP5_c0.t1
OG0016304	evm.model.RL_1.2625	ESY11_g53248_DN3_SP0_c0.t1
OG0016305	evm.model.RL_1.2568	ESY11_g52835_DN3_SP8_c0.t1
OG0016306	evm.model.RL_1.2531	ESY20_g13071_DN3_SP0_c0.t1
OG0016307	evm.model.RL_1.2622	ESY11_g53245_DN3_SP8_c0.t1
OG0016308	evm.model.RL_1.2589	ESY11_g52956_DN3_SP0_c0.t1
OG0016309	evm.model.RL_1.2666	ESY11_g53281_DN3_SP0_c0.t1
OG0016310	evm.model.RL_1.2673	ESY12_g52305_DN3_SP0_c0.t1
OG0016311	evm.model.RL_1.2674.2.687c87f0	ESY11_g53286_DN3_SP8_c0.t1
OG0016312	evm.model.RL_1.2675	ESY11_g53306_DN3_SP8_c0.t1
OG0016313	evm.model.RL_1.2677	ESY11_g53318_DN3_SP0_c0.t1
OG0016314	evm.model.RL_1.2678	ESY11_g53319_DN2_SP7_c0.t1
OG0016315	evm.model.RL_1.2685	ESY10_g14478_DN1_SP0_c0.t1
OG0016316	evm.model.RL_1.2693	ESY11_g53371_DN3_SP5_c0.t1
OG0016317	evm.model.RL_1.2690	ESY11_g53414_DN3_SP1_c0.t1
OG0016318	evm.model.RL_1.2687	ESY36_g41127_DN2_SP3_p0.t1
OG0016319	evm.model.RL_2.650	ESY16_g61878_DN3_SP4_c0.t1
OG0016320	evm.model.RL_1.2731	ESY11_g53559_DN3_SP0_c0.t1
OG0016321	evm.model.RL_1.2736	ESY11_g53574_DN3_SP0_c0.t1
OG0016326	evm.model.RL_1.2822	ESY11_g53832_DN3_SP8_c0.t1
OG0016327	evm.model.RL_1.2841	ESY11_g53865_DN3_SP8_c0.t1
OG0016328	evm.model.RL_1.2859_evm.model.RL_1.2860.1.687c9a6d	ESY11_g53911_DN3_SP0_c0.t1
OG0016329	evm.model.RL_1.2861	ESY11_g53918_DN3_SP4_c0.t1
OG0016330	evm.model.RL_1.2888	ESY11_g53955_DN3_SP0_c0.t1
OG0016332	evm.model.RL_1.2948	ESY11_g54085_DN3_SP0_c0.t1
OG0016333	evm.model.RL_1.2977	ESY11_g54175_DN3_SP1_c0.t1
OG0016334	evm.model.RL_1.2979	ESY11_g54177_DN3_SP7_c0.t1
OG0016335	evm.model.RL_1.2991	ESY11_g54202_DN3_SP6_c0.t1
OG0016336	evm.model.RL_1.3035	ESY11_g54321_DN3_SP0_c0.t1
OG0016337	evm.model.RL_1.3020	ESY11_g54283_DN2_SP0_c0.t1
OG0016339	evm.model.RL_1.3014	ESY11_g54264_DN3_SP8_c0.t1
OG0016340	evm.model.RL_1.3005	ESY11_g54250_DN3_SP0_c0.t1
OG0016341	evm.model.RL_1.3067	ESY11_g54408_DN3_SP7_c0.t1
OG0016342	evm.model.RL_2.514	ESY11_g54607_DN2_SP0_c16.t1, ESY11_g54511_DN3_SP0_c17.t1
OG0016343	evm.model.RL_1.3113.1.687c87f1	ESY11_g54593_DN3_SP8_c0.t1
OG0016344	evm.model.RL_1.3120	ESY11_g54603_DN3_SP0_c0.t1
OG0016345	evm.model.RL_1.3148	ESY11_g54671_DN3_SP0_c0.t1
OG0016346	evm.model.RL_1.3159	ESY11_g54722_DN1_SP0_c0.t1
OG0016348	evm.model.RL_1.3177	ESY11_g54797_DN3_SP7_c0.t1
OG0016349	evm.model.RL_1.3185	ESY11_g54817_DN3_SP0_c0.t1
OG0016350	evm.model.RL_1.3186	ESY11_g54818_DN3_SP8_c19.t1
OG0016351	evm.model.RL_1.3200	ESY11_g54847_DN3_SP0_c0.t1
OG0016352	evm.model.RL_1.3283	ESY11_g54995_DN2_SP0_c0.t1
OG0016353	evm.model.RL_1.3265	ESY11_g54970_DN3_SP0_c0.t1
OG0016354	evm.model.RL_1.3287	ESY11_g54998_DN3_SP0_c0.t1
OG0016355	evm.model.RL_5.3972	ESY2_g36379_DN3_SP3_c0.t1
OG0016356	evm.model.RL_5.3969	ESY2_g36376_DN3_SP8_c0.t1
OG0016357	evm.model.RL_5.3963	ESY2_g36361_DN3_SP0_c0.t1
OG0016358	evm.model.RL_5.3955	ESY2_g36352_DN3_SP8_c0.t1
OG0016359	evm.model.RL_5.3941	ESY2_g36319_DN3_SP1_c0.t1
OG0016360	evm.model.RL_5.3935	ESY2_g36305_DN3_SP0_c0.t1
OG0016361	evm.model.RL_5.3916	ESY2_g36279_DN3_SP0_c0.t1
OG0016362	evm.model.RL_5.3902	ESY2_g36261_DN3_SP2_c0.t1
OG0016363	evm.model.RL_5.3895	ESY2_g36250_DN3_SP0_c8.t1
OG0016364	evm.model.RL_1.1299	ESY3_g30291_DN3_SP0_c0.t1
OG0016366	evm.model.RL_1.1337	ESY3_g30346_DN3_SP0_c0.t1
OG0016367	evm.model.RL_5.3846	ESY2_g36175_DN3_SP0_c0.t1
OG0016368	evm.model.RL_5.3831	ESY2_g36848_DN3_SP3_c0.t1
OG0016369	evm.model.RL_5.3788	ESY2_g36919_DN3_SP0_c0.t1
OG0016370	evm.model.RL_5.3776	ESY2_g36951_DN3_SP0_c0.t1
OG0016371	evm.model.RL_5.3760	ESY2_g36975_DN2_SP0_c0.t1
OG0016372	evm.model.RL_5.3739	ESY2_g37012_DN3_SP0_c0.t1
OG0016373	evm.model.RL_5.3738	ESY2_g37013_DN3_SP0_c0.t1
OG0016374	evm.model.RL_5.3736	ESY2_g37017_DN3_SP0_c0.t1
OG0016375	evm.model.RL_5.3725	ESY2_g37036_DN3_SP0_c0.t1
OG0016376	evm.model.RL_5.3721	ESY2_g37042_DN3_SP5_c0.t1
OG0016377	evm.model.RL_5.3714	ESY2_g37053_DN3_SP0_c0.t1
OG0016378	evm.model.RL_5.1858	ESY2_g37084_DN3_SP1_c0.t1
OG0016379	evm.model.RL_5.1860	ESY2_g37087_DN3_SP2_c0.t1
OG0016380	evm.model.RL_5.1866	ESY2_g37104_DN3_SP2_c0.t1
OG0016381	evm.model.RL_5.1868	ESY2_g37110_DN3_SP8_c43.t1
OG0016382	evm.model.RL_5.1869	ESY2_g37126_DN3_SP0_c0.t1
OG0016383	evm.model.RL_5.1967	ESY2_g37396_DN3_SP8_c0.t1
OG0016384	evm.model.RL_5.1957	ESY4_g25638_DN2_SP0_c0.t1, ESY2_g37334_DN3_SP0_c0.t1
OG0016385	evm.model.RL_5.1956	ESY2_g37333_DN3_SP6_c0.t1
OG0016386	evm.model.RL_5.1942	ESY2_g37298_DN2_SP0_c0.t1
OG0016387	evm.model.RL_5.1930	ESY2_g37279_DN3_SP8_c0.t1
OG0016388	evm.model.RL_5.1924	ESY2_g37265_DN3_SP2_c0.t1
OG0016389	evm.model.RL_5.1923.1.687c88b8	ESY2_g37264_DN3_SP1_c11.t1
OG0016390	evm.model.RL_5.1981	ESY2_g37426_DN3_SP0_c0.t1
OG0016391	evm.model.RL_5.1984	ESY2_g37431_DN3_SP0_c0.t1
OG0016392	evm.model.RL_5.1990	ESY2_g37447_DN3_SP3_c0.t1
OG0016393	evm.model.RL_5.2023	ESY2_g37495_DN3_SP2_c0.t1
OG0016394	evm.model.RL_5.2033	ESY2_g37549_DN3_SP8_c0.t1
OG0016395	evm.model.RL_5.2035	ESY2_g37552_DN3_SP1_c0.t1
OG0016396	evm.model.RL_5.2039	ESY2_g37564_DN3_SP8_c0.t1
OG0016397	evm.model.RL_5.2046	ESY2_g37572_DN3_SP0_c0.t1
OG0016398	evm.model.RL_5.2077	ESY2_g37665_DN3_SP0_c0.t1
OG0016399	evm.model.RL_5.2079	ESY2_g37669_DN3_SP0_c0.t1
OG0016400	evm.model.RL_5.2080	ESY2_g37673_DN3_SP0_c0.t1
OG0016401	evm.model.RL_5.2081	ESY2_g37674_DN3_SP0_c0.t1
OG0016402	evm.model.RL_5.2083	ESY2_g37691_DN1_SP0_c0.t1
OG0016403	evm.model.RL_5.2095	ESY2_g37733_DN3_SP1_c8.t1
OG0016404	evm.model.RL_5.2153	ESY2_g37981_DN3_SP0_c0.t1
OG0016405	evm.model.RL_5.2166	ESY2_g38004_DN3_SP4_c0.t1
OG0016406	evm.model.RL_5.2174	ESY2_g38027_DN3_SP1_c0.t1
OG0016407	evm.model.RL_5.2182	ESY2_g38044_DN3_SP4_c0.t1
OG0016408	evm.model.RL_5.2195	ESY2_g38086_DN3_SP4_c0.t1
OG0016409	evm.model.RL_5.2202	ESY2_g38292_DN3_SP0_c0.t1
OG0016410	evm.model.RL_5.2204	ESY2_g38294_DN3_SP8_c0.t1
OG0016411	evm.model.RL_5.2206	ESY2_g38307_DN3_SP1_c0.t1
OG0016412	evm.model.RL_5.2214	ESY2_g38317_DN3_SP2_c0.t1
OG0016413	evm.model.RL_2.1177	ESY2_g38362_DN2_SP6_c0.t1
OG0016414	evm.model.RL_2.1161	ESY2_g38380_DN3_SP0_c0.t1
OG0016415	evm.model.RL_2.1148	ESY2_g38444_DN3_SP7_c0.t1
OG0016416	evm.model.RL_2.1116	ESY2_g38608_DN3_SP8_c0.t1
OG0016417	evm.model.RL_2.1114	ESY2_g38616_DN3_SP0_c0.t1
OG0016418	evm.model.RL_2.1113	ESY2_g38631_DN3_SP0_c0.t1
OG0016419	evm.model.RL_6.1565	ESY3_g30570_DN3_SP0_c0.t1
OG0016420	evm.model.RL_5.2880	ESY4_g23673_DN3_SP5_c0.t1
OG0016421	evm.model.RL_6.1534	ESY1_g5763_DN3_SP0_c0.t1
OG0016422	evm.model.RL_7.1197	ESY1_g10290_DN3_SP8_c0.t1
OG0016423	evm.model.RL_7.1185	ESY1_g10312_DN3_SP0_c0.t1
OG0016424	evm.model.RL_7.1165	ESY1_g10345_DN3_SP6_c0.t1
OG0016425	evm.model.RL_7.1157	ESY1_g10361_DN3_SP1_c5.t1
OG0016426	evm.model.RL_7.1134	ESY1_g10402_DN3_SP0_c0.t1
OG0016427	evm.model.RL_7.1124	ESY1_g10420_DN3_SP0_c0.t1
OG0016428	evm.model.RL_7.1123	ESY1_g10437_DN3_SP0_c0.t1
OG0016429	evm.model.RL_7.1121	ESY1_g10439_DN3_SP1_c0.t1
OG0016430	evm.model.RL_7.1083	ESY1_g11170_DN3_SP7_c0.t1
OG0016431	evm.model.RL_1.697	ESY3_g31361_DN3_SP0_c0.t1
OG0016432	evm.model.RL_5.1609	ESY5_g4276_DN3_SP1_c0.t1
OG0016433	evm.model.RL_7.1051	ESY1_g11117_DN3_SP0_c0.t1
OG0016434	evm.model.RL_7.988	ESY1_g11027_DN3_SP0_c0.t1
OG0016435	evm.model.RL_7.987	ESY1_g11017_DN3_SP0_c0.t1
OG0016436	evm.model.RL_7.1206	ESY1_g10250_DN3_SP4_c0.t1
OG0016437	evm.model.RL_7.1200.1.687c84b8	ESY1_g10260_DN3_SP0_c0.t1
OG0016438	evm.model.RL_7.1213	ESY1_g10244_DN3_SP0_c0.t1
OG0016439	evm.model.RL_7.1218	ESY1_g10223_DN2_SP2_c16.t1
OG0016440	evm.model.RL_7.1224	ESY1_g10195_DN3_SP0_c0.t1
OG0016441	evm.model.RL_5.3419	ESY5_g2029_DN3_SP8_c0.t1
OG0016442	evm.model.RL_7.1226	ESY1_g10193_DN3_SP2_c0.t1
OG0016443	evm.model.RL_7.1225.1.687c84b8	ESY1_g10194_DN3_SP0_c0.t1
OG0016444	evm.model.RL_7.930	ESY1_g10947_DN3_SP0_c0.t1
OG0016445	evm.model.RL_7.914	ESY1_g10890_DN3_SP8_c0.t1
OG0016446	evm.model.RL_7.894	ESY1_g10848_DN3_SP4_c0.t1, ESY10_g14113_DN3_SP0_c0.t1
OG0016447	evm.model.RL_7.890.1.687c84b6	ESY1_g10826_DN3_SP8_c0.t1
OG0016448	evm.model.RL_7.888	ESY1_g10824_DN3_SP7_c0.t1
OG0016449	evm.model.RL_7.830	ESY1_g10765_DN3_SP5_c0.t1
OG0016450	evm.model.RL_7.827	ESY1_g10762_DN3_SP8_c0.t1
OG0016451	evm.model.RL_7.824	ESY1_g10759_DN3_SP8_c0.t1
OG0016452	evm.model.RL_7.759	ESY1_g10612_DN3_SP0_c0.t1
OG0016453	evm.model.RL_7.733	ESY1_g10568_DN3_SP0_c0.t1
OG0016454	evm.model.RL_7.743	ESY1_g10553_DN3_SP0_c0.t1
OG0016456	evm.model.RL_7.727	ESY1_g10525_DN3_SP0_c0.t1
OG0016457	evm.model.RL_7.705	ESY1_g11823_DN3_SP8_c0.t1
OG0016458	evm.model.RL_7.692	ESY1_g11801_DN3_SP8_c0.t1
OG0016460	evm.model.RL_7.663	ESY1_g11758_DN3_SP0_c0.t1
OG0016461	evm.model.RL_7.652	ESY1_g11742_DN3_SP2_c0.t1
OG0016462	evm.model.RL_7.611	ESY1_g11643_DN3_SP3_c0.t1
OG0016463	evm.model.RL_7.604, evm.model.RL_7.570	ESY1_g11640_DN3_SP0_c0.t1
OG0016464	evm.model.RL_7.600	ESY1_g11634_DN3_SP6_c0.t1
OG0016465	evm.model.RL_7.579	ESY1_g11589_DN2_SP0_c27.t1
OG0016466	evm.model.RL_7.574	ESY1_g11565_DN3_SP0_c0.t1
OG0016467	evm.model.RL_7.573	ESY1_g11564_DN3_SP0_c0.t1
OG0016468	evm.model.RL_7.553	ESY1_g11542_DN3_SP2_c0.t1
OG0016469	evm.model.RL_7.921	ESY1_g10895_DN3_SP0_c0.t1
OG0016470	evm.model.RL_7.517	ESY1_g11432_DN3_SP7_c2.t1
OG0016471	evm.model.RL_7.515	ESY1_g11430_DN3_SP0_c0.t1
OG0016472	evm.model.RL_7.508	ESY1_g11422_DN3_SP6_c0.t1
OG0016473	evm.model.RL_7.475	ESY1_g11370_DN3_SP3_c0.t1
OG0016474	evm.model.RL_7.419	ESY1_g11217_DN3_SP1_c0.t1
OG0016475	evm.model.RL_7.407	ESY1_g11199_DN3_SP0_c0.t1
OG0016476	evm.model.RL_7.390	ESY1_g11885_DN3_SP8_c0.t1
OG0016477	evm.model.RL_1.2500	ESY3_g27020_DN3_SP2_c0.t1
OG0016478	evm.model.RL_7.369	ESY1_g11923_DN3_SP0_c0.t1
OG0016479	evm.model.RL_7.365	ESY1_g11927_DN3_SP0_c0.t1
OG0016480	evm.model.RL_7.348	ESY1_g11989_DN3_SP4_c0.t1
OG0016481	evm.model.RL_7.330	ESY1_g12044_DN3_SP6_c0.t1
OG0016482	evm.model.RL_7.317.5.687c84b4	ESY1_g12109_DN3_SP0_c0.t1
OG0016483	evm.model.RL_7.280	ESY1_g12183_DN3_SP0_c0.t1
OG0016485	evm.model.RL_7.231	ESY1_g12285_DN3_SP0_c0.t1
OG0016486	evm.model.RL_7.223	ESY1_g12306_DN1_SP0_c0.t1, ESY1_g12304_DN3_SP1_c0.t1
OG0016487	evm.model.RL_7.218	ESY1_g12315_DN3_SP0_c0.t1
OG0016488	evm.model.RL_7.208	ESY1_g12338_DN3_SP0_c0.t1
OG0016489	evm.model.RL_7.192, evm.model.RL_7.191.1.687c84b3	ESY5_g3069_DN3_SP0_c0.t1
OG0016490	evm.model.RL_7.182	ESY1_g12377_DN3_SP5_c0.t1
OG0016491	evm.model.RL_7.167	ESY1_g12405_DN3_SP3_c0.t1
OG0016492	evm.model.RL_7.144	ESY1_g12425_DN3_SP0_c0.t1
OG0016493	evm.model.RL_7.127	ESY1_g12451_DN3_SP0_c0.t1
OG0016494	evm.model.RL_7.126	ESY1_g12453_DN3_SP1_c0.t1
OG0016495	evm.model.RL_7.83	ESY1_g12510_DN3_SP0_c0.t1
OG0016496	evm.model.RL_7.87	ESY1_g12507_DN3_SP0_c0.t1
OG0016497	evm.model.RL_7.59	ESY1_g12540_DN3_SP0_c0.t1, ESY1_g10277_DN2_SP0_c0.t1
OG0016498	evm.model.RL_7.55	ESY1_g12547_DN3_SP0_c0.t1
OG0016499	evm.model.RL_7.51	ESY1_g12551_DN3_SP0_c0.t1
OG0016500	evm.model.RL_7.35	ESY1_g12566_DN3_SP4_c0.t1
OG0016501	evm.model.RL_7.33	ESY1_g10287_DN1_SP0_c0.t1, ESY1_g12568_DN3_SP0_c0.t1
OG0016502	evm.model.RL_7.32	ESY1_g12569_DN3_SP8_c0.t1
OG0016503	evm.model.RL_7.31	ESY1_g12570_DN3_SP0_c0.t1
OG0016504	evm.model.RL_7.22.1.687c84b2	ESY1_g12578_DN3_SP1_c0.t1
OG0016505	evm.model.RL_7.19	ESY1_g12581_DN3_SP0_c0.t1
OG0016506	evm.model.RL_7.15	ESY1_g12588_DN3_SP3_c0.t1
OG0016507	evm.model.RL_7.13	ESY1_g12589_DN3_SP8_c0.t1
OG0016508	evm.model.RL_7.9	ESY1_g12595_DN3_SP7_c0.t1, ESY1_g12592_DN3_SP0_c0.t1
OG0016509	evm.model.RL_7.8	ESY1_g12596_DN3_SP0_c0.t1
OG0016510	evm.model.RL_5.3989	ESY2_g36410_DN3_SP1_c0.t1
OG0016511	evm.model.RL_5.3709	ESY3_g30582_DN3_SP0_c0.t1, ESY2_g37062_DN2_SP0_c0.t1
OG0016513	evm.model.RL_2.1127	ESY2_g38584_DN3_SP7_c0.t1
OG0016515	evm.model.RL_2.827	ESY20_g13308_DN2_SP0_c0.t1
OG0016516	evm.model.RL_7.1288	ESY1_g10093_DN3_SP0_c0.t1
OG0016517	evm.model.RL_7.1084	ESY1_g11181_DN3_SP0_c0.t1, ESY1_g11180_DN3_SP0_c0.t1
OG0016518	evm.model.RL_7.1000	ESY1_g11043_DN3_SP5_c0.t1
OG0016519	evm.model.RL_7.578.1.687c84b5	ESY1_g11575_DN3_SP1_c0.t1
OG0016520	evm.model.RL_7.557	ESY1_g11546_DN3_SP0_c0.t1
OG0016521	evm.model.RL_4.1081	ESY1_g12134_DN3_SP0_c0.t1
OG0016522	evm.model.RL_7.392	ESY1_g11873_DN3_SP0_c0.t1
OG0016523	evm.model.RL_6.214	ESY8_g59605_DN3_SP0_c0.t1
OG0016524	evm.model.RL_7.333	ESY1_g12034_DN3_SP0_c0.t1, ESY1_g12035_DN3_SP0_c0.t1
OG0016525	evm.model.RL_7.259	ESY1_g12242_DN3_SP8_c0.t1
OG0016526	evm.model.RL_7.185	ESY1_g12370_DN3_SP0_c0.t1
OG0016527	evm.model.RL_2.1184	ESY16_g61455_DN3_SP1_c0.t1
OG0016528	evm.model.RL_4.237	ESY10_g15271_DN3_SP0_c0.t1
OG0016529	evm.model.RL_4.122	ESY10_g14956_DN3_SP0_c0.t1
OG0016530	evm.model.RL_4.10	ESY10_g14747_DN3_SP8_c0.t1
OG0016531	evm.model.RL_4.376	ESY7_g16673_DN3_SP0_c0.t1
OG0016532	evm.model.RL_7.2539	ESY10_g14279_DN3_SP0_c11.t1
OG0016533	evm.model.RL_6.1588	ESY1_g5609_DN3_SP0_c0.t1
OG0016535	evm.model.RL_6.1935	ESY9_g45258_DN3_SP0_c0.t1
OG0016536	evm.model.RL_6.2445	ESY12_g51501_DN3_SP0_c0.t1, ESY12_g51503_DN1_SP0_c48.t1
OG0016537	evm.model.RL_6.2860, evm.model.RL_6.2858	ESY12_g51390_DN3_SP0_c0.t1
OG0016539	evm.model.RL_3.2147.2.687c84bd	ESY2_g34618_DN3_SP0_c0.t1
OG0016540	evm.model.RL_2.596	ESY17_g39542_DN3_SP4_c0.t1
OG0016541	evm.model.RL_2.2265	ESY16_g62170_DN2_SP0_c0.t1
OG0016542	evm.model.RL_2.2798	ESY4_g25139_DN3_SP8_c0.t1
OG0016543	evm.model.RL_8.1127	ESY3_g32542_DN3_SP0_c0.t1
OG0016545	evm.model.RL_2.3495	ESY4_g26948_DN3_SP8_c0.t1
OG0016546	evm.model.RL_5.64_evm.model.RL_5.65	ESY5_g5447_DN3_SP5_c0.t1
OG0016547	evm.model.RL_5.306	ESY5_g4984_DN3_SP0_c0.t1
OG0016548	evm.model.RL_5.447	ESY5_g4747_DN3_SP0_c0.t1
OG0016549	evm.model.RL_5.579	ESY5_g4553_DN3_SP1_c0.t1
OG0016550	evm.model.RL_5.748	ESY5_g3206_DN3_SP0_c11.t1
OG0016551	evm.model.RL_5.768	ESY5_g3244_DN3_SP4_c0.t1
OG0016552	evm.model.RL_5.909	ESY5_g3477_DN3_SP1_c0.t1
OG0016553	evm.model.RL_5.984	ESY5_g3628_DN3_SP0_c0.t1
OG0016555	evm.model.RL_5.1067	ESY5_g3753_DN3_SP3_c1.t1
OG0016556	evm.model.RL_5.1208	ESY5_g2685_DN3_SP0_c0.t1
OG0016558	evm.model.RL_5.1392	ESY5_g2917_DN3_SP0_c0.t1
OG0016559	evm.model.RL_5.1589	ESY5_g4316_DN3_SP0_c0.t1
OG0016561	evm.model.RL_5.1809	ESY5_g4027_DN3_SP0_c0.t1
OG0016562	evm.model.RL_5.3678	ESY5_g3931_DN3_SP3_c0.t1
OG0016563	evm.model.RL_3.1402	ESY2_g35502_DN3_SP0_c0.t1
OG0016564	evm.model.RL_3.1232	ESY2_g34455_DN3_SP2_c0.t1
OG0016565	evm.model.RL_3.1156	ESY19_g41885_DN3_SP0_c0.t1
OG0016568	evm.model.RL_4.671	ESY1_g6435_DN3_SP0_c0.t1
OG0016569	evm.model.RL_1.2278	ESY12_g52056_DN3_SP2_c0.t1
OG0016570	evm.model.RL_1.1442	ESY3_g30541_DN3_SP0_c0.t1
OG0016571	evm.model.RL_1.1070	ESY3_g31285_DN3_SP0_c0.t1
OG0016572	evm.model.RL_1.993	ESY3_g31160_DN3_SP0_c0.t1
