Orthogroup	Cardamine_amara	Brassica_rapa
OG0011494	evm.model.RL_7.136	XP_009104379.1
OG0011495	evm.model.RL_7.125	XP_009116908.1
OG0011496	evm.model.RL_7.121, evm.model.RL_7.115	XP_009116915.2
OG0011497	evm.model.RL_7.97	XP_009138723.1, XP_009105551.2
OG0011498	evm.model.RL_7.64	XP_033146741.1, XP_009117219.2
OG0011499	evm.model.RL_7.50	XP_009138637.1, XP_009116980.1
OG0011501	evm.model.RL_7.6	XP_033142339.1, XP_009135335.1
OG0011503	evm.model.RL_7.1277	XP_009136583.2, XP_018515391.1
OG0011504	evm.model.RL_7.1304	XP_018510249.2, XP_018510232.2
OG0011505	evm.model.RL_7.1293	XP_009136567.2, XP_009115766.1
OG0011507	evm.model.RL_7.1210	XP_033134871.1
OG0011509	evm.model.RL_7.347	XP_033136325.1
OG0011510	evm.model.RL_7.186	XP_009138752.1, XP_009116845.1
OG0011511	evm.model.RL_4.230	XP_033139926.1
OG0011513	evm.model.RL_5.1326	XP_009109931.1
OG0011514	evm.model.RL_6.1458	XP_009141338.1, XP_009143835.1
OG0011515	evm.model.RL_7.1979	XP_009150288.1, XP_033129798.1
OG0011516	evm.model.RL_3.2004	XP_009128144.1
OG0011517	evm.model.RL_3.1761	XP_009127998.3, XP_033131936.1
OG0011518	evm.model.RL_3.1760	XP_009106010.1, XP_009127996.1
OG0011524	evm.model.RL_5.666	XP_009148074.2, XP_033135861.1
OG0011525	evm.model.RL_5.678	XP_009110901.1
OG0011526	evm.model.RL_5.983	XP_009148450.1
OG0011528	evm.model.RL_5.1201	XP_033128944.1, XP_009117986.1
OG0011530	evm.model.RL_5.1471, evm.model.RL_5.1472	XP_033129342.1
OG0011531	evm.model.RL_2.882	XP_009149319.1
OG0011532	evm.model.RL_5.1580	XP_009117661.1, XP_009110409.1
OG0011533	evm.model.RL_5.3659	XP_033129325.1, XP_009110207.1
OG0011534	evm.model.RL_5.3585	XP_009149688.1, XP_009103794.1
OG0011535	evm.model.RL_5.3550.1.687c88c3	XP_009103260.1, XP_009110147.2
OG0011536	evm.model.RL_2.585	XP_009124247.1, XP_033132273.1
OG0011537	evm.model.RL_3.1228	XP_033131221.1, XP_033139579.1
OG0011539	evm.model.RL_3.1096	XP_033130790.1, XP_009127535.1
OG0011543	evm.model.RL_5.2698, evm.model.RL_5.2699	XP_033132291.1
OG0011544	evm.model.RL_1.3202	XP_033130883.1, XP_009112651.1
OG0011545	evm.model.RL_1.3257	XP_009117474.1, XP_009102003.1
OG0011546	evm.model.RL_1.3121	XP_033132075.1, XP_009102160.2
OG0011548	evm.model.RL_1.1273	XP_009135316.2, XP_009146467.2
OG0011549	evm.model.RL_1.904	XP_009135036.1, XP_009146884.1
OG0011550	evm.model.RL_4.3416	XP_018512652.2
OG0011551	evm.model.RL_4.3138	XP_033137436.1, XP_009130792.2
OG0011552	evm.model.RL_4.3100.1.687c86dd	XP_009122615.1, XP_033145042.1
OG0011554	evm.model.RL_2.1906	XP_009137509.1
OG0011555	evm.model.RL_2.1811	XP_009136627.1
OG0011556	evm.model.RL_5.2897	XP_033130696.1, XP_009115161.1
OG0011557	evm.model.RL_5.3122	XP_009102961.1, XP_009109783.1
OG0011558	evm.model.RL_6.1203	XP_009144598.1, XP_009132769.1
OG0011559	evm.model.RL_4.2486	XP_009122007.1, XP_009125262.1
OG0011561	evm.model.RL_4.2335	XP_009121831.1, XP_009125867.1
OG0011563	evm.model.RL_8.1447	XP_009132467.2, XP_009127159.1
OG0011564	evm.model.RL_8.1608	XP_033143599.1, XP_009127024.1
OG0011565	evm.model.RL_8.1723	XP_009120162.1
OG0011566	evm.model.RL_8.1893	XP_009132075.1, XP_009126778.1
OG0011567	evm.model.RL_4.1641	XP_009126413.1, XP_009131767.1
OG0011568	evm.model.RL_4.1675	XP_033138607.1
OG0011569	evm.model.RL_4.1686	XP_009120870.1
OG0011570	evm.model.RL_4.1705	XP_009120883.1, XP_009131739.1
OG0011571	evm.model.RL_8.2485	XP_009150476.1
OG0011572	evm.model.RL_5.430	XP_009118575.1
OG0011573	evm.model.RL_5.1336	XP_009117870.2, XP_009148871.1
OG0011574	evm.model.RL_5.1439	XP_018508185.1
OG0011575	evm.model.RL_5.3262	XP_009109910.1, XP_009103086.1
OG0011578	evm.model.RL_3.1206	XP_033139602.1
OG0011579	evm.model.RL_1.2202	XP_033144202.1, XP_033132707.1
OG0011581	evm.model.RL_6.486	XP_009117041.1, XP_009133958.1
OG0011582	evm.model.RL_6.1093	XP_033147219.1, XP_033142212.1, XP_033145149.1
OG0011583	evm.model.RL_6.1196	XP_009132765.1, XP_018514392.1
OG0011584	evm.model.RL_6.2844	XP_009104889.1, XP_009127874.2
OG0011585	evm.model.RL_7.1065	XP_033137108.1
OG0011586	evm.model.RL_2.2930	XP_009108748.1, XP_009116435.1
OG0011588	evm.model.RL_2.1939	XP_009137844.1, NP_001288974.1
OG0011589	evm.model.RL_4.872	XP_033143520.1, XP_033141484.1
OG0011590	evm.model.RL_4.906	XP_009151719.1, XP_009129767.1
OG0011591	evm.model.RL_2.2514	XP_009128306.1, XP_009128327.1
OG0011603	evm.model.RL_2.2389, evm.model.RL_2.2384	XP_009129363.1
OG0011604	evm.model.RL_2.2390.2.687c86e5	XP_009129353.1
OG0011605	evm.model.RL_2.2424	XP_009129019.1
OG0011607	evm.model.RL_2.2404	XP_009129210.1
OG0011608	evm.model.RL_2.2459	XP_009128783.1
OG0011609	evm.model.RL_2.2499	XP_009128466.1
OG0011610	evm.model.RL_1.3047	XP_009102228.1
OG0011611	evm.model.RL_2.2554	XP_009137914.2, XP_009108989.1
OG0011612	evm.model.RL_2.2563	XP_009137925.1
OG0011613	evm.model.RL_2.2566	XP_033144464.1
OG0011614	evm.model.RL_2.2568	XP_009108981.1
OG0011615	evm.model.RL_2.2570	XP_009137939.1
OG0011616	evm.model.RL_2.2584	XP_009137962.1
OG0011617	evm.model.RL_2.2603	XP_009108959.1
OG0011618	evm.model.RL_2.2664	XP_033144960.1
OG0011619	evm.model.RL_5.736	XP_009118352.2, XP_009148130.1
OG0011620	evm.model.RL_2.2695	XP_009126615.1
OG0011621	evm.model.RL_2.2770	XP_009125835.1
OG0011622	evm.model.RL_2.2774	XP_009125792.1
OG0011623	evm.model.RL_6.1553	XP_009143754.1
OG0011624	evm.model.RL_2.2799.2.687c86e7	XP_009125368.1
OG0011625	evm.model.RL_4.1530	XP_009120707.1
OG0011626	evm.model.RL_2.2899, evm.model.RL_2.2597	XP_009119029.1
OG0011627	evm.model.RL_3.1542	XP_009105802.1
OG0011628	evm.model.RL_4.1637	XP_009126419.1
OG0011629	evm.model.RL_7.1610, evm.model.RL_2.2947	XP_009114732.1
OG0011630	evm.model.RL_2.2975	XP_009111997.2
OG0011631	evm.model.RL_2.3045	XP_009104931.1
OG0011632	evm.model.RL_5.2819	XP_009115008.2
OG0011633	evm.model.RL_5.2815	XP_009115006.1
OG0011634	evm.model.RL_5.2814	XP_009115005.1
OG0011635	evm.model.RL_5.2801.1.687c88bd	XP_009108117.1
OG0011636	evm.model.RL_5.2791	XP_009108113.1
OG0011637	evm.model.RL_5.2751	XP_009145210.1
OG0011638	evm.model.RL_5.2744	XP_009145204.1
OG0011639	evm.model.RL_5.2742	XP_009145202.1
OG0011640	evm.model.RL_5.2715	XP_009151429.1
OG0011641	evm.model.RL_5.2702	XP_009107977.1
OG0011643	evm.model.RL_2.1249	XP_009108278.1, XP_033135392.1
OG0011645	evm.model.RL_2.1224	XP_009145614.2
OG0011646	evm.model.RL_2.1204	XP_009123017.1
OG0011647	evm.model.RL_6.128, evm.model.RL_1.2771	XP_009112540.1
OG0011648	evm.model.RL_3.769	XP_009139505.1
OG0011649	evm.model.RL_6.554	XP_009116951.2, XP_009117013.2
OG0011650	evm.model.RL_3.751	XP_009119436.1
OG0011652	evm.model.RL_3.726	XP_009119576.1
OG0011653	evm.model.RL_3.666	XP_009113384.2
OG0011654	evm.model.RL_3.660	XP_009124460.1
OG0011655	evm.model.RL_3.625	XP_009102541.1
OG0011656	evm.model.RL_5.842	XP_009148287.1
OG0011657	evm.model.RL_3.572	XP_009102713.1
OG0011658	evm.model.RL_3.541	XP_009113296.1
OG0011659	evm.model.RL_3.533, evm.model.RL_3.482	XP_009113252.1
OG0011660	evm.model.RL_3.480	XP_009103681.2
OG0011661	evm.model.RL_2.531	XP_009139704.1
OG0011662	evm.model.RL_3.448	XP_009113203.1
OG0011663	evm.model.RL_4.501	XP_009123905.1
OG0011664	evm.model.RL_3.419	XP_009113151.1
OG0011665	evm.model.RL_3.319, evm.model.RL_6.124	XP_009105109.1
OG0011666	evm.model.RL_5.1039	XP_033128399.1
OG0011667	evm.model.RL_7.2695	XP_009129230.1, XP_009101664.1
OG0011668	evm.model.RL_7.2715	XP_009129213.1
OG0011669	evm.model.RL_7.2721	XP_009101313.1
OG0011671	evm.model.RL_7.2638	XP_009101304.2
OG0011672	evm.model.RL_7.2622	XP_009101284.1, XP_033128752.1, XP_033128433.1
OG0011673	evm.model.RL_7.2603	XP_009114201.1
OG0011674	evm.model.RL_7.2585	XP_009129141.1
OG0011675	evm.model.RL_7.2579	XP_009101246.1
OG0011676	evm.model.RL_7.2547	XP_009114176.1
OG0011677	evm.model.RL_7.2521	XP_009114157.2, XP_009129090.1
OG0011678	evm.model.RL_7.2458	XP_009129040.1, XP_009152126.1
OG0011679	evm.model.RL_7.2451	XP_033128408.1
OG0011680	evm.model.RL_7.2447, evm.model.RL_7.2445, evm.model.RL_7.2448	XP_009152115.2
OG0011681	evm.model.RL_7.2432	XP_009152101.1
OG0011682	evm.model.RL_7.2375	XP_009129502.1
OG0011683	evm.model.RL_7.2364	XP_009152041.1
OG0011684	evm.model.RL_7.2316	XP_009111554.1
OG0011685	evm.model.RL_7.2305	XP_009151980.1
OG0011686	evm.model.RL_2.37	XP_009140012.1
OG0011687	evm.model.RL_7.2150	XP_009129352.1
OG0011688	evm.model.RL_7.2054	XP_009129674.1, XP_009111803.1, XP_009151759.1
OG0011689	evm.model.RL_3.1084	XP_009127517.1
OG0011690	evm.model.RL_3.1058	XP_009112130.1
OG0011691	evm.model.RL_3.1051	XP_009105235.1
OG0011692	evm.model.RL_3.1032	XP_009105217.1
OG0011693	evm.model.RL_3.1022	XP_009105213.1
OG0011694	evm.model.RL_3.1019	XP_009105206.1
OG0011695	evm.model.RL_3.1010	XP_009105201.1
OG0011696	evm.model.RL_3.999	XP_009105192.2, XP_009132975.1
OG0011697	evm.model.RL_3.972	XP_009105174.1
OG0011698	evm.model.RL_5.282	XP_009119319.1
OG0011699	evm.model.RL_2.331	XP_009105178.1
OG0011700	evm.model.RL_5.3033	XP_009104989.1
OG0011701	evm.model.RL_3.17	XP_009112847.1
OG0011702	evm.model.RL_3.24	XP_009112839.1
OG0011703	evm.model.RL_3.31	XP_009124662.1
OG0011704	evm.model.RL_3.35	XP_009112836.1
OG0011705	evm.model.RL_3.69	XP_009112809.1
OG0011706	evm.model.RL_3.101	XP_009112778.1
OG0011707	evm.model.RL_3.131	XP_009112757.1
OG0011708	evm.model.RL_3.174	XP_009112972.1
OG0011709	evm.model.RL_3.191	XP_009112717.1, XP_033144319.1
OG0011710	evm.model.RL_3.211	XP_009113042.1
OG0011711	evm.model.RL_3.224	XP_009112700.1
OG0011712	evm.model.RL_1.1157	XP_009120540.2
OG0011713	evm.model.RL_2.2125	XP_009137576.1
OG0011714	evm.model.RL_7.706	XP_009116366.1
OG0011715	evm.model.RL_6.2223	XP_009142716.1
OG0011716	evm.model.RL_6.2192	XP_009141928.1
OG0011717	evm.model.RL_6.2187	XP_009133446.1
OG0011718	evm.model.RL_1.816	XP_009135068.1
OG0011719	evm.model.RL_1.842	XP_009135985.1
OG0011720	evm.model.RL_1.856	XP_009146928.1
OG0011721	evm.model.RL_1.860	XP_009146923.1
OG0011722	evm.model.RL_1.863	XP_009146920.1
OG0011723	evm.model.RL_1.900	XP_009135038.1
OG0011724	evm.model.RL_8.1418	XP_009132491.1
OG0011725	evm.model.RL_1.925	XP_009146864.1
OG0011726	evm.model.RL_1.937	XP_009146851.1
OG0011727	evm.model.RL_1.951	XP_009122899.1
OG0011728	evm.model.RL_1.979	XP_009135124.1, XP_009146814.1
OG0011729	evm.model.RL_1.985	XP_009146810.1
OG0011730	evm.model.RL_1.990	XP_009114935.1, XP_009122597.2
OG0011731	evm.model.RL_1.991	XP_009122608.1
OG0011732	evm.model.RL_1.997	XP_009146800.2
OG0011733	evm.model.RL_1.1002	XP_009122550.1
OG0011734	evm.model.RL_1.1009	XP_009146787.1
OG0011735	evm.model.RL_1.1073	XP_009146693.1
OG0011736	evm.model.RL_1.1116	XP_009146651.2
OG0011737	evm.model.RL_8.1069	XP_009118904.1
OG0011738	evm.model.RL_8.1117	XP_018513483.1
OG0011739	evm.model.RL_8.1115	XP_033144953.1
OG0011740	evm.model.RL_8.1123	XP_009134049.1
OG0011741	evm.model.RL_8.1184	XP_009132693.1
OG0011742	evm.model.RL_8.1192	XP_009132686.1
OG0011743	evm.model.RL_8.1214	XP_009132629.1
OG0011744	evm.model.RL_8.1216	XP_009132626.1
OG0011745	evm.model.RL_8.1225	XP_009140875.1
OG0011746	evm.model.RL_8.1236	XP_009119431.1
OG0011747	evm.model.RL_8.1252	XP_033138680.1
OG0011748	evm.model.RL_8.1253	XP_009132601.1
OG0011749	evm.model.RL_8.1298	XP_033137676.1
OG0011750	evm.model.RL_8.1329	XP_009127247.1
OG0011751	evm.model.RL_8.1335	XP_009132528.1, XP_009127243.1
OG0011752	evm.model.RL_8.1341	XP_009106741.1
OG0011753	evm.model.RL_2.941, evm.model.RL_5.2602	XP_009149941.1
OG0011754	evm.model.RL_2.2292	XP_009143940.1
OG0011755	evm.model.RL_8.1457	XP_009127149.1, XP_009132463.1
OG0011756	evm.model.RL_8.1504	XP_009119945.2
OG0011757	evm.model.RL_8.1489	XP_009127124.1
OG0011758	evm.model.RL_8.1484	XP_009127128.1, XP_009119933.1
OG0011759	evm.model.RL_8.1521	XP_009119960.1
OG0011760	evm.model.RL_8.1539	XP_009119978.1
OG0011761	evm.model.RL_8.1542.1.687c855c	XP_009119981.1
OG0011762	evm.model.RL_8.1582	XP_009120018.1
OG0011763	evm.model.RL_2.2207	XP_009139850.1
OG0011764	evm.model.RL_8.1624	XP_009127002.1
OG0011765	evm.model.RL_8.1641	XP_009120078.1
OG0011766	evm.model.RL_8.1656	XP_009126984.1
OG0011767	evm.model.RL_8.1660	XP_009132354.1
OG0011768	evm.model.RL_8.1682	XP_009120117.2
OG0011769	evm.model.RL_8.1689	XP_009120124.1
OG0011770	evm.model.RL_8.1696.1.687c855d	XP_009126960.1
OG0011771	evm.model.RL_8.1735	XP_009120171.1
OG0011772	evm.model.RL_8.1789	XP_009126899.1
OG0011773	evm.model.RL_8.1790	XP_009120231.1
OG0011774	evm.model.RL_8.1798	XP_033138480.1
OG0011775	evm.model.RL_8.1836	XP_009132118.1
OG0011776	evm.model.RL_8.1848	XP_009120290.1, XP_009126815.2
OG0011777	evm.model.RL_8.1863	XP_009120306.1
OG0011778	evm.model.RL_8.1865	XP_009132095.1
OG0011779	evm.model.RL_8.992	XP_009141268.1
OG0011781	evm.model.RL_4.2304	XP_009125893.2
OG0011782	evm.model.RL_4.2401	XP_009131241.1
OG0011783	evm.model.RL_4.2406	XP_009121913.1, XP_009125831.1
OG0011784	evm.model.RL_4.2441	XP_009131208.1
OG0011785	evm.model.RL_4.2495	XP_009122013.1
OG0011786	evm.model.RL_4.2508	XP_009125273.2
OG0011788	evm.model.RL_4.2546	XP_009122065.1
OG0011789	evm.model.RL_4.2599	XP_009122115.1
OG0011790	evm.model.RL_8.2532	XP_009150532.1
OG0011791	evm.model.RL_4.2625, evm.model.RL_7.2189	XP_009125358.1
OG0011792	evm.model.RL_4.2645	XP_009122515.1
OG0011793	evm.model.RL_4.2648.2.687c86da	XP_009122513.1
OG0011794	evm.model.RL_4.2676	XP_009122482.1
OG0011795	evm.model.RL_4.2686	XP_009122469.1
OG0011796	evm.model.RL_4.2693	XP_009131072.2
OG0011797	evm.model.RL_4.2697	XP_009131070.1
OG0011798	evm.model.RL_4.2707	XP_033142525.1
OG0011799	evm.model.RL_4.2772	XP_009131009.1
OG0011800	evm.model.RL_4.2786	XP_009131003.2
OG0011801	evm.model.RL_4.2812	XP_009122342.1
OG0011802	evm.model.RL_4.2821	XP_009122355.1
OG0011803	evm.model.RL_4.2822	XP_009122357.1
OG0011804	evm.model.RL_2.1311	XP_009130801.1
OG0011805	evm.model.RL_2.1333	XP_009136878.1, XP_009131083.1
OG0011806	evm.model.RL_2.1386	XP_033129080.1, XP_033133267.1
OG0011807	evm.model.RL_5.1494	XP_009110450.1
OG0011808	evm.model.RL_2.1403	XP_009131754.1
OG0011809	evm.model.RL_2.1404	XP_009131762.2
OG0011810	evm.model.RL_2.1458	XP_009132439.1
OG0011811	evm.model.RL_2.1478	XP_009132598.1
OG0011812	evm.model.RL_2.1484	XP_009136999.2
OG0011813	evm.model.RL_2.1537	XP_009137021.1
OG0011814	evm.model.RL_2.1547	XP_009133343.1
OG0011815	evm.model.RL_2.1548	XP_009133354.1
OG0011816	evm.model.RL_2.1554	XP_033129277.1
OG0011817	evm.model.RL_2.1556	XP_009137035.1
OG0011818	evm.model.RL_2.1562	XP_009108460.2
OG0011819	evm.model.RL_2.1573	XP_009133632.1
OG0011820	evm.model.RL_2.1581	XP_009108469.1
OG0011821	evm.model.RL_2.1582	XP_009133798.1
OG0011822	evm.model.RL_2.1583	XP_009133787.1
OG0011823	evm.model.RL_7.1760, evm.model.RL_2.1600	XP_018512518.2
OG0011824	evm.model.RL_2.1604	XP_018509161.1
OG0011825	evm.model.RL_2.1606	XP_009108521.1
OG0011826	evm.model.RL_2.1662	XP_009134929.1
OG0011827	evm.model.RL_2.1675	XP_009135061.1
OG0011828	evm.model.RL_2.1681	XP_009137211.1, XP_033136533.1
OG0011829	evm.model.RL_2.1706	XP_009135519.1
OG0011830	evm.model.RL_2.1715	XP_009135548.1
OG0011831	evm.model.RL_2.1723	XP_009135649.1
OG0011832	evm.model.RL_2.1725	XP_009135694.2, XP_033144980.1
OG0011833	evm.model.RL_2.1730	XP_018508197.2
OG0011834	evm.model.RL_2.1754	XP_009137260.1
OG0011835	evm.model.RL_2.1803	XP_009136517.1
OG0011836	evm.model.RL_2.1871	XP_009137134.1
OG0011837	evm.model.RL_2.1887	XP_009137362.1
OG0011838	evm.model.RL_2.1896	XP_033143307.1
OG0011839	evm.model.RL_2.1898	XP_009137444.1
OG0011840	evm.model.RL_2.1909	XP_009137556.2
OG0011841	evm.model.RL_5.2685	XP_009114862.1
OG0011842	evm.model.RL_5.2683	XP_009114857.1, XP_009151453.1
OG0011843	evm.model.RL_5.2661	XP_009114843.1
OG0011844	evm.model.RL_5.2629	XP_009114796.2
OG0011845	evm.model.RL_5.2619	XP_009151471.1
OG0011846	evm.model.RL_5.2617	XP_033147548.1, XP_009114792.2
OG0011847	evm.model.RL_5.2538	XP_009107928.2
OG0011848	evm.model.RL_5.2517	XP_009114722.1
OG0011849	evm.model.RL_5.2477	XP_009114719.1
OG0011850	evm.model.RL_5.2461	XP_009144616.1
OG0011852	evm.model.RL_5.2326.1.687c88ba	XP_009123062.1
OG0011853	evm.model.RL_4.3384	XP_009130651.1
OG0011854	evm.model.RL_5.2378	XP_009123040.2, XP_009145060.1
OG0011855	evm.model.RL_5.3131	XP_033133334.1, XP_033136532.1
OG0011856	evm.model.RL_4.128, evm.model.RL_5.2301	XP_009129552.1
OG0011857	evm.model.RL_5.2241	XP_009107412.1
OG0011858	evm.model.RL_5.2243	XP_033137611.1
OG0011859	evm.model.RL_5.2403	XP_009107635.2
OG0011860	evm.model.RL_5.2292	XP_009107448.1
OG0011861	evm.model.RL_4.1891	XP_009126192.1
OG0011862	evm.model.RL_5.3088.1.687c88bf	XP_009113704.1
OG0011863	evm.model.RL_5.3057	XP_009109730.1
OG0011864	evm.model.RL_5.3009	XP_009109683.1
OG0011865	evm.model.RL_5.2970	XP_009102836.1
OG0011866	evm.model.RL_5.2949	XP_009115215.1, XP_009109638.2
OG0011867	evm.model.RL_5.2939	XP_033137259.1
OG0011868	evm.model.RL_5.2942	XP_009109615.1
OG0011869	evm.model.RL_5.2849	XP_009115036.1, XP_009102684.1
OG0011870	evm.model.RL_2.3076	XP_009151919.1
OG0011871	evm.model.RL_2.3142	XP_018511642.1
OG0011872	evm.model.RL_2.3160, evm.model.RL_2.3226	XP_009144913.1
OG0011873	evm.model.RL_2.3207	XP_009109347.1
OG0011874	evm.model.RL_2.3211	XP_009140776.1
OG0011875	evm.model.RL_2.3228	XP_009109356.1
OG0011876	evm.model.RL_2.3262.2.687c86e8	XP_009135514.1
OG0011877	evm.model.RL_2.3322	XP_009109419.1
OG0011878	evm.model.RL_2.3323	XP_009109421.1
OG0011879	evm.model.RL_2.3340	XP_009109427.1
OG0011880	evm.model.RL_2.3346	XP_009138549.1
OG0011881	evm.model.RL_2.3375	XP_009126368.1
OG0011882	evm.model.RL_2.3396	XP_009109473.1
OG0011883	evm.model.RL_2.3422	XP_009109500.2
OG0011884	evm.model.RL_2.3428	XP_033129859.1
OG0011885	evm.model.RL_2.3436.1.687c86e9	XP_009109510.1
OG0011886	evm.model.RL_2.3439	XP_009101918.1, XP_009140424.1
OG0011887	evm.model.RL_2.3445	XP_009101928.1, XP_009133442.1
OG0011888	evm.model.RL_2.3451	XP_009101931.2
OG0011889	evm.model.RL_2.3460	XP_009109536.1
OG0011890	evm.model.RL_2.3466	XP_009109541.1
OG0011891	evm.model.RL_2.3493	XP_009101954.1
OG0011892	evm.model.RL_2.3491	XP_009109476.1
OG0011893	evm.model.RL_2.3505	XP_009101457.1
OG0011894	evm.model.RL_2.3506	XP_033137105.1, XP_009137090.1
OG0011895	evm.model.RL_2.574	XP_009144652.1
OG0011896	evm.model.RL_2.542	XP_009139698.1
OG0011897	evm.model.RL_2.518	XP_009144669.1
OG0011898	evm.model.RL_5.2427	XP_009108080.1
OG0011899	evm.model.RL_2.500	XP_009139714.1
OG0011900	evm.model.RL_2.419	XP_009125057.1
OG0011901	evm.model.RL_2.340	XP_009139810.1
OG0011902	evm.model.RL_2.290	XP_033145968.1, XP_009125105.2
OG0011904	evm.model.RL_6.1598	XP_009143698.1
OG0011906	evm.model.RL_2.2046	XP_009137515.1
OG0011907	evm.model.RL_6.1634	XP_009143664.1
OG0011908	evm.model.RL_6.1616	XP_009133020.1
OG0011909	evm.model.RL_2.110	XP_009140072.1
OG0011910	evm.model.RL_6.1655	XP_009141504.1
OG0011911	evm.model.RL_8.812	XP_009134162.1
OG0011912	evm.model.RL_8.817	XP_033135920.1
OG0011913	evm.model.RL_8.838	XP_009113533.1
OG0011914	evm.model.RL_8.859	XP_009134120.1
OG0011915	evm.model.RL_8.861	XP_009113518.1, XP_009134118.1
OG0011916	evm.model.RL_8.864	XP_009134114.1
OG0011917	evm.model.RL_8.865	XP_009113506.1
OG0011918	evm.model.RL_8.866.2.687c8559	NP_001288891.1
OG0011919	evm.model.RL_8.717	XP_009113622.1
OG0011920	evm.model.RL_8.887	XP_009134109.1
OG0011921	evm.model.RL_8.901	XP_009134087.1
OG0011922	evm.model.RL_8.909	XP_009124769.1
OG0011923	evm.model.RL_6.1499	XP_018514290.1
OG0011924	evm.model.RL_6.1488	XP_033146306.1, XP_009143817.1
OG0011925	evm.model.RL_6.1482	XP_009141351.1
OG0011926	evm.model.RL_6.1467	XP_009143830.1
OG0011927	evm.model.RL_6.1466	XP_009141341.2
OG0011929	evm.model.RL_6.1444	XP_009143844.1
OG0011930	evm.model.RL_6.1440	XP_009143847.1
OG0011931	evm.model.RL_4.555.2.687c86cf	XP_018515358.2, XP_009114006.1
OG0011932	evm.model.RL_5.129	XP_009118749.1
OG0011933	evm.model.RL_4.839, evm.model.RL_4.580	XP_009114014.1
OG0011934	evm.model.RL_4.631	XP_009114035.1
OG0011935	evm.model.RL_4.635.1.687c86cf	XP_009101834.1
OG0011936	evm.model.RL_4.658.1.687c86cf	XP_009101842.1
OG0011937	evm.model.RL_4.670	XP_033129191.1
OG0011938	evm.model.RL_4.707	XP_009106518.1
OG0011939	evm.model.RL_4.737	XP_033137753.1
OG0011940	evm.model.RL_8.769	XP_009113598.1
OG0011941	evm.model.RL_8.707	XP_009108227.1
OG0011942	evm.model.RL_8.706	XP_018509542.1
OG0011944	evm.model.RL_8.641	XP_018508921.1
OG0011945	evm.model.RL_8.610	XP_009124796.1
OG0011946	evm.model.RL_8.586	XP_018512705.1
OG0011947	evm.model.RL_8.580	XP_009114650.1
OG0011948	evm.model.RL_8.567	XP_009114639.2
OG0011949	evm.model.RL_8.556	XP_009134261.1
OG0011950	evm.model.RL_8.540, evm.model.RL_8.539	XP_033136297.1
OG0011952	evm.model.RL_8.510	XP_009114591.1
OG0011953	evm.model.RL_8.449	XP_009114543.1
OG0011954	evm.model.RL_8.447	XP_009114538.1
OG0011955	evm.model.RL_8.398	XP_009121635.1
OG0011956	evm.model.RL_8.387	XP_009121716.1
OG0011957	evm.model.RL_4.330, evm.model.RL_4.327	XP_009101618.1
OG0011958	evm.model.RL_4.294	XP_009101600.1
OG0011959	evm.model.RL_4.259	XP_009101577.1
OG0011960	evm.model.RL_4.246	XP_033139923.1
OG0011961	evm.model.RL_4.236	XP_009140757.1
OG0011962	evm.model.RL_4.210	XP_009114377.1
OG0011963	evm.model.RL_4.206	NP_001288848.1
OG0011964	evm.model.RL_4.169	XP_009101508.1
OG0011965	evm.model.RL_4.121	XP_009101482.1
OG0011966	evm.model.RL_4.43	XP_009128974.1, XP_009101416.1
OG0011967	evm.model.RL_2.657	XP_009108069.1
OG0011968	evm.model.RL_4.57	XP_009101432.1
OG0011969	evm.model.RL_8.1871	XP_018512356.1, XP_009132093.1
OG0011970	evm.model.RL_2.211.2.687c86e0	XP_009139958.1
OG0011971	evm.model.RL_2.656	XP_009108067.1
OG0011972	evm.model.RL_2.817	XP_009139649.1
OG0011973	evm.model.RL_2.821	XP_009139643.1
OG0011974	evm.model.RL_1.2375	XP_009102472.1
OG0011975	evm.model.RL_1.2351.2.687c87ef	XP_009102501.1
OG0011976	evm.model.RL_2.854	XP_009144679.1
OG0011978	evm.model.RL_2.865	XP_009139609.1
OG0011980	evm.model.RL_2.897	XP_009107494.1
OG0011981	evm.model.RL_2.931	XP_009109567.2
OG0011982	evm.model.RL_2.945, evm.model.RL_2.944	XP_009144691.2
OG0011983	evm.model.RL_2.968	XP_009107774.1
OG0011984	evm.model.RL_2.979	XP_009148506.1
OG0011985	evm.model.RL_2.1009	XP_009148149.1
OG0011986	evm.model.RL_2.1024	XP_033143239.1, XP_009107807.1
OG0011987	evm.model.RL_2.1033	XP_009147934.1
OG0011988	evm.model.RL_2.1067	XP_009136694.1
OG0011989	evm.model.RL_2.1090	XP_009136704.1
OG0011990	evm.model.RL_1.2480	XP_009140226.1
OG0011991	evm.model.RL_2.11	XP_033145686.1
OG0011992	evm.model.RL_2.19.1.687c86df	XP_009139994.1
OG0011993	evm.model.RL_2.25	XP_009140002.2
OG0011994	evm.model.RL_2.29	XP_009140004.1
OG0011995	evm.model.RL_2.39	XP_009140013.1
OG0011996	evm.model.RL_2.40.1.687c86df	XP_009140017.1
OG0011997	evm.model.RL_2.100	XP_009140064.1
OG0011998	evm.model.RL_2.89	XP_009140051.1
OG0011999	evm.model.RL_2.132	XP_009140084.1
OG0012000	evm.model.RL_2.139	XP_009140089.1
OG0012001	evm.model.RL_2.142	XP_009140091.1
OG0012002	evm.model.RL_2.186	XP_009140134.1
OG0012003	evm.model.RL_2.5	XP_009125222.1
