Orthogroup	Cardamine_amara	Brassica_napus
OG0017546	evm.model.RL_7.322	XP_022563809.1, XP_013712311.2
OG0017547	evm.model.RL_7.1187	XP_013745719.2, XP_013737116.1
OG0017548	evm.model.RL_7.286	XP_048597293.1, XP_048626956.1, XP_013710660.1
OG0017549	evm.model.RL_7.284	XP_013712139.1, XP_048597299.1
OG0017550	evm.model.RL_7.188	XP_013648484.2, XP_013730229.1
OG0017551	evm.model.RL_7.145.1.687c84b3	XP_013663952.2, XP_013639961.2
OG0017552	evm.model.RL_7.104	XP_048597337.1, XP_013639955.2
OG0017553	evm.model.RL_7.95	XP_013716844.1
OG0017554	evm.model.RL_7.27	XP_048620917.1, XP_048597368.1
OG0017555	evm.model.RL_7.18	NP_001303209.1, XP_048597367.1
OG0017556	evm.model.RL_7.275	XP_013648421.2, XP_013750200.1
OG0017557	evm.model.RL_5.3981	XP_013649423.2, NP_001302851.1
OG0017558	evm.model.RL_5.3750	XP_013703003.1, NP_001303231.1
OG0017559	evm.model.RL_5.3727	XP_048616431.1, XP_013672164.1
OG0017560	evm.model.RL_5.1925	XP_013640758.1, XP_013685537.1
OG0017561	evm.model.RL_1.726	XP_048618993.1, XP_022576048.1, XP_013643449.2, XP_013732883.2
OG0017562	evm.model.RL_2.1126	XP_013655720.1, XP_013710006.2
OG0017563	evm.model.RL_7.1773	XP_048599767.1
OG0017564	evm.model.RL_7.1600	XP_022574811.1, XP_022550734.1
OG0017565	evm.model.RL_7.1412	XP_013700511.2, XP_048632541.1
OG0017566	evm.model.RL_7.1152	XP_013746592.1, XP_013690412.1
OG0017567	evm.model.RL_7.1169	XP_013745784.2, XP_048618803.1
OG0017568	evm.model.RL_7.1232	XP_013662926.2, XP_013663034.1
OG0017569	evm.model.RL_7.1085	XP_013663237.1, XP_013663098.2
OG0017572	evm.model.RL_7.940	XP_013708304.2, XP_048597100.1
OG0017573	evm.model.RL_7.938	XP_013708445.1, XP_013711609.2
OG0017574	evm.model.RL_7.931	XP_013742490.1, XP_013727623.1
OG0017575	evm.model.RL_7.838	XP_013742323.1, XP_013677434.2
OG0017576	evm.model.RL_7.795	XP_013655910.2, XP_013711325.1
OG0017577	evm.model.RL_7.762	XP_013654754.1, XP_013659881.2
OG0017579	evm.model.RL_7.506	XP_013714918.1, XP_013648347.2
OG0017580	evm.model.RL_7.61	XP_013660321.1, XP_013746297.1
OG0017581	evm.model.RL_8.2855	XP_013688503.1, XP_013661378.1
OG0017582	evm.model.RL_4.350	XP_013693668.2, XP_013677075.2
OG0017584	evm.model.RL_3.1723	XP_013706293.2, XP_013697256.1
OG0017586	evm.model.RL_8.538	XP_013735500.2, XP_048606943.1
OG0017587	evm.model.RL_8.613	XP_013713980.1, XP_013718601.1
OG0017588	evm.model.RL_6.1576	XP_048636613.1, XP_013739983.1, XP_022566469.2
OG0017589	evm.model.RL_6.1670	XP_013734321.1, XP_013683545.1
OG0017590	evm.model.RL_6.1941	XP_013705373.1, XP_013748230.2
OG0017591	evm.model.RL_6.1998	XP_013701121.2, XP_013747468.3
OG0017592	evm.model.RL_6.2101	XP_013748036.1, XP_048636438.1
OG0017593	evm.model.RL_6.2239	XP_048635447.1, XP_048610391.1
OG0017594	evm.model.RL_6.2352	XP_013727796.1, XP_013752070.2
OG0017595	evm.model.RL_6.2314	XP_013747800.2, XP_048609271.1
OG0017596	evm.model.RL_6.2327	XP_013747795.2, XP_013686294.2
OG0017597	evm.model.RL_6.2390	XP_013724349.1, XP_013683772.1
OG0017598	evm.model.RL_6.2863	XP_022574703.1, XP_013692187.1
OG0017599	evm.model.RL_3.2318	XP_048617563.1, XP_013652542.1
OG0017600	evm.model.RL_3.2185	XP_013652481.2, XP_013720132.2
OG0017601	evm.model.RL_3.2036	XP_022575830.1, XP_048615928.1, XP_013717849.1
OG0017602	evm.model.RL_3.1911	XP_013701450.1, XP_013652450.1
OG0017603	evm.model.RL_2.2284	XP_013705653.1, XP_013741588.1
OG0017604	evm.model.RL_3.1699	XP_013675601.1, XP_013719850.1
OG0017605	evm.model.RL_2.2319	XP_013750384.2, XP_013671669.1
OG0017606	evm.model.RL_2.2324	XP_013673934.2, XP_013669963.1
OG0017607	evm.model.RL_2.2530	XP_048637097.1, XP_022558215.2
OG0017608	evm.model.RL_2.2579	XP_013705738.1, XP_013741655.1
OG0017609	evm.model.RL_2.2678	XP_048601216.1, XP_013650212.2
OG0017610	evm.model.RL_2.2849	XP_013735169.2, XP_013660106.2
OG0017611	evm.model.RL_2.2842	XP_022572762.1, XP_013705531.1
OG0017612	evm.model.RL_2.2988	XP_013724992.1, XP_048619320.1
OG0017614	evm.model.RL_8.2876	XP_022567939.2, XP_048623003.1
OG0017616	evm.model.RL_5.253	XP_013660298.2
OG0017617	evm.model.RL_5.427	XP_013660591.2, XP_013660588.2, XP_013660596.2
OG0017618	evm.model.RL_5.533	XP_013664551.2, NP_001302858.1
OG0017619	evm.model.RL_5.542	XP_048621418.1, XP_013716327.2
OG0017620	evm.model.RL_5.671	XP_013641107.2, XP_013710526.2
OG0017621	evm.model.RL_5.685	XP_013712332.2, XP_013641100.2
OG0017622	evm.model.RL_5.1035	XP_013654538.2, XP_013709305.3
OG0017623	evm.model.RL_5.1255	XP_013664685.1, XP_013709974.1
OG0017624	evm.model.RL_5.1278	XP_048638231.1, XP_048614019.1
OG0017625	evm.model.RL_5.1395	XP_013749810.1, XP_013641501.2
OG0017626	evm.model.RL_7.2171	XP_013701287.2
OG0017627	evm.model.RL_5.1811	XP_013710634.2, XP_013646705.1, XP_013705678.2
OG0017628	evm.model.RL_5.3519	XP_048596942.1, XP_022558475.2
OG0017629	evm.model.RL_5.3457	XP_013707450.2, XP_048618659.1
OG0017630	evm.model.RL_3.1516	XP_013702765.1, XP_013649445.1
OG0017631	evm.model.RL_3.1446	XP_013717532.1, XP_048602301.1
OG0017632	evm.model.RL_3.1390	XP_013671148.2, XP_048592052.1
OG0017633	evm.model.RL_3.1341	XP_048591850.1
OG0017634	evm.model.RL_3.1294.1.687c84bc	XP_013652315.2, XP_013700689.2
OG0017635	evm.model.RL_3.1216	XP_048611425.1
OG0017636	evm.model.RL_3.716	XP_013730266.1, XP_048595897.1, XP_013681961.2
OG0017637	evm.model.RL_3.643	XP_022565675.1
OG0017638	evm.model.RL_3.382	XP_013658138.2, XP_013725324.1
OG0017639	evm.model.RL_3.239	XP_013644433.1, XP_013660710.1
OG0017641	evm.model.RL_3.67, evm.model.RL_3.68	XP_013681177.2, XP_013673876.1
OG0017642	evm.model.RL_1.3189, evm.model.RL_1.3188	XP_013709777.1, XP_013732279.1, XP_022543752.1
OG0017643	evm.model.RL_1.2816	XP_013725833.2, XP_013736836.2
OG0017644	evm.model.RL_2.1653	XP_022571717.1, XP_013671172.2
OG0017645	evm.model.RL_1.2234	XP_048602238.1, XP_013703136.2
OG0017647	evm.model.RL_1.1776.1.687c87ee	XP_048594243.1, XP_022550906.2
OG0017648	evm.model.RL_1.1487	XP_022558787.1, XP_013701532.1
OG0017650	evm.model.RL_1.1173	XP_013685649.1, XP_013749919.2
OG0017651	evm.model.RL_1.1032	XP_013640167.2, XP_022558459.1
OG0017652	evm.model.RL_1.905	XP_048635972.1, XP_022571472.1
OG0017653	evm.model.RL_1.774	XP_013648124.2, XP_013736099.2
OG0017654	evm.model.RL_1.548	XP_013693009.2, XP_013732683.2
OG0017655	evm.model.RL_2.649	XP_048608641.1, XP_013734753.2
OG0017656	evm.model.RL_1.371	XP_048599105.1, XP_013660576.2
OG0017657	evm.model.RL_1.89	XP_022570289.2
OG0017658	evm.model.RL_4.3245	XP_022553474.2, XP_048602619.1
OG0017659	evm.model.RL_4.2937	XP_013715523.2, XP_013728509.2
OG0017660	evm.model.RL_2.2116	XP_013671574.2, XP_013741537.1
OG0017661	evm.model.RL_4.2882	XP_048603011.1, XP_013718922.1
OG0017662	evm.model.RL_4.2845	XP_013715435.3, XP_013746787.2
OG0017663	evm.model.RL_8.1998, evm.model.RL_8.1992	XP_048624040.1, XP_022549050.2
OG0017664	evm.model.RL_4.2833	XP_013722516.1, XP_013738650.2
OG0017665	evm.model.RL_6.459	XP_048631917.1, XP_013684049.1
OG0017666	evm.model.RL_8.32	XP_013731248.2, XP_048595099.1
OG0017667	evm.model.RL_6.326	XP_048633654.1
OG0017668	evm.model.RL_2.1760	XP_013640042.1, XP_022571130.2
OG0017669	evm.model.RL_2.1724	XP_013734015.1, XP_013669921.2
OG0017670	evm.model.RL_2.1625	XP_013671125.2, XP_013737412.1
OG0017671	evm.model.RL_2.1642	XP_013647281.2, XP_013653898.2
OG0017672	evm.model.RL_5.2884	XP_013662456.1, XP_013703999.1
OG0017673	evm.model.RL_5.3054	XP_048596070.1, XP_013731410.1
OG0017674	evm.model.RL_5.3112	XP_013685321.2, XP_022545894.1
OG0017675	evm.model.RL_5.2278	XP_048627983.1, XP_048628948.1, XP_013751461.2, XP_048612942.1
OG0017676	evm.model.RL_5.2303	XP_013667439.1, XP_048627702.1, XP_013724241.2
OG0017677	evm.model.RL_5.2263	XP_013666816.2, XP_013698280.2
OG0017679	evm.model.RL_6.1286	XP_013728545.2, XP_048636752.1
OG0017682	evm.model.RL_6.970	XP_013647686.2, XP_048610459.1
OG0017683	evm.model.RL_6.955	XP_013647664.1, XP_022555753.1
OG0017684	evm.model.RL_6.825	XP_013692915.2, XP_013653689.1
OG0017685	evm.model.RL_4.2679	XP_013715531.2, XP_048598428.1
OG0017686	evm.model.RL_4.2582	XP_013687204.1, XP_022569124.1, XP_048598870.1
OG0017687	evm.model.RL_4.2419	XP_013651751.1
OG0017688	evm.model.RL_4.891	XP_013699439.1, XP_013642678.1
OG0017689	evm.model.RL_2.1079	XP_013747687.2, XP_013664488.1
OG0017690	evm.model.RL_2.15	XP_013746800.2, XP_013720371.1
OG0017691	evm.model.RL_2.111	XP_013647804.2, XP_013699363.1
OG0017692	evm.model.RL_7.2452	XP_013734432.1, XP_013712846.1
OG0017693	evm.model.RL_8.1670	XP_013696745.1, XP_013745077.1
OG0017694	evm.model.RL_8.1988	XP_013729603.2, XP_013716677.2
OG0017695	evm.model.RL_8.2018	XP_013716694.2, XP_013714017.2
OG0017696	evm.model.RL_4.1436	XP_013724040.1, XP_048599002.1
OG0017699	evm.model.RL_4.1139	XP_013643993.2, XP_048591103.1
OG0017701	evm.model.RL_8.2610	XP_013723099.2, XP_048626570.1, XP_013645763.2
OG0017703	evm.model.RL_5.698	XP_013641085.2, XP_013712227.3
OG0017709	evm.model.RL_3.958	XP_013747353.2, XP_013731065.2, XP_048607421.1, XP_048627393.1, XP_048607418.1
OG0017710	evm.model.RL_3.2218	XP_048592333.1, XP_048615943.1, XP_048627437.1, XP_048590910.1
OG0017714	evm.model.RL_6.237	XP_048620986.1, XP_013660356.2, XP_048612320.1, XP_048633619.1
OG0017716	evm.model.RL_6.1674	XP_013681899.1, XP_013734322.1, XP_013679999.1
OG0017718	evm.model.RL_7.1002	XP_048611792.1
OG0017721	evm.model.RL_4.1247	XP_013747354.1, XP_013647219.2
OG0017722	evm.model.RL_8.648, evm.model.RL_8.649, evm.model.RL_8.606, evm.model.RL_8.645	XP_048625078.1, XP_013667593.2
OG0017723	evm.model.RL_2.1958	XP_013686480.1, XP_048597557.1
OG0017727	evm.model.RL_2.1231	XP_013733790.1
OG0017731	evm.model.RL_8.1248	XP_022543994.2
OG0017751	evm.model.RL_2.2383	XP_048637804.1, XP_048601383.1
OG0017752	evm.model.RL_2.2388	XP_013669818.1, XP_013698304.2
OG0017753	evm.model.RL_2.2483	XP_013682512.2, XP_013696311.1
OG0017754	evm.model.RL_2.2621.3.687c86e6	XP_048594873.1, XP_013685867.1
OG0017755	evm.model.RL_2.2698	XP_013716759.1, XP_013719591.2
OG0017756	evm.model.RL_2.2730	XP_013665689.2, XP_013695142.1
OG0017758	evm.model.RL_5.1963	XP_013649253.2, XP_022544834.1
OG0017759	evm.model.RL_2.3005	XP_013718046.1, XP_013656163.2
OG0017760	evm.model.RL_2.3038	XP_022571306.2, XP_013670593.1
OG0017761	evm.model.RL_2.2818	XP_013660114.2, XP_048635851.1
OG0017762	evm.model.RL_5.2732	XP_013733844.1, XP_013662299.2
OG0017763	evm.model.RL_5.2716	XP_013662292.2, XP_013656876.1
OG0017764	evm.model.RL_5.2708	XP_013715081.2, XP_048622032.1
OG0017765	evm.model.RL_2.1266	XP_022569080.1, XP_048594639.1
OG0017766	evm.model.RL_3.763	XP_048623456.1, XP_022576118.2
OG0017767	evm.model.RL_3.675	XP_022571551.1, XP_013712419.1
OG0017768	evm.model.RL_3.488	XP_013714914.1, XP_013672146.2
OG0017770	evm.model.RL_3.437	XP_013747047.2, XP_013731331.1
OG0017772	evm.model.RL_7.2669	XP_022562108.2, XP_048619765.1
OG0017773	evm.model.RL_7.2674	XP_022552700.2, XP_013684287.2
OG0017774	evm.model.RL_7.2678	XP_022565612.1, XP_022548469.1
OG0017775	evm.model.RL_7.2685	XP_013684377.1, XP_048604244.1
OG0017776	evm.model.RL_7.2696	XP_048637291.1, XP_048619669.1
OG0017777	evm.model.RL_7.2719	XP_013684501.1, XP_013698965.1
OG0017778	evm.model.RL_7.2557	XP_013644033.1, XP_022552736.1, XP_048627384.1
OG0017779	evm.model.RL_7.2549	XP_048619652.1, XP_048637218.1
OG0017780	evm.model.RL_7.2540	XP_022564842.1, XP_048596673.1
OG0017781	evm.model.RL_7.2523	XP_013641252.1, XP_013706353.1
OG0017782	evm.model.RL_7.2366	XP_022561760.2, XP_022571017.2
OG0017783	evm.model.RL_7.2349	XP_048602893.1, XP_013698408.1
OG0017784	evm.model.RL_7.2285	XP_013708780.1, XP_013688611.2
OG0017785	evm.model.RL_7.2282.1.687c84bc	XP_048600739.1, XP_013698003.1, XP_013670870.1
OG0017786	evm.model.RL_7.2235.1.687c84bc	XP_013644614.2, XP_022562229.1
OG0017787	evm.model.RL_7.2180	XP_022564868.1, XP_048595271.1
OG0017788	evm.model.RL_7.2099	XP_013707222.2, XP_013644494.2
OG0017789	evm.model.RL_3.1009	XP_013722503.1, XP_048610900.1
OG0017790	evm.model.RL_7.2628	XP_013674856.2, XP_048610889.1
OG0017792	evm.model.RL_3.949	XP_048610733.1, XP_048604175.1
OG0017793	evm.model.RL_3.947	XP_013722455.2, XP_048616152.1
OG0017794	evm.model.RL_8.1590	XP_013642290.2, XP_048608294.1
OG0017795	evm.model.RL_3.42	XP_048625933.1, XP_022571326.1
OG0017796	evm.model.RL_3.161	XP_048595666.1
OG0017797	evm.model.RL_1.883	XP_022575570.1
OG0017798	evm.model.RL_2.2294	XP_013738043.1, XP_013671646.1
OG0017799	evm.model.RL_1.1087	XP_013747500.1, XP_013646513.2
OG0017800	evm.model.RL_8.978	XP_013680899.2, XP_048606866.1, XP_013680911.2
OG0017801	evm.model.RL_8.1124	XP_013683944.2, XP_013684008.1
OG0017802	evm.model.RL_8.1204	XP_013656340.1, XP_013702443.2
OG0017803	evm.model.RL_8.1258	XP_022570809.1, XP_013711638.1
OG0017805	evm.model.RL_8.1376	XP_013687789.2, XP_013680642.2
OG0017806	evm.model.RL_2.1434	XP_013700306.2, XP_013728077.1
OG0017808	evm.model.RL_8.1476	XP_013674744.1, XP_013715145.1
OG0017809	evm.model.RL_8.1793	XP_013667043.2, XP_013714703.1
OG0017810	evm.model.RL_8.1844	XP_013682462.1, XP_013733122.2
OG0017811	evm.model.RL_4.2298	XP_022549291.1, XP_013667938.2
OG0017812	evm.model.RL_4.2319	XP_022549303.1, XP_013667976.1
OG0017814	evm.model.RL_4.2553	XP_013723225.1, XP_048598402.1
OG0017815	evm.model.RL_4.2583	XP_048625259.1, XP_048627787.1, XP_013681789.1
OG0017816	evm.model.RL_4.2651	XP_013715438.2, XP_048625374.1
OG0017817	evm.model.RL_4.2691	XP_013715655.2, XP_022549472.2
OG0017818	evm.model.RL_4.2696	XP_013715449.3, XP_048623113.1
OG0017820	evm.model.RL_4.2748	XP_048598466.1, XP_048623136.1
OG0017821	evm.model.RL_4.2796	XP_013734961.1, XP_013715343.2
OG0017822	evm.model.RL_4.2798	XP_022565558.2, XP_013715604.2, XP_048602670.1, XP_013718976.2
OG0017823	evm.model.RL_2.1317	XP_022552957.1, XP_013655961.1
OG0017824	evm.model.RL_2.1343	XP_013690538.1, XP_013723424.2
OG0017825	evm.model.RL_1.2233	XP_022544382.2, XP_048618735.1
OG0017826	evm.model.RL_2.1444	XP_013719427.1, XP_013652988.2
OG0017828	evm.model.RL_2.1638	XP_013717263.1, XP_013717225.1
OG0017829	evm.model.RL_2.1762	XP_013672077.2, XP_022550396.2
OG0017832	evm.model.RL_5.2621	XP_013662654.1, XP_013717354.1
OG0017834	evm.model.RL_5.2481	XP_013653147.2, XP_013672373.1
OG0017835	evm.model.RL_5.2430	XP_013701673.2, XP_048616943.1
OG0017836	evm.model.RL_5.2424	XP_013715001.1, XP_013674118.1
OG0017837	evm.model.RL_5.2332	XP_013676445.1, XP_048638316.1
OG0017838	evm.model.RL_5.2356	XP_013705406.2, XP_013710311.2
OG0017839	evm.model.RL_5.2365	XP_048593618.1, XP_048622149.1
OG0017840	evm.model.RL_5.3036	XP_013656915.2, XP_048593901.1
OG0017842	evm.model.RL_5.2933	XP_013655075.2
OG0017843	evm.model.RL_5.2882	XP_013659628.1, XP_013705627.1
OG0017844	evm.model.RL_5.2875	XP_013706934.1, XP_013662447.1
OG0017845	evm.model.RL_2.3074	XP_022572819.1, XP_013643260.2
OG0017847	evm.model.RL_2.3232	XP_048600984.1, XP_048634051.1
OG0017848	evm.model.RL_2.3242	XP_048600979.1, XP_013736262.2
OG0017849	evm.model.RL_2.3255	XP_022557042.1, XP_013706378.2
OG0017850	evm.model.RL_2.3264	XP_013656595.1, XP_022555735.1
OG0017851	evm.model.RL_2.3289	XP_022568754.1, XP_013722975.1
OG0017852	evm.model.RL_2.3312	XP_048627738.1, XP_013684524.2, XP_013689397.2
OG0017853	evm.model.RL_2.3343	XP_048633741.1, XP_013736230.2
OG0017854	evm.model.RL_2.3385	XP_013707231.1, XP_013644959.2
OG0017855	evm.model.RL_2.471	XP_013705510.2, XP_048633338.1
OG0017856	evm.model.RL_2.454	XP_013674617.2, XP_048633345.1
OG0017857	evm.model.RL_2.376	XP_013725643.2
OG0017858	evm.model.RL_2.272	XP_013743162.1, XP_013728615.3
OG0017859	evm.model.RL_6.1583	XP_013744535.2
OG0017860	evm.model.RL_6.1604	XP_048609472.1, XP_048629160.1, XP_013741679.2
OG0017861	evm.model.RL_8.852	XP_013654822.1, XP_013670474.2
OG0017862	evm.model.RL_8.873	XP_048598990.1, XP_013659058.2
OG0017864	evm.model.RL_6.1455	XP_013748497.1, XP_013642143.2
OG0017865	evm.model.RL_4.654	XP_013659683.1, XP_013746910.1
OG0017866	evm.model.RL_4.677	XP_013713974.2, XP_022576367.1
OG0017867	evm.model.RL_4.680	XP_013727393.3, XP_013687769.2
OG0017868	evm.model.RL_8.801	XP_048614549.1
OG0017869	evm.model.RL_8.760	XP_013732867.1, XP_013719755.1
OG0017870	evm.model.RL_8.759	XP_013732864.1, XP_048606898.1
OG0017871	evm.model.RL_8.713	XP_013687932.1, XP_013749247.1
OG0017872	evm.model.RL_8.695	XP_013691613.1, XP_048614397.1
OG0017873	evm.model.RL_3.851, evm.model.RL_8.691	XP_013718607.2, XP_013669552.1
OG0017874	evm.model.RL_8.644	XP_013742151.2, XP_048596792.1
OG0017875	evm.model.RL_8.583	XP_013659539.2, XP_022556178.1
OG0017876	evm.model.RL_8.524	XP_013676962.1, XP_013657300.2
OG0017877	evm.model.RL_4.337	XP_013688888.2, XP_013713260.2
OG0017878	evm.model.RL_4.281	XP_013681731.2, XP_022561329.1
OG0017879	evm.model.RL_4.247	XP_013677921.1, XP_013677920.2
OG0017880	evm.model.RL_4.191.2.687c86cd	XP_048618336.1, XP_013698156.2
OG0017881	evm.model.RL_4.163	XP_048620135.1
OG0017882	evm.model.RL_4.139	XP_013743294.1, XP_013659461.1
OG0017883	evm.model.RL_4.103	XP_022543729.2, XP_022561888.1
OG0017884	evm.model.RL_2.620	XP_013688352.1, XP_013679207.2
OG0017885	evm.model.RL_4.6.5.687c86cc	XP_022561893.2, XP_022543714.2
OG0017887	evm.model.RL_2.638	XP_013746786.2, XP_022545597.2
OG0017888	evm.model.RL_2.590	XP_022569932.2, XP_013680236.2
OG0017889	evm.model.RL_2.755	XP_013743603.2, XP_013641648.1
OG0017890	evm.model.RL_2.790	XP_013647008.1, XP_013708178.2
OG0017891	evm.model.RL_2.795	XP_013652848.1, XP_048620408.1
OG0017892	evm.model.RL_2.805	XP_013732603.1, NP_001302598.1
OG0017894	evm.model.RL_2.861	XP_048634303.1, XP_013723163.2
OG0017896	evm.model.RL_2.909	XP_013708716.1, XP_013695457.2
OG0017897	evm.model.RL_2.910	XP_013742873.2, NP_001303215.1
OG0017898	evm.model.RL_2.942	XP_013686748.1, XP_048634013.1
OG0017899	evm.model.RL_2.949	XP_013746624.2, XP_013690911.1
OG0017900	evm.model.RL_2.970	XP_013644414.1, XP_013734378.1
OG0017901	evm.model.RL_2.1087	XP_013674641.1, XP_013651791.1
OG0017902	evm.model.RL_7.528	XP_013647164.2, XP_013675509.2
OG0017903	evm.model.RL_2.38	XP_013743311.3, XP_013687040.1
OG0017904	evm.model.RL_2.101.2.687c86df	XP_013743372.2, XP_013687072.1
OG0017905	evm.model.RL_6.2861	XP_013734881.1, XP_013734856.2
OG0017906	evm.model.RL_6.2831	XP_013751991.2, XP_013687368.2
OG0017907	evm.model.RL_6.2799	XP_013710495.1, XP_013747627.1, XP_013750948.1
OG0017908	evm.model.RL_6.2680	XP_022575365.1, XP_022557321.1, XP_013690578.1
OG0017909	evm.model.RL_6.2666	XP_013691952.1, XP_013748160.1
OG0017910	evm.model.RL_6.2601	XP_013751067.3, XP_013691634.1
OG0017911	evm.model.RL_6.2548	XP_013692512.1, XP_013692695.1
OG0017912	evm.model.RL_6.2436	XP_013730818.1, XP_013717392.1
OG0017913	evm.model.RL_6.2423	XP_013673113.2, XP_013730817.2
OG0017914	evm.model.RL_6.2418	XP_013673103.1, XP_048609303.1
OG0017915	evm.model.RL_6.2406	XP_013657033.1, XP_013673089.2
OG0017916	evm.model.RL_6.2329	XP_013724352.1, XP_013681513.2
OG0017917	evm.model.RL_6.2345	XP_048608605.1
OG0017918	evm.model.RL_4.3406	XP_022554134.2, XP_048623751.1
OG0017920	evm.model.RL_4.3403	XP_013732730.2
OG0017921	evm.model.RL_4.3390	XP_013723479.2, XP_013730120.1
OG0017922	evm.model.RL_4.3351	XP_013720200.2
OG0017923	evm.model.RL_7.323	XP_013711834.1, XP_013711537.2
OG0017924	evm.model.RL_4.3172	XP_022563147.1
OG0017925	evm.model.RL_4.1680	XP_013667352.2, XP_013727586.2
OG0017926	evm.model.RL_4.1582	XP_013665896.2, XP_022568030.2
OG0017927	evm.model.RL_8.2084	XP_013711501.2, XP_022565984.1
OG0017928	evm.model.RL_8.2040	XP_022549062.1, XP_048624928.1
OG0017929	evm.model.RL_8.1971	XP_013701006.2, XP_048598942.1
OG0017930	evm.model.RL_8.2530	XP_048606641.1, XP_048637924.1
OG0017931	evm.model.RL_8.2555.2.687c8562	XP_013700900.1, XP_048616661.1, XP_013678370.1
OG0017932	evm.model.RL_8.2808	XP_013710089.1, XP_013653748.1
OG0017933	evm.model.RL_8.2817	XP_013653643.1, XP_013651737.1
OG0017934	evm.model.RL_8.2830	XP_013661392.2, XP_013688514.2
OG0017935	evm.model.RL_8.2851	XP_013688596.1, XP_013661386.1
OG0017936	evm.model.RL_8.14	XP_048595095.1, XP_013697605.2
OG0017937	evm.model.RL_8.15	XP_022571810.2, XP_013697889.2
OG0017938	evm.model.RL_4.77, evm.model.RL_8.31	XP_048595096.1, XP_048623035.1
OG0017939	evm.model.RL_8.63	XP_048596133.1
OG0017940	evm.model.RL_8.112	XP_022571040.2, XP_013660554.2
OG0017941	evm.model.RL_8.119	XP_013684341.2, XP_013735314.1
OG0017942	evm.model.RL_8.230	XP_013745264.1, XP_022550752.1
OG0017945	evm.model.RL_6.1266	XP_048610629.1, XP_048636755.1
OG0017946	evm.model.RL_6.1087	XP_013672904.1, XP_013730402.2
OG0017947	evm.model.RL_6.1073	XP_013707479.1, XP_048631842.1
OG0017948	evm.model.RL_5.637	XP_022546181.1, XP_013729527.2
OG0017949	evm.model.RL_6.782	XP_013653700.1
OG0017950	evm.model.RL_5.3702	XP_013640359.2, XP_013686511.1
OG0017952	evm.model.RL_6.495	XP_013734976.2, XP_013693630.2
OG0017953	evm.model.RL_1.70	XP_048636266.1, XP_048614351.1
OG0017954	evm.model.RL_1.60	XP_013684247.1, XP_013735635.2
OG0017955	evm.model.RL_1.567	XP_013735905.2, XP_013684451.1
OG0017956	evm.model.RL_1.44	XP_013735612.2, XP_013684266.1
OG0017957	evm.model.RL_1.20	XP_048632125.1, XP_013679602.3
OG0017958	evm.model.RL_1.17	XP_048629961.1, XP_013689835.1
OG0017959	evm.model.RL_1.6	XP_048631766.1, XP_022554870.1
OG0017960	evm.model.RL_1.765	XP_048613011.1, XP_013662449.1
OG0017961	evm.model.RL_4.3432	XP_013723288.1, XP_013648801.2
OG0017962	evm.model.RL_4.3422	XP_022553323.1
OG0017964	evm.model.RL_2.2206	XP_022546479.2, XP_048621727.1, XP_022573202.2, XP_013655538.2
OG0017965	evm.model.RL_2.2196	XP_013724496.1, XP_022573176.1
OG0017966	evm.model.RL_1.207	XP_048614239.1, XP_022575666.2
OG0017967	evm.model.RL_1.253	XP_013747666.2
OG0017968	evm.model.RL_1.266	XP_013745023.2, XP_013735738.2
OG0017969	evm.model.RL_1.270	XP_048614866.1, XP_013752013.2
OG0017970	evm.model.RL_1.277	XP_048612834.1, XP_013713053.2
OG0017971	evm.model.RL_1.280	XP_013714896.2, XP_013712974.2
OG0017972	evm.model.RL_1.366	XP_013640663.2, XP_048636155.1
OG0017973	evm.model.RL_1.373	XP_048631872.1, XP_022571975.2
OG0017974	evm.model.RL_1.392	XP_013750774.2, XP_013723577.1
OG0017975	evm.model.RL_4.784	XP_048635942.1, XP_048615238.1
OG0017976	evm.model.RL_1.458	XP_013750715.2, XP_048615405.1
OG0017977	evm.model.RL_1.457	XP_013732399.2, XP_048601682.1
OG0017978	evm.model.RL_1.488	XP_013693166.3, XP_048615395.1
OG0017979	evm.model.RL_1.506	XP_048636081.1, XP_048615391.1
OG0017980	evm.model.RL_1.570	XP_013646364.2, XP_048602218.1
OG0017982	evm.model.RL_1.709	XP_022575996.1
OG0017983	evm.model.RL_1.743	XP_013695690.1, XP_013750500.2
OG0017984	evm.model.RL_1.788	XP_013697666.2, XP_013750459.2
OG0017985	evm.model.RL_1.789	XP_013697667.1, XP_013750460.1
OG0017986	evm.model.RL_6.2047	XP_013734598.2
OG0017987	evm.model.RL_6.1722	XP_048634466.1, XP_048611014.1
OG0017988	evm.model.RL_6.1727	XP_013683576.2, XP_013740541.2
OG0017989	evm.model.RL_6.1730	XP_048631432.1, XP_013748436.1, XP_013691981.2
OG0017990	evm.model.RL_6.1851	XP_013682659.1, XP_013744753.1
OG0017991	evm.model.RL_6.1915	XP_048611369.1, XP_048636491.1
OG0017993	evm.model.RL_5.1384	XP_048638291.1, XP_013658844.3
OG0017994	evm.model.RL_5.1408	XP_048614080.1, XP_013641492.1
OG0017996	evm.model.RL_5.1536	XP_013712441.1, XP_013731192.1
OG0017997	evm.model.RL_5.1601	XP_013641761.2, XP_013744615.2
OG0017998	evm.model.RL_5.1658	XP_022546038.1, XP_022566525.2
OG0017999	evm.model.RL_5.1690	XP_013664614.1
OG0018000	evm.model.RL_5.1738	XP_013664641.3, XP_013664423.1
