Orthogroup	Cardamine_amara	Arabidopsis_lyrata_Rawat
OG0017192	evm.model.RL_5.3200	AL1G40250
OG0017193	evm.model.RL_5.3136	AL1G40980, AL1G40940
OG0017194	evm.model.RL_5.3137	AL1G40930
OG0017195	evm.model.RL_5.3138	AL1G40910
OG0017196	evm.model.RL_2.1956	AL7G28770
OG0017197	evm.model.RL_6.2233	AL4G39060
OG0017199	evm.model.RL_2.2072	AL7G27520
OG0017200	evm.model.RL_2.2295	AL7G24870
OG0017202	evm.model.RL_6.392	AL4G16000
OG0017203	evm.model.RL_6.412	AL4G16300
OG0017204	evm.model.RL_6.332	AL4G14830
OG0017205	evm.model.RL_6.311	AL4G14470
OG0017206	evm.model.RL_6.232	AL4G13280
OG0017207	evm.model.RL_6.206	AL4G12710, AL4G12770
OG0017208	evm.model.RL_6.170	AL4G12190
OG0017209	evm.model.RL_6.155	AL4G12060
OG0017210	evm.model.RL_6.111	AL4G11380
OG0017211	evm.model.RL_6.98	AL4G11270
OG0017212	evm.model.RL_6.61	AL4G10720
OG0017213	evm.model.RL_6.55	AL4G10670
OG0017214	evm.model.RL_6.44	AL4G10550
OG0017215	evm.model.RL_6.29	AL4G10300
OG0017216	evm.model.RL_6.26	AL4G10270
OG0017217	evm.model.RL_5.1319	AL1G26670
OG0017218	evm.model.RL_5.1257	AL1G26030
OG0017219	evm.model.RL_5.1203	AL1G25390
OG0017221	evm.model.RL_5.1146	AL1G24530
OG0017222	evm.model.RL_5.1143	AL1G24500
OG0017223	evm.model.RL_5.1121	AL1G23950
OG0017225	evm.model.RL_5.999	AL1G22450
OG0017226	evm.model.RL_5.951.1.687c88b0	AL1G21800
OG0017227	evm.model.RL_5.944	AL1G21720
OG0017228	evm.model.RL_5.940	AL1G21680
OG0017229	evm.model.RL_5.892	AL1G21040
OG0017230	evm.model.RL_5.844	AL1G20420
OG0017231	evm.model.RL_5.850	nbis-gene-59
OG0017232	evm.model.RL_5.802	AL1G19940
OG0017233	evm.model.RL_5.784	AL1G19720
OG0017235	evm.model.RL_5.779	AL1G19660
OG0017237	evm.model.RL_5.771.1.687c88af	AL1G19580
OG0017238	evm.model.RL_4.2839	AL6G17290
OG0017239	evm.model.RL_5.714	AL1G18960
OG0017240	evm.model.RL_5.575	AL1G17390
OG0017241	evm.model.RL_5.496	AL1G16410
OG0017242	evm.model.RL_5.483	AL1G16230
OG0017243	evm.model.RL_5.449	AL1G15840
OG0017246	evm.model.RL_5.358	AL1G14760
OG0017247	evm.model.RL_5.352	AL1G14720
OG0017248	evm.model.RL_5.314	AL1G14300
OG0017249	evm.model.RL_5.291	AL1G14000
OG0017250	evm.model.RL_5.265	AL1G13700
OG0017251	evm.model.RL_5.259	AL1G13640
OG0017252	evm.model.RL_5.220	AL1G13150
OG0017253	evm.model.RL_5.224	AL1G13180
OG0017254	evm.model.RL_5.225	AL1G13190
OG0017255	evm.model.RL_5.230	AL1G13300
OG0017256	evm.model.RL_5.236	AL1G13370
OG0017257	evm.model.RL_5.193	AL1G12830
OG0017258	evm.model.RL_5.179	AL1G12670
OG0017259	evm.model.RL_5.89	AL1G11720
OG0017260	evm.model.RL_5.85	AL1G11670
OG0017261	evm.model.RL_8.2885	AL1G10580
OG0017262	evm.model.RL_8.2892	AL1G10480
OG0017263	evm.model.RL_8.2916	AL1G10130
OG0017264	evm.model.RL_8.2924	AL1G10070
OG0017265	evm.model.RL_4.2171	AL6G25330
OG0017266	evm.model.RL_4.2174	AL6G25280
OG0017268	evm.model.RL_4.2179	AL6G25180
OG0017269	evm.model.RL_4.2133	AL6G25780
OG0017270	evm.model.RL_4.2132	AL6G25790
OG0017271	evm.model.RL_4.2130	AL6G25830
OG0017272	evm.model.RL_4.2098	AL6G26220
OG0017273	evm.model.RL_4.2108	AL6G26100
OG0017274	evm.model.RL_4.2020	AL6G27080
OG0017275	evm.model.RL_4.1997	nbis-gene-1528
OG0017276	evm.model.RL_4.1966	AL6G27750
OG0017277	evm.model.RL_4.1880	AL6G28720
OG0017278	evm.model.RL_4.1876	AL6G28760
OG0017279	evm.model.RL_4.1865	AL6G28870
OG0017280	evm.model.RL_3.1209	AL2G27120
OG0017281	evm.model.RL_4.1764	AL6G30270
OG0017282	evm.model.RL_4.1753	AL6G30370
OG0017283	evm.model.RL_4.1751	AL6G30390
OG0017284	evm.model.RL_4.1722	AL6G30780
OG0017285	evm.model.RL_4.1034	AL6G39610
OG0017286	evm.model.RL_4.1003	AL6G40110
OG0017287	evm.model.RL_4.969	AL6G40710
OG0017288	evm.model.RL_4.947	AL8G23420
OG0017289	evm.model.RL_4.929	AL8G23240
OG0017290	evm.model.RL_4.902	AL8G22730
OG0017291	evm.model.RL_4.789	nbis-gene-2058
OG0017292	evm.model.RL_4.815	AL8G21480
OG0017293	evm.model.RL_4.2259	AL6G24290
OG0017294	evm.model.RL_4.2264	AL6G24240
OG0017295	evm.model.RL_4.2861	AL6G16950
OG0017296	evm.model.RL_7.2538	AL5G12910
OG0017297	evm.model.RL_5.3985	AL1G64300
OG0017298	evm.model.RL_4.758	AL8G20250
OG0017299	evm.model.RL_4.3008	AL6G15150
OG0017300	evm.model.RL_4.3011	AL6G15120
OG0017301	evm.model.RL_4.3013	AL6G15090
OG0017302	evm.model.RL_4.3024	AL6G14990
OG0017303	evm.model.RL_4.3048	AL6G14590
OG0017304	evm.model.RL_4.1190	AL6G37280
OG0017305	evm.model.RL_4.1183	AL6G37370
OG0017307	evm.model.RL_5.1624	AL1G30280
OG0017308	evm.model.RL_4.1242	AL6G36490
OG0017309	evm.model.RL_4.1254	AL6G36330
OG0017310	evm.model.RL_4.1293	AL6G35830
OG0017311	evm.model.RL_4.1285	AL6G35960
OG0017312	evm.model.RL_4.1299	AL6G35730
OG0017313	evm.model.RL_4.1328	AL6G35430
OG0017314	evm.model.RL_4.1333	AL6G35330
OG0017315	evm.model.RL_4.1334	AL6G35320
OG0017316	evm.model.RL_4.1407	AL6G34350
OG0017317	evm.model.RL_4.1412	AL6G34300
OG0017318	evm.model.RL_8.2200	AL8G37940
OG0017319	evm.model.RL_8.1571	AL8G30270
OG0017320	evm.model.RL_8.2227	AL8G38200
OG0017321	evm.model.RL_8.2260	AL8G38630
OG0017322	evm.model.RL_8.2266	AL8G38690
OG0017323	evm.model.RL_8.2272	AL8G38750
OG0017324	evm.model.RL_8.2278	AL8G38840
OG0017325	evm.model.RL_8.2287	AL8G38980
OG0017326	evm.model.RL_8.2379.2.687c8561	AL3G51110
OG0017327	evm.model.RL_8.1932	AL8G34810
OG0017328	evm.model.RL_8.1926	nbis-gene-2168
OG0017329	evm.model.RL_8.1923	AL8G34710
OG0017330	evm.model.RL_7.1251, evm.model.RL_7.1336	AL5G31750
OG0017332	evm.model.RL_7.1295	AL5G31230
OG0017333	evm.model.RL_7.1311	AL5G30980
OG0017334	evm.model.RL_7.1320	AL5G30780
OG0017335	evm.model.RL_7.1366	AL5G30360
OG0017336	evm.model.RL_7.1389	AL5G30150
OG0017337	evm.model.RL_4.1696	AL6G31050
OG0017338	evm.model.RL_7.1495	AL5G28430
OG0017339	evm.model.RL_7.1501	AL5G28360
OG0017340	evm.model.RL_7.1530	AL5G27930
OG0017341	evm.model.RL_7.1549	AL5G27660
OG0017342	evm.model.RL_7.1558	AL5G27540
OG0017343	evm.model.RL_7.1591	AL5G27200
OG0017344	evm.model.RL_7.1607	AL5G27070
OG0017345	evm.model.RL_7.1634	AL5G26730
OG0017346	evm.model.RL_7.1674	AL5G26180
OG0017347	evm.model.RL_7.1694	AL5G25810
OG0017348	evm.model.RL_7.1724	AL5G25400
OG0017349	evm.model.RL_2.926	AL7G42210
OG0017354	evm.model.RL_7.1961	AL5G21330
OG0017355	evm.model.RL_4.1632	AL6G31690
OG0017356	evm.model.RL_3.1154	AL2G26490
OG0017357	evm.model.RL_3.1149	AL2G26420
OG0017358	evm.model.RL_4.2250	AL6G24390
OG0017359	evm.model.RL_3.1165	AL2G26680
OG0017360	evm.model.RL_3.1160	AL2G26590
OG0017361	evm.model.RL_3.1272	AL2G27800
OG0017362	evm.model.RL_3.1301.2.687c84bc	AL2G28270
OG0017363	evm.model.RL_3.1304	AL2G28300
OG0017364	evm.model.RL_8.1037	AL8G23560
OG0017365	evm.model.RL_3.1334	AL2G28590
OG0017366	evm.model.RL_3.1337	AL2G28620
OG0017367	evm.model.RL_3.1361	AL2G28880
OG0017368	evm.model.RL_3.1454	AL2G30040
OG0017369	evm.model.RL_3.546	AL2G30050
OG0017370	evm.model.RL_3.1467	AL2G30190
OG0017371	evm.model.RL_3.1498	AL2G30480
OG0017372	evm.model.RL_3.1513	AL2G30640
OG0017373	evm.model.RL_3.1515	AL2G30660
OG0017374	evm.model.RL_3.1554	AL6G46970, AL2G31150
OG0017375	evm.model.RL_3.2195	AL2G38240
OG0017376	evm.model.RL_3.2190	AL2G38190
OG0017377	evm.model.RL_3.2153	AL2G37690
OG0017378	evm.model.RL_3.2150	AL2G37660
OG0017379	evm.model.RL_3.2139	AL2G37560
OG0017380	evm.model.RL_3.2107	AL2G37180
OG0017381	evm.model.RL_3.2081	AL2G36880
OG0017382	evm.model.RL_3.2073	AL2G36770
OG0017383	evm.model.RL_3.2071	AL2G36750
OG0017384	evm.model.RL_3.2034	AL2G36280
OG0017385	evm.model.RL_3.1997	AL2G35870
OG0017386	evm.model.RL_3.1991	AL2G35780
OG0017387	evm.model.RL_5.1805	AL1G32460
OG0017388	evm.model.RL_3.1912	AL2G34880
OG0017389	evm.model.RL_3.1880	AL2G34560
OG0017390	evm.model.RL_3.1755	AL2G34200
OG0017391	evm.model.RL_4.1711	AL6G30900
OG0017392	evm.model.RL_3.1826	AL2G33970
OG0017393	evm.model.RL_2.643	AL7G44000
OG0017394	evm.model.RL_3.1782	AL2G33550
OG0017395	evm.model.RL_3.1774	AL2G33460
OG0017396	evm.model.RL_3.1746	AL2G33190
OG0017397	evm.model.RL_3.1736	AL2G33090
OG0017398	evm.model.RL_3.1721	AL2G32940
OG0017399	evm.model.RL_3.1702	AL2G32750
OG0017400	evm.model.RL_3.1649	AL2G32250
OG0017401	evm.model.RL_3.2250	AL2G38950
OG0017402	evm.model.RL_3.2276	AL2G39200
OG0017403	evm.model.RL_3.2316	AL2G39590
OG0017404	evm.model.RL_3.2350	AL2G40100
OG0017405	evm.model.RL_5.2276	AL2G40180
OG0017406	evm.model.RL_3.2372	AL2G40400
OG0017407	evm.model.RL_3.2383	AL2G40500
OG0017408	evm.model.RL_3.2390	AL2G40580
OG0017409	evm.model.RL_3.2461	AL2G41380
OG0017410	evm.model.RL_3.2475	AL2G41540
OG0017411	evm.model.RL_3.2495	AL2G41700
OG0017413	evm.model.RL_3.2507	AL2G41730
OG0017414	evm.model.RL_1.1195	nbis-gene-699
OG0017415	evm.model.RL_1.1221	AL3G24910
OG0017416	evm.model.RL_1.1242	AL3G25150
OG0017417	evm.model.RL_1.1265	AL3G25470
OG0017418	evm.model.RL_1.1286	AL3G25740
OG0017419	evm.model.RL_1.1293	AL3G25860
OG0017420	evm.model.RL_1.1378	AL3G26900
OG0017421	evm.model.RL_1.1379	AL3G26910
OG0017422	evm.model.RL_1.1422	AL3G27390
OG0017423	evm.model.RL_1.1432, evm.model.RL_1.1448	AL3G27530
OG0017424	evm.model.RL_1.1434.3.687c87ed	AL3G27550
OG0017425	evm.model.RL_1.1461	AL3G27840
OG0017426	evm.model.RL_1.1491	AL3G28270
OG0017427	evm.model.RL_1.1561	AL3G29030
OG0017428	evm.model.RL_1.1578	AL3G29290
OG0017429	evm.model.RL_1.1605	AL3G29710
OG0017431	evm.model.RL_1.1755.1.687c87ee	AL3G31730
OG0017432	evm.model.RL_1.1757	nbis-gene-729
OG0017433	evm.model.RL_1.1807	AL3G32360
OG0017435	evm.model.RL_1.1866	AL3G33060
OG0017436	evm.model.RL_1.1871	AL3G33100
OG0017437	evm.model.RL_1.1876	AL3G33160
OG0017438	evm.model.RL_1.1883	AL3G33190
OG0017439	evm.model.RL_1.1884	AL3G33200
OG0017440	evm.model.RL_1.2077	AL3G35640
OG0017441	evm.model.RL_1.2052	AL3G35360
OG0017442	evm.model.RL_1.2051	AL3G35350
OG0017444	evm.model.RL_1.2088	AL3G35750
OG0017445	evm.model.RL_1.2154	AL3G36760
OG0017446	evm.model.RL_8.1261	AL130U10020
OG0017448	evm.model.RL_1.2221	AL3G37870
OG0017449	evm.model.RL_1.2273	AL3G38580
OG0017450	evm.model.RL_1.2347	AL3G39970
OG0017451	evm.model.RL_1.2348.1.687c87ef	AL3G39980
OG0017452	evm.model.RL_1.2373	AL3G40440
OG0017453	evm.model.RL_1.2384	AL3G40620
OG0017454	evm.model.RL_6.482	AL4G17260
OG0017455	evm.model.RL_1.2506	AL3G42770
OG0017456	evm.model.RL_1.2579	AL3G44100
OG0017457	evm.model.RL_1.2608	AL3G45230
OG0017458	evm.model.RL_1.2624	AL3G45460
OG0017459	evm.model.RL_1.2549	AL3G43560
OG0017460	evm.model.RL_1.2663	AL3G45550
OG0017461	evm.model.RL_1.2684	AL3G45910
OG0017463	evm.model.RL_1.2819	AL3G52570
OG0017464	evm.model.RL_1.2898	AL3G50070
OG0017465	evm.model.RL_1.2928	AL3G50300
OG0017466	evm.model.RL_1.2950	AL3G50680, AL3G27500
OG0017467	evm.model.RL_1.2963	AL3G50820
OG0017468	evm.model.RL_1.3026	AL3G51740
OG0017469	evm.model.RL_1.3062	AL3G53100
OG0017471	evm.model.RL_1.3184	AL3G47990
OG0017472	evm.model.RL_1.3206	AL3G53280
OG0017473	evm.model.RL_1.3211	AL3G53360
OG0017474	evm.model.RL_2.2352	AL7G24200
OG0017475	evm.model.RL_1.3274	AL3G53920
OG0017476	evm.model.RL_1.3271	AL3G53900
OG0017477	evm.model.RL_1.3266	AL3G53850
OG0017478	evm.model.RL_1.3288	AL3G54130
OG0017479	evm.model.RL_1.3290	AL3G54160
OG0017480	evm.model.RL_5.4009	AL1G64510
OG0017481	evm.model.RL_5.3968	AL1G64000
OG0017482	evm.model.RL_5.3952	AL1G63800
OG0017483	evm.model.RL_5.3940	AL1G63630
OG0017484	evm.model.RL_5.3911	AL1G63310
OG0017485	evm.model.RL_5.3901	AL1G63210
OG0017486	evm.model.RL_5.3898	AL1G63150
OG0017487	evm.model.RL_5.3897	AL1G63140
OG0017488	evm.model.RL_5.3883	AL1G62930
OG0017489	evm.model.RL_5.3855	AL1G62630
OG0017490	evm.model.RL_5.3832	AL1G62350
OG0017491	evm.model.RL_5.3771	AL1G61470
OG0017492	evm.model.RL_5.3769	AL1G61450
OG0017493	evm.model.RL_5.3723	AL1G60900
OG0017494	evm.model.RL_5.3717	AL1G60810
OG0017495	evm.model.RL_5.1983	AL1G58290
OG0017496	evm.model.RL_5.1987	AL1G58240
OG0017497	evm.model.RL_5.2015	nbis-gene-272
OG0017499	evm.model.RL_5.2120	AL1G55800
OG0017500	evm.model.RL_5.2128	AL1G55680
OG0017501	evm.model.RL_5.2130	AL1G55660
OG0017502	evm.model.RL_5.2141	AL1G55320
OG0017504	evm.model.RL_5.2177	AL1G54950
OG0017505	evm.model.RL_2.1178.1.687c86e2	AL7G38750
OG0017506	evm.model.RL_2.1174	AL7G38800
OG0017507	evm.model.RL_2.1118	AL7G39510
OG0017508	evm.model.RL_2.1107	AL7G39670
OG0017509	evm.model.RL_2.1106	AL7G39680
OG0017510	evm.model.RL_5.2890	AL1G44410
OG0017511	evm.model.RL_6.1539	AL4G30480
OG0017512	evm.model.RL_6.1532	AL4G30410
OG0017513	evm.model.RL_7.1170	AL5G32730
OG0017514	evm.model.RL_7.1168	AL5G32750
OG0017516	evm.model.RL_7.1107	AL5G33570
OG0017518	evm.model.RL_7.1088	AL5G33810
OG0017519	evm.model.RL_7.1017	AL5G34670
OG0017520	evm.model.RL_7.1012	AL5G34740
OG0017521	evm.model.RL_7.1011	AL5G34750
OG0017522	evm.model.RL_7.997	AL5G34820
OG0017523	evm.model.RL_7.978	AL5G35030
OG0017524	evm.model.RL_7.936	AL5G35490
OG0017525	evm.model.RL_7.953	AL5G35280
OG0017526	evm.model.RL_7.949	AL5G35320
OG0017527	evm.model.RL_7.882	AL5G36050
OG0017528	evm.model.RL_7.866	AL5G36160
OG0017529	evm.model.RL_7.918, evm.model.RL_7.863	AL5G36200
OG0017530	evm.model.RL_7.828	AL5G36490
OG0017531	evm.model.RL_7.817	AL5G36610
OG0017532	evm.model.RL_7.814	AL5G36630
OG0017533	evm.model.RL_7.796.2.687c84b6	AL5G36840
OG0017534	evm.model.RL_7.770	AL5G37200
OG0017535	evm.model.RL_7.777	AL5G37110
OG0017536	evm.model.RL_7.754	AL5G37380
OG0017537	evm.model.RL_7.752	AL5G37680
OG0017538	evm.model.RL_7.710	AL5G37980
OG0017539	evm.model.RL_7.636	AL5G38860
OG0017540	evm.model.RL_7.613	AL5G39100
OG0017541	evm.model.RL_7.497	AL5G40410
OG0017542	evm.model.RL_7.481	AL5G40590
OG0017543	evm.model.RL_7.457	AL5G40910
OG0017544	evm.model.RL_7.380	AL5G41940
OG0017545	evm.model.RL_7.378	AL5G41970
OG0017546	evm.model.RL_7.322	AL5G42660
OG0017547	evm.model.RL_7.1187	nbis-gene-1354
OG0017548	evm.model.RL_7.286	AL5G43080
OG0017549	evm.model.RL_7.284	AL5G43130
OG0017550	evm.model.RL_7.188	AL5G44370
OG0017551	evm.model.RL_7.145.1.687c84b3	AL5G44940
OG0017552	evm.model.RL_7.104	AL5G45390
OG0017553	evm.model.RL_7.95	AL5G45480
OG0017554	evm.model.RL_7.27	AL5G46200
OG0017555	evm.model.RL_7.18	AL5G46300
OG0017556	evm.model.RL_7.275	AL5G43230
OG0017557	evm.model.RL_5.3981	AL1G64250
OG0017558	evm.model.RL_5.3750	AL1G61210
OG0017559	evm.model.RL_5.3727	AL1G60930
OG0017560	evm.model.RL_5.1925	AL1G59320
OG0017561	evm.model.RL_1.156, evm.model.RL_1.726	AL1G59060
OG0017562	evm.model.RL_2.1126	AL7G39460
OG0017563	evm.model.RL_7.1773	AL5G20630, AL5G24610
OG0017564	evm.model.RL_7.1600	AL5G27120
OG0017565	evm.model.RL_7.1412	nbis-gene-1336
OG0017566	evm.model.RL_7.1152	AL5G32980
OG0017567	evm.model.RL_7.1169	AL5G33290, AL5G32740
OG0017568	evm.model.RL_7.1232	AL5G31980
OG0017569	evm.model.RL_7.1085	AL5G33860
OG0017572	evm.model.RL_7.940	AL5G35440
OG0017573	evm.model.RL_7.938	AL5G35470
OG0017574	evm.model.RL_7.931	AL5G35540
OG0017575	evm.model.RL_7.838	AL5G36350
OG0017576	evm.model.RL_7.795	AL5G36850
OG0017577	evm.model.RL_7.762	AL5G37280
OG0017579	evm.model.RL_7.506	AL5G40320
OG0017580	evm.model.RL_7.61	AL5G45840
OG0017581	evm.model.RL_8.2855	AL8G45540
OG0017584	evm.model.RL_3.1723	AL1G55010
OG0017586	evm.model.RL_8.538	AL6G47340
OG0017587	evm.model.RL_8.613	AL6G46250
OG0017588	evm.model.RL_6.1576	AL4G30880
OG0017589	evm.model.RL_6.1670	AL4G31910
OG0017590	evm.model.RL_6.1941	AL4G35570
OG0017591	evm.model.RL_6.1998	AL4G36140
OG0017592	evm.model.RL_6.2101	AL4G37450
OG0017593	evm.model.RL_6.2239	AL4G39130
OG0017594	evm.model.RL_6.2352, evm.model.RL_6.2318	AL4G40700
OG0017595	evm.model.RL_6.2314	AL4G40200
OG0017596	evm.model.RL_6.2327	AL4G40400
OG0017597	evm.model.RL_6.2390	AL4G41210
OG0017598	evm.model.RL_6.2863	AL4G46690
OG0017599	evm.model.RL_3.2318	AL2G39610
OG0017600	evm.model.RL_3.2185	AL2G38090
OG0017601	evm.model.RL_3.2036	AL2G36300
OG0017602	evm.model.RL_3.1911	AL2G34870
OG0017603	evm.model.RL_2.2284	AL7G24850
OG0017604	evm.model.RL_3.1699	AL2G32730
OG0017605	evm.model.RL_2.2319	AL7G24540
OG0017606	evm.model.RL_2.2324	AL7G24480
OG0017607	evm.model.RL_2.2530	AL7G22070
OG0017608	evm.model.RL_2.2579	AL7G21450
OG0017609	evm.model.RL_2.2678	AL7G20380
OG0017610	evm.model.RL_2.2849	AL7G18180
OG0017611	evm.model.RL_2.2842	AL7G18270
OG0017612	evm.model.RL_2.2988	AL7G16590
OG0017614	evm.model.RL_8.2876	AL1G10670
OG0017616	evm.model.RL_5.253	AL1G13590
OG0017617	evm.model.RL_5.427	AL1G15600
OG0017618	evm.model.RL_5.533	AL1G16810
OG0017619	evm.model.RL_5.542	AL1G16940
OG0017620	evm.model.RL_5.671	AL1G18580
OG0017621	evm.model.RL_5.685	AL1G18680
OG0017622	evm.model.RL_5.1035	AL1G22830
OG0017623	evm.model.RL_5.1255	AL1G26010
OG0017624	evm.model.RL_5.1278	AL1G26240
OG0017625	evm.model.RL_5.1395	AL1G27520
OG0017627	evm.model.RL_5.1811	AL1G32530
OG0017628	evm.model.RL_5.3519	AL1G35980
OG0017629	evm.model.RL_5.3457	AL1G36630
OG0017630	evm.model.RL_3.1516	AL2G30670
OG0017631	evm.model.RL_3.1446	AL2G29930
OG0017632	evm.model.RL_3.1390	AL2G29180
OG0017633	evm.model.RL_3.1341	AL2G28660
OG0017634	evm.model.RL_3.1294.1.687c84bc	AL2G28130
OG0017635	evm.model.RL_3.1216	nbis-gene-563
OG0017636	evm.model.RL_3.716	AL1G65720
OG0017637	evm.model.RL_3.643	AL1G66670
OG0017638	evm.model.RL_3.382	AL2G15820
OG0017639	evm.model.RL_3.239	AL2G13400
OG0017641	evm.model.RL_3.67, evm.model.RL_3.68	AL2G10860
OG0017642	evm.model.RL_1.3189, evm.model.RL_1.3188	AL3G47945
OG0017643	evm.model.RL_1.2816	AL3G52530
OG0017644	evm.model.RL_2.1653	AL7G32540
OG0017645	evm.model.RL_1.2234	AL3G38000
OG0017646	evm.model.RL_2.2269	AL7G25210, AL7G25190
OG0017647	evm.model.RL_1.1776.1.687c87ee	AL3G31950
OG0017648	evm.model.RL_1.1487	AL3G28230
OG0017650	evm.model.RL_1.1173	AL3G24430
OG0017651	evm.model.RL_1.1032	AL3G22780
OG0017652	evm.model.RL_1.905	AL3G21210
OG0017653	evm.model.RL_1.774	AL3G19660
OG0017654	evm.model.RL_1.548	AL3G16990
OG0017655	evm.model.RL_2.649	AL7G43850
OG0017656	evm.model.RL_1.371	AL3G14610
OG0017657	evm.model.RL_1.89	AL3G10910
OG0017658	evm.model.RL_4.3245	AL6G12240
OG0017659	evm.model.RL_4.2937	AL6G16030
OG0017660	evm.model.RL_2.2116	AL7G27020
OG0017661	evm.model.RL_4.2882	AL6G16710
OG0017662	evm.model.RL_4.2845	AL6G17210
OG0017663	evm.model.RL_8.1998, evm.model.RL_8.1992	AL8G35500
OG0017664	evm.model.RL_4.2833	AL6G17360
OG0017665	evm.model.RL_6.459	AL4G40350
OG0017666	evm.model.RL_8.32	AL6G53290
OG0017667	evm.model.RL_6.326	AL4G14740
OG0017668	evm.model.RL_2.1760	AL7G31030
OG0017669	evm.model.RL_2.1724	AL7G31530
OG0017670	evm.model.RL_2.1625	AL7G32940
OG0017671	evm.model.RL_2.1642	AL7G32760
OG0017672	evm.model.RL_5.2884	AL1G44530
OG0017673	evm.model.RL_5.3054	AL1G42040
OG0017674	evm.model.RL_5.3112	AL1G41320
OG0017675	evm.model.RL_5.2278	AL1G53280
OG0017676	evm.model.RL_5.2303	AL1G52650
OG0017677	evm.model.RL_5.2263	AL1G53470
OG0017679	evm.model.RL_6.1286	AL4G27220
OG0017682	evm.model.RL_6.970	AL4G23180, AL228U10010
OG0017683	evm.model.RL_6.955	AL4G22870
OG0017684	evm.model.RL_6.825	AL4G21340
OG0017685	evm.model.RL_4.2679	nbis-gene-1493
OG0017686	evm.model.RL_4.2582	AL6G20430
OG0017687	evm.model.RL_4.2419	AL6G22410
OG0017688	evm.model.RL_4.891	AL8G22620
OG0017689	evm.model.RL_2.1079	AL7G39980
OG0017690	evm.model.RL_2.15	AL7G49630
OG0017691	evm.model.RL_2.111	AL7G48250
OG0017692	evm.model.RL_7.2452	AL5G14220
OG0017693	evm.model.RL_8.1670	AL8G31460
OG0017694	evm.model.RL_8.1988	AL8G35460
OG0017695	evm.model.RL_8.2018	AL8G35800
OG0017696	evm.model.RL_4.1436	AL6G34010
OG0017699	evm.model.RL_4.1139	AL6G38150
OG0017701	evm.model.RL_8.2610	AL8G42770
OG0017703	evm.model.RL_5.698	AL1G18810
OG0017704	evm.model.RL_5.3362	AL1G38280
OG0017709	evm.model.RL_3.958	AL2G22840
OG0017710	evm.model.RL_3.2218	AL2G38530
OG0017714	evm.model.RL_6.237	AL4G13410
OG0017716	evm.model.RL_6.1674	AL4G31960
OG0017718	evm.model.RL_7.1002	AL5G34780
OG0017720	evm.model.RL_4.2524	AL6G21100
OG0017721	evm.model.RL_4.1247	AL6G36430
OG0017722	evm.model.RL_8.645	AL6G45740
OG0017723	evm.model.RL_2.1958	AL7G28750
OG0017727	evm.model.RL_2.1231	AL7G38000
OG0017728	evm.model.RL_2.415	AL7G52730
OG0017729	evm.model.RL_8.1173	AL8G24850
OG0017751	evm.model.RL_2.2383	nbis-gene-1766
OG0017752	evm.model.RL_2.2388	AL7G23820
OG0017753	evm.model.RL_2.2483	AL7G22660
OG0017754	evm.model.RL_2.2621.3.687c86e6	AL7G20920
OG0017755	evm.model.RL_2.2698	AL7G20130
OG0017756	evm.model.RL_2.2730	AL7G19610
OG0017758	evm.model.RL_5.1963	AL1G58720
OG0017759	evm.model.RL_2.3005	AL7G16370
OG0017760	evm.model.RL_2.3038	AL7G16080
OG0017761	evm.model.RL_2.2818	AL7G18650
OG0017762	evm.model.RL_5.2732	AL1G46430
OG0017763	evm.model.RL_5.2716	AL1G46610
OG0017764	evm.model.RL_5.2708	AL1G46760
OG0017765	evm.model.RL_2.1266	AL7G37590
OG0017766	evm.model.RL_3.763	AL1G64970
OG0017767	evm.model.RL_3.675	AL1G66130
OG0017768	evm.model.RL_3.488	AL2G16690
OG0017769	evm.model.RL_3.483	AL2G16620
OG0017770	evm.model.RL_3.437	AL2G15990
OG0017772	evm.model.RL_7.2669	AL5G10150
OG0017773	evm.model.RL_7.2674	AL5G10220
OG0017774	evm.model.RL_7.2678	AL5G10290
OG0017775	evm.model.RL_7.2685	AL5G10390
OG0017776	evm.model.RL_7.2696	AL5G10510
OG0017777	evm.model.RL_7.2719	AL5G10840
OG0017778	evm.model.RL_7.2557	AL5G12600
OG0017779	evm.model.RL_7.2549	AL5G12760
OG0017781	evm.model.RL_7.2523	AL5G13090, AL5G13130
OG0017783	evm.model.RL_7.2349	AL5G15650
OG0017784	evm.model.RL_7.2285	AL5G16520
OG0017785	evm.model.RL_7.2282.1.687c84bc	AL5G16550
OG0017786	evm.model.RL_7.2235.1.687c84bc	AL5G17350
OG0017787	evm.model.RL_7.2180	AL5G18260
OG0017788	evm.model.RL_7.2099	AL5G19140
OG0017789	evm.model.RL_3.1009	AL2G24080
OG0017790	evm.model.RL_7.2628	AL5G11050
OG0017791	evm.model.RL_3.969	AL2G23290
OG0017792	evm.model.RL_3.949	AL2G22560
OG0017793	evm.model.RL_3.947	AL2G22550
OG0017794	evm.model.RL_8.1590	nbis-gene-2139
OG0017795	evm.model.RL_3.42	AL2G10510
OG0017796	evm.model.RL_3.161	nbis-gene-371
OG0017797	evm.model.RL_1.883	AL3G20960
OG0017798	evm.model.RL_2.2294	AL7G24890
OG0017799	evm.model.RL_1.1087	AL3G23330
OG0017800	evm.model.RL_8.978	AL6G41770
OG0017801	evm.model.RL_8.1124	AL8G24300
OG0017802	evm.model.RL_8.1204	AL8G25170
OG0017803	evm.model.RL_8.1258	AL8G25860
