Orthogroup	Cardamine_amara	Cardamine_glauca
OG0015359	evm.model.RL_4.3232	Cg008G283810
OG0015360	evm.model.RL_4.3230	Cg008G283830
OG0015361	evm.model.RL_4.3209	Cg008G284000
OG0015362	evm.model.RL_8.1389.1.687c855b	Cg003G099740
OG0015364	evm.model.RL_4.3187	Cg008G284200
OG0015365	evm.model.RL_4.3165	Cg008G284410
OG0015366	evm.model.RL_4.2596	Cg008G290250
OG0015367	evm.model.RL_4.3161	Cg008G284450
OG0015368	evm.model.RL_4.3146	Cg008G284580
OG0015369	evm.model.RL_4.3141	Cg008G284630
OG0015370	evm.model.RL_4.3135	Cg008G284710
OG0015371	evm.model.RL_4.3121	Cg008G284850
OG0015372	evm.model.RL_4.3103	Cg008G285070
OG0015373	evm.model.RL_4.3102	Cg008G285080
OG0015374	evm.model.RL_4.1714	Cg008G299820
OG0015375	evm.model.RL_4.1623	Cg008G300720
OG0015376	evm.model.RL_4.1634	Cg008G300610
OG0015377	evm.model.RL_4.1571	Cg008G301280
OG0015378	evm.model.RL_4.1565	Cg008G301340
OG0015379	evm.model.RL_2.2285	Cg001G012970
OG0015380	evm.model.RL_4.1556	Cg008G301430
OG0015381	evm.model.RL_4.1552	Cg008G301480
OG0015382	evm.model.RL_4.1535	Cg008G301630
OG0015383	evm.model.RL_4.1518.1.687c86d4	Cg008G301810
OG0015384	evm.model.RL_4.1511	Cg008G301890
OG0015385	evm.model.RL_4.1485.3.687c86d4	Cg008G302050
OG0015386	evm.model.RL_4.1473	Cg008G302200
OG0015387	evm.model.RL_4.1467	Cg008G302260
OG0015388	evm.model.RL_4.1453	Cg008G302470
OG0015389	evm.model.RL_8.2142	Cg003G108430
OG0015390	evm.model.RL_8.2127.3.687c855f	Cg003G108280
OG0015391	evm.model.RL_8.2124.1.687c855f	Cg003G108250
OG0015393	evm.model.RL_3.1107	Cg007G267200
OG0015394	evm.model.RL_8.2079	Cg003G107750
OG0015395	evm.model.RL_8.2061	Cg003G107500
OG0015396	evm.model.RL_8.2054	Cg003G107440
OG0015397	evm.model.RL_8.2022	Cg003G107050
OG0015398	evm.model.RL_8.1984_evm.model.RL_8.1986.1.687c97c3	Cg003G106680
OG0015399	evm.model.RL_8.2027	Cg003G107100
OG0015400	evm.model.RL_8.2006	Cg003G106850
OG0015401	evm.model.RL_8.2389	Cg003G110940
OG0015402	evm.model.RL_8.2399	Cg003G111090
OG0015403	evm.model.RL_8.2402	Cg003G111130
OG0015404	evm.model.RL_8.2405	Cg003G111180
OG0015405	evm.model.RL_8.2406	Cg003G111190
OG0015406	evm.model.RL_8.2408.2.687c8561	Cg003G111210
OG0015407	evm.model.RL_8.2410	Cg003G111220
OG0015408	evm.model.RL_8.2411	Cg003G111230
OG0015409	evm.model.RL_8.2431	Cg003G111440
OG0015410	evm.model.RL_8.2470, evm.model.RL_8.2462	Cg003G111750
OG0015411	evm.model.RL_8.2474	Cg003G111780
OG0015412	evm.model.RL_6.1947	Cg005G167930
OG0015413	evm.model.RL_8.2501	Cg003G112070
OG0015414	evm.model.RL_8.2513	Cg003G112210
OG0015415	evm.model.RL_8.2515	Cg003G112230
OG0015416	evm.model.RL_8.2518	Cg003G112250
OG0015417	evm.model.RL_8.2525	Cg003G112340
OG0015418	evm.model.RL_8.2528.1.687c8561	Cg003G112370
OG0015419	evm.model.RL_8.2534	Cg003G112420
OG0015420	evm.model.RL_8.2542	Cg003G112510
OG0015421	evm.model.RL_8.2549	Cg003G112580
OG0015422	evm.model.RL_8.2568	Cg003G112810
OG0015423	evm.model.RL_8.2573	Cg003G112860
OG0015424	evm.model.RL_8.2600	Cg003G113000
OG0015425	evm.model.RL_8.2616	Cg003G113280
OG0015426	evm.model.RL_8.2627	Cg003G113400
OG0015427	evm.model.RL_8.2639	Cg003G113540
OG0015428	evm.model.RL_8.2648	Cg003G113610
OG0015429	evm.model.RL_8.2660	Cg003G113720
OG0015430	evm.model.RL_8.2681	Cg003G113970
OG0015431	evm.model.RL_8.2683	Cg003G113990
OG0015432	evm.model.RL_8.2690	Cg003G114050
OG0015433	evm.model.RL_8.2698	Cg003G114140
OG0015434	evm.model.RL_8.2703	Cg003G114190
OG0015435	evm.model.RL_8.2708	Cg003G114250
OG0015436	evm.model.RL_8.2720	Cg003G114390
OG0015437	evm.model.RL_8.2721	Cg003G114400
OG0015438	evm.model.RL_8.2725	Cg003G114440
OG0015439	evm.model.RL_8.2746	Cg003G114700
OG0015440	evm.model.RL_6.457	Cg013G330200
OG0015441	evm.model.RL_8.2770	Cg003G114900
OG0015442	evm.model.RL_8.2773	Cg003G114930
OG0015443	evm.model.RL_8.2792	Cg003G115140
OG0015444	evm.model.RL_8.2803	Cg003G115280
OG0015445	evm.model.RL_8.2805	Cg003G115300
OG0015446	evm.model.RL_5.2416	Cg006G208190
OG0015447	evm.model.RL_8.2822	Cg003G115520
OG0015448	evm.model.RL_8.2828	Cg003G115580
OG0015449	evm.model.RL_8.2833	Cg003G115630
OG0015450	evm.model.RL_8.2844.1.687c8563	Cg003G115680
OG0015451	evm.model.RL_8.2857	Cg003G115830
OG0015452	evm.model.RL_7.2655	Cg003G096980, Cg003G115900
OG0015453	evm.model.RL_8.17	Cg003G075970
OG0015454	evm.model.RL_8.93	Cg003G076660, Cg014G332910
OG0015455	evm.model.RL_8.65	Cg003G076430, Cg014G333150
OG0015456	evm.model.RL_8.50	Cg014G333340, Cg003G076240
OG0015457	evm.model.RL_8.108	Cg014G332750, Cg003G076850
OG0015458	evm.model.RL_8.109	Cg014G332740, Cg003G076860
OG0015459	evm.model.RL_8.124	Cg003G077000, Cg014G332610
OG0015460	evm.model.RL_8.129	Cg003G077080, Cg014G332550
OG0015461	evm.model.RL_8.141	Cg014G332440, Cg003G077170
OG0015462	evm.model.RL_8.202	Cg003G077760, Cg014G331880
OG0015463	evm.model.RL_8.190	Cg014G332040, Cg003G077570
OG0015464	evm.model.RL_8.170	Cg003G077470, Cg014G332150
OG0015465	evm.model.RL_8.160	Cg003G077380, Cg014G332240
OG0015466	evm.model.RL_8.272	Cg014G330990, Cg003G078560
OG0015467	evm.model.RL_8.283	Cg003G078670, Cg014G330880
OG0015468	evm.model.RL_8.285	Cg014G330860, Cg003G078690
OG0015469	evm.model.RL_8.286	Cg014G330850, Cg003G078700
OG0015470	evm.model.RL_8.2583	Cg003G113180
OG0015471	evm.model.RL_8.319	Cg003G079000, Cg003G094950
OG0015472	evm.model.RL_4.441	Cg008G320450
OG0015473	evm.model.RL_4.447.1.687c86ce	Cg008G320350
OG0015474	evm.model.RL_4.449	Cg008G320330
OG0015475	evm.model.RL_4.450	Cg008G320320
OG0015476	evm.model.RL_4.467	Cg008G320020
OG0015477	evm.model.RL_4.478	Cg008G319890
OG0015478	evm.model.RL_4.482	Cg008G319830
OG0015479	evm.model.RL_4.492	Cg008G319730
OG0015480	evm.model.RL_4.496	Cg008G319690
OG0015481	evm.model.RL_4.498	Cg008G319660
OG0015482	evm.model.RL_4.535	Cg008G319050
OG0015483	evm.model.RL_6.1316	Cg005G174430
OG0015484	evm.model.RL_6.1381	Cg005G173730
OG0015485	evm.model.RL_6.1351	Cg005G174050
OG0015486	evm.model.RL_6.1305	Cg005G174570
OG0015487	evm.model.RL_6.1300	Cg005G174610
OG0015488	evm.model.RL_6.1299, evm.model.RL_1.2402	Cg005G174620
OG0015489	evm.model.RL_6.1288	Cg005G174750
OG0015490	evm.model.RL_6.1243	Cg005G175190
OG0015491	evm.model.RL_6.1230	Cg005G175310
OG0015492	evm.model.RL_6.1229	Cg005G175330
OG0015493	evm.model.RL_6.1176	Cg005G175860
OG0015494	evm.model.RL_6.1125	Cg005G176500
OG0015495	evm.model.RL_6.1113	Cg005G176690
OG0015496	evm.model.RL_6.1088	Cg005G176980
OG0015497	evm.model.RL_6.1012	Cg005G177860
OG0015498	evm.model.RL_6.986	Cg005G178270
OG0015499	evm.model.RL_6.972	Cg005G178470
OG0015500	evm.model.RL_6.966	Cg005G178580
OG0015501	evm.model.RL_6.962	Cg005G178630
OG0015502	evm.model.RL_6.934	Cg005G179000
OG0015503	evm.model.RL_6.919	Cg005G179180
OG0015504	evm.model.RL_6.913	Cg005G179210
OG0015505	evm.model.RL_6.911	Cg005G179240
OG0015506	evm.model.RL_6.907	Cg005G179290
OG0015507	evm.model.RL_6.903	Cg005G179330
OG0015508	evm.model.RL_6.883	Cg005G179620
OG0015509	evm.model.RL_6.770	Cg005G182150
OG0015510	evm.model.RL_6.772	Cg005G182110
OG0015511	evm.model.RL_6.785	Cg005G181860
OG0015512	evm.model.RL_6.799	Cg005G181590
OG0015514	evm.model.RL_6.824	Cg005G181090
OG0015515	evm.model.RL_6.747	Cg005G182570
OG0015516	evm.model.RL_6.744	Cg005G182620
OG0015517	evm.model.RL_6.733	Cg005G183020
OG0015518	evm.model.RL_6.729	Cg005G183200
OG0015519	evm.model.RL_6.741	Cg005G182690
OG0015520	evm.model.RL_6.720	Cg005G184470
OG0015521	evm.model.RL_1.2925	Cg004G153380
OG0015522	evm.model.RL_5.619.2.687c88ae	Cg006G238370
OG0015523	evm.model.RL_8.19	Cg003G075990
OG0015524	evm.model.RL_6.583	Cg005G184710
OG0015525	evm.model.RL_6.565	Cg005G185220
OG0015526	evm.model.RL_6.550	Cg005G185600
OG0015527	evm.model.RL_6.547	Cg005G185680
OG0015528	evm.model.RL_6.544	Cg005G185780
OG0015529	evm.model.RL_6.537	Cg005G186060
OG0015530	evm.model.RL_6.534	Cg005G186160
OG0015531	evm.model.RL_6.530	Cg005G186250
OG0015532	evm.model.RL_6.510	Cg005G186720
OG0015533	evm.model.RL_6.498	Cg005G186990
OG0015534	evm.model.RL_2.2254	Cg001G013290
OG0015535	evm.model.RL_1.68.2.687c87e9	Cg004G116550
OG0015536	evm.model.RL_1.58	Cg004G116460
OG0015537	evm.model.RL_1.34	Cg004G116210
OG0015538	evm.model.RL_1.30	Cg004G116170
OG0015539	evm.model.RL_5.3084.2.687c88bf	Cg006G218570
OG0015540	evm.model.RL_1.23	Cg004G116080
OG0015541	evm.model.RL_1.19	Cg004G116040
OG0015542	evm.model.RL_1.16	Cg004G115990
OG0015543	evm.model.RL_1.15	Cg004G115980
OG0015544	evm.model.RL_1.12	Cg004G115950
OG0015545	evm.model.RL_1.3	Cg008G281900
OG0015546	evm.model.RL_1.764	Cg004G124210
OG0015547	evm.model.RL_4.3433	Cg008G281930
OG0015548	evm.model.RL_4.3430	Cg008G281960
OG0015549	evm.model.RL_4.3429	Cg008G281970
OG0015550	evm.model.RL_6.1122	Cg005G176540
OG0015551	evm.model.RL_4.3427	Cg008G281990
OG0015552	evm.model.RL_4.3421	Cg008G282040
OG0015553	evm.model.RL_4.3418	Cg008G282060
OG0015554	evm.model.RL_4.3417	Cg008G282070
OG0015555	evm.model.RL_2.2172.3.687c86e5	Cg001G014140
OG0015556	evm.model.RL_2.2198	Cg001G013880
OG0015557	evm.model.RL_1.102	Cg004G116930
OG0015558	evm.model.RL_1.107	Cg004G116980
OG0015559	evm.model.RL_1.124	Cg004G117230
OG0015560	evm.model.RL_1.125	Cg004G117240
OG0015562	evm.model.RL_1.130	Cg004G117340
OG0015563	evm.model.RL_1.140.1.687c87e9	Cg004G117430
OG0015564	evm.model.RL_1.141	Cg004G117440
OG0015565	evm.model.RL_1.160	Cg004G117570
OG0015566	evm.model.RL_1.181	Cg004G117780
OG0015567	evm.model.RL_1.185	Cg004G117820
OG0015568	evm.model.RL_1.187	Cg004G117840
OG0015569	evm.model.RL_1.203	Cg004G117970
OG0015570	evm.model.RL_1.216	Cg004G118110
OG0015571	evm.model.RL_1.224	Cg004G118180
OG0015572	evm.model.RL_1.225	Cg004G118190
OG0015573	evm.model.RL_1.246	Cg004G118440
OG0015575	evm.model.RL_1.289	Cg004G119390
OG0015576	evm.model.RL_1.296	Cg004G119460
OG0015577	evm.model.RL_1.307	Cg004G119580
OG0015578	evm.model.RL_1.334	Cg004G119820
OG0015579	evm.model.RL_1.344	Cg004G119900
OG0015580	evm.model.RL_1.352	Cg004G119990
OG0015581	evm.model.RL_1.391	Cg004G120400
OG0015582	evm.model.RL_1.399	Cg004G120500
OG0015583	evm.model.RL_1.436	Cg004G120900
OG0015584	evm.model.RL_1.449.1.687c87ea	Cg004G121060
OG0015585	evm.model.RL_1.473.1.687c87ea	Cg004G121280
OG0015586	evm.model.RL_1.463	Cg004G121190
OG0015587	evm.model.RL_1.489	Cg004G121430
OG0015588	evm.model.RL_1.490	Cg004G121440
OG0015589	evm.model.RL_1.503	Cg004G121550
OG0015590	evm.model.RL_1.507	Cg004G121600
OG0015591	evm.model.RL_7.346	Cg002G046430
OG0015592	evm.model.RL_1.572	Cg004G122330
OG0015593	evm.model.RL_1.578	Cg004G122390
OG0015594	evm.model.RL_1.626	Cg004G122890
OG0015595	evm.model.RL_1.639	Cg004G123010
OG0015596	evm.model.RL_1.1167	Cg004G128410
OG0015597	evm.model.RL_1.644.2.687c87eb	Cg004G123100
OG0015598	evm.model.RL_1.647	Cg004G123130
OG0015599	evm.model.RL_1.654	Cg004G123200
OG0015600	evm.model.RL_1.632, evm.model.RL_1.656	Cg004G123220
OG0015601	evm.model.RL_1.674	Cg004G123380
OG0015602	evm.model.RL_1.677	Cg004G123400
OG0015603	evm.model.RL_1.691	Cg004G123570
OG0015604	evm.model.RL_1.700	Cg004G123640
OG0015605	evm.model.RL_1.711	Cg004G123750
OG0015606	evm.model.RL_1.715	Cg004G123790
OG0015607	evm.model.RL_1.718	Cg004G123820
OG0015608	evm.model.RL_1.730	Cg004G123900
OG0015609	evm.model.RL_1.738	Cg004G123960
OG0015610	evm.model.RL_1.740	Cg004G123970
OG0015611	evm.model.RL_1.754	Cg004G124100
OG0015612	evm.model.RL_1.804	Cg004G124620
OG0015613	evm.model.RL_1.806	Cg004G124640
OG0015614	evm.model.RL_6.2149	Cg005G165850
OG0015615	evm.model.RL_6.2146	Cg005G165870
OG0015616	evm.model.RL_6.2125	Cg005G166070
OG0015617	evm.model.RL_6.2108	Cg005G166260
OG0015618	evm.model.RL_6.2104	Cg005G166300
OG0015619	evm.model.RL_6.2075	Cg005G166620
OG0015620	evm.model.RL_6.2073	Cg005G166640
OG0015621	evm.model.RL_6.2032	Cg005G167080
OG0015622	evm.model.RL_6.2055	Cg005G166830
OG0015623	evm.model.RL_6.2024	Cg005G167170
OG0015624	evm.model.RL_6.2018	Cg005G167220
OG0015626	evm.model.RL_6.1680	Cg005G170640
OG0015627	evm.model.RL_6.1724	Cg005G170260
OG0015628	evm.model.RL_8.989	Cg003G085870, Cg003G089100
OG0015629	evm.model.RL_6.1733	Cg005G170160
OG0015630	evm.model.RL_6.1754	Cg005G169930
OG0015631	evm.model.RL_6.1771	Cg005G169780
OG0015632	evm.model.RL_6.1794, evm.model.RL_6.1791	Cg005G169570
OG0015633	evm.model.RL_6.1797	Cg005G169520
OG0015634	evm.model.RL_6.1873	Cg005G169410
OG0015635	evm.model.RL_6.1874	Cg005G169420
OG0015637	evm.model.RL_6.1864	Cg005G169310
OG0015638	evm.model.RL_6.1860	Cg005G169270
OG0015639	evm.model.RL_6.1859	Cg005G169260
OG0015640	evm.model.RL_6.1848	Cg005G169160
OG0015641	evm.model.RL_6.1831	Cg005G168970
OG0015642	evm.model.RL_6.1818	Cg005G168840
OG0015643	evm.model.RL_6.1816	Cg005G168820
OG0015644	evm.model.RL_6.1973	Cg005G167650
OG0015645	evm.model.RL_6.1966	Cg005G167730
OG0015646	evm.model.RL_6.1963	Cg005G167760
OG0015647	evm.model.RL_6.1922	Cg005G168190
OG0015648	evm.model.RL_6.1919	Cg005G168220
OG0015649	evm.model.RL_6.1911	Cg005G168320
OG0015651	evm.model.RL_6.1668	Cg005G170770
OG0015652	evm.model.RL_5.1420	Cg006G230220
OG0015653	evm.model.RL_5.1423.2.687c88b4	Cg006G230180
OG0015654	evm.model.RL_5.1459	Cg006G229830
OG0015655	evm.model.RL_5.1474	Cg006G229690
OG0015656	evm.model.RL_5.1490	Cg006G229520
OG0015657	evm.model.RL_5.1507	Cg006G229330
OG0015658	evm.model.RL_5.1538	Cg006G228980
OG0015659	evm.model.RL_5.1551	Cg006G228890
OG0015660	evm.model.RL_5.1568	Cg006G228710
OG0015661	evm.model.RL_5.1587	Cg006G228480
OG0015662	evm.model.RL_5.1586.1.687c88b5	Cg006G228490
OG0015663	evm.model.RL_5.1584	Cg006G228510
OG0015665	evm.model.RL_5.1577	Cg006G228600
OG0015666	evm.model.RL_5.1595	Cg006G228380
OG0015667	evm.model.RL_5.1607	Cg006G228240
OG0015668	evm.model.RL_5.1650	Cg006G227800
OG0015669	evm.model.RL_5.1643	Cg006G227850
OG0015670	evm.model.RL_5.1641	Cg006G227870
OG0015671	evm.model.RL_5.1631	Cg006G228000
OG0015672	evm.model.RL_3.1780	Cg007G274150
OG0015673	evm.model.RL_5.1704	Cg006G227350
OG0015674	evm.model.RL_5.1719	Cg006G227170
OG0015675	evm.model.RL_5.1722	Cg006G227130
OG0015676	evm.model.RL_5.1730	Cg006G227040
OG0015677	evm.model.RL_5.1743	Cg006G226930
OG0015678	evm.model.RL_5.1747	Cg006G226890
OG0015679	evm.model.RL_5.1766	Cg006G226680
OG0015680	evm.model.RL_5.1769	Cg006G226640
OG0015681	evm.model.RL_5.1772	Cg006G226610
OG0015682	evm.model.RL_5.1774	Cg006G226570
OG0015683	evm.model.RL_5.1842	Cg006G225850
OG0015684	evm.model.RL_5.3684	Cg006G225480
OG0015685	evm.model.RL_5.3681	Cg006G225450
OG0015686	evm.model.RL_5.3674	Cg006G225360
OG0015687	evm.model.RL_5.3658	Cg006G225120
OG0015688	evm.model.RL_5.3637	Cg006G224940
OG0015689	evm.model.RL_5.3598	Cg006G224440
OG0015690	evm.model.RL_5.3592	Cg006G224380
OG0015691	evm.model.RL_5.3591	Cg006G224370
OG0015692	evm.model.RL_5.3581	Cg006G224270
OG0015693	evm.model.RL_5.3576	Cg006G224220
OG0015694	evm.model.RL_5.3575	Cg006G224200
OG0015695	evm.model.RL_5.395	Cg006G240980
OG0015696	evm.model.RL_5.3549	Cg006G223840
OG0015697	evm.model.RL_5.3544	Cg006G223760
OG0015698	evm.model.RL_5.3517	Cg006G223480
OG0015699	evm.model.RL_5.3504	Cg006G223310
OG0015700	evm.model.RL_5.3496	Cg006G223230
OG0015701	evm.model.RL_5.3486	Cg006G223130
OG0015702	evm.model.RL_5.3471	Cg006G222960
OG0015703	evm.model.RL_5.3470	Cg006G222950
OG0015704	evm.model.RL_5.3464	Cg006G222890
OG0015705	evm.model.RL_5.3453	Cg006G222780
OG0015706	evm.model.RL_5.3447	Cg006G222670
OG0015707	evm.model.RL_5.3427	Cg006G222450
OG0015708	evm.model.RL_5.3393	Cg006G222000
OG0015709	evm.model.RL_5.3384	Cg006G221920
OG0015710	evm.model.RL_5.3375	Cg006G221840
OG0015711	evm.model.RL_5.554	Cg006G239170
OG0015712	evm.model.RL_5.3311	Cg006G221040
OG0015713	evm.model.RL_5.3299	Cg006G220920
OG0015714	evm.model.RL_5.3280.1.687c88c1	Cg006G220720
OG0015715	evm.model.RL_3.1293	Cg007G269360
OG0015716	evm.model.RL_5.3263	Cg006G220530
OG0015717	evm.model.RL_3.1265	Cg007G269010
OG0015718	evm.model.RL_5.3249	Cg006G220370
OG0015719	evm.model.RL_5.3238	Cg006G220260
OG0015720	evm.model.RL_5.3228	Cg006G220120
OG0015721	evm.model.RL_5.3201.1.687c88c0	Cg006G219770
OG0015722	evm.model.RL_5.3179	Cg006G219530
OG0015723	evm.model.RL_5.3176	Cg006G219500
OG0015724	evm.model.RL_5.1835	Cg006G225920
OG0015725	evm.model.RL_5.2306	Cg006G204200
OG0015726	evm.model.RL_5.2309	Cg006G204180
OG0015727	evm.model.RL_5.3143	Cg006G219140
OG0015728	evm.model.RL_2.1937	Cg001G016680
OG0015729	evm.model.RL_2.1943	Cg001G016610
OG0015730	evm.model.RL_2.1951	Cg001G016530
OG0015731	evm.model.RL_2.1959	Cg001G016390
OG0015732	evm.model.RL_2.1966	Cg001G016320
OG0015733	evm.model.RL_2.1976	Cg001G016230
OG0015734	evm.model.RL_6.462	Cg005G188130
OG0015735	evm.model.RL_2.1985	Cg001G016140
OG0015736	evm.model.RL_2.1989	Cg001G016100
OG0015737	evm.model.RL_2.1994	Cg001G016040
OG0015738	evm.model.RL_2.1995	Cg001G016030
OG0015739	evm.model.RL_2.2006.2.687c86e4	Cg001G015920
OG0015740	evm.model.RL_2.2018	Cg001G015750
OG0015741	evm.model.RL_2.2023	Cg001G015700
OG0015742	evm.model.RL_2.2041	Cg001G015520
OG0015743	evm.model.RL_2.2050	Cg001G015430
OG0015745	evm.model.RL_2.2060	Cg001G015330
OG0015746	evm.model.RL_2.2058	Cg001G015350
OG0015747	evm.model.RL_8.1288	Cg003G098430
OG0015748	evm.model.RL_5.704	Cg006G237580
OG0015749	evm.model.RL_2.2296	Cg001G012860
OG0015750	evm.model.RL_2.2288	Cg001G012940
OG0015751	evm.model.RL_6.426	Cg005G188370
OG0015752	evm.model.RL_6.381	Cg005G189180
OG0015753	evm.model.RL_6.390	Cg005G189120
OG0015754	evm.model.RL_6.354	Cg005G189810
OG0015755	evm.model.RL_6.270	Cg005G190880
OG0015756	evm.model.RL_6.252	Cg005G191120
OG0015757	evm.model.RL_6.239	Cg005G191230
OG0015758	evm.model.RL_6.233	Cg005G191330
OG0015759	evm.model.RL_6.228	Cg005G191430
OG0015760	evm.model.RL_2.2297	Cg001G012840
OG0015761	evm.model.RL_6.211	Cg005G191640
OG0015762	evm.model.RL_6.193	Cg005G191870
OG0015763	evm.model.RL_6.158	Cg005G192200
OG0015764	evm.model.RL_7.941	Cg002G052190
OG0015765	evm.model.RL_6.144	Cg005G192380
OG0015766	evm.model.RL_6.112	Cg005G192730
OG0015767	evm.model.RL_6.100	Cg005G192940
OG0015768	evm.model.RL_6.99	Cg005G192950
OG0015769	evm.model.RL_6.77	Cg005G193130
OG0015770	evm.model.RL_6.72	Cg005G193210
OG0015771	evm.model.RL_6.60	Cg005G193320
OG0015772	evm.model.RL_6.23	Cg005G193800
OG0015773	evm.model.RL_6.13	Cg005G193900
OG0015774	evm.model.RL_6.11	Cg005G193920
OG0015775	evm.model.RL_6.458	Cg013G330190
OG0015776	evm.model.RL_5.1300	Cg006G231380
OG0015777	evm.model.RL_5.1282	Cg006G231530
OG0015778	evm.model.RL_5.1272	Cg006G231640
OG0015779	evm.model.RL_5.1271.2.687c88b3	Cg006G231650
OG0015780	evm.model.RL_5.1269	Cg006G231670
OG0015781	evm.model.RL_5.1262	Cg006G231760
OG0015782	evm.model.RL_5.1246	Cg006G231940
OG0015783	evm.model.RL_5.1242.1.687c88b3	Cg006G231990
OG0015784	evm.model.RL_5.1228	Cg006G232140
OG0015785	evm.model.RL_5.1233	Cg006G232090
OG0015786	evm.model.RL_5.1212	Cg006G232290
OG0015787	evm.model.RL_5.1199	Cg006G232410
OG0015788	evm.model.RL_5.1176	Cg006G232690
OG0015790	evm.model.RL_5.1171	Cg006G232740
OG0015791	evm.model.RL_5.1154	Cg006G232950
OG0015792	evm.model.RL_5.1125	Cg006G233300
OG0015793	evm.model.RL_5.1119	Cg006G233360
OG0015794	evm.model.RL_5.1112	Cg006G233420
OG0015795	evm.model.RL_5.1106	Cg006G233480
OG0015796	evm.model.RL_5.1101	Cg006G233540
OG0015797	evm.model.RL_5.1089	Cg006G233640
OG0015798	evm.model.RL_5.1093	Cg006G233630
OG0015799	evm.model.RL_5.1075	Cg006G233790
OG0015800	evm.model.RL_5.1044	Cg006G234150
OG0015801	evm.model.RL_5.1032	Cg006G234270
OG0015802	evm.model.RL_5.1018	Cg006G234430
OG0015803	evm.model.RL_3.311	Cg007G248740
OG0015804	evm.model.RL_5.1001	Cg006G234570
OG0015805	evm.model.RL_5.982	Cg006G234740
OG0015806	evm.model.RL_5.954	Cg006G235060
OG0015807	evm.model.RL_5.948	Cg006G235140
OG0015808	evm.model.RL_5.945	Cg006G235160
OG0015809	evm.model.RL_5.935	Cg006G235270
OG0015810	evm.model.RL_5.920	Cg006G235450
OG0015811	evm.model.RL_5.917	Cg006G235480
OG0015812	evm.model.RL_5.901	Cg006G235650
OG0015813	evm.model.RL_5.886	Cg006G235760
OG0015814	evm.model.RL_5.841	Cg006G236200
OG0015815	evm.model.RL_5.843	Cg006G236180
OG0015816	evm.model.RL_5.847	Cg006G236140
OG0015817	evm.model.RL_5.852	Cg006G236090
OG0015818	evm.model.RL_5.867	Cg006G235930
OG0015819	evm.model.RL_5.826	Cg006G236380
OG0015820	evm.model.RL_5.805	Cg006G236620
OG0015821	evm.model.RL_5.804	Cg006G236630
OG0015822	evm.model.RL_5.791	Cg006G236770
OG0015823	evm.model.RL_5.787	Cg006G236810
OG0015824	evm.model.RL_5.785	Cg006G236830
OG0015825	evm.model.RL_5.774	Cg006G236920
OG0015826	evm.model.RL_5.763	Cg006G237030
OG0015827	evm.model.RL_5.737	Cg006G237250
OG0015828	evm.model.RL_5.720	Cg006G237440
OG0015829	evm.model.RL_5.730	Cg006G237360
OG0015830	evm.model.RL_5.661	Cg006G237950
OG0015831	evm.model.RL_5.621	Cg006G238350
OG0015832	evm.model.RL_5.624	Cg006G238330
OG0015833	evm.model.RL_7.2037	Cg002G066060
OG0015834	evm.model.RL_5.606	Cg006G238560
OG0015835	evm.model.RL_5.583	Cg006G238830
OG0015836	evm.model.RL_5.556	Cg006G239150
OG0015837	evm.model.RL_5.549	Cg006G239220
OG0015838	evm.model.RL_5.546	Cg006G239250
OG0015839	evm.model.RL_5.512	Cg006G239650
OG0015840	evm.model.RL_5.536.3.687c88ad	Cg006G239400
OG0015841	evm.model.RL_5.534	Cg006G239420
OG0015842	evm.model.RL_5.523	Cg006G239540
OG0015843	evm.model.RL_5.521	Cg006G239560
OG0015844	evm.model.RL_5.509	Cg006G239680
OG0015845	evm.model.RL_5.508	Cg006G239690
OG0015846	evm.model.RL_5.506	Cg006G239710
OG0015847	evm.model.RL_5.501	Cg006G239760
OG0015848	evm.model.RL_5.456	Cg007G255870, Cg006G240240
OG0015849	evm.model.RL_5.443	Cg006G240380
OG0015850	evm.model.RL_4.804	Cg008G312110
OG0015852	evm.model.RL_5.440	Cg006G240490
OG0015853	evm.model.RL_5.406	Cg006G240870
OG0015854	evm.model.RL_5.402	Cg006G240920
OG0015855	evm.model.RL_5.370	Cg006G241230
OG0015856	evm.model.RL_5.368	Cg006G241250
OG0015857	evm.model.RL_5.363	Cg006G241310
OG0015858	evm.model.RL_5.354	Cg006G241370
OG0015859	evm.model.RL_5.351	Cg006G241400
OG0015860	evm.model.RL_5.350	Cg006G241410
OG0015861	evm.model.RL_5.340	Cg006G241500
OG0015862	evm.model.RL_5.309	Cg006G241850
OG0015863	evm.model.RL_2.1117	Cg001G025550
OG0015864	evm.model.RL_5.258	Cg006G242420
OG0015865	evm.model.RL_5.255	Cg006G242450
OG0015866	evm.model.RL_5.254	Cg006G242460
OG0015867	evm.model.RL_5.214	Cg006G242860
OG0015868	evm.model.RL_5.238	Cg006G242630
OG0015869	evm.model.RL_5.204	Cg006G242980
OG0015870	evm.model.RL_5.203	Cg006G242990
OG0015871	evm.model.RL_5.202	Cg006G243000
OG0015872	evm.model.RL_5.185	Cg006G243150
OG0015873	evm.model.RL_5.170.2.687c88aa	Cg006G243260
OG0015874	evm.model.RL_5.137	Cg006G243570
OG0015875	evm.model.RL_5.125	Cg006G243700
OG0015876	evm.model.RL_5.118	Cg006G243770
OG0015877	evm.model.RL_5.92	Cg006G243990
OG0015878	evm.model.RL_5.102	Cg006G243880
OG0015879	evm.model.RL_5.84	Cg006G244040
OG0015880	evm.model.RL_5.83	Cg006G244050
