Orthogroup	Cardamine_amara	Noccaea_praecox
OG0015917	evm.model.RL_4.1922	Np003G144410
OG0015918	evm.model.RL_4.1905	Np003G144690
OG0015919	evm.model.RL_4.1907	Np003G144670
OG0015920	evm.model.RL_4.1898	Np003G144780
OG0015921	evm.model.RL_4.1886	Np003G144920
OG0015922	evm.model.RL_4.1879	Np003G144990
OG0015923	evm.model.RL_4.1877	Np003G145010
OG0015924	evm.model.RL_4.1847	Np003G145310
OG0015925	evm.model.RL_4.1844	Np003G145370
OG0015926	evm.model.RL_4.1828	Np003G145720
OG0015927	evm.model.RL_4.1827	Np003G145730
OG0015928	evm.model.RL_4.1814	Np003G145940
OG0015930	evm.model.RL_5.722	Np004G250660
OG0015931	evm.model.RL_4.1785	Np003G146480
OG0015932	evm.model.RL_4.1778	Np003G146620
OG0015933	evm.model.RL_4.1777	Np003G146630
OG0015934	evm.model.RL_4.1770	Np003G146690
OG0015935	evm.model.RL_4.1737	Np003G147040
OG0015936	evm.model.RL_4.1132	Np001G013880
OG0015937	evm.model.RL_4.1102	Np001G014250
OG0015939	evm.model.RL_4.1092	Np001G014330
OG0015940	evm.model.RL_4.1058	Np001G014770
OG0015941	evm.model.RL_4.1047	Np001G014910
OG0015942	evm.model.RL_4.1033	Np001G015100
OG0015943	evm.model.RL_4.1032	Np001G015110
OG0015944	evm.model.RL_4.988	Np001G015560
OG0015946	evm.model.RL_7.1505	Np001G049470
OG0015947	evm.model.RL_4.937	Np001G016220
OG0015948	evm.model.RL_2.2149	Np007G402770
OG0015949	evm.model.RL_4.888	Np001G016760
OG0015950	evm.model.RL_4.848	Np001G017200
OG0015951	evm.model.RL_4.806	Np001G017680
OG0015952	evm.model.RL_4.783	Np001G017840
OG0015953	evm.model.RL_4.792	Np001G017760
OG0015954	evm.model.RL_4.1955	Np003G144030
OG0015955	evm.model.RL_4.2859	Np003G132560
OG0015956	evm.model.RL_4.2858	Np002G117960
OG0015957	evm.model.RL_4.2242	Np003G140700
OG0015958	evm.model.RL_4.2243	Np003G140690
OG0015959	evm.model.RL_4.2867	Np003G132480
OG0015960	evm.model.RL_4.2890	Np003G132110
OG0015961	evm.model.RL_4.757	Np001G018120
OG0015963	evm.model.RL_4.761	Np001G018080
OG0015964	evm.model.RL_4.2908	Np003G131740
OG0015966	evm.model.RL_4.2931	Np003G131440
OG0015967	evm.model.RL_4.2936	Np003G131370
OG0015968	evm.model.RL_4.2947	Np003G131190
OG0015969	evm.model.RL_4.2949	Np003G131170
OG0015970	evm.model.RL_4.2950.1.687c86dc	Np003G131160
OG0015971	evm.model.RL_4.2963	Np003G130800
OG0015972	evm.model.RL_4.2965	Np003G130780
OG0015973	evm.model.RL_4.2971	Np003G130730
OG0015974	evm.model.RL_4.2975	Np003G130700
OG0015975	evm.model.RL_4.2977	Np003G130680
OG0015976	evm.model.RL_4.3003	Np003G130380
OG0015977	evm.model.RL_1.1449	Np007G404600
OG0015978	evm.model.RL_4.3015	Np003G130060
OG0015979	evm.model.RL_4.3023	Np003G129960
OG0015980	evm.model.RL_4.3029	Np003G129880
OG0015981	evm.model.RL_4.3049	Np003G129550
OG0015982	evm.model.RL_5.1550	Np004G239100
OG0015984	evm.model.RL_4.3079	Np003G129160
OG0015985	evm.model.RL_4.3090	Np003G129010
OG0015986	evm.model.RL_4.1148	Np001G013670
OG0015987	evm.model.RL_4.1150	Np001G013650
OG0015988	evm.model.RL_4.1152	Np001G013630
OG0015989	evm.model.RL_4.1159	Np001G013540
OG0015990	evm.model.RL_4.1207	Np001G012790
OG0015992	evm.model.RL_4.1234	Np001G012250
OG0015993	evm.model.RL_4.1239.3.687c86d2	Np001G012160
OG0015994	evm.model.RL_4.1244	Np001G012100
OG0015995	evm.model.RL_4.1252	Np001G012040
OG0015996	evm.model.RL_4.1292	Np001G011600
OG0015997	evm.model.RL_4.1289	Np001G011680
OG0015998	evm.model.RL_4.1275	Np001G011820
OG0015999	evm.model.RL_4.1274	Np001G011830
OG0016000	evm.model.RL_4.1321	Np001G011330
OG0016001	evm.model.RL_4.1326	Np001G011240
OG0016002	evm.model.RL_4.1343	Np001G011000
OG0016003	evm.model.RL_4.1346	Np001G010970
OG0016004	evm.model.RL_4.1354	Np001G010920
OG0016005	evm.model.RL_1.2456	Np007G388590
OG0016006	evm.model.RL_4.1374	Np001G010630
OG0016007	evm.model.RL_4.1382	Np001G010550
OG0016008	evm.model.RL_4.1411	Np001G010160
OG0016009	evm.model.RL_4.1417	Np001G010040
OG0016010	evm.model.RL_8.2163	Np001G009800
OG0016011	evm.model.RL_8.2165	Np001G009780
OG0016012	evm.model.RL_7.2343	Np001G009760
OG0016013	evm.model.RL_8.2184	Np001G009560
OG0016014	evm.model.RL_8.2210	Np001G009300
OG0016015	evm.model.RL_8.2212	Np001G009280
OG0016016	evm.model.RL_8.2235	Np001G008930
OG0016017	evm.model.RL_8.2244	Np001G008820
OG0016018	evm.model.RL_8.2275	Np001G007930
OG0016019	evm.model.RL_8.2279	Np001G007890
OG0016020	evm.model.RL_8.2294	Np001G007670
OG0016021	evm.model.RL_8.2304	Np001G007540
OG0016022	evm.model.RL_8.2305	Np001G007530
OG0016023	evm.model.RL_8.2328	Np001G007200
OG0016024	evm.model.RL_8.2335	Np001G007110
OG0016025	evm.model.RL_8.2345	Np001G006980
OG0016026	evm.model.RL_8.2363	Np001G006810
OG0016027	evm.model.RL_8.2374	Np001G006680
OG0016028	evm.model.RL_8.2385	Np001G006590
OG0016029	evm.model.RL_8.1956	Np003G154050
OG0016030	evm.model.RL_8.1936	Np003G154240
OG0016031	evm.model.RL_8.1929.3.687c855e	Np003G154350
OG0016032	evm.model.RL_8.1928	Np003G154360
OG0016033	evm.model.RL_8.1922	Np003G154460
OG0016034	evm.model.RL_8.1918	Np003G154520
OG0016035	evm.model.RL_8.1898	Np003G154760
OG0016036	evm.model.RL_8.1896	Np003G154780
OG0016037	evm.model.RL_7.1252	Np001G053070
OG0016038	evm.model.RL_7.1260	Np001G052990
OG0016039	evm.model.RL_7.1280	Np001G052740
OG0016040	evm.model.RL_7.1310	Np001G052370
OG0016041	evm.model.RL_7.1343.1.687c84b9	Np001G051950
OG0016042	evm.model.RL_7.1346	Np001G051830
OG0016043	evm.model.RL_7.1349	Np001G051750
OG0016044	evm.model.RL_7.1365	Np001G051530
OG0016045	evm.model.RL_7.1380	Np001G051310
OG0016046	evm.model.RL_7.1392	Np001G051180
OG0016047	evm.model.RL_7.1424	Np001G050800
OG0016048	evm.model.RL_7.1432	Np001G050660
OG0016049	evm.model.RL_7.1438	Np001G050610
OG0016050	evm.model.RL_4.1273	Np001G011850
OG0016051	evm.model.RL_7.1460	Np001G050280
OG0016052	evm.model.RL_7.1480	Np001G049930
OG0016053	evm.model.RL_7.1487	Np001G049820
OG0016054	evm.model.RL_7.1488	Np001G049780
OG0016055	evm.model.RL_5.2919	Np004G213100
OG0016056	evm.model.RL_7.1536	Np001G048520
OG0016057	evm.model.RL_7.1539	Np001G048490
OG0016058	evm.model.RL_7.1542	Np001G048440
OG0016059	evm.model.RL_7.1548	Np001G048390
OG0016060	evm.model.RL_7.1551	Np001G048250
OG0016061	evm.model.RL_7.1557	Np001G048210
OG0016062	evm.model.RL_8.2375	Np001G006670
OG0016063	evm.model.RL_7.1562	Np001G048110
OG0016064	evm.model.RL_7.1566	Np001G048070
OG0016065	evm.model.RL_7.1580	Np001G047960
OG0016066	evm.model.RL_7.1587	Np001G047840
OG0016067	evm.model.RL_7.1595	Np001G047710
OG0016068	evm.model.RL_7.1606	Np001G047640
OG0016069	evm.model.RL_7.1615	Np001G047540
OG0016070	evm.model.RL_7.1625	Np001G047470
OG0016071	evm.model.RL_7.1626	Np001G047460
OG0016072	evm.model.RL_7.1635	Np001G047210
OG0016073	evm.model.RL_7.1639, evm.model.RL_3.188	Np001G047160
OG0016074	evm.model.RL_7.1640	Np001G047150
OG0016075	evm.model.RL_7.1641	Np001G047140
OG0016076	evm.model.RL_7.1645	Np001G047090
OG0016077	evm.model.RL_7.1673	Np001G046750
OG0016078	evm.model.RL_7.1689	Np001G046640
OG0016079	evm.model.RL_7.1695	Np001G046590
OG0016080	evm.model.RL_7.1721, evm.model.RL_7.1714	Np001G046290
OG0016081	evm.model.RL_7.1789	Np001G045460
OG0016082	evm.model.RL_7.1813	Np001G045060
OG0016083	evm.model.RL_7.1819	Np005G307270
OG0016084	evm.model.RL_7.1911	Np001G044060
OG0016085	evm.model.RL_7.1982	Np001G043490
OG0016086	evm.model.RL_7.1967	Np001G043470
OG0016087	evm.model.RL_7.1958	Np001G043170
OG0016088	evm.model.RL_7.1956	Np003G143890
OG0016089	evm.model.RL_7.2414	Np001G043150
OG0016090	evm.model.RL_7.1954	Np001G043120
OG0016091	evm.model.RL_5.117	Np004G257800
OG0016092	evm.model.RL_3.1199	Np002G089770
OG0016093	evm.model.RL_3.1125	Np002G091760
OG0016094	evm.model.RL_3.1188	Np002G089960
OG0016095	evm.model.RL_3.1203	Np002G089710
OG0016096	evm.model.RL_3.1167	Np002G090620
OG0016097	evm.model.RL_3.1250	Np002G088820
OG0016098	evm.model.RL_3.1271	Np002G088300
OG0016099	evm.model.RL_1.1152	Np007G408910
OG0016100	evm.model.RL_3.1258	Np002G088700
OG0016101	evm.model.RL_3.1276	Np002G088140
OG0016102	evm.model.RL_3.1283	Np002G087780
OG0016103	evm.model.RL_3.1284	Np002G087770
OG0016104	evm.model.RL_3.1288	Np002G087650
OG0016105	evm.model.RL_3.1289	Np002G087630
OG0016106	evm.model.RL_3.1303	Np002G087420
OG0016107	evm.model.RL_3.1318	Np002G087200
OG0016108	evm.model.RL_3.1319.2.687c84bc	Np001G007410, Np002G087210
OG0016109	evm.model.RL_3.1338	Np002G086950
OG0016110	evm.model.RL_3.1339	Np002G086940
OG0016111	evm.model.RL_3.1349	Np002G086740
OG0016112	evm.model.RL_3.1380	Np002G086200
OG0016113	evm.model.RL_3.1394	Np002G086040
OG0016114	evm.model.RL_3.1400	Np002G085860
OG0016115	evm.model.RL_3.1408	Np002G085740
OG0016116	evm.model.RL_3.1416	Np002G085660
OG0016118	evm.model.RL_3.1455	Np002G085040
OG0016119	evm.model.RL_3.545, evm.model.RL_3.1458	Np002G084840
OG0016120	evm.model.RL_3.1483	Np002G084550
OG0016121	evm.model.RL_3.1495.1.687c84bc	Np002G084410
OG0016122	evm.model.RL_3.1517	Np002G084040
OG0016123	evm.model.RL_3.1519	Np002G084020
OG0016124	evm.model.RL_3.1532	Np002G083880
OG0016125	evm.model.RL_3.1535	Np002G083850
OG0016126	evm.model.RL_3.1473, evm.model.RL_3.1541	Np002G083800
OG0016127	evm.model.RL_3.1549	Np002G083670
OG0016128	evm.model.RL_3.1555	Np002G083620
OG0016130	evm.model.RL_3.1560	Np002G083540
OG0016131	evm.model.RL_3.1561	Np002G083530
OG0016132	evm.model.RL_3.1565	Np002G083500
OG0016133	evm.model.RL_3.1567	Np002G083480
OG0016134	evm.model.RL_3.1571	Np002G083440
OG0016135	evm.model.RL_3.1573	Np002G083410
OG0016136	evm.model.RL_3.1603	Np002G083020
OG0016137	evm.model.RL_3.2210	Np002G073780
OG0016138	evm.model.RL_3.2198	Np002G073970
OG0016139	evm.model.RL_3.2196	Np002G074210
OG0016140	evm.model.RL_3.2188	Np002G074260
OG0016141	evm.model.RL_3.2168	Np002G074600
OG0016142	evm.model.RL_3.2165	Np002G074700
OG0016143	evm.model.RL_3.2149	Np002G074960
OG0016144	evm.model.RL_3.2141	Np002G075040
OG0016145	evm.model.RL_3.2127	Np002G075220
OG0016146	evm.model.RL_3.2097	Np002G075660
OG0016148	evm.model.RL_3.2080	Np002G075970
OG0016149	evm.model.RL_3.2072	Np002G076100
OG0016150	evm.model.RL_3.2065	Np002G076270, Np002G076210
OG0016151	evm.model.RL_1.2503	Np007G389030
OG0016152	evm.model.RL_3.2058	Np002G076400
OG0016153	evm.model.RL_3.2056	Np002G076420
OG0016154	evm.model.RL_3.2050	Np002G076490
OG0016155	evm.model.RL_3.2049	Np002G076500
OG0016156	evm.model.RL_3.2037	Np002G076770
OG0016157	evm.model.RL_3.2035	Np002G076790
OG0016158	evm.model.RL_3.2029	Np002G076890
OG0016159	evm.model.RL_3.2023	Np002G076960
OG0016160	evm.model.RL_3.1996	Np002G077270
OG0016161	evm.model.RL_3.1978	Np002G077680
OG0016162	evm.model.RL_3.1976	Np002G077700
OG0016163	evm.model.RL_3.1972	Np002G077820
OG0016164	evm.model.RL_5.2285	Np004G201610
OG0016165	evm.model.RL_3.1961	Np002G077960
OG0016166	evm.model.RL_3.1959	Np002G077980
OG0016167	evm.model.RL_3.1954	Np002G078020
OG0016168	evm.model.RL_3.1939	Np002G078190
OG0016169	evm.model.RL_3.1921	Np002G078470
OG0016170	evm.model.RL_3.1913	Np002G078580
OG0016171	evm.model.RL_3.1905	Np002G078670
OG0016173	evm.model.RL_3.1890	Np002G078870
OG0016174	evm.model.RL_3.1881	Np002G078990
OG0016175	evm.model.RL_3.1877	Np002G079050, Np002G080590
OG0016176	evm.model.RL_3.1876	Np002G079060, Np002G080580
OG0016177	evm.model.RL_3.1871	Np002G079080, Np002G080560, Np002G079100
OG0016178	evm.model.RL_3.1867	Np002G079130
OG0016179	evm.model.RL_3.1847.3.687c84bd	Np002G079370
OG0016180	evm.model.RL_3.1846	Np002G079380
OG0016181	evm.model.RL_3.1841	Np002G079480
OG0016182	evm.model.RL_3.1819	Np002G079840
OG0016183	evm.model.RL_3.1808	Np002G080040
OG0016184	evm.model.RL_3.1786	Np002G080270
OG0016185	evm.model.RL_3.1772	Np002G080820
OG0016186	evm.model.RL_3.1740	Np002G081150
OG0016187	evm.model.RL_3.1737	Np002G081240
OG0016188	evm.model.RL_3.1735	Np002G081280
OG0016189	evm.model.RL_3.1720	Np002G081420
OG0016190	evm.model.RL_3.1716	Np002G081460
OG0016191	evm.model.RL_3.1713	Np002G081490
OG0016192	evm.model.RL_3.1711	Np002G081560
OG0016193	evm.model.RL_3.1708	Np002G081580
OG0016194	evm.model.RL_3.1700	Np002G081660
OG0016195	evm.model.RL_3.1660	Np002G082090
OG0016197	evm.model.RL_3.1642	Np002G082410
OG0016198	evm.model.RL_3.1641	Np002G082430
OG0016199	evm.model.RL_3.2277	Np002G072980
OG0016200	evm.model.RL_3.2294.1.687c84be	Np002G072850
OG0016201	evm.model.RL_3.2295	Np002G072840
OG0016202	evm.model.RL_3.2298	Np002G072810
OG0016203	evm.model.RL_3.2302	Np002G072770
OG0016205	evm.model.RL_3.2356	Np002G072040
OG0016206	evm.model.RL_3.2375	Np002G071640
OG0016207	evm.model.RL_3.2384	Np002G071530
OG0016208	evm.model.RL_3.2457	Np002G070610
OG0016209	evm.model.RL_3.2458.1.687c84be	Np002G070600
OG0016210	evm.model.RL_3.2465	Np002G070510
OG0016211	evm.model.RL_3.2467	Np002G070490
OG0016212	evm.model.RL_3.2472	Np002G070450
OG0016213	evm.model.RL_3.2491	Np002G070280
OG0016214	evm.model.RL_3.2500.4.687c84be	Np002G070090
OG0016215	evm.model.RL_3.1453	Np002G070140
OG0016216	evm.model.RL_3.2505	Np002G070150
OG0016217	evm.model.RL_3.2506	Np002G070160
OG0016218	evm.model.RL_1.1179	Np007G408530
OG0016219	evm.model.RL_1.1193	Np007G408370
OG0016220	evm.model.RL_1.1215	Np007G408070
OG0016221	evm.model.RL_1.1219	Np007G408000
OG0016222	evm.model.RL_1.1264	Np007G407370
OG0016223	evm.model.RL_1.1280	Np007G407030
OG0016224	evm.model.RL_1.1284	Np007G406960
OG0016225	evm.model.RL_1.1292	Np007G406710
OG0016226	evm.model.RL_1.1320.1.687c87ec	Np007G406300
OG0016227	evm.model.RL_1.1340	Np007G405960
OG0016228	evm.model.RL_1.1394	Np007G405110
OG0016229	evm.model.RL_1.1405.3.687c87ed	Np007G404980
OG0016230	evm.model.RL_1.1425	Np007G404690
OG0016231	evm.model.RL_1.1468	Np007G403900
OG0016232	evm.model.RL_1.1479	Np007G403540
OG0016233	evm.model.RL_1.1497	Np007G402780
OG0016234	evm.model.RL_1.1514	Np007G390110
OG0016235	evm.model.RL_1.1518	Np007G390140
OG0016236	evm.model.RL_1.1542	Np007G390440
OG0016237	evm.model.RL_1.1558	Np007G390530
OG0016238	evm.model.RL_1.1559	Np007G390540
OG0016239	evm.model.RL_1.1560	Np007G390550
OG0016240	evm.model.RL_1.1563	Np007G390580
OG0016242	evm.model.RL_1.1586.1.687c87ed	Np007G391290
OG0016243	evm.model.RL_1.1601, evm.model.RL_1.1602	Np007G391470
OG0016244	evm.model.RL_1.1615	Np007G391680
OG0016245	evm.model.RL_1.1616	Np007G391690
OG0016246	evm.model.RL_1.1619.1.687c87ed	Np007G391730
OG0016247	evm.model.RL_1.1624	Np007G391830
OG0016248	evm.model.RL_1.1628	Np007G391860
OG0016249	evm.model.RL_1.1642	Np007G392170
OG0016251	evm.model.RL_1.1667	Np007G392610
OG0016253	evm.model.RL_1.1676	Np007G392770
OG0016254	evm.model.RL_1.1703	Np007G393260
OG0016256	evm.model.RL_1.1713	Np007G393570
OG0016257	evm.model.RL_1.1718	Np007G393690
OG0016258	evm.model.RL_1.1724	Np007G393750
OG0016259	evm.model.RL_1.1748	Np007G394280
OG0016260	evm.model.RL_1.1766	Np007G394530
OG0016262	evm.model.RL_1.1796	Np007G395130
OG0016263	evm.model.RL_1.1802	Np007G395230
OG0016264	evm.model.RL_1.1818	Np007G395760
OG0016265	evm.model.RL_1.1825	Np007G395900
OG0016266	evm.model.RL_1.1865	Np007G396920
OG0016267	evm.model.RL_1.1868	Np007G396940
OG0016268	evm.model.RL_1.1877	Np007G397090
OG0016269	evm.model.RL_1.1889	Np007G397520
OG0016270	evm.model.RL_1.1890	Np007G397530
OG0016271	evm.model.RL_1.1907	Np007G397660
OG0016272	evm.model.RL_1.1969	Np011G436130
OG0016273	evm.model.RL_3.270	Np002G119640
OG0016274	evm.model.RL_1.1991	Np007G380360
OG0016275	evm.model.RL_1.1992	Np007G380380
OG0016276	evm.model.RL_1.2000	Np007G380490
OG0016277	evm.model.RL_1.2374	Np007G387420
OG0016278	evm.model.RL_1.2081	Np007G381700
OG0016279	evm.model.RL_1.2064	Np007G381470
OG0016280	evm.model.RL_1.2059	Np007G381430
OG0016281	evm.model.RL_1.2116, evm.model.RL_1.3065	Np007G382460
OG0016282	evm.model.RL_1.2131	Np007G382750
OG0016283	evm.model.RL_1.2153	Np007G383210
OG0016284	evm.model.RL_1.2212	Np007G384230
OG0016285	evm.model.RL_1.2223	Np007G384360
OG0016286	evm.model.RL_1.2243	Np007G384690
OG0016287	evm.model.RL_1.2296	Np007G385810
OG0016288	evm.model.RL_1.2313	Np007G386100
OG0016289	evm.model.RL_1.2316	Np007G386150
OG0016290	evm.model.RL_1.2319	Np007G386180
OG0016291	evm.model.RL_1.2343	Np007G387030
OG0016292	evm.model.RL_1.2356	Np007G387260
OG0016293	evm.model.RL_1.2361	Np007G387290
OG0016294	evm.model.RL_6.474	Np006G363680
OG0016295	evm.model.RL_1.2391	Np007G387680
OG0016296	evm.model.RL_1.2385	Np007G387600
OG0016297	evm.model.RL_1.2405	Np007G387820
OG0016298	evm.model.RL_1.2439	Np007G388190
OG0016299	evm.model.RL_1.2430	Np007G388070
OG0016300	evm.model.RL_1.2489	Np007G388870
OG0016301	evm.model.RL_1.2472	Np007G388720
OG0016302	evm.model.RL_1.2585	Np005G292530
OG0016303	evm.model.RL_8.1357	Np003G165290
OG0016304	evm.model.RL_1.2625	Np007G379840
OG0016305	evm.model.RL_1.2568	Np007G389840
OG0016306	evm.model.RL_1.2531	Np007G389320
OG0016307	evm.model.RL_1.2622	Np007G379870
OG0016308	evm.model.RL_1.2589	Np007G380180, Np007G380210
OG0016309	evm.model.RL_1.2666	Np007G379720
OG0016310	evm.model.RL_1.2673	Np007G379680
OG0016311	evm.model.RL_1.2674.2.687c87f0	Np007G379700, Np007G379650
OG0016312	evm.model.RL_1.2675	Np007G379640
OG0016313	evm.model.RL_1.2677	Np007G379600
OG0016314	evm.model.RL_1.2678	Np007G379590
OG0016315	evm.model.RL_1.2685	Np007G379490
OG0016316	evm.model.RL_1.2693	Np007G379450
OG0016317	evm.model.RL_1.2690	Np007G379270
OG0016318	evm.model.RL_1.2687	Np007G379210
OG0016319	evm.model.RL_2.650	Np005G309570
OG0016320	evm.model.RL_1.2731	Np007G378450
OG0016321	evm.model.RL_1.2736	Np007G378420
OG0016322	evm.model.RL_1.2739	Np007G378330
OG0016323	evm.model.RL_1.2745	Np007G378270
OG0016324	evm.model.RL_1.2746	Np007G378260
OG0016326	evm.model.RL_1.2822	Np007G377300
OG0016327	evm.model.RL_1.2841	Np007G377010
OG0016328	evm.model.RL_1.2859_evm.model.RL_1.2860.1.687c9a6d	Np007G376760
OG0016329	evm.model.RL_1.2861	Np007G376660
OG0016330	evm.model.RL_1.2888	Np007G376290
OG0016331	evm.model.RL_1.2901	Np007G376150
OG0016332	evm.model.RL_1.2948	Np007G375600
OG0016333	evm.model.RL_1.2977	Np007G375130, Np001G021540
OG0016334	evm.model.RL_1.2979	Np007G375110, Np001G021520
OG0016335	evm.model.RL_1.2991	Np007G374950
OG0016336	evm.model.RL_1.3035	Np007G374380
OG0016337	evm.model.RL_1.3020	Np007G374600
OG0016339	evm.model.RL_1.3014	Np007G374680
OG0016340	evm.model.RL_1.3005	Np007G374750
OG0016341	evm.model.RL_1.3067	Np007G374030
OG0016343	evm.model.RL_1.3113.1.687c87f1	Np007G373560
OG0016344	evm.model.RL_1.3120	Np007G373440
OG0016345	evm.model.RL_1.3148	Np007G372980
OG0016346	evm.model.RL_1.3159	Np007G372720
OG0016347	evm.model.RL_1.3162	Np007G372680
OG0016348	evm.model.RL_1.3177	Np007G372540
OG0016349	evm.model.RL_1.3185	Np007G372430
OG0016350	evm.model.RL_1.3186	Np007G372410
OG0016351	evm.model.RL_1.3200	Np007G372260
OG0016352	evm.model.RL_1.3283	Np006G323240
OG0016353	evm.model.RL_1.3265	Np007G371700
OG0016354	evm.model.RL_1.3287	Np007G371550
OG0016355	evm.model.RL_5.3972	Np004G190510
OG0016356	evm.model.RL_5.3969	Np004G190540
OG0016357	evm.model.RL_5.3963	Np004G190630
OG0016358	evm.model.RL_5.3955	Np004G190700
OG0016359	evm.model.RL_5.3941	Np004G190860
OG0016360	evm.model.RL_5.3935	Np004G190940
OG0016361	evm.model.RL_5.3916	Np004G191230
OG0016362	evm.model.RL_5.3902	Np004G191430
OG0016363	evm.model.RL_5.3895	Np004G191550
OG0016364	evm.model.RL_1.1299	Np007G406580
OG0016365	evm.model.RL_5.3868	Np004G192010
OG0016366	evm.model.RL_1.1337	Np007G405990
OG0016367	evm.model.RL_5.3846	Np004G192380
OG0016368	evm.model.RL_5.3831	Np004G192590
OG0016369	evm.model.RL_5.3788	Np004G193250
OG0016370	evm.model.RL_5.3776	Np004G193440
OG0016371	evm.model.RL_5.3760	Np004G193690
OG0016372	evm.model.RL_5.3739	Np004G194050
OG0016373	evm.model.RL_5.3738	Np004G194060
OG0016374	evm.model.RL_5.3736	Np004G194080
OG0016375	evm.model.RL_5.3725	Np004G194210
OG0016376	evm.model.RL_5.3721	Np004G194250
OG0016377	evm.model.RL_5.3714	Np004G194340
OG0016378	evm.model.RL_5.1858	Np004G194510
OG0016379	evm.model.RL_5.1860	Np004G194600
OG0016380	evm.model.RL_5.1866	Np004G194700
OG0016381	evm.model.RL_5.1868	Np004G194740
OG0016382	evm.model.RL_5.1869	Np004G194780
OG0016383	evm.model.RL_5.1967	Np004G196210
OG0016384	evm.model.RL_5.1957	Np004G195980
OG0016385	evm.model.RL_5.1956	Np004G195970
OG0016386	evm.model.RL_5.1942	Np004G195770
OG0016387	evm.model.RL_5.1930	Np004G195690
OG0016388	evm.model.RL_5.1924	Np004G195610
OG0016389	evm.model.RL_5.1923.1.687c88b8	Np004G195600
OG0016390	evm.model.RL_5.1981	Np004G196430
OG0016391	evm.model.RL_5.1984	Np004G196510
OG0016392	evm.model.RL_5.1990	Np004G196580
OG0016393	evm.model.RL_5.2023	Np004G196950
OG0016395	evm.model.RL_5.2035	Np004G197140
OG0016396	evm.model.RL_5.2039	Np004G197190
OG0016397	evm.model.RL_5.2046	Np004G197290
OG0016398	evm.model.RL_5.2077	Np004G198160
OG0016399	evm.model.RL_5.2079	Np004G198180
OG0016400	evm.model.RL_5.2080	Np004G198190
OG0016401	evm.model.RL_5.2081	Np004G198210
OG0016402	evm.model.RL_5.2083	Np004G198240
OG0016403	evm.model.RL_5.2095	Np004G198400
OG0016404	evm.model.RL_5.2153	Np004G199290
OG0016405	evm.model.RL_5.2166	Np004G199450
OG0016406	evm.model.RL_5.2174	Np004G199600
OG0016407	evm.model.RL_5.2182	Np004G199680
OG0016408	evm.model.RL_5.2195	Np002G088600
OG0016409	evm.model.RL_5.2202	Np004G199890
OG0016410	evm.model.RL_5.2204	Np004G200030
OG0016411	evm.model.RL_5.2206	Np004G199920
OG0016412	evm.model.RL_5.2214	Np004G200110
OG0016413	evm.model.RL_2.1177	Np005G300350
OG0016414	evm.model.RL_2.1161	Np005G301070
OG0016415	evm.model.RL_2.1148	Np005G301370
OG0016416	evm.model.RL_2.1116	Np005G302090
OG0016418	evm.model.RL_2.1113	Np005G302120
OG0016419	evm.model.RL_6.1565	Np006G341620
OG0016420	evm.model.RL_5.2880	Np004G213970
OG0016421	evm.model.RL_6.1534	Np006G342030
OG0016422	evm.model.RL_7.1197	Np001G053810
OG0016423	evm.model.RL_7.1185	Np001G053930
OG0016424	evm.model.RL_7.1165	Np001G054160
OG0016425	evm.model.RL_7.1157	Np001G054310
OG0016426	evm.model.RL_7.1134	Np001G054650
OG0016427	evm.model.RL_7.1124	Np001G054780
OG0016428	evm.model.RL_7.1123	Np001G054790
OG0016429	evm.model.RL_7.1121	Np001G054810
OG0016430	evm.model.RL_7.1083	Np001G055450
OG0016431	evm.model.RL_1.697	Np007G415350
OG0016432	evm.model.RL_5.1609	Np004G238240
OG0016433	evm.model.RL_7.1051	Np001G056220
OG0016434	evm.model.RL_7.988	Np001G056840
OG0016435	evm.model.RL_7.987	Np001G056850
OG0016436	evm.model.RL_7.1206	Np001G053680
OG0016437	evm.model.RL_7.1200.1.687c84b8	Np001G053760
OG0016438	evm.model.RL_7.1213	Np001G053640
OG0016439	evm.model.RL_7.1218	Np001G053570
OG0016440	evm.model.RL_7.1224	Np001G053420
OG0016441	evm.model.RL_5.3419	Np004G230160
OG0016442	evm.model.RL_7.1226	Np001G053400
OG0016443	evm.model.RL_7.1225.1.687c84b8	Np001G053410
OG0016444	evm.model.RL_7.930	Np001G057580
OG0016445	evm.model.RL_7.914	Np001G057760
OG0016446	evm.model.RL_7.894	Np001G058090
OG0016447	evm.model.RL_7.890.1.687c84b6	Np001G058320
OG0016448	evm.model.RL_7.888	Np001G058340
OG0016449	evm.model.RL_7.830	Np001G058900
OG0016450	evm.model.RL_7.827	Np001G059020
OG0016451	evm.model.RL_7.824	Np001G059060
OG0016452	evm.model.RL_7.759	Np001G060030
OG0016453	evm.model.RL_7.733	Np001G060140
OG0016454	evm.model.RL_7.743	Np001G060360
OG0016456	evm.model.RL_7.727	Np001G060580
OG0016457	evm.model.RL_7.705	Np001G060910
OG0016458	evm.model.RL_7.692	Np001G061220
OG0016459	evm.model.RL_7.675	Np001G061370
OG0016460	evm.model.RL_7.663	Np001G061530
OG0016461	evm.model.RL_7.652	Np001G061680
OG0016462	evm.model.RL_7.611	Np001G062290
OG0016463	evm.model.RL_7.604, evm.model.RL_7.570	Np001G062360
OG0016464	evm.model.RL_7.600	Np001G062390
OG0016465	evm.model.RL_7.579	Np001G062560
OG0016466	evm.model.RL_7.574	Np001G062630
