Orthogroup	Cardamine_amara	Camelina_sativa
OG0015822	evm.model.RL_5.791	XP_019091603.1, XP_010475759.1
OG0015823	evm.model.RL_5.787	XP_010458207.1, XP_010475754.1, XP_010489879.1
OG0015824	evm.model.RL_5.785	XP_010458205.1, XP_010489862.1, XP_010475752.1
OG0015825	evm.model.RL_5.774	XP_010475741.1, XP_010458188.1, XP_010489746.1
OG0015826	evm.model.RL_5.763	XP_010475725.1, XP_010458171.1, XP_010489638.1, XP_010497678.1
OG0015827	evm.model.RL_5.737	XP_010458140.1, XP_010489355.1, XP_010475691.1
OG0015828	evm.model.RL_5.720	XP_019098899.1, XP_010458102.1, XP_010475663.1
OG0015829	evm.model.RL_5.730	XP_010475677.1, XP_010475675.1, XP_010489242.1, XP_010458113.1
OG0015830	evm.model.RL_5.661	XP_010475604.1, XP_010488401.1, XP_010458042.1
OG0015831	evm.model.RL_5.621	XP_010457974.1, XP_019095338.1, XP_019098888.1
OG0015832	evm.model.RL_5.624	XP_010487924.1, XP_010457977.1, XP_010475543.1
OG0015833	evm.model.RL_7.2037	XP_010502755.1, XP_010425523.1, XP_010412409.1
OG0015834	evm.model.RL_5.606	XP_010475513.1, XP_010457934.1, XP_010487566.1
OG0015835	evm.model.RL_5.583	XP_010457901.1, XP_010487328.1, XP_010475486.1
OG0015836	evm.model.RL_5.556	XP_010475458.1, XP_010462587.1, XP_010487080.1
OG0015837	evm.model.RL_5.549	XP_010475451.1, XP_010486978.1, XP_010457860.1
OG0015838	evm.model.RL_5.546	XP_010501349.1, XP_010475447.1
OG0015839	evm.model.RL_5.512	XP_010475385.1, XP_010486279.1, XP_010457784.1
OG0015840	evm.model.RL_5.536.3.687c88ad	XP_010457834.1, XP_019095300.1, XP_010486760.1
OG0015841	evm.model.RL_5.534	XP_010486730.1, XP_010457829.1, XP_010486685.1
OG0015842	evm.model.RL_5.523	XP_010486537.1, XP_010457817.1, XP_010475414.1
OG0015843	evm.model.RL_5.521	XP_010486473.1, XP_010475410.1, XP_010457810.1
OG0015844	evm.model.RL_5.509	XP_010486249.1, XP_010475383.1
OG0015845	evm.model.RL_5.508	XP_010457780.1, XP_010486194.1, XP_010475380.1
OG0015846	evm.model.RL_5.506	XP_010457777.1, XP_019095134.1, XP_010486206.1, XP_010486221.1
OG0015847	evm.model.RL_5.501	XP_010457773.1, XP_010486123.1
OG0015848	evm.model.RL_5.456	XP_010475317.1, XP_010485533.1
OG0015849	evm.model.RL_5.443	XP_010475302.1, XP_010485377.1, XP_010457688.1
OG0015850	evm.model.RL_4.804	XP_010493662.1, XP_010442267.1, XP_010482093.1
OG0015851	evm.model.RL_5.442	XP_010475303.1, XP_010485389.1, XP_010457689.1
OG0015852	evm.model.RL_5.440	XP_010485342.1, XP_019094317.1, XP_010457682.1
OG0015853	evm.model.RL_5.406	XP_010457634.1, XP_010475239.1, XP_010484984.1
OG0015854	evm.model.RL_5.402	XP_010457625.1, XP_010475230.1
OG0015855	evm.model.RL_5.370	XP_019084296.1, XP_010469457.1, XP_019090120.1
OG0015856	evm.model.RL_5.368	XP_010475182.1, XP_010484689.1, XP_010457586.1
OG0015857	evm.model.RL_5.363	XP_019098832.1, XP_010457579.1, XP_010475178.1
OG0015858	evm.model.RL_5.354	XP_010484523.1, XP_010475174.1, XP_010457569.1
OG0015859	evm.model.RL_5.351	XP_010457566.1, XP_010475169.1, XP_010484482.1
OG0015860	evm.model.RL_5.350	XP_010475168.1, XP_010457565.1, XP_019098830.1
OG0015861	evm.model.RL_5.340	XP_010484377.1, XP_010457548.1, XP_010475157.1
OG0015862	evm.model.RL_5.309	XP_010457509.1, XP_019098819.1, XP_010475118.1
OG0015863	evm.model.RL_2.1117	XP_010420911.1, XP_019090075.1, XP_010493169.1
OG0015864	evm.model.RL_5.258	XP_010457425.1, XP_010482960.1, XP_010475040.1
OG0015865	evm.model.RL_5.255	XP_010501308.1, XP_010457422.1, XP_010475034.1
OG0015866	evm.model.RL_5.254	XP_010482929.1, XP_010457421.1, XP_010475033.1
OG0015867	evm.model.RL_5.214	XP_010482247.1, XP_010474981.1, XP_010462550.1
OG0015868	evm.model.RL_5.238	XP_010475012.1, XP_010457399.1
OG0015869	evm.model.RL_5.204	XP_010481990.1, XP_010457350.1, XP_010474964.1
OG0015870	evm.model.RL_5.203	XP_010481975.1, XP_010474963.1, XP_010457348.1
OG0015871	evm.model.RL_5.202	XP_010457347.1, XP_010481966.1, XP_019094981.1
OG0015872	evm.model.RL_5.185	XP_010474944.1, XP_010481780.1, XP_010457330.1
OG0015873	evm.model.RL_5.170.2.687c88aa	XP_010481551.1, XP_010474932.1, XP_010457320.1
OG0015874	evm.model.RL_5.137	XP_010457272.1, XP_019096782.1, XP_010474858.1
OG0015875	evm.model.RL_5.125	XP_010474849.1, XP_010481191.1, XP_010457255.1
OG0015876	evm.model.RL_5.118	XP_010457247.1, XP_010481135.1
OG0015877	evm.model.RL_5.92	XP_010457213.1, XP_010474652.1, XP_010480923.1
OG0015878	evm.model.RL_5.102	XP_019090865.1, XP_010480996.1, XP_010474662.1
OG0015879	evm.model.RL_5.84	XP_010474646.1, XP_010480882.1, XP_010457205.1
OG0015880	evm.model.RL_5.83	XP_010457203.1, XP_010480869.1, XP_010474643.1
OG0015881	evm.model.RL_5.47	XP_010457143.1, XP_010501277.1, XP_010474719.1
OG0015882	evm.model.RL_5.31	XP_010457131.1, XP_019098134.1, XP_010474739.1
OG0015883	evm.model.RL_8.2880	XP_010474793.1, XP_010479865.1
OG0015884	evm.model.RL_8.2886	XP_010474802.1, XP_010479766.1, XP_010457080.1
OG0015885	evm.model.RL_8.2894	XP_010457068.1, XP_010501273.1, XP_010474816.1
OG0015886	evm.model.RL_8.2895	XP_010457066.1, XP_010479641.1, XP_010474817.1
OG0015887	evm.model.RL_8.2896	XP_010474818.1, XP_019098056.1, XP_010457062.1
OG0015888	evm.model.RL_8.2899.1.687c8563	XP_010457057.1, XP_010474825.1, XP_010479595.1
OG0015889	evm.model.RL_8.2903	XP_010479544.1, XP_010474827.1, XP_010457087.1
OG0015890	evm.model.RL_8.2904	XP_010474829.1, XP_010479510.1, XP_010457050.1, XP_010497799.1
OG0015891	evm.model.RL_8.2911	XP_010497224.1, XP_010501268.1
OG0015892	evm.model.RL_8.2919	XP_010496680.1, XP_019098228.1, XP_010479343.1
OG0015893	evm.model.RL_8.2926	XP_010496696.1, XP_010496478.1, XP_010479278.1
OG0015894	evm.model.RL_4.2237	XP_010420001.1, XP_010492171.1
OG0015895	evm.model.RL_4.2172	XP_010453580.1, XP_010492263.1, XP_010420095.1
OG0015896	evm.model.RL_4.2183	XP_010492243.1, XP_010453559.1, XP_010420075.1
OG0015897	evm.model.RL_4.2204	XP_010453540.1, XP_010420050.2, XP_010492222.1
OG0015898	evm.model.RL_4.2212	XP_010492214.1, XP_010453529.1, XP_010420037.1
OG0015899	evm.model.RL_4.2219	XP_010424088.1, XP_010453519.1, XP_010492205.1
OG0015900	evm.model.RL_4.2163	XP_010492278.1, XP_010453595.1, XP_010420113.1
OG0015901	evm.model.RL_4.2155	XP_019090463.1, XP_010420125.1, XP_010492287.1
OG0015902	evm.model.RL_4.2152	XP_019090466.1, XP_010492298.1, XP_010420128.1
OG0015903	evm.model.RL_4.2085	XP_010492392.1, XP_010420215.1, XP_010453687.1
OG0015904	evm.model.RL_4.2091	XP_010420203.1, XP_010453681.1, XP_010492383.1
OG0015905	evm.model.RL_4.2099	XP_010453669.1, XP_010492366.1, XP_010420189.1
OG0015906	evm.model.RL_4.2104	XP_010453662.1, XP_010492360.1, XP_010420187.1
OG0015907	evm.model.RL_4.2115.2.687c86d7	XP_010420172.1, XP_010492342.1
OG0015908	evm.model.RL_4.2048	XP_010492443.1, XP_010453740.1, XP_010420267.1
OG0015909	evm.model.RL_4.2014	XP_010453784.1, XP_010492510.1, XP_019083831.1
OG0015910	evm.model.RL_1.170	XP_010485565.1, XP_010463666.1, XP_010498530.1
OG0015911	evm.model.RL_4.2026	XP_010420294.1, XP_010453767.1, XP_010492494.1
OG0015912	evm.model.RL_4.1987	XP_010453815.1, XP_010420346.1, XP_010492563.1
OG0015913	evm.model.RL_4.1977	XP_010420362.1, XP_010492575.1, XP_010453826.1
OG0015914	evm.model.RL_4.1959	XP_010453853.1, XP_010456554.1, XP_019083841.1
OG0015915	evm.model.RL_4.1953	XP_010420394.1, XP_010453864.1, XP_010492620.1
OG0015916	evm.model.RL_4.1948	XP_010420400.1, XP_010492626.1, XP_010453869.1
OG0015917	evm.model.RL_4.1922	XP_010492669.1, XP_010420433.1, XP_019090731.1
OG0015918	evm.model.RL_4.1905	XP_019083849.1, XP_010492688.1, XP_010453925.1
OG0015919	evm.model.RL_4.1907	XP_010453928.1, XP_010492687.1, XP_019083851.1
OG0015920	evm.model.RL_4.1898	XP_010453942.1, XP_010420470.1
OG0015921	evm.model.RL_4.1886	XP_019083853.1, XP_010492715.1
OG0015922	evm.model.RL_4.1879	XP_010453965.1, XP_010420494.1, XP_010492723.1
OG0015923	evm.model.RL_4.1877	XP_010453967.1, XP_010420497.1, XP_010492727.1
OG0015924	evm.model.RL_4.1847	XP_010438438.1, XP_010492771.1, XP_019090227.1
OG0015925	evm.model.RL_4.1844	XP_010420533.1, XP_010454018.1, XP_010492789.1
OG0015926	evm.model.RL_4.1828	XP_010420564.1, XP_010454045.1, XP_010492824.1
OG0015927	evm.model.RL_4.1827	XP_010420566.1, XP_010454046.1
OG0015928	evm.model.RL_4.1814	XP_019097947.1, XP_010420588.1, XP_010454075.1
OG0015930	evm.model.RL_5.722	XP_010475664.1, XP_019095090.1, XP_010458104.1
OG0015931	evm.model.RL_4.1785	XP_010454119.1, XP_010420646.1, XP_010492887.1
OG0015932	evm.model.RL_4.1778	XP_010420651.1, XP_010492912.1
OG0015933	evm.model.RL_4.1777	XP_010492913.1, XP_010420652.1, XP_010454125.1
OG0015934	evm.model.RL_4.1770	XP_010420662.1, XP_010454137.1, XP_010492922.1
OG0015935	evm.model.RL_4.1737	XP_010492966.1, XP_010420709.1
OG0015936	evm.model.RL_4.1132	XP_010493890.1, XP_010421497.1, XP_010454977.1
OG0015937	evm.model.RL_4.1102	XP_010455023.1, XP_010421529.1
OG0015939	evm.model.RL_4.1092	XP_010493935.1, XP_010455041.1, XP_010421538.1
OG0015940	evm.model.RL_4.1058	XP_010455093.1, XP_019083973.1, XP_010493982.1
OG0015941	evm.model.RL_4.1047	XP_010455111.1, XP_010421597.1, XP_010493999.1
OG0015942	evm.model.RL_4.1033	XP_010455128.1, XP_010421636.1, XP_010494015.1
OG0015943	evm.model.RL_4.1032	XP_010494016.1, XP_010421635.1, XP_010455129.1
OG0015944	evm.model.RL_4.988	XP_010455166.1, XP_010494078.1, XP_010421676.1
OG0015946	evm.model.RL_7.1505	XP_010426378.1, XP_010503521.1, XP_010515205.1
OG0015947	evm.model.RL_4.937	XP_010482232.1, XP_010440773.1
OG0015948	evm.model.RL_2.2149	XP_010438772.1, XP_010433521.1, XP_010448291.1
OG0015949	evm.model.RL_4.888	XP_010445973.1, XP_010442370.1, XP_010482190.1, XP_010440234.1
OG0015950	evm.model.RL_4.848	XP_010439601.1, XP_019088804.1, XP_010484945.1
OG0015951	evm.model.RL_4.806	XP_010493668.1, XP_010442268.1
OG0015952	evm.model.RL_4.783	XP_010442250.1, XP_010482077.1, XP_010493644.1
OG0015953	evm.model.RL_4.792	XP_010442262.1, XP_010482091.1, XP_019097425.1
OG0015954	evm.model.RL_4.1955	XP_010420391.1, XP_010453862.1
OG0015955	evm.model.RL_4.2859	XP_010491269.1, XP_010423287.1, XP_010452629.1
OG0015956	evm.model.RL_4.2858	XP_010424745.1, XP_010452636.2, XP_010491275.1
OG0015957	evm.model.RL_4.2242	XP_010453486.1, XP_010492165.1, XP_010419993.1
OG0015958	evm.model.RL_4.2243	XP_010453487.1, XP_010419994.1, XP_010492164.1
OG0015959	evm.model.RL_4.2867	XP_010452620.1, XP_010491261.1, XP_010423298.1
OG0015960	evm.model.RL_4.2890	XP_010491225.1, XP_010423323.1
OG0015961	evm.model.RL_4.757	XP_010482043.1, XP_010442211.1, XP_010439137.1
OG0015963	evm.model.RL_4.761	XP_019090387.1, XP_019095430.1, XP_010442219.1
OG0015964	evm.model.RL_4.2908	XP_010491192.1, XP_010452558.1, XP_010423352.1
OG0015965	evm.model.RL_4.2917	XP_010491179.1, XP_010423364.1, XP_010452548.1, XP_010452545.1
OG0015966	evm.model.RL_4.2931	XP_010491159.1, XP_010423385.1, XP_010452529.1
OG0015967	evm.model.RL_4.2936	XP_010423389.1, XP_010452522.1, XP_010491155.1
OG0015968	evm.model.RL_4.2947	XP_010452505.1, XP_019084385.1, XP_010491144.1
OG0015969	evm.model.RL_4.2949	XP_010491138.1, XP_010423405.1, XP_010452503.1
OG0015970	evm.model.RL_4.2950.1.687c86dc	XP_010423406.1, XP_010452501.1, XP_010491136.1
OG0015971	evm.model.RL_4.2963	XP_010423421.1, XP_010491126.1, XP_010452489.1
OG0015972	evm.model.RL_4.2965	XP_010423428.1, XP_010452485.1, XP_010491116.1
OG0015973	evm.model.RL_4.2971	XP_010423433.1, XP_010491109.1, XP_010452480.1
OG0015974	evm.model.RL_4.2975	XP_010452478.1, XP_010491098.1, XP_010423437.1
OG0015975	evm.model.RL_4.2977	XP_010491101.1, XP_010423444.1, XP_010452476.1
OG0015976	evm.model.RL_4.3003	XP_010423474.1, XP_010452443.1
OG0015977	evm.model.RL_1.1449	XP_010465456.1, XP_010502527.1, XP_010487329.1
OG0015978	evm.model.RL_4.3015	XP_010423488.1, XP_010491055.1, XP_010452426.1
OG0015979	evm.model.RL_4.3023	XP_010491047.1, XP_010423497.1, XP_010452417.1
OG0015980	evm.model.RL_4.3029	XP_010452414.1, XP_010423500.1, XP_010491040.1
OG0015981	evm.model.RL_4.3049	XP_010491018.1, XP_010424776.1, XP_010456399.1
OG0015982	evm.model.RL_5.1550	XP_010476842.1, XP_010498050.1, XP_010459271.1
OG0015984	evm.model.RL_4.3079	XP_010452350.1, XP_010490964.1
OG0015985	evm.model.RL_4.3090	XP_010490952.1, XP_010452338.1, XP_010423580.1
OG0015986	evm.model.RL_4.1148	XP_010454954.1, XP_010421476.1, XP_010493863.1
OG0015987	evm.model.RL_4.1150	XP_010454949.1, XP_010493861.1, XP_010421467.1
OG0015988	evm.model.RL_4.1152	XP_010493859.1, XP_010454947.1, XP_010421458.1
OG0015989	evm.model.RL_4.1159	XP_010421449.1, XP_010454933.1
OG0015990	evm.model.RL_4.1207	XP_010454854.1, XP_010493784.1, XP_010421384.1
OG0015992	evm.model.RL_4.1234	XP_010493740.1, XP_010454820.1, XP_010421343.1
OG0015993	evm.model.RL_4.1239.3.687c86d2	XP_010421335.1, XP_010493735.1, XP_010454816.1
OG0015994	evm.model.RL_4.1244	XP_010456682.1, XP_010474223.1, XP_010421324.1
OG0015995	evm.model.RL_4.1252	XP_010454800.1, XP_010421318.1, XP_010493721.1
OG0015996	evm.model.RL_4.1292	XP_010493579.1, XP_010421260.1, XP_010454738.1
OG0015997	evm.model.RL_4.1289	XP_019083927.1, XP_010493586.1, XP_019090516.1
OG0015998	evm.model.RL_4.1275	XP_010421275.1, XP_010493612.1, XP_010454768.1
OG0015999	evm.model.RL_4.1274	XP_010454767.1, XP_010424276.1, XP_010493611.1
OG0016000	evm.model.RL_4.1321	XP_010421225.1, XP_010495422.1
OG0016001	evm.model.RL_4.1326	XP_010493544.1, XP_019084240.1, XP_010454700.1
OG0016002	evm.model.RL_4.1343	XP_010421193.1, XP_010493506.1, XP_010454671.1
OG0016003	evm.model.RL_4.1346	XP_010456660.1, XP_019083914.1
OG0016004	evm.model.RL_4.1354	XP_010493496.1, XP_010421182.1, XP_019090219.1
OG0016005	evm.model.RL_1.2456	XP_019092803.1, XP_010514529.1, XP_010488686.1
OG0016006	evm.model.RL_4.1374	XP_010421155.1, XP_010454638.1, XP_010493472.1
OG0016007	evm.model.RL_4.1382	XP_010493465.1, XP_010454622.1, XP_010421144.1
OG0016008	evm.model.RL_4.1411	XP_010421110.1, XP_010493425.1, XP_010454592.1
OG0016009	evm.model.RL_4.1417	XP_010493418.1, XP_010497107.1
OG0016010	evm.model.RL_8.2163	XP_010443910.1, XP_010483752.1, XP_010456865.1
OG0016011	evm.model.RL_8.2165	XP_010456871.1, XP_010443911.1, XP_010483754.1
OG0016012	evm.model.RL_7.2343	XP_010514354.1, XP_010425413.1, XP_010497111.1
OG0016013	evm.model.RL_8.2184	XP_010443930.1, XP_010456995.1, XP_010483778.1
OG0016014	evm.model.RL_8.2210	XP_010483802.1, XP_010443956.1, XP_010457260.1
OG0016015	evm.model.RL_8.2212	XP_010457288.1, XP_010443958.1, XP_010483805.1
OG0016016	evm.model.RL_8.2235	XP_010443983.1, XP_010483840.1, XP_010457508.1
OG0016017	evm.model.RL_8.2244	XP_010457616.1, XP_010443991.1
OG0016018	evm.model.RL_8.2275	XP_010458072.1, XP_010444039.1, XP_019095842.1
OG0016019	evm.model.RL_8.2279	XP_010444078.1, XP_010483943.1, XP_010458214.1
OG0016020	evm.model.RL_8.2294	XP_010458417.1, XP_010444059.1, XP_010483917.1
OG0016021	evm.model.RL_8.2304	XP_010458538.1, XP_010483900.1, XP_010444042.1
OG0016022	evm.model.RL_8.2305	XP_010458549.1, XP_010444041.1, XP_010483899.1
OG0016023	evm.model.RL_8.2328	XP_019088366.1, XP_010483971.1, XP_010459041.1
OG0016024	evm.model.RL_8.2335	XP_010444115.1, XP_010483977.1, XP_010459179.1
OG0016025	evm.model.RL_8.2345	XP_010444127.1, XP_010483987.1, XP_010459278.1
OG0016026	evm.model.RL_8.2363	XP_010444154.1, XP_010484003.1
OG0016027	evm.model.RL_8.2374	XP_010484014.1, XP_010459552.1, XP_010444180.1
OG0016028	evm.model.RL_8.2385	XP_010484029.1, XP_010459797.1, XP_019088404.1
OG0016029	evm.model.RL_8.1956	XP_010483481.1, XP_010454232.1, XP_010443626.1
OG0016030	evm.model.RL_8.1936	XP_010443602.1
OG0016031	evm.model.RL_8.1929.3.687c855e	XP_010443591.1, XP_010483452.1, XP_010453831.1
OG0016032	evm.model.RL_8.1928	XP_010453842.1, XP_010483453.1, XP_010443593.1
OG0016033	evm.model.RL_8.1922	XP_010483445.1, XP_010443585.1, XP_010453760.1
OG0016034	evm.model.RL_8.1918	XP_019088441.1, XP_010453709.1
OG0016035	evm.model.RL_8.1898	XP_010453349.1, XP_010443540.1, XP_010483394.1
OG0016036	evm.model.RL_8.1896	XP_010443537.1, XP_010453332.2, XP_010483388.1
OG0016037	evm.model.RL_7.1252	XP_010515538.1, XP_010503827.1, XP_010431241.1
OG0016038	evm.model.RL_7.1260	XP_010503811.1, XP_010426671.1, XP_010515523.1
OG0016039	evm.model.RL_7.1280	XP_010426647.1, XP_010515487.1, XP_010503783.1
OG0016040	evm.model.RL_7.1310	XP_010426619.1, XP_010515448.1
OG0016041	evm.model.RL_7.1343.1.687c84b9	XP_010426590.1, XP_010503716.1, XP_010515406.1
OG0016042	evm.model.RL_7.1346	XP_010426585.1, XP_010503713.1, XP_010515402.1
OG0016043	evm.model.RL_7.1349	XP_010515398.1, XP_010503707.1, XP_010426581.1
OG0016044	evm.model.RL_7.1365	XP_010515387.1, XP_010426568.1, XP_010503694.1
OG0016045	evm.model.RL_7.1380	XP_010503678.1, XP_010515377.1
OG0016046	evm.model.RL_7.1392	XP_010503667.1, XP_010426529.1, XP_010515364.1
OG0016047	evm.model.RL_7.1424	XP_010426496.1, XP_019102305.1, XP_010503638.1
OG0016048	evm.model.RL_7.1432	XP_010515322.1, XP_010503625.1, XP_010426485.1
OG0016049	evm.model.RL_7.1438	XP_010503619.1, XP_010426480.1, XP_010515310.1
OG0016050	evm.model.RL_4.1273	XP_010421276.1, XP_010454769.1, XP_010493613.1
OG0016051	evm.model.RL_7.1460	XP_010503595.1, XP_010426441.1
OG0016052	evm.model.RL_7.1480	XP_010507332.1, XP_010515252.1, XP_019085747.1
OG0016053	evm.model.RL_7.1487	XP_010503546.1, XP_010426401.1, XP_010515235.1
OG0016054	evm.model.RL_7.1488	XP_010515234.1, XP_010426402.1, XP_010503544.1
OG0016055	evm.model.RL_5.2919	XP_010478363.1, XP_010460765.1, XP_010499506.1
OG0016056	evm.model.RL_7.1536	XP_010515161.1, XP_010426336.1, XP_010503473.1
OG0016057	evm.model.RL_7.1539	XP_010515158.1, XP_010426331.1, XP_010503468.1
OG0016058	evm.model.RL_7.1542	XP_010426327.1, XP_010515155.1, XP_010503465.1
OG0016059	evm.model.RL_7.1548	XP_010515147.1, XP_010426320.1
OG0016060	evm.model.RL_7.1551	XP_010426312.1, XP_010515139.1, XP_010503454.1
OG0016061	evm.model.RL_7.1557	XP_010503444.1, XP_010426288.1, XP_010515133.1
OG0016062	evm.model.RL_8.2375	XP_010459656.1, XP_010459572.1, XP_010444178.1
OG0016063	evm.model.RL_7.1562	XP_010426285.1, XP_010515127.1, XP_010503438.1
OG0016064	evm.model.RL_7.1566	XP_010426281.1, XP_010515124.1, XP_010503436.1
OG0016065	evm.model.RL_7.1580	XP_010515112.1, XP_010503423.1
OG0016066	evm.model.RL_7.1587	XP_010515105.1, XP_010426264.1, XP_010503409.1
OG0016067	evm.model.RL_7.1595	XP_010426247.1, XP_010515100.1, XP_010503395.1
OG0016068	evm.model.RL_7.1606	XP_010503389.1, XP_010426233.1
OG0016069	evm.model.RL_7.1615	XP_010515077.1, XP_010426217.1, XP_010503377.1
OG0016070	evm.model.RL_7.1625	XP_010515068.1, XP_010426208.1, XP_010503367.1
OG0016071	evm.model.RL_7.1626	XP_010503365.1, XP_010515067.1, XP_010426207.1
OG0016072	evm.model.RL_7.1635	XP_010503350.1, XP_010426192.1, XP_010515055.1
OG0016073	evm.model.RL_7.1639, evm.model.RL_3.188	XP_010515051.1, XP_010426186.1
OG0016074	evm.model.RL_7.1640	XP_010515050.1, XP_010507281.1, XP_010426185.1
OG0016075	evm.model.RL_7.1641	XP_010503343.1, XP_010426184.1, XP_010515049.1
OG0016076	evm.model.RL_7.1645	XP_010503340.1, XP_010426182.1
OG0016077	evm.model.RL_7.1673	XP_010426151.1, XP_010503313.1, XP_010515020.1
OG0016078	evm.model.RL_7.1689	XP_010426137.1, XP_010507261.1, XP_010515009.1
OG0016079	evm.model.RL_7.1695	XP_019099669.1, XP_010515001.1, XP_019084783.1
OG0016080	evm.model.RL_7.1721, evm.model.RL_7.1714	XP_010514981.1, XP_010503267.1, XP_010426094.1
OG0016081	evm.model.RL_7.1789	XP_010514896.1, XP_010496797.1
OG0016082	evm.model.RL_7.1813	XP_010425966.1, XP_010514879.1
OG0016083	evm.model.RL_7.1819	XP_010425954.1, XP_010514868.1
OG0016084	evm.model.RL_7.1911	XP_010503096.1, XP_010425859.1
OG0016085	evm.model.RL_7.1982	XP_010503039.1, XP_010425818.1, XP_010514722.1
OG0016086	evm.model.RL_7.1967	XP_010412484.1, XP_010503037.1, XP_019085465.1
OG0016087	evm.model.RL_7.1958	XP_019085463.1, XP_010503028.1, XP_010514712.1
OG0016088	evm.model.RL_7.1956	XP_019102154.1, XP_019100015.1
OG0016089	evm.model.RL_7.2414	XP_010514237.1, XP_010502502.1, XP_010425271.1
OG0016090	evm.model.RL_7.1954	XP_010503021.1, XP_010425801.1
OG0016091	evm.model.RL_5.117	XP_010474673.1, XP_010457245.1
OG0016092	evm.model.RL_3.1199	XP_010470761.1, XP_019093311.1, XP_010415432.1, XP_010511804.1
OG0016093	evm.model.RL_3.1125	XP_010511681.1, XP_010470655.1, XP_010415323.1
OG0016094	evm.model.RL_3.1188	XP_010415410.1, XP_010470746.1, XP_019100946.1
OG0016095	evm.model.RL_3.1203	XP_010511809.1, XP_010415440.1, XP_010470764.1
OG0016096	evm.model.RL_3.1167	XP_010415393.1, XP_010511761.1, XP_010470729.1
OG0016097	evm.model.RL_3.1250	XP_010470818.1, XP_010511873.1, XP_010415491.1
OG0016098	evm.model.RL_3.1271	XP_010470845.1, XP_010415516.1, XP_010511902.1
OG0016099	evm.model.RL_1.1152	XP_010486970.1, XP_010499090.1, XP_010465025.1
OG0016100	evm.model.RL_3.1258	XP_010470866.1, XP_010511886.1
OG0016101	evm.model.RL_3.1276	XP_010470839.1, XP_010415509.1, XP_010511909.1
OG0016102	evm.model.RL_3.1283	XP_010474226.1, XP_010470830.1, XP_010511922.1, XP_019101626.1
OG0016103	evm.model.RL_3.1284	XP_019101633.1, XP_010470872.1
OG0016104	evm.model.RL_3.1288	XP_010511925.1, XP_010415530.1, XP_010470875.1
OG0016105	evm.model.RL_3.1289	XP_010415528.1, XP_010470874.1
OG0016106	evm.model.RL_3.1303	XP_010470894.1, XP_019101634.1, XP_010415548.1
OG0016107	evm.model.RL_3.1318	XP_010415577.2, XP_010511962.1, XP_010470918.1
OG0016108	evm.model.RL_3.1319.2.687c84bc	XP_010415578.1, XP_010470920.1, XP_010511961.1
OG0016109	evm.model.RL_3.1338	XP_010511989.1, XP_010470939.1, XP_010415595.1
OG0016110	evm.model.RL_3.1339	XP_010470938.1, XP_010415596.1, XP_010511988.1
OG0016111	evm.model.RL_3.1349	XP_010470957.1, XP_019101643.1
OG0016112	evm.model.RL_3.1380	XP_019093741.1, XP_010415653.1, XP_010512049.1
OG0016113	evm.model.RL_3.1394	XP_010415670.1, XP_010512064.1, XP_010470999.1
OG0016114	evm.model.RL_3.1400	XP_010512076.1, XP_010471003.1
OG0016115	evm.model.RL_3.1408	XP_010474251.1, XP_010512093.1, XP_010415689.1
OG0016116	evm.model.RL_3.1416	XP_010415700.1, XP_010512098.1, XP_010471016.1
OG0016117	evm.model.RL_4.1144, evm.model.RL_2.494	XP_010493868.1, XP_010421479.1
OG0016118	evm.model.RL_3.1455	XP_010427844.1, XP_010471061.1, XP_010415747.1
OG0016119	evm.model.RL_3.545, evm.model.RL_3.1458	XP_010427849.1, XP_010471065.1
OG0016120	evm.model.RL_3.1483	XP_010471085.1, XP_010427875.1, XP_010415771.1
OG0016121	evm.model.RL_3.1495.1.687c84bc	XP_010427898.1, XP_010471095.1, XP_010415787.1
OG0016122	evm.model.RL_3.1517	XP_010471116.1, XP_010427927.1, XP_010415806.1
OG0016123	evm.model.RL_3.1519	XP_010471117.1, XP_010427928.1
OG0016124	evm.model.RL_3.1532	XP_019084960.1, XP_019093505.1, XP_010415832.1
OG0016125	evm.model.RL_3.1535	XP_010415836.1, XP_010471140.1, XP_010427952.1
OG0016126	evm.model.RL_3.1473, evm.model.RL_3.1541	XP_010415839.1, XP_010471146.1
OG0016127	evm.model.RL_3.1549	XP_010471157.1, XP_010427979.1, XP_010415852.1
OG0016128	evm.model.RL_3.1555	XP_010427985.1, XP_010471163.1, XP_010415860.1
OG0016130	evm.model.RL_3.1560	XP_010471171.1, XP_019083294.1, XP_010427995.1
OG0016131	evm.model.RL_3.1561	XP_010415873.1, XP_010427996.1, XP_010471174.1
OG0016132	evm.model.RL_3.1565	XP_010415879.2, XP_010471179.1, XP_010428001.1
OG0016133	evm.model.RL_3.1567	XP_010415882.1, XP_010471182.1, XP_010428006.1
OG0016134	evm.model.RL_3.1571	XP_010428015.2, XP_010415888.1, XP_010471187.1
OG0016135	evm.model.RL_3.1573	XP_010471189.1, XP_010428019.1
OG0016136	evm.model.RL_3.1603	XP_010428064.1, XP_010415941.1
OG0016137	evm.model.RL_3.2210	XP_010472021.1, XP_010416784.1, XP_010428932.1
OG0016138	evm.model.RL_3.2198	XP_010416767.1, XP_010428906.1, XP_010471999.1
OG0016139	evm.model.RL_3.2196	XP_010471997.1, XP_010416764.1, XP_010428901.1
OG0016140	evm.model.RL_3.2188	XP_010428875.1, XP_010416753.1
