Orthogroup	Cardamine_amara	Arabidopsis_arenosa
OG0016406	evm.model.RL_5.2174	jg32913
OG0016407	evm.model.RL_5.2182	jg32907
OG0016409	evm.model.RL_5.2202	jg32889
OG0016410	evm.model.RL_5.2204	jg32887
OG0016411	evm.model.RL_5.2206	jg32880
OG0016412	evm.model.RL_5.2214	jg32873, jg32848
OG0016413	evm.model.RL_2.1177	jg11024
OG0016414	evm.model.RL_2.1161	jg11047
OG0016415	evm.model.RL_2.1148	jg11061
OG0016416	evm.model.RL_2.1116	jg11109
OG0016417	evm.model.RL_2.1114	jg11117
OG0016418	evm.model.RL_2.1113	jg11118
OG0016419	evm.model.RL_6.1565	jg18591
OG0016420	evm.model.RL_5.2880	jg31611
OG0016421	evm.model.RL_6.1534	jg18548
OG0016422	evm.model.RL_7.1197	jg15096
OG0016423	evm.model.RL_7.1185	jg15113
OG0016424	evm.model.RL_7.1165	jg15128
OG0016425	evm.model.RL_7.1157	jg15136
OG0016426	evm.model.RL_7.1134	jg15170
OG0016427	evm.model.RL_7.1124	jg15183
OG0016428	evm.model.RL_7.1123	jg15184
OG0016429	evm.model.RL_7.1121	jg15186
OG0016430	evm.model.RL_7.1083	jg15240
OG0016431	evm.model.RL_1.697	jg24708
OG0016432	evm.model.RL_5.1609	jg30301
OG0016433	evm.model.RL_7.1051	jg15269
OG0016434	evm.model.RL_7.988	jg15328
OG0016435	evm.model.RL_7.987	jg15330
OG0016436	evm.model.RL_7.1206	jg15082
OG0016437	evm.model.RL_7.1200.1.687c84b8	jg15093
OG0016438	evm.model.RL_7.1213	jg15078
OG0016439	evm.model.RL_7.1218	jg15073
OG0016440	evm.model.RL_7.1224	jg15049
OG0016441	evm.model.RL_5.3419	jg30920
OG0016442	evm.model.RL_7.1226	jg15047
OG0016443	evm.model.RL_7.1225.1.687c84b8	jg15048
OG0016444	evm.model.RL_7.930	jg15383
OG0016445	evm.model.RL_7.914	jg15399
OG0016446	evm.model.RL_7.894	jg15420
OG0016447	evm.model.RL_7.890.1.687c84b6	jg15423
OG0016448	evm.model.RL_7.888	jg15425
OG0016449	evm.model.RL_7.830	jg15470
OG0016450	evm.model.RL_7.827	jg15474
OG0016451	evm.model.RL_7.824	jg15477
OG0016452	evm.model.RL_7.759	jg15572
OG0016453	evm.model.RL_7.733	jg15582
OG0016454	evm.model.RL_7.743	jg15593
OG0016456	evm.model.RL_7.727	jg15612
OG0016457	evm.model.RL_7.705	jg15632
OG0016458	evm.model.RL_7.692	jg15643, jg15717
OG0016459	evm.model.RL_7.675	jg15693, jg15161
OG0016460	evm.model.RL_7.663	jg15681
OG0016461	evm.model.RL_7.652	jg15667
OG0016462	evm.model.RL_7.611	jg15766
OG0016463	evm.model.RL_7.604, evm.model.RL_7.570	jg15769
OG0016464	evm.model.RL_7.600	jg15775
OG0016465	evm.model.RL_7.579	jg15798
OG0016466	evm.model.RL_7.574	jg15804
OG0016467	evm.model.RL_7.573	jg15805
OG0016468	evm.model.RL_7.553	jg15820
OG0016469	evm.model.RL_7.921	jg15394
OG0016470	evm.model.RL_7.517	jg15872
OG0016471	evm.model.RL_7.515	jg15873
OG0016472	evm.model.RL_7.508	jg15880
OG0016473	evm.model.RL_7.475	jg15912
OG0016474	evm.model.RL_7.419	jg15983
OG0016476	evm.model.RL_7.390	jg16021
OG0016477	evm.model.RL_1.2500	jg27024
OG0016478	evm.model.RL_7.369	jg16046
OG0016479	evm.model.RL_7.365	jg16051
OG0016480	evm.model.RL_7.348	jg16072
OG0016481	evm.model.RL_7.330	jg16091
OG0016482	evm.model.RL_7.317.5.687c84b4	jg16110
OG0016483	evm.model.RL_7.280	jg16142
OG0016485	evm.model.RL_7.231	jg16196
OG0016487	evm.model.RL_7.218	jg16210
OG0016488	evm.model.RL_7.208	jg16222
OG0016489	evm.model.RL_7.192, evm.model.RL_7.191.1.687c84b3	jg16242
OG0016490	evm.model.RL_7.182	jg16251
OG0016491	evm.model.RL_7.167	jg16266
OG0016492	evm.model.RL_7.144	jg16291
OG0016493	evm.model.RL_7.127	jg16307
OG0016494	evm.model.RL_7.126	jg16308
OG0016495	evm.model.RL_7.83	jg16349
OG0016496	evm.model.RL_7.87	jg16344
OG0016497	evm.model.RL_7.59	jg16376
OG0016498	evm.model.RL_7.55	jg16380
OG0016499	evm.model.RL_7.51	jg16384
OG0016500	evm.model.RL_7.35	jg16416
OG0016501	evm.model.RL_7.33	jg16418
OG0016502	evm.model.RL_7.32	jg16426
OG0016503	evm.model.RL_7.31	jg16427
OG0016504	evm.model.RL_7.22.1.687c84b2	jg16434
OG0016505	evm.model.RL_7.19	jg16438
OG0016506	evm.model.RL_7.15	jg16443
OG0016507	evm.model.RL_7.13	jg16445
OG0016508	evm.model.RL_7.9	jg16449
OG0016509	evm.model.RL_7.8	jg16450
OG0016510	evm.model.RL_5.3989	jg33797
OG0016511	evm.model.RL_5.3709	jg33434
OG0016513	evm.model.RL_2.1127	jg11102
OG0016515	evm.model.RL_2.827	jg11560
OG0016517	evm.model.RL_7.1084	jg15230
OG0016518	evm.model.RL_7.1000	jg15316
OG0016519	evm.model.RL_7.578.1.687c84b5	jg15800, jg15777
OG0016520	evm.model.RL_7.557	jg15816
OG0016521	evm.model.RL_4.1081	jg21327
OG0016522	evm.model.RL_7.392	jg16017
OG0016523	evm.model.RL_6.214	jg16760
OG0016524	evm.model.RL_7.333	jg16088
OG0016525	evm.model.RL_7.259	jg16166
OG0016526	evm.model.RL_7.185	jg16248
OG0016527	evm.model.RL_2.1184	jg11016
OG0016528	evm.model.RL_4.237	jg20487
OG0016529	evm.model.RL_4.122	jg20379
OG0016530	evm.model.RL_4.10	jg20261
OG0016531	evm.model.RL_4.376	jg20656
OG0016532	evm.model.RL_7.2539	jg13124
OG0016533	evm.model.RL_6.1588	jg18618
OG0016535	evm.model.RL_6.1935	jg19006
OG0016536	evm.model.RL_6.2445	jg19645
OG0016537	evm.model.RL_6.2860, evm.model.RL_6.2858	jg20119
OG0016539	evm.model.RL_3.2147.2.687c84bd	jg3412
OG0016540	evm.model.RL_2.596	jg11972
OG0016541	evm.model.RL_2.2265	jg9698
OG0016542	evm.model.RL_2.2798	jg9104
OG0016545	evm.model.RL_2.3495	jg8284
OG0016546	evm.model.RL_5.64_evm.model.RL_5.65	jg28516
OG0016547	evm.model.RL_5.306	jg28773
OG0016548	evm.model.RL_5.447	jg28937
OG0016549	evm.model.RL_5.579	jg29082
OG0016550	evm.model.RL_5.748	jg29247
OG0016551	evm.model.RL_5.768	jg29267
OG0016552	evm.model.RL_5.909	jg29432
OG0016553	evm.model.RL_5.984	jg29538
OG0016555	evm.model.RL_5.1067	jg29641
OG0016556	evm.model.RL_5.1208	jg29831
OG0016559	evm.model.RL_5.1589	jg30276
OG0016560	evm.model.RL_5.1615	jg30308
OG0016561	evm.model.RL_5.1809	jg30503
OG0016562	evm.model.RL_5.3678	jg30600
OG0016563	evm.model.RL_3.1402	jg2618
OG0016564	evm.model.RL_3.1232	jg2412
OG0016565	evm.model.RL_3.1156	jg2323
OG0016567	evm.model.RL_8.1765, evm.model.RL_2.1100	jg11130
OG0016568	evm.model.RL_4.671	jg21067
OG0016569	evm.model.RL_1.2278	jg26639
OG0016570	evm.model.RL_1.1442	jg25548
OG0016571	evm.model.RL_1.1070	jg25115
OG0016572	evm.model.RL_1.993	jg25025
OG0016576	evm.model.RL_1.106	jg23987
OG0016577	evm.model.RL_4.3342	jg3921
OG0016578	evm.model.RL_4.3115	jg4162
OG0016579	evm.model.RL_4.2946	jg4352
OG0016580	evm.model.RL_4.2893	jg4430
OG0016581	evm.model.RL_4.2879.2.687c86db	jg4443, jg4488
OG0016582	evm.model.RL_4.2830	jg4549
OG0016584	evm.model.RL_5.2535	jg32121
OG0016585	evm.model.RL_5.2618	jg32398
OG0016586	evm.model.RL_5.2654, evm.model.RL_5.2657	jg31955
OG0016587	evm.model.RL_2.1869	jg10146
OG0016588	evm.model.RL_2.1700	jg10355
OG0016589	evm.model.RL_5.2314	jg32653
OG0016590	evm.model.RL_1.1737	jg25947
OG0016591	evm.model.RL_2.1267	jg10905
OG0016592	evm.model.RL_5.3102	jg31313
OG0016594	evm.model.RL_6.1284	jg18255
OG0016595	evm.model.RL_6.1184	jg18145
OG0016596	evm.model.RL_6.1151	jg18099
OG0016597	evm.model.RL_6.848	jg17676
OG0016598	evm.model.RL_4.2760	jg4633
OG0016599	evm.model.RL_4.2631	jg4770
OG0016600	evm.model.RL_4.2568	jg4835
OG0016601	evm.model.RL_4.2469	jg4946
OG0016602	evm.model.RL_4.2331	jg5099
OG0016604	evm.model.RL_4.2238	jg5199
OG0016606	evm.model.RL_4.836	jg21427
OG0016607	evm.model.RL_4.830	jg21405
OG0016609	evm.model.RL_7.1492	jg14721
OG0016610	evm.model.RL_5.3350	jg31027
OG0016611	evm.model.RL_8.1894, evm.model.RL_3.681	jg22726
OG0016612	evm.model.RL_8.2029	jg22880
OG0016613	evm.model.RL_4.1253	jg6341
OG0016614	evm.model.RL_5.75	jg28528
OG0016616	evm.model.RL_5.3220	jg31182
OG0016617	evm.model.RL_5.3135	jg31281
OG0016619	evm.model.RL_5.2043, evm.model.RL_5.2042, evm.model.RL_5.2041	jg33118, jg33117
OG0016620	evm.model.RL_5.1948	jg33262
OG0016622	evm.model.RL_3.2368, evm.model.RL_3.2366	jg3801
OG0016625	evm.model.RL_1.2962.1.687c87f0	jg27915
OG0016626	evm.model.RL_6.179	jg16703
OG0016627	evm.model.RL_6.351	jg16948
OG0016629	evm.model.RL_7.2231, evm.model.RL_7.2229, evm.model.RL_7.2232	jg13550
OG0016630	evm.model.RL_7.1616	jg14573
OG0016631	evm.model.RL_7.1406.2.687c9769	jg14859
OG0016632	evm.model.RL_7.1386	jg14873
OG0016633	evm.model.RL_7.643	jg15163, jg15727, jg15654
OG0016635	evm.model.RL_8.425	jg7769
OG0016636	evm.model.RL_8.71	jg8189
OG0016638	evm.model.RL_2.1816	jg10214, jg10215
OG0016639	evm.model.RL_1.1074	jg11507
OG0016657	evm.model.RL_2.2334	jg9614
OG0016658	evm.model.RL_2.2401, evm.model.RL_2.2357	jg9594
OG0016659	evm.model.RL_2.2359	jg9590
OG0016660	evm.model.RL_2.2361	jg9588
OG0016661	evm.model.RL_2.2366	jg9583
OG0016662	evm.model.RL_2.2399	jg9552
OG0016663	evm.model.RL_2.2429	jg9523
OG0016664	evm.model.RL_2.2442	jg9513
OG0016665	evm.model.RL_2.2500	jg9439
OG0016666	evm.model.RL_2.2524	jg9415
OG0016667	evm.model.RL_2.2527	jg9403
OG0016668	evm.model.RL_2.2528	jg9402
OG0016670	evm.model.RL_2.2648	jg9267
OG0016671	evm.model.RL_2.2699.3.687c86e6	jg9214
OG0016672	evm.model.RL_2.2754	jg9147
OG0016673	evm.model.RL_2.2792	jg9111
OG0016675	evm.model.RL_2.2858	jg9033
OG0016676	evm.model.RL_2.2866	jg9026
OG0016677	evm.model.RL_2.2871	jg9018
OG0016679	evm.model.RL_2.2941	jg8940
OG0016681	evm.model.RL_2.3000	jg8876
OG0016682	evm.model.RL_5.2821	jg31728
OG0016683	evm.model.RL_5.2804	jg31769
OG0016684	evm.model.RL_5.2798	jg31775
OG0016685	evm.model.RL_5.2796	jg31777
OG0016686	evm.model.RL_5.2735	jg31871
OG0016687	evm.model.RL_5.2725	jg31883
OG0016688	evm.model.RL_2.645	jg11900
OG0016689	evm.model.RL_3.762	jg1538
OG0016690	evm.model.RL_3.743	jg1506
OG0016691	evm.model.RL_7.717, evm.model.RL_3.702.3.687c84ba	jg1432
OG0016692	evm.model.RL_3.690	jg1423
OG0016693	evm.model.RL_3.659	jg1364
OG0016694	evm.model.RL_3.577	jg1194
OG0016697	evm.model.RL_3.542	jg1106
OG0016698	evm.model.RL_3.485	jg996
OG0016699	evm.model.RL_3.465	jg961
OG0016700	evm.model.RL_3.464	jg960
OG0016701	evm.model.RL_3.463	jg957
OG0016702	evm.model.RL_3.388	jg905
OG0016703	evm.model.RL_3.421_evm.model.RL_3.420	jg869
OG0016704	evm.model.RL_3.278	jg729
OG0016705	evm.model.RL_7.2718	jg12975
OG0016706	evm.model.RL_7.2631	jg12993
OG0016707	evm.model.RL_7.2618	jg13012
OG0016708	evm.model.RL_7.2583	jg13062
OG0016709	evm.model.RL_7.2543	jg13118
OG0016712	evm.model.RL_7.2472	jg13210
OG0016713	evm.model.RL_7.2440	jg13247
OG0016714	evm.model.RL_7.2416	jg13281
OG0016715	evm.model.RL_7.2376	jg13338
OG0016716	evm.model.RL_7.2360	jg13357
OG0016717	evm.model.RL_7.2251	jg13523
OG0016718	evm.model.RL_7.2226	jg13555
OG0016719	evm.model.RL_2.7	jg13567
OG0016720	evm.model.RL_7.2198	jg13616
OG0016721	evm.model.RL_7.2091	jg13758
OG0016725	evm.model.RL_3.1087	jg2229
OG0016726	evm.model.RL_3.1078	jg2214
OG0016727	evm.model.RL_3.1048	jg2173
OG0016729	evm.model.RL_3.1007	jg2086
OG0016730	evm.model.RL_3.970	jg2021
OG0016731	evm.model.RL_3.943	jg1938
OG0016733	evm.model.RL_3.900	jg1854
OG0016734	evm.model.RL_3.800	jg1805
OG0016735	evm.model.RL_3.869	jg1795
OG0016736	evm.model.RL_3.797	jg1726
OG0016737	evm.model.RL_3.647	jg1352
OG0016738	evm.model.RL_3.775	jg1564
OG0016739	evm.model.RL_3.8	jg358
OG0016740	evm.model.RL_3.12	jg363
OG0016742	evm.model.RL_3.208	jg621
OG0016743	evm.model.RL_3.218	jg632
OG0016744	evm.model.RL_3.255	jg688
OG0016745	evm.model.RL_3.264	jg696
OG0016746	evm.model.RL_3.260	jg692
OG0016747	evm.model.RL_1.1153	jg25208
OG0016748	evm.model.RL_2.2093	jg9887
OG0016749	evm.model.RL_2.2127	jg9849
OG0016750	evm.model.RL_2.2131	jg9845
OG0016751	evm.model.RL_2.2134	jg9841
OG0016752	evm.model.RL_6.2195	jg19337
OG0016753	evm.model.RL_1.821	jg24832
OG0016754	evm.model.RL_1.861	jg24881
OG0016756	evm.model.RL_1.888	jg24905
OG0016757	evm.model.RL_7.1678, evm.model.RL_7.1681	jg29446
OG0016758	evm.model.RL_4.3202	jg4066
OG0016759	evm.model.RL_1.912	jg24934
OG0016760	evm.model.RL_1.946	jg24973
OG0016761	evm.model.RL_1.974	jg25002
OG0016762	evm.model.RL_1.1012	jg25047
OG0016763	evm.model.RL_4.2587	jg4815
OG0016764	evm.model.RL_1.1052	jg25098
OG0016765	evm.model.RL_1.2617	jg27395
OG0016766	evm.model.RL_8.2461	jg23376
OG0016767	evm.model.RL_8.985	jg6969
OG0016768	evm.model.RL_8.1102	jg21661
OG0016769	evm.model.RL_8.1104.1.687c8559	jg21663
OG0016770	evm.model.RL_8.1145	jg21702
OG0016771	evm.model.RL_8.1160	jg21715
OG0016772	evm.model.RL_8.1203	jg21755
OG0016773	evm.model.RL_8.1210	jg21763
OG0016774	evm.model.RL_8.1275	jg21852
OG0016775	evm.model.RL_8.1277	jg21854
OG0016776	evm.model.RL_8.1283	jg21862
OG0016777	evm.model.RL_8.1286	jg21866
OG0016778	evm.model.RL_8.1312	jg21909
OG0016779	evm.model.RL_8.1318	jg21915
OG0016780	evm.model.RL_8.1370	jg21981
OG0016783	evm.model.RL_8.1445	jg22070
OG0016784	evm.model.RL_8.1613	jg22347
OG0016785	evm.model.RL_8.1665	jg22422
OG0016786	evm.model.RL_8.1707	jg22482
OG0016787	evm.model.RL_8.1734.1.687c855d	jg22543
OG0016788	evm.model.RL_8.1759	jg22570
OG0016789	evm.model.RL_8.1787.5.687c855d	jg22604
OG0016790	evm.model.RL_8.1819.1.687c855e	jg22643
OG0016791	evm.model.RL_8.1825	jg22649
OG0016792	evm.model.RL_8.1868	jg22698
OG0016794	evm.model.RL_4.2432	jg4990
OG0016795	evm.model.RL_4.2445	jg4977
OG0016796	evm.model.RL_4.2458	jg4960
OG0016797	evm.model.RL_4.2471	jg4944
OG0016798	evm.model.RL_4.2488	jg4926
OG0016799	evm.model.RL_4.2497.1.687c86d9	jg4919
OG0016800	evm.model.RL_4.2507, evm.model.RL_4.2503	jg4913
OG0016801	evm.model.RL_4.2514	jg4900
OG0016803	evm.model.RL_4.2548	jg4860
OG0016804	evm.model.RL_4.2549	jg4859
OG0016805	evm.model.RL_4.2572	jg4831
OG0016806	evm.model.RL_4.2585	jg4819
OG0016807	evm.model.RL_4.2646	jg4755
OG0016808	evm.model.RL_4.2655	jg4747
OG0016809	evm.model.RL_4.2663	jg4738
OG0016810	evm.model.RL_4.2667	jg4733
OG0016811	evm.model.RL_4.2668	jg4732
OG0016812	evm.model.RL_4.2718	jg4676
OG0016813	evm.model.RL_4.2744	jg4653
OG0016814	evm.model.RL_4.2750	jg4641
OG0016815	evm.model.RL_4.2753	jg4638
OG0016816	evm.model.RL_4.2811	jg4579
OG0016817	evm.model.RL_2.1366	jg10795
OG0016818	evm.model.RL_2.1371	jg10790
OG0016819	evm.model.RL_2.1387	jg10763
OG0016820	evm.model.RL_2.1421	jg10726
OG0016821	evm.model.RL_2.1460	jg10685
OG0016822	evm.model.RL_2.1480	jg10658
OG0016823	evm.model.RL_2.1493	jg10645
OG0016824	evm.model.RL_2.1522	jg10614
OG0016825	evm.model.RL_2.1563	jg10553
OG0016826	evm.model.RL_2.1565	jg10551
OG0016827	evm.model.RL_2.1577	jg10534
OG0016828	evm.model.RL_2.1585	jg10509
OG0016829	evm.model.RL_2.1613	jg10465
OG0016830	evm.model.RL_2.1629	jg10445
OG0016831	evm.model.RL_2.1652	jg10415
OG0016832	evm.model.RL_2.1676	jg10391
OG0016833	evm.model.RL_2.1694	jg10365
OG0016834	evm.model.RL_2.1738	jg10297
OG0016835	evm.model.RL_5.2616	jg32400
OG0016837	evm.model.RL_5.2554	jg32094
OG0016838	evm.model.RL_5.2526	jg32142
OG0016839	evm.model.RL_5.2520	jg32163
OG0016840	evm.model.RL_5.2448	jg32264
OG0016841	evm.model.RL_2.632	jg11927
OG0016842	evm.model.RL_5.2317	jg32650
OG0016843	evm.model.RL_5.2383.2.687c88bb	jg32500
OG0016844	evm.model.RL_5.2391	jg32483
OG0016845	evm.model.RL_8.1869	jg22699
OG0016846	evm.model.RL_5.2247	jg32790
OG0016847	evm.model.RL_5.2259	jg32775
OG0016848	evm.model.RL_5.2262	jg32766
OG0016849	evm.model.RL_5.2264	jg32757
OG0016850	evm.model.RL_5.3126	jg31289
OG0016851	evm.model.RL_5.3128.1.687c88c0	jg31288
OG0016852	evm.model.RL_5.2298	jg32693
OG0016853	evm.model.RL_5.3105	jg31308
OG0016854	evm.model.RL_5.3124	jg31291
OG0016855	evm.model.RL_5.3064	jg31356
OG0016858	evm.model.RL_5.3031	jg31405
OG0016860	evm.model.RL_5.2960	jg31506
OG0016861	evm.model.RL_6.468	jg17138
OG0016862	evm.model.RL_6.470	jg17139
OG0016863	evm.model.RL_5.2951	jg31519
OG0016864	evm.model.RL_5.2913	jg31523
OG0016866	evm.model.RL_5.2883	jg31606
OG0016867	evm.model.RL_5.2873	jg31618
OG0016868	evm.model.RL_5.2860	jg31632
OG0016869	evm.model.RL_2.3077	jg8791
OG0016870	evm.model.RL_2.3101	jg8762
OG0016871	evm.model.RL_2.3109	jg8753
OG0016872	evm.model.RL_2.3152.1.687c86e8	jg8706
OG0016873	evm.model.RL_2.3192	jg8660
OG0016874	evm.model.RL_2.3214	jg8642
OG0016875	evm.model.RL_2.3236	jg8619
OG0016876	evm.model.RL_6.172	jg16695
OG0016877	evm.model.RL_2.3311	jg8532
OG0016878	evm.model.RL_2.3334	jg8506
OG0016879	evm.model.RL_2.3361	jg8478
OG0016881	evm.model.RL_2.3379	jg8432
OG0016882	evm.model.RL_2.3384	jg8421
OG0016883	evm.model.RL_2.3415	jg8387
OG0016884	evm.model.RL_2.3433	jg8369
OG0016885	evm.model.RL_2.3447	jg8348
OG0016886	evm.model.RL_2.3455	jg8338
OG0016887	evm.model.RL_2.3473	jg8316
OG0016888	evm.model.RL_2.3476	jg8313
OG0016889	evm.model.RL_2.3489	jg8291
OG0016890	evm.model.RL_2.3496	jg8283
OG0016893	evm.model.RL_2.586	jg12002
OG0016894	evm.model.RL_2.545	jg12074, jg12077
OG0016895	evm.model.RL_2.455.1.687c86e0	jg12232
OG0016896	evm.model.RL_2.447	jg12235
OG0016897	evm.model.RL_2.295	jg12496
OG0016898	evm.model.RL_2.294	jg12497
OG0016899	evm.model.RL_2.291	jg12506
OG0016900	evm.model.RL_2.248	jg12557
OG0016901	evm.model.RL_2.242	jg12565
OG0016903	evm.model.RL_5.879	jg29395
OG0016904	evm.model.RL_1.53	jg23932
OG0016905	evm.model.RL_7.1777	jg14367
OG0016907	evm.model.RL_8.898	jg7046
OG0016908	evm.model.RL_8.910	jg7061
OG0016909	evm.model.RL_7.1660	jg14515
OG0016910	evm.model.RL_6.1520	jg18533
OG0016911	evm.model.RL_6.1465	jg18477
OG0016912	evm.model.RL_6.1452	jg18460
OG0016913	evm.model.RL_4.551.1.687c86cf	jg20909
OG0016915	evm.model.RL_4.630	jg21017
OG0016916	evm.model.RL_4.1021	jg6676
OG0016917	evm.model.RL_4.739	jg21187
OG0016918	evm.model.RL_8.788	jg7330
OG0016919	evm.model.RL_8.784	jg7337
OG0016920	evm.model.RL_8.693	jg7448
OG0016921	evm.model.RL_8.638	jg7510
OG0016922	evm.model.RL_8.546	jg7643
OG0016923	evm.model.RL_8.511	jg7677
OG0016924	evm.model.RL_8.506	jg7684
OG0016925	evm.model.RL_8.432	jg7758
OG0016926	evm.model.RL_8.416	jg7781
OG0016927	evm.model.RL_8.402.1.687c97bc	jg7803
OG0016928	evm.model.RL_5.693	jg29197
OG0016929	evm.model.RL_4.411	jg20705
OG0016930	evm.model.RL_4.265	jg20521
OG0016931	evm.model.RL_1.1361	jg25445
OG0016932	evm.model.RL_2.637	jg11914
OG0016933	evm.model.RL_4.35	jg20280
OG0016934	evm.model.RL_4.25	jg20274
OG0016937	evm.model.RL_2.621	jg11944
OG0016938	evm.model.RL_4.46	jg20293
OG0016939	evm.model.RL_2.623	jg11942
OG0016941	evm.model.RL_1.2451	jg26938
OG0016942	evm.model.RL_1.2453	jg26941
OG0016943	evm.model.RL_2.628	jg11936
OG0016944	evm.model.RL_1.2523	jg27074
OG0016945	evm.model.RL_2.606	jg11963
OG0016946	evm.model.RL_2.639	jg11911
OG0016947	evm.model.RL_2.797	jg11626
OG0016948	evm.model.RL_2.816	jg11590
OG0016949	evm.model.RL_2.856	jg11482
OG0016950	evm.model.RL_2.873	jg11444
OG0016951	evm.model.RL_2.913	jg11383
OG0016952	evm.model.RL_2.927	jg11368
OG0016953	evm.model.RL_2.1017	jg11255
OG0016954	evm.model.RL_2.1019	jg11253
OG0016955	evm.model.RL_2.1021	jg11251
OG0016956	evm.model.RL_2.1025	jg11245
OG0016958	evm.model.RL_2.1068	jg11169
OG0016959	evm.model.RL_2.239	jg12568
OG0016960	evm.model.RL_2.237	jg12570
OG0016961	evm.model.RL_8.2856	jg23789
OG0016962	evm.model.RL_2.34	jg12660
OG0016963	evm.model.RL_2.58	jg12685
OG0016965	evm.model.RL_2.151	jg12780
OG0016966	evm.model.RL_2.156	jg12785
OG0016967	evm.model.RL_2.167	jg12819
OG0016968	evm.model.RL_2.177	jg12833
OG0016969	evm.model.RL_2.178	jg12834
OG0016970	evm.model.RL_8.228	jg8096
OG0016971	evm.model.RL_6.2960	jg20225
OG0016972	evm.model.RL_6.2958	jg20223
OG0016973	evm.model.RL_6.2934	jg20199
OG0016974	evm.model.RL_6.2905	jg20166
OG0016975	evm.model.RL_6.2894	jg20153
OG0016976	evm.model.RL_6.2835	jg20098
OG0016977	evm.model.RL_6.2827	jg20090
OG0016978	evm.model.RL_6.2801	jg20063
OG0016979	evm.model.RL_6.2767	jg20025
OG0016980	evm.model.RL_6.2683	jg19940
OG0016981	evm.model.RL_6.2633	jg19865
OG0016983	evm.model.RL_6.2533	jg19756
OG0016984	evm.model.RL_6.2522	jg19746
OG0016985	evm.model.RL_6.2515	jg19737
OG0016986	evm.model.RL_7.415	jg15987
OG0016987	evm.model.RL_6.2459	jg19665
OG0016988	evm.model.RL_6.2443	jg19643
OG0016989	evm.model.RL_6.2412	jg19607
OG0016991	evm.model.RL_6.2287	jg19441
OG0016992	evm.model.RL_6.2274	jg19429
OG0016993	evm.model.RL_4.3410	jg3842
OG0016994	evm.model.RL_4.3409	jg3843
OG0016995	evm.model.RL_4.3402	jg3850
OG0016996	evm.model.RL_4.3386	jg3869
OG0016997	evm.model.RL_4.3382	jg3884
OG0016998	evm.model.RL_4.3380.4.687c86de	jg3886
OG0016999	evm.model.RL_4.3377	jg3889
OG0017000	evm.model.RL_4.3352	jg3908
OG0017001	evm.model.RL_4.3349	jg3911
OG0017002	evm.model.RL_4.3329	jg3936
OG0017003	evm.model.RL_4.3316	jg3949
OG0017004	evm.model.RL_4.3315	jg3950
OG0017005	evm.model.RL_4.3301	jg3974
OG0017006	evm.model.RL_4.3261	jg4011
OG0017008	evm.model.RL_4.3124	jg4154
OG0017009	evm.model.RL_4.1683	jg5826
OG0017010	evm.model.RL_4.1624	jg5887
OG0017011	evm.model.RL_4.1610	jg5902
OG0017012	evm.model.RL_4.1614.4.687c86d4	jg5895
OG0017013	evm.model.RL_4.1561	jg5960
OG0017014	evm.model.RL_4.1550	jg5973
OG0017015	evm.model.RL_4.1481	jg6042
OG0017016	evm.model.RL_4.1456	jg6086
OG0017017	evm.model.RL_4.1445	jg6113
OG0017018	evm.model.RL_8.2068	jg22930
OG0017020	evm.model.RL_8.2387	jg23279
OG0017021	evm.model.RL_8.2429	jg23334
OG0017022	evm.model.RL_8.2442	jg23348
OG0017023	evm.model.RL_8.2480	jg23392
OG0017024	evm.model.RL_8.2488	jg23400
OG0017025	evm.model.RL_8.2566	jg23489
OG0017026	evm.model.RL_8.2579	jg23502
OG0017027	evm.model.RL_8.2588	jg23510
OG0017028	evm.model.RL_8.2598	jg23523
OG0017029	evm.model.RL_8.2599	jg23524
OG0017030	evm.model.RL_8.2636	jg23562
OG0017031	evm.model.RL_8.2645	jg23570
OG0017032	evm.model.RL_8.2663	jg23591
OG0017033	evm.model.RL_8.2674	jg23603
OG0017034	evm.model.RL_8.2682	jg23611
OG0017035	evm.model.RL_8.2694	jg23622
OG0017036	evm.model.RL_8.2697.1.687c8563	jg23624
OG0017037	evm.model.RL_8.2736	jg23663
OG0017038	evm.model.RL_8.2754	jg23692
OG0017039	evm.model.RL_8.2784	jg23578
OG0017041	evm.model.RL_3.2140	jg3405
OG0017042	evm.model.RL_8.2850	jg23783
OG0017043	evm.model.RL_8.2858	jg23791
OG0017045	evm.model.RL_8.52	jg8211
OG0017046	evm.model.RL_8.118	jg8117
OG0017047	evm.model.RL_8.144	jg8144
OG0017048	evm.model.RL_8.146	jg8148
OG0017050	evm.model.RL_8.227	jg8095
OG0017051	evm.model.RL_5.3125	jg31290
OG0017052	evm.model.RL_8.158	jg8017
OG0017053	evm.model.RL_8.276	jg7963
OG0017054	evm.model.RL_4.440	jg20768
OG0017055	evm.model.RL_4.497	jg20830
OG0017056	evm.model.RL_4.506	jg20842
OG0017057	evm.model.RL_4.507	jg20843
OG0017058	evm.model.RL_4.530	jg20856
OG0017059	evm.model.RL_6.1362	jg18354
OG0017060	evm.model.RL_6.1279	jg18252
OG0017061	evm.model.RL_6.1265	jg18247
OG0017062	evm.model.RL_6.1245	jg18212
OG0017064	evm.model.RL_6.1174	jg18137
OG0017065	evm.model.RL_6.1148	jg18096
OG0017066	evm.model.RL_6.1101	jg18044
OG0017068	evm.model.RL_6.998	jg17873
OG0017069	evm.model.RL_6.976	jg17846
