Orthogroup	Cardamine_amara	Conringia_planisiliqua
OG0017253	evm.model.RL_5.224	CP1_g36707_DN3_SP4_c.t1
OG0017254	evm.model.RL_5.225	CP1_g36706_DN3_SP8_c.t1
OG0017255	evm.model.RL_5.230	CP1_g36702_DN3_SP1_c.t1
OG0017257	evm.model.RL_5.193	CP1_g36738_DN3_SP0_c.t1
OG0017258	evm.model.RL_5.179	CP1_g36748_DN3_SP3_c.t1
OG0017259	evm.model.RL_5.89	CP1_g36540_DN2_SP0_c.t1
OG0017260	evm.model.RL_5.85	CP1_g36535_DN3_SP7_c.t1
OG0017262	evm.model.RL_8.2892	CP1_g36432_DN3_SP0_c.t1
OG0017263	evm.model.RL_8.2916	CP1_g36406_DN3_SP8_c.t1
OG0017264	evm.model.RL_8.2924	CP1_g36399_DN3_SP5_c.t1
OG0017265	evm.model.RL_4.2171	CP11_g32510_DN3_SP0_c.t1
OG0017266	evm.model.RL_4.2174	CP11_g32513_DN3_SP8_c.t1
OG0017268	evm.model.RL_4.2179	CP11_g32522_DN3_SP8_c.t1
OG0017269	evm.model.RL_4.2133	CP11_g32470_DN3_SP0_c.t1
OG0017270	evm.model.RL_4.2132	CP11_g32469_DN3_SP0_c.t1
OG0017271	evm.model.RL_4.2130	CP11_g32466_DN2_SP0_c.t1
OG0017273	evm.model.RL_4.2108	CP11_g32446_DN3_SP3_c.t1
OG0017274	evm.model.RL_4.2020	CP11_g32352_DN3_SP0_c.t1
OG0017276	evm.model.RL_4.1966	CP11_g32291_DN3_SP8_c.t1
OG0017278	evm.model.RL_4.1876	CP11_g32204_DN3_SP1_c.t1
OG0017279	evm.model.RL_4.1865	CP11_g32195_DN3_SP0_c.t1
OG0017280	evm.model.RL_3.1209	CP9_g28404_DN3_SP5_c.t1
OG0017281	evm.model.RL_4.1764	CP8_g54448_DN2_SP5_c.t1
OG0017282	evm.model.RL_4.1753	CP8_g54437_DN3_SP0_c.t1
OG0017283	evm.model.RL_4.1751	CP8_g54435_DN3_SP0_c.t1
OG0017284	evm.model.RL_4.1722	CP8_g54407_DN3_SP4_c.t1
OG0017286	evm.model.RL_4.1003	CP2_g48633_DN3_SP7_c.t1
OG0017287	evm.model.RL_4.969	CP2_g48660_DN3_SP7_c.t1
OG0017288	evm.model.RL_4.947	CP2_g48676_DN2_SP0_c.t1
OG0017289	evm.model.RL_4.929	CP2_g48689_DN2_SP0_c.t1
OG0017290	evm.model.RL_4.902	CP2_g48716_DN3_SP6_c.t1
OG0017291	evm.model.RL_4.789	CP2_g48793_DN3_SP8_c.t1
OG0017292	evm.model.RL_4.815	CP2_g48776_DN3_SP0_c.t1
OG0017293	evm.model.RL_4.2259	CP11_g32602_DN3_SP8_c.t1
OG0017294	evm.model.RL_4.2264	CP11_g32607_DN3_SP8_c.t1
OG0017295	evm.model.RL_4.2861	CP11_g33276_DN3_SP8_c.t1
OG0017296	evm.model.RL_7.2538	CP13_g19519_DN3_SP0_c.t1
OG0017297	evm.model.RL_5.3985	CP7_g46454_DN3_SP8_c.t1
OG0017298	evm.model.RL_4.758	CP2_g48821_DN3_SP8_c.t1
OG0017299	evm.model.RL_4.3008	CP11_g33363_DN3_SP8_c.t1
OG0017300	evm.model.RL_4.3011	CP11_g33366_DN3_SP0_c.t1
OG0017301	evm.model.RL_4.3013	CP11_g33369_DN3_SP0_c.t1
OG0017302	evm.model.RL_4.3024	CP11_g33379_DN3_SP0_c.t1
OG0017303	evm.model.RL_4.3048	CP11_g33405_DN3_SP8_c.t1
OG0017304	evm.model.RL_4.1190	CP2_g48455_DN3_SP3_c.t1
OG0017307	evm.model.RL_5.1624	CP7_g45957_DN3_SP8_c.t1
OG0017308	evm.model.RL_4.1242	CP2_g48401_DN3_SP0_c.t1
OG0017309	evm.model.RL_4.1254	CP2_g48390_DN3_SP3_c.t1
OG0017310	evm.model.RL_4.1293, evm.model.RL_4.616	CP2_g48354_DN3_SP2_c.t1
OG0017311	evm.model.RL_4.1285	CP2_g48360_DN3_SP8_c.t1
OG0017312	evm.model.RL_4.1299	CP2_g48349_DN3_SP0_c.t1
OG0017313	evm.model.RL_4.1328	CP2_g48325_DN3_SP8_c.t1
OG0017316	evm.model.RL_4.1407	CP2_g48248_DN3_SP0_c.t1
OG0017317	evm.model.RL_4.1412	CP2_g48243_DN3_SP8_c.t1
OG0017319	evm.model.RL_8.1571	CP8_g53452_DN2_SP0_c.t1
OG0017320	evm.model.RL_8.2227	CP2_g48153_DN3_SP7_c.t1
OG0017321	evm.model.RL_8.2260	CP2_g48115_DN3_SP0_c.t1
OG0017322	evm.model.RL_8.2266	CP2_g48109_DN3_SP2_c.t1
OG0017324	evm.model.RL_8.2278	CP2_g48099_DN2_SP0_c.t1
OG0017325	evm.model.RL_8.2287	CP2_g48087_DN3_SP1_c.t1
OG0017326	evm.model.RL_8.2379.2.687c8561	CP2_g48005_DN3_SP1_c.t1
OG0017328	evm.model.RL_8.1926	CP8_g53852_DN3_SP6_c.t1
OG0017329	evm.model.RL_8.1923	CP8_g53849_DN3_SP8_c.t1
OG0017330	evm.model.RL_7.1251, evm.model.RL_7.1336	CP3_g14234_DN2_SP0_c.t1
OG0017332	evm.model.RL_7.1295	CP3_g14287_DN3_SP0_c.t1
OG0017333	evm.model.RL_7.1311	CP3_g14302_DN3_SP0_c.t1
OG0017334	evm.model.RL_7.1320	CP3_g14312_DN3_SP0_c.t1
OG0017335	evm.model.RL_7.1366	CP3_g14356_DN3_SP1_c.t1
OG0017336	evm.model.RL_7.1389	CP3_g14374_DN3_SP0_c.t1
OG0017337	evm.model.RL_4.1696	CP8_g54378_DN3_SP6_c.t1
OG0017339	evm.model.RL_7.1501	CP3_g14492_DN3_SP8_c.t1
OG0017340	evm.model.RL_7.1530	CP3_g14533_DN3_SP8_c.t1
OG0017341	evm.model.RL_7.1549	CP3_g14559_DN3_SP6_c.t1
OG0017342	evm.model.RL_7.1558	CP3_g14566_DN3_SP1_c.t1
OG0017343	evm.model.RL_7.1591	CP3_g14604_DN3_SP5_c.t1
OG0017344	evm.model.RL_7.1607	CP3_g14616_DN3_SP2_c.t1
OG0017345	evm.model.RL_7.1634	CP3_g14654_DN3_SP0_c.t1
OG0017346	evm.model.RL_7.1674	CP3_g14709_DN3_SP8_c.t1
OG0017347	evm.model.RL_7.1694	CP3_g14722_DN3_SP0_c.t1
OG0017348	evm.model.RL_7.1724	CP3_g14754_DN3_SP1_c.t1
OG0017349	evm.model.RL_2.926	CP3_g14531_DN2_SP0_c.t1
OG0017350	evm.model.RL_7.1826	CP3_g14897_DN3_SP0_c.t1
OG0017352	evm.model.RL_7.1907	CP3_g15213_DN3_SP3_c.t1
OG0017354	evm.model.RL_7.1961	CP3_g15841_DN3_SP7_c.t1
OG0017355	evm.model.RL_4.1632	CP2_g48840_DN3_SP6_c.t1
OG0017356	evm.model.RL_3.1154	CP9_g28342_DN3_SP0_c.t1
OG0017357	evm.model.RL_3.1149	CP9_g28335_DN3_SP8_c.t1
OG0017358	evm.model.RL_4.2250	CP11_g32594_DN3_SP0_c.t1
OG0017359	evm.model.RL_3.1165	CP9_g28360_DN3_SP7_c.t1
OG0017360	evm.model.RL_3.1160	CP9_g28355_DN3_SP8_c.t1
OG0017361	evm.model.RL_3.1272	CP9_g28472_DN3_SP8_c.t1
OG0017362	evm.model.RL_3.1301.2.687c84bc	CP9_g28500_DN3_SP8_c.t1
OG0017363	evm.model.RL_3.1304	CP9_g28509_DN3_SP1_c.t1
OG0017364	evm.model.RL_8.1037	CP16_g54884_DN3_SP1_c.t1
OG0017365	evm.model.RL_3.1334	CP9_g28543_DN3_SP6_c.t1
OG0017367	evm.model.RL_3.1361	CP9_g28579_DN3_SP1_c.t1
OG0017368	evm.model.RL_3.1454	CP9_g28682_DN3_SP7_c.t1
OG0017369	evm.model.RL_3.546	CP9_g28683_DN3_SP7_c.t1
OG0017371	evm.model.RL_3.1498	CP9_g28723_DN3_SP0_c.t1
OG0017372	evm.model.RL_3.1513	CP9_g28733_DN3_SP0_c.t1
OG0017374	evm.model.RL_3.1554	CP9_g28773_DN2_SP0_c.t1
OG0017375	evm.model.RL_3.2195	CP9_g29438_DN3_SP3_c.t1
OG0017376	evm.model.RL_3.2190	CP9_g29434_DN3_SP4_c.t1
OG0017377	evm.model.RL_3.2153	CP9_g29392_DN3_SP6_c.t1
OG0017378	evm.model.RL_3.2150	CP9_g29389_DN3_SP8_c.t1
OG0017379	evm.model.RL_3.2139	CP9_g29378_DN3_SP0_c.t1
OG0017381	evm.model.RL_3.2081	CP9_g29320_DN3_SP8_c.t1
OG0017382	evm.model.RL_3.2073	CP9_g29312_DN3_SP6_c.t1
OG0017383	evm.model.RL_3.2071	CP9_g29310_DN1_SP0_c.t1
OG0017384	evm.model.RL_3.2034	CP9_g29265_DN3_SP0_c.t1
OG0017385	evm.model.RL_3.1997	CP9_g29231_DN3_SP0_c.t1
OG0017386	evm.model.RL_3.1991	CP9_g29224_DN3_SP2_c.t1
OG0017387	evm.model.RL_5.1805	CP7_g45785_DN3_SP3_c.t1
OG0017388	evm.model.RL_3.1912	CP9_g29136_DN3_SP6_c.t1
OG0017389	evm.model.RL_3.1880	CP9_g29104_DN2_SP5_c.t1
OG0017390	evm.model.RL_3.1755	CP9_g29074_DN1_SP0_c.t1
OG0017391	evm.model.RL_4.1711	CP8_g54393_DN2_SP0_c.t1
OG0017392	evm.model.RL_3.1826	CP9_g29049_DN3_SP0_c.t1
OG0017393	evm.model.RL_2.643	CP5_g2508_DN2_SP0_c.t1
OG0017394	evm.model.RL_3.1782	CP9_g29010_DN3_SP4_c.t1
OG0017395	evm.model.RL_3.1774	CP9_g29002_DN3_SP7_c.t1
OG0017396	evm.model.RL_3.1746	CP9_g28976_DN1_SP0_c.t1
OG0017397	evm.model.RL_3.1736	CP9_g28968_DN3_SP0_c.t1
OG0017398	evm.model.RL_3.1721	CP9_g28949_DN3_SP4_c.t1
OG0017399	evm.model.RL_3.1702	CP9_g28931_DN1_SP0_c.t1
OG0017400	evm.model.RL_3.1649	CP9_g28896_DN3_SP6_c.t1
OG0017401	evm.model.RL_3.2250	CP9_g29492_DN3_SP3_c.t1
OG0017402	evm.model.RL_3.2276	CP9_g29516_DN2_SP8_c.t1
OG0017403	evm.model.RL_3.2316	CP9_g29552_DN2_SP0_c.t1
OG0017404	evm.model.RL_3.2350	CP9_g29585_DN3_SP0_c.t1
OG0017405	evm.model.RL_5.2276	CP9_g29590_DN2_SP0_c.t1
OG0017406	evm.model.RL_3.2372	CP9_g29608_DN3_SP4_c.t1
OG0017407	evm.model.RL_3.2383	CP9_g29619_DN3_SP0_c.t1
OG0017408	evm.model.RL_3.2390	CP9_g29628_DN3_SP0_c.t1
OG0017409	evm.model.RL_3.2461	CP9_g29705_DN3_SP0_c.t1
OG0017410	evm.model.RL_3.2475	CP9_g29722_DN3_SP0_c.t1
OG0017411	evm.model.RL_3.2495	CP9_g29736_DN3_SP6_c.t1
OG0017412	evm.model.RL_3.2497	CP9_g29738_DN2_SP8_c.t1
OG0017413	evm.model.RL_3.2507	CP9_g29740_DN3_SP8_c.t1
OG0017414	evm.model.RL_1.1195	CP10_g43253_DN2_SP0_c.t1
OG0017415	evm.model.RL_1.1221	CP10_g43274_DN3_SP7_c.t1
OG0017416	evm.model.RL_1.1242	CP10_g43294_DN3_SP8_c.t1
OG0017417	evm.model.RL_1.1265	CP10_g43320_DN3_SP5_c.t1
OG0017418	evm.model.RL_1.1286	CP10_g43331_DN3_SP5_c.t1
OG0017419	evm.model.RL_1.1293	CP10_g43341_DN3_SP2_c.t1
OG0017420	evm.model.RL_1.1378	CP10_g43428_DN3_SP8_c.t1
OG0017421	evm.model.RL_1.1379	CP10_g43429_DN3_SP0_c.t1
OG0017422	evm.model.RL_1.1422	CP10_g43471_DN3_SP2_c.t1
OG0017424	evm.model.RL_1.1434.3.687c87ed	CP10_g43483_DN3_SP8_c.t1
OG0017426	evm.model.RL_1.1491	CP12_g29903_DN3_SP0_c.t1
OG0017427	evm.model.RL_1.1561	CP12_g29982_DN3_SP8_c.t1
OG0017428	evm.model.RL_1.1578	CP12_g30000_DN3_SP1_c.t1
OG0017429	evm.model.RL_1.1605	CP12_g30024_DN3_SP8_c.t1
OG0017431	evm.model.RL_1.1755.1.687c87ee	CP12_g30182_DN3_SP8_c.t1
OG0017432	evm.model.RL_1.1757	CP12_g30183_DN3_SP2_c.t1
OG0017433	evm.model.RL_1.1807	CP12_g30237_DN3_SP0_c.t1
OG0017434	evm.model.RL_1.1829	CP12_g30262_DN2_SP1_c.t1
OG0017436	evm.model.RL_1.1871	CP12_g30311_DN1_SP0_c.t1
OG0017437	evm.model.RL_1.1876	CP12_g30315_DN2_SP0_c.t1
OG0017438	evm.model.RL_1.1883	CP12_g30318_DN3_SP8_c.t1
OG0017439	evm.model.RL_1.1884	CP12_g30319_DN3_SP2_c.t1
OG0017440	evm.model.RL_1.2077	CP12_g30516_DN3_SP1_c.t1
OG0017441	evm.model.RL_1.2052	CP12_g30486_DN3_SP8_c.t1
OG0017442	evm.model.RL_1.2051	CP12_g30485_DN3_SP0_c.t1
OG0017444	evm.model.RL_1.2088	CP12_g30525_DN3_SP0_c.t1
OG0017446	evm.model.RL_8.1261	CP16_g54862_DN2_SP0_c.t1, CP8_g53088_DN1_SP0_c.t1
OG0017448	evm.model.RL_1.2221	CP12_g30680_DN3_SP0_c.t1
OG0017450	evm.model.RL_1.2347	CP12_g30838_DN3_SP0_c.t1
OG0017451	evm.model.RL_1.2348.1.687c87ef	CP12_g30839_DN3_SP3_c.t1
OG0017452	evm.model.RL_1.2373	CP12_g30859_DN3_SP0_c.t1
OG0017453	evm.model.RL_1.2384	CP12_g30873_DN3_SP3_c.t1
OG0017454	evm.model.RL_6.482	CP16_g55537_DN3_SP8_c.t1
OG0017455	evm.model.RL_1.2506	CP12_g31433_DN3_SP8_c.t1
OG0017456	evm.model.RL_1.2579	CP6_g7074_DN3_SP2_c.t1
OG0017457	evm.model.RL_1.2608	CP15_g35592_DN2_SP0_c.t1
OG0017458	evm.model.RL_1.2624	CP15_g35280_DN3_SP0_c.t1
OG0017461	evm.model.RL_1.2684	CP15_g34878_DN2_SP1_c.t1
OG0017462	evm.model.RL_1.2793	CP10_g44013_DN3_SP7_c.t1
OG0017463	evm.model.RL_1.2819	CP10_g43954_DN3_SP5_c.t1
OG0017464	evm.model.RL_1.2898	CP10_g43833_DN3_SP0_c.t1
OG0017465	evm.model.RL_1.2928	CP10_g43801_DN3_SP6_c.t1
OG0017466	evm.model.RL_1.2950	CP10_g43770_DN3_SP8_c.t1
OG0017467	evm.model.RL_1.2963	CP10_g43742_DN3_SP8_c.t1
OG0017468	evm.model.RL_1.3026	CP10_g43669_DN3_SP7_c.t1
OG0017469	evm.model.RL_1.3062	CP10_g43635_DN3_SP0_c.t1
OG0017470	evm.model.RL_1.3125	CP10_g43583_DN3_SP8_c.t1
OG0017471	evm.model.RL_1.3184	CP10_g43522_DN3_SP0_c.t1
OG0017472	evm.model.RL_1.3206	CP12_g29866_DN3_SP7_c.t1
OG0017473	evm.model.RL_1.3211	CP12_g29859_DN3_SP7_c.t1
OG0017474	evm.model.RL_2.2352	CP5_g1162_DN3_SP8_c.t1
OG0017475	evm.model.RL_1.3274	CP12_g29818_DN2_SP3_c.t1
OG0017476	evm.model.RL_1.3271	CP11_g32276_DN3_SP6_c.t1
OG0017477	evm.model.RL_1.3266	CP12_g29823_DN3_SP7_c.t1
OG0017478	evm.model.RL_1.3288	CP12_g29806_DN3_SP1_c.t1
OG0017479	evm.model.RL_1.3290	CP12_g29803_DN3_SP7_c.t1
OG0017480	evm.model.RL_5.4009	CP7_g46472_DN3_SP8_c.t1
OG0017481	evm.model.RL_5.3968	CP7_g46436_DN3_SP3_c.t1
OG0017482	evm.model.RL_5.3952	CP7_g46419_DN3_SP6_c.t1
OG0017483	evm.model.RL_5.3940	CP7_g46407_DN3_SP0_c.t1
OG0017484	evm.model.RL_5.3911	CP7_g46375_DN2_SP0_c.t1
OG0017485	evm.model.RL_5.3901	CP7_g46366_DN3_SP2_c.t1
OG0017486	evm.model.RL_5.3898	CP7_g46360_DN3_SP8_c.t1
OG0017487	evm.model.RL_5.3897	CP7_g46359_DN3_SP6_c.t1
OG0017488	evm.model.RL_5.3883	CP7_g46343_DN2_SP0_c.t1
OG0017489	evm.model.RL_5.3855	CP7_g46310_DN3_SP6_c.t1
OG0017491	evm.model.RL_5.3771	CP7_g46230_DN3_SP0_c.t1
OG0017492	evm.model.RL_5.3769	CP7_g46228_DN3_SP8_c.t1
OG0017494	evm.model.RL_5.3717	CP1_g37870_DN3_SP0_c.t1
OG0017495	evm.model.RL_5.1983	CP1_g38054_DN3_SP8_c.t1
OG0017496	evm.model.RL_5.1987	CP1_g38060_DN3_SP8_c.t1
OG0017497	evm.model.RL_5.2015	CP1_g38083_DN3_SP0_c.t1
OG0017500	evm.model.RL_5.2128	CP1_g38224_DN3_SP7_c.t1
OG0017501	evm.model.RL_5.2130	CP1_g38226_DN3_SP0_c.t1
OG0017502	evm.model.RL_5.2141	CP1_g38254_DN3_SP8_c.t1
OG0017504	evm.model.RL_5.2177	CP1_g38295_DN3_SP8_c.t1
OG0017505	evm.model.RL_2.1178.1.687c86e2	CP6_g7220_DN3_SP1_c.t1
OG0017506	evm.model.RL_2.1174	CP6_g7224_DN3_SP4_c.t1
OG0017507	evm.model.RL_2.1118	CP6_g7298_DN3_SP3_c.t1
OG0017508	evm.model.RL_2.1107	CP6_g7320_DN3_SP0_c.t1
OG0017510	evm.model.RL_5.2890	CP7_g44858_DN3_SP8_c.t1
OG0017511	evm.model.RL_6.1539	CP4_g25291_DN2_SP5_c.t1
OG0017512	evm.model.RL_6.1532	CP4_g25298_DN3_SP0_c.t1
OG0017513	evm.model.RL_7.1170	CP3_g14152_DN3_SP4_c.t1
OG0017514	evm.model.RL_7.1168	CP3_g14150_DN3_SP0_c.t1
OG0017515	evm.model.RL_7.1115	CP3_g14090_DN2_SP4_c.t1
OG0017516	evm.model.RL_7.1107	CP3_g14082_DN2_SP0_c.t1
OG0017518	evm.model.RL_7.1088	CP3_g14061_DN3_SP7_c.t1
OG0017520	evm.model.RL_7.1012	CP3_g13982_DN3_SP8_c.t1
OG0017521	evm.model.RL_7.1011	CP3_g13981_DN3_SP0_c.t1
OG0017523	evm.model.RL_7.978	CP3_g13957_DN3_SP8_c.t1
OG0017524	evm.model.RL_7.936	CP3_g13916_DN3_SP8_c.t1
OG0017525	evm.model.RL_7.953	CP3_g13934_DN3_SP6_c.t1
OG0017526	evm.model.RL_7.949	CP3_g13929_DN3_SP8_c.t1
OG0017527	evm.model.RL_7.882	CP3_g13855_DN3_SP6_c.t1
OG0017528	evm.model.RL_7.866	CP3_g13844_DN3_SP1_c.t1
OG0017529	evm.model.RL_7.918, evm.model.RL_7.863	CP3_g13840_DN3_SP2_c.t1
OG0017530	evm.model.RL_7.828	CP3_g13815_DN3_SP2_c.t1
OG0017531	evm.model.RL_7.817	CP3_g13803_DN3_SP8_c.t1
OG0017532	evm.model.RL_7.814	CP3_g13801_DN3_SP6_c.t1
OG0017533	evm.model.RL_7.796.2.687c84b6	CP3_g13784_DN3_SP1_c.t1
OG0017534	evm.model.RL_7.770	CP3_g13759_DN3_SP8_c.t1
OG0017536	evm.model.RL_7.754	CP3_g13743_DN3_SP6_c.t1
OG0017538	evm.model.RL_7.710	CP3_g13689_DN1_SP0_c.t1
OG0017539	evm.model.RL_7.636	CP3_g13616_DN3_SP0_c.t1
OG0017540	evm.model.RL_7.613	CP3_g13595_DN3_SP8_c.t1
OG0017541	evm.model.RL_7.497	CP3_g13491_DN3_SP1_c.t1
OG0017542	evm.model.RL_7.481	CP3_g13476_DN2_SP0_c.t1
OG0017543	evm.model.RL_7.457	CP3_g13469_DN3_SP8_c.t1
OG0017544	evm.model.RL_7.380	CP3_g13406_DN3_SP0_c.t1
OG0017545	evm.model.RL_7.378	CP3_g13403_DN3_SP5_c.t1
OG0017546	evm.model.RL_7.322	CP3_g13348_DN3_SP0_c.t1
OG0017547	evm.model.RL_7.1187	CP3_g14168_DN3_SP7_c.t1
OG0017548	evm.model.RL_7.286	CP3_g13315_DN2_SP0_c.t1
OG0017549	evm.model.RL_7.284	CP3_g13312_DN3_SP6_c.t1
OG0017550	evm.model.RL_7.188	CP3_g13211_DN2_SP0_c.t1
OG0017551	evm.model.RL_7.145.1.687c84b3	CP3_g13170_DN3_SP6_c.t1
OG0017552	evm.model.RL_7.104	CP3_g13137_DN3_SP0_c.t1
OG0017553	evm.model.RL_7.95	CP3_g13129_DN3_SP3_c.t1
OG0017554	evm.model.RL_7.27	CP3_g13065_DN3_SP2_c.t1
OG0017555	evm.model.RL_7.18	CP3_g13055_DN3_SP5_c.t1
OG0017556	evm.model.RL_7.275	CP3_g13302_DN3_SP5_c.t1
OG0017557	evm.model.RL_5.3981	CP7_g46451_DN3_SP4_c.t1
OG0017558	evm.model.RL_5.3750	CP1_g37837_DN3_SP7_c.t1
OG0017559	evm.model.RL_5.3727	CP1_g37861_DN3_SP8_c.t1
OG0017560	evm.model.RL_5.1925	CP1_g37981_DN3_SP0_c.t1
OG0017562	evm.model.RL_2.1126	CP6_g7291_DN3_SP5_c.t1
OG0017563	evm.model.RL_7.1773	CP3_g14840_DN3_SP2_c.t1
OG0017564	evm.model.RL_7.1600	CP3_g14610_DN3_SP3_c.t1
OG0017565	evm.model.RL_7.1412	CP3_g14392_DN2_SP0_c.t1
OG0017566	evm.model.RL_7.1152	CP3_g14133_DN3_SP3_c.t1
OG0017567	evm.model.RL_7.1169	CP3_g14151_DN3_SP7_c.t1
OG0017568	evm.model.RL_7.1232	CP3_g14215_DN3_SP0_c.t1
OG0017569	evm.model.RL_7.1085	CP3_g14058_DN3_SP6_c.t1
OG0017572	evm.model.RL_7.940	CP3_g13920_DN3_SP3_c.t1
OG0017573	evm.model.RL_7.938	CP3_g13918_DN3_SP8_c.t1
OG0017574	evm.model.RL_7.931	CP3_g13911_DN3_SP0_c.t1
OG0017575	evm.model.RL_7.838	CP3_g13827_DN3_SP0_c.t1
OG0017576	evm.model.RL_7.795	CP3_g13783_DN3_SP8_c.t1
OG0017577	evm.model.RL_7.762	CP3_g13749_DN3_SP3_c.t1
OG0017579	evm.model.RL_7.506	CP3_g13501_DN3_SP8_c.t1
OG0017580	evm.model.RL_7.61	CP3_g13097_DN1_SP0_c.t1
OG0017581	evm.model.RL_8.2855	CP2_g47526_DN3_SP8_c.t1
OG0017582	evm.model.RL_4.350	CP13_g20055_DN3_SP0_c.t1
OG0017584	evm.model.RL_3.1723	CP13_g19713_DN3_SP3_c.t1
OG0017586	evm.model.RL_8.538	CP20_g4459_DN3_SP6_c.t1
OG0017587	evm.model.RL_8.613	CP20_g4375_DN3_SP0_c.t1
OG0017588	evm.model.RL_6.1576	CP4_g25255_DN3_SP0_c.t1
OG0017589	evm.model.RL_6.1670	CP4_g25159_DN3_SP8_c.t1
OG0017590	evm.model.RL_6.1941	CP4_g24889_DN3_SP0_c.t1
OG0017592	evm.model.RL_6.2101	CP4_g24738_DN2_SP0_c.t1
OG0017593	evm.model.RL_6.2239	CP4_g24604_DN3_SP5_c.t1
OG0017595	evm.model.RL_6.2314	CP4_g24532_DN3_SP3_c.t1
OG0017596	evm.model.RL_6.2327	CP4_g24519_DN2_SP0_c.t1
OG0017597	evm.model.RL_6.2390	CP4_g24461_DN3_SP0_c.t1
OG0017598	evm.model.RL_6.2863	CP4_g24008_DN3_SP6_c.t1
OG0017599	evm.model.RL_3.2318	CP9_g29553_DN3_SP0_c.t1
OG0017600	evm.model.RL_3.2185	CP9_g29427_DN2_SP1_c.t1
OG0017601	evm.model.RL_3.2036	CP7_g45106_DN3_SP0_c.t1
OG0017602	evm.model.RL_3.1911	CP9_g29135_DN1_SP0_c.t1
OG0017604	evm.model.RL_3.1699	CP9_g28929_DN1_SP0_c.t1
OG0017605	evm.model.RL_2.2319	CP5_g1196_DN3_SP7_c.t1
OG0017606	evm.model.RL_2.2324	CP5_g1191_DN3_SP2_c.t1
OG0017607	evm.model.RL_2.2530	CP5_g992_DN3_SP0_c.t1
OG0017608	evm.model.RL_2.2579	CP5_g929_DN1_SP0_c.t1
OG0017609	evm.model.RL_2.2678	CP5_g836_DN3_SP1_c.t1
OG0017610	evm.model.RL_2.2849	CP5_g679_DN3_SP0_c.t1
OG0017611	evm.model.RL_2.2842	CP5_g686_DN3_SP0_c.t1
OG0017612	evm.model.RL_2.2988	CP5_g546_DN3_SP0_c.t1
OG0017614	evm.model.RL_8.2876	CP1_g36446_DN3_SP0_c.t1
OG0017616	evm.model.RL_5.253	CP1_g36679_DN3_SP6_c.t1
OG0017617	evm.model.RL_5.427	CP1_g36863_DN3_SP0_c.t1
OG0017618	evm.model.RL_5.533	CP1_g36969_DN2_SP8_c.t1
OG0017619	evm.model.RL_5.542	CP1_g36978_DN2_SP0_c.t1
OG0017620	evm.model.RL_5.671	CP1_g37098_DN3_SP0_c.t1
OG0017621	evm.model.RL_5.685	CP1_g37108_DN1_SP0_c.t1
OG0017622	evm.model.RL_5.1035	CP1_g37466_DN3_SP0_c.t1
OG0017623	evm.model.RL_5.1255	CP1_g37716_DN3_SP2_c.t1
OG0017624	evm.model.RL_5.1278	CP1_g37740_DN3_SP4_c.t1
OG0017625	evm.model.RL_5.1395	CP7_g46187_DN3_SP2_c.t1
OG0017627	evm.model.RL_5.1811	CP7_g45780_DN2_SP0_c.t1
OG0017628	evm.model.RL_5.3519	CP7_g45541_DN3_SP5_c.t1
OG0017629	evm.model.RL_5.3457	CP7_g45478_DN3_SP0_c.t1
OG0017630	evm.model.RL_3.1516	CP9_g28736_DN3_SP0_c.t1
OG0017631	evm.model.RL_3.1446	CP9_g28670_DN2_SP0_c.t1
OG0017633	evm.model.RL_3.1341	CP9_g28554_DN3_SP0_c.t1
OG0017634	evm.model.RL_3.1294.1.687c84bc	CP9_g28495_DN3_SP1_c.t1
OG0017635	evm.model.RL_3.1216	CP9_g28410_DN2_SP0_c.t1
OG0017636	evm.model.RL_3.716	CP2_g50042_DN3_SP0_c.t1
OG0017637	evm.model.RL_3.643	CP2_g49773_DN3_SP1_c.t1
OG0017638	evm.model.RL_3.382	CP2_g49232_DN3_SP0_c.t1
OG0017639	evm.model.RL_3.239	CP2_g49033_DN3_SP0_c.t1
OG0017641	evm.model.RL_3.67, evm.model.RL_3.68	CP13_g19105_DN3_SP0_c.t1
OG0017642	evm.model.RL_1.3189, evm.model.RL_1.3188	CP9_g28093_DN3_SP0_c.t1
OG0017643	evm.model.RL_1.2816	CP10_g43977_DN3_SP0_c.t1
OG0017645	evm.model.RL_1.2234	CP12_g30698_DN3_SP8_c.t1
OG0017647	evm.model.RL_1.1776.1.687c87ee	CP12_g30201_DN3_SP0_c.t1
OG0017648	evm.model.RL_1.1487	CP12_g29900_DN3_SP0_c.t1
OG0017650	evm.model.RL_1.1173	CP10_g43233_DN3_SP8_c.t1
OG0017651	evm.model.RL_1.1032	CP10_g43090_DN3_SP5_c.t1
OG0017652	evm.model.RL_1.905	CP10_g42960_DN3_SP0_c.t1
OG0017653	evm.model.RL_1.774	CP10_g42829_DN3_SP0_c.t1
OG0017654	evm.model.RL_1.548	CP10_g42616_DN3_SP2_c.t1
OG0017655	evm.model.RL_2.649	CP5_g2578_DN3_SP5_c.t1
OG0017656	evm.model.RL_1.371	CP10_g42445_DN3_SP4_c.t1
OG0017657	evm.model.RL_1.89	CP10_g42166_DN3_SP0_c.t1
OG0017658	evm.model.RL_4.3245	CP11_g33590_DN1_SP0_c.t1
OG0017659	evm.model.RL_4.2937	CP11_g33196_DN3_SP1_c.t1
