Orthogroup	Cardamine_amara	Capsella_rubella
OG0013505	evm.model.RL_7.512	XP_006291211.1
OG0013506	evm.model.RL_6.2334	XP_006295197.1
OG0013507	evm.model.RL_6.2343	XP_023639548.1
OG0013508	evm.model.RL_6.2298	XP_006294175.1
OG0013509	evm.model.RL_6.2297	XP_006296277.1
OG0013510	evm.model.RL_4.3375.1.687c86de	XP_006289006.1
OG0013511	evm.model.RL_4.3368	XP_006289328.1
OG0013512	evm.model.RL_4.3348	XP_006288012.1
OG0013513	evm.model.RL_4.3338	XP_006288649.1
OG0013515	evm.model.RL_4.3326	XP_023637217.1
OG0013516	evm.model.RL_4.3319	XP_006288886.1
OG0013517	evm.model.RL_4.3313	XP_006288408.1
OG0013518	evm.model.RL_4.3309	XP_006288199.1
OG0013519	evm.model.RL_4.3279	XP_006288190.1
OG0013520	evm.model.RL_4.3257	XP_006287051.1
OG0013521	evm.model.RL_4.3258	XP_006287809.1
OG0013522	evm.model.RL_4.3155, evm.model.RL_4.3188	XP_006286430.1
OG0013523	evm.model.RL_4.3186	XP_023637154.1
OG0013524	evm.model.RL_4.3176	XP_006290075.1
OG0013525	evm.model.RL_4.3167	XP_006287011.1
OG0013526	evm.model.RL_4.3166	XP_006287076.1
OG0013527	evm.model.RL_4.3159	XP_006287844.1
OG0013528	evm.model.RL_4.3145	XP_006286643.1
OG0013529	evm.model.RL_4.3129	XP_006288191.1
OG0013530	evm.model.RL_4.3128.1.687c86dd	XP_006288908.1
OG0013531	evm.model.RL_4.3116	XP_023637501.1
OG0013532	evm.model.RL_4.3111	XP_006286508.1
OG0013533	evm.model.RL_4.3108	XP_006290131.1
OG0013534	evm.model.RL_4.3107	XP_006286906.1
OG0013535	evm.model.RL_4.3105	XP_023636210.1
OG0013536	evm.model.RL_4.3104	XP_006286682.1
OG0013539	evm.model.RL_4.1685	XP_006287138.1
OG0013540	evm.model.RL_4.1595	XP_006288077.1
OG0013541	evm.model.RL_4.1594	XP_006287593.1
OG0013542	evm.model.RL_4.1554	XP_006289389.1
OG0013543	evm.model.RL_4.1528	XP_006288274.1
OG0013544	evm.model.RL_4.1521	XP_006287902.1
OG0013545	evm.model.RL_4.1519	XP_006288383.1
OG0013546	evm.model.RL_4.1510	XP_006287736.1
OG0013547	evm.model.RL_4.1444	XP_006287473.1
OG0013548	evm.model.RL_4.1443	XP_006286498.1
OG0013549	evm.model.RL_4.1437	XP_006290201.1
OG0013550	evm.model.RL_8.2143.1.687c855f	XP_006280734.1
OG0013551	evm.model.RL_8.2141	XP_006280609.1
OG0013552	evm.model.RL_8.2140	XP_006280106.2
OG0013553	evm.model.RL_8.2130	XP_006282297.2
OG0013554	evm.model.RL_8.2122	XP_006280984.1
OG0013555	evm.model.RL_8.2081	XP_006282166.1
OG0013556	evm.model.RL_8.2032	XP_006280582.1
OG0013557	evm.model.RL_8.2026	XP_006280828.2
OG0013559	evm.model.RL_5.3099	XP_006304566.1
OG0013561	evm.model.RL_8.2395	XP_023639607.1
OG0013562	evm.model.RL_8.2401	XP_006280392.1
OG0013563	evm.model.RL_8.2421	XP_006279591.1
OG0013564	evm.model.RL_8.2432	XP_006280449.1
OG0013565	evm.model.RL_8.2446	XP_006279576.1
OG0013566	evm.model.RL_8.2478	XP_006280708.1
OG0013567	evm.model.RL_8.2484	XP_006281785.1
OG0013568	evm.model.RL_8.2490	XP_006281762.1
OG0013569	evm.model.RL_8.2498	XP_006281974.2
OG0013570	evm.model.RL_8.2504	XP_023635169.1
OG0013571	evm.model.RL_8.2507	XP_006280266.1
OG0013572	evm.model.RL_8.2520	XP_006282245.1
OG0013573	evm.model.RL_8.2524	XP_006280078.1
OG0013574	evm.model.RL_8.2529	XP_006280592.2
OG0013575	evm.model.RL_8.2535	XP_023643103.1
OG0013576	evm.model.RL_8.2541	XP_006281486.1
OG0013577	evm.model.RL_1.3027	XP_006298310.1
OG0013578	evm.model.RL_8.2557	XP_006280853.2
OG0013579	evm.model.RL_8.2562	XP_006281074.2
OG0013580	evm.model.RL_8.2589	XP_006281347.1
OG0013581	evm.model.RL_8.2603	XP_006282141.1
OG0013582	evm.model.RL_8.2631	XP_006282127.2
OG0013583	evm.model.RL_8.2664	XP_006280440.1
OG0013584	evm.model.RL_8.2665	XP_006280895.1
OG0013585	evm.model.RL_8.2668	XP_006280309.1
OG0013586	evm.model.RL_8.2677	XP_006280727.2
OG0013587	evm.model.RL_8.2687	XP_023639600.1
OG0013588	evm.model.RL_8.2699	XP_006280894.1
OG0013589	evm.model.RL_8.2702	XP_006282183.1
OG0013590	evm.model.RL_8.2705	XP_006279725.1
OG0013591	evm.model.RL_8.2719	XP_006280091.1
OG0013592	evm.model.RL_8.2724	XP_006280566.1
OG0013593	evm.model.RL_8.2731	XP_006281625.1
OG0013594	evm.model.RL_8.2737	XP_006280643.1
OG0013596	evm.model.RL_8.2739	XP_006280502.1
OG0013597	evm.model.RL_8.2752	XP_006281717.1
OG0013598	evm.model.RL_8.2775	XP_006282329.1
OG0013599	evm.model.RL_8.2776	XP_006280114.1
OG0013600	evm.model.RL_8.2787	XP_006280550.1
OG0013602	evm.model.RL_8.2818	XP_006280764.1
OG0013603	evm.model.RL_8.2826	XP_006282125.1
OG0013604	evm.model.RL_8.2834	XP_006280674.1
OG0013605	evm.model.RL_8.2848	XP_023639518.1
OG0013606	evm.model.RL_8.2852	XP_006281130.1
OG0013607	evm.model.RL_8.2859	XP_023636261.1
OG0013608	evm.model.RL_8.2860	XP_006280929.2
OG0013609	evm.model.RL_8.23	XP_006289610.2
OG0013610	evm.model.RL_8.25	XP_006287420.1
OG0013611	evm.model.RL_8.27	XP_023636880.1
OG0013612	evm.model.RL_8.94	XP_006287695.1
OG0013613	evm.model.RL_8.68	XP_006288872.1
OG0013614	evm.model.RL_8.51	XP_023636179.1
OG0013615	evm.model.RL_8.49	XP_006287852.1
OG0013616	evm.model.RL_8.48	XP_006288322.1
OG0013617	evm.model.RL_8.120	XP_006288014.1
OG0013618	evm.model.RL_8.127	XP_023636325.1
OG0013619	evm.model.RL_8.128	XP_023636324.1
OG0013620	evm.model.RL_8.140	XP_006288242.2
OG0013621	evm.model.RL_8.143	XP_006288474.1
OG0013622	evm.model.RL_8.231	XP_023635969.1
OG0013623	evm.model.RL_8.204	XP_006288075.1
OG0013624	evm.model.RL_8.201.1.687c8555	XP_006287597.1
OG0013625	evm.model.RL_8.197	XP_006286570.1
OG0013626	evm.model.RL_8.195	XP_006290175.2
OG0013627	evm.model.RL_8.176	XP_023637115.1
OG0013628	evm.model.RL_8.169	XP_006288488.1
OG0013629	evm.model.RL_8.168	XP_006287175.1
OG0013630	evm.model.RL_8.161	XP_006286904.1
OG0013631	evm.model.RL_5.128	XP_006306607.1
OG0013632	evm.model.RL_8.255	XP_006289167.1
OG0013633	evm.model.RL_8.290	XP_006287797.2
OG0013634	evm.model.RL_8.312	XP_006287476.1
OG0013636	evm.model.RL_8.310	XP_006288122.1
OG0013637	evm.model.RL_8.320.1.687c8556	XP_006287839.1
OG0013638	evm.model.RL_8.322	XP_006287389.1
OG0013639	evm.model.RL_8.335	XP_006287777.1
OG0013640	evm.model.RL_8.350	XP_006288741.1
OG0013641	evm.model.RL_8.352	XP_006286789.1
OG0013642	evm.model.RL_8.365	XP_006288308.1
OG0013643	evm.model.RL_8.369	XP_023636398.1
OG0013644	evm.model.RL_8.370	XP_006287679.1
OG0013645	evm.model.RL_4.445	XP_023636563.1
OG0013646	evm.model.RL_4.462	XP_006281546.1
OG0013647	evm.model.RL_4.465	XP_006282132.1
OG0013648	evm.model.RL_4.475	XP_006280804.2
OG0013649	evm.model.RL_4.499	XP_006282303.1
OG0013650	evm.model.RL_4.513.1.687c86cf	XP_023635740.1
OG0013651	evm.model.RL_4.533	XP_006279681.1
OG0013652	evm.model.RL_4.537	XP_006280791.1
OG0013653	evm.model.RL_6.1401	XP_006293587.1
OG0013654	evm.model.RL_6.1403	XP_023640084.1
OG0013655	evm.model.RL_6.1409	XP_023640680.1
OG0013656	evm.model.RL_6.1411	XP_006295609.1
OG0013657	evm.model.RL_6.1323	XP_023639762.1
OG0013658	evm.model.RL_6.1380	XP_006294195.2
OG0013659	evm.model.RL_6.1340	XP_023640043.1
OG0013660	evm.model.RL_6.1332	XP_023639720.1
OG0013661	evm.model.RL_6.1308	XP_006295927.1
OG0013662	evm.model.RL_6.1307	XP_006293923.1
OG0013663	evm.model.RL_6.1295	XP_006293663.1
OG0013664	evm.model.RL_6.1292	XP_006295998.1
OG0013665	evm.model.RL_6.1287	XP_006295508.1
OG0013666	evm.model.RL_6.1283	XP_006293800.1
OG0013667	evm.model.RL_6.1274	XP_006293721.1
OG0013668	evm.model.RL_6.1215	XP_006295186.1
OG0013669	evm.model.RL_6.1212	XP_006293925.1
OG0013670	evm.model.RL_6.1198	XP_006293485.1
OG0013671	evm.model.RL_6.1183	XP_006294949.1
OG0013672	evm.model.RL_6.1175	XP_006294059.1
OG0013673	evm.model.RL_6.1168	XP_023640919.1
OG0013674	evm.model.RL_6.1166	XP_006294180.1
OG0013675	evm.model.RL_6.1154	XP_006293695.1
OG0013676	evm.model.RL_6.1126	XP_006295184.1
OG0013677	evm.model.RL_6.1120	XP_006295069.1
OG0013678	evm.model.RL_8.1299	XP_023640872.1
OG0013679	evm.model.RL_6.1086	XP_006293392.2
OG0013680	evm.model.RL_6.1066	XP_006296374.1
OG0013681	evm.model.RL_6.1062	XP_006293729.1
OG0013682	evm.model.RL_6.1009	XP_006294406.1
OG0013683	evm.model.RL_6.988	XP_023640221.1
OG0013684	evm.model.RL_1.2185, evm.model.RL_2.3478	XP_023633979.1
OG0013685	evm.model.RL_6.937	XP_006293778.1
OG0013686	evm.model.RL_6.927	XP_006293920.1
OG0013687	evm.model.RL_6.901	XP_006293759.1
OG0013688	evm.model.RL_6.898	XP_006295262.1
OG0013689	evm.model.RL_6.890	XP_006293360.1
OG0013690	evm.model.RL_6.888	XP_006295521.1
OG0013691	evm.model.RL_6.860	XP_006294094.1
OG0013692	evm.model.RL_6.757	XP_023641041.1
OG0013693	evm.model.RL_6.766	XP_006295066.1, XP_006303765.2
OG0013694	evm.model.RL_6.805	XP_023640681.1
OG0013695	evm.model.RL_6.821	XP_006295999.1
OG0013696	evm.model.RL_6.737	XP_023639453.1
OG0013697	evm.model.RL_6.736	XP_023639809.1
OG0013698	evm.model.RL_6.732	XP_006294000.1
OG0013699	evm.model.RL_5.2272, evm.model.RL_6.726	XP_023636694.1
OG0013700	evm.model.RL_6.719	XP_006294379.1
OG0013701	evm.model.RL_6.724	XP_006293431.1
OG0013702	evm.model.RL_6.1131	XP_006294073.1
OG0013703	evm.model.RL_5.2250	XP_006307435.1
OG0013704	evm.model.RL_6.594	XP_006293713.1
OG0013705	evm.model.RL_6.576	XP_006295237.1
OG0013706	evm.model.RL_6.561	XP_023639872.1
OG0013707	evm.model.RL_6.551	XP_006294416.1
OG0013708	evm.model.RL_6.539	XP_006295273.1
OG0013709	evm.model.RL_1.318	XP_023641400.1
OG0013710	evm.model.RL_6.533	XP_006296521.1
OG0013711	evm.model.RL_6.528	XP_006294876.1
OG0013712	evm.model.RL_6.520	XP_006295006.1
OG0013713	evm.model.RL_6.511	XP_023640627.1
OG0013714	evm.model.RL_6.488	XP_006293422.1
OG0013715	evm.model.RL_2.2267	XP_006284446.1
OG0013716	evm.model.RL_2.2214	XP_006284048.1
OG0013717	evm.model.RL_1.83	XP_006296749.1
OG0013718	evm.model.RL_1.40	XP_006297566.2
OG0013719	evm.model.RL_1.36	XP_006298338.1
OG0013720	evm.model.RL_1.33	XP_006299725.1
OG0013721	evm.model.RL_1.32	XP_006297134.1
OG0013722	evm.model.RL_1.25	XP_023641462.1
OG0013723	evm.model.RL_4.3431	XP_006279332.2
OG0013724	evm.model.RL_4.3425	XP_006279330.1
OG0013725	evm.model.RL_4.3420	XP_006306935.1
OG0013726	evm.model.RL_2.1777	XP_006288609.1
OG0013728	evm.model.RL_8.1600	XP_023638269.1
OG0013729	evm.model.RL_1.115	XP_006297602.1
OG0013730	evm.model.RL_1.117.2.687c87e9	XP_006297653.1
OG0013731	evm.model.RL_1.133	XP_006298466.1
OG0013732	evm.model.RL_1.138	XP_023642505.1
OG0013733	evm.model.RL_1.153, evm.model.RL_1.158	XP_006299851.1
OG0013734	evm.model.RL_4.777, evm.model.RL_8.1201.1.687c855a.1.687c97bf	XP_006280626.2
OG0013735	evm.model.RL_1.186	XP_006298406.1, XP_006302698.1
OG0013736	evm.model.RL_1.220	XP_023641230.1
OG0013738	evm.model.RL_1.248	XP_006299661.1
OG0013739	evm.model.RL_1.254	XP_006298986.1
OG0013740	evm.model.RL_2.2239	XP_006284022.1
OG0013741	evm.model.RL_1.275	XP_006298972.1
OG0013742	evm.model.RL_1.292	XP_006297551.1
OG0013743	evm.model.RL_1.299, evm.model.RL_1.300.2.687c87ea	XP_006298626.2
OG0013744	evm.model.RL_1.302	XP_006296880.1
OG0013745	evm.model.RL_1.308	XP_006300208.1
OG0013746	evm.model.RL_1.309	XP_006298545.1
OG0013747	evm.model.RL_1.333	XP_006298882.2
OG0013748	evm.model.RL_1.353	XP_006297897.1
OG0013749	evm.model.RL_1.348	XP_006298330.1
OG0013750	evm.model.RL_1.367	XP_006299269.1
OG0013751	evm.model.RL_1.368	XP_006297764.1
OG0013752	evm.model.RL_1.375	XP_006297308.1
OG0013753	evm.model.RL_1.379	XP_006297533.1
OG0013754	evm.model.RL_1.398	XP_006296690.1
OG0013755	evm.model.RL_1.404	XP_006297343.1
OG0013756	evm.model.RL_1.413	XP_006298480.1
OG0013757	evm.model.RL_1.420.1.687c87ea	XP_023642421.1
OG0013758	evm.model.RL_1.443	XP_023641689.1
OG0013759	evm.model.RL_1.459	XP_006299176.1
OG0013760	evm.model.RL_1.447	XP_006298292.1
OG0013762	evm.model.RL_1.505	XP_006297250.1
OG0013763	evm.model.RL_1.526	XP_006299402.1
OG0013764	evm.model.RL_1.528	XP_006297751.1
OG0013765	evm.model.RL_1.552	XP_023642283.1
OG0013766	evm.model.RL_1.574	XP_023642124.1
OG0013767	evm.model.RL_1.658	XP_006296874.1
OG0013768	evm.model.RL_1.604	XP_006297269.1
OG0013769	evm.model.RL_1.2507	XP_023641423.1
OG0013770	evm.model.RL_1.620	XP_006297459.2
OG0013771	evm.model.RL_1.655	XP_023641756.1
OG0013772	evm.model.RL_1.682	XP_006296894.1
OG0013773	evm.model.RL_8.670	XP_023636590.1
OG0013774	evm.model.RL_1.720	XP_023642367.1
OG0013775	evm.model.RL_1.722	XP_006297371.1
OG0013776	evm.model.RL_1.753	XP_006298743.1
OG0013777	evm.model.RL_1.758	XP_006298302.1
OG0013778	evm.model.RL_1.776	XP_006297193.1
OG0013779	evm.model.RL_1.798	XP_023641221.1
OG0013780	evm.model.RL_6.2159	XP_006294080.1
OG0013781	evm.model.RL_6.2135	XP_006294274.1
OG0013782	evm.model.RL_6.2124	XP_006294771.1
OG0013783	evm.model.RL_7.776	XP_006291460.1
OG0013784	evm.model.RL_6.2106	XP_006295820.1
OG0013785	evm.model.RL_6.2084	XP_023639489.1
OG0013786	evm.model.RL_6.2076	XP_006294071.2
OG0013787	evm.model.RL_6.2070	XP_023639396.1
OG0013788	evm.model.RL_6.2067	XP_006296026.1
OG0013789	evm.model.RL_6.2040	XP_023639660.1
OG0013790	evm.model.RL_6.2030	XP_006294930.1
OG0013791	evm.model.RL_6.2029	XP_006294188.2
OG0013792	evm.model.RL_6.2019	XP_006294584.1
OG0013793	evm.model.RL_6.930	XP_023639455.1
OG0013794	evm.model.RL_6.2009	XP_006294116.2
OG0013795	evm.model.RL_6.2000	XP_006294278.2
OG0013796	evm.model.RL_6.1981	XP_023639643.1
OG0013797	evm.model.RL_6.1695	XP_006296315.1
OG0013798	evm.model.RL_6.1721	XP_006294483.1
OG0013799	evm.model.RL_6.1751	XP_006293797.1
OG0013800	evm.model.RL_6.1760	XP_023640509.1
OG0013801	evm.model.RL_6.1768	XP_006294477.1
OG0013802	evm.model.RL_6.1776	XP_006294313.1
OG0013803	evm.model.RL_6.1782	XP_006294787.2
OG0013804	evm.model.RL_6.1789, evm.model.RL_6.1792	XP_023640301.1
OG0013805	evm.model.RL_6.1798	XP_006294661.1
OG0013806	evm.model.RL_6.1853	XP_006295864.1
OG0013807	evm.model.RL_6.1826	XP_006295492.1
OG0013808	evm.model.RL_6.1824	XP_006294388.1
OG0013809	evm.model.RL_6.1814	XP_006293640.2
OG0013810	evm.model.RL_6.1910	XP_006294026.1
OG0013811	evm.model.RL_6.1909	XP_006295771.1
OG0013812	evm.model.RL_6.1905	XP_006296131.1
OG0013813	evm.model.RL_2.648	XP_006283483.1
OG0013814	evm.model.RL_6.1667	XP_006294164.1
OG0013816	evm.model.RL_5.1374	XP_006304599.1
OG0013817	evm.model.RL_5.1475	XP_006307632.2
OG0013818	evm.model.RL_5.1498	XP_006305342.1
OG0013819	evm.model.RL_5.1500.1.687c88b4	XP_006305925.1
OG0013820	evm.model.RL_5.1506	XP_006303905.1
OG0013821	evm.model.RL_5.1514	XP_006306547.1
OG0013822	evm.model.RL_5.1525	XP_006303936.1
OG0013823	evm.model.RL_5.1206	XP_023633040.1
OG0013824	evm.model.RL_5.1561	XP_006305063.1
OG0013825	evm.model.RL_5.1572	XP_006305901.1
OG0013826	evm.model.RL_5.1573	XP_006304130.2
OG0013828	evm.model.RL_5.1579	XP_006304233.1
OG0013829	evm.model.RL_5.1608	XP_023644771.1
OG0013830	evm.model.RL_5.1619	XP_006303992.1
OG0013831	evm.model.RL_5.1651	XP_006306068.1
OG0013832	evm.model.RL_5.1637	XP_006307108.1
OG0013833	evm.model.RL_5.1629	XP_006307453.1
OG0013834	evm.model.RL_5.1627	XP_006305158.1
OG0013835	evm.model.RL_5.1670	XP_006305468.2
OG0013836	evm.model.RL_5.1695.1.687c88b6	XP_006305296.1
OG0013837	evm.model.RL_5.1746	XP_023632879.1
OG0013838	evm.model.RL_5.1750.1.687c88b6	XP_006306445.1
OG0013839	evm.model.RL_5.1752	XP_006304975.1
OG0013840	evm.model.RL_5.1759	XP_006303454.1
OG0013841	evm.model.RL_5.1763	XP_006306730.1
OG0013842	evm.model.RL_5.1773	XP_006305739.1
OG0013843	evm.model.RL_5.1791	XP_006305200.1
OG0013844	evm.model.RL_5.1794	XP_006307378.1
OG0013845	evm.model.RL_5.1812	XP_006306683.2
OG0013846	evm.model.RL_5.1817	XP_023645878.1
OG0013847	evm.model.RL_5.1836	XP_023633121.1
OG0013848	evm.model.RL_5.3685	XP_006303947.1
OG0013849	evm.model.RL_5.3664	XP_006305569.1
OG0013850	evm.model.RL_5.3646	XP_006303847.1, XP_006306653.1
OG0013851	evm.model.RL_5.3616	XP_006304824.1
OG0013852	evm.model.RL_5.3609	XP_006304951.1
OG0013853	evm.model.RL_5.3608	XP_006305284.1
OG0013854	evm.model.RL_5.3599	XP_006306114.1
OG0013855	evm.model.RL_5.3595	XP_006305337.1
OG0013857	evm.model.RL_5.3580	XP_023644849.1
OG0013858	evm.model.RL_5.3555	XP_006303132.1
OG0013860	evm.model.RL_5.3491	XP_006305542.1
OG0013861	evm.model.RL_5.3489	XP_006306336.1
OG0013862	evm.model.RL_5.3487	XP_006305604.1
OG0013863	evm.model.RL_5.3429	XP_006303280.1
OG0013865	evm.model.RL_5.3377	XP_006307557.1
OG0013866	evm.model.RL_5.3349	XP_006304587.1
OG0013867	evm.model.RL_5.3319	XP_023645894.1
OG0013868	evm.model.RL_5.3318	XP_023645027.1
OG0013869	evm.model.RL_5.3315	XP_006305125.1
OG0013870	evm.model.RL_5.3298	XP_006305323.1
OG0013871	evm.model.RL_5.3284	XP_006305149.1
OG0013872	evm.model.RL_5.3259	XP_006305377.2
OG0013873	evm.model.RL_5.3257	XP_023646013.1
OG0013874	evm.model.RL_5.3245	XP_006306989.1
OG0013875	evm.model.RL_5.3188	XP_006303857.1
OG0013876	evm.model.RL_3.1137	XP_006300623.1
OG0013877	evm.model.RL_5.3170	XP_023644642.1
OG0013878	evm.model.RL_5.3159	XP_006303762.1
OG0013879	evm.model.RL_5.2310	XP_023644835.1
OG0013880	evm.model.RL_2.1954	XP_006286257.1
OG0013881	evm.model.RL_2.1967.1.687c86e4	XP_023635073.1
OG0013882	evm.model.RL_2.1987	XP_006284164.1
OG0013883	evm.model.RL_2.1988	XP_006282618.1
OG0013884	evm.model.RL_2.2003.1.687c86e4	XP_023634778.1
OG0013885	evm.model.RL_2.2022	XP_006283769.1
OG0013886	evm.model.RL_2.2027	XP_006283114.1
OG0013887	evm.model.RL_2.2029	XP_006284135.1
OG0013888	evm.model.RL_2.2776	XP_023635320.1
OG0013889	evm.model.RL_6.425	XP_006293492.1
OG0013890	evm.model.RL_6.407	XP_006294163.1
OG0013891	evm.model.RL_6.408	XP_006294587.2
OG0013892	evm.model.RL_6.402	XP_023639804.1
OG0013893	evm.model.RL_2.2828	XP_023634463.1
OG0013894	evm.model.RL_6.394	XP_006295170.1
OG0013895	evm.model.RL_6.393	XP_023639963.1
OG0013897	evm.model.RL_6.384	XP_006296432.1
OG0013898	evm.model.RL_6.413	XP_006293620.1
OG0013899	evm.model.RL_6.415	XP_006293853.1
OG0013900	evm.model.RL_6.253	XP_006295132.1
OG0013901	evm.model.RL_6.205	XP_023639921.1
OG0013902	evm.model.RL_3.2027	XP_006302322.1
OG0013903	evm.model.RL_3.2026	XP_006302223.1
OG0013904	evm.model.RL_6.171	XP_006296451.1
OG0013905	evm.model.RL_6.146	XP_006293410.1
OG0013906	evm.model.RL_6.371, evm.model.RL_6.129	XP_006294704.1
OG0013907	evm.model.RL_6.102	XP_006293356.1
OG0013908	evm.model.RL_6.101	XP_006296067.1
OG0013909	evm.model.RL_6.97	XP_023641011.1
OG0013910	evm.model.RL_6.82	XP_006294485.1
OG0013911	evm.model.RL_6.56	XP_006294286.1
OG0013912	evm.model.RL_6.39	XP_006295119.1
OG0013913	evm.model.RL_6.18	XP_006296137.1
OG0013914	evm.model.RL_5.1465	XP_006303332.1
OG0013915	evm.model.RL_5.1368	XP_006306125.1
OG0013916	evm.model.RL_5.1321	XP_006304780.1
OG0013917	evm.model.RL_5.1320	XP_006305721.1
OG0013918	evm.model.RL_5.1304	XP_006305322.1
OG0013919	evm.model.RL_5.1277	XP_006304693.2
OG0013920	evm.model.RL_5.1260	XP_006307116.2
OG0013921	evm.model.RL_5.1227	XP_023645652.1
OG0013922	evm.model.RL_5.1219	XP_023645316.1
OG0013923	evm.model.RL_5.1214	XP_006304243.1
OG0013924	evm.model.RL_5.1207	XP_006304034.1
OG0013925	evm.model.RL_5.1197	XP_006303630.1
OG0013926	evm.model.RL_5.1182	XP_006304718.1
OG0013927	evm.model.RL_5.1157.2.687c88b2	XP_006303581.1
OG0013928	evm.model.RL_5.1133	XP_006307184.1
OG0013929	evm.model.RL_5.1131	XP_006304679.1
OG0013930	evm.model.RL_5.1068	XP_006307130.1
OG0013931	evm.model.RL_5.1060	XP_006303826.1
OG0013932	evm.model.RL_5.1059	XP_006306261.2
OG0013933	evm.model.RL_5.1042	XP_006303268.1
OG0013934	evm.model.RL_5.1036	XP_006305623.1
OG0013935	evm.model.RL_5.971	XP_006303706.1
OG0013936	evm.model.RL_5.964	XP_023645563.1
OG0013937	evm.model.RL_5.943.2.687c88b0	XP_023645667.1
OG0013938	evm.model.RL_1.2491	XP_006297821.1
OG0013939	evm.model.RL_1.2490	XP_006298487.2
OG0013940	evm.model.RL_4.978	XP_023637270.1
OG0013942	evm.model.RL_5.853.1.687c88af	XP_006306941.1
OG0013944	evm.model.RL_5.816	XP_023645680.1
OG0013945	evm.model.RL_5.807	XP_023632815.1
OG0013946	evm.model.RL_5.803	XP_006307607.1
OG0013947	evm.model.RL_5.799	XP_006303656.1
OG0013948	evm.model.RL_5.795	XP_006305088.1
OG0013949	evm.model.RL_5.789	XP_023644726.1
OG0013950	evm.model.RL_5.725	XP_006304054.1
OG0013951	evm.model.RL_5.713	XP_006306844.1
OG0013952	evm.model.RL_5.708	XP_006305032.1
OG0013953	evm.model.RL_5.699	XP_006303811.1
OG0013955	evm.model.RL_5.636	XP_006303625.1
OG0013956	evm.model.RL_5.598	XP_006305830.2
OG0013957	evm.model.RL_5.589	XP_023645338.1
OG0013958	evm.model.RL_5.576	XP_006307401.1
OG0013959	evm.model.RL_5.561	XP_006306364.1
OG0013960	evm.model.RL_5.552	XP_006304886.2
OG0013961	evm.model.RL_5.551	XP_023645917.1
OG0013962	evm.model.RL_5.526	XP_023644689.1
OG0013963	evm.model.RL_5.500	XP_006304785.1
OG0013964	evm.model.RL_5.486	XP_006305261.1
OG0013965	evm.model.RL_2.2658	XP_023644653.1
OG0013966	evm.model.RL_5.438.1.687c88ac	XP_006305016.2
OG0013967	evm.model.RL_6.340	XP_006303916.2
OG0013968	evm.model.RL_5.422	XP_006306345.1
OG0013969	evm.model.RL_5.393	XP_023645241.1
OG0013970	evm.model.RL_5.364	XP_006303288.1
OG0013971	evm.model.RL_5.347	XP_023644966.1
OG0013972	evm.model.RL_5.343	XP_006305960.1
OG0013973	evm.model.RL_5.326	XP_023632922.1
OG0013974	evm.model.RL_5.304	XP_006303252.1
OG0013975	evm.model.RL_5.285	XP_006303192.1
OG0013977	evm.model.RL_5.273	XP_006303915.1
OG0013978	evm.model.RL_5.206	XP_006307466.2
OG0013979	evm.model.RL_5.177	XP_006306709.1
OG0013980	evm.model.RL_5.164	XP_006303275.1
OG0013981	evm.model.RL_5.161	XP_006305457.1
OG0013982	evm.model.RL_5.123	XP_006305967.1
OG0013983	evm.model.RL_5.79	XP_006303697.1
OG0013984	evm.model.RL_5.73	XP_006306578.1
OG0013985	evm.model.RL_5.57	XP_006305435.1
OG0013986	evm.model.RL_5.55	XP_006305568.1
OG0013987	evm.model.RL_5.52	XP_006305677.2, XP_006279525.1
OG0013988	evm.model.RL_5.50.1.687c88a9	XP_023645242.1
OG0013989	evm.model.RL_5.45	XP_006307379.1
OG0013990	evm.model.RL_5.12	XP_006303976.1
OG0013991	evm.model.RL_5.17	XP_006304974.1
OG0013992	evm.model.RL_8.2872, evm.model.RL_3.515	XP_023645161.1
OG0013993	evm.model.RL_8.2891.1.687c8563	XP_023633250.1
OG0013994	evm.model.RL_8.2893	XP_006305307.1
OG0013995	evm.model.RL_6.2326	XP_023639867.1
OG0013996	evm.model.RL_8.2897	XP_006307173.1
OG0013997	evm.model.RL_7.1567	XP_023638013.1
OG0013998	evm.model.RL_8.2927	XP_023644678.1
OG0013999	evm.model.RL_4.2228	XP_006287880.1
OG0014000	evm.model.RL_4.2169	XP_006287601.1
OG0014001	evm.model.RL_4.1740	XP_006287172.1
OG0014002	evm.model.RL_4.2178	XP_006289729.1
OG0014003	evm.model.RL_4.2181	XP_006287310.1
OG0014004	evm.model.RL_4.2217	XP_006289122.1
OG0014005	evm.model.RL_4.2153	XP_006290180.1
OG0014006	evm.model.RL_4.2087	XP_006289258.1
OG0014007	evm.model.RL_4.2070	XP_023636513.1
OG0014008	evm.model.RL_4.2069	XP_023637104.1
OG0014009	evm.model.RL_4.2068	XP_006288000.1
OG0014010	evm.model.RL_4.2063	XP_006286391.1
OG0014011	evm.model.RL_4.2060	XP_006288594.1
OG0014012	evm.model.RL_4.2047	XP_006288450.1
OG0014013	evm.model.RL_4.2046	XP_006289468.1
OG0014014	evm.model.RL_4.2032	XP_006290116.1, XP_006279217.2
OG0014015	evm.model.RL_4.2022	XP_006287146.2
OG0014016	evm.model.RL_4.2019	XP_023637068.1
OG0014017	evm.model.RL_4.1988	XP_023637081.1
OG0014018	evm.model.RL_4.1969	XP_006287003.1
OG0014019	evm.model.RL_4.1962	XP_006287074.1
