Orthogroup	Cardamine_amara	Eutrema_salsugineum
OG0014413	evm.model.RL_5.3839	XP_006392760.1
OG0014414	evm.model.RL_5.3814	XP_006392778.2
OG0014415	evm.model.RL_5.3789	XP_006392805.1
OG0014416	evm.model.RL_5.3746	XP_024006100.1
OG0014417	evm.model.RL_5.3744	XP_006392865.1
OG0014418	evm.model.RL_5.3733	XP_024005951.1
OG0014419	evm.model.RL_5.3713	XP_006392912.1
OG0014420	evm.model.RL_5.3712	XP_006392914.1
OG0014421	evm.model.RL_5.3711	XP_006392913.1
OG0014422	evm.model.RL_5.3701	XP_006392931.1
OG0014423	evm.model.RL_5.1870	XP_006392952.1
OG0014424	evm.model.RL_5.1895	XP_006392994.2
OG0014425	evm.model.RL_5.1900	XP_024005996.1
OG0014426	evm.model.RL_5.1918	XP_006393035.1
OG0014427	evm.model.RL_5.1971	XP_006393100.1
OG0014428	evm.model.RL_5.1959	XP_006393085.1
OG0014429	evm.model.RL_5.1935	XP_006393063.1
OG0014430	evm.model.RL_3.1184, evm.model.RL_3.1186	XP_006391187.1
OG0014431	evm.model.RL_5.1986	XP_024006003.1
OG0014432	evm.model.RL_5.1991	XP_006393139.1
OG0014433	evm.model.RL_5.2003	XP_006393150.1
OG0014434	evm.model.RL_5.2018	XP_024006362.1
OG0014435	evm.model.RL_3.933, evm.model.RL_5.2022	XP_006393176.1
OG0014436	evm.model.RL_5.2049	XP_006393212.1
OG0014437	evm.model.RL_5.2058	XP_024006019.1
OG0014438	evm.model.RL_5.2070	XP_006393244.1
OG0014439	evm.model.RL_1.1815	XP_024015786.1
OG0014440	evm.model.RL_5.2084	XP_006393260.1
OG0014441	evm.model.RL_5.2086	XP_006393262.1
OG0014442	evm.model.RL_5.2106	XP_006393308.1
OG0014443	evm.model.RL_5.2111	XP_024006007.1
OG0014444	evm.model.RL_5.2126	XP_006393332.1
OG0014445	evm.model.RL_5.2102	XP_006393299.1
OG0014446	evm.model.RL_5.2155	XP_006393395.1
OG0014447	evm.model.RL_5.2176	XP_024006654.1
OG0014448	evm.model.RL_5.2185	XP_006393446.1
OG0014449	evm.model.RL_2.1175	XP_006414372.1
OG0014450	evm.model.RL_2.1158	XP_006414386.2
OG0014451	evm.model.RL_7.958	XP_006403602.1
OG0014452	evm.model.RL_2.1154	XP_006414390.1
OG0014453	evm.model.RL_2.1141.1.687c86e2	XP_024005699.1
OG0014454	evm.model.RL_2.1133	XP_006414427.1, XP_024004783.1
OG0014455	evm.model.RL_2.1122	XP_024004697.1
OG0014456	evm.model.RL_6.1560	XP_006410616.1
OG0014457	evm.model.RL_6.1558	XP_024003681.1
OG0014458	evm.model.RL_6.1547	XP_006410605.1
OG0014459	evm.model.RL_7.1195	XP_024013401.1
OG0014460	evm.model.RL_7.1189	XP_006403855.1
OG0014461	evm.model.RL_7.2095	XP_006395288.2
OG0014462	evm.model.RL_7.1164	XP_024013495.1
OG0014463	evm.model.RL_7.1163	XP_006403825.1
OG0014464	evm.model.RL_7.1162	XP_006403824.1
OG0014465	evm.model.RL_7.1156	XP_006403817.1
OG0014466	evm.model.RL_7.1145	XP_006403804.2
OG0014467	evm.model.RL_7.1132	XP_006403796.1
OG0014468	evm.model.RL_7.1120.3.687c84b8	XP_006403781.1
OG0014469	evm.model.RL_7.1116	XP_006403780.1
OG0014470	evm.model.RL_3.1178	XP_006391192.2
OG0014471	evm.model.RL_7.1054	XP_006403701.1
OG0014472	evm.model.RL_7.1048	XP_006403693.1
OG0014473	evm.model.RL_7.993	XP_006403644.1
OG0014474	evm.model.RL_7.973	XP_006403618.1
OG0014475	evm.model.RL_7.1202	XP_006403873.1
OG0014476	evm.model.RL_4.2146	XP_006400000.1
OG0014477	evm.model.RL_7.1214	XP_006403882.1
OG0014478	evm.model.RL_7.1216	XP_006403884.1
OG0014479	evm.model.RL_7.1229	XP_006403902.1
OG0014480	evm.model.RL_7.934	XP_006403573.1
OG0014481	evm.model.RL_7.929	XP_006403564.1
OG0014482	evm.model.RL_7.891	XP_006403526.1
OG0014483	evm.model.RL_7.856	XP_006403487.1
OG0014484	evm.model.RL_7.835, evm.model.RL_2.1964	XP_006403480.1
OG0014485	evm.model.RL_7.834.2.687c84b6	XP_006403479.1
OG0014486	evm.model.RL_7.829	XP_024013535.1
OG0014487	evm.model.RL_7.807	XP_006403449.1
OG0014488	evm.model.RL_7.737	XP_006403015.1
OG0014489	evm.model.RL_7.740	XP_006403011.1
OG0014490	evm.model.RL_6.2176	XP_006411319.1
OG0014491	evm.model.RL_7.719	XP_006402978.1
OG0014492	evm.model.RL_7.693	XP_006402957.1
OG0014493	evm.model.RL_7.688	XP_006402950.1
OG0014494	evm.model.RL_7.684	XP_006402946.1
OG0014495	evm.model.RL_7.648	XP_006402900.1
OG0014496	evm.model.RL_7.564	XP_006402826.1
OG0014497	evm.model.RL_7.543	XP_024012738.1
OG0014498	evm.model.RL_7.537	XP_006402804.1, XP_006390393.2
OG0014499	evm.model.RL_7.514	XP_024013017.1
OG0014500	evm.model.RL_7.500	XP_006402767.1
OG0014501	evm.model.RL_7.450	XP_006402721.1
OG0014502	evm.model.RL_7.448	XP_006402717.1
OG0014503	evm.model.RL_7.437	XP_024012987.1
OG0014504	evm.model.RL_7.418	XP_006402693.1
OG0014506	evm.model.RL_7.372	XP_006402643.1
OG0014507	evm.model.RL_7.375	XP_006402640.1
OG0014508	evm.model.RL_7.356	XP_024012779.1
OG0014509	evm.model.RL_7.334.2.687c84b4	XP_006402597.1
OG0014510	evm.model.RL_7.324	XP_006402586.1
OG0014511	evm.model.RL_7.698	XP_006402960.1
OG0014512	evm.model.RL_7.303	XP_006402564.1
OG0014513	evm.model.RL_7.297	XP_006402555.2
OG0014514	evm.model.RL_7.279	XP_006402534.1
OG0014515	evm.model.RL_7.263	XP_006402521.1
OG0014516	evm.model.RL_7.219	XP_006402472.1
OG0014517	evm.model.RL_7.204	XP_006402456.1
OG0014518	evm.model.RL_7.189.1.687c84b3	XP_006402440.1
OG0014520	evm.model.RL_7.170	XP_006402423.1
OG0014521	evm.model.RL_7.169	XP_006402422.1
OG0014522	evm.model.RL_7.168	XP_006402420.1
OG0014523	evm.model.RL_7.151	XP_006402406.1
OG0014524	evm.model.RL_7.116	XP_006402373.1
OG0014525	evm.model.RL_7.78	XP_006402332.1
OG0014526	evm.model.RL_7.49.2.687c84b2	XP_006402306.1
OG0014527	evm.model.RL_7.48	XP_006402304.1
OG0014528	evm.model.RL_7.34	XP_024012783.1
OG0014529	evm.model.RL_7.23	XP_006402281.1
OG0014530	evm.model.RL_7.20	XP_006402277.1
OG0014531	evm.model.RL_7.12	XP_006391482.1, XP_006405525.1
OG0014532	evm.model.RL_7.11	XP_006392235.1
OG0014533	evm.model.RL_7.7	XP_006403739.1
OG0014537	evm.model.RL_7.907	XP_024013769.1
OG0014538	evm.model.RL_7.755	XP_006403025.1
OG0014539	evm.model.RL_4.360	XP_006398127.2
OG0014541	evm.model.RL_3.1969	XP_006390295.1
OG0014542	evm.model.RL_4.681	XP_006403391.1
OG0014543	evm.model.RL_6.1642	XP_006410717.1
OG0014544	evm.model.RL_6.1677	XP_024016693.1
OG0014545	evm.model.RL_6.1975	XP_006411086.2
OG0014546	evm.model.RL_1.407	XP_006398136.1
OG0014547	evm.model.RL_3.2446	XP_006389780.1
OG0014548	evm.model.RL_3.2268	XP_006389962.2
OG0014549	evm.model.RL_3.2212	XP_006390017.1
OG0014550	evm.model.RL_3.1832	XP_024009334.1
OG0014551	evm.model.RL_2.2576	XP_006412679.1
OG0014552	evm.model.RL_1.971	XP_006407532.1
OG0014553	evm.model.RL_2.2704	XP_006412536.2
OG0014554	evm.model.RL_2.2328	XP_024005611.1
OG0014555	evm.model.RL_2.2838.1.687c86e7	XP_006412375.1
OG0014556	evm.model.RL_1.462	XP_006408082.1
OG0014557	evm.model.RL_8.2925	XP_006418505.1
OG0014558	evm.model.RL_5.627	XP_024008622.1
OG0014561	evm.model.RL_5.1460	XP_006416847.1
OG0014562	evm.model.RL_3.1373	XP_006390970.1
OG0014563	evm.model.RL_3.1343	XP_024011321.1, XP_024010817.1
OG0014564	evm.model.RL_3.1223	XP_006391142.1
OG0014565	evm.model.RL_3.781	XP_024016653.1
OG0014566	evm.model.RL_3.258	XP_006391901.1
OG0014568	evm.model.RL_1.3198	XP_006408940.1
OG0014569	evm.model.RL_1.2987	XP_006409202.1
OG0014570	evm.model.RL_1.2399	XP_006418665.1
OG0014571	evm.model.RL_1.2317	XP_006418793.1
OG0014572	evm.model.RL_1.1864, evm.model.RL_1.1882, evm.model.RL_1.1881	XP_006406480.1
OG0014573	evm.model.RL_1.1321	XP_024015183.1
OG0014574	evm.model.RL_1.869	XP_006407605.1
OG0014575	evm.model.RL_4.2911	XP_006399101.1
OG0014576	evm.model.RL_4.2850	XP_006399177.1
OG0014578	evm.model.RL_2.1890	XP_024004505.1
OG0014579	evm.model.RL_2.1674	XP_006413746.1
OG0014580	evm.model.RL_2.1489	XP_024004747.1
OG0014581	evm.model.RL_2.1323	XP_024004764.1
OG0014582	evm.model.RL_2.1282	XP_006414248.1
OG0014583	evm.model.RL_5.2745	XP_006415248.1
OG0014584	evm.model.RL_5.3030	XP_006415622.1
OG0014585	evm.model.RL_2.2069	XP_006413295.1
OG0014586	evm.model.RL_2.2049	XP_006413314.1
OG0014587	evm.model.RL_6.1039	XP_006409999.1
OG0014588	evm.model.RL_1.269	XP_006414153.1
OG0014589	evm.model.RL_4.2257	XP_006399866.1
OG0014590	evm.model.RL_4.2185	XP_024012541.1
OG0014591	evm.model.RL_4.1894	XP_024012483.1
OG0014592	evm.model.RL_4.834	XP_006395158.1
OG0014593	evm.model.RL_2.170.1.687c86e0	XP_006405309.1
OG0014594	evm.model.RL_8.1895, evm.model.RL_1.1964, evm.model.RL_4.1116, evm.model.RL_2.537	XP_006401117.1
OG0014595	evm.model.RL_8.2025	XP_006400962.1
OG0014597	evm.model.RL_4.1499	XP_024012098.1
OG0014598	evm.model.RL_4.1501	XP_024012419.1
OG0014599	evm.model.RL_4.1644	XP_006400568.1
OG0014600	evm.model.RL_8.2666	XP_006393991.1
OG0014601	evm.model.RL_8.2711	XP_006393942.1
OG0014603	evm.model.RL_5.1792	XP_006416487.1
OG0014605	evm.model.RL_3.684	XP_006392432.1
OG0014607	evm.model.RL_3.987	XP_006391346.1
OG0014609	evm.model.RL_1.2605	XP_024016638.1
OG0014611	evm.model.RL_1.2975	XP_006409219.1
OG0014612	evm.model.RL_6.293	XP_006404904.2
OG0014614	evm.model.RL_6.1997	XP_024004164.1
OG0014618	evm.model.RL_8.804	XP_006393360.2
OG0014619	evm.model.RL_8.795	XP_024011256.1
OG0014621	evm.model.RL_7.2645.3.687c84be	XP_006396545.2
OG0014623	evm.model.RL_8.1773	XP_006401262.2
OG0014637	evm.model.RL_2.2351	XP_006412962.1
OG0014639	evm.model.RL_2.2374	XP_006412938.1
OG0014640	evm.model.RL_2.2376	XP_006412934.1
OG0014641	evm.model.RL_2.2381	XP_006412927.2
OG0014643	evm.model.RL_2.2395	XP_006412916.1
OG0014644	evm.model.RL_3.2120	XP_006390118.1
OG0014645	evm.model.RL_2.2413	XP_006412894.1
OG0014646	evm.model.RL_2.2414	XP_006412893.1
OG0014647	evm.model.RL_2.2426	XP_024004660.1
OG0014648	evm.model.RL_2.2433	XP_006412875.1
OG0014649	evm.model.RL_2.2435	XP_006412870.1
OG0014650	evm.model.RL_2.2454	XP_006412853.1
OG0014651	evm.model.RL_2.2455	XP_006412852.1
OG0014652	evm.model.RL_2.2466.1.687c86e6	XP_024005181.1
OG0014653	evm.model.RL_2.2470	XP_006412835.1
OG0014655	evm.model.RL_2.2478	XP_006412824.1
OG0014656	evm.model.RL_3.2159	XP_006395965.1
OG0014657	evm.model.RL_2.2493	XP_006412813.1
OG0014659	evm.model.RL_2.2501	XP_006412804.1
OG0014660	evm.model.RL_2.2502	XP_024005350.1
OG0014661	evm.model.RL_2.2546	XP_006412722.1
OG0014662	evm.model.RL_2.2591	XP_006412666.2
OG0014663	evm.model.RL_2.2594	XP_006412660.1
OG0014665	evm.model.RL_2.2600	XP_006412651.1
OG0014666	evm.model.RL_2.3502, evm.model.RL_2.3335	XP_006411599.2
OG0014667	evm.model.RL_2.2617	XP_006412631.1
OG0014668	evm.model.RL_2.2625	XP_006412617.1
OG0014669	evm.model.RL_2.2632	XP_024005264.1
OG0014670	evm.model.RL_2.2652	XP_006412598.1
OG0014671	evm.model.RL_2.2655	XP_006412594.1
OG0014672	evm.model.RL_5.734	XP_006417654.1
OG0014673	evm.model.RL_2.2671	XP_006412577.1
OG0014674	evm.model.RL_2.2691	XP_006412554.1
OG0014675	evm.model.RL_2.2693	XP_006412551.1
OG0014676	evm.model.RL_2.2694	XP_006412552.1
OG0014677	evm.model.RL_2.2701	XP_006412539.1
OG0014678	evm.model.RL_2.2703	XP_006412537.1
OG0014679	evm.model.RL_2.2717	XP_006412519.1
OG0014680	evm.model.RL_2.2738	XP_006412485.1
OG0014681	evm.model.RL_2.2739	XP_006412483.1
OG0014682	evm.model.RL_2.2748	XP_024005132.1
OG0014683	evm.model.RL_6.477	XP_006405226.1
OG0014684	evm.model.RL_2.2777	XP_024005703.1
OG0014685	evm.model.RL_2.2804	XP_006412415.1
OG0014686	evm.model.RL_2.2795	XP_006412429.1
OG0014687	evm.model.RL_2.2793	XP_006412431.1
OG0014689	evm.model.RL_2.2945	XP_006412252.1
OG0014690	evm.model.RL_2.2859	XP_006412352.1
OG0014691	evm.model.RL_2.2864	XP_006412348.1
OG0014692	evm.model.RL_2.2865	XP_024005236.1
OG0014693	evm.model.RL_2.2867	XP_006412345.1
OG0014695	evm.model.RL_2.2888	XP_006412318.1
OG0014696	evm.model.RL_2.2951	XP_006412244.1
OG0014697	evm.model.RL_2.2931	XP_006412269.1
OG0014698	evm.model.RL_2.2915	XP_024012412.1
OG0014699	evm.model.RL_2.2909	XP_006412294.1
OG0014700	evm.model.RL_2.2957	XP_006412236.1
OG0014701	evm.model.RL_2.2955	XP_006412238.1
OG0014702	evm.model.RL_2.2980	XP_006412216.1
OG0014703	evm.model.RL_2.2989	XP_006412204.1
OG0014704	evm.model.RL_1.2869	XP_024016428.1
OG0014705	evm.model.RL_1.3216	XP_006405973.1
OG0014706	evm.model.RL_2.3049	XP_006412128.1
OG0014707	evm.model.RL_2.3055	XP_006412119.1
OG0014708	evm.model.RL_2.3059	XP_006412113.1
OG0014709	evm.model.RL_5.2822	XP_006415364.1
OG0014710	evm.model.RL_5.2805	XP_006415334.1
OG0014711	evm.model.RL_5.2799	XP_006415325.1
OG0014712	evm.model.RL_5.2783	XP_006415304.1
OG0014713	evm.model.RL_5.2781	XP_006415302.1
OG0014714	evm.model.RL_5.2766	XP_024008147.1
OG0014715	evm.model.RL_5.2765	XP_006415279.1
OG0014716	evm.model.RL_5.2738	XP_006415237.1
OG0014717	evm.model.RL_5.2734	XP_024008376.1
OG0014718	evm.model.RL_5.2731	XP_006415219.1
OG0014719	evm.model.RL_5.2729	XP_006415217.2
OG0014720	evm.model.RL_5.2723	XP_006415208.1
OG0014721	evm.model.RL_5.2709	XP_024008382.1
OG0014722	evm.model.RL_5.2707	XP_006415182.1
OG0014723	evm.model.RL_2.1255	XP_006414285.1
OG0014724	evm.model.RL_2.1254	XP_006414284.1
OG0014725	evm.model.RL_2.1247	XP_006414294.1
OG0014726	evm.model.RL_2.1244	XP_024005860.1
OG0014727	evm.model.RL_2.1243	XP_024005861.1
OG0014728	evm.model.RL_2.1241	XP_006414304.1
OG0014729	evm.model.RL_2.1228	XP_024004679.1
OG0014730	evm.model.RL_2.1212	XP_006414329.1
OG0014731	evm.model.RL_2.1191	XP_006414354.2
OG0014732	evm.model.RL_2.1183	XP_006414365.1
OG0014733	evm.model.RL_3.772	XP_006392526.2
OG0014734	evm.model.RL_3.754	XP_006392509.1
OG0014735	evm.model.RL_3.744	XP_006392487.1
OG0014736	evm.model.RL_3.1129	XP_024014016.1
OG0014737	evm.model.RL_3.717	XP_006392464.1
OG0014738	evm.model.RL_3.709	XP_006392459.1
OG0014739	evm.model.RL_3.670	XP_024004328.1
OG0014740	evm.model.RL_3.656	XP_006392408.1
OG0014741	evm.model.RL_3.644	XP_006392402.1
OG0014742	evm.model.RL_3.589, evm.model.RL_3.582	XP_006392342.1
OG0014743	evm.model.RL_3.538	XP_006392274.1
OG0014744	evm.model.RL_6.1886	XP_006410973.1, XP_006410972.1
OG0014745	evm.model.RL_2.2494	XP_006412812.1
OG0014746	evm.model.RL_3.477	XP_006392177.1
OG0014747	evm.model.RL_3.462.1.687c84ba	XP_006392163.1
OG0014748	evm.model.RL_3.393	XP_006392105.1
OG0014749	evm.model.RL_3.409	XP_006392072.1
OG0014750	evm.model.RL_3.361	XP_024004100.1
OG0014751	evm.model.RL_3.290	XP_006391948.1
OG0014753	evm.model.RL_5.8	XP_006398492.1
OG0014754	evm.model.RL_7.2680	XP_024011022.1
OG0014755	evm.model.RL_7.2683	XP_006398526.2
OG0014756	evm.model.RL_7.2689	XP_024011033.1
OG0014757	evm.model.RL_7.2700	XP_006395877.1
OG0014758	evm.model.RL_7.2708	XP_024007534.1
OG0014759	evm.model.RL_7.2710	XP_024007189.1
OG0014760	evm.model.RL_7.2712	XP_006395862.1
OG0014761	evm.model.RL_7.2717	XP_006395858.1
OG0014762	evm.model.RL_7.2640	XP_006395849.1
OG0014763	evm.model.RL_7.2635	XP_006395844.1
OG0014764	evm.model.RL_7.2604	XP_006395810.1
OG0014765	evm.model.RL_7.2571	XP_006395759.1
OG0014766	evm.model.RL_7.2563	XP_006395751.1
OG0014767	evm.model.RL_7.2562	XP_006395750.1
OG0014768	evm.model.RL_2.74	XP_006395740.1
OG0014769	evm.model.RL_7.2520	XP_006395705.1
OG0014771	evm.model.RL_7.2508	XP_006395688.1
OG0014772	evm.model.RL_7.2505	XP_024007653.1
OG0014773	evm.model.RL_7.2488	XP_006395668.1
OG0014774	evm.model.RL_7.2443	XP_006395626.1
OG0014775	evm.model.RL_7.2424	XP_006395608.1
OG0014776	evm.model.RL_7.2422	XP_006395606.1
OG0014777	evm.model.RL_7.2415	XP_024007497.1
OG0014778	evm.model.RL_7.2412	XP_006395596.1
OG0014779	evm.model.RL_7.2406	XP_006395582.1
OG0014780	evm.model.RL_7.2370	XP_006395544.1
OG0014781	evm.model.RL_7.2356	XP_006395530.1
OG0014782	evm.model.RL_7.2352	XP_006395526.1
OG0014783	evm.model.RL_7.2339	XP_006395507.1
OG0014784	evm.model.RL_7.2330	XP_006395499.1
OG0014785	evm.model.RL_7.2320	XP_006395488.1
OG0014786	evm.model.RL_7.2314	XP_006395480.1
OG0014787	evm.model.RL_7.2290	XP_006395463.1
OG0014788	evm.model.RL_7.2266	XP_006395440.1
OG0014789	evm.model.RL_7.2256	XP_006395417.1
OG0014790	evm.model.RL_7.2245	XP_006397160.2, XP_006395405.1
OG0014791	evm.model.RL_7.2223	XP_006395388.1
OG0014792	evm.model.RL_7.2222	XP_006395386.1
OG0014793	evm.model.RL_7.2197	XP_006395361.1
OG0014794	evm.model.RL_7.2166	XP_024007126.1
OG0014795	evm.model.RL_7.2162	XP_024007657.1
OG0014796	evm.model.RL_2.293	XP_006405635.1
OG0014797	evm.model.RL_7.2076	XP_006395276.1
OG0014798	evm.model.RL_7.2049	XP_006395254.1
OG0014799	evm.model.RL_2.346	XP_006405704.1
OG0014800	evm.model.RL_3.333	XP_006391989.1
OG0014801	evm.model.RL_3.1095	XP_024010550.1
OG0014802	evm.model.RL_3.1088	XP_006391474.1
OG0014803	evm.model.RL_3.1085	XP_006391470.1
OG0014804	evm.model.RL_3.1050	XP_006391437.1
OG0014805	evm.model.RL_3.1020	XP_006391398.1
OG0014806	evm.model.RL_3.1008	XP_006391386.1
OG0014807	evm.model.RL_3.997	XP_006391357.1
OG0014808	evm.model.RL_3.988	XP_006391347.1
OG0014809	evm.model.RL_3.968	XP_006391324.1
OG0014810	evm.model.RL_3.966	XP_006391313.1
OG0014811	evm.model.RL_3.961	XP_006391519.1
OG0014812	evm.model.RL_3.954	XP_006391528.1
OG0014813	evm.model.RL_3.930, evm.model.RL_3.942	XP_006391547.1
OG0014814	evm.model.RL_3.906.2.687c84bb	XP_006391569.1
OG0014815	evm.model.RL_3.804	XP_006397407.1
OG0014816	evm.model.RL_3.575	XP_006397403.1
OG0014817	evm.model.RL_3.872	XP_024014157.1, XP_006392024.1
OG0014818	evm.model.RL_3.877	XP_006390235.1
OG0014819	evm.model.RL_3.882	XP_024009504.1
OG0014820	evm.model.RL_3.886	XP_006404452.2
OG0014821	evm.model.RL_3.890	XP_006397386.1
OG0014822	evm.model.RL_3.792	XP_006397390.1
OG0014823	evm.model.RL_8.1131	XP_006415605.1
OG0014824	evm.model.RL_3.773	XP_006396449.1
OG0014826	evm.model.RL_3.6	XP_006391589.1
OG0014827	evm.model.RL_7.1306	XP_006404001.1
OG0014828	evm.model.RL_7.2485	XP_006395666.1
OG0014829	evm.model.RL_3.28	XP_006391609.1
OG0014830	evm.model.RL_3.32	XP_006391614.1
OG0014831	evm.model.RL_3.34	XP_006391616.1
OG0014832	evm.model.RL_3.40	XP_006391622.1
OG0014833	evm.model.RL_3.94	XP_006391693.1
OG0014834	evm.model.RL_3.106	XP_006391712.1
OG0014835	evm.model.RL_3.129	XP_006391729.1
OG0014836	evm.model.RL_3.150.1.687c84b9	XP_024015677.1
OG0014837	evm.model.RL_3.152	XP_006391742.1
OG0014838	evm.model.RL_3.153	XP_024016420.1
OG0014839	evm.model.RL_3.156	XP_006391747.1
OG0014840	evm.model.RL_3.157	XP_006391748.1
OG0014841	evm.model.RL_3.175	XP_006391776.1
OG0014842	evm.model.RL_3.194	XP_006391715.1
OG0014843	evm.model.RL_3.209	XP_024015569.1
OG0014844	evm.model.RL_3.217	XP_006391823.1
OG0014845	evm.model.RL_3.219	XP_006391825.1
OG0014846	evm.model.RL_3.221	XP_006391827.1
OG0014847	evm.model.RL_3.236	XP_006391855.1
OG0014848	evm.model.RL_1.1154	XP_006407322.1
OG0014849	evm.model.RL_2.2313	XP_006413004.1
OG0014850	evm.model.RL_2.2107	XP_006413253.1
OG0014851	evm.model.RL_2.2123	XP_006413238.1
OG0014852	evm.model.RL_2.2136	XP_006413218.1
OG0014853	evm.model.RL_2.2142	XP_024004692.1
OG0014854	evm.model.RL_6.2245	XP_006411386.1
OG0014855	evm.model.RL_2.580	XP_006405735.1
OG0014856	evm.model.RL_6.2235	XP_006411377.1
OG0014857	evm.model.RL_6.2218	XP_024003784.1
OG0014858	evm.model.RL_6.2230	XP_024003860.1
OG0014859	evm.model.RL_6.2212	XP_024016762.1
OG0014860	evm.model.RL_6.2194	XP_006411337.1
OG0014861	evm.model.RL_6.2190	XP_024016724.1
OG0014862	evm.model.RL_1.815	XP_006407714.1
OG0014863	evm.model.RL_1.818	XP_024015552.1
OG0014864	evm.model.RL_1.828	XP_006407704.1
OG0014865	evm.model.RL_1.832	XP_006407699.1
OG0014866	evm.model.RL_1.839	XP_006407691.2
OG0014867	evm.model.RL_1.854	XP_006407674.1
OG0014868	evm.model.RL_1.864	XP_006418812.1
OG0014869	evm.model.RL_1.877	XP_006407649.1
OG0014870	evm.model.RL_1.881	XP_006407645.2
OG0014871	evm.model.RL_1.882	XP_006407644.1
OG0014872	evm.model.RL_1.896	XP_006407631.1
OG0014873	evm.model.RL_1.897	XP_006407629.1
OG0014874	evm.model.RL_1.902	XP_006407624.1
OG0014875	evm.model.RL_4.3169	XP_006398815.1
OG0014876	evm.model.RL_1.915	XP_006407610.1
OG0014877	evm.model.RL_1.916	XP_006407609.1
OG0014878	evm.model.RL_1.929	XP_006407592.1
OG0014879	evm.model.RL_1.938	XP_006407584.1
OG0014880	evm.model.RL_1.942.1.687c87eb	XP_006407578.1
OG0014881	evm.model.RL_1.947	XP_006407573.1
OG0014882	evm.model.RL_1.982	XP_006407518.1
OG0014883	evm.model.RL_8.1716	XP_006401327.1
OG0014884	evm.model.RL_1.1016	XP_006407476.1
OG0014885	evm.model.RL_1.1006.1.687c87ec	XP_006407487.1
OG0014886	evm.model.RL_1.1019	XP_006407473.1
OG0014887	evm.model.RL_1.1023	XP_006407469.2
OG0014888	evm.model.RL_1.1039	XP_006407455.1
OG0014889	evm.model.RL_1.1115	XP_006407378.1
OG0014890	evm.model.RL_1.1124	XP_006407361.1
OG0014891	evm.model.RL_1.1120	XP_006407371.1
OG0014892	evm.model.RL_1.1139	XP_006407340.1
OG0014893	evm.model.RL_8.973	XP_006397338.1
OG0014894	evm.model.RL_8.996	XP_006402253.1
OG0014895	evm.model.RL_8.984.2.687c8559	XP_006397340.1
OG0014896	evm.model.RL_8.1050	XP_006396315.1
OG0014897	evm.model.RL_1.2084	XP_006406254.1
OG0014898	evm.model.RL_8.1128	XP_006402144.1
OG0014899	evm.model.RL_5.673	XP_006417717.1
OG0014901	evm.model.RL_8.1169	XP_006402080.1
OG0014902	evm.model.RL_8.1177	XP_006402070.2
OG0014903	evm.model.RL_8.1187	XP_006402058.1
OG0014904	evm.model.RL_8.1205	XP_006402036.1
OG0014905	evm.model.RL_8.1232	XP_006401992.1
OG0014906	evm.model.RL_8.1259	XP_006401961.1
OG0014907	evm.model.RL_8.1260	XP_024012599.1
OG0014908	evm.model.RL_8.1266	XP_006401928.1
OG0014909	evm.model.RL_8.1268	XP_024011619.1
OG0014910	evm.model.RL_8.1271	XP_006391903.1
OG0014911	evm.model.RL_8.1296	XP_006401880.1
OG0014912	evm.model.RL_8.1305	XP_024012063.1
OG0014913	evm.model.RL_8.1306.4.687c855b	XP_006401865.1
OG0014914	evm.model.RL_8.1311	XP_024012643.1
OG0014915	evm.model.RL_8.1313	XP_006401856.1
OG0014916	evm.model.RL_8.1314	XP_006401855.1
OG0014917	evm.model.RL_8.1334	XP_006401831.1
OG0014918	evm.model.RL_8.1350	XP_006401815.1
OG0014919	evm.model.RL_8.1354	XP_006401812.1
OG0014920	evm.model.RL_8.1373	XP_006401776.1
OG0014921	evm.model.RL_8.1424	XP_006401720.1
OG0014922	evm.model.RL_8.1409	XP_006401741.1
OG0014923	evm.model.RL_8.1396	XP_006401755.1
OG0014924	evm.model.RL_8.1439	XP_006401705.1
OG0014925	evm.model.RL_8.1441	XP_006401702.1
OG0014926	evm.model.RL_8.1454	XP_006401687.1
OG0014927	evm.model.RL_8.1474	XP_006401652.1
OG0014928	evm.model.RL_8.1531	XP_006401575.2
OG0014929	evm.model.RL_8.1573	XP_006401524.1
OG0014930	evm.model.RL_5.1717	XP_006416567.1
OG0014931	evm.model.RL_8.1623	XP_006401468.1
OG0014932	evm.model.RL_8.1630	XP_006401454.1
OG0014933	evm.model.RL_8.1636	XP_024011991.1
OG0014934	evm.model.RL_8.1642	XP_006401436.1
OG0014936	evm.model.RL_8.1699	XP_024012112.1
OG0014939	evm.model.RL_8.1732	XP_006401304.1
OG0014940	evm.model.RL_8.1744	XP_006401293.1
OG0014941	evm.model.RL_8.1745	XP_024011860.1
OG0014942	evm.model.RL_8.1780.1.687c855d	XP_006401251.1
OG0014943	evm.model.RL_8.1782	XP_006401249.1
OG0014944	evm.model.RL_8.1783.4.687c855d	XP_006401248.1
OG0014945	evm.model.RL_8.1817	XP_006401210.1
OG0014946	evm.model.RL_8.1840.1.687c855e	XP_006401183.1
OG0014947	evm.model.RL_8.1842	XP_006401181.2
OG0014948	evm.model.RL_8.1852	XP_024012252.1
OG0014949	evm.model.RL_8.1859	XP_006401162.2
OG0014950	evm.model.RL_8.1866	XP_006401151.1
OG0014951	evm.model.RL_8.1888	XP_006401127.1
OG0014952	evm.model.RL_8.1890	XP_006401125.1
