Orthogroup	Cardamine_amara	Arabidopsis_lyrata_NCBI
OG0016008	evm.model.RL_4.1411	XP_020877404.1
OG0016009	evm.model.RL_4.1417	XP_002874110.1
OG0016010	evm.model.RL_8.2163	XP_020878496.1
OG0016011	evm.model.RL_8.2165	XP_002866406.1
OG0016012	evm.model.RL_7.2343	XP_002876993.1
OG0016013	evm.model.RL_8.2184	XP_020871858.1
OG0016014	evm.model.RL_8.2210	XP_020871239.1
OG0016015	evm.model.RL_8.2212	XP_020871240.1
OG0016016	evm.model.RL_8.2235	XP_020882381.1
OG0016017	evm.model.RL_8.2244	XP_020868741.1
OG0016018	evm.model.RL_8.2275	XP_020865862.1
OG0016019	evm.model.RL_8.2279	XP_020883417.1
OG0016020	evm.model.RL_8.2294	XP_002866480.1
OG0016021	evm.model.RL_8.2304	XP_002864783.1
OG0016022	evm.model.RL_8.2305	XP_002866484.1
OG0016023	evm.model.RL_8.2328	XP_020871223.1
OG0016024	evm.model.RL_8.2335	XP_002866503.1
OG0016025	evm.model.RL_8.2345	XP_002866508.1
OG0016026	evm.model.RL_8.2363	XP_020890309.1
OG0016027	evm.model.RL_8.2374	XP_020881576.1
OG0016028	evm.model.RL_8.2385	XP_020871872.1
OG0016029	evm.model.RL_8.1956	XP_020866380.1
OG0016030	evm.model.RL_8.1936	XP_020867476.1
OG0016031	evm.model.RL_8.1929.3.687c855e	XP_020886848.1
OG0016032	evm.model.RL_8.1928	XP_020886863.1
OG0016033	evm.model.RL_8.1922	XP_002866270.2
OG0016034	evm.model.RL_8.1918	XP_020886357.1
OG0016035	evm.model.RL_8.1898	XP_020878393.1
OG0016036	evm.model.RL_8.1896	XP_020878324.1
OG0016037	evm.model.RL_7.1252	XP_002877796.1
OG0016038	evm.model.RL_7.1260	XP_002876076.1
OG0016039	evm.model.RL_7.1280	XP_002876065.1
OG0016040	evm.model.RL_7.1310	XP_002876048.2
OG0016041	evm.model.RL_7.1343.1.687c84b9	XP_020880698.1
OG0016042	evm.model.RL_7.1346	XP_002876029.2
OG0016043	evm.model.RL_7.1349	XP_020879856.1
OG0016044	evm.model.RL_7.1365	XP_020881929.1
OG0016045	evm.model.RL_7.1380	XP_020882419.1
OG0016046	evm.model.RL_7.1392	XP_002877717.1
OG0016047	evm.model.RL_7.1424	XP_002875992.1
OG0016048	evm.model.RL_7.1432	XP_020881965.1
OG0016049	evm.model.RL_7.1438	XP_020882142.1
OG0016050	evm.model.RL_4.1273	XP_020877597.1
OG0016051	evm.model.RL_7.1460	XP_002877665.1
OG0016052	evm.model.RL_7.1480	XP_002877644.1
OG0016053	evm.model.RL_7.1487	XP_002877640.1
OG0016054	evm.model.RL_7.1488	XP_002875936.2
OG0016055	evm.model.RL_5.2919	XP_002890837.1
OG0016056	evm.model.RL_7.1536	XP_020880366.1
OG0016057	evm.model.RL_7.1539	XP_020880371.1
OG0016058	evm.model.RL_7.1542	XP_020880359.1
OG0016059	evm.model.RL_7.1548	XP_002877607.2
OG0016060	evm.model.RL_7.1551	XP_002875889.1
OG0016061	evm.model.RL_7.1557	XP_020880351.1
OG0016062	evm.model.RL_8.2375	XP_002866527.1
OG0016063	evm.model.RL_7.1562	XP_002877599.1
OG0016064	evm.model.RL_7.1566	XP_002875879.1
OG0016065	evm.model.RL_7.1580	XP_002877591.1
OG0016066	evm.model.RL_7.1587	XP_020880761.1
OG0016067	evm.model.RL_7.1595	XP_020881064.1
OG0016068	evm.model.RL_7.1606	XP_002875866.1
OG0016069	evm.model.RL_7.1615	XP_020880904.1
OG0016070	evm.model.RL_7.1625	XP_020881278.1
OG0016071	evm.model.RL_7.1626	XP_020881664.1
OG0016072	evm.model.RL_7.1635	XP_002875842.1
OG0016073	evm.model.RL_7.1639, evm.model.RL_3.188	XP_020881010.1
OG0016074	evm.model.RL_7.1640	XP_002875840.1
OG0016075	evm.model.RL_7.1641	XP_020881011.1
OG0016076	evm.model.RL_7.1645	XP_002875838.1
OG0016077	evm.model.RL_7.1673	XP_002877534.1
OG0016078	evm.model.RL_7.1689	XP_020882495.1
OG0016079	evm.model.RL_7.1695	XP_002875803.1
OG0016080	evm.model.RL_7.1721, evm.model.RL_7.1714	XP_020882528.1
OG0016081	evm.model.RL_7.1789	XP_020880435.1
OG0016082	evm.model.RL_7.1813	XP_002875730.1
OG0016083	evm.model.RL_7.1819	XP_002877397.2
OG0016084	evm.model.RL_7.1911	XP_002877338.1
OG0016085	evm.model.RL_7.1982	XP_020880971.1
OG0016086	evm.model.RL_7.1967	XP_020879949.1
OG0016087	evm.model.RL_7.1958	XP_002875601.1
OG0016088	evm.model.RL_7.1956	XP_020879714.1
OG0016089	evm.model.RL_7.2414	XP_020880290.1
OG0016090	evm.model.RL_7.1954	XP_002877258.1
OG0016091	evm.model.RL_5.117	XP_020869574.1
OG0016092	evm.model.RL_3.1199	XP_020865904.1
OG0016093	evm.model.RL_3.1125	XP_020891365.1
OG0016094	evm.model.RL_3.1188	XP_002887157.1
OG0016095	evm.model.RL_3.1203	XP_020865664.1
OG0016096	evm.model.RL_3.1167	XP_020890715.1
OG0016097	evm.model.RL_3.1250	XP_020889619.1
OG0016098	evm.model.RL_3.1271	XP_002887207.2
OG0016099	evm.model.RL_1.1152	XP_002884909.1
OG0016100	evm.model.RL_3.1258	XP_020865731.1
OG0016101	evm.model.RL_3.1276	XP_002887211.1
OG0016102	evm.model.RL_3.1283	XP_002887214.1
OG0016103	evm.model.RL_3.1284	XP_002888693.1
OG0016104	evm.model.RL_3.1288	XP_020890488.1
OG0016105	evm.model.RL_3.1289	XP_002888697.1
OG0016106	evm.model.RL_3.1303	XP_020889980.1
OG0016107	evm.model.RL_3.1318	XP_020889917.1
OG0016108	evm.model.RL_3.1319.2.687c84bc	XP_002888716.1
OG0016109	evm.model.RL_3.1338	XP_002887240.1
OG0016110	evm.model.RL_3.1339	XP_020889787.1
OG0016111	evm.model.RL_3.1349	XP_002887247.1
OG0016112	evm.model.RL_3.1380	XP_002863114.2
OG0016113	evm.model.RL_3.1394	XP_002888748.1
OG0016114	evm.model.RL_3.1400	XP_002888753.1
OG0016115	evm.model.RL_3.1408	XP_002887282.2
OG0016116	evm.model.RL_3.1416	XP_002888760.1
OG0016117	evm.model.RL_4.1144, evm.model.RL_2.494	XP_020882154.1
OG0016118	evm.model.RL_3.1455	XP_020891072.1
OG0016119	evm.model.RL_3.545, evm.model.RL_3.1458	XP_002887320.1
OG0016120	evm.model.RL_3.1483	XP_020890155.1
OG0016121	evm.model.RL_3.1495.1.687c84bc	XP_020865596.1
OG0016122	evm.model.RL_3.1517	XP_002887345.1
OG0016123	evm.model.RL_3.1519	XP_002888822.1
OG0016124	evm.model.RL_3.1532	XP_002887357.1
OG0016125	evm.model.RL_3.1535	XP_002888827.1
OG0016126	evm.model.RL_3.1473, evm.model.RL_3.1541	XP_002888831.1
OG0016127	evm.model.RL_3.1549	XP_020865933.1
OG0016128	evm.model.RL_3.1555	XP_002887376.1
OG0016130	evm.model.RL_3.1560	XP_002887382.1
OG0016131	evm.model.RL_3.1561	XP_002887383.1
OG0016132	evm.model.RL_3.1565	XP_020889976.1
OG0016133	evm.model.RL_3.1567	XP_002888845.2
OG0016134	evm.model.RL_3.1571	XP_020865884.1
OG0016135	evm.model.RL_3.1573	XP_020865881.1
OG0016136	evm.model.RL_3.1603	XP_020890861.1
OG0016137	evm.model.RL_3.2210	XP_002887723.1
OG0016138	evm.model.RL_3.2198	XP_002889172.1
OG0016139	evm.model.RL_3.2196	XP_020891026.1
OG0016140	evm.model.RL_3.2188	XP_020865639.1
OG0016141	evm.model.RL_3.2168	XP_002889153.2
OG0016142	evm.model.RL_3.2165	XP_002887693.1
OG0016143	evm.model.RL_3.2149	XP_002887684.1
OG0016144	evm.model.RL_3.2141	XP_020890656.1
OG0016145	evm.model.RL_3.2127	XP_002887673.1
OG0016146	evm.model.RL_3.2097	XP_002887662.1
OG0016147	evm.model.RL_3.2087	XP_020890639.1
OG0016148	evm.model.RL_3.2080	XP_020891691.1
OG0016149	evm.model.RL_3.2072	XP_020890182.1
OG0016150	evm.model.RL_3.2065	XP_002887645.1
OG0016151	evm.model.RL_1.2503	XP_020886020.1
OG0016152	evm.model.RL_3.2058	XP_002889086.1
OG0016153	evm.model.RL_3.2056	XP_002887641.2
OG0016154	evm.model.RL_3.2050	XP_002889080.1
OG0016155	evm.model.RL_3.2049	XP_020889843.1
OG0016156	evm.model.RL_3.2037	XP_020889608.1
OG0016157	evm.model.RL_3.2035	XP_002889067.1
OG0016158	evm.model.RL_3.2029	XP_002889062.1
OG0016159	evm.model.RL_3.2023	XP_020890863.1
OG0016160	evm.model.RL_3.1996	XP_002889047.1
OG0016161	evm.model.RL_3.1978	XP_002889036.1
OG0016162	evm.model.RL_3.1976	XP_002889035.1
OG0016163	evm.model.RL_3.1972	XP_020890224.1
OG0016164	evm.model.RL_5.2285	XP_002891322.1
OG0016165	evm.model.RL_3.1961	XP_020890245.1
OG0016166	evm.model.RL_3.1959	XP_002889025.1
OG0016167	evm.model.RL_3.1954	XP_002887593.1
OG0016168	evm.model.RL_3.1939	XP_020889648.1
OG0016169	evm.model.RL_3.1921	XP_020889992.1
OG0016170	evm.model.RL_3.1913	XP_002889005.1
OG0016171	evm.model.RL_3.1905	XP_002889000.1
OG0016173	evm.model.RL_3.1890	XP_002887558.1
OG0016174	evm.model.RL_3.1881	XP_020889973.1
OG0016175	evm.model.RL_3.1877	XP_020891188.1
OG0016176	evm.model.RL_3.1876	XP_020891187.1
OG0016177	evm.model.RL_3.1871	XP_002887547.1
OG0016178	evm.model.RL_3.1867	XP_020889778.1
OG0016179	evm.model.RL_3.1847.3.687c84bd	XP_020865591.1
OG0016180	evm.model.RL_3.1846	XP_002887536.1
OG0016181	evm.model.RL_3.1841	XP_002887534.1
OG0016182	evm.model.RL_3.1819	XP_002888960.1
OG0016183	evm.model.RL_3.1808	XP_020891476.1
OG0016184	evm.model.RL_3.1786	XP_020891785.1
OG0016185	evm.model.RL_3.1772	XP_020891513.1
OG0016186	evm.model.RL_3.1740	XP_002887480.1
OG0016187	evm.model.RL_3.1737	XP_002887479.1
OG0016188	evm.model.RL_3.1735	XP_020890375.1
OG0016189	evm.model.RL_3.1720	XP_002888910.2
OG0016190	evm.model.RL_3.1716	XP_002888908.1
OG0016191	evm.model.RL_3.1713	XP_020889760.1
OG0016192	evm.model.RL_3.1711	XP_020889761.1
OG0016193	evm.model.RL_3.1708	XP_002887468.1
OG0016194	evm.model.RL_3.1700	XP_002888901.1
OG0016195	evm.model.RL_3.1660	XP_002888888.1
OG0016197	evm.model.RL_3.1642	XP_002888881.1
OG0016198	evm.model.RL_3.1641	XP_002888879.1
OG0016199	evm.model.RL_3.2277	XP_020890450.1
OG0016200	evm.model.RL_3.2294.1.687c84be	XP_002887761.1
OG0016201	evm.model.RL_3.2295	XP_002889219.1
OG0016202	evm.model.RL_3.2298	XP_020890442.1
OG0016203	evm.model.RL_3.2302	XP_020890437.1
OG0016205	evm.model.RL_3.2356	XP_020865651.1
OG0016206	evm.model.RL_3.2375	XP_002887801.1
OG0016207	evm.model.RL_3.2384	XP_002889270.1
OG0016208	evm.model.RL_3.2457	XP_002887841.1
OG0016209	evm.model.RL_3.2458.1.687c84be	XP_002887842.1
OG0016210	evm.model.RL_3.2465	XP_020891577.1
OG0016211	evm.model.RL_3.2467	XP_002887846.2
OG0016212	evm.model.RL_3.2472	XP_002887850.1
OG0016213	evm.model.RL_3.2491	XP_002887854.1
OG0016214	evm.model.RL_3.2500.4.687c84be	XP_002887860.1
OG0016215	evm.model.RL_3.1453	XP_002889324.1
OG0016216	evm.model.RL_3.2505	XP_002875401.1
OG0016217	evm.model.RL_3.2506	XP_020891112.1
OG0016218	evm.model.RL_1.1179	XP_020886349.1
OG0016219	evm.model.RL_1.1193	XP_020886441.1
OG0016220	evm.model.RL_1.1215	XP_002884944.1
OG0016221	evm.model.RL_1.1219	XP_002884947.1
OG0016222	evm.model.RL_1.1264	XP_002884971.1
OG0016223	evm.model.RL_1.1280	XP_020888601.1
OG0016224	evm.model.RL_1.1284	XP_020888910.1
OG0016225	evm.model.RL_1.1292	XP_002882845.1
OG0016226	evm.model.RL_1.1320.1.687c87ec	XP_002882865.1
OG0016227	evm.model.RL_1.1340	XP_020888129.1
OG0016228	evm.model.RL_1.1394	XP_002882892.1
OG0016229	evm.model.RL_1.1405.3.687c87ed	XP_002885058.1
OG0016230	evm.model.RL_1.1425	XP_020888078.1
OG0016231	evm.model.RL_1.1468	XP_020886836.1
OG0016232	evm.model.RL_1.1479	XP_002885091.1
OG0016233	evm.model.RL_1.1497	XP_002885104.2
OG0016234	evm.model.RL_1.1514	XP_020889478.1
OG0016235	evm.model.RL_1.1518	XP_002885116.1
OG0016236	evm.model.RL_1.1542	XP_002885128.1
OG0016237	evm.model.RL_1.1558	XP_002882993.1
OG0016238	evm.model.RL_1.1559	XP_002882994.1
OG0016239	evm.model.RL_1.1560	XP_002882995.1
OG0016240	evm.model.RL_1.1563	XP_020887441.1
OG0016242	evm.model.RL_1.1586.1.687c87ed	XP_020889208.1
OG0016243	evm.model.RL_1.1601	XP_020889138.1
OG0016244	evm.model.RL_1.1615	XP_002883033.1
OG0016245	evm.model.RL_1.1616	XP_020889127.1
OG0016246	evm.model.RL_1.1619.1.687c87ed	XP_002883035.1
OG0016247	evm.model.RL_1.1624	XP_020889197.1
OG0016248	evm.model.RL_1.1628	XP_020889121.1
OG0016249	evm.model.RL_1.1642	XP_002885191.1
OG0016251	evm.model.RL_1.1667	XP_020889096.1
OG0016252	evm.model.RL_1.1670	XP_002883062.1
OG0016253	evm.model.RL_1.1676	XP_020889211.1
OG0016254	evm.model.RL_1.1703	XP_020889171.1
OG0016256	evm.model.RL_1.1713	XP_002883101.1
OG0016257	evm.model.RL_1.1718	XP_002883105.1
OG0016258	evm.model.RL_1.1724	XP_020887102.1
OG0016259	evm.model.RL_1.1748	XP_002883128.1
OG0016260	evm.model.RL_1.1766	XP_020888948.1
OG0016261	evm.model.RL_1.1779	XP_020886170.1
OG0016262	evm.model.RL_1.1796	XP_002883154.2
OG0016263	evm.model.RL_1.1802	XP_020886740.1
OG0016264	evm.model.RL_1.1818	XP_020887466.1
OG0016265	evm.model.RL_1.1825	XP_020886283.1
OG0016266	evm.model.RL_1.1865	XP_020887494.1
OG0016267	evm.model.RL_1.1868	XP_020887492.1
OG0016268	evm.model.RL_1.1877	XP_020887978.1
OG0016269	evm.model.RL_1.1889	XP_002883204.1
OG0016270	evm.model.RL_1.1890	XP_020886422.1
OG0016271	evm.model.RL_1.1907	XP_020889032.1
OG0016272	evm.model.RL_1.1969	XP_002885378.1
OG0016273	evm.model.RL_3.270	XP_020891366.1
OG0016274	evm.model.RL_1.1991	XP_002885395.1
OG0016275	evm.model.RL_1.1992	XP_002883265.1
OG0016276	evm.model.RL_1.2000	XP_020888535.1
OG0016277	evm.model.RL_1.2374	XP_002885671.1
OG0016278	evm.model.RL_1.2081	XP_002885449.1
OG0016279	evm.model.RL_1.2064	XP_020887223.1
OG0016280	evm.model.RL_1.2059	XP_020888460.1
OG0016281	evm.model.RL_1.2116, evm.model.RL_1.3065	XP_020889061.1
OG0016282	evm.model.RL_1.2131	XP_002885487.1
OG0016283	evm.model.RL_1.2153	XP_020886700.1
OG0016284	evm.model.RL_1.2212	XP_020888899.1
OG0016285	evm.model.RL_1.2223	XP_002883413.1
OG0016286	evm.model.RL_1.2243	XP_020887667.1
OG0016287	evm.model.RL_1.2296	XP_002885610.1
OG0016288	evm.model.RL_1.2313	XP_002883495.1, XP_002865598.2
OG0016289	evm.model.RL_1.2316	XP_020887698.1
OG0016290	evm.model.RL_1.2319	XP_020886999.1
OG0016291	evm.model.RL_1.2343	XP_020887939.1
OG0016292	evm.model.RL_1.2356	XP_020886160.1
OG0016293	evm.model.RL_1.2361	XP_020888777.1
OG0016294	evm.model.RL_6.474	XP_002878867.1
OG0016295	evm.model.RL_1.2391	XP_020888541.1
OG0016296	evm.model.RL_1.2385	XP_002883567.1
OG0016297	evm.model.RL_1.2405	XP_002863091.1
OG0016298	evm.model.RL_1.2439	XP_002883625.1
OG0016299	evm.model.RL_1.2430	XP_020887961.1
OG0016300	evm.model.RL_1.2489	XP_002885774.1
OG0016301	evm.model.RL_1.2472	XP_020888098.1
OG0016302	evm.model.RL_1.2585	XP_020887123.1
OG0016303	evm.model.RL_8.1357	XP_020886660.1
OG0016304	evm.model.RL_1.2625	XP_002885884.1
OG0016305	evm.model.RL_1.2568	XP_020887677.1
OG0016306	evm.model.RL_1.2531	XP_020889353.1
OG0016307	evm.model.RL_1.2622	XP_002883801.1
OG0016308	evm.model.RL_1.2589	XP_002885842.1
OG0016309	evm.model.RL_1.2666	XP_002883812.1
OG0016310	evm.model.RL_1.2673	XP_002885895.1
OG0016311	evm.model.RL_1.2674.2.687c87f0	XP_020889495.1
OG0016312	evm.model.RL_1.2675	XP_002883819.2
OG0016313	evm.model.RL_1.2677	XP_002885903.1
OG0016314	evm.model.RL_1.2678	XP_020887198.1
OG0016315	evm.model.RL_1.2685	XP_020886131.1
OG0016316	evm.model.RL_1.2693	XP_020887294.1
OG0016317	evm.model.RL_1.2690	XP_020888996.1
OG0016318	evm.model.RL_1.2687	XP_020888086.1
OG0016319	evm.model.RL_2.650	XP_020873171.1
OG0016320	evm.model.RL_1.2731	XP_002883879.2
OG0016321	evm.model.RL_1.2736	XP_002883884.1
OG0016322	evm.model.RL_1.2739	XP_020889535.1
OG0016323	evm.model.RL_1.2745	XP_020887938.1
OG0016324	evm.model.RL_1.2746	XP_002885955.1
OG0016326	evm.model.RL_1.2822	XP_020889070.1
OG0016327	evm.model.RL_1.2841	XP_002884011.2
OG0016328	evm.model.RL_1.2859_evm.model.RL_1.2860.1.687c9a6d	XP_020888609.1
OG0016329	evm.model.RL_1.2861	XP_020887486.1
OG0016330	evm.model.RL_1.2888	XP_020888184.1
OG0016331	evm.model.RL_1.2901	XP_020888491.1
OG0016332	evm.model.RL_1.2948	XP_020889309.1
OG0016333	evm.model.RL_1.2977	XP_020886293.1
OG0016334	evm.model.RL_1.2979	XP_020886294.1
OG0016335	evm.model.RL_1.2991	XP_020886670.1
OG0016336	evm.model.RL_1.3035	XP_020886325.1
OG0016337	evm.model.RL_1.3020	XP_020886332.1
OG0016339	evm.model.RL_1.3014	XP_002886163.1
OG0016340	evm.model.RL_1.3005	XP_002884119.1
OG0016341	evm.model.RL_1.3067	XP_020889316.1
OG0016342	evm.model.RL_2.514	XP_020887455.1
OG0016343	evm.model.RL_1.3113.1.687c87f1	XP_002886048.1
OG0016344	evm.model.RL_1.3120	XP_002886044.1
OG0016345	evm.model.RL_1.3148	XP_020886244.1
OG0016346	evm.model.RL_1.3159	XP_020886943.1
OG0016347	evm.model.RL_1.3162	XP_002883966.1
OG0016348	evm.model.RL_1.3177	XP_002883952.1
OG0016349	evm.model.RL_1.3185	XP_020887986.1
OG0016350	evm.model.RL_1.3186	XP_002883944.1
OG0016351	evm.model.RL_1.3200	XP_020886993.1
OG0016352	evm.model.RL_1.3283	XP_002886309.2
OG0016353	evm.model.RL_1.3265	XP_002886301.1
OG0016354	evm.model.RL_1.3287	XP_002886312.1
OG0016355	evm.model.RL_5.3972	XP_002891860.1
OG0016356	evm.model.RL_5.3969	XP_002894537.1
OG0016357	evm.model.RL_5.3963	XP_020867341.1
OG0016358	evm.model.RL_5.3955	XP_002894527.1
OG0016359	evm.model.RL_5.3941	XP_020868928.1
OG0016360	evm.model.RL_5.3935	XP_002894510.1
OG0016361	evm.model.RL_5.3916	XP_020867594.1
OG0016362	evm.model.RL_5.3902	XP_002894492.1
OG0016363	evm.model.RL_5.3895	XP_002891812.1
OG0016364	evm.model.RL_1.1299	XP_020885982.1
OG0016365	evm.model.RL_5.3868	XP_020868448.1
OG0016366	evm.model.RL_1.1337	XP_020887169.1
OG0016367	evm.model.RL_5.3846	XP_002891772.1
OG0016368	evm.model.RL_5.3831	XP_002891765.1
OG0016369	evm.model.RL_5.3788	XP_002891739.1
OG0016370	evm.model.RL_5.3776	XP_002891732.2
OG0016371	evm.model.RL_5.3760	XP_002891724.1
OG0016372	evm.model.RL_5.3739	XP_002891716.1
OG0016373	evm.model.RL_5.3738	XP_002891715.2
OG0016374	evm.model.RL_5.3736	XP_002894401.1
OG0016375	evm.model.RL_5.3725	XP_002894392.1
OG0016376	evm.model.RL_5.3721	XP_002894389.1
OG0016377	evm.model.RL_5.3714	XP_020868134.1
OG0016378	evm.model.RL_5.1858	XP_020868204.1
OG0016379	evm.model.RL_5.1860	XP_020869167.1
OG0016380	evm.model.RL_5.1866	XP_002894367.1
OG0016381	evm.model.RL_5.1868	XP_002891678.1
OG0016382	evm.model.RL_5.1869	XP_020869243.1
OG0016383	evm.model.RL_5.1967	XP_002894284.1
OG0016384	evm.model.RL_5.1957	XP_020869713.1
OG0016385	evm.model.RL_5.1956	XP_002891617.1
OG0016386	evm.model.RL_5.1942	XP_020883254.1
OG0016387	evm.model.RL_5.1930	XP_020867311.1
OG0016388	evm.model.RL_5.1924	XP_002891640.1
OG0016389	evm.model.RL_5.1923.1.687c88b8	XP_020869126.1
OG0016390	evm.model.RL_5.1981	XP_002894266.1
OG0016391	evm.model.RL_5.1984	XP_020868250.1
OG0016392	evm.model.RL_5.1990	XP_020867977.1
OG0016393	evm.model.RL_5.2023	XP_002894234.1
OG0016394	evm.model.RL_5.2033	XP_002894226.1
OG0016395	evm.model.RL_5.2035	XP_020866704.1
OG0016396	evm.model.RL_5.2039	XP_020866709.1
OG0016397	evm.model.RL_5.2046	XP_020866697.1
OG0016398	evm.model.RL_5.2077	XP_020881815.1
OG0016399	evm.model.RL_5.2079	XP_020866754.1
OG0016400	evm.model.RL_5.2080	XP_020866734.1
OG0016401	evm.model.RL_5.2081	XP_020869683.1
OG0016402	evm.model.RL_5.2083	XP_002894180.1
OG0016403	evm.model.RL_5.2095	XP_002894165.1
OG0016404	evm.model.RL_5.2153	XP_002894118.1
OG0016405	evm.model.RL_5.2166	XP_020868740.1
OG0016406	evm.model.RL_5.2174	XP_020868381.1
OG0016407	evm.model.RL_5.2182	XP_020868369.1
OG0016408	evm.model.RL_5.2195	XP_002891414.1
OG0016409	evm.model.RL_5.2202	XP_020868365.1
OG0016410	evm.model.RL_5.2204	XP_002891410.1
OG0016411	evm.model.RL_5.2206	XP_002891405.1
OG0016412	evm.model.RL_5.2214	XP_002891403.1
OG0016413	evm.model.RL_2.1177	XP_002870166.1
OG0016414	evm.model.RL_2.1161	XP_002870178.1
OG0016415	evm.model.RL_2.1148	XP_002868163.1
OG0016416	evm.model.RL_2.1116	XP_002868180.1
OG0016417	evm.model.RL_2.1114	XP_020874416.1
OG0016418	evm.model.RL_2.1113	XP_002868183.1
OG0016419	evm.model.RL_6.1565	XP_020884733.1
OG0016420	evm.model.RL_5.2880	XP_020866937.1
OG0016421	evm.model.RL_6.1534	XP_002879500.2
OG0016422	evm.model.RL_7.1197	XP_002877832.1
OG0016423	evm.model.RL_7.1185	XP_020882534.1
OG0016424	evm.model.RL_7.1165	XP_020879657.1
OG0016425	evm.model.RL_7.1157	XP_002877853.1
OG0016426	evm.model.RL_7.1134	XP_020881999.1
OG0016427	evm.model.RL_7.1124	XP_002876159.1
OG0016428	evm.model.RL_7.1123	XP_020880198.1
OG0016429	evm.model.RL_7.1121	XP_020880194.1
OG0016430	evm.model.RL_7.1083	XP_020881158.1
OG0016431	evm.model.RL_1.697	XP_020887274.1
OG0016432	evm.model.RL_5.1609	XP_002892966.1
OG0016433	evm.model.RL_7.1051	XP_002877915.1
OG0016434	evm.model.RL_7.988	XP_020882458.1
OG0016435	evm.model.RL_7.987	XP_020880645.1
OG0016436	evm.model.RL_7.1206	XP_020882616.1
OG0016437	evm.model.RL_7.1200.1.687c84b8	XP_020880432.1
OG0016438	evm.model.RL_7.1213	XP_020880126.1
OG0016439	evm.model.RL_7.1218	XP_020881152.1
OG0016440	evm.model.RL_7.1224	XP_020880405.1
OG0016441	evm.model.RL_5.3419	XP_002890585.1
OG0016442	evm.model.RL_7.1226	XP_002877814.1
OG0016443	evm.model.RL_7.1225.1.687c84b8	XP_020880403.1
OG0016444	evm.model.RL_7.930	XP_020879943.1
OG0016445	evm.model.RL_7.914	XP_020881312.1
OG0016446	evm.model.RL_7.894	XP_020880470.1
OG0016447	evm.model.RL_7.890.1.687c84b6	XP_020880473.1
OG0016448	evm.model.RL_7.888	XP_020882158.1
OG0016449	evm.model.RL_7.830	XP_020882367.1
OG0016450	evm.model.RL_7.827	XP_002878031.1
OG0016451	evm.model.RL_7.824	XP_002876299.1
OG0016452	evm.model.RL_7.759	XP_020879841.1
OG0016453	evm.model.RL_7.733	XP_020882511.1
OG0016454	evm.model.RL_7.743	XP_002878074.2
OG0016456	evm.model.RL_7.727	XP_020882575.1
OG0016457	evm.model.RL_7.705	XP_002876377.1
OG0016458	evm.model.RL_7.692	XP_002876380.1
OG0016459	evm.model.RL_7.675	XP_020880747.1
OG0016460	evm.model.RL_7.663	XP_002878128.1
OG0016461	evm.model.RL_7.652	XP_002878133.1
OG0016462	evm.model.RL_7.611	XP_020882244.1
OG0016463	evm.model.RL_7.604, evm.model.RL_7.570	XP_020879754.1
OG0016464	evm.model.RL_7.600	XP_020881228.1
OG0016465	evm.model.RL_7.579	XP_020881357.1
OG0016466	evm.model.RL_7.574	XP_020880800.1
OG0016467	evm.model.RL_7.573	XP_020880799.1
OG0016468	evm.model.RL_7.553	XP_002878182.1
OG0016469	evm.model.RL_7.921	XP_002876261.1
OG0016470	evm.model.RL_7.517	XP_002878222.2
OG0016471	evm.model.RL_7.515	XP_002878223.1
OG0016472	evm.model.RL_7.508	XP_020880569.1
OG0016473	evm.model.RL_7.475	XP_002878242.1
OG0016474	evm.model.RL_7.419	XP_002876500.1
OG0016475	evm.model.RL_7.407	XP_020879720.1
OG0016476	evm.model.RL_7.390	XP_002878288.1
OG0016477	evm.model.RL_1.2500	XP_002885787.1
OG0016478	evm.model.RL_7.369	XP_020880249.1
OG0016479	evm.model.RL_7.365	XP_002878307.1
OG0016480	evm.model.RL_7.348	XP_020880110.1
OG0016481	evm.model.RL_7.330	XP_020880135.1
OG0016482	evm.model.RL_7.317.5.687c84b4	XP_020880429.1
OG0016483	evm.model.RL_7.280	XP_020881141.1
OG0016485	evm.model.RL_7.231	XP_002876611.1
OG0016486	evm.model.RL_7.223	XP_002876618.1
OG0016487	evm.model.RL_7.218	XP_002876620.1
OG0016488	evm.model.RL_7.208	XP_020881594.1
OG0016489	evm.model.RL_7.192, evm.model.RL_7.191.1.687c84b3	XP_002878412.1
OG0016490	evm.model.RL_7.182	XP_020880836.1
OG0016491	evm.model.RL_7.167	XP_002878427.2
OG0016492	evm.model.RL_7.144	XP_020880148.1
OG0016493	evm.model.RL_7.127	XP_020879869.1
OG0016494	evm.model.RL_7.126	XP_002876671.1
OG0016495	evm.model.RL_7.83	XP_002876691.1
OG0016496	evm.model.RL_7.87	XP_020882155.1
OG0016497	evm.model.RL_7.59	XP_020882620.1
OG0016498	evm.model.RL_7.55	XP_002876708.1
OG0016499	evm.model.RL_7.51	XP_020882169.1
OG0016500	evm.model.RL_7.35	XP_020879984.1
OG0016501	evm.model.RL_7.33	XP_020882119.1
OG0016502	evm.model.RL_7.32	XP_020882118.1
OG0016503	evm.model.RL_7.31	XP_002878509.1
OG0016504	evm.model.RL_7.22.1.687c84b2	XP_020882106.1
OG0016505	evm.model.RL_7.19	XP_020880302.1
OG0016506	evm.model.RL_7.15	XP_020881763.1
OG0016507	evm.model.RL_7.13	XP_002876725.1
OG0016508	evm.model.RL_7.9	XP_002878521.1
