Orthogroup	Arabidopsis_arenosa	Euclidium_syriacum
OG0013895	jg17029	ESY8_g59388_DN3_SP0_c0.t1
OG0013897	jg17016	ESY8_g59393_DN3_SP0_c0.t1
OG0013898	jg17056	ESY8_g59375_DN3_SP8_c0.t1
OG0013899	jg17063	ESY8_g59373_DN3_SP2_c0.t1
OG0013900	jg16830	ESY8_g59542_DN3_SP0_c0.t1
OG0013901	jg16747	ESY8_g59627_DN3_SP7_c0.t1
OG0013902	jg3268	ESY2_g34784_DN3_SP8_c0.t1
OG0013903	jg3267	ESY2_g34785_DN3_SP0_c0.t1
OG0013904	jg16692	ESY8_g59665_DN3_SP0_c0.t1, ESY8_g59663_DN3_SP0_c0.t1
OG0013905	jg16672	ESY8_g59694_DN3_SP0_c0.t1
OG0013906	jg16657	ESY8_g59711_DN3_SP0_c0.t1
OG0013907	jg16627	ESY8_g59746_DN3_SP8_c0.t1
OG0013908	jg16625	ESY8_g59748_DN3_SP0_c0.t1
OG0013909	jg16620	ESY8_g59752_DN3_SP2_c0.t1
OG0013910	jg16589, jg27665, jg27666	ESY8_g59798_DN3_SP5_c0.t1
OG0013911	jg16567	ESY4_g26814_DN3_SP0_c0.t1
OG0013912	jg16545	ESY8_g59871_DN3_SP6_c0.t1
OG0013914	jg30109	ESY8_g59943_DN3_SP6_c0.t1
OG0013915	jg30006	ESY5_g2889_DN3_SP2_c0.t1
OG0013916	jg29953	ESY5_g2838_DN3_SP1_c0.t1
OG0013917	jg29951	ESY5_g2836_DN3_SP0_c0.t1
OG0013919	jg29908	ESY5_g2786_DN3_SP0_c0.t1
OG0013920	jg29891	ESY5_g2766_DN1_SP0_c0.t1
OG0013921	jg29848	ESY5_g2712_DN2_SP0_c0.t1, ESY5_g2714_DN1_SP0_c0.t1
OG0013922	jg29844	ESY5_g2708_DN3_SP8_c0.t1
OG0013923	jg29835	ESY5_g2690_DN3_SP8_c0.t1
OG0013924	jg29829	ESY5_g2683_DN2_SP8_c0.t1
OG0013925	jg29815	ESY5_g2648_DN3_SP0_c0.t1
OG0013926	jg29792	ESY5_g2621_DN3_SP6_c17.t1
OG0013927	jg29758	ESY5_g2569_DN3_SP7_c0.t1
OG0013928	jg29733	ESY5_g3855_DN3_SP0_c0.t1
OG0013929	jg29730	ESY5_g3853_DN3_SP0_c0.t1
OG0013930	jg29642	ESY5_g3754_DN3_SP8_c6.t1
OG0013931	jg29630	ESY5_g3736_DN3_SP0_c0.t1
OG0013932	jg29629	ESY5_g3735_DN2_SP0_c0.t1
OG0013933	jg29614	ESY5_g3717_DN3_SP8_c0.t1
OG0013934	jg29610	ESY5_g3709_DN3_SP0_c0.t1
OG0013935	jg29518	ESY5_g3594_DN3_SP0_c0.t1
OG0013936	jg29510	ESY8_g58112_DN1_SP0_c0.t1, ESY5_g3584_DN3_SP8_c0.t1
OG0013937	jg29482	ESY5_g3542_DN3_SP0_c0.t1
OG0013938	jg27004	ESY5_g4671_DN3_SP8_c0.t1
OG0013939	jg27003	ESY3_g27007_DN3_SP0_c0.t1, ESY9_g43699_DN3_SP0_c0.t1
OG0013940	jg6783	ESY10_g15387_DN3_SP0_c11.t1
OG0013941	jg29361	ESY5_g3377_DN2_SP0_c0.t1
OG0013943	jg29327	ESY5_g3331_DN3_SP0_c0.t1
OG0013944	jg29323	ESY5_g3321_DN3_SP3_c0.t1
OG0013945	jg29312	ESY5_g3305_DN3_SP1_c0.t1
OG0013946	jg29308	ESY5_g3301_DN3_SP8_c15.t1
OG0013947	jg29301	ESY5_g3295_DN3_SP3_c0.t1
OG0013948	jg29296	ESY5_g3284_DN3_SP8_c0.t1
OG0013949	jg29290	ESY5_g3275_DN3_SP5_c0.t1
OG0013950	jg29227	ESY5_g3163_DN3_SP2_c0.t1
OG0013951	jg29215	ESY5_g3150_DN3_SP8_c0.t1
OG0013952	jg29210	ESY5_g3144_DN3_SP6_c0.t1
OG0013953	jg29203	ESY5_g3137_DN3_SP7_c0.t1
OG0013954	jg15797	ESY5_g3842_DN1_SP0_c0.t1
OG0013955	jg29142	ESY5_g4461_DN3_SP8_c0.t1
OG0013956	jg29099	ESY5_g4517_DN2_SP0_c0.t1
OG0013957	jg29092	ESY5_g4538_DN3_SP6_c0.t1
OG0013959	jg29063	ESY5_g4579_DN3_SP1_c0.t1
OG0013960	jg29036	ESY5_g4594_DN3_SP0_c0.t1
OG0013961	jg29035, jg29054	ESY5_g4595_DN3_SP5_c0.t1
OG0013962	jg29021	ESY5_g4634_DN3_SP1_c0.t1
OG0013963	jg28994	ESY5_g4674_DN2_SP0_c0.t1
OG0013964	jg28980	ESY5_g4694_DN2_SP0_c0.t1
OG0013966	jg28928	ESY5_g4757_DN3_SP6_c0.t1
OG0013967	jg28909	ESY5_g4779_DN3_SP0_c11.t1
OG0013968	jg28900	ESY5_g4791_DN1_SP0_c0.t1
OG0013970	jg28838	ESY5_g4880_DN3_SP2_c0.t1
OG0013971	jg28817	ESY5_g4915_DN2_SP0_c0.t1
OG0013972	jg28813	ESY5_g4922_DN3_SP7_c0.t1
OG0013973	jg28795	ESY5_g4955_DN3_SP0_c0.t1
OG0013974	jg28771	ESY5_g4988_DN3_SP0_c0.t1
OG0013975	jg28749	ESY5_g5036_DN3_SP0_c0.t1
OG0013976	jg28741	ESY5_g5050_DN3_SP0_c0.t1
OG0013977	jg28737	ESY5_g5057_DN3_SP8_c0.t1
OG0013978	jg28660	ESY5_g5168_DN3_SP0_c0.t1
OG0013979	jg28633	ESY5_g5217_DN3_SP0_c0.t1, ESY5_g5305_DN3_SP0_c9.t1
OG0013980	jg28620	ESY5_g5242_DN3_SP0_c0.t1
OG0013981	jg28617	ESY5_g5246_DN3_SP5_c0.t1
OG0013982	jg28576	ESY5_g5337_DN2_SP0_c0.t1
OG0013983	jg19444	ESY5_g5395_DN2_SP0_c0.t1, ESY5_g5394_DN1_SP0_c0.t1
OG0013984	jg28524	ESY5_g5432_DN3_SP8_c0.t1
OG0013985	jg28509	ESY5_g5454_DN2_SP0_c0.t1
OG0013986	jg28507	ESY5_g5456_DN3_SP0_c0.t1
OG0013987	jg28504	ESY5_g5459_DN3_SP0_c0.t1
OG0013988	jg28503	ESY5_g5462_DN1_SP0_c0.t1
OG0013989	jg28498	ESY5_g5469_DN3_SP0_c0.t1
OG0013991	jg28470	ESY5_g5495_DN3_SP8_c0.t1
OG0013992	jg28454	ESY5_g5509_DN3_SP5_c0.t1
OG0013993	jg28437	ESY5_g5535_DN3_SP0_c0.t1
OG0013994	jg28435	ESY5_g5537_DN3_SP5_c0.t1
OG0013995	jg19500	ESY5_g5540_DN3_SP8_c0.t1
OG0013996	jg28431	ESY5_g5544_DN3_SP2_c0.t1
OG0013997	jg14617	ESY5_g5571_DN3_SP7_c0.t1
OG0013998	jg28397	ESY5_g5580_DN2_SP0_c0.t1
OG0013999	jg5211	ESY7_g17676_DN3_SP0_c0.t1
OG0014000	jg5280	ESY7_g17589_DN3_SP8_c0.t1
OG0014001	jg5766	ESY7_g16896_DN3_SP1_c0.t1
OG0014002	jg5267	ESY7_g17613_DN3_SP7_c0.t1, ESY11_g53660_DN3_SP1_c0.t1
OG0014003	jg5262	ESY7_g17616_DN3_SP8_c0.t1
OG0014004	jg5224	ESY7_g17660_DN3_SP8_c0.t1
OG0014005	jg5299	ESY7_g17559_DN3_SP8_c0.t1
OG0014006	jg5373	ESY7_g17442_DN3_SP0_c0.t1
OG0014007	jg5393	ESY7_g17415_DN3_SP1_c0.t1
OG0014008	jg5394	ESY7_g17414_DN3_SP0_c0.t1
OG0014009	jg5395	ESY7_g17413_DN3_SP0_c0.t1
OG0014010	jg5399	ESY7_g17409_DN3_SP0_c0.t1
OG0014011	jg5402	ESY7_g17405_DN3_SP0_c0.t1
OG0014012	jg5418	ESY7_g17386_DN3_SP6_c0.t1
OG0014013	jg5419	ESY7_g17385_DN3_SP0_c0.t1, ESY7_g17348_DN2_SP0_c0.t1
OG0014014	jg5433	ESY7_g17364_DN3_SP0_c0.t1
OG0014015	jg5441	ESY7_g17346_DN3_SP0_c0.t1
OG0014016	jg5444	ESY7_g17340_DN3_SP8_c0.t1
OG0014018	jg5501	ESY7_g17261_DN3_SP8_c1.t1
OG0014019	jg5508	ESY7_g17251_DN3_SP0_c0.t1
OG0014020	jg5530	ESY7_g17228_DN3_SP8_c0.t1
OG0014021	jg5543	ESY7_g17211_DN3_SP8_c0.t1
OG0014022	jg5552	ESY7_g17197_DN3_SP0_c0.t1
OG0014023	jg5575	ESY7_g17173_DN3_SP8_c0.t1
OG0014024	jg5574	ESY7_g17174_DN3_SP8_c5.t1
OG0014025	jg5595	ESY7_g17145_DN2_SP0_c0.t1
OG0014026	jg5654	ESY7_g17075_DN3_SP0_c0.t1
OG0014027	jg3381	ESY2_g34651_DN3_SP8_c8.t1
OG0014028	jg5661	ESY7_g17069_DN3_SP6_c0.t1
OG0014029	jg5687	ESY7_g17035_DN3_SP3_c0.t1
OG0014031	jg5703	ESY7_g17019_DN3_SP8_c0.t1
OG0014032	jg5717	ESY7_g16972_DN3_SP0_c0.t1
OG0014033	jg5745	ESY7_g16932_DN3_SP8_c0.t1
OG0014034	jg5770	ESY7_g16890_DN3_SP1_c0.t1
OG0014035	jg5791	ESY7_g16869_DN3_SP0_c0.t1
OG0014036	jg6555	ESY10_g15300_DN3_SP8_c0.t1
OG0014037	jg6569	ESY10_g15367_DN3_SP8_c0.t1
OG0014038	jg6571	ESY10_g15369_DN3_SP2_c0.t1
OG0014039	jg6573	ESY10_g15376_DN3_SP0_c0.t1
OG0014040	jg6581	ESY10_g15393_DN3_SP6_c0.t1
OG0014041	jg6590	ESY10_g15407_DN2_SP0_c0.t1
OG0014042	jg20845	ESY20_g12908_DN3_SP7_c0.t1
OG0014043	jg6638	ESY10_g15503_DN3_SP7_c0.t1
OG0014044	jg6674	ESY10_g15633_DN3_SP5_c0.t1
OG0014045	jg6782	ESY10_g15787_DN2_SP0_c0.t1
OG0014046	jg21475	ESY7_g17852_DN3_SP1_c0.t1
OG0014048	jg21459	ESY5_g2949_DN3_SP3_c0.t1
OG0014049	jg21455	ESY15_g64462_DN3_SP8_c0.t1
OG0014050	jg21369	ESY15_g64744_DN3_SP0_c0.t1
OG0014051	jg21434	ESY4_g26597_DN3_SP0_c0.t1
OG0014052	jg5166	ESY7_g17737_DN3_SP8_c0.t1
OG0014053	jg4513	ESY7_g18463_DN3_SP0_c0.t1
OG0014054	jg4530	ESY7_g18482_DN3_SP0_c0.t1
OG0014055	jg4518	ESY7_g18470_DN3_SP0_c0.t1
OG0014056	jg5306	ESY7_g17554_DN3_SP2_c0.t1
OG0014057	jg4489	ESY7_g18717_DN1_SP0_c0.t1
OG0014058	jg4446	ESY7_g18725_DN2_SP0_c0.t1, ESY8_g58118_DN2_SP0_c0.t1
OG0014059	jg4441, jg4450	ESY7_g18729_DN3_SP7_c0.t1
OG0014060	jg4434	ESY7_g18740_DN3_SP0_c0.t1
OG0014061	jg21285	ESY15_g64874_DN3_SP0_c0.t1
OG0014062	jg4382	ESY7_g18787_DN3_SP0_c0.t1
OG0014063	jg4376	ESY7_g18794_DN3_SP8_c0.t1
OG0014064	jg4390, jg4359	ESY7_g18819_DN3_SP6_c0.t1
OG0014065	jg4350	ESY7_g18837_DN3_SP0_c0.t1
OG0014067	jg4340	ESY7_g18853_DN3_SP8_c0.t1
OG0014068	jg4333	ESY7_g18861_DN3_SP6_c0.t1
OG0014069	jg4324	ESY7_g18884_DN3_SP5_c0.t1
OG0014070	jg4307	ESY7_g18903_DN3_SP0_c0.t1, ESY3_g31202_DN3_SP0_c0.t1
OG0014071	jg4304	ESY7_g18906_DN3_SP0_c0.t1
OG0014072	jg4282	ESY7_g18944_DN3_SP8_c0.t1
OG0014073	jg4277	ESY7_g18951_DN3_SP0_c0.t1
OG0014074	jg4232	ESY7_g19018_DN3_SP0_c0.t1
OG0014075	jg4234	ESY7_g19016_DN3_SP4_c0.t1
OG0014077	jg4242	ESY7_g19005_DN3_SP8_c0.t1
OG0014078	jg4223	ESY7_g19026_DN3_SP0_c0.t1
OG0014079	jg4218	ESY7_g19050_DN3_SP0_c0.t1, ESY7_g19048_DN3_SP7_c0.t1
OG0014080	jg4216	ESY7_g19055_DN3_SP0_c0.t1
OG0014081	jg4211	ESY7_g19062_DN3_SP4_c0.t1
OG0014082	jg4207	ESY7_g19071_DN3_SP0_c0.t1
OG0014083	jg4187	ESY7_g19099_DN3_SP1_c0.t1
OG0014084	jg6495	ESY6_g49910_DN3_SP7_c0.t1
OG0014085	jg6442	ESY6_g49948_DN3_SP2_c0.t1
OG0014086	jg6443	ESY6_g49947_DN3_SP0_c0.t1
OG0014087	jg6408	ESY6_g49974_DN3_SP0_c0.t1
OG0014088	jg6289, jg6287	ESY6_g50076_DN3_SP7_c0.t1
OG0014089	jg6299	ESY6_g50068_DN3_SP0_c0.t1
OG0014090	jg6303	ESY6_g50066_DN3_SP0_c0.t1
OG0014091	jg6283	ESY6_g50080_DN3_SP4_c0.t1
OG0014092	jg6277	ESY6_g50090_DN3_SP2_c0.t1
OG0014093	jg6241	ESY6_g50124_DN3_SP7_c0.t1
OG0014094	jg6220	ESY6_g50141_DN3_SP8_c0.t1
OG0014095	jg26942	ESY3_g27271_DN3_SP0_c0.t1
OG0014096	jg6143	ESY6_g50209_DN3_SP4_c0.t1
OG0014097	jg6141	ESY6_g50211_DN2_SP0_c0.t1
OG0014098	jg23045	ESY6_g49566_DN3_SP0_c0.t1
OG0014099	jg23090	ESY6_g49504_DN3_SP4_c0.t1
OG0014100	jg23096	ESY6_g49497_DN3_SP0_c0.t1
OG0014101	jg23124	ESY6_g49452_DN3_SP0_c0.t1, ESY6_g49449_DN3_SP0_c0.t1
OG0014102	jg9618	ESY4_g23926_DN2_SP0_c0.t1
OG0014103	jg23151	ESY6_g49415_DN3_SP6_c0.t1
OG0014104	jg23163	ESY6_g49398_DN3_SP1_c0.t1
OG0014105	jg23190	ESY6_g49369_DN2_SP0_c0.t1
OG0014106	jg23219	ESY6_g49842_DN3_SP5_c0.t1
OG0014107	jg23226	ESY6_g49832_DN3_SP4_c0.t1
OG0014108	jg23230	ESY6_g49823_DN3_SP1_c0.t1
OG0014109	jg23238	ESY6_g49815_DN3_SP6_c0.t1
OG0014110	jg23251	ESY6_g49795_DN3_SP3_c0.t1, ESY6_g49794_DN3_SP5_c0.t1
OG0014111	jg23269	ESY6_g49755_DN3_SP1_c0.t1
OG0014112	jg23270	ESY6_g49754_DN3_SP2_c0.t1
OG0014113	jg22788	ESY6_g48634_DN3_SP5_c0.t1
OG0014114	jg22774	ESY6_g48611_DN3_SP7_c0.t1
OG0014115	jg22747	ESY6_g48580_DN3_SP0_c0.t1
OG0014116	jg15034	ESY1_g10161_DN3_SP2_c0.t1
OG0014117	jg15027	ESY1_g10152_DN3_SP0_c0.t1
OG0014118	jg15021	ESY1_g10147_DN3_SP0_c0.t1
OG0014119	jg15014	ESY1_g10140_DN3_SP0_c0.t1
OG0014120	jg14987	ESY1_g10102_DN3_SP0_c0.t1
OG0014121	jg14962	ESY1_g10077_DN3_SP8_c0.t1
OG0014122	jg14939	ESY1_g10024_DN3_SP7_c0.t1
OG0014123	jg14938	ESY4_g26285_DN3_SP0_c0.t1
OG0014124	jg14921	ESY1_g9960_DN3_SP8_c0.t1
OG0014125	jg14902	ESY10_g15373_DN3_SP0_c0.t1
OG0014126	jg14849	ESY1_g9811_DN3_SP0_c0.t1
OG0014127	jg14839	ESY1_g9783_DN3_SP0_c0.t1
OG0014128	jg14829	ESY1_g9755_DN3_SP0_c0.t1
OG0014129	jg14780, jg21515	ESY1_g9657_DN3_SP0_c0.t1
OG0014130	jg14775	ESY1_g9648_DN3_SP8_c0.t1
OG0014131	jg14754	ESY1_g9564_DN3_SP0_c0.t1
OG0014132	jg14741	ESY1_g9448_DN3_SP0_c0.t1
OG0014133	jg14685	ESY1_g9284_DN3_SP0_c0.t1
OG0014134	jg14672	ESY1_g9213_DN3_SP6_c0.t1
OG0014135	jg14639	ESY1_g9110_DN3_SP0_c0.t1
OG0014136	jg14629	ESY1_g9084_DN3_SP4_c0.t1
OG0014138	jg7475	ESY1_g10486_DN3_SP0_c0.t1
OG0014139	jg14585	ESY1_g8633_DN3_SP0_c0.t1
OG0014140	jg19883, jg14577	ESY1_g8617_DN3_SP8_c0.t1
OG0014141	jg14536	ESY1_g8466_DN2_SP0_c0.t1
OG0014142	jg14530	ESY1_g8418_DN3_SP8_c0.t1
OG0014144	jg14495	ESY1_g8303_DN3_SP0_c0.t1
OG0014145	jg14494	ESY1_g8296_DN3_SP6_c0.t1
OG0014146	jg14443	ESY1_g8143_DN2_SP0_c0.t1
OG0014147	jg14427	ESY1_g8083_DN3_SP0_c0.t1
OG0014148	jg14403	ESY1_g8028_DN3_SP5_c0.t1
OG0014149	jg3017	ESY2_g34877_DN3_SP0_c0.t1
OG0014150	jg14363	ESY1_g7912_DN3_SP0_c0.t1
OG0014151	jg14354	ESY1_g7883_DN3_SP8_c0.t1
OG0014152	jg14338	ESY9_g42526_DN3_SP8_c0.t1
OG0014153	jg14297	ESY1_g7697_DN3_SP8_c0.t1
OG0014155	jg14271	ESY1_g7623_DN3_SP4_c0.t1
OG0014156	jg14253	ESY1_g7570_DN3_SP1_c0.t1
OG0014157	jg14234	ESY1_g7307_DN3_SP0_c0.t1
OG0014158	jg14133	ESY1_g7106_DN3_SP8_c18.t1
OG0014159	jg14118	ESY1_g6910_DN3_SP8_c0.t1
OG0014160	jg14117	ESY3_g30257_DN3_SP8_c0.t1
OG0014161	jg14096	ESY5_g5070_DN3_SP6_c0.t1
OG0014162	jg19965	ESY12_g51838_DN3_SP0_c0.t1
OG0014163	jg7034	ESY15_g64910_DN3_SP1_c0.t1
OG0014164	jg13941	ESY19_g42215_DN3_SP5_c0.t1
OG0014165	jg2300	ESY19_g42005_DN3_SP0_c0.t1
OG0014166	jg2291	ESY19_g41968_DN3_SP8_c0.t1
OG0014167	jg2328	ESY5_g2391_DN2_SP0_c0.t1
OG0014168	jg607	ESY2_g33573_DN3_SP8_c0.t1
OG0014169	jg2375	ESY2_g34528_DN3_SP0_c0.t1
OG0014170	jg2377	ESY2_g34526_DN3_SP3_c0.t1
OG0014171	jg2433	ESY2_g34436_DN2_SP0_c0.t1
OG0014172	jg2440	ESY2_g34426_DN2_SP0_c0.t1
OG0014173	jg3711	ESY18_g63337_DN1_SP0_c0.t1
OG0014174	jg2506	ESY2_g35381_DN3_SP0_c0.t1
OG0014175	jg2514	ESY2_g35393_DN3_SP0_c0.t1
OG0014176	jg2520	ESY2_g35398_DN3_SP5_c0.t1
OG0014177	jg2523	ESY2_g35400_DN3_SP0_c0.t1
OG0014178	jg2543	ESY2_g35429_DN3_SP0_c0.t1
OG0014179	jg2590	ESY2_g35478_DN3_SP0_c0.t1
OG0014180	jg2644	ESY2_g35541_DN3_SP0_c0.t1
OG0014181	jg2675	ESY2_g35583_DN3_SP2_c0.t1
OG0014182	jg2678	ESY2_g35587_DN3_SP0_c0.t1
OG0014183	jg2732	ESY2_g35643_DN3_SP2_c0.t1
OG0014184	jg2745	ESY2_g35655_DN3_SP0_c0.t1
OG0014185	jg2754	ESY2_g35663_DN3_SP4_c0.t1
OG0014187	jg2778	ESY2_g35676_DN2_SP0_c0.t1
OG0014188	jg2794	ESY2_g35712_DN3_SP0_c0.t1, ESY17_g39131_DN3_SP0_c0.t1
OG0014189	jg2809	ESY2_g35734_DN3_SP0_c0.t1
OG0014190	jg2808	ESY2_g35735_DN3_SP0_c0.t1
OG0014191	jg2827	ESY2_g35747_DN3_SP1_c0.t1
OG0014192	jg2828	ESY2_g35748_DN3_SP2_c0.t1
OG0014193	jg3495	ESY2_g35032_DN3_SP0_c0.t1
OG0014194	jg3444	ESY2_g35088_DN3_SP0_c0.t1
OG0014195	jg3437	ESY2_g35096_DN3_SP0_c0.t1
OG0014196	jg3426	ESY2_g34603_DN3_SP0_c0.t1
OG0014197	jg3397	ESY2_g34634_DN3_SP8_c0.t1
OG0014198	jg3392	ESY2_g34639_DN3_SP3_c3.t1
OG0014199	jg3377	ESY2_g34656_DN3_SP0_c0.t1
OG0014200	jg3370	ESY2_g34664_DN3_SP4_c0.t1
OG0014201	jg3358	ESY2_g34676_DN2_SP0_c0.t1
OG0014202	jg3337	ESY2_g34698_DN3_SP0_c0.t1
OG0014203	jg3319	ESY2_g34720_DN3_SP8_c0.t1
OG0014204	jg3294	ESY2_g34751_DN3_SP8_c0.t1
OG0014205	jg3263	ESY2_g34793_DN2_SP5_c0.t1
OG0014206	jg3261	ESY2_g34795_DN2_SP5_c0.t1
OG0014207	jg3258	ESY2_g34804_DN3_SP5_c8.t1
OG0014208	jg3245	ESY2_g34819_DN3_SP0_c0.t1
OG0014209	jg3234	ESY2_g36095_DN2_SP0_c0.t1
OG0014210	jg3212	ESY2_g36062_DN3_SP0_c0.t1
OG0014211	jg3188	ESY2_g36019_DN3_SP8_c0.t1
OG0014212	jg3186	ESY2_g36017_DN3_SP0_c3.t1
OG0014213	jg3166	ESY7_g17654_DN3_SP0_c0.t1, ESY2_g35986_DN3_SP0_c0.t1
OG0014214	jg3162	ESY2_g35977_DN3_SP0_c0.t1
OG0014215	jg3142	ESY2_g35953_DN3_SP0_c0.t1
OG0014216	jg3130	ESY2_g35014_DN3_SP1_c0.t1
OG0014217	jg3121	ESY2_g34994_DN3_SP0_c0.t1
OG0014218	jg3097	ESY2_g34970_DN3_SP0_c0.t1
OG0014219	jg3093	ESY2_g34965_DN3_SP7_c0.t1
OG0014221	jg3078	ESY2_g34950_DN3_SP8_c0.t1
OG0014222	jg3067	ESY2_g34936_DN3_SP0_c2.t1
OG0014223	jg3064	ESY2_g34932_DN2_SP0_c0.t1
OG0014224	jg3043	ESY2_g34905_DN3_SP8_c0.t1
OG0014225	jg3040	ESY2_g34902_DN3_SP6_c0.t1
OG0014226	jg3030	ESY2_g34892_DN3_SP0_c0.t1
OG0014227	jg3027	ESY2_g34889_DN3_SP1_c0.t1
OG0014229	jg3019	ESY2_g34879_DN3_SP0_c0.t1
OG0014230	jg3013	ESY2_g34871_DN3_SP0_c0.t1
OG0014231	jg2986	ESY2_g35935_DN3_SP7_c0.t1
OG0014232	jg2966	ESY2_g35903_DN3_SP3_c0.t1
OG0014233	jg2960	ESY2_g35897_DN3_SP6_c0.t1
OG0014234	jg2925	ESY2_g35864_DN2_SP0_c0.t1
OG0014235	jg2912	ESY2_g35853_DN3_SP3_c0.t1
OG0014236	jg2901	ESY2_g35840_DN3_SP8_c0.t1
OG0014237	jg2897	ESY2_g35837_DN3_SP2_c0.t1
OG0014238	jg30268	ESY5_g4322_DN3_SP0_c0.t1
OG0014239	jg2881	ESY2_g35817_DN3_SP0_c0.t1
OG0014240	jg2880	ESY2_g35815_DN2_SP0_c0.t1
OG0014241	jg2875	ESY2_g35809_DN3_SP2_c0.t1
OG0014243	jg3579	ESY2_g36816_DN3_SP0_c0.t1
OG0014244	jg3587	ESY2_g36801_DN3_SP4_c0.t1
OG0014245	jg3595	ESY2_g36782_DN3_SP0_c0.t1
OG0014246	jg3602	ESY2_g36774_DN3_SP0_c0.t1
OG0014248	jg3623	ESY2_g36713_DN3_SP8_c0.t1
OG0014249	jg3624	ESY2_g36712_DN2_SP0_c0.t1
OG0014250	jg3633	ESY2_g36694_DN3_SP8_c0.t1
OG0014251	jg3634	ESY2_g36692_DN3_SP0_c0.t1
OG0014252	jg3674	ESY2_g36638_DN3_SP8_c0.t1
OG0014253	jg3698	ESY2_g36614_DN3_SP0_c0.t1
OG0014254	jg3729	ESY2_g36567_DN3_SP6_c0.t1
OG0014255	jg3730	ESY2_g36566_DN3_SP0_c0.t1
OG0014256	jg3736	ESY2_g36559_DN2_SP2_c0.t1
OG0014257	jg3737	ESY2_g36558_DN3_SP0_c0.t1
OG0014258	jg3742	ESY2_g36550_DN3_SP0_c0.t1
OG0014259	jg3769	ESY2_g36512_DN3_SP0_c0.t1
OG0014260	jg3775	ESY2_g36498_DN3_SP0_c0.t1
OG0014261	jg3778	ESY2_g36489_DN3_SP0_c0.t1
OG0014262	jg3781	ESY2_g36485_DN3_SP0_c0.t1
OG0014263	jg3793	ESY2_g36469_DN3_SP0_c0.t1
OG0014264	jg3791	ESY2_g36471_DN3_SP3_c0.t1
OG0014265	jg25223	ESY3_g30101_DN3_SP3_c0.t1
OG0014266	jg25253	ESY3_g30135_DN2_SP0_c0.t1
OG0014267	jg25294	ESY3_g30175_DN3_SP8_c0.t1
OG0014268	jg25388	ESY3_g30294_DN3_SP8_c0.t1
OG0014271	jg25412	ESY3_g30324_DN3_SP0_c0.t1
OG0014273	jg25417	ESY3_g30336_DN3_SP0_c0.t1
OG0014274	jg25474	ESY3_g30438_DN3_SP0_c0.t1
OG0014275	jg25505	ESY3_g30499_DN3_SP2_c0.t1
OG0014276	jg25507	ESY3_g30502_DN3_SP0_c0.t1
OG0014277	jg25510	ESY3_g30506_DN3_SP6_c0.t1
OG0014278	jg25538	ESY3_g30532_DN3_SP0_c0.t1
OG0014279	jg25552	ESY3_g30546_DN3_SP3_c0.t1
OG0014280	jg25603	ESY3_g30599_DN2_SP0_c0.t1
OG0014281	jg25607	ESY3_g30606_DN3_SP8_c0.t1
OG0014282	jg25635	ESY3_g30646_DN3_SP0_c0.t1
OG0014283	jg6963	ESY15_g64861_DN3_SP8_c0.t1
OG0014284	jg25651	ESY3_g30011_DN3_SP0_c0.t1
OG0014285	jg25653	ESY3_g30009_DN3_SP8_c0.t1
OG0014286	jg25686	ESY3_g29975_DN3_SP1_c0.t1
OG0014287	jg25719	ESY3_g29930_DN3_SP8_c6.t1
OG0014288	jg25752	ESY3_g29893_DN3_SP0_c0.t1
OG0014289	jg25777	ESY3_g29874_DN1_SP0_c0.t1, ESY3_g29872_DN3_SP7_c0.t1
OG0014290	jg25805	ESY3_g29832_DN3_SP4_c0.t1
OG0014291	jg25820	ESY3_g29823_DN3_SP0_c0.t1
OG0014292	jg25865	ESY3_g29779_DN3_SP6_c0.t1
OG0014293	jg25872	ESY3_g29770_DN3_SP0_c0.t1
OG0014294	jg25899	ESY3_g29750_DN3_SP0_c0.t1
OG0014295	jg25925	ESY3_g29723_DN3_SP8_c0.t1
OG0014296	jg25944	ESY3_g29699_DN3_SP6_c0.t1
OG0014297	jg17806	ESY8_g58929_DN1_SP0_c0.t1
OG0014298	jg25981	ESY3_g29668_DN2_SP1_c0.t1
OG0014299	jg26003	ESY3_g29630_DN1_SP0_c0.t1
OG0014300	jg26011	ESY3_g29623_DN3_SP0_c0.t1
OG0014301	jg26023	ESY3_g29599_DN3_SP0_c0.t1
OG0014302	jg4220	ESY7_g19035_DN2_SP0_c0.t1
OG0014303	jg26057	ESY3_g29478_DN3_SP0_c0.t1
OG0014304	jg26058	ESY3_g29477_DN3_SP8_c0.t1
OG0014305	jg26059	ESY3_g29476_DN3_SP4_c0.t1
OG0014306	jg33106	ESY2_g37598_DN3_SP0_c0.t1
OG0014307	jg26086	ESY3_g29426_DN3_SP8_c0.t1
OG0014308	jg26088	ESY3_g29424_DN2_SP8_c0.t1
OG0014309	jg33122	ESY2_g37566_DN3_SP0_c0.t1
OG0014310	jg26124	ESY3_g29363_DN3_SP0_c0.t1
OG0014311	jg26134	ESY3_g29332_DN3_SP0_c0.t1
OG0014312	jg26137	ESY3_g29329_DN3_SP8_c0.t1
OG0014313	jg26180	ESY3_g29253_DN3_SP0_c0.t1
OG0014314	jg26183	ESY3_g29252_DN3_SP0_c0.t1, ESY10_g14428_DN2_SP0_c0.t1
OG0014315	jg26194	ESY3_g29237_DN3_SP6_c0.t1
OG0014316	jg26207	ESY3_g29220_DN3_SP0_c0.t1
