Orthogroup	Arabidopsis_arenosa	Noccaea_praecox
OG0016364	jg25385	Np007G406580
OG0016365	jg33639	Np004G192010
OG0016366	jg25424	Np007G405990
OG0016367	jg33606	Np004G192380
OG0016368	jg33594	Np004G192590
OG0016369	jg33531	Np004G193250
OG0016370	jg33519	Np004G193440
OG0016371	jg33501	Np004G193690
OG0016372	jg33472	Np004G194050
OG0016373	jg33471	Np004G194060
OG0016374	jg33469	Np004G194080
OG0016375	jg33455	Np004G194210
OG0016376	jg33451	Np004G194250
OG0016378	jg33419	Np004G194510
OG0016379	jg33414	Np004G194600
OG0016380	jg33406	Np004G194700
OG0016381	jg33398	Np004G194740
OG0016382	jg33396	Np004G194780
OG0016383	jg33229	Np004G196210
OG0016384	jg33253	Np004G195980
OG0016385	jg33254	Np004G195970
OG0016386	jg16668	Np004G195770
OG0016387	jg33281	Np004G195690
OG0016388	jg33294	Np004G195610
OG0016389	jg33295	Np004G195600
OG0016390	jg33201	Np004G196430
OG0016391	jg33198	Np004G196510
OG0016392	jg33193	Np004G196580
OG0016393	jg33148	Np004G196950
OG0016395	jg33129	Np004G197140
OG0016396	jg33123	Np004G197190
OG0016397	jg33114	Np004G197290
OG0016398	jg33070	Np004G198160
OG0016399	jg33068	Np004G198180
OG0016400	jg33067	Np004G198190
OG0016401	jg33059	Np004G198210
OG0016403	jg33026	Np004G198400
OG0016404	jg32937	Np004G199290
OG0016405	jg32926	Np004G199450
OG0016406	jg32913	Np004G199600
OG0016407	jg32907	Np004G199680
OG0016409	jg32889	Np004G199890
OG0016410	jg32887	Np004G200030
OG0016411	jg32880	Np004G199920
OG0016412	jg32873, jg32848	Np004G200110
OG0016413	jg11024	Np005G300350
OG0016414	jg11047	Np005G301070
OG0016415	jg11061	Np005G301370
OG0016416	jg11109	Np005G302090
OG0016418	jg11118	Np005G302120
OG0016419	jg18591	Np006G341620
OG0016420	jg31611	Np004G213970
OG0016421	jg18548	Np006G342030
OG0016422	jg15096	Np001G053810
OG0016423	jg15113	Np001G053930
OG0016424	jg15128	Np001G054160
OG0016425	jg15136	Np001G054310
OG0016426	jg15170	Np001G054650
OG0016427	jg15183	Np001G054780
OG0016428	jg15184	Np001G054790
OG0016429	jg15186	Np001G054810
OG0016430	jg15240	Np001G055450
OG0016431	jg24708	Np007G415350
OG0016432	jg30301	Np004G238240
OG0016433	jg15269	Np001G056220
OG0016434	jg15328	Np001G056840
OG0016435	jg15330	Np001G056850
OG0016436	jg15082	Np001G053680
OG0016437	jg15093	Np001G053760
OG0016438	jg15078	Np001G053640
OG0016439	jg15073	Np001G053570
OG0016440	jg15049	Np001G053420
OG0016441	jg30920	Np004G230160
OG0016442	jg15047	Np001G053400
OG0016443	jg15048	Np001G053410
OG0016444	jg15383	Np001G057580
OG0016445	jg15399	Np001G057760
OG0016446	jg15420	Np001G058090
OG0016447	jg15423	Np001G058320
OG0016448	jg15425	Np001G058340
OG0016449	jg15470	Np001G058900
OG0016450	jg15474	Np001G059020
OG0016451	jg15477	Np001G059060
OG0016452	jg15572	Np001G060030
OG0016453	jg15582	Np001G060140
OG0016454	jg15593	Np001G060360
OG0016455	jg15596	Np001G060390
OG0016456	jg15612	Np001G060580
OG0016457	jg15632	Np001G060910
OG0016458	jg15643, jg15717	Np001G061220
OG0016459	jg15693, jg15161	Np001G061370
OG0016460	jg15681	Np001G061530
OG0016461	jg15667	Np001G061680
OG0016462	jg15766	Np001G062290
OG0016463	jg15769	Np001G062360
OG0016464	jg15775	Np001G062390
OG0016465	jg15798	Np001G062560
OG0016466	jg15804	Np001G062630
OG0016467	jg15805	Np001G062640
OG0016468	jg15820	Np001G062810
OG0016469	jg15394	Np001G057710
OG0016470	jg15872	Np001G063310
OG0016471	jg15873	Np001G063320
OG0016472	jg15880	Np001G063420
OG0016473	jg15912	Np001G064060
OG0016474	jg15983	Np005G302770
OG0016476	jg16021	Np001G065020
OG0016477	jg27024	Np007G388990
OG0016478	jg16046	Np001G065270
OG0016479	jg16051	Np001G065220
OG0016480	jg16072	Np001G065610
OG0016481	jg16091	Np001G065980
OG0016482	jg16110	Np001G066270
OG0016483	jg16142	Np001G066680
OG0016484	jg16168	Np001G066930
OG0016485	jg16196	Np001G067250
OG0016487	jg16210	Np001G067420
OG0016488	jg16222	Np001G067560, Np003G157270
OG0016489	jg16242	Np001G067860
OG0016490	jg16251	Np001G067950
OG0016491	jg16266	Np001G068170
OG0016492	jg16291	Np001G068450
OG0016493	jg16307	Np001G068640
OG0016494	jg16308	Np001G068650
OG0016495	jg16349	Np001G069220
OG0016496	jg16344	Np001G069170
OG0016498	jg16380	Np001G069530
OG0016499	jg16384	Np001G069570
OG0016500	jg16416	Np001G069750
OG0016501	jg16418	Np001G069770
OG0016502	jg16426	Np001G069790
OG0016503	jg16427	Np001G069800
OG0016504	jg16434	Np001G069860
OG0016505	jg16438	Np001G069890
OG0016506	jg16443	Np001G069950
OG0016507	jg16445	Np001G069970
OG0016508	jg16449	Np001G070000
OG0016509	jg16450	Np001G068270
OG0016510	jg33797	Np004G190270
OG0016511	jg33434	Np004G194400
OG0016513	jg11102	Np005G301900
OG0016515	jg11560	Np005G308510
OG0016517	jg15230	Np001G055380
OG0016518	jg15316	Np001G056650
OG0016519	jg15800, jg15777	Np001G062580
OG0016520	jg15816	Np001G062770
OG0016521	jg21327	Np001G018050
OG0016522	jg16017	Np001G064950
OG0016523	jg16760	Np006G367770
OG0016524	jg16088	Np001G065800
OG0016525	jg16166	Np001G066910
OG0016526	jg16248	Np001G067920
OG0016527	jg11016	Np005G300270
OG0016529	jg20379	Np001G034120
OG0016530	jg20261	Np001G032650
OG0016531	jg20656	Np001G039040, Np001G038990
OG0016532	jg13124	Np001G024810
OG0016533	jg18618	Np006G341010
OG0016535	jg19006	Np006G335720
OG0016537	jg20119	Np006G321890
OG0016539	jg3412	Np002G074980
OG0016540	jg11972	Np005G310530
OG0016541	jg9698	Np005G277650
OG0016542	jg9104	Np005G262920
OG0016543	jg21687	Np003G173170
OG0016545	jg8284	Np005G260070
OG0016546	jg28516	Np004G258510
OG0016547	jg28773	Np004G255730
OG0016548	jg28937	Np004G253850
OG0016549	jg29082	Np004G252290
OG0016550	jg29247	Np004G250360
OG0016551	jg29267	Np004G250110
OG0016552	jg29432	Np004G248300
OG0016553	jg29538	Np004G247360
OG0016555	jg29641	Np004G245970
OG0016556	jg29831	Np004G243240
OG0016557	jg29952	Np004G242170
OG0016559	jg30276	Np004G238510
OG0016560	jg30308	Np004G238160
OG0016561	jg30503	Np004G235720
OG0016562	jg30600	Np004G234900
OG0016563	jg2618	Np002G085810
OG0016565	jg2323	Np002G090900
OG0016566	jg789	Np002G118400
OG0016567	jg22588	Np003G156650
OG0016568	jg21067	Np004G242370
OG0016569	jg26639	Np007G385420
OG0016570	jg25548	Np007G404480
OG0016571	jg25115	Np007G410120
OG0016572	jg25025	Np007G411220
OG0016575	jg24555	Np007G417380
OG0016576	jg23987	Np007G424400, Np007G424380
OG0016577	jg3921	Np003G125850
OG0016578	jg4162	Np003G128630
OG0016579	jg4352	Np003G131200
OG0016580	jg4430	Np003G132080
OG0016581	jg4443, jg4488	Np003G132330
OG0016582	jg4549	Np003G132970
OG0016585	jg32398	Np004G206410
OG0016586	jg31955	Np004G205960
OG0016587	jg10146	Np006G362950
OG0016588	jg10355	Np005G286260
OG0016589	jg32653	Np004G202260
OG0016591	jg10905	Np005G296110
OG0016592	jg31313	Np004G210730
OG0016593	jg28678	Np003G185180
OG0016594	jg18255	Np006G355710
OG0016595	jg18145	Np006G354100, Np006G348890
OG0016596	jg18099	Np006G353570, Np006G347210
OG0016597	jg17676	Np006G358000
OG0016598	jg4633	Np003G134060
OG0016599	jg4770	Np003G135750
OG0016600	jg4835	Np003G136360
OG0016602	jg5099	Np003G139560
OG0016603	jg5171	Np003G140420
OG0016604	jg5199	Np003G140740
OG0016606	jg21427	Np001G017330
OG0016607	jg21405	Np001G017430
OG0016608	jg12351	Np005G313410
OG0016609	jg14721	Np001G049650
OG0016610	jg31027	Np004G227920
OG0016611	jg22726	Np003G154810
OG0016612	jg22880	Np003G152830, Np003G153020
OG0016613	jg6341	Np001G012030
OG0016614	jg28528	Np004G258010, Np004G258350
OG0016615	jg31509	Np001G068780
OG0016615	jg25965, jg21105, jg12061	Np004G238760
OG0016616	jg31182	Np004G209300
OG0016617	jg31281	Np004G210350
OG0016618	jg31372	Np005G308250
OG0016619	jg33118, jg33117	Np004G197220
OG0016621	jg2779, jg26427	Np007G382580
OG0016625	jg27915	Np007G375390
OG0016626	jg16703	Np001G036620
OG0016627	jg16948	Np006G365580
OG0016630	jg14573	Np001G047530
OG0016631	jg14859	Np001G051170
OG0016632	jg14873	Np001G051260
OG0016633	jg15163, jg15727, jg15654	Np001G063830, Np001G063990, Np001G063910
OG0016635	jg7769	Np003G184290
OG0016638	jg10214, jg10215	Np005G284310, Np005G284320
OG0016640	jg23161	Np005G307720
OG0016657	jg9614	Np005G276710
OG0016658	jg9594	Np005G276470
OG0016659	jg9590	Np005G276420
OG0016660	jg9588	Np005G276400
OG0016661	jg9583	Np004G202020
OG0016662	jg9552	Np005G275910
OG0016663	jg9523	Np005G275480
OG0016664	jg9513	Np005G275350
OG0016665	jg9439	Np005G274660
OG0016666	jg9415	Np005G274400
OG0016667	jg9403	Np005G274230
OG0016668	jg9402	Np005G274220
OG0016670	jg9267	Np005G272080
OG0016671	jg9214	Np005G271240
OG0016672	jg9147	Np005G270250
OG0016673	jg9111	Np005G262840
OG0016675	jg9033	Np005G263600
OG0016676	jg9026	Np005G263680
OG0016677	jg9018	Np005G263730
OG0016679	jg8940	Np003G153860, Np005G264470
OG0016680	jg25498	Np007G405030
OG0016681	jg8876	Np005G265380
OG0016682	jg31728	Np004G215380
OG0016683	jg31769	Np004G215900
OG0016684	jg31775	Np004G216000
OG0016685	jg31777	Np004G216130, Np004G216080
OG0016686	jg31871	Np004G205030
OG0016687	jg31883	Np004G205100
OG0016688	jg11900	Np005G309650
OG0016689	jg1538	Np005G317560
OG0016690	jg1506	Np002G106050
OG0016691	jg1432	Np002G107520
OG0016692	jg1423	Np002G107960
OG0016693	jg1364	Np002G111290
OG0016694	jg1194	Np002G113120
OG0016696	jg1137	Np002G113810
OG0016697	jg1106	Np002G114160
OG0016698	jg996	Np002G115560
OG0016699	jg961	Np002G115970
OG0016700	jg960	Np002G115990
OG0016701	jg957	Np002G116060
OG0016702	jg905	Np002G116660
OG0016703	jg869	Np002G117310
OG0016704	jg729	Np002G119380
OG0016705	jg12975	Np001G026670
OG0016706	jg12993	Np001G026420
OG0016707	jg13012	Np001G026260
OG0016708	jg13062	Np001G025340
OG0016710	jg13119	Np001G024850
OG0016712	jg13210	Np001G023740
OG0016713	jg13247, jg13244	Np001G023410
OG0016714	jg13281	Np001G023050
OG0016715	jg13338	Np001G022530
OG0016716	jg13357	Np001G022260
OG0016717	jg13523	Np001G020510
OG0016718	jg13555	Np001G020230
OG0016719	jg13567	Np001G020130, Np001G020140, Np001G020120
OG0016720	jg13616	Np001G019850
OG0016721	jg13758	Np001G018860
OG0016723	jg13789, jg13787	Np001G018750
OG0016724	jg13889	Np001G018430
OG0016725	jg2229	Np002G093230
OG0016726	jg2214	Np002G093490
OG0016727	jg2173	Np002G093990
OG0016728	jg2109	Np002G094720
OG0016729	jg2086	Np002G095380
OG0016730	jg2021	Np002G096940
OG0016731	jg1938	Np002G097850
OG0016733	jg1854	Np002G099540
OG0016734	jg1805	Np002G099860
OG0016735	jg1795	Np002G100530
OG0016736	jg1726	Np002G102630
OG0016737	jg1352	Np002G111490
OG0016739	jg358	Np002G124790
OG0016740	jg363	Np002G124770
OG0016742	jg621	Np002G121010
OG0016743	jg632	Np002G120810
OG0016744	jg688	Np002G119900
OG0016745	jg696	Np002G119770
OG0016746	jg692	Np002G119850
OG0016747	jg25208	Np007G408900
OG0016748	jg9887	Np005G280200
OG0016750	jg9845	Np005G279700
OG0016751	jg9841	Np005G279660
OG0016752	jg19337	Np006G331150
OG0016753	jg24832	Np007G413720
OG0016754	jg24881	Np007G413300
OG0016755	jg24890	Np007G413210
OG0016756	jg24905	Np007G412890
OG0016758	jg4066	Np003G127550
OG0016759	jg24934	Np007G412570
OG0016760	jg24973	Np007G411920
OG0016761	jg25002	Np007G411500
OG0016762	jg25047	Np007G411010
OG0016763	jg4815	Np006G327010
OG0016764	jg25098	Np007G410340
OG0016765	jg27395	Np007G379950
OG0016766	jg23376	Np001G005230
OG0016767	jg6969	Np003G175260
OG0016768	jg21661	Np003G173920
OG0016769	jg21663	Np003G173900
OG0016770	jg21702	Np003G172860
OG0016771	jg21715	Np003G172670
OG0016772	jg21755	Np003G170980
OG0016773	jg21763	Np003G170320
OG0016774	jg21852	Np003G167750
OG0016775	jg21854	Np003G167710
OG0016776	jg21862	Np003G167490
OG0016777	jg21866	Np003G167440
OG0016778	jg21909	Np003G166490
OG0016779	jg21915	Np003G166430
OG0016780	jg21981	Np003G165140
OG0016781	jg21983	Np003G165100
OG0016783	jg22070	Np003G163800
OG0016784	jg22347	Np003G160390
OG0016785	jg22422	Np003G158720
OG0016786	jg22482	Np003G158050
OG0016787	jg22543	Np003G157360
OG0016788	jg22570	Np003G156940
OG0016789	jg22604	Np003G156450
OG0016790	jg22643	Np003G155990
OG0016791	jg22649	Np003G155930
OG0016792	jg22698	Np003G155120
OG0016794	jg4990	Np003G138220
OG0016795	jg4977	Np003G138070
OG0016796	jg4960	Np003G137880
OG0016797	jg4944	Np003G137710
OG0016798	jg4926	Np003G137380
OG0016799	jg4919	Np003G137260
OG0016800	jg4913	Np003G137200
OG0016803	jg4860	Np003G136590
OG0016804	jg4859	Np003G136580
OG0016805	jg4831	Np003G136320
OG0016806	jg4819	Np003G136220
OG0016807	jg4755	Np003G135510
OG0016808	jg4747	Np003G135420
OG0016809	jg4738	Np003G135340
OG0016810	jg4733	Np003G135280
OG0016811	jg4732	Np003G135270
OG0016812	jg4676	Np003G134510, Np003G134540, Np003G134490
OG0016813	jg4653	Np003G134230
OG0016814	jg4641	Np003G134170
OG0016815	jg4638	Np003G134130
OG0016816	jg4579	Np003G133320
OG0016817	jg10795	Np005G292490
OG0016818	jg10790	Np005G292350
OG0016819	jg10763	Np005G291960
OG0016820	jg10726	Np005G291260
OG0016821	jg10685	Np005G290430
OG0016822	jg10658	Np005G290170
OG0016823	jg10645	Np005G289960
OG0016824	jg10614	Np005G289460
OG0016825	jg10553	Np005G288620
OG0016826	jg10551	Np005G288600
OG0016827	jg10534	Np005G288400
OG0016828	jg10509	Np005G288260
OG0016829	jg10465	Np005G287350
OG0016830	jg10445	Np005G287580
OG0016831	jg10415	Np005G286960
OG0016832	jg10391	Np005G286720
OG0016833	jg10365	Np005G286360
OG0016834	jg10297	Np005G285490
OG0016835	jg32400	Np004G206430
OG0016837	jg32094	Np004G208540
OG0016838	jg32142	Np004G224140
OG0016839	jg32163	Np004G204030
OG0016840	jg32264	Np004G204670
OG0016841	jg11927	Np001G042870
OG0016842	jg32650	Np004G202410
OG0016843	jg32500	Np004G203450
OG0016844	jg32483	Np004G203640
OG0016845	jg22699	Np003G155110
OG0016846	jg32790	Np004G200640
OG0016847	jg32775	Np004G200800
OG0016848	jg32766	Np004G200880
OG0016849	jg32757	Np004G200900
OG0016850	jg31289	Np004G210460
OG0016851	jg31288	Np004G210450
OG0016852	jg32693	Np004G201940
OG0016853	jg31308	Np004G210680
OG0016854	jg31291	Np004G210500
OG0016855	jg31356	Np004G211220
OG0016856	jg31359	Np004G211230
OG0016858	jg31405	Np004G211740
OG0016859	jg31483	Np004G212640
OG0016860	jg31506	Np004G212870
OG0016861	jg17138	Np006G363760
OG0016862	jg17139	Np006G363750
OG0016863	jg31519	Np004G213010
OG0016864	jg31523	Np004G213050
OG0016865	jg31569	Np004G213520
OG0016866	jg31606	Np004G213930
OG0016867	jg31618	Np004G214100
OG0016869	jg8791	Np005G266720
OG0016870	jg8762	Np005G267240
OG0016871	jg8753	Np005G267390
OG0016872	jg8706	Np005G267900
OG0016874	jg8642	Np003G141340
OG0016875	jg8619	Np005G268920
OG0016876	jg16695	Np006G368510
OG0016877	jg8532	Np005G262630
OG0016878	jg8506	Np005G262300
OG0016879	jg8478	Np005G262000
OG0016881	jg8432	Np005G261770
OG0016882	jg8421	Np005G261700
OG0016883	jg8387	Np005G261210
OG0016884	jg8369	Np005G260950
OG0016885	jg8348	Np005G260650
OG0016886	jg8338	Np005G260560
OG0016887	jg8316	Np005G260370
OG0016888	jg8313	Np005G260320
OG0016889	jg8291	Np005G260140
OG0016890	jg8283	Np005G260060, Np005G318760
OG0016892	jg11856	Np005G309450
OG0016893	jg12002	Np005G310620
OG0016894	jg12074, jg12077	Np005G311010
OG0016895	jg12232	Np005G312390
OG0016896	jg12235	Np005G312420
OG0016897	jg12496	Np005G315120
OG0016898	jg12497	Np005G315130
OG0016900	jg12557	Np005G315980
OG0016901	jg12565	Np005G316140
OG0016903	jg29395	Np004G248690
OG0016904	jg23932	Np007G424950
OG0016905	jg14367	Np001G045590
OG0016907	jg7046	Np003G184620
OG0016908	jg7061	Np003G175440
OG0016909	jg14515	Np001G046960
OG0016910	jg18533	Np006G342530
OG0016911	jg18477	Np006G343590
OG0016912	jg18460	Np006G343900
OG0016913	jg20909	Np001G041560
OG0016915	jg21017	Np001G042220
OG0016916	jg6676	Np001G042930
OG0016917	jg21187	Np001G043020
OG0016918	jg7330	Np003G177680, Np003G177770
OG0016919	jg7337	Np003G177860
OG0016920	jg7448	Np003G179670
OG0016921	jg7510	Np003G180550
OG0016922	jg7643	Np003G182350, Np007G400100
OG0016923	jg7677	Np003G182930
OG0016924	jg7684	Np003G183030
OG0016925	jg7758	Np003G184010
OG0016926	jg7781	Np003G184700
OG0016927	jg7803	Np003G184870
OG0016928	jg29197	Np004G251000
OG0016929	jg20705	Np001G039600
OG0016930	jg20521	Np001G036980
OG0016931	jg25445	Np007G405700
OG0016932	jg11914	Np005G309830
OG0016933	jg20280	Np003G126990
OG0016934	jg20274	Np001G032100
OG0016937	jg11944	Np005G310090
OG0016938	jg20293	Np001G031540
OG0016939	jg11942	Np005G310050
OG0016940	jg11922	Np005G309920
OG0016941	jg26938	Np007G388530
OG0016942	jg26941	Np007G388550
OG0016943	jg11936	Np005G310000
OG0016944	jg27074	Np007G389190
OG0016945	jg11963	Np005G310390
OG0016946	jg11911	Np005G309770
OG0016947	jg11626	Np005G307860
OG0016948	jg11590	Np005G308260
OG0016949	jg11482	Np005G309340
OG0016950	jg11444	Np005G307070
OG0016951	jg11383	Np005G306290
OG0016952	jg11368	Np005G306040
OG0016953	jg11255	Np005G304030
OG0016954	jg11253	Np005G304010
OG0016955	jg11251	Np005G303990
OG0016956	jg11245	Np005G303850
OG0016957	jg11216	Np005G303530
OG0016958	jg11169	Np005G302920
OG0016959	jg12568	Np005G316160
OG0016960	jg12570	Np005G316180
OG0016961	jg23789	Np001G000180
OG0016962	jg12660	Np005G317720
OG0016963	jg12685	Np005G318100
OG0016965	jg12780	Np005G319630
OG0016966	jg12785	Np005G319680, Np005G319700
OG0016967	jg12819	Np005G319990
OG0016969	jg12834	Np005G319430
OG0016970	jg8096	Np003G188050
OG0016971	jg20225	Np006G320440
OG0016972	jg20223	Np006G320510
OG0016973	jg20199	Np001G012660
OG0016974	jg20166	Np006G321130
OG0016975	jg20153	Np006G321370
OG0016976	jg20098	Np006G322180
OG0016977	jg20090	Np006G322280
OG0016978	jg20063	Np006G322660
OG0016979	jg20025	Np006G323090
OG0016981	jg19865	Np006G324900
OG0016983	jg19756	Np006G326010
OG0016984	jg19746	Np006G326200
OG0016985	jg19737	Np006G326290
OG0016986	jg15987	Np001G064680
OG0016987	jg19665	Np006G327080
OG0016988	jg19643	Np006G327360
OG0016989	jg19607	Np005G292200, Np006G327880
OG0016990	jg19483	Np006G329340
OG0016991	jg19441	Np006G330030, Np006G329990
OG0016992	jg19429	Np006G330140
OG0016995	jg3850	Np003G125250
OG0016996	jg3869	Np003G125410
OG0016997	jg3884	Np003G125450
OG0016998	jg3886	Np003G125500
OG0016999	jg3889	Np003G125530
OG0017000	jg3908	Np003G125780
OG0017001	jg3911	Np003G125810
OG0017002	jg3936	Np003G126180
OG0017003	jg3949	Np003G126390
OG0017004	jg3950	Np003G126400
OG0017005	jg3974	Np003G126580
OG0017006	jg4011	Np003G126980
OG0017008	jg4154	Np003G128530
OG0017009	jg5826	Np003G147720
OG0017011	jg5902	Np003G148620
OG0017012	jg5895	Np003G148570
OG0017013	jg5960	Np003G149290
OG0017014	jg5973	Np003G149490
OG0017015	jg6042	Np003G150380
OG0017016	jg6086	Np003G150750
OG0017017	jg6113	Np003G150940
OG0017018	jg22930	Np003G152350
OG0017020	jg23279	Np001G006570
OG0017021	jg23334	Np001G005660
OG0017022	jg23348	Np001G005450
OG0017023	jg23392	Np001G005120
OG0017024	jg23400	Np001G004950
OG0017025	jg23489	Np001G003970
OG0017026	jg23502	Np001G003740
OG0017027	jg23510	Np001G003670
OG0017028	jg23523	Np001G003520
OG0017029	jg23524	Np001G003510
OG0017030	jg23562	Np001G002970
OG0017031	jg23570	Np001G002880
OG0017033	jg23603	Np001G002560
OG0017034	jg23611	Np001G002470
OG0017035	jg23622	Np001G002370
OG0017036	jg23624	Np001G002340
OG0017037	jg23663	Np001G001810
OG0017038	jg23692	Np001G001530
OG0017039	jg23578	Np001G001130
OG0017040	jg23735	Np001G000860
OG0017041	jg3405	Np001G000550
OG0017042	jg23783	Np001G000240
OG0017045	jg8211	Np003G189440
OG0017046	jg8117	Np003G188690
OG0017047	jg8144	Np003G188260
OG0017048	jg8148	Np003G188240
OG0017050	jg8095	Np003G188030
OG0017051	jg31290	Np004G210470
OG0017052	jg8017	Np003G187100
OG0017053	jg7963	Np003G186490
OG0017054	jg20768	Np001G040100
OG0017055	jg20830	Np001G040800
OG0017056	jg20842	Np001G040970
OG0017057	jg20843	Np001G040980
OG0017058	jg20856	Np001G041210
OG0017059	jg18354	Np006G357300
OG0017060	jg18252	Np006G355680
OG0017061	jg18247	Np006G355610
OG0017062	jg18212	Np006G355220
OG0017065	jg18096	Np006G347260
OG0017066	jg18044	Np006G351440
OG0017067	jg17944	Np006G360560
OG0017068	jg17873	Np006G360040
OG0017069	jg17846	Np006G359780
OG0017070	jg17836	Np006G359690
OG0017071	jg17803	Np006G359210
OG0017072	jg17766	Np006G358880
OG0017073	jg17762	Np006G358830
OG0017074	jg17707	Np006G358250
OG0017075	jg17578	Np006G361370
OG0017076	jg17541	Np006G361650
OG0017078	jg17437	Np006G362230
OG0017079	jg17432	Np006G362250
OG0017080	jg17373	Np006G362440
OG0017081	jg17362	Np006G362510
OG0017083	jg17307	Np006G362850
OG0017084	jg17294	Np006G362900
OG0017085	jg17249	Np006G363020
OG0017086	jg12653	Np006G363210
OG0017087	jg17192	Np006G363200
OG0017088	jg9699	Np005G277670
OG0017089	jg9701	Np005G277830
OG0017090	jg9704	Np005G277960
OG0017091	jg9715	Np005G278040
OG0017092	jg9716	Np005G278050
OG0017093	jg9720	Np005G278120
OG0017094	jg23929	Np007G424980
OG0017095	jg23931	Np007G424960
OG0017096	jg23919	Np007G425130
OG0017097	jg23913	Np007G425190
OG0017098	jg23891	Np007G425390
OG0017099	jg23884	Np007G425480
OG0017100	jg9814	Np005G279260
OG0017101	jg9802	Np005G279150
OG0017102	jg9788	Np005G278980
OG0017103	jg9764	Np005G278690
OG0017104	jg9781	Np005G278910
OG0017105	jg24018	Np007G423860
OG0017106	jg24026	Np007G423730
OG0017107	jg24101	Np007G423030
OG0017108	jg24111	Np007G422920
OG0017109	jg24114	Np007G422900
OG0017110	jg24150	Np007G422510
OG0017111	jg24164	Np007G422330
OG0017112	jg24187	Np007G422120
OG0017113	jg24211	Np007G421750
OG0017114	jg24263	Np007G421240
OG0017115	jg24344	Np005G318400, Np007G420330
OG0017116	jg24363	Np007G420090, Np007G420100
OG0017118	jg24424, jg24423	Np007G419180
OG0017119	jg24452	Np007G418790
OG0017120	jg24506	Np007G418020
OG0017121	jg24507	Np007G418010
OG0017123	jg24535	Np007G417680
OG0017124	jg24536	Np007G417660
OG0017125	jg24585	Np007G417010
OG0017126	jg24594	Np007G416930
OG0017129	jg24644	Np007G416250
OG0017130	jg24682	Np007G415760
OG0017131	jg24694	Np007G415490
OG0017132	jg24713	Np007G415280
OG0017133	jg24727	Np007G415130
OG0017134	jg24756	Np007G414620
OG0017135	jg24759	Np007G414590
OG0017136	jg24800	Np007G414090
OG0017138	jg19224	Np006G332790
OG0017139	jg19182	Np006G333530, Np006G333490
OG0017140	jg19179	Np006G333560
OG0017142	jg19136	Np006G334160
OG0017143	jg19096	Np006G334330
OG0017144	jg19074	Np006G334620
OG0017145	jg19072	Np006G334640
OG0017146	jg18746	Np006G339540
OG0017147	jg18814	Np006G338480
OG0017148	jg18847	Np006G337980
OG0017149	jg18908	Np006G337100
OG0017150	jg18930	Np006G336840
OG0017151	jg18936	Np006G336780
OG0017152	jg19026	Np006G335430
OG0017153	jg30019	Np004G241030
OG0017154	jg30039	Np004G240760
OG0017155	jg30089	Np004G240250
OG0017157	jg30142	Np004G239600
OG0017158	jg30224	Np004G239170
OG0017159	jg30234	Np004G239050
OG0017160	jg30247	Np004G238930
OG0017161	jg30289	Np004G238380
OG0017162	jg30358	Np004G237530
OG0017163	jg30336	Np004G237770
OG0017164	jg30372	Np004G237290
OG0017165	jg30378	Np004G237230
OG0017166	jg30382	Np004G237190
OG0017167	jg30393	Np004G237020
OG0017168	jg30438	Np004G236570
OG0017169	jg30477	Np004G236060
OG0017170	jg30484	Np004G235930
OG0017172	jg30638	Np004G234500
OG0017173	jg30698	Np004G233900
OG0017174	jg30714	Np004G233680
OG0017175	jg30718	Np004G233600
OG0017176	jg30723	Np004G233510
OG0017177	jg30733	Np004G233350
OG0017178	jg30794	Np004G232470
OG0017179	jg30816	Np004G232040
OG0017180	jg30823	Np004G231950
OG0017181	jg31940	Np004G231750
OG0017182	jg30835	Np004G231730
OG0017184	jg30862	Np004G231080
OG0017185	jg30872	Np004G230950
OG0017186	jg30968	Np004G229210
OG0017187	jg30979	Np004G229100
OG0017188	jg31030	Np004G227840, Np004G227880, Np004G226640
OG0017189	jg31078	Np004G226840
OG0017191	jg31178	Np004G209250
OG0017192	jg31211	Np004G209530
OG0017193	jg31280	Np004G210340
OG0017194	jg31279	Np004G210330
OG0017195	jg31277	Np004G210320
OG0017196	jg10032	Np005G282260
OG0017197	jg19386	Np006G330660
OG0017198	jg9942	Np005G281010
OG0017199	jg9908	Np005G280550
OG0017200	jg9665	Np005G277260
OG0017202	jg17025, jg17026	Np006G364740
OG0017203	jg17055	Np006G364410
OG0017204	jg16922	Np006G365740
OG0017205	jg16895	Np006G366130
OG0017206	jg16797	Np006G367410
OG0017207	jg16749	Np006G367960
OG0017208	jg16691	Np006G368530
OG0017209	jg16680	Np006G368750
OG0017210	jg16633	Np006G369380
OG0017211	jg16621	Np006G369520
OG0017212	jg16571	Np006G369900
OG0017213	jg16566	Np006G370540
OG0017214	jg16553	Np006G370650
OG0017215	jg16524	Np006G356730
OG0017216	jg16521	Np006G371020
OG0017217	jg29950	Np004G241800
OG0017218	jg29888	Np004G242650
OG0017219	jg29826	Np004G243340
OG0017221	jg29748	Np004G244590
OG0017222	jg29745	Np004G244630
OG0017223	jg29702	Np004G245140
OG0017224	jg29585	Np007G414680, Np004G246870
OG0017225	jg29561	Np004G247070
OG0017226	jg29491	Np004G247760
OG0017227	jg29483	Np004G247820
OG0017228	jg29479	Np004G247880
OG0017229	jg29415	Np004G248540
OG0017230	jg29356	Np004G249210
OG0017231	jg29363	Np004G249120
OG0017233	jg29283	Np004G249920
