Orthogroup	Arabidopsis_arenosa	Erysimum_linariifolium
OG0015227	jg10277	El003G162950
OG0015228	jg7682	El001G005790
OG0015229	jg7685	El001G005760
OG0015230	jg7693	El001G005640
OG0015231	jg7695	El001G005620
OG0015232	jg7700	El001G005570
OG0015234	jg7733	El001G005190
OG0015235	jg7760	El001G004960
OG0015236	jg7786	El001G004710
OG0015237	jg20729	El007G360910
OG0015238	jg20672	El007G361430
OG0015240	jg20661	El007G361580
OG0015241	jg20562	El007G363200
OG0015242	jg20524	El007G363760
OG0015243	jg20507	El007G363980
OG0015244	jg20500	El007G364050
OG0015246	jg2999	El004G225930
OG0015247	jg20484	El007G364260
OG0015248	jg20483	El007G364270
OG0015249	jg33700	El002G140400
OG0015251	jg20435	El007G364930
OG0015252	jg20427	El007G365020
OG0015253	jg28654	El002G085220
OG0015254	jg21796	El007G342700
OG0015255	jg20358	El007G366020
OG0015256	jg11915	El003G182530
OG0015257	jg11943	El003G183080
OG0015258	jg20302	El007G366530
OG0015259	jg20303	El007G366510
OG0015260	jg11961	El003G183390
OG0015261	jg26969	El005G269530
OG0015262	jg11970	El003G183470
OG0015263	jg27011	El005G269980
OG0015264	jg11980	El003G183540
OG0015265	jg11661	El003G179630
OG0015266	jg26879	El005G268930
OG0015267	jg10065	El003G160620
OG0015268	jg11623	El003G179060
OG0015269	jg26823	El005G268280
OG0015270	jg26822	El005G268270
OG0015271	jg11546	El003G177960
OG0015272	jg11463	El003G177070
OG0015273	jg11447	El003G176800
OG0015274	jg11403	El003G176100
OG0015275	jg11391	El003G175990
OG0015276	jg11347	El003G175210
OG0015277	jg11322	El003G175030
OG0015278	jg11321	El003G175000
OG0015279	jg26561	El005G263980
OG0015280	jg11254	El003G174170
OG0015281	jg11172	El003G172980
OG0015282	jg26350	El005G259790
OG0015283	jg12569	El003G189880
OG0015284	jg12606	El003G190490
OG0015285	jg12634	El003G190830
OG0015286	jg12637	El003G190880
OG0015287	jg12658	El003G191280
OG0015288	jg12701	El003G191840
OG0015289	jg12758	El003G192600
OG0015290	jg27039	El005G270160
OG0015291	jg20221	El006G279740
OG0015292	jg20214	El006G279820
OG0015293	jg20211	El007G348520
OG0015295	jg20193	El006G280030
OG0015296	jg20191	El006G280050
OG0015297	jg20190	El006G280060
OG0015298	jg20175	El006G280210
OG0015299	jg20174	El006G280220
OG0015300	jg20167	El006G280260
OG0015301	jg19370	El006G288500
OG0015302	jg20162	El006G280300
OG0015304	jg20114	El006G280830
OG0015305	jg20097	El006G280990
OG0015306	jg20095	El006G281010
OG0015307	jg20076	El006G281200
OG0015308	jg20071	El006G281260
OG0015309	jg20060	El006G281440
OG0015310	jg20047	El006G281560
OG0015311	jg20037	El006G281720
OG0015312	jg20003	El006G282070
OG0015313	jg19985	El006G282400
OG0015314	jg19956	El006G282760
OG0015315	jg19955	El006G282770
OG0015316	jg19953, jg27438	El006G282790
OG0015317	jg19930	El006G283050
OG0015318	jg19911	El006G283170
OG0015319	jg19909	El006G283190
OG0015320	jg19906	El006G283220
OG0015321	jg19902	El006G283300
OG0015322	jg19871	El006G283430
OG0015323	jg19868	El006G283460
OG0015324	jg19856	El006G283580
OG0015325	jg19848	El006G283680
OG0015326	jg19830	El006G283970
OG0015327	jg19786	El006G284380
OG0015328	jg19758	El006G284710
OG0015329	jg19747	El006G284820
OG0015330	jg19706	El006G285170
OG0015331	jg19692	El006G285310
OG0015332	jg19680	El006G285410
OG0015333	jg19676	El006G285440
OG0015334	jg19651	El006G285640
OG0015335	jg19631	El006G285810
OG0015336	jg19620	El006G285930
OG0015337	jg19614	El006G286000
OG0015338	jg19606	El006G286130
OG0015339	jg19593	El006G286240
OG0015340	jg19592	El006G286250
OG0015341	jg19582	El006G286340
OG0015342	jg19575	El006G286420
OG0015343	jg19549	El006G286650
OG0015344	jg19492	El006G287210
OG0015345	jg19526	El006G286900
OG0015346	jg19438	El006G287830
OG0015347	jg3864	El001G081720
OG0015348	jg3865	El001G081710
OG0015349	jg3903	El001G081370
OG0015350	jg3907	El001G081330
OG0015351	jg3925	El001G081180
OG0015352	jg3930	El001G081140
OG0015353	jg3934	El001G081070
OG0015354	jg3948	El001G080930
OG0015355	jg3960	El001G080850
OG0015356	jg3999	El001G080260
OG0015357	jg4006	El001G080190
OG0015358	jg4040	El001G079870
OG0015359	jg4042, jg3741	El001G079840
OG0015360	jg4044	El001G079810
OG0015361	jg4059	El001G079600
OG0015362	jg22011	El007G340360
OG0015363	jg4080	El001G079360
OG0015364	jg4083	El001G079320
OG0015365	jg4110	El001G079030
OG0015366	jg4805	El001G072200
OG0015367	jg4114	El001G078980
OG0015368	jg4126	El001G078850
OG0015369	jg4131	El001G078790
OG0015370	jg4137	El001G078720
OG0015372	jg4178	El001G078260
OG0015373	jg4179	El001G078250
OG0015374	jg5797	El001G060960
OG0015375	jg5888	El001G059910
OG0015376	jg5876	El001G060030
OG0015377	jg5949	El001G059200
OG0015378	jg5956	El001G059140
OG0015379	jg9676	El003G156380
OG0015380	jg5966	El001G059030
OG0015381	jg5971	El001G058970
OG0015382	jg5986	El001G058780
OG0015383	jg6007	El001G058530
OG0015384	jg6014	El001G058410
OG0015385	jg6038	El001G058230
OG0015386	jg6052	El001G058100
OG0015387	jg6057	El001G058030
OG0015388	jg6096	El001G057590
OG0015389	jg23014	El007G330180
OG0015390	jg22998	El007G330360
OG0015391	jg22995	El007G330390
OG0015393	jg2254	El004G217400
OG0015394	jg22944	El007G330900
OG0015395	jg22920	El007G331130
OG0015396	jg22913	El007G331200
OG0015397	jg22873	El007G331750
OG0015398	jg22833	El007G332160
OG0015399	jg22878	El007G331700
OG0015400	jg22853	El007G331940
OG0015401	jg23281	El007G327480
OG0015402	jg23300	El007G327320
OG0015404	jg23308	El007G327210
OG0015405	jg23309	El007G327200
OG0015406	jg23311	El007G327180
OG0015407	jg23314	El007G327160
OG0015408	jg23315	El007G327150
OG0015409	jg23336	El007G326930
OG0015410	jg23377	El007G326630
OG0015411	jg23385	El007G326590
OG0015412	jg19018	El006G291800
OG0015413	jg23412	El007G326270
OG0015414	jg23423	El007G326140
OG0015415	jg23425	El007G326120
OG0015416	jg23428	El007G326100
OG0015417	jg23445	El007G325990
OG0015418	jg23449	El007G325950
OG0015419	jg23455	El007G325900
OG0015420	jg23464	El007G325820
OG0015421	jg23470	El007G325760
OG0015422	jg23490	El007G325480
OG0015423	jg23495	El007G325430
OG0015424	jg23525	El007G325090
OG0015425	jg23540	El007G324920
OG0015426	jg23553	El007G324740
OG0015427	jg23565	El007G324590
OG0015428	jg23574	El007G324510
OG0015430	jg23610	El007G324150
OG0015431	jg23612	El007G324090
OG0015432	jg23618	El007G323970
OG0015433	jg23625	El007G323890
OG0015434	jg23630	El007G323840
OG0015435	jg23635	El007G323790
OG0015436	jg23647	El007G323660
OG0015437	jg23648	El007G323650
OG0015438	jg23652	El007G323570
OG0015439	jg23679	El007G323310
OG0015440	jg17128	El006G314440
OG0015441	jg23702	El007G323100
OG0015442	jg23706	El007G323070
OG0015443	jg23723	El007G322800
OG0015444	jg21596	El007G322610
OG0015445	jg23741	El007G322580
OG0015446	jg23752	El007G322460
OG0015447	jg23763	El007G322350
OG0015448	jg23770	El007G322290
OG0015449	jg23775	El007G322230
OG0015450	jg23779	El007G322170
OG0015451	jg23790	El007G322050
OG0015452	jg23801	El007G321920
OG0015453	jg8239	El001G000100
OG0015454	jg8167	El001G000840
OG0015455	jg8194	El001G000590
OG0015456	jg8213	El001G000440
OG0015457	jg8111	El001G001030
OG0015459	jg8125	El001G001180
OG0015460	jg8131	El001G001240
OG0015461	jg8141	El001G001330
OG0015462	jg8068	El001G001910
OG0015464	jg8035	El001G002240
OG0015465	jg8026	El001G002360
OG0015466	jg7967	El001G003030
OG0015467	jg7953	El001G003180
OG0015468	jg7951	El001G003200
OG0015469	jg7948	El001G003210
OG0015470	jg23506	El007G325300
OG0015471	jg7877	El001G003560
OG0015472	jg20769	El007G360340
OG0015473	jg20775	El007G360250
OG0015474	jg20777	El007G360230
OG0015475	jg20778	El007G360220
OG0015476	jg20794	El007G360010
OG0015477	jg20803	El007G359870
OG0015478	jg20807	El007G359840
OG0015479	jg20820	El007G359720
OG0015480	jg20826	El007G359690
OG0015481	jg20831	El007G359670
OG0015482	jg20867	El007G359040
OG0015483	jg18295	El006G300000
OG0015484	jg18376	El006G299110
OG0015485	jg18336	El006G299500
OG0015486	jg18282	El006G300130
OG0015487	jg18276	El006G300200
OG0015488	jg18275	El006G300220
OG0015489	jg18259	El006G300370
OG0015490	jg18205	El006G300980
OG0015491	jg18194	El006G301110
OG0015492	jg18193	El006G301120
OG0015493	jg18139	El006G301740
OG0015494	jg18073	El006G302370
OG0015495	jg18059	El006G302580
OG0015496	jg18031	El006G302930
OG0015497	jg17903	El006G304150
OG0015498	jg17860	El006G304500
OG0015499	jg17842	El006G304860
OG0015500	jg17833	El006G304930
OG0015501	jg17829	El006G304980
OG0015502	jg17793	El006G305420
OG0015503	jg17773	El006G305610
OG0015504	jg17768	El006G305670
OG0015505	jg17765	El006G305700
OG0015506	jg17761	El006G305780
OG0015507	jg17758	El006G305810
OG0015508	jg17721	El006G306140
OG0015509	jg17573	El006G308210
OG0015510	jg17575	El006G308140
OG0015511	jg17591	El006G307970
OG0015512	jg17613	El006G307490
OG0015513	jg17620, jg17621, jg17625	El006G307430
OG0015514	jg17645	El006G307180
OG0015515	jg17534	El006G309220
OG0015516	jg17525	El006G309230
OG0015517	jg17451	El006G309910
OG0015518	jg17444	El006G309960
OG0015519	jg17515	El006G309400
OG0015520	jg17426	El006G310960
OG0015521	jg19517	El006G286980
OG0015522	jg29124	El002G090320
OG0015523	jg8237	El001G000120
OG0015524	jg17375	El006G311360
OG0015525	jg17358	El001G077220
OG0015526	jg17323	El006G312420
OG0015527	jg17316	El006G312500
OG0015528	jg17312	El007G364010
OG0015529	jg17302	El006G312760
OG0015530	jg17293	El006G312810
OG0015531	jg17242	El006G313220
OG0015532	jg17215	El006G313560
OG0015533	jg17185	El006G313710
OG0015534	jg9708	El003G156790
OG0015535	jg23945	El005G235520
OG0015536	jg23938	El005G235440
OG0015537	jg23912	El005G235140
OG0015538	jg23904	El005G235100
OG0015539	jg31332	El002G113740
OG0015540	jg23894	El005G235010
OG0015541	jg23889	El005G234960
OG0015542	jg23885	El005G234900, El002G097550
OG0015543	jg26071	El005G256850
OG0015545	jg3808	El001G082290
OG0015546	jg24770	El006G316860
OG0015547	jg3811	El001G082260
OG0015548	jg3816	El001G082230
OG0015549	jg3817	El001G082220
OG0015550	jg18069	El006G302400
OG0015551	jg3819	El001G082200
OG0015552	jg3829	El001G082110
OG0015553	jg3832	El001G082090
OG0015554	jg3833	El001G082080
OG0015555	jg9795	El003G157870
OG0015556	jg9771	El003G157530
OG0015557	jg23982	El005G235940
OG0015558	jg23988	El005G235990
OG0015559	jg24016	El005G236250
OG0015560	jg24017	El005G236260
OG0015561	jg24019	El005G236280
OG0015562	jg24024	El005G236350
OG0015563	jg24044	El005G236450
OG0015564	jg24045	El005G236460
OG0015565	jg24060	El005G236600
OG0015566	jg24084	El005G236880
OG0015567	jg24090	El005G236930
OG0015568	jg24092	El005G236960
OG0015569	jg24104	El005G237070
OG0015570	jg24118	El005G237210
OG0015571	jg24126	El005G237290
OG0015572	jg24129	El005G237300
OG0015573	jg24159	El005G237560
OG0015574	jg24196	El005G237840
OG0015575	jg24215	El005G238090
OG0015576	jg24223	El005G238200
OG0015577	jg24244	El005G238440
OG0015578	jg24280	El005G238740
OG0015579	jg24306	El005G238870
OG0015580	jg24314	El005G238960
OG0015581	jg24360	El005G239500
OG0015583	jg24411	El005G240020
OG0015584	jg24427	El005G240160
OG0015585	jg24456	El005G240420
OG0015587	jg24476	El005G240590
OG0015588	jg24477	El005G240600
OG0015589	jg24490	El005G240690
OG0015590	jg24498	El005G240760
OG0015592	jg24572	El005G241550
OG0015593	jg24578	El005G241610
OG0015594	jg24634	El005G242130
OG0015595	jg24645	El005G242240
OG0015596	jg25224	El005G248490
OG0015597	jg24654	El005G242300
OG0015598	jg24656	El005G242320
OG0015599	jg24665	El005G242400
OG0015600	jg24667	El005G242420
OG0015601	jg24684	El005G242580
OG0015602	jg24688, jg24276	El005G242630
OG0015603	jg24703	El005G242780
OG0015604	jg24710	El005G242860
OG0015605	jg24722	El005G243000
OG0015606	jg24725	El005G243080
OG0015607	jg24728	El005G243110
OG0015609	jg24743	El005G243310
OG0015610	jg24744	El005G243320
OG0015611	jg24758	El005G243470
OG0015612	jg24813	El005G244110
OG0015613	jg24817	El005G244130
OG0015614	jg19280	El006G289300
OG0015615	jg19277	El006G289310
OG0015616	jg19249	El006G289590
OG0015617	jg19227	El006G289810
OG0015618	jg19222	El006G289860
OG0015619	jg19187	El006G290190
OG0015620	jg19185	El006G290210
OG0015621	jg19135	El006G290830
OG0015622	jg19161	El006G290510
OG0015623	jg19093	El006G290940
OG0015624	jg19088	El006G291010
OG0015625	jg19083	El006G291060
OG0015626	jg18725	El006G295020
OG0015627	jg18763	El006G294540
OG0015628	jg25191	El005G248160
OG0015629	jg18772	El006G294410
OG0015630	jg18798	El006G294120
OG0015631	jg18820	El006G293760
OG0015632	jg18840	El006G293560
OG0015633	jg18843	El006G293540
OG0015634	jg18856	El006G293430
OG0015635	jg18855	El006G293440
OG0015636	jg26882	El005G268980
OG0015637	jg18865	El006G293310
OG0015638	jg18871	El006G293270
OG0015639	jg18873	El006G293230
OG0015640	jg18883	El006G293130
OG0015641	jg18910	El006G292830
OG0015642	jg18922	El006G292680
OG0015643	jg18924	El006G292660
OG0015644	jg19048	El006G291530
OG0015645	jg19042	El006G291600
OG0015646	jg19039	El006G291630
OG0015647	jg18986	El006G292080
OG0015648	jg18982	El006G292120
OG0015649	jg18975	El006G292190
OG0015651	jg18711	El006G295200
OG0015652	jg30056	El002G099730
OG0015653	jg30062	El002G099770
OG0015654	jg30097	El002G100130
OG0015655	jg30114	El002G100270
OG0015656	jg30130	El002G100430
OG0015657	jg30147	El002G100630
OG0015658	jg30219	El002G101010
OG0015659	jg30229	El002G101160
OG0015660	jg30249	El002G101350
OG0015661	jg30274	El002G101610
OG0015662	jg30273	El002G101600
OG0015663	jg30271	El002G101580
OG0015664	jg30267	El002G101540
OG0015665	jg30262	El002G101470
OG0015666	jg30283	El002G101700
OG0015667	jg30299	El002G101880
OG0015668	jg30348	El002G102380
OG0015669	jg30340	El002G102320
OG0015670	jg30338	El002G102300
OG0015671	jg30326	El002G102130
OG0015672	jg3014	El004G226100
OG0015673	jg30391	El002G102870
OG0015674	jg30408	El002G102990
OG0015675	jg30413	El002G103040
OG0015676	jg30422	El002G103200
OG0015677	jg30433	El002G103330
OG0015678	jg30437	El002G103370
OG0015679	jg30457	El002G103600
OG0015680	jg30460	El002G103630
OG0015681	jg30463	El002G103660
OG0015682	jg30471	El002G103730
OG0015683	jg30541	El002G104450
OG0015684	jg30590, jg30593	El002G104880
OG0015685	jg30596	El002G104920
OG0015686	jg30604	El002G105010
OG0015687	jg30632	El002G105230
OG0015688	jg30648	El002G105450
OG0015689	jg30704	El002G106020
OG0015690	jg30712	El002G106090
OG0015691	jg30713	El002G106110
OG0015692	jg30725	El002G106210
OG0015693	jg30730	El002G106250
OG0015694	jg30732	El002G106270
OG0015697	jg30780	El002G107130
OG0015698	jg30809	El002G107550
OG0015699	jg30821	El002G107720
OG0015700	jg30830	El002G107800
OG0015701	jg30842	El002G107970
OG0015702	jg30852	El002G108140
OG0015703	jg30853	El002G108150
OG0015704	jg30861	El002G108220
OG0015705	jg30871	El002G108380
OG0015706	jg30880	El002G108480
OG0015707	jg30912	El002G108730
OG0015709	jg30969	El002G109360
OG0015710	jg30983	El002G109500
OG0015711	jg29056	El002G089490
OG0015712	jg31079	El002G111440
OG0015714	jg31111	El002G111130
OG0015715	jg2488	El004G220130
OG0015716	jg31135	El002G110840
OG0015717	jg2453	El004G219640
OG0015718	jg31151	El002G111810
OG0015719	jg31163	El002G111950
OG0015720	jg31174	El002G112050
OG0015721	jg31210	El002G112440
OG0015722	jg31232	El002G112660
OG0015723	jg31236	El002G112700
OG0015724	jg30532	El002G104370
OG0015725	jg32659	El002G128440
OG0015726	jg32658	El002G128410
OG0015727	jg31274	El002G113100
OG0015728	jg10060	El003G160570
OG0015729	jg10053	El003G160500
OG0015730	jg10042	El003G160380
OG0015731	jg10029	El003G160240
OG0015732	jg10024	El003G160190
OG0015733	jg10017	El003G160110
OG0015734	jg17132	El006G314400
OG0015735	jg10004, jg10002	El003G160010
OG0015736	jg9998	El003G159970
OG0015737	jg9992	El003G159890
OG0015738	jg9991	El003G159880
OG0015740	jg9967	El003G159560
OG0015741	jg9958	El003G159510
OG0015742	jg9941	El003G159320
OG0015743	jg9930	El003G159170
OG0015744	jg9912	El003G158970
OG0015745	jg9920	El003G159060
OG0015746	jg9922	El003G159080
OG0015747	jg20680, jg21869	El007G341830
OG0015748	jg29208	El002G091180
OG0015749	jg9664	El003G156260
OG0015750	jg9673	El003G156350
OG0015751	jg17086	El006G315080
OG0015752	jg17011	El006G316070
OG0015753	jg17023	El006G315990
OG0015754	jg16958	El006G316750
OG0015755	jg16848	El006G317960
OG0015756	jg16828	El006G318260
OG0015757	jg16807	El006G318440
OG0015758	jg16798	El006G318550
OG0015759	jg16790	El006G318650
OG0015760	jg9662	El003G156240
OG0015761	jg16756	El006G318950
OG0015762	jg16717	El006G319290
OG0015763	jg16684	El006G319630
OG0015764	jg15373	El001G025130
OG0015765	jg16671	El006G319820
OG0015766	jg16634	El006G320270
OG0015767	jg16624	El006G320360
OG0015768	jg16623	El006G320370
OG0015769	jg16586	El006G320640
OG0015770	jg16579	El006G320700
OG0015771	jg16570	El006G321060
OG0015772	jg16517	El006G321560
OG0015773	jg16507	El006G321660
OG0015774	jg16504	El006G321680
OG0015775	jg13226	El006G321790
OG0015776	jg29933	El002G098540
OG0015777	jg29914	El002G098320
OG0015778	jg29903	El002G098210
OG0015779	jg29902	El002G098200
OG0015780	jg29900	El002G098180
OG0015781	jg29893	El002G098100
OG0015782	jg29874	El002G097890
OG0015783	jg29870	El002G097840
OG0015784	jg29849	El002G097480
OG0015785	jg29858	El002G097530
OG0015786	jg29832	El002G097320
OG0015787	jg29818	El002G097190
OG0015788	jg29785	El002G096870
OG0015790	jg29778	El002G096780
OG0015791	jg29755	El002G096540
OG0015793	jg29700	El002G096060
OG0015794	jg29692	El002G095960
OG0015796	jg29682	El002G095840
OG0015797	jg29667	El002G095720
OG0015798	jg29668	El002G095730
OG0015799	jg29647	El002G095490
OG0015800	jg29616	El002G095120
OG0015801	jg29606	El002G094970
OG0015802	jg29590	El002G094810
OG0015803	jg769	El004G199120
OG0015804	jg29563	El002G094650
OG0015805	jg29536	El002G094370
OG0015806	jg29496	El002G093950
OG0015807	jg29488	El002G093900
OG0015808	jg29484	El002G093870
OG0015809	jg29472	El002G093760
OG0015810	jg29449	El002G093550
OG0015811	jg29445	El002G093510
OG0015812	jg29424	El002G093350
OG0015813	jg29404, jg29407	El002G093210
OG0015814	jg29353	El002G092630
OG0015815	jg29355	El002G092650
OG0015816	jg29360	El002G092810
OG0015817	jg29364	El002G092860
OG0015818	jg29382	El002G093030
OG0015819	jg29338	El002G092480
OG0015820	jg29310	El002G092260
OG0015821	jg29309	El002G092250
OG0015822	jg29292	El002G092080
OG0015823	jg29286	El002G092000
OG0015824	jg29284	El002G091980
OG0015825	jg29274	El002G091880
OG0015826	jg29261	El002G091780
OG0015827	jg29238	El002G091520
OG0015828	jg29222	El002G091320
OG0015829	jg29230	El002G091410
OG0015830	jg29175	El002G090820
OG0015831	jg29126	El002G090340
OG0015832	jg29128	El002G090360
OG0015833	jg13899	El001G046660
OG0015834	jg29108	El002G090100
OG0015835	jg29086	El002G089820
OG0015836	jg29058	El002G089510
OG0015837	jg29053	El002G089430
OG0015838	jg29049	El002G089370
OG0015839	jg29006	El002G088930
OG0015840	jg29031	El002G089230
OG0015841	jg29029	El002G089210
OG0015842	jg29019	El002G089090
OG0015843	jg29017	El002G089060
OG0015844	jg29003	El002G088900
OG0015845	jg29002	El002G088890
OG0015846	jg29000	El002G088870
OG0015847	jg28995	El002G088820
OG0015848	jg28944	El002G088300
OG0015849	jg28933	El002G107330, El002G088150
OG0015850	jg21381	El007G348760
OG0015851	jg28932	El002G088140
OG0015852	jg28930	El002G088120
OG0015853	jg28882	El002G087650
OG0015854	jg28876	El002G087600
OG0015855	jg28847	El002G087260
OG0015856	jg28845	El002G087240
OG0015857	jg28837	El002G087180
OG0015858	jg28829	El002G087100
OG0015859	jg28824	El002G087070
OG0015860	jg28820	El002G087060
OG0015861	jg28812	El002G086970
OG0015862	jg28776	El002G086590
OG0015863	jg5931	El001G059370
OG0015864	jg28722	El002G085890
OG0015865	jg28719	El002G085860
OG0015866	jg28718	El002G085850
OG0015867	jg28671	El002G085400
OG0015868	jg28699	El002G085640
OG0015869	jg28657	El002G085260
OG0015870	jg28656	El002G085240
OG0015871	jg28655	El002G085230
OG0015872	jg28640	El002G085080
OG0015873	jg28624	El002G084890
OG0015874	jg28593	El002G084530
OG0015875	jg28580	El002G084400
OG0015876	jg28571	El002G084290
OG0015877	jg28547	El002G084080
OG0015878	jg28556	El002G084180
OG0015879	jg28539	El002G084010
OG0015880	jg28538	El002G083990
OG0015881	jg28500	El002G083580
OG0015882	jg28482	El002G083410
OG0015883	jg28448	El003G180190, El002G083010
OG0015884	jg28443	El002G082960
OG0015885	jg28434	El002G082790
OG0015886	jg28433	El002G082780
OG0015887	jg28432	El002G082770
OG0015888	jg28429	El002G082720
OG0015889	jg28426	El002G082690
OG0015890	jg28422	El002G082670
OG0015891	jg28414	El002G082580
OG0015892	jg28405	El002G082500
OG0015893	jg28398	El002G082430
OG0015894	jg5200	El001G067730
OG0015895	jg5277	El001G066930
OG0015896	jg5260	El001G067080
OG0015897	jg5238	El001G067320
OG0015898	jg5229	El001G067420
OG0015899	jg5222	El001G067490
OG0015900	jg5288	El001G066820
OG0015901	jg5297	El001G066730
OG0015902	jg5301	El001G066700
OG0015903	jg5376	El001G065930
OG0015904	jg5369	El001G066010
OG0015905	jg5360	El001G066090
OG0015906	jg5355	El001G066170
OG0015907	jg5342	El001G066310
OG0015908	jg5417	El001G065440
OG0015910	jg24072	El005G236710
OG0015911	jg5438	El001G065200
OG0015913	jg5490	El001G064330
OG0015914	jg5511	El001G064140
OG0015915	jg5517	El001G064080
OG0015916	jg5521	El001G064030
OG0015917	jg5551	El001G063740
OG0015918	jg5571	El001G063580
OG0015919	jg5569	El001G063600
OG0015920	jg5579	El001G063500
OG0015921	jg5590	El001G063300
OG0015922	jg5598	El001G063230
OG0015923	jg5600	El001G063200
OG0015924	jg5629	El001G062800
OG0015925	jg5631	El001G062700
OG0015926	jg5663	El001G062450
OG0015927	jg5664	El001G062440
OG0015928	jg5683	El001G062310
OG0015929	jg5685	El001G062280
OG0015930	jg29224	El002G091340
OG0015931	jg5713	El001G061980
OG0015932	jg5728	El001G061780
OG0015933	jg5729	El001G061770
OG0015934	jg5737	El001G061660
OG0015935	jg5769	El001G061240
OG0015936	jg6535	El001G051510
OG0015937	jg6570	El001G051080
OG0015938	jg6579	El001G050890
OG0015939	jg6580	El001G050880
OG0015940	jg6624	El001G049950
OG0015941	jg6646	El001G049630
OG0015942	jg6662	El001G049380
OG0015943	jg6663	El001G049370
OG0015945	jg21603	El007G345230
OG0015946	jg14705	El001G018480
OG0015947	jg21598	El007G345260
OG0015948	jg9823	El003G158160
OG0015949	jg21519	El007G346280
OG0015950	jg21445	El007G347410
OG0015951	jg21383	El007G348740
OG0015952	jg21364	El007G349380
OG0015953	jg21376	El007G348980
OG0015954	jg5515	El001G064100
OG0015955	jg4507	El001G075000
OG0015956	jg4514	El001G074940
OG0015957	jg5195	El001G067790
OG0015958	jg5194	El001G067800
OG0015959	jg4500	El001G075100
OG0015960	jg4433, jg4457	El001G075370
OG0015961	jg21291	El006G317870
OG0015962	jg32639	El002G128100
OG0015963	jg21298	El007G350660
OG0015964	jg4409	El001G075590
OG0015965	jg4393	El001G075900
OG0015966	jg4375	El001G076070
OG0015967	jg4370	El001G076130
OG0015968	jg4351	El001G076260
OG0015969	jg4349	El001G076280
OG0015970	jg4348	El001G076290
OG0015971	jg4337	El001G076430
OG0015972	jg4335	El001G076450
OG0015973	jg4332	El001G076500
OG0015974	jg4328	El001G076530
OG0015975	jg4326	El001G076560
OG0015976	jg4292	El001G076910
OG0015977	jg25537	El005G251560
OG0015978	jg4278	El001G077060
OG0015979	jg4271	El001G077140
OG0015980	jg4263	El001G077250
OG0015981	jg4238	El001G077600
OG0015982	jg30228	El002G101150
OG0015983	jg4210	El001G077940
OG0015984	jg4203	El001G078000
OG0015985	jg4191	El001G078100
OG0015986	jg6498	El001G051820
OG0015987	jg6496	El001G051840
OG0015988	jg6494	El001G051860
OG0015989	jg6487	El001G052190
OG0015990	jg6409	El001G053040
OG0015991	jg6392	El001G053520
OG0015992	jg6366	El001G054320
OG0015993	jg6359	El001G054470
OG0015994	jg6352	El001G054520
OG0015995	jg6342	El001G054730
OG0015996	jg6292	El001G055540
OG0015997	jg6296	El001G055510
OG0015998	jg6313	El001G055290
OG0015999	jg6314	El001G055280
OG0016000	jg6266	El001G055800
OG0016001	jg6262	El001G055850
OG0016002	jg6237	El001G056160
OG0016003	jg6234	El001G056190
OG0016004	jg6223	El001G056320
OG0016005	jg26943	El005G269420
OG0016006	jg6200	El001G056520
OG0016007	jg6193	El001G056600
OG0016008	jg6157	El001G057000
OG0016009	jg6144	El001G057110
OG0016010	jg23036	El007G329960
OG0016011	jg23038	El007G329940
OG0016012	jg13383	El001G041380
OG0016013	jg23056	El007G329750
OG0016014	jg23081	El007G329460
OG0016015	jg23083	El007G329440
OG0016016	jg23106	El007G329210
OG0016017	jg23115	El007G329090
OG0016018	jg23149	El007G328690
OG0016019	jg23157	El007G328640
OG0016020	jg23172	El007G328470
OG0016021	jg23184	El007G328380
OG0016022	jg23185	El007G328370
OG0016023	jg23209	El007G328090
OG0016024	jg23217	El007G328010
OG0016025	jg23229	El007G327860
OG0016026	jg23249	El007G327730
OG0016027	jg23262	El007G327640
OG0016028	jg23274	El007G327510
OG0016029	jg22791	El007G332660
OG0016030	jg22775	El007G332820
OG0016031	jg22767	El007G332920
OG0016032	jg22766	El007G332930
OG0016033	jg22760	El007G333000
OG0016034	jg22757	El006G304230, El007G333040
OG0016035	jg22730	El007G333300
OG0016036	jg22728	El007G333320
OG0016037	jg15015	El001G021570
OG0016038	jg15008	El001G021490
OG0016039	jg14988	El001G021320
OG0016040	jg14951	El001G020900
OG0016041	jg14910	El001G020530
OG0016042	jg14905	El001G020490
OG0016043	jg14900	El001G020440
OG0016044	jg14888	El001G020320
OG0016045	jg14878	El001G020210
OG0016046	jg14862	El001G020060
OG0016047	jg14827, jg14828	El001G019620
OG0016049	jg14814	El001G019510
OG0016050	jg6316	El001G055260
OG0016051	jg14772	El001G019210
OG0016052	jg14740	El001G018830
OG0016053	jg14726	El001G018650
OG0016054	jg14725	El001G018630
OG0016055	jg31531	El002G115940
OG0016056	jg14660	El001G018070
OG0016057	jg14657	El001G018040
OG0016058	jg14652	El001G018000
OG0016059	jg14646	El001G017920
OG0016060	jg14638	El001G017840
OG0016061	jg14631	El001G017790
OG0016062	jg23263	El007G327620
OG0016063	jg14624	El001G017710
OG0016064	jg14618	El001G017670
OG0016065	jg14602	El001G017520
OG0016066	jg14595	El001G017460
OG0016067	jg14589	El001G017370
OG0016068	jg14583	El001G017290
OG0016069	jg14574	El001G017210
OG0016070	jg19896	El001G017130
OG0016071	jg14565	El001G017120
OG0016072	jg14537	El001G016840
OG0016073	jg14533	El001G016780
