Orthogroup	Arabidopsis_arenosa	Cardamine_glauca
OG0013763	jg24520	Cg004G121790
OG0013764	jg24522	Cg004G121810
OG0013765	jg24549	Cg004G122130
OG0013766	jg24574	Cg004G122340
OG0013767	jg24589	Cg004G122450
OG0013768	jg24614	Cg004G122710
OG0013769	jg27037	Cg004G145000
OG0013770	jg24626	Cg004G122830
OG0013771	jg24666	Cg004G123210
OG0013772	jg24693	Cg004G123480
OG0013773	jg7474	Cg003G082700
OG0013774	jg24730	Cg004G123840
OG0013775	jg24732	Cg004G123860
OG0013776	jg24757	Cg004G124090
OG0013777	jg24764	Cg004G124140
OG0013778	jg24781	Cg004G124330
OG0013779	jg24806	Cg004G124560
OG0013780	jg19298	Cg005G165720
OG0013781	jg19261	Cg005G165990
OG0013782	jg19248	Cg005G166080
OG0013783	jg15538	Cg002G050500
OG0013784	jg19225	Cg005G166280
OG0013785	jg19196	Cg005G166500
OG0013786	jg19188	Cg005G166600
OG0013787	jg19180	Cg005G166670
OG0013788	jg19177	Cg005G166700
OG0013789	jg19127	Cg005G167010
OG0013790	jg19137	Cg005G167110
OG0013791	jg19098, jg19140	Cg005G167120
OG0013792	jg19089	Cg005G167210
OG0013793	jg17789	Cg005G179040
OG0013794	jg19079	Cg005G167300
OG0013795	jg19069	Cg005G167410
OG0013796	jg19056	Cg005G167580
OG0013798	jg18760	Cg005G170290
OG0013799	jg18793	Cg005G169970
OG0013800	jg18804	Cg005G169880
OG0013801	jg18815	Cg005G169800
OG0013802	jg18824	Cg005G169740
OG0013803	jg18830	Cg005G169660
OG0013804	jg18839	Cg005G169590
OG0013805	jg18846	Cg005G169510
OG0013806	jg18878	Cg005G169210
OG0013807	jg18914, jg6867	Cg005G168920
OG0013808	jg18916	Cg005G168900
OG0013809	jg18928	Cg005G168800
OG0013810	jg18974	Cg005G168330
OG0013811	jg18973	Cg005G168340
OG0013812	jg18968	Cg005G168370
OG0013813	jg11880	Cg001G033120
OG0013814	jg18710	Cg005G170780
OG0013816	jg30010	Cg006G230650
OG0013817	jg30115	Cg006G229680
OG0013818	jg30137	Cg006G229440
OG0013819	jg30139	Cg006G229420
OG0013820	jg30146	Cg006G229350
OG0013821	jg30166, jg30155, jg30178	Cg006G229250
OG0013822	jg30189, jg30202	Cg006G229140
OG0013823	jg29828	Cg006G232330
OG0013824	jg30240	Cg006G228790
OG0013825	jg30256	Cg006G228660
OG0013826	jg30257	Cg006G228650
OG0013828	jg30265	Cg006G228570
OG0013829	jg30300	Cg006G228230
OG0013830	jg30312	Cg006G228120
OG0013831	jg30349	Cg006G227790
OG0013832	jg30332	Cg006G227910
OG0013833	jg30325	Cg006G228020
OG0013834	jg30323	Cg006G228050
OG0013835	jg30362	Cg006G227660
OG0013836	jg30383	Cg006G227440
OG0013837	jg30436	Cg006G226900
OG0013838	jg30440	Cg006G226860
OG0013839	jg30443	Cg006G226850
OG0013840	jg30451	Cg006G226770
OG0013841	jg30455	Cg006G226700
OG0013842	jg30464	Cg006G226600
OG0013843	jg30485	Cg006G226430
OG0013844	jg30488	Cg006G226400
OG0013845	jg30506	Cg006G226180
OG0013846	jg30514	Cg006G226090
OG0013847	jg30533	Cg006G225910
OG0013848	jg30588	Cg006G225500
OG0013849	jg30626	Cg006G225200
OG0013850	jg30643	Cg006G225000
OG0013851	jg30681	Cg006G224680
OG0013852	jg30689	Cg006G224590
OG0013853	jg30691	Cg006G224580
OG0013854	jg30703	Cg006G224450
OG0013855	jg30707	Cg006G224410
OG0013856	jg30717	Cg006G224340
OG0013857	jg30727	Cg006G224260
OG0013858	jg30765	Cg006G223950
OG0013859	jg30837	Cg006G223190
OG0013860	jg30838	Cg006G223180
OG0013861	jg30840	Cg006G223160
OG0013862	jg30841	Cg006G223140
OG0013863	jg30908	Cg006G222470
OG0013864	jg30980	Cg006G221870
OG0013865	jg30982	Cg006G221850
OG0013866	jg31028	Cg006G221450
OG0013867	jg31061, jg31069	Cg006G221110
OG0013868	jg31072, jg31064	Cg006G221100
OG0013869	jg31075	Cg006G221080
OG0013870	jg31092	Cg006G220910
OG0013871	jg31103	Cg006G220760
OG0013872	jg31140	Cg006G220470
OG0013873	jg31142	Cg006G220450
OG0013874	jg31155	Cg006G220330
OG0013875	jg31222	Cg006G219640
OG0013876	jg2295	Cg007G267510
OG0013877	jg31246	Cg006G219420
OG0013878	jg31259	Cg006G219300
OG0013879	jg32657	Cg006G204170
OG0013880	jg10034	Cg001G016480
OG0013881	jg10023	Cg001G016310
OG0013882	jg10000	Cg001G016120
OG0013883	jg9999	Cg001G016110
OG0013884	jg9983	Cg001G015950
OG0013885	jg9959	Cg001G015710
OG0013886	jg9954	Cg001G015660
OG0013887	jg9952	Cg001G015630
OG0013888	jg9128	Cg001G007760
OG0013889	jg17081	Cg005G188380
OG0013890	jg17047	Cg005G188930
OG0013891	jg17050	Cg005G188910
OG0013892	jg17041	Cg005G188970
OG0013893	jg9070	Cg001G007190
OG0013894	jg17030	Cg005G189080
OG0013895	jg17029	Cg005G189090
OG0013897	jg17016	Cg005G189160
OG0013898	jg17056	Cg005G188870
OG0013899	jg17063	Cg005G188830
OG0013900	jg16830	Cg005G191110
OG0013901	jg16747	Cg005G191720
OG0013902	jg3268	Cg007G276730
OG0013903	jg3267	Cg007G276720
OG0013904	jg16692	Cg005G192080
OG0013905	jg16672	Cg005G192370
OG0013906	jg16657	Cg005G192520
OG0013907	jg16627	Cg005G192900
OG0013908	jg16625	Cg005G192920
OG0013909	jg16620	Cg005G192970
OG0013910	jg16589, jg27665	Cg005G193080
OG0013911	jg16567	Cg005G193360
OG0013912	jg16545	Cg005G193610
OG0013913	jg16512	Cg005G193850
OG0013914	jg30109	Cg006G229750
OG0013915	jg30006	Cg006G230690
OG0013916	jg29953	Cg006G231170
OG0013917	jg29951	Cg006G231190
OG0013919	jg29908	Cg006G231580
OG0013920	jg29891	Cg006G231780
OG0013921	jg29848	Cg006G232150
OG0013922	jg29844	Cg006G232200
OG0013923	jg29835	Cg006G232270
OG0013924	jg29829	Cg006G232320
OG0013925	jg29815	Cg006G232440
OG0013926	jg29792	Cg006G232620
OG0013927	jg29758	Cg006G232920
OG0013928	jg29733	Cg006G233180
OG0013929	jg29730	Cg006G233200
OG0013930	jg29642	Cg006G233880
OG0013931	jg29630	Cg006G233970
OG0013932	jg29629	Cg006G233980
OG0013933	jg29614	Cg006G234170
OG0013934	jg29610	Cg006G234230
OG0013935	jg29518	Cg006G234880
OG0013936	jg29510	Cg006G234950
OG0013937	jg29482	Cg006G235180
OG0013938	jg27004	Cg004G144680
OG0013939	jg27003	Cg004G144670
OG0013940	jg6783	Cg008G307590
OG0013942	jg29365	Cg006G236080
OG0013943	jg29327	Cg006G236440
OG0013944	jg29323	Cg006G236480
OG0013945	jg29312	Cg006G236600
OG0013946	jg29308	Cg006G236640
OG0013947	jg29301	Cg006G236690
OG0013948	jg29296	Cg006G236730
OG0013949	jg29290	Cg006G236790
OG0013950	jg29227	Cg006G237390
OG0013951	jg29215	Cg006G237510
OG0013952	jg29210	Cg006G237560
OG0013953	jg29203	Cg006G237630
OG0013954	jg15797	Cg002G048530
OG0013955	jg29142	Cg006G238210
OG0013957	jg29092	Cg006G238760
OG0013958	jg29078	Cg006G238900
OG0013959	jg29063	Cg006G239080
OG0013960	jg29036	Cg006G239190
OG0013961	jg29054	Cg006G239200
OG0013962	jg29021	Cg006G239500
OG0013963	jg28994	Cg006G239770
OG0013964	jg28980	Cg006G239930
OG0013965	jg28963	Cg001G009100
OG0013966	jg28928	Cg006G240510
OG0013967	jg28909	Cg006G240630
OG0013968	jg28900	Cg006G240710
OG0013969	jg28867	Cg006G241010
OG0013970	jg28838	Cg006G241300
OG0013971	jg28817	Cg006G241440
OG0013972	jg28813	Cg006G241480
OG0013973	jg28795	Cg006G241660
OG0013974	jg28771	Cg006G241900
OG0013975	jg28749	Cg006G242150
OG0013976	jg28741	Cg006G242230
OG0013977	jg28737	Cg006G242270
OG0013978	jg28660	Cg006G242940
OG0013979	jg28633	Cg006G243200
OG0013980	jg28620	Cg006G243300
OG0013981	jg28617	Cg006G243330
OG0013982	jg28576	Cg006G243720
OG0013983	jg19444	Cg006G244090
OG0013984	jg28524	Cg006G244200
OG0013985	jg28509	Cg006G244380
OG0013986	jg28507	Cg006G244410
OG0013987	jg28504	Cg006G244440
OG0013988	jg28503	Cg006G244460
OG0013989	jg28498	Cg006G244520
OG0013990	jg28463	Cg006G244810
OG0013991	jg28470	Cg006G244730
OG0013992	jg28454	Cg006G244910
OG0013993	jg28437	Cg006G245110
OG0013994	jg28435	Cg006G245130
OG0013995	jg19500	Cg005G163950
OG0013996	jg28431	Cg006G245170
OG0013997	jg14617	Cg002G058920
OG0013998	jg28397	Cg006G245450
OG0013999	jg5211	Cg008G294100
OG0014000	jg5280	Cg008G294800
OG0014001	jg5766	Cg008G299580
OG0014002	jg5267	Cg008G294660
OG0014003	jg5262	Cg008G294630
OG0014004	jg5224	Cg008G294250
OG0014005	jg5299	Cg008G294990
OG0014006	jg5373	Cg008G295780
OG0014007	jg5393	Cg008G295980
OG0014008	jg5394	Cg008G295990
OG0014009	jg5395	Cg008G296000
OG0014010	jg5399	Cg008G296050
OG0014011	jg5402	Cg008G296080
OG0014012	jg5418	Cg008G296210
OG0014013	jg5419	Cg008G296220
OG0014014	jg5433	Cg008G296370
OG0014015	jg5441	Cg008G296470
OG0014016	jg5444	Cg008G296500
OG0014018	jg5501	Cg008G296970
OG0014019	jg5508	Cg008G297040
OG0014020	jg5530	Cg008G297230
OG0014021	jg5543	Cg008G297450
OG0014022	jg5552	Cg008G297530
OG0014023	jg5575	Cg008G297700
OG0014024	jg5574	Cg008G297690
OG0014025	jg5595	Cg008G297900
OG0014026	jg5654	Cg008G298480
OG0014027	jg3381	Cg007G277820
OG0014028	jg5661	Cg008G298540
OG0014029	jg5687	Cg008G298750
OG0014030	jg5694	Cg008G298850
OG0014031	jg5703	Cg008G298920
OG0014032	jg5717	Cg008G299060
OG0014033	jg5745	Cg008G299320
OG0014034	jg5770	Cg008G299620
OG0014035	jg5791	Cg008G299760
OG0014036	jg6555	Cg008G306180
OG0014037	jg6569	Cg008G306260
OG0014038	jg6571	Cg008G306280
OG0014039	jg6573	Cg008G306300
OG0014040	jg6581	Cg008G306370
OG0014041	jg6590	Cg008G306480
OG0014042	jg20845	Cg008G319520
OG0014043	jg6638	Cg008G306850, Cg008G306820
OG0014044	jg6674	Cg008G307140
OG0014045	jg6782	Cg008G307560
OG0014046	jg21475	Cg008G310980, Cg008G309220
OG0014047	jg21471	Cg008G309250, Cg008G311050
OG0014048	jg21459	Cg008G311190, Cg008G309340
OG0014049	jg21455	Cg008G309380, Cg008G311230
OG0014050	jg21369	Cg008G312520
OG0014051	jg21434	Cg008G311520, Cg008G309690
OG0014052	jg5166	Cg008G293670
OG0014053	jg4513	Cg008G287710
OG0014054	jg4530	Cg008G287860
OG0014055	jg4518	Cg008G287760
OG0014056	jg5306	Cg008G295040
OG0014057	jg4489	Cg008G287500
OG0014058	jg4446	Cg008G287460
OG0014059	jg4450	Cg008G287430
OG0014060	jg4434	Cg008G287370
OG0014061	jg21285	Cg008G313660
OG0014062	jg4382	Cg008G287020
OG0014063	jg4376	Cg008G286950
OG0014064	jg4390, jg4359	Cg008G286830
OG0014065	jg4350	Cg008G286750
OG0014067	jg4340	Cg008G286640
OG0014068	jg4333	Cg008G286560
OG0014069	jg4324	Cg008G286450
OG0014070	jg4307	Cg008G286320
OG0014071	jg4304	Cg008G286290
OG0014072	jg4282	Cg008G286120
OG0014073	jg4277	Cg008G286070
OG0014074	jg4232	Cg008G285660
OG0014075	jg4234	Cg008G285710
OG0014076	jg4239	Cg008G285770
OG0014077	jg4242	Cg008G285780
OG0014078	jg4223	Cg008G285580
OG0014079	jg4218	Cg008G285550
OG0014080	jg4216	Cg008G285520
OG0014081	jg4211	Cg008G285480
OG0014082	jg4207	Cg008G285440
OG0014083	jg4187	Cg008G285150
OG0014084	jg6495	Cg008G305760
OG0014085	jg6442	Cg008G305340
OG0014086	jg6443	Cg008G305350
OG0014087	jg6408	Cg008G304910
OG0014088	jg6289, jg6287	Cg008G304010
OG0014089	jg6299	Cg008G304080
OG0014090	jg6303	Cg008G304100
OG0014091	jg6283	Cg008G303980
OG0014092	jg6277	Cg008G303940
OG0014093	jg6241	Cg008G303580
OG0014094	jg6220	Cg008G303390
OG0014095	jg26942	Cg004G143640
OG0014096	jg6143	Cg008G302770
OG0014097	jg6141	Cg008G302750
OG0014098	jg23045	Cg003G108730
OG0014099	jg23090	Cg003G109180
OG0014100	jg23096	Cg003G109220
OG0014101	jg23124	Cg003G109480
OG0014102	jg9618	Cg001G012430
OG0014103	jg23151	Cg003G109840
OG0014104	jg23163	Cg003G109930
OG0014105	jg23190	Cg003G110170
OG0014106	jg23219	Cg003G110430
OG0014107	jg23226	Cg003G110510
OG0014108	jg23230	Cg003G110540
OG0014109	jg23238	Cg003G110650
OG0014110	jg23251	Cg003G110750
OG0014111	jg23269	Cg003G110870
OG0014112	jg23270	Cg003G110880
OG0014113	jg22788	Cg003G106330
OG0014114	jg22774	Cg003G106190
OG0014115	jg22747	Cg003G105940
OG0014116	jg15034	Cg002G055370
OG0014117	jg15027	Cg002G055420
OG0014118	jg15021	Cg002G055480, Cg006G209330
OG0014119	jg15014	Cg002G055530
OG0014120	jg14987	Cg002G055770
OG0014121	jg14962	Cg002G055950
OG0014122	jg14939	Cg002G056140, Cg002G056150
OG0014123	jg14938	Cg002G056160
OG0014124	jg14921	Cg002G056330
OG0014125	jg14902	Cg002G056460
OG0014126	jg14849	Cg002G056950
OG0014127	jg14839	Cg002G057040
OG0014128	jg14829	Cg002G057120
OG0014129	jg14780, jg21515	Cg002G057480
OG0014130	jg14775	Cg008G320110, Cg002G057530
OG0014131	jg14754	Cg002G057740
OG0014132	jg14741	Cg002G057820
OG0014133	jg14685	Cg002G058250
OG0014134	jg14672	Cg002G058400
OG0014135	jg14639	Cg002G058700
OG0014136	jg14629	Cg002G058800
OG0014137	jg14616	Cg002G058930
OG0014138	jg7475	Cg003G082690
OG0014139	jg14585	Cg002G059210
OG0014140	jg19883, jg14577	Cg002G059310
OG0014141	jg14536	Cg002G059640
OG0014142	jg14530	Cg002G059720
OG0014143	jg14528	Cg002G059730
OG0014144	jg14495	Cg002G060020
OG0014145	jg14494	Cg002G060050
OG0014146	jg14443	Cg002G060630
OG0014147	jg14427	Cg002G060840
OG0014148	jg14403	Cg002G061040
OG0014149	jg3017	Cg007G274190
OG0014150	jg14363	Cg002G061400
OG0014151	jg14354	Cg002G061440
OG0014152	jg14338	Cg002G061640
OG0014153	jg14297	Cg002G062070
OG0014154	jg14294	Cg002G062110
OG0014155	jg14271	Cg002G062360
OG0014156	jg14253	Cg002G062430
OG0014157	jg14234	Cg002G062730
OG0014158	jg14133	Cg002G063990
OG0014159	jg14118	Cg002G064050
OG0014160	jg14117	Cg002G064060
OG0014161	jg14096	Cg002G064190
OG0014162	jg19965	Cg005G160060
OG0014163	jg7034	Cg003G088180
OG0014164	jg13941	Cg002G066680, Cg002G066510
OG0014165	jg2300	Cg007G267560
OG0014166	jg2291	Cg007G267470
OG0014167	jg2328	Cg007G267800
OG0014168	jg607	Cg007G247450
OG0014169	jg2375	Cg007G267940
OG0014170	jg2377	Cg007G267920
OG0014171	jg2433	Cg007G268810
OG0014172	jg2440	Cg007G268880
OG0014173	jg3711	Cg007G280720
OG0014174	jg2506	Cg007G269680
OG0014175	jg2514	Cg007G269580
OG0014176	jg2520	Cg007G269530
OG0014177	jg2523	Cg007G269510
OG0014178	jg2543	Cg007G269920
OG0014179	jg2590	Cg007G270330
OG0014180	jg2644	Cg007G270770
OG0014181	jg2675	Cg007G271040
OG0014182	jg2678	Cg007G271090
OG0014183	jg2732	Cg007G271630
OG0014184	jg2745	Cg007G271730
OG0014185	jg2754	Cg007G271810
OG0014186	jg2774	Cg007G271900
OG0014187	jg2778	Cg007G271950
OG0014188	jg2794	Cg007G272100
OG0014189	jg2809	Cg007G272260
OG0014190	jg2808	Cg007G272210
OG0014191	jg2827	Cg007G272390
OG0014192	jg2828	Cg007G272400
OG0014193	jg3495	Cg007G278820
OG0014194	jg3444	Cg007G278370
OG0014195	jg3437	Cg007G278310
OG0014196	jg3426	Cg007G278210
OG0014197	jg3397	Cg007G277950
OG0014198	jg3392	Cg007G277910
OG0014199	jg3377	Cg007G277740
OG0014200	jg3370	Cg007G277710
OG0014201	jg3358	Cg007G277590
OG0014202	jg3337	Cg007G277360
OG0014203	jg3319	Cg007G277220
OG0014204	jg3294	Cg007G277000
OG0014205	jg3263	Cg008G297370, Cg007G276680
OG0014206	jg3261	Cg007G276660
OG0014207	jg3258	Cg007G276630
OG0014208	jg3245	Cg007G276460
OG0014209	jg3234	Cg007G276330
OG0014210	jg3212	Cg007G276120
OG0014211	jg3188	Cg007G275870
OG0014212	jg3186	Cg007G275860
OG0014213	jg3166	Cg007G275610
OG0014214	jg3162	Cg007G275570
OG0014215	jg3142	Cg007G275370
OG0014216	jg3130	Cg007G275270
OG0014217	jg3121	Cg007G275170
OG0014218	jg3097	Cg007G274920
OG0014219	jg3093	Cg007G274850
OG0014221	jg3078	Cg007G274700
OG0014222	jg3067	Cg007G274640
OG0014223	jg3064	Cg007G274620
OG0014224	jg3043	Cg007G274460
OG0014225	jg3040	Cg007G274420
OG0014226	jg3030	Cg007G274330
OG0014227	jg3027	Cg007G274300
OG0014228	jg3024	Cg007G274260, Cg003G086900
OG0014229	jg3019	Cg007G274210
OG0014230	jg3013	Cg007G274140
OG0014231	jg2986	Cg007G273880
OG0014232	jg2966	Cg007G273700
OG0014233	jg2960	Cg007G273620
OG0014234	jg2925	Cg007G273320
OG0014235	jg2912	Cg007G273250
OG0014236	jg2901	Cg007G273150
OG0014237	jg2897	Cg007G273120
OG0014238	jg30268	Cg006G228540
OG0014239	jg2881	Cg007G272950
OG0014240	jg2880	Cg007G272940
OG0014241	jg2875	Cg007G272870
OG0014243	jg3579	Cg007G279600
OG0014244	jg3587	Cg007G279680
OG0014245	jg3595	Cg007G279780
OG0014246	jg3602	Cg007G279850
OG0014247	jg3619	Cg007G279980
OG0014248	jg3623	Cg007G280010
OG0014249	jg3624	Cg007G280020
OG0014250	jg3633	Cg007G280090
OG0014251	jg3634	Cg007G280110
OG0014252	jg3674	Cg007G280480
OG0014253	jg3698	Cg007G280850
OG0014254	jg3729	Cg007G281130
OG0014255	jg3730	Cg007G281150
OG0014256	jg3736	Cg007G281200
OG0014257	jg3737	Cg007G281210
OG0014258	jg3742	Cg007G281230
OG0014259	jg3769	Cg007G281530
OG0014260	jg3775	Cg007G281600
OG0014261	jg3778	Cg007G281640
OG0014262	jg3781	Cg007G281670
OG0014263	jg3793	Cg007G281770
OG0014264	jg3791	Cg007G281790
OG0014265	jg25223	Cg004G128400
OG0014266	jg25253	Cg004G128690
OG0014267	jg25294	Cg004G129040
OG0014268	jg25388	Cg004G129790
OG0014269	jg25390	Cg004G129810
OG0014271	jg25412	Cg004G130040
OG0014272	jg25413	Cg004G130060
OG0014273	jg25417	Cg004G130200
OG0014274	jg25474	Cg004G130710
OG0014275	jg25505	Cg004G131010
OG0014276	jg25507	Cg004G131040
OG0014277	jg25510	Cg004G131070
OG0014278	jg25538	Cg004G131440
OG0014279	jg25552	Cg004G131580
OG0014280	jg25603	Cg004G131990
OG0014281	jg25607	Cg004G132030
OG0014282	jg25635	Cg004G132290
OG0014283	jg6963	Cg003G089060
OG0014284	jg25651	Cg004G132440
OG0014285	jg25653	Cg004G132460
OG0014286	jg25686	Cg004G132740
OG0014287	jg25719	Cg004G132980
OG0014288	jg25752	Cg004G133270
OG0014289	jg25777	Cg004G133440
OG0014290	jg25805	Cg004G133640
OG0014291	jg25820	Cg004G133770
OG0014292	jg25865	Cg004G134150
OG0014293	jg25872	Cg004G134190
OG0014294	jg25899	Cg004G134380
OG0014295	jg25925	Cg004G134600
OG0014296	jg25944	Cg004G134870
OG0014297	jg17806	Cg005G178860
OG0014298	jg25981	Cg004G135150
OG0014299	jg26003	Cg004G135370
OG0014300	jg26011	Cg004G135450
OG0014301	jg26023	Cg004G135600
OG0014303	jg26057	Cg004G135870
OG0014304	jg26058	Cg004G135890
OG0014305	jg26059	Cg004G135910
OG0014306	jg33106	Cg006G199830
OG0014307	jg26086	Cg004G136150
OG0014308	jg26088	Cg004G136170
OG0014309	jg33122	Cg006G199730
OG0014310	jg26124	Cg004G136560
OG0014311	jg26134	Cg004G136660
OG0014312	jg26137	Cg004G136680
OG0014313	jg26180	Cg004G137130
OG0014314	jg26183	Cg004G137140
OG0014315	jg26194	Cg004G137250
OG0014316	jg26207	Cg004G137370
OG0014317	jg26208	Cg004G137380
OG0014318	jg26210	Cg004G137400
OG0014319	jg26247	Cg004G137680
OG0014320	jg26252	Cg004G137780
OG0014321	jg26255	Cg004G137810
OG0014322	jg26257	Cg004G137820
OG0014323	jg26347	Cg004G138540
OG0014324	jg26327	Cg004G138370
OG0014325	jg26324	Cg004G138350
OG0014326	jg26317	Cg004G138290
OG0014327	jg26316	Cg004G138280
OG0014328	jg26365	Cg004G138700
OG0014329	jg26392	Cg004G138900
OG0014330	jg26490	Cg004G139790
OG0014331	jg5858	Cg008G300460
OG0014332	jg26521	Cg004G140100
OG0014333	jg26537	Cg004G140270
OG0014334	jg26593	Cg004G140880
OG0014335	jg26605	Cg004G141090
OG0014336	jg26609	Cg004G141120
OG0014337	jg26633	Cg004G141300
OG0014338	jg11397	Cg001G028450
OG0014339	jg26709	Cg004G141780
OG0014340	jg26741	Cg004G142160
OG0014341	jg26749	Cg004G142280
OG0014342	jg26750	Cg004G142290
OG0014343	jg26752	Cg004G142300
OG0014344	jg26798	Cg004G142610
OG0014345	jg26811	Cg004G142690
OG0014346	jg26867	Cg004G143080
OG0014347	jg26870	Cg004G143100
OG0014348	jg26878	Cg004G143210
OG0014349	jg26996	Cg004G144490
OG0014350	jg26994	Cg004G144470
OG0014351	jg26974	Cg004G144060
OG0014352	jg27397	Cg004G147890
OG0014353	jg27984	Cg004G154400
OG0014354	jg27215	Cg004G125270
OG0014355	jg27181	Cg004G146440
OG0014356	jg27153	Cg004G146220
OG0014357	jg27152	Cg004G146210
OG0014358	jg27136	Cg004G145960
OG0014359	jg27123	Cg004G145930
OG0014360	jg27093	Cg004G145770
OG0014361	jg27045	Cg004G145090
OG0014362	jg27370	Cg004G147480
OG0014363	jg27581	Cg004G150290, Cg004G151180
OG0014364	jg27351	Cg004G147060
OG0014365	jg27416	Cg004G148110
OG0014366	jg27443	Cg004G148310
OG0014367	jg27448	Cg004G148370
OG0014368	jg27488	Cg004G148780
OG0014369	jg27494	Cg004G148840
OG0014370	jg9047	Cg001G007010
OG0014371	jg27512	Cg004G149270
OG0014372	jg4019	Cg008G283630, Cg008G283620
OG0014373	jg27539	Cg004G150490, Cg004G149430
OG0014374	jg29157	Cg006G238130
OG0014375	jg27615	Cg004G151540, Cg001G030450
OG0014376	jg27623	Cg004G151630
OG0014378	jg27695	Cg004G151290
OG0014379	jg32448, jg32457	Cg006G207360
OG0014380	jg27762	Cg004G152600
OG0014381	jg32116	Cg006G210500
OG0014382	jg27803	Cg004G152880
OG0014383	jg27865	Cg004G153340
OG0014384	jg27887	Cg004G153640
OG0014385	jg27904	Cg004G153790
OG0014386	jg28004	Cg004G154600
OG0014387	jg28048	Cg004G154890
OG0014388	jg28049	Cg004G154900
OG0014389	jg28067	Cg004G155200
OG0014390	jg28070	Cg004G155220
OG0014391	jg28071	Cg004G155230
OG0014392	jg28115	Cg004G155610
OG0014394	jg28158	Cg004G155950
OG0014395	jg28209	Cg004G156290
OG0014396	jg28216	Cg004G156360
OG0014397	jg28235	Cg004G156580
OG0014398	jg28271	Cg004G156880
OG0014399	jg28281	Cg004G156960
OG0014400	jg28291	Cg004G157070
OG0014401	jg28301	Cg004G157190
OG0014402	jg28298	Cg004G157160
OG0014403	jg33824	Cg006G194040
OG0014404	jg33818	Cg006G194080
OG0014405	jg33761	Cg006G194510
OG0014406	jg33759	Cg006G194520
OG0014407	jg33705	Cg006G194810
OG0014408	jg33698	Cg006G194850
OG0014409	jg33695	Cg006G194880
OG0014410	jg20264	Cg008G325320
OG0014411	jg33685	Cg006G195000, Cg002G063390
OG0014412	jg33602	Cg006G195810
OG0014413	jg33597	Cg006G195860
OG0014414	jg33574	Cg006G196030
OG0014415	jg33532	Cg006G196390
OG0014417	jg33478	Cg006G196890
OG0014418	jg33466	Cg006G197010
OG0014419	jg33442	Cg006G197290
OG0014420	jg33441	Cg006G197300
OG0014421	jg33440	Cg006G197310
OG0014422	jg33421	Cg006G197410
OG0014423	jg33395	Cg006G197540
OG0014424	jg33342	Cg006G197990
OG0014425	jg33332	Cg006G198040
OG0014426	jg33314	Cg006G198220
OG0014427	jg33225	Cg006G198890
OG0014428	jg33251	Cg006G198690
OG0014429	jg33277	Cg006G198410
OG0014430	jg2361	Cg007G268060
OG0014431	jg33196	Cg006G199190
OG0014432	jg33192	Cg006G199220
OG0014433	jg33181	Cg006G199350
OG0014434	jg33154	Cg003G083010, Cg006G199530
OG0014435	jg33149	Cg006G199560
OG0014436	jg33109	Cg006G199800
OG0014437	jg33097	Cg006G199900
OG0014438	jg33076	Cg006G200060
OG0014439	jg26045	Cg004G135750
OG0014440	jg33055	Cg006G200230
OG0014441	jg6885, jg33042	Cg006G200260
OG0014442	jg33010	Cg006G200520
OG0014443	jg32997	Cg006G200580
OG0014444	jg32975	Cg006G200750
OG0014445	jg33015	Cg006G200470
OG0014446	jg32935	Cg006G201350
OG0014447	jg32911	Cg006G201520
OG0014448	jg32904	Cg006G201610
OG0014449	jg11026	Cg001G024980
OG0014450	jg11050	Cg001G025130
OG0014451	jg15363	Cg002G052310
OG0014452	jg11053	Cg001G025170
OG0014453	jg11075	Cg001G025320
OG0014454	jg11093	Cg001G025420
OG0014455	jg11105	Cg001G025510
OG0014456	jg18572	Cg005G171910
OG0014457	jg18571	Cg005G171920
OG0014459	jg15098	Cg002G054900
OG0014460	jg15103	Cg002G054840
OG0014461	jg13757	Cg002G067880
OG0014462	jg15129	Cg002G054570
OG0014463	jg15130	Cg002G054560
OG0014464	jg15131	Cg002G054550
OG0014465	jg15138	Cg002G054490
OG0014466	jg15154	Cg002G054370
OG0014467	jg15175	Cg002G054210
OG0014468	jg15187	Cg002G054110
OG0014469	jg15193	Cg002G054060
OG0014470	jg2365	Cg007G268010
OG0014471	jg15267	Cg002G053260
OG0014472	jg15271	Cg002G053150
OG0014473	jg15324	Cg002G052680
OG0014474	jg15345	Cg002G052490
OG0014475	jg15091	Cg002G054970
OG0014476	jg5308	Cg008G295080
OG0014477	jg15077	Cg002G055060
OG0014478	jg15075	Cg002G055080
OG0014479	jg15044	Cg002G055270
OG0014480	jg15379	Cg002G052120
OG0014481	jg15384	Cg002G052070
OG0014482	jg15422	Cg002G051690
OG0014483	jg15452	Cg002G051350
OG0014484	jg15464	Cg002G051250
OG0014485	jg15465	Cg002G051230
OG0014486	jg15472	Cg002G051170
OG0014487	jg15493	Cg002G050900
OG0014488	jg15585	Cg002G050150
OG0014489	jg15591	Cg002G050110
OG0014490	jg19319	Cg005G165550
OG0014491	jg15622	Cg002G049840
OG0014492	jg15642	Cg002G049580
OG0014493	jg15646, jg15714	Cg002G049530
OG0014494	jg15704	Cg002G049500
OG0014496	jg15810	Cg002G048400
OG0014497	jg15830	Cg002G048200
OG0014498	jg15835	Cg002G048140
OG0014499	jg15874	Cg002G047860
OG0014500	jg15888	Cg002G047730
OG0014501	jg15951	Cg002G047350
OG0014502	jg15954	Cg002G047330
OG0014503	jg15955	Cg002G047320
